ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_dd08-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_nodes,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_dd08-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_dd08-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpu_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_dd08-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-total_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_dd08-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-arrived_gpu_milli
1116,5691,1890220,6212,1890220
1116,5691,1890220,6212,1890220
1116,5691,1891030,6212,1891030
1116,5691,1891030,6212,1891030
1116,5691,1892030,6212,1892030
1116,5691,1892840,6212,1892840
1117,5699,1893070,6212,1893070
1117,5699,1893880,6212,1893880
1117,5699,1894880,6212,1894880
1117,5699,1895880,6212,1895880
1117,5699,1895880,6212,1895880
1117,5699,1896880,6212,1896880
1117,5699,1897880,6212,1897880
1117,5699,1898880,6212,1898880
1117,5699,1898880,6212,1898880
1117,5699,1899690,6212,1899690
1118,5701,1900010,6212,1900010
1118,5701,1901010,6212,1901010
1118,5701,1901010,6212,1901010
1118,5701,1902010,6212,1902010
1118,5701,1902480,6212,1902480
1118,5701,1902480,6212,1902480
1119,5703,1903480,6212,1903480
1119,5703,1904480,6212,1904480
1119,5703,1904800,6212,1904800
1120,5711,1905260,6212,1905260
1120,5711,1905260,6212,1905260
1120,5711,1906260,6212,1906260
1120,5711,1907260,6212,1907260
1121,5713,1908260,6212,1908260
1121,5713,1909260,6212,1909260
1122,5721,1909730,6212,1909730
1122,5721,1910730,6212,1910730
1123,5722,1911540,6212,1911540
1123,5722,1912540,6212,1912540
1123,5722,1913540,6212,1913540
1123,5722,1914540,6212,1914540
1123,5722,1915350,6212,1915350
1123,5722,1916350,6212,1916350
1123,5722,1917350,6212,1917350
1123,5722,1918350,6212,1918350
1123,5722,1919350,6212,1919350
1123,5722,1920000,6212,1920000
1123,5722,1920810,6212,1920810
1123,5722,1921280,6212,1921280
1123,5722,1922280,6212,1922280
1123,5722,1922440,6212,1922440
1123,5722,1922440,6212,1922440
1123,5722,1923440,6212,1923440
1124,5730,1924440,6212,1924440
1124,5730,1924910,6212,1924910
1124,5730,1925260,6212,1925260
1124,5730,1925730,6212,1925730
1125,5738,1926730,6212,1926730
1125,5738,1927540,6212,1927540
1125,5738,1928010,6212,1928010
1125,5738,1929010,6212,1929010
1125,5738,1929560,6212,1929560
1125,5738,1930030,6212,1930030
1125,5738,1931030,6212,1931030
1125,5738,1932030,6212,1932030
1126,5742,1933030,6212,1933030
1127,5750,1934030,6212,1934030
1127,5750,1935030,6212,1935030
1128,5752,1935840,6212,1935840
1128,5752,1936170,6212,1936170
1128,5752,1936820,6212,1936820
1128,5752,1937820,6212,1937820
1128,5752,1938630,6212,1938630
1128,5752,1938630,6212,1938630
1129,5760,1939630,6212,1939630
1129,5760,1940630,6212,1940630
1129,5760,1940790,6212,1940790
1129,5760,1941250,6212,1941250
1130,5768,1942250,6212,1942250
1130,5768,1943250,6212,1943250
1130,5768,1944250,6212,1944250
1130,5768,1944570,6212,1944570
1130,5768,1944890,6212,1944890
1130,5768,1945540,6212,1945540
1130,5768,1945770,6212,1945770
1130,5768,1946420,6212,1946420
1130,5768,1947420,6212,1947420
1130,5768,1948420,6212,1948420
1130,5768,1949230,6212,1949230
1130,5768,1950230,6212,1950230
1130,5768,1951230,6212,1951230
1130,5768,1951230,6212,1951230
1130,5768,1952230,6212,1952230
1130,5768,1953230,6212,1953230
1130,5768,1953700,6212,1953700
1130,5768,1954700,6212,1954700
1130,5768,1955700,6212,1955700
1130,5768,1956510,6212,1956510
1130,5768,1956980,6212,1956980
1130,5768,1957980,6212,1957980
1130,5768,1958980,6212,1958980
1130,5768,1959980,6212,1959980
1130,5768,1960980,6212,1960980
1130,5768,1960980,6212,1960980
1130,5768,1961790,6212,1961790
1130,5768,1962790,6212,1962790
1130,5768,1963260,6212,1963260
1130,5768,1964070,6212,1964070
1130,5768,1965070,6212,1965070
1131,5770,1966070,6212,1966070
1131,5770,1966390,6212,1966390
1131,5770,1967200,6212,1967200
1131,5770,1968200,6212,1968200
1131,5770,1968670,6212,1968670
1131,5770,1969670,6212,1969670
1131,5770,1970670,6212,1970670
1131,5770,1971480,6212,1971480
1131,5770,1971950,6212,1971950
1131,5770,1972950,6212,1972950
1131,5770,1973950,6212,1973950
1131,5770,1974950,6212,1974950
1131,5770,1975950,6212,1975950
1132,5772,1976420,6212,1976420
1132,5772,1977420,6212,1977420
1132,5772,1977790,6212,1977790
1132,5772,1978600,6212,1978600
1132,5772,1978600,6212,1978600
1132,5772,1978600,6212,1978600
1133,5780,1979600,6212,1979600
1133,5780,1980070,6212,1980070
1133,5780,1980230,6212,1980230
1133,5780,1981230,6212,1981230
1134,5782,1982230,6212,1982230
1134,5782,1983230,6212,1983230
1134,5782,1984040,6212,1984040
1134,5782,1985040,6212,1985040
1134,5782,1986040,6212,1986040
1134,5782,1987040,6212,1987040
1134,5782,1987270,6212,1987270
1134,5782,1988270,6212,1988270
1134,5782,1996270,6212,1996270
1134,5782,1997270,6212,1997270
1134,5782,1998270,6212,1998270
1134,5782,1998270,6212,1998270
1134,5782,1998270,6212,1998270
1134,5782,1999270,6212,1999270
1134,5782,1999740,6212,1999740
1134,5782,2000740,6212,2000740
1134,5782,2001740,6212,2001740
1134,5782,2002740,6212,2002740
1134,5782,2003550,6212,2003550
1134,5782,2004360,6212,2004360
1134,5782,2005360,6212,2005360
1134,5782,2005360,6212,2005360
1135,5784,2006360,6212,2006360
1135,5784,2007360,6212,2007360
1135,5784,2008170,6212,2008170
1135,5784,2010170,6212,2010170
1135,5784,2011170,6212,2011170
1135,5784,2011400,6212,2011400
1135,5784,2011400,6212,2011400
1135,5784,2012400,6212,2012400
1135,5784,2013400,6212,2013400
1135,5784,2014400,6212,2014400
1135,5784,2014720,6212,2014720
1135,5784,2015310,6212,2015310
1135,5784,2016310,6212,2016310
1135,5784,2016780,6212,2016780
1135,5784,2016780,6212,2016780
1135,5784,2017780,6212,2017780
1136,5792,2018780,6212,2018780
1136,5792,2019780,6212,2019780
1136,5792,2020100,6212,2020100
1136,5792,2021100,6212,2021100
1136,5792,2022100,6212,2022100
1136,5792,2023100,6212,2023100
1136,5792,2023570,6212,2023570
1136,5792,2024570,6212,2024570
1136,5792,2024570,6212,2024570
1136,5792,2025570,6212,2025570
1136,5792,2026570,6212,2026570
1136,5792,2027380,6212,2027380
1137,5794,2028380,6212,2028380
1137,5794,2028380,6212,2028380
1137,5794,2029380,6212,2029380
1137,5794,2030380,6212,2030380
1137,5794,2031030,6212,2031030
1138,5796,2032030,6212,2032030
1138,5796,2033030,6212,2033030
1138,5796,2033680,6212,2033680
1138,5796,2034000,6212,2034000
1138,5796,2034810,6212,2034810
1138,5796,2035620,6212,2035620
1138,5796,2036210,6212,2036210
1138,5796,2037020,6212,2037020
1138,5796,2037570,6212,2037570
1138,5796,2038570,6212,2038570
1138,5796,2039040,6212,2039040
1138,5796,2039510,6212,2039510
1138,5796,2040510,6212,2040510
1139,5804,2040980,6212,2040980
1139,5804,2041630,6212,2041630
1139,5804,2042440,6212,2042440
1139,5804,2043250,6212,2043250
1140,5806,2043570,6212,2043570
1141,5814,2044570,6212,2044570
1141,5814,2045570,6212,2045570
1142,5822,2046570,6212,2046570
1142,5822,2047160,6212,2047160
1142,5822,2047160,6212,2047160
1142,5822,2047160,6212,2047160
1142,5822,2047160,6212,2047160
1142,5822,2048160,6212,2048160
1142,5822,2049160,6212,2049160
1142,5822,2050160,6212,2050160
1142,5822,2051160,6212,2051160
1142,5822,2051390,6212,2051390
1142,5822,2052390,6212,2052390
1142,5822,2052940,6212,2052940
1142,5822,2053940,6212,2053940
1142,5822,2054940,6212,2054940
1142,5822,2055750,6212,2055750
1142,5822,2056750,6212,2056750
1142,5822,2056750,6212,2056750
1142,5822,2056910,6212,2056910
1142,5822,2057070,6212,2057070
1142,5822,2057070,6212,2057070
1142,5822,2057880,6212,2057880
1142,5822,2058880,6212,2058880
1142,5822,2059690,6212,2059690
1142,5822,2060240,6212,2060240
1142,5822,2061240,6212,2061240
1142,5822,2062240,6212,2062240
1143,5830,2070240,6212,2070240
1143,5830,2070350,6212,2070350
1143,5830,2070820,6212,2070820
1143,5830,2070820,6212,2070820
1143,5830,2071820,6212,2071820
1143,5830,2071820,6212,2071820
1143,5830,2072820,6212,2072820
1143,5830,2073820,6212,2073820
1143,5830,2074820,6212,2074820
1143,5830,2075630,6212,2075630
1143,5830,2076630,6212,2076630
1143,5830,2076630,6212,2076630
1143,5830,2077630,6212,2077630
1143,5830,2078630,6212,2078630
1143,5830,2079630,6212,2079630
1143,5830,2079630,6212,2079630
1143,5830,2080630,6212,2080630
1143,5830,2081630,6212,2081630
1143,5830,2082630,6212,2082630
1143,5830,2083630,6212,2083630
1143,5830,2084630,6212,2084630
1143,5830,2085630,6212,2085630
1143,5830,2086630,6212,2086630
1143,5830,2087440,6212,2087440
1143,5830,2088440,6212,2088440
1143,5830,2088440,6212,2088440
1143,5830,2089440,6212,2089440
1144,5838,2090440,6212,2090440
1144,5838,2091440,6212,2091440
1144,5838,2092440,6212,2092440
1144,5838,2092440,6212,2092440
1144,5838,2093250,6212,2093250
1144,5838,2094060,6212,2094060
1144,5838,2094870,6212,2094870
1144,5838,2094870,6212,2094870
1144,5838,2094870,6212,2094870
1144,5838,2095340,6212,2095340
1144,5838,2096150,6212,2096150
1144,5838,2096610,6212,2096610
1144,5838,2097610,6212,2097610
1144,5838,2097610,6212,2097610
1144,5838,2098610,6212,2098610
1144,5838,2099080,6212,2099080
1144,5838,2100080,6212,2100080
1145,5846,2101080,6212,2101080
1145,5846,2102080,6212,2102080
1145,5846,2103080,6212,2103080
1145,5846,2103550,6212,2103550
1145,5846,2104550,6212,2104550
1145,5846,2105360,6212,2105360
1145,5846,2106360,6212,2106360
1145,5846,2107360,6212,2107360
1145,5846,2108360,6212,2108360
1145,5846,2109360,6212,2109360
1145,5846,2110360,6212,2110360
1145,5846,2111360,6212,2111360
1146,5848,2111830,6212,2111830
1146,5848,2112060,6212,2112060
1146,5848,2113060,6212,2113060
1146,5848,2114060,6212,2114060
1146,5848,2115060,6212,2115060
1146,5848,2115530,6212,2115530
1146,5848,2115850,6212,2115850
1146,5848,2116850,6212,2116850
1146,5848,2117850,6212,2117850
1146,5848,2118660,6212,2118660
1146,5848,2119660,6212,2119660
1146,5848,2120310,6212,2120310
1146,5848,2120310,6212,2120310
1146,5848,2121310,6212,2121310
1146,5848,2122310,6212,2122310
1146,5848,2123120,6212,2123120
1146,5848,2123440,6212,2123440
1146,5848,2123440,6212,2123440
1146,5848,2124440,6212,2124440
1146,5848,2125440,6212,2125440
1146,5848,2126440,6212,2126440
1146,5848,2127440,6212,2127440
1146,5848,2127440,6212,2127440
1146,5848,2127440,6212,2127440
1146,5848,2128440,6212,2128440
1146,5848,2129440,6212,2129440
1146,5848,2129440,6212,2129440
1146,5848,2130440,6212,2130440
1146,5848,2130910,6212,2130910
1146,5848,2131720,6212,2131720
1146,5848,2132530,6212,2132530
1147,5849,2133530,6212,2133530
1147,5849,2134340,6212,2134340
1147,5849,2135340,6212,2135340
1147,5849,2135810,6212,2135810
1147,5849,2135810,6212,2135810
1147,5849,2136810,6212,2136810
1147,5849,2137280,6212,2137280
1147,5849,2137740,6212,2137740
1147,5849,2138740,6212,2138740
1147,5849,2139740,6212,2139740
1147,5849,2140550,6212,2140550
1147,5849,2140550,6212,2140550
1148,5851,2141360,6212,2141360
1148,5851,2141830,6212,2141830
1148,5851,2142050,6212,2142050
1148,5851,2142520,6212,2142520
1148,5851,2143520,6212,2143520
1148,5851,2144330,6212,2144330
1148,5851,2145330,6212,2145330
1148,5851,2146330,6212,2146330
1148,5851,2147330,6212,2147330
1148,5851,2148330,6212,2148330
1148,5851,2149330,6212,2149330
1148,5851,2149650,6212,2149650
1148,5851,2150650,6212,2150650
1148,5851,2151650,6212,2151650
1148,5851,2152650,6212,2152650
1148,5851,2153650,6212,2153650
1148,5851,2154650,6212,2154650
1148,5851,2155120,6212,2155120
1148,5851,2156120,6212,2156120
1149,5859,2157120,6212,2157120
1149,5859,2158120,6212,2158120
1149,5859,2159120,6212,2159120
1149,5859,2159930,6212,2159930
1149,5859,2159930,6212,2159930
1149,5859,2159930,6212,2159930
1149,5859,2160930,6212,2160930
1149,5859,2161250,6212,2161250
1149,5859,2161410,6212,2161410
1149,5859,2161960,6212,2161960
1149,5859,2162610,6212,2162610
1149,5859,2163420,6212,2163420
1149,5859,2164420,6212,2164420
1149,5859,2165420,6212,2165420
1149,5859,2166420,6212,2166420
1149,5859,2167420,6212,2167420
1149,5859,2168230,6212,2168230
1149,5859,2168460,6212,2168460
1149,5859,2168780,6212,2168780
1149,5859,2169780,6212,2169780
1149,5859,2169940,6212,2169940
1149,5859,2170940,6212,2170940
1149,5859,2171940,6212,2171940
1149,5859,2172590,6212,2172590
1149,5859,2173590,6212,2173590
1150,5867,2181590,6212,2181590
1150,5867,2182400,6212,2182400
1150,5867,2183400,6212,2183400
1150,5867,2184400,6212,2184400
1150,5867,2184870,6212,2184870
1150,5867,2185870,6212,2185870
1150,5867,2186680,6212,2186680
1150,5867,2187680,6212,2187680
1150,5867,2188680,6212,2188680
1150,5867,2189000,6212,2189000
1150,5867,2189000,6212,2189000
1150,5867,2189000,6212,2189000
1150,5867,2189000,6212,2189000
1150,5867,2189470,6212,2189470
1150,5867,2193470,6212,2193470
1150,5867,2194280,6212,2194280
1150,5867,2195090,6212,2195090
1150,5867,2195090,6212,2195090
1150,5867,2196090,6212,2196090
1150,5867,2197090,6212,2197090
1150,5867,2197410,6212,2197410
1150,5867,2197410,6212,2197410
1150,5867,2198410,6212,2198410
1150,5867,2199060,6212,2199060
1151,5875,2199060,6212,2199060
1151,5875,2200060,6212,2200060
1151,5875,2200870,6212,2200870
1151,5875,2201870,6212,2201870
1152,5883,2202460,6212,2202460
1152,5883,2202930,6212,2202930
1152,5883,2203930,6212,2203930
1152,5883,2204400,6212,2204400
1153,5891,2212400,6212,2212400
1153,5891,2213400,6212,2213400
1153,5891,2213560,6212,2213560
1153,5891,2213560,6212,2213560
1154,5899,2214030,6212,2214030
1155,5907,2214030,6212,2214030
1155,5907,2214840,6212,2214840
1155,5907,2215650,6212,2215650
1155,5907,2216650,6212,2216650
1155,5907,2216880,6212,2216880
1155,5907,2217880,6212,2217880
1155,5907,2218880,6212,2218880
1155,5907,2219880,6212,2219880
1155,5907,2220880,6212,2220880
1156,5909,2221350,6212,2221350
1156,5909,2222350,6212,2222350
1156,5909,2222670,6212,2222670
1157,5911,2223480,6212,2223480
1157,5911,2224480,6212,2224480
1157,5911,2225290,6212,2225290
1157,5911,2226290,6212,2226290
1157,5911,2226290,6212,2226290
1157,5911,2227290,6212,2227290
1157,5911,2227290,6212,2227290
1157,5911,2228100,6212,2228100
1157,5911,2228100,6212,2228100
1157,5911,2229100,6212,2229100
1157,5911,2230100,6212,2230100
1157,5911,2230570,6212,2230570
1157,5911,2230570,6212,2230570
1157,5911,2230890,6212,2230890
1157,5911,2231890,6212,2231890
1157,5911,2232360,6212,2232360
1158,5913,2233360,6212,2233360
1158,5913,2234360,6212,2234360
1158,5913,2235360,6212,2235360
1158,5913,2236360,6212,2236360
1158,5913,2237360,6212,2237360
1158,5913,2238360,6212,2238360
1158,5913,2238360,6212,2238360
1158,5913,2239170,6212,2239170
1158,5913,2240170,6212,2240170
1158,5913,2240760,6212,2240760
1158,5913,2241760,6212,2241760
1158,5913,2242570,6212,2242570
1158,5913,2243570,6212,2243570
1158,5913,2243570,6212,2243570
1158,5913,2244570,6212,2244570
1158,5913,2245040,6212,2245040
1158,5913,2245510,6212,2245510
1158,5913,2246320,6212,2246320
1158,5913,2247320,6212,2247320
1158,5913,2248130,6212,2248130
1158,5913,2249130,6212,2249130
1158,5913,2249780,6212,2249780
1158,5913,2250590,6212,2250590
1158,5913,2250910,6212,2250910
1159,5921,2251500,6212,2251500
1159,5921,2252500,6212,2252500
1159,5921,2252500,6212,2252500
1159,5921,2252820,6212,2252820
1159,5921,2253040,6212,2253040
1159,5921,2253040,6212,2253040
1159,5921,2253360,6212,2253360
1159,5921,2254360,6212,2254360
1159,5921,2255360,6212,2255360
1159,5921,2256360,6212,2256360
1160,5929,2264360,6212,2264360
1160,5929,2264820,6212,2264820
1160,5929,2265140,6212,2265140
1160,5929,2265370,6212,2265370
1160,5929,2265840,6212,2265840
1160,5929,2265840,6212,2265840
1160,5929,2266310,6212,2266310
1160,5929,2266540,6212,2266540
1160,5929,2267350,6212,2267350
1160,5929,2268350,6212,2268350
1160,5929,2269350,6212,2269350
1160,5929,2269900,6212,2269900
1160,5929,2270900,6212,2270900
1160,5929,2271130,6212,2271130
1160,5929,2271940,6212,2271940
1160,5929,2272940,6212,2272940
1160,5929,2273940,6212,2273940
1160,5929,2274940,6212,2274940
1161,5937,2275530,6212,2275530
1161,5937,2276530,6212,2276530
1161,5937,2277530,6212,2277530
1161,5937,2278530,6212,2278530
1161,5937,2278530,6212,2278530
1161,5937,2279340,6212,2279340
1161,5937,2280340,6212,2280340
1161,5937,2281340,6212,2281340
1161,5937,2281340,6212,2281340
1161,5937,2282340,6212,2282340
1161,5937,2283340,6212,2283340
1161,5937,2284340,6212,2284340
1161,5937,2284340,6212,2284340
1161,5937,2285150,6212,2285150
1161,5937,2286150,6212,2286150
1162,5941,2287150,6212,2287150
1162,5941,2287150,6212,2287150
1162,5941,2287370,6212,2287370
1162,5941,2288370,6212,2288370
1162,5941,2289370,6212,2289370
1162,5941,2290370,6212,2290370
1162,5941,2291370,6212,2291370
1162,5941,2292370,6212,2292370
1162,5941,2293020,6212,2293020
1162,5941,2294020,6212,2294020
1162,5941,2294830,6212,2294830
1163,5943,2295300,6212,2295300
1163,5943,2296110,6212,2296110
1163,5943,2296920,6212,2296920
1163,5943,2297390,6212,2297390
1163,5943,2297390,6212,2297390
1163,5943,2297390,6212,2297390
1163,5943,2297620,6212,2297620
1163,5943,2298620,6212,2298620
1163,5943,2299620,6212,2299620
1163,5943,2300430,6212,2300430
1163,5943,2301430,6212,2301430
1163,5943,2301750,6212,2301750
1163,5943,2302750,6212,2302750
1163,5943,2303750,6212,2303750
1163,5943,2303750,6212,2303750
1163,5943,2304750,6212,2304750
1163,5943,2305560,6212,2305560
1163,5943,2305560,6212,2305560
1163,5943,2306560,6212,2306560
1163,5943,2307560,6212,2307560
1163,5943,2308560,6212,2308560
1163,5943,2309560,6212,2309560
1163,5943,2309560,6212,2309560
1163,5943,2310030,6212,2310030
1163,5943,2310260,6212,2310260
1163,5943,2310260,6212,2310260
1163,5943,2311070,6212,2311070
1163,5943,2311530,6212,2311530
1163,5943,2312340,6212,2312340
1163,5943,2313340,6212,2313340
1163,5943,2314150,6212,2314150
1163,5943,2314740,6212,2314740
1163,5943,2315740,6212,2315740
1163,5943,2316740,6212,2316740
1163,5943,2317330,6212,2317330
1164,5951,2317800,6212,2317800
1164,5951,2318610,6212,2318610
1164,5951,2319420,6212,2319420
1164,5951,2319580,6212,2319580
1164,5951,2320390,6212,2320390
1164,5951,2320390,6212,2320390
1164,5951,2321040,6212,2321040
1164,5951,2322040,6212,2322040
1164,5951,2323040,6212,2323040
1164,5951,2324040,6212,2324040
1164,5951,2324040,6212,2324040
1164,5951,2325040,6212,2325040
1164,5951,2326040,6212,2326040
1164,5951,2327040,6212,2327040
1164,5951,2328040,6212,2328040
1164,5951,2328510,6212,2328510
1164,5951,2328510,6212,2328510
1164,5951,2328740,6212,2328740
1164,5951,2329740,6212,2329740
1164,5951,2330210,6212,2330210
1164,5951,2331210,6212,2331210
1164,5951,2331680,6212,2331680
1164,5951,2332680,6212,2332680
1165,5953,2333140,6212,2333140
1165,5953,2333610,6212,2333610
1165,5953,2334610,6212,2334610
1165,5953,2334610,6212,2334610
1165,5953,2335080,6212,2335080
1165,5953,2336080,6212,2336080
1165,5953,2337080,6212,2337080
1165,5953,2338080,6212,2338080
1165,5953,2339080,6212,2339080
1165,5953,2339550,6212,2339550
1166,5961,2340360,6212,2340360
1166,5961,2341360,6212,2341360
1167,5969,2342360,6212,2342360
1167,5969,2343360,6212,2343360
1167,5969,2344170,6212,2344170
1167,5969,2344980,6212,2344980
1167,5969,2344980,6212,2344980
1167,5969,2344980,6212,2344980
1167,5969,2348980,6212,2348980
1167,5969,2349630,6212,2349630
1167,5969,2350630,6212,2350630
1167,5969,2351630,6212,2351630
1167,5969,2351630,6212,2351630
1167,5969,2352630,6212,2352630
1168,5971,2353630,6212,2353630
1168,5971,2354630,6212,2354630
1169,5972,2355000,6212,2355000
1169,5972,2355000,6212,2355000
1169,5972,2355000,6212,2355000
1169,5972,2356000,6212,2356000
1169,5972,2356810,6212,2356810
1169,5972,2357460,6212,2357460
1169,5972,2358270,6212,2358270
1169,5972,2358740,6212,2358740
1169,5972,2358740,6212,2358740
1169,5972,2359390,6212,2359390
1169,5972,2360390,6212,2360390
1169,5972,2360390,6212,2360390
1169,5972,2361390,6212,2361390
1169,5972,2361610,6212,2361610
1169,5972,2362610,6212,2362610
1169,5972,2362610,6212,2362610
1169,5972,2362610,6212,2362610
1169,5972,2363610,6212,2363610
1169,5972,2364160,6212,2364160
1169,5972,2365160,6212,2365160
1169,5972,2365620,6212,2365620
1169,5972,2365620,6212,2365620
1169,5972,2366620,6212,2366620
1169,5972,2367090,6212,2367090
1169,5972,2368090,6212,2368090
1169,5972,2368560,6212,2368560
1169,5972,2369560,6212,2369560
1169,5972,2370030,6212,2370030
1169,5972,2371030,6212,2371030
1169,5972,2371840,6212,2371840
1169,5972,2372840,6212,2372840
1169,5972,2373000,6212,2373000
1169,5972,2374000,6212,2374000
1170,5980,2374000,6212,2374000
1170,5980,2375000,6212,2375000
1170,5980,2376000,6212,2376000
1170,5980,2377000,6212,2377000
1170,5980,2378000,6212,2378000
1170,5980,2378590,6212,2378590
1170,5980,2379060,6212,2379060
1170,5980,2379540,6212,2379540
1170,5980,2380540,6212,2380540
1171,5984,2381540,6212,2381540
1171,5984,2382010,6212,2382010
1171,5984,2383010,6212,2383010
1171,5984,2384010,6212,2384010
1171,5984,2385010,6212,2385010
1171,5984,2385480,6212,2385480
1171,5984,2386480,6212,2386480
1171,5984,2387480,6212,2387480
1171,5984,2388480,6212,2388480
1171,5984,2389480,6212,2389480
1171,5984,2390480,6212,2390480
1172,5992,2391290,6212,2391290
1172,5992,2392290,6212,2392290
1172,5992,2392750,6212,2392750
1172,5992,2393750,6212,2393750
1172,5992,2394750,6212,2394750
1172,5992,2395750,6212,2395750
1172,5992,2395980,6212,2395980
1172,5992,2395980,6212,2395980
1172,5992,2396980,6212,2396980
1172,5992,2397440,6212,2397440
1173,6000,2405440,6212,2405440
1173,6000,2406250,6212,2406250
1174,6008,2414250,6212,2414250
1174,6008,2415250,6212,2415250
1174,6008,2415720,6212,2415720
1174,6008,2416040,6212,2416040
1174,6008,2416270,6212,2416270
1174,6008,2416730,6212,2416730
1174,6008,2417730,6212,2417730
1174,6008,2418730,6212,2418730
1174,6008,2419730,6212,2419730
1174,6008,2419730,6212,2419730
1174,6008,2420200,6212,2420200
1174,6008,2421200,6212,2421200
1174,6008,2421520,6212,2421520
1174,6008,2422330,6212,2422330
1175,6016,2423330,6212,2423330
1175,6016,2424330,6212,2424330
1175,6016,2425330,6212,2425330
1175,6016,2425330,6212,2425330
1175,6016,2425330,6212,2425330
1175,6016,2426330,6212,2426330
1175,6016,2427140,6212,2427140
1175,6016,2428140,6212,2428140
1175,6016,2429140,6212,2429140
1176,6018,2430140,6212,2430140
1176,6018,2431140,6212,2431140
1176,6018,2431140,6212,2431140
1176,6018,2432140,6212,2432140
1176,6018,2432140,6212,2432140
1176,6018,2433140,6212,2433140
1176,6018,2433790,6212,2433790
1176,6018,2433790,6212,2433790
1176,6018,2434790,6212,2434790
1176,6018,2435790,6212,2435790
1176,6018,2436260,6212,2436260
1177,6019,2436850,6212,2436850
1177,6019,2437850,6212,2437850
1177,6019,2438850,6212,2438850
1177,6019,2439850,6212,2439850
1177,6019,2440850,6212,2440850
1177,6019,2440850,6212,2440850
1177,6019,2441850,6212,2441850
1177,6019,2442850,6212,2442850
1177,6019,2443850,6212,2443850
1177,6019,2443850,6212,2443850
1177,6019,2444850,6212,2444850
1177,6019,2444850,6212,2444850
1177,6019,2445850,6212,2445850
1177,6019,2446850,6212,2446850
1177,6019,2447660,6212,2447660
1177,6019,2448470,6212,2448470
1177,6019,2449470,6212,2449470
1177,6019,2450470,6212,2450470
1177,6019,2451470,6212,2451470
1177,6019,2452470,6212,2452470
1177,6019,2456470,6212,2456470
1177,6019,2457470,6212,2457470
1178,6027,2458470,6212,2458470
1178,6027,2459470,6212,2459470
1178,6027,2460280,6212,2460280
1178,6027,2460280,6212,2460280
1178,6027,2461280,6212,2461280
1178,6027,2462280,6212,2462280
1178,6027,2463090,6212,2463090
1178,6027,2464090,6212,2464090
1178,6027,2465090,6212,2465090
1178,6027,2465410,6212,2465410
1178,6027,2465880,6212,2465880
1179,6035,2466350,6212,2466350
1179,6035,2466350,6212,2466350
1179,6035,2467350,6212,2467350
1179,6035,2468350,6212,2468350
1179,6035,2469350,6212,2469350
1179,6035,2469350,6212,2469350
1179,6035,2470350,6212,2470350
1179,6035,2470350,6212,2470350
1179,6035,2471160,6212,2471160
1180,6043,2471970,6212,2471970
1180,6043,2472970,6212,2472970
1180,6043,2472970,6212,2472970
1180,6043,2473620,6212,2473620
1180,6043,2474430,6212,2474430
1180,6043,2474750,6212,2474750
1180,6043,2475560,6212,2475560
1180,6043,2476370,6212,2476370
1180,6043,2477370,6212,2477370
1180,6043,2478370,6212,2478370
1181,6051,2486370,6212,2486370
1181,6051,2487370,6212,2487370
1181,6051,2488370,6212,2488370
1181,6051,2489180,6212,2489180
1181,6051,2489180,6212,2489180
1181,6051,2490180,6212,2490180
1181,6051,2491180,6212,2491180
1181,6051,2492180,6212,2492180
1182,6059,2492990,6212,2492990
1182,6059,2493220,6212,2493220
1182,6059,2494220,6212,2494220
1182,6059,2495220,6212,2495220
1182,6059,2496030,6212,2496030
1182,6059,2496350,6212,2496350
1182,6059,2497350,6212,2497350
1182,6059,2498350,6212,2498350
1182,6059,2499350,6212,2499350
1182,6059,2499350,6212,2499350
1182,6059,2500160,6212,2500160
1182,6059,2500480,6212,2500480
1182,6059,2501480,6212,2501480
1182,6059,2501480,6212,2501480
1182,6059,2502480,6212,2502480
1182,6059,2503480,6212,2503480
1182,6059,2504480,6212,2504480
1182,6059,2505480,6212,2505480
1182,6059,2506480,6212,2506480
1183,6067,2507480,6212,2507480
1183,6067,2508480,6212,2508480
1184,6068,2509480,6212,2509480
1184,6068,2509700,6212,2509700
1184,6068,2510700,6212,2510700
1184,6068,2511170,6212,2511170
1184,6068,2512170,6212,2512170
1184,6068,2513170,6212,2513170
1184,6068,2514170,6212,2514170
1185,6070,2514980,6212,2514980
1185,6070,2515980,6212,2515980
1185,6070,2516980,6212,2516980
1185,6070,2517440,6212,2517440
1185,6070,2517910,6212,2517910
1185,6070,2518130,6212,2518130
1185,6070,2518940,6212,2518940
1185,6070,2519940,6212,2519940
1185,6070,2519940,6212,2519940
1185,6070,2520940,6212,2520940
1185,6070,2521940,6212,2521940
1185,6070,2522410,6212,2522410
