ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_dd08-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_dd08-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_ratio,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_dd08-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_q124,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_dd08-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_dd08-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_ratio
1167286.4,22.9,4.21,247720.25,4.86
1167526.53,22.91,4.22,247713.82,4.86
1167361.3,22.91,4.22,247711.78,4.86
1167382.23,22.91,4.22,247891.59,4.87
1167382.23,22.91,4.22,247860.62,4.86
1167189.64,22.91,4.22,247829.78,4.87
1166667.75,22.91,4.21,247276.55,4.86
1166684.28,22.91,4.21,247262.53,4.85
1166514.66,22.91,4.22,247269.05,4.86
1166347.63,22.91,4.22,247673.04,4.86
1166712.72,22.92,4.23,247676.77,4.87
1166545.69,22.92,4.23,247672.29,4.87
1166541.06,22.92,4.23,247652.7,4.87
1166632.82,22.93,4.23,247645.81,4.87
1166628.19,22.93,4.24,247496.92,4.86
1166591.48,22.93,4.24,248019.15,4.88
1166398.89,22.93,4.24,247995.65,4.88
1166231.86,22.93,4.24,247935.53,4.88
1166231.86,22.93,4.24,247931.02,4.88
1166252.79,22.94,4.24,248028.34,4.88
1166060.2,22.94,4.25,248080.62,4.88
1165900.65,22.94,4.25,248079.73,4.88
1165896.03,22.94,4.25,248055.02,4.88
1165693.37,22.95,4.25,248031.24,4.88
1165933.49,22.95,4.26,247999.86,4.88
1165740.9,22.95,4.26,247966.71,4.88
1165548.31,22.95,4.26,247939.49,4.88
1165543.69,22.96,4.26,248418.73,4.89
1165788.81,22.97,4.27,248238.06,4.89
1165596.22,22.97,4.27,248197.84,4.89
1165999.53,22.98,4.28,248181.79,4.89
1166027.95,22.98,4.29,248192.43,4.89
1165860.92,22.98,4.29,248188.25,4.89
1165893.96,22.98,4.29,248200.28,4.89
1165726.93,22.98,4.29,248191.33,4.89
1165726.93,22.98,4.29,248190.98,4.89
1165534.34,22.98,4.29,248169.47,4.89
1165341.75,22.98,4.29,248141.46,4.89
1165341.75,22.98,4.29,248131.88,4.89
1165182.2,22.99,4.29,248135.14,4.89
1165430.49,22.99,4.3,248046.86,4.89
1165458.91,23.0,4.3,248057.5,4.89
1165299.36,23.0,4.3,248058.58,4.9
1165572.54,23.01,4.31,248063.96,4.9
1165572.54,23.01,4.31,248036.63,4.9
1165834.52,23.01,4.32,248131.98,4.9
1166029.14,23.02,4.32,247435.23,4.88
1165836.55,23.02,4.33,247511.15,4.89
1165669.52,23.02,4.33,247706.41,4.89
1165476.93,23.02,4.33,247679.44,4.89
1165057.27,23.02,4.32,247063.4,4.88
1164864.68,23.02,4.32,247048.74,4.88
1164864.68,23.02,4.32,247048.39,4.88
1164864.68,23.02,4.32,246977.85,4.88
1164666.41,23.02,4.32,246905.68,4.88
1164473.82,23.02,4.32,246908.76,4.88
1164469.2,23.02,4.33,246884.38,4.88
1164839.91,23.03,4.34,246473.42,4.87
1165205.47,23.04,4.35,246759.96,4.88
1165038.44,23.04,4.35,246738.46,4.88
1164871.4,23.04,4.35,246733.98,4.88
1164866.78,23.05,4.35,246712.1,4.88
1164899.82,23.05,4.35,246724.13,4.88
1164899.82,23.05,4.35,246714.43,4.88
1164920.75,23.05,4.36,246803.2,4.88
1164728.16,23.05,4.36,246772.28,4.88
1164939.43,23.06,4.36,246944.67,4.89
1164746.84,23.06,4.36,246972.09,4.89
1164548.57,23.06,4.36,246928.34,4.89
1164355.98,23.06,4.37,247094.76,4.89
1164188.95,23.06,4.37,247092.76,4.89
1164021.92,23.06,4.37,247354.45,4.9
1164292.0,23.07,4.37,247345.14,4.9
1164320.42,23.08,4.38,247355.78,4.9
1164325.6,23.08,4.38,246916.64,4.89
1164158.57,23.08,4.38,246856.52,4.89
1164072.99,23.08,4.39,246725.92,4.89
1163880.4,23.08,4.39,246762.78,4.89
1163880.4,23.08,4.39,246934.61,4.9
1163687.81,23.09,4.39,246912.73,4.9
1163520.77,23.09,4.39,246835.24,4.9
1163541.71,23.09,4.39,247014.57,4.9
1163781.83,23.1,4.4,246987.38,4.9
1163781.83,23.1,4.4,247013.5,4.9
1163589.24,23.1,4.4,246981.26,4.9
1163396.65,23.1,4.4,246944.02,4.9
1163615.03,23.11,4.41,246938.94,4.9
1163448.0,23.11,4.41,246936.94,4.9
1163813.09,23.12,4.42,246940.67,4.9
1163653.55,23.12,4.42,246946.85,4.91
1163893.67,23.12,4.43,246918.74,4.91
1163734.13,23.13,4.43,246908.82,4.91
1163996.11,23.13,4.43,247189.84,4.91
1163793.46,23.13,4.44,247170.38,4.91
1163600.86,23.13,4.44,247141.31,4.91
1163441.32,23.14,4.44,247147.48,4.91
1163462.25,23.14,4.44,247244.81,4.92
1164605.15,23.16,4.46,248115.82,4.93
1164617.04,23.17,4.47,248112.79,4.94
1164450.01,23.17,4.47,248108.6,4.94
1164690.13,23.18,4.48,248183.94,4.94
1164952.12,23.18,4.48,248485.48,4.94
1165284.17,23.19,4.49,248567.76,4.95
1165531.18,23.2,4.5,248972.28,4.96
1165338.59,23.2,4.5,250645.19,4.99
1165146.0,23.2,4.5,250612.67,4.99
1164986.45,23.2,4.5,250609.1,4.99
1164819.42,23.2,4.5,250531.61,4.99
1164652.39,23.2,4.5,250583.39,4.99
1164647.76,23.21,4.51,250547.56,4.99
1164668.69,23.21,4.51,250644.89,5.0
1164476.1,23.21,4.51,250790.18,5.0
1164716.23,23.22,4.52,250816.79,5.0
1164523.64,23.22,4.52,250865.63,5.0
1164364.09,23.22,4.52,250871.81,5.0
1164194.09,23.22,4.52,250096.52,4.99
1164222.51,23.23,4.53,250107.16,4.99
1164029.92,23.23,4.53,250075.84,4.99
1163847.14,23.23,4.53,249445.97,4.98
1163530.25,23.22,4.52,249413.19,4.98
1163363.22,23.23,4.52,249409.06,4.98
1163358.59,23.23,4.53,249385.84,4.98
1163702.84,23.24,4.54,249443.74,4.98
1163510.25,23.24,4.54,249413.35,4.98
1163538.67,23.24,4.54,249423.99,4.98
1163346.07,23.24,4.54,249419.08,4.98
1163153.48,23.24,4.54,249390.98,4.98
1162986.45,23.25,4.54,249318.3,4.98
1162986.45,23.25,4.54,249441.82,4.99
1162819.42,23.25,4.55,249439.81,4.99
1162659.87,23.25,4.55,249445.99,4.99
1162222.67,23.24,4.54,248912.42,4.98
1162484.66,23.25,4.55,249007.76,4.98
1162286.39,23.25,4.55,248966.1,4.98
1162083.73,23.25,4.55,248943.15,4.98
1161464.26,23.24,4.54,248364.99,4.97
1161704.39,23.25,4.55,248386.83,4.97
1161704.39,23.25,4.55,248442.82,4.97
1161699.76,23.26,4.55,248420.7,4.97
1161831.64,23.26,4.56,248389.75,4.97
1161639.05,23.26,4.56,248380.45,4.97
1162172.29,23.28,4.58,248445.42,4.98
1161974.02,23.28,4.58,248416.02,4.98
1161974.02,23.28,4.58,248489.25,4.98
1161974.02,23.28,4.58,248413.77,4.98
1161969.39,23.28,4.58,248407.53,4.98
1162203.29,23.29,4.59,251406.1,5.04
1162010.7,23.29,4.59,251386.43,5.04
1161843.67,23.29,4.59,251364.93,5.04
1161684.12,23.29,4.59,251360.26,5.04
1161924.25,23.3,4.6,251395.16,5.04
1162256.29,23.31,4.6,251411.29,5.04
1162063.7,23.31,4.6,251378.97,5.04
1162096.75,23.31,4.61,251391.0,5.04
1162345.04,23.31,4.61,251438.76,5.04
1162345.04,23.31,4.61,251426.2,5.04
1162585.16,23.32,4.62,251385.61,5.04
1162392.57,23.32,4.62,251378.63,5.04
1162392.57,23.32,4.62,251309.24,5.04
1162618.1,23.33,4.63,250558.63,5.03
1162651.14,23.33,4.63,250570.66,5.03
1161143.46,23.34,4.64,250511.83,5.04
1161164.4,23.34,4.64,250593.66,5.04
1161404.52,23.35,4.65,250577.82,5.04
1161244.98,23.35,4.65,250569.56,5.04
1161077.94,23.35,4.65,250814.53,5.04
1160885.35,23.35,4.65,250784.13,5.04
1161125.48,23.36,4.66,250755.94,5.04
1161125.48,23.36,4.66,250873.11,5.05
1161387.47,23.37,4.66,251188.97,5.05
1163191.62,23.41,4.71,252538.84,5.08
1163191.62,23.41,4.71,252662.41,5.08
1163024.59,23.41,4.71,252582.79,5.08
1163029.77,23.41,4.71,252143.65,5.08
1163048.62,23.41,4.71,252687.16,5.09
1162881.59,23.42,4.71,252609.86,5.09
1162902.52,23.42,4.72,252707.19,5.09
1162699.86,23.42,4.72,252750.14,5.09
1162532.83,23.42,4.72,252670.52,5.09
1162565.87,23.42,4.72,252682.56,5.09
1162806.0,23.43,4.73,252655.69,5.09
1163171.09,23.44,4.73,252652.55,5.09
1163336.02,23.44,4.74,252651.93,5.09
1163168.98,23.45,4.74,252828.66,5.1
1163001.95,23.45,4.74,252824.18,5.1
1162997.32,23.45,4.75,252801.66,5.1
1162830.29,23.45,4.75,252996.92,5.1
1162663.26,23.45,4.75,252979.42,5.1
1162470.67,23.45,4.75,252944.29,5.1
1162278.08,23.46,4.75,252912.16,5.1
1162533.33,23.46,4.76,252904.74,5.1
1162330.67,23.46,4.76,252883.68,5.1
1162330.67,23.46,4.76,252848.06,5.1
1162020.02,23.46,4.75,252497.45,5.1
1161827.43,23.46,4.75,252555.09,5.1
1161822.8,23.46,4.76,252535.18,5.1
1162071.09,23.47,4.77,252580.0,5.1
1161888.31,23.47,4.77,252022.41,5.09
1161695.72,23.47,4.77,252068.64,5.09
1161536.17,23.48,4.77,252069.72,5.09
1161343.58,23.48,4.77,252100.19,5.1
1161167.52,23.48,4.77,252092.41,5.1
1160974.92,23.48,4.77,252030.67,5.1
1160974.92,23.48,4.77,252149.9,5.1
1161584.29,23.49,4.79,252329.29,5.1
1161386.02,23.49,4.79,252281.37,5.1
1161104.07,23.49,4.79,251975.49,5.1
1160937.04,23.49,4.79,251981.87,5.1
1161338.52,23.5,4.8,252027.6,5.1
1161578.65,23.51,4.8,252108.08,5.1
1161411.62,23.51,4.8,252030.58,5.1
1161423.51,23.52,4.81,252027.56,5.1
1161696.68,23.52,4.82,252032.88,5.1
1161696.68,23.52,4.82,252151.66,5.11
1161969.85,23.53,4.82,252157.04,5.11
1161777.26,23.53,4.83,252136.71,5.11
1161777.26,23.53,4.83,252109.88,5.11
1161610.23,23.53,4.83,252032.74,5.11
1161417.64,23.53,4.83,252008.72,5.11
1161422.82,23.54,4.83,251569.57,5.1
1161220.17,23.54,4.83,251540.0,5.1
1161021.89,23.54,4.83,250893.56,5.09
1160829.3,23.54,4.83,251096.44,5.09
1160636.71,23.54,4.83,251018.43,5.09
1160444.12,23.54,4.84,251077.82,5.09
1160251.53,23.54,4.84,250999.77,5.09
1160084.5,23.54,4.84,250995.64,5.09
1160084.5,23.54,4.84,250973.03,5.09
1159347.18,23.55,4.84,250931.84,5.1
1159698.55,23.56,4.85,250926.09,5.1
1159505.96,23.56,4.85,250902.68,5.1
1159534.38,23.56,4.86,250913.32,5.1
1159745.37,23.57,4.86,251102.24,5.1
1159552.78,23.57,4.86,251072.29,5.1
1159581.2,23.57,4.87,251082.93,5.1
1159378.54,23.58,4.87,251039.74,5.1
1159211.51,23.58,4.87,251022.24,5.11
1159018.92,23.58,4.87,251057.77,5.11
1159018.92,23.58,4.87,251057.77,5.11
1158853.69,23.58,4.87,251053.94,5.11
1158849.07,23.58,4.88,251044.4,5.11
1158656.48,23.58,4.88,251009.35,5.11
1158988.52,23.59,4.88,250978.92,5.11
1159521.76,23.61,4.9,251043.89,5.11
1159550.18,23.61,4.91,251054.53,5.11
1159959.38,23.62,4.91,251022.62,5.11
1159799.83,23.62,4.92,251017.95,5.11
1159261.16,23.62,4.91,250493.74,5.1
1159662.65,23.62,4.92,250466.71,5.1
1159647.95,23.63,4.92,250445.2,5.1
1159480.92,23.63,4.92,250440.72,5.1
1159288.33,23.63,4.92,250417.31,5.1
1159316.75,23.64,4.93,250427.95,5.11
1159627.95,23.64,4.94,250432.22,5.11
1159428.27,23.64,4.93,250410.5,5.11
1159235.68,23.64,4.94,250380.78,5.11
1159268.72,23.64,4.94,250392.81,5.11
1159268.72,23.64,4.94,250379.13,5.11
1159602.9,23.65,4.95,250440.84,5.11
1159843.02,23.66,4.95,250483.38,5.11
1160116.19,23.67,4.96,250488.76,5.11
1159913.53,23.67,4.96,250449.28,5.11
1160183.62,23.68,4.97,250877.18,5.12
1160315.5,23.68,4.97,250119.39,5.1
1160310.87,23.68,4.98,250097.75,5.11
1160118.28,23.69,4.98,250068.13,5.11
1160118.28,23.69,4.98,249997.59,5.1
1160527.48,23.7,4.99,250071.61,5.11
1160334.89,23.7,4.99,250118.01,5.11
1160175.35,23.7,4.99,250113.34,5.11
1160008.31,23.7,4.99,250111.34,5.11
1159815.72,23.7,4.99,250162.48,5.11
1159815.72,23.7,4.99,250141.93,5.11
1159446.7,23.69,4.99,249779.64,5.1
1159708.69,23.7,4.99,250145.92,5.11
1159708.69,23.7,4.99,250076.53,5.11
1159704.06,23.71,5.0,250056.94,5.11
1159505.79,23.71,5.0,250012.77,5.11
1159338.76,23.71,5.0,249940.09,5.11
1159146.17,23.71,5.0,249968.37,5.11
1158953.58,23.71,5.0,249997.58,5.11
1159334.77,23.72,5.01,249992.79,5.11
1159346.67,23.72,5.02,249989.77,5.12
1159154.08,23.72,5.02,249958.0,5.12
1158961.48,23.72,5.02,249924.11,5.12
1158768.89,23.73,5.02,249958.55,5.12
1158247.01,23.72,5.01,249405.33,5.11
1158054.41,23.72,5.01,249461.23,5.11
1157861.82,23.72,5.01,249598.49,5.11
1157882.76,23.73,5.02,249592.32,5.11
1157684.49,23.73,5.02,249525.97,5.11
1157946.47,23.73,5.03,249800.05,5.12
1157786.93,23.74,5.03,249803.31,5.12
1157594.34,23.74,5.03,249777.52,5.12
1157391.68,23.74,5.03,249797.52,5.12
1157224.65,23.74,5.03,249720.22,5.12
1157032.06,23.74,5.03,249682.98,5.12
1156874.09,23.74,5.03,249705.42,5.12
1156830.33,23.74,5.03,249023.05,5.11
1156863.38,23.74,5.03,249035.09,5.11
1157211.52,23.75,5.04,249054.79,5.11
1157211.52,23.75,5.04,249163.63,5.11
1157196.83,23.75,5.05,249146.23,5.11
1157196.83,23.75,5.05,249132.55,5.11
1157148.57,23.75,5.04,249085.64,5.11
1156950.3,23.75,5.05,249035.16,5.11
1156783.27,23.75,5.05,248957.66,5.11
1156940.13,23.76,5.05,249268.52,5.12
1157656.15,23.78,5.07,249963.36,5.13
1157656.15,23.78,5.07,250009.27,5.13
1157167.74,23.77,5.06,249500.75,5.12
1157602.27,23.78,5.07,249484.75,5.12
1157409.68,23.78,5.07,249448.99,5.13
1157405.05,23.78,5.07,249427.17,5.13
1157694.69,23.79,5.08,249640.36,5.13
1157650.93,23.8,5.09,250693.02,5.15
1157646.3,23.8,5.09,250677.94,5.15
1157479.27,23.8,5.09,250660.48,5.15
1157281.0,23.8,5.09,250629.98,5.15
1157113.97,23.8,5.09,250625.85,5.16
1156946.93,23.8,5.09,250548.35,5.16
1156946.93,23.8,5.09,250594.0,5.16
1156967.87,23.81,5.1,250682.77,5.16
1156808.32,23.81,5.1,250664.85,5.16
1156829.25,23.81,5.1,250846.09,5.16
1156829.25,23.81,5.1,250846.09,5.16
1157076.26,23.82,5.11,251227.68,5.17
1156883.67,23.82,5.11,251196.84,5.17
1156724.13,23.82,5.11,251195.94,5.17
1156752.55,23.83,5.12,251206.58,5.17
1156559.96,23.83,5.12,251185.52,5.18
1156400.41,23.83,5.12,251184.63,5.18
1156207.82,23.83,5.12,251157.84,5.18
1156203.19,23.84,5.13,251273.46,5.18
1156198.57,23.84,5.13,251177.67,5.18
1156039.02,23.84,5.13,251183.85,5.18
1155871.99,23.84,5.13,251093.03,5.18
1155531.58,23.84,5.13,250716.97,5.17
1155328.92,23.84,5.13,250696.38,5.17
1155136.33,23.84,5.13,250727.37,5.17
1155121.63,23.85,5.13,250714.57,5.18
1155142.57,23.85,5.14,250811.89,5.18
1154789.79,23.85,5.13,250755.31,5.18
1154597.2,23.85,5.14,250725.73,5.18
1154837.33,23.85,5.14,250698.86,5.18
1154644.74,23.85,5.14,250662.15,5.18
1154477.71,23.86,5.14,250602.03,5.18
1154506.12,23.86,5.15,250612.67,5.18
1154662.98,23.87,5.16,251212.66,5.19
1154848.32,23.87,5.16,251276.66,5.19
1154848.32,23.87,5.16,251280.74,5.19
1155110.31,23.88,5.17,251376.08,5.2
1155034.66,23.89,5.17,251967.67,5.21
1155067.71,23.89,5.17,251979.7,5.21
1155088.64,23.89,5.18,252077.03,5.21
1155088.64,23.89,5.18,252025.5,5.21
1155106.99,23.89,5.18,252038.77,5.21
1155640.23,23.91,5.2,252103.74,5.22
1155447.64,23.91,5.2,253128.87,5.24
1155255.05,23.91,5.2,253104.85,5.24
1155062.46,23.91,5.2,253153.63,5.24
1154892.46,23.92,5.2,253158.96,5.24
1155154.45,23.92,5.21,253254.3,5.24
1154994.9,23.92,5.21,253250.47,5.25
1154827.87,23.93,5.21,253177.79,5.25
1154823.24,23.93,5.22,253155.91,5.25
1154630.65,23.93,5.22,253130.54,5.25
1154463.62,23.93,5.22,253307.27,5.25
1154481.97,23.94,5.22,253318.04,5.25
1154289.38,23.94,5.22,253301.24,5.25
1154289.38,23.94,5.22,253274.86,5.25
1154091.11,23.94,5.23,255740.57,5.3
1154353.1,23.95,5.23,255835.92,5.31
1154353.1,23.95,5.23,255816.03,5.31
1154193.55,23.95,5.23,255812.91,5.31
1154953.24,23.97,5.25,256134.71,5.31
1154953.24,23.97,5.25,256111.91,5.31
1154760.65,23.97,5.25,256030.19,5.31
1154760.65,23.97,5.25,256316.41,5.32
1154995.09,23.97,5.26,256344.7,5.32
1154802.5,23.98,5.26,256440.98,5.32
1155134.55,23.98,5.27,256411.93,5.32
1154931.89,23.98,5.27,256390.32,5.32
1154729.23,23.99,5.27,256352.54,5.32
1154589.79,23.98,5.27,256246.56,5.32
1154422.76,23.99,5.27,256242.43,5.32
1154230.17,23.99,5.27,256218.06,5.32
1154037.58,23.99,5.27,256196.5,5.33
1153870.54,23.99,5.27,256619.15,5.34
1153891.48,23.99,5.28,256611.82,5.34
1153724.44,23.99,5.28,256532.2,5.34
1153557.41,24.0,5.28,256530.2,5.34
1153939.63,24.0,5.29,256003.27,5.33
1153772.59,24.01,5.29,256248.23,5.33
1153574.32,24.01,5.29,256237.37,5.33
1153925.7,24.02,5.3,256214.74,5.33
1154273.84,24.02,5.31,256181.07,5.33
1154269.21,24.03,5.31,256261.1,5.33
1154728.23,24.04,5.32,257075.82,5.35
1154535.64,24.04,5.32,257398.61,5.36
1154343.05,24.04,5.32,257381.81,5.36
1154744.53,24.05,5.33,257403.32,5.36
1154734.15,24.05,5.34,257356.47,5.36
1155104.77,24.06,5.34,257366.62,5.36
1155104.77,24.06,5.34,257316.88,5.36
1154937.74,24.06,5.35,257312.4,5.36
1154770.7,24.06,5.35,257557.37,5.37
1154611.16,24.06,5.35,257539.44,5.37
1154871.29,24.07,5.36,257584.48,5.37
1154871.29,24.07,5.36,257584.48,5.37
1155182.49,24.08,5.36,257585.75,5.37
1155215.54,24.08,5.36,257597.78,5.37
1155076.1,24.08,5.36,257526.59,5.37
1155092.62,24.08,5.36,257520.0,5.37
1155113.55,24.08,5.37,257508.51,5.37
1154946.52,24.09,5.37,257506.5,5.37
1154753.93,24.09,5.37,257510.92,5.37
1154774.86,24.09,5.37,257608.24,5.37
1154770.24,24.1,5.38,257672.42,5.38
1154603.2,24.1,5.38,257668.29,5.38
1154603.2,24.1,5.38,257668.29,5.38
1154436.17,24.1,5.38,257708.05,5.38
1154233.51,24.1,5.38,257731.65,5.38
1154066.48,24.1,5.38,257727.33,5.38
1154206.22,24.11,5.39,258182.34,5.39
1154046.67,24.11,5.39,258181.44,5.39
1154046.67,24.11,5.39,258516.88,5.4
1154407.23,24.12,5.4,258558.13,5.4
1154214.64,24.12,5.4,258609.22,5.4
1154588.63,24.13,5.41,258867.5,5.41
1154396.03,24.13,5.41,259170.74,5.42
1154229.0,24.13,5.41,259160.28,5.42
1154234.19,24.13,5.41,258721.14,5.41
1154035.92,24.13,5.42,258498.23,5.41
1153843.33,24.14,5.42,259180.91,5.42
1153676.29,24.14,5.42,259103.42,5.42
1153392.8,24.14,5.42,258795.99,5.42
1153388.18,24.14,5.42,258826.93,5.42
1153416.59,24.14,5.42,258837.57,5.42
1153416.59,24.14,5.42,258762.09,5.42
1153218.32,24.15,5.43,258737.05,5.42
1153213.7,24.15,5.43,258715.55,5.42
1153234.63,24.15,5.43,259079.77,5.43
1153042.04,24.16,5.44,259055.99,5.43
1152849.45,24.16,5.44,259089.81,5.43
1152682.42,24.16,5.44,259621.27,5.44
1152677.79,24.16,5.44,259595.26,5.44
1152706.21,24.17,5.45,259605.9,5.44
1152484.94,24.16,5.44,259341.78,5.44
1152292.35,24.16,5.44,259311.3,5.44
1152099.76,24.17,5.45,259269.35,5.44
1151907.17,24.17,5.45,259239.97,5.44
1151714.57,24.17,5.45,259209.76,5.44
1151954.7,24.18,5.45,259181.73,5.44
1151567.22,24.17,5.45,259107.66,5.44
1151397.22,24.17,5.45,259135.88,5.44
1151425.64,24.18,5.46,259146.52,5.44
1151421.01,24.18,5.46,259139.86,5.44
1151235.75,24.18,5.46,259040.85,5.44
1151475.87,24.19,5.47,259298.85,5.45
1151283.28,24.19,5.47,259330.77,5.45
1151090.69,24.19,5.47,259406.0,5.45
1150892.42,24.19,5.47,259516.4,5.45
1150699.83,24.19,5.47,259484.01,5.46
1150320.81,24.19,5.47,259180.31,5.45
1150128.22,24.19,5.47,259240.31,5.45
1149925.56,24.19,5.47,259180.15,5.45
1149925.56,24.19,5.47,259170.05,5.45
1149727.29,24.19,5.47,259065.76,5.45
1149692.7,24.19,5.47,259076.33,5.45
1149525.67,24.19,5.47,259388.95,5.46
1149156.65,24.18,5.46,259027.02,5.45
1149156.65,24.18,5.46,258951.53,5.45
1149156.65,24.18,5.46,259099.49,5.45
1149146.34,24.19,5.47,259504.47,5.46
1148973.37,24.19,5.47,259246.39,5.46
1148945.21,24.19,5.47,259239.43,5.46
1148966.14,24.19,5.47,259419.24,5.46
1148773.55,24.19,5.47,259481.58,5.46
1149095.53,24.2,5.48,259529.67,5.47
1149427.58,24.21,5.49,259476.89,5.47
1149260.54,24.21,5.49,259468.34,5.47
1149093.51,24.21,5.49,259450.84,5.47
1148724.49,24.21,5.49,259157.14,5.46
1148724.49,24.21,5.49,259148.75,5.46
1148557.46,24.21,5.49,259218.19,5.46
1148557.46,24.21,5.49,259229.42,5.46
1149811.36,24.24,5.51,259983.21,5.48
1149618.77,24.24,5.51,260304.06,5.49
1149426.18,24.24,5.52,260275.96,5.49
1149454.6,24.24,5.52,260286.6,5.49
1149586.48,24.25,5.53,260188.05,5.49
1149586.48,24.25,5.53,260187.86,5.49
1149393.89,24.25,5.53,260166.31,5.49
1149201.3,24.25,5.53,260139.1,5.49
1149463.29,24.26,5.54,260234.44,5.49
1149703.42,24.27,5.54,260206.76,5.49
1149536.38,24.27,5.54,260129.27,5.49
1149668.27,24.27,5.55,260096.02,5.49
1149508.72,24.28,5.55,260095.13,5.49
1149316.13,24.28,5.55,260064.2,5.49
1149667.5,24.29,5.56,260589.54,5.5
1149662.88,24.29,5.57,260622.25,5.51
1149495.84,24.29,5.57,260617.77,5.51
1149807.04,24.3,5.58,260651.86,5.51
1149640.01,24.3,5.58,260730.28,5.51
1149447.42,24.3,5.58,260809.2,5.51
1149447.42,24.3,5.58,260788.94,5.51
1149701.31,24.31,5.59,261123.18,5.52
1149498.65,24.31,5.59,261092.97,5.52
1149527.07,24.32,5.59,261103.61,5.52
1149749.28,24.32,5.6,261121.56,5.52
1150011.27,24.33,5.61,261216.91,5.53
1150011.27,24.33,5.61,261201.72,5.53
1150011.27,24.33,5.61,261226.05,5.53
1149818.68,24.33,5.61,261239.79,5.53
1149626.09,24.33,5.61,261210.07,5.53
1149626.09,24.33,5.61,261160.37,5.53
1149888.08,24.34,5.62,261255.72,5.53
1149888.08,24.34,5.62,261327.89,5.53
1149921.12,24.34,5.62,261339.92,5.53
1149718.47,24.34,5.62,261308.33,5.53
1149595.32,24.35,5.62,261185.9,5.53
1149595.32,24.35,5.62,261181.92,5.53
1149835.45,24.35,5.63,261182.51,5.53
1149642.86,24.35,5.63,261152.02,5.53
1149483.31,24.36,5.63,261155.29,5.53
1149815.36,24.37,5.64,261147.51,5.53
1149827.25,24.37,5.65,261138.18,5.53
1149660.22,24.37,5.65,261136.17,5.54
1149971.42,24.38,5.65,261161.55,5.54
1149961.11,24.38,5.66,261104.83,5.54
1149794.08,24.39,5.66,261099.1,5.54
1149595.81,24.39,5.66,261076.98,5.54
1149835.93,24.39,5.67,261010.13,5.54
1149676.39,24.4,5.67,261009.24,5.54
1149715.78,24.4,5.68,260529.7,5.53
1149988.95,24.41,5.68,260535.08,5.53
1149988.95,24.41,5.68,260603.45,5.53
1149821.92,24.41,5.68,260525.95,5.53
1149654.88,24.41,5.69,260519.0,5.53
1149654.88,24.41,5.69,260448.46,5.53
1149917.6,24.42,5.69,260170.34,5.53
1149750.57,24.42,5.7,260148.83,5.53
1149898.97,24.43,5.7,260130.6,5.53
1149706.38,24.43,5.7,260091.71,5.53
1150057.75,24.44,5.71,260435.89,5.53
1149916.02,24.44,5.71,263793.81,5.61
1150091.29,24.45,5.72,263835.52,5.61
1149931.75,24.45,5.72,263841.69,5.61
1149764.71,24.45,5.72,263764.2,5.61
1150241.44,24.46,5.74,263609.69,5.61
1150074.41,24.47,5.74,263605.55,5.61
1150316.53,24.47,5.75,265054.74,5.64
1150316.53,24.47,5.75,265016.92,5.64
1150123.94,24.48,5.75,265260.4,5.65
1149931.35,24.48,5.75,265232.92,5.65
1149764.31,24.48,5.75,265155.77,5.65
1150165.8,24.49,5.76,265191.53,5.65
1149998.76,24.49,5.76,265114.2,5.65
1150363.85,24.5,5.77,265117.94,5.65
1150196.82,24.5,5.77,265128.68,5.65
1149998.55,24.5,5.77,265100.06,5.65
1149805.96,24.5,5.77,265095.93,5.65
1149646.42,24.51,5.78,265097.01,5.65
1149453.82,24.51,5.78,265062.27,5.65
1149261.23,24.51,5.78,265074.55,5.65
1149308.35,24.51,5.78,268697.4,5.73
1149308.35,24.51,5.78,268628.85,5.73
1149308.35,24.51,5.78,268559.91,5.73
1149570.34,24.52,5.79,269401.3,5.75
1149410.79,24.52,5.79,269402.38,5.75
1149410.79,24.52,5.79,269333.0,5.75
1149243.76,24.52,5.79,269509.73,5.75
1149243.76,24.52,5.79,269376.95,5.75
1149243.76,24.52,5.79,270148.38,5.76
1149051.17,24.52,5.79,270119.9,5.76
1148858.58,24.52,5.79,270159.07,5.77
1148691.55,24.52,5.79,270079.46,5.77
1148691.55,24.52,5.79,269990.51,5.76
1148676.85,24.53,5.8,269959.12,5.76
1149041.94,24.54,5.81,269962.85,5.76
1149280.7,24.54,5.82,270201.17,5.77
1149276.07,24.55,5.82,270186.09,5.77
1149083.48,24.55,5.82,270220.53,5.77
1148890.89,24.55,5.82,270195.52,5.77
1149047.75,24.56,5.83,270449.89,5.78
1149047.75,24.56,5.83,270449.89,5.78
1148855.16,24.56,5.83,270540.28,5.78
1149089.6,24.57,5.84,270513.05,5.78
