ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_nodes,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_gpu_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-total_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-arrived_gpu_milli
1213,6212,5752540,6212,5886820
1213,6212,5752540,6212,5887290
1213,6212,5752540,6212,5888290
1213,6212,5752540,6212,5889290
1213,6212,5752540,6212,5890290
1213,6212,5752540,6212,5890880
1213,6212,5752540,6212,5891530
1213,6212,5752540,6212,5892340
1213,6212,5752540,6212,5893150
1213,6212,5752540,6212,5893960
1213,6212,5752540,6212,5894770
1213,6212,5752540,6212,5895580
1213,6212,5752540,6212,5896230
1213,6212,5752540,6212,5896230
1213,6212,5752540,6212,5897230
1213,6212,5752540,6212,5897780
1213,6212,5752540,6212,5898010
1213,6212,5752540,6212,5898380
1213,6212,5752540,6212,5899190
1213,6212,5752540,6212,5903190
1213,6212,5752540,6212,5903650
1213,6212,5752700,6212,5903810
1213,6212,5752700,6212,5904810
1213,6212,5752700,6212,5905810
1213,6212,5752700,6212,5906270
1213,6212,5752700,6212,5907080
1213,6212,5752700,6212,5908080
1213,6212,5752700,6212,5909080
1213,6212,5752700,6212,5917080
1213,6212,5752700,6212,5917310
1213,6212,5752700,6212,5918120
1213,6212,5752700,6212,5918930
1213,6212,5752700,6212,5919740
1213,6212,5752700,6212,5920550
1213,6212,5752700,6212,5921010
1213,6212,5752810,6212,5921120
1213,6212,5752810,6212,5922120
1213,6212,5752810,6212,5922930
1213,6212,5752810,6212,5923930
1213,6212,5752810,6212,5924400
1213,6212,5752810,6212,5925400
1213,6212,5752810,6212,5926210
1213,6212,5752810,6212,5927210
1213,6212,5752810,6212,5927440
1213,6212,5752810,6212,5928440
1213,6212,5752970,6212,5928600
1213,6212,5752970,6212,5929070
1213,6212,5752970,6212,5930070
1213,6212,5752970,6212,5931070
1213,6212,5752970,6212,5935070
1213,6212,5752970,6212,5936070
1213,6212,5752970,6212,5937070
1213,6212,5752970,6212,5937880
1213,6212,5752970,6212,5938880
1213,6212,5752970,6212,5939880
1213,6212,5752970,6212,5940880
1213,6212,5752970,6212,5941880
1213,6212,5752970,6212,5941880
1213,6212,5752970,6212,5942690
1213,6212,5752970,6212,5943160
1213,6212,5752970,6212,5943160
1213,6212,5752970,6212,5944160
1213,6212,5752970,6212,5944160
1213,6212,5752970,6212,5945160
1213,6212,5752970,6212,5946160
1213,6212,5752970,6212,5946970
1213,6212,5752970,6212,5947970
1213,6212,5752970,6212,5948440
1213,6212,5752970,6212,5949440
1213,6212,5752970,6212,5950440
1213,6212,5752970,6212,5951440
1213,6212,5752970,6212,5952440
1213,6212,5752970,6212,5952910
1213,6212,5752970,6212,5953380
1213,6212,5753080,6212,5953490
1213,6212,5753080,6212,5954490
1213,6212,5753080,6212,5955490
1213,6212,5753080,6212,5956300
1213,6212,5753080,6212,5957300
1213,6212,5753080,6212,5957770
1213,6212,5753080,6212,5958320
1213,6212,5753080,6212,5959320
1213,6212,5753080,6212,5959780
1213,6212,5753080,6212,5960780
1213,6212,5753080,6212,5961100
1213,6212,5753080,6212,5962100
1213,6212,5753080,6212,5963100
1213,6212,5753080,6212,5964100
1213,6212,5753080,6212,5964450
1213,6212,5753080,6212,5965450
1213,6212,5753080,6212,5965450
1213,6212,5753080,6212,5965680
1213,6212,5753080,6212,5966680
1213,6212,5753080,6212,5967490
1213,6212,5753080,6212,5968490
1213,6212,5753080,6212,5968490
1213,6212,5753080,6212,5969490
1213,6212,5753080,6212,5970300
1213,6212,5753080,6212,5970760
1213,6212,5753080,6212,5971570
1213,6212,5753080,6212,5972570
1213,6212,5753080,6212,5973570
1213,6212,5753080,6212,5974570
1213,6212,5753080,6212,5974800
1213,6212,5753080,6212,5975610
1213,6212,5753080,6212,5975930
1213,6212,5753080,6212,5976930
1213,6212,5753080,6212,5977400
1213,6212,5753080,6212,5978400
1213,6212,5753080,6212,5979400
1213,6212,5753080,6212,5980400
1213,6212,5753080,6212,5980400
1213,6212,5753080,6212,5981400
1213,6212,5753080,6212,5982400
1213,6212,5753080,6212,5983400
1213,6212,5753080,6212,5984400
1213,6212,5753080,6212,5985400
1213,6212,5753080,6212,5986210
1213,6212,5753080,6212,5987210
1213,6212,5753080,6212,5987680
1213,6212,5753080,6212,5988680
1213,6212,5753080,6212,5989490
1213,6212,5753080,6212,5989810
1213,6212,5753080,6212,5997810
1213,6212,5753080,6212,5998620
1213,6212,5753080,6212,5998850
1213,6212,5753080,6212,5999320
1213,6212,5753080,6212,6000320
1213,6212,5753080,6212,6000790
1213,6212,5753080,6212,6001260
1213,6212,5753080,6212,6001580
1213,6212,5753080,6212,6002580
1213,6212,5753080,6212,6003580
1213,6212,5753080,6212,6004050
1213,6212,5753080,6212,6004520
1213,6212,5753080,6212,6005330
1213,6212,5753080,6212,6006330
1213,6212,5753080,6212,6007330
1213,6212,5753080,6212,6008330
1213,6212,5753080,6212,6009330
1213,6212,5753080,6212,6010330
1213,6212,5753080,6212,6011330
1213,6212,5753080,6212,6011650
1213,6212,5753080,6212,6012650
1213,6212,5753080,6212,6013650
1213,6212,5753080,6212,6014460
1213,6212,5753080,6212,6015460
1213,6212,5753080,6212,6016460
1213,6212,5753080,6212,6017460
1213,6212,5753080,6212,6018460
1213,6212,5753080,6212,6019460
1213,6212,5753080,6212,6020460
1213,6212,5753080,6212,6020930
1213,6212,5753080,6212,6021930
1213,6212,5753080,6212,6022930
1213,6212,5753080,6212,6023930
1213,6212,5753080,6212,6024250
1213,6212,5754080,6212,6025250
1213,6212,5754080,6212,6026250
1213,6212,5754080,6212,6027250
1213,6212,5754080,6212,6027570
1213,6212,5754080,6212,6028380
1213,6212,5754080,6212,6029380
1213,6212,5754080,6212,6030030
1213,6212,5754080,6212,6030680
1213,6212,5754080,6212,6031680
1213,6212,5754080,6212,6032000
1213,6212,5754080,6212,6033000
1213,6212,5754080,6212,6034000
1213,6212,5754080,6212,6035000
1213,6212,5754080,6212,6035320
1213,6212,5754080,6212,6035540
1213,6212,5754080,6212,6036540
1213,6212,5754080,6212,6037540
1213,6212,5754080,6212,6045540
1213,6212,5754080,6212,6046540
1213,6212,5754080,6212,6047540
1213,6212,5754080,6212,6048190
1213,6212,5754080,6212,6049190
1213,6212,5754080,6212,6049660
1213,6212,5754080,6212,6050130
1213,6212,5754080,6212,6051130
1213,6212,5754080,6212,6051720
1213,6212,5754080,6212,6052720
1213,6212,5754080,6212,6053530
1213,6212,5754080,6212,6054530
1213,6212,5754080,6212,6055000
1213,6212,5754080,6212,6055650
1213,6212,5754080,6212,6056650
1213,6212,5754080,6212,6057120
1213,6212,5754080,6212,6057590
1213,6212,5754080,6212,6058590
1213,6212,5754080,6212,6059590
1213,6212,5754080,6212,6060590
1213,6212,5754370,6212,6060880
1213,6212,5754370,6212,6061880
1213,6212,5754370,6212,6062880
1213,6212,5754370,6212,6063880
1213,6212,5754370,6212,6064880
1213,6212,5754370,6212,6072880
1213,6212,5754370,6212,6073880
1213,6212,5754370,6212,6074200
1213,6212,5754370,6212,6075200
1213,6212,5754370,6212,6076010
1213,6212,5754370,6212,6077010
1213,6212,5754370,6212,6078010
1213,6212,5754370,6212,6079010
1213,6212,5754370,6212,6079560
1213,6212,5754370,6212,6080370
1213,6212,5754370,6212,6080840
1213,6212,5754370,6212,6081650
1213,6212,5754370,6212,6082120
1213,6212,5754370,6212,6082670
1213,6212,5754370,6212,6083670
1213,6212,5754370,6212,6084670
1213,6212,5754370,6212,6084990
1213,6212,5754370,6212,6085800
1213,6212,5754370,6212,6086800
1213,6212,5754370,6212,6087800
1213,6212,5754370,6212,6088800
1213,6212,5754370,6212,6089800
1213,6212,5754370,6212,6090030
1213,6212,5754370,6212,6091030
1213,6212,5754370,6212,6092030
1213,6212,5754370,6212,6092840
1213,6212,5754370,6212,6092840
1213,6212,5754370,6212,6093310
1213,6212,5754370,6212,6093960
1213,6212,5754370,6212,6094960
1213,6212,5754370,6212,6095960
1213,6212,5754370,6212,6096190
1213,6212,5754370,6212,6097190
1213,6212,5754370,6212,6098190
1213,6212,5754370,6212,6098650
1213,6212,5754370,6212,6099650
1213,6212,5754370,6212,6100650
1213,6212,5754370,6212,6101650
1213,6212,5754370,6212,6102460
1213,6212,5754370,6212,6103460
1213,6212,5754370,6212,6104460
1213,6212,5754370,6212,6105460
1213,6212,5754370,6212,6106460
1213,6212,5754370,6212,6107460
1213,6212,5754370,6212,6108460
1213,6212,5754370,6212,6109460
1213,6212,5754370,6212,6110460
1213,6212,5754370,6212,6111270
1213,6212,5754370,6212,6112270
1213,6212,5754370,6212,6113270
1213,6212,5754370,6212,6114270
1213,6212,5754370,6212,6115080
1213,6212,5754370,6212,6116080
1213,6212,5754370,6212,6117080
1213,6212,5754370,6212,6118080
1213,6212,5754370,6212,6119080
1213,6212,5754370,6212,6120080
1213,6212,5754370,6212,6120890
1213,6212,5754370,6212,6121700
1213,6212,5754370,6212,6122170
1213,6212,5754370,6212,6123170
1213,6212,5754370,6212,6124170
1213,6212,5754370,6212,6125170
1213,6212,5754370,6212,6126170
1213,6212,5754370,6212,6127170
1213,6212,5754370,6212,6128170
1213,6212,5754370,6212,6128820
1213,6212,5754370,6212,6129630
1213,6212,5754370,6212,6130630
1213,6212,5754370,6212,6130860
1213,6212,5754370,6212,6131670
1213,6212,5754370,6212,6132670
1213,6212,5754370,6212,6133670
1213,6212,5754370,6212,6134670
1213,6212,5754370,6212,6135480
1213,6212,5754370,6212,6135950
1213,6212,5754370,6212,6136420
1213,6212,5754370,6212,6137420
1213,6212,5754370,6212,6137890
1213,6212,5754370,6212,6138890
1213,6212,5754370,6212,6139890
1213,6212,5754370,6212,6140700
1213,6212,5754370,6212,6141700
1213,6212,5754370,6212,6142510
1213,6212,5754370,6212,6143320
1213,6212,5754370,6212,6144130
1213,6212,5754370,6212,6145130
1213,6212,5754370,6212,6145600
1213,6212,5754370,6212,6146250
1213,6212,5754370,6212,6147250
1213,6212,5754370,6212,6148250
1213,6212,5754370,6212,6149250
1213,6212,5754370,6212,6150250
1213,6212,5754370,6212,6151250
1213,6212,5754370,6212,6152250
1213,6212,5754370,6212,6152250
1213,6212,5754370,6212,6152720
1213,6212,5754370,6212,6153720
1213,6212,5754370,6212,6154720
1213,6212,5754370,6212,6155530
1213,6212,5754370,6212,6156530
1213,6212,5754370,6212,6157000
1213,6212,5754370,6212,6158000
1213,6212,5754370,6212,6166000
1213,6212,5754370,6212,6167000
1213,6212,5754370,6212,6168000
1213,6212,5754370,6212,6169000
1213,6212,5754370,6212,6169000
1213,6212,5754370,6212,6169470
1213,6212,5754370,6212,6170280
1213,6212,5754530,6212,6170440
1213,6212,5754530,6212,6171440
1213,6212,5754530,6212,6171440
1213,6212,5754530,6212,6172440
1213,6212,5754530,6212,6173440
1213,6212,5754530,6212,6174440
1213,6212,5754530,6212,6175250
1213,6212,5754530,6212,6175470
1213,6212,5754530,6212,6176470
1213,6212,5754530,6212,6177470
1213,6212,5754530,6212,6177940
1213,6212,5754530,6212,6178940
1213,6212,5754530,6212,6179940
1213,6212,5754530,6212,6180940
1213,6212,5754530,6212,6181750
1213,6212,5754530,6212,6182750
1213,6212,5754530,6212,6183400
1213,6212,5754530,6212,6184400
1213,6212,5754530,6212,6185050
1213,6212,5754530,6212,6185370
1213,6212,5754530,6212,6186370
1213,6212,5754530,6212,6187370
1213,6212,5754530,6212,6188180
1213,6212,5754530,6212,6189180
1213,6212,5754530,6212,6189650
1213,6212,5754530,6212,6190650
1213,6212,5754530,6212,6191650
1213,6212,5754530,6212,6192650
1213,6212,5754530,6212,6193650
1213,6212,5754530,6212,6193870
1213,6212,5754530,6212,6194870
1213,6212,5754530,6212,6195870
1213,6212,5754530,6212,6196680
1213,6212,5754530,6212,6197490
1213,6212,5754530,6212,6198490
1213,6212,5754530,6212,6199300
1213,6212,5754530,6212,6200300
1213,6212,5754530,6212,6201300
1213,6212,5754530,6212,6201760
1213,6212,5754530,6212,6202760
1213,6212,5754530,6212,6203130
1213,6212,5754530,6212,6203360
1213,6212,5754690,6212,6203520
1213,6212,5754690,6212,6203750
1213,6212,5754690,6212,6204750
1213,6212,5754690,6212,6205560
1213,6212,5754690,6212,6206370
1213,6212,5754690,6212,6207370
1213,6212,5754690,6212,6208370
1213,6212,5754690,6212,6209370
1213,6212,5754690,6212,6210370
1213,6212,5754690,6212,6210840
1213,6212,5754690,6212,6211840
1213,6212,5754690,6212,6212310
1213,6212,5754690,6212,6213310
1213,6212,5754690,6212,6214310
1213,6212,5754690,6212,6214770
1213,6212,5754690,6212,6215770
1213,6212,5754690,6212,6215770
1213,6212,5754690,6212,6216770
1213,6212,5754690,6212,6217770
1213,6212,5754690,6212,6218090
1213,6212,5754690,6212,6218740
1213,6212,5754690,6212,6218740
1213,6212,5754690,6212,6219740
1213,6212,5754690,6212,6220210
1213,6212,5754740,6212,6220260
1213,6212,5754740,6212,6221260
1213,6212,5754740,6212,6221730
1213,6212,5754740,6212,6222730
1213,6212,5754740,6212,6223380
1213,6212,5754740,6212,6224380
1213,6212,5754740,6212,6224840
1213,6212,5754740,6212,6225840
1213,6212,5754740,6212,6226840
1213,6212,5754740,6212,6227490
1213,6212,5754740,6212,6227490
1213,6212,5754740,6212,6228490
1213,6212,5754740,6212,6228810
1213,6212,5754740,6212,6229810
1213,6212,5754740,6212,6230810
1213,6212,5754740,6212,6231620
1213,6212,5754740,6212,6232430
1213,6212,5754740,6212,6232890
1213,6212,5754740,6212,6240890
1213,6212,5754740,6212,6241890
1213,6212,5754740,6212,6242890
1213,6212,5754740,6212,6250890
1213,6212,5754740,6212,6251370
1213,6212,5754740,6212,6252370
1213,6212,5754740,6212,6254370
1213,6212,5754740,6212,6254370
1213,6212,5754740,6212,6255370
1213,6212,5754740,6212,6256370
1213,6212,5754740,6212,6260370
1213,6212,5754740,6212,6260830
1213,6212,5754740,6212,6261830
1213,6212,5754740,6212,6262300
1213,6212,5754900,6212,6262460
1213,6212,5754900,6212,6262930
1213,6212,5754900,6212,6263930
1213,6212,5754900,6212,6264400
1213,6212,5754900,6212,6264400
1213,6212,5754900,6212,6265400
1213,6212,5754900,6212,6265950
1213,6212,5754900,6212,6265950
1213,6212,5754900,6212,6266760
1213,6212,5754900,6212,6267570
1213,6212,5754900,6212,6268570
1213,6212,5754900,6212,6269570
1213,6212,5754900,6212,6270570
1213,6212,5754900,6212,6271570
1213,6212,5754900,6212,6272570
1213,6212,5754900,6212,6273570
1213,6212,5754900,6212,6273570
1213,6212,5754900,6212,6273890
1213,6212,5754900,6212,6274540
1213,6212,5754900,6212,6275540
1213,6212,5754900,6212,6276540
1213,6212,5754900,6212,6277540
1213,6212,5754900,6212,6277860
1213,6212,5754900,6212,6278860
1213,6212,5754900,6212,6279320
1213,6212,5754900,6212,6280320
1213,6212,5754900,6212,6281320
1213,6212,5754900,6212,6282130
1213,6212,5754900,6212,6283130
1213,6212,5754900,6212,6284130
1213,6212,5754900,6212,6285130
1213,6212,5754900,6212,6285940
1213,6212,5754900,6212,6286940
1213,6212,5754900,6212,6287750
1213,6212,5754900,6212,6288750
1213,6212,5754900,6212,6289750
1213,6212,5754900,6212,6290750
1213,6212,5754900,6212,6291750
1213,6212,5754900,6212,6292220
1213,6212,5754900,6212,6293220
1213,6212,5754900,6212,6294220
1213,6212,5754900,6212,6295030
1213,6212,5754900,6212,6296030
1213,6212,5754900,6212,6297030
1213,6212,5755010,6212,6297140
1213,6212,5755010,6212,6298140
1213,6212,5755010,6212,6298140
1213,6212,5755010,6212,6298610
1213,6212,5755010,6212,6298930
1213,6212,5755170,6212,6299090
1213,6212,5755170,6212,6299900
1213,6212,5755170,6212,6300450
1213,6212,5755170,6212,6300920
1213,6212,5755170,6212,6301920
1213,6212,5755170,6212,6302730
1213,6212,5755170,6212,6303730
1213,6212,5755170,6212,6304730
1213,6212,5755170,6212,6305730
1213,6212,5755170,6212,6306050
1213,6212,5755170,6212,6306860
1213,6212,5755170,6212,6307860
1213,6212,5755170,6212,6308860
1213,6212,5755170,6212,6309860
1213,6212,5755170,6212,6310860
1213,6212,5755170,6212,6311860
1213,6212,5755170,6212,6312670
1213,6212,5755170,6212,6313670
1213,6212,5755330,6212,6313830
1213,6212,5755330,6212,6314830
1213,6212,5755330,6212,6315830
1213,6212,5755330,6212,6316830
1213,6212,5755330,6212,6317830
1213,6212,5755330,6212,6318050
1213,6212,5755330,6212,6318370
1213,6212,5755330,6212,6319370
1213,6212,5755330,6212,6320370
1213,6212,5755330,6212,6321370
1213,6212,5755330,6212,6321840
1213,6212,5755330,6212,6322310
1213,6212,5755330,6212,6323120
1213,6212,5756330,6212,6324120
1213,6212,5756440,6212,6324230
1213,6212,5756440,6212,6324700
1213,6212,5756440,6212,6325700
1213,6212,5756440,6212,6326700
1213,6212,5756440,6212,6326700
1213,6212,5756440,6212,6327510
1213,6212,5756440,6212,6327830
1213,6212,5756440,6212,6328640
1213,6212,5756440,6212,6329640
1213,6212,5756440,6212,6330640
1213,6212,5756440,6212,6330640
1213,6212,5756440,6212,6331110
1213,6212,5756440,6212,6331920
1213,6212,5756440,6212,6332920
1213,6212,5756440,6212,6333920
1213,6212,5756440,6212,6334240
1213,6212,5756440,6212,6335050
1213,6212,5756440,6212,6335520
1213,6212,5756440,6212,6336520
1213,6212,5756440,6212,6336840
1213,6212,5756440,6212,6337840
1213,6212,5756440,6212,6338650
1213,6212,5756440,6212,6339650
1213,6212,5756440,6212,6340650
1213,6212,5756550,6212,6340760
1213,6212,5756550,6212,6341570
1213,6212,5756550,6212,6342040
1213,6212,5756550,6212,6342510
1213,6212,5756550,6212,6342510
1213,6212,5756550,6212,6343510
1213,6212,5756550,6212,6344510
1213,6212,5756550,6212,6345510
1213,6212,5756550,6212,6346320
1213,6212,5756550,6212,6347320
1213,6212,5756550,6212,6348130
1213,6212,5756550,6212,6348940
1213,6212,5756550,6212,6348940
1213,6212,5756550,6212,6349940
1213,6212,5756550,6212,6350940
1213,6212,5756550,6212,6351940
1213,6212,5756550,6212,6352590
1213,6212,5756550,6212,6352590
1213,6212,5756550,6212,6353590
1213,6212,5756550,6212,6354060
1213,6212,5756550,6212,6355060
1213,6212,5756550,6212,6355870
1213,6212,5756550,6212,6356870
1213,6212,5756550,6212,6357870
1213,6212,5756550,6212,6358680
1213,6212,5756550,6212,6359230
1213,6212,5756550,6212,6359550
1213,6212,5756550,6212,6360550
1213,6212,5756550,6212,6361200
1213,6212,5756550,6212,6362200
1213,6212,5756550,6212,6363010
1213,6212,5756550,6212,6365010
1213,6212,5756550,6212,6365480
1213,6212,5756550,6212,6366480
1213,6212,5756550,6212,6367480
1213,6212,5756550,6212,6368480
1213,6212,5756550,6212,6368480
1213,6212,5756550,6212,6368480
1213,6212,5756550,6212,6368950
1213,6212,5756550,6212,6369950
1213,6212,5756550,6212,6370950
1213,6212,5756550,6212,6371600
1213,6212,5756550,6212,6372600
1213,6212,5756550,6212,6373600
1213,6212,5756550,6212,6373600
1213,6212,5756550,6212,6374600
1213,6212,5756550,6212,6375250
1213,6212,5756550,6212,6376250
1213,6212,5756550,6212,6377250
1213,6212,5756550,6212,6377720
1213,6212,5756550,6212,6378720
1213,6212,5756550,6212,6379720
1213,6212,5756550,6212,6380720
1213,6212,5756550,6212,6381370
1213,6212,5756550,6212,6382370
1213,6212,5756550,6212,6382840
1213,6212,5756550,6212,6383840
1213,6212,5757550,6212,6384840
1213,6212,5757550,6212,6385840
1213,6212,5757550,6212,6386840
1213,6212,5757550,6212,6387310
1213,6212,5757550,6212,6387630
1213,6212,5757550,6212,6388630
1213,6212,5757550,6212,6389440
1213,6212,5757550,6212,6390440
1213,6212,5757550,6212,6391440
1213,6212,5757550,6212,6392440
1213,6212,5757550,6212,6393440
1213,6212,5757550,6212,6394440
1213,6212,5757550,6212,6395440
1213,6212,5757550,6212,6396440
1213,6212,5757550,6212,6397440
1213,6212,5757550,6212,6398090
1213,6212,5757550,6212,6399090
1213,6212,5757550,6212,6400090
1213,6212,5757550,6212,6401090
1213,6212,5757550,6212,6402090
1213,6212,5757550,6212,6402090
1213,6212,5757550,6212,6402410
1213,6212,5757550,6212,6403410
1213,6212,5757550,6212,6404410
1213,6212,5757550,6212,6404730
1213,6212,5757550,6212,6405200
1213,6212,5757550,6212,6405670
1213,6212,5757550,6212,6406480
1213,6212,5757550,6212,6407480
1213,6212,5757550,6212,6407950
1213,6212,5757550,6212,6408950
1213,6212,5757550,6212,6409950
1213,6212,5757550,6212,6410950
1213,6212,5757550,6212,6411950
1213,6212,5757550,6212,6412270
1213,6212,5757550,6212,6412270
1213,6212,5757550,6212,6413270
1213,6212,5757550,6212,6414270
1213,6212,5757550,6212,6415270
1213,6212,5757550,6212,6416270
1213,6212,5757550,6212,6417270
1213,6212,5757550,6212,6418270
1213,6212,5757550,6212,6418920
1213,6212,5757550,6212,6419920
1213,6212,5757550,6212,6420730
1213,6212,5757550,6212,6420730
1213,6212,5757550,6212,6421730
1213,6212,5757550,6212,6422730
1213,6212,5757660,6212,6422840
1213,6212,5757660,6212,6423650
1213,6212,5757660,6212,6424200
1213,6212,5757660,6212,6425200
1213,6212,5757660,6212,6425670
1213,6212,5757660,6212,6426480
1213,6212,5757660,6212,6427290
1213,6212,5757660,6212,6428100
1213,6212,5757660,6212,6429100
1213,6212,5757660,6212,6430100
1213,6212,5757660,6212,6431100
1213,6212,5757660,6212,6432100
1213,6212,5757660,6212,6432910
1213,6212,5757660,6212,6433910
1213,6212,5757660,6212,6433910
1213,6212,5757660,6212,6434380
1213,6212,5757660,6212,6434850
1213,6212,5757660,6212,6435500
1213,6212,5757660,6212,6435500
1213,6212,5757660,6212,6435820
1213,6212,5757660,6212,6436630
1213,6212,5757660,6212,6437440
1213,6212,5757660,6212,6438440
1213,6212,5757660,6212,6439440
1213,6212,5757660,6212,6440440
1213,6212,5757660,6212,6441440
1213,6212,5757660,6212,6442440
1213,6212,5757660,6212,6443440
1213,6212,5757660,6212,6444440
1213,6212,5757660,6212,6445440
1213,6212,5757660,6212,6446440
1213,6212,5757660,6212,6447250
1213,6212,5757660,6212,6448060
1213,6212,5757660,6212,6448060
1213,6212,5757660,6212,6449060
1213,6212,5757660,6212,6450060
1213,6212,5757660,6212,6451060
1213,6212,5757660,6212,6452060
1213,6212,5757660,6212,6453060
1213,6212,5757660,6212,6453870
1213,6212,5757660,6212,6454870
1213,6212,5757660,6212,6455870
1213,6212,5757660,6212,6456870
1213,6212,5757660,6212,6457870
1213,6212,5757660,6212,6458520
1213,6212,5757660,6212,6459520
1213,6212,5757660,6212,6460520
1213,6212,5757660,6212,6460990
1213,6212,5757660,6212,6468990
1213,6212,5757660,6212,6469450
1213,6212,5757660,6212,6470260
1213,6212,5757660,6212,6471260
1213,6212,5757660,6212,6472260
1213,6212,5757660,6212,6472260
1213,6212,5757660,6212,6473260
1213,6212,5757660,6212,6474070
1213,6212,5757660,6212,6474530
1213,6212,5757660,6212,6475530
1213,6212,5757660,6212,6476530
1213,6212,5757660,6212,6477120
1213,6212,5757660,6212,6477770
1213,6212,5757660,6212,6478770
1213,6212,5757660,6212,6478770
1213,6212,5757660,6212,6479770
1213,6212,5757660,6212,6480090
1213,6212,5757660,6212,6480900
1213,6212,5757660,6212,6481900
1213,6212,5757660,6212,6482710
1213,6212,5757660,6212,6483710
1213,6212,5757660,6212,6484710
1213,6212,5757660,6212,6484710
1213,6212,5757660,6212,6485030
1213,6212,5757660,6212,6485840
1213,6212,5757660,6212,6486840
1213,6212,5757660,6212,6487840
1213,6212,5757660,6212,6488840
1213,6212,5757660,6212,6489430
1213,6212,5757660,6212,6490430
1213,6212,5757660,6212,6490900
1213,6212,5757660,6212,6491900
1213,6212,5757660,6212,6492900
1213,6212,5757660,6212,6493900
1213,6212,5757660,6212,6494710
1213,6212,5757660,6212,6495520
1213,6212,5757660,6212,6496520
1213,6212,5757660,6212,6497520
1213,6212,5757660,6212,6497750
1213,6212,5757660,6212,6498750
1213,6212,5757660,6212,6499750
1213,6212,5757660,6212,6500750
1213,6212,5757660,6212,6501750
1213,6212,5757660,6212,6502750
1213,6212,5757660,6212,6503120
1213,6212,5757660,6212,6504120
1213,6212,5757660,6212,6508120
1213,6212,5757660,6212,6508770
1213,6212,5757660,6212,6509000
1213,6212,5757660,6212,6510000
1213,6212,5757660,6212,6511000
1213,6212,5757660,6212,6511810
1213,6212,5757660,6212,6512280
1213,6212,5757660,6212,6513280
1213,6212,5757660,6212,6514280
1213,6212,5757660,6212,6514750
1213,6212,5757660,6212,6515750
1213,6212,5757660,6212,6515750
1213,6212,5757660,6212,6516560
1213,6212,5758030,6212,6516930
1213,6212,5758030,6212,6517930
1213,6212,5758030,6212,6517930
1213,6212,5758030,6212,6518580
1213,6212,5758030,6212,6518580
1213,6212,5758030,6212,6519580
1213,6212,5758030,6212,6520580
1213,6212,5758030,6212,6520900
1213,6212,5758030,6212,6521900
1213,6212,5758030,6212,6522900
1213,6212,5758030,6212,6523900
1213,6212,5758030,6212,6524900
1213,6212,5758030,6212,6525490
1213,6212,5758030,6212,6525960
1213,6212,5758030,6212,6526960
1213,6212,5758030,6212,6527960
1213,6212,5758030,6212,6528770
1213,6212,5758030,6212,6529580
1213,6212,5758030,6212,6530580
1213,6212,5758030,6212,6530810
1213,6212,5758030,6212,6531810
1213,6212,5758030,6212,6532270
1213,6212,5758030,6212,6533270
1213,6212,5758030,6212,6534080
1213,6212,5758030,6212,6535080
1213,6212,5758030,6212,6536080
1213,6212,5758030,6212,6544080
1213,6212,5758030,6212,6545080
1213,6212,5758030,6212,6546080
1213,6212,5758030,6212,6547080
1213,6212,5758030,6212,6548080
1213,6212,5758030,6212,6548450
1213,6212,5758030,6212,6548450
1213,6212,5758030,6212,6548920
1213,6212,5758190,6212,6549080
1213,6212,5758190,6212,6550080
1213,6212,5758190,6212,6551080
1213,6212,5758190,6212,6552080
1213,6212,5758190,6212,6552080
1213,6212,5758190,6212,6553080
1213,6212,5758190,6212,6553550
1213,6212,5758190,6212,6554550
1213,6212,5758190,6212,6555360
1213,6212,5758190,6212,6556360
1213,6212,5758190,6212,6557360
1213,6212,5759190,6212,6558360
1213,6212,5759190,6212,6559360
1213,6212,5759190,6212,6560360
1213,6212,5759190,6212,6561170
1213,6212,5759190,6212,6562170
1213,6212,5759190,6212,6563170
1213,6212,5759190,6212,6564170
1213,6212,5759190,6212,6565170
1213,6212,5759190,6212,6565170
1213,6212,5759190,6212,6566170
1213,6212,5759190,6212,6566170
1213,6212,5759190,6212,6567170
1213,6212,5759190,6212,6568170
1213,6212,5759190,6212,6568980
1213,6212,5759190,6212,6569790
1213,6212,5759190,6212,6570600
1213,6212,5759190,6212,6571250
1213,6212,5759190,6212,6572250
1213,6212,5759190,6212,6573250
1213,6212,5759190,6212,6574250
1213,6212,5759190,6212,6574250
1213,6212,5759190,6212,6575250
1213,6212,5759190,6212,6576250
1213,6212,5759190,6212,6576720
1213,6212,5759190,6212,6577530
1213,6212,5759190,6212,6577750
1213,6212,5759190,6212,6578750
1213,6212,5759190,6212,6579300
1213,6212,5759190,6212,6580300
1213,6212,5759190,6212,6581110
