ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_f864-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_nodes,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_f864-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_f864-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_f864-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-total_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_f864-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-arrived_gpu_milli
1103,5741,1888670,6212,1888670
1103,5741,1889670,6212,1889670
1103,5741,1890220,6212,1890220
1103,5741,1890220,6212,1890220
1103,5741,1891030,6212,1891030
1103,5741,1891030,6212,1891030
1103,5741,1892030,6212,1892030
1103,5741,1892840,6212,1892840
1103,5741,1893070,6212,1893070
1103,5741,1893880,6212,1893880
1103,5741,1894880,6212,1894880
1103,5741,1895880,6212,1895880
1103,5741,1895880,6212,1895880
1103,5741,1896880,6212,1896880
1103,5741,1897880,6212,1897880
1103,5741,1898880,6212,1898880
1103,5741,1898880,6212,1898880
1103,5741,1899690,6212,1899690
1103,5741,1900010,6212,1900010
1103,5741,1901010,6212,1901010
1103,5741,1901010,6212,1901010
1103,5741,1902010,6212,1902010
1103,5741,1902480,6212,1902480
1103,5741,1902480,6212,1902480
1103,5741,1903480,6212,1903480
1103,5741,1904480,6212,1904480
1103,5741,1904800,6212,1904800
1103,5741,1905260,6212,1905260
1103,5741,1905260,6212,1905260
1103,5741,1906260,6212,1906260
1103,5741,1907260,6212,1907260
1103,5741,1908260,6212,1908260
1103,5741,1909260,6212,1909260
1103,5741,1909730,6212,1909730
1103,5741,1910730,6212,1910730
1103,5741,1911540,6212,1911540
1103,5741,1912540,6212,1912540
1103,5741,1913540,6212,1913540
1103,5741,1914540,6212,1914540
1103,5741,1915350,6212,1915350
1103,5741,1916350,6212,1916350
1103,5741,1917350,6212,1917350
1103,5741,1918350,6212,1918350
1103,5741,1919350,6212,1919350
1103,5741,1920000,6212,1920000
1103,5741,1920810,6212,1920810
1103,5741,1921280,6212,1921280
1103,5741,1922280,6212,1922280
1104,5743,1922440,6212,1922440
1104,5743,1922440,6212,1922440
1104,5743,1923440,6212,1923440
1104,5743,1924440,6212,1924440
1104,5743,1924910,6212,1924910
1104,5743,1925260,6212,1925260
1105,5751,1925730,6212,1925730
1105,5751,1926730,6212,1926730
1106,5759,1927540,6212,1927540
1107,5761,1928010,6212,1928010
1107,5761,1929010,6212,1929010
1107,5761,1929560,6212,1929560
1107,5761,1930030,6212,1930030
1107,5761,1931030,6212,1931030
1107,5761,1932030,6212,1932030
1107,5761,1933030,6212,1933030
1107,5761,1934030,6212,1934030
1107,5761,1935030,6212,1935030
1107,5761,1935840,6212,1935840
1107,5761,1936170,6212,1936170
1107,5761,1936820,6212,1936820
1108,5763,1937820,6212,1937820
1108,5763,1938630,6212,1938630
1109,5771,1938630,6212,1938630
1109,5771,1939630,6212,1939630
1109,5771,1940630,6212,1940630
1110,5773,1940790,6212,1940790
1110,5773,1941250,6212,1941250
1110,5773,1942250,6212,1942250
1110,5773,1943250,6212,1943250
1110,5773,1944250,6212,1944250
1110,5773,1944570,6212,1944570
1110,5773,1944890,6212,1944890
1110,5773,1945540,6212,1945540
1111,5781,1945770,6212,1945770
1111,5781,1946420,6212,1946420
1111,5781,1947420,6212,1947420
1111,5781,1948420,6212,1948420
1111,5781,1949230,6212,1949230
1111,5781,1950230,6212,1950230
1111,5781,1951230,6212,1951230
1111,5781,1951230,6212,1951230
1111,5781,1952230,6212,1952230
1111,5781,1953230,6212,1953230
1111,5781,1953700,6212,1953700
1111,5781,1954700,6212,1954700
1111,5781,1955700,6212,1955700
1111,5781,1956510,6212,1956510
1111,5781,1956980,6212,1956980
1111,5781,1957980,6212,1957980
1111,5781,1958980,6212,1958980
1111,5781,1959980,6212,1959980
1112,5785,1960980,6212,1960980
1112,5785,1960980,6212,1960980
1112,5785,1961790,6212,1961790
1113,5787,1962790,6212,1962790
1113,5787,1963260,6212,1963260
1113,5787,1964070,6212,1964070
1113,5787,1965070,6212,1965070
1113,5787,1966070,6212,1966070
1113,5787,1966390,6212,1966390
1113,5787,1967200,6212,1967200
1113,5787,1968200,6212,1968200
1113,5787,1968670,6212,1968670
1113,5787,1969670,6212,1969670
1113,5787,1970670,6212,1970670
1113,5787,1971480,6212,1971480
1114,5789,1971950,6212,1971950
1114,5789,1972950,6212,1972950
1114,5789,1973950,6212,1973950
1114,5789,1974950,6212,1974950
1115,5791,1975950,6212,1975950
1115,5791,1976420,6212,1976420
1115,5791,1977420,6212,1977420
1115,5791,1977790,6212,1977790
1115,5791,1978600,6212,1978600
1115,5791,1978600,6212,1978600
1115,5791,1978600,6212,1978600
1115,5791,1979600,6212,1979600
1115,5791,1980070,6212,1980070
1115,5791,1980230,6212,1980230
1115,5791,1981230,6212,1981230
1116,5799,1982230,6212,1982230
1116,5799,1983230,6212,1983230
1116,5799,1984040,6212,1984040
1116,5799,1985040,6212,1985040
1116,5799,1986040,6212,1986040
1116,5799,1987040,6212,1987040
1116,5799,1987270,6212,1987270
1116,5799,1988270,6212,1988270
1116,5799,1996270,6212,1996270
1116,5799,1997270,6212,1997270
1116,5799,1998270,6212,1998270
1116,5799,1998270,6212,1998270
1116,5799,1998270,6212,1998270
1116,5799,1999270,6212,1999270
1116,5799,1999740,6212,1999740
1116,5799,2000740,6212,2000740
1116,5799,2001740,6212,2001740
1116,5799,2002740,6212,2002740
1116,5799,2003550,6212,2003550
1116,5799,2004360,6212,2004360
1116,5799,2005360,6212,2005360
1116,5799,2005360,6212,2005360
1117,5807,2006360,6212,2006360
1117,5807,2007360,6212,2007360
1117,5807,2008170,6212,2008170
1117,5807,2010170,6212,2010170
1118,5815,2011170,6212,2011170
1118,5815,2011400,6212,2011400
1119,5817,2011400,6212,2011400
1119,5817,2012400,6212,2012400
1119,5817,2013400,6212,2013400
1119,5817,2014400,6212,2014400
1119,5817,2014720,6212,2014720
1119,5817,2015310,6212,2015310
1119,5817,2016310,6212,2016310
1119,5817,2016780,6212,2016780
1119,5817,2016780,6212,2016780
1119,5817,2017780,6212,2017780
1119,5817,2018780,6212,2018780
1119,5817,2019780,6212,2019780
1119,5817,2020100,6212,2020100
1119,5817,2021100,6212,2021100
1119,5817,2022100,6212,2022100
1119,5817,2023100,6212,2023100
1119,5817,2023570,6212,2023570
1119,5817,2024570,6212,2024570
1119,5817,2024570,6212,2024570
1119,5817,2025570,6212,2025570
1120,5825,2026570,6212,2026570
1120,5825,2027380,6212,2027380
1120,5825,2028380,6212,2028380
1120,5825,2028380,6212,2028380
1120,5825,2029380,6212,2029380
1120,5825,2030380,6212,2030380
1120,5825,2031030,6212,2031030
1120,5825,2032030,6212,2032030
1120,5825,2033030,6212,2033030
1120,5825,2033680,6212,2033680
1120,5825,2034000,6212,2034000
1120,5825,2034810,6212,2034810
1120,5825,2035620,6212,2035620
1120,5825,2036210,6212,2036210
1120,5825,2037020,6212,2037020
1120,5825,2037570,6212,2037570
1120,5825,2038570,6212,2038570
1120,5825,2039040,6212,2039040
1120,5825,2039510,6212,2039510
1120,5825,2040510,6212,2040510
1120,5825,2040980,6212,2040980
1120,5825,2041630,6212,2041630
1120,5825,2042440,6212,2042440
1120,5825,2043250,6212,2043250
1120,5825,2043570,6212,2043570
1120,5825,2044570,6212,2044570
1120,5825,2045570,6212,2045570
1120,5825,2046570,6212,2046570
1120,5825,2047160,6212,2047160
1120,5825,2047160,6212,2047160
1120,5825,2047160,6212,2047160
1120,5825,2047160,6212,2047160
1120,5825,2048160,6212,2048160
1120,5825,2049160,6212,2049160
1120,5825,2050160,6212,2050160
1120,5825,2051160,6212,2051160
1120,5825,2051390,6212,2051390
1120,5825,2052390,6212,2052390
1120,5825,2052940,6212,2052940
1120,5825,2053940,6212,2053940
1120,5825,2054940,6212,2054940
1120,5825,2055750,6212,2055750
1120,5825,2056750,6212,2056750
1120,5825,2056750,6212,2056750
1120,5825,2056910,6212,2056910
1120,5825,2057070,6212,2057070
1120,5825,2057070,6212,2057070
1121,5833,2057880,6212,2057880
1121,5833,2058880,6212,2058880
1122,5835,2059690,6212,2059690
1122,5835,2060240,6212,2060240
1123,5843,2061240,6212,2061240
1123,5843,2062240,6212,2062240
1124,5851,2070240,6212,2070240
1124,5851,2070350,6212,2070350
1124,5851,2070820,6212,2070820
1124,5851,2070820,6212,2070820
1125,5852,2071820,6212,2071820
1125,5852,2071820,6212,2071820
1125,5852,2072820,6212,2072820
1125,5852,2073820,6212,2073820
1125,5852,2074820,6212,2074820
1126,5854,2075630,6212,2075630
1126,5854,2076630,6212,2076630
1126,5854,2076630,6212,2076630
1126,5854,2077630,6212,2077630
1126,5854,2078630,6212,2078630
1126,5854,2079630,6212,2079630
1127,5862,2079630,6212,2079630
1127,5862,2080630,6212,2080630
1127,5862,2081630,6212,2081630
1128,5864,2082630,6212,2082630
1129,5872,2083630,6212,2083630
1129,5872,2084630,6212,2084630
1129,5872,2085630,6212,2085630
1129,5872,2086630,6212,2086630
1129,5872,2087440,6212,2087440
1129,5872,2088440,6212,2088440
1129,5872,2088440,6212,2088440
1130,5880,2089440,6212,2089440
1130,5880,2090440,6212,2090440
1130,5880,2091440,6212,2091440
1130,5880,2092440,6212,2092440
1130,5880,2092440,6212,2092440
1130,5880,2093250,6212,2093250
1130,5880,2094060,6212,2094060
1130,5880,2094870,6212,2094870
1130,5880,2094870,6212,2094870
1130,5880,2094870,6212,2094870
1130,5880,2095340,6212,2095340
1130,5880,2096150,6212,2096150
1130,5880,2096610,6212,2096610
1130,5880,2097610,6212,2097610
1130,5880,2097610,6212,2097610
1130,5880,2098610,6212,2098610
1130,5880,2099080,6212,2099080
1130,5880,2100080,6212,2100080
1130,5880,2101080,6212,2101080
1131,5888,2102080,6212,2102080
1131,5888,2103080,6212,2103080
1131,5888,2103550,6212,2103550
1131,5888,2104550,6212,2104550
1131,5888,2105360,6212,2105360
1131,5888,2106360,6212,2106360
1132,5896,2107360,6212,2107360
1132,5896,2108360,6212,2108360
1132,5896,2109360,6212,2109360
1132,5896,2110360,6212,2110360
1132,5896,2111360,6212,2111360
1132,5896,2111830,6212,2111830
1132,5896,2112060,6212,2112060
1132,5896,2113060,6212,2113060
1132,5896,2114060,6212,2114060
1132,5896,2115060,6212,2115060
1132,5896,2115530,6212,2115530
1132,5896,2115850,6212,2115850
1132,5896,2116850,6212,2116850
1132,5896,2117850,6212,2117850
1133,5898,2118660,6212,2118660
1133,5898,2119660,6212,2119660
1133,5898,2120310,6212,2120310
1133,5898,2120310,6212,2120310
1133,5898,2121310,6212,2121310
1133,5898,2122310,6212,2122310
1133,5898,2123120,6212,2123120
1133,5898,2123440,6212,2123440
1133,5898,2123440,6212,2123440
1133,5898,2124440,6212,2124440
1133,5898,2125440,6212,2125440
1133,5898,2126440,6212,2126440
1133,5898,2127440,6212,2127440
1133,5898,2127440,6212,2127440
1133,5898,2127440,6212,2127440
1133,5898,2128440,6212,2128440
1133,5898,2129440,6212,2129440
1133,5898,2129440,6212,2129440
1133,5898,2130440,6212,2130440
1133,5898,2130910,6212,2130910
1134,5906,2131720,6212,2131720
1134,5906,2132530,6212,2132530
1135,5907,2133530,6212,2133530
1135,5907,2134340,6212,2134340
1135,5907,2135340,6212,2135340
1135,5907,2135810,6212,2135810
1136,5915,2135810,6212,2135810
1136,5915,2136810,6212,2136810
1136,5915,2137280,6212,2137280
1136,5915,2137740,6212,2137740
1136,5915,2138740,6212,2138740
1136,5915,2139740,6212,2139740
1136,5915,2140550,6212,2140550
1136,5915,2140550,6212,2140550
1136,5915,2141360,6212,2141360
1136,5915,2141830,6212,2141830
1137,5923,2142050,6212,2142050
1137,5923,2142520,6212,2142520
1137,5923,2143520,6212,2143520
1137,5923,2144330,6212,2144330
1137,5923,2145330,6212,2145330
1137,5923,2146330,6212,2146330
1137,5923,2147330,6212,2147330
1137,5923,2148330,6212,2148330
1138,5925,2149330,6212,2149330
1138,5925,2149650,6212,2149650
1138,5925,2150650,6212,2150650
1138,5925,2151650,6212,2151650
1138,5925,2152650,6212,2152650
1138,5925,2153650,6212,2153650
1138,5925,2154650,6212,2154650
1138,5925,2155120,6212,2155120
1139,5927,2156120,6212,2156120
1139,5927,2157120,6212,2157120
1139,5927,2158120,6212,2158120
1139,5927,2159120,6212,2159120
1140,5935,2159930,6212,2159930
1140,5935,2159930,6212,2159930
1140,5935,2159930,6212,2159930
1140,5935,2160930,6212,2160930
1140,5935,2161250,6212,2161250
1140,5935,2161410,6212,2161410
1140,5935,2161960,6212,2161960
1140,5935,2162610,6212,2162610
1140,5935,2163420,6212,2163420
1140,5935,2164420,6212,2164420
1140,5935,2165420,6212,2165420
1140,5935,2166420,6212,2166420
1140,5935,2167420,6212,2167420
1140,5935,2168230,6212,2168230
1140,5935,2168460,6212,2168460
1140,5935,2168780,6212,2168780
1140,5935,2169780,6212,2169780
1140,5935,2169940,6212,2169940
1140,5935,2170940,6212,2170940
1140,5935,2171940,6212,2171940
1140,5935,2172590,6212,2172590
1140,5935,2173590,6212,2173590
1140,5935,2181590,6212,2181590
1140,5935,2182400,6212,2182400
1140,5935,2183400,6212,2183400
1140,5935,2184400,6212,2184400
1140,5935,2184870,6212,2184870
1140,5935,2185870,6212,2185870
1140,5935,2186680,6212,2186680
1140,5935,2187680,6212,2187680
1140,5935,2188680,6212,2188680
1140,5935,2189000,6212,2189000
1140,5935,2189000,6212,2189000
1140,5935,2189000,6212,2189000
1140,5935,2189000,6212,2189000
1140,5935,2189470,6212,2189470
1140,5935,2193470,6212,2193470
1141,5937,2194280,6212,2194280
1141,5937,2195090,6212,2195090
1141,5937,2195090,6212,2195090
1142,5945,2196090,6212,2196090
1142,5945,2197090,6212,2197090
1142,5945,2197410,6212,2197410
1142,5945,2197410,6212,2197410
1142,5945,2198410,6212,2198410
1142,5945,2199060,6212,2199060
1142,5945,2199060,6212,2199060
1142,5945,2200060,6212,2200060
1142,5945,2200870,6212,2200870
1142,5945,2201870,6212,2201870
1142,5945,2202460,6212,2202460
1142,5945,2202930,6212,2202930
1142,5945,2203930,6212,2203930
1142,5945,2204400,6212,2204400
1143,5953,2212400,6212,2212400
1143,5953,2213400,6212,2213400
1143,5953,2213560,6212,2213560
1143,5953,2213560,6212,2213560
1143,5953,2214030,6212,2214030
1143,5953,2214030,6212,2214030
1143,5953,2214840,6212,2214840
1143,5953,2215650,6212,2215650
1143,5953,2216650,6212,2216650
1143,5953,2216880,6212,2216880
1143,5953,2217880,6212,2217880
1143,5953,2218880,6212,2218880
1143,5953,2219880,6212,2219880
1144,5961,2220880,6212,2220880
1144,5961,2221350,6212,2221350
1144,5961,2222350,6212,2222350
1144,5961,2222670,6212,2222670
1144,5961,2223480,6212,2223480
1144,5961,2224480,6212,2224480
1145,5969,2225290,6212,2225290
1145,5969,2226290,6212,2226290
1145,5969,2226290,6212,2226290
1145,5969,2227290,6212,2227290
1145,5969,2227290,6212,2227290
1145,5969,2228100,6212,2228100
1145,5969,2228100,6212,2228100
1146,5971,2229100,6212,2229100
1146,5971,2230100,6212,2230100
1146,5971,2230570,6212,2230570
1146,5971,2230570,6212,2230570
1146,5971,2230890,6212,2230890
1146,5971,2231890,6212,2231890
1146,5971,2232360,6212,2232360
1146,5971,2233360,6212,2233360
1146,5971,2234360,6212,2234360
1146,5971,2235360,6212,2235360
1146,5971,2236360,6212,2236360
1146,5971,2237360,6212,2237360
1146,5971,2238360,6212,2238360
1146,5971,2238360,6212,2238360
1146,5971,2239170,6212,2239170
1147,5973,2240170,6212,2240170
1147,5973,2240760,6212,2240760
1147,5973,2241760,6212,2241760
1147,5973,2242570,6212,2242570
1147,5973,2243570,6212,2243570
1147,5973,2243570,6212,2243570
1147,5973,2244570,6212,2244570
1147,5973,2245040,6212,2245040
1147,5973,2245510,6212,2245510
1147,5973,2246320,6212,2246320
1147,5973,2247320,6212,2247320
1148,5981,2248130,6212,2248130
1148,5981,2249130,6212,2249130
1148,5981,2249780,6212,2249780
1148,5981,2250590,6212,2250590
1148,5981,2250910,6212,2250910
1148,5981,2251500,6212,2251500
1148,5981,2252500,6212,2252500
1148,5981,2252500,6212,2252500
1148,5981,2252820,6212,2252820
1148,5981,2253040,6212,2253040
1148,5981,2253040,6212,2253040
1149,5983,2253360,6212,2253360
1149,5983,2254360,6212,2254360
1149,5983,2255360,6212,2255360
1149,5983,2256360,6212,2256360
1150,5991,2264360,6212,2264360
1150,5991,2264820,6212,2264820
1150,5991,2265140,6212,2265140
1150,5991,2265370,6212,2265370
1150,5991,2265840,6212,2265840
1150,5991,2265840,6212,2265840
1150,5991,2266310,6212,2266310
1151,5993,2266540,6212,2266540
1151,5993,2267350,6212,2267350
1151,5993,2268350,6212,2268350
1151,5993,2269350,6212,2269350
1151,5993,2269900,6212,2269900
1151,5993,2270900,6212,2270900
1151,5993,2271130,6212,2271130
1151,5993,2271940,6212,2271940
1151,5993,2272940,6212,2272940
1151,5993,2273940,6212,2273940
1151,5993,2274940,6212,2274940
1151,5993,2275530,6212,2275530
1151,5993,2276530,6212,2276530
1151,5993,2277530,6212,2277530
1151,5993,2278530,6212,2278530
1151,5993,2278530,6212,2278530
1151,5993,2279340,6212,2279340
1151,5993,2280340,6212,2280340
1151,5993,2281340,6212,2281340
1151,5993,2281340,6212,2281340
1151,5993,2282340,6212,2282340
1151,5993,2283340,6212,2283340
1151,5993,2284340,6212,2284340
1151,5993,2284340,6212,2284340
1151,5993,2285150,6212,2285150
1151,5993,2286150,6212,2286150
1152,6001,2287150,6212,2287150
1152,6001,2287150,6212,2287150
1152,6001,2287370,6212,2287370
1153,6009,2288370,6212,2288370
1153,6009,2289370,6212,2289370
1153,6009,2290370,6212,2290370
1153,6009,2291370,6212,2291370
1153,6009,2292370,6212,2292370
1153,6009,2293020,6212,2293020
1153,6009,2294020,6212,2294020
1153,6009,2294830,6212,2294830
1153,6009,2295300,6212,2295300
1153,6009,2296110,6212,2296110
1153,6009,2296920,6212,2296920
1153,6009,2297390,6212,2297390
1153,6009,2297390,6212,2297390
1153,6009,2297390,6212,2297390
1153,6009,2297620,6212,2297620
1153,6009,2298620,6212,2298620
1154,6011,2299620,6212,2299620
1154,6011,2300430,6212,2300430
1154,6011,2301430,6212,2301430
1154,6011,2301750,6212,2301750
1155,6013,2302750,6212,2302750
1155,6013,2303750,6212,2303750
1155,6013,2303750,6212,2303750
1155,6013,2304750,6212,2304750
1155,6013,2305560,6212,2305560
1155,6013,2305560,6212,2305560
1155,6013,2306560,6212,2306560
1155,6013,2307560,6212,2307560
1156,6015,2308560,6212,2308560
1156,6015,2309560,6212,2309560
1156,6015,2309560,6212,2309560
1156,6015,2310030,6212,2310030
1156,6015,2310260,6212,2310260
1156,6015,2310260,6212,2310260
1156,6015,2311070,6212,2311070
1156,6015,2311530,6212,2311530
1156,6015,2312340,6212,2312340
1156,6015,2313340,6212,2313340
1156,6015,2314150,6212,2314150
1156,6015,2314740,6212,2314740
1157,6017,2315740,6212,2315740
1157,6017,2316740,6212,2316740
1157,6017,2317330,6212,2317330
1157,6017,2317800,6212,2317800
1157,6017,2318610,6212,2318610
1157,6017,2319420,6212,2319420
1157,6017,2319580,6212,2319580
1157,6017,2320390,6212,2320390
1157,6017,2320390,6212,2320390
1157,6017,2321040,6212,2321040
1157,6017,2322040,6212,2322040
1157,6017,2323040,6212,2323040
1157,6017,2324040,6212,2324040
1157,6017,2324040,6212,2324040
1157,6017,2325040,6212,2325040
1157,6017,2326040,6212,2326040
1157,6017,2327040,6212,2327040
1157,6017,2328040,6212,2328040
1157,6017,2328510,6212,2328510
1157,6017,2328510,6212,2328510
1157,6017,2328740,6212,2328740
1157,6017,2329740,6212,2329740
1157,6017,2330210,6212,2330210
1157,6017,2331210,6212,2331210
1157,6017,2331680,6212,2331680
1157,6017,2332680,6212,2332680
1158,6021,2333140,6212,2333140
1158,6021,2333610,6212,2333610
1158,6021,2334610,6212,2334610
1158,6021,2334610,6212,2334610
1158,6021,2335080,6212,2335080
1158,6021,2336080,6212,2336080
1158,6021,2337080,6212,2337080
1158,6021,2338080,6212,2338080
1158,6021,2339080,6212,2339080
1158,6021,2339550,6212,2339550
1158,6021,2340360,6212,2340360
1158,6021,2341360,6212,2341360
1158,6021,2342360,6212,2342360
1158,6021,2343360,6212,2343360
1158,6021,2344170,6212,2344170
1158,6021,2344980,6212,2344980
1158,6021,2344980,6212,2344980
1158,6021,2344980,6212,2344980
1158,6021,2348980,6212,2348980
1158,6021,2349630,6212,2349630
1158,6021,2350630,6212,2350630
1158,6021,2351630,6212,2351630
1158,6021,2351630,6212,2351630
1158,6021,2352630,6212,2352630
1158,6021,2353630,6212,2353630
1158,6021,2354630,6212,2354630
1158,6021,2355000,6212,2355000
1158,6021,2355000,6212,2355000
1158,6021,2355000,6212,2355000
1159,6023,2356000,6212,2356000
1160,6025,2356810,6212,2356810
1161,6033,2357460,6212,2357460
1161,6033,2358270,6212,2358270
1161,6033,2358740,6212,2358740
1161,6033,2358740,6212,2358740
1161,6033,2359390,6212,2359390
1161,6033,2360390,6212,2360390
1161,6033,2360390,6212,2360390
1161,6033,2361390,6212,2361390
1161,6033,2361610,6212,2361610
1161,6033,2362610,6212,2362610
1161,6033,2362610,6212,2362610
1161,6033,2362610,6212,2362610
1161,6033,2363610,6212,2363610
1161,6033,2364160,6212,2364160
1161,6033,2365160,6212,2365160
1161,6033,2365620,6212,2365620
1162,6035,2365620,6212,2365620
1162,6035,2366620,6212,2366620
1162,6035,2367090,6212,2367090
1162,6035,2368090,6212,2368090
1162,6035,2368560,6212,2368560
1162,6035,2369560,6212,2369560
1162,6035,2370030,6212,2370030
1162,6035,2371030,6212,2371030
1162,6035,2371840,6212,2371840
1162,6035,2372840,6212,2372840
1162,6035,2373000,6212,2373000
1162,6035,2374000,6212,2374000
1162,6035,2374000,6212,2374000
1163,6043,2375000,6212,2375000
1163,6043,2376000,6212,2376000
1163,6043,2377000,6212,2377000
1163,6043,2378000,6212,2378000
1163,6043,2378590,6212,2378590
1163,6043,2379060,6212,2379060
1163,6043,2379540,6212,2379540
1163,6043,2380540,6212,2380540
1163,6043,2381540,6212,2381540
1163,6043,2382010,6212,2382010
1163,6043,2383010,6212,2383010
1163,6043,2384010,6212,2384010
1163,6043,2385010,6212,2385010
1163,6043,2385480,6212,2385480
1163,6043,2386480,6212,2386480
1163,6043,2387480,6212,2387480
1163,6043,2388480,6212,2388480
1163,6043,2389480,6212,2389480
1163,6043,2390480,6212,2390480
1163,6043,2391290,6212,2391290
1163,6043,2392290,6212,2392290
1163,6043,2392750,6212,2392750
1163,6043,2393750,6212,2393750
1163,6043,2394750,6212,2394750
1163,6043,2395750,6212,2395750
1163,6043,2395980,6212,2395980
1163,6043,2395980,6212,2395980
1163,6043,2396980,6212,2396980
1163,6043,2397440,6212,2397440
1164,6051,2405440,6212,2405440
1164,6051,2406250,6212,2406250
1165,6059,2414250,6212,2414250
1165,6059,2415250,6212,2415250
1165,6059,2415720,6212,2415720
1165,6059,2416040,6212,2416040
1165,6059,2416270,6212,2416270
1165,6059,2416730,6212,2416730
1165,6059,2417730,6212,2417730
1165,6059,2418730,6212,2418730
1165,6059,2419730,6212,2419730
1165,6059,2419730,6212,2419730
1165,6059,2420200,6212,2420200
1166,6061,2421200,6212,2421200
1166,6061,2421520,6212,2421520
1166,6061,2422330,6212,2422330
1166,6061,2423330,6212,2423330
1166,6061,2424330,6212,2424330
1166,6061,2425330,6212,2425330
1166,6061,2425330,6212,2425330
1166,6061,2425330,6212,2425330
1166,6061,2426330,6212,2426330
1166,6061,2427140,6212,2427140
1166,6061,2428140,6212,2428140
1167,6069,2429140,6212,2429140
1167,6069,2430140,6212,2430140
1167,6069,2431140,6212,2431140
1168,6071,2431140,6212,2431140
1168,6071,2432140,6212,2432140
1168,6071,2432140,6212,2432140
1168,6071,2433140,6212,2433140
1168,6071,2433790,6212,2433790
1168,6071,2433790,6212,2433790
1168,6071,2434790,6212,2434790
1168,6071,2435790,6212,2435790
1168,6071,2436260,6212,2436260
1168,6071,2436850,6212,2436850
1168,6071,2437850,6212,2437850
1168,6071,2438850,6212,2438850
1168,6071,2439850,6212,2439850
1168,6071,2440850,6212,2440850
1168,6071,2440850,6212,2440850
1168,6071,2441850,6212,2441850
1168,6071,2442850,6212,2442850
1168,6071,2443850,6212,2443850
1168,6071,2443850,6212,2443850
1168,6071,2444850,6212,2444850
1168,6071,2444850,6212,2444850
1168,6071,2445850,6212,2445850
1168,6071,2446850,6212,2446850
1168,6071,2447660,6212,2447660
1168,6071,2448470,6212,2448470
1168,6071,2449470,6212,2449470
1168,6071,2450470,6212,2450470
1168,6071,2451470,6212,2451470
1168,6071,2452470,6212,2452470
1168,6071,2456470,6212,2456470
1168,6071,2457470,6212,2457470
1168,6071,2458470,6212,2458470
1168,6071,2459470,6212,2459470
1168,6071,2460280,6212,2460280
1168,6071,2460280,6212,2460280
1168,6071,2461280,6212,2461280
1168,6071,2462280,6212,2462280
1168,6071,2463090,6212,2463090
1168,6071,2464090,6212,2464090
1168,6071,2465090,6212,2465090
1168,6071,2465410,6212,2465410
1168,6071,2465880,6212,2465880
1168,6071,2466350,6212,2466350
1168,6071,2466350,6212,2466350
1168,6071,2467350,6212,2467350
1168,6071,2468350,6212,2468350
1168,6071,2469350,6212,2469350
1168,6071,2469350,6212,2469350
1168,6071,2470350,6212,2470350
1168,6071,2470350,6212,2470350
1168,6071,2471160,6212,2471160
1168,6071,2471970,6212,2471970
1168,6071,2472970,6212,2472970
1168,6071,2472970,6212,2472970
1168,6071,2473620,6212,2473620
1168,6071,2474430,6212,2474430
1168,6071,2474750,6212,2474750
1168,6071,2475560,6212,2475560
1168,6071,2476370,6212,2476370
1168,6071,2477370,6212,2477370
1168,6071,2478370,6212,2478370
1169,6079,2486370,6212,2486370
1169,6079,2487370,6212,2487370
1169,6079,2488370,6212,2488370
1169,6079,2489180,6212,2489180
1169,6079,2489180,6212,2489180
1169,6079,2490180,6212,2490180
1169,6079,2491180,6212,2491180
1169,6079,2492180,6212,2492180
1169,6079,2492990,6212,2492990
1169,6079,2493220,6212,2493220
1169,6079,2494220,6212,2494220
1169,6079,2495220,6212,2495220
1169,6079,2496030,6212,2496030
1169,6079,2496350,6212,2496350
1169,6079,2497350,6212,2497350
1169,6079,2498350,6212,2498350
1169,6079,2499350,6212,2499350
1169,6079,2499350,6212,2499350
1169,6079,2500160,6212,2500160
1169,6079,2500480,6212,2500480
1169,6079,2501480,6212,2501480
1169,6079,2501480,6212,2501480
1169,6079,2502480,6212,2502480
1169,6079,2503480,6212,2503480
1169,6079,2504480,6212,2504480
1169,6079,2505480,6212,2505480
1169,6079,2506480,6212,2506480
1169,6079,2507480,6212,2507480
1169,6079,2508480,6212,2508480
1169,6079,2509480,6212,2509480
1169,6079,2509700,6212,2509700
1169,6079,2510700,6212,2510700
1170,6081,2511170,6212,2511170
1171,6089,2512170,6212,2512170
1171,6089,2513170,6212,2513170
1171,6089,2514170,6212,2514170
1171,6089,2514980,6212,2514980
1171,6089,2515980,6212,2515980
1171,6089,2516980,6212,2516980
1171,6089,2517440,6212,2517440
1171,6089,2517910,6212,2517910
1171,6089,2518130,6212,2518130
1171,6089,2518940,6212,2518940
1171,6089,2519940,6212,2519940
1171,6089,2519940,6212,2519940
1171,6089,2520940,6212,2520940
1171,6089,2521940,6212,2521940
1171,6089,2522410,6212,2522410
