ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_f864-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_f864-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_f864-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_q124,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_f864-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_f864-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_ratio
900374.2,17.19,3.59,204411.61,3.9
900238.23,17.19,3.59,204411.61,3.9
900102.25,17.19,3.59,204431.38,3.9
900154.95,17.19,3.6,204431.38,3.91
900154.95,17.19,3.6,204441.03,3.91
900450.97,17.2,3.6,204551.22,3.91
900755.14,17.21,3.61,204550.91,3.91
900755.14,17.21,3.61,204550.53,3.91
900619.17,17.21,3.61,204550.22,3.91
900483.19,17.21,3.61,204480.81,3.91
900347.21,17.21,3.61,204480.5,3.91
900211.23,17.21,3.61,204480.5,3.91
900211.23,17.21,3.61,204480.5,3.91
900211.23,17.21,3.61,204480.5,3.91
900595.9,17.22,3.62,204792.43,3.92
900459.92,17.22,3.62,204735.81,3.92
900755.94,17.23,3.63,204846.0,3.92
900808.64,17.23,3.63,204832.53,3.92
900861.34,17.24,3.64,204854.64,3.92
901246.0,17.24,3.65,204822.96,3.92
901311.33,17.25,3.65,204399.69,3.91
901555.36,17.25,3.66,204214.94,3.91
901419.38,17.26,3.66,204204.07,3.91
901288.64,17.25,3.66,204204.07,3.91
901341.34,17.26,3.66,204204.13,3.91
901622.45,17.26,3.67,204809.57,3.92
901960.59,17.27,3.68,204617.33,3.92
901824.62,17.27,3.68,204617.49,3.92
902105.73,17.28,3.68,204669.32,3.92
901969.75,17.28,3.68,204675.61,3.92
901833.77,17.28,3.69,204665.71,3.92
901697.8,17.28,3.69,204659.6,3.92
901561.82,17.28,3.69,204659.6,3.92
901425.84,17.29,3.69,204649.7,3.92
901289.86,17.29,3.69,204649.7,3.93
901153.89,17.29,3.69,204672.1,3.93
901017.91,17.29,3.69,204731.68,3.93
901070.61,17.29,3.69,204731.68,3.93
901070.61,17.29,3.69,204878.3,3.93
901374.78,17.3,3.7,205245.02,3.94
901238.81,17.3,3.7,205231.67,3.94
901102.83,17.3,3.7,205231.36,3.94
900999.3,17.3,3.7,205248.07,3.94
901052.0,17.31,3.71,205359.15,3.94
900916.02,17.31,3.71,205358.84,3.94
900780.05,17.31,3.71,205358.84,3.95
900644.07,17.31,3.71,205377.06,3.95
900508.09,17.31,3.71,205367.16,3.95
900372.11,17.31,3.71,205366.85,3.95
900372.11,17.31,3.71,205372.07,3.95
900372.11,17.31,3.71,205372.07,3.95
900424.82,17.31,3.71,205372.07,3.95
900288.84,17.31,3.72,205372.07,3.95
900288.84,17.31,3.72,205457.28,3.95
900742.41,17.32,3.72,205856.58,3.96
899654.59,17.33,3.73,205856.58,3.97
899548.66,17.33,3.73,206237.88,3.97
899412.68,17.33,3.73,206241.5,3.97
899276.7,17.33,3.73,206281.35,3.98
899140.72,17.33,3.73,206281.35,3.98
899193.43,17.34,3.74,206281.35,3.98
899057.45,17.34,3.74,206287.58,3.98
898921.47,17.34,3.74,206287.74,3.98
898785.49,17.34,3.74,206287.74,3.98
898649.52,17.34,3.74,206287.74,3.98
898513.54,17.34,3.74,206287.74,3.98
898377.56,17.34,3.74,206232.1,3.98
898241.58,17.34,3.74,206146.56,3.98
898105.61,17.34,3.74,206152.79,3.98
898401.63,17.35,3.75,206262.97,3.98
898592.08,17.35,3.76,206253.8,3.98
898888.1,17.36,3.76,206253.49,3.98
898752.12,17.36,3.76,206257.11,3.98
898616.15,17.36,3.77,206623.52,3.99
898480.17,17.36,3.77,206507.29,3.99
898776.19,17.37,3.77,206506.91,3.99
898640.21,17.37,3.77,206450.29,3.99
898504.24,17.37,3.78,205787.89,3.98
898556.94,17.38,3.78,205787.89,3.98
898420.96,17.38,3.78,205787.42,3.98
898473.66,17.38,3.78,205787.48,3.98
898337.68,17.38,3.78,205716.67,3.98
898403.0,17.39,3.79,205293.41,3.97
898787.67,17.39,3.8,205296.92,3.97
899153.27,17.4,3.8,205296.55,3.97
899017.29,17.4,3.81,205296.54,3.97
899069.99,17.41,3.81,205294.36,3.97
898934.02,17.41,3.81,205294.05,3.98
898934.02,17.41,3.81,205293.62,3.98
898798.04,17.41,3.81,205214.31,3.97
898798.04,17.41,3.81,205214.31,3.97
898662.06,17.41,3.81,205232.0,3.98
898526.09,17.41,3.81,205222.11,3.98
898390.11,17.41,3.81,205142.8,3.98
898442.81,17.41,3.82,205142.8,3.98
898495.51,17.42,3.82,205142.86,3.98
898791.53,17.43,3.83,205142.55,3.98
898844.23,17.43,3.83,205142.61,3.98
898740.71,17.43,3.83,205039.26,3.98
898823.31,17.43,3.84,205075.93,3.98
899013.76,17.44,3.84,205329.02,3.98
898877.78,17.44,3.84,205342.54,3.98
899234.98,17.45,3.85,205149.05,3.98
899619.64,17.46,3.86,205149.05,3.98
899483.66,17.46,3.86,205149.05,3.98
899779.68,17.47,3.87,205177.82,3.98
899643.71,17.47,3.87,205172.6,3.98
899507.73,17.47,3.87,205145.05,3.98
899560.43,17.47,3.87,205238.48,3.99
899951.0,17.48,3.88,206012.8,4.0
900003.7,17.48,3.89,206012.8,4.0
900763.16,17.5,3.9,206675.19,4.02
901007.2,17.51,3.91,206674.87,4.02
901867.51,17.53,3.93,206614.54,4.02
902171.69,17.54,3.94,206699.84,4.02
902035.71,17.54,3.94,206699.84,4.02
901899.73,17.54,3.94,206699.84,4.02
901763.75,17.54,3.94,206715.6,4.02
902059.77,17.55,3.95,206821.5,4.02
901923.8,17.55,3.95,206811.6,4.02
901923.8,17.55,3.95,207249.58,4.03
902219.82,17.55,3.96,207220.73,4.03
902083.84,17.55,3.96,207220.73,4.03
902136.54,17.56,3.96,207592.74,4.04
902000.57,17.56,3.96,207592.74,4.04
902053.27,17.56,3.97,207589.19,4.04
902349.29,17.57,3.97,207588.88,4.04
902213.31,17.57,3.97,207707.78,4.05
902517.48,17.58,3.98,207695.31,4.05
902381.51,17.58,3.98,207695.0,4.05
902381.51,17.58,3.98,207695.0,4.05
902842.73,17.59,3.99,208192.5,4.06
902895.43,17.59,4.0,208192.12,4.06
902759.46,17.59,4.0,208191.65,4.06
902812.16,17.6,4.0,208178.58,4.06
903116.33,17.61,4.01,208178.12,4.06
903116.33,17.61,4.01,208177.83,4.06
902980.35,17.61,4.01,208177.83,4.06
903441.58,17.62,4.02,208177.83,4.06
903138.19,17.61,4.01,208274.97,4.06
903522.85,17.62,4.02,208269.52,4.06
903386.87,17.62,4.02,208190.21,4.06
903250.9,17.62,4.02,208190.21,4.06
903114.92,17.62,4.02,209070.07,4.08
903097.52,17.62,4.03,209006.74,4.08
903048.85,17.63,4.03,208741.8,4.07
903239.3,17.63,4.03,208741.8,4.07
903239.3,17.63,4.03,208741.8,4.07
903192.08,17.63,4.04,208597.81,4.07
903056.1,17.63,4.04,208597.5,4.07
903352.12,17.64,4.04,208597.19,4.07
903216.14,17.64,4.04,208606.99,4.07
903581.75,17.65,4.05,208440.64,4.07
903445.77,17.65,4.05,208440.64,4.07
903741.79,17.66,4.06,208503.86,4.07
903605.82,17.66,4.06,208597.79,4.08
903469.84,17.66,4.06,208605.43,4.08
903333.86,17.66,4.06,208604.96,4.08
903386.56,17.67,4.07,208605.02,4.08
903577.02,17.67,4.07,208604.71,4.08
903577.02,17.67,4.07,208604.4,4.08
903441.04,17.67,4.07,208604.4,4.08
903441.04,17.67,4.07,208518.86,4.08
903305.06,17.67,4.08,208519.02,4.08
903561.72,17.68,4.08,207816.03,4.07
903425.74,17.68,4.08,207792.6,4.07
903721.76,17.69,4.09,208052.38,4.07
903585.78,17.69,4.09,208052.38,4.07
903449.8,17.69,4.09,208052.38,4.07
903313.83,17.69,4.09,207998.04,4.07
903313.83,17.69,4.09,207808.54,4.07
903366.53,17.69,4.1,207808.54,4.07
903230.55,17.7,4.1,207804.66,4.07
904081.7,17.71,4.11,208356.19,4.08
903945.72,17.71,4.11,208541.18,4.09
904307.41,17.72,4.12,208810.47,4.09
904497.86,17.73,4.13,208834.05,4.09
904361.89,17.73,4.13,208833.73,4.09
904225.91,17.73,4.13,208833.36,4.09
904089.93,17.73,4.13,208833.36,4.1
904474.59,17.74,4.14,208935.03,4.1
904371.06,17.74,4.14,209028.96,4.1
904235.09,17.74,4.14,209028.96,4.1
904531.11,17.75,4.15,209139.14,4.1
904395.13,17.75,4.15,209139.14,4.1
904447.83,17.75,4.15,208937.28,4.1
904447.83,17.75,4.15,208746.89,4.1
904311.86,17.75,4.16,208667.58,4.1
904364.56,17.76,4.16,208667.58,4.1
904364.56,17.76,4.16,208475.33,4.09
904702.7,17.77,4.17,208283.1,4.09
904566.72,17.77,4.17,208289.33,4.09
904951.38,17.78,4.18,208278.62,4.09
904815.4,17.78,4.18,208278.62,4.09
904868.11,17.78,4.18,208148.26,4.09
905283.72,17.79,4.19,208536.11,4.1
905336.42,17.79,4.2,208536.11,4.1
905389.12,17.8,4.2,208647.19,4.1
905253.15,17.8,4.2,208633.72,4.1
905117.17,17.8,4.2,208633.41,4.1
905117.17,17.8,4.2,208853.18,4.11
905169.87,17.8,4.21,208930.48,4.11
905033.89,17.8,4.21,208861.07,4.11
904897.92,17.81,4.21,208860.76,4.11
904950.62,17.81,4.21,208971.84,4.11
904814.64,17.81,4.21,208971.84,4.11
905110.66,17.82,4.22,208971.84,4.11
904974.68,17.82,4.22,208971.47,4.11
904838.71,17.82,4.22,209248.31,4.12
904891.41,17.82,4.23,209248.31,4.12
904755.43,17.82,4.23,209254.54,4.12
904619.45,17.82,4.23,209254.22,4.12
905084.63,17.83,4.24,211234.46,4.16
905137.33,17.84,4.24,211345.54,4.17
905001.35,17.84,4.24,211266.23,4.16
905001.35,17.84,4.24,211388.66,4.17
904865.37,17.84,4.24,211319.25,4.17
904865.37,17.84,4.24,211318.94,4.17
904729.39,17.84,4.24,211317.21,4.17
904593.42,17.84,4.24,211317.36,4.17
904593.42,17.84,4.24,211317.36,4.17
904457.44,17.84,4.24,211317.36,4.17
904761.61,17.85,4.25,211317.36,4.17
904814.31,17.85,4.26,211372.92,4.17
904678.34,17.85,4.26,211409.66,4.17
904974.36,17.86,4.26,211479.81,4.17
904974.36,17.86,4.26,211594.35,4.18
905270.38,17.87,4.27,211614.12,4.18
904963.92,17.87,4.27,211282.05,4.17
904827.94,17.87,4.27,211281.74,4.17
904691.97,17.87,4.27,211163.79,4.17
904555.99,17.87,4.27,211153.89,4.17
904608.69,17.87,4.27,211153.95,4.17
904472.71,17.87,4.28,211153.95,4.17
904472.71,17.87,4.28,211147.36,4.17
904472.71,17.87,4.28,211147.36,4.17
904336.74,17.87,4.28,211147.05,4.17
904200.76,17.87,4.28,211147.05,4.17
904253.46,17.88,4.28,211258.13,4.18
904534.57,17.89,4.29,211918.61,4.19
904988.14,17.9,4.3,211934.11,4.19
904852.16,17.9,4.3,211933.79,4.19
904716.19,17.9,4.3,211933.32,4.19
904768.89,17.9,4.3,211933.32,4.19
904768.89,17.9,4.3,211938.55,4.19
906456.95,17.93,4.34,214572.89,4.25
906509.65,17.94,4.34,214572.89,4.25
906373.68,17.94,4.34,214571.88,4.25
906677.85,17.95,4.35,214559.41,4.25
906541.87,17.95,4.35,214559.41,4.25
906405.89,17.95,4.35,214559.1,4.25
906269.92,17.95,4.35,214559.1,4.25
906133.94,17.95,4.35,214559.1,4.25
905997.96,17.95,4.35,214567.12,4.25
905637.81,17.95,4.35,214205.98,4.24
905745.37,17.95,4.35,213685.18,4.24
905115.64,17.94,4.34,213005.59,4.22
904979.66,17.94,4.34,213005.59,4.22
904843.68,17.94,4.35,212968.12,4.22
904707.71,17.94,4.35,212958.23,4.22
904707.71,17.94,4.35,213020.66,4.23
904571.73,17.94,4.35,213015.25,4.23
904435.75,17.95,4.35,213028.35,4.23
904488.45,17.95,4.35,213163.64,4.23
905344.87,17.97,4.37,213509.97,4.24
905344.87,17.97,4.37,214267.69,4.25
905110.29,17.97,4.37,213945.38,4.25
904974.32,17.97,4.37,213963.28,4.25
905218.35,17.98,4.38,213939.71,4.25
905082.37,17.98,4.38,213939.87,4.25
905064.98,17.98,4.38,213876.54,4.25
904929.0,17.98,4.38,213876.94,4.25
905225.02,17.99,4.39,213876.93,4.25
905089.04,17.99,4.39,213876.56,4.25
905385.06,17.99,4.4,213883.2,4.25
905249.09,17.99,4.4,213835.47,4.25
905113.11,18.0,4.4,213835.47,4.25
905451.25,18.01,4.41,213655.33,4.25
905503.95,18.01,4.41,213766.41,4.25
905503.95,18.01,4.41,213663.19,4.25
905556.65,18.01,4.42,213798.48,4.25
905420.67,18.01,4.42,213815.5,4.25
905716.7,18.02,4.42,213847.44,4.26
906012.72,18.03,4.43,213876.78,4.26
906397.38,18.04,4.44,215011.77,4.28
906006.74,18.03,4.43,215158.04,4.28
905870.76,18.03,4.44,215078.73,4.28
905734.78,18.03,4.44,215251.88,4.29
905598.81,18.04,4.44,215172.57,4.29
905462.83,18.04,4.44,215188.7,4.29
905326.85,18.04,4.44,215188.23,4.29
905379.55,18.04,4.44,215299.31,4.29
905432.26,18.04,4.45,215299.31,4.29
905296.28,18.05,4.45,215299.31,4.29
905592.3,18.05,4.46,215298.84,4.29
905456.32,18.05,4.46,215298.06,4.29
905320.35,18.06,4.46,215298.21,4.29
905184.37,18.06,4.46,215291.84,4.29
905237.07,18.06,4.46,215291.47,4.3
905101.09,18.06,4.46,215291.46,4.3
904965.11,18.06,4.46,215291.46,4.3
905669.54,18.08,4.48,215477.79,4.3
905533.56,18.08,4.48,215477.79,4.3
905586.26,18.08,4.48,215477.79,4.3
905951.87,18.09,4.49,215577.13,4.3
905815.89,18.09,4.49,215577.13,4.31
905868.59,18.1,4.5,215613.63,4.31
905732.61,18.1,4.5,215619.92,4.31
905596.64,18.1,4.5,215619.61,4.31
905460.66,18.1,4.5,215641.08,4.31
908916.75,18.17,4.57,218665.59,4.37
908780.77,18.17,4.57,218665.59,4.37
908644.79,18.17,4.57,218665.12,4.37
908697.5,18.17,4.58,218770.82,4.38
908993.52,18.18,4.58,218881.01,4.38
908857.54,18.18,4.58,218881.01,4.38
908721.56,18.18,4.59,218881.01,4.38
908585.58,18.18,4.59,219030.05,4.38
908881.61,18.19,4.59,219043.59,4.38
908881.61,18.19,4.59,218958.06,4.38
908934.31,18.2,4.6,218958.06,4.38
909124.76,18.2,4.6,218958.06,4.38
908988.78,18.2,4.61,218958.21,4.38
908852.8,18.2,4.61,218878.9,4.38
908729.45,18.2,4.61,219259.48,4.39
908729.45,18.2,4.61,219190.07,4.39
908729.45,18.2,4.61,219190.07,4.39
908782.15,18.21,4.61,219190.07,4.39
908782.15,18.21,4.61,219310.7,4.39
908646.17,18.21,4.61,219481.13,4.4
908510.19,18.21,4.61,219480.82,4.4
908374.22,18.21,4.61,219653.65,4.4
909078.64,18.23,4.63,219839.98,4.41
909463.3,18.24,4.64,219839.67,4.41
909327.32,18.24,4.64,219839.67,4.41
909327.32,18.24,4.64,219839.67,4.41
909631.49,18.25,4.65,219674.41,4.41
909631.49,18.25,4.65,219595.1,4.4
909927.51,18.25,4.65,219595.1,4.4
909791.54,18.25,4.66,219594.79,4.41
909791.54,18.25,4.66,219709.66,4.41
909844.24,18.26,4.66,219709.66,4.41
909844.24,18.26,4.66,219709.66,4.41
908756.42,18.27,4.67,219709.35,4.42
908809.12,18.27,4.67,219709.41,4.42
909105.14,18.28,4.68,219999.93,4.42
908969.17,18.28,4.68,220101.33,4.43
908833.19,18.28,4.68,219939.93,4.42
908697.21,18.28,4.68,219969.27,4.42
908993.23,18.29,4.69,219969.24,4.43
908993.23,18.29,4.69,219968.49,4.43
909697.65,18.3,4.71,220154.82,4.43
909561.68,18.3,4.71,220154.51,4.43
909561.68,18.3,4.71,220154.51,4.43
909425.7,18.31,4.71,220154.04,4.43
909478.4,18.31,4.71,220453.5,4.44
909478.4,18.31,4.71,220553.46,4.44
910218.47,18.33,4.73,221875.69,4.47
910271.17,18.33,4.73,221875.69,4.47
910609.31,18.34,4.74,221695.55,4.47
910473.33,18.34,4.75,221695.23,4.47
910473.33,18.34,4.75,222559.73,4.48
910769.35,18.35,4.75,222559.73,4.48
911154.01,18.36,4.76,222559.73,4.48
911344.46,18.37,4.77,222627.36,4.49
911208.49,18.37,4.77,222627.36,4.49
911072.51,18.37,4.77,222625.04,4.49
911125.21,18.37,4.77,222736.12,4.49
910989.23,18.37,4.78,222736.12,4.49
910853.26,18.37,4.78,222736.12,4.49
910717.28,18.38,4.78,222736.12,4.49
910581.3,18.38,4.78,222737.49,4.49
910862.41,18.38,4.79,222806.39,4.5
910726.43,18.38,4.79,222806.08,4.5
910726.43,18.38,4.79,222726.77,4.5
911022.46,18.39,4.79,222726.77,4.5
910432.45,18.38,4.79,221915.81,4.48
910485.15,18.39,4.79,221981.57,4.48
910789.32,18.4,4.8,222422.4,4.49
910653.34,18.4,4.8,222339.63,4.49
910517.37,18.4,4.8,222339.79,4.49
910381.39,18.4,4.8,222339.76,4.49
910245.41,18.4,4.8,222261.8,4.49
910109.43,18.4,4.8,222192.39,4.49
909973.46,18.4,4.8,222192.55,4.49
909973.46,18.4,4.8,222141.25,4.49
910269.48,18.41,4.81,222141.25,4.49
910133.5,18.41,4.81,222140.94,4.49
909997.52,18.41,4.81,222140.63,4.49
909861.55,18.41,4.81,222155.42,4.5
910315.12,18.42,4.82,222155.42,4.5
910611.14,18.43,4.83,222174.88,4.5
910507.61,18.43,4.83,221689.2,4.49
910091.09,18.43,4.83,221296.5,4.48
910387.11,18.43,4.84,221296.19,4.48
910387.11,18.43,4.84,221296.16,4.48
910683.13,18.44,4.84,221286.48,4.48
910634.45,18.44,4.85,221392.79,4.48
910634.45,18.44,4.85,221313.48,4.48
910498.48,18.45,4.85,221226.14,4.48
910362.5,18.45,4.85,221226.14,4.48
910415.2,18.45,4.85,221226.14,4.48
910279.22,18.45,4.85,221225.77,4.48
910143.25,18.45,4.86,221215.87,4.49
910007.27,18.45,4.86,221215.87,4.49
909871.29,18.45,4.86,221215.87,4.49
909735.31,18.46,4.86,221215.87,4.49
909599.34,18.46,4.86,221341.33,4.49
909463.36,18.46,4.86,221312.97,4.49
909463.36,18.46,4.86,221312.97,4.49
908919.45,18.46,4.86,221370.0,4.5
909304.11,18.47,4.87,221377.44,4.5
909168.13,18.47,4.87,221377.6,4.5
909220.84,18.48,4.88,221471.03,4.5
909516.86,18.48,4.89,221471.03,4.5
909380.88,18.48,4.89,221471.19,4.5
909433.58,18.49,4.89,221548.5,4.5
909297.6,18.49,4.89,221566.2,4.51
909161.63,18.49,4.89,221566.36,4.51
909025.65,18.49,4.89,221566.36,4.51
909025.65,18.49,4.89,221568.43,4.51
908889.67,18.49,4.9,221568.43,4.51
908942.37,18.5,4.9,221569.45,4.51
908806.4,18.5,4.9,221564.23,4.51
909191.06,18.51,4.91,221558.69,4.51
909065.9,18.51,4.91,221902.85,4.52
909118.6,18.51,4.91,221902.85,4.52
909579.82,18.52,4.92,221902.54,4.52
909443.85,18.52,4.93,221951.71,4.52
909496.55,18.53,4.93,221951.73,4.52
909950.12,18.54,4.94,221952.81,4.52
910002.82,18.54,4.94,221952.34,4.52
909866.84,18.54,4.95,221866.8,4.52
909730.86,18.54,4.95,221797.39,4.52
909783.57,18.55,4.95,221797.39,4.52
909564.18,18.54,4.95,221666.29,4.52
909860.21,18.55,4.96,221671.51,4.52
909724.23,18.55,4.96,221669.52,4.52
909724.23,18.55,4.96,221681.64,4.52
909724.23,18.55,4.96,221681.64,4.52
910089.83,18.56,4.96,221683.25,4.52
910385.86,18.57,4.97,221712.02,4.52
910073.76,18.57,4.97,221358.93,4.52
909937.78,18.57,4.97,221775.84,4.53
910241.95,18.57,4.98,222216.22,4.53
910432.4,18.58,4.98,222509.27,4.54
910485.1,18.59,4.99,222509.19,4.54
910349.13,18.59,4.99,222540.82,4.54
910349.13,18.59,4.99,222540.82,4.54
910218.39,18.58,4.99,222439.99,4.54
910082.41,18.59,4.99,222439.99,4.54
909946.43,18.59,4.99,222455.69,4.54
909810.45,18.59,4.99,222455.85,4.54
909674.48,18.59,4.99,221535.71,4.53
910209.63,18.6,5.0,222022.65,4.54
910505.65,18.61,5.01,222011.68,4.54
910801.67,18.62,5.02,222041.46,4.54
910801.67,18.62,5.02,221962.15,4.54
910909.23,18.62,5.02,221316.57,4.52
910773.25,18.62,5.02,221484.2,4.53
910637.27,18.62,5.02,221484.2,4.53
910501.3,18.62,5.03,221486.86,4.53
910365.32,18.62,5.03,221486.86,4.53
910509.19,18.63,5.03,221636.84,4.53
910561.89,18.63,5.03,221636.84,4.54
910425.91,18.63,5.04,221636.84,4.54
910289.94,18.63,5.04,221636.84,4.54
910153.96,18.64,5.04,221636.84,4.54
910206.66,18.64,5.04,221636.84,4.54
910070.68,18.64,5.04,221635.49,4.54
909934.71,18.64,5.04,221556.18,4.54
909987.41,18.65,5.05,221550.51,4.54
909851.43,18.65,5.05,221561.34,4.54
910147.45,18.65,5.06,221859.91,4.55
910011.47,18.66,5.06,221859.91,4.55
909875.5,18.66,5.06,221832.64,4.55
909739.52,18.66,5.06,221954.42,4.55
909603.54,18.66,5.06,221960.56,4.55
909467.56,18.66,5.06,221990.07,4.55
909308.88,18.66,5.06,221935.58,4.55
909172.91,18.66,5.06,221935.58,4.55
909172.91,18.66,5.06,221866.17,4.55
909563.47,18.67,5.07,222341.5,4.56
910794.22,18.69,5.09,223216.89,4.58
910846.92,18.7,5.1,223216.9,4.58
910846.92,18.7,5.1,223216.9,4.58
910798.24,18.7,5.1,223259.49,4.58
910662.27,18.7,5.1,223259.18,4.58
910526.29,18.7,5.1,223259.18,4.58
910716.74,18.7,5.11,223258.87,4.59
910716.74,18.7,5.11,223179.56,4.58
910716.74,18.7,5.11,223138.98,4.58
911403.61,18.72,5.12,223243.43,4.59
911857.18,18.73,5.13,223254.78,4.59
911721.21,18.73,5.13,223244.75,4.59
911773.91,18.74,5.14,223244.75,4.59
912158.57,18.75,5.15,223244.43,4.59
912022.59,18.75,5.15,223414.87,4.59
912075.29,18.75,5.15,223525.95,4.6
911939.31,18.75,5.15,223477.11,4.6
911803.34,18.75,5.15,223477.74,4.6
911667.36,18.75,5.16,223477.74,4.6
912308.1,18.77,5.17,223542.17,4.6
912308.1,18.77,5.17,223568.37,4.6
912360.8,18.77,5.18,223679.45,4.6
912224.83,18.78,5.18,223684.26,4.6
912277.53,18.78,5.18,223795.34,4.61
912277.53,18.78,5.18,224088.89,4.61
912558.64,18.79,5.19,224503.97,4.62
912422.66,18.79,5.19,224503.97,4.62
912286.68,18.79,5.19,224503.97,4.62
912339.38,18.79,5.2,224639.26,4.63
912203.41,18.8,5.2,224856.28,4.63
912067.43,18.8,5.2,224798.8,4.63
911931.45,18.8,5.2,224798.49,4.63
911984.15,18.8,5.2,225498.14,4.65
912614.76,18.82,5.22,224813.88,4.64
912478.78,18.82,5.22,224813.88,4.64
912342.8,18.82,5.22,224813.56,4.64
912533.26,18.83,5.23,225132.3,4.64
912397.28,18.83,5.23,225132.3,4.65
912261.3,18.83,5.23,225124.98,4.65
912314.0,18.83,5.24,225124.6,4.65
912366.7,18.84,5.24,225003.06,4.65
912557.16,18.84,5.25,225070.69,4.65
912421.18,18.84,5.25,224991.38,4.65
912717.2,18.85,5.26,224991.38,4.65
912581.22,18.85,5.26,224991.38,4.65
912445.25,18.86,5.26,224991.07,4.65
912497.95,18.86,5.26,225102.15,4.65
912688.4,18.87,5.27,225094.79,4.65
912932.43,18.87,5.28,225094.65,4.65
912932.43,18.87,5.28,225117.28,4.65
913228.46,18.88,5.28,225136.84,4.65
913092.48,18.88,5.28,225144.19,4.66
913092.48,18.88,5.28,225183.88,4.66
913166.81,18.89,5.29,226365.19,4.68
913166.81,18.89,5.29,226362.87,4.68
913219.51,18.89,5.29,226473.95,4.68
913083.54,18.89,5.29,226473.95,4.69
912947.56,18.89,5.3,226473.95,4.69
912811.58,18.89,5.3,226474.11,4.69
912675.61,18.9,5.3,226480.34,4.69
912442.35,18.89,5.3,226138.09,4.68
912738.37,18.9,5.3,226138.09,4.68
912602.39,18.9,5.31,226127.57,4.68
912466.41,18.9,5.31,226127.26,4.68
912519.12,18.91,5.31,226127.26,4.69
912383.14,18.91,5.31,226127.26,4.69
912247.16,18.91,5.31,226127.26,4.69
912299.86,18.92,5.32,226116.74,4.69
912163.88,18.92,5.32,226023.76,4.69
912163.88,18.92,5.32,225944.45,4.69
912027.91,18.92,5.32,225944.08,4.69
912323.93,18.93,5.33,225961.49,4.69
912323.93,18.93,5.33,225771.1,4.68
912187.95,18.93,5.33,226232.07,4.69
912483.97,18.93,5.34,226231.76,4.69
912483.97,18.93,5.34,226231.76,4.69
912348.0,18.94,5.34,226231.45,4.7
912348.0,18.94,5.34,226231.45,4.7
912644.02,18.94,5.35,226521.97,4.7
912508.04,18.94,5.35,226521.97,4.7
912892.7,18.95,5.36,226744.49,4.71
912756.72,18.96,5.36,226654.37,4.71
912620.75,18.96,5.36,226654.37,4.71
913074.31,18.97,5.37,226654.06,4.71
912938.34,18.97,5.37,226653.59,4.71
912802.36,18.97,5.37,226653.59,4.71
912666.38,18.97,5.37,226782.93,4.71
912530.41,18.97,5.37,226782.62,4.71
912583.11,18.98,5.38,226782.62,4.72
912905.8,18.99,5.39,226529.01,4.71
912769.82,18.99,5.39,226529.01,4.71
913191.72,19.0,5.4,226533.2,4.71
913055.75,19.0,5.4,226907.95,4.72
912919.77,19.0,5.4,226907.95,4.72
913305.07,19.01,5.41,226923.91,4.72
913695.64,19.02,5.42,226929.47,4.72
913748.34,19.02,5.42,226929.47,4.72
913791.99,19.02,5.42,227352.38,4.73
913656.01,19.02,5.43,227522.81,4.74
913520.04,19.02,5.43,227693.25,4.74
913684.84,19.03,5.43,227742.96,4.74
913989.01,19.04,5.44,227163.52,4.73
914411.95,19.05,5.45,227166.52,4.73
914411.95,19.05,5.45,227166.52,4.73
914275.97,19.05,5.45,227166.52,4.73
914140.0,19.05,5.45,227166.52,4.73
914004.02,19.05,5.45,227171.33,4.73
914319.3,19.06,5.46,227171.33,4.74
914319.3,19.06,5.46,227309.32,4.74
914684.91,19.07,5.47,227820.27,4.75
914684.91,19.07,5.47,227879.12,4.75
915138.48,19.08,5.48,228252.23,4.76
915138.48,19.08,5.48,228252.23,4.76
915191.18,19.08,5.48,228302.12,4.76
915055.2,19.08,5.49,228371.67,4.76
914919.22,19.08,5.49,228534.52,4.77
914971.92,19.09,5.49,228561.58,4.77
915024.63,19.09,5.5,228559.97,4.77
914888.65,19.09,5.5,228604.62,4.77
914888.65,19.09,5.5,228628.42,4.77
914752.67,19.1,5.5,228664.81,4.77
914616.69,19.1,5.5,228664.81,4.77
914480.72,19.1,5.5,228608.19,4.77
914776.74,19.11,5.51,228608.19,4.77
914640.76,19.11,5.51,228608.19,4.78
914640.76,19.11,5.51,228608.19,4.78
915063.7,19.12,5.52,228698.56,4.78
914927.73,19.12,5.52,228694.72,4.78
915388.95,19.13,5.53,229319.14,4.79
915252.97,19.13,5.53,229319.14,4.79
915117.0,19.13,5.53,229410.94,4.8
915169.7,19.14,5.54,229411.0,4.8
915033.72,19.14,5.54,229410.53,4.8
914897.74,19.14,5.54,229632.52,4.8
914761.77,19.14,5.54,229637.32,4.8
