ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_cda4-policy_DotProd1000demergemd57fb-de_merge-gs_best-scmd_57fb-origin_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_cda4-policy_DotProd1000demergemd57fb-de_merge-gs_best-scmd_57fb-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_cda4-policy_DotProd1000demergemd57fb-de_merge-gs_best-scmd_57fb-origin_q124,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_cda4-policy_DotProd1000demergemd57fb-de_merge-gs_best-scmd_57fb-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_cda4-policy_DotProd1000demergemd57fb-de_merge-gs_best-scmd_57fb-bellman_ratio
833362.85,19.25,5.65,281132.57,6.49
833226.87,19.25,5.66,281098.73,6.5
833090.89,19.26,5.66,281086.68,6.5
832965.73,19.26,5.66,281302.51,6.5
832818.94,19.26,5.66,281082.07,6.5
832871.64,19.26,5.66,281082.14,6.5
832872.96,19.26,5.66,281096.94,6.5
833168.98,19.27,5.67,281096.56,6.5
833033.0,19.27,5.68,281096.56,6.5
833314.11,19.28,5.68,281104.83,6.5
833314.11,19.28,5.68,281104.83,6.5
833366.81,19.29,5.69,281104.4,6.51
833399.26,19.29,5.69,281306.53,6.51
833755.64,19.3,5.7,283801.08,6.57
833773.96,19.3,5.71,283290.15,6.56
833709.28,19.3,5.71,282714.53,6.55
833242.44,19.3,5.7,282606.56,6.54
833106.46,19.3,5.7,282606.25,6.55
832970.48,19.3,5.7,282606.25,6.55
832970.48,19.3,5.7,282606.25,6.55
832834.51,19.3,5.7,282644.48,6.55
832698.53,19.3,5.7,282625.6,6.55
832562.55,19.3,5.71,282606.52,6.55
833879.06,19.33,5.74,285123.69,6.61
833707.19,19.33,5.74,284099.72,6.59
833813.06,19.34,5.74,284092.91,6.59
833677.08,19.34,5.74,284092.6,6.59
833677.08,19.34,5.74,284092.6,6.59
833541.1,19.34,5.74,284092.6,6.59
833837.12,19.35,5.75,284092.6,6.59
833837.12,19.35,5.75,284092.6,6.59
833701.15,19.35,5.75,284250.53,6.6
833565.17,19.35,5.75,284267.43,6.6
833245.17,19.35,5.75,283947.43,6.59
832883.17,19.34,5.74,283775.36,6.59
832883.17,19.34,5.74,284556.66,6.61
832094.73,19.33,5.73,283940.0,6.59
832046.06,19.33,5.73,283956.46,6.6
831910.73,19.33,5.73,283319.62,6.58
831686.8,19.33,5.73,283225.94,6.58
831982.82,19.34,5.74,283225.63,6.58
831846.85,19.34,5.74,283225.63,6.58
831899.55,19.34,5.75,283225.63,6.59
831763.57,19.35,5.75,283287.13,6.59
831627.59,19.35,5.75,283236.16,6.59
831491.61,19.35,5.75,283327.2,6.59
831555.13,19.35,5.76,284142.53,6.61
831408.34,19.35,5.76,283993.84,6.61
831272.36,19.36,5.76,283993.53,6.61
831136.38,19.36,5.76,283993.53,6.61
831000.41,19.36,5.76,284094.44,6.62
831190.86,19.37,5.77,283995.08,6.62
831243.56,19.37,5.77,284011.04,6.62
830871.56,19.36,5.77,283669.29,6.61
830735.58,19.37,5.77,283656.25,6.61
830576.91,19.36,5.77,283497.57,6.61
831672.09,19.39,5.79,285766.92,6.66
831124.85,19.38,5.78,284848.5,6.64
830988.87,19.38,5.78,284848.66,6.64
831284.89,19.39,5.79,284848.19,6.64
831031.64,19.39,5.79,284875.61,6.65
831327.66,19.4,5.8,284858.53,6.65
831191.68,19.4,5.8,284848.19,6.65
830586.68,19.39,5.79,284222.79,6.63
830214.68,19.38,5.78,284222.79,6.63
830078.7,19.38,5.78,285369.77,6.66
830381.45,19.39,5.79,284672.12,6.65
831121.15,19.41,5.81,285445.99,6.67
830652.02,19.4,5.81,285442.79,6.67
830516.05,19.4,5.81,285442.48,6.67
830380.07,19.41,5.81,285442.48,6.67
830244.09,19.41,5.81,285485.3,6.67
830108.11,19.41,5.81,285448.21,6.67
830160.82,19.41,5.82,285442.48,6.68
830537.82,19.42,5.83,285724.17,6.68
830044.84,19.42,5.82,285526.32,6.68
829908.86,19.42,5.82,285487.66,6.68
829961.56,19.42,5.82,285838.37,6.69
829961.56,19.42,5.82,285811.31,6.69
829825.59,19.42,5.83,285811.0,6.69
829689.61,19.42,5.83,285811.0,6.69
829530.93,19.42,5.82,285652.32,6.69
829835.1,19.43,5.83,285694.96,6.69
829699.12,19.43,5.83,285711.59,6.69
829563.15,19.43,5.84,285652.32,6.69
829427.17,19.43,5.84,286182.88,6.71
829225.91,19.43,5.83,285801.29,6.7
829599.75,19.44,5.84,286571.16,6.72
829644.26,19.45,5.85,286563.34,6.72
829727.63,19.45,5.85,286666.63,6.72
829918.08,19.46,5.86,286666.31,6.72
829782.1,19.46,5.86,286666.31,6.72
829646.13,19.46,5.86,286666.31,6.72
829698.83,19.46,5.87,286743.46,6.73
829562.85,19.47,5.87,286715.23,6.73
829426.87,19.47,5.87,286670.78,6.73
829426.87,19.47,5.87,287435.95,6.75
829754.84,19.48,5.88,287788.7,6.76
829618.86,19.48,5.88,287788.39,6.76
829914.89,19.49,5.89,287788.39,6.76
829778.91,19.49,5.89,287788.39,6.76
829182.23,19.48,5.88,287174.64,6.75
829234.93,19.49,5.89,287253.88,6.75
828862.93,19.48,5.88,287222.01,6.75
828726.96,19.48,5.88,287201.22,6.75
828590.98,19.48,5.88,287258.66,6.75
828465.82,19.48,5.89,287641.62,6.76
828319.02,19.49,5.89,287416.95,6.76
828321.67,19.49,5.89,287430.49,6.76
828374.37,19.49,5.89,287430.55,6.76
828238.39,19.49,5.89,287430.18,6.76
828534.41,19.5,5.9,287430.18,6.77
828587.11,19.51,5.91,287433.16,6.77
828451.14,19.51,5.91,287432.14,6.77
828315.16,19.51,5.91,287430.18,6.77
828016.81,19.5,5.91,287141.54,6.76
828069.51,19.51,5.91,287141.54,6.76
827933.53,19.51,5.91,288120.48,6.79
827561.53,19.5,5.9,287731.41,6.78
827425.55,19.5,5.91,287731.1,6.78
827289.58,19.51,5.91,287731.1,6.78
827342.28,19.51,5.91,287748.18,6.79
827638.3,19.52,5.92,287744.05,6.79
827502.32,19.52,5.92,287735.94,6.79
827366.34,19.52,5.92,288079.58,6.8
827230.37,19.52,5.93,288178.17,6.8
827094.39,19.53,5.93,288246.95,6.8
826722.39,19.52,5.92,287979.32,6.8
826586.41,19.52,5.92,287979.01,6.8
826367.03,19.52,5.92,287979.01,6.8
826419.73,19.52,5.92,287979.01,6.8
826422.38,19.52,5.92,288010.18,6.8
826422.38,19.52,5.92,288046.64,6.8
826286.4,19.52,5.93,288046.64,6.81
826582.42,19.53,5.93,288046.64,6.81
826423.74,19.53,5.93,287894.34,6.8
826287.76,19.53,5.93,287930.83,6.81
826151.79,19.53,5.93,287988.64,6.81
826015.81,19.53,5.94,287894.34,6.81
826068.51,19.54,5.94,288986.92,6.84
825932.53,19.54,5.94,288986.91,6.84
825796.56,19.54,5.94,288986.91,6.84
825660.58,19.54,5.94,289037.49,6.84
825439.32,19.54,5.94,288823.77,6.84
825303.34,19.54,5.94,288800.18,6.84
824215.53,19.55,5.95,288799.87,6.85
824079.55,19.55,5.95,288772.89,6.85
823943.57,19.55,5.96,288940.97,6.86
823999.53,19.56,5.96,288973.58,6.86
823999.53,19.56,5.96,288957.85,6.86
823863.56,19.56,5.96,288789.77,6.86
824159.58,19.57,5.97,288789.45,6.86
824023.6,19.57,5.97,288789.45,6.86
823887.62,19.57,5.97,288834.52,6.86
823751.64,19.57,5.97,288852.05,6.86
823804.35,19.58,5.98,288794.36,6.86
823857.05,19.58,5.98,288789.45,6.86
823721.07,19.58,5.98,289549.08,6.88
823722.39,19.58,5.98,289550.86,6.88
823586.41,19.58,5.99,289443.21,6.88
823450.44,19.58,5.99,289442.9,6.88
823503.14,19.59,5.99,289442.9,6.89
823231.18,19.59,5.99,289444.33,6.89
823095.21,19.59,6.0,289706.53,6.9
822909.89,19.59,5.99,289555.06,6.89
822909.89,19.59,5.99,289555.06,6.89
822773.91,19.59,5.99,289452.54,6.89
822681.59,19.59,6.0,289757.41,6.9
822501.96,19.59,6.0,289466.62,6.9
822278.5,19.59,5.99,289403.01,6.9
821695.93,19.58,5.98,288818.71,6.88
821559.96,19.58,5.98,288818.4,6.88
821855.98,19.59,5.99,288818.4,6.88
821855.98,19.59,5.99,290051.18,6.91
821774.08,19.59,6.0,290893.33,6.94
821758.63,19.6,6.0,289185.3,6.9
823196.46,19.64,6.04,292126.52,6.97
823818.11,19.65,6.05,292028.4,6.97
823682.14,19.65,6.06,292028.56,6.97
823546.16,19.66,6.06,292028.09,6.97
823410.18,19.66,6.06,292112.66,6.97
823706.2,19.67,6.07,292137.37,6.97
823570.23,19.67,6.07,292041.69,6.97
824344.2,19.69,6.09,293303.54,7.0
824850.3,19.7,6.11,294382.67,7.03
824714.33,19.7,6.11,294382.35,7.03
824314.32,19.7,6.1,293747.78,7.02
824178.34,19.7,6.1,293747.78,7.02
824178.34,19.7,6.1,293747.78,7.02
824042.36,19.7,6.1,293768.87,7.02
823906.39,19.7,6.11,293758.94,7.03
824096.84,19.71,6.11,293747.78,7.03
823960.86,19.71,6.11,294198.7,7.04
823835.7,19.71,6.12,293910.16,7.03
824015.34,19.72,6.12,294427.86,7.05
823742.48,19.72,6.12,294127.78,7.04
823795.18,19.72,6.12,294127.84,7.04
823847.88,19.73,6.13,294127.46,7.04
824091.92,19.73,6.14,294127.46,7.04
824144.62,19.74,6.14,294128.09,7.05
824425.73,19.75,6.15,294127.46,7.05
824289.75,19.75,6.15,294127.46,7.05
824585.77,19.76,6.16,295547.43,7.08
824213.77,19.75,6.16,295048.77,7.07
824077.8,19.75,6.16,295305.88,7.08
824373.82,19.76,6.17,295305.57,7.08
824564.27,19.77,6.17,295305.57,7.08
824616.97,19.78,6.18,295305.57,7.08
824669.67,19.78,6.18,295323.03,7.08
824379.66,19.78,6.18,295273.81,7.08
824243.68,19.78,6.18,295264.01,7.09
824107.7,19.78,6.18,295256.35,7.09
823971.73,19.78,6.18,296279.32,7.11
824215.76,19.79,6.19,296452.83,7.12
824219.86,19.79,6.19,296454.47,7.12
824219.86,19.79,6.19,296454.47,7.12
824219.86,19.79,6.19,296394.11,7.12
824083.89,19.79,6.19,296393.79,7.12
823947.91,19.79,6.2,296393.79,7.12
823811.93,19.79,6.2,296408.36,7.12
823675.96,19.8,6.2,296403.21,7.12
823476.12,19.79,6.19,296270.91,7.12
823340.14,19.79,6.2,296262.01,7.12
823621.25,19.8,6.21,296606.86,7.13
823485.28,19.8,6.21,296651.56,7.13
823349.3,19.81,6.21,296639.7,7.14
823402.0,19.81,6.21,296639.77,7.14
823266.02,19.81,6.21,296639.39,7.14
823266.02,19.81,6.21,296639.39,7.14
823107.34,19.81,6.21,296497.67,7.14
822949.99,19.81,6.21,296338.78,7.13
822949.99,19.81,6.21,296338.78,7.13
823002.69,19.81,6.21,296338.78,7.13
822866.71,19.81,6.22,296351.11,7.14
822919.41,19.82,6.22,296339.39,7.14
823200.52,19.83,6.23,296338.78,7.14
823064.54,19.83,6.23,297221.32,7.16
822928.57,19.83,6.23,297252.19,7.16
821840.75,19.84,6.25,297251.88,7.18
821732.07,19.84,6.24,297156.68,7.17
821360.07,19.83,6.24,297126.41,7.17
821360.07,19.83,6.24,297126.41,7.17
820360.07,19.81,6.22,296126.41,7.15
820360.07,19.81,6.22,296057.8,7.15
820224.09,19.82,6.22,296057.48,7.15
820088.12,19.82,6.22,296057.48,7.15
819952.14,19.82,6.22,296291.21,7.16
820004.84,19.82,6.23,296106.65,7.16
819868.86,19.83,6.23,296057.92,7.16
819925.06,19.83,6.23,296091.7,7.16
819876.39,19.83,6.23,296929.6,7.18
820199.08,19.84,6.25,296902.79,7.18
819518.45,19.83,6.23,296281.27,7.17
819525.16,19.83,6.23,296284.73,7.17
819389.19,19.83,6.24,296284.42,7.17
819253.21,19.83,6.24,296284.42,7.17
819117.23,19.84,6.24,296316.21,7.18
818981.25,19.84,6.24,296311.57,7.18
818845.28,19.84,6.24,296284.93,7.18
818709.3,19.84,6.24,296426.81,7.18
818573.32,19.84,6.24,296374.91,7.18
818626.02,19.85,6.25,296447.26,7.19
818490.05,19.85,6.25,296447.26,7.19
818491.37,19.85,6.25,296474.42,7.19
818355.39,19.85,6.25,296474.42,7.19
818219.41,19.85,6.25,296474.42,7.19
818083.44,19.85,6.26,296474.93,7.2
817947.46,19.86,6.26,296474.42,7.2
817947.46,19.86,6.26,296474.42,7.2
818000.16,19.86,6.26,296474.42,7.2
818052.86,19.87,6.27,296474.42,7.2
818105.56,19.87,6.27,297034.7,7.21
818138.48,19.87,6.27,297106.5,7.22
818138.48,19.87,6.27,297106.5,7.22
818434.5,19.88,6.28,297106.18,7.22
818487.2,19.89,6.29,297106.18,7.22
818125.2,19.88,6.28,297115.27,7.22
817989.22,19.88,6.28,297107.54,7.22
817989.22,19.88,6.28,297107.54,7.22
817853.24,19.88,6.28,297106.33,7.22
818149.27,19.89,6.29,297106.18,7.22
818013.29,19.89,6.3,297481.88,7.23
817877.31,19.9,6.3,297495.24,7.24
817741.33,19.9,6.3,297798.31,7.25
817605.36,19.9,6.3,297797.99,7.25
817233.36,19.89,6.29,297392.08,7.24
817097.38,19.89,6.3,297392.08,7.24
817150.08,19.9,6.3,297407.63,7.24
817014.11,19.9,6.3,297409.57,7.24
816878.13,19.9,6.3,297403.05,7.25
816742.15,19.9,6.31,297686.62,7.25
816606.17,19.9,6.31,297640.55,7.25
816470.2,19.91,6.31,297562.02,7.25
816334.22,19.91,6.31,297561.72,7.26
816630.24,19.92,6.32,297561.71,7.26
816430.4,19.91,6.32,297500.58,7.26
816294.43,19.91,6.32,297767.13,7.26
816158.45,19.92,6.32,297559.2,7.26
816022.47,19.92,6.32,297601.77,7.26
815650.47,19.91,6.31,298140.91,7.28
816035.14,19.92,6.32,297817.66,7.27
815942.81,19.92,6.33,297662.79,7.27
815866.24,19.93,6.33,298212.13,7.28
815918.94,19.93,6.34,298212.19,7.29
815782.96,19.93,6.34,298211.82,7.29
815973.42,19.94,6.34,298280.01,7.29
815974.74,19.94,6.34,298313.79,7.29
815838.76,19.94,6.35,298435.41,7.3
815702.78,19.95,6.35,298377.8,7.3
815777.12,19.95,6.35,299394.68,7.32
815513.42,19.95,6.35,299103.13,7.32
815513.42,19.95,6.35,299080.79,7.32
815455.73,19.95,6.35,298952.58,7.31
815246.04,19.95,6.35,298661.71,7.31
815110.07,19.95,6.35,298661.4,7.31
814974.09,19.95,6.35,298661.4,7.31
814975.41,19.95,6.35,298681.46,7.31
814975.41,19.95,6.35,298633.74,7.31
814839.43,19.95,6.36,298633.74,7.31
814703.46,19.96,6.36,298672.28,7.32
814703.46,19.96,6.36,298728.61,7.32
814567.48,19.96,6.36,299173.03,7.33
814885.13,19.97,6.37,299434.84,7.34
814959.85,19.97,6.38,298829.38,7.32
814968.9,19.98,6.38,299522.74,7.34
814832.93,19.98,6.38,299522.43,7.34
814885.63,19.98,6.39,299522.43,7.35
814749.65,19.99,6.39,299522.43,7.35
814377.65,19.98,6.38,299126.7,7.34
814377.65,19.98,6.38,299126.7,7.34
814241.67,19.98,6.38,299131.28,7.34
814537.7,19.99,6.39,299131.03,7.34
814175.7,19.98,6.39,299353.05,7.35
814039.72,19.98,6.39,299258.81,7.35
813914.56,19.99,6.39,299584.87,7.36
813956.44,19.99,6.39,299560.63,7.36
813956.44,19.99,6.39,299560.63,7.36
814009.14,20.0,6.4,299560.7,7.36
814305.17,20.01,6.41,299560.32,7.36
814087.91,20.0,6.4,299367.9,7.36
813715.92,20.0,6.4,299367.9,7.36
813579.94,20.0,6.4,299418.66,7.36
813632.64,20.0,6.4,299383.25,7.36
813496.66,20.0,6.41,299367.9,7.36
813360.69,20.01,6.41,299910.38,7.38
813224.71,20.01,6.41,299928.84,7.38
813088.73,20.01,6.41,299780.56,7.38
812952.75,20.01,6.41,299780.25,7.38
812632.75,20.0,6.41,299460.25,7.37
812496.78,20.01,6.41,299460.25,7.37
812360.8,20.01,6.41,299467.51,7.38
812224.82,20.01,6.41,299464.96,7.38
812088.84,20.01,6.41,299460.25,7.38
811952.87,20.01,6.41,299612.79,7.38
812248.89,20.02,6.42,299736.95,7.39
812112.91,20.02,6.43,299910.8,7.39
811976.93,20.02,6.43,299910.48,7.4
811840.96,20.03,6.43,299910.48,7.4
811704.98,20.03,6.43,299910.48,7.4
811757.68,20.03,6.44,299948.94,7.4
811757.68,20.03,6.44,299961.88,7.4
811757.68,20.03,6.44,300468.66,7.42
811752.66,20.04,6.44,300220.81,7.41
811529.2,20.03,6.44,299963.91,7.41
811371.84,20.03,6.43,299806.96,7.4
811721.84,20.04,6.44,301357.75,7.44
812634.28,20.07,6.47,301499.57,7.45
812686.98,20.07,6.48,301499.63,7.45
812551.0,20.07,6.48,301499.26,7.45
812415.02,20.08,6.48,301499.26,7.45
812279.04,20.08,6.48,301501.64,7.45
812143.07,20.08,6.48,301516.73,7.45
812195.77,20.09,6.49,301505.53,7.46
812649.34,20.1,6.5,302282.44,7.48
812476.88,20.09,6.5,301982.91,7.47
812340.9,20.1,6.5,302295.2,7.48
812184.86,20.09,6.5,302136.31,7.47
812048.89,20.09,6.5,302136.0,7.48
811912.91,20.1,6.5,302136.0,7.48
812103.36,20.1,6.51,302195.25,7.48
811967.38,20.11,6.51,302148.25,7.48
810879.57,20.12,6.52,302147.94,7.5
810932.27,20.12,6.53,302135.94,7.5
810796.29,20.13,6.53,302631.38,7.51
810660.31,20.13,6.53,302540.49,7.51
810956.33,20.14,6.54,302902.3,7.52
810820.36,20.14,6.54,302901.99,7.52
810873.06,20.14,6.55,302901.99,7.52
810737.08,20.15,6.55,302969.83,7.53
810601.1,20.15,6.55,303080.81,7.53
810314.02,20.14,6.54,302741.02,7.53
810314.02,20.14,6.54,302734.08,7.53
810315.48,20.14,6.54,302750.44,7.53
810315.48,20.14,6.54,302803.18,7.53
809943.48,20.14,6.54,302616.48,7.52
809399.57,20.14,6.54,302626.34,7.53
809452.27,20.15,6.55,302626.4,7.53
809504.97,20.15,6.55,302626.03,7.53
809529.86,20.15,6.56,302646.11,7.53
809393.89,20.15,6.56,302646.11,7.54
809257.91,20.16,6.56,302779.96,7.54
809642.57,20.17,6.57,302663.93,7.54
809642.57,20.17,6.57,302663.93,7.54
809506.59,20.17,6.57,302781.99,7.54
809037.59,20.16,6.56,303354.13,7.56
809037.59,20.16,6.56,303354.13,7.56
809343.92,20.17,6.58,303458.42,7.56
808932.68,20.17,6.57,303245.0,7.56
808796.7,20.17,6.57,303244.69,7.56
809040.74,20.18,6.58,303278.86,7.56
809336.76,20.19,6.59,303254.91,7.56
809200.78,20.19,6.59,303244.69,7.57
808828.78,20.18,6.58,304018.72,7.59
807740.96,20.2,6.6,304018.41,7.6
807637.43,20.2,6.6,304172.85,7.61
807481.4,20.19,6.6,304013.96,7.6
807481.4,20.19,6.6,304013.96,7.6
808699.34,20.23,6.63,304813.79,7.62
808699.34,20.23,6.63,304813.79,7.62
808427.05,20.23,6.63,305053.62,7.63
807981.0,20.22,6.62,304465.49,7.62
807845.03,20.22,6.62,304465.65,7.62
808298.6,20.23,6.63,304465.65,7.62
808162.62,20.23,6.64,304465.18,7.62
808026.64,20.24,6.64,304465.18,7.62
807890.66,20.24,6.64,304590.52,7.63
807754.69,20.24,6.64,304673.58,7.63
808072.34,20.25,6.65,304587.02,7.63
808405.16,20.26,6.66,305685.89,7.66
808252.69,20.26,6.66,305362.96,7.65
807746.76,20.25,6.65,304865.18,7.64
807610.78,20.25,6.66,304864.87,7.65
807663.48,20.26,6.66,304879.16,7.65
807527.5,20.26,6.66,304865.09,7.65
807527.5,20.26,6.66,304964.45,7.65
807434.79,20.26,6.67,305237.15,7.66
809247.31,20.31,6.71,308675.55,7.75
809128.49,20.31,6.71,308022.99,7.73
809128.49,20.31,6.71,308022.99,7.73
808992.51,20.31,6.71,308023.15,7.73
808856.54,20.31,6.72,308022.68,7.74
809152.56,20.32,6.73,308022.68,7.74
809152.56,20.32,6.73,308022.68,7.74
808929.1,20.32,6.72,308203.45,7.74
808793.12,20.32,6.72,308221.69,7.74
809089.14,20.33,6.73,308162.34,7.74
809153.01,20.34,6.74,309952.85,7.79
809063.46,20.34,6.74,309174.73,7.77
809691.12,20.36,6.76,308984.56,7.77
809555.14,20.36,6.77,308984.72,7.77
809419.16,20.36,6.77,308984.25,7.77
809283.19,20.37,6.77,308984.25,7.78
809283.19,20.37,6.77,308984.25,7.78
809335.89,20.37,6.77,309007.15,7.78
809199.91,20.37,6.78,308999.63,7.78
809443.95,20.38,6.78,308984.25,7.78
809307.97,20.38,6.79,309564.7,7.8
809360.67,20.39,6.79,309720.77,7.8
809224.69,20.39,6.79,309720.77,7.8
809224.69,20.39,6.79,309638.54,7.8
809088.71,20.39,6.8,309638.54,7.8
808790.71,20.39,6.79,309638.54,7.81
809086.73,20.4,6.8,309638.54,7.81
809139.43,20.4,6.81,309638.54,7.81
808139.43,20.38,6.79,308638.54,7.78
808192.13,20.39,6.79,309000.13,7.8
808056.16,20.39,6.79,309007.35,7.8
808246.61,20.4,6.8,310045.81,7.83
808299.31,20.4,6.81,310045.87,7.83
808009.3,20.4,6.8,309858.59,7.82
808253.33,20.41,6.81,309858.22,7.82
808117.35,20.41,6.81,309872.76,7.83
808117.35,20.41,6.81,309872.48,7.83
807797.35,20.4,6.81,309552.48,7.82
807585.81,20.4,6.8,309055.22,7.81
807585.81,20.4,6.8,309374.9,7.81
807289.38,20.39,6.8,308936.55,7.8
807153.41,20.39,6.8,308922.01,7.81
807017.43,20.4,6.8,308922.04,7.81
806881.45,20.4,6.8,309299.72,7.82
805793.63,20.41,6.81,309299.4,7.84
805431.64,20.41,6.81,309066.94,7.83
805141.62,20.4,6.8,308705.13,7.82
805595.19,20.41,6.81,309386.23,7.84
805297.19,20.41,6.81,309118.62,7.83
805299.83,20.41,6.81,309119.76,7.83
805595.85,20.42,6.82,309485.62,7.84
805374.31,20.41,6.81,309475.03,7.84
805427.01,20.42,6.82,309475.09,7.85
805291.03,20.42,6.82,309474.72,7.85
804291.03,20.4,6.8,308474.72,7.82
804572.14,20.41,6.81,308480.85,7.83
804436.17,20.41,6.81,308474.72,7.83
804295.71,20.41,6.81,308257.6,7.82
804348.41,20.41,6.82,308311.66,7.83
804212.43,20.42,6.82,308257.6,7.83
804076.45,20.42,6.82,308257.6,7.83
803940.48,20.42,6.82,309052.9,7.85
804184.51,20.43,6.83,309052.59,7.85
804048.53,20.43,6.83,309059.2,7.85
803912.56,20.43,6.83,309058.97,7.86
803776.58,20.43,6.84,309052.59,7.86
803776.58,20.43,6.84,309129.09,7.86
803829.28,20.44,6.84,309360.58,7.87
803693.3,20.44,6.84,309327.44,7.87
803568.14,20.44,6.85,309206.15,7.87
803568.14,20.44,6.85,309239.31,7.87
803421.35,20.45,6.85,309739.87,7.88
803285.37,20.45,6.85,309739.56,7.88
803149.39,20.45,6.85,309739.56,7.89
803149.39,20.45,6.85,309739.56,7.89
803202.1,20.45,6.86,309764.31,7.89
803066.12,20.46,6.86,309756.56,7.89
802930.14,20.46,6.86,309742.94,7.89
802930.14,20.46,6.86,309742.94,7.89
802719.92,20.45,6.86,309528.88,7.89
802583.95,20.46,6.86,309889.73,7.9
802447.97,20.46,6.86,309634.08,7.89
802311.99,20.46,6.86,309714.15,7.9
802176.01,20.46,6.86,309714.31,7.9
802040.04,20.46,6.86,309713.84,7.9
802230.49,20.47,6.87,309764.17,7.9
802094.51,20.47,6.87,309743.84,7.91
802147.21,20.48,6.88,309717.34,7.91
802443.23,20.49,6.89,310288.84,7.92
802495.93,20.49,6.9,310437.87,7.93
802548.64,20.5,6.9,310747.52,7.94
802176.64,20.49,6.89,310661.52,7.94
802177.96,20.49,6.89,310662.88,7.94
802177.96,20.49,6.89,310627.84,7.94
801978.12,20.49,6.89,310365.86,7.93
801842.15,20.49,6.89,310365.56,7.93
801706.17,20.49,6.89,310365.55,7.93
801758.87,20.5,6.9,310365.55,7.93
801622.89,20.5,6.9,310486.72,7.94
801332.88,20.49,6.9,310180.49,7.93
801196.9,20.49,6.9,310059.43,7.93
801060.93,20.5,6.9,310185.24,7.94
801060.93,20.5,6.9,310249.53,7.94
800935.76,20.5,6.9,310535.23,7.95
800977.65,20.5,6.91,310490.04,7.95
800980.29,20.5,6.91,310503.61,7.95
800844.31,20.51,6.91,310503.3,7.95
800708.34,20.51,6.91,310503.3,7.95
800572.36,20.51,6.91,310620.3,7.96
800436.38,20.51,6.91,310610.78,7.96
800436.38,20.51,6.91,310610.78,7.96
800732.4,20.52,6.92,310512.7,7.96
800525.97,20.52,6.92,310348.94,7.95
800525.97,20.52,6.92,310348.94,7.95
800578.68,20.52,6.93,311054.11,7.97
800238.31,20.52,6.92,311228.45,7.98
800280.2,20.52,6.92,310960.93,7.97
800133.4,20.52,6.93,310775.69,7.97
800186.1,20.53,6.93,310775.75,7.97
800430.14,20.54,6.94,310775.38,7.97
800294.16,20.54,6.94,310789.92,7.98
800158.18,20.54,6.94,310775.75,7.98
800402.22,20.55,6.95,310863.7,7.98
800698.24,20.56,6.96,310849.58,7.98
800750.94,20.57,6.97,311083.39,7.99
800803.64,20.57,6.97,312079.28,8.02
800646.29,20.57,6.97,311922.41,8.01
800698.99,20.58,6.98,311922.47,8.02
800698.99,20.58,6.98,312445.79,8.03
800889.44,20.58,6.99,312445.41,8.03
800753.46,20.59,6.99,312451.78,8.03
800617.49,20.59,6.99,312450.44,8.03
800481.51,20.59,6.99,312447.82,8.04
800513.96,20.59,6.99,314384.86,8.09
801273.42,20.61,7.02,314514.07,8.09
801137.44,20.62,7.02,314514.23,8.09
801001.47,20.62,7.02,314513.76,8.1
800865.49,20.62,7.02,314513.76,8.1
800557.43,20.61,7.02,314136.54,8.09
800557.43,20.61,7.02,314494.07,8.1
800545.95,20.62,7.02,314036.4,8.09
800809.67,20.63,7.03,315012.73,8.11
802454.41,20.67,7.07,316987.0,8.17
802318.43,20.67,7.08,316986.7,8.17
802614.46,20.68,7.09,316986.69,8.17
802478.48,20.69,7.09,316986.69,8.17
802116.48,20.68,7.08,317047.78,8.17
802412.5,20.69,7.09,317001.6,8.17
802276.52,20.69,7.09,317008.47,8.18
802281.91,20.69,7.09,317010.85,8.18
801909.92,20.68,7.09,317862.66,8.2
802701.83,20.71,7.11,318549.57,8.22
802565.85,20.71,7.11,318549.26,8.22
802172.37,20.71,7.11,318248.27,8.22
802036.4,20.71,7.11,318248.27,8.22
802332.42,20.72,7.12,318298.48,8.22
802003.2,20.71,7.12,317638.16,8.2
801867.22,20.72,7.12,317651.45,8.21
801731.24,20.72,7.12,317719.76,8.21
801761.89,20.72,7.13,319133.01,8.25
801271.26,20.72,7.12,318742.84,8.24
801257.27,20.72,7.12,318191.0,8.23
801257.27,20.72,7.12,318165.36,8.23
801257.27,20.72,7.12,318192.93,8.23
800713.36,20.73,7.13,318215.74,8.24
800926.78,20.74,7.14,318292.52,8.24
800790.8,20.74,7.14,318293.96,8.24
800654.82,20.74,7.14,318271.17,8.24
800654.82,20.74,7.14,318251.82,8.24
800518.85,20.74,7.14,318440.75,8.25
800382.87,20.74,7.15,318250.04,8.25
800246.89,20.75,7.15,318249.73,8.25
800818.54,20.76,7.16,318101.6,8.25
800818.54,20.76,7.16,318123.3,8.25
800818.54,20.76,7.16,318123.3,8.25
800682.57,20.76,7.17,318123.3,8.25
800735.27,20.77,7.17,318175.99,8.25
800925.72,20.78,7.18,318135.47,8.25
800978.42,20.78,7.19,318123.3,8.25
801274.44,20.79,7.2,318906.72,8.28
801296.08,20.8,7.2,318956.61,8.28
801955.32,20.82,7.22,319626.92,8.3
