ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_cda4-policy_DotProd1000demergemd57fb-de_merge-gs_best-scmd_57fb-used_nodes,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_cda4-policy_DotProd1000demergemd57fb-de_merge-gs_best-scmd_57fb-used_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_cda4-policy_DotProd1000demergemd57fb-de_merge-gs_best-scmd_57fb-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_cda4-policy_DotProd1000demergemd57fb-de_merge-gs_best-scmd_57fb-total_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_cda4-policy_DotProd1000demergemd57fb-de_merge-gs_best-scmd_57fb-arrived_gpu_milli
634,1580,1342920,6212,1342920
634,1580,1342920,6212,1342920
634,1580,1342920,6212,1342920
634,1580,1343570,6212,1343570
634,1580,1343800,6212,1343800
634,1580,1344800,6212,1344800
634,1580,1345610,6212,1345610
634,1580,1345930,6212,1345930
634,1580,1346930,6212,1346930
634,1580,1347740,6212,1347740
634,1580,1348740,6212,1348740
635,1588,1349740,6212,1349740
635,1588,1350740,6212,1350740
635,1588,1351740,6212,1351740
635,1588,1351740,6212,1351740
635,1588,1352550,6212,1352550
635,1588,1353550,6212,1353550
635,1588,1354360,6212,1354360
635,1588,1354360,6212,1354360
635,1588,1354910,6212,1354910
635,1588,1355910,6212,1355910
636,1596,1356910,6212,1356910
636,1596,1357720,6212,1357720
636,1596,1358720,6212,1358720
636,1596,1359720,6212,1359720
636,1596,1360720,6212,1360720
636,1596,1361530,6212,1361530
636,1596,1362340,6212,1362340
636,1596,1363340,6212,1363340
637,1604,1364340,6212,1364340
637,1604,1364990,6212,1364990
637,1604,1365990,6212,1365990
637,1604,1366990,6212,1366990
637,1604,1367800,6212,1367800
637,1604,1368610,6212,1368610
637,1604,1369260,6212,1369260
637,1604,1370260,6212,1370260
638,1612,1370730,6212,1370730
638,1612,1371730,6212,1371730
638,1612,1372730,6212,1372730
638,1612,1373540,6212,1373540
638,1612,1374190,6212,1374190
638,1612,1374780,6212,1374780
638,1612,1374780,6212,1374780
638,1612,1375250,6212,1375250
638,1612,1376250,6212,1376250
638,1612,1376250,6212,1376250
639,1620,1377060,6212,1377060
639,1620,1377060,6212,1377060
639,1620,1377870,6212,1377870
639,1620,1378870,6212,1378870
639,1620,1379870,6212,1379870
639,1620,1380870,6212,1380870
639,1620,1381870,6212,1381870
639,1620,1382870,6212,1382870
639,1620,1383340,6212,1383340
640,1628,1384340,6212,1384340
640,1628,1385340,6212,1385340
640,1628,1386150,6212,1386150
640,1628,1387150,6212,1387150
640,1628,1388150,6212,1388150
640,1628,1388960,6212,1388960
640,1628,1389960,6212,1389960
640,1628,1389960,6212,1389960
640,1628,1390960,6212,1390960
640,1628,1391430,6212,1391430
640,1628,1391430,6212,1391430
641,1636,1392430,6212,1392430
641,1636,1392900,6212,1392900
641,1636,1392900,6212,1392900
641,1636,1393900,6212,1393900
641,1636,1393900,6212,1393900
641,1636,1394370,6212,1394370
641,1636,1395370,6212,1395370
641,1636,1395690,6212,1395690
641,1636,1396690,6212,1396690
641,1636,1397690,6212,1397690
641,1636,1397920,6212,1397920
642,1644,1398920,6212,1398920
642,1644,1399920,6212,1399920
642,1644,1400920,6212,1400920
642,1644,1401920,6212,1401920
642,1644,1402730,6212,1402730
642,1644,1403730,6212,1403730
642,1644,1404730,6212,1404730
642,1644,1404840,6212,1404840
643,1652,1405840,6212,1405840
643,1652,1406840,6212,1406840
643,1652,1407160,6212,1407160
643,1652,1407320,6212,1407320
643,1652,1408130,6212,1408130
643,1652,1408130,6212,1408130
643,1652,1409130,6212,1409130
643,1652,1410130,6212,1410130
643,1652,1410360,6212,1410360
643,1652,1410820,6212,1410820
643,1652,1411090,6212,1411090
643,1652,1411090,6212,1411090
643,1652,1412090,6212,1412090
643,1652,1413090,6212,1413090
644,1660,1414090,6212,1414090
644,1660,1414530,6212,1414530
644,1660,1414530,6212,1414530
644,1660,1414900,6212,1414900
644,1660,1414900,6212,1414900
644,1660,1415130,6212,1415130
644,1660,1415130,6212,1415130
644,1660,1415940,6212,1415940
644,1660,1416940,6212,1416940
644,1660,1417940,6212,1417940
644,1660,1418750,6212,1418750
644,1660,1419560,6212,1419560
644,1660,1420560,6212,1420560
644,1660,1420560,6212,1420560
645,1668,1421560,6212,1421560
645,1668,1422560,6212,1422560
645,1668,1423560,6212,1423560
645,1668,1424030,6212,1424030
645,1668,1425030,6212,1425030
645,1668,1425030,6212,1425030
645,1668,1425300,6212,1425300
645,1668,1426300,6212,1426300
645,1668,1426520,6212,1426520
645,1668,1427520,6212,1427520
646,1676,1428520,6212,1428520
646,1676,1429330,6212,1429330
646,1676,1430330,6212,1430330
646,1676,1431330,6212,1431330
646,1676,1432330,6212,1432330
646,1676,1433330,6212,1433330
646,1676,1434140,6212,1434140
646,1676,1434950,6212,1434950
646,1676,1434950,6212,1434950
646,1676,1435950,6212,1435950
647,1684,1436760,6212,1436760
647,1684,1437570,6212,1437570
647,1684,1438570,6212,1438570
647,1684,1439570,6212,1439570
647,1684,1440570,6212,1440570
647,1684,1441380,6212,1441380
647,1684,1442190,6212,1442190
647,1684,1442510,6212,1442510
648,1692,1443510,6212,1443510
648,1692,1444510,6212,1444510
648,1692,1445510,6212,1445510
648,1692,1446510,6212,1446510
648,1692,1446980,6212,1446980
648,1692,1447980,6212,1447980
648,1692,1448980,6212,1448980
648,1692,1449790,6212,1449790
648,1692,1450600,6212,1450600
648,1692,1450920,6212,1450920
649,1700,1451390,6212,1451390
649,1700,1452390,6212,1452390
649,1700,1453390,6212,1453390
649,1700,1454390,6212,1454390
649,1700,1455390,6212,1455390
649,1700,1455870,6212,1455870
649,1700,1456870,6212,1456870
649,1700,1457870,6212,1457870
649,1700,1457870,6212,1457870
650,1708,1458870,6212,1458870
650,1708,1458980,6212,1458980
650,1708,1459980,6212,1459980
650,1708,1460450,6212,1460450
650,1708,1460450,6212,1460450
650,1708,1460450,6212,1460450
650,1708,1461260,6212,1461260
650,1708,1461580,6212,1461580
650,1708,1461900,6212,1461900
650,1708,1462710,6212,1462710
650,1708,1463710,6212,1463710
650,1708,1464030,6212,1464030
650,1708,1464350,6212,1464350
650,1708,1465350,6212,1465350
651,1716,1466350,6212,1466350
651,1716,1466820,6212,1466820
651,1716,1466820,6212,1466820
651,1716,1467820,6212,1467820
651,1716,1467820,6212,1467820
651,1716,1467820,6212,1467820
651,1716,1468820,6212,1468820
651,1716,1469820,6212,1469820
651,1716,1470630,6212,1470630
651,1716,1471280,6212,1471280
651,1716,1471280,6212,1471280
651,1716,1472280,6212,1472280
652,1724,1473280,6212,1473280
652,1724,1473750,6212,1473750
652,1724,1474220,6212,1474220
652,1724,1475220,6212,1475220
652,1724,1475870,6212,1475870
652,1724,1476870,6212,1476870
652,1724,1477870,6212,1477870
652,1724,1478190,6212,1478190
652,1724,1479000,6212,1479000
652,1724,1480000,6212,1480000
652,1724,1480370,6212,1480370
653,1732,1481370,6212,1481370
653,1732,1482370,6212,1482370
653,1732,1482370,6212,1482370
653,1732,1482850,6212,1482850
653,1732,1483850,6212,1483850
653,1732,1484660,6212,1484660
653,1732,1485210,6212,1485210
653,1732,1485680,6212,1485680
653,1732,1485680,6212,1485680
653,1732,1485680,6212,1485680
653,1732,1486680,6212,1486680
654,1740,1487680,6212,1487680
654,1740,1487680,6212,1487680
654,1740,1488150,6212,1488150
654,1740,1488150,6212,1488150
654,1740,1488150,6212,1488150
654,1740,1489150,6212,1489150
655,1748,1490150,6212,1490150
655,1748,1490150,6212,1490150
655,1748,1490620,6212,1490620
655,1748,1491620,6212,1491620
655,1748,1492620,6212,1492620
655,1748,1492940,6212,1492940
655,1748,1493750,6212,1493750
655,1748,1494750,6212,1494750
655,1748,1495120,6212,1495120
655,1748,1495930,6212,1495930
655,1748,1496930,6212,1496930
656,1756,1497930,6212,1497930
656,1756,1498400,6212,1498400
656,1756,1499400,6212,1499400
656,1756,1500210,6212,1500210
656,1756,1500680,6212,1500680
656,1756,1500680,6212,1500680
656,1756,1501680,6212,1501680
656,1756,1502680,6212,1502680
656,1756,1502680,6212,1502680
656,1756,1503150,6212,1503150
656,1756,1504150,6212,1504150
657,1764,1504800,6212,1504800
657,1764,1505800,6212,1505800
657,1764,1506120,6212,1506120
657,1764,1507120,6212,1507120
657,1764,1507710,6212,1507710
657,1764,1508710,6212,1508710
657,1764,1509710,6212,1509710
657,1764,1510360,6212,1510360
657,1764,1511360,6212,1511360
658,1772,1512010,6212,1512010
658,1772,1512010,6212,1512010
658,1772,1513010,6212,1513010
658,1772,1514010,6212,1514010
658,1772,1515010,6212,1515010
658,1772,1515240,6212,1515240
658,1772,1516240,6212,1516240
658,1772,1516560,6212,1516560
658,1772,1517560,6212,1517560
658,1772,1518560,6212,1518560
658,1772,1519560,6212,1519560
659,1780,1520560,6212,1520560
660,1788,1521560,6212,1521560
660,1788,1522560,6212,1522560
660,1788,1522560,6212,1522560
660,1788,1522560,6212,1522560
660,1788,1522560,6212,1522560
660,1788,1523030,6212,1523030
660,1788,1524030,6212,1524030
660,1788,1524030,6212,1524030
660,1788,1525030,6212,1525030
660,1788,1525030,6212,1525030
660,1788,1525030,6212,1525030
660,1788,1526030,6212,1526030
660,1788,1527030,6212,1527030
660,1788,1528030,6212,1528030
660,1788,1528030,6212,1528030
660,1788,1528840,6212,1528840
660,1788,1529160,6212,1529160
660,1788,1529630,6212,1529630
660,1788,1530440,6212,1530440
660,1788,1531440,6212,1531440
660,1788,1532440,6212,1532440
660,1788,1533090,6212,1533090
660,1788,1533090,6212,1533090
660,1788,1534090,6212,1534090
660,1788,1534560,6212,1534560
660,1788,1534560,6212,1534560
661,1796,1535560,6212,1535560
661,1796,1536560,6212,1536560
661,1796,1537560,6212,1537560
661,1796,1538560,6212,1538560
661,1796,1539560,6212,1539560
661,1796,1540560,6212,1540560
661,1796,1540880,6212,1540880
662,1804,1541350,6212,1541350
662,1804,1542350,6212,1542350
662,1804,1542350,6212,1542350
662,1804,1542810,6212,1542810
662,1804,1543810,6212,1543810
662,1804,1544280,6212,1544280
662,1804,1545280,6212,1545280
662,1804,1545280,6212,1545280
662,1804,1546280,6212,1546280
662,1804,1547090,6212,1547090
662,1804,1547560,6212,1547560
662,1804,1548020,6212,1548020
662,1804,1548830,6212,1548830
662,1804,1549640,6212,1549640
662,1804,1550100,6212,1550100
663,1812,1551100,6212,1551100
663,1812,1551650,6212,1551650
663,1812,1551970,6212,1551970
663,1812,1552780,6212,1552780
663,1812,1553430,6212,1553430
663,1812,1554240,6212,1554240
663,1812,1555240,6212,1555240
663,1812,1556240,6212,1556240
663,1812,1557240,6212,1557240
664,1820,1558240,6212,1558240
664,1820,1559050,6212,1559050
664,1820,1559700,6212,1559700
664,1820,1560170,6212,1560170
664,1820,1561170,6212,1561170
664,1820,1562170,6212,1562170
664,1820,1563170,6212,1563170
664,1820,1563490,6212,1563490
665,1828,1564490,6212,1564490
665,1828,1564490,6212,1564490
665,1828,1564960,6212,1564960
665,1828,1565960,6212,1565960
665,1828,1566610,6212,1566610
665,1828,1567610,6212,1567610
665,1828,1567930,6212,1567930
665,1828,1568740,6212,1568740
665,1828,1569210,6212,1569210
665,1828,1570210,6212,1570210
665,1828,1570680,6212,1570680
665,1828,1571330,6212,1571330
665,1828,1572140,6212,1572140
665,1828,1572460,6212,1572460
666,1836,1573460,6212,1573460
666,1836,1574460,6212,1574460
666,1836,1574930,6212,1574930
666,1836,1575740,6212,1575740
666,1836,1576740,6212,1576740
666,1836,1578740,6212,1578740
666,1836,1578740,6212,1578740
667,1844,1586740,6212,1586740
667,1844,1587740,6212,1587740
668,1852,1588390,6212,1588390
668,1852,1589390,6212,1589390
668,1852,1590200,6212,1590200
668,1852,1590850,6212,1590850
668,1852,1590850,6212,1590850
668,1852,1591660,6212,1591660
669,1860,1595660,6212,1595660
669,1860,1595820,6212,1595820
669,1860,1596820,6212,1596820
669,1860,1597820,6212,1597820
669,1860,1598820,6212,1598820
669,1860,1599050,6212,1599050
669,1860,1599050,6212,1599050
669,1860,1599050,6212,1599050
669,1860,1600050,6212,1600050
669,1860,1600520,6212,1600520
669,1860,1601520,6212,1601520
669,1860,1601520,6212,1601520
669,1860,1602330,6212,1602330
670,1868,1603330,6212,1603330
670,1868,1604140,6212,1604140
670,1868,1605140,6212,1605140
670,1868,1605460,6212,1605460
670,1868,1606460,6212,1606460
670,1868,1607460,6212,1607460
670,1868,1607930,6212,1607930
670,1868,1608930,6212,1608930
670,1868,1609930,6212,1609930
670,1868,1610160,6212,1610160
671,1876,1610630,6212,1610630
671,1876,1611630,6212,1611630
671,1876,1612440,6212,1612440
671,1876,1612600,6212,1612600
671,1876,1612600,6212,1612600
671,1876,1613070,6212,1613070
671,1876,1613070,6212,1613070
671,1876,1613230,6212,1613230
671,1876,1614230,6212,1614230
671,1876,1615230,6212,1615230
671,1876,1616230,6212,1616230
671,1876,1616460,6212,1616460
671,1876,1617460,6212,1617460
672,1884,1617930,6212,1617930
672,1884,1617930,6212,1617930
672,1884,1618930,6212,1618930
672,1884,1619400,6212,1619400
672,1884,1620400,6212,1620400
672,1884,1621050,6212,1621050
672,1884,1621860,6212,1621860
672,1884,1622860,6212,1622860
672,1884,1623860,6212,1623860
672,1884,1624330,6212,1624330
673,1892,1625330,6212,1625330
673,1892,1625330,6212,1625330
673,1892,1626330,6212,1626330
673,1892,1627330,6212,1627330
673,1892,1627800,6212,1627800
673,1892,1628800,6212,1628800
673,1892,1629800,6212,1629800
673,1892,1630800,6212,1630800
673,1892,1631800,6212,1631800
673,1892,1631800,6212,1631800
674,1900,1632610,6212,1632610
674,1900,1633610,6212,1633610
674,1900,1634610,6212,1634610
675,1908,1642610,6212,1642610
675,1908,1643610,6212,1643610
675,1908,1644610,6212,1644610
675,1908,1645610,6212,1645610
675,1908,1646070,6212,1646070
675,1908,1647070,6212,1647070
675,1908,1647070,6212,1647070
676,1916,1648070,6212,1648070
676,1916,1648540,6212,1648540
676,1916,1649540,6212,1649540
676,1916,1650540,6212,1650540
676,1916,1650760,6212,1650760
676,1916,1651760,6212,1651760
676,1916,1652230,6212,1652230
676,1916,1652230,6212,1652230
676,1916,1653230,6212,1653230
676,1916,1654230,6212,1654230
676,1916,1654230,6212,1654230
676,1916,1655040,6212,1655040
676,1916,1655270,6212,1655270
677,1924,1656270,6212,1656270
677,1924,1657270,6212,1657270
677,1924,1658080,6212,1658080
677,1924,1658730,6212,1658730
677,1924,1658730,6212,1658730
677,1924,1659730,6212,1659730
677,1924,1659730,6212,1659730
677,1924,1660540,6212,1660540
677,1924,1660540,6212,1660540
677,1924,1661010,6212,1661010
677,1924,1662010,6212,1662010
678,1932,1663010,6212,1663010
678,1932,1664010,6212,1664010
678,1932,1665010,6212,1665010
678,1932,1665010,6212,1665010
678,1932,1665010,6212,1665010
678,1932,1665010,6212,1665010
678,1932,1665480,6212,1665480
678,1932,1665800,6212,1665800
679,1940,1666800,6212,1666800
679,1940,1667610,6212,1667610
679,1940,1667610,6212,1667610
679,1940,1668610,6212,1668610
679,1940,1668610,6212,1668610
679,1940,1669080,6212,1669080
679,1940,1669890,6212,1669890
679,1940,1670700,6212,1670700
679,1940,1671700,6212,1671700
679,1940,1672700,6212,1672700
680,1948,1673350,6212,1673350
680,1948,1674160,6212,1674160
680,1948,1674510,6212,1674510
680,1948,1674880,6212,1674880
680,1948,1675880,6212,1675880
680,1948,1675880,6212,1675880
680,1948,1676880,6212,1676880
680,1948,1677880,6212,1677880
680,1948,1678880,6212,1678880
680,1948,1679880,6212,1679880
680,1948,1680880,6212,1680880
681,1956,1681880,6212,1681880
681,1956,1681880,6212,1681880
681,1956,1682880,6212,1682880
681,1956,1683110,6212,1683110
681,1956,1684110,6212,1684110
681,1956,1685110,6212,1685110
681,1956,1686110,6212,1686110
681,1956,1686920,6212,1686920
681,1956,1687920,6212,1687920
681,1956,1688240,6212,1688240
682,1964,1689240,6212,1689240
682,1964,1690240,6212,1690240
682,1964,1691240,6212,1691240
682,1964,1692240,6212,1692240
682,1964,1692560,6212,1692560
682,1964,1693560,6212,1693560
682,1964,1693560,6212,1693560
682,1964,1694560,6212,1694560
682,1964,1695560,6212,1695560
682,1964,1695880,6212,1695880
682,1964,1695880,6212,1695880
683,1972,1696880,6212,1696880
683,1972,1697880,6212,1697880
683,1972,1698880,6212,1698880
683,1972,1699530,6212,1699530
683,1972,1700530,6212,1700530
683,1972,1702530,6212,1702530
683,1972,1703530,6212,1703530
684,1980,1704340,6212,1704340
684,1980,1704450,6212,1704450
684,1980,1705450,6212,1705450
684,1980,1706260,6212,1706260
684,1980,1707260,6212,1707260
684,1980,1707630,6212,1707630
684,1980,1708100,6212,1708100
684,1980,1708910,6212,1708910
684,1980,1709910,6212,1709910
684,1980,1710380,6212,1710380
685,1988,1711380,6212,1711380
685,1988,1712380,6212,1712380
685,1988,1712850,6212,1712850
685,1988,1713170,6212,1713170
685,1988,1713640,6212,1713640
685,1988,1713640,6212,1713640
685,1988,1714100,6212,1714100
685,1988,1715100,6212,1715100
685,1988,1715910,6212,1715910
685,1988,1716910,6212,1716910
685,1988,1717380,6212,1717380
685,1988,1718190,6212,1718190
685,1988,1718660,6212,1718660
685,1988,1718820,6212,1718820
686,1996,1719820,6212,1719820
686,1996,1720290,6212,1720290
686,1996,1721290,6212,1721290
686,1996,1721290,6212,1721290
686,1996,1722100,6212,1722100
686,1996,1723100,6212,1723100
686,1996,1723100,6212,1723100
686,1996,1724100,6212,1724100
686,1996,1725100,6212,1725100
686,1996,1725570,6212,1725570
686,1996,1726570,6212,1726570
687,2004,1727570,6212,1727570
687,2004,1728380,6212,1728380
687,2004,1728380,6212,1728380
687,2004,1728380,6212,1728380
687,2004,1730380,6212,1730380
687,2004,1731380,6212,1731380
687,2004,1731850,6212,1731850
687,2004,1732850,6212,1732850
687,2004,1733850,6212,1733850
688,2012,1734850,6212,1734850
688,2012,1735850,6212,1735850
688,2012,1735850,6212,1735850
688,2012,1736850,6212,1736850
688,2012,1737660,6212,1737660
688,2012,1738660,6212,1738660
689,2020,1739660,6212,1739660
689,2020,1740660,6212,1740660
689,2020,1740660,6212,1740660
689,2020,1741660,6212,1741660
689,2020,1742660,6212,1742660
689,2020,1742660,6212,1742660
689,2020,1743660,6212,1743660
689,2020,1743980,6212,1743980
689,2020,1743980,6212,1743980
689,2020,1744210,6212,1744210
690,2028,1745210,6212,1745210
690,2028,1746210,6212,1746210
690,2028,1747020,6212,1747020
690,2028,1747490,6212,1747490
690,2028,1748490,6212,1748490
690,2028,1749490,6212,1749490
690,2028,1750490,6212,1750490
690,2028,1750650,6212,1750650
690,2028,1751120,6212,1751120
690,2028,1751440,6212,1751440
690,2028,1752440,6212,1752440
690,2028,1753250,6212,1753250
690,2028,1753470,6212,1753470
690,2028,1753940,6212,1753940
691,2036,1754940,6212,1754940
691,2036,1755940,6212,1755940
691,2036,1756940,6212,1756940
691,2036,1757260,6212,1757260
691,2036,1757260,6212,1757260
691,2036,1758260,6212,1758260
691,2036,1759260,6212,1759260
691,2036,1760260,6212,1760260
691,2036,1760260,6212,1760260
691,2036,1761070,6212,1761070
692,2044,1761880,6212,1761880
692,2044,1762880,6212,1762880
692,2044,1763880,6212,1763880
692,2044,1764880,6212,1764880
692,2044,1765880,6212,1765880
692,2044,1766880,6212,1766880
692,2044,1767880,6212,1767880
692,2044,1768880,6212,1768880
692,2044,1769350,6212,1769350
693,2052,1770350,6212,1770350
693,2052,1771350,6212,1771350
693,2052,1771350,6212,1771350
693,2052,1771580,6212,1771580
693,2052,1772580,6212,1772580
693,2052,1773580,6212,1773580
693,2052,1773580,6212,1773580
693,2052,1774580,6212,1774580
693,2052,1775050,6212,1775050
693,2052,1775050,6212,1775050
693,2052,1776050,6212,1776050
693,2052,1776520,6212,1776520
693,2052,1777520,6212,1777520
693,2052,1778330,6212,1778330
693,2052,1778330,6212,1778330
693,2052,1778330,6212,1778330
693,2052,1778330,6212,1778330
694,2060,1779140,6212,1779140
694,2060,1779950,6212,1779950
694,2060,1779950,6212,1779950
694,2060,1780950,6212,1780950
694,2060,1781950,6212,1781950
694,2060,1782950,6212,1782950
694,2060,1783180,6212,1783180
694,2060,1783180,6212,1783180
694,2060,1783180,6212,1783180
694,2060,1783990,6212,1783990
694,2060,1784990,6212,1784990
695,2068,1785990,6212,1785990
695,2068,1785990,6212,1785990
695,2068,1786460,6212,1786460
695,2068,1787460,6212,1787460
695,2068,1787460,6212,1787460
695,2068,1788460,6212,1788460
695,2068,1788930,6212,1788930
695,2068,1788930,6212,1788930
695,2068,1789410,6212,1789410
695,2068,1790410,6212,1790410
695,2068,1790730,6212,1790730
695,2068,1791730,6212,1791730
695,2068,1792730,6212,1792730
696,2076,1793730,6212,1793730
696,2076,1794730,6212,1794730
696,2076,1795730,6212,1795730
696,2076,1795960,6212,1795960
696,2076,1796960,6212,1796960
696,2076,1796960,6212,1796960
696,2076,1797770,6212,1797770
696,2076,1798320,6212,1798320
696,2076,1799320,6212,1799320
696,2076,1800320,6212,1800320
696,2076,1800320,6212,1800320
697,2084,1801320,6212,1801320
697,2084,1801970,6212,1801970
697,2084,1802970,6212,1802970
697,2084,1803440,6212,1803440
697,2084,1804440,6212,1804440
697,2084,1805440,6212,1805440
697,2084,1806440,6212,1806440
698,2092,1807090,6212,1807090
698,2092,1807900,6212,1807900
698,2092,1808370,6212,1808370
698,2092,1808600,6212,1808600
698,2092,1808600,6212,1808600
698,2092,1809600,6212,1809600
698,2092,1810070,6212,1810070
698,2092,1811070,6212,1811070
698,2092,1812070,6212,1812070
698,2092,1812070,6212,1812070
698,2092,1813070,6212,1813070
698,2092,1814070,6212,1814070
699,2100,1815070,6212,1815070
699,2100,1816070,6212,1816070
699,2100,1817070,6212,1817070
699,2100,1817070,6212,1817070
699,2100,1818070,6212,1818070
699,2100,1819070,6212,1819070
700,2108,1820070,6212,1820070
700,2108,1821070,6212,1821070
700,2108,1822070,6212,1822070
700,2108,1822390,6212,1822390
700,2108,1823390,6212,1823390
700,2108,1824200,6212,1824200
700,2108,1825200,6212,1825200
700,2108,1826200,6212,1826200
700,2108,1826360,6212,1826360
700,2108,1826680,6212,1826680
700,2108,1826680,6212,1826680
701,2116,1827680,6212,1827680
701,2116,1828680,6212,1828680
701,2116,1828680,6212,1828680
701,2116,1829270,6212,1829270
701,2116,1829820,6212,1829820
701,2116,1830820,6212,1830820
701,2116,1830820,6212,1830820
701,2116,1831820,6212,1831820
701,2116,1832140,6212,1832140
701,2116,1833140,6212,1833140
701,2116,1833690,6212,1833690
701,2116,1834690,6212,1834690
701,2116,1835690,6212,1835690
701,2116,1836690,6212,1836690
702,2124,1837690,6212,1837690
702,2124,1837920,6212,1837920
702,2124,1838730,6212,1838730
702,2124,1839730,6212,1839730
702,2124,1840730,6212,1840730
702,2124,1841730,6212,1841730
702,2124,1842730,6212,1842730
702,2124,1843730,6212,1843730
702,2124,1844730,6212,1844730
703,2132,1845540,6212,1845540
703,2132,1846540,6212,1846540
703,2132,1846540,6212,1846540
703,2132,1847540,6212,1847540
703,2132,1848540,6212,1848540
703,2132,1849540,6212,1849540
703,2132,1850540,6212,1850540
703,2132,1851540,6212,1851540
703,2132,1851540,6212,1851540
703,2132,1852540,6212,1852540
704,2140,1853010,6212,1853010
704,2140,1853480,6212,1853480
704,2140,1854480,6212,1854480
704,2140,1854480,6212,1854480
704,2140,1855290,6212,1855290
704,2140,1855760,6212,1855760
704,2140,1856760,6212,1856760
704,2140,1857760,6212,1857760
704,2140,1858760,6212,1858760
704,2140,1859230,6212,1859230
704,2140,1859780,6212,1859780
704,2140,1859780,6212,1859780
705,2148,1860780,6212,1860780
705,2148,1861780,6212,1861780
705,2148,1862780,6212,1862780
705,2148,1862780,6212,1862780
705,2148,1863780,6212,1863780
705,2148,1864780,6212,1864780
705,2148,1865780,6212,1865780
705,2148,1866590,6212,1866590
706,2156,1867590,6212,1867590
706,2156,1868590,6212,1868590
706,2156,1869060,6212,1869060
706,2156,1869060,6212,1869060
706,2156,1869530,6212,1869530
706,2156,1870530,6212,1870530
706,2156,1871530,6212,1871530
706,2156,1872530,6212,1872530
706,2156,1872530,6212,1872530
707,2164,1873530,6212,1873530
707,2164,1874530,6212,1874530
707,2164,1874530,6212,1874530
707,2164,1875530,6212,1875530
707,2164,1876340,6212,1876340
707,2164,1876500,6212,1876500
707,2164,1876970,6212,1876970
707,2164,1876970,6212,1876970
707,2164,1877970,6212,1877970
707,2164,1878440,6212,1878440
707,2164,1878910,6212,1878910
707,2164,1878910,6212,1878910
707,2164,1879070,6212,1879070
708,2172,1879390,6212,1879390
709,2180,1880390,6212,1880390
709,2180,1881390,6212,1881390
709,2180,1881390,6212,1881390
709,2180,1882390,6212,1882390
709,2180,1883390,6212,1883390
709,2180,1884390,6212,1884390
709,2180,1885390,6212,1885390
709,2180,1886390,6212,1886390
709,2180,1887390,6212,1887390
710,2188,1888200,6212,1888200
710,2188,1888200,6212,1888200
710,2188,1888670,6212,1888670
710,2188,1889670,6212,1889670
710,2188,1890220,6212,1890220
710,2188,1890220,6212,1890220
710,2188,1891030,6212,1891030
710,2188,1891030,6212,1891030
710,2188,1892030,6212,1892030
710,2188,1892840,6212,1892840
710,2188,1893070,6212,1893070
710,2188,1893880,6212,1893880
711,2196,1894880,6212,1894880
711,2196,1895880,6212,1895880
711,2196,1895880,6212,1895880
711,2196,1896880,6212,1896880
711,2196,1897880,6212,1897880
711,2196,1898880,6212,1898880
711,2196,1898880,6212,1898880
711,2196,1899690,6212,1899690
711,2196,1900010,6212,1900010
712,2204,1901010,6212,1901010
712,2204,1901010,6212,1901010
712,2204,1902010,6212,1902010
712,2204,1902480,6212,1902480
712,2204,1902480,6212,1902480
712,2204,1903480,6212,1903480
712,2204,1904480,6212,1904480
712,2204,1904800,6212,1904800
712,2204,1905260,6212,1905260
712,2204,1905260,6212,1905260
712,2204,1906260,6212,1906260
712,2204,1907260,6212,1907260
712,2204,1908260,6212,1908260
712,2204,1909260,6212,1909260
713,2212,1909730,6212,1909730
713,2212,1910730,6212,1910730
713,2212,1911540,6212,1911540
713,2212,1912540,6212,1912540
713,2212,1913540,6212,1913540
713,2212,1914540,6212,1914540
713,2212,1915350,6212,1915350
713,2212,1916350,6212,1916350
714,2220,1917350,6212,1917350
714,2220,1918350,6212,1918350
714,2220,1919350,6212,1919350
714,2220,1920000,6212,1920000
714,2220,1920810,6212,1920810
714,2220,1921280,6212,1921280
714,2220,1922280,6212,1922280
714,2220,1922440,6212,1922440
714,2220,1922440,6212,1922440
714,2220,1923440,6212,1923440
715,2228,1924440,6212,1924440
715,2228,1924910,6212,1924910
715,2228,1925260,6212,1925260
715,2228,1925730,6212,1925730
715,2228,1926730,6212,1926730
715,2228,1927540,6212,1927540
715,2228,1928010,6212,1928010
715,2228,1929010,6212,1929010
715,2228,1929560,6212,1929560
715,2228,1930030,6212,1930030
715,2228,1931030,6212,1931030
716,2236,1932030,6212,1932030
716,2236,1933030,6212,1933030
716,2236,1934030,6212,1934030
716,2236,1935030,6212,1935030
716,2236,1935840,6212,1935840
716,2236,1936170,6212,1936170
716,2236,1936820,6212,1936820
716,2236,1937820,6212,1937820
716,2236,1938630,6212,1938630
716,2236,1938630,6212,1938630
717,2244,1939630,6212,1939630
717,2244,1940630,6212,1940630
717,2244,1940790,6212,1940790
717,2244,1941250,6212,1941250
717,2244,1942250,6212,1942250
717,2244,1943250,6212,1943250
717,2244,1944250,6212,1944250
717,2244,1944570,6212,1944570
717,2244,1944890,6212,1944890
717,2244,1945540,6212,1945540
