ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_nodes,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_gpu_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-total_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-arrived_gpu_milli
1022,4684,3766900,6212,3766900
1022,4684,3767710,6212,3767710
1022,4684,3767870,6212,3767870
1022,4684,3768340,6212,3768340
1022,4684,3768990,6212,3768990
1022,4684,3769460,6212,3769460
1022,4684,3769930,6212,3769930
1022,4684,3770580,6212,3770580
1022,4684,3771230,6212,3771230
1022,4684,3772040,6212,3772040
1022,4684,3772040,6212,3772040
1022,4684,3772690,6212,3772690
1023,4692,3773240,6212,3773240
1023,4692,3773240,6212,3773240
1023,4692,3773890,6212,3773890
1023,4692,3774700,6212,3774700
1023,4692,3775170,6212,3775170
1023,4692,3775640,6212,3775640
1023,4692,3776290,6212,3776290
1023,4692,3776610,6212,3776610
1023,4692,3777080,6212,3777080
1023,4692,3777890,6212,3777890
1023,4692,3778480,6212,3778480
1024,4700,3779130,6212,3779130
1024,4700,3779940,6212,3779940
1024,4700,3779940,6212,3779940
1024,4700,3780750,6212,3780750
1024,4700,3781300,6212,3781300
1024,4700,3781620,6212,3781620
1024,4700,3781840,6212,3781840
1024,4700,3782650,6212,3782650
1024,4700,3782970,6212,3782970
1024,4700,3783440,6212,3783440
1024,4700,3784030,6212,3784030
1024,4700,3784840,6212,3784840
1024,4700,3785650,6212,3785650
1025,4708,3786460,6212,3786460
1025,4708,3786690,6212,3786690
1025,4708,3787010,6212,3787010
1025,4708,3787480,6212,3787480
1025,4708,3788290,6212,3788290
1025,4708,3789100,6212,3789100
1025,4708,3789570,6212,3789570
1025,4708,3790160,6212,3790160
1025,4708,3790970,6212,3790970
1025,4708,3791780,6212,3791780
1025,4708,3792590,6212,3792590
1026,4716,3793400,6212,3793400
1026,4716,3793400,6212,3793400
1026,4716,3794050,6212,3794050
1026,4716,3794370,6212,3794370
1026,4716,3794590,6212,3794590
1026,4716,3795400,6212,3795400
1026,4716,3795400,6212,3795400
1026,4716,3796210,6212,3796210
1026,4716,3796680,6212,3796680
1026,4716,3797490,6212,3797490
1026,4716,3798300,6212,3798300
1026,4716,3799110,6212,3799110
1027,4724,3799920,6212,3799920
1027,4724,3800730,6212,3800730
1027,4724,3801540,6212,3801540
1027,4724,3802350,6212,3802350
1027,4724,3802820,6212,3802820
1027,4724,3803140,6212,3803140
1027,4724,3803950,6212,3803950
1027,4724,3804180,6212,3804180
1027,4724,3804650,6212,3804650
1027,4724,3804970,6212,3804970
1027,4724,3805780,6212,3805780
1027,4724,3806250,6212,3806250
1027,4724,3806720,6212,3806720
1027,4724,3806950,6212,3806950
1027,4724,3806950,6212,3806950
1028,4732,3807760,6212,3807760
1028,4732,3807990,6212,3807990
1028,4732,3808460,6212,3808460
1028,4732,3808930,6212,3808930
1028,4732,3809740,6212,3809740
1028,4732,3810060,6212,3810060
1028,4732,3810060,6212,3810060
1028,4732,3810870,6212,3810870
1028,4732,3811680,6212,3811680
1028,4732,3812140,6212,3812140
1028,4732,3812690,6212,3812690
1028,4732,3813340,6212,3813340
1029,4740,3814150,6212,3814150
1029,4740,3814960,6212,3814960
1029,4740,3815430,6212,3815430
1029,4740,3816080,6212,3816080
1029,4740,3816550,6212,3816550
1029,4740,3817200,6212,3817200
1029,4740,3817850,6212,3817850
1029,4740,3818660,6212,3818660
1029,4740,3818820,6212,3818820
1029,4740,3819050,6212,3819050
1029,4740,3819270,6212,3819270
1029,4740,3819730,6212,3819730
1029,4740,3819730,6212,3819730
1029,4740,3819730,6212,3819730
1029,4740,3819730,6212,3819730
1029,4740,3819890,6212,3819890
1030,4748,3820700,6212,3820700
1030,4748,3821170,6212,3821170
1030,4748,3821980,6212,3821980
1030,4748,3822300,6212,3822300
1030,4748,3822770,6212,3822770
1030,4748,3823240,6212,3823240
1030,4748,3823240,6212,3823240
1030,4748,3823710,6212,3823710
1030,4748,3824300,6212,3824300
1030,4748,3825110,6212,3825110
1030,4748,3825110,6212,3825110
1030,4748,3825270,6212,3825270
1030,4748,3825740,6212,3825740
1030,4748,3826290,6212,3826290
1030,4748,3826520,6212,3826520
1030,4748,3826990,6212,3826990
1030,4748,3827310,6212,3827310
1030,4748,3827780,6212,3827780
1030,4748,3827780,6212,3827780
1030,4748,3828100,6212,3828100
1030,4748,3828320,6212,3828320
1030,4748,3828550,6212,3828550
1031,4756,3829020,6212,3829020
1031,4756,3829490,6212,3829490
1031,4756,3830300,6212,3830300
1031,4756,3831110,6212,3831110
1031,4756,3831430,6212,3831430
1031,4756,3832240,6212,3832240
1031,4756,3832710,6212,3832710
1031,4756,3833180,6212,3833180
1031,4756,3833640,6212,3833640
1031,4756,3834290,6212,3834290
1031,4756,3834290,6212,3834290
1031,4756,3834290,6212,3834290
1031,4756,3835100,6212,3835100
1032,4764,3835910,6212,3835910
1032,4764,3836370,6212,3836370
1032,4764,3836370,6212,3836370
1032,4764,3836370,6212,3836370
1032,4764,3836690,6212,3836690
1032,4764,3837340,6212,3837340
1032,4764,3838150,6212,3838150
1032,4764,3838150,6212,3838150
1032,4764,3838470,6212,3838470
1032,4764,3838930,6212,3838930
1032,4764,3839250,6212,3839250
1032,4764,3839410,6212,3839410
1032,4764,3840220,6212,3840220
1032,4764,3841030,6212,3841030
1032,4764,3841030,6212,3841030
1032,4764,3841840,6212,3841840
1032,4764,3842000,6212,3842000
1032,4764,3842810,6212,3842810
1033,4772,3843620,6212,3843620
1033,4772,3844090,6212,3844090
1033,4772,3844900,6212,3844900
1033,4772,3845710,6212,3845710
1033,4772,3846190,6212,3846190
1033,4772,3847000,6212,3847000
1033,4772,3847000,6212,3847000
1033,4772,3847470,6212,3847470
1033,4772,3848280,6212,3848280
1033,4772,3848750,6212,3848750
1033,4772,3849560,6212,3849560
1033,4772,3850030,6212,3850030
1034,4780,3850500,6212,3850500
1034,4780,3850970,6212,3850970
1034,4780,3851520,6212,3851520
1034,4780,3851990,6212,3851990
1034,4780,3852460,6212,3852460
1034,4780,3853010,6212,3853010
1034,4780,3853820,6212,3853820
1034,4780,3854630,6212,3854630
1034,4780,3855440,6212,3855440
1034,4780,3856250,6212,3856250
1035,4788,3856710,6212,3856710
1035,4788,3857030,6212,3857030
1035,4788,3857140,6212,3857140
1035,4788,3857610,6212,3857610
1035,4788,3858080,6212,3858080
1035,4788,3858080,6212,3858080
1035,4788,3858080,6212,3858080
1035,4788,3858550,6212,3858550
1035,4788,3859100,6212,3859100
1035,4788,3859100,6212,3859100
1035,4788,3859570,6212,3859570
1035,4788,3860380,6212,3860380
1035,4788,3861030,6212,3861030
1035,4788,3861680,6212,3861680
1035,4788,3862150,6212,3862150
1035,4788,3862610,6212,3862610
1035,4788,3862610,6212,3862610
1036,4796,3863420,6212,3863420
1036,4796,3863890,6212,3863890
1036,4796,3863890,6212,3863890
1036,4796,3864210,6212,3864210
1036,4796,3864680,6212,3864680
1036,4796,3865150,6212,3865150
1036,4796,3865630,6212,3865630
1036,4796,3865950,6212,3865950
1036,4796,3866170,6212,3866170
1036,4796,3866490,6212,3866490
1036,4796,3866600,6212,3866600
1036,4796,3866760,6212,3866760
1036,4796,3867230,6212,3867230
1036,4796,3867700,6212,3867700
1036,4796,3868170,6212,3868170
1036,4796,3868980,6212,3868980
1036,4796,3869300,6212,3869300
1036,4796,3869770,6212,3869770
1037,4804,3870240,6212,3870240
1037,4804,3871050,6212,3871050
1037,4804,3871860,6212,3871860
1037,4804,3871860,6212,3871860
1037,4804,3872330,6212,3872330
1037,4804,3872650,6212,3872650
1037,4804,3873300,6212,3873300
1037,4804,3874110,6212,3874110
1037,4804,3874920,6212,3874920
1037,4804,3875730,6212,3875730
1037,4804,3876200,6212,3876200
1037,4804,3876660,6212,3876660
1038,4812,3877470,6212,3877470
1038,4812,3877930,6212,3877930
1038,4812,3877930,6212,3877930
1038,4812,3877930,6212,3877930
1038,4812,3878740,6212,3878740
1038,4812,3879550,6212,3879550
1038,4812,3879550,6212,3879550
1038,4812,3880200,6212,3880200
1038,4812,3880200,6212,3880200
1038,4812,3881010,6212,3881010
1038,4812,3881480,6212,3881480
1038,4812,3882290,6212,3882290
1038,4812,3883100,6212,3883100
1039,4820,3883910,6212,3883910
1039,4820,3884070,6212,3884070
1039,4820,3884390,6212,3884390
1039,4820,3884850,6212,3884850
1039,4820,3885320,6212,3885320
1039,4820,3886130,6212,3886130
1039,4820,3886130,6212,3886130
1039,4820,3886720,6212,3886720
1039,4820,3887530,6212,3887530
1039,4820,3888340,6212,3888340
1039,4820,3888930,6212,3888930
1039,4820,3889150,6212,3889150
1039,4820,3889260,6212,3889260
1039,4820,3889630,6212,3889630
1039,4820,3890440,6212,3890440
1040,4828,3890990,6212,3890990
1040,4828,3891460,6212,3891460
1040,4828,3891930,6212,3891930
1040,4828,3892400,6212,3892400
1040,4828,3892870,6212,3892870
1040,4828,3893520,6212,3893520
1040,4828,3893520,6212,3893520
1040,4828,3893520,6212,3893520
1040,4828,3893520,6212,3893520
1040,4828,3894330,6212,3894330
1040,4828,3894980,6212,3894980
1040,4828,3895790,6212,3895790
1040,4828,3896110,6212,3896110
1040,4828,3896110,6212,3896110
1040,4828,3896760,6212,3896760
1041,4836,3897570,6212,3897570
1041,4836,3898040,6212,3898040
1041,4836,3898270,6212,3898270
1041,4836,3898740,6212,3898740
1041,4836,3898740,6212,3898740
1041,4836,3899550,6212,3899550
1041,4836,3899550,6212,3899550
1041,4836,3899870,6212,3899870
1041,4836,3899870,6212,3899870
1041,4836,3900240,6212,3900240
1041,4836,3900700,6212,3900700
1041,4836,3901350,6212,3901350
1041,4836,3902160,6212,3902160
1041,4836,3902160,6212,3902160
1041,4836,3902160,6212,3902160
1041,4836,3902630,6212,3902630
1041,4836,3903100,6212,3903100
1041,4836,3903750,6212,3903750
1042,4844,3904220,6212,3904220
1042,4844,3904540,6212,3904540
1042,4844,3905350,6212,3905350
1042,4844,3905720,6212,3905720
1042,4844,3906190,6212,3906190
1042,4844,3906660,6212,3906660
1042,4844,3906770,6212,3906770
1042,4844,3907580,6212,3907580
1042,4844,3907800,6212,3907800
1042,4844,3908610,6212,3908610
1042,4844,3908840,6212,3908840
1042,4844,3909000,6212,3909000
1042,4844,3909810,6212,3909810
1042,4844,3909810,6212,3909810
1042,4844,3910280,6212,3910280
1042,4844,3910750,6212,3910750
1043,4852,3911560,6212,3911560
1043,4852,3912030,6212,3912030
1043,4852,3912030,6212,3912030
1043,4852,3912580,6212,3912580
1043,4852,3913230,6212,3913230
1043,4852,3913230,6212,3913230
1043,4852,3913230,6212,3913230
1043,4852,3913700,6212,3913700
1043,4852,3914170,6212,3914170
1043,4852,3914640,6212,3914640
1043,4852,3914960,6212,3914960
1043,4852,3915430,6212,3915430
1043,4852,3915430,6212,3915430
1043,4852,3916080,6212,3916080
1043,4852,3916730,6212,3916730
1044,4860,3917200,6212,3917200
1044,4860,3917520,6212,3917520
1044,4860,3917520,6212,3917520
1044,4860,3917520,6212,3917520
1044,4860,3917990,6212,3917990
1044,4860,3918360,6212,3918360
1044,4860,3918830,6212,3918830
1044,4860,3919640,6212,3919640
1044,4860,3919640,6212,3919640
1044,4860,3919640,6212,3919640
1044,4860,3920290,6212,3920290
1044,4860,3920610,6212,3920610
1044,4860,3921420,6212,3921420
1044,4860,3922230,6212,3922230
1044,4860,3922390,6212,3922390
1044,4860,3922620,6212,3922620
1044,4860,3922620,6212,3922620
1044,4860,3922730,6212,3922730
1044,4860,3923540,6212,3923540
1044,4860,3923860,6212,3923860
1044,4860,3924670,6212,3924670
1044,4860,3924900,6212,3924900
1045,4868,3925220,6212,3925220
1045,4868,3925690,6212,3925690
1045,4868,3926010,6212,3926010
1045,4868,3926010,6212,3926010
1045,4868,3926820,6212,3926820
1045,4868,3927290,6212,3927290
1045,4868,3927760,6212,3927760
1045,4868,3928570,6212,3928570
1045,4868,3928790,6212,3928790
1045,4868,3929260,6212,3929260
1045,4868,3929730,6212,3929730
1045,4868,3930540,6212,3930540
1045,4868,3931350,6212,3931350
1045,4868,3931820,6212,3931820
1046,4876,3932630,6212,3932630
1046,4876,3933440,6212,3933440
1046,4876,3934030,6212,3934030
1046,4876,3934840,6212,3934840
1046,4876,3935650,6212,3935650
1046,4876,3936120,6212,3936120
1046,4876,3936710,6212,3936710
1046,4876,3937520,6212,3937520
1046,4876,3937990,6212,3937990
1047,4884,3938460,6212,3938460
1047,4884,3939010,6212,3939010
1047,4884,3939480,6212,3939480
1047,4884,3939800,6212,3939800
1047,4884,3940270,6212,3940270
1047,4884,3940740,6212,3940740
1047,4884,3941330,6212,3941330
1047,4884,3941650,6212,3941650
1047,4884,3942460,6212,3942460
1047,4884,3942920,6212,3942920
1047,4884,3943240,6212,3943240
1047,4884,3943890,6212,3943890
1047,4884,3944700,6212,3944700
1047,4884,3944700,6212,3944700
1047,4884,3944700,6212,3944700
1047,4884,3944920,6212,3944920
1048,4892,3945730,6212,3945730
1048,4892,3946540,6212,3946540
1048,4892,3947350,6212,3947350
1048,4892,3948160,6212,3948160
1048,4892,3948810,6212,3948810
1048,4892,3949620,6212,3949620
1048,4892,3950430,6212,3950430
1048,4892,3950750,6212,3950750
1048,4892,3951400,6212,3951400
1048,4892,3951860,6212,3951860
1049,4900,3952670,6212,3952670
1049,4900,3953480,6212,3953480
1049,4900,3953800,6212,3953800
1049,4900,3953800,6212,3953800
1049,4900,3954610,6212,3954610
1049,4900,3954770,6212,3954770
1049,4900,3955060,6212,3955060
1049,4900,3955530,6212,3955530
1049,4900,3955760,6212,3955760
1049,4900,3956570,6212,3956570
1049,4900,3957040,6212,3957040
1049,4900,3957510,6212,3957510
1049,4900,3957510,6212,3957510
1049,4900,3957830,6212,3957830
1049,4900,3958150,6212,3958150
1049,4900,3958470,6212,3958470
1049,4900,3959280,6212,3959280
1049,4900,3959280,6212,3959280
1050,4908,3960090,6212,3960090
1050,4908,3960560,6212,3960560
1050,4908,3961370,6212,3961370
1050,4908,3962180,6212,3962180
1050,4908,3962180,6212,3962180
1050,4908,3962400,6212,3962400
1050,4908,3962630,6212,3962630
1050,4908,3962630,6212,3962630
1050,4908,3963100,6212,3963100
1050,4908,3963750,6212,3963750
1050,4908,3964560,6212,3964560
1050,4908,3964830,6212,3964830
1050,4908,3965300,6212,3965300
1050,4908,3966110,6212,3966110
1050,4908,3966580,6212,3966580
1051,4916,3966900,6212,3966900
1051,4916,3967120,6212,3967120
1051,4916,3967930,6212,3967930
1051,4916,3968390,6212,3968390
1051,4916,3969040,6212,3969040
1051,4916,3969590,6212,3969590
1051,4916,3970060,6212,3970060
1051,4916,3970530,6212,3970530
1051,4916,3971340,6212,3971340
1051,4916,3971660,6212,3971660
1051,4916,3972470,6212,3972470
1051,4916,3972470,6212,3972470
1051,4916,3972470,6212,3972470
1051,4916,3973280,6212,3973280
1052,4924,3974090,6212,3974090
1052,4924,3974460,6212,3974460
1052,4924,3975270,6212,3975270
1052,4924,3975590,6212,3975590
1052,4924,3976400,6212,3976400
1052,4924,3976870,6212,3976870
1052,4924,3977340,6212,3977340
1052,4924,3977990,6212,3977990
1052,4924,3977990,6212,3977990
1052,4924,3978220,6212,3978220
1052,4924,3978680,6212,3978680
1052,4924,3979490,6212,3979490
1052,4924,3979950,6212,3979950
1052,4924,3980270,6212,3980270
1053,4932,3981080,6212,3981080
1053,4932,3981540,6212,3981540
1053,4932,3981770,6212,3981770
1053,4932,3982580,6212,3982580
1053,4932,3983040,6212,3983040
1053,4932,3983850,6212,3983850
1053,4932,3984660,6212,3984660
1053,4932,3984980,6212,3984980
1053,4932,3985450,6212,3985450
1053,4932,3986100,6212,3986100
1054,4940,3986910,6212,3986910
1054,4940,3986910,6212,3986910
1054,4940,3987140,6212,3987140
1054,4940,3987300,6212,3987300
1054,4940,3987620,6212,3987620
1054,4940,3987850,6212,3987850
1054,4940,3987850,6212,3987850
1054,4940,3988320,6212,3988320
1054,4940,3988790,6212,3988790
1054,4940,3989600,6212,3989600
1054,4940,3989650,6212,3989650
1054,4940,3990240,6212,3990240
1054,4940,3990560,6212,3990560
1054,4940,3991370,6212,3991370
1054,4940,3991690,6212,3991690
1054,4940,3992160,6212,3992160
1054,4940,3992640,6212,3992640
1054,4940,3993100,6212,3993100
1054,4940,3993420,6212,3993420
1055,4948,3994230,6212,3994230
1055,4948,3994230,6212,3994230
1055,4948,3994690,6212,3994690
1055,4948,3994920,6212,3994920
1055,4948,3994920,6212,3994920
1055,4948,3995240,6212,3995240
1055,4948,3996050,6212,3996050
1055,4948,3996520,6212,3996520
1055,4948,3996740,6212,3996740
1055,4948,3997210,6212,3997210
1055,4948,3997530,6212,3997530
1055,4948,3998000,6212,3998000
1055,4948,3998810,6212,3998810
1055,4948,3999360,6212,3999360
1055,4948,3999580,6212,3999580
1055,4948,3999740,6212,3999740
1055,4948,4000550,6212,4000550
1055,4948,4000550,6212,4000550
1055,4948,4001010,6212,4001010
1056,4956,4001820,6212,4001820
1056,4956,4002630,6212,4002630
1056,4956,4003440,6212,4003440
1056,4956,4004250,6212,4004250
1056,4956,4004470,6212,4004470
1056,4956,4005280,6212,4005280
1056,4956,4005280,6212,4005280
1056,4956,4005750,6212,4005750
1056,4956,4005980,6212,4005980
1056,4956,4006350,6212,4006350
1056,4956,4007000,6212,4007000
1056,4956,4007000,6212,4007000
1056,4956,4007370,6212,4007370
1056,4956,4007840,6212,4007840
1057,4964,4008650,6212,4008650
1057,4964,4009460,6212,4009460
1057,4964,4009930,6212,4009930
1057,4964,4009930,6212,4009930
1057,4964,4010580,6212,4010580
1057,4964,4010580,6212,4010580
1057,4964,4010580,6212,4010580
1057,4964,4010900,6212,4010900
1057,4964,4011220,6212,4011220
1057,4964,4011540,6212,4011540
1057,4964,4012010,6212,4012010
1057,4964,4012480,6212,4012480
1057,4964,4013030,6212,4013030
1057,4964,4013840,6212,4013840
1057,4964,4014650,6212,4014650
1057,4964,4014810,6212,4014810
1058,4972,4015270,6212,4015270
1058,4972,4016080,6212,4016080
1058,4972,4016890,6212,4016890
1058,4972,4017360,6212,4017360
1058,4972,4018170,6212,4018170
1058,4972,4018390,6212,4018390
1058,4972,4019200,6212,4019200
1058,4972,4020010,6212,4020010
1058,4972,4020560,6212,4020560
1058,4972,4020780,6212,4020780
1058,4972,4021590,6212,4021590
1059,4980,4022060,6212,4022060
1059,4980,4022870,6212,4022870
1059,4980,4023340,6212,4023340
1059,4980,4023810,6212,4023810
1059,4980,4024270,6212,4024270
1059,4980,4025080,6212,4025080
1059,4980,4025310,6212,4025310
1059,4980,4025960,6212,4025960
1059,4980,4025960,6212,4025960
1059,4980,4026770,6212,4026770
1059,4980,4027240,6212,4027240
1059,4980,4027350,6212,4027350
1059,4980,4028160,6212,4028160
1059,4980,4028630,6212,4028630
1060,4988,4029440,6212,4029440
1060,4988,4030250,6212,4030250
1060,4988,4031060,6212,4031060
1060,4988,4031870,6212,4031870
1060,4988,4032340,6212,4032340
1060,4988,4033150,6212,4033150
1060,4988,4033620,6212,4033620
1060,4988,4034090,6212,4034090
1060,4988,4034560,6212,4034560
1060,4988,4035210,6212,4035210
1061,4996,4035680,6212,4035680
1061,4996,4036150,6212,4036150
1061,4996,4036960,6212,4036960
1061,4996,4037280,6212,4037280
1061,4996,4037280,6212,4037280
1061,4996,4038090,6212,4038090
1061,4996,4038900,6212,4038900
1061,4996,4039120,6212,4039120
1061,4996,4039770,6212,4039770
1061,4996,4040580,6212,4040580
1061,4996,4040800,6212,4040800
1061,4996,4041390,6212,4041390
1061,4996,4042200,6212,4042200
1062,5004,4043010,6212,4043010
1062,5004,4043480,6212,4043480
1062,5004,4044030,6212,4044030
1062,5004,4044840,6212,4044840
1062,5004,4045650,6212,4045650
1062,5004,4046460,6212,4046460
1062,5004,4046930,6212,4046930
1062,5004,4047250,6212,4047250
1062,5004,4048060,6212,4048060
1062,5004,4048530,6212,4048530
1062,5004,4048850,6212,4048850
1062,5004,4049010,6212,4049010
1062,5004,4049480,6212,4049480
1063,5012,4050290,6212,4050290
1063,5012,4050610,6212,4050610
1063,5012,4050610,6212,4050610
1063,5012,4051420,6212,4051420
1063,5012,4052230,6212,4052230
1063,5012,4052700,6212,4052700
1063,5012,4053510,6212,4053510
1063,5012,4053510,6212,4053510
1063,5012,4054160,6212,4054160
1063,5012,4054270,6212,4054270
1063,5012,4054270,6212,4054270
1063,5012,4054500,6212,4054500
1063,5012,4055310,6212,4055310
1063,5012,4056120,6212,4056120
1063,5012,4056580,6212,4056580
1064,5020,4057390,6212,4057390
1064,5020,4057710,6212,4057710
1064,5020,4058030,6212,4058030
1064,5020,4058260,6212,4058260
1064,5020,4059070,6212,4059070
1064,5020,4059720,6212,4059720
1064,5020,4060190,6212,4060190
1064,5020,4060840,6212,4060840
1064,5020,4061650,6212,4061650
1064,5020,4062120,6212,4062120
1064,5020,4062930,6212,4062930
1065,5028,4063400,6212,4063400
1065,5028,4063720,6212,4063720
1065,5028,4064040,6212,4064040
1065,5028,4064850,6212,4064850
1065,5028,4065320,6212,4065320
1065,5028,4065790,6212,4065790
1065,5028,4065950,6212,4065950
1065,5028,4066760,6212,4066760
1065,5028,4067230,6212,4067230
1065,5028,4067550,6212,4067550
1065,5028,4068360,6212,4068360
1065,5028,4068590,6212,4068590
1065,5028,4069060,6212,4069060
1065,5028,4069380,6212,4069380
1065,5028,4069610,6212,4069610
1065,5028,4069830,6212,4069830
1065,5028,4070640,6212,4070640
1065,5028,4071450,6212,4071450
1066,5036,4071920,6212,4071920
1066,5036,4071920,6212,4071920
1066,5036,4072390,6212,4072390
1066,5036,4073200,6212,4073200
1066,5036,4074010,6212,4074010
1066,5036,4074230,6212,4074230
1066,5036,4075040,6212,4075040
1066,5036,4075370,6212,4075370
1066,5036,4075370,6212,4075370
1066,5036,4076180,6212,4076180
1066,5036,4076650,6212,4076650
1066,5036,4077460,6212,4077460
1066,5036,4077690,6212,4077690
1066,5036,4077690,6212,4077690
1066,5036,4077920,6212,4077920
1066,5036,4078240,6212,4078240
1066,5036,4078240,6212,4078240
1067,5044,4078470,6212,4078470
1067,5044,4078790,6212,4078790
1067,5044,4078790,6212,4078790
1067,5044,4079160,6212,4079160
1067,5044,4079970,6212,4079970
1067,5044,4080440,6212,4080440
1067,5044,4080910,6212,4080910
1067,5044,4081560,6212,4081560
1067,5044,4081880,6212,4081880
1067,5044,4082200,6212,4082200
1067,5044,4083010,6212,4083010
1067,5044,4083010,6212,4083010
1067,5044,4083480,6212,4083480
1067,5044,4083480,6212,4083480
1067,5044,4083480,6212,4083480
1067,5044,4084290,6212,4084290
1067,5044,4084290,6212,4084290
1067,5044,4085100,6212,4085100
1068,5052,4085420,6212,4085420
1068,5052,4086230,6212,4086230
1068,5052,4086230,6212,4086230
1068,5052,4086550,6212,4086550
1068,5052,4086870,6212,4086870
1068,5052,4087340,6212,4087340
1068,5052,4087340,6212,4087340
1068,5052,4087660,6212,4087660
1068,5052,4088130,6212,4088130
1068,5052,4088940,6212,4088940
1068,5052,4089410,6212,4089410
1068,5052,4089730,6212,4089730
1068,5052,4090050,6212,4090050
1068,5052,4090860,6212,4090860
1068,5052,4091670,6212,4091670
1068,5052,4091990,6212,4091990
1069,5060,4092800,6212,4092800
1069,5060,4093120,6212,4093120
1069,5060,4093930,6212,4093930
1069,5060,4093930,6212,4093930
1069,5060,4094300,6212,4094300
1069,5060,4094300,6212,4094300
1069,5060,4094890,6212,4094890
1069,5060,4095360,6212,4095360
1069,5060,4096010,6212,4096010
1069,5060,4096240,6212,4096240
1069,5060,4096710,6212,4096710
1069,5060,4097180,6212,4097180
1069,5060,4097410,6212,4097410
1069,5060,4098060,6212,4098060
1069,5060,4098870,6212,4098870
1070,5068,4099680,6212,4099680
1070,5068,4099910,6212,4099910
1070,5068,4100370,6212,4100370
1070,5068,4100840,6212,4100840
1070,5068,4101650,6212,4101650
1070,5068,4101970,6212,4101970
1070,5068,4102780,6212,4102780
1070,5068,4103590,6212,4103590
1070,5068,4104400,6212,4104400
1070,5068,4104720,6212,4104720
1070,5068,4104770,6212,4104770
1070,5068,4105090,6212,4105090
1070,5068,4105560,6212,4105560
1071,5076,4106150,6212,4106150
1071,5076,4106150,6212,4106150
1071,5076,4106960,6212,4106960
1071,5076,4107430,6212,4107430
1071,5076,4107900,6212,4107900
1071,5076,4108370,6212,4108370
1071,5076,4108840,6212,4108840
1071,5076,4109300,6212,4109300
1071,5076,4109770,6212,4109770
1071,5076,4109930,6212,4109930
1071,5076,4110740,6212,4110740
1071,5076,4111550,6212,4111550
1071,5076,4112020,6212,4112020
1071,5076,4112830,6212,4112830
1072,5084,4113640,6212,4113640
1072,5084,4114100,6212,4114100
1072,5084,4114100,6212,4114100
1072,5084,4114910,6212,4114910
1072,5084,4115380,6212,4115380
1072,5084,4115850,6212,4115850
1072,5084,4116500,6212,4116500
1072,5084,4117310,6212,4117310
1072,5084,4117780,6212,4117780
1072,5084,4118250,6212,4118250
1072,5084,4118720,6212,4118720
1072,5084,4119190,6212,4119190
1072,5084,4119560,6212,4119560
1073,5092,4120150,6212,4120150
1073,5092,4120150,6212,4120150
1073,5092,4120470,6212,4120470
1073,5092,4120470,6212,4120470
1073,5092,4121120,6212,4121120
1073,5092,4121470,6212,4121470
1073,5092,4121470,6212,4121470
1073,5092,4121940,6212,4121940
1073,5092,4122410,6212,4122410
1073,5092,4122410,6212,4122410
1073,5092,4123060,6212,4123060
1073,5092,4123530,6212,4123530
1073,5092,4124000,6212,4124000
1073,5092,4124000,6212,4124000
1073,5092,4124810,6212,4124810
1073,5092,4125460,6212,4125460
1073,5092,4125920,6212,4125920
1073,5092,4126240,6212,4126240
1073,5092,4126470,6212,4126470
1073,5092,4126470,6212,4126470
1073,5092,4126690,6212,4126690
1073,5092,4127500,6212,4127500
1073,5092,4127500,6212,4127500
1074,5100,4128310,6212,4128310
1074,5100,4128780,6212,4128780
1074,5100,4129590,6212,4129590
1074,5100,4130240,6212,4130240
1074,5100,4130610,6212,4130610
1074,5100,4131420,6212,4131420
1074,5100,4131640,6212,4131640
1074,5100,4132450,6212,4132450
1074,5100,4132920,6212,4132920
1074,5100,4132920,6212,4132920
1074,5100,4133390,6212,4133390
1074,5100,4133850,6212,4133850
1074,5100,4134170,6212,4134170
1074,5100,4134980,6212,4134980
1075,5108,4135790,6212,4135790
1075,5108,4136260,6212,4136260
1075,5108,4136810,6212,4136810
1075,5108,4137620,6212,4137620
1075,5108,4137940,6212,4137940
1075,5108,4138750,6212,4138750
1075,5108,4139560,6212,4139560
1075,5108,4139880,6212,4139880
1075,5108,4140350,6212,4140350
1075,5108,4141160,6212,4141160
1075,5108,4141530,6212,4141530
1076,5116,4142000,6212,4142000
1076,5116,4142470,6212,4142470
1076,5116,4142690,6212,4142690
1076,5116,4143500,6212,4143500
1076,5116,4143820,6212,4143820
1076,5116,4144470,6212,4144470
1076,5116,4144690,6212,4144690
1076,5116,4145500,6212,4145500
1076,5116,4145970,6212,4145970
1076,5116,4146440,6212,4146440
1076,5116,4147250,6212,4147250
1076,5116,4148060,6212,4148060
1076,5116,4148380,6212,4148380
