ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_nodes,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_gpu_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-total_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-arrived_gpu_milli
795,2868,2203090,6212,2203090
795,2868,2203090,6212,2203090
795,2868,2203560,6212,2203560
795,2868,2204370,6212,2204370
795,2868,2204830,6212,2204830
796,2876,2205640,6212,2205640
796,2876,2205870,6212,2205870
796,2876,2205870,6212,2205870
796,2876,2206340,6212,2206340
796,2876,2206810,6212,2206810
796,2876,2207040,6212,2207040
796,2876,2207270,6212,2207270
796,2876,2207730,6212,2207730
796,2876,2208540,6212,2208540
796,2876,2209350,6212,2209350
796,2876,2210160,6212,2210160
796,2876,2210970,6212,2210970
796,2876,2211440,6212,2211440
797,2884,2212250,6212,2212250
797,2884,2213060,6212,2213060
797,2884,2213060,6212,2213060
797,2884,2213060,6212,2213060
797,2884,2213530,6212,2213530
797,2884,2214000,6212,2214000
797,2884,2214810,6212,2214810
797,2884,2215460,6212,2215460
797,2884,2215930,6212,2215930
797,2884,2216740,6212,2216740
797,2884,2217550,6212,2217550
797,2884,2217550,6212,2217550
798,2892,2218360,6212,2218360
798,2892,2218830,6212,2218830
798,2892,2219640,6212,2219640
798,2892,2220450,6212,2220450
798,2892,2220450,6212,2220450
798,2892,2220920,6212,2220920
798,2892,2220920,6212,2220920
798,2892,2221510,6212,2221510
798,2892,2221830,6212,2221830
798,2892,2222420,6212,2222420
798,2892,2223070,6212,2223070
798,2892,2223390,6212,2223390
798,2892,2224200,6212,2224200
799,2900,2225010,6212,2225010
799,2900,2225330,6212,2225330
799,2900,2226140,6212,2226140
799,2900,2226300,6212,2226300
799,2900,2227110,6212,2227110
799,2900,2227330,6212,2227330
799,2900,2228140,6212,2228140
799,2900,2228140,6212,2228140
799,2900,2228460,6212,2228460
799,2900,2229270,6212,2229270
799,2900,2229740,6212,2229740
799,2900,2230210,6212,2230210
799,2900,2230370,6212,2230370
799,2900,2230370,6212,2230370
799,2900,2230690,6212,2230690
799,2900,2231160,6212,2231160
799,2900,2231970,6212,2231970
799,2900,2232780,6212,2232780
800,2908,2233430,6212,2233430
800,2908,2233750,6212,2233750
800,2908,2234220,6212,2234220
800,2908,2234220,6212,2234220
800,2908,2234810,6212,2234810
800,2908,2235280,6212,2235280
800,2908,2236090,6212,2236090
800,2908,2236090,6212,2236090
800,2908,2236900,6212,2236900
800,2908,2237370,6212,2237370
800,2908,2237840,6212,2237840
800,2908,2238310,6212,2238310
800,2908,2238780,6212,2238780
800,2908,2239370,6212,2239370
801,2916,2240180,6212,2240180
801,2916,2240180,6212,2240180
801,2916,2240830,6212,2240830
801,2916,2241640,6212,2241640
801,2916,2241640,6212,2241640
801,2916,2241640,6212,2241640
801,2916,2242110,6212,2242110
801,2916,2242580,6212,2242580
801,2916,2243170,6212,2243170
801,2916,2243720,6212,2243720
801,2916,2243720,6212,2243720
801,2916,2243940,6212,2243940
801,2916,2244310,6212,2244310
801,2916,2244780,6212,2244780
801,2916,2244780,6212,2244780
801,2916,2245010,6212,2245010
801,2916,2245820,6212,2245820
801,2916,2245820,6212,2245820
801,2916,2246290,6212,2246290
802,2924,2247100,6212,2247100
802,2924,2247100,6212,2247100
802,2924,2247910,6212,2247910
802,2924,2248560,6212,2248560
802,2924,2249370,6212,2249370
802,2924,2249690,6212,2249690
802,2924,2250340,6212,2250340
802,2924,2251150,6212,2251150
802,2924,2251960,6212,2251960
802,2924,2252280,6212,2252280
802,2924,2253090,6212,2253090
803,2932,2253900,6212,2253900
803,2932,2254710,6212,2254710
803,2932,2255170,6212,2255170
803,2932,2255170,6212,2255170
803,2932,2255980,6212,2255980
803,2932,2256790,6212,2256790
803,2932,2256790,6212,2256790
803,2932,2257600,6212,2257600
803,2932,2257600,6212,2257600
803,2932,2258190,6212,2258190
803,2932,2258510,6212,2258510
803,2932,2258510,6212,2258510
803,2932,2259320,6212,2259320
804,2940,2260130,6212,2260130
804,2940,2260680,6212,2260680
804,2940,2261490,6212,2261490
804,2940,2261960,6212,2261960
804,2940,2262280,6212,2262280
804,2940,2263090,6212,2263090
804,2940,2263310,6212,2263310
804,2940,2263780,6212,2263780
804,2940,2264250,6212,2264250
804,2940,2265060,6212,2265060
804,2940,2265610,6212,2265610
804,2940,2265840,6212,2265840
804,2940,2266390,6212,2266390
804,2940,2266390,6212,2266390
804,2940,2266740,6212,2266740
804,2940,2266740,6212,2266740
805,2948,2267210,6212,2267210
805,2948,2267530,6212,2267530
805,2948,2268340,6212,2268340
805,2948,2268810,6212,2268810
805,2948,2268810,6212,2268810
805,2948,2269290,6212,2269290
805,2948,2269770,6212,2269770
805,2948,2270240,6212,2270240
805,2948,2270240,6212,2270240
805,2948,2270240,6212,2270240
805,2948,2270560,6212,2270560
805,2948,2271020,6212,2271020
805,2948,2271490,6212,2271490
805,2948,2272300,6212,2272300
805,2948,2272770,6212,2272770
805,2948,2273240,6212,2273240
805,2948,2274050,6212,2274050
805,2948,2274210,6212,2274210
805,2948,2274580,6212,2274580
806,2956,2275390,6212,2275390
806,2956,2275860,6212,2275860
806,2956,2276450,6212,2276450
806,2956,2276770,6212,2276770
806,2956,2277580,6212,2277580
806,2956,2278050,6212,2278050
806,2956,2278520,6212,2278520
806,2956,2278520,6212,2278520
806,2956,2279330,6212,2279330
806,2956,2279980,6212,2279980
806,2956,2280790,6212,2280790
806,2956,2281260,6212,2281260
807,2964,2281730,6212,2281730
807,2964,2282540,6212,2282540
807,2964,2283190,6212,2283190
807,2964,2283510,6212,2283510
807,2964,2283980,6212,2283980
807,2964,2284630,6212,2284630
807,2964,2285440,6212,2285440
807,2964,2286090,6212,2286090
807,2964,2286560,6212,2286560
807,2964,2287030,6212,2287030
807,2964,2287840,6212,2287840
807,2964,2288160,6212,2288160
808,2972,2288970,6212,2288970
808,2972,2289440,6212,2289440
808,2972,2289910,6212,2289910
808,2972,2290380,6212,2290380
808,2972,2291190,6212,2291190
808,2972,2292000,6212,2292000
808,2972,2292470,6212,2292470
808,2972,2292470,6212,2292470
808,2972,2293280,6212,2293280
808,2972,2293870,6212,2293870
808,2972,2294340,6212,2294340
809,2980,2295150,6212,2295150
809,2980,2295620,6212,2295620
809,2980,2295620,6212,2295620
809,2980,2296090,6212,2296090
809,2980,2296090,6212,2296090
809,2980,2296560,6212,2296560
809,2980,2297370,6212,2297370
809,2980,2297830,6212,2297830
809,2980,2298640,6212,2298640
809,2980,2299010,6212,2299010
809,2980,2299010,6212,2299010
809,2980,2299820,6212,2299820
809,2980,2300470,6212,2300470
809,2980,2301120,6212,2301120
809,2980,2301590,6212,2301590
810,2988,2302400,6212,2302400
810,2988,2303210,6212,2303210
810,2988,2303530,6212,2303530
810,2988,2303530,6212,2303530
810,2988,2304340,6212,2304340
810,2988,2304560,6212,2304560
810,2988,2304880,6212,2304880
810,2988,2305690,6212,2305690
810,2988,2306500,6212,2306500
810,2988,2306730,6212,2306730
810,2988,2306730,6212,2306730
810,2988,2307190,6212,2307190
810,2988,2307660,6212,2307660
810,2988,2307980,6212,2307980
810,2988,2308790,6212,2308790
810,2988,2309110,6212,2309110
810,2988,2309480,6212,2309480
811,2996,2309950,6212,2309950
811,2996,2310270,6212,2310270
811,2996,2311080,6212,2311080
811,2996,2311310,6212,2311310
811,2996,2311630,6212,2311630
811,2996,2311630,6212,2311630
811,2996,2311950,6212,2311950
811,2996,2312760,6212,2312760
811,2996,2312760,6212,2312760
811,2996,2313230,6212,2313230
811,2996,2313230,6212,2313230
811,2996,2314040,6212,2314040
811,2996,2314850,6212,2314850
811,2996,2315170,6212,2315170
811,2996,2315820,6212,2315820
811,2996,2316140,6212,2316140
811,2996,2316610,6212,2316610
812,3004,2317420,6212,2317420
812,3004,2317740,6212,2317740
812,3004,2318550,6212,2318550
812,3004,2318780,6212,2318780
812,3004,2319590,6212,2319590
812,3004,2319750,6212,2319750
812,3004,2320220,6212,2320220
812,3004,2320540,6212,2320540
812,3004,2320860,6212,2320860
812,3004,2320860,6212,2320860
812,3004,2321340,6212,2321340
812,3004,2321810,6212,2321810
812,3004,2322140,6212,2322140
812,3004,2322140,6212,2322140
812,3004,2322460,6212,2322460
812,3004,2322780,6212,2322780
812,3004,2323150,6212,2323150
812,3004,2323620,6212,2323620
812,3004,2323840,6212,2323840
813,3012,2324650,6212,2324650
813,3012,2325460,6212,2325460
813,3012,2326270,6212,2326270
813,3012,2326590,6212,2326590
813,3012,2326960,6212,2326960
813,3012,2326960,6212,2326960
813,3012,2327430,6212,2327430
813,3012,2327430,6212,2327430
813,3012,2327650,6212,2327650
813,3012,2328120,6212,2328120
813,3012,2328340,6212,2328340
813,3012,2328340,6212,2328340
813,3012,2329150,6212,2329150
813,3012,2329470,6212,2329470
813,3012,2330280,6212,2330280
814,3020,2331090,6212,2331090
814,3020,2331560,6212,2331560
814,3020,2332020,6212,2332020
814,3020,2332490,6212,2332490
814,3020,2332710,6212,2332710
814,3020,2333520,6212,2333520
814,3020,2334170,6212,2334170
814,3020,2334630,6212,2334630
814,3020,2335440,6212,2335440
814,3020,2335440,6212,2335440
814,3020,2335910,6212,2335910
814,3020,2336140,6212,2336140
814,3020,2336950,6212,2336950
814,3020,2337270,6212,2337270
815,3028,2338080,6212,2338080
815,3028,2338550,6212,2338550
815,3028,2338870,6212,2338870
815,3028,2339680,6212,2339680
815,3028,2340150,6212,2340150
815,3028,2340150,6212,2340150
815,3028,2340800,6212,2340800
815,3028,2341120,6212,2341120
815,3028,2341440,6212,2341440
815,3028,2341760,6212,2341760
815,3028,2341760,6212,2341760
815,3028,2342230,6212,2342230
815,3028,2343040,6212,2343040
815,3028,2343360,6212,2343360
815,3028,2343830,6212,2343830
815,3028,2344150,6212,2344150
815,3028,2344370,6212,2344370
816,3036,2345020,6212,2345020
816,3036,2345830,6212,2345830
816,3036,2346380,6212,2346380
816,3036,2346380,6212,2346380
816,3036,2347190,6212,2347190
816,3036,2348000,6212,2348000
816,3036,2348550,6212,2348550
816,3036,2349020,6212,2349020
816,3036,2349570,6212,2349570
816,3036,2350040,6212,2350040
817,3044,2350510,6212,2350510
817,3044,2350980,6212,2350980
817,3044,2351450,6212,2351450
817,3044,2352260,6212,2352260
817,3044,2352910,6212,2352910
817,3044,2353070,6212,2353070
817,3044,2353720,6212,2353720
817,3044,2354530,6212,2354530
817,3044,2354690,6212,2354690
817,3044,2355160,6212,2355160
817,3044,2355620,6212,2355620
817,3044,2356430,6212,2356430
817,3044,2356430,6212,2356430
817,3044,2356540,6212,2356540
817,3044,2357010,6212,2357010
817,3044,2357330,6212,2357330
818,3052,2358140,6212,2358140
818,3052,2358730,6212,2358730
818,3052,2359190,6212,2359190
818,3052,2359840,6212,2359840
818,3052,2360650,6212,2360650
818,3052,2361020,6212,2361020
818,3052,2361830,6212,2361830
818,3052,2362300,6212,2362300
818,3052,2362770,6212,2362770
818,3052,2362770,6212,2362770
818,3052,2363580,6212,2363580
818,3052,2364050,6212,2364050
819,3060,2364640,6212,2364640
819,3060,2365190,6212,2365190
819,3060,2365510,6212,2365510
819,3060,2365510,6212,2365510
819,3060,2366320,6212,2366320
819,3060,2366970,6212,2366970
819,3060,2367520,6212,2367520
819,3060,2367980,6212,2367980
819,3060,2368790,6212,2368790
819,3060,2368790,6212,2368790
819,3060,2369440,6212,2369440
820,3068,2370250,6212,2370250
820,3068,2370720,6212,2370720
820,3068,2370720,6212,2370720
820,3068,2371190,6212,2371190
820,3068,2371510,6212,2371510
820,3068,2371510,6212,2371510
820,3068,2371510,6212,2371510
820,3068,2372320,6212,2372320
820,3068,2373130,6212,2373130
820,3068,2373600,6212,2373600
820,3068,2373600,6212,2373600
820,3068,2374060,6212,2374060
820,3068,2374870,6212,2374870
820,3068,2375340,6212,2375340
820,3068,2375810,6212,2375810
820,3068,2376620,6212,2376620
821,3076,2377430,6212,2377430
821,3076,2377890,6212,2377890
821,3076,2377890,6212,2377890
821,3076,2378700,6212,2378700
821,3076,2379160,6212,2379160
821,3076,2379390,6212,2379390
821,3076,2379850,6212,2379850
821,3076,2380310,6212,2380310
821,3076,2381120,6212,2381120
821,3076,2381590,6212,2381590
821,3076,2382060,6212,2382060
821,3076,2382530,6212,2382530
821,3076,2382530,6212,2382530
821,3076,2383340,6212,2383340
821,3076,2383800,6212,2383800
821,3076,2383800,6212,2383800
822,3084,2384450,6212,2384450
822,3084,2385260,6212,2385260
822,3084,2386070,6212,2386070
822,3084,2386880,6212,2386880
822,3084,2387350,6212,2387350
822,3084,2387940,6212,2387940
822,3084,2388750,6212,2388750
822,3084,2389220,6212,2389220
822,3084,2389700,6212,2389700
822,3084,2390170,6212,2390170
822,3084,2390170,6212,2390170
823,3092,2390980,6212,2390980
823,3092,2391450,6212,2391450
823,3092,2391500,6212,2391500
823,3092,2392310,6212,2392310
823,3092,2393120,6212,2393120
823,3092,2393120,6212,2393120
823,3092,2393120,6212,2393120
823,3092,2393440,6212,2393440
823,3092,2394250,6212,2394250
823,3092,2394250,6212,2394250
823,3092,2394720,6212,2394720
823,3092,2395530,6212,2395530
823,3092,2396340,6212,2396340
823,3092,2396810,6212,2396810
823,3092,2397620,6212,2397620
824,3100,2398430,6212,2398430
824,3100,2398430,6212,2398430
824,3100,2399240,6212,2399240
824,3100,2399710,6212,2399710
824,3100,2399710,6212,2399710
824,3100,2400030,6212,2400030
824,3100,2400840,6212,2400840
824,3100,2401310,6212,2401310
824,3100,2402120,6212,2402120
824,3100,2402120,6212,2402120
824,3100,2402120,6212,2402120
824,3100,2402770,6212,2402770
824,3100,2403000,6212,2403000
824,3100,2403810,6212,2403810
824,3100,2403810,6212,2403810
824,3100,2404040,6212,2404040
824,3100,2404270,6212,2404270
824,3100,2405080,6212,2405080
824,3100,2405310,6212,2405310
825,3108,2406120,6212,2406120
825,3108,2406340,6212,2406340
825,3108,2406810,6212,2406810
825,3108,2407460,6212,2407460
825,3108,2408110,6212,2408110
825,3108,2408430,6212,2408430
825,3108,2408900,6212,2408900
825,3108,2409710,6212,2409710
825,3108,2409940,6212,2409940
825,3108,2410750,6212,2410750
825,3108,2411560,6212,2411560
825,3108,2412030,6212,2412030
825,3108,2412350,6212,2412350
825,3108,2412580,6212,2412580
825,3108,2413050,6212,2413050
825,3108,2413280,6212,2413280
826,3116,2413740,6212,2413740
826,3116,2414330,6212,2414330
826,3116,2415140,6212,2415140
826,3116,2415950,6212,2415950
826,3116,2416420,6212,2416420
826,3116,2416420,6212,2416420
826,3116,2416890,6212,2416890
826,3116,2417000,6212,2417000
826,3116,2417320,6212,2417320
826,3116,2417550,6212,2417550
826,3116,2417780,6212,2417780
826,3116,2418590,6212,2418590
826,3116,2419060,6212,2419060
826,3116,2419710,6212,2419710
826,3116,2420520,6212,2420520
826,3116,2420520,6212,2420520
827,3124,2421170,6212,2421170
827,3124,2421640,6212,2421640
827,3124,2421640,6212,2421640
827,3124,2421640,6212,2421640
827,3124,2421860,6212,2421860
827,3124,2421860,6212,2421860
827,3124,2422080,6212,2422080
827,3124,2422550,6212,2422550
827,3124,2422550,6212,2422550
827,3124,2423360,6212,2423360
827,3124,2423580,6212,2423580
827,3124,2423900,6212,2423900
827,3124,2424550,6212,2424550
827,3124,2424870,6212,2424870
827,3124,2425340,6212,2425340
827,3124,2425930,6212,2425930
827,3124,2426390,6212,2426390
827,3124,2426610,6212,2426610
827,3124,2427080,6212,2427080
827,3124,2427080,6212,2427080
827,3124,2427080,6212,2427080
827,3124,2427450,6212,2427450
828,3132,2427920,6212,2427920
828,3132,2428730,6212,2428730
828,3132,2429190,6212,2429190
828,3132,2429660,6212,2429660
828,3132,2430130,6212,2430130
828,3132,2430130,6212,2430130
828,3132,2430610,6212,2430610
828,3132,2430930,6212,2430930
828,3132,2431740,6212,2431740
828,3132,2432210,6212,2432210
828,3132,2433020,6212,2433020
828,3132,2433830,6212,2433830
828,3132,2434480,6212,2434480
829,3140,2435290,6212,2435290
829,3140,2435290,6212,2435290
829,3140,2436100,6212,2436100
829,3140,2436420,6212,2436420
829,3140,2436740,6212,2436740
829,3140,2437550,6212,2437550
829,3140,2438020,6212,2438020
829,3140,2438020,6212,2438020
829,3140,2438830,6212,2438830
829,3140,2439060,6212,2439060
829,3140,2439530,6212,2439530
829,3140,2439850,6212,2439850
829,3140,2440660,6212,2440660
829,3140,2441130,6212,2441130
829,3140,2441600,6212,2441600
830,3148,2442410,6212,2442410
830,3148,2442520,6212,2442520
830,3148,2442990,6212,2442990
830,3148,2443800,6212,2443800
830,3148,2444120,6212,2444120
830,3148,2444590,6212,2444590
830,3148,2445400,6212,2445400
830,3148,2445400,6212,2445400
830,3148,2445400,6212,2445400
830,3148,2446210,6212,2446210
830,3148,2446680,6212,2446680
830,3148,2447000,6212,2447000
830,3148,2447810,6212,2447810
830,3148,2448620,6212,2448620
831,3156,2448940,6212,2448940
831,3156,2448940,6212,2448940
831,3156,2449160,6212,2449160
831,3156,2449970,6212,2449970
831,3156,2450780,6212,2450780
831,3156,2451010,6212,2451010
831,3156,2451480,6212,2451480
831,3156,2452290,6212,2452290
831,3156,2453100,6212,2453100
831,3156,2453750,6212,2453750
831,3156,2453970,6212,2453970
831,3156,2454780,6212,2454780
831,3156,2455250,6212,2455250
832,3164,2456060,6212,2456060
832,3164,2456530,6212,2456530
832,3164,2456850,6212,2456850
832,3164,2457310,6212,2457310
832,3164,2457780,6212,2457780
832,3164,2457780,6212,2457780
832,3164,2458250,6212,2458250
832,3164,2458900,6212,2458900
832,3164,2459710,6212,2459710
832,3164,2460180,6212,2460180
832,3164,2460990,6212,2460990
832,3164,2461800,6212,2461800
833,3172,2462610,6212,2462610
833,3172,2462940,6212,2462940
833,3172,2463750,6212,2463750
833,3172,2463910,6212,2463910
833,3172,2464380,6212,2464380
833,3172,2464380,6212,2464380
833,3172,2464850,6212,2464850
833,3172,2464850,6212,2464850
833,3172,2465320,6212,2465320
833,3172,2465640,6212,2465640
833,3172,2466110,6212,2466110
833,3172,2466340,6212,2466340
833,3172,2467150,6212,2467150
833,3172,2467620,6212,2467620
833,3172,2468080,6212,2468080
833,3172,2468310,6212,2468310
833,3172,2468960,6212,2468960
834,3180,2469770,6212,2469770
834,3180,2469770,6212,2469770
834,3180,2470420,6212,2470420
834,3180,2470970,6212,2470970
834,3180,2471290,6212,2471290
834,3180,2471760,6212,2471760
834,3180,2471760,6212,2471760
834,3180,2472080,6212,2472080
834,3180,2472890,6212,2472890
834,3180,2473050,6212,2473050
834,3180,2473520,6212,2473520
834,3180,2473990,6212,2473990
834,3180,2474310,6212,2474310
834,3180,2474780,6212,2474780
834,3180,2475100,6212,2475100
834,3180,2475910,6212,2475910
834,3180,2476720,6212,2476720
835,3188,2477180,6212,2477180
835,3188,2477500,6212,2477500
835,3188,2477820,6212,2477820
835,3188,2478470,6212,2478470
835,3188,2479280,6212,2479280
835,3188,2479750,6212,2479750
835,3188,2480560,6212,2480560
835,3188,2480560,6212,2480560
835,3188,2480560,6212,2480560
835,3188,2481370,6212,2481370
835,3188,2481690,6212,2481690
835,3188,2481690,6212,2481690
835,3188,2482160,6212,2482160
835,3188,2482160,6212,2482160
835,3188,2482160,6212,2482160
835,3188,2482480,6212,2482480
835,3188,2482480,6212,2482480
835,3188,2482700,6212,2482700
835,3188,2482860,6212,2482860
835,3188,2483510,6212,2483510
835,3188,2483980,6212,2483980
835,3188,2484450,6212,2484450
836,3196,2485260,6212,2485260
836,3196,2485730,6212,2485730
836,3196,2486050,6212,2486050
836,3196,2486860,6212,2486860
836,3196,2487330,6212,2487330
836,3196,2487650,6212,2487650
836,3196,2488460,6212,2488460
836,3196,2489270,6212,2489270
836,3196,2490080,6212,2490080
836,3196,2490400,6212,2490400
836,3196,2490560,6212,2490560
836,3196,2490930,6212,2490930
837,3204,2491250,6212,2491250
837,3204,2491480,6212,2491480
837,3204,2492290,6212,2492290
837,3204,2492610,6212,2492610
837,3204,2492930,6212,2492930
837,3204,2493740,6212,2493740
837,3204,2494550,6212,2494550
837,3204,2494550,6212,2494550
837,3204,2494870,6212,2494870
837,3204,2495680,6212,2495680
837,3204,2495840,6212,2495840
837,3204,2495840,6212,2495840
837,3204,2496490,6212,2496490
837,3204,2497300,6212,2497300
837,3204,2497850,6212,2497850
837,3204,2498070,6212,2498070
837,3204,2498070,6212,2498070
838,3212,2498540,6212,2498540
838,3212,2498540,6212,2498540
838,3212,2498540,6212,2498540
838,3212,2499010,6212,2499010
838,3212,2499470,6212,2499470
838,3212,2499940,6212,2499940
838,3212,2500590,6212,2500590
838,3212,2501240,6212,2501240
838,3212,2501890,6212,2501890
838,3212,2502350,6212,2502350
838,3212,2503160,6212,2503160
838,3212,2503970,6212,2503970
838,3212,2503970,6212,2503970
838,3212,2504290,6212,2504290
838,3212,2504290,6212,2504290
838,3212,2504610,6212,2504610
839,3220,2505420,6212,2505420
839,3220,2505740,6212,2505740
839,3220,2506550,6212,2506550
839,3220,2506870,6212,2506870
839,3220,2507340,6212,2507340
839,3220,2507570,6212,2507570
839,3220,2508380,6212,2508380
839,3220,2508700,6212,2508700
839,3220,2509510,6212,2509510
839,3220,2510320,6212,2510320
839,3220,2510790,6212,2510790
839,3220,2510790,6212,2510790
839,3220,2511260,6212,2511260
839,3220,2511420,6212,2511420
839,3220,2511890,6212,2511890
840,3228,2512700,6212,2512700
840,3228,2513510,6212,2513510
840,3228,2514320,6212,2514320
840,3228,2515130,6212,2515130
840,3228,2515130,6212,2515130
840,3228,2515130,6212,2515130
840,3228,2515130,6212,2515130
840,3228,2515590,6212,2515590
840,3228,2516060,6212,2516060
840,3228,2516870,6212,2516870
840,3228,2516870,6212,2516870
840,3228,2517680,6212,2517680
840,3228,2518490,6212,2518490
841,3236,2519300,6212,2519300
841,3236,2519300,6212,2519300
841,3236,2519780,6212,2519780
841,3236,2520590,6212,2520590
841,3236,2521060,6212,2521060
841,3236,2521530,6212,2521530
841,3236,2522180,6212,2522180
841,3236,2522180,6212,2522180
841,3236,2522990,6212,2522990
841,3236,2523800,6212,2523800
841,3236,2524390,6212,2524390
841,3236,2524710,6212,2524710
841,3236,2525520,6212,2525520
842,3244,2526330,6212,2526330
842,3244,2526330,6212,2526330
842,3244,2526880,6212,2526880
842,3244,2527350,6212,2527350
842,3244,2528160,6212,2528160
842,3244,2528970,6212,2528970
842,3244,2528970,6212,2528970
842,3244,2529780,6212,2529780
842,3244,2530590,6212,2530590
842,3244,2530910,6212,2530910
842,3244,2531230,6212,2531230
842,3244,2531550,6212,2531550
842,3244,2532360,6212,2532360
843,3252,2532590,6212,2532590
843,3252,2533060,6212,2533060
843,3252,2533220,6212,2533220
843,3252,2533810,6212,2533810
843,3252,2534270,6212,2534270
843,3252,2534730,6212,2534730
843,3252,2535050,6212,2535050
843,3252,2535370,6212,2535370
843,3252,2535370,6212,2535370
843,3252,2536180,6212,2536180
843,3252,2536500,6212,2536500
843,3252,2536500,6212,2536500
843,3252,2536500,6212,2536500
843,3252,2536820,6212,2536820
843,3252,2537370,6212,2537370
843,3252,2537840,6212,2537840
843,3252,2538000,6212,2538000
843,3252,2538650,6212,2538650
844,3260,2539460,6212,2539460
844,3260,2539930,6212,2539930
844,3260,2540580,6212,2540580
844,3260,2541390,6212,2541390
844,3260,2541390,6212,2541390
844,3260,2541390,6212,2541390
844,3260,2542200,6212,2542200
844,3260,2542430,6212,2542430
844,3260,2542430,6212,2542430
844,3260,2543240,6212,2543240
844,3260,2543350,6212,2543350
844,3260,2543820,6212,2543820
844,3260,2543820,6212,2543820
844,3260,2544630,6212,2544630
844,3260,2545100,6212,2545100
844,3260,2545570,6212,2545570
844,3260,2545890,6212,2545890
844,3260,2545890,6212,2545890
844,3260,2546210,6212,2546210
845,3268,2547020,6212,2547020
845,3268,2547830,6212,2547830
845,3268,2548640,6212,2548640
845,3268,2549450,6212,2549450
845,3268,2549770,6212,2549770
845,3268,2550240,6212,2550240
845,3268,2551050,6212,2551050
845,3268,2551050,6212,2551050
845,3268,2551280,6212,2551280
845,3268,2552090,6212,2552090
845,3268,2552560,6212,2552560
845,3268,2552930,6212,2552930
845,3268,2553400,6212,2553400
846,3276,2554210,6212,2554210
846,3276,2554680,6212,2554680
846,3276,2555000,6212,2555000
846,3276,2555470,6212,2555470
846,3276,2556120,6212,2556120
846,3276,2556930,6212,2556930
846,3276,2557250,6212,2557250
846,3276,2557900,6212,2557900
846,3276,2558370,6212,2558370
846,3276,2559180,6212,2559180
846,3276,2559990,6212,2559990
846,3276,2559990,6212,2559990
846,3276,2560310,6212,2560310
847,3284,2560780,6212,2560780
847,3284,2561250,6212,2561250
847,3284,2561720,6212,2561720
847,3284,2562190,6212,2562190
847,3284,2562420,6212,2562420
847,3284,2562650,6212,2562650
847,3284,2563460,6212,2563460
847,3284,2564270,6212,2564270
847,3284,2564270,6212,2564270
847,3284,2564920,6212,2564920
847,3284,2565510,6212,2565510
847,3284,2566320,6212,2566320
847,3284,2566970,6212,2566970
847,3284,2566970,6212,2566970
848,3292,2567440,6212,2567440
848,3292,2567440,6212,2567440
848,3292,2568250,6212,2568250
848,3292,2568360,6212,2568360
848,3292,2568710,6212,2568710
848,3292,2569030,6212,2569030
848,3292,2569400,6212,2569400
848,3292,2569720,6212,2569720
848,3292,2570530,6212,2570530
848,3292,2570850,6212,2570850
848,3292,2571010,6212,2571010
848,3292,2571480,6212,2571480
848,3292,2571800,6212,2571800
848,3292,2572610,6212,2572610
848,3292,2573420,6212,2573420
848,3292,2574230,6212,2574230
848,3292,2574700,6212,2574700
848,3292,2574700,6212,2574700
849,3300,2575170,6212,2575170
849,3300,2575980,6212,2575980
849,3300,2576450,6212,2576450
849,3300,2576820,6212,2576820
849,3300,2577630,6212,2577630
849,3300,2578440,6212,2578440
849,3300,2579250,6212,2579250
849,3300,2579720,6212,2579720
849,3300,2580530,6212,2580530
849,3300,2581340,6212,2581340
850,3308,2581710,6212,2581710
850,3308,2581710,6212,2581710
850,3308,2582030,6212,2582030
850,3308,2582840,6212,2582840
850,3308,2582840,6212,2582840
850,3308,2583310,6212,2583310
850,3308,2584120,6212,2584120
850,3308,2584590,6212,2584590
850,3308,2584960,6212,2584960
850,3308,2585770,6212,2585770
850,3308,2586580,6212,2586580
850,3308,2587050,6212,2587050
850,3308,2587050,6212,2587050
850,3308,2587700,6212,2587700
851,3316,2588170,6212,2588170
851,3316,2588640,6212,2588640
851,3316,2589110,6212,2589110
851,3316,2589110,6212,2589110
851,3316,2589580,6212,2589580
851,3316,2589810,6212,2589810
851,3316,2590620,6212,2590620
851,3316,2590890,6212,2590890
851,3316,2591700,6212,2591700
851,3316,2591700,6212,2591700
851,3316,2591930,6212,2591930
851,3316,2592390,6212,2592390
851,3316,2593200,6212,2593200
851,3316,2593670,6212,2593670
851,3316,2594040,6212,2594040
851,3316,2594360,6212,2594360
851,3316,2594950,6212,2594950
852,3324,2595760,6212,2595760
852,3324,2595760,6212,2595760
852,3324,2596080,6212,2596080
852,3324,2596240,6212,2596240
852,3324,2596710,6212,2596710
852,3324,2597520,6212,2597520
852,3324,2598330,6212,2598330
852,3324,2598330,6212,2598330
