ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9de0-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9de0-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9de0-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9de0-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9de0-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-bellman_ratio
836950.39,17.35,3.79,368447.16,7.64
836852.23,17.35,3.79,368384.62,7.64
837012.54,17.36,3.79,369601.46,7.67
836776.56,17.36,3.79,369479.7,7.66
836942.47,17.36,3.79,369249.5,7.66
836994.0,17.36,3.8,369248.51,7.66
837045.53,17.37,3.8,369248.07,7.66
837097.06,17.37,3.81,369248.07,7.66
837148.59,17.38,3.81,369248.07,7.66
836917.02,17.37,3.81,369762.8,7.68
836968.55,17.38,3.81,370134.62,7.68
837128.87,17.38,3.82,370138.49,7.69
837180.4,17.39,3.82,370510.19,7.69
836944.42,17.38,3.82,370399.31,7.69
836995.95,17.39,3.82,370943.7,7.71
836995.95,17.39,3.82,370940.71,7.71
837047.48,17.39,3.83,370939.71,7.71
837099.01,17.4,3.83,370939.27,7.71
837259.33,17.4,3.83,370939.27,7.71
837310.86,17.4,3.84,370939.27,7.71
837362.39,17.41,3.84,370939.27,7.71
837126.41,17.41,3.84,371242.7,7.72
837286.72,17.41,3.84,371192.78,7.72
837050.74,17.41,3.84,371091.19,7.72
836842.21,17.4,3.84,370839.65,7.71
836893.74,17.41,3.84,371014.06,7.72
836945.27,17.41,3.85,371758.18,7.73
837114.66,17.42,3.85,371758.18,7.73
837107.82,17.42,3.85,371758.18,7.73
837262.08,17.42,3.86,371758.18,7.74
837003.87,17.42,3.85,371759.03,7.74
837158.6,17.42,3.86,371763.01,7.74
836918.21,17.42,3.85,371758.18,7.74
837078.53,17.43,3.86,371758.18,7.74
837130.06,17.43,3.86,371758.18,7.74
837181.59,17.43,3.87,371758.18,7.74
836921.66,17.43,3.86,372110.26,7.75
836973.19,17.43,3.87,371939.91,7.75
836737.21,17.43,3.86,371758.18,7.74
836788.74,17.43,3.87,372682.99,7.76
836840.27,17.44,3.87,372682.0,7.77
836891.8,17.44,3.88,372681.56,7.77
836943.33,17.45,3.88,372681.56,7.77
837103.65,17.45,3.88,372681.56,7.77
836867.67,17.45,3.88,372681.56,7.77
836919.2,17.45,3.89,372982.16,7.78
836970.73,17.46,3.89,373234.5,7.78
837131.04,17.46,3.89,373207.58,7.78
837182.57,17.46,3.9,373734.45,7.8
837234.1,17.47,3.9,373733.45,7.8
837234.1,17.47,3.9,373706.25,7.8
836998.12,17.47,3.9,373723.81,7.8
837167.52,17.47,3.9,373723.37,7.8
837167.52,17.47,3.9,373773.57,7.8
837150.99,17.47,3.91,373776.72,7.8
837305.26,17.48,3.91,373775.29,7.8
837305.26,17.48,3.91,373739.25,7.8
837356.79,17.48,3.91,373737.59,7.8
837517.11,17.49,3.92,373737.54,7.8
837517.11,17.49,3.92,373778.19,7.8
837257.18,17.48,3.92,373979.75,7.81
837308.71,17.49,3.92,374145.05,7.81
837072.73,17.48,3.92,374061.77,7.81
837233.05,17.49,3.92,374015.19,7.81
837233.05,17.49,3.92,373988.97,7.81
837284.58,17.49,3.93,374529.43,7.82
837048.6,17.49,3.92,374943.26,7.83
837100.13,17.49,3.93,374943.03,7.84
837254.86,17.5,3.93,374943.91,7.84
837306.39,17.5,3.94,374945.02,7.84
837357.92,17.51,3.94,374949.41,7.84
837512.18,17.51,3.94,374942.66,7.84
837271.79,17.51,3.94,374942.66,7.84
837432.11,17.51,3.95,375557.11,7.85
837483.64,17.52,3.95,375817.47,7.86
837483.64,17.52,3.95,375843.6,7.86
837275.1,17.51,3.95,375576.11,7.86
837429.37,17.52,3.95,376087.01,7.87
837193.39,17.52,3.95,375847.33,7.86
837244.92,17.52,3.95,375846.34,7.86
837434.94,17.53,3.96,375845.9,7.87
837486.47,17.53,3.96,375845.9,7.87
837200.78,17.53,3.96,375853.77,7.87
837366.69,17.53,3.96,375845.91,7.87
837106.76,17.53,3.96,375882.57,7.87
836875.19,17.52,3.96,375882.56,7.87
836875.19,17.52,3.96,375855.18,7.87
836926.72,17.53,3.96,375855.18,7.87
836666.79,17.52,3.96,375588.42,7.87
836718.32,17.53,3.96,376234.57,7.88
836769.85,17.53,3.96,376588.17,7.89
836769.85,17.53,3.96,376618.37,7.89
836821.38,17.54,3.97,376840.06,7.9
836821.38,17.54,3.97,376818.42,7.9
836981.7,17.54,3.97,376818.42,7.9
837033.23,17.54,3.98,376818.42,7.9
836807.25,17.54,3.98,376818.42,7.9
836858.78,17.55,3.98,376818.42,7.9
837019.1,17.55,3.98,376843.86,7.9
837011.65,17.55,3.98,376818.42,7.9
837171.97,17.56,3.99,376818.42,7.9
836935.99,17.55,3.99,377077.27,7.91
836935.99,17.55,3.99,377100.15,7.91
837090.26,17.56,3.99,377147.74,7.91
837141.79,17.56,4.0,377457.6,7.92
837193.32,17.57,4.0,377914.99,7.93
837383.34,17.57,4.01,377837.79,7.93
837434.87,17.58,4.01,377491.48,7.92
837276.67,17.57,4.01,377740.84,7.93
837016.74,17.57,4.0,377854.44,7.93
837068.27,17.57,4.01,377634.35,7.93
837068.27,17.57,4.01,377634.35,7.93
837068.27,17.57,4.01,377698.82,7.93
837119.8,17.58,4.01,377352.51,7.92
837280.12,17.58,4.02,377420.08,7.93
837331.65,17.59,4.02,377199.99,7.92
837232.72,17.59,4.02,377147.37,7.92
837284.25,17.59,4.02,377265.84,7.93
837284.25,17.59,4.02,377257.03,7.93
837450.15,17.6,4.03,377274.67,7.93
837501.68,17.6,4.03,377393.15,7.93
837270.11,17.6,4.03,377336.84,7.93
837321.64,17.6,4.03,377395.88,7.93
837321.64,17.6,4.03,377395.88,7.93
837123.11,17.6,4.03,377066.65,7.93
837174.64,17.6,4.04,377065.66,7.93
837334.96,17.61,4.04,377065.22,7.93
837098.98,17.6,4.04,377065.22,7.93
837259.29,17.61,4.04,377065.22,7.93
837023.31,17.61,4.04,377212.44,7.93
837074.84,17.61,4.04,377174.73,7.93
837240.75,17.61,4.05,377087.22,7.93
837240.75,17.61,4.05,377087.22,7.93
837227.71,17.62,4.05,377065.22,7.93
837388.03,17.62,4.05,378010.25,7.95
837388.03,17.62,4.05,377978.81,7.95
837162.05,17.62,4.05,377571.22,7.95
837327.95,17.62,4.06,377123.93,7.94
837119.42,17.62,4.05,378403.76,7.96
837279.74,17.62,4.06,378375.0,7.96
837279.74,17.62,4.06,378408.25,7.97
837478.02,17.63,4.06,378223.41,7.96
837236.45,17.63,4.06,378101.71,7.96
837287.98,17.63,4.07,378438.58,7.97
837052.0,17.63,4.06,378200.48,7.96
837206.27,17.63,4.07,378292.46,7.97
837257.8,17.64,4.07,377946.15,7.96
837418.11,17.64,4.08,378053.71,7.96
837182.13,17.64,4.07,378025.8,7.97
837380.41,17.65,4.08,377914.79,7.96
837578.69,17.65,4.09,377913.36,7.96
837630.22,17.66,4.09,377913.36,7.97
837790.54,17.66,4.1,377913.36,7.97
837554.56,17.66,4.09,377984.49,7.97
837714.87,17.66,4.1,377950.75,7.97
837470.93,17.66,4.09,377675.48,7.96
837234.95,17.66,4.09,377661.76,7.96
837286.48,17.66,4.09,377652.56,7.97
837446.8,17.67,4.1,377645.19,7.97
837210.82,17.66,4.1,379068.82,8.0
837262.35,17.67,4.1,378901.39,8.0
837416.61,17.67,4.11,378903.39,8.0
837162.67,17.67,4.1,378696.59,7.99
837214.2,17.67,4.11,378690.23,7.99
837265.73,17.68,4.11,378687.13,7.99
837420.47,17.68,4.12,378686.8,8.0
837160.54,17.68,4.11,378432.65,7.99
837212.07,17.68,4.12,378432.65,7.99
837263.6,17.69,4.12,378432.65,7.99
837263.6,17.69,4.12,378409.09,7.99
837315.13,17.69,4.12,378409.09,7.99
837074.73,17.69,4.12,379132.58,8.01
837126.26,17.69,4.12,379498.01,8.02
837280.53,17.7,4.13,379989.32,8.03
837036.59,17.69,4.13,379674.25,8.03
837267.44,17.7,4.13,379762.42,8.03
837498.3,17.71,4.14,380286.68,8.04
837549.83,17.71,4.14,379940.37,8.03
837601.36,17.71,4.15,379720.28,8.03
837799.64,17.72,4.15,379794.59,8.03
837799.64,17.72,4.15,379821.66,8.03
837851.17,17.72,4.16,379982.12,8.04
837902.7,17.73,4.16,379744.75,8.03
837642.77,17.72,4.16,379397.24,8.03
837382.85,17.72,4.15,379213.26,8.02
837537.11,17.73,4.16,379199.59,8.03
837697.43,17.73,4.16,379170.82,8.03
837461.45,17.73,4.16,379027.06,8.02
837291.52,17.73,4.16,378608.34,8.01
837457.42,17.73,4.16,378978.57,8.02
837500.09,17.73,4.17,378432.65,8.01
837346.33,17.73,4.17,378225.98,8.01
837049.8,17.73,4.16,378023.67,8.01
836805.86,17.72,4.16,377888.3,8.0
836648.67,17.72,4.16,377730.66,8.0
836648.67,17.72,4.16,377730.66,8.0
836412.15,17.72,4.15,377457.06,8.0
836566.41,17.72,4.16,377549.04,8.0
836617.94,17.73,4.16,377658.6,8.0
836669.47,17.73,4.17,377657.61,8.0
836721.0,17.74,4.17,377657.17,8.01
836772.53,17.74,4.17,377657.17,8.01
836970.81,17.75,4.18,377657.17,8.01
836739.24,17.74,4.18,377416.94,8.0
836739.24,17.74,4.18,377550.46,8.01
836569.32,17.74,4.17,377477.71,8.01
836620.85,17.75,4.18,377862.78,8.01
836781.16,17.75,4.18,377822.52,8.01
836832.69,17.75,4.19,378147.94,8.02
836832.69,17.75,4.19,378335.13,8.03
836832.69,17.75,4.19,378322.65,8.03
836588.75,17.75,4.18,378661.02,8.03
836640.28,17.75,4.19,379066.53,8.04
836551.2,17.75,4.19,378980.89,8.04
836711.52,17.76,4.19,378980.89,8.04
836763.05,17.76,4.2,378980.89,8.05
836814.58,17.77,4.2,378980.89,8.05
836797.82,17.77,4.2,378980.89,8.05
836952.09,17.77,4.21,379054.72,8.05
837142.11,17.78,4.21,378980.89,8.05
837193.64,17.78,4.22,378980.89,8.05
837193.64,17.78,4.22,378965.19,8.05
837025.59,17.78,4.22,378965.19,8.05
837185.91,17.79,4.22,380030.13,8.07
836925.98,17.78,4.22,379604.95,8.07
836925.98,17.78,4.22,379620.75,8.07
836977.51,17.79,4.22,380173.6,8.08
837131.78,17.79,4.23,380175.6,8.08
836871.85,17.79,4.22,380172.17,8.08
836923.38,17.79,4.23,380172.17,8.08
836804.74,17.79,4.22,380364.7,8.09
836856.27,17.8,4.23,380364.7,8.09
836907.8,17.8,4.23,380364.7,8.09
836959.33,17.8,4.24,380573.5,8.1
837010.86,17.81,4.24,380797.68,8.1
837062.39,17.81,4.25,381196.2,8.11
837222.71,17.82,4.25,381083.44,8.11
836986.73,17.81,4.25,381575.73,8.12
837176.75,17.82,4.25,381574.29,8.12
837008.7,17.82,4.25,381574.29,8.12
836795.94,17.81,4.25,381399.6,8.12
836950.2,17.82,4.25,381399.6,8.12
837110.52,17.82,4.26,381399.6,8.12
837162.05,17.83,4.26,381624.88,8.13
837023.7,17.83,4.26,381406.35,8.12
837023.7,17.83,4.26,381388.38,8.12
837184.02,17.83,4.27,381381.64,8.12
837184.02,17.83,4.27,381403.33,8.12
837184.02,17.83,4.27,381353.67,8.12
836948.04,17.83,4.26,382580.94,8.15
837108.36,17.83,4.27,382582.91,8.15
837159.89,17.84,4.27,382491.01,8.15
837013.92,17.84,4.27,382348.73,8.15
837168.19,17.84,4.28,382350.73,8.15
837296.13,17.85,4.28,382686.4,8.16
837450.4,17.85,4.29,382686.07,8.16
837616.3,17.86,4.29,382682.97,8.16
837374.2,17.86,4.29,382558.61,8.16
837114.28,17.85,4.28,382558.61,8.16
837165.81,17.86,4.29,382653.27,8.16
837320.07,17.86,4.29,382663.44,8.16
837371.6,17.87,4.3,382669.08,8.16
837150.04,17.86,4.3,382558.61,8.16
836950.81,17.86,4.29,382201.43,8.16
837002.34,17.86,4.3,383493.98,8.18
837157.07,17.87,4.3,383744.31,8.19
837157.07,17.87,4.3,383736.88,8.19
836916.68,17.86,4.3,383506.43,8.19
836656.75,17.86,4.29,383087.11,8.18
836708.28,17.86,4.3,383205.59,8.18
836618.22,17.86,4.3,383097.95,8.18
836778.54,17.87,4.3,383125.68,8.18
836518.61,17.86,4.3,383020.21,8.18
836570.14,17.87,4.3,383019.22,8.18
836334.16,17.86,4.3,382944.16,8.18
836334.16,17.86,4.3,382944.23,8.18
836385.69,17.87,4.3,382943.79,8.18
836546.01,17.87,4.31,382943.79,8.18
836310.03,17.87,4.3,382943.79,8.18
836540.89,17.88,4.31,383017.02,8.19
836592.42,17.88,4.32,383088.59,8.19
836643.95,17.89,4.32,383252.46,8.19
836804.27,17.89,4.33,383262.41,8.19
836568.28,17.89,4.32,384122.82,8.21
836734.19,17.89,4.33,384212.41,8.22
836785.72,17.9,4.33,384330.89,8.22
836631.96,17.9,4.33,383755.64,8.21
836400.4,17.89,4.33,384217.98,8.22
836451.93,17.9,4.33,384277.02,8.22
836661.69,17.9,4.34,384196.09,8.22
836713.22,17.91,4.34,384404.93,8.23
836656.33,17.91,4.34,384573.5,8.23
836816.64,17.91,4.35,384540.26,8.23
836970.91,17.92,4.35,384766.43,8.24
836970.91,17.92,4.35,384739.23,8.24
836734.93,17.91,4.35,384718.43,8.24
836786.46,17.92,4.35,384836.91,8.24
836940.72,17.92,4.36,385009.11,8.25
836992.25,17.93,4.36,385008.12,8.25
837043.78,17.93,4.37,385007.68,8.25
836835.25,17.93,4.36,384768.06,8.24
836886.78,17.93,4.37,384768.06,8.25
837041.05,17.94,4.37,384768.06,8.25
836781.12,17.93,4.37,384506.8,8.24
836935.38,17.94,4.37,384506.8,8.24
836675.45,17.94,4.37,384230.5,8.24
836625.45,17.94,4.37,384180.5,8.24
836676.98,17.94,4.37,384180.5,8.24
836728.51,17.94,4.38,385606.94,8.27
836926.79,17.95,4.38,385889.07,8.28
837087.11,17.96,4.39,385889.32,8.28
836861.13,17.95,4.39,385887.64,8.28
837021.45,17.96,4.39,385887.64,8.28
836761.52,17.95,4.39,385360.23,8.27
836444.44,17.95,4.38,385051.59,8.26
836444.44,17.95,4.38,385101.79,8.26
836495.97,17.95,4.39,385200.39,8.27
836283.21,17.95,4.38,384887.16,8.26
836023.28,17.94,4.38,385024.09,8.26
836074.81,17.95,4.38,385002.0,8.27
835838.83,17.95,4.38,385011.67,8.27
836004.73,17.95,4.38,384940.54,8.27
836004.73,17.95,4.38,385094.31,8.27
836056.26,17.95,4.39,385079.25,8.27
835824.7,17.95,4.39,386035.23,8.29
835985.01,17.96,4.39,385992.02,8.29
836036.54,17.96,4.39,386210.89,8.3
836088.07,17.97,4.4,386329.37,8.3
836286.35,17.97,4.41,386445.67,8.3
836050.37,17.97,4.4,386294.71,8.3
836101.9,17.97,4.41,386293.72,8.3
836153.43,17.98,4.41,386293.28,8.31
836204.96,17.98,4.41,386293.28,8.31
836256.49,17.99,4.42,386293.28,8.31
836416.81,17.99,4.42,386293.28,8.31
836615.09,18.0,4.43,386681.37,8.32
836458.49,17.99,4.43,386490.54,8.31
836510.02,18.0,4.43,386866.15,8.32
836561.55,18.0,4.44,387450.44,8.34
836613.08,18.01,4.44,387568.92,8.34
836767.34,18.01,4.45,387651.98,8.35
836818.87,18.02,4.45,387305.67,8.34
836574.93,18.01,4.45,387170.3,8.34
836338.95,18.01,4.44,386923.56,8.33
836338.95,18.01,4.44,386887.52,8.33
836390.48,18.01,4.45,386667.43,8.33
836390.48,18.01,4.45,386707.81,8.33
836550.8,18.02,4.45,386674.58,8.33
836602.33,18.02,4.46,387008.87,8.34
836366.35,18.02,4.45,386751.51,8.33
836520.61,18.03,4.46,386843.48,8.34
836680.93,18.03,4.47,386951.04,8.34
836732.46,18.04,4.47,386950.05,8.34
836783.99,18.04,4.47,386949.61,8.34
836783.99,18.04,4.47,386949.61,8.34
836938.26,18.05,4.48,386949.61,8.34
836702.28,18.04,4.48,386922.84,8.34
836856.54,18.05,4.48,386922.84,8.35
837016.86,18.05,4.49,386922.84,8.35
837068.39,18.06,4.49,387745.14,8.37
837119.92,18.06,4.5,388124.37,8.37
837171.45,18.07,4.5,388592.89,8.39
836935.47,18.06,4.5,388394.12,8.38
836935.47,18.06,4.5,388386.22,8.38
837095.79,18.07,4.5,388357.45,8.38
836869.81,18.07,4.5,388213.69,8.38
836921.34,18.07,4.5,388466.02,8.39
836972.87,18.07,4.51,388465.03,8.39
836728.92,18.07,4.5,388638.87,8.39
836889.24,18.08,4.51,388638.43,8.39
836629.31,18.07,4.51,388477.22,8.39
836680.84,18.08,4.51,388477.22,8.39
836732.37,18.08,4.51,388477.22,8.39
836472.45,18.08,4.51,388221.94,8.39
836246.47,18.07,4.51,388338.09,8.39
836298.0,18.08,4.51,388425.62,8.4
836458.31,18.08,4.52,388395.49,8.4
836458.31,18.08,4.52,388392.5,8.4
836509.84,18.09,4.52,388546.27,8.4
836509.84,18.09,4.52,388546.27,8.4
836561.37,18.09,4.52,388954.6,8.41
836612.9,18.1,4.53,388953.61,8.41
836376.92,18.09,4.53,389473.36,8.42
836531.19,18.1,4.53,389473.26,8.43
836531.19,18.1,4.53,389473.26,8.43
836321.26,18.09,4.53,389365.46,8.42
836481.58,18.1,4.53,389365.12,8.42
836635.84,18.11,4.54,389365.12,8.43
836399.86,18.1,4.54,389365.12,8.43
836139.93,18.1,4.53,389098.62,8.42
835870.01,18.09,4.53,389419.26,8.43
835921.54,18.1,4.53,389417.85,8.43
835661.61,18.09,4.53,389175.84,8.43
835821.93,18.1,4.53,389123.72,8.43
835683.58,18.1,4.53,390005.15,8.45
835683.58,18.1,4.53,390026.1,8.45
835735.11,18.1,4.53,390096.91,8.45
835901.01,18.11,4.54,389942.29,8.45
836055.28,18.11,4.55,389944.29,8.45
835885.35,18.11,4.54,389940.85,8.45
835796.55,18.11,4.54,390169.94,8.45
835956.87,18.11,4.55,390169.94,8.45
836155.15,18.12,4.55,390222.75,8.46
835919.17,18.12,4.55,390223.78,8.46
835970.7,18.12,4.56,390170.99,8.46
835814.1,18.12,4.55,390169.94,8.46
835865.63,18.12,4.56,390169.94,8.46
835917.16,18.13,4.56,391029.98,8.48
836071.42,18.13,4.57,391111.34,8.48
836231.74,18.14,4.57,391297.76,8.49
836006.01,18.14,4.57,391319.2,8.49
836166.33,18.14,4.58,391319.45,8.49
836217.86,18.15,4.58,391317.77,8.49
836269.39,18.15,4.58,391317.77,8.49
836010.29,18.15,4.58,391188.51,8.49
835784.31,18.14,4.58,391219.97,8.49
835974.33,18.15,4.58,391228.55,8.49
836025.86,18.15,4.59,391194.43,8.49
836025.86,18.15,4.59,391174.01,8.49
836025.86,18.15,4.59,391160.43,8.49
835857.81,18.15,4.58,391154.51,8.49
836018.13,18.16,4.59,391166.54,8.5
836069.66,18.16,4.59,391154.51,8.5
836069.66,18.16,4.59,391195.15,8.5
835980.58,18.16,4.59,392522.16,8.53
835980.58,18.16,4.59,392496.22,8.53
836190.34,18.17,4.6,392489.1,8.53
836190.34,18.17,4.6,392515.99,8.53
836146.48,18.17,4.6,392042.27,8.52
836198.01,18.17,4.6,392160.74,8.52
836249.54,18.17,4.61,392219.79,8.52
836301.07,18.18,4.61,392266.63,8.53
836531.93,18.19,4.62,392190.7,8.53
836730.2,18.19,4.63,393065.95,8.55
836573.01,18.19,4.62,392917.34,8.54
836329.07,18.19,4.62,392349.65,8.53
836380.6,18.19,4.62,392864.34,8.54
836380.6,18.19,4.62,392864.34,8.54
836432.13,18.19,4.63,392982.82,8.55
836630.41,18.2,4.63,393099.12,8.55
836398.84,18.2,4.63,393519.5,8.56
836398.84,18.2,4.63,393500.81,8.56
836398.84,18.2,4.63,393522.38,8.56
836398.84,18.2,4.63,393490.94,8.56
836450.37,18.2,4.64,393318.42,8.56
836616.28,18.21,4.64,393802.1,8.57
836384.71,18.2,4.64,393557.92,8.57
836436.24,18.21,4.64,393556.93,8.57
836487.77,18.21,4.65,393556.49,8.57
836648.09,18.22,4.65,393556.49,8.57
836699.62,18.22,4.66,393556.49,8.57
836455.68,18.22,4.65,393421.11,8.57
836219.16,18.21,4.65,393108.6,8.56
836373.42,18.22,4.65,393108.6,8.56
836424.95,18.22,4.66,393108.6,8.57
836255.02,18.22,4.66,393489.71,8.57
836306.55,18.23,4.66,393856.62,8.58
836306.55,18.23,4.66,393856.7,8.58
836504.83,18.23,4.67,393963.83,8.59
836268.85,18.23,4.66,394546.81,8.6
836429.17,18.23,4.67,394546.17,8.6
836193.19,18.23,4.67,394545.38,8.6
836424.05,18.24,4.67,394545.38,8.6
836584.36,18.24,4.68,394605.87,8.61
836635.89,18.25,4.68,394581.82,8.61
836687.42,18.25,4.69,394598.13,8.61
836738.95,18.26,4.69,394667.3,8.61
836790.48,18.26,4.7,394864.0,8.62
836842.01,18.27,4.7,395386.73,8.63
837072.87,18.27,4.71,395385.3,8.63
836836.89,18.27,4.7,395925.29,8.64
836888.42,18.27,4.71,395925.29,8.65
836731.82,18.27,4.71,395728.08,8.64
836930.1,18.28,4.71,395775.05,8.64
837084.37,18.28,4.72,395830.96,8.65
837238.63,18.29,4.72,395808.94,8.65
836994.69,18.29,4.72,395728.08,8.65
837155.01,18.29,4.73,396529.15,8.66
837206.54,18.3,4.73,396914.81,8.67
837258.07,18.3,4.73,397467.97,8.69
837309.6,18.3,4.74,397295.45,8.69
837073.62,18.3,4.74,397008.82,8.68
837227.88,18.31,4.74,397474.99,8.69
837227.88,18.31,4.74,397508.24,8.69
837015.12,18.3,4.74,397264.07,8.69
836845.19,18.3,4.73,397335.32,8.69
836675.26,18.3,4.73,397011.09,8.68
836675.26,18.3,4.73,396987.53,8.68
836415.33,18.29,4.73,396708.26,8.68
836575.65,18.3,4.73,396708.51,8.68
836627.18,18.3,4.74,396706.83,8.68
836391.2,18.3,4.73,396706.83,8.68
836545.47,18.31,4.74,396706.83,8.68
836545.47,18.31,4.74,396654.18,8.68
836545.47,18.31,4.74,396680.14,8.68
836597.0,18.31,4.74,396680.14,8.68
836444.55,18.31,4.74,396332.41,8.67
836496.08,18.31,4.75,396332.41,8.68
836236.15,18.31,4.74,396482.49,8.68
836022.08,18.3,4.74,396509.83,8.68
836182.39,18.31,4.74,396400.96,8.68
835956.41,18.31,4.74,396381.56,8.68
835956.41,18.31,4.74,396444.44,8.68
835956.41,18.31,4.74,396425.66,8.68
835803.97,18.3,4.74,396399.05,8.68
835599.89,18.3,4.73,396181.05,8.68
835442.7,18.3,4.73,396024.3,8.67
835442.7,18.3,4.73,395998.08,8.67
835603.02,18.3,4.74,397049.87,8.7
835367.04,18.3,4.73,397076.3,8.7
835209.84,18.3,4.73,396916.47,8.7
835261.37,18.3,4.74,396758.67,8.69
835312.9,18.31,4.74,396758.44,8.69
835473.22,18.31,4.74,396758.07,8.7
835227.24,18.31,4.74,396758.07,8.7
835278.77,18.31,4.75,396758.07,8.7
835439.09,18.32,4.75,396758.07,8.7
835334.7,18.32,4.75,396650.43,8.7
835386.23,18.32,4.75,396650.43,8.7
835297.15,18.32,4.75,397005.13,8.71
835463.05,18.32,4.76,396764.64,8.7
835514.58,18.33,4.76,396937.37,8.71
835283.02,18.33,4.76,396650.43,8.7
835283.02,18.33,4.76,396670.32,8.7
835334.55,18.33,4.76,397937.16,8.73
835494.86,18.34,4.77,397908.4,8.73
835546.39,18.34,4.77,398083.36,8.74
835447.92,18.34,4.77,397975.9,8.74
835646.2,18.35,4.78,397745.29,8.73
835697.73,18.35,4.78,397738.19,8.73
835461.75,18.35,4.78,397663.13,8.73
835513.28,18.35,4.78,397654.33,8.73
835564.81,18.36,4.79,398548.3,8.76
835795.66,18.36,4.8,398636.46,8.76
835949.93,18.37,4.8,398918.84,8.77
836001.46,18.37,4.81,398572.53,8.76
836155.72,18.38,4.81,398574.53,8.76
836309.99,18.38,4.82,398574.2,8.76
836540.85,18.39,4.83,398494.82,8.76
836540.85,18.39,4.83,398520.95,8.76
836771.71,18.4,4.83,398517.85,8.76
836932.02,18.4,4.84,398806.25,8.77
836932.02,18.4,4.84,398778.49,8.77
836696.04,18.4,4.84,398855.6,8.77
836850.31,18.41,4.84,398860.94,8.77
836901.84,18.41,4.85,398514.63,8.77
837062.16,18.42,4.85,398333.41,8.76
837216.42,18.42,4.86,400595.57,8.82
837267.95,18.43,4.86,400375.48,8.81
837098.02,18.43,4.86,400321.26,8.81
837296.3,18.43,4.87,399961.95,8.8
837494.58,18.44,4.87,400143.39,8.81
837654.9,18.44,4.88,400143.64,8.81
837410.96,18.44,4.87,399834.56,8.8
837241.03,18.44,4.87,399357.37,8.79
837395.29,18.44,4.88,399362.58,8.8
837549.56,18.45,4.88,399364.34,8.8
837313.58,18.45,4.88,399355.69,8.8
837161.13,18.44,4.88,399145.13,8.79
837212.66,18.45,4.88,399145.13,8.8
836998.59,18.44,4.88,398986.85,8.79
837196.87,18.45,4.88,399252.56,8.8
837332.4,18.46,4.89,398524.36,8.78
837276.39,18.46,4.89,399215.18,8.8
837327.92,18.46,4.9,399342.62,8.81
837379.45,18.47,4.9,399680.84,8.81
837533.72,18.47,4.91,400446.08,8.83
837216.64,18.47,4.9,400115.34,8.83
837382.54,18.47,4.91,400113.91,8.83
837382.54,18.47,4.91,400143.7,8.83
837536.81,18.48,4.91,400143.7,8.83
837246.88,18.47,4.91,400269.55,8.83
837246.88,18.47,4.91,400248.7,8.83
837025.31,18.47,4.9,400248.7,8.83
837076.84,18.48,4.91,400248.7,8.83
836906.92,18.47,4.91,399891.94,8.83
836906.92,18.47,4.91,399891.94,8.83
836906.92,18.47,4.91,399891.94,8.83
837067.23,18.48,4.91,400044.96,8.83
836823.29,18.47,4.91,399912.11,8.83
836587.31,18.47,4.9,399973.7,8.83
836747.63,18.48,4.91,399933.04,8.83
836511.65,18.47,4.91,399883.55,8.83
836354.46,18.47,4.9,399733.19,8.83
836220.74,18.47,4.9,399647.12,8.83
836220.74,18.47,4.9,399637.38,8.83
836220.74,18.47,4.9,399483.8,8.82
836381.06,18.47,4.91,399481.17,8.82
836381.06,18.47,4.91,399639.65,8.83
836145.08,18.47,4.9,401129.77,8.86
836145.08,18.47,4.9,401129.77,8.86
836196.61,18.47,4.91,400789.8,8.85
836350.87,18.48,4.91,400791.8,8.86
836350.87,18.48,4.91,400675.42,8.85
836516.78,18.49,4.92,400671.99,8.85
836285.21,18.48,4.92,400671.99,8.86
836025.28,18.48,4.91,400396.28,8.85
835855.35,18.48,4.91,400466.5,8.85
835784.05,18.47,4.91,400307.6,8.85
835784.05,18.47,4.91,400433.13,8.85
835835.58,18.48,4.91,400265.3,8.85
835835.58,18.48,4.91,400345.78,8.85
835995.9,18.48,4.92,400358.61,8.85
836047.43,18.49,4.92,400277.25,8.85
835787.5,18.48,4.92,400020.39,8.85
835787.5,18.48,4.92,399980.75,8.85
835787.5,18.48,4.92,400003.63,8.85
835698.41,18.48,4.92,400001.94,8.85
835749.94,18.49,4.92,400514.77,8.86
835801.47,18.49,4.93,400001.94,8.85
835853.0,18.5,4.93,401039.26,8.88
836013.32,18.5,4.94,401031.27,8.88
836064.85,18.51,4.94,401030.28,8.88
836064.85,18.51,4.94,401004.05,8.88
836116.38,18.51,4.95,401003.61,8.88
836270.65,18.52,4.95,401003.61,8.88
