ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9de0-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_nodes,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9de0-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9de0-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_gpu_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9de0-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-total_gpus,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9de0-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-arrived_gpu_milli
214,1021,859620,6212,859620
214,1021,859620,6212,859620
214,1021,860090,6212,860090
214,1021,860900,6212,860900
214,1021,861130,6212,861130
214,1021,861940,6212,861940
214,1021,861940,6212,861940
214,1021,862750,6212,862750
214,1021,862750,6212,862750
214,1021,863220,6212,863220
214,1021,863690,6212,863690
214,1021,864010,6212,864010
214,1021,864330,6212,864330
214,1021,865140,6212,865140
214,1021,865610,6212,865610
215,1029,866080,6212,866080
215,1029,866540,6212,866540
216,1031,867350,6212,867350
216,1031,868160,6212,868160
216,1031,868810,6212,868810
216,1031,869620,6212,869620
216,1031,869620,6212,869620
216,1031,869850,6212,869850
216,1031,870320,6212,870320
216,1031,870970,6212,870970
216,1031,871440,6212,871440
216,1031,871600,6212,871600
216,1031,872410,6212,872410
216,1031,873220,6212,873220
216,1031,873220,6212,873220
216,1031,873810,6212,873810
217,1033,874280,6212,874280
217,1033,874830,6212,874830
217,1033,875300,6212,875300
218,1035,875770,6212,875770
218,1035,876580,6212,876580
218,1035,876580,6212,876580
219,1043,877390,6212,877390
219,1043,877850,6212,877850
219,1043,878660,6212,878660
219,1043,879470,6212,879470
219,1043,879470,6212,879470
219,1043,880280,6212,880280
219,1043,881090,6212,881090
219,1043,881740,6212,881740
219,1043,882550,6212,882550
219,1043,883020,6212,883020
219,1043,883250,6212,883250
219,1043,883720,6212,883720
219,1043,883720,6212,883720
219,1043,884040,6212,884040
220,1051,884510,6212,884510
220,1051,884510,6212,884510
220,1051,885320,6212,885320
220,1051,886130,6212,886130
220,1051,886940,6212,886940
220,1051,887410,6212,887410
220,1051,888220,6212,888220
220,1051,889030,6212,889030
220,1051,889840,6212,889840
220,1051,890160,6212,890160
220,1051,890630,6212,890630
220,1051,890630,6212,890630
220,1051,891000,6212,891000
220,1051,891160,6212,891160
220,1051,891480,6212,891480
221,1053,892290,6212,892290
221,1053,892940,6212,892940
221,1053,893410,6212,893410
221,1053,893630,6212,893630
222,1061,894280,6212,894280
222,1061,894870,6212,894870
222,1061,894870,6212,894870
222,1061,895330,6212,895330
222,1061,895490,6212,895490
222,1061,895960,6212,895960
222,1061,896550,6212,896550
222,1061,896770,6212,896770
222,1061,896770,6212,896770
222,1061,897580,6212,897580
222,1061,898050,6212,898050
222,1061,898860,6212,898860
222,1061,899320,6212,899320
222,1061,900130,6212,900130
223,1069,900940,6212,900940
223,1069,901750,6212,901750
223,1069,902560,6212,902560
223,1069,902790,6212,902790
223,1069,903600,6212,903600
223,1069,904070,6212,904070
223,1069,904070,6212,904070
223,1069,904880,6212,904880
223,1069,905690,6212,905690
223,1069,906160,6212,906160
223,1069,906970,6212,906970
224,1077,907430,6212,907430
224,1077,907900,6212,907900
224,1077,908220,6212,908220
224,1077,908220,6212,908220
224,1077,908690,6212,908690
225,1079,909500,6212,909500
225,1079,909820,6212,909820
225,1079,910470,6212,910470
225,1079,910470,6212,910470
225,1079,910940,6212,910940
225,1079,910940,6212,910940
225,1079,911750,6212,911750
225,1079,912220,6212,912220
225,1079,912690,6212,912690
225,1079,913340,6212,913340
226,1081,914150,6212,914150
226,1081,914960,6212,914960
226,1081,915280,6212,915280
227,1089,915750,6212,915750
227,1089,916220,6212,916220
227,1089,916220,6212,916220
227,1089,917030,6212,917030
227,1089,917840,6212,917840
227,1089,918650,6212,918650
227,1089,919120,6212,919120
227,1089,919590,6212,919590
227,1089,920400,6212,920400
227,1089,920870,6212,920870
227,1089,920870,6212,920870
227,1089,921340,6212,921340
227,1089,921340,6212,921340
227,1089,922150,6212,922150
228,1091,922800,6212,922800
228,1091,923270,6212,923270
229,1093,924080,6212,924080
229,1093,924890,6212,924890
229,1093,924890,6212,924890
230,1095,925700,6212,925700
230,1095,926350,6212,926350
230,1095,926820,6212,926820
231,1097,927630,6212,927630
231,1097,928090,6212,928090
232,1101,928900,6212,928900
232,1101,929370,6212,929370
232,1101,930180,6212,930180
232,1101,930830,6212,930830
232,1101,931640,6212,931640
233,1103,932450,6212,932450
233,1103,932920,6212,932920
234,1111,933730,6212,933730
234,1111,934540,6212,934540
234,1111,935010,6212,935010
234,1111,935230,6212,935230
234,1111,935700,6212,935700
234,1111,936350,6212,936350
234,1111,936350,6212,936350
234,1111,936670,6212,936670
234,1111,937320,6212,937320
234,1111,938130,6212,938130
234,1111,938940,6212,938940
234,1111,939400,6212,939400
234,1111,939400,6212,939400
234,1111,939630,6212,939630
234,1111,940180,6212,940180
235,1113,940830,6212,940830
235,1113,941480,6212,941480
235,1113,941480,6212,941480
236,1121,942290,6212,942290
236,1121,942940,6212,942940
236,1121,943410,6212,943410
236,1121,943630,6212,943630
236,1121,943950,6212,943950
236,1121,944540,6212,944540
236,1121,945350,6212,945350
236,1121,946160,6212,946160
236,1121,946970,6212,946970
236,1121,947440,6212,947440
236,1121,947910,6212,947910
236,1121,948380,6212,948380
237,1129,948930,6212,948930
237,1129,949740,6212,949740
237,1129,950550,6212,950550
237,1129,951360,6212,951360
237,1129,951360,6212,951360
237,1129,951520,6212,951520
237,1129,951990,6212,951990
237,1129,952640,6212,952640
237,1129,953110,6212,953110
237,1129,953920,6212,953920
237,1129,954730,6212,954730
237,1129,954730,6212,954730
238,1137,955540,6212,955540
238,1137,956350,6212,956350
238,1137,957160,6212,957160
238,1137,957630,6212,957630
238,1137,958100,6212,958100
238,1137,958570,6212,958570
238,1137,959030,6212,959030
238,1137,959680,6212,959680
238,1137,959680,6212,959680
238,1137,960490,6212,960490
238,1137,961300,6212,961300
239,1139,961890,6212,961890
239,1139,962210,6212,962210
239,1139,962680,6212,962680
240,1143,963330,6212,963330
240,1143,963440,6212,963440
240,1143,963910,6212,963910
240,1143,964720,6212,964720
240,1143,965190,6212,965190
240,1143,965190,6212,965190
240,1143,966000,6212,966000
240,1143,966230,6212,966230
241,1151,966880,6212,966880
241,1151,967350,6212,967350
241,1151,968160,6212,968160
241,1151,968810,6212,968810
241,1151,969130,6212,969130
241,1151,969940,6212,969940
241,1151,970260,6212,970260
241,1151,970730,6212,970730
241,1151,970730,6212,970730
241,1151,971320,6212,971320
241,1151,972130,6212,972130
241,1151,972940,6212,972940
241,1151,973410,6212,973410
241,1151,973730,6212,973730
242,1153,974200,6212,974200
242,1153,974670,6212,974670
242,1153,975480,6212,975480
243,1161,976130,6212,976130
243,1161,976450,6212,976450
243,1161,976450,6212,976450
243,1161,976920,6212,976920
243,1161,977730,6212,977730
243,1161,978050,6212,978050
243,1161,978520,6212,978520
243,1161,978990,6212,978990
243,1161,979800,6212,979800
243,1161,980610,6212,980610
243,1161,981420,6212,981420
243,1161,981970,6212,981970
243,1161,982440,6212,982440
244,1169,983250,6212,983250
244,1169,984060,6212,984060
244,1169,984060,6212,984060
244,1169,984530,6212,984530
244,1169,985340,6212,985340
244,1169,986150,6212,986150
244,1169,986960,6212,986960
244,1169,987770,6212,987770
244,1169,988580,6212,988580
244,1169,988810,6212,988810
244,1169,988810,6212,988810
244,1169,989030,6212,989030
245,1177,989840,6212,989840
245,1177,989840,6212,989840
245,1177,990650,6212,990650
245,1177,991460,6212,991460
245,1177,991930,6212,991930
245,1177,992400,6212,992400
245,1177,993210,6212,993210
245,1177,994020,6212,994020
245,1177,994830,6212,994830
245,1177,995060,6212,995060
245,1177,995710,6212,995710
246,1185,996520,6212,996520
246,1185,996520,6212,996520
246,1185,996980,6212,996980
246,1185,997630,6212,997630
246,1185,998280,6212,998280
246,1185,998750,6212,998750
246,1185,999070,6212,999070
246,1185,999880,6212,999880
246,1185,999880,6212,999880
246,1185,1000350,6212,1000350
246,1185,1000820,6212,1000820
246,1185,1001410,6212,1001410
246,1185,1002220,6212,1002220
246,1185,1002450,6212,1002450
246,1185,1002920,6212,1002920
247,1193,1003730,6212,1003730
247,1193,1004540,6212,1004540
247,1193,1004860,6212,1004860
247,1193,1005670,6212,1005670
247,1193,1005670,6212,1005670
247,1193,1005670,6212,1005670
247,1193,1006260,6212,1006260
247,1193,1007070,6212,1007070
247,1193,1007070,6212,1007070
247,1193,1007880,6212,1007880
247,1193,1008110,6212,1008110
247,1193,1008110,6212,1008110
247,1193,1008330,6212,1008330
247,1193,1009140,6212,1009140
247,1193,1009610,6212,1009610
248,1195,1010160,6212,1010160
248,1195,1010630,6212,1010630
248,1195,1011100,6212,1011100
248,1195,1011100,6212,1011100
249,1197,1011910,6212,1011910
249,1197,1012720,6212,1012720
249,1197,1013190,6212,1013190
249,1197,1013190,6212,1013190
250,1205,1013840,6212,1013840
250,1205,1014650,6212,1014650
250,1205,1015460,6212,1015460
250,1205,1015690,6212,1015690
250,1205,1016160,6212,1016160
250,1205,1016630,6212,1016630
250,1205,1017100,6212,1017100
250,1205,1017910,6212,1017910
250,1205,1017910,6212,1017910
250,1205,1018380,6212,1018380
250,1205,1018610,6212,1018610
250,1205,1018830,6212,1018830
250,1205,1018830,6212,1018830
250,1205,1019300,6212,1019300
250,1205,1020110,6212,1020110
250,1205,1020430,6212,1020430
251,1213,1021020,6212,1021020
251,1213,1021490,6212,1021490
251,1213,1021710,6212,1021710
251,1213,1022030,6212,1022030
251,1213,1022030,6212,1022030
251,1213,1022840,6212,1022840
251,1213,1023310,6212,1023310
251,1213,1023310,6212,1023310
251,1213,1023630,6212,1023630
251,1213,1024100,6212,1024100
251,1213,1024750,6212,1024750
251,1213,1025220,6212,1025220
251,1213,1025450,6212,1025450
251,1213,1025450,6212,1025450
251,1213,1026260,6212,1026260
251,1213,1027070,6212,1027070
251,1213,1027880,6212,1027880
251,1213,1028350,6212,1028350
252,1215,1028810,6212,1028810
252,1215,1029620,6212,1029620
252,1215,1029850,6212,1029850
252,1215,1029850,6212,1029850
252,1215,1029850,6212,1029850
253,1223,1030500,6212,1030500
253,1223,1031310,6212,1031310
253,1223,1031780,6212,1031780
253,1223,1032010,6212,1032010
253,1223,1032010,6212,1032010
253,1223,1032330,6212,1032330
253,1223,1032880,6212,1032880
253,1223,1033690,6212,1033690
253,1223,1034160,6212,1034160
253,1223,1034380,6212,1034380
253,1223,1035190,6212,1035190
253,1223,1036000,6212,1036000
253,1223,1036470,6212,1036470
253,1223,1037280,6212,1037280
253,1223,1037280,6212,1037280
254,1231,1037750,6212,1037750
254,1231,1038560,6212,1038560
254,1231,1039370,6212,1039370
254,1231,1040180,6212,1040180
254,1231,1040990,6212,1040990
254,1231,1041360,6212,1041360
254,1231,1041730,6212,1041730
254,1231,1041730,6212,1041730
254,1231,1042380,6212,1042380
254,1231,1042380,6212,1042380
254,1231,1043190,6212,1043190
254,1231,1044000,6212,1044000
255,1239,1044810,6212,1044810
255,1239,1045280,6212,1045280
255,1239,1046090,6212,1046090
255,1239,1046680,6212,1046680
255,1239,1046840,6212,1046840
255,1239,1047650,6212,1047650
255,1239,1048120,6212,1048120
255,1239,1048590,6212,1048590
255,1239,1049180,6212,1049180
255,1239,1049770,6212,1049770
255,1239,1050090,6212,1050090
255,1239,1050740,6212,1050740
255,1239,1051060,6212,1051060
256,1241,1051870,6212,1051870
256,1241,1052680,6212,1052680
257,1249,1053490,6212,1053490
257,1249,1053720,6212,1053720
257,1249,1054530,6212,1054530
257,1249,1055340,6212,1055340
257,1249,1056150,6212,1056150
257,1249,1056470,6212,1056470
257,1249,1056940,6212,1056940
257,1249,1056940,6212,1056940
257,1249,1057590,6212,1057590
257,1249,1058400,6212,1058400
257,1249,1059210,6212,1059210
257,1249,1059670,6212,1059670
258,1251,1060480,6212,1060480
258,1251,1061290,6212,1061290
259,1259,1062100,6212,1062100
259,1259,1062570,6212,1062570
259,1259,1062790,6212,1062790
259,1259,1063600,6212,1063600
259,1259,1064410,6212,1064410
259,1259,1064640,6212,1064640
259,1259,1064870,6212,1064870
259,1259,1065680,6212,1065680
259,1259,1066000,6212,1066000
259,1259,1066470,6212,1066470
259,1259,1066470,6212,1066470
259,1259,1067280,6212,1067280
259,1259,1067750,6212,1067750
259,1259,1068220,6212,1068220
259,1259,1068690,6212,1068690
260,1267,1069500,6212,1069500
260,1267,1069500,6212,1069500
260,1267,1069820,6212,1069820
260,1267,1070630,6212,1070630
260,1267,1070860,6212,1070860
260,1267,1070860,6212,1070860
260,1267,1071670,6212,1071670
260,1267,1072480,6212,1072480
260,1267,1073290,6212,1073290
260,1267,1073510,6212,1073510
260,1267,1073980,6212,1073980
260,1267,1074790,6212,1074790
260,1267,1075600,6212,1075600
260,1267,1075920,6212,1075920
260,1267,1076240,6212,1076240
260,1267,1076350,6212,1076350
261,1275,1077160,6212,1077160
261,1275,1077970,6212,1077970
261,1275,1078290,6212,1078290
261,1275,1079100,6212,1079100
261,1275,1079100,6212,1079100
261,1275,1079560,6212,1079560
261,1275,1080370,6212,1080370
261,1275,1080370,6212,1080370
261,1275,1080840,6212,1080840
261,1275,1080840,6212,1080840
261,1275,1081650,6212,1081650
261,1275,1082460,6212,1082460
261,1275,1082930,6212,1082930
262,1277,1083740,6212,1083740
262,1277,1083740,6212,1083740
262,1277,1084210,6212,1084210
262,1277,1084690,6212,1084690
262,1277,1084920,6212,1084920
263,1285,1085390,6212,1085390
263,1285,1086200,6212,1086200
263,1285,1086520,6212,1086520
263,1285,1087330,6212,1087330
263,1285,1088140,6212,1088140
263,1285,1088950,6212,1088950
263,1285,1089270,6212,1089270
263,1285,1089500,6212,1089500
263,1285,1090310,6212,1090310
263,1285,1090960,6212,1090960
263,1285,1090960,6212,1090960
263,1285,1091610,6212,1091610
263,1285,1091610,6212,1091610
263,1285,1091830,6212,1091830
264,1287,1092640,6212,1092640
264,1287,1092800,6212,1092800
265,1295,1093270,6212,1093270
265,1295,1093270,6212,1093270
265,1295,1093270,6212,1093270
265,1295,1093920,6212,1093920
265,1295,1094730,6212,1094730
265,1295,1095540,6212,1095540
265,1295,1095860,6212,1095860
265,1295,1095860,6212,1095860
265,1295,1096670,6212,1096670
265,1295,1097480,6212,1097480
265,1295,1098130,6212,1098130
265,1295,1098940,6212,1098940
265,1295,1099750,6212,1099750
265,1295,1099980,6212,1099980
265,1295,1100450,6212,1100450
266,1303,1101260,6212,1101260
266,1303,1101260,6212,1101260
266,1303,1101730,6212,1101730
266,1303,1101730,6212,1101730
266,1303,1101730,6212,1101730
266,1303,1101960,6212,1101960
266,1303,1102280,6212,1102280
266,1303,1103090,6212,1103090
266,1303,1103900,6212,1103900
266,1303,1104370,6212,1104370
266,1303,1105180,6212,1105180
266,1303,1105990,6212,1105990
266,1303,1106800,6212,1106800
266,1303,1107120,6212,1107120
267,1305,1107590,6212,1107590
267,1305,1107590,6212,1107590
267,1305,1108060,6212,1108060
267,1305,1108530,6212,1108530
267,1305,1109000,6212,1109000
267,1305,1109230,6212,1109230
268,1307,1109460,6212,1109460
268,1307,1109940,6212,1109940
269,1315,1110160,6212,1110160
269,1315,1110970,6212,1110970
269,1315,1110970,6212,1110970
269,1315,1111130,6212,1111130
269,1315,1111940,6212,1111940
269,1315,1112530,6212,1112530
269,1315,1113000,6212,1113000
269,1315,1113000,6212,1113000
269,1315,1113000,6212,1113000
269,1315,1113810,6212,1113810
269,1315,1114620,6212,1114620
269,1315,1115270,6212,1115270
269,1315,1115500,6212,1115500
269,1315,1115720,6212,1115720
269,1315,1116190,6212,1116190
269,1315,1116660,6212,1116660
269,1315,1116890,6212,1116890
269,1315,1116890,6212,1116890
269,1315,1117360,6212,1117360
270,1317,1118170,6212,1118170
270,1317,1118980,6212,1118980
270,1317,1119450,6212,1119450
271,1325,1119910,6212,1119910
271,1325,1120560,6212,1120560
271,1325,1121370,6212,1121370
271,1325,1121690,6212,1121690
271,1325,1122160,6212,1122160
271,1325,1122480,6212,1122480
271,1325,1123290,6212,1123290
271,1325,1124100,6212,1124100
271,1325,1124560,6212,1124560
271,1325,1124560,6212,1124560
271,1325,1124560,6212,1124560
271,1325,1124720,6212,1124720
271,1325,1124720,6212,1124720
271,1325,1125190,6212,1125190
271,1325,1126000,6212,1126000
271,1325,1126000,6212,1126000
272,1327,1126810,6212,1126810
272,1327,1127130,6212,1127130
272,1327,1127940,6212,1127940
273,1329,1128750,6212,1128750
273,1329,1129070,6212,1129070
273,1329,1129390,6212,1129390
273,1329,1129860,6212,1129860
274,1331,1130670,6212,1130670
274,1331,1131480,6212,1131480
274,1331,1131950,6212,1131950
274,1331,1131950,6212,1131950
274,1331,1131950,6212,1131950
275,1339,1132600,6212,1132600
275,1339,1133060,6212,1133060
275,1339,1133870,6212,1133870
275,1339,1134100,6212,1134100
275,1339,1134570,6212,1134570
275,1339,1134570,6212,1134570
275,1339,1135120,6212,1135120
275,1339,1135120,6212,1135120
275,1339,1135490,6212,1135490
275,1339,1136300,6212,1136300
275,1339,1137110,6212,1137110
275,1339,1137580,6212,1137580
275,1339,1138390,6212,1138390
275,1339,1138860,6212,1138860
276,1347,1139670,6212,1139670
276,1347,1140260,6212,1140260
276,1347,1140260,6212,1140260
276,1347,1140260,6212,1140260
276,1347,1140260,6212,1140260
276,1347,1140580,6212,1140580
276,1347,1141390,6212,1141390
276,1347,1141860,6212,1141860
276,1347,1142330,6212,1142330
276,1347,1142880,6212,1142880
276,1347,1143690,6212,1143690
276,1347,1144160,6212,1144160
276,1347,1144160,6212,1144160
276,1347,1144810,6212,1144810
276,1347,1145280,6212,1145280
277,1355,1145750,6212,1145750
277,1355,1146220,6212,1146220
277,1355,1146690,6212,1146690
277,1355,1147500,6212,1147500
277,1355,1147500,6212,1147500
277,1355,1148310,6212,1148310
277,1355,1148470,6212,1148470
277,1355,1148470,6212,1148470
277,1355,1148940,6212,1148940
277,1355,1149050,6212,1149050
277,1355,1149270,6212,1149270
277,1355,1150080,6212,1150080
277,1355,1150730,6212,1150730
277,1355,1150730,6212,1150730
277,1355,1150730,6212,1150730
277,1355,1151540,6212,1151540
277,1355,1152350,6212,1152350
277,1355,1152670,6212,1152670
278,1357,1153480,6212,1153480
278,1357,1153480,6212,1153480
278,1357,1154290,6212,1154290
279,1365,1154840,6212,1154840
279,1365,1155000,6212,1155000
279,1365,1155460,6212,1155460
279,1365,1155920,6212,1155920
279,1365,1155920,6212,1155920
279,1365,1156390,6212,1156390
279,1365,1157200,6212,1157200
279,1365,1157670,6212,1157670
279,1365,1158140,6212,1158140
279,1365,1158950,6212,1158950
279,1365,1159420,6212,1159420
279,1365,1159420,6212,1159420
279,1365,1160230,6212,1160230
279,1365,1160690,6212,1160690
279,1365,1160690,6212,1160690
280,1373,1161500,6212,1161500
280,1373,1162310,6212,1162310
280,1373,1162780,6212,1162780
280,1373,1163330,6212,1163330
280,1373,1163980,6212,1163980
280,1373,1164450,6212,1164450
280,1373,1165100,6212,1165100
280,1373,1165910,6212,1165910
280,1373,1166720,6212,1166720
281,1381,1167530,6212,1167530
281,1381,1168340,6212,1168340
281,1381,1169150,6212,1169150
281,1381,1169150,6212,1169150
281,1381,1169960,6212,1169960
281,1381,1169960,6212,1169960
281,1381,1170330,6212,1170330
281,1381,1170800,6212,1170800
281,1381,1171030,6212,1171030
281,1381,1171500,6212,1171500
281,1381,1172310,6212,1172310
281,1381,1173120,6212,1173120
281,1381,1173120,6212,1173120
281,1381,1173770,6212,1173770
281,1381,1174090,6212,1174090
281,1381,1174410,6212,1174410
281,1381,1174410,6212,1174410
281,1381,1174730,6212,1174730
282,1383,1175540,6212,1175540
282,1383,1175860,6212,1175860
282,1383,1176670,6212,1176670
282,1383,1177140,6212,1177140
283,1387,1177730,6212,1177730
283,1387,1177960,6212,1177960
283,1387,1177960,6212,1177960
283,1387,1178770,6212,1178770
283,1387,1179240,6212,1179240
283,1387,1179700,6212,1179700
283,1387,1180170,6212,1180170
283,1387,1180170,6212,1180170
284,1389,1180980,6212,1180980
284,1389,1181450,6212,1181450
284,1389,1181500,6212,1181500
284,1389,1181660,6212,1181660
284,1389,1182130,6212,1182130
284,1389,1182130,6212,1182130
284,1389,1182600,6212,1182600
284,1389,1182600,6212,1182600
284,1389,1182830,6212,1182830
284,1389,1182830,6212,1182830
285,1397,1183300,6212,1183300
285,1397,1183950,6212,1183950
285,1397,1184760,6212,1184760
285,1397,1185570,6212,1185570
285,1397,1186380,6212,1186380
285,1397,1186380,6212,1186380
285,1397,1186850,6212,1186850
285,1397,1187310,6212,1187310
285,1397,1187780,6212,1187780
285,1397,1188590,6212,1188590
285,1397,1189140,6212,1189140
285,1397,1189140,6212,1189140
286,1405,1189950,6212,1189950
286,1405,1190420,6212,1190420
286,1405,1190640,6212,1190640
286,1405,1191450,6212,1191450
286,1405,1191450,6212,1191450
286,1405,1192260,6212,1192260
286,1405,1192610,6212,1192610
286,1405,1193420,6212,1193420
286,1405,1194230,6212,1194230
286,1405,1194780,6212,1194780
286,1405,1195250,6212,1195250
286,1405,1196060,6212,1196060
287,1407,1196530,6212,1196530
287,1407,1197340,6212,1197340
287,1407,1197810,6212,1197810
288,1415,1198280,6212,1198280
288,1415,1198750,6212,1198750
289,1417,1199560,6212,1199560
289,1417,1200210,6212,1200210
289,1417,1200760,6212,1200760
289,1417,1201570,6212,1201570
289,1417,1201570,6212,1201570
289,1417,1202030,6212,1202030
289,1417,1202840,6212,1202840
289,1417,1203160,6212,1203160
289,1417,1203160,6212,1203160
289,1417,1203630,6212,1203630
289,1417,1204280,6212,1204280
289,1417,1205090,6212,1205090
289,1417,1205900,6212,1205900
289,1417,1205900,6212,1205900
289,1417,1206190,6212,1206190
290,1419,1206660,6212,1206660
290,1419,1207130,6212,1207130
290,1419,1207600,6212,1207600
290,1419,1208070,6212,1208070
291,1427,1208720,6212,1208720
291,1427,1208950,6212,1208950
291,1427,1209760,6212,1209760
291,1427,1210230,6212,1210230
291,1427,1210700,6212,1210700
291,1427,1211510,6212,1211510
291,1427,1211980,6212,1211980
291,1427,1212300,6212,1212300
291,1427,1213110,6212,1213110
291,1427,1213480,6212,1213480
291,1427,1214290,6212,1214290
291,1427,1214290,6212,1214290
291,1427,1214760,6212,1214760
291,1427,1215080,6212,1215080
291,1427,1215080,6212,1215080
292,1435,1215550,6212,1215550
292,1435,1216360,6212,1216360
292,1435,1216830,6212,1216830
292,1435,1217640,6212,1217640
292,1435,1218110,6212,1218110
292,1435,1218430,6212,1218430
292,1435,1218800,6212,1218800
292,1435,1219270,6212,1219270
292,1435,1220080,6212,1220080
292,1435,1220890,6212,1220890
292,1435,1221700,6212,1221700
292,1435,1222510,6212,1222510
292,1435,1222830,6212,1222830
292,1435,1223050,6212,1223050
293,1437,1223860,6212,1223860
293,1437,1223860,6212,1223860
293,1437,1224180,6212,1224180
293,1437,1224830,6212,1224830
294,1439,1225380,6212,1225380
294,1439,1226190,6212,1226190
294,1439,1226190,6212,1226190
295,1447,1227000,6212,1227000
295,1447,1227810,6212,1227810
295,1447,1228040,6212,1228040
295,1447,1228690,6212,1228690
295,1447,1228690,6212,1228690
295,1447,1229060,6212,1229060
295,1447,1229380,6212,1229380
295,1447,1229750,6212,1229750
295,1447,1230560,6212,1230560
295,1447,1231370,6212,1231370
295,1447,1232020,6212,1232020
295,1447,1232340,6212,1232340
295,1447,1232340,6212,1232340
295,1447,1233150,6212,1233150
296,1449,1233610,6212,1233610
296,1449,1234260,6212,1234260
297,1457,1235070,6212,1235070
297,1457,1235070,6212,1235070
297,1457,1235540,6212,1235540
297,1457,1236190,6212,1236190
297,1457,1237000,6212,1237000
297,1457,1237320,6212,1237320
297,1457,1238130,6212,1238130
297,1457,1238600,6212,1238600
297,1457,1238970,6212,1238970
297,1457,1239290,6212,1239290
297,1457,1239840,6212,1239840
297,1457,1240310,6212,1240310
297,1457,1240780,6212,1240780
297,1457,1241240,6212,1241240
298,1465,1242050,6212,1242050
298,1465,1242520,6212,1242520
298,1465,1242840,6212,1242840
298,1465,1243300,6212,1243300
298,1465,1243760,6212,1243760
298,1465,1244570,6212,1244570
298,1465,1245030,6212,1245030
298,1465,1245840,6212,1245840
298,1465,1246160,6212,1246160
298,1465,1246630,6212,1246630
298,1465,1246950,6212,1246950
298,1465,1247600,6212,1247600
298,1465,1247920,6212,1247920
298,1465,1248150,6212,1248150
298,1465,1248620,6212,1248620
298,1465,1248620,6212,1248620
299,1473,1249210,6212,1249210
299,1473,1249800,6212,1249800
299,1473,1250260,6212,1250260
299,1473,1250730,6212,1250730
299,1473,1250890,6212,1250890
299,1473,1251350,6212,1251350
299,1473,1252160,6212,1252160
299,1473,1252430,6212,1252430
299,1473,1252900,6212,1252900
299,1473,1253370,6212,1253370
299,1473,1253840,6212,1253840
299,1473,1254310,6212,1254310
299,1473,1254780,6212,1254780
299,1473,1255240,6212,1255240
299,1473,1256050,6212,1256050
299,1473,1256050,6212,1256050
300,1481,1256510,6212,1256510
300,1481,1257160,6212,1257160
300,1481,1257480,6212,1257480
300,1481,1257950,6212,1257950
300,1481,1258760,6212,1258760
300,1481,1259080,6212,1259080
300,1481,1259890,6212,1259890
300,1481,1260360,6212,1260360
300,1481,1261170,6212,1261170
300,1481,1261720,6212,1261720
300,1481,1262530,6212,1262530
301,1483,1263180,6212,1263180
301,1483,1263990,6212,1263990
301,1483,1264460,6212,1264460
302,1491,1265110,6212,1265110
302,1491,1265570,6212,1265570
302,1491,1266380,6212,1266380
302,1491,1266700,6212,1266700
302,1491,1266700,6212,1266700
302,1491,1267250,6212,1267250
302,1491,1267720,6212,1267720
302,1491,1268190,6212,1268190
302,1491,1268350,6212,1268350
302,1491,1269160,6212,1269160
302,1491,1269970,6212,1269970
302,1491,1270780,6212,1270780
303,1493,1271590,6212,1271590
303,1493,1271910,6212,1271910
303,1493,1272560,6212,1272560
303,1493,1273030,6212,1273030
304,1501,1273840,6212,1273840
304,1501,1274000,6212,1274000
304,1501,1274470,6212,1274470
304,1501,1274790,6212,1274790
304,1501,1274790,6212,1274790
304,1501,1275250,6212,1275250
304,1501,1276060,6212,1276060
304,1501,1276870,6212,1276870
304,1501,1277330,6212,1277330
304,1501,1277800,6212,1277800
304,1501,1278350,6212,1278350
304,1501,1278350,6212,1278350
304,1501,1279000,6212,1279000
304,1501,1279320,6212,1279320
304,1501,1280130,6212,1280130
305,1509,1280940,6212,1280940
305,1509,1281750,6212,1281750
305,1509,1282070,6212,1282070
305,1509,1282070,6212,1282070
305,1509,1282880,6212,1282880
305,1509,1283530,6212,1283530
305,1509,1284340,6212,1284340
305,1509,1284810,6212,1284810
305,1509,1285620,6212,1285620
305,1509,1285620,6212,1285620
305,1509,1285620,6212,1285620
305,1509,1285620,6212,1285620
305,1509,1286270,6212,1286270
305,1509,1286590,6212,1286590
305,1509,1287060,6212,1287060
306,1517,1287530,6212,1287530
306,1517,1288180,6212,1288180
306,1517,1288180,6212,1288180
306,1517,1288400,6212,1288400
306,1517,1288400,6212,1288400
306,1517,1288630,6212,1288630
306,1517,1288630,6212,1288630
306,1517,1288630,6212,1288630
306,1517,1289100,6212,1289100
306,1517,1289910,6212,1289910
306,1517,1290560,6212,1290560
306,1517,1291370,6212,1291370
306,1517,1291840,6212,1291840
306,1517,1291840,6212,1291840
306,1517,1292650,6212,1292650
