ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_819c-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_nodes,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_819c-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_819c-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpu_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_819c-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-total_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_819c-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-arrived_gpu_milli
1213,6212,4161490,6212,4194950
1213,6212,4162490,6212,4195950
1213,6212,4162810,6212,4196270
1213,6212,4163810,6212,4197270
1213,6212,4163810,6212,4197270
1213,6212,4164810,6212,4198270
1213,6212,4165620,6212,4199080
1213,6212,4165620,6212,4199080
1213,6212,4166620,6212,4200080
1213,6212,4167080,6212,4200540
1213,6212,4168080,6212,4201540
1213,6212,4169080,6212,4202540
1213,6212,4170080,6212,4203540
1213,6212,4170080,6212,4203540
1213,6212,4170080,6212,4203540
1213,6212,4171080,6212,4204540
1213,6212,4171730,6212,4205190
1213,6212,4172730,6212,4206190
1213,6212,4173730,6212,4207190
1213,6212,4174200,6212,4207660
1213,6212,4175200,6212,4208660
1213,6212,4176010,6212,4209470
1213,6212,4176660,6212,4210120
1213,6212,4176880,6212,4210340
1213,6212,4177880,6212,4211340
1213,6212,4178880,6212,4212340
1213,6212,4178880,6212,4213340
1213,6212,4179040,6212,4213500
1213,6212,4180040,6212,4214500
1213,6212,4180690,6212,4215150
1213,6212,4180690,6212,4215150
1213,6212,4181500,6212,4215960
1213,6212,4181970,6212,4216430
1213,6212,4182970,6212,4217430
1213,6212,4183970,6212,4218430
1213,6212,4184970,6212,4219430
1213,6212,4185970,6212,4220430
1213,6212,4186290,6212,4220750
1213,6212,4187290,6212,4221750
1213,6212,4188100,6212,4222560
1213,6212,4189100,6212,4223560
1213,6212,4190100,6212,4224560
1213,6212,4191100,6212,4225560
1213,6212,4191570,6212,4226030
1213,6212,4192570,6212,4227030
1213,6212,4193570,6212,4228030
1213,6212,4193790,6212,4228250
1213,6212,4194260,6212,4228720
1213,6212,4194730,6212,4229190
1213,6212,4195190,6212,4229650
1213,6212,4195190,6212,4229650
1213,6212,4196190,6212,4230650
1213,6212,4197190,6212,4231650
1213,6212,4197190,6212,4231650
1213,6212,4197740,6212,4232200
1213,6212,4198390,6212,4232850
1213,6212,4199200,6212,4233660
1213,6212,4200200,6212,4234660
1213,6212,4200660,6212,4235120
1213,6212,4201660,6212,4236120
1213,6212,4202660,6212,4237120
1213,6212,4202820,6212,4237280
1213,6212,4202820,6212,4237280
1213,6212,4203630,6212,4238090
1213,6212,4204630,6212,4239090
1213,6212,4205090,6212,4239550
1213,6212,4205900,6212,4240360
1213,6212,4206900,6212,4241360
1213,6212,4207900,6212,4242360
1213,6212,4208710,6212,4243170
1213,6212,4209710,6212,4244170
1213,6212,4210030,6212,4244490
1213,6212,4211030,6212,4245490
1213,6212,4212030,6212,4246490
1213,6212,4212680,6212,4247140
1213,6212,4213680,6212,4248140
1213,6212,4214680,6212,4249140
1213,6212,4215680,6212,4250140
1213,6212,4216000,6212,4250460
1213,6212,4216470,6212,4250930
1213,6212,4217280,6212,4251740
1213,6212,4218090,6212,4252550
1213,6212,4218900,6212,4253360
1213,6212,4219710,6212,4254170
1213,6212,4219710,6212,4254170
1213,6212,4219940,6212,4254400
1213,6212,4220940,6212,4255400
1213,6212,4221410,6212,4255870
1213,6212,4221410,6212,4255870
1213,6212,4222410,6212,4256870
1213,6212,4223410,6212,4257870
1213,6212,4224060,6212,4258520
1213,6212,4224380,6212,4258840
1213,6212,4225190,6212,4259650
1213,6212,4226190,6212,4260650
1213,6212,4226190,6212,4260650
1213,6212,4227190,6212,4261650
1213,6212,4228000,6212,4262460
1213,6212,4229000,6212,4263460
1213,6212,4229000,6212,4264460
1213,6212,4229000,6212,4264460
1213,6212,4230000,6212,4265460
1213,6212,4231000,6212,4266460
1213,6212,4232000,6212,4267460
1213,6212,4233000,6212,4268460
1213,6212,4233320,6212,4268780
1213,6212,4234130,6212,4269590
1213,6212,4234450,6212,4269910
1213,6212,4234450,6212,4270910
1213,6212,4235450,6212,4271910
1213,6212,4236260,6212,4272720
1213,6212,4236730,6212,4273190
1213,6212,4237730,6212,4274190
1213,6212,4238730,6212,4275190
1213,6212,4239050,6212,4275510
1213,6212,4240050,6212,4276510
1213,6212,4240520,6212,4276980
1213,6212,4241520,6212,4277980
1213,6212,4242520,6212,4278980
1213,6212,4243520,6212,4279980
1213,6212,4243520,6212,4279980
1213,6212,4244520,6212,4280980
1213,6212,4245520,6212,4281980
1213,6212,4245990,6212,4282450
1213,6212,4246990,6212,4283450
1213,6212,4247640,6212,4284100
1213,6212,4248450,6212,4284910
1213,6212,4249450,6212,4285910
1213,6212,4249450,6212,4285910
1213,6212,4249450,6212,4285910
1213,6212,4250450,6212,4286910
1213,6212,4251260,6212,4287720
1213,6212,4252070,6212,4288530
1213,6212,4252390,6212,4288850
1213,6212,4253390,6212,4289850
1213,6212,4253390,6212,4289850
1213,6212,4253850,6212,4290310
1213,6212,4253850,6212,4290310
1213,6212,4254850,6212,4291310
1213,6212,4255320,6212,4291780
1213,6212,4256130,6212,4292590
1213,6212,4257130,6212,4293590
1213,6212,4257940,6212,4294400
1213,6212,4258940,6212,4295400
1213,6212,4259940,6212,4296400
1213,6212,4259940,6212,4296400
1213,6212,4260940,6212,4297400
1213,6212,4261940,6212,4298400
1213,6212,4261940,6212,4298400
1213,6212,4262940,6212,4299400
1213,6212,4263940,6212,4300400
1213,6212,4264940,6212,4301400
1213,6212,4264940,6212,4301400
1213,6212,4264940,6212,4301400
1213,6212,4265940,6212,4302400
1213,6212,4266940,6212,4303400
1213,6212,4266940,6212,4303400
1213,6212,4267940,6212,4304400
1213,6212,4267940,6212,4305050
1213,6212,4268940,6212,4306050
1213,6212,4269940,6212,4307050
1213,6212,4270940,6212,4308050
1213,6212,4271940,6212,4309050
1213,6212,4271940,6212,4309050
1213,6212,4272940,6212,4310050
1213,6212,4273940,6212,4311050
1213,6212,4274940,6212,4312050
1213,6212,4275750,6212,4312860
1213,6212,4275750,6212,4312860
1213,6212,4276750,6212,4313860
1213,6212,4277560,6212,4314670
1213,6212,4278560,6212,4315670
1213,6212,4279560,6212,4316670
1213,6212,4280560,6212,4317670
1213,6212,4281560,6212,4318670
1213,6212,4281880,6212,4318990
1213,6212,4282880,6212,4319990
1213,6212,4283690,6212,4320800
1213,6212,4284690,6212,4321800
1213,6212,4285690,6212,4322800
1213,6212,4286690,6212,4323800
1213,6212,4287690,6212,4324800
1213,6212,4288690,6212,4325800
1213,6212,4289690,6212,4326800
1213,6212,4290010,6212,4327120
1213,6212,4290010,6212,4335120
1213,6212,4290480,6212,4335590
1213,6212,4290700,6212,4335810
1213,6212,4291700,6212,4336810
1213,6212,4291700,6212,4344810
1213,6212,4292700,6212,4345810
1213,6212,4292700,6212,4353810
1213,6212,4293700,6212,4354810
1213,6212,4293700,6212,4355810
1213,6212,4294020,6212,4356130
1213,6212,4295020,6212,4357130
1213,6212,4295020,6212,4357130
1213,6212,4296020,6212,4358130
1213,6212,4296490,6212,4358600
1213,6212,4296960,6212,4359070
1213,6212,4297430,6212,4359540
1213,6212,4298240,6212,4360350
1213,6212,4299240,6212,4361350
1213,6212,4300240,6212,4362350
1213,6212,4300720,6212,4362830
1213,6212,4301530,6212,4363640
1213,6212,4302530,6212,4364640
1213,6212,4303530,6212,4365640
1213,6212,4304530,6212,4366640
1213,6212,4305340,6212,4367450
1213,6212,4306340,6212,4368450
1213,6212,4306990,6212,4369100
1213,6212,4307640,6212,4369750
1213,6212,4308640,6212,4370750
1213,6212,4309640,6212,4371750
1213,6212,4310640,6212,4372750
1213,6212,4311640,6212,4373750
1213,6212,4312110,6212,4374220
1213,6212,4313110,6212,4375220
1213,6212,4314110,6212,4376220
1213,6212,4314920,6212,4377030
1213,6212,4314920,6212,4377030
1213,6212,4315240,6212,4377350
1213,6212,4315560,6212,4377670
1213,6212,4316150,6212,4378260
1213,6212,4316370,6212,4378480
1213,6212,4317370,6212,4379480
1213,6212,4317600,6212,4379710
1213,6212,4318600,6212,4380710
1213,6212,4319600,6212,4381710
1213,6212,4319600,6212,4381710
1213,6212,4320600,6212,4382710
1213,6212,4321600,6212,4383710
1213,6212,4322600,6212,4384710
1213,6212,4323600,6212,4385710
1213,6212,4324410,6212,4386520
1213,6212,4325410,6212,4387520
1213,6212,4326410,6212,4388520
1213,6212,4326740,6212,4388850
1213,6212,4326740,6212,4389660
1213,6212,4327550,6212,4390470
1213,6212,4328550,6212,4391470
1213,6212,4328550,6212,4391470
1213,6212,4329550,6212,4392470
1213,6212,4330020,6212,4392940
1213,6212,4330830,6212,4393750
1213,6212,4331300,6212,4394220
1213,6212,4331300,6212,4395220
1213,6212,4331620,6212,4395540
1213,6212,4332430,6212,4396350
1213,6212,4332430,6212,4397160
1213,6212,4332590,6212,4397320
1213,6212,4333590,6212,4398320
1213,6212,4334240,6212,4398970
1213,6212,4334470,6212,4399200
1213,6212,4334790,6212,4399520
1213,6212,4334790,6212,4400520
1213,6212,4335020,6212,4400750
1213,6212,4335830,6212,4401560
1213,6212,4336830,6212,4402560
1213,6212,4337830,6212,4403560
1213,6212,4338300,6212,4404030
1213,6212,4339300,6212,4405030
1213,6212,4339770,6212,4405500
1213,6212,4340770,6212,4406500
1213,6212,4340770,6212,4406500
1213,6212,4341770,6212,4407500
1213,6212,4341770,6212,4415500
1213,6212,4342770,6212,4416500
1213,6212,4342770,6212,4416500
1213,6212,4343230,6212,4416960
1213,6212,4343700,6212,4417430
1213,6212,4344700,6212,4418430
1213,6212,4344920,6212,4418650
1213,6212,4344920,6212,4419650
1213,6212,4344920,6212,4419650
1213,6212,4345730,6212,4420460
1213,6212,4345730,6212,4420460
1213,6212,4346730,6212,4421460
1213,6212,4347540,6212,4422270
1213,6212,4348540,6212,4423270
1213,6212,4349540,6212,4424270
1213,6212,4350540,6212,4425270
1213,6212,4350540,6212,4425270
1213,6212,4350540,6212,4426270
1213,6212,4350860,6212,4426590
1213,6212,4351330,6212,4427060
1213,6212,4352330,6212,4428060
1213,6212,4353330,6212,4429060
1213,6212,4354330,6212,4430060
1213,6212,4355330,6212,4431060
1213,6212,4355650,6212,4431380
1213,6212,4356460,6212,4432190
1213,6212,4357460,6212,4433190
1213,6212,4357930,6212,4433660
1213,6212,4358930,6212,4434660
1213,6212,4359740,6212,4435470
1213,6212,4360550,6212,4436280
1213,6212,4360550,6212,4436280
1213,6212,4361550,6212,4437280
1213,6212,4361550,6212,4437280
1213,6212,4362550,6212,4438280
1213,6212,4363550,6212,4439280
1213,6212,4364360,6212,4440090
1213,6212,4365360,6212,4441090
1213,6212,4365360,6212,4441090
1213,6212,4365580,6212,4441310
1213,6212,4365580,6212,4442310
1213,6212,4365900,6212,4442630
1213,6212,4366900,6212,4443630
1213,6212,4367900,6212,4444630
1213,6212,4368900,6212,4445630
1213,6212,4369220,6212,4445950
1213,6212,4370220,6212,4446950
1213,6212,4371220,6212,4447950
1213,6212,4372220,6212,4448950
1213,6212,4372590,6212,4449320
1213,6212,4373180,6212,4449910
1213,6212,4374180,6212,4450910
1213,6212,4374640,6212,4451370
1213,6212,4374640,6212,4451370
1213,6212,4375640,6212,4452370
1213,6212,4376450,6212,4453180
1213,6212,4377450,6212,4454180
1213,6212,4378450,6212,4455180
1213,6212,4378770,6212,4455500
1213,6212,4378770,6212,4455500
1213,6212,4379770,6212,4456500
1213,6212,4380580,6212,4457310
1213,6212,4381040,6212,4457770
1213,6212,4381500,6212,4458230
1213,6212,4382150,6212,4458880
1213,6212,4383150,6212,4459880
1213,6212,4383620,6212,4460350
1213,6212,4384620,6212,4461350
1213,6212,4384620,6212,4461350
1213,6212,4384620,6212,4461350
1213,6212,4385620,6212,4462350
1213,6212,4385620,6212,4462350
1213,6212,4386620,6212,4463350
1213,6212,4387620,6212,4464350
1213,6212,4387620,6212,4464350
1213,6212,4387620,6212,4464350
1213,6212,4388620,6212,4465350
1213,6212,4389620,6212,4466350
1213,6212,4390430,6212,4467160
1213,6212,4391430,6212,4468160
1213,6212,4392430,6212,4469160
1213,6212,4392900,6212,4469630
1213,6212,4393710,6212,4470440
1213,6212,4394710,6212,4471440
1213,6212,4395710,6212,4472440
1213,6212,4396710,6212,4473440
1213,6212,4396870,6212,4473600
1213,6212,4397870,6212,4474600
1213,6212,4398870,6212,4475600
1213,6212,4399870,6212,4476600
1213,6212,4399870,6212,4476600
1213,6212,4400870,6212,4477600
1213,6212,4401090,6212,4477820
1213,6212,4401410,6212,4478140
1213,6212,4402220,6212,4478950
1213,6212,4402220,6212,4479950
1213,6212,4403030,6212,4480760
1213,6212,4403030,6212,4481760
1213,6212,4403030,6212,4481760
1213,6212,4403500,6212,4482230
1213,6212,4403500,6212,4482230
1213,6212,4404310,6212,4483040
1213,6212,4404310,6212,4483040
1213,6212,4405310,6212,4484040
1213,6212,4405310,6212,4484040
1213,6212,4406120,6212,4484850
1213,6212,4407120,6212,4485850
1213,6212,4408120,6212,4486850
1213,6212,4408590,6212,4487320
1213,6212,4409590,6212,4488320
1213,6212,4410590,6212,4489320
1213,6212,4410590,6212,4489320
1213,6212,4411590,6212,4490320
1213,6212,4411590,6212,4490320
1213,6212,4412590,6212,4491320
1213,6212,4413590,6212,4492320
1213,6212,4414590,6212,4493320
1213,6212,4415240,6212,4493970
1213,6212,4416050,6212,4494780
1213,6212,4417050,6212,4495780
1213,6212,4417050,6212,4495780
1213,6212,4417520,6212,4496250
1213,6212,4418330,6212,4497060
1213,6212,4419330,6212,4498060
1213,6212,4419330,6212,4498060
1213,6212,4419330,6212,4498060
1213,6212,4420330,6212,4499060
1213,6212,4421140,6212,4499870
1213,6212,4422140,6212,4500870
1213,6212,4423140,6212,4501870
1213,6212,4424140,6212,4502870
1213,6212,4425140,6212,4503870
1213,6212,4425950,6212,4504680
1213,6212,4425950,6212,4512680
1213,6212,4426950,6212,4513680
1213,6212,4427950,6212,4514680
1213,6212,4428950,6212,4515680
1213,6212,4429760,6212,4516490
1213,6212,4430760,6212,4517490
1213,6212,4431760,6212,4518490
1213,6212,4432570,6212,4519300
1213,6212,4432570,6212,4519300
1213,6212,4432570,6212,4519300
1213,6212,4433120,6212,4519850
1213,6212,4433120,6212,4519850
1213,6212,4434120,6212,4520850
1213,6212,4434230,6212,4520960
1213,6212,4434230,6212,4521960
1213,6212,4435230,6212,4522960
1213,6212,4435230,6212,4523960
1213,6212,4435230,6212,4523960
1213,6212,4436040,6212,4524770
1213,6212,4436630,6212,4525360
1213,6212,4437630,6212,4526360
1213,6212,4438280,6212,4527010
1213,6212,4439280,6212,4528010
1213,6212,4440280,6212,4529010
1213,6212,4441280,6212,4530010
1213,6212,4442280,6212,4531010
1213,6212,4443280,6212,4532010
1213,6212,4444280,6212,4533010
1213,6212,4445090,6212,4533820
1213,6212,4446090,6212,4534820
1213,6212,4447090,6212,4535820
1213,6212,4447740,6212,4536470
1213,6212,4447740,6212,4536470
1213,6212,4448740,6212,4537470
1213,6212,4449290,6212,4538020
1213,6212,4450290,6212,4539020
1213,6212,4451290,6212,4540020
1213,6212,4451940,6212,4540670
1213,6212,4452750,6212,4541480
1213,6212,4453750,6212,4542480
1213,6212,4453750,6212,4542480
1213,6212,4454750,6212,4543480
1213,6212,4455750,6212,4544480
1213,6212,4456220,6212,4544950
1213,6212,4456870,6212,4545600
1213,6212,4457680,6212,4546410
1213,6212,4457680,6212,4547410
1213,6212,4458150,6212,4547880
1213,6212,4458150,6212,4547880
1213,6212,4458800,6212,4548530
1213,6212,4459800,6212,4549530
1213,6212,4459800,6212,4549530
1213,6212,4459800,6212,4550530
1213,6212,4460610,6212,4551340
1213,6212,4461420,6212,4552150
1213,6212,4461740,6212,4552470
1213,6212,4462740,6212,4553470
1213,6212,4463550,6212,4554280
1213,6212,4463550,6212,4555280
1213,6212,4463550,6212,4555280
1213,6212,4464550,6212,4556280
1213,6212,4465550,6212,4557280
1213,6212,4466550,6212,4558280
1213,6212,4467010,6212,4558740
1213,6212,4468010,6212,4559740
1213,6212,4469010,6212,4560740
1213,6212,4469560,6212,4561290
1213,6212,4470210,6212,4561940
1213,6212,4470530,6212,4562260
1213,6212,4470530,6212,4563260
1213,6212,4470530,6212,4563260
1213,6212,4470530,6212,4563260
1213,6212,4471530,6212,4564260
1213,6212,4472530,6212,4565260
1213,6212,4473530,6212,4566260
1213,6212,4474530,6212,4567260
1213,6212,4474530,6212,4567260
1213,6212,4475000,6212,4567730
1213,6212,4475320,6212,4568050
1213,6212,4475970,6212,4568700
1213,6212,4476970,6212,4569700
1213,6212,4477970,6212,4570700
1213,6212,4478440,6212,4571170
1213,6212,4478440,6212,4579170
1213,6212,4478440,6212,4579170
1213,6212,4478440,6212,4580170
1213,6212,4479440,6212,4581170
1213,6212,4479760,6212,4581490
1213,6212,4480760,6212,4582490
1213,6212,4481570,6212,4583300
1213,6212,4482570,6212,4584300
1213,6212,4482570,6212,4584300
1213,6212,4482570,6212,4584300
1213,6212,4482570,6212,4584300
1213,6212,4483570,6212,4585300
1213,6212,4483570,6212,4585300
1213,6212,4484570,6212,4586300
1213,6212,4485570,6212,4587300
1213,6212,4486040,6212,4587770
1213,6212,4486040,6212,4587770
1213,6212,4486040,6212,4587770
1213,6212,4486850,6212,4588580
1213,6212,4486850,6212,4588580
1213,6212,4487850,6212,4589580
1213,6212,4488850,6212,4590580
1213,6212,4489320,6212,4591050
1213,6212,4489320,6212,4592050
1213,6212,4490320,6212,4593050
1213,6212,4491320,6212,4594050
1213,6212,4491590,6212,4594320
1213,6212,4492400,6212,4595130
1213,6212,4492400,6212,4595130
1213,6212,4493400,6212,4596130
1213,6212,4494400,6212,4597130
1213,6212,4495400,6212,4598130
1213,6212,4496400,6212,4599130
1213,6212,4497400,6212,4600130
1213,6212,4497870,6212,4600600
1213,6212,4498680,6212,4601410
1213,6212,4498680,6212,4601410
1213,6212,4499490,6212,4602220
1213,6212,4500490,6212,4603220
1213,6212,4500490,6212,4603220
1213,6212,4501490,6212,4604220
1213,6212,4501490,6212,4605030
1213,6212,4502490,6212,4606030
1213,6212,4503490,6212,4607030
1213,6212,4504490,6212,4608030
1213,6212,4505490,6212,4609030
1213,6212,4506300,6212,4609840
1213,6212,4507110,6212,4610650
1213,6212,4507920,6212,4611460
1213,6212,4508920,6212,4612460
1213,6212,4508920,6212,4612460
1213,6212,4508920,6212,4612460
1213,6212,4509920,6212,4613460
1213,6212,4509920,6212,4613460
1213,6212,4510920,6212,4614460
1213,6212,4511150,6212,4614690
1213,6212,4511150,6212,4615690
1213,6212,4511740,6212,4616280
1213,6212,4512390,6212,4616930
1213,6212,4513390,6212,4617930
1213,6212,4513850,6212,4618390
1213,6212,4514660,6212,4619200
1213,6212,4515660,6212,4620200
1213,6212,4516660,6212,4621200
1213,6212,4517660,6212,4622200
1213,6212,4517660,6212,4623200
1213,6212,4517890,6212,4623430
1213,6212,4518700,6212,4624240
1213,6212,4518930,6212,4624470
1213,6212,4519930,6212,4625470
1213,6212,4519930,6212,4625470
1213,6212,4519930,6212,4625470
1213,6212,4520930,6212,4626470
1213,6212,4520930,6212,4626470
1213,6212,4521740,6212,4627280
1213,6212,4522740,6212,4628280
1213,6212,4523740,6212,4629280
1213,6212,4524060,6212,4629600
1213,6212,4525060,6212,4630600
1213,6212,4526060,6212,4631600
1213,6212,4527060,6212,4632600
1213,6212,4528060,6212,4633600
1213,6212,4529060,6212,4634600
1213,6212,4530060,6212,4635600
1213,6212,4530870,6212,4636410
1213,6212,4531870,6212,4637410
1213,6212,4532680,6212,4638220
1213,6212,4532840,6212,4638380
1213,6212,4533840,6212,4639380
1213,6212,4534310,6212,4639850
1213,6212,4535310,6212,4640850
1213,6212,4536310,6212,4641850
1213,6212,4537310,6212,4642850
1213,6212,4538310,6212,4643850
1213,6212,4538780,6212,4644320
1213,6212,4539260,6212,4644800
1213,6212,4540260,6212,4645800
1213,6212,4541260,6212,4646800
1213,6212,4542260,6212,4647800
1213,6212,4542580,6212,4648120
1213,6212,4543580,6212,4649120
1213,6212,4544040,6212,4649580
1213,6212,4544040,6212,4649580
1213,6212,4544040,6212,4649580
1213,6212,4545040,6212,4650580
1213,6212,4546040,6212,4651580
1213,6212,4546510,6212,4652050
1213,6212,4547510,6212,4653050
1213,6212,4548320,6212,4653860
1213,6212,4548320,6212,4653860
1213,6212,4549320,6212,4654860
1213,6212,4550320,6212,4655860
1213,6212,4551320,6212,4656860
1213,6212,4551970,6212,4657510
1213,6212,4552970,6212,4658510
1213,6212,4552970,6212,4658510
1213,6212,4552970,6212,4659510
1213,6212,4553970,6212,4660510
1213,6212,4554970,6212,4661510
1213,6212,4555970,6212,4662510
1213,6212,4556970,6212,4663510
1213,6212,4556970,6212,4663510
1213,6212,4557970,6212,4664510
1213,6212,4558970,6212,4665510
1213,6212,4559620,6212,4666160
1213,6212,4559620,6212,4666160
1213,6212,4560270,6212,4666810
1213,6212,4561080,6212,4667620
1213,6212,4561890,6212,4668430
1213,6212,4562890,6212,4669430
1213,6212,4562890,6212,4669430
1213,6212,4563210,6212,4669750
1213,6212,4564210,6212,4670750
1213,6212,4564210,6212,4671750
1213,6212,4564210,6212,4671750
1213,6212,4564860,6212,4672400
1213,6212,4565860,6212,4673400
1213,6212,4565860,6212,4673400
1213,6212,4565860,6212,4673400
1213,6212,4566860,6212,4674400
1213,6212,4567510,6212,4675050
1213,6212,4568510,6212,4676050
1213,6212,4569510,6212,4677050
1213,6212,4570510,6212,4678050
1213,6212,4570980,6212,4678520
1213,6212,4571350,6212,4678890
1213,6212,4572350,6212,4679890
1213,6212,4573350,6212,4680890
1213,6212,4573820,6212,4681360
1213,6212,4573820,6212,4681360
1213,6212,4574290,6212,4681830
1213,6212,4575290,6212,4682830
1213,6212,4576290,6212,4683830
1213,6212,4576940,6212,4684480
1213,6212,4577750,6212,4685290
1213,6212,4577750,6212,4685290
1213,6212,4577750,6212,4685290
1213,6212,4578750,6212,4686290
1213,6212,4579750,6212,4687290
1213,6212,4580750,6212,4688290
1213,6212,4580750,6212,4688290
1213,6212,4580750,6212,4696290
1213,6212,4581750,6212,4697290
1213,6212,4582750,6212,4698290
1213,6212,4582750,6212,4698290
1213,6212,4582750,6212,4698290
1213,6212,4582750,6212,4698290
1213,6212,4583750,6212,4699290
1213,6212,4584750,6212,4700290
1213,6212,4584750,6212,4700290
1213,6212,4585220,6212,4700760
1213,6212,4585540,6212,4701080
1213,6212,4585540,6212,4702080
1213,6212,4586540,6212,4703080
1213,6212,4587350,6212,4703890
1213,6212,4587820,6212,4704360
1213,6212,4587820,6212,4712360
1213,6212,4588820,6212,4713360
1213,6212,4588820,6212,4713360
1213,6212,4589820,6212,4714360
1213,6212,4590290,6212,4714830
1213,6212,4591290,6212,4715830
1213,6212,4592100,6212,4716640
1213,6212,4593100,6212,4717640
1213,6212,4594100,6212,4718640
1213,6212,4595100,6212,4719640
1213,6212,4596100,6212,4720640
1213,6212,4596100,6212,4720640
1213,6212,4597100,6212,4721640
1213,6212,4598100,6212,4722640
1213,6212,4599100,6212,4723640
1213,6212,4600100,6212,4724640
1213,6212,4600100,6212,4724640
1213,6212,4600910,6212,4725450
1213,6212,4601720,6212,4726260
1213,6212,4602720,6212,4727260
1213,6212,4603720,6212,4728260
1213,6212,4604190,6212,4728730
1213,6212,4604190,6212,4729730
1213,6212,4604660,6212,4730200
1213,6212,4605660,6212,4731200
1213,6212,4605890,6212,4731430
1213,6212,4606890,6212,4732430
1213,6212,4607540,6212,4733080
1213,6212,4608540,6212,4734080
1213,6212,4609350,6212,4734890
1213,6212,4610350,6212,4735890
1213,6212,4610820,6212,4736360
1213,6212,4611820,6212,4737360
1213,6212,4612820,6212,4738360
1213,6212,4613140,6212,4738680
1213,6212,4614140,6212,4739680
1213,6212,4614610,6212,4740150
1213,6212,4615080,6212,4740620
1213,6212,4616080,6212,4741620
1213,6212,4617080,6212,4742620
1213,6212,4618080,6212,4743620
1213,6212,4619080,6212,4744620
1213,6212,4620080,6212,4745620
1213,6212,4620080,6212,4745620
1213,6212,4621080,6212,4746620
1213,6212,4622080,6212,4747620
1213,6212,4622080,6212,4747620
1213,6212,4623080,6212,4748620
1213,6212,4623550,6212,4749090
1213,6212,4624550,6212,4750090
1213,6212,4625550,6212,4751090
1213,6212,4626360,6212,4751900
1213,6212,4626830,6212,4752370
1213,6212,4627830,6212,4753370
1213,6212,4627830,6212,4753370
1213,6212,4628150,6212,4753690
1213,6212,4628470,6212,4754010
1213,6212,4629470,6212,4755010
1213,6212,4630280,6212,4755820
1213,6212,4631280,6212,4756820
1213,6212,4631510,6212,4757050
1213,6212,4632510,6212,4758050
1213,6212,4632980,6212,4758520
1213,6212,4633980,6212,4759520
1213,6212,4634980,6212,4760520
1213,6212,4635140,6212,4760680
1213,6212,4636140,6212,4761680
1213,6212,4637140,6212,4762680
1213,6212,4638140,6212,4763680
1213,6212,4639140,6212,4764680
1213,6212,4640140,6212,4765680
1213,6212,4640140,6212,4766680
1213,6212,4640950,6212,4767490
1213,6212,4641270,6212,4767810
1213,6212,4641740,6212,4768280
1213,6212,4642740,6212,4769280
1213,6212,4643740,6212,4770280
1213,6212,4644740,6212,4771280
1213,6212,4645740,6212,4772280
1213,6212,4645740,6212,4772280
1213,6212,4645970,6212,4772510
1213,6212,4646970,6212,4773510
1213,6212,4647970,6212,4774510
1213,6212,4648970,6212,4775510
1213,6212,4649970,6212,4776510
1213,6212,4650290,6212,4776830
1213,6212,4650880,6212,4777420
1213,6212,4651350,6212,4777890
1213,6212,4652350,6212,4778890
1213,6212,4653350,6212,4779890
1213,6212,4653820,6212,4780360
1213,6212,4654820,6212,4781360
1213,6212,4655140,6212,4781680
1213,6212,4655140,6212,4781680
1213,6212,4656140,6212,4782680
1213,6212,4657140,6212,4783680
1213,6212,4658140,6212,4784680
1213,6212,4659140,6212,4785680
1213,6212,4659610,6212,4786150
1213,6212,4660160,6212,4786700
1213,6212,4661160,6212,4787700
1213,6212,4661970,6212,4788510
1213,6212,4662620,6212,4789160
1213,6212,4663620,6212,4790160
1213,6212,4663840,6212,4790380
1213,6212,4663840,6212,4790380
1213,6212,4663840,6212,4790380
1213,6212,4663840,6212,4790380
1213,6212,4664840,6212,4791380
1213,6212,4664840,6212,4791380
1213,6212,4664840,6212,4791380
1213,6212,4665840,6212,4792380
1213,6212,4666840,6212,4793380
1213,6212,4670840,6212,4797380
1213,6212,4671840,6212,4798380
1213,6212,4672310,6212,4798850
1213,6212,4672310,6212,4799660
1213,6212,4673310,6212,4800660
1213,6212,4673310,6212,4801660
1213,6212,4674310,6212,4802660
1213,6212,4675310,6212,4803660
1213,6212,4676310,6212,4804660
1213,6212,4676310,6212,4804660
1213,6212,4676310,6212,4804660
1213,6212,4677310,6212,4805660
1213,6212,4678310,6212,4806660
1213,6212,4679120,6212,4807470
1213,6212,4679120,6212,4807470
1213,6212,4680120,6212,4808470
1213,6212,4681120,6212,4809470
1213,6212,4681930,6212,4810280
1213,6212,4681930,6212,4810280
1213,6212,4681930,6212,4811280
1213,6212,4681930,6212,4812090
1213,6212,4682250,6212,4812410
1213,6212,4683250,6212,4813410
1213,6212,4684250,6212,4814410
1213,6212,4685060,6212,4815220
1213,6212,4685530,6212,4815690
1213,6212,4686530,6212,4816690
