ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_819c-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_nodes,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_819c-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_819c-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpu_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_819c-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-total_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_819c-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-arrived_gpu_milli
991,5127,1434680,6212,1434680
991,5127,1435680,6212,1435680
991,5127,1436680,6212,1436680
991,5127,1437000,6212,1437000
991,5127,1438000,6212,1438000
991,5127,1439000,6212,1439000
992,5131,1440000,6212,1440000
993,5133,1441000,6212,1441000
993,5133,1441810,6212,1441810
993,5133,1442620,6212,1442620
993,5133,1443080,6212,1443080
994,5135,1443240,6212,1443240
994,5135,1444240,6212,1444240
994,5135,1445240,6212,1445240
994,5135,1445350,6212,1445350
994,5135,1445350,6212,1445350
995,5143,1446160,6212,1446160
995,5143,1446970,6212,1446970
995,5143,1447970,6212,1447970
995,5143,1447970,6212,1447970
995,5143,1448970,6212,1448970
996,5145,1449200,6212,1449200
996,5145,1450010,6212,1450010
996,5145,1451010,6212,1451010
996,5145,1451820,6212,1451820
996,5145,1452820,6212,1452820
996,5145,1452820,6212,1452820
996,5145,1453630,6212,1453630
996,5145,1454630,6212,1454630
997,5147,1455630,6212,1455630
997,5147,1456630,6212,1456630
997,5147,1457440,6212,1457440
997,5147,1458250,6212,1458250
997,5147,1458250,6212,1458250
997,5147,1458720,6212,1458720
997,5147,1459720,6212,1459720
997,5147,1459720,6212,1459720
998,5149,1460720,6212,1460720
998,5149,1461720,6212,1461720
998,5149,1462190,6212,1462190
999,5157,1463190,6212,1463190
999,5157,1464190,6212,1464190
999,5157,1464190,6212,1464190
1000,5165,1465000,6212,1465000
1000,5165,1466000,6212,1466000
1000,5165,1466810,6212,1466810
1000,5165,1467810,6212,1467810
1001,5167,1468280,6212,1468280
1001,5167,1469280,6212,1469280
1001,5167,1470280,6212,1470280
1001,5167,1471280,6212,1471280
1001,5167,1472280,6212,1472280
1001,5167,1473280,6212,1473280
1001,5167,1473750,6212,1473750
1001,5167,1474750,6212,1474750
1001,5167,1475750,6212,1475750
1001,5167,1475750,6212,1475750
1002,5169,1476750,6212,1476750
1002,5169,1476750,6212,1476750
1002,5169,1476750,6212,1476750
1002,5169,1477220,6212,1477220
1002,5169,1478220,6212,1478220
1002,5169,1479220,6212,1479220
1002,5169,1480220,6212,1480220
1002,5169,1481220,6212,1481220
1003,5177,1481380,6212,1481380
1004,5178,1481970,6212,1481970
1004,5178,1482970,6212,1482970
1004,5178,1483290,6212,1483290
1005,5186,1483760,6212,1483760
1005,5186,1483760,6212,1483760
1005,5186,1484760,6212,1484760
1005,5186,1485570,6212,1485570
1005,5186,1485570,6212,1485570
1005,5186,1486380,6212,1486380
1005,5186,1486850,6212,1486850
1005,5186,1487850,6212,1487850
1005,5186,1488310,6212,1488310
1006,5194,1488310,6212,1488310
1007,5202,1489310,6212,1489310
1007,5202,1490310,6212,1490310
1007,5202,1491120,6212,1491120
1007,5202,1491590,6212,1491590
1007,5202,1492590,6212,1492590
1007,5202,1493590,6212,1493590
1007,5202,1494590,6212,1494590
1007,5202,1494590,6212,1494590
1007,5202,1495590,6212,1495590
1007,5202,1496590,6212,1496590
1007,5202,1497400,6212,1497400
1007,5202,1498400,6212,1498400
1008,5210,1498950,6212,1498950
1009,5212,1499420,6212,1499420
1009,5212,1499890,6212,1499890
1010,5214,1499890,6212,1499890
1010,5214,1500210,6212,1500210
1010,5214,1500210,6212,1500210
1010,5214,1501210,6212,1501210
1010,5214,1502210,6212,1502210
1010,5214,1503210,6212,1503210
1010,5214,1503860,6212,1503860
1010,5214,1504180,6212,1504180
1010,5214,1504180,6212,1504180
1010,5214,1505180,6212,1505180
1011,5216,1506180,6212,1506180
1011,5216,1507180,6212,1507180
1012,5218,1507990,6212,1507990
1012,5218,1507990,6212,1507990
1012,5218,1508990,6212,1508990
1012,5218,1509640,6212,1509640
1013,5226,1510190,6212,1510190
1013,5226,1511190,6212,1511190
1013,5226,1512190,6212,1512190
1013,5226,1512190,6212,1512190
1013,5226,1512190,6212,1512190
1013,5226,1513190,6212,1513190
1013,5226,1513190,6212,1513190
1013,5226,1513660,6212,1513660
1013,5226,1514660,6212,1514660
1013,5226,1514980,6212,1514980
1014,5228,1515450,6212,1515450
1014,5228,1516450,6212,1516450
1014,5228,1516920,6212,1516920
1015,5232,1517390,6212,1517390
1015,5232,1517860,6212,1517860
1016,5240,1518670,6212,1518670
1016,5240,1519670,6212,1519670
1016,5240,1520670,6212,1520670
1016,5240,1520670,6212,1520670
1016,5240,1521670,6212,1521670
1016,5240,1522670,6212,1522670
1016,5240,1523220,6212,1523220
1017,5248,1524220,6212,1524220
1017,5248,1525220,6212,1525220
1017,5248,1525680,6212,1525680
1017,5248,1525680,6212,1525680
1017,5248,1525680,6212,1525680
1017,5248,1526680,6212,1526680
1017,5248,1527680,6212,1527680
1018,5256,1528490,6212,1528490
1018,5256,1528960,6212,1528960
1018,5256,1529960,6212,1529960
1018,5256,1530330,6212,1530330
1018,5256,1531330,6212,1531330
1018,5256,1531330,6212,1531330
1019,5264,1532330,6212,1532330
1020,5272,1532800,6212,1532800
1020,5272,1533390,6212,1533390
1020,5272,1534390,6212,1534390
1020,5272,1535200,6212,1535200
1020,5272,1535200,6212,1535200
1021,5274,1536200,6212,1536200
1022,5282,1536420,6212,1536420
1022,5282,1537420,6212,1537420
1022,5282,1537650,6212,1537650
1022,5282,1538120,6212,1538120
1022,5282,1539120,6212,1539120
1022,5282,1539440,6212,1539440
1022,5282,1540440,6212,1540440
1022,5282,1541440,6212,1541440
1022,5282,1542440,6212,1542440
1023,5290,1542440,6212,1542440
1024,5298,1543440,6212,1543440
1024,5298,1544440,6212,1544440
1024,5298,1545250,6212,1545250
1024,5298,1545300,6212,1545300
1024,5298,1546300,6212,1546300
1024,5298,1546620,6212,1546620
1025,5300,1547620,6212,1547620
1026,5302,1548620,6212,1548620
1026,5302,1549620,6212,1549620
1026,5302,1550620,6212,1550620
1026,5302,1551620,6212,1551620
1026,5302,1552620,6212,1552620
1027,5310,1552620,6212,1552620
1027,5310,1553620,6212,1553620
1028,5314,1554620,6212,1554620
1028,5314,1555090,6212,1555090
1028,5314,1555310,6212,1555310
1028,5314,1557310,6212,1557310
1029,5316,1557310,6212,1557310
1030,5318,1558310,6212,1558310
1030,5318,1559310,6212,1559310
1031,5320,1560120,6212,1560120
1031,5320,1561120,6212,1561120
1031,5320,1561120,6212,1561120
1032,5328,1561440,6212,1561440
1032,5328,1562440,6212,1562440
1032,5328,1563250,6212,1563250
1032,5328,1563250,6212,1563250
1033,5330,1563250,6212,1563250
1033,5330,1563720,6212,1563720
1033,5330,1564190,6212,1564190
1033,5330,1564190,6212,1564190
1033,5330,1565190,6212,1565190
1033,5330,1566190,6212,1566190
1034,5338,1567000,6212,1567000
1034,5338,1567810,6212,1567810
1034,5338,1568810,6212,1568810
1034,5338,1569810,6212,1569810
1035,5340,1570810,6212,1570810
1035,5340,1571810,6212,1571810
1036,5348,1572810,6212,1572810
1037,5356,1573270,6212,1573270
1037,5356,1574270,6212,1574270
1037,5356,1574740,6212,1574740
1037,5356,1575210,6212,1575210
1037,5356,1576210,6212,1576210
1038,5364,1577020,6212,1577020
1038,5364,1578020,6212,1578020
1039,5366,1578020,6212,1578020
1039,5366,1578830,6212,1578830
1039,5366,1579830,6212,1579830
1039,5366,1580830,6212,1580830
1039,5366,1581640,6212,1581640
1039,5366,1582640,6212,1582640
1039,5366,1583290,6212,1583290
1039,5366,1584290,6212,1584290
1039,5366,1584880,6212,1584880
1040,5374,1585880,6212,1585880
1040,5374,1586690,6212,1586690
1040,5374,1587690,6212,1587690
1040,5374,1587690,6212,1587690
1040,5374,1587690,6212,1587690
1040,5374,1587690,6212,1587690
1040,5374,1588160,6212,1588160
1040,5374,1588710,6212,1588710
1040,5374,1589300,6212,1589300
1040,5374,1590300,6212,1590300
1041,5382,1590300,6212,1590300
1041,5382,1590300,6212,1590300
1042,5390,1590770,6212,1590770
1042,5390,1591580,6212,1591580
1042,5390,1592580,6212,1592580
1042,5390,1593580,6212,1593580
1042,5390,1593810,6212,1593810
1043,5398,1594810,6212,1594810
1043,5398,1594810,6212,1594810
1044,5406,1594970,6212,1594970
1044,5406,1595440,6212,1595440
1044,5406,1595660,6212,1595660
1044,5406,1596660,6212,1596660
1044,5406,1597470,6212,1597470
1045,5408,1598280,6212,1598280
1045,5408,1599280,6212,1599280
1045,5408,1599930,6212,1599930
1045,5408,1599930,6212,1599930
1045,5408,1600930,6212,1600930
1045,5408,1600930,6212,1600930
1045,5408,1601930,6212,1601930
1045,5408,1602930,6212,1602930
1045,5408,1603930,6212,1603930
1045,5408,1603930,6212,1603930
1045,5408,1604930,6212,1604930
1045,5408,1605930,6212,1605930
1046,5410,1605930,6212,1605930
1046,5410,1606930,6212,1606930
1046,5410,1607930,6212,1607930
1046,5410,1608250,6212,1608250
1046,5410,1609250,6212,1609250
1046,5410,1610060,6212,1610060
1046,5410,1610870,6212,1610870
1046,5410,1611330,6212,1611330
1046,5410,1615330,6212,1615330
1046,5410,1616330,6212,1616330
1046,5410,1616330,6212,1616330
1046,5410,1616980,6212,1616980
1046,5410,1617980,6212,1617980
1046,5410,1617980,6212,1617980
1047,5412,1617980,6212,1617980
1048,5414,1618530,6212,1618530
1049,5416,1619530,6212,1619530
1049,5416,1619530,6212,1619530
1049,5416,1620180,6212,1620180
1049,5416,1621180,6212,1621180
1049,5416,1621660,6212,1621660
1049,5416,1622660,6212,1622660
1049,5416,1623660,6212,1623660
1049,5416,1624130,6212,1624130
1049,5416,1625130,6212,1625130
1050,5424,1626130,6212,1626130
1050,5424,1626600,6212,1626600
1050,5424,1626820,6212,1626820
1050,5424,1627630,6212,1627630
1050,5424,1628630,6212,1628630
1051,5426,1629100,6212,1629100
1052,5434,1629570,6212,1629570
1052,5434,1630570,6212,1630570
1052,5434,1630570,6212,1630570
1052,5434,1630890,6212,1630890
1052,5434,1631700,6212,1631700
1053,5442,1631860,6212,1631860
1053,5442,1632670,6212,1632670
1053,5442,1633670,6212,1633670
1053,5442,1634130,6212,1634130
1053,5442,1634130,6212,1634130
1053,5442,1635130,6212,1635130
1053,5442,1635780,6212,1635780
1053,5442,1636780,6212,1636780
1053,5442,1637590,6212,1637590
1053,5442,1638590,6212,1638590
1053,5442,1638590,6212,1638590
1053,5442,1639590,6212,1639590
1054,5444,1639590,6212,1639590
1054,5444,1639590,6212,1639590
1054,5444,1640590,6212,1640590
1055,5452,1641240,6212,1641240
1056,5454,1642240,6212,1642240
1056,5454,1643240,6212,1643240
1056,5454,1644240,6212,1644240
1056,5454,1645240,6212,1645240
1057,5462,1646240,6212,1646240
1057,5462,1646240,6212,1646240
1057,5462,1646710,6212,1646710
1057,5462,1647710,6212,1647710
1058,5470,1655710,6212,1655710
1058,5470,1656710,6212,1656710
1058,5470,1656710,6212,1656710
1058,5470,1656710,6212,1656710
1058,5470,1657030,6212,1657030
1058,5470,1658030,6212,1658030
1058,5470,1658030,6212,1658030
1059,5478,1659030,6212,1659030
1059,5478,1659030,6212,1659030
1059,5478,1660030,6212,1660030
1059,5478,1661030,6212,1661030
1059,5478,1661350,6212,1661350
1059,5478,1661460,6212,1661460
1059,5478,1662460,6212,1662460
1059,5478,1662780,6212,1662780
1060,5486,1663780,6212,1663780
1060,5486,1664250,6212,1664250
1060,5486,1665060,6212,1665060
1060,5486,1665060,6212,1665060
1061,5494,1666060,6212,1666060
1061,5494,1667060,6212,1667060
1061,5494,1667060,6212,1667060
1061,5494,1668060,6212,1668060
1061,5494,1669060,6212,1669060
1061,5494,1670060,6212,1670060
1061,5494,1670280,6212,1670280
1062,5496,1671280,6212,1671280
1062,5496,1672090,6212,1672090
1062,5496,1672560,6212,1672560
1062,5496,1673030,6212,1673030
1062,5496,1674030,6212,1674030
1062,5496,1675030,6212,1675030
1062,5496,1675680,6212,1675680
1062,5496,1676680,6212,1676680
1063,5498,1677680,6212,1677680
1063,5498,1678490,6212,1678490
1063,5498,1679490,6212,1679490
1064,5500,1679810,6212,1679810
1064,5500,1680130,6212,1680130
1064,5500,1681130,6212,1681130
1064,5500,1682130,6212,1682130
1064,5500,1683130,6212,1683130
1064,5500,1684130,6212,1684130
1064,5500,1684780,6212,1684780
1064,5500,1685250,6212,1685250
1064,5500,1686250,6212,1686250
1064,5500,1687250,6212,1687250
1064,5500,1688060,6212,1688060
1064,5500,1689060,6212,1689060
1064,5500,1690060,6212,1690060
1064,5500,1690870,6212,1690870
1064,5500,1691330,6212,1691330
1064,5500,1692330,6212,1692330
1064,5500,1693330,6212,1693330
1065,5502,1693800,6212,1693800
1066,5504,1694800,6212,1694800
1066,5504,1695610,6212,1695610
1066,5504,1696420,6212,1696420
1066,5504,1697420,6212,1697420
1066,5504,1697420,6212,1697420
1066,5504,1698420,6212,1698420
1066,5504,1699230,6212,1699230
1066,5504,1700230,6212,1700230
1066,5504,1700230,6212,1700230
1066,5504,1701230,6212,1701230
1066,5504,1702230,6212,1702230
1066,5504,1703230,6212,1703230
1067,5506,1703700,6212,1703700
1067,5506,1704700,6212,1704700
1067,5506,1705510,6212,1705510
1067,5506,1706160,6212,1706160
1067,5506,1706630,6212,1706630
1067,5506,1706950,6212,1706950
1067,5506,1707950,6212,1707950
1067,5506,1708950,6212,1708950
1067,5506,1709950,6212,1709950
1068,5508,1709950,6212,1709950
1068,5508,1710420,6212,1710420
1069,5516,1710420,6212,1710420
1069,5516,1711420,6212,1711420
1069,5516,1712420,6212,1712420
1069,5516,1713230,6212,1713230
1069,5516,1714230,6212,1714230
1069,5516,1715230,6212,1715230
1069,5516,1716230,6212,1716230
1069,5516,1716700,6212,1716700
1070,5524,1717700,6212,1717700
1070,5524,1718020,6212,1718020
1070,5524,1719020,6212,1719020
1070,5524,1720020,6212,1720020
1070,5524,1720020,6212,1720020
1070,5524,1720490,6212,1720490
1070,5524,1721300,6212,1721300
1070,5524,1721300,6212,1721300
1070,5524,1722300,6212,1722300
1070,5524,1722770,6212,1722770
1070,5524,1723000,6212,1723000
1070,5524,1723470,6212,1723470
1070,5524,1723470,6212,1723470
1070,5524,1724470,6212,1724470
1070,5524,1724930,6212,1724930
1070,5524,1725400,6212,1725400
1070,5524,1726400,6212,1726400
1070,5524,1726860,6212,1726860
1070,5524,1727670,6212,1727670
1070,5524,1727670,6212,1727670
1071,5532,1728670,6212,1728670
1072,5540,1729670,6212,1729670
1072,5540,1730670,6212,1730670
1072,5540,1731670,6212,1731670
1073,5548,1732670,6212,1732670
1073,5548,1732670,6212,1732670
1073,5548,1732670,6212,1732670
1073,5548,1733140,6212,1733140
1074,5556,1733140,6212,1733140
1074,5556,1733950,6212,1733950
1075,5558,1734950,6212,1734950
1075,5558,1735950,6212,1735950
1075,5558,1736760,6212,1736760
1075,5558,1737230,6212,1737230
1075,5558,1738040,6212,1738040
1075,5558,1739040,6212,1739040
1075,5558,1740040,6212,1740040
1075,5558,1740690,6212,1740690
1075,5558,1741690,6212,1741690
1075,5558,1741690,6212,1741690
1075,5558,1742690,6212,1742690
1075,5558,1743690,6212,1743690
1075,5558,1744690,6212,1744690
1075,5558,1745010,6212,1745010
1075,5558,1745330,6212,1745330
1075,5558,1746330,6212,1746330
1075,5558,1747330,6212,1747330
1075,5558,1748330,6212,1748330
1075,5558,1749330,6212,1749330
1075,5558,1750140,6212,1750140
1075,5558,1750140,6212,1750140
1075,5558,1750610,6212,1750610
1075,5558,1751610,6212,1751610
1076,5560,1752610,6212,1752610
1076,5560,1752930,6212,1752930
1076,5560,1753930,6212,1753930
1076,5560,1754400,6212,1754400
1076,5560,1755210,6212,1755210
1076,5560,1755530,6212,1755530
1076,5560,1755530,6212,1755530
1076,5560,1755530,6212,1755530
1077,5562,1755530,6212,1755530
1077,5562,1756530,6212,1756530
1077,5562,1757530,6212,1757530
1078,5570,1758340,6212,1758340
1078,5570,1758340,6212,1758340
1078,5570,1759150,6212,1759150
1078,5570,1759150,6212,1759150
1079,5572,1759620,6212,1759620
1079,5572,1759620,6212,1759620
1079,5572,1760620,6212,1760620
1079,5572,1761620,6212,1761620
1079,5572,1761620,6212,1761620
1079,5572,1762430,6212,1762430
1079,5572,1762900,6212,1762900
1079,5572,1763900,6212,1763900
1079,5572,1764490,6212,1764490
1079,5572,1764810,6212,1764810
1079,5572,1764810,6212,1764810
1079,5572,1765810,6212,1765810
1079,5572,1766810,6212,1766810
1079,5572,1767810,6212,1767810
1079,5572,1768810,6212,1768810
1080,5580,1769360,6212,1769360
1080,5580,1769360,6212,1769360
1080,5580,1770360,6212,1770360
1080,5580,1771360,6212,1771360
1080,5580,1771360,6212,1771360
1080,5580,1771360,6212,1771360
1080,5580,1771910,6212,1771910
1081,5582,1772910,6212,1772910
1081,5582,1773910,6212,1773910
1082,5590,1774910,6212,1774910
1082,5590,1775130,6212,1775130
1083,5598,1775590,6212,1775590
1083,5598,1776590,6212,1776590
1083,5598,1777180,6212,1777180
1083,5598,1778180,6212,1778180
1083,5598,1779180,6212,1779180
1083,5598,1780180,6212,1780180
1083,5598,1781180,6212,1781180
1084,5600,1782180,6212,1782180
1084,5600,1782500,6212,1782500
1084,5600,1782500,6212,1782500
1084,5600,1783090,6212,1783090
1084,5600,1783090,6212,1783090
1084,5600,1783090,6212,1783090
1084,5600,1783090,6212,1783090
1084,5600,1783560,6212,1783560
1084,5600,1784560,6212,1784560
1084,5600,1785370,6212,1785370
1084,5600,1785370,6212,1785370
1084,5600,1785690,6212,1785690
1084,5600,1786690,6212,1786690
1084,5600,1787690,6212,1787690
1084,5600,1788690,6212,1788690
1085,5602,1789690,6212,1789690
1086,5604,1790500,6212,1790500
1086,5604,1791500,6212,1791500
1087,5606,1792500,6212,1792500
1087,5606,1793500,6212,1793500
1087,5606,1794500,6212,1794500
1087,5606,1795500,6212,1795500
1087,5606,1796050,6212,1796050
1088,5614,1796860,6212,1796860
1088,5614,1796860,6212,1796860
1088,5614,1797860,6212,1797860
1089,5622,1797860,6212,1797860
1089,5622,1798860,6212,1798860
1089,5622,1799860,6212,1799860
1089,5622,1800510,6212,1800510
1089,5622,1800510,6212,1800510
1090,5630,1801510,6212,1801510
1090,5630,1802510,6212,1802510
1090,5630,1802510,6212,1802510
1090,5630,1803320,6212,1803320
1090,5630,1803320,6212,1803320
1091,5638,1804320,6212,1804320
1091,5638,1804640,6212,1804640
1091,5638,1805640,6212,1805640
1091,5638,1806640,6212,1806640
1092,5646,1814640,6212,1814640
1092,5646,1815640,6212,1815640
1092,5646,1816290,6212,1816290
1092,5646,1817290,6212,1817290
1092,5646,1817290,6212,1817290
1092,5646,1818290,6212,1818290
1092,5646,1819290,6212,1819290
1092,5646,1820290,6212,1820290
1092,5646,1821290,6212,1821290
1092,5646,1821290,6212,1821290
1092,5646,1822100,6212,1822100
1092,5646,1823100,6212,1823100
1092,5646,1824100,6212,1824100
1092,5646,1825100,6212,1825100
1092,5646,1825450,6212,1825450
1093,5648,1825920,6212,1825920
1094,5650,1826920,6212,1826920
1094,5650,1827240,6212,1827240
1094,5650,1827890,6212,1827890
1095,5658,1828210,6212,1828210
1095,5658,1829210,6212,1829210
1096,5660,1830210,6212,1830210
1097,5668,1830580,6212,1830580
1097,5668,1831050,6212,1831050
1097,5668,1832050,6212,1832050
1097,5668,1832640,6212,1832640
1097,5668,1833450,6212,1833450
1097,5668,1833450,6212,1833450
1097,5668,1834450,6212,1834450
1097,5668,1835450,6212,1835450
1097,5668,1836450,6212,1836450
1097,5668,1837260,6212,1837260
1098,5670,1838260,6212,1838260
1098,5670,1839260,6212,1839260
1098,5670,1840260,6212,1840260
1098,5670,1840910,6212,1840910
1098,5670,1841910,6212,1841910
1099,5678,1842910,6212,1842910
1099,5678,1843910,6212,1843910
1099,5678,1844380,6212,1844380
1099,5678,1845380,6212,1845380
1099,5678,1846380,6212,1846380
1099,5678,1847380,6212,1847380
1099,5678,1847380,6212,1847380
1099,5678,1848380,6212,1848380
1099,5678,1849190,6212,1849190
1100,5680,1850190,6212,1850190
1100,5680,1851000,6212,1851000
1100,5680,1851810,6212,1851810
1100,5680,1851810,6212,1851810
1100,5680,1852810,6212,1852810
1100,5680,1853810,6212,1853810
1100,5680,1854460,6212,1854460
1100,5680,1855460,6212,1855460
1100,5680,1856270,6212,1856270
1100,5680,1856740,6212,1856740
1100,5680,1857060,6212,1857060
1100,5680,1857290,6212,1857290
1100,5680,1858290,6212,1858290
1100,5680,1859290,6212,1859290
1101,5688,1860100,6212,1860100
1101,5688,1861100,6212,1861100
1101,5688,1861910,6212,1861910
1101,5688,1861910,6212,1861910
1101,5688,1862910,6212,1862910
1101,5688,1863560,6212,1863560
1101,5688,1863560,6212,1863560
1101,5688,1863560,6212,1863560
1101,5688,1864030,6212,1864030
1101,5688,1864490,6212,1864490
1101,5688,1864810,6212,1864810
1101,5688,1865810,6212,1865810
1101,5688,1866620,6212,1866620
1101,5688,1867620,6212,1867620
1101,5688,1868090,6212,1868090
1101,5688,1869090,6212,1869090
1101,5688,1869740,6212,1869740
1101,5688,1870740,6212,1870740
1101,5688,1871740,6212,1871740
1101,5688,1872740,6212,1872740
1101,5688,1873550,6212,1873550
1101,5688,1874360,6212,1874360
1101,5688,1875360,6212,1875360
1102,5696,1876360,6212,1876360
1102,5696,1876690,6212,1876690
1102,5696,1877690,6212,1877690
1102,5696,1878690,6212,1878690
1102,5696,1879690,6212,1879690
1102,5696,1879690,6212,1879690
1103,5704,1880690,6212,1880690
1103,5704,1881690,6212,1881690
1104,5712,1882500,6212,1882500
1105,5714,1883500,6212,1883500
1105,5714,1884500,6212,1884500
1105,5714,1884660,6212,1884660
1105,5714,1885660,6212,1885660
1105,5714,1886470,6212,1886470
1105,5714,1887470,6212,1887470
1105,5714,1887470,6212,1887470
1105,5714,1888470,6212,1888470
1105,5714,1889470,6212,1889470
1105,5714,1890470,6212,1890470
1105,5714,1891470,6212,1891470
1106,5716,1891470,6212,1891470
1106,5716,1891790,6212,1891790
1106,5716,1892110,6212,1892110
1106,5716,1893110,6212,1893110
1106,5716,1893110,6212,1893110
1106,5716,1893110,6212,1893110
1106,5716,1893330,6212,1893330
1106,5716,1893920,6212,1893920
1106,5716,1894920,6212,1894920
1106,5716,1895920,6212,1895920
1106,5716,1896730,6212,1896730
1106,5716,1897380,6212,1897380
1106,5716,1898030,6212,1898030
1106,5716,1898840,6212,1898840
1106,5716,1898840,6212,1898840
1106,5716,1899840,6212,1899840
1106,5716,1900840,6212,1900840
1106,5716,1901310,6212,1901310
1106,5716,1902120,6212,1902120
1106,5716,1902120,6212,1902120
1106,5716,1902350,6212,1902350
1106,5716,1903350,6212,1903350
1106,5716,1903350,6212,1903350
1106,5716,1904160,6212,1904160
1107,5718,1905160,6212,1905160
1107,5718,1905640,6212,1905640
1107,5718,1906100,6212,1906100
1107,5718,1906910,6212,1906910
1108,5722,1907720,6212,1907720
1108,5722,1908530,6212,1908530
1109,5724,1909530,6212,1909530
1109,5724,1910530,6212,1910530
1109,5724,1911530,6212,1911530
1110,5726,1912530,6212,1912530
1110,5726,1913530,6212,1913530
1110,5726,1914530,6212,1914530
1110,5726,1914690,6212,1914690
1110,5726,1915500,6212,1915500
1110,5726,1916500,6212,1916500
1110,5726,1916960,6212,1916960
1110,5726,1917960,6212,1917960
1111,5734,1918960,6212,1918960
1111,5734,1919960,6212,1919960
1111,5734,1920550,6212,1920550
1111,5734,1921550,6212,1921550
1111,5734,1922360,6212,1922360
1111,5734,1923360,6212,1923360
1111,5734,1923590,6212,1923590
1112,5736,1923590,6212,1923590
1113,5738,1923910,6212,1923910
1113,5738,1924720,6212,1924720
1114,5746,1925720,6212,1925720
1114,5746,1926040,6212,1926040
1114,5746,1926410,6212,1926410
1114,5746,1926730,6212,1926730
1114,5746,1926730,6212,1926730
1114,5746,1926730,6212,1926730
1114,5746,1927200,6212,1927200
1114,5746,1927200,6212,1927200
1114,5746,1928200,6212,1928200
1114,5746,1929200,6212,1929200
1115,5754,1930200,6212,1930200
1115,5754,1930670,6212,1930670
1115,5754,1931670,6212,1931670
1115,5754,1932140,6212,1932140
1115,5754,1933140,6212,1933140
1115,5754,1934140,6212,1934140
1115,5754,1934610,6212,1934610
1115,5754,1935610,6212,1935610
1115,5754,1936610,6212,1936610
1115,5754,1937610,6212,1937610
1115,5754,1938610,6212,1938610
1115,5754,1938610,6212,1938610
1115,5754,1938610,6212,1938610
1115,5754,1939610,6212,1939610
1115,5754,1940260,6212,1940260
1115,5754,1941260,6212,1941260
1115,5754,1942260,6212,1942260
1115,5754,1943260,6212,1943260
1115,5754,1943260,6212,1943260
1115,5754,1943260,6212,1943260
1115,5754,1943260,6212,1943260
1115,5754,1944070,6212,1944070
1115,5754,1944530,6212,1944530
1115,5754,1945340,6212,1945340
1116,5756,1946340,6212,1946340
1116,5756,1947340,6212,1947340
1116,5756,1947930,6212,1947930
1116,5756,1948400,6212,1948400
1116,5756,1948400,6212,1948400
1116,5756,1948860,6212,1948860
1116,5756,1949670,6212,1949670
1116,5756,1950670,6212,1950670
1116,5756,1951140,6212,1951140
1116,5756,1951950,6212,1951950
1116,5756,1952950,6212,1952950
1116,5756,1953950,6212,1953950
1116,5756,1954950,6212,1954950
1117,5764,1955420,6212,1955420
1117,5764,1956420,6212,1956420
1117,5764,1957420,6212,1957420
1117,5764,1958070,6212,1958070
1117,5764,1959070,6212,1959070
1117,5764,1960070,6212,1960070
1118,5765,1960530,6212,1960530
1118,5765,1961530,6212,1961530
1118,5765,1962000,6212,1962000
1118,5765,1962230,6212,1962230
1118,5765,1962880,6212,1962880
1118,5765,1963880,6212,1963880
1118,5765,1964880,6212,1964880
1118,5765,1965530,6212,1965530
1118,5765,1966340,6212,1966340
1118,5765,1967340,6212,1967340
1119,5773,1975340,6212,1975340
1119,5773,1976150,6212,1976150
1119,5773,1976800,6212,1976800
1119,5773,1977800,6212,1977800
1119,5773,1978800,6212,1978800
1119,5773,1979610,6212,1979610
1119,5773,1979840,6212,1979840
1119,5773,1980840,6212,1980840
1119,5773,1981650,6212,1981650
1120,5781,1989650,6212,1989650
1120,5781,1990650,6212,1990650
1121,5789,1991460,6212,1991460
1121,5789,1992460,6212,1992460
1121,5789,1992930,6212,1992930
1121,5789,1993740,6212,1993740
1122,5797,1994550,6212,1994550
1122,5797,1995200,6212,1995200
1122,5797,1996200,6212,1996200
1122,5797,1997200,6212,1997200
1122,5797,1998200,6212,1998200
1122,5797,1998430,6212,1998430
1122,5797,1999430,6212,1999430
1122,5797,2000430,6212,2000430
1122,5797,2000890,6212,2000890
1122,5797,2001360,6212,2001360
1122,5797,2002360,6212,2002360
1123,5799,2003360,6212,2003360
1123,5799,2003630,6212,2003630
1123,5799,2003630,6212,2003630
1123,5799,2004630,6212,2004630
1123,5799,2004740,6212,2004740
1123,5799,2004740,6212,2004740
1123,5799,2005740,6212,2005740
1123,5799,2006740,6212,2006740
1123,5799,2007740,6212,2007740
1123,5799,2008210,6212,2008210
1123,5799,2009210,6212,2009210
1123,5799,2010020,6212,2010020
1123,5799,2011020,6212,2011020
1123,5799,2011830,6212,2011830
1123,5799,2012640,6212,2012640
1123,5799,2013640,6212,2013640
