ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_819c-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_819c-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_ratio,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_819c-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_q124,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_819c-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_819c-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_ratio
1154628.35,22.02,3.36,225263.02,4.3
1154628.35,22.02,3.36,225235.69,4.3
1154461.32,22.02,3.36,225228.08,4.3
1154723.3,22.03,3.36,225502.16,4.3
1154540.52,22.03,3.36,224872.3,4.29
1154982.77,22.04,3.37,224864.05,4.29
1154823.22,22.04,3.37,224854.13,4.29
1154624.95,22.04,3.38,224800.94,4.29
1154624.95,22.04,3.38,225054.98,4.3
1154457.92,22.04,3.38,224982.3,4.3
1154281.85,22.04,3.38,224967.05,4.3
1154114.82,22.04,3.38,224889.75,4.3
1153922.23,22.04,3.38,224862.48,4.3
1153911.92,22.05,3.38,224322.61,4.29
1153719.33,22.05,3.38,224240.29,4.29
1153964.46,22.06,3.39,224059.62,4.28
1153948.97,22.06,3.39,224013.95,4.28
1153781.94,22.06,3.4,224018.83,4.28
1153589.35,22.06,3.4,223970.72,4.28
1153396.75,22.06,3.4,224027.68,4.29
1153636.88,22.07,3.4,224099.28,4.29
1153301.39,22.07,3.4,223921.15,4.28
1152932.37,22.06,3.39,223908.13,4.28
1153172.49,22.07,3.4,223733.55,4.28
1153005.46,22.07,3.4,223656.41,4.28
1153005.46,22.07,3.4,223518.23,4.28
1153278.63,22.08,3.41,223523.55,4.28
1153589.83,22.08,3.42,223488.85,4.28
1153397.24,22.08,3.42,223479.88,4.28
1153659.23,22.09,3.42,223793.97,4.29
1153033.57,22.08,3.42,223071.94,4.27
1152840.98,22.08,3.42,223219.05,4.28
1153643.22,22.1,3.43,223307.36,4.28
1153800.07,22.11,3.44,223300.25,4.28
1154132.43,22.11,3.45,224217.15,4.3
1154144.33,22.12,3.45,224214.12,4.3
1153977.3,22.12,3.45,224192.62,4.3
1153817.75,22.12,3.45,224193.71,4.3
1154057.88,22.13,3.46,224171.02,4.3
1153890.85,22.13,3.46,224169.01,4.3
1153923.89,22.13,3.46,224181.05,4.3
1153731.3,22.13,3.46,224156.67,4.3
1153564.27,22.13,3.46,224148.12,4.3
1153564.27,22.13,3.46,224170.13,4.3
1153564.27,22.13,3.46,224100.74,4.3
1153826.26,22.14,3.47,224519.28,4.31
1153666.71,22.14,3.47,224522.55,4.31
1153998.76,22.15,3.48,224554.31,4.31
1154400.24,22.15,3.49,224582.74,4.31
1154742.71,22.16,3.49,224615.6,4.31
1154575.67,22.16,3.49,224607.49,4.31
1154416.13,22.16,3.49,224581.71,4.31
1154249.1,22.16,3.5,224504.41,4.31
1154249.1,22.16,3.5,224478.21,4.31
1154522.27,22.17,3.5,224483.54,4.31
1154543.2,22.18,3.51,224862.81,4.32
1154728.53,22.18,3.51,224407.76,4.31
1154561.5,22.18,3.51,224330.62,4.31
1154716.36,22.19,3.52,224333.42,4.31
1154382.3,22.19,3.52,224251.79,4.31
1154222.75,22.19,3.52,224247.37,4.31
1154055.72,22.19,3.52,224614.86,4.32
1153863.13,22.19,3.52,224591.2,4.32
1153670.54,22.19,3.52,224567.08,4.32
1153503.51,22.19,3.52,224487.46,4.32
1153305.24,22.2,3.52,224520.2,4.32
1153878.49,22.21,3.54,224874.09,4.33
1154210.54,22.22,3.55,225023.25,4.33
1153473.22,22.22,3.55,225024.01,4.34
1153280.63,22.22,3.55,224996.65,4.34
1153113.59,22.22,3.55,224919.17,4.33
1153704.99,22.24,3.57,225021.1,4.34
1153704.99,22.24,3.57,225280.07,4.34
1153512.4,22.24,3.57,225256.16,4.34
1153319.81,22.24,3.57,225226.37,4.34
1152981.22,22.24,3.56,224580.27,4.33
1153002.15,22.24,3.57,224572.94,4.33
1152826.09,22.24,3.57,224559.45,4.33
1152826.09,22.24,3.57,224385.42,4.33
1153088.08,22.25,3.58,224659.5,4.33
1152921.04,22.25,3.58,224582.0,4.33
1153723.28,22.26,3.59,224670.32,4.34
1153556.25,22.27,3.59,224590.7,4.33
1153389.22,22.27,3.59,224586.57,4.34
1153196.63,22.27,3.59,224549.66,4.34
1153037.08,22.27,3.6,224555.83,4.34
1152844.49,22.27,3.6,224616.52,4.34
1152684.95,22.27,3.6,224617.6,4.34
1152517.91,22.27,3.6,224613.12,4.34
1152325.32,22.27,3.6,224575.89,4.34
1152325.32,22.27,3.6,224535.02,4.34
1152325.32,22.27,3.6,224580.51,4.34
1152288.61,22.27,3.6,225102.74,4.35
1153821.85,22.3,3.63,226167.71,4.37
1153842.78,22.31,3.63,226265.04,4.37
1153675.75,22.31,3.64,226263.03,4.38
1153516.2,22.31,3.64,226255.7,4.38
1153516.2,22.31,3.64,226233.34,4.38
1153897.39,22.32,3.64,226228.55,4.38
1153624.7,22.31,3.64,225932.09,4.37
1153441.92,22.32,3.64,225302.22,4.36
1153441.92,22.32,3.64,225232.83,4.36
1153274.89,22.32,3.64,225228.65,4.36
1153082.3,22.32,3.64,225198.93,4.36
1152915.27,22.32,3.64,225177.43,4.36
1153280.36,22.33,3.65,225181.16,4.36
1153082.09,22.33,3.65,224534.73,4.35
1152915.05,22.33,3.65,224649.13,4.35
1152910.43,22.33,3.66,224620.41,4.35
1152743.4,22.33,3.66,224540.79,4.35
1152764.33,22.34,3.66,224629.56,4.35
1152571.74,22.34,3.66,224604.8,4.35
1152402.12,22.34,3.66,224611.06,4.35
1152242.58,22.34,3.66,224596.59,4.35
1152397.44,22.35,3.67,224599.39,4.36
1152230.41,22.35,3.67,224590.44,4.36
1152225.78,22.35,3.67,224572.25,4.36
1152225.78,22.35,3.67,224532.99,4.36
1152390.71,22.36,3.68,224532.36,4.36
1152231.16,22.36,3.68,224535.63,4.36
1152064.13,22.36,3.68,224533.62,4.36
1151861.47,22.36,3.68,224507.02,4.36
1151701.92,22.36,3.68,224502.6,4.36
1151722.86,22.36,3.69,224591.37,4.36
1151962.98,22.37,3.69,224564.14,4.36
1151795.95,22.37,3.69,224486.84,4.36
1151603.36,22.37,3.7,224444.9,4.36
1151598.73,22.38,3.7,224423.34,4.36
1151598.73,22.38,3.7,224404.8,4.36
1151406.14,22.38,3.7,224367.56,4.36
1151395.84,22.38,3.7,224338.43,4.36
1151766.55,22.39,3.71,223927.47,4.35
1151545.28,22.39,3.71,223670.63,4.35
1151352.69,22.39,3.71,223903.34,4.35
1151352.69,22.39,3.71,223871.15,4.35
1151160.1,22.39,3.71,223833.97,4.35
1151000.56,22.39,3.71,223808.19,4.35
1150833.52,22.39,3.71,223812.7,4.35
1150640.93,22.39,3.71,223785.73,4.35
1150902.92,22.4,3.72,224033.4,4.36
1150710.33,22.4,3.72,224029.63,4.36
1150543.3,22.4,3.72,224020.68,4.36
1150538.67,22.4,3.72,224003.0,4.36
1150336.01,22.4,3.73,224027.13,4.36
1150143.42,22.4,3.73,224837.64,4.38
1150138.8,22.41,3.73,224814.79,4.38
1149946.2,22.41,3.73,224873.79,4.38
1149946.2,22.41,3.73,224873.79,4.38
1149779.17,22.41,3.73,224854.72,4.38
1149612.14,22.41,3.73,224850.59,4.38
1149419.55,22.41,3.73,224803.45,4.38
1149260.0,22.41,3.73,224804.54,4.38
1149521.99,22.42,3.74,225085.56,4.39
1149329.4,22.42,3.74,225062.15,4.39
1149486.26,22.43,3.75,225099.76,4.39
1149326.71,22.43,3.75,225095.1,4.39
1149167.17,22.43,3.75,225090.43,4.39
1149532.26,22.44,3.76,225094.16,4.39
1149010.37,22.43,3.75,224529.81,4.38
1148817.78,22.43,3.75,224481.15,4.38
1148817.78,22.43,3.75,224411.77,4.38
1148615.12,22.43,3.75,224381.0,4.38
1148615.12,22.43,3.75,224357.51,4.38
1148422.53,22.43,3.75,224481.76,4.38
1148443.46,22.44,3.76,224661.1,4.39
1148250.87,22.44,3.76,224623.92,4.39
1148250.87,22.44,3.76,224593.46,4.39
1148058.28,22.44,3.76,224566.73,4.39
1148320.27,22.44,3.77,225466.36,4.41
1148341.2,22.45,3.77,225548.2,4.41
1148341.2,22.45,3.77,225479.26,4.41
1148148.61,22.45,3.77,225536.26,4.41
1147956.02,22.45,3.77,225453.98,4.41
1147945.71,22.45,3.77,225486.24,4.41
1147941.09,22.46,3.78,225548.55,4.41
1148072.97,22.46,3.78,225514.83,4.41
1148101.39,22.47,3.79,225525.47,4.41
1148096.76,22.47,3.79,225617.47,4.42
1148096.76,22.47,3.79,225484.3,4.41
1148096.76,22.47,3.79,225281.3,4.41
1147904.17,22.47,3.79,225254.59,4.41
1147937.22,22.47,3.79,225266.62,4.41
1148285.78,22.48,3.8,225345.52,4.41
1148093.19,22.48,3.8,225341.34,4.41
1147926.16,22.48,3.8,225264.04,4.41
1147759.13,22.48,3.8,225186.55,4.41
1147780.06,22.49,3.81,225365.89,4.42
1147587.47,22.49,3.81,225397.31,4.42
1147284.42,22.48,3.8,225051.79,4.41
1147300.94,22.48,3.8,225045.19,4.41
1147300.94,22.48,3.8,225109.67,4.41
1147141.39,22.48,3.8,225106.73,4.41
1146948.8,22.49,3.8,225197.31,4.41
1146948.8,22.49,3.8,225197.31,4.41
1146756.21,22.49,3.81,225151.15,4.41
1146563.62,22.49,3.81,225126.2,4.42
1146895.99,22.49,3.81,225626.93,4.43
1147291.79,22.5,3.82,225636.84,4.43
1147132.24,22.5,3.82,225643.01,4.43
1146939.65,22.51,3.82,225699.89,4.43
1146960.59,22.51,3.83,225880.29,4.43
1147117.44,22.52,3.83,226190.65,4.44
1147491.78,22.52,3.84,226468.63,4.45
1147503.67,22.53,3.85,226460.41,4.45
1147499.05,22.53,3.85,226374.3,4.44
1147306.46,22.53,3.85,226292.58,4.44
1147617.66,22.54,3.86,226315.05,4.44
1147617.66,22.54,3.86,226409.42,4.45
1147425.07,22.54,3.86,226372.09,4.45
1148184.75,22.56,3.88,226693.89,4.45
1148017.72,22.56,3.88,227214.16,4.46
1148017.72,22.56,3.88,227232.92,4.46
1147733.74,22.56,3.87,226927.76,4.46
1147718.25,22.56,3.88,227191.57,4.47
1147551.21,22.56,3.88,227189.56,4.47
1147883.26,22.57,3.89,227205.69,4.47
1147257.6,22.56,3.88,226483.66,4.45
1146967.94,22.56,3.88,224837.4,4.42
1146775.35,22.56,3.88,224807.33,4.42
1146770.72,22.56,3.88,224488.37,4.42
1146876.99,22.57,3.89,224667.91,4.42
1147209.03,22.58,3.89,224637.57,4.42
1147229.97,22.58,3.9,224738.9,4.42
1147491.95,22.59,3.9,225019.92,4.43
1147299.36,22.59,3.91,225512.95,4.44
1147132.33,22.59,3.91,225929.54,4.45
1147405.5,22.6,3.91,225934.92,4.45
1147207.23,22.6,3.91,225888.96,4.45
1147469.22,22.6,3.92,225984.31,4.45
1147309.67,22.6,3.92,225987.57,4.45
1147142.64,22.61,3.92,225983.09,4.45
1147163.57,22.61,3.93,225972.5,4.45
1147403.7,22.62,3.93,226260.62,4.46
1146897.25,22.61,3.93,225723.8,4.45
1147226.58,22.62,3.94,225796.66,4.45
1147221.95,22.62,3.94,225876.69,4.45
1147054.92,22.62,3.94,226076.08,4.46
1147075.85,22.63,3.94,226069.91,4.46
1146883.26,22.63,3.94,226047.01,4.46
1146703.84,22.63,3.94,225988.84,4.46
1146555.88,22.63,3.94,225792.74,4.46
1146695.13,22.63,3.95,226395.08,4.47
1146680.44,22.64,3.95,226373.58,4.47
1146981.57,22.64,3.96,226406.88,4.47
1147374.36,22.65,3.97,226981.93,4.48
1147374.36,22.65,3.97,226159.98,4.47
1147214.81,22.65,3.97,226161.07,4.47
1147022.22,22.66,3.97,226110.82,4.47
1146829.63,22.66,3.97,226075.69,4.47
1146637.04,22.66,3.97,226037.16,4.47
1146470.01,22.66,3.97,226019.66,4.47
1146277.42,22.66,3.97,225992.34,4.47
1146084.83,22.66,3.98,225962.96,4.47
1145925.28,22.66,3.98,225966.22,4.47
1145732.69,22.66,3.98,226386.75,4.48
1145534.42,22.66,3.98,226343.45,4.48
1145367.39,22.66,3.98,226245.94,4.48
1145607.52,22.67,3.99,226212.91,4.48
1145620.74,22.67,3.99,226291.22,4.48
1145649.16,22.68,3.99,226301.86,4.48
1145665.68,22.68,3.99,226295.26,4.48
1145797.56,22.68,4.0,226240.83,4.48
1145797.56,22.68,4.0,226210.84,4.48
1145630.53,22.68,4.0,226131.22,4.48
1145630.53,22.68,4.0,226061.83,4.48
1145470.98,22.68,4.0,226068.01,4.48
1145278.39,22.68,4.0,226042.66,4.48
1144984.51,22.68,4.0,225798.06,4.47
1145110.71,22.69,4.0,225744.4,4.47
1145320.92,22.69,4.01,226040.94,4.48
1145316.29,22.7,4.01,226013.62,4.48
1145578.28,22.7,4.02,226108.96,4.48
1145573.66,22.71,4.02,226084.58,4.48
1145388.39,22.7,4.02,225839.8,4.48
1145190.12,22.71,4.02,225818.95,4.48
1144997.53,22.71,4.02,225799.75,4.48
1144663.49,22.7,4.02,225388.84,4.47
1144925.48,22.71,4.02,225662.92,4.48
1144946.41,22.71,4.03,225760.25,4.48
1145374.02,22.72,4.04,225685.97,4.48
1145175.75,22.72,4.04,225039.54,4.47
1144983.15,22.72,4.04,225004.44,4.47
1144816.12,22.72,4.04,224926.95,4.46
1144623.53,22.72,4.04,224902.58,4.47
1144623.53,22.72,4.04,224812.6,4.46
1144430.94,22.73,4.04,224761.98,4.46
1144451.87,22.73,4.04,224859.3,4.47
1144292.33,22.73,4.04,224858.41,4.47
1144643.7,22.74,4.05,224783.72,4.47
1144873.76,22.75,4.06,224757.23,4.47
1144681.17,22.75,4.06,226115.27,4.49
1145097.58,22.76,4.07,226683.35,4.51
1145097.58,22.76,4.07,226933.72,4.51
1145097.58,22.76,4.07,226988.04,4.51
1145229.47,22.77,4.08,226962.78,4.51
1145062.44,22.77,4.08,226958.65,4.51
1145309.45,22.77,4.09,226939.79,4.51
1145332.19,22.78,4.09,226950.43,4.51
1145156.12,22.78,4.09,226942.66,4.51
1144996.57,22.78,4.09,226938.83,4.52
1145029.62,22.78,4.09,226950.86,4.52
1145194.55,22.79,4.1,226950.65,4.52
1144996.28,22.79,4.1,226922.55,4.52
1144829.24,22.79,4.1,227101.1,4.52
1144662.21,22.79,4.1,227023.77,4.52
1145013.58,22.8,4.11,227547.68,4.53
1145253.71,22.81,4.12,227642.39,4.53
1145055.44,22.81,4.12,227027.46,4.52
1144895.89,22.81,4.12,227033.63,4.52
1144703.3,22.81,4.12,226995.48,4.52
1144543.76,22.81,4.12,226994.58,4.52
1144543.76,22.81,4.12,227020.51,4.52
1144543.76,22.81,4.12,226995.7,4.52
1144351.17,22.81,4.12,227269.51,4.53
1144372.1,22.81,4.13,227366.84,4.53
1144393.03,22.82,4.13,227351.85,4.53
1144966.28,22.83,4.15,227492.28,4.54
1144982.81,22.83,4.15,227485.68,4.54
1144982.81,22.83,4.15,227455.07,4.54
1145203.28,22.84,4.16,228077.07,4.55
1145018.01,22.84,4.15,227832.77,4.54
1145369.39,22.85,4.16,227910.24,4.55
1145202.35,22.85,4.16,227833.1,4.55
1145197.73,22.85,4.17,227946.62,4.55
1145038.18,22.86,4.17,227942.78,4.55
1144845.59,22.86,4.17,227925.03,4.55
1145605.28,22.87,4.19,228246.82,4.56
1145600.65,22.88,4.19,228224.94,4.56
1145840.78,22.88,4.2,228198.07,4.56
1145673.74,22.89,4.2,228445.73,4.56
1146035.09,22.89,4.2,229386.7,4.58
1146051.61,22.89,4.21,229380.1,4.58
1146236.95,22.9,4.21,229348.8,4.58
1146069.91,22.9,4.21,229454.3,4.59
1146343.08,22.91,4.22,229459.63,4.59
1146694.46,22.92,4.23,229537.11,4.59
1146527.42,22.92,4.23,229464.43,4.59
1146334.83,22.92,4.23,229433.77,4.59
1146142.24,22.92,4.23,229407.06,4.59
1145949.65,22.92,4.23,229383.34,4.59
1145978.07,22.93,4.24,229393.98,4.59
1145818.52,22.93,4.24,229397.24,4.59
1146071.82,22.93,4.24,229220.2,4.59
1146318.83,22.94,4.25,229144.56,4.59
1146151.8,22.94,4.25,229071.88,4.59
1146151.8,22.94,4.25,229002.94,4.58
1145959.2,22.94,4.25,228972.68,4.58
1145959.2,22.94,4.25,228972.68,4.58
1145799.66,22.95,4.25,228968.25,4.59
1146061.57,22.96,4.26,228747.44,4.58
1145868.98,22.96,4.27,228713.44,4.58
1146109.1,22.96,4.27,228776.74,4.58
1146109.1,22.96,4.27,228671.19,4.58
1146623.63,22.97,4.28,229619.62,4.6
1146755.51,22.98,4.29,229583.88,4.6
1146772.04,22.98,4.29,229569.86,4.6
1146767.41,22.98,4.29,229549.82,4.6
1147300.65,23.0,4.31,229614.79,4.6
1147321.58,23.0,4.31,229663.23,4.6
1147128.99,23.0,4.31,229638.85,4.61
1146859.52,23.0,4.31,229410.69,4.6
1146233.86,22.99,4.3,228688.67,4.59
1146456.07,23.0,4.31,228650.3,4.59
1146093.36,23.0,4.3,228714.94,4.59
1145933.81,23.0,4.31,228721.11,4.59
1145741.22,23.0,4.31,228689.79,4.59
1145741.22,23.0,4.31,228629.03,4.59
1145581.67,23.0,4.31,228625.91,4.59
1145389.08,23.0,4.31,228612.09,4.59
1145196.49,23.0,4.31,228602.59,4.59
1145003.9,23.0,4.31,228571.66,4.59
1144844.36,23.0,4.31,228561.74,4.59
1144829.66,23.01,4.32,228550.2,4.59
1144442.18,23.0,4.31,228476.13,4.59
1142853.96,23.01,4.32,228450.3,4.6
1143088.4,23.01,4.33,228427.72,4.6
1142988.32,23.01,4.33,228298.67,4.6
1142795.72,23.01,4.33,228350.68,4.6
1142603.13,23.02,4.33,228314.2,4.6
1142436.1,23.02,4.33,228220.45,4.6
1142243.51,23.02,4.33,228170.24,4.6
1142076.48,23.02,4.33,228168.23,4.6
1142333.13,23.03,4.34,228247.39,4.6
1142166.09,23.03,4.34,228356.65,4.6
1142006.55,23.03,4.34,228357.74,4.6
1141813.96,23.03,4.34,228360.82,4.61
1141621.37,23.03,4.34,228495.94,4.61
1141953.41,23.04,4.35,228469.13,4.61
1141862.64,23.04,4.35,228417.99,4.61
1141883.58,23.04,4.35,228515.31,4.61
1141700.8,23.04,4.35,227885.44,4.6
1142032.84,23.05,4.36,227931.7,4.6
1142028.22,23.05,4.36,227969.56,4.6
1142301.39,23.06,4.37,227974.94,4.6
1142108.8,23.06,4.37,227946.9,4.6
1142137.21,23.07,4.38,227957.54,4.6
1141977.67,23.07,4.38,227953.71,4.6
1141785.08,23.07,4.38,227984.59,4.61
1141941.93,23.08,4.39,228022.2,4.61
1141782.39,23.08,4.39,228014.87,4.61
1141346.73,23.07,4.38,227482.84,4.6
1141187.18,23.07,4.38,227486.1,4.6
1140994.59,23.07,4.38,227461.73,4.6
1141396.07,23.08,4.39,227512.37,4.6
1141226.46,23.08,4.39,227521.55,4.6
1140841.28,23.09,4.4,227538.32,4.6
1140827.23,23.09,4.4,227673.54,4.61
1140739.57,23.09,4.4,227586.86,4.61
1140580.02,23.09,4.4,227576.94,4.61
1140387.43,23.09,4.4,227518.0,4.61
1140184.77,23.09,4.4,227481.46,4.61
1140619.3,23.1,4.41,227481.92,4.61
1140426.71,23.1,4.41,227472.99,4.61
1140234.12,23.1,4.41,227435.69,4.61
1140041.53,23.1,4.41,227678.52,4.61
1140036.9,23.11,4.42,227656.57,4.61
1139869.87,23.11,4.42,227652.44,4.62
1139710.33,23.11,4.42,227658.62,4.62
1139710.33,23.11,4.42,227506.46,4.61
1142769.09,23.18,4.49,233726.83,4.74
1142602.06,23.18,4.49,233717.89,4.74
1142597.43,23.18,4.49,233697.98,4.74
1142430.4,23.18,4.49,233695.97,4.74
1142270.86,23.18,4.49,233702.15,4.74
1142111.31,23.19,4.5,233698.32,4.74
1142531.29,23.2,4.5,233757.18,4.75
1142804.46,23.2,4.51,233762.5,4.75
1143152.61,23.21,4.52,233728.83,4.75
1143152.61,23.21,4.52,233703.59,4.75
1142960.02,23.21,4.52,233693.99,4.75
1142767.43,23.21,4.52,233731.0,4.75
1143132.52,23.22,4.53,233734.74,4.75
1142939.93,23.22,4.53,233716.71,4.75
1142935.3,23.23,4.54,233702.48,4.75
1142742.71,23.23,4.54,233673.99,4.75
1142357.53,23.23,4.54,233683.48,4.75
1142385.95,23.23,4.54,233694.12,4.75
1142218.92,23.23,4.54,233689.99,4.75
1142235.44,23.23,4.54,233675.96,4.75
1142235.44,23.23,4.54,233653.59,4.75
1142268.48,23.24,4.54,233655.78,4.75
1142075.89,23.24,4.55,233638.19,4.75
1141908.86,23.24,4.55,233629.24,4.75
1141706.2,23.24,4.55,233651.37,4.76
1141513.61,23.24,4.55,233648.49,4.76
1141513.61,23.24,4.55,233626.12,4.76
1141345.93,23.24,4.55,233730.35,4.76
1141153.34,23.25,4.55,233780.23,4.76
1140993.8,23.25,4.56,233786.4,4.76
1141255.71,23.26,4.57,233565.59,4.76
1141096.16,23.26,4.57,233560.92,4.76
1141855.84,23.28,4.59,233882.72,4.77
1142932.14,23.3,4.61,234316.24,4.78
1142953.07,23.3,4.61,234309.42,4.78
1143279.44,23.31,4.62,234175.53,4.78
1143295.96,23.31,4.62,234168.93,4.77
1143295.96,23.31,4.62,234293.0,4.78
1143103.37,23.31,4.62,234255.76,4.78
1143103.37,23.31,4.62,234187.22,4.78
1142910.78,23.31,4.62,234156.68,4.78
1142906.15,23.32,4.63,234136.59,4.78
1143307.64,23.33,4.64,234102.86,4.78
1143303.01,23.33,4.64,234079.4,4.78
1143265.54,23.33,4.64,234290.92,4.78
1141757.85,23.34,4.65,234232.09,4.79
1141757.85,23.34,4.65,234206.97,4.79
1141590.82,23.34,4.65,234204.97,4.79
1141619.24,23.35,4.66,234215.61,4.79
1141426.65,23.35,4.66,234191.88,4.79
1141250.58,23.35,4.66,234179.43,4.79
1141083.55,23.35,4.66,234051.06,4.79
1141518.08,23.36,4.67,234051.51,4.79
1141319.81,23.36,4.67,233982.57,4.79
1141160.26,23.36,4.67,233977.9,4.79
1140993.23,23.36,4.67,234225.56,4.8
1140993.23,23.36,4.67,234297.41,4.8
1141363.95,23.38,4.68,233886.46,4.79
1141363.95,23.38,4.68,233810.97,4.79
1141161.29,23.38,4.68,233786.04,4.79
1141182.22,23.38,4.69,234089.56,4.8
1141015.19,23.38,4.69,234016.88,4.8
1140822.6,23.38,4.69,233992.86,4.8
1140655.56,23.38,4.69,233913.24,4.8
1140655.56,23.38,4.69,233896.31,4.79
1140496.02,23.39,4.69,233899.58,4.8
1140516.95,23.39,4.7,233996.9,4.8
1140222.11,23.39,4.69,233869.53,4.8
1140217.49,23.39,4.7,233911.08,4.8
1140217.49,23.39,4.7,233724.54,4.79
1140374.34,23.4,4.7,234034.92,4.8
1140369.71,23.4,4.71,234325.07,4.81
1140369.71,23.4,4.71,234298.99,4.81
1140614.84,23.41,4.72,234107.19,4.8
1140447.81,23.41,4.72,234103.06,4.81
1140255.22,23.41,4.72,234145.67,4.81
1139870.04,23.41,4.72,234183.37,4.81
1139710.49,23.41,4.72,234179.54,4.81
1139550.95,23.42,4.72,234170.04,4.81
1139358.36,23.42,4.72,234288.88,4.82
1139358.36,23.42,4.72,234615.0,4.82
1139191.32,23.42,4.72,234593.28,4.82
1139191.32,23.42,4.72,234568.93,4.82
1139031.78,23.42,4.73,234572.19,4.82
1139027.15,23.42,4.73,234548.21,4.82
1138860.12,23.43,4.73,234470.71,4.82
1138693.09,23.43,4.73,234715.67,4.83
1138526.05,23.43,4.73,234885.59,4.83
1138333.46,23.43,4.73,234928.61,4.84
1138333.46,23.43,4.73,234974.39,4.84
1138606.63,23.44,4.74,234979.71,4.84
1138606.63,23.44,4.74,235098.91,4.84
1138441.41,23.44,4.74,235100.0,4.84
1138572.47,23.44,4.75,235252.61,4.84
1138379.88,23.44,4.75,235191.55,4.84
1138385.07,23.45,4.75,234752.4,4.84
1139195.74,23.47,4.77,234853.78,4.84
1139195.74,23.47,4.77,234820.91,4.84
1139028.71,23.47,4.77,234743.41,4.84
1139028.71,23.47,4.77,234739.43,4.84
1138905.56,23.47,4.77,234595.54,4.83
1138712.97,23.47,4.77,234628.04,4.84
1138553.43,23.47,4.78,234634.22,4.84
1138377.36,23.47,4.78,234618.96,4.84
1138405.78,23.48,4.78,234629.6,4.84
1136898.1,23.49,4.79,234570.77,4.85
1136738.55,23.49,4.79,234569.88,4.85
1136978.68,23.49,4.8,234545.3,4.85
1136786.09,23.49,4.8,234588.69,4.85
1137056.17,23.5,4.81,234579.37,4.85
1137051.55,23.51,4.81,234448.58,4.85
1136884.51,23.51,4.81,234438.11,4.85
1137124.64,23.52,4.82,235134.14,4.86
1136932.05,23.52,4.82,235237.71,4.87
1137142.26,23.52,4.83,235161.92,4.86
1137307.18,23.53,4.83,235161.71,4.87
1137140.15,23.53,4.83,235356.97,4.87
1136947.56,23.53,4.84,235321.84,4.87
1137187.69,23.54,4.84,235299.48,4.87
1136450.37,23.54,4.85,235860.37,4.89
1136247.71,23.54,4.85,235833.09,4.89
1136055.12,23.55,4.85,235801.77,4.89
1134547.44,23.55,4.86,235742.94,4.89
1134380.41,23.55,4.86,236004.64,4.9
1134213.37,23.56,4.86,236000.5,4.9
1134345.26,23.56,4.87,236105.9,4.9
1134502.11,23.57,4.87,236143.52,4.91
1134497.48,23.57,4.88,236129.91,4.91
1133871.82,23.56,4.87,235407.88,4.89
1133704.79,23.57,4.87,235330.39,4.89
1133770.75,23.57,4.87,239879.87,4.99
1133572.48,23.57,4.87,239787.87,4.99
1133572.48,23.57,4.87,239763.11,4.98
1133567.85,23.57,4.87,239728.72,4.98
1133567.85,23.57,4.87,239728.72,4.98
1133398.24,23.57,4.88,239737.9,4.99
1133383.55,23.58,4.88,239768.24,4.99
1133224.0,23.58,4.88,239774.41,4.99
1133446.21,23.59,4.89,239738.97,4.99
1133708.2,23.59,4.9,239834.31,4.99
1133515.61,23.59,4.9,239821.45,4.99
1133950.14,23.6,4.91,239821.91,4.99
1134212.04,23.61,4.92,239601.09,4.99
1134045.01,23.62,4.92,239596.96,4.99
1134056.91,23.62,4.92,239593.93,4.99
1134052.28,23.62,4.93,239771.31,4.99
1133926.55,23.63,4.93,240048.95,5.0
1134083.41,23.63,4.94,240525.66,5.01
1134328.54,23.64,4.95,240344.99,5.01
1132820.86,23.65,4.95,240286.16,5.02
1132816.23,23.65,4.96,240320.31,5.02
1133078.22,23.66,4.97,240739.1,5.03
1133429.59,23.67,4.97,241262.2,5.04
1133237.0,23.67,4.97,241239.74,5.04
1133602.09,23.68,4.98,241236.61,5.04
1133602.09,23.68,4.98,241315.86,5.04
1133409.5,23.68,4.99,241280.82,5.04
1133216.91,23.68,4.99,241256.44,5.04
1133216.91,23.68,4.99,241271.42,5.04
1133212.28,23.69,4.99,241319.0,5.04
1133482.37,23.7,5.0,241746.55,5.05
1133315.33,23.7,5.0,241751.06,5.05
1133563.62,23.7,5.01,241867.41,5.06
1133559.0,23.71,5.01,241887.5,5.06
1133820.99,23.72,5.02,241982.85,5.06
1133628.4,23.72,5.02,242029.39,5.06
1133435.81,23.72,5.02,242001.65,5.06
1133698.91,23.73,5.03,242010.04,5.06
1133506.32,23.73,5.03,242047.2,5.07
1133313.73,23.73,5.03,242019.17,5.07
1133146.69,23.73,5.03,241959.05,5.07
