ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6b29-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_nodes,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6b29-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6b29-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6b29-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-total_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6b29-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-arrived_gpu_milli
1,2,1000,6212,1000
2,4,2000,6212,2000
3,12,2470,6212,2470
4,14,3280,6212,3280
5,22,3280,6212,3280
6,24,3750,6212,3750
7,32,5750,6212,5750
8,34,6560,6212,6560
9,42,7560,6212,7560
10,50,8560,6212,8560
11,58,8560,6212,8560
12,66,9560,6212,9560
13,74,9560,6212,9560
14,76,10560,6212,10560
15,84,11560,6212,11560
16,86,11560,6212,11560
17,88,12560,6212,12560
18,96,12560,6212,12560
19,104,13370,6212,13370
20,106,14370,6212,14370
21,114,14960,6212,14960
22,116,15770,6212,15770
23,120,16770,6212,16770
23,120,17090,6212,17090
24,128,17550,6212,17550
25,136,18020,6212,18020
26,138,18020,6212,18020
27,146,19020,6212,19020
28,148,19340,6212,19340
29,156,19990,6212,19990
30,158,19990,6212,19990
31,166,20990,6212,20990
32,168,21990,6212,21990
33,176,22990,6212,22990
34,184,22990,6212,22990
35,192,23990,6212,23990
36,194,24150,6212,24150
37,202,25150,6212,25150
38,210,26150,6212,26150
39,212,27150,6212,27150
40,214,27620,6212,27620
41,216,28430,6212,28430
42,224,28900,6212,28900
42,224,29900,6212,29900
43,226,30370,6212,30370
44,234,31180,6212,31180
45,236,32180,6212,32180
46,238,32180,6212,32180
47,246,32180,6212,32180
47,246,33180,6212,33180
48,254,34180,6212,34180
49,262,34990,6212,34990
50,264,35800,6212,35800
51,266,36260,6212,36260
52,274,37260,6212,37260
53,282,38070,6212,38070
54,284,39070,6212,39070
55,292,39720,6212,39720
56,296,40190,6212,40190
57,298,40510,6212,40510
58,300,41320,6212,41320
59,308,41320,6212,41320
60,312,41320,6212,41320
61,320,42320,6212,42320
62,328,43320,6212,43320
63,336,44320,6212,44320
64,344,45130,6212,45130
65,346,45450,6212,45450
66,348,46260,6212,46260
67,356,47260,6212,47260
68,364,47260,6212,47260
69,366,48070,6212,48070
70,368,49070,6212,49070
70,368,50070,6212,50070
71,370,51070,6212,51070
72,378,52070,6212,52070
73,386,52540,6212,52540
74,388,53350,6212,53350
75,396,54350,6212,54350
76,404,54350,6212,54350
77,412,55350,6212,55350
78,414,55820,6212,55820
79,422,56820,6212,56820
80,430,57820,6212,57820
81,438,58820,6212,58820
82,440,59820,6212,59820
82,440,60630,6212,60630
82,440,61440,6212,61440
83,442,62090,6212,62090
84,450,62560,6212,62560
85,458,62560,6212,62560
86,466,63560,6212,63560
87,468,64560,6212,64560
88,476,65560,6212,65560
89,484,66560,6212,66560
90,492,67030,6212,67030
91,494,68030,6212,68030
92,496,69030,6212,69030
93,504,70030,6212,70030
94,512,71030,6212,71030
95,520,71490,6212,71490
96,522,72490,6212,72490
97,524,73490,6212,73490
98,532,74490,6212,74490
99,534,74960,6212,74960
100,536,75960,6212,75960
101,538,76440,6212,76440
102,540,77090,6212,77090
103,542,77740,6212,77740
104,550,78740,6212,78740
105,552,79210,6212,79210
106,554,79680,6212,79680
107,556,80680,6212,80680
108,558,81140,6212,81140
109,566,82140,6212,82140
110,570,83140,6212,83140
111,578,83610,6212,83610
112,580,83930,6212,83930
113,588,84930,6212,84930
114,596,85930,6212,85930
115,598,86930,6212,86930
116,600,87930,6212,87930
117,608,88400,6212,88400
118,610,88720,6212,88720
118,610,89720,6212,89720
119,618,90720,6212,90720
120,626,91530,6212,91530
121,628,92530,6212,92530
122,636,92530,6212,92530
123,638,93530,6212,93530
124,640,94340,6212,94340
125,648,95340,6212,95340
126,650,95340,6212,95340
127,652,95340,6212,95340
128,660,95450,6212,95450
129,668,96450,6212,96450
130,670,96450,6212,96450
131,678,97260,6212,97260
131,678,98260,6212,98260
132,686,99260,6212,99260
133,688,99730,6212,99730
134,690,100730,6212,100730
135,692,101100,6212,101100
136,694,101100,6212,101100
137,702,102100,6212,102100
138,704,102470,6212,102470
139,712,103280,6212,103280
140,714,104280,6212,104280
141,716,105280,6212,105280
142,720,106280,6212,106280
143,722,107090,6212,107090
144,724,107310,6212,107310
145,732,108310,6212,108310
146,740,109310,6212,109310
147,742,110120,6212,110120
148,750,110930,6212,110930
149,758,111930,6212,111930
150,760,112250,6212,112250
151,768,113060,6212,113060
152,776,117060,6212,117060
153,778,118060,6212,118060
154,786,119060,6212,119060
155,794,120060,6212,120060
156,802,128060,6212,128060
157,810,129060,6212,129060
157,810,129870,6212,129870
158,818,130460,6212,130460
159,826,131270,6212,131270
160,834,131820,6212,131820
161,842,132820,6212,132820
162,843,133050,6212,133050
163,851,133510,6212,133510
164,859,134320,6212,134320
165,861,135320,6212,135320
166,865,136130,6212,136130
166,865,137130,6212,137130
167,873,137940,6212,137940
168,881,138750,6212,138750
169,885,139750,6212,139750
170,893,140750,6212,140750
171,901,141220,6212,141220
172,903,142030,6212,142030
173,911,143030,6212,143030
174,919,143350,6212,143350
175,921,143670,6212,143670
175,921,144670,6212,144670
176,923,145670,6212,145670
177,931,146670,6212,146670
178,933,147140,6212,147140
179,935,147140,6212,147140
180,943,147140,6212,147140
181,951,148140,6212,148140
181,951,148950,6212,148950
182,953,149950,6212,149950
183,961,150950,6212,150950
184,963,151950,6212,151950
185,965,151950,6212,151950
186,973,152950,6212,152950
187,975,153500,6212,153500
188,983,153970,6212,153970
189,987,154970,6212,154970
190,995,155970,6212,155970
191,1003,156970,6212,156970
192,1011,157780,6212,157780
193,1013,158780,6212,158780
194,1021,159780,6212,159780
194,1021,160430,6212,160430
195,1023,161430,6212,161430
195,1023,162430,6212,162430
196,1031,162900,6212,162900
197,1039,163900,6212,163900
197,1039,164270,6212,164270
198,1041,164270,6212,164270
199,1049,165270,6212,165270
200,1057,166080,6212,166080
201,1065,167080,6212,167080
202,1073,168080,6212,168080
203,1081,168310,6212,168310
203,1081,169310,6212,169310
203,1081,170310,6212,170310
204,1083,171310,6212,171310
205,1091,171310,6212,171310
206,1099,172310,6212,172310
207,1101,172860,6212,172860
208,1103,173860,6212,173860
209,1105,174020,6212,174020
210,1113,174340,6212,174340
211,1121,175150,6212,175150
212,1129,176150,6212,176150
213,1137,176960,6212,176960
214,1145,180960,6212,180960
215,1147,181960,6212,181960
216,1149,182960,6212,182960
217,1151,182960,6212,182960
218,1153,182960,6212,182960
219,1161,183960,6212,183960
220,1163,184430,6212,184430
221,1164,185240,6212,185240
222,1166,185240,6212,185240
223,1168,186240,6212,186240
224,1170,187240,6212,187240
225,1174,187710,6212,187710
225,1174,188710,6212,188710
226,1176,189520,6212,189520
227,1178,190520,6212,190520
228,1180,190520,6212,190520
229,1188,190840,6212,190840
230,1196,191650,6212,191650
231,1204,191650,6212,191650
232,1212,192650,6212,192650
233,1214,193650,6212,193650
233,1214,194650,6212,194650
234,1216,195460,6212,195460
234,1216,196110,6212,196110
235,1224,197110,6212,197110
236,1232,198110,6212,198110
237,1240,206110,6212,206110
238,1242,206430,6212,206430
239,1244,207430,6212,207430
240,1252,207750,6212,207750
241,1254,208750,6212,208750
242,1255,209070,6212,209070
243,1263,209880,6212,209880
243,1263,209880,6212,209880
244,1271,210880,6212,210880
245,1273,211350,6212,211350
246,1275,212160,6212,212160
247,1277,213160,6212,213160
247,1277,214160,6212,214160
248,1285,214160,6212,214160
249,1287,215160,6212,215160
250,1295,216160,6212,216160
251,1303,217160,6212,217160
251,1303,217630,6212,217630
252,1305,218630,6212,218630
253,1313,219630,6212,219630
254,1321,219850,6212,219850
255,1329,220850,6212,220850
255,1329,221500,6212,221500
256,1331,222500,6212,222500
257,1339,222970,6212,222970
257,1339,223780,6212,223780
258,1347,224780,6212,224780
259,1355,225100,6212,225100
259,1355,226100,6212,226100
260,1357,227100,6212,227100
261,1359,228100,6212,228100
262,1367,228570,6212,228570
262,1367,229570,6212,229570
263,1375,230570,6212,230570
264,1377,230570,6212,230570
265,1379,231380,6212,231380
266,1381,231380,6212,231380
267,1389,232380,6212,232380
268,1397,232380,6212,232380
269,1399,232380,6212,232380
270,1407,233190,6212,233190
271,1415,234190,6212,234190
272,1423,235190,6212,235190
273,1425,236190,6212,236190
274,1427,236190,6212,236190
274,1427,237190,6212,237190
275,1429,237190,6212,237190
276,1431,237650,6212,237650
276,1431,237700,6212,237700
277,1439,238700,6212,238700
277,1439,238700,6212,238700
278,1447,238700,6212,238700
278,1447,239700,6212,239700
278,1447,240700,6212,240700
279,1449,241700,6212,241700
280,1451,242700,6212,242700
281,1453,243510,6212,243510
282,1455,243670,6212,243670
283,1463,244480,6212,244480
284,1465,244950,6212,244950
285,1473,245950,6212,245950
286,1475,246320,6212,246320
287,1477,246790,6212,246790
288,1479,247160,6212,247160
289,1481,247630,6212,247630
290,1483,248630,6212,248630
291,1485,249630,6212,249630
292,1487,250630,6212,250630
293,1495,250630,6212,250630
293,1495,251280,6212,251280
294,1503,252280,6212,252280
294,1503,253090,6212,253090
295,1511,254090,6212,254090
296,1513,254460,6212,254460
296,1513,255460,6212,255460
296,1513,256270,6212,256270
297,1521,257080,6212,257080
298,1529,258080,6212,258080
299,1537,258400,6212,258400
300,1545,259400,6212,259400
301,1547,260400,6212,260400
302,1549,261400,6212,261400
302,1549,262400,6212,262400
303,1551,263400,6212,263400
304,1559,264400,6212,264400
305,1567,265400,6212,265400
305,1567,265630,6212,265630
305,1567,266630,6212,266630
305,1567,267630,6212,267630
306,1569,268100,6212,268100
307,1577,268750,6212,268750
308,1579,269750,6212,269750
309,1581,270560,6212,270560
310,1585,271560,6212,271560
311,1593,272560,6212,272560
312,1601,273560,6212,273560
313,1605,274560,6212,274560
314,1613,275030,6212,275030
315,1621,275490,6212,275490
315,1621,276490,6212,276490
315,1621,277490,6212,277490
316,1629,278490,6212,278490
317,1637,278960,6212,278960
318,1639,279190,6212,279190
319,1641,280190,6212,280190
320,1649,281000,6212,281000
321,1657,282000,6212,282000
322,1665,283000,6212,283000
322,1665,284000,6212,284000
323,1673,285000,6212,285000
323,1673,286000,6212,286000
323,1673,287000,6212,287000
323,1673,287590,6212,287590
323,1673,288400,6212,288400
324,1674,289210,6212,289210
325,1682,290210,6212,290210
325,1682,291210,6212,291210
326,1684,292210,6212,292210
327,1692,293020,6212,293020
327,1692,294020,6212,294020
328,1700,295020,6212,295020
329,1708,296020,6212,296020
330,1716,296020,6212,296020
330,1716,297020,6212,297020
331,1724,299020,6212,299020
331,1724,299020,6212,299020
331,1724,299830,6212,299830
332,1732,300830,6212,300830
332,1732,301830,6212,301830
332,1732,301830,6212,301830
333,1734,302300,6212,302300
334,1742,302890,6212,302890
334,1742,302890,6212,302890
334,1742,303210,6212,303210
335,1750,304210,6212,304210
335,1750,305210,6212,305210
336,1758,306210,6212,306210
337,1760,307210,6212,307210
338,1762,308210,6212,308210
339,1770,308680,6212,308680
340,1778,309680,6212,309680
341,1786,310680,6212,310680
342,1788,311490,6212,311490
343,1790,312300,6212,312300
344,1798,320300,6212,320300
344,1798,321300,6212,321300
344,1798,322300,6212,322300
345,1800,322530,6212,322530
346,1802,323000,6212,323000
346,1802,323810,6212,323810
346,1802,324810,6212,324810
347,1810,325810,6212,325810
347,1810,325810,6212,325810
347,1810,325810,6212,325810
348,1812,326810,6212,326810
348,1812,327810,6212,327810
349,1816,328280,6212,328280
349,1816,328280,6212,328280
349,1816,328600,6212,328600
350,1824,328600,6212,328600
351,1832,329250,6212,329250
352,1840,329720,6212,329720
353,1848,330530,6212,330530
354,1850,331530,6212,331530
355,1852,332000,6212,332000
355,1852,333000,6212,333000
356,1860,334000,6212,334000
357,1862,335000,6212,335000
358,1870,336000,6212,336000
359,1872,336000,6212,336000
360,1874,336470,6212,336470
360,1874,337470,6212,337470
361,1876,338470,6212,338470
362,1884,339470,6212,339470
363,1888,340470,6212,340470
363,1888,341470,6212,341470
363,1888,341930,6212,341930
363,1888,342400,6212,342400
364,1896,342630,6212,342630
365,1904,343630,6212,343630
366,1906,344630,6212,344630
366,1906,344950,6212,344950
367,1914,344950,6212,344950
368,1922,345950,6212,345950
369,1930,346950,6212,346950
369,1930,346950,6212,346950
370,1938,346950,6212,346950
371,1946,346950,6212,346950
372,1948,347950,6212,347950
373,1956,348950,6212,348950
373,1956,348950,6212,348950
374,1964,348950,6212,348950
374,1964,349410,6212,349410
375,1972,350410,6212,350410
376,1980,351410,6212,351410
377,1988,352410,6212,352410
378,1990,353410,6212,353410
378,1990,354410,6212,354410
378,1990,355410,6212,355410
379,1998,356410,6212,356410
379,1998,357220,6212,357220
380,2006,358220,6212,358220
381,2014,359220,6212,359220
381,2014,359690,6212,359690
382,2016,360340,6212,360340
382,2016,360660,6212,360660
383,2018,360660,6212,360660
384,2020,361660,6212,361660
385,2028,362130,6212,362130
385,2028,363130,6212,363130
385,2028,363130,6212,363130
386,2036,364130,6212,364130
387,2044,365130,6212,365130
388,2046,366130,6212,366130
388,2046,366130,6212,366130
389,2054,367130,6212,367130
390,2062,368130,6212,368130
391,2064,368130,6212,368130
392,2072,369130,6212,369130
393,2073,369940,6212,369940
394,2081,370940,6212,370940
394,2081,371050,6212,371050
394,2081,372050,6212,372050
394,2081,372860,6212,372860
394,2081,373860,6212,373860
395,2089,374860,6212,374860
395,2089,374860,6212,374860
395,2089,375860,6212,375860
395,2089,375860,6212,375860
395,2089,376090,6212,376090
396,2097,377090,6212,377090
397,2105,377900,6212,377900
397,2105,378900,6212,378900
398,2107,379370,6212,379370
399,2115,379370,6212,379370
400,2117,380370,6212,380370
401,2125,381370,6212,381370
401,2125,382180,6212,382180
402,2133,382990,6212,382990
402,2133,383990,6212,383990
402,2133,384990,6212,384990
402,2133,385800,6212,385800
403,2141,386800,6212,386800
404,2149,387800,6212,387800
405,2157,388800,6212,388800
406,2161,389800,6212,389800
407,2169,390800,6212,390800
408,2177,391800,6212,391800
409,2185,392800,6212,392800
410,2187,392800,6212,392800
410,2187,393800,6212,393800
411,2195,394450,6212,394450
412,2203,394770,6212,394770
412,2203,395580,6212,395580
413,2205,396390,6212,396390
413,2205,396710,6212,396710
414,2213,397710,6212,397710
415,2221,398030,6212,398030
415,2221,398840,6212,398840
416,2223,399840,6212,399840
417,2225,400310,6212,400310
418,2227,401310,6212,401310
419,2229,401310,6212,401310
420,2237,402310,6212,402310
421,2239,402310,6212,402310
422,2241,403310,6212,403310
423,2249,404310,6212,404310
424,2251,405310,6212,405310
425,2255,406310,6212,406310
426,2263,407310,6212,407310
426,2263,408310,6212,408310
426,2263,409310,6212,409310
426,2263,410310,6212,410310
427,2265,411310,6212,411310
428,2273,411310,6212,411310
428,2273,411780,6212,411780
429,2281,412780,6212,412780
430,2283,413780,6212,413780
430,2283,414780,6212,414780
431,2285,415010,6212,415010
432,2289,415010,6212,415010
433,2297,416010,6212,416010
433,2297,417010,6212,417010
434,2305,418010,6212,418010
435,2313,418470,6212,418470
435,2313,419470,6212,419470
435,2313,420280,6212,420280
436,2321,421280,6212,421280
436,2321,421510,6212,421510
436,2321,421830,6212,421830
437,2329,422830,6212,422830
438,2331,423830,6212,423830
439,2339,424300,6212,424300
440,2341,425300,6212,425300
440,2341,426300,6212,426300
440,2341,427300,6212,427300
441,2343,428300,6212,428300
442,2351,429300,6212,429300
443,2359,430110,6212,430110
443,2359,430110,6212,430110
444,2367,430580,6212,430580
444,2367,430900,6212,430900
445,2369,431360,6212,431360
446,2377,431360,6212,431360
447,2385,432170,6212,432170
448,2389,433170,6212,433170
448,2389,434170,6212,434170
448,2389,434640,6212,434640
448,2389,434960,6212,434960
448,2389,435960,6212,435960
449,2397,435960,6212,435960
450,2399,436430,6212,436430
451,2407,437430,6212,437430
451,2407,437900,6212,437900
452,2409,438900,6212,438900
453,2411,439900,6212,439900
454,2419,439900,6212,439900
455,2421,440550,6212,440550
456,2429,440550,6212,440550
456,2429,441550,6212,441550
457,2437,442550,6212,442550
458,2439,443550,6212,443550
459,2441,444020,6212,444020
459,2441,444830,6212,444830
460,2449,445830,6212,445830
461,2457,446830,6212,446830
462,2459,447640,6212,447640
463,2467,448110,6212,448110
464,2475,449110,6212,449110
465,2477,450110,6212,450110
466,2485,451110,6212,451110
466,2485,451580,6212,451580
466,2485,452580,6212,452580
467,2493,453050,6212,453050
467,2493,454050,6212,454050
467,2493,454210,6212,454210
468,2501,455210,6212,455210
469,2509,456210,6212,456210
469,2509,457020,6212,457020
470,2517,461020,6212,461020
470,2517,461570,6212,461570
471,2519,462010,6212,462010
471,2519,462010,6212,462010
472,2527,462820,6212,462820
472,2527,463140,6212,463140
473,2535,464140,6212,464140
473,2535,465140,6212,465140
474,2539,465610,6212,465610
474,2539,466610,6212,466610
475,2541,467420,6212,467420
476,2543,468420,6212,468420
477,2545,468530,6212,468530
478,2547,469530,6212,469530
479,2549,470530,6212,470530
480,2557,471530,6212,471530
480,2557,472340,6212,472340
480,2557,473340,6212,473340
481,2561,473340,6212,473340
482,2563,473990,6212,473990
483,2571,474990,6212,474990
484,2579,475220,6212,475220
484,2579,476220,6212,476220
485,2587,477220,6212,477220
486,2595,478220,6212,478220
487,2603,478690,6212,478690
487,2603,479690,6212,479690
487,2603,480500,6212,480500
488,2611,481500,6212,481500
489,2619,481970,6212,481970
489,2619,482970,6212,482970
490,2621,483020,6212,483020
490,2621,484020,6212,484020
491,2629,484830,6212,484830
492,2631,485290,6212,485290
493,2639,486290,6212,486290
494,2647,487100,6212,487100
495,2649,487100,6212,487100
495,2649,488100,6212,488100
496,2657,489100,6212,489100
497,2665,490100,6212,490100
498,2667,491100,6212,491100
499,2675,491910,6212,491910
499,2675,491910,6212,491910
500,2677,492910,6212,492910
500,2677,493910,6212,493910
501,2685,494560,6212,494560
502,2689,494930,6212,494930
502,2689,495740,6212,495740
503,2691,496740,6212,496740
504,2693,497110,6212,497110
504,2693,497430,6212,497430
504,2693,497590,6212,497590
505,2695,497820,6212,497820
506,2697,498820,6212,498820
507,2699,499630,6212,499630
508,2707,499630,6212,499630
508,2707,499860,6212,499860
508,2707,500860,6212,500860
509,2709,501860,6212,501860
510,2717,502860,6212,502860
510,2717,503860,6212,503860
511,2719,504860,6212,504860
511,2719,504860,6212,504860
512,2727,504860,6212,504860
513,2735,505860,6212,505860
514,2743,506510,6212,506510
515,2745,506980,6212,506980
515,2745,507790,6212,507790
516,2753,508790,6212,508790
517,2761,509790,6212,509790
517,2761,510600,6212,510600
518,2765,511410,6212,511410
519,2773,512410,6212,512410
520,2781,512410,6212,512410
520,2781,513220,6212,513220
521,2789,514220,6212,514220
522,2797,514690,6212,514690
522,2797,515690,6212,515690
523,2805,515920,6212,515920
523,2805,516390,6212,516390
524,2813,517390,6212,517390
525,2821,518390,6212,518390
525,2821,518710,6212,518710
525,2821,519710,6212,519710
526,2829,520710,6212,520710
526,2829,521520,6212,521520
526,2829,521990,6212,521990
527,2837,522990,6212,522990
527,2837,523800,6212,523800
527,2837,524800,6212,524800
527,2837,525800,6212,525800
527,2837,526800,6212,526800
527,2837,526800,6212,526800
528,2841,527610,6212,527610
528,2841,528080,6212,528080
528,2841,528550,6212,528550
528,2841,529550,6212,529550
528,2841,530360,6212,530360
528,2841,531170,6212,531170
529,2843,532170,6212,532170
529,2843,533170,6212,533170
530,2851,533980,6212,533980
530,2851,534300,6212,534300
531,2853,534300,6212,534300
532,2861,535110,6212,535110
532,2861,536110,6212,536110
533,2863,536760,6212,536760
533,2863,537760,6212,537760
534,2871,537760,6212,537760
535,2879,537760,6212,537760
535,2879,538760,6212,538760
535,2879,539570,6212,539570
536,2887,540570,6212,540570
536,2887,541040,6212,541040
537,2895,542040,6212,542040
538,2897,543040,6212,543040
538,2897,543630,6212,543630
539,2905,544630,6212,544630
539,2905,545100,6212,545100
540,2913,546100,6212,546100
541,2921,547100,6212,547100
542,2929,547750,6212,547750
543,2931,548750,6212,548750
543,2931,549560,6212,549560
544,2939,550370,6212,550370
544,2939,551370,6212,551370
544,2939,552370,6212,552370
545,2941,553370,6212,553370
545,2941,554370,6212,554370
546,2943,554370,6212,554370
546,2943,555370,6212,555370
546,2943,556370,6212,556370
546,2943,557180,6212,557180
546,2943,557830,6212,557830
546,2943,558640,6212,558640
547,2951,559450,6212,559450
547,2951,560450,6212,560450
548,2953,561450,6212,561450
549,2955,562450,6212,562450
549,2955,563260,6212,563260
550,2957,563260,6212,563260
551,2959,564260,6212,564260
551,2959,565260,6212,565260
552,2961,565260,6212,565260
553,2963,566260,6212,566260
553,2963,566260,6212,566260
553,2963,566730,6212,566730
554,2971,567730,6212,567730
554,2971,567730,6212,567730
554,2971,567730,6212,567730
554,2971,567730,6212,567730
555,2973,568730,6212,568730
556,2975,569730,6212,569730
557,2977,570380,6212,570380
558,2985,570380,6212,570380
559,2993,571190,6212,571190
559,2993,572000,6212,572000
560,2995,573000,6212,573000
561,3003,574000,6212,574000
562,3005,574320,6212,574320
562,3005,575320,6212,575320
562,3005,575320,6212,575320
562,3005,575550,6212,575550
562,3005,576550,6212,576550
563,3013,577550,6212,577550
564,3015,578550,6212,578550
564,3015,579020,6212,579020
564,3015,580020,6212,580020
564,3015,581020,6212,581020
564,3015,581250,6212,581250
565,3023,582250,6212,582250
566,3025,582900,6212,582900
567,3033,583900,6212,583900
567,3033,583900,6212,583900
568,3035,584710,6212,584710
568,3035,585710,6212,585710
568,3035,586710,6212,586710
569,3043,587710,6212,587710
570,3045,588710,6212,588710
571,3047,589520,6212,589520
571,3047,590520,6212,590520
572,3055,598520,6212,598520
573,3057,599520,6212,599520
573,3057,600520,6212,600520
574,3058,601520,6212,601520
575,3060,601520,6212,601520
575,3060,602520,6212,602520
575,3060,603520,6212,603520
576,3062,604520,6212,604520
577,3070,605520,6212,605520
578,3078,606330,6212,606330
579,3080,607330,6212,607330
579,3080,608330,6212,608330
579,3080,608330,6212,608330
579,3080,609330,6212,609330
579,3080,610330,6212,610330
580,3082,611140,6212,611140
580,3082,611600,6212,611600
581,3090,612600,6212,612600
582,3098,613600,6212,613600
583,3106,613600,6212,613600
583,3106,614070,6212,614070
584,3110,614880,6212,614880
584,3110,615690,6212,615690
585,3118,615690,6212,615690
586,3120,616160,6212,616160
587,3128,616970,6212,616970
587,3128,616970,6212,616970
588,3136,617620,6212,617620
588,3136,618430,6212,618430
589,3144,618660,6212,618660
590,3148,618660,6212,618660
591,3150,618890,6212,618890
591,3150,619890,6212,619890
592,3152,619890,6212,619890
593,3154,620890,6212,620890
594,3156,620890,6212,620890
595,3158,621360,6212,621360
596,3166,622360,6212,622360
596,3166,623360,6212,623360
597,3168,623820,6212,623820
598,3176,624820,6212,624820
598,3176,625820,6212,625820
598,3176,626630,6212,626630
598,3176,627630,6212,627630
598,3176,627630,6212,627630
599,3184,627630,6212,627630
599,3184,628280,6212,628280
599,3184,629280,6212,629280
600,3192,629500,6212,629500
600,3192,630310,6212,630310
601,3200,630310,6212,630310
602,3208,631310,6212,631310
602,3208,632310,6212,632310
602,3208,632470,6212,632470
603,3212,632470,6212,632470
604,3214,632470,6212,632470
605,3222,633470,6212,633470
605,3222,633940,6212,633940
606,3230,634940,6212,634940
607,3232,635940,6212,635940
607,3232,636940,6212,636940
607,3232,637410,6212,637410
607,3232,638410,6212,638410
608,3234,639410,6212,639410
608,3234,639960,6212,639960
609,3236,640960,6212,640960
609,3236,641960,6212,641960
610,3238,641960,6212,641960
610,3238,642960,6212,642960
611,3240,643960,6212,643960
611,3240,644430,6212,644430
611,3240,645430,6212,645430
612,3242,646430,6212,646430
613,3250,647430,6212,647430
613,3250,647430,6212,647430
613,3250,648240,6212,648240
614,3252,649240,6212,649240
614,3252,649240,6212,649240
614,3252,649240,6212,649240
615,3260,650240,6212,650240
616,3268,650700,6212,650700
617,3270,651160,6212,651160
618,3278,659160,6212,659160
619,3280,660160,6212,660160
619,3280,660970,6212,660970
619,3280,661780,6212,661780
620,3288,662780,6212,662780
620,3288,663010,6212,663010
620,3288,664010,6212,664010
620,3288,665010,6212,665010
621,3290,665660,6212,665660
621,3290,666660,6212,666660
621,3290,667660,6212,667660
622,3292,667660,6212,667660
622,3292,668660,6212,668660
623,3300,669660,6212,669660
623,3300,669660,6212,669660
623,3300,670470,6212,670470
623,3300,671470,6212,671470
623,3300,672120,6212,672120
624,3308,672590,6212,672590
625,3310,672750,6212,672750
625,3310,673750,6212,673750
625,3310,674300,6212,674300
625,3310,674620,6212,674620
626,3312,675620,6212,675620
627,3314,675620,6212,675620
627,3314,676620,6212,676620
628,3316,677090,6212,677090
629,3318,678090,6212,678090
630,3320,678900,6212,678900
630,3320,679900,6212,679900
630,3320,680900,6212,680900
630,3320,681900,6212,681900
631,3322,682550,6212,682550
631,3322,683550,6212,683550
631,3322,684360,6212,684360
631,3322,685360,6212,685360
632,3330,685820,6212,685820
633,3331,686820,6212,686820
633,3331,687820,6212,687820
633,3331,687820,6212,687820
633,3331,688820,6212,688820
634,3339,688820,6212,688820
635,3341,689820,6212,689820
636,3349,690630,6212,690630
637,3351,691630,6212,691630
637,3351,691630,6212,691630
638,3359,692100,6212,692100
639,3361,693100,6212,693100
640,3369,697100,6212,697100
640,3369,698100,6212,698100
640,3369,698100,6212,698100
640,3369,698910,6212,698910
640,3369,698910,6212,698910
640,3369,698910,6212,698910
640,3369,699230,6212,699230
640,3369,699230,6212,699230
640,3369,700230,6212,700230
641,3377,700700,6212,700700
641,3377,701700,6212,701700
642,3379,702700,6212,702700
642,3379,703700,6212,703700
643,3381,703700,6212,703700
643,3381,704510,6212,704510
643,3381,705320,6212,705320
643,3381,706320,6212,706320
644,3389,706320,6212,706320
645,3391,706430,6212,706430
646,3399,707430,6212,707430
646,3399,707430,6212,707430
646,3399,707650,6212,707650
647,3401,708650,6212,708650
647,3401,709460,6212,709460
648,3403,710460,6212,710460
648,3403,711460,6212,711460
648,3403,711930,6212,711930
649,3405,712300,6212,712300
649,3405,713300,6212,713300
649,3405,714110,6212,714110
650,3407,715110,6212,715110
651,3415,716110,6212,716110
651,3415,717110,6212,717110
651,3415,718110,6212,718110
652,3423,719110,6212,719110
652,3423,720110,6212,720110
652,3423,721110,6212,721110
653,3431,722110,6212,722110
654,3433,723110,6212,723110
655,3435,723110,6212,723110
656,3437,723580,6212,723580
656,3437,724580,6212,724580
657,3439,726580,6212,726580
658,3441,727580,6212,727580
658,3441,728580,6212,728580
659,3443,729580,6212,729580
659,3443,730230,6212,730230
660,3451,730700,6212,730700
661,3459,731700,6212,731700
661,3459,732510,6212,732510
662,3467,733510,6212,733510
662,3467,733980,6212,733980
662,3467,734630,6212,734630
663,3475,735630,6212,735630
663,3475,736630,6212,736630
663,3475,737630,6212,737630
663,3475,738630,6212,738630
663,3475,739280,6212,739280
664,3483,740280,6212,740280
665,3491,740750,6212,740750
665,3491,741560,6212,741560
665,3491,742560,6212,742560
666,3499,742560,6212,742560
666,3499,743560,6212,743560
666,3499,743560,6212,743560
667,3501,744560,6212,744560
668,3503,745560,6212,745560
668,3503,745560,6212,745560
668,3503,746020,6212,746020
669,3505,747020,6212,747020
669,3505,748020,6212,748020
669,3505,749020,6212,749020
670,3507,750020,6212,750020
670,3507,750670,6212,750670
671,3509,751670,6212,751670
672,3511,752670,6212,752670
673,3513,753670,6212,753670
674,3521,754670,6212,754670
675,3529,754670,6212,754670
