ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6b29-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_nodes,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6b29-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6b29-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6b29-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-total_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6b29-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-arrived_gpu_milli
1212,6211,3845040,6212,3901040
1212,6211,3845510,6212,3901510
1212,6211,3846320,6212,3902320
1212,6211,3847320,6212,3903320
1212,6211,3848320,6212,3904320
1212,6211,3848320,6212,3904320
1212,6211,3848640,6212,3904640
1212,6211,3849110,6212,3905110
1212,6211,3849110,6212,3905110
1212,6211,3850110,6212,3906110
1212,6211,3850920,6212,3906920
1212,6211,3851730,6212,3907730
1212,6211,3852200,6212,3908200
1212,6211,3852200,6212,3908200
1212,6211,3853010,6212,3909010
1212,6211,3854010,6212,3910010
1212,6211,3855010,6212,3911010
1212,6211,3856010,6212,3912010
1212,6211,3857010,6212,3913010
1212,6211,3858010,6212,3914010
1212,6211,3858010,6212,3914010
1212,6211,3859010,6212,3915010
1212,6211,3860010,6212,3916010
1212,6211,3861010,6212,3917010
1212,6211,3861010,6212,3917010
1212,6211,3861480,6212,3917480
1212,6211,3862480,6212,3918480
1212,6211,3863480,6212,3919480
1212,6211,3864290,6212,3920290
1212,6211,3864610,6212,3920610
1212,6211,3865610,6212,3921610
1212,6211,3866610,6212,3922610
1212,6211,3867610,6212,3923610
1212,6211,3868610,6212,3924610
1212,6211,3869420,6212,3925420
1212,6211,3869580,6212,3925580
1212,6211,3870050,6212,3926050
1212,6211,3871050,6212,3927050
1212,6211,3872050,6212,3928050
1212,6211,3873050,6212,3929050
1212,6211,3874050,6212,3930050
1212,6211,3874050,6212,3930050
1212,6211,3875050,6212,3931050
1212,6211,3876050,6212,3932050
1212,6211,3876520,6212,3932520
1212,6211,3877330,6212,3933330
1212,6211,3878330,6212,3934330
1212,6211,3879330,6212,3935330
1212,6211,3880330,6212,3936330
1212,6211,3881330,6212,3937330
1212,6211,3882140,6212,3938140
1212,6211,3882950,6212,3938950
1212,6211,3882950,6212,3938950
1212,6211,3882950,6212,3938950
1212,6211,3883950,6212,3939950
1212,6211,3884950,6212,3940950
1212,6211,3884950,6212,3940950
1212,6211,3885950,6212,3941950
1212,6211,3886110,6212,3942110
1212,6211,3887110,6212,3943110
1212,6211,3888110,6212,3944110
1212,6211,3888110,6212,3944110
1212,6211,3889110,6212,3945110
1212,6211,3889580,6212,3945580
1212,6211,3890580,6212,3946580
1212,6211,3891580,6212,3947580
1212,6211,3891580,6212,3947580
1212,6211,3892580,6212,3948580
1212,6211,3893580,6212,3949580
1212,6211,3894580,6212,3950580
1212,6211,3895050,6212,3951050
1212,6211,3895050,6212,3951050
1212,6211,3895700,6212,3951700
1212,6211,3896510,6212,3952510
1212,6211,3896510,6212,3952510
1212,6211,3897510,6212,3953510
1212,6211,3898510,6212,3954510
1212,6211,3899320,6212,3955320
1212,6211,3900320,6212,3956320
1212,6211,3900640,6212,3956640
1212,6211,3901290,6212,3957290
1212,6211,3902290,6212,3958290
1212,6211,3903290,6212,3959290
1212,6211,3904290,6212,3960290
1212,6211,3904510,6212,3960510
1212,6211,3905510,6212,3961510
1212,6211,3906510,6212,3962510
1212,6211,3906860,6212,3962860
1212,6211,3907860,6212,3963860
1212,6211,3907860,6212,3963860
1212,6211,3908860,6212,3964860
1212,6211,3909860,6212,3965860
1212,6211,3910090,6212,3966090
1212,6211,3910560,6212,3966560
1212,6211,3911560,6212,3967560
1212,6211,3912560,6212,3968560
1212,6211,3912880,6212,3968880
1212,6211,3913880,6212,3969880
1212,6211,3914880,6212,3970880
1212,6211,3915880,6212,3971880
1212,6211,3916350,6212,3972350
1212,6211,3917350,6212,3973350
1212,6211,3918160,6212,3974160
1212,6211,3918390,6212,3974390
1212,6211,3918860,6212,3974860
1212,6211,3919860,6212,3975860
1212,6211,3920180,6212,3976180
1212,6211,3920650,6212,3976650
1212,6211,3921650,6212,3977650
1212,6211,3922110,6212,3978110
1212,6211,3923110,6212,3979110
1212,6211,3924110,6212,3980110
1212,6211,3924580,6212,3980580
1212,6211,3925580,6212,3981580
1212,6211,3925900,6212,3981900
1212,6211,3926900,6212,3982900
1212,6211,3927900,6212,3983900
1212,6211,3928900,6212,3984900
1212,6211,3929710,6212,3985710
1212,6211,3930710,6212,3986710
1212,6211,3930710,6212,3986710
1212,6211,3931710,6212,3987710
1212,6211,3931710,6212,3987710
1212,6211,3932520,6212,3988520
1212,6211,3932750,6212,3988750
1212,6211,3933750,6212,3989750
1212,6211,3934220,6212,3990220
1212,6211,3935220,6212,3991220
1212,6211,3936220,6212,3992220
1212,6211,3936220,6212,3992220
1212,6211,3937220,6212,3993220
1212,6211,3938220,6212,3994220
1212,6211,3938220,6212,3994220
1212,6211,3939220,6212,3995220
1212,6211,3940220,6212,3996220
1212,6211,3941220,6212,3997220
1212,6211,3941220,6212,3997220
1212,6211,3942220,6212,3998220
1212,6211,3943220,6212,3999220
1212,6211,3943220,6212,3999220
1212,6211,3943870,6212,3999870
1212,6211,3944870,6212,4000870
1212,6211,3944870,6212,4008870
1212,6211,3944870,6212,4008870
1212,6211,3945870,6212,4009870
1212,6211,3946520,6212,4010520
1212,6211,3946520,6212,4010520
1212,6211,3947520,6212,4011520
1212,6211,3948520,6212,4012520
1212,6211,3948520,6212,4012520
1212,6211,3948750,6212,4012750
1212,6211,3949750,6212,4013750
1212,6211,3950210,6212,4014210
1212,6211,3951210,6212,4015210
1212,6211,3952210,6212,4016210
1212,6211,3952210,6212,4016210
1212,6211,3953210,6212,4017210
1212,6211,3953370,6212,4017370
1212,6211,3953840,6212,4017840
1212,6211,3953840,6212,4025840
1212,6211,3954840,6212,4026840
1212,6211,3954840,6212,4026840
1212,6211,3955310,6212,4027310
1212,6211,3956310,6212,4028310
1212,6211,3957310,6212,4029310
1212,6211,3958310,6212,4030310
1212,6211,3959310,6212,4031310
1212,6211,3960310,6212,4032310
1212,6211,3960780,6212,4032780
1212,6211,3960780,6212,4032780
1212,6211,3961590,6212,4033590
1212,6211,3962590,6212,4034590
1212,6211,3962590,6212,4034590
1212,6211,3962590,6212,4034590
1212,6211,3963050,6212,4035050
1212,6211,3964050,6212,4036050
1212,6211,3964520,6212,4036520
1212,6211,3965330,6212,4037330
1212,6211,3966330,6212,4038330
1212,6211,3966330,6212,4038330
1212,6211,3967330,6212,4039330
1212,6211,3968330,6212,4040330
1212,6211,3968550,6212,4040550
1212,6211,3969360,6212,4041360
1212,6211,3970170,6212,4042170
1212,6211,3971170,6212,4043170
1212,6211,3971980,6212,4043980
1212,6211,3972300,6212,4044300
1212,6211,3973300,6212,4045300
1212,6211,3973770,6212,4045770
1212,6211,3974770,6212,4046770
1212,6211,3975250,6212,4047250
1212,6211,3976250,6212,4048250
1212,6211,3977060,6212,4049060
1212,6211,3978060,6212,4050060
1212,6211,3979060,6212,4051060
1212,6211,3979060,6212,4051060
1212,6211,3980060,6212,4052060
1212,6211,3981060,6212,4053060
1212,6211,3981870,6212,4053870
1212,6211,3982870,6212,4054870
1212,6211,3983870,6212,4055870
1212,6211,3984870,6212,4056870
1212,6211,3985870,6212,4057870
1212,6211,3986870,6212,4058870
1212,6211,3987190,6212,4059190
1212,6211,3988190,6212,4060190
1212,6211,3988660,6212,4060660
1212,6211,3989660,6212,4061660
1212,6211,3990660,6212,4062660
1212,6211,3991130,6212,4063130
1212,6211,3992130,6212,4064130
1212,6211,3992940,6212,4064940
1212,6211,3993940,6212,4065940
1212,6211,3994940,6212,4066940
1212,6211,3995940,6212,4067940
1212,6211,3996750,6212,4068750
1212,6211,3997750,6212,4069750
1212,6211,3998400,6212,4070400
1212,6211,3998720,6212,4070720
1212,6211,3999720,6212,4071720
1212,6211,4000180,6212,4072180
1212,6211,4001180,6212,4073180
1212,6211,4002180,6212,4074180
1212,6211,4002830,6212,4074830
1212,6211,4002990,6212,4074990
1212,6211,4003990,6212,4075990
1212,6211,4004800,6212,4076800
1212,6211,4005020,6212,4077020
1212,6211,4006020,6212,4078020
1212,6211,4006610,6212,4078610
1212,6211,4007610,6212,4079610
1212,6211,4008610,6212,4080610
1212,6211,4009420,6212,4081420
1212,6211,4010420,6212,4082420
1212,6211,4010420,6212,4082420
1212,6211,4011420,6212,4083420
1212,6211,4012230,6212,4084230
1212,6211,4013040,6212,4085040
1212,6211,4014040,6212,4086040
1212,6211,4014260,6212,4086260
1212,6211,4015260,6212,4087260
1212,6211,4016070,6212,4088070
1212,6211,4016070,6212,4088070
1212,6211,4016070,6212,4088070
1212,6211,4017070,6212,4089070
1212,6211,4018070,6212,4090070
1212,6211,4018660,6212,4090660
1212,6211,4019660,6212,4091660
1212,6211,4019660,6212,4091660
1212,6211,4020660,6212,4092660
1212,6211,4021470,6212,4093470
1212,6211,4022470,6212,4094470
1212,6211,4023470,6212,4095470
1212,6211,4023940,6212,4095940
1212,6211,4024940,6212,4096940
1212,6211,4025940,6212,4097940
1212,6211,4026940,6212,4098940
1212,6211,4027490,6212,4099490
1212,6211,4028490,6212,4100490
1212,6211,4028960,6212,4100960
1212,6211,4028960,6212,4100960
1212,6211,4029610,6212,4101610
1212,6211,4030080,6212,4102080
1212,6211,4030080,6212,4102080
1212,6211,4030550,6212,4102550
1212,6211,4030780,6212,4102780
1212,6211,4031780,6212,4103780
1212,6211,4031780,6212,4103780
1212,6211,4032780,6212,4104780
1212,6211,4032780,6212,4104780
1212,6211,4033010,6212,4105010
1212,6211,4033010,6212,4105010
1212,6211,4033010,6212,4105010
1212,6211,4034010,6212,4106010
1212,6211,4035010,6212,4107010
1212,6211,4036010,6212,4108010
1212,6211,4037010,6212,4109010
1212,6211,4037330,6212,4109330
1212,6211,4037980,6212,4109980
1212,6211,4038790,6212,4110790
1212,6211,4039380,6212,4111380
1212,6211,4039540,6212,4111540
1212,6211,4039540,6212,4111540
1212,6211,4040010,6212,4112010
1212,6211,4041010,6212,4113010
1212,6211,4042010,6212,4114010
1212,6211,4042480,6212,4114480
1212,6211,4043480,6212,4115480
1212,6211,4044480,6212,4116480
1212,6211,4045480,6212,4117480
1212,6211,4045480,6212,4117480
1212,6211,4046480,6212,4118480
1212,6211,4047290,6212,4119290
1212,6211,4048100,6212,4120100
1212,6211,4048420,6212,4120420
1212,6211,4049420,6212,4121420
1212,6211,4050420,6212,4122420
1212,6211,4051230,6212,4123230
1212,6211,4051450,6212,4123450
1212,6211,4052260,6212,4124260
1212,6211,4053260,6212,4125260
1212,6211,4054260,6212,4126260
1212,6211,4055260,6212,4127260
1212,6211,4055590,6212,4127590
1212,6211,4056590,6212,4128590
1212,6211,4057060,6212,4129060
1212,6211,4057530,6212,4129530
1212,6211,4058530,6212,4130530
1212,6211,4059080,6212,4131080
1212,6211,4060080,6212,4132080
1212,6211,4060310,6212,4132310
1212,6211,4061310,6212,4133310
1212,6211,4061310,6212,4133310
1212,6211,4062310,6212,4134310
1212,6211,4062310,6212,4134310
1212,6211,4063310,6212,4135310
1212,6211,4064310,6212,4136310
1212,6211,4065310,6212,4137310
1212,6211,4065780,6212,4137780
1212,6211,4065780,6212,4137780
1212,6211,4066780,6212,4138780
1212,6211,4067780,6212,4139780
1212,6211,4068780,6212,4140780
1212,6211,4069780,6212,4141780
1212,6211,4070780,6212,4142780
1212,6211,4071780,6212,4143780
1212,6211,4072780,6212,4144780
1212,6211,4073590,6212,4145590
1212,6211,4074590,6212,4146590
1212,6211,4074590,6212,4146590
1212,6211,4075590,6212,4147590
1212,6211,4075590,6212,4147590
1212,6211,4075590,6212,4147590
1212,6211,4076590,6212,4148590
1212,6211,4076590,6212,4148590
1212,6211,4077590,6212,4149590
1212,6211,4078240,6212,4150240
1212,6211,4079240,6212,4151240
1212,6211,4079890,6212,4151890
1212,6211,4080890,6212,4152890
1212,6211,4081540,6212,4153540
1212,6211,4082000,6212,4154000
1212,6211,4082810,6212,4154810
1212,6211,4083810,6212,4155810
1212,6211,4084280,6212,4156280
1212,6211,4084500,6212,4156500
1212,6211,4085500,6212,4157500
1212,6211,4086500,6212,4158500
1212,6211,4087500,6212,4159500
1212,6211,4087970,6212,4159970
1212,6211,4088440,6212,4160440
1212,6211,4088440,6212,4160440
1212,6211,4089440,6212,4161440
1212,6211,4089440,6212,4161440
1212,6211,4090440,6212,4162440
1212,6211,4091250,6212,4163250
1212,6211,4092250,6212,4164250
1212,6211,4093250,6212,4165250
1212,6211,4094250,6212,4166250
1212,6211,4094720,6212,4166720
1212,6211,4094720,6212,4166720
1212,6211,4095720,6212,4167720
1212,6211,4096190,6212,4168190
1212,6211,4097000,6212,4169000
1212,6211,4097470,6212,4169470
1212,6211,4097470,6212,4169470
1212,6211,4098470,6212,4170470
1212,6211,4099280,6212,4171280
1212,6211,4100280,6212,4172280
1212,6211,4100280,6212,4172280
1212,6211,4101280,6212,4173280
1212,6211,4101650,6212,4173650
1212,6211,4101650,6212,4173650
1212,6211,4101650,6212,4173650
1212,6211,4101970,6212,4173970
1212,6211,4102190,6212,4174190
1212,6211,4102840,6212,4174840
1212,6211,4103310,6212,4175310
1212,6211,4104310,6212,4176310
1212,6211,4105120,6212,4177120
1212,6211,4105120,6212,4177120
1212,6211,4106120,6212,4178120
1212,6211,4107120,6212,4179120
1212,6211,4107770,6212,4179770
1212,6211,4107770,6212,4179770
1212,6211,4108770,6212,4180770
1212,6211,4109770,6212,4181770
1212,6211,4109770,6212,4181770
1212,6211,4110090,6212,4182090
1212,6211,4110460,6212,4182460
1212,6211,4110620,6212,4182620
1212,6211,4111080,6212,4183080
1212,6211,4112080,6212,4184080
1212,6211,4112080,6212,4184080
1212,6211,4112080,6212,4184080
1212,6211,4113080,6212,4185080
1212,6211,4113890,6212,4185890
1212,6211,4114890,6212,4186890
1212,6211,4115890,6212,4187890
1212,6211,4116700,6212,4188700
1212,6211,4117510,6212,4189510
1212,6211,4118320,6212,4190320
1212,6211,4118540,6212,4190540
1212,6211,4119000,6212,4191000
1212,6211,4119320,6212,4191320
1212,6211,4119320,6212,4191320
1212,6211,4120130,6212,4192130
1212,6211,4120600,6212,4192600
1212,6211,4120600,6212,4192600
1212,6211,4121410,6212,4193410
1212,6211,4121730,6212,4193730
1212,6211,4122380,6212,4194380
1212,6211,4123380,6212,4195380
1212,6211,4123380,6212,4195380
1212,6211,4124380,6212,4196380
1212,6211,4125380,6212,4197380
1212,6211,4126380,6212,4198380
1212,6211,4127380,6212,4199380
1212,6211,4127380,6212,4199380
1212,6211,4127700,6212,4199700
1212,6211,4128510,6212,4200510
1212,6211,4129510,6212,4201510
1212,6211,4130510,6212,4202510
1212,6211,4130510,6212,4202510
1212,6211,4131510,6212,4203510
1212,6211,4132320,6212,4204320
1212,6211,4132430,6212,4204430
1212,6211,4133240,6212,4205240
1212,6211,4134240,6212,4206240
1212,6211,4134240,6212,4206240
1212,6211,4135240,6212,4207240
1212,6211,4135790,6212,4207790
1212,6211,4136600,6212,4208600
1212,6211,4136920,6212,4208920
1212,6211,4137920,6212,4209920
1212,6211,4138920,6212,4210920
1212,6211,4139920,6212,4211920
1212,6211,4140570,6212,4212570
1212,6211,4141570,6212,4213570
1212,6211,4142040,6212,4214040
1212,6211,4143040,6212,4215040
1212,6211,4143510,6212,4215510
1212,6211,4143970,6212,4215970
1212,6211,4144970,6212,4216970
1212,6211,4145970,6212,4217970
1212,6211,4146440,6212,4218440
1212,6211,4147440,6212,4219440
1212,6211,4148440,6212,4220440
1212,6211,4149440,6212,4221440
1212,6211,4149760,6212,4221760
1212,6211,4150760,6212,4222760
1212,6211,4151230,6212,4223230
1212,6211,4152230,6212,4224230
1212,6211,4153230,6212,4225230
1212,6211,4154230,6212,4226230
1212,6211,4156230,6212,4228230
1212,6211,4157230,6212,4229230
1212,6211,4158230,6212,4230230
1212,6211,4159230,6212,4231230
1212,6211,4160230,6212,4232230
1212,6211,4161230,6212,4233230
1212,6211,4161230,6212,4233230
1212,6211,4161230,6212,4233230
1212,6211,4162230,6212,4234230
1212,6211,4163040,6212,4235040
1212,6211,4164040,6212,4236040
1212,6211,4165040,6212,4237040
1212,6211,4165040,6212,4237040
1212,6211,4165040,6212,4237040
1212,6211,4166040,6212,4238040
1212,6211,4166850,6212,4238850
1212,6211,4167850,6212,4239850
1212,6211,4168660,6212,4240660
1212,6211,4169660,6212,4241660
1212,6211,4169660,6212,4241660
1212,6211,4170120,6212,4242120
1212,6211,4170930,6212,4242930
1212,6211,4170930,6212,4242930
1212,6211,4170930,6212,4242930
1212,6211,4171930,6212,4243930
1212,6211,4171930,6212,4243930
1212,6211,4172160,6212,4244160
1212,6211,4172810,6212,4244810
1212,6211,4173620,6212,4245620
1212,6211,4174620,6212,4246620
1212,6211,4175620,6212,4247620
1212,6211,4176620,6212,4248620
1212,6211,4177620,6212,4249620
1212,6211,4177620,6212,4249620
1212,6211,4178620,6212,4250620
1212,6211,4179430,6212,4251430
1212,6211,4180430,6212,4252430
1212,6211,4180650,6212,4252650
1212,6211,4181650,6212,4253650
1212,6211,4182650,6212,4254650
1212,6211,4183650,6212,4255650
1212,6211,4184650,6212,4256650
1212,6211,4184650,6212,4256650
1212,6211,4185650,6212,4257650
1212,6211,4186650,6212,4258650
1212,6211,4187650,6212,4259650
1212,6211,4187970,6212,4259970
1212,6211,4188970,6212,4260970
1212,6211,4189970,6212,4261970
1212,6211,4190780,6212,4262780
1212,6211,4191780,6212,4263780
1212,6211,4191780,6212,4263780
1212,6211,4192590,6212,4264590
1212,6211,4193590,6212,4265590
1212,6211,4194590,6212,4266590
1212,6211,4195400,6212,4267400
1212,6211,4195400,6212,4267400
1212,6211,4196050,6212,4268050
1212,6211,4197050,6212,4269050
1212,6211,4198050,6212,4270050
1212,6211,4198370,6212,4270370
1212,6211,4199370,6212,4271370
1212,6211,4199370,6212,4271370
1212,6211,4199840,6212,4271840
1212,6211,4200840,6212,4272840
1212,6211,4201840,6212,4273840
1212,6211,4202840,6212,4274840
1212,6211,4203160,6212,4275160
1212,6211,4203970,6212,4275970
1212,6211,4204970,6212,4276970
1212,6211,4205970,6212,4277970
1212,6211,4205970,6212,4277970
1212,6211,4206620,6212,4278620
1212,6211,4207620,6212,4279620
1212,6211,4208620,6212,4280620
1212,6211,4208620,6212,4280620
1212,6211,4209620,6212,4281620
1212,6211,4210620,6212,4282620
1212,6211,4210620,6212,4282620
1212,6211,4211620,6212,4283620
1212,6211,4212620,6212,4284620
1212,6211,4213620,6212,4285620
1212,6211,4214620,6212,4286620
1212,6211,4215620,6212,4287620
1212,6211,4215990,6212,4287990
1212,6211,4216990,6212,4288990
1212,6211,4217460,6212,4289460
1212,6211,4217930,6212,4289930
1212,6211,4218930,6212,4290930
1212,6211,4219930,6212,4291930
1212,6211,4220930,6212,4292930
1212,6211,4224930,6212,4296930
1212,6211,4225390,6212,4297390
1212,6211,4225390,6212,4297390
1212,6211,4225860,6212,4297860
1212,6211,4226330,6212,4298330
1212,6211,4227330,6212,4299330
1212,6211,4227330,6212,4299330
1212,6211,4227800,6212,4299800
1212,6211,4228800,6212,4300800
1212,6211,4228800,6212,4300800
1212,6211,4228800,6212,4300800
1212,6211,4229150,6212,4301150
1212,6211,4229620,6212,4301620
1212,6211,4230090,6212,4302090
1212,6211,4231090,6212,4303090
1212,6211,4231410,6212,4303410
1212,6211,4232220,6212,4304220
1212,6211,4232540,6212,4304540
1212,6211,4233090,6212,4305090
1212,6211,4233560,6212,4305560
1212,6211,4234560,6212,4306560
1212,6211,4235560,6212,4307560
1212,6211,4235560,6212,4307560
1212,6211,4235560,6212,4307560
1212,6211,4236560,6212,4308560
1212,6211,4236560,6212,4308560
1212,6211,4237370,6212,4309370
1212,6211,4237530,6212,4309530
1212,6211,4238530,6212,4310530
1212,6211,4238530,6212,4310530
1212,6211,4239530,6212,4311530
1212,6211,4240000,6212,4312000
1212,6211,4240810,6212,4312810
1212,6211,4241810,6212,4313810
1212,6211,4242810,6212,4314810
1212,6211,4243810,6212,4315810
1212,6211,4244810,6212,4316810
1212,6211,4245620,6212,4317620
1212,6211,4245620,6212,4317620
1212,6211,4246620,6212,4318620
1212,6211,4247430,6212,4319430
1212,6211,4247430,6212,4319430
1212,6211,4247650,6212,4319650
1212,6211,4247650,6212,4319650
1212,6211,4248460,6212,4320460
1212,6211,4249460,6212,4321460
1212,6211,4250460,6212,4322460
1212,6211,4251460,6212,4323460
1212,6211,4252460,6212,4324460
1212,6211,4252460,6212,4324460
1212,6211,4253460,6212,4325460
1212,6211,4254460,6212,4326460
1212,6211,4255270,6212,4327270
1212,6211,4256270,6212,4328270
1212,6211,4257270,6212,4329270
1212,6211,4258270,6212,4330270
1212,6211,4259270,6212,4331270
1212,6211,4259270,6212,4331270
1212,6211,4260270,6212,4332270
1212,6211,4260270,6212,4340270
1212,6211,4260500,6212,4340500
1212,6211,4261500,6212,4341500
1212,6211,4262500,6212,4342500
1212,6211,4263050,6212,4343050
1212,6211,4263860,6212,4343860
1212,6211,4264860,6212,4344860
1212,6211,4265860,6212,4345860
1212,6211,4266670,6212,4346670
1212,6211,4267140,6212,4347140
1212,6211,4268140,6212,4348140
1212,6211,4268600,6212,4348600
1212,6211,4269410,6212,4349410
1212,6211,4270410,6212,4350410
1212,6211,4271410,6212,4351410
1212,6211,4271410,6212,4351410
1212,6211,4272410,6212,4352410
1212,6211,4273220,6212,4353220
1212,6211,4274220,6212,4354220
1212,6211,4274680,6212,4354680
1212,6211,4275680,6212,4355680
1212,6211,4279680,6212,4359680
1212,6211,4280680,6212,4360680
1212,6211,4281680,6212,4361680
1212,6211,4281680,6212,4361680
1212,6211,4281680,6212,4361680
1212,6211,4281680,6212,4361680
1212,6211,4282680,6212,4362680
1212,6211,4283490,6212,4363490
1212,6211,4284490,6212,4364490
1212,6211,4285300,6212,4365300
1212,6211,4285770,6212,4365770
1212,6211,4286420,6212,4366420
1212,6211,4287420,6212,4367420
1212,6211,4288420,6212,4368420
1212,6211,4288880,6212,4368880
1212,6211,4289880,6212,4369880
1212,6211,4290880,6212,4370880
1212,6211,4291880,6212,4371880
1212,6211,4292880,6212,4372880
1212,6211,4293350,6212,4373350
1212,6211,4293670,6212,4373670
1212,6211,4294670,6212,4374670
1212,6211,4295480,6212,4375480
1212,6211,4296480,6212,4376480
1212,6211,4297480,6212,4377480
1212,6211,4298480,6212,4378480
1212,6211,4298800,6212,4378800
1212,6211,4299270,6212,4379270
1212,6211,4300270,6212,4380270
1212,6211,4302270,6212,4382270
1212,6211,4303270,6212,4383270
1212,6211,4303270,6212,4383270
1212,6211,4303740,6212,4383740
1212,6211,4304210,6212,4384210
1212,6211,4304860,6212,4384860
1212,6211,4305860,6212,4385860
1212,6211,4306860,6212,4386860
1212,6211,4307860,6212,4387860
1212,6211,4308860,6212,4388860
1212,6211,4309670,6212,4389670
1212,6211,4310670,6212,4390670
1212,6211,4311670,6212,4391670
1212,6211,4312670,6212,4392670
1212,6211,4312670,6212,4392670
1212,6211,4313670,6212,4393670
1212,6211,4314140,6212,4394140
1212,6211,4315140,6212,4395140
1212,6211,4315460,6212,4395460
1212,6211,4316270,6212,4396270
1212,6211,4316270,6212,4396270
1212,6211,4316590,6212,4396590
1212,6211,4317590,6212,4397590
1212,6211,4318590,6212,4398590
1212,6211,4319590,6212,4399590
1212,6211,4319700,6212,4399700
1212,6211,4321700,6212,4401700
1212,6211,4322510,6212,4402510
1212,6211,4322560,6212,4402560
1212,6211,4323370,6212,4403370
1212,6211,4324370,6212,4404370
1212,6211,4324370,6212,4404370
1212,6211,4324700,6212,4404700
1212,6211,4325700,6212,4405700
1212,6211,4326700,6212,4406700
1212,6211,4327510,6212,4407510
1212,6211,4327510,6212,4407510
1212,6211,4328510,6212,4408510
1212,6211,4329510,6212,4409510
1212,6211,4329980,6212,4409980
1212,6211,4330980,6212,4410980
1212,6211,4331980,6212,4411980
1212,6211,4332790,6212,4412790
1212,6211,4333260,6212,4413260
1212,6211,4334070,6212,4414070
1212,6211,4335070,6212,4415070
1212,6211,4335880,6212,4415880
1212,6211,4336880,6212,4416880
1212,6211,4336880,6212,4416880
1212,6211,4336880,6212,4416880
1212,6211,4337880,6212,4417880
1212,6211,4338200,6212,4418200
1212,6211,4339200,6212,4419200
1212,6211,4339200,6212,4419200
1212,6211,4340200,6212,4420200
1212,6211,4340430,6212,4420430
1212,6211,4340430,6212,4420430
1212,6211,4341430,6212,4421430
1212,6211,4341750,6212,4421750
1212,6211,4342750,6212,4422750
1212,6211,4343220,6212,4423220
1212,6211,4344220,6212,4424220
1212,6211,4344220,6212,4424220
1212,6211,4345030,6212,4425030
1212,6211,4346030,6212,4426030
1212,6211,4347030,6212,4427030
1212,6211,4348030,6212,4428030
1212,6211,4348030,6212,4428030
1212,6211,4348030,6212,4428030
1212,6211,4348500,6212,4428500
1212,6211,4349500,6212,4429500
1212,6211,4350500,6212,4430500
1212,6211,4351310,6212,4431310
1212,6211,4351470,6212,4431470
1212,6211,4352470,6212,4432470
1212,6211,4353470,6212,4433470
1212,6211,4354470,6212,4434470
1212,6211,4355120,6212,4435120
1212,6211,4356120,6212,4436120
1212,6211,4356710,6212,4436710
1212,6211,4356940,6212,4436940
1212,6211,4357940,6212,4437940
1212,6211,4358940,6212,4438940
1212,6211,4359310,6212,4439310
1212,6211,4359780,6212,4439780
1212,6211,4360000,6212,4440000
1212,6211,4361000,6212,4441000
1212,6211,4361000,6212,4441000
1212,6211,4361470,6212,4441470
1212,6211,4362470,6212,4442470
1212,6211,4363280,6212,4443280
1212,6211,4364090,6212,4444090
1212,6211,4364090,6212,4444090
1212,6211,4365090,6212,4445090
1212,6211,4365740,6212,4445740
1212,6211,4366550,6212,4446550
1212,6211,4367360,6212,4447360
1212,6211,4368170,6212,4448170
1212,6211,4368640,6212,4448640
1212,6211,4369640,6212,4449640
1212,6211,4370110,6212,4450110
1212,6211,4371110,6212,4451110
1212,6211,4371920,6212,4451920
1212,6211,4372730,6212,4452730
1212,6211,4373730,6212,4453730
1212,6211,4374730,6212,4454730
1212,6211,4375730,6212,4455730
1212,6211,4376730,6212,4456730
1212,6211,4377730,6212,4457730
1212,6211,4378540,6212,4458540
1212,6211,4379540,6212,4459540
1212,6211,4379760,6212,4459760
1212,6211,4380570,6212,4460570
1212,6211,4381570,6212,4461570
1212,6211,4382570,6212,4462570
1212,6211,4383570,6212,4463570
1212,6211,4383570,6212,4463570
1212,6211,4384570,6212,4464570
1212,6211,4385030,6212,4465030
1212,6211,4385500,6212,4465500
1212,6211,4385970,6212,4465970
1212,6211,4386970,6212,4466970
1212,6211,4387780,6212,4467780
1212,6211,4388780,6212,4468780
1212,6211,4389250,6212,4469250
1212,6211,4390250,6212,4470250
1212,6211,4391250,6212,4471250
1212,6211,4392250,6212,4472250
1212,6211,4392720,6212,4472720
1212,6211,4392720,6212,4472720
1212,6211,4393720,6212,4473720
1212,6211,4394190,6212,4474190
1212,6211,4395000,6212,4475000
1212,6211,4395810,6212,4475810
1212,6211,4396460,6212,4476460
1212,6211,4397270,6212,4477270
1212,6211,4397590,6212,4477590
1212,6211,4398590,6212,4478590
1212,6211,4398590,6212,4478590
1212,6211,4399240,6212,4479240
1212,6211,4400240,6212,4480240
1212,6211,4401240,6212,4481240
1212,6211,4401710,6212,4481710
1212,6211,4402030,6212,4482030
