ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6b29-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6b29-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6b29-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_q124,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6b29-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_6b29-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_ratio
905089.24,20.34,6.75,249542.44,5.61
904953.26,20.34,6.75,250164.25,5.62
904817.28,20.35,6.75,250163.87,5.63
904681.3,20.35,6.75,250163.56,5.63
904545.33,20.35,6.75,250154.77,5.63
904409.35,20.35,6.75,250191.83,5.63
904273.37,20.35,6.75,250074.44,5.63
904569.39,20.36,6.76,250074.44,5.63
904559.35,20.37,6.77,250052.44,5.63
904466.64,20.37,6.77,249978.91,5.63
904466.64,20.37,6.77,249899.6,5.63
904920.21,20.38,6.78,249910.13,5.63
904784.23,20.38,6.78,249993.31,5.63
904648.25,20.38,6.78,250667.64,5.65
904648.25,20.38,6.78,250860.22,5.65
904512.27,20.38,6.79,250859.91,5.65
904808.3,20.39,6.79,250874.67,5.65
904808.3,20.39,6.79,250874.67,5.65
904672.32,20.39,6.8,250874.67,5.66
904968.34,20.4,6.81,250874.67,5.66
904832.36,20.4,6.81,250874.35,5.66
904885.06,20.41,6.81,250874.35,5.66
904885.06,20.41,6.81,250874.35,5.66
904885.06,20.41,6.81,251537.67,5.67
904885.06,20.41,6.81,251586.14,5.67
904937.76,20.41,6.82,251586.14,5.68
904990.47,20.42,6.82,251586.14,5.68
904990.47,20.42,6.82,251657.25,5.68
904854.49,20.42,6.82,251656.94,5.68
904718.51,20.42,6.82,251656.94,5.68
904582.53,20.42,6.83,251433.09,5.68
905036.1,20.44,6.84,251439.95,5.68
905036.1,20.44,6.84,251439.58,5.68
905036.1,20.44,6.84,252255.59,5.7
905088.81,20.44,6.84,252441.82,5.7
904952.83,20.44,6.84,253425.06,5.72
904816.85,20.44,6.85,253345.75,5.72
904816.85,20.44,6.85,253371.23,5.72
905112.87,20.45,6.85,253371.23,5.73
904976.89,20.45,6.86,253370.76,5.73
904976.89,20.45,6.86,253370.76,5.73
904840.92,20.46,6.86,253370.76,5.73
905136.94,20.46,6.87,253370.76,5.73
905598.44,20.47,6.88,253748.45,5.74
905886.31,20.48,6.89,254462.09,5.75
905750.33,20.48,6.89,254462.09,5.75
906134.99,20.49,6.9,254995.92,5.77
906920.93,20.52,6.92,255356.8,5.78
906784.96,20.52,6.92,255356.8,5.78
906087.56,20.51,6.91,254659.4,5.76
905951.58,20.51,6.91,254726.9,5.77
905815.6,20.51,6.91,254788.99,5.77
906269.17,20.52,6.92,255147.09,5.78
906133.2,20.52,6.93,255147.08,5.78
906133.2,20.52,6.93,255145.18,5.78
906185.9,20.53,6.93,255145.18,5.78
906467.01,20.54,6.94,254882.61,5.77
906331.03,20.54,6.94,254876.3,5.78
906195.05,20.54,6.94,254876.3,5.78
906195.05,20.54,6.94,254685.91,5.77
906059.08,20.54,6.94,255384.74,5.79
906511.44,20.56,6.96,256776.01,5.82
906375.46,20.56,6.96,256773.25,5.82
906671.48,20.57,6.97,256773.25,5.82
906535.5,20.57,6.97,256887.84,5.83
906399.53,20.57,6.97,256887.84,5.83
906263.55,20.57,6.97,256887.12,5.83
906454.0,20.58,6.98,256916.79,5.83
906506.7,20.58,6.99,257258.83,5.84
906802.72,20.59,6.99,257258.83,5.84
907256.29,20.6,7.01,257258.83,5.84
907256.29,20.6,7.01,257352.2,5.84
907120.32,20.61,7.01,257352.2,5.85
907416.34,20.61,7.02,257406.34,5.85
907280.36,20.62,7.02,257401.69,5.85
907144.38,20.62,7.02,257389.49,5.85
907144.38,20.62,7.02,257359.37,5.85
907008.41,20.62,7.02,257354.16,5.85
907072.27,20.62,7.03,258951.12,5.89
906936.3,20.63,7.03,258951.5,5.89
906800.32,20.63,7.03,258951.5,5.89
906664.34,20.63,7.03,258923.15,5.89
906664.34,20.63,7.03,259047.69,5.89
906528.36,20.63,7.03,259047.69,5.9
906392.39,20.63,7.04,259355.93,5.9
906256.41,20.63,7.04,259276.62,5.9
906120.43,20.64,7.04,259212.79,5.9
905984.46,20.64,7.04,259212.48,5.9
905890.54,20.64,7.04,259256.89,5.91
905754.57,20.64,7.04,259256.89,5.91
905819.89,20.64,7.05,258833.62,5.9
905683.91,20.65,7.05,258938.33,5.9
905547.93,20.65,7.05,259118.02,5.91
905938.5,20.66,7.06,259117.71,5.91
906323.16,20.67,7.07,259117.26,5.91
906323.16,20.67,7.07,259117.26,5.91
906187.18,20.67,7.07,259225.43,5.91
906051.2,20.67,7.07,259225.59,5.91
906051.2,20.67,7.07,259225.59,5.91
906295.24,20.68,7.08,259146.27,5.91
906576.35,20.69,7.09,259220.64,5.92
906440.37,20.69,7.09,259212.1,5.92
906440.37,20.69,7.09,259482.63,5.92
906304.39,20.69,7.09,259482.63,5.92
906689.06,20.7,7.1,259968.6,5.94
906553.08,20.7,7.11,259968.71,5.94
906834.19,20.71,7.11,259968.71,5.94
907140.52,20.72,7.13,260765.48,5.96
907004.55,20.73,7.13,260765.48,5.96
906868.57,20.73,7.13,260765.48,5.96
906732.59,20.73,7.13,260765.48,5.96
907186.16,20.74,7.14,260765.48,5.96
907238.86,20.75,7.15,260803.35,5.96
907102.89,20.75,7.15,262378.17,6.0
906966.91,20.75,7.15,262980.33,6.02
906830.93,20.75,7.15,262980.33,6.02
906694.95,20.75,7.15,262973.45,6.02
906558.98,20.75,7.16,262966.74,6.02
906423.0,20.75,7.16,262966.74,6.02
906475.7,20.76,7.16,263077.82,6.02
906339.72,20.76,7.16,262970.97,6.02
906339.72,20.76,7.16,262954.01,6.02
906203.75,20.76,7.17,262954.1,6.02
906067.77,20.76,7.17,262988.66,6.03
905931.79,20.77,7.17,262909.35,6.03
905795.81,20.77,7.17,262881.81,6.03
905659.84,20.77,7.17,262834.02,6.03
905659.84,20.77,7.17,262834.02,6.03
905523.86,20.77,7.17,262833.7,6.03
906228.28,20.79,7.19,263020.03,6.03
906524.3,20.8,7.2,263075.92,6.04
906388.32,20.8,7.2,263290.81,6.04
906388.32,20.8,7.2,263325.39,6.04
906441.03,20.81,7.21,263781.23,6.05
906737.05,20.81,7.22,263806.39,6.06
906601.07,20.82,7.22,263920.36,6.06
906465.09,20.82,7.22,263834.82,6.06
906329.12,20.82,7.22,263865.12,6.06
905980.46,20.81,7.22,263458.64,6.05
906261.57,20.82,7.23,263874.35,6.06
906392.53,20.83,7.23,264132.72,6.07
906256.55,20.83,7.23,264206.78,6.07
906120.57,20.83,7.23,264206.78,6.07
905984.59,20.83,7.23,264617.6,6.08
905984.59,20.83,7.23,264617.6,6.08
905848.62,20.83,7.23,264617.6,6.09
905712.64,20.83,7.24,264825.81,6.09
905576.66,20.84,7.24,264840.08,6.09
905629.36,20.84,7.24,264840.07,6.09
905493.39,20.84,7.24,264840.07,6.1
905831.53,20.86,7.26,264647.84,6.09
906127.55,20.86,7.27,265080.41,6.1
906127.55,20.86,7.27,265080.41,6.1
906423.57,20.87,7.28,265080.41,6.1
906287.59,20.88,7.28,265094.85,6.11
906282.57,20.88,7.28,265167.63,6.11
906146.59,20.88,7.28,265098.22,6.11
906146.59,20.88,7.28,265097.85,6.11
906010.61,20.88,7.29,265018.54,6.11
905874.64,20.88,7.29,265018.54,6.11
905874.64,20.88,7.29,265249.87,6.12
905738.66,20.89,7.29,265249.56,6.12
905791.36,20.89,7.29,265360.64,6.12
906181.93,20.9,7.3,265806.22,6.13
906477.95,20.91,7.31,265916.4,6.13
906477.95,20.91,7.31,265969.64,6.14
906341.97,20.91,7.31,265969.17,6.14
906637.99,20.92,7.32,265955.91,6.14
906934.01,20.93,7.33,268005.41,6.19
906934.01,20.93,7.33,268024.96,6.19
906796.26,20.93,7.33,267912.8,6.18
907180.92,20.94,7.34,270528.95,6.24
907044.94,20.94,7.34,270528.95,6.25
906908.97,20.94,7.34,270532.29,6.25
906908.97,20.94,7.34,270536.06,6.25
906772.99,20.94,7.35,270659.72,6.25
906637.01,20.95,7.35,270659.72,6.25
906501.04,20.95,7.35,270659.72,6.25
906839.18,20.96,7.36,270479.58,6.25
906703.2,20.96,7.36,270487.89,6.25
906567.22,20.96,7.37,270488.4,6.25
906619.92,20.97,7.37,270599.48,6.26
906619.92,20.97,7.37,270599.48,6.26
906915.94,20.98,7.38,270599.48,6.26
906779.97,20.98,7.38,270601.05,6.26
907061.08,20.99,7.39,270833.63,6.27
907061.08,20.99,7.39,270977.21,6.27
907113.78,20.99,7.4,270976.74,6.27
907113.78,20.99,7.4,270976.74,6.27
906977.8,21.0,7.4,270976.9,6.27
907030.5,21.0,7.4,270976.9,6.27
906881.1,21.0,7.4,270986.35,6.27
906933.81,21.0,7.41,271097.43,6.28
906797.83,21.0,7.41,271088.85,6.28
906661.85,21.01,7.41,271088.54,6.28
906661.85,21.01,7.41,270983.66,6.28
906525.87,21.01,7.41,270996.12,6.28
906389.9,21.01,7.41,270964.79,6.28
906275.55,21.01,7.41,271004.78,6.28
906275.55,21.01,7.41,271004.78,6.28
906328.25,21.02,7.42,271191.01,6.29
906712.92,21.03,7.43,271292.68,6.29
907157.24,21.04,7.45,271312.82,6.29
907157.24,21.04,7.45,271318.05,6.29
907021.26,21.04,7.45,271308.58,6.29
907317.28,21.05,7.46,271614.99,6.3
907716.97,21.06,7.47,272317.38,6.32
907580.99,21.06,7.47,272356.56,6.32
907445.02,21.07,7.47,272805.47,6.33
907267.06,21.06,7.47,272806.57,6.33
907571.23,21.07,7.48,273031.37,6.34
907966.03,21.08,7.48,273449.99,6.35
907830.05,21.08,7.49,273461.94,6.35
907694.08,21.09,7.49,273468.17,6.35
907558.1,21.09,7.49,273468.17,6.35
907422.12,21.09,7.49,273453.37,6.36
907718.14,21.1,7.5,273432.31,6.36
907582.17,21.1,7.5,273432.31,6.36
907097.09,21.09,7.5,273091.28,6.35
906961.11,21.09,7.5,273127.81,6.35
906825.13,21.1,7.5,273056.26,6.35
906689.16,21.1,7.5,273056.03,6.35
906741.86,21.1,7.51,273167.11,6.36
906605.88,21.11,7.51,273167.11,6.36
906469.9,21.11,7.51,273081.57,6.36
906333.92,21.11,7.51,273057.2,6.36
906197.95,21.11,7.51,273057.2,6.36
906492.5,21.12,7.52,273543.79,6.37
906545.2,21.13,7.53,273543.85,6.37
906841.22,21.13,7.54,273543.85,6.38
906273.69,21.13,7.53,272918.11,6.36
906664.26,21.14,7.54,272918.23,6.36
906664.26,21.14,7.54,272918.23,6.36
906528.28,21.14,7.54,272994.27,6.37
906392.3,21.14,7.54,273001.75,6.37
906688.32,21.15,7.55,272981.51,6.37
907050.02,21.16,7.56,272986.18,6.37
907346.04,21.17,7.57,273113.37,6.37
907210.06,21.17,7.57,273105.44,6.37
907262.76,21.18,7.58,272914.23,6.37
907558.78,21.18,7.59,273024.41,6.37
906953.58,21.18,7.58,272304.13,6.36
907234.69,21.18,7.59,272702.69,6.37
907530.71,21.19,7.6,272723.6,6.37
907394.73,21.2,7.6,272697.38,6.37
907258.76,21.2,7.6,272697.38,6.37
907122.78,21.2,7.6,272736.03,6.37
906986.8,21.2,7.6,272736.02,6.38
906850.82,21.2,7.61,272736.02,6.38
906903.53,21.21,7.61,272714.69,6.38
907280.53,21.22,7.62,272799.25,6.38
908922.83,21.26,7.66,274654.4,6.42
908786.85,21.26,7.66,274654.4,6.43
908839.55,21.27,7.67,274654.4,6.43
908839.55,21.27,7.67,274615.53,6.43
908703.58,21.27,7.67,274622.91,6.43
908567.6,21.27,7.67,274622.91,6.43
908958.16,21.28,7.68,274926.13,6.44
909640.85,21.3,7.7,274929.71,6.44
909504.87,21.3,7.7,275105.95,6.44
909368.89,21.3,7.71,275105.95,6.44
909232.92,21.3,7.71,275105.64,6.45
909617.58,21.32,7.72,275724.21,6.46
910002.24,21.33,7.73,275724.21,6.46
910192.69,21.33,7.74,275744.63,6.46
910646.26,21.35,7.75,275744.32,6.46
910836.71,21.35,7.76,275743.95,6.46
910700.73,21.35,7.76,275744.1,6.47
910564.76,21.36,7.76,275744.1,6.47
910069.08,21.35,7.75,275182.21,6.46
909933.1,21.35,7.75,275097.9,6.46
909797.12,21.35,7.76,274236.95,6.44
909797.12,21.35,7.76,274236.64,6.44
909661.15,21.35,7.76,274236.64,6.44
909525.17,21.36,7.76,274232.96,6.44
909821.19,21.37,7.77,274232.96,6.44
909859.82,21.37,7.77,276461.07,6.49
909723.84,21.37,7.78,276461.07,6.5
909776.55,21.38,7.78,276646.06,6.5
910072.57,21.39,7.79,276689.48,6.5
909936.59,21.39,7.79,276689.48,6.5
909800.61,21.39,7.79,276724.06,6.51
909664.63,21.39,7.8,277100.12,6.52
910424.1,21.42,7.82,277292.32,6.52
910424.1,21.42,7.82,277292.32,6.52
910476.8,21.42,7.82,277292.32,6.52
910340.82,21.42,7.83,277292.32,6.53
910636.84,21.43,7.84,277723.52,6.54
910689.55,21.44,7.84,277762.2,6.54
910553.57,21.44,7.84,277760.73,6.54
910417.59,21.44,7.84,277773.75,6.54
910194.13,21.44,7.84,277522.74,6.54
910361.82,21.45,7.85,276128.75,6.51
910225.84,21.45,7.85,276123.76,6.51
910521.87,21.46,7.86,276898.08,6.53
910385.89,21.46,7.86,276845.98,6.53
910249.91,21.46,7.86,276766.67,6.53
909742.51,21.45,7.86,276201.25,6.51
909370.51,21.45,7.85,275830.21,6.51
909234.54,21.45,7.85,275802.66,6.51
909120.19,21.45,7.85,274790.53,6.48
908984.21,21.45,7.86,274745.03,6.48
909322.36,21.47,7.87,274552.79,6.48
909618.38,21.48,7.88,274552.79,6.48
909482.4,21.48,7.88,274552.79,6.48
909209.29,21.47,7.88,274490.66,6.48
909261.99,21.48,7.88,274495.15,6.48
909261.99,21.48,7.88,274495.15,6.48
909261.99,21.48,7.88,274495.15,6.48
909126.01,21.48,7.88,274378.3,6.48
909422.03,21.49,7.89,274448.0,6.49
909834.62,21.5,7.9,275184.28,6.5
909698.64,21.5,7.9,275179.25,6.5
909562.66,21.5,7.91,275343.21,6.51
911610.56,21.56,7.96,276861.3,6.55
911663.26,21.56,7.96,276861.3,6.55
912001.4,21.58,7.98,276681.16,6.55
911878.05,21.58,7.98,277307.48,6.56
911742.07,21.58,7.98,277492.47,6.57
912195.64,21.59,7.99,277837.47,6.58
912059.66,21.59,8.0,277848.09,6.58
910971.84,21.61,8.01,277847.78,6.59
910835.87,21.61,8.01,277837.88,6.59
910699.89,21.61,8.01,277779.02,6.59
910699.89,21.61,8.01,277779.02,6.59
910699.89,21.61,8.01,277697.41,6.59
910563.91,21.61,8.02,277823.51,6.59
910859.93,21.62,8.03,278069.79,6.6
910723.95,21.63,8.03,278161.49,6.61
910587.98,21.63,8.03,278161.49,6.61
910452.0,21.63,8.03,278104.87,6.61
910504.7,21.64,8.04,278368.62,6.61
910557.4,21.64,8.04,278375.07,6.62
910421.43,21.64,8.04,278355.41,6.62
910421.43,21.64,8.04,278461.41,6.62
910662.09,21.65,8.06,278988.69,6.63
910526.11,21.66,8.06,279049.8,6.64
910578.81,21.66,8.06,278963.01,6.64
910306.86,21.66,8.07,278963.01,6.64
910170.88,21.67,8.07,278955.85,6.64
910624.45,21.68,8.08,279012.6,6.64
911223.99,21.69,8.09,282295.44,6.72
911088.01,21.69,8.1,282294.97,6.72
910952.03,21.7,8.1,282237.38,6.72
910816.06,21.7,8.1,282224.12,6.72
911200.72,21.71,8.11,282224.12,6.72
911444.75,21.72,8.12,282619.32,6.73
911308.78,21.72,8.12,282619.0,6.74
911604.8,21.73,8.13,282617.06,6.74
911604.8,21.73,8.13,282685.66,6.74
911599.77,21.73,8.14,284418.9,6.78
911463.8,21.74,8.14,284440.41,6.78
911327.82,21.74,8.14,284440.39,6.78
911712.48,21.75,8.15,284440.08,6.79
911576.5,21.75,8.15,284440.08,6.79
911571.48,21.76,8.16,284197.23,6.78
911336.9,21.76,8.16,283874.92,6.78
911632.92,21.77,8.17,283900.99,6.78
911496.95,21.77,8.17,283900.99,6.78
911496.95,21.77,8.17,284686.53,6.8
911360.97,21.77,8.17,284611.17,6.8
911268.26,21.77,8.17,288146.7,6.88
911320.96,21.78,8.18,288146.7,6.89
911490.54,21.79,8.19,293605.86,7.02
911490.54,21.79,8.19,293569.13,7.02
911354.57,21.79,8.19,294048.73,7.03
911218.59,21.79,8.19,294048.42,7.03
911409.04,21.8,8.2,294877.98,7.05
911273.06,21.8,8.2,295628.51,7.07
911137.09,21.8,8.21,295686.95,7.08
911327.54,21.81,8.21,296095.07,7.09
911712.2,21.82,8.22,296176.28,7.09
911764.9,21.83,8.23,296176.28,7.09
911817.6,21.83,8.23,296176.28,7.09
912074.26,21.84,8.24,295473.29,7.08
912126.96,21.85,8.25,295472.84,7.08
912408.07,21.86,8.26,295472.45,7.08
912272.09,21.86,8.26,295472.45,7.08
912568.11,21.87,8.27,295403.64,7.08
912864.13,21.88,8.28,295403.64,7.08
912728.16,21.88,8.28,295403.64,7.08
913024.18,21.89,8.29,295403.64,7.08
913214.63,21.9,8.3,295450.71,7.08
913267.33,21.9,8.31,295450.71,7.09
913320.03,21.91,8.31,295450.71,7.09
913704.69,21.92,8.32,295552.38,7.09
913568.72,21.92,8.32,295482.96,7.09
913432.74,21.92,8.33,295482.96,7.09
913296.76,21.93,8.33,295506.86,7.09
913540.8,21.93,8.34,295506.86,7.1
913540.8,21.93,8.34,295427.55,7.09
913540.8,21.93,8.34,295427.55,7.09
913540.8,21.93,8.34,295386.61,7.09
913404.82,21.94,8.34,296012.87,7.11
912806.22,21.93,8.33,295300.63,7.09
912670.24,21.93,8.33,295215.09,7.09
912534.26,21.93,8.33,295148.78,7.09
912646.91,21.94,8.34,295146.34,7.09
912510.93,21.94,8.34,295145.97,7.1
912792.04,21.95,8.35,295151.33,7.1
912656.06,21.95,8.35,295151.33,7.1
912520.09,21.95,8.35,295490.59,7.11
912572.79,21.96,8.36,295314.93,7.11
912436.81,21.96,8.36,295311.71,7.11
912436.81,21.96,8.36,295435.46,7.11
912827.38,21.97,8.37,295451.56,7.11
913217.94,21.98,8.38,295372.77,7.11
913217.94,21.98,8.38,295416.14,7.11
913270.64,21.98,8.39,295395.95,7.11
913134.66,21.99,8.39,295482.13,7.11
913187.37,21.99,8.39,295509.59,7.12
913468.48,22.0,8.4,295906.88,7.13
913332.5,22.0,8.41,295906.88,7.13
913196.52,22.01,8.41,295905.08,7.13
912108.7,22.02,8.42,295904.77,7.14
912008.72,22.02,8.42,295859.85,7.14
912304.74,22.03,8.43,296045.28,7.15
912304.74,22.03,8.43,296044.97,7.15
912168.76,22.03,8.43,296069.61,7.15
912168.76,22.03,8.43,296176.56,7.15
912032.78,22.03,8.44,296176.25,7.16
911896.81,22.04,8.44,296223.59,7.16
911760.83,22.04,8.44,296144.28,7.16
911813.53,22.04,8.45,296125.43,7.16
911710.0,22.05,8.45,297286.8,7.19
911710.0,22.05,8.45,297286.8,7.19
911574.03,22.05,8.45,297286.49,7.19
911438.05,22.05,8.45,297286.02,7.19
911302.07,22.05,8.46,297300.3,7.19
911302.07,22.05,8.46,297300.3,7.19
911166.09,22.05,8.46,297299.98,7.2
911030.12,22.06,8.46,297299.84,7.2
910894.14,22.06,8.46,297299.46,7.2
910758.16,22.06,8.46,297299.09,7.2
910622.18,22.06,8.47,297265.03,7.2
910486.21,22.07,8.47,297265.03,7.2
910350.23,22.07,8.47,297435.46,7.21
910402.93,22.07,8.47,297512.77,7.21
910266.95,22.07,8.48,297539.4,7.22
910266.95,22.07,8.48,298629.92,7.24
910130.98,22.08,8.48,298544.38,7.24
909995.0,22.08,8.48,298543.91,7.24
909859.02,22.08,8.48,298543.91,7.25
909723.04,22.08,8.49,298532.86,7.25
909723.04,22.08,8.49,298548.75,7.25
909215.65,22.08,8.48,297983.33,7.23
909268.35,22.08,8.48,297973.3,7.24
909310.23,22.09,8.49,297583.32,7.23
909310.23,22.09,8.49,297477.08,7.23
909310.23,22.09,8.49,297477.08,7.23
909606.25,22.1,8.5,297477.08,7.23
909658.95,22.1,8.5,297477.08,7.23
910341.64,22.12,8.52,297480.66,7.23
910205.66,22.12,8.52,297465.46,7.23
910205.66,22.12,8.52,297465.55,7.23
910069.68,22.12,8.53,297410.5,7.23
910365.7,22.13,8.54,298328.81,7.25
910229.73,22.14,8.54,298328.81,7.26
910093.75,22.14,8.54,298499.63,7.26
909957.77,22.14,8.54,298286.0,7.26
909821.8,22.14,8.54,298067.18,7.25
910117.82,22.15,8.55,298160.15,7.26
909981.84,22.15,8.56,298160.15,7.26
909474.44,22.15,8.55,297594.72,7.25
909338.46,22.15,8.55,297594.72,7.25
909202.49,22.15,8.55,297594.72,7.25
909066.51,22.15,8.55,297556.42,7.25
908930.53,22.15,8.56,297556.42,7.25
908794.55,22.16,8.56,297556.57,7.25
908658.58,22.16,8.56,297556.57,7.26
908954.6,22.17,8.57,297896.74,7.27
909408.17,22.18,8.58,297896.74,7.27
909272.19,22.18,8.59,298619.18,7.29
909136.21,22.19,8.59,298819.16,7.29
909474.35,22.2,8.6,298626.92,7.29
909770.37,22.21,8.61,298737.82,7.29
909547.48,22.2,8.61,298449.47,7.29
909411.5,22.21,8.61,298449.47,7.29
909275.52,22.21,8.61,298421.92,7.29
909328.22,22.21,8.62,298421.99,7.29
909192.25,22.22,8.62,298412.95,7.29
909382.7,22.23,8.63,298906.49,7.31
909382.7,22.23,8.63,298999.63,7.31
909246.72,22.23,8.63,299000.1,7.31
909110.74,22.23,8.63,301083.45,7.36
909163.44,22.24,8.64,301083.45,7.36
909548.11,22.25,8.65,301083.11,7.36
909548.11,22.25,8.65,301093.63,7.36
909412.13,22.25,8.65,301099.86,7.37
909276.15,22.25,8.65,301099.86,7.37
909140.17,22.25,8.65,301101.91,7.37
909004.2,22.25,8.66,301102.07,7.37
909004.2,22.25,8.66,301102.07,7.37
909004.2,22.25,8.66,301344.48,7.38
908868.22,22.26,8.66,301328.35,7.38
908732.24,22.26,8.66,301301.34,7.38
908732.24,22.26,8.66,301301.34,7.38
908596.26,22.26,8.66,301464.19,7.39
908892.29,22.27,8.67,301454.75,7.39
908944.99,22.28,8.68,301454.28,7.39
908971.68,22.28,8.68,300639.93,7.37
908835.7,22.28,8.69,300677.55,7.37
908888.4,22.29,8.69,300677.55,7.37
910347.07,22.33,8.73,303359.61,7.44
910643.09,22.34,8.74,303571.42,7.45
910643.09,22.34,8.74,303500.36,7.45
910507.11,22.34,8.74,303497.98,7.45
910803.13,22.35,8.75,303928.97,7.46
911107.3,22.36,8.76,303949.36,7.46
910971.33,22.36,8.77,303949.4,7.46
910835.35,22.37,8.77,303952.87,7.46
910888.05,22.37,8.77,303952.93,7.47
910888.05,22.37,8.77,303952.93,7.47
910840.83,22.38,8.78,303911.85,7.47
911136.85,22.39,8.79,303911.85,7.47
911078.27,22.39,8.79,304063.73,7.47
913024.9,22.44,8.84,304859.31,7.49
912888.92,22.44,8.84,304791.52,7.49
912362.47,22.43,8.83,304239.45,7.48
912226.49,22.43,8.83,304311.09,7.48
912090.51,22.43,8.84,304290.89,7.48
911954.53,22.44,8.84,304292.89,7.49
911818.56,22.44,8.84,304315.61,7.49
911682.58,22.44,8.84,304282.29,7.49
911497.7,22.44,8.84,304250.88,7.49
911361.72,22.44,8.84,304250.88,7.49
910843.82,22.43,8.83,303759.53,7.48
910707.84,22.43,8.84,303759.53,7.48
910571.87,22.44,8.84,303757.74,7.48
910435.89,22.44,8.84,303732.29,7.49
910731.91,22.45,8.85,303959.53,7.49
910595.93,22.45,8.85,304068.06,7.5
910459.95,22.45,8.86,304068.06,7.5
910323.98,22.46,8.86,304068.06,7.5
910188.0,22.46,8.86,304068.06,7.5
910240.7,22.46,8.87,304068.06,7.5
910240.7,22.46,8.87,304008.39,7.5
910240.7,22.46,8.87,303917.96,7.5
910104.72,22.47,8.87,303917.96,7.5
910489.39,22.48,8.88,303917.65,7.5
910330.71,22.47,8.88,303993.26,7.5
910666.67,22.49,8.89,303122.29,7.48
910944.03,22.5,8.9,303338.81,7.49
910996.73,22.5,8.9,303338.81,7.49
910860.75,22.5,8.91,303338.72,7.49
910746.4,22.51,8.91,303191.66,7.49
910610.43,22.51,8.91,303168.98,7.49
910474.45,22.51,8.91,304036.43,7.52
910527.15,22.52,8.92,304036.43,7.52
910980.72,22.53,8.93,304036.43,7.52
911365.38,22.54,8.94,304497.65,7.53
911229.41,22.54,8.95,304497.65,7.53
911091.65,22.54,8.94,304131.38,7.52
910955.68,22.54,8.94,304065.6,7.52
910819.7,22.54,8.95,304273.81,7.53
911010.15,22.55,8.96,304720.3,7.54
910874.17,22.56,8.96,304732.35,7.55
909786.36,22.57,8.98,304732.35,7.56
909839.06,22.58,8.98,304800.18,7.56
910241.35,22.59,9.0,305837.4,7.59
910105.37,22.6,9.0,305980.63,7.6
910401.39,22.61,9.01,305980.63,7.6
910265.42,22.61,9.01,305980.63,7.6
910318.12,22.61,9.02,305980.16,7.6
910182.14,22.62,9.02,306295.81,7.61
910046.16,22.62,9.02,306296.45,7.61
909845.84,22.62,9.02,306026.07,7.61
909845.84,22.62,9.02,306026.07,7.61
910752.1,22.64,9.04,307740.1,7.65
910752.1,22.64,9.04,307740.09,7.65
911048.12,22.65,9.05,307790.75,7.65
910504.21,22.66,9.06,307790.75,7.66
910556.91,22.66,9.07,307782.97,7.66
910083.36,22.66,9.06,307194.84,7.65
910083.36,22.66,9.06,307318.15,7.65
909947.38,22.66,9.06,307290.61,7.65
909811.41,22.66,9.06,307290.61,7.65
910196.07,22.67,9.07,307822.21,7.67
910196.07,22.67,9.07,307903.58,7.67
910060.09,22.67,9.08,307967.65,7.67
910250.54,22.68,9.09,307967.65,7.67
910250.54,22.68,9.09,307957.29,7.67
910114.56,22.69,9.09,307938.64,7.68
910167.27,22.69,9.09,308124.88,7.68
910031.29,22.69,9.1,308039.34,7.68
910287.94,22.7,9.11,307336.35,7.67
910583.96,22.71,9.12,307336.04,7.67
910447.99,22.72,9.12,307335.82,7.67
910744.01,22.73,9.13,307335.51,7.67
909656.19,22.74,9.15,307335.2,7.68
909796.6,22.75,9.16,307439.43,7.69
910230.43,22.76,9.17,307766.25,7.7
910230.43,22.76,9.17,307766.25,7.7
910526.46,22.77,9.18,307766.55,7.7
910526.46,22.77,9.18,307765.17,7.7
910579.16,22.78,9.18,307765.17,7.7
910721.09,22.79,9.19,307369.6,7.69
910585.12,22.79,9.19,307246.28,7.69
911038.69,22.8,9.21,307194.5,7.69
910902.71,22.81,9.21,306962.14,7.69
910766.73,22.81,9.21,306970.21,7.69
910630.75,22.81,9.21,306970.21,7.69
910494.78,22.81,9.22,306970.2,7.69
910790.8,22.82,9.23,306801.96,7.69
910882.35,22.83,9.23,307190.01,7.7
911267.01,22.84,9.24,307215.38,7.7
910867.0,22.84,9.24,306594.42,7.69
910731.03,22.84,9.24,306515.11,7.69
910783.73,22.85,9.25,306477.91,7.69
910647.75,22.85,9.25,306577.65,7.69
910647.75,22.85,9.25,306577.65,7.69
910511.77,22.85,9.25,306802.31,7.7
910511.77,22.85,9.25,306802.31,7.7
910564.47,22.86,9.26,306895.74,7.7
910564.47,22.86,9.26,307077.81,7.71
910428.5,22.86,9.26,307550.52,7.72
910292.52,22.86,9.26,307550.52,7.72
910588.54,22.87,9.27,307544.98,7.72
