ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ceb7-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ceb7-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_ratio,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ceb7-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_q124,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ceb7-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ceb7-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_ratio
1504561.87,29.38,3.69,232425.83,4.54
1504561.87,29.38,3.69,232404.24,4.54
1504355.67,29.38,3.69,232768.64,4.55
1504337.51,29.39,3.69,233082.36,4.55
1504131.31,29.39,3.69,233011.29,4.55
1504131.31,29.39,3.69,232942.24,4.55
1503853.07,29.39,3.69,232980.85,4.55
1503479.35,29.39,3.69,232686.65,4.55
1503461.19,29.39,3.69,232940.45,4.55
1504492.05,29.41,3.71,233818.56,4.57
1504285.85,29.41,3.71,233995.95,4.58
1504079.65,29.41,3.71,233988.43,4.58
1503661.74,29.41,3.71,233579.85,4.57
1503571.8,29.41,3.71,233561.57,4.57
1503634.24,29.42,3.72,233514.87,4.57
1503616.08,29.42,3.72,233602.18,4.57
1503597.92,29.43,3.72,233698.57,4.57
1503597.92,29.43,3.72,233693.28,4.57
1503597.92,29.43,3.72,233624.23,4.57
1503365.39,29.43,3.73,233629.56,4.57
1503365.39,29.43,3.73,233664.08,4.57
1503683.35,29.44,3.73,234192.48,4.58
1503477.15,29.44,3.73,234121.41,4.58
1503204.71,29.44,3.73,233791.42,4.58
1502955.65,29.44,3.74,233893.81,4.58
1502856.93,29.44,3.74,233874.16,4.58
1502624.4,29.44,3.74,233879.49,4.58
1502741.09,29.45,3.75,233899.02,4.58
1502773.63,29.45,3.75,234566.12,4.6
1502773.63,29.45,3.75,234533.77,4.6
1502486.61,29.45,3.75,234510.78,4.6
1502442.67,29.45,3.75,234989.44,4.61
1502442.67,29.45,3.75,234992.27,4.61
1502236.47,29.46,3.75,234921.2,4.61
1501981.47,29.46,3.75,234929.5,4.61
1502121.44,29.46,3.76,235587.16,4.62
1502429.97,29.47,3.77,235879.3,4.63
1502165.42,29.47,3.77,235854.23,4.63
1501959.22,29.47,3.77,235783.38,4.63
1501882.97,29.47,3.77,235824.41,4.63
1501977.43,29.48,3.78,235824.74,4.63
1502362.97,29.49,3.78,236263.76,4.64
1502286.72,29.49,3.79,236239.85,4.64
1502242.49,29.49,3.79,236249.82,4.64
1502005.15,29.5,3.79,236145.58,4.64
1502303.36,29.5,3.8,236077.76,4.64
1502303.36,29.5,3.8,236058.66,4.64
1502097.16,29.51,3.8,235987.59,4.64
1502446.36,29.52,3.81,236798.73,4.65
1502240.16,29.52,3.81,236727.9,4.65
1502240.16,29.52,3.81,236729.61,4.65
1502033.97,29.52,3.81,236989.5,4.66
1501827.77,29.52,3.81,236918.43,4.66
1501621.57,29.52,3.81,236913.27,4.66
1501389.07,29.52,3.81,236752.11,4.65
1500858.67,29.51,3.81,236505.81,4.65
1500652.47,29.52,3.81,237001.49,4.66
1500419.93,29.52,3.81,237006.82,4.66
1500375.7,29.52,3.81,237016.78,4.66
1500731.52,29.53,3.82,236428.74,4.65
1501007.8,29.54,3.83,236400.69,4.65
1500916.7,29.54,3.83,235877.47,4.64
1501144.22,29.55,3.84,235870.7,4.64
1500865.98,29.55,3.84,235840.73,4.64
1500659.78,29.55,3.84,235766.52,4.64
1500887.3,29.56,3.84,236075.07,4.65
1500632.3,29.56,3.85,236074.14,4.65
1500315.97,29.55,3.84,235919.72,4.65
1500051.41,29.55,3.84,235903.46,4.65
1499845.22,29.56,3.84,236422.75,4.66
1499427.3,29.55,3.84,236014.18,4.65
1499605.77,29.56,3.85,236040.12,4.65
1499529.52,29.56,3.85,236021.84,4.65
1499805.8,29.57,3.86,236068.61,4.65
1499728.13,29.57,3.86,236572.73,4.66
1499521.93,29.57,3.86,236567.56,4.67
1499503.77,29.58,3.86,236663.95,4.67
1499297.57,29.58,3.87,236661.92,4.67
1499065.04,29.58,3.87,236657.76,4.67
1499420.85,29.59,3.87,236685.75,4.67
1499171.79,29.59,3.88,236790.53,4.67
1499153.63,29.6,3.88,236886.92,4.68
1499397.75,29.6,3.89,237800.32,4.69
1499737.52,29.61,3.89,237869.49,4.7
1499737.52,29.61,3.89,238087.71,4.7
1499472.96,29.61,3.89,238050.86,4.7
1499266.76,29.61,3.89,237980.04,4.7
1499060.57,29.61,3.9,237974.66,4.7
1498828.03,29.62,3.9,237965.5,4.7
1498621.83,29.62,3.9,238159.07,4.71
1498357.27,29.62,3.9,238132.65,4.71
1498070.25,29.62,3.9,238165.9,4.71
1497805.69,29.62,3.9,238180.47,4.71
1497599.5,29.62,3.9,238191.92,4.71
1497334.94,29.62,3.9,238187.28,4.71
1497079.93,29.62,3.9,238195.59,4.71
1497258.4,29.63,3.91,238173.92,4.71
1497534.68,29.64,3.92,238145.87,4.71
1497516.52,29.64,3.92,238242.26,4.72
1497516.52,29.64,3.92,238274.44,4.72
1497578.96,29.64,3.92,238247.96,4.72
1497578.96,29.64,3.92,238247.96,4.72
1497314.4,29.65,3.93,238214.62,4.72
1497314.4,29.65,3.93,238153.52,4.72
1497081.87,29.65,3.93,238158.85,4.72
1496875.67,29.65,3.93,238156.82,4.72
1497183.97,29.66,3.94,238160.74,4.72
1497246.41,29.66,3.94,238202.13,4.72
1497363.11,29.67,3.95,238229.35,4.72
1497344.95,29.67,3.95,238325.73,4.72
1497523.42,29.68,3.96,238297.83,4.72
1497446.0,29.68,3.96,238186.38,4.72
1497255.86,29.68,3.96,238036.43,4.72
1496991.3,29.68,3.96,238083.69,4.72
1497435.07,29.69,3.97,238335.6,4.73
1497099.53,29.69,3.97,238063.85,4.72
1497277.99,29.7,3.97,238127.64,4.72
1497233.77,29.7,3.98,238137.61,4.72
1497589.58,29.71,3.99,238165.57,4.72
1497383.38,29.71,3.99,238176.48,4.73
1497150.85,29.71,3.99,238174.03,4.73
1496886.29,29.71,3.99,238137.6,4.73
1496639.42,29.71,3.99,237897.31,4.72
1496639.42,29.71,3.99,237871.37,4.72
1496433.22,29.72,3.99,237882.61,4.72
1496415.06,29.72,3.99,237978.99,4.73
1496150.5,29.72,4.0,237939.16,4.73
1496468.46,29.73,4.0,238389.88,4.74
1496695.98,29.74,4.01,238806.88,4.74
1496431.43,29.74,4.01,238776.9,4.74
1496166.87,29.74,4.01,238750.49,4.75
1496166.87,29.74,4.01,238774.28,4.75
1496166.87,29.74,4.01,238768.99,4.75
1496285.41,29.74,4.02,239078.08,4.75
1496079.21,29.75,4.02,239090.24,4.75
1496233.11,29.75,4.02,239040.78,4.75
1496156.85,29.75,4.03,239201.1,4.76
1495892.3,29.76,4.03,239253.95,4.76
1495627.74,29.76,4.03,239221.82,4.76
1495659.76,29.76,4.03,239234.56,4.76
1495722.2,29.76,4.03,239196.13,4.76
1495457.64,29.76,4.04,239169.19,4.76
1495178.24,29.76,4.04,239603.27,4.77
1494972.04,29.76,4.04,239532.41,4.77
1495290.0,29.77,4.04,240051.58,4.78
1495500.49,29.78,4.05,240053.05,4.78
1495222.24,29.78,4.05,240097.01,4.78
1494944.0,29.78,4.05,240067.88,4.78
1494286.41,29.77,4.05,239350.88,4.77
1494008.17,29.77,4.05,239402.77,4.77
1494024.69,29.77,4.05,239389.99,4.77
1494797.06,29.79,4.06,240852.03,4.8
1494590.87,29.79,4.06,240960.11,4.8
1494047.1,29.79,4.06,240405.57,4.79
1493682.36,29.78,4.06,239767.4,4.78
1493417.8,29.78,4.06,239729.99,4.78
1493434.33,29.78,4.06,239724.17,4.78
1493434.33,29.78,4.06,239704.35,4.78
1493169.77,29.78,4.06,239737.53,4.78
1493423.58,29.79,4.06,239787.22,4.78
1493699.87,29.8,4.07,239852.46,4.79
1493467.33,29.8,4.07,239851.33,4.79
1493449.17,29.8,4.08,239947.72,4.79
1493188.1,29.81,4.08,239921.89,4.79
1492923.54,29.81,4.08,239891.86,4.79
1493102.01,29.81,4.08,239928.89,4.79
1493057.78,29.82,4.09,239938.86,4.79
1493285.3,29.82,4.1,240356.85,4.8
1493052.76,29.83,4.1,240354.4,4.8
1493358.58,29.83,4.1,240740.24,4.81
1493358.58,29.83,4.1,240740.24,4.81
1493475.27,29.84,4.11,240707.34,4.81
1493269.08,29.84,4.11,240718.26,4.81
1493479.56,29.85,4.12,240723.42,4.81
1493771.34,29.85,4.12,240704.86,4.81
1493565.14,29.86,4.13,240634.04,4.81
1493358.94,29.86,4.13,240617.89,4.81
1493094.38,29.86,4.13,240590.32,4.81
1492829.83,29.86,4.13,240646.22,4.81
1492753.58,29.86,4.13,240625.89,4.81
1492547.38,29.86,4.13,240623.72,4.81
1492725.85,29.87,4.14,240607.14,4.81
1492911.76,29.88,4.15,240601.13,4.82
1492710.21,29.88,4.15,240582.04,4.82
1492710.21,29.88,4.15,240610.4,4.82
1491976.45,29.87,4.14,239865.86,4.8
1491976.45,29.87,4.14,239841.45,4.8
1491711.89,29.87,4.14,239809.15,4.8
1491505.69,29.87,4.14,239738.52,4.8
1491250.69,29.87,4.14,239747.29,4.8
1490931.15,29.87,4.14,239729.58,4.8
1490931.15,29.87,4.14,239660.67,4.8
1491326.19,29.88,4.15,239593.63,4.8
1491444.73,29.89,4.15,239845.48,4.81
1491444.73,29.89,4.15,240106.16,4.81
1491368.48,29.89,4.15,240171.87,4.81
1491103.92,29.89,4.16,239942.27,4.81
1491027.67,29.89,4.16,239930.61,4.81
1490778.61,29.9,4.16,239923.4,4.81
1490873.07,29.9,4.17,239903.05,4.81
1490666.87,29.9,4.17,239831.98,4.81
1490820.76,29.91,4.17,239888.73,4.81
1491007.59,29.92,4.18,239910.39,4.81
1490743.03,29.92,4.18,239890.7,4.81
1490536.83,29.92,4.18,239819.63,4.81
1490553.36,29.92,4.18,239806.74,4.81
1490288.8,29.92,4.18,239787.63,4.81
1490056.26,29.92,4.18,239790.24,4.82
1489791.71,29.92,4.18,239839.57,4.82
1489559.17,29.92,4.19,239835.41,4.82
1489352.97,29.92,4.19,239764.34,4.82
1489283.44,29.93,4.19,239325.95,4.81
1489687.7,29.94,4.2,239438.07,4.81
1487603.26,29.95,4.21,239382.96,4.82
1487813.74,29.96,4.22,239388.52,4.82
1488146.03,29.96,4.23,239920.89,4.83
1487913.5,29.96,4.23,239921.92,4.83
1487648.94,29.97,4.23,239973.41,4.83
1487442.74,29.97,4.23,239902.34,4.83
1487178.18,29.97,4.23,239953.21,4.84
1487621.95,29.98,4.24,241585.34,4.87
1487849.47,29.99,4.25,242002.86,4.88
1487643.28,29.99,4.25,241932.03,4.88
1487378.72,29.99,4.25,241969.27,4.88
1487100.47,29.99,4.25,242024.3,4.88
1487909.9,30.02,4.28,242352.83,4.89
1487700.27,30.01,4.27,241917.57,4.88
1487608.23,30.01,4.27,241895.4,4.88
1487531.98,30.02,4.28,241871.65,4.88
1487325.78,30.02,4.28,241866.27,4.88
1487634.08,30.03,4.29,241870.19,4.88
1487564.54,30.03,4.29,241431.8,4.87
1487743.01,30.04,4.3,241405.92,4.87
1487510.47,30.04,4.3,241408.52,4.87
1487434.22,30.04,4.3,241388.55,4.88
1487228.02,30.04,4.3,241399.46,4.88
1487021.83,30.04,4.3,242007.18,4.89
1487084.27,30.05,4.31,241973.8,4.89
1486819.71,30.05,4.31,241933.96,4.89
1486743.46,30.05,4.31,241894.44,4.89
1486510.92,30.06,4.31,241897.05,4.89
1486278.38,30.06,4.31,241902.38,4.89
1486081.43,30.05,4.31,241720.25,4.89
1485816.87,30.05,4.31,241693.08,4.89
1485404.48,30.06,4.31,241616.85,4.89
1485386.32,30.06,4.32,241608.32,4.89
1485726.09,30.07,4.33,241673.02,4.89
1485461.53,30.07,4.33,241625.88,4.89
1485228.99,30.07,4.33,241617.96,4.89
1484996.46,30.07,4.33,241614.0,4.89
1485362.65,30.08,4.34,241615.22,4.89
1485098.1,30.08,4.34,242704.4,4.92
1484865.56,30.08,4.34,242695.37,4.92
1484601.0,30.09,4.34,242670.76,4.92
1484092.51,30.08,4.33,242163.22,4.91
1483814.27,30.08,4.34,242066.43,4.91
1483581.73,30.08,4.34,242071.76,4.91
1486068.72,30.13,4.39,247538.85,5.02
1485862.52,30.13,4.39,247533.68,5.02
1485629.98,30.14,4.39,247536.29,5.02
1485611.82,30.14,4.39,247714.66,5.03
1485405.62,30.14,4.39,247712.64,5.03
1485173.09,30.14,4.4,247717.96,5.03
1484894.84,30.14,4.4,247587.81,5.03
1485274.73,30.15,4.41,247589.03,5.03
1485446.23,30.16,4.41,247648.89,5.03
1485752.05,30.17,4.42,247693.33,5.03
1485752.05,30.17,4.42,247671.39,5.03
1485545.85,30.17,4.42,247666.01,5.03
1485281.29,30.17,4.42,247636.03,5.03
1485557.57,30.18,4.43,247617.58,5.03
1485270.55,30.18,4.43,247591.87,5.03
1484711.55,30.17,4.42,247067.08,5.02
1484446.99,30.17,4.42,247042.47,5.02
1483949.9,30.17,4.43,247027.84,5.02
1483481.08,30.17,4.42,246499.34,5.01
1483248.55,30.17,4.42,246501.95,5.01
1483248.55,30.17,4.42,246607.93,5.02
1483248.55,30.17,4.42,246607.93,5.02
1483248.55,30.17,4.42,246723.89,5.02
1482983.99,30.17,4.42,246701.34,5.02
1482751.45,30.17,4.43,246703.95,5.02
1482518.92,30.17,4.43,246699.79,5.02
1482254.36,30.18,4.43,246671.14,5.02
1482254.36,30.18,4.43,246831.14,5.02
1481841.96,30.18,4.43,246754.91,5.03
1481635.77,30.18,4.43,246680.7,5.02
1481371.21,30.18,4.43,246654.98,5.03
1481106.65,30.18,4.43,246634.95,5.03
1480900.45,30.18,4.43,246560.74,5.03
1481078.92,30.19,4.44,246533.82,5.03
1481257.38,30.2,4.45,246517.87,5.03
1480731.18,30.19,4.44,246028.2,5.02
1481049.14,30.2,4.45,246812.72,5.03
1481049.14,30.2,4.45,246761.06,5.03
1481049.14,30.2,4.45,246735.08,5.03
1480842.94,30.2,4.45,246729.67,5.03
1480842.94,30.2,4.45,246703.16,5.03
1480578.38,30.2,4.45,246673.18,5.03
1480560.22,30.21,4.45,246829.54,5.04
1480908.09,30.22,4.46,246805.68,5.04
1480831.84,30.22,4.47,246785.64,5.04
1480762.56,30.22,4.47,246598.95,5.03
1478536.61,30.23,4.48,246531.09,5.04
1478536.61,30.23,4.48,246577.28,5.04
1478330.41,30.23,4.48,246431.62,5.04
1478254.16,30.23,4.48,246410.31,5.04
1477989.6,30.23,4.48,246449.39,5.04
1477725.04,30.23,4.48,246423.27,5.04
1477518.85,30.24,4.48,246418.1,5.04
1477375.17,30.23,4.48,246242.53,5.04
1477168.98,30.24,4.48,246421.22,5.04
1476936.44,30.24,4.48,246417.06,5.05
1476671.88,30.24,4.48,246382.92,5.05
1476671.88,30.24,4.48,246356.97,5.04
1476857.79,30.25,4.49,246350.96,5.05
1476857.79,30.25,4.49,246289.86,5.04
1476593.24,30.25,4.49,246344.36,5.05
1476575.08,30.25,4.5,246431.81,5.05
1476310.52,30.25,4.5,246471.0,5.05
1476045.96,30.25,4.5,246446.52,5.05
1475781.4,30.25,4.5,246409.12,5.05
1475786.05,30.25,4.5,246659.51,5.06
1475531.05,30.25,4.5,246662.95,5.06
1475166.3,30.25,4.5,246024.77,5.05
1475402.01,30.26,4.5,246648.74,5.06
1475383.85,30.26,4.51,247012.55,5.07
1475415.87,30.27,4.51,247025.29,5.07
1475478.31,30.27,4.51,246991.9,5.07
1475434.08,30.27,4.52,247001.87,5.07
1475434.08,30.27,4.52,246835.39,5.06
1475169.52,30.28,4.52,246817.94,5.07
1474963.32,30.28,4.52,246812.7,5.07
1474698.76,30.28,4.52,246772.94,5.07
1474201.67,30.28,4.52,246816.78,5.07
1473995.47,30.28,4.52,246793.49,5.07
1473734.4,30.28,4.52,246884.04,5.07
1473862.1,30.29,4.53,246700.57,5.07
1474515.56,30.31,4.55,247400.96,5.08
1474901.91,30.32,4.56,247836.4,5.09
1474901.91,30.32,4.56,247776.94,5.09
1474646.91,30.32,4.56,247808.32,5.1
1474628.75,30.33,4.57,247904.71,5.1
1474350.5,30.33,4.57,247832.82,5.1
1474144.3,30.33,4.57,247877.35,5.1
1473938.11,30.33,4.57,247875.32,5.1
1473651.08,30.33,4.57,247862.9,5.1
1473651.08,30.33,4.57,247844.55,5.1
1473878.6,30.34,4.58,248261.98,5.11
1473878.6,30.34,4.58,248159.57,5.11
1473614.05,30.34,4.58,248139.88,5.11
1473841.56,30.35,4.58,248455.92,5.12
1474388.33,30.36,4.6,249669.32,5.14
1474370.17,30.37,4.61,249765.71,5.14
1474725.99,30.38,4.61,249820.6,5.15
1474725.99,30.38,4.61,249790.46,5.15
1474438.96,30.38,4.62,249763.27,5.15
1474438.96,30.38,4.62,249734.39,5.15
1474206.42,30.38,4.62,249736.99,5.15
1473941.87,30.38,4.62,249714.92,5.15
1473677.31,30.38,4.62,249691.75,5.15
1473412.75,30.38,4.62,249638.62,5.15
1473394.59,30.39,4.62,249789.03,5.15
1471310.15,30.39,4.63,249733.91,5.16
1471077.61,30.39,4.63,249732.79,5.16
1471256.08,30.4,4.64,249566.24,5.16
1471054.53,30.4,4.64,249546.24,5.16
1471846.07,30.42,4.66,250654.94,5.18
1471769.82,30.43,4.66,250634.96,5.18
1471505.26,30.43,4.66,250621.22,5.18
1472004.06,30.44,4.68,250773.92,5.19
1471739.5,30.44,4.68,250813.14,5.19
1471911.91,30.45,4.69,251011.18,5.19
1472030.45,30.46,4.69,251145.43,5.2
1471752.21,30.46,4.69,251105.7,5.2
1471546.01,30.46,4.69,251034.87,5.2
1471773.53,30.47,4.7,251369.7,5.2
1470718.79,30.47,4.7,252313.05,5.23
1470454.23,30.47,4.7,252284.64,5.23
1470189.67,30.47,4.71,252336.98,5.23
1468105.23,30.48,4.71,252281.87,5.24
1467826.98,30.48,4.71,252259.93,5.24
1467577.92,30.48,4.72,252558.79,5.25
1467701.11,30.49,4.72,252543.13,5.25
1467763.55,30.49,4.73,252500.77,5.25
1467719.32,30.5,4.73,252510.73,5.25
1467486.78,30.5,4.73,252511.76,5.25
1467222.22,30.5,4.73,252483.35,5.25
1467222.22,30.5,4.73,252483.35,5.25
1466957.67,30.5,4.73,252448.81,5.25
1466957.67,30.5,4.73,252422.99,5.25
1466913.44,30.5,4.74,252432.95,5.25
1466913.44,30.5,4.74,252402.39,5.25
1466648.88,30.5,4.74,252440.95,5.25
1466572.63,30.51,4.74,252434.62,5.25
1466340.09,30.51,4.74,252439.95,5.25
1466526.01,30.52,4.75,252433.94,5.25
1466753.52,30.52,4.76,252850.58,5.26
1466547.33,30.53,4.76,252845.18,5.26
1466895.19,30.53,4.77,252826.32,5.26
1466630.63,30.54,4.77,252795.41,5.26
1466373.05,30.54,4.77,253416.13,5.28
1466328.82,30.54,4.77,253426.09,5.28
1466310.66,30.55,4.78,253417.11,5.28
1466104.46,30.55,4.78,253415.08,5.28
1466223.0,30.55,4.79,253997.26,5.29
1466350.7,30.56,4.79,253813.78,5.29
1464266.25,30.57,4.8,253758.67,5.3
1464175.16,30.57,4.81,253705.83,5.3
1464402.68,30.58,4.81,254470.12,5.31
1464668.84,30.59,4.82,254550.34,5.32
1464404.29,30.59,4.82,254444.66,5.32
1464680.57,30.6,4.83,254416.02,5.31
1464680.57,30.6,4.83,254393.99,5.31
1464416.01,30.6,4.83,254395.29,5.32
1464209.81,30.6,4.83,254321.08,5.32
1464214.46,30.6,4.83,256400.8,5.36
1464196.3,30.61,4.84,256497.19,5.36
1464383.13,30.61,4.84,256548.33,5.36
1464118.57,30.61,4.84,256617.4,5.37
1464337.41,30.62,4.85,256592.96,5.37
1464261.16,30.63,4.85,256573.9,5.37
1463944.84,30.62,4.85,256356.2,5.36
1463680.28,30.62,4.85,256384.4,5.36
1463474.08,30.62,4.85,256577.97,5.37
1463701.6,30.63,4.86,256886.52,5.38
1463452.54,30.63,4.86,256872.27,5.38
1463246.34,30.64,4.86,256870.1,5.38
1462512.58,30.63,4.85,256125.57,5.36
1462788.86,30.63,4.86,256179.15,5.37
1462524.3,30.64,4.86,256160.32,5.37
1462291.76,30.64,4.86,256162.93,5.37
1462059.23,30.64,4.86,256165.54,5.37
1461794.67,30.64,4.87,256145.33,5.37
1461695.95,30.64,4.87,256124.24,5.37
1461619.7,30.65,4.87,256165.88,5.37
1461806.53,30.65,4.88,256179.72,5.37
1462138.82,30.66,4.89,256648.31,5.38
1461851.79,30.66,4.89,256628.72,5.38
1461573.55,30.66,4.89,256517.42,5.38
1461913.32,30.67,4.9,256514.46,5.38
1461929.85,30.67,4.9,256501.58,5.38
1461885.62,30.67,4.9,256511.54,5.38
1461809.36,30.68,4.91,256499.88,5.38
1461544.81,30.68,4.91,256567.3,5.39
1461697.68,30.68,4.91,260190.95,5.46
1461433.12,30.68,4.91,260148.1,5.46
1461230.26,30.68,4.91,260121.18,5.46
1461154.01,30.68,4.91,260097.68,5.46
1460921.48,30.69,4.91,260103.0,5.46
1460845.23,30.69,4.92,260074.53,5.46
1460558.2,30.69,4.92,260050.18,5.46
1460558.2,30.69,4.92,260182.14,5.47
1460488.66,30.69,4.92,259743.75,5.46
1460256.13,30.69,4.92,259746.35,5.46
1459991.57,30.7,4.92,259717.72,5.46
1459733.98,30.7,4.93,260107.92,5.47
1459657.73,30.7,4.93,260084.44,5.47
1459581.48,30.7,4.93,260125.84,5.47
1459581.48,30.7,4.93,260625.46,5.48
1459791.97,30.71,4.94,260631.02,5.48
1459527.41,30.71,4.94,260583.52,5.48
1459527.41,30.71,4.94,260583.52,5.48
1459655.11,30.72,4.95,260400.04,5.48
1459390.55,30.72,4.95,260373.68,5.48
1459016.83,30.72,4.95,260011.08,5.47
1458729.81,30.72,4.95,260024.67,5.48
1458497.27,30.72,4.95,260020.76,5.48
1458497.27,30.72,4.95,259954.74,5.48
1458479.11,30.72,4.95,260105.15,5.48
1458214.55,30.73,4.95,259986.58,5.48
1458196.39,30.73,4.96,260223.88,5.48
1457931.84,30.73,4.96,260195.26,5.48
1458110.3,30.74,4.96,260161.17,5.48
1457904.1,30.74,4.97,260155.76,5.49
1457639.55,30.74,4.97,260128.67,5.49
1457407.01,30.74,4.97,260128.48,5.49
1457142.45,30.74,4.97,259769.21,5.48
1457285.38,30.75,4.98,259555.98,5.48
1457512.9,30.76,4.99,259973.89,5.49
1457248.34,30.76,4.99,259946.75,5.49
1457042.15,30.76,4.99,260049.3,5.49
1457042.15,30.76,4.99,259896.57,5.49
1456809.61,30.77,4.99,259893.4,5.49
1456809.61,30.77,4.99,259867.6,5.49
1456809.61,30.77,4.99,260010.03,5.49
1457037.13,30.77,5.0,260094.43,5.49
1456772.57,30.77,5.0,260069.44,5.49
1456508.01,30.77,5.0,260118.16,5.5
1456243.46,30.78,5.0,260078.01,5.5
1456010.92,30.78,5.0,260073.85,5.5
1455852.61,30.78,5.0,260126.57,5.5
1455969.31,30.78,5.01,260094.5,5.5
1455704.75,30.78,5.01,260057.1,5.5
1455981.03,30.79,5.01,260056.88,5.5
1456208.55,30.8,5.02,260475.99,5.51
1456208.55,30.8,5.02,260494.37,5.51
1455976.02,30.8,5.02,260499.7,5.51
1455957.86,30.8,5.03,260650.11,5.51
1455957.86,30.8,5.03,261312.5,5.53
1455880.44,30.81,5.03,261259.08,5.53
1456379.24,30.82,5.04,261411.77,5.53
1456114.68,30.82,5.05,261377.23,5.53
1455750.97,30.82,5.04,261093.03,5.53
1455750.97,30.82,5.04,261076.41,5.53
1455486.41,30.82,5.04,261018.98,5.53
1455237.35,30.82,5.04,261003.67,5.53
1455161.09,30.82,5.05,260983.64,5.53
1455339.56,30.83,5.05,260958.62,5.53
1455075.0,30.83,5.05,260931.68,5.53
1454810.45,30.83,5.06,260907.06,5.53
1454545.89,30.83,5.06,260881.79,5.53
1455258.61,30.85,5.07,261412.24,5.54
1455009.54,30.85,5.07,261405.03,5.54
1454746.79,30.85,5.07,261383.76,5.54
1454728.63,30.86,5.08,261480.15,5.55
1454522.43,30.86,5.08,261356.94,5.54
1454731.78,30.87,5.09,261288.19,5.54
1454686.91,30.87,5.09,261267.49,5.54
1454897.4,30.88,5.1,261273.05,5.54
1454897.4,30.88,5.1,261251.07,5.54
1455173.68,30.88,5.1,261293.94,5.55
1455559.22,30.89,5.11,261732.96,5.55
1455326.68,30.89,5.11,261729.79,5.56
1455094.15,30.9,5.12,261727.18,5.56
1454887.95,30.9,5.12,261905.6,5.56
1455362.04,30.91,5.13,262015.34,5.57
1455638.32,30.92,5.14,262070.39,5.57
1455638.32,30.92,5.14,262208.96,5.57
1455373.76,30.92,5.14,262189.27,5.57
1455141.22,30.92,5.14,262194.59,5.57
1454935.03,30.92,5.14,262612.68,5.58
1454517.11,30.92,5.14,262204.1,5.57
1454517.11,30.92,5.14,262442.22,5.58
1454252.55,30.92,5.14,262417.75,5.58
1454371.09,30.93,5.15,262909.14,5.59
1454580.44,30.94,5.15,262840.4,5.59
1454331.38,30.94,5.15,262826.18,5.59
1454066.82,30.94,5.16,262799.04,5.59
1454066.82,30.94,5.16,263238.12,5.6
1454066.82,30.94,5.16,263212.89,5.6
1453779.8,30.94,5.16,263186.86,5.6
1453779.8,30.94,5.16,263125.29,5.6
1453406.08,30.93,5.15,262759.3,5.59
1453141.52,30.94,5.15,262687.29,5.59
1453433.3,30.94,5.16,262668.73,5.59
1453589.3,30.95,5.17,262650.84,5.59
1453324.74,30.95,5.17,262610.75,5.59
1453552.26,30.96,5.18,262937.19,5.6
1453730.72,30.97,5.18,262989.53,5.6
1453958.24,30.97,5.19,263073.93,5.6
1453415.71,30.97,5.18,262622.54,5.6
1453183.17,30.97,5.19,262625.15,5.6
1452918.61,30.97,5.19,262699.53,5.6
1452918.61,30.97,5.19,262699.53,5.6
1452654.05,30.97,5.19,262731.11,5.6
1452447.86,30.97,5.19,262725.5,5.6
1452320.71,30.97,5.19,262624.05,5.6
1452033.69,30.97,5.19,262594.07,5.6
1451801.15,30.98,5.19,262584.14,5.6
1451987.98,30.98,5.2,263048.8,5.61
1451987.98,30.98,5.2,263024.33,5.61
1451987.98,30.98,5.2,263403.71,5.62
1451709.73,30.98,5.2,263363.7,5.62
1451431.49,30.98,5.2,265193.64,5.66
1451355.24,30.99,5.21,265187.49,5.66
1451533.7,31.0,5.21,265171.72,5.66
1451327.51,31.0,5.21,265169.55,5.66
1451579.64,31.01,5.22,265561.73,5.67
1451373.44,31.01,5.22,265905.99,5.68
1451373.44,31.01,5.22,266171.24,5.69
1451140.9,31.01,5.22,266167.34,5.69
1451368.42,31.02,5.23,266584.34,5.7
1451540.83,31.03,5.24,266515.39,5.7
1451334.64,31.03,5.24,266420.68,5.7
1450837.23,31.02,5.23,265830.14,5.68
1450837.23,31.02,5.23,265950.64,5.69
1450631.03,31.02,5.24,265948.47,5.69
1450986.85,31.03,5.24,266211.67,5.69
1450722.29,31.03,5.25,266222.85,5.7
1450613.68,31.03,5.24,266447.73,5.7
1450792.14,31.04,5.25,266421.65,5.7
1450585.95,31.04,5.25,266350.58,5.7
1450903.91,31.05,5.26,266435.01,5.7
1450639.35,31.05,5.26,266397.63,5.7
1450374.79,31.05,5.26,266442.68,5.7
1450168.59,31.06,5.26,266807.38,5.71
1450168.59,31.06,5.26,266793.87,5.71
1449904.04,31.06,5.26,266771.31,5.71
1449639.48,31.06,5.27,266767.31,5.72
