ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ceb7-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_nodes,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ceb7-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpus,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ceb7-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpu_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ceb7-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-total_gpus,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ceb7-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-arrived_gpu_milli
1034,5303,1569810,6212,1569810
1035,5305,1570810,6212,1570810
1035,5305,1571810,6212,1571810
1035,5305,1572810,6212,1572810
1035,5305,1573270,6212,1573270
1035,5305,1574270,6212,1574270
1035,5305,1574740,6212,1574740
1035,5305,1575210,6212,1575210
1035,5305,1576210,6212,1576210
1035,5305,1577020,6212,1577020
1035,5305,1578020,6212,1578020
1035,5305,1578020,6212,1578020
1035,5305,1578830,6212,1578830
1035,5305,1579830,6212,1579830
1035,5305,1580830,6212,1580830
1035,5305,1581640,6212,1581640
1035,5305,1582640,6212,1582640
1035,5305,1583290,6212,1583290
1035,5305,1584290,6212,1584290
1036,5307,1584880,6212,1584880
1036,5307,1585880,6212,1585880
1037,5315,1586690,6212,1586690
1037,5315,1587690,6212,1587690
1037,5315,1587690,6212,1587690
1037,5315,1587690,6212,1587690
1037,5315,1587690,6212,1587690
1037,5315,1588160,6212,1588160
1038,5323,1588710,6212,1588710
1038,5323,1589300,6212,1589300
1038,5323,1590300,6212,1590300
1038,5323,1590300,6212,1590300
1038,5323,1590300,6212,1590300
1038,5323,1590770,6212,1590770
1038,5323,1591580,6212,1591580
1038,5323,1592580,6212,1592580
1038,5323,1593580,6212,1593580
1038,5323,1593810,6212,1593810
1038,5323,1594810,6212,1594810
1038,5323,1594810,6212,1594810
1039,5325,1594970,6212,1594970
1039,5325,1595440,6212,1595440
1039,5325,1595660,6212,1595660
1039,5325,1596660,6212,1596660
1039,5325,1597470,6212,1597470
1040,5327,1598280,6212,1598280
1041,5335,1599280,6212,1599280
1041,5335,1599930,6212,1599930
1041,5335,1599930,6212,1599930
1041,5335,1600930,6212,1600930
1041,5335,1600930,6212,1600930
1041,5335,1601930,6212,1601930
1042,5337,1602930,6212,1602930
1042,5337,1603930,6212,1603930
1042,5337,1603930,6212,1603930
1042,5337,1604930,6212,1604930
1042,5337,1605930,6212,1605930
1042,5337,1605930,6212,1605930
1042,5337,1606930,6212,1606930
1042,5337,1607930,6212,1607930
1042,5337,1608250,6212,1608250
1042,5337,1609250,6212,1609250
1043,5339,1610060,6212,1610060
1043,5339,1610870,6212,1610870
1043,5339,1611330,6212,1611330
1043,5339,1615330,6212,1615330
1044,5347,1616330,6212,1616330
1044,5347,1616330,6212,1616330
1044,5347,1616980,6212,1616980
1044,5347,1617980,6212,1617980
1044,5347,1617980,6212,1617980
1044,5347,1617980,6212,1617980
1044,5347,1618530,6212,1618530
1044,5347,1619530,6212,1619530
1044,5347,1619530,6212,1619530
1045,5349,1620180,6212,1620180
1045,5349,1621180,6212,1621180
1045,5349,1621660,6212,1621660
1045,5349,1622660,6212,1622660
1046,5357,1623660,6212,1623660
1047,5359,1624130,6212,1624130
1047,5359,1625130,6212,1625130
1047,5359,1626130,6212,1626130
1047,5359,1626600,6212,1626600
1047,5359,1626820,6212,1626820
1047,5359,1627630,6212,1627630
1047,5359,1628630,6212,1628630
1047,5359,1629100,6212,1629100
1047,5359,1629570,6212,1629570
1047,5359,1630570,6212,1630570
1047,5359,1630570,6212,1630570
1047,5359,1630890,6212,1630890
1048,5367,1631700,6212,1631700
1048,5367,1631860,6212,1631860
1048,5367,1632670,6212,1632670
1048,5367,1633670,6212,1633670
1049,5375,1634130,6212,1634130
1049,5375,1634130,6212,1634130
1049,5375,1635130,6212,1635130
1049,5375,1635780,6212,1635780
1049,5375,1636780,6212,1636780
1049,5375,1637590,6212,1637590
1050,5377,1638590,6212,1638590
1050,5377,1638590,6212,1638590
1050,5377,1639590,6212,1639590
1051,5385,1639590,6212,1639590
1051,5385,1639590,6212,1639590
1051,5385,1640590,6212,1640590
1051,5385,1641240,6212,1641240
1051,5385,1642240,6212,1642240
1052,5393,1643240,6212,1643240
1053,5401,1644240,6212,1644240
1053,5401,1645240,6212,1645240
1053,5401,1646240,6212,1646240
1053,5401,1646240,6212,1646240
1053,5401,1646710,6212,1646710
1053,5401,1647710,6212,1647710
1054,5409,1655710,6212,1655710
1055,5417,1656710,6212,1656710
1055,5417,1656710,6212,1656710
1055,5417,1656710,6212,1656710
1055,5417,1657030,6212,1657030
1055,5417,1658030,6212,1658030
1055,5417,1658030,6212,1658030
1055,5417,1659030,6212,1659030
1055,5417,1659030,6212,1659030
1056,5421,1660030,6212,1660030
1057,5423,1661030,6212,1661030
1057,5423,1661350,6212,1661350
1057,5423,1661460,6212,1661460
1057,5423,1662460,6212,1662460
1058,5431,1662780,6212,1662780
1058,5431,1663780,6212,1663780
1058,5431,1664250,6212,1664250
1058,5431,1665060,6212,1665060
1058,5431,1665060,6212,1665060
1058,5431,1666060,6212,1666060
1059,5433,1667060,6212,1667060
1060,5435,1667060,6212,1667060
1060,5435,1668060,6212,1668060
1060,5435,1669060,6212,1669060
1060,5435,1670060,6212,1670060
1060,5435,1670280,6212,1670280
1061,5437,1671280,6212,1671280
1062,5445,1672090,6212,1672090
1062,5445,1672560,6212,1672560
1062,5445,1673030,6212,1673030
1062,5445,1674030,6212,1674030
1062,5445,1675030,6212,1675030
1062,5445,1675680,6212,1675680
1063,5453,1676680,6212,1676680
1063,5453,1677680,6212,1677680
1064,5461,1678490,6212,1678490
1065,5469,1679490,6212,1679490
1065,5469,1679810,6212,1679810
1065,5469,1680130,6212,1680130
1065,5469,1681130,6212,1681130
1065,5469,1682130,6212,1682130
1065,5469,1683130,6212,1683130
1065,5469,1684130,6212,1684130
1065,5469,1684780,6212,1684780
1065,5469,1685250,6212,1685250
1065,5469,1686250,6212,1686250
1066,5477,1687250,6212,1687250
1066,5477,1688060,6212,1688060
1066,5477,1689060,6212,1689060
1066,5477,1690060,6212,1690060
1066,5477,1690870,6212,1690870
1067,5479,1691330,6212,1691330
1067,5479,1692330,6212,1692330
1067,5479,1693330,6212,1693330
1067,5479,1693800,6212,1693800
1068,5481,1694800,6212,1694800
1068,5481,1695610,6212,1695610
1068,5481,1696420,6212,1696420
1069,5489,1697420,6212,1697420
1069,5489,1697420,6212,1697420
1069,5489,1698420,6212,1698420
1069,5489,1699230,6212,1699230
1069,5489,1700230,6212,1700230
1069,5489,1700230,6212,1700230
1069,5489,1701230,6212,1701230
1069,5489,1702230,6212,1702230
1069,5489,1703230,6212,1703230
1069,5489,1703700,6212,1703700
1069,5489,1704700,6212,1704700
1069,5489,1705510,6212,1705510
1069,5489,1706160,6212,1706160
1069,5489,1706630,6212,1706630
1070,5490,1706950,6212,1706950
1070,5490,1707950,6212,1707950
1070,5490,1708950,6212,1708950
1071,5498,1709950,6212,1709950
1071,5498,1709950,6212,1709950
1071,5498,1710420,6212,1710420
1071,5498,1710420,6212,1710420
1071,5498,1711420,6212,1711420
1072,5506,1712420,6212,1712420
1073,5514,1713230,6212,1713230
1073,5514,1714230,6212,1714230
1073,5514,1715230,6212,1715230
1074,5522,1716230,6212,1716230
1074,5522,1716700,6212,1716700
1074,5522,1717700,6212,1717700
1074,5522,1718020,6212,1718020
1074,5522,1719020,6212,1719020
1074,5522,1720020,6212,1720020
1075,5526,1720020,6212,1720020
1075,5526,1720490,6212,1720490
1075,5526,1721300,6212,1721300
1075,5526,1721300,6212,1721300
1076,5534,1722300,6212,1722300
1076,5534,1722770,6212,1722770
1076,5534,1723000,6212,1723000
1076,5534,1723470,6212,1723470
1076,5534,1723470,6212,1723470
1076,5534,1724470,6212,1724470
1076,5534,1724930,6212,1724930
1076,5534,1725400,6212,1725400
1076,5534,1726400,6212,1726400
1076,5534,1726860,6212,1726860
1076,5534,1727670,6212,1727670
1076,5534,1727670,6212,1727670
1076,5534,1728670,6212,1728670
1077,5542,1729670,6212,1729670
1078,5550,1730670,6212,1730670
1079,5552,1731670,6212,1731670
1079,5552,1732670,6212,1732670
1079,5552,1732670,6212,1732670
1079,5552,1732670,6212,1732670
1079,5552,1733140,6212,1733140
1079,5552,1733140,6212,1733140
1079,5552,1733950,6212,1733950
1079,5552,1734950,6212,1734950
1079,5552,1735950,6212,1735950
1079,5552,1736760,6212,1736760
1079,5552,1737230,6212,1737230
1079,5552,1738040,6212,1738040
1079,5552,1739040,6212,1739040
1079,5552,1740040,6212,1740040
1079,5552,1740690,6212,1740690
1079,5552,1741690,6212,1741690
1079,5552,1741690,6212,1741690
1079,5552,1742690,6212,1742690
1079,5552,1743690,6212,1743690
1079,5552,1744690,6212,1744690
1079,5552,1745010,6212,1745010
1080,5560,1745330,6212,1745330
1080,5560,1746330,6212,1746330
1080,5560,1747330,6212,1747330
1081,5568,1748330,6212,1748330
1082,5570,1749330,6212,1749330
1082,5570,1750140,6212,1750140
1082,5570,1750140,6212,1750140
1082,5570,1750610,6212,1750610
1082,5570,1751610,6212,1751610
1082,5570,1752610,6212,1752610
1082,5570,1752930,6212,1752930
1082,5570,1753930,6212,1753930
1082,5570,1754400,6212,1754400
1082,5570,1755210,6212,1755210
1082,5570,1755530,6212,1755530
1082,5570,1755530,6212,1755530
1082,5570,1755530,6212,1755530
1082,5570,1755530,6212,1755530
1082,5570,1756530,6212,1756530
1082,5570,1757530,6212,1757530
1082,5570,1758340,6212,1758340
1082,5570,1758340,6212,1758340
1082,5570,1759150,6212,1759150
1082,5570,1759150,6212,1759150
1082,5570,1759620,6212,1759620
1082,5570,1759620,6212,1759620
1082,5570,1760620,6212,1760620
1082,5570,1761620,6212,1761620
1082,5570,1761620,6212,1761620
1082,5570,1762430,6212,1762430
1082,5570,1762900,6212,1762900
1082,5570,1763900,6212,1763900
1082,5570,1764490,6212,1764490
1082,5570,1764810,6212,1764810
1082,5570,1764810,6212,1764810
1082,5570,1765810,6212,1765810
1082,5570,1766810,6212,1766810
1082,5570,1767810,6212,1767810
1082,5570,1768810,6212,1768810
1082,5570,1769360,6212,1769360
1082,5570,1769360,6212,1769360
1082,5570,1770360,6212,1770360
1082,5570,1771360,6212,1771360
1082,5570,1771360,6212,1771360
1082,5570,1771360,6212,1771360
1082,5570,1771910,6212,1771910
1083,5578,1772910,6212,1772910
1084,5586,1773910,6212,1773910
1084,5586,1774910,6212,1774910
1084,5586,1775130,6212,1775130
1084,5586,1775590,6212,1775590
1084,5586,1776590,6212,1776590
1084,5586,1777180,6212,1777180
1084,5586,1778180,6212,1778180
1084,5586,1779180,6212,1779180
1084,5586,1780180,6212,1780180
1085,5588,1781180,6212,1781180
1085,5588,1782180,6212,1782180
1085,5588,1782500,6212,1782500
1085,5588,1782500,6212,1782500
1086,5590,1783090,6212,1783090
1086,5590,1783090,6212,1783090
1086,5590,1783090,6212,1783090
1086,5590,1783090,6212,1783090
1086,5590,1783560,6212,1783560
1086,5590,1784560,6212,1784560
1086,5590,1785370,6212,1785370
1086,5590,1785370,6212,1785370
1086,5590,1785690,6212,1785690
1087,5598,1786690,6212,1786690
1087,5598,1787690,6212,1787690
1087,5598,1788690,6212,1788690
1087,5598,1789690,6212,1789690
1087,5598,1790500,6212,1790500
1087,5598,1791500,6212,1791500
1087,5598,1792500,6212,1792500
1088,5600,1793500,6212,1793500
1088,5600,1794500,6212,1794500
1088,5600,1795500,6212,1795500
1088,5600,1796050,6212,1796050
1089,5602,1796860,6212,1796860
1089,5602,1796860,6212,1796860
1090,5604,1797860,6212,1797860
1090,5604,1797860,6212,1797860
1090,5604,1798860,6212,1798860
1090,5604,1799860,6212,1799860
1090,5604,1800510,6212,1800510
1090,5604,1800510,6212,1800510
1090,5604,1801510,6212,1801510
1090,5604,1802510,6212,1802510
1090,5604,1802510,6212,1802510
1090,5604,1803320,6212,1803320
1091,5612,1803320,6212,1803320
1091,5612,1804320,6212,1804320
1091,5612,1804640,6212,1804640
1091,5612,1805640,6212,1805640
1092,5613,1806640,6212,1806640
1093,5621,1814640,6212,1814640
1093,5621,1815640,6212,1815640
1093,5621,1816290,6212,1816290
1093,5621,1817290,6212,1817290
1093,5621,1817290,6212,1817290
1093,5621,1818290,6212,1818290
1093,5621,1819290,6212,1819290
1093,5621,1820290,6212,1820290
1093,5621,1821290,6212,1821290
1093,5621,1821290,6212,1821290
1093,5621,1822100,6212,1822100
1093,5621,1823100,6212,1823100
1094,5629,1824100,6212,1824100
1094,5629,1825100,6212,1825100
1094,5629,1825450,6212,1825450
1094,5629,1825920,6212,1825920
1094,5629,1826920,6212,1826920
1094,5629,1827240,6212,1827240
1094,5629,1827890,6212,1827890
1094,5629,1828210,6212,1828210
1094,5629,1829210,6212,1829210
1094,5629,1830210,6212,1830210
1094,5629,1830580,6212,1830580
1094,5629,1831050,6212,1831050
1094,5629,1832050,6212,1832050
1094,5629,1832640,6212,1832640
1095,5637,1833450,6212,1833450
1095,5637,1833450,6212,1833450
1095,5637,1834450,6212,1834450
1095,5637,1835450,6212,1835450
1095,5637,1836450,6212,1836450
1095,5637,1837260,6212,1837260
1095,5637,1838260,6212,1838260
1095,5637,1839260,6212,1839260
1095,5637,1840260,6212,1840260
1095,5637,1840910,6212,1840910
1095,5637,1841910,6212,1841910
1095,5637,1842910,6212,1842910
1095,5637,1843910,6212,1843910
1095,5637,1844380,6212,1844380
1095,5637,1845380,6212,1845380
1095,5637,1846380,6212,1846380
1096,5645,1847380,6212,1847380
1096,5645,1847380,6212,1847380
1096,5645,1848380,6212,1848380
1097,5646,1849190,6212,1849190
1097,5646,1850190,6212,1850190
1097,5646,1851000,6212,1851000
1097,5646,1851810,6212,1851810
1097,5646,1851810,6212,1851810
1097,5646,1852810,6212,1852810
1097,5646,1853810,6212,1853810
1097,5646,1854460,6212,1854460
1097,5646,1855460,6212,1855460
1097,5646,1856270,6212,1856270
1097,5646,1856740,6212,1856740
1097,5646,1857060,6212,1857060
1097,5646,1857290,6212,1857290
1098,5648,1858290,6212,1858290
1099,5656,1859290,6212,1859290
1099,5656,1860100,6212,1860100
1099,5656,1861100,6212,1861100
1099,5656,1861910,6212,1861910
1099,5656,1861910,6212,1861910
1099,5656,1862910,6212,1862910
1099,5656,1863560,6212,1863560
1099,5656,1863560,6212,1863560
1099,5656,1863560,6212,1863560
1099,5656,1864030,6212,1864030
1100,5664,1864490,6212,1864490
1100,5664,1864810,6212,1864810
1100,5664,1865810,6212,1865810
1100,5664,1866620,6212,1866620
1100,5664,1867620,6212,1867620
1100,5664,1868090,6212,1868090
1100,5664,1869090,6212,1869090
1100,5664,1869740,6212,1869740
1100,5664,1870740,6212,1870740
1100,5664,1871740,6212,1871740
1100,5664,1872740,6212,1872740
1100,5664,1873550,6212,1873550
1100,5664,1874360,6212,1874360
1101,5666,1875360,6212,1875360
1101,5666,1876360,6212,1876360
1102,5668,1876690,6212,1876690
1102,5668,1877690,6212,1877690
1102,5668,1878690,6212,1878690
1102,5668,1879690,6212,1879690
1102,5668,1879690,6212,1879690
1102,5668,1880690,6212,1880690
1102,5668,1881690,6212,1881690
1102,5668,1882500,6212,1882500
1102,5668,1883500,6212,1883500
1102,5668,1884500,6212,1884500
1102,5668,1884660,6212,1884660
1102,5668,1885660,6212,1885660
1102,5668,1886470,6212,1886470
1102,5668,1887470,6212,1887470
1102,5668,1887470,6212,1887470
1102,5668,1888470,6212,1888470
1102,5668,1889470,6212,1889470
1102,5668,1890470,6212,1890470
1102,5668,1891470,6212,1891470
1102,5668,1891470,6212,1891470
1102,5668,1891790,6212,1891790
1102,5668,1892110,6212,1892110
1103,5670,1893110,6212,1893110
1104,5678,1893110,6212,1893110
1104,5678,1893110,6212,1893110
1105,5686,1893330,6212,1893330
1105,5686,1893920,6212,1893920
1105,5686,1894920,6212,1894920
1105,5686,1895920,6212,1895920
1105,5686,1896730,6212,1896730
1105,5686,1897380,6212,1897380
1105,5686,1898030,6212,1898030
1105,5686,1898840,6212,1898840
1105,5686,1898840,6212,1898840
1106,5688,1899840,6212,1899840
1106,5688,1900840,6212,1900840
1106,5688,1901310,6212,1901310
1106,5688,1902120,6212,1902120
1106,5688,1902120,6212,1902120
1106,5688,1902350,6212,1902350
1107,5690,1903350,6212,1903350
1107,5690,1903350,6212,1903350
1107,5690,1904160,6212,1904160
1107,5690,1905160,6212,1905160
1107,5690,1905640,6212,1905640
1107,5690,1906100,6212,1906100
1107,5690,1906910,6212,1906910
1107,5690,1907720,6212,1907720
1108,5698,1908530,6212,1908530
1108,5698,1909530,6212,1909530
1109,5706,1910530,6212,1910530
1109,5706,1911530,6212,1911530
1109,5706,1912530,6212,1912530
1110,5707,1913530,6212,1913530
1110,5707,1914530,6212,1914530
1111,5715,1914690,6212,1914690
1111,5715,1915500,6212,1915500
1112,5719,1916500,6212,1916500
1112,5719,1916960,6212,1916960
1112,5719,1917960,6212,1917960
1112,5719,1918960,6212,1918960
1112,5719,1919960,6212,1919960
1112,5719,1920550,6212,1920550
1112,5719,1921550,6212,1921550
1113,5721,1922360,6212,1922360
1113,5721,1923360,6212,1923360
1113,5721,1923590,6212,1923590
1113,5721,1923590,6212,1923590
1113,5721,1923910,6212,1923910
1113,5721,1924720,6212,1924720
1113,5721,1925720,6212,1925720
1113,5721,1926040,6212,1926040
1114,5723,1926410,6212,1926410
1114,5723,1926730,6212,1926730
1114,5723,1926730,6212,1926730
1114,5723,1926730,6212,1926730
1114,5723,1927200,6212,1927200
1114,5723,1927200,6212,1927200
1114,5723,1928200,6212,1928200
1114,5723,1929200,6212,1929200
1114,5723,1930200,6212,1930200
1114,5723,1930670,6212,1930670
1114,5723,1931670,6212,1931670
1114,5723,1932140,6212,1932140
1114,5723,1933140,6212,1933140
1114,5723,1934140,6212,1934140
1114,5723,1934610,6212,1934610
1114,5723,1935610,6212,1935610
1115,5725,1936610,6212,1936610
1115,5725,1937610,6212,1937610
1115,5725,1938610,6212,1938610
1115,5725,1938610,6212,1938610
1115,5725,1938610,6212,1938610
1115,5725,1939610,6212,1939610
1115,5725,1940260,6212,1940260
1116,5733,1941260,6212,1941260
1116,5733,1942260,6212,1942260
1116,5733,1943260,6212,1943260
1116,5733,1943260,6212,1943260
1116,5733,1943260,6212,1943260
1116,5733,1943260,6212,1943260
1116,5733,1944070,6212,1944070
1116,5733,1944530,6212,1944530
1116,5733,1945340,6212,1945340
1116,5733,1946340,6212,1946340
1116,5733,1947340,6212,1947340
1116,5733,1947930,6212,1947930
1116,5733,1948400,6212,1948400
1116,5733,1948400,6212,1948400
1116,5733,1948860,6212,1948860
1117,5734,1949670,6212,1949670
1117,5734,1950670,6212,1950670
1117,5734,1951140,6212,1951140
1118,5736,1951950,6212,1951950
1118,5736,1952950,6212,1952950
1118,5736,1953950,6212,1953950
1118,5736,1954950,6212,1954950
1118,5736,1955420,6212,1955420
1118,5736,1956420,6212,1956420
1118,5736,1957420,6212,1957420
1118,5736,1958070,6212,1958070
1118,5736,1959070,6212,1959070
1119,5744,1960070,6212,1960070
1119,5744,1960530,6212,1960530
1119,5744,1961530,6212,1961530
1119,5744,1962000,6212,1962000
1120,5752,1962230,6212,1962230
1120,5752,1962880,6212,1962880
1120,5752,1963880,6212,1963880
1121,5754,1964880,6212,1964880
1121,5754,1965530,6212,1965530
1121,5754,1966340,6212,1966340
1121,5754,1967340,6212,1967340
1122,5762,1975340,6212,1975340
1122,5762,1976150,6212,1976150
1123,5764,1976800,6212,1976800
1123,5764,1977800,6212,1977800
1124,5766,1978800,6212,1978800
1124,5766,1979610,6212,1979610
1124,5766,1979840,6212,1979840
1124,5766,1980840,6212,1980840
1124,5766,1981650,6212,1981650
1125,5774,1989650,6212,1989650
1125,5774,1990650,6212,1990650
1125,5774,1991460,6212,1991460
1126,5776,1992460,6212,1992460
1126,5776,1992930,6212,1992930
1126,5776,1993740,6212,1993740
1126,5776,1994550,6212,1994550
1127,5778,1995200,6212,1995200
1127,5778,1996200,6212,1996200
1127,5778,1997200,6212,1997200
1127,5778,1998200,6212,1998200
1127,5778,1998430,6212,1998430
1127,5778,1999430,6212,1999430
1127,5778,2000430,6212,2000430
1127,5778,2000890,6212,2000890
1127,5778,2001360,6212,2001360
1127,5778,2002360,6212,2002360
1128,5782,2003360,6212,2003360
1128,5782,2003630,6212,2003630
1128,5782,2003630,6212,2003630
1128,5782,2004630,6212,2004630
1129,5784,2004740,6212,2004740
1129,5784,2004740,6212,2004740
1129,5784,2005740,6212,2005740
1129,5784,2006740,6212,2006740
1129,5784,2007740,6212,2007740
1129,5784,2008210,6212,2008210
1129,5784,2009210,6212,2009210
1129,5784,2010020,6212,2010020
1129,5784,2011020,6212,2011020
1129,5784,2011830,6212,2011830
1129,5784,2012640,6212,2012640
1129,5784,2013640,6212,2013640
1129,5784,2014640,6212,2014640
1129,5784,2014960,6212,2014960
1129,5784,2014960,6212,2014960
1129,5784,2015960,6212,2015960
1129,5784,2016430,6212,2016430
1129,5784,2017430,6212,2017430
1129,5784,2018430,6212,2018430
1130,5792,2019240,6212,2019240
1130,5792,2019240,6212,2019240
1130,5792,2020240,6212,2020240
1130,5792,2021240,6212,2021240
1130,5792,2021240,6212,2021240
1131,5794,2022240,6212,2022240
1132,5802,2023240,6212,2023240
1132,5802,2024240,6212,2024240
1132,5802,2024240,6212,2024240
1132,5802,2025050,6212,2025050
1132,5802,2026050,6212,2026050
1132,5802,2027050,6212,2027050
1132,5802,2028050,6212,2028050
1133,5810,2029050,6212,2029050
1133,5810,2029700,6212,2029700
1134,5818,2030700,6212,2030700
1134,5818,2031700,6212,2031700
1134,5818,2032700,6212,2032700
1134,5818,2033700,6212,2033700
1134,5818,2033700,6212,2033700
1134,5818,2034510,6212,2034510
1134,5818,2035100,6212,2035100
1134,5818,2036100,6212,2036100
1134,5818,2037100,6212,2037100
1134,5818,2038100,6212,2038100
1134,5818,2038650,6212,2038650
1134,5818,2039650,6212,2039650
1134,5818,2040650,6212,2040650
1134,5818,2041650,6212,2041650
1134,5818,2041650,6212,2041650
1134,5818,2042460,6212,2042460
1134,5818,2043270,6212,2043270
1134,5818,2043740,6212,2043740
1134,5818,2044740,6212,2044740
1134,5818,2045740,6212,2045740
1134,5818,2046210,6212,2046210
1134,5818,2046670,6212,2046670
1135,5826,2047480,6212,2047480
1135,5826,2047950,6212,2047950
1135,5826,2048420,6212,2048420
1135,5826,2049420,6212,2049420
1135,5826,2049890,6212,2049890
1135,5826,2050890,6212,2050890
1135,5826,2051360,6212,2051360
1135,5826,2051360,6212,2051360
1135,5826,2052360,6212,2052360
1135,5826,2052360,6212,2052360
1135,5826,2053360,6212,2053360
1135,5826,2054360,6212,2054360
1135,5826,2055170,6212,2055170
1135,5826,2056170,6212,2056170
1135,5826,2056650,6212,2056650
1136,5828,2057120,6212,2057120
1137,5830,2057120,6212,2057120
1137,5830,2058120,6212,2058120
1137,5830,2058120,6212,2058120
1137,5830,2062120,6212,2062120
1137,5830,2062120,6212,2062120
1137,5830,2062580,6212,2062580
1137,5830,2063580,6212,2063580
1137,5830,2064580,6212,2064580
1137,5830,2065050,6212,2065050
1137,5830,2065700,6212,2065700
1137,5830,2066700,6212,2066700
1137,5830,2067700,6212,2067700
1137,5830,2068170,6212,2068170
1137,5830,2068980,6212,2068980
1137,5830,2068980,6212,2068980
1137,5830,2069790,6212,2069790
1137,5830,2069790,6212,2069790
1137,5830,2070260,6212,2070260
1137,5830,2071070,6212,2071070
1137,5830,2072070,6212,2072070
1137,5830,2072880,6212,2072880
1137,5830,2073350,6212,2073350
1137,5830,2073820,6212,2073820
1137,5830,2074820,6212,2074820
1137,5830,2075820,6212,2075820
1137,5830,2076820,6212,2076820
1137,5830,2077290,6212,2077290
1137,5830,2077290,6212,2077290
1137,5830,2077610,6212,2077610
1137,5830,2078080,6212,2078080
1137,5830,2078550,6212,2078550
1138,5834,2079360,6212,2079360
1138,5834,2079820,6212,2079820
1138,5834,2080630,6212,2080630
1138,5834,2081180,6212,2081180
1138,5834,2082180,6212,2082180
1138,5834,2083180,6212,2083180
1138,5834,2084180,6212,2084180
1139,5842,2085180,6212,2085180
1139,5842,2085990,6212,2085990
1139,5842,2085990,6212,2085990
1139,5842,2086100,6212,2086100
1140,5850,2086570,6212,2086570
1140,5850,2087570,6212,2087570
1140,5850,2088570,6212,2088570
1140,5850,2089220,6212,2089220
1140,5850,2090220,6212,2090220
1140,5850,2090220,6212,2090220
1140,5850,2090220,6212,2090220
1140,5850,2090330,6212,2090330
1140,5850,2091140,6212,2091140
1140,5850,2091360,6212,2091360
1140,5850,2092360,6212,2092360
1140,5850,2092360,6212,2092360
1140,5850,2092830,6212,2092830
1140,5850,2093300,6212,2093300
1140,5850,2094300,6212,2094300
1140,5850,2095300,6212,2095300
1140,5850,2096300,6212,2096300
1140,5850,2097300,6212,2097300
1140,5850,2098300,6212,2098300
1141,5852,2099110,6212,2099110
1141,5852,2100110,6212,2100110
1141,5852,2101110,6212,2101110
1141,5852,2101270,6212,2101270
1141,5852,2101740,6212,2101740
1141,5852,2102740,6212,2102740
1142,5860,2102740,6212,2102740
1142,5860,2103740,6212,2103740
1142,5860,2104390,6212,2104390
1142,5860,2105200,6212,2105200
1143,5862,2106200,6212,2106200
1143,5862,2107200,6212,2107200
1143,5862,2108200,6212,2108200
1143,5862,2109200,6212,2109200
1143,5862,2110200,6212,2110200
1143,5862,2111010,6212,2111010
1143,5862,2111480,6212,2111480
1143,5862,2112130,6212,2112130
1143,5862,2112680,6212,2112680
1143,5862,2112910,6212,2112910
1143,5862,2113910,6212,2113910
1143,5862,2114910,6212,2114910
1144,5870,2122910,6212,2122910
1144,5870,2123720,6212,2123720
1144,5870,2124720,6212,2124720
1144,5870,2125720,6212,2125720
1144,5870,2125720,6212,2125720
1144,5870,2126720,6212,2126720
1144,5870,2127720,6212,2127720
1145,5872,2128720,6212,2128720
1145,5872,2129190,6212,2129190
1145,5872,2130190,6212,2130190
1145,5872,2130510,6212,2130510
1145,5872,2131510,6212,2131510
1145,5872,2132510,6212,2132510
1145,5872,2132980,6212,2132980
1145,5872,2133980,6212,2133980
1145,5872,2134980,6212,2134980
1145,5872,2135790,6212,2135790
1146,5880,2136790,6212,2136790
1146,5880,2137790,6212,2137790
1146,5880,2138260,6212,2138260
1146,5880,2138260,6212,2138260
1146,5880,2138850,6212,2138850
1146,5880,2139850,6212,2139850
1146,5880,2140320,6212,2140320
1146,5880,2140320,6212,2140320
1146,5880,2141320,6212,2141320
1146,5880,2141910,6212,2141910
1146,5880,2142560,6212,2142560
1146,5880,2143370,6212,2143370
1146,5880,2143530,6212,2143530
1146,5880,2144180,6212,2144180
1146,5880,2144180,6212,2144180
1146,5880,2144410,6212,2144410
1146,5880,2145410,6212,2145410
1146,5880,2145410,6212,2145410
1146,5880,2146410,6212,2146410
1146,5880,2146880,6212,2146880
1146,5880,2147880,6212,2147880
1146,5880,2148880,6212,2148880
1147,5882,2149350,6212,2149350
1147,5882,2149670,6212,2149670
1147,5882,2149900,6212,2149900
1147,5882,2149900,6212,2149900
1147,5882,2150370,6212,2150370
1147,5882,2150370,6212,2150370
1147,5882,2151370,6212,2151370
1147,5882,2151530,6212,2151530
1147,5882,2152530,6212,2152530
1147,5882,2152690,6212,2152690
1147,5882,2153340,6212,2153340
1147,5882,2154340,6212,2154340
1147,5882,2154340,6212,2154340
1147,5882,2155150,6212,2155150
