ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e6a1-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-used_nodes,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e6a1-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-used_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e6a1-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-used_gpu_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e6a1-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-total_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e6a1-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-arrived_gpu_milli
699,2100,1822270,6212,1853480
699,2100,1823270,6212,1854480
699,2100,1823270,6212,1854480
700,2108,1824080,6212,1855290
700,2108,1824550,6212,1855760
700,2108,1825550,6212,1856760
700,2108,1825550,6212,1857760
700,2108,1826550,6212,1858760
700,2108,1827020,6212,1859230
700,2108,1827570,6212,1859780
700,2108,1827570,6212,1859780
700,2108,1828570,6212,1860780
700,2108,1829570,6212,1861780
700,2108,1830570,6212,1862780
700,2108,1830570,6212,1862780
701,2116,1831570,6212,1863780
701,2116,1831570,6212,1864780
701,2116,1832570,6212,1865780
701,2116,1833380,6212,1866590
701,2116,1834380,6212,1867590
701,2116,1835380,6212,1868590
701,2116,1835850,6212,1869060
701,2116,1835850,6212,1869060
701,2116,1836320,6212,1869530
701,2116,1837320,6212,1870530
701,2116,1838320,6212,1871530
702,2124,1839320,6212,1872530
702,2124,1839320,6212,1872530
702,2124,1840320,6212,1873530
702,2124,1841320,6212,1874530
702,2124,1841320,6212,1874530
702,2124,1842320,6212,1875530
702,2124,1842320,6212,1876340
702,2124,1842480,6212,1876500
702,2124,1842950,6212,1876970
702,2124,1842950,6212,1876970
702,2124,1842950,6212,1877970
702,2124,1843420,6212,1878440
702,2124,1843420,6212,1878910
702,2124,1843420,6212,1878910
702,2124,1843580,6212,1879070
702,2124,1843900,6212,1879390
702,2124,1844900,6212,1880390
703,2132,1845900,6212,1881390
703,2132,1845900,6212,1881390
703,2132,1846900,6212,1882390
703,2132,1847900,6212,1883390
703,2132,1848900,6212,1884390
703,2132,1849900,6212,1885390
703,2132,1850900,6212,1886390
703,2132,1851900,6212,1887390
703,2132,1852710,6212,1888200
703,2132,1852710,6212,1888200
703,2132,1853180,6212,1888670
704,2140,1854180,6212,1889670
704,2140,1854730,6212,1890220
704,2140,1854730,6212,1890220
704,2140,1855540,6212,1891030
704,2140,1855540,6212,1891030
704,2140,1856540,6212,1892030
704,2140,1856540,6212,1892840
704,2140,1856770,6212,1893070
704,2140,1857580,6212,1893880
704,2140,1858580,6212,1894880
704,2140,1859580,6212,1895880
704,2140,1859580,6212,1895880
704,2140,1860580,6212,1896880
704,2140,1861580,6212,1897880
705,2148,1862580,6212,1898880
705,2148,1862580,6212,1898880
705,2148,1863390,6212,1899690
705,2148,1863710,6212,1900010
705,2148,1864710,6212,1901010
705,2148,1864710,6212,1901010
705,2148,1865710,6212,1902010
705,2148,1865710,6212,1902480
705,2148,1865710,6212,1902480
705,2148,1866710,6212,1903480
705,2148,1867710,6212,1904480
705,2148,1868030,6212,1904800
705,2148,1868490,6212,1905260
705,2148,1868490,6212,1905260
705,2148,1869490,6212,1906260
705,2148,1870490,6212,1907260
705,2148,1870490,6212,1908260
706,2156,1871490,6212,1909260
706,2156,1871960,6212,1909730
706,2156,1872960,6212,1910730
706,2156,1873770,6212,1911540
706,2156,1874770,6212,1912540
706,2156,1875770,6212,1913540
706,2156,1876770,6212,1914540
706,2156,1876770,6212,1915350
706,2156,1877770,6212,1916350
707,2164,1878770,6212,1917350
707,2164,1879770,6212,1918350
707,2164,1880770,6212,1919350
707,2164,1880770,6212,1920000
707,2164,1881580,6212,1920810
707,2164,1882050,6212,1921280
708,2172,1883050,6212,1922280
708,2172,1883210,6212,1922440
708,2172,1883210,6212,1922440
708,2172,1884210,6212,1923440
708,2172,1885210,6212,1924440
708,2172,1885680,6212,1924910
708,2172,1886030,6212,1925260
708,2172,1886500,6212,1925730
708,2172,1887500,6212,1926730
708,2172,1888310,6212,1927540
708,2172,1888780,6212,1928010
708,2172,1889780,6212,1929010
708,2172,1890330,6212,1929560
708,2172,1890330,6212,1930030
708,2172,1890330,6212,1931030
708,2172,1891330,6212,1932030
708,2172,1892330,6212,1933030
708,2172,1893330,6212,1934030
709,2180,1894330,6212,1935030
709,2180,1895140,6212,1935840
709,2180,1895470,6212,1936170
709,2180,1896120,6212,1936820
709,2180,1897120,6212,1937820
709,2180,1897930,6212,1938630
709,2180,1897930,6212,1938630
710,2188,1898930,6212,1939630
710,2188,1899930,6212,1940630
710,2188,1900090,6212,1940790
710,2188,1900550,6212,1941250
710,2188,1901550,6212,1942250
710,2188,1902550,6212,1943250
710,2188,1903550,6212,1944250
710,2188,1903870,6212,1944570
710,2188,1904190,6212,1944890
710,2188,1904840,6212,1945540
710,2188,1905070,6212,1945770
710,2188,1905720,6212,1946420
710,2188,1906720,6212,1947420
710,2188,1907720,6212,1948420
710,2188,1908530,6212,1949230
710,2188,1908530,6212,1950230
710,2188,1909530,6212,1951230
710,2188,1909530,6212,1951230
711,2196,1910530,6212,1952230
711,2196,1911530,6212,1953230
711,2196,1912000,6212,1953700
711,2196,1913000,6212,1954700
711,2196,1914000,6212,1955700
711,2196,1914810,6212,1956510
711,2196,1915280,6212,1956980
711,2196,1916280,6212,1957980
711,2196,1917280,6212,1958980
712,2204,1918280,6212,1959980
712,2204,1919280,6212,1960980
712,2204,1919280,6212,1960980
712,2204,1920090,6212,1961790
712,2204,1921090,6212,1962790
712,2204,1921560,6212,1963260
712,2204,1922370,6212,1964070
712,2204,1923370,6212,1965070
712,2204,1924370,6212,1966070
712,2204,1924690,6212,1966390
713,2212,1925500,6212,1967200
714,2220,1926500,6212,1968200
714,2220,1926970,6212,1968670
714,2220,1927970,6212,1969670
714,2220,1927970,6212,1970670
714,2220,1928780,6212,1971480
714,2220,1928780,6212,1971950
714,2220,1929780,6212,1972950
714,2220,1930780,6212,1973950
714,2220,1931780,6212,1974950
714,2220,1932780,6212,1975950
714,2220,1933250,6212,1976420
714,2220,1934250,6212,1977420
714,2220,1934620,6212,1977790
714,2220,1935430,6212,1978600
714,2220,1935430,6212,1978600
714,2220,1935430,6212,1978600
714,2220,1936430,6212,1979600
714,2220,1936900,6212,1980070
714,2220,1937060,6212,1980230
714,2220,1938060,6212,1981230
714,2220,1939060,6212,1982230
714,2220,1940060,6212,1983230
715,2228,1940870,6212,1984040
715,2228,1940870,6212,1985040
715,2228,1941870,6212,1986040
715,2228,1942870,6212,1987040
715,2228,1943100,6212,1987270
715,2228,1944100,6212,1988270
716,2236,1952100,6212,1996270
716,2236,1953100,6212,1997270
716,2236,1954100,6212,1998270
716,2236,1954100,6212,1998270
716,2236,1954100,6212,1998270
716,2236,1955100,6212,1999270
716,2236,1955570,6212,1999740
716,2236,1955570,6212,2000740
717,2244,1956570,6212,2001740
717,2244,1957570,6212,2002740
717,2244,1958380,6212,2003550
717,2244,1959190,6212,2004360
717,2244,1960190,6212,2005360
717,2244,1960190,6212,2005360
717,2244,1961190,6212,2006360
717,2244,1962190,6212,2007360
717,2244,1963000,6212,2008170
718,2252,1965000,6212,2010170
718,2252,1966000,6212,2011170
718,2252,1966230,6212,2011400
718,2252,1966230,6212,2011400
718,2252,1967230,6212,2012400
718,2252,1968230,6212,2013400
718,2252,1969230,6212,2014400
718,2252,1969230,6212,2014720
718,2252,1969820,6212,2015310
718,2252,1970820,6212,2016310
719,2260,1971290,6212,2016780
719,2260,1971290,6212,2016780
719,2260,1972290,6212,2017780
719,2260,1973290,6212,2018780
719,2260,1974290,6212,2019780
719,2260,1974610,6212,2020100
719,2260,1975610,6212,2021100
719,2260,1976610,6212,2022100
719,2260,1977610,6212,2023100
719,2260,1978080,6212,2023570
719,2260,1979080,6212,2024570
719,2260,1979080,6212,2024570
720,2268,1980080,6212,2025570
720,2268,1981080,6212,2026570
720,2268,1981890,6212,2027380
720,2268,1982890,6212,2028380
720,2268,1982890,6212,2028380
720,2268,1983890,6212,2029380
720,2268,1984890,6212,2030380
720,2268,1985540,6212,2031030
720,2268,1986540,6212,2032030
720,2268,1986540,6212,2033030
720,2268,1986540,6212,2033680
720,2268,1986860,6212,2034000
721,2276,1987670,6212,2034810
721,2276,1988480,6212,2035620
721,2276,1988480,6212,2036210
721,2276,1989290,6212,2037020
721,2276,1989840,6212,2037570
721,2276,1990840,6212,2038570
721,2276,1990840,6212,2039040
721,2276,1991310,6212,2039510
721,2276,1992310,6212,2040510
721,2276,1992780,6212,2040980
721,2276,1993430,6212,2041630
722,2284,1994240,6212,2042440
722,2284,1995050,6212,2043250
722,2284,1995370,6212,2043570
722,2284,1996370,6212,2044570
722,2284,1997370,6212,2045570
722,2284,1998370,6212,2046570
722,2284,1998960,6212,2047160
722,2284,1998960,6212,2047160
722,2284,1998960,6212,2047160
722,2284,1998960,6212,2047160
722,2284,1999960,6212,2048160
722,2284,2000960,6212,2049160
723,2292,2001960,6212,2050160
723,2292,2002960,6212,2051160
723,2292,2003190,6212,2051390
723,2292,2004190,6212,2052390
723,2292,2004740,6212,2052940
723,2292,2005740,6212,2053940
723,2292,2006740,6212,2054940
723,2292,2007550,6212,2055750
723,2292,2008550,6212,2056750
723,2292,2008550,6212,2056750
723,2292,2008710,6212,2056910
723,2292,2008870,6212,2057070
723,2292,2008870,6212,2057070
724,2300,2009680,6212,2057880
724,2300,2010680,6212,2058880
724,2300,2011490,6212,2059690
724,2300,2012040,6212,2060240
724,2300,2013040,6212,2061240
724,2300,2014040,6212,2062240
725,2308,2022040,6212,2070240
725,2308,2022150,6212,2070350
725,2308,2022620,6212,2070820
725,2308,2022620,6212,2070820
725,2308,2023620,6212,2071820
725,2308,2023620,6212,2071820
725,2308,2024620,6212,2072820
726,2316,2025620,6212,2073820
726,2316,2026620,6212,2074820
726,2316,2027430,6212,2075630
726,2316,2028430,6212,2076630
726,2316,2028430,6212,2076630
726,2316,2029430,6212,2077630
727,2324,2030430,6212,2078630
727,2324,2031430,6212,2079630
727,2324,2031430,6212,2079630
727,2324,2032430,6212,2080630
727,2324,2033430,6212,2081630
727,2324,2034430,6212,2082630
727,2324,2035430,6212,2083630
727,2324,2036430,6212,2084630
727,2324,2037430,6212,2085630
727,2324,2038430,6212,2086630
727,2324,2039240,6212,2087440
727,2324,2040240,6212,2088440
727,2324,2040240,6212,2088440
728,2332,2041240,6212,2089440
728,2332,2042240,6212,2090440
728,2332,2043240,6212,2091440
728,2332,2044240,6212,2092440
728,2332,2044240,6212,2092440
728,2332,2045050,6212,2093250
728,2332,2045860,6212,2094060
728,2332,2046670,6212,2094870
728,2332,2046670,6212,2094870
728,2332,2046670,6212,2094870
728,2332,2047140,6212,2095340
728,2332,2047950,6212,2096150
729,2340,2048410,6212,2096610
729,2340,2049410,6212,2097610
729,2340,2049410,6212,2097610
729,2340,2050410,6212,2098610
729,2340,2050880,6212,2099080
729,2340,2051880,6212,2100080
729,2340,2052880,6212,2101080
729,2340,2053880,6212,2102080
729,2340,2054880,6212,2103080
729,2340,2055350,6212,2103550
730,2348,2056350,6212,2104550
730,2348,2057160,6212,2105360
730,2348,2058160,6212,2106360
730,2348,2059160,6212,2107360
730,2348,2060160,6212,2108360
730,2348,2061160,6212,2109360
731,2356,2062160,6212,2110360
731,2356,2063160,6212,2111360
731,2356,2063630,6212,2111830
731,2356,2063860,6212,2112060
731,2356,2064860,6212,2113060
731,2356,2065860,6212,2114060
731,2356,2066860,6212,2115060
731,2356,2067330,6212,2115530
731,2356,2067650,6212,2115850
731,2356,2068650,6212,2116850
731,2356,2069650,6212,2117850
731,2356,2070460,6212,2118660
731,2356,2071460,6212,2119660
732,2364,2072110,6212,2120310
732,2364,2072110,6212,2120310
732,2364,2072110,6212,2121310
732,2364,2073110,6212,2122310
732,2364,2073920,6212,2123120
732,2364,2074240,6212,2123440
732,2364,2074240,6212,2123440
732,2364,2075240,6212,2124440
732,2364,2076240,6212,2125440
732,2364,2077240,6212,2126440
732,2364,2078240,6212,2127440
732,2364,2078240,6212,2127440
732,2364,2078240,6212,2127440
732,2364,2079240,6212,2128440
733,2372,2080240,6212,2129440
733,2372,2080240,6212,2129440
734,2380,2081240,6212,2130440
734,2380,2081710,6212,2130910
734,2380,2082520,6212,2131720
734,2380,2083330,6212,2132530
734,2380,2084330,6212,2133530
734,2380,2085140,6212,2134340
734,2380,2086140,6212,2135340
734,2380,2086610,6212,2135810
734,2380,2086610,6212,2135810
734,2380,2087610,6212,2136810
734,2380,2088080,6212,2137280
734,2380,2088540,6212,2137740
734,2380,2089540,6212,2138740
734,2380,2090540,6212,2139740
734,2380,2091350,6212,2140550
734,2380,2091350,6212,2140550
734,2380,2091350,6212,2141360
734,2380,2091820,6212,2141830
734,2380,2091820,6212,2142050
734,2380,2092290,6212,2142520
734,2380,2093290,6212,2143520
734,2380,2094100,6212,2144330
735,2388,2095100,6212,2145330
735,2388,2096100,6212,2146330
735,2388,2097100,6212,2147330
735,2388,2098100,6212,2148330
735,2388,2099100,6212,2149330
735,2388,2099420,6212,2149650
735,2388,2100420,6212,2150650
735,2388,2101420,6212,2151650
735,2388,2102420,6212,2152650
736,2396,2103420,6212,2153650
736,2396,2104420,6212,2154650
736,2396,2104890,6212,2155120
736,2396,2105890,6212,2156120
736,2396,2106890,6212,2157120
736,2396,2107890,6212,2158120
736,2396,2107890,6212,2159120
736,2396,2108700,6212,2159930
736,2396,2108700,6212,2159930
736,2396,2108700,6212,2159930
736,2396,2109700,6212,2160930
736,2396,2110020,6212,2161250
736,2396,2110180,6212,2161410
736,2396,2110730,6212,2161960
737,2404,2111380,6212,2162610
737,2404,2112190,6212,2163420
737,2404,2113190,6212,2164420
737,2404,2114190,6212,2165420
737,2404,2115190,6212,2166420
737,2404,2116190,6212,2167420
737,2404,2117000,6212,2168230
737,2404,2117230,6212,2168460
737,2404,2117230,6212,2168780
737,2404,2118230,6212,2169780
737,2404,2118390,6212,2169940
738,2412,2119390,6212,2170940
738,2412,2120390,6212,2171940
738,2412,2120390,6212,2172590
738,2412,2121390,6212,2173590
739,2420,2129390,6212,2181590
739,2420,2130200,6212,2182400
739,2420,2131200,6212,2183400
739,2420,2132200,6212,2184400
739,2420,2132670,6212,2184870
739,2420,2133670,6212,2185870
740,2428,2134480,6212,2186680
740,2428,2135480,6212,2187680
740,2428,2136480,6212,2188680
740,2428,2136800,6212,2189000
740,2428,2136800,6212,2189000
740,2428,2136800,6212,2189000
740,2428,2136800,6212,2189000
740,2428,2137270,6212,2189470
740,2428,2141270,6212,2193470
740,2428,2142080,6212,2194280
741,2436,2142890,6212,2195090
741,2436,2142890,6212,2195090
741,2436,2143890,6212,2196090
741,2436,2144890,6212,2197090
741,2436,2145210,6212,2197410
741,2436,2145210,6212,2197410
741,2436,2146210,6212,2198410
741,2436,2146860,6212,2199060
741,2436,2146860,6212,2199060
741,2436,2147860,6212,2200060
741,2436,2148670,6212,2200870
742,2444,2149670,6212,2201870
742,2444,2150260,6212,2202460
742,2444,2150260,6212,2202930
742,2444,2151260,6212,2203930
742,2444,2151730,6212,2204400
743,2452,2159730,6212,2212400
743,2452,2160730,6212,2213400
743,2452,2160890,6212,2213560
743,2452,2160890,6212,2213560
743,2452,2161360,6212,2214030
743,2452,2161360,6212,2214030
743,2452,2161360,6212,2214840
743,2452,2162170,6212,2215650
743,2452,2163170,6212,2216650
743,2452,2163400,6212,2216880
744,2460,2164400,6212,2217880
744,2460,2165400,6212,2218880
744,2460,2166400,6212,2219880
744,2460,2167400,6212,2220880
744,2460,2167870,6212,2221350
744,2460,2168870,6212,2222350
744,2460,2169190,6212,2222670
744,2460,2169190,6212,2223480
744,2460,2170190,6212,2224480
744,2460,2170190,6212,2225290
745,2468,2171190,6212,2226290
745,2468,2171190,6212,2226290
745,2468,2172190,6212,2227290
745,2468,2172190,6212,2227290
745,2468,2173000,6212,2228100
745,2468,2173000,6212,2228100
745,2468,2174000,6212,2229100
745,2468,2175000,6212,2230100
745,2468,2175470,6212,2230570
745,2468,2175470,6212,2230570
745,2468,2175790,6212,2230890
745,2468,2176790,6212,2231890
745,2468,2177260,6212,2232360
746,2476,2178260,6212,2233360
746,2476,2179260,6212,2234360
746,2476,2180260,6212,2235360
746,2476,2181260,6212,2236360
746,2476,2182260,6212,2237360
746,2476,2182260,6212,2238360
746,2476,2182260,6212,2238360
746,2476,2183070,6212,2239170
746,2476,2184070,6212,2240170
746,2476,2184660,6212,2240760
746,2476,2184660,6212,2241760
747,2484,2185470,6212,2242570
747,2484,2186470,6212,2243570
747,2484,2186470,6212,2243570
747,2484,2187470,6212,2244570
747,2484,2187940,6212,2245040
747,2484,2188410,6212,2245510
747,2484,2189220,6212,2246320
747,2484,2189220,6212,2247320
747,2484,2190030,6212,2248130
747,2484,2190030,6212,2249130
747,2484,2190680,6212,2249780
747,2484,2191490,6212,2250590
747,2484,2191810,6212,2250910
748,2492,2192400,6212,2251500
748,2492,2193400,6212,2252500
748,2492,2193400,6212,2252500
748,2492,2193720,6212,2252820
748,2492,2193940,6212,2253040
748,2492,2193940,6212,2253040
748,2492,2194260,6212,2253360
748,2492,2195260,6212,2254360
748,2492,2196260,6212,2255360
748,2492,2197260,6212,2256360
749,2500,2205260,6212,2264360
749,2500,2205260,6212,2264820
749,2500,2205580,6212,2265140
749,2500,2205810,6212,2265370
749,2500,2206280,6212,2265840
749,2500,2206280,6212,2265840
749,2500,2206750,6212,2266310
749,2500,2206980,6212,2266540
749,2500,2206980,6212,2267350
749,2500,2207980,6212,2268350
749,2500,2208980,6212,2269350
750,2508,2209530,6212,2269900
750,2508,2210530,6212,2270900
750,2508,2210530,6212,2271130
750,2508,2211340,6212,2271940
750,2508,2212340,6212,2272940
750,2508,2213340,6212,2273940
750,2508,2214340,6212,2274940
750,2508,2214930,6212,2275530
750,2508,2215930,6212,2276530
751,2516,2216930,6212,2277530
751,2516,2217930,6212,2278530
751,2516,2217930,6212,2278530
751,2516,2218740,6212,2279340
751,2516,2219740,6212,2280340
751,2516,2220740,6212,2281340
751,2516,2220740,6212,2281340
751,2516,2221740,6212,2282340
752,2524,2222740,6212,2283340
752,2524,2223740,6212,2284340
752,2524,2223740,6212,2284340
752,2524,2224550,6212,2285150
752,2524,2225550,6212,2286150
752,2524,2226550,6212,2287150
752,2524,2226550,6212,2287150
752,2524,2226770,6212,2287370
752,2524,2227770,6212,2288370
752,2524,2228770,6212,2289370
752,2524,2229770,6212,2290370
752,2524,2230770,6212,2291370
752,2524,2230770,6212,2292370
752,2524,2231420,6212,2293020
753,2532,2232420,6212,2294020
753,2532,2233230,6212,2294830
753,2532,2233700,6212,2295300
753,2532,2234510,6212,2296110
753,2532,2235320,6212,2296920
753,2532,2235790,6212,2297390
753,2532,2235790,6212,2297390
753,2532,2235790,6212,2297390
753,2532,2235790,6212,2297620
753,2532,2236790,6212,2298620
753,2532,2237790,6212,2299620
753,2532,2238600,6212,2300430
754,2540,2239600,6212,2301430
754,2540,2239920,6212,2301750
754,2540,2240920,6212,2302750
754,2540,2241920,6212,2303750
754,2540,2241920,6212,2303750
754,2540,2242920,6212,2304750
754,2540,2243730,6212,2305560
754,2540,2243730,6212,2305560
754,2540,2244730,6212,2306560
754,2540,2245730,6212,2307560
754,2540,2246730,6212,2308560
755,2548,2247730,6212,2309560
755,2548,2247730,6212,2309560
755,2548,2247730,6212,2310030
755,2548,2247960,6212,2310260
755,2548,2247960,6212,2310260
755,2548,2248770,6212,2311070
755,2548,2249230,6212,2311530
755,2548,2250040,6212,2312340
755,2548,2251040,6212,2313340
755,2548,2251850,6212,2314150
755,2548,2252440,6212,2314740
755,2548,2253440,6212,2315740
755,2548,2254440,6212,2316740
756,2556,2255030,6212,2317330
756,2556,2255500,6212,2317800
756,2556,2255500,6212,2318610
756,2556,2256310,6212,2319420
756,2556,2256470,6212,2319580
756,2556,2257280,6212,2320390
756,2556,2257280,6212,2320390
756,2556,2257930,6212,2321040
756,2556,2258930,6212,2322040
756,2556,2259930,6212,2323040
756,2556,2260930,6212,2324040
756,2556,2260930,6212,2324040
757,2564,2261930,6212,2325040
757,2564,2262930,6212,2326040
757,2564,2263930,6212,2327040
757,2564,2264930,6212,2328040
757,2564,2265400,6212,2328510
757,2564,2265400,6212,2328510
757,2564,2265630,6212,2328740
757,2564,2266630,6212,2329740
757,2564,2267100,6212,2330210
757,2564,2268100,6212,2331210
757,2564,2268570,6212,2331680
758,2572,2269570,6212,2332680
758,2572,2270030,6212,2333140
758,2572,2270500,6212,2333610
758,2572,2271500,6212,2334610
758,2572,2271500,6212,2334610
758,2572,2271970,6212,2335080
758,2572,2271970,6212,2336080
758,2572,2272970,6212,2337080
758,2572,2273970,6212,2338080
758,2572,2274970,6212,2339080
758,2572,2275440,6212,2339550
758,2572,2276250,6212,2340360
759,2580,2277250,6212,2341360
759,2580,2278250,6212,2342360
759,2580,2279250,6212,2343360
759,2580,2280060,6212,2344170
759,2580,2280870,6212,2344980
759,2580,2280870,6212,2344980
759,2580,2280870,6212,2344980
760,2588,2284870,6212,2348980
760,2588,2285520,6212,2349630
760,2588,2286520,6212,2350630
760,2588,2287520,6212,2351630
760,2588,2287520,6212,2351630
760,2588,2288520,6212,2352630
760,2588,2288520,6212,2353630
760,2588,2289520,6212,2354630
760,2588,2289890,6212,2355000
760,2588,2289890,6212,2355000
760,2588,2289890,6212,2355000
760,2588,2290890,6212,2356000
760,2588,2291700,6212,2356810
761,2596,2292350,6212,2357460
761,2596,2293160,6212,2358270
761,2596,2293630,6212,2358740
761,2596,2293630,6212,2358740
761,2596,2294280,6212,2359390
761,2596,2295280,6212,2360390
761,2596,2295280,6212,2360390
761,2596,2296280,6212,2361390
761,2596,2296500,6212,2361610
761,2596,2297500,6212,2362610
761,2596,2297500,6212,2362610
761,2596,2297500,6212,2362610
761,2596,2298500,6212,2363610
762,2604,2299050,6212,2364160
762,2604,2300050,6212,2365160
762,2604,2300510,6212,2365620
762,2604,2300510,6212,2365620
762,2604,2301510,6212,2366620
762,2604,2301980,6212,2367090
762,2604,2302980,6212,2368090
762,2604,2302980,6212,2368560
762,2604,2303980,6212,2369560
762,2604,2304450,6212,2370030
762,2604,2305450,6212,2371030
762,2604,2306260,6212,2371840
763,2612,2307260,6212,2372840
763,2612,2307420,6212,2373000
763,2612,2308420,6212,2374000
763,2612,2308420,6212,2374000
763,2612,2309420,6212,2375000
763,2612,2309420,6212,2376000
763,2612,2310420,6212,2377000
763,2612,2311420,6212,2378000
763,2612,2312010,6212,2378590
763,2612,2312480,6212,2379060
763,2612,2312960,6212,2379540
763,2612,2313960,6212,2380540
763,2612,2313960,6212,2381540
764,2620,2314430,6212,2382010
764,2620,2315430,6212,2383010
764,2620,2316430,6212,2384010
764,2620,2317430,6212,2385010
764,2620,2317900,6212,2385480
765,2628,2318900,6212,2386480
766,2636,2319900,6212,2387480
766,2636,2320900,6212,2388480
766,2636,2321900,6212,2389480
766,2636,2322900,6212,2390480
766,2636,2323710,6212,2391290
766,2636,2324710,6212,2392290
766,2636,2325170,6212,2392750
766,2636,2326170,6212,2393750
766,2636,2327170,6212,2394750
766,2636,2328170,6212,2395750
766,2636,2328400,6212,2395980
766,2636,2328400,6212,2395980
766,2636,2329400,6212,2396980
766,2636,2329860,6212,2397440
767,2644,2337860,6212,2405440
767,2644,2338670,6212,2406250
768,2652,2346670,6212,2414250
768,2652,2347670,6212,2415250
768,2652,2348140,6212,2415720
768,2652,2348460,6212,2416040
768,2652,2348690,6212,2416270
768,2652,2349150,6212,2416730
768,2652,2350150,6212,2417730
768,2652,2351150,6212,2418730
769,2660,2352150,6212,2419730
769,2660,2352150,6212,2419730
769,2660,2352620,6212,2420200
769,2660,2353620,6212,2421200
769,2660,2353940,6212,2421520
769,2660,2354750,6212,2422330
769,2660,2355750,6212,2423330
769,2660,2356750,6212,2424330
769,2660,2357750,6212,2425330
769,2660,2357750,6212,2425330
769,2660,2357750,6212,2425330
769,2660,2357750,6212,2426330
769,2660,2358560,6212,2427140
770,2668,2359560,6212,2428140
770,2668,2360560,6212,2429140
770,2668,2361560,6212,2430140
770,2668,2362560,6212,2431140
770,2668,2362560,6212,2431140
770,2668,2363560,6212,2432140
770,2668,2363560,6212,2432140
770,2668,2364560,6212,2433140
770,2668,2364560,6212,2433790
770,2668,2364560,6212,2433790
770,2668,2365560,6212,2434790
770,2668,2366560,6212,2435790
771,2676,2367030,6212,2436260
771,2676,2367620,6212,2436850
771,2676,2367620,6212,2437850
771,2676,2368620,6212,2438850
771,2676,2369620,6212,2439850
771,2676,2370620,6212,2440850
771,2676,2370620,6212,2440850
771,2676,2371620,6212,2441850
771,2676,2372620,6212,2442850
771,2676,2373620,6212,2443850
771,2676,2373620,6212,2443850
772,2684,2374620,6212,2444850
772,2684,2374620,6212,2444850
772,2684,2375620,6212,2445850
772,2684,2376620,6212,2446850
772,2684,2377430,6212,2447660
772,2684,2378240,6212,2448470
772,2684,2379240,6212,2449470
772,2684,2380240,6212,2450470
772,2684,2381240,6212,2451470
772,2684,2382240,6212,2452470
773,2692,2386240,6212,2456470
773,2692,2387240,6212,2457470
774,2700,2388240,6212,2458470
774,2700,2389240,6212,2459470
774,2700,2390050,6212,2460280
774,2700,2390050,6212,2460280
775,2708,2391050,6212,2461280
775,2708,2392050,6212,2462280
775,2708,2392860,6212,2463090
775,2708,2393860,6212,2464090
775,2708,2394860,6212,2465090
775,2708,2395180,6212,2465410
775,2708,2395650,6212,2465880
775,2708,2396120,6212,2466350
775,2708,2396120,6212,2466350
775,2708,2397120,6212,2467350
775,2708,2398120,6212,2468350
775,2708,2398120,6212,2469350
775,2708,2398120,6212,2469350
775,2708,2399120,6212,2470350
775,2708,2399120,6212,2470350
775,2708,2399930,6212,2471160
775,2708,2400740,6212,2471970
775,2708,2401740,6212,2472970
775,2708,2401740,6212,2472970
775,2708,2402390,6212,2473620
775,2708,2403200,6212,2474430
775,2708,2403520,6212,2474750
775,2708,2404330,6212,2475560
775,2708,2405140,6212,2476370
776,2716,2406140,6212,2477370
776,2716,2407140,6212,2478370
777,2724,2415140,6212,2486370
777,2724,2416140,6212,2487370
777,2724,2417140,6212,2488370
777,2724,2417950,6212,2489180
777,2724,2417950,6212,2489180
777,2724,2418950,6212,2490180
777,2724,2419950,6212,2491180
777,2724,2420950,6212,2492180
778,2732,2421760,6212,2492990
778,2732,2421990,6212,2493220
778,2732,2421990,6212,2494220
778,2732,2422990,6212,2495220
778,2732,2423800,6212,2496030
778,2732,2423800,6212,2496350
778,2732,2424800,6212,2497350
778,2732,2424800,6212,2498350
778,2732,2424800,6212,2499350
778,2732,2424800,6212,2499350
778,2732,2425610,6212,2500160
778,2732,2425930,6212,2500480
778,2732,2425930,6212,2501480
778,2732,2425930,6212,2501480
778,2732,2426930,6212,2502480
778,2732,2427930,6212,2503480
779,2740,2428930,6212,2504480
779,2740,2429930,6212,2505480
779,2740,2430930,6212,2506480
779,2740,2431930,6212,2507480
779,2740,2432930,6212,2508480
779,2740,2433930,6212,2509480
779,2740,2434150,6212,2509700
779,2740,2435150,6212,2510700
779,2740,2435620,6212,2511170
779,2740,2436620,6212,2512170
780,2748,2437620,6212,2513170
780,2748,2437620,6212,2514170
780,2748,2437620,6212,2514980
780,2748,2438620,6212,2515980
780,2748,2439620,6212,2516980
780,2748,2440080,6212,2517440
780,2748,2440550,6212,2517910
780,2748,2440770,6212,2518130
