ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e6a1-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-origin_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e6a1-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-origin_ratio,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e6a1-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-origin_q124,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e6a1-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-bellman_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e6a1-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-bellman_ratio
1111913.15,21.21,2.39,238920.36,4.56
1112639.47,21.22,2.41,238956.65,4.56
1112320.75,21.22,2.4,238637.92,4.55
1111939.77,21.22,2.4,238507.09,4.55
1111772.74,21.22,2.4,238429.95,4.55
1111605.71,21.22,2.4,238425.47,4.55
1111610.89,21.22,2.4,237986.33,4.54
1111610.89,21.22,2.4,237986.33,4.54
1111386.16,21.22,2.4,237777.2,4.54
1111104.22,21.22,2.4,237471.32,4.53
1110937.19,21.22,2.4,237394.02,4.53
1110958.12,21.22,2.4,237573.15,4.54
1110991.16,21.22,2.4,237585.18,4.54
1111600.53,21.24,2.42,237764.57,4.54
1111590.14,21.24,2.42,237717.72,4.54
1111590.14,21.24,2.42,237717.72,4.54
1111423.11,21.24,2.42,237640.58,4.54
1111230.52,21.24,2.42,237612.09,4.54
1111037.93,21.24,2.42,238696.07,4.56
1110845.34,21.24,2.42,238868.47,4.57
1111309.39,21.25,2.43,239158.64,4.57
1111342.43,21.25,2.43,239170.68,4.57
1113402.48,21.29,2.47,242034.3,4.63
1113235.45,21.29,2.47,242029.82,4.63
1113497.44,21.3,2.48,242125.16,4.63
1113518.37,21.3,2.48,242428.69,4.64
1113886.61,21.31,2.49,241839.74,4.63
1113665.34,21.31,2.49,241746.71,4.63
1113686.27,21.31,2.49,241844.03,4.63
1113154.17,21.3,2.48,241283.55,4.62
1112987.13,21.31,2.48,241266.06,4.62
1113414.74,21.31,2.49,241191.83,4.62
1113435.67,21.32,2.49,241977.95,4.63
1113063.05,21.31,2.49,241531.24,4.62
1112896.01,21.31,2.49,241522.29,4.63
1112728.98,21.31,2.49,241449.61,4.63
1112975.99,21.32,2.5,241373.98,4.62
1112808.96,21.32,2.5,241776.35,4.63
1112641.93,21.32,2.5,241767.41,4.63
1112449.34,21.32,2.5,241733.52,4.63
1112256.75,21.32,2.5,242495.99,4.65
1112064.16,21.32,2.5,242052.54,4.64
1111871.57,21.33,2.5,241972.07,4.64
1113197.76,21.35,2.53,244385.09,4.69
1112532.47,21.35,2.52,243385.04,4.67
1112286.94,21.34,2.52,242881.48,4.66
1112303.47,21.34,2.52,242874.88,4.66
1112573.55,21.35,2.53,243234.22,4.67
1112406.52,21.35,2.53,243225.28,4.67
1112239.48,21.35,2.53,243152.6,4.67
1112072.45,21.35,2.53,243075.45,4.67
1112093.38,21.36,2.53,243254.43,4.67
1111926.35,21.36,2.53,243177.13,4.67
1111759.32,21.36,2.53,243172.81,4.67
1111592.29,21.36,2.53,243163.86,4.67
1111425.25,21.36,2.53,243091.18,4.67
1111258.22,21.36,2.53,243014.04,4.67
1111274.75,21.36,2.53,243002.06,4.67
1111274.75,21.36,2.53,244167.94,4.69
1111295.68,21.37,2.54,244346.92,4.7
1111540.8,21.38,2.55,244166.25,4.7
1111540.8,21.38,2.55,244851.66,4.71
1111318.79,21.37,2.54,244688.31,4.71
1109730.56,21.37,2.55,244632.48,4.71
1109537.97,21.38,2.55,244548.02,4.71
1109345.38,21.38,2.55,244543.84,4.71
1109878.62,21.39,2.56,244608.81,4.71
1109711.59,21.39,2.56,244531.66,4.71
1109189.7,21.38,2.55,243967.31,4.7
1109022.67,21.39,2.56,243962.83,4.7
1108855.63,21.39,2.56,243960.82,4.71
1108688.6,21.39,2.56,243881.2,4.7
1108505.82,21.39,2.56,243251.34,4.69
1108221.84,21.39,2.56,242946.17,4.69
1108054.81,21.39,2.56,242868.74,4.69
1107887.78,21.39,2.56,242864.55,4.69
1107720.74,21.39,2.56,242862.54,4.69
1107353.63,21.38,2.55,242500.52,4.68
1107510.48,21.39,2.56,242735.4,4.69
1107772.47,21.4,2.56,242830.74,4.69
1107605.44,21.4,2.56,243024.18,4.69
1107438.41,21.4,2.56,242947.03,4.69
1107271.37,21.4,2.56,242942.55,4.7
1106902.35,21.39,2.56,242632.14,4.69
1106735.32,21.39,2.56,242630.14,4.69
1106568.29,21.4,2.56,242550.52,4.69
1106589.22,21.4,2.56,242647.84,4.69
1106419.22,21.4,2.56,242190.49,4.68
1106399.49,21.4,2.57,241807.29,4.68
1106605.12,21.41,2.58,242597.47,4.69
1106172.07,21.41,2.57,242071.55,4.68
1105878.18,21.4,2.57,241787.06,4.68
1105544.14,21.4,2.56,241458.7,4.67
1105377.1,21.4,2.56,241441.2,4.67
1105398.04,21.4,2.56,241538.52,4.68
1105231.0,21.4,2.57,241521.02,4.68
1105306.39,21.4,2.57,240246.16,4.65
1105139.35,21.41,2.57,240169.01,4.65
1105172.4,21.41,2.57,240181.05,4.65
1105005.37,21.41,2.57,240176.57,4.65
1105250.49,21.42,2.58,239984.76,4.65
1105512.4,21.42,2.59,239763.95,4.65
1104990.51,21.42,2.58,239210.72,4.64
1104451.84,21.41,2.57,238686.51,4.63
1105211.53,21.43,2.59,239008.31,4.63
1104705.08,21.42,2.58,238471.48,4.62
1104538.05,21.42,2.58,238393.99,4.62
1104965.66,21.43,2.59,239007.06,4.64
1104500.75,21.42,2.59,238516.66,4.63
1104333.72,21.43,2.59,238439.34,4.63
1104166.69,21.43,2.59,238435.04,4.63
1104518.06,21.43,2.59,238512.51,4.63
1104351.02,21.44,2.59,238879.86,4.64
1104040.37,21.43,2.59,238531.86,4.63
1103873.34,21.43,2.59,238454.71,4.63
1103706.31,21.43,2.59,238450.23,4.63
1103711.49,21.44,2.59,238011.09,4.62
1103553.53,21.43,2.59,237857.63,4.62
1103457.51,21.44,2.59,237728.6,4.62
1103290.48,21.44,2.59,237719.65,4.62
1103500.68,21.44,2.6,238016.31,4.63
1103333.65,21.44,2.6,237939.17,4.62
1103603.74,21.45,2.61,238367.22,4.63
1103436.7,21.45,2.61,238289.73,4.63
1103269.67,21.45,2.61,238285.6,4.63
1103102.64,21.45,2.61,238264.09,4.63
1102735.52,21.45,2.6,237901.56,4.63
1102568.49,21.45,2.6,237841.44,4.63
1103235.59,21.46,2.62,244310.78,4.75
1103995.27,21.48,2.63,244632.58,4.76
1103828.24,21.48,2.63,244555.28,4.76
1103321.79,21.47,2.63,244018.46,4.75
1103154.76,21.48,2.63,244014.13,4.75
1103159.94,21.48,2.63,243574.99,4.74
1103408.0,21.49,2.64,243799.1,4.75
1103225.22,21.49,2.64,243169.24,4.74
1103436.49,21.49,2.65,243374.52,4.74
1103269.46,21.49,2.65,243365.57,4.74
1103269.46,21.49,2.65,243368.03,4.74
1103080.18,21.49,2.64,243182.93,4.74
1103101.11,21.49,2.65,243271.7,4.74
1102934.08,21.5,2.65,243194.4,4.74
1102955.01,21.5,2.65,243373.53,4.74
1103225.09,21.51,2.66,243620.68,4.75
1103536.96,21.51,2.66,250097.35,4.88
1103369.93,21.51,2.66,250159.47,4.88
1103228.93,21.51,2.66,250055.17,4.88
1102813.68,21.51,2.66,249624.73,4.87
1102517.56,21.5,2.65,249338.15,4.86
1102324.97,21.5,2.65,249253.63,4.86
1102157.94,21.5,2.65,249176.48,4.86
1101965.35,21.5,2.65,249172.35,4.86
1102316.72,21.51,2.66,249698.38,4.87
1102149.69,21.51,2.66,249620.88,4.87
1101661.28,21.5,2.65,249120.38,4.86
1105667.99,21.58,2.73,250316.32,4.89
1105688.92,21.59,2.73,250495.86,4.89
1105521.89,21.59,2.74,250418.71,4.89
1105783.88,21.59,2.74,250837.08,4.9
1105616.85,21.6,2.74,250759.93,4.9
1105346.11,21.59,2.74,250473.05,4.89
1105179.08,21.59,2.74,250468.57,4.89
1105441.07,21.6,2.75,250563.91,4.9
1105274.04,21.6,2.75,250740.64,4.9
1105107.01,21.6,2.75,250731.7,4.9
1104939.97,21.6,2.75,250659.02,4.9
1104960.9,21.61,2.75,250756.34,4.9
1105117.76,21.61,2.76,251001.05,4.91
1105117.76,21.61,2.76,251001.05,4.91
1109834.55,21.71,2.85,250915.03,4.91
1109834.55,21.71,2.85,250915.03,4.91
1109667.52,21.71,2.85,250913.02,4.91
1109877.73,21.72,2.86,251202.59,4.92
1109937.88,21.72,2.87,249976.35,4.89
1109568.86,21.72,2.86,249682.65,4.89
1109401.83,21.72,2.86,249605.51,4.89
1109234.79,21.72,2.86,249601.03,4.89
1109067.76,21.72,2.86,249523.53,4.89
1109067.76,21.72,2.86,249523.53,4.89
1109606.8,21.73,2.88,249325.08,4.88
1109439.77,21.74,2.88,249320.95,4.88
1109439.77,21.74,2.88,249320.95,4.88
1109272.74,21.74,2.88,249243.65,4.88
1108948.85,21.73,2.87,248981.44,4.88
1109105.7,21.74,2.88,249291.61,4.89
1108938.67,21.74,2.88,249270.1,4.89
1108771.64,21.74,2.88,249209.98,4.89
1109033.55,21.75,2.89,248989.17,4.88
1108739.66,21.74,2.88,248704.67,4.88
1108984.79,21.75,2.89,248524.0,4.87
1108817.75,21.75,2.89,248521.99,4.88
1109079.74,21.76,2.9,248796.07,4.88
1108351.07,21.75,2.89,248081.86,4.87
1107829.19,21.74,2.88,247517.5,4.86
1107829.19,21.74,2.88,247517.5,4.86
1107662.15,21.75,2.88,247440.36,4.86
1107683.09,21.75,2.89,247619.34,4.86
1107683.09,21.75,2.89,247619.34,4.86
1107928.21,21.76,2.9,247427.53,4.86
1107761.18,21.76,2.9,247425.53,4.86
1107473.94,21.76,2.89,247146.34,4.85
1107306.91,21.76,2.89,247066.72,4.85
1106785.02,21.75,2.88,246513.5,4.84
1106645.58,21.75,2.88,246442.3,4.84
1106666.51,21.75,2.89,246539.62,4.85
1106687.44,21.76,2.89,246683.58,4.85
1106949.35,21.76,2.9,246462.76,4.85
1106782.32,21.77,2.9,246385.33,4.85
1106782.32,21.77,2.9,246385.33,4.85
1106243.65,21.76,2.89,245861.11,4.84
1106076.62,21.76,2.89,245856.93,4.84
1105909.59,21.76,2.89,245779.78,4.84
1105930.52,21.76,2.9,245958.76,4.84
1105763.49,21.77,2.9,245956.75,4.84
1106025.47,21.77,2.9,246230.83,4.85
1105858.44,21.77,2.9,246153.69,4.85
1105691.41,21.77,2.91,246149.21,4.85
1105696.59,21.78,2.91,245710.07,4.84
1105414.65,21.78,2.91,245404.18,4.83
1105943.63,21.79,2.92,245464.89,4.84
1105833.9,21.79,2.92,245360.3,4.83
1105854.83,21.79,2.92,245457.63,4.84
1105687.8,21.79,2.92,245463.35,4.84
1105687.8,21.79,2.92,245463.35,4.84
1105520.76,21.8,2.93,245454.4,4.84
1105520.76,21.8,2.93,245454.4,4.84
1105353.73,21.8,2.93,245381.72,4.84
1105186.7,21.8,2.93,245379.72,4.84
1105203.22,21.8,2.93,245373.12,4.84
1105036.19,21.8,2.93,245293.5,4.84
1104677.17,21.79,2.92,245009.8,4.83
1104698.1,21.8,2.93,245107.12,4.84
1104531.07,21.8,2.93,245089.63,4.84
1104793.06,21.81,2.93,245184.97,4.84
1104793.06,21.81,2.93,245154.02,4.84
1104424.03,21.8,2.93,244981.43,4.84
1104634.24,21.81,2.93,245406.03,4.84
1104467.21,21.81,2.93,245328.73,4.84
1104300.18,21.81,2.93,245324.41,4.85
1104133.14,21.81,2.94,245315.46,4.85
1104154.08,21.81,2.94,245404.23,4.85
1103987.04,21.82,2.94,245402.23,4.85
1104003.57,21.82,2.94,245414.31,4.85
1104003.57,21.82,2.94,245594.98,4.85
1103836.53,21.82,2.94,245515.37,4.85
1104064.88,21.83,2.95,245260.99,4.85
1103559.77,21.82,2.94,244770.34,4.84
1103930.49,21.83,2.95,244359.38,4.83
1103710.91,21.83,2.95,244146.88,4.83
1103287.65,21.82,2.94,244047.26,4.83
1103120.61,21.82,2.94,243969.76,4.83
1103141.55,21.83,2.95,244149.09,4.83
1103760.11,21.84,2.96,245667.72,4.86
1103760.11,21.84,2.96,245667.72,4.86
1103781.04,21.84,2.96,245765.04,4.86
1103614.01,21.84,2.96,245769.78,4.86
1103884.09,21.85,2.97,245760.47,4.86
1103717.06,21.85,2.97,246120.18,4.87
1103550.03,21.85,2.97,246111.23,4.87
1103382.99,21.85,2.97,246038.55,4.87
1103215.96,21.85,2.97,246036.55,4.87
1103048.93,21.86,2.97,245956.93,4.87
1102691.81,21.85,2.97,245604.9,4.87
1102697.0,21.85,2.97,245165.76,4.86
1102600.98,21.86,2.97,245036.73,4.86
1102433.95,21.86,2.97,244959.59,4.86
1102348.37,21.86,2.98,244829.24,4.86
1102199.79,21.86,2.98,244320.0,4.85
1105631.32,21.93,3.05,248166.67,4.92
1105464.28,21.93,3.05,248162.19,4.92
1105297.25,21.93,3.05,248084.7,4.92
1105352.52,21.94,3.05,248456.22,4.93
1105614.51,21.94,3.06,248874.74,4.94
1105614.51,21.94,3.06,248874.74,4.94
1105447.48,21.94,3.06,248797.6,4.94
1105280.44,21.95,3.06,248793.12,4.94
1105232.14,21.95,3.06,248646.84,4.94
1105065.11,21.95,3.06,248644.84,4.94
1104777.67,21.94,3.06,248384.67,4.93
1104610.64,21.94,3.06,248305.05,4.93
1104241.62,21.94,3.05,247942.4,4.93
1104074.59,21.94,3.05,247864.91,4.93
1104336.57,21.95,3.06,248224.57,4.93
1104169.54,21.95,3.06,248147.27,4.93
1104002.51,21.95,3.06,248142.95,4.93
1104247.64,21.96,3.07,247962.28,4.93
1103725.75,21.95,3.06,247397.92,4.92
1103725.75,21.95,3.06,247397.92,4.92
1103746.68,21.96,3.07,247495.25,4.92
1103579.65,21.96,3.07,247477.75,4.92
1103210.63,21.95,3.06,247173.95,4.92
1103472.62,21.96,3.07,247269.29,4.92
1103185.37,21.95,3.07,246990.31,4.92
1103432.39,21.96,3.07,247651.31,4.93
1103265.35,21.96,3.07,247574.16,4.93
1103098.32,21.96,3.07,247569.68,4.93
1103251.03,21.97,3.08,247212.81,4.92
1103784.26,21.99,3.1,247277.79,4.93
1103617.23,21.99,3.1,247200.64,4.93
1103186.22,21.98,3.09,246810.94,4.92
1103207.15,21.99,3.1,246989.92,4.92
1103014.56,21.99,3.1,246911.87,4.92
1102645.54,21.98,3.09,246490.11,4.91
1102452.95,21.98,3.09,246479.51,4.91
1102285.92,21.98,3.09,246477.5,4.92
1102115.92,21.98,3.09,245702.47,4.9
1102096.19,21.99,3.1,245639.71,4.9
1102301.82,22.0,3.1,246427.13,4.92
1101680.8,21.99,3.1,245713.25,4.9
1101942.79,22.0,3.1,245987.33,4.91
1101775.76,22.0,3.1,245978.38,4.91
1101796.69,22.0,3.11,246067.16,4.91
1101462.47,22.0,3.1,245722.71,4.91
1101295.44,22.0,3.1,245713.76,4.91
1101316.37,22.0,3.11,245802.54,4.91
1101149.34,22.0,3.11,245725.05,4.91
1100982.31,22.0,3.11,245720.91,4.91
1100815.27,22.0,3.11,245718.9,4.91
1100848.32,22.0,3.11,245730.94,4.91
1100681.29,22.01,3.11,245651.32,4.91
1100926.41,22.01,3.12,245470.65,4.91
1100404.53,22.01,3.11,244906.29,4.9
1100035.5,22.0,3.11,244612.59,4.89
1099868.47,22.0,3.11,244535.1,4.89
1099701.44,22.0,3.11,244530.97,4.89
1099518.66,22.01,3.11,243901.1,4.88
1099729.65,22.01,3.11,244090.02,4.89
1099729.65,22.01,3.11,244052.21,4.88
1099750.58,22.02,3.12,244037.22,4.89
1099907.44,22.02,3.12,244023.26,4.89
1099740.4,22.02,3.12,244486.89,4.9
1099573.37,22.02,3.12,244436.44,4.9
1099406.34,22.02,3.13,244418.3,4.9
1099406.34,22.02,3.13,244418.3,4.9
1099406.34,22.02,3.13,246495.29,4.94
1099427.27,22.03,3.13,246483.8,4.94
1103720.03,22.11,3.21,252097.99,5.05
1103553.0,22.12,3.22,252346.41,5.06
1103385.96,22.12,3.22,252249.63,5.06
1103218.93,22.12,3.22,252229.43,5.06
1103480.92,22.13,3.22,252220.76,5.06
1103187.03,22.12,3.22,252010.3,5.05
1103020.0,22.12,3.22,252323.66,5.06
1103053.05,22.12,3.22,252335.69,5.06
1102694.03,22.12,3.21,252016.19,5.05
1102694.03,22.12,3.21,251978.38,5.05
1102956.02,22.12,3.22,252469.27,5.06
1102788.98,22.13,3.22,252443.51,5.06
1103100.85,22.13,3.23,258960.46,5.2
1103121.78,22.14,3.23,258955.85,5.2
1103154.82,22.14,3.23,258967.88,5.2
1101647.14,22.14,3.24,258909.05,5.2
1101668.07,22.15,3.24,259309.89,5.21
1101299.05,22.14,3.24,258944.58,5.21
1101132.02,22.14,3.24,258857.58,5.21
1100964.99,22.14,3.24,258837.75,5.21
1100797.96,22.14,3.24,258826.41,5.21
1101059.94,22.15,3.24,259141.44,5.21
1105066.66,22.23,3.33,260337.38,5.24
1104697.64,22.23,3.32,260086.67,5.23
1104530.6,22.23,3.32,260074.09,5.23
1104530.6,22.23,3.32,260043.48,5.23
1104332.33,22.23,3.32,259974.54,5.23
1104322.03,22.23,3.32,259832.25,5.23
1104322.03,22.23,3.32,262246.49,5.28
1104133.18,22.23,3.33,262650.23,5.29
1104113.45,22.24,3.33,262591.5,5.29
1103943.45,22.24,3.33,262656.74,5.29
1103792.04,22.24,3.33,261805.54,5.27
1110217.23,22.37,3.46,267316.97,5.39
1110823.93,22.38,3.48,268361.59,5.41
1110539.61,22.38,3.47,268130.71,5.4
1110694.09,22.38,3.48,268273.79,5.41
1111313.03,22.4,3.49,268526.25,5.41
1110763.17,22.39,3.49,267843.87,5.4
1110433.15,22.39,3.48,267813.1,5.4
1109735.67,22.38,3.48,267034.58,5.39
1109565.67,22.38,3.48,267099.83,5.39
1109398.64,22.38,3.48,267077.62,5.39
1110017.59,22.4,3.49,267207.19,5.39
1109915.47,22.4,3.49,267288.11,5.39
1109748.44,22.4,3.5,267365.32,5.4
1109748.44,22.4,3.5,267365.32,5.4
1110010.43,22.41,3.5,267457.24,5.4
1109319.24,22.4,3.49,266678.02,5.38
1109340.17,22.4,3.5,266972.15,5.39
1108981.15,22.4,3.49,266744.56,5.39
1107985.41,22.38,3.48,265746.94,5.37
1107815.41,22.38,3.48,265812.18,5.37
1107663.99,22.39,3.48,264960.98,5.35
1107481.99,22.39,3.48,265173.98,5.36
1107192.33,22.39,3.48,264794.72,5.35
1107022.33,22.39,3.48,264859.96,5.36
1107022.33,22.39,3.48,264859.96,5.36
1107411.28,22.4,3.49,264266.4,5.34
1107213.01,22.4,3.49,264226.89,5.34
1107725.21,22.41,3.5,265329.91,5.37
1107526.94,22.41,3.51,265217.83,5.37
1107331.97,22.41,3.5,265023.74,5.36
1107575.84,22.42,3.51,265519.95,5.37
1107392.77,22.42,3.51,265382.16,5.37
1107382.47,22.42,3.51,264842.54,5.36
1106985.12,22.42,3.51,264461.0,5.36
1107018.17,22.42,3.51,264473.03,5.36
1107327.74,22.42,3.52,264329.67,5.35
1107637.59,22.44,3.53,265557.77,5.38
1107637.59,22.44,3.53,265519.96,5.38
1107713.49,22.44,3.53,266437.48,5.4
1107520.9,22.44,3.54,267901.53,5.43
1107516.27,22.45,3.54,267463.95,5.42
1107323.68,22.45,3.54,266762.24,5.41
1107131.09,22.45,3.54,266578.59,5.4
1108784.6,22.48,3.58,269418.99,5.46
1109351.79,22.5,3.59,268944.11,5.45
1109184.76,22.5,3.6,268923.91,5.46
1109017.73,22.5,3.6,268912.94,5.46
1108850.69,22.5,3.6,269029.39,5.46
1108867.22,22.5,3.6,269022.79,5.46
1108113.38,22.51,3.6,269149.28,5.47
1108464.75,22.52,3.61,269445.37,5.47
1108272.16,22.52,3.61,269279.05,5.47
1108040.32,22.52,3.61,268644.5,5.46
1107729.66,22.51,3.6,268427.97,5.46
1107537.07,22.51,3.6,268423.83,5.46
1107532.44,22.52,3.61,268732.99,5.46
1107339.85,22.52,3.61,268584.13,5.46
1107169.85,22.52,3.61,268649.37,5.46
1106486.15,22.51,3.6,267869.98,5.45
1106486.64,22.51,3.6,267889.88,5.45
1106288.37,22.51,3.6,267794.44,5.45
1106037.94,22.51,3.6,267586.97,5.45
1107406.34,22.54,3.63,268560.99,5.47
1107732.71,22.55,3.64,268432.77,5.46
1107572.0,22.55,3.64,269202.2,5.48
1107524.13,22.55,3.64,269139.01,5.48
1107416.98,22.55,3.64,269040.37,5.48
1107249.95,22.55,3.64,269020.17,5.48
1107270.88,22.56,3.65,269009.98,5.48
1107076.42,22.55,3.64,268798.57,5.48
1107097.35,22.56,3.65,269199.59,5.49
1106930.32,22.56,3.65,269127.69,5.48
1106760.32,22.56,3.65,269192.93,5.49
1106796.87,22.56,3.65,268609.62,5.48
1107118.65,22.57,3.66,269279.82,5.49
1107482.98,22.58,3.67,269519.72,5.5
1107315.95,22.58,3.67,269502.37,5.5
1107315.95,22.58,3.67,269502.37,5.5
1107315.95,22.58,3.67,269502.37,5.5
1107648.31,22.59,3.68,269491.15,5.5
1107307.2,22.59,3.68,269610.93,5.5
1107569.19,22.59,3.68,269722.95,5.5
1107402.16,22.6,3.68,269940.76,5.51
1107043.14,22.59,3.68,269704.42,5.5
1107169.34,22.6,3.68,269491.38,5.5
1107159.03,22.6,3.69,269935.08,5.51
1108299.73,22.63,3.72,269189.14,5.5
1108316.26,22.63,3.72,269175.12,5.5
1108105.27,22.62,3.71,268967.86,5.49
1107907.0,22.63,3.71,268877.72,5.49
1107708.73,22.63,3.71,269009.25,5.49
1107510.46,22.63,3.72,268961.94,5.49
1107312.19,22.63,3.72,268784.77,5.49
1107312.19,22.63,3.72,268756.53,5.49
1107556.06,22.63,3.72,269315.75,5.5
1107265.31,22.63,3.72,269078.69,5.5
1107281.83,22.63,3.72,271271.71,5.54
1107180.13,22.63,3.72,271180.66,5.54
1106981.86,22.63,3.72,271071.52,5.54
1106783.59,22.63,3.72,270954.2,5.54
1105804.89,22.62,3.71,269956.61,5.52
1105606.62,22.62,3.71,270145.71,5.53
1105448.17,22.62,3.71,269987.25,5.52
1105437.86,22.62,3.71,269967.12,5.52
1105239.59,22.62,3.71,269350.2,5.51
1105116.45,22.62,3.71,269208.56,5.51
1104535.06,22.62,3.71,270404.32,5.54
1105690.08,22.64,3.73,269816.9,5.53
1105604.5,22.65,3.74,269200.19,5.51
1106333.17,22.67,3.76,270642.0,5.54
1106339.12,22.67,3.76,271012.38,5.55
1106169.12,22.67,3.76,271077.62,5.56
1106558.08,22.68,3.77,270484.06,5.54
1107070.28,22.7,3.79,271587.08,5.57
1106782.65,22.69,3.78,271213.06,5.56
1106612.65,22.7,3.79,271278.3,5.56
1107185.91,22.71,3.8,271359.07,5.57
1107018.87,22.71,3.8,271340.33,5.57
1106860.91,22.71,3.8,271218.14,5.56
1106660.31,22.71,3.8,271117.58,5.56
1110978.89,22.8,3.89,276653.92,5.68
1110820.93,22.8,3.89,276496.6,5.67
1110820.93,22.8,3.89,276496.6,5.67
1110841.86,22.8,3.89,276484.95,5.68
1110841.86,22.8,3.89,276484.95,5.68
1110791.86,22.8,3.89,276434.95,5.67
1110593.59,22.8,3.89,276366.0,5.67
1110426.55,22.8,3.89,276612.85,5.68
1110583.41,22.81,3.9,276780.62,5.68
1110583.41,22.81,3.9,276780.62,5.68
1110583.41,22.81,3.9,276780.62,5.68
1110709.61,22.81,3.9,276712.52,5.68
1110504.89,22.81,3.9,276511.93,5.68
1110316.04,22.81,3.9,276899.54,5.69
1110296.31,22.82,3.9,276902.05,5.69
1110002.43,22.81,3.9,276691.59,5.69
1109835.4,22.81,3.9,276673.82,5.69
1109856.33,22.82,3.9,276662.52,5.69
1109689.3,22.82,3.91,276910.39,5.69
1109613.39,22.82,3.91,277014.49,5.7
1109446.36,22.82,3.91,276917.71,5.7
1110729.18,22.85,3.94,277861.4,5.72
1110745.7,22.85,3.94,277829.73,5.72
1110735.4,22.86,3.94,277290.11,5.71
1110764.83,22.86,3.95,276901.96,5.7
1110754.52,22.87,3.95,276685.46,5.7
1110771.05,22.87,3.95,277506.86,5.71
1111018.06,22.87,3.96,277488.01,5.71
1110900.98,22.88,3.96,277507.62,5.71
1110708.39,22.88,3.96,277450.54,5.71
1110703.76,22.88,3.97,277116.9,5.71
1110975.22,22.89,3.98,280908.44,5.79
1113533.22,22.95,4.04,280831.22,5.79
1113257.82,22.95,4.03,280995.5,5.79
1113278.76,22.95,4.04,280985.82,5.79
1113299.69,22.96,4.04,281669.08,5.81
1113132.66,22.96,4.04,281722.74,5.81
1112965.62,22.96,4.04,281704.48,5.81
1113122.48,22.97,4.05,281693.24,5.81
1112955.44,22.97,4.05,282001.89,5.82
1112788.41,22.97,4.05,281957.9,5.82
1112809.34,22.97,4.06,281942.91,5.82
1112830.28,22.98,4.06,281932.15,5.82
1112987.13,22.98,4.07,282546.23,5.83
1112820.1,22.98,4.07,282518.26,5.84
1113082.81,22.99,4.07,282770.89,5.84
1113958.84,23.01,4.1,283330.54,5.85
1113799.3,23.02,4.1,283333.8,5.85
1113794.67,23.02,4.1,283314.21,5.86
1113794.67,23.02,4.1,283314.21,5.86
1113980.01,23.03,4.11,283336.67,5.86
1113980.01,23.03,4.11,283315.66,5.86
1114220.13,23.03,4.12,283293.24,5.86
1114027.54,23.03,4.12,284169.03,5.88
1116565.71,23.09,4.17,287384.12,5.94
1116348.12,23.09,4.17,287337.29,5.94
1116348.12,23.09,4.17,287337.29,5.94
1117659.2,23.12,4.2,286803.06,5.93
1117499.66,23.12,4.2,286788.59,5.93
1117307.07,23.12,4.2,286769.02,5.93
1117114.48,23.12,4.2,286814.89,5.94
1116921.88,23.12,4.2,286798.22,5.94
1116729.29,23.12,4.2,286758.32,5.94
1116969.42,23.13,4.21,287178.47,5.95
1116776.83,23.13,4.21,286944.33,5.94
1116584.24,23.13,4.21,287191.44,5.95
1117914.94,23.16,4.24,286635.5,5.94
1117755.39,23.16,4.25,286638.76,5.94
1117562.8,23.16,4.25,286601.45,5.94
1117558.17,23.17,4.25,286671.57,5.94
1117365.58,23.17,4.25,286651.95,5.94
1117365.58,23.17,4.25,286651.95,5.94
1117172.99,23.17,4.25,286591.74,5.94
1116800.28,23.16,4.25,286204.54,5.94
1116800.28,23.16,4.25,286204.54,5.94
1116626.53,23.17,4.25,286877.83,5.95
1117101.82,23.18,4.26,287203.24,5.96
1117101.82,23.18,4.26,287203.24,5.96
1116942.27,23.18,4.26,287202.35,5.96
1116942.27,23.18,4.26,287202.35,5.96
1116932.28,23.18,4.26,287180.41,5.96
1116739.69,23.18,4.26,287147.26,5.96
1116445.21,23.18,4.26,286876.73,5.96
1116252.62,23.18,4.26,286953.12,5.96
1116060.03,23.18,4.26,286890.49,5.96
1115855.9,23.18,4.26,286733.11,5.96
1115663.3,23.18,4.26,286819.26,5.96
1115548.68,23.18,4.26,287611.86,5.98
1116085.53,23.2,4.28,287694.57,5.98
1115925.99,23.2,4.28,287686.31,5.98
1115925.99,23.2,4.28,287686.31,5.98
1115733.4,23.2,4.28,287742.89,5.98
1115540.81,23.2,4.28,287745.62,5.98
1115432.84,23.2,4.28,287664.17,5.98
1115240.25,23.2,4.28,287572.13,5.98
1115047.66,23.2,4.28,288195.56,6.0
1114728.65,23.19,4.27,287877.1,5.99
1114570.2,23.19,4.27,287718.64,5.99
1114570.2,23.19,4.27,287718.64,5.99
1114570.2,23.19,4.27,287718.64,5.99
1114396.45,23.19,4.27,287684.01,5.99
