ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2371-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_nodes,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2371-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2371-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpu_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2371-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-total_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2371-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-arrived_gpu_milli
1052,5448,1755170,6212,1755170
1052,5448,1755640,6212,1755640
1053,5456,1756640,6212,1756640
1054,5464,1757450,6212,1757450
1055,5466,1758450,6212,1758450
1055,5466,1758920,6212,1758920
1055,5466,1759570,6212,1759570
1055,5466,1760570,6212,1760570
1055,5466,1761570,6212,1761570
1055,5466,1763570,6212,1763570
1056,5468,1764380,6212,1764380
1056,5468,1765380,6212,1765380
1056,5468,1766380,6212,1766380
1056,5468,1766700,6212,1766700
1056,5468,1767700,6212,1767700
1056,5468,1767700,6212,1767700
1056,5468,1768700,6212,1768700
1056,5468,1768700,6212,1768700
1056,5468,1769170,6212,1769170
1056,5468,1770170,6212,1770170
1056,5468,1770170,6212,1770170
1057,5470,1770820,6212,1770820
1057,5470,1771630,6212,1771630
1057,5470,1772630,6212,1772630
1057,5470,1773630,6212,1773630
1057,5470,1774630,6212,1774630
1057,5470,1775440,6212,1775440
1057,5470,1775440,6212,1775440
1058,5478,1776250,6212,1776250
1059,5479,1777250,6212,1777250
1059,5479,1778060,6212,1778060
1060,5487,1786060,6212,1786060
1060,5487,1787060,6212,1787060
1060,5487,1788060,6212,1788060
1061,5495,1789060,6212,1789060
1061,5495,1789060,6212,1789060
1061,5495,1790060,6212,1790060
1061,5495,1791060,6212,1791060
1061,5495,1792060,6212,1792060
1061,5495,1792220,6212,1792220
1062,5503,1792690,6212,1792690
1062,5503,1793690,6212,1793690
1063,5511,1794500,6212,1794500
1064,5519,1795500,6212,1795500
1064,5519,1795970,6212,1795970
1064,5519,1796970,6212,1796970
1064,5519,1797440,6212,1797440
1064,5519,1798440,6212,1798440
1064,5519,1798440,6212,1798440
1064,5519,1798910,6212,1798910
1065,5521,1799910,6212,1799910
1065,5521,1800910,6212,1800910
1065,5521,1801720,6212,1801720
1065,5521,1802720,6212,1802720
1065,5521,1802720,6212,1802720
1065,5521,1803720,6212,1803720
1065,5521,1804720,6212,1804720
1065,5521,1805530,6212,1805530
1065,5521,1806340,6212,1806340
1065,5521,1806660,6212,1806660
1065,5521,1806660,6212,1806660
1065,5521,1807470,6212,1807470
1066,5523,1808470,6212,1808470
1067,5531,1816470,6212,1816470
1067,5531,1817280,6212,1817280
1067,5531,1818090,6212,1818090
1067,5531,1818310,6212,1818310
1067,5531,1819310,6212,1819310
1067,5531,1820310,6212,1820310
1068,5539,1821310,6212,1821310
1068,5539,1822120,6212,1822120
1068,5539,1822930,6212,1822930
1068,5539,1823930,6212,1823930
1068,5539,1823930,6212,1823930
1068,5539,1824740,6212,1824740
1068,5539,1825740,6212,1825740
1068,5539,1826740,6212,1826740
1068,5539,1827550,6212,1827550
1068,5539,1828550,6212,1828550
1068,5539,1828550,6212,1828550
1068,5539,1829550,6212,1829550
1069,5543,1830140,6212,1830140
1069,5543,1830950,6212,1830950
1069,5543,1831950,6212,1831950
1069,5543,1832950,6212,1832950
1069,5543,1833950,6212,1833950
1069,5543,1833950,6212,1833950
1070,5545,1834950,6212,1834950
1070,5545,1835760,6212,1835760
1070,5545,1836230,6212,1836230
1071,5547,1837040,6212,1837040
1071,5547,1837040,6212,1837040
1071,5547,1838040,6212,1838040
1071,5547,1839040,6212,1839040
1072,5551,1840040,6212,1840040
1072,5551,1840360,6212,1840360
1072,5551,1841360,6212,1841360
1072,5551,1841820,6212,1841820
1072,5551,1842280,6212,1842280
1073,5559,1843280,6212,1843280
1073,5559,1844280,6212,1844280
1073,5559,1844830,6212,1844830
1073,5559,1845830,6212,1845830
1073,5559,1846830,6212,1846830
1073,5559,1847830,6212,1847830
1074,5561,1848830,6212,1848830
1074,5561,1849830,6212,1849830
1074,5561,1850640,6212,1850640
1074,5561,1850960,6212,1850960
1074,5561,1851420,6212,1851420
1075,5569,1852420,6212,1852420
1076,5577,1852650,6212,1852650
1076,5577,1853460,6212,1853460
1077,5579,1854460,6212,1854460
1078,5583,1854780,6212,1854780
1078,5583,1855780,6212,1855780
1078,5583,1856780,6212,1856780
1078,5583,1857590,6212,1857590
1078,5583,1857910,6212,1857910
1078,5583,1858720,6212,1858720
1078,5583,1862720,6212,1862720
1078,5583,1863310,6212,1863310
1078,5583,1864310,6212,1864310
1078,5583,1865120,6212,1865120
1078,5583,1865280,6212,1865280
1078,5583,1866280,6212,1866280
1079,5591,1866830,6212,1866830
1080,5599,1867640,6212,1867640
1080,5599,1867640,6212,1867640
1080,5599,1868450,6212,1868450
1080,5599,1869450,6212,1869450
1080,5599,1870450,6212,1870450
1080,5599,1871260,6212,1871260
1080,5599,1872260,6212,1872260
1080,5599,1872260,6212,1872260
1080,5599,1873260,6212,1873260
1080,5599,1874260,6212,1874260
1080,5599,1875260,6212,1875260
1080,5599,1876260,6212,1876260
1080,5599,1877260,6212,1877260
1080,5599,1878260,6212,1878260
1080,5599,1878260,6212,1878260
1080,5599,1878580,6212,1878580
1081,5607,1879050,6212,1879050
1081,5607,1880050,6212,1880050
1082,5609,1881050,6212,1881050
1082,5609,1881860,6212,1881860
1082,5609,1882090,6212,1882090
1082,5609,1882560,6212,1882560
1083,5617,1890560,6212,1890560
1083,5617,1891560,6212,1891560
1083,5617,1891610,6212,1891610
1083,5617,1895610,6212,1895610
1083,5617,1896610,6212,1896610
1083,5617,1897610,6212,1897610
1083,5617,1898160,6212,1898160
1083,5617,1899160,6212,1899160
1084,5619,1900160,6212,1900160
1084,5619,1900320,6212,1900320
1085,5621,1901320,6212,1901320
1086,5629,1902130,6212,1902130
1086,5629,1902940,6212,1902940
1086,5629,1906940,6212,1906940
1087,5630,1907750,6212,1907750
1087,5630,1908220,6212,1908220
1087,5630,1908870,6212,1908870
1088,5638,1908870,6212,1908870
1088,5638,1909870,6212,1909870
1088,5638,1910680,6212,1910680
1088,5638,1911490,6212,1911490
1088,5638,1911960,6212,1911960
1088,5638,1912960,6212,1912960
1088,5638,1913610,6212,1913610
1088,5638,1914420,6212,1914420
1089,5646,1915230,6212,1915230
1089,5646,1916230,6212,1916230
1089,5646,1917230,6212,1917230
1089,5646,1918230,6212,1918230
1089,5646,1918460,6212,1918460
1089,5646,1919270,6212,1919270
1089,5646,1920270,6212,1920270
1090,5654,1921270,6212,1921270
1090,5654,1921730,6212,1921730
1090,5654,1922730,6212,1922730
1090,5654,1923200,6212,1923200
1090,5654,1924010,6212,1924010
1091,5656,1925010,6212,1925010
1092,5664,1926010,6212,1926010
1092,5664,1926660,6212,1926660
1092,5664,1927130,6212,1927130
1092,5664,1928130,6212,1928130
1092,5664,1928940,6212,1928940
1092,5664,1929940,6212,1929940
1092,5664,1930940,6212,1930940
1092,5664,1931940,6212,1931940
1092,5664,1932940,6212,1932940
1092,5664,1933530,6212,1933530
1092,5664,1933850,6212,1933850
1092,5664,1934850,6212,1934850
1092,5664,1935850,6212,1935850
1092,5664,1936850,6212,1936850
1092,5664,1937850,6212,1937850
1092,5664,1938850,6212,1938850
1093,5672,1946850,6212,1946850
1093,5672,1947850,6212,1947850
1093,5672,1948850,6212,1948850
1093,5672,1949850,6212,1949850
1094,5680,1950080,6212,1950080
1094,5680,1950670,6212,1950670
1095,5688,1950670,6212,1950670
1095,5688,1950670,6212,1950670
1095,5688,1950900,6212,1950900
1095,5688,1951900,6212,1951900
1095,5688,1952360,6212,1952360
1095,5688,1953010,6212,1953010
1095,5688,1954010,6212,1954010
1095,5688,1954480,6212,1954480
1095,5688,1955290,6212,1955290
1095,5688,1955940,6212,1955940
1095,5688,1956100,6212,1956100
1095,5688,1958100,6212,1958100
1095,5688,1959100,6212,1959100
1095,5688,1959910,6212,1959910
1095,5688,1959910,6212,1959910
1095,5688,1960910,6212,1960910
1096,5696,1960910,6212,1960910
1096,5696,1961140,6212,1961140
1096,5696,1961140,6212,1961140
1096,5696,1962140,6212,1962140
1096,5696,1963140,6212,1963140
1096,5696,1964140,6212,1964140
1096,5696,1964790,6212,1964790
1096,5696,1965790,6212,1965790
1096,5696,1966600,6212,1966600
1097,5698,1967410,6212,1967410
1097,5698,1968410,6212,1968410
1097,5698,1968410,6212,1968410
1097,5698,1969410,6212,1969410
1097,5698,1969730,6212,1969730
1097,5698,1970540,6212,1970540
1098,5706,1971540,6212,1971540
1098,5706,1972090,6212,1972090
1099,5708,1972900,6212,1972900
1099,5708,1973900,6212,1973900
1099,5708,1974900,6212,1974900
1099,5708,1975360,6212,1975360
1099,5708,1975830,6212,1975830
1099,5708,1976150,6212,1976150
1100,5716,1978150,6212,1978150
1100,5716,1978470,6212,1978470
1101,5724,1979470,6212,1979470
1102,5726,1980470,6212,1980470
1102,5726,1981280,6212,1981280
1102,5726,1982090,6212,1982090
1102,5726,1983090,6212,1983090
1102,5726,1983410,6212,1983410
1102,5726,1984410,6212,1984410
1102,5726,1985220,6212,1985220
1102,5726,1985220,6212,1985220
1102,5726,1986220,6212,1986220
1102,5726,1986540,6212,1986540
1102,5726,1987350,6212,1987350
1102,5726,1988350,6212,1988350
1102,5726,1989350,6212,1989350
1102,5726,1989350,6212,1989350
1102,5726,1989350,6212,1989350
1102,5726,1990350,6212,1990350
1102,5726,1991160,6212,1991160
1102,5726,1992160,6212,1992160
1102,5726,1993160,6212,1993160
1102,5726,1993380,6212,1993380
1102,5726,1993380,6212,1993380
1102,5726,1994190,6212,1994190
1102,5726,1994190,6212,1994190
1102,5726,1995190,6212,1995190
1103,5734,1996190,6212,1996190
1104,5742,2004190,6212,2004190
1105,5744,2005190,6212,2005190
1106,5752,2013190,6212,2013190
1106,5752,2014000,6212,2014000
1106,5752,2015000,6212,2015000
1106,5752,2015460,6212,2015460
1106,5752,2015680,6212,2015680
1106,5752,2015680,6212,2015680
1106,5752,2016680,6212,2016680
1106,5752,2017330,6212,2017330
1106,5752,2018330,6212,2018330
1106,5752,2019330,6212,2019330
1106,5752,2020330,6212,2020330
1106,5752,2020330,6212,2020330
1106,5752,2021330,6212,2021330
1106,5752,2022140,6212,2022140
1106,5752,2023140,6212,2023140
1106,5752,2027140,6212,2027140
1106,5752,2028140,6212,2028140
1106,5752,2029140,6212,2029140
1106,5752,2030140,6212,2030140
1106,5752,2031140,6212,2031140
1106,5752,2031250,6212,2031250
1107,5760,2031250,6212,2031250
1107,5760,2032060,6212,2032060
1107,5760,2032060,6212,2032060
1108,5762,2033060,6212,2033060
1108,5762,2034060,6212,2034060
1108,5762,2034530,6212,2034530
1108,5762,2034530,6212,2034530
1108,5762,2035180,6212,2035180
1108,5762,2035990,6212,2035990
1108,5762,2036640,6212,2036640
1108,5762,2037640,6212,2037640
1109,5764,2038640,6212,2038640
1109,5764,2038640,6212,2038640
1109,5764,2038800,6212,2038800
1110,5766,2039800,6212,2039800
1110,5766,2040270,6212,2040270
1110,5766,2041270,6212,2041270
1110,5766,2041270,6212,2041270
1111,5767,2041270,6212,2041270
1111,5767,2041270,6212,2041270
1111,5767,2042080,6212,2042080
1111,5767,2043080,6212,2043080
1111,5767,2043890,6212,2043890
1111,5767,2044890,6212,2044890
1111,5767,2045210,6212,2045210
1111,5767,2045210,6212,2045210
1111,5767,2046210,6212,2046210
1111,5767,2046210,6212,2046210
1111,5767,2047210,6212,2047210
1111,5767,2048210,6212,2048210
1111,5767,2049210,6212,2049210
1111,5767,2050210,6212,2050210
1112,5775,2058210,6212,2058210
1112,5775,2059210,6212,2059210
1112,5775,2060210,6212,2060210
1112,5775,2061210,6212,2061210
1112,5775,2062210,6212,2062210
1112,5775,2063020,6212,2063020
1112,5775,2063020,6212,2063020
1112,5775,2064020,6212,2064020
1113,5777,2065020,6212,2065020
1113,5777,2066020,6212,2066020
1113,5777,2066340,6212,2066340
1113,5777,2066660,6212,2066660
1113,5777,2067120,6212,2067120
1113,5777,2068120,6212,2068120
1113,5777,2068580,6212,2068580
1113,5777,2069390,6212,2069390
1113,5777,2070390,6212,2070390
1113,5777,2071390,6212,2071390
1113,5777,2072390,6212,2072390
1113,5777,2073200,6212,2073200
1113,5777,2074200,6212,2074200
1113,5777,2075200,6212,2075200
1113,5777,2076200,6212,2076200
1113,5777,2077200,6212,2077200
1113,5777,2077520,6212,2077520
1113,5777,2077520,6212,2077520
1113,5777,2078520,6212,2078520
1113,5777,2079520,6212,2079520
1113,5777,2080520,6212,2080520
1113,5777,2081520,6212,2081520
1113,5777,2082520,6212,2082520
1113,5777,2083520,6212,2083520
1113,5777,2084520,6212,2084520
1114,5785,2084990,6212,2084990
1114,5785,2085210,6212,2085210
1114,5785,2086020,6212,2086020
1114,5785,2086490,6212,2086490
1114,5785,2086960,6212,2086960
1114,5785,2087770,6212,2087770
1114,5785,2088090,6212,2088090
1114,5785,2089090,6212,2089090
1114,5785,2089900,6212,2089900
1114,5785,2090550,6212,2090550
1115,5793,2091550,6212,2091550
1115,5793,2092550,6212,2092550
1115,5793,2093550,6212,2093550
1115,5793,2094550,6212,2094550
1115,5793,2096550,6212,2096550
1115,5793,2097550,6212,2097550
1115,5793,2098360,6212,2098360
1116,5795,2099360,6212,2099360
1117,5797,2099360,6212,2099360
1117,5797,2100360,6212,2100360
1117,5797,2100820,6212,2100820
1117,5797,2101820,6212,2101820
1117,5797,2102820,6212,2102820
1117,5797,2103820,6212,2103820
1117,5797,2104820,6212,2104820
1117,5797,2105290,6212,2105290
1117,5797,2109290,6212,2109290
1117,5797,2110100,6212,2110100
1118,5799,2111100,6212,2111100
1118,5799,2112100,6212,2112100
1118,5799,2112420,6212,2112420
1118,5799,2113420,6212,2113420
1118,5799,2113880,6212,2113880
1118,5799,2113880,6212,2113880
1119,5807,2114690,6212,2114690
1119,5807,2115500,6212,2115500
1119,5807,2116500,6212,2116500
1119,5807,2116500,6212,2116500
1120,5809,2117310,6212,2117310
1120,5809,2118120,6212,2118120
1120,5809,2119120,6212,2119120
1120,5809,2120120,6212,2120120
1120,5809,2120120,6212,2120120
1120,5809,2121120,6212,2121120
1121,5817,2129120,6212,2129120
1121,5817,2130120,6212,2130120
1121,5817,2130340,6212,2130340
1121,5817,2130450,6212,2130450
1121,5817,2131450,6212,2131450
1121,5817,2132450,6212,2132450
1121,5817,2133260,6212,2133260
1121,5817,2133730,6212,2133730
1121,5817,2134730,6212,2134730
1121,5817,2135730,6212,2135730
1121,5817,2136730,6212,2136730
1121,5817,2137730,6212,2137730
1122,5825,2145730,6212,2145730
1122,5825,2146730,6212,2146730
1122,5825,2146730,6212,2146730
1122,5825,2147730,6212,2147730
1122,5825,2148730,6212,2148730
1123,5827,2149730,6212,2149730
1124,5829,2150540,6212,2150540
1124,5829,2151540,6212,2151540
1124,5829,2151540,6212,2151540
1124,5829,2152540,6212,2152540
1124,5829,2153350,6212,2153350
1124,5829,2154350,6212,2154350
1124,5829,2155350,6212,2155350
1124,5829,2156160,6212,2156160
1124,5829,2156630,6212,2156630
1124,5829,2157630,6212,2157630
1124,5829,2158630,6212,2158630
1124,5829,2159630,6212,2159630
1124,5829,2160630,6212,2160630
1124,5829,2160630,6212,2160630
1124,5829,2161630,6212,2161630
1124,5829,2162630,6212,2162630
1124,5829,2163630,6212,2163630
1124,5829,2164000,6212,2164000
1124,5829,2165000,6212,2165000
1124,5829,2166000,6212,2166000
1124,5829,2167000,6212,2167000
1124,5829,2167220,6212,2167220
1124,5829,2168220,6212,2168220
1124,5829,2169220,6212,2169220
1124,5829,2170220,6212,2170220
1125,5837,2170680,6212,2170680
1125,5837,2171680,6212,2171680
1125,5837,2172490,6212,2172490
1125,5837,2172710,6212,2172710
1125,5837,2173710,6212,2173710
1125,5837,2174180,6212,2174180
1125,5837,2174990,6212,2174990
1126,5839,2175540,6212,2175540
1126,5839,2176540,6212,2176540
1126,5839,2176540,6212,2176540
1127,5841,2177350,6212,2177350
1127,5841,2177350,6212,2177350
1127,5841,2178350,6212,2178350
1127,5841,2178670,6212,2178670
1127,5841,2179480,6212,2179480
1127,5841,2179950,6212,2179950
1127,5841,2180950,6212,2180950
1127,5841,2181950,6212,2181950
1127,5841,2181950,6212,2181950
1127,5841,2182950,6212,2182950
1127,5841,2183950,6212,2183950
1127,5841,2184420,6212,2184420
1127,5841,2185230,6212,2185230
1127,5841,2186230,6212,2186230
1127,5841,2186550,6212,2186550
1127,5841,2187360,6212,2187360
1127,5841,2188360,6212,2188360
1127,5841,2189360,6212,2189360
1127,5841,2189360,6212,2189360
1127,5841,2190360,6212,2190360
1127,5841,2190680,6212,2190680
1127,5841,2191680,6212,2191680
1127,5841,2192680,6212,2192680
1127,5841,2193680,6212,2193680
1127,5841,2194680,6212,2194680
1127,5841,2195490,6212,2195490
1127,5841,2196490,6212,2196490
1128,5849,2196490,6212,2196490
1128,5849,2197490,6212,2197490
1128,5849,2197960,6212,2197960
1128,5849,2198430,6212,2198430
1129,5851,2199430,6212,2199430
1129,5851,2199900,6212,2199900
1129,5851,2200900,6212,2200900
1129,5851,2201900,6212,2201900
1130,5859,2202370,6212,2202370
1130,5859,2202690,6212,2202690
1130,5859,2203160,6212,2203160
1130,5859,2203390,6212,2203390
1130,5859,2204200,6212,2204200
1130,5859,2204670,6212,2204670
1130,5859,2205670,6212,2205670
1130,5859,2206670,6212,2206670
1130,5859,2207480,6212,2207480
1130,5859,2208480,6212,2208480
1130,5859,2209290,6212,2209290
1130,5859,2210290,6212,2210290
1130,5859,2211290,6212,2211290
1130,5859,2211750,6212,2211750
1130,5859,2212220,6212,2212220
1130,5859,2212540,6212,2212540
1130,5859,2213350,6212,2213350
1130,5859,2213350,6212,2213350
1130,5859,2213350,6212,2213350
1130,5859,2214160,6212,2214160
1131,5861,2215160,6212,2215160
1131,5861,2216160,6212,2216160
1132,5869,2216160,6212,2216160
1133,5871,2216810,6212,2216810
1133,5871,2217810,6212,2217810
1133,5871,2218810,6212,2218810
1133,5871,2219810,6212,2219810
1133,5871,2219810,6212,2219810
1133,5871,2219810,6212,2219810
1133,5871,2219810,6212,2219810
1133,5871,2220810,6212,2220810
1133,5871,2221810,6212,2221810
1133,5871,2222620,6212,2222620
1133,5871,2223620,6212,2223620
1133,5871,2223940,6212,2223940
1133,5871,2224940,6212,2224940
1133,5871,2225940,6212,2225940
1133,5871,2226940,6212,2226940
1133,5871,2227940,6212,2227940
1134,5873,2228750,6212,2228750
1134,5873,2228980,6212,2228980
1134,5873,2229980,6212,2229980
1134,5873,2230980,6212,2230980
1134,5873,2231790,6212,2231790
1134,5873,2232790,6212,2232790
1134,5873,2233260,6212,2233260
1134,5873,2234070,6212,2234070
1135,5881,2242070,6212,2242070
1135,5881,2242300,6212,2242300
1136,5883,2243300,6212,2243300
1136,5883,2243570,6212,2243570
1137,5891,2244570,6212,2244570
1137,5891,2245570,6212,2245570
1137,5891,2246040,6212,2246040
1137,5891,2246040,6212,2246040
1137,5891,2246360,6212,2246360
1137,5891,2246680,6212,2246680
1137,5891,2246910,6212,2246910
1137,5891,2247910,6212,2247910
1137,5891,2247910,6212,2247910
1137,5891,2248380,6212,2248380
1137,5891,2248380,6212,2248380
1137,5891,2248970,6212,2248970
1137,5891,2249970,6212,2249970
1137,5891,2253970,6212,2253970
1138,5899,2254780,6212,2254780
1138,5899,2255780,6212,2255780
1138,5899,2256000,6212,2256000
1138,5899,2256650,6212,2256650
1138,5899,2257650,6212,2257650
1138,5899,2258460,6212,2258460
1138,5899,2258920,6212,2258920
1138,5899,2259080,6212,2259080
1138,5899,2259890,6212,2259890
1138,5899,2260360,6212,2260360
1138,5899,2260680,6212,2260680
1138,5899,2261150,6212,2261150
1138,5899,2261960,6212,2261960
1138,5899,2262550,6212,2262550
1138,5899,2262780,6212,2262780
1138,5899,2263590,6212,2263590
1138,5899,2264060,6212,2264060
1138,5899,2265060,6212,2265060
1138,5899,2266060,6212,2266060
1138,5899,2266870,6212,2266870
1138,5899,2267870,6212,2267870
1138,5899,2268680,6212,2268680
1138,5899,2268680,6212,2268680
1138,5899,2269490,6212,2269490
1138,5899,2270490,6212,2270490
1138,5899,2271490,6212,2271490
1138,5899,2271860,6212,2271860
1139,5900,2272860,6212,2272860
1139,5900,2272860,6212,2272860
1139,5900,2273670,6212,2273670
1139,5900,2274140,6212,2274140
1139,5900,2274250,6212,2274250
1139,5900,2275250,6212,2275250
1140,5902,2276250,6212,2276250
1140,5902,2277250,6212,2277250
1140,5902,2278250,6212,2278250
1140,5902,2278250,6212,2278250
1140,5902,2279250,6212,2279250
1140,5902,2279480,6212,2279480
1141,5910,2279700,6212,2279700
1141,5910,2280510,6212,2280510
1141,5910,2281510,6212,2281510
1141,5910,2282510,6212,2282510
1141,5910,2283510,6212,2283510
1141,5910,2283510,6212,2283510
1141,5910,2284510,6212,2284510
1141,5910,2285510,6212,2285510
1141,5910,2286510,6212,2286510
1142,5912,2287510,6212,2287510
1142,5912,2288510,6212,2288510
1142,5912,2288510,6212,2288510
1142,5912,2288510,6212,2288510
1142,5912,2289510,6212,2289510
1142,5912,2289510,6212,2289510
1142,5912,2289730,6212,2289730
1142,5912,2290200,6212,2290200
1142,5912,2291200,6212,2291200
1142,5912,2292200,6212,2292200
1142,5912,2293200,6212,2293200
1142,5912,2294010,6212,2294010
1142,5912,2295010,6212,2295010
1142,5912,2296010,6212,2296010
1142,5912,2296470,6212,2296470
1142,5912,2296930,6212,2296930
1142,5912,2297930,6212,2297930
1142,5912,2298740,6212,2298740
1142,5912,2299740,6212,2299740
1142,5912,2300740,6212,2300740
1142,5912,2301550,6212,2301550
1142,5912,2302360,6212,2302360
1142,5912,2303360,6212,2303360
1142,5912,2303360,6212,2303360
1142,5912,2304360,6212,2304360
1142,5912,2304830,6212,2304830
1142,5912,2305290,6212,2305290
1142,5912,2305760,6212,2305760
1142,5912,2305760,6212,2305760
1142,5912,2306570,6212,2306570
1142,5912,2307570,6212,2307570
1142,5912,2308380,6212,2308380
1142,5912,2308850,6212,2308850
1142,5912,2309850,6212,2309850
1142,5912,2310850,6212,2310850
1142,5912,2311660,6212,2311660
1142,5912,2312470,6212,2312470
1142,5912,2312940,6212,2312940
1142,5912,2313260,6212,2313260
1142,5912,2314070,6212,2314070
1142,5912,2314540,6212,2314540
1142,5912,2315540,6212,2315540
1142,5912,2316010,6212,2316010
1142,5912,2316010,6212,2316010
1142,5912,2317010,6212,2317010
1142,5912,2317480,6212,2317480
1142,5912,2318480,6212,2318480
1142,5912,2318950,6212,2318950
1142,5912,2319950,6212,2319950
1142,5912,2320420,6212,2320420
1142,5912,2321420,6212,2321420
1142,5912,2322420,6212,2322420
1142,5912,2323420,6212,2323420
1142,5912,2323420,6212,2323420
1142,5912,2323580,6212,2323580
1142,5912,2323900,6212,2323900
1142,5912,2324710,6212,2324710
1142,5912,2325180,6212,2325180
1142,5912,2325180,6212,2325180
1142,5912,2326180,6212,2326180
1142,5912,2327180,6212,2327180
1142,5912,2328180,6212,2328180
1142,5912,2328650,6212,2328650
1142,5912,2329650,6212,2329650
1142,5912,2330120,6212,2330120
1142,5912,2331120,6212,2331120
1142,5912,2332120,6212,2332120
1142,5912,2333120,6212,2333120
1143,5914,2333930,6212,2333930
1143,5914,2333930,6212,2333930
1143,5914,2334930,6212,2334930
1143,5914,2335930,6212,2335930
1143,5914,2336930,6212,2336930
1143,5914,2337740,6212,2337740
1143,5914,2338330,6212,2338330
1144,5922,2339330,6212,2339330
1144,5922,2340330,6212,2340330
1144,5922,2341140,6212,2341140
1144,5922,2341140,6212,2341140
1144,5922,2342140,6212,2342140
1144,5922,2343140,6212,2343140
1144,5922,2343460,6212,2343460
1144,5922,2343460,6212,2343460
1144,5922,2344270,6212,2344270
1145,5924,2344270,6212,2344270
1145,5924,2345080,6212,2345080
1145,5924,2345400,6212,2345400
1145,5924,2346400,6212,2346400
1145,5924,2347050,6212,2347050
1145,5924,2348050,6212,2348050
1145,5924,2348520,6212,2348520
1145,5924,2348520,6212,2348520
1146,5928,2349520,6212,2349520
1146,5928,2349680,6212,2349680
1146,5928,2350680,6212,2350680
1146,5928,2351150,6212,2351150
1146,5928,2351960,6212,2351960
1146,5928,2351960,6212,2351960
1146,5928,2352960,6212,2352960
1146,5928,2353960,6212,2353960
1146,5928,2354960,6212,2354960
1146,5928,2355960,6212,2355960
1146,5928,2356770,6212,2356770
1146,5928,2357230,6212,2357230
1146,5928,2358230,6212,2358230
1146,5928,2359040,6212,2359040
1146,5928,2359040,6212,2359040
1146,5928,2359040,6212,2359040
1146,5928,2359360,6212,2359360
1146,5928,2360360,6212,2360360
1146,5928,2361360,6212,2361360
1146,5928,2362360,6212,2362360
1146,5928,2362360,6212,2362360
1146,5928,2363360,6212,2363360
1146,5928,2364360,6212,2364360
1146,5928,2365360,6212,2365360
1147,5930,2366360,6212,2366360
1147,5930,2366820,6212,2366820
1147,5930,2370820,6212,2370820
1147,5930,2371290,6212,2371290
1147,5930,2372290,6212,2372290
1147,5930,2373290,6212,2373290
1147,5930,2381290,6212,2381290
1147,5930,2382290,6212,2382290
1148,5932,2382290,6212,2382290
1148,5932,2383290,6212,2383290
1148,5932,2384290,6212,2384290
1148,5932,2385290,6212,2385290
1148,5932,2386290,6212,2386290
1148,5932,2387290,6212,2387290
1149,5934,2387760,6212,2387760
1149,5934,2388760,6212,2388760
1149,5934,2389570,6212,2389570
1149,5934,2390570,6212,2390570
1149,5934,2391570,6212,2391570
1149,5934,2392570,6212,2392570
1149,5934,2393380,6212,2393380
1149,5934,2394380,6212,2394380
1149,5934,2395380,6212,2395380
1149,5934,2396380,6212,2396380
1149,5934,2396850,6212,2396850
1149,5934,2397660,6212,2397660
1150,5942,2405660,6212,2405660
1150,5942,2406660,6212,2406660
1150,5942,2407310,6212,2407310
1150,5942,2407310,6212,2407310
1150,5942,2408120,6212,2408120
1150,5942,2409120,6212,2409120
1150,5942,2409590,6212,2409590
1150,5942,2409590,6212,2409590
1150,5942,2410590,6212,2410590
1150,5942,2411400,6212,2411400
1150,5942,2413400,6212,2413400
1150,5942,2414210,6212,2414210
1150,5942,2415210,6212,2415210
1150,5942,2416020,6212,2416020
1150,5942,2416830,6212,2416830
1150,5942,2417300,6212,2417300
1150,5942,2418300,6212,2418300
1150,5942,2419300,6212,2419300
1150,5942,2419300,6212,2419300
1150,5942,2419300,6212,2419300
1150,5942,2420110,6212,2420110
1150,5942,2421110,6212,2421110
1150,5942,2421110,6212,2421110
1150,5942,2421580,6212,2421580
1150,5942,2422580,6212,2422580
1150,5942,2422580,6212,2422580
1150,5942,2422900,6212,2422900
1151,5944,2423900,6212,2423900
1151,5944,2424370,6212,2424370
1151,5944,2424370,6212,2424370
1151,5944,2425370,6212,2425370
1151,5944,2426370,6212,2426370
1151,5944,2427370,6212,2427370
1151,5944,2428180,6212,2428180
1151,5944,2429180,6212,2429180
1151,5944,2429770,6212,2429770
1151,5944,2430580,6212,2430580
1151,5944,2431580,6212,2431580
1151,5944,2432390,6212,2432390
1151,5944,2432860,6212,2432860
1151,5944,2432860,6212,2432860
1151,5944,2433860,6212,2433860
1151,5944,2434860,6212,2434860
1151,5944,2435860,6212,2435860
1151,5944,2436860,6212,2436860
1151,5944,2437670,6212,2437670
1151,5944,2438670,6212,2438670
1151,5944,2439480,6212,2439480
