ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2371-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2371-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_ratio,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2371-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_q124,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2371-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2371-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_ratio
953761.45,19.93,6.59,383398.21,8.01
953612.98,19.93,6.59,383318.78,8.01
953584.8,19.93,6.59,383344.34,8.01
952990.91,19.94,6.59,383420.77,8.02
952990.91,19.94,6.59,383420.77,8.02
952851.16,19.94,6.6,382704.01,8.01
952851.16,19.94,6.6,382650.6,8.01
952377.57,19.95,6.6,382494.37,8.01
952417.8,19.95,6.61,382433.27,8.01
953625.54,19.98,6.63,383286.73,8.03
953803.94,19.98,6.64,383174.5,8.03
953803.94,19.98,6.64,383077.88,8.03
953655.46,19.98,6.64,383062.15,8.03
954099.92,19.99,6.65,383222.55,8.03
954413.03,20.0,6.66,383021.51,8.03
954453.26,20.01,6.66,383101.63,8.03
954304.79,20.01,6.67,383086.59,8.03
953880.91,20.0,6.66,382686.29,8.03
953732.44,20.0,6.66,382584.61,8.02
953704.26,20.01,6.67,382559.98,8.03
953936.36,20.02,6.67,382727.66,8.03
954221.72,20.02,6.68,382637.52,8.03
954073.25,20.02,6.68,382594.63,8.03
953924.78,20.03,6.68,382493.02,8.03
953776.31,20.03,6.68,382407.76,8.03
953627.84,20.03,6.68,382673.62,8.04
953126.29,20.02,6.68,382127.13,8.03
952977.81,20.02,6.68,382014.02,8.03
952829.34,20.02,6.68,382234.3,8.03
953122.89,20.03,6.69,382473.57,8.04
953528.54,20.04,6.7,382496.91,8.04
953630.26,20.04,6.7,382495.96,8.04
953481.79,20.05,6.7,382382.72,8.04
953453.61,20.05,6.71,382397.68,8.04
953453.61,20.05,6.71,382329.92,8.04
953867.45,20.06,6.72,382324.59,8.04
953718.98,20.06,6.72,382239.82,8.04
953759.21,20.06,6.72,382182.62,8.04
953759.21,20.06,6.72,382115.46,8.04
953642.58,20.07,6.72,382230.02,8.04
953494.11,20.07,6.72,382124.35,8.04
953345.64,20.07,6.73,382010.17,8.04
953055.38,20.06,6.72,382085.07,8.04
952906.91,20.07,6.72,382275.81,8.05
952758.44,20.07,6.72,382249.27,8.05
952609.97,20.07,6.72,382181.78,8.05
952985.11,20.08,6.73,382690.16,8.06
952985.11,20.08,6.73,382546.27,8.06
953145.64,20.08,6.74,382593.78,8.06
953431.0,20.09,6.75,382722.95,8.07
953282.53,20.09,6.75,382621.34,8.06
953134.06,20.09,6.75,382501.62,8.06
952985.59,20.1,6.75,382406.77,8.06
952837.12,20.1,6.75,382524.77,8.07
953212.26,20.11,6.76,382669.02,8.07
953212.26,20.11,6.76,382592.07,8.07
953252.5,20.11,6.77,382783.95,8.08
952878.67,20.1,6.76,382480.84,8.07
953164.03,20.11,6.77,382552.99,8.07
953204.26,20.12,6.77,383233.77,8.09
953648.71,20.13,6.78,383377.75,8.09
953500.24,20.13,6.78,383251.48,8.09
953351.77,20.13,6.79,383337.81,8.09
953203.3,20.13,6.79,383322.59,8.1
953203.3,20.13,6.79,383195.81,8.09
953966.83,20.15,6.81,383359.38,8.1
953818.36,20.15,6.81,383245.1,8.1
953316.81,20.14,6.8,382698.6,8.09
953168.34,20.15,6.8,382607.04,8.09
953168.34,20.15,6.8,382501.78,8.08
953168.34,20.15,6.8,382419.72,8.08
953140.16,20.15,6.81,382445.29,8.08
953140.16,20.15,6.81,382746.8,8.09
953111.98,20.15,6.81,382761.76,8.09
953152.21,20.16,6.81,382671.8,8.09
953003.74,20.16,6.81,382789.31,8.1
953043.97,20.16,6.82,382909.39,8.1
952895.5,20.16,6.82,382821.71,8.1
953180.86,20.17,6.83,383240.7,8.11
953152.69,20.18,6.83,383227.43,8.11
953152.69,20.18,6.83,383781.9,8.12
953152.69,20.18,6.83,383781.9,8.12
953004.21,20.18,6.83,383702.33,8.12
952855.74,20.18,6.83,383669.11,8.12
952976.04,20.18,6.84,383707.43,8.13
952827.57,20.18,6.84,384035.86,8.13
953331.79,20.19,6.85,384036.52,8.13
953510.19,20.2,6.86,383932.67,8.13
953361.72,20.2,6.86,384042.13,8.14
953213.25,20.2,6.86,383929.2,8.14
953777.99,20.21,6.87,383933.75,8.14
954063.35,20.22,6.88,384021.04,8.14
954063.35,20.22,6.88,384021.04,8.14
954223.88,20.23,6.89,384058.85,8.14
954384.4,20.24,6.89,384096.67,8.14
954828.85,20.25,6.9,384178.99,8.15
954680.38,20.25,6.9,384058.77,8.15
954720.61,20.25,6.91,384138.89,8.15
954720.61,20.25,6.91,384057.68,8.15
955382.49,20.27,6.93,384142.46,8.15
955431.44,20.27,6.93,383706.79,8.14
955471.67,20.28,6.93,383631.12,8.14
955364.91,20.28,6.93,383435.63,8.14
955216.44,20.28,6.93,383334.02,8.14
955376.97,20.28,6.94,383371.83,8.14
955239.11,20.29,6.94,383429.55,8.14
955090.64,20.29,6.94,383362.55,8.14
955130.87,20.29,6.95,383296.75,8.14
954982.4,20.29,6.95,383381.98,8.15
955267.76,20.3,6.96,383289.43,8.15
955561.31,20.31,6.97,383608.82,8.15
955601.54,20.31,6.97,383529.56,8.15
955573.36,20.32,6.97,383544.52,8.15
955948.51,20.33,6.98,383635.9,8.16
955948.51,20.33,6.98,384006.24,8.17
955800.04,20.33,6.98,383903.57,8.16
955651.57,20.33,6.99,383807.59,8.16
955503.09,20.33,6.99,384329.98,8.18
955354.62,20.33,6.99,384244.73,8.18
955206.15,20.33,6.99,384185.57,8.18
955057.68,20.33,6.99,384071.98,8.18
954909.21,20.33,6.99,383987.0,8.18
954760.74,20.34,6.99,384020.79,8.18
954800.97,20.34,7.0,384151.28,8.18
954287.91,20.33,6.99,383593.16,8.17
954287.91,20.33,6.99,383517.29,8.17
954573.27,20.34,7.0,383604.58,8.17
954424.8,20.34,7.0,383492.72,8.17
954276.33,20.34,7.0,383477.68,8.18
954396.62,20.35,7.0,383516.01,8.18
954248.15,20.35,7.0,383432.88,8.18
954661.99,20.36,7.01,383437.59,8.18
954513.52,20.36,7.02,383358.03,8.18
954365.05,20.36,7.02,383256.42,8.18
954216.58,20.36,7.02,383172.98,8.18
954068.11,20.36,7.02,383156.69,8.18
954361.65,20.37,7.03,383118.94,8.18
954647.01,20.38,7.04,383735.96,8.19
954916.25,20.39,7.04,383622.43,8.19
954767.77,20.39,7.04,383595.08,8.19
954739.6,20.39,7.05,383578.09,8.19
954711.42,20.4,7.05,383585.62,8.19
954337.59,20.39,7.05,383530.08,8.19
954189.12,20.39,7.05,383413.57,8.19
954040.65,20.39,7.05,383337.09,8.19
954219.04,20.4,7.06,383224.86,8.19
954259.28,20.4,7.06,383177.53,8.19
954299.51,20.41,7.06,383338.04,8.2
954339.74,20.41,7.07,383267.26,8.2
954379.97,20.42,7.07,383142.97,8.2
954379.97,20.42,7.07,383127.26,8.2
954379.97,20.42,7.07,383050.31,8.19
954231.5,20.42,7.07,382930.01,8.19
954091.75,20.42,7.08,382301.63,8.18
953943.28,20.42,7.08,382256.73,8.18
954121.68,20.43,7.08,382529.84,8.19
954407.04,20.44,7.09,382334.79,8.19
954378.86,20.44,7.1,382342.32,8.19
954664.22,20.45,7.1,382242.05,8.19
954515.75,20.45,7.1,382159.53,8.19
954555.98,20.45,7.11,382077.97,8.19
954407.51,20.45,7.11,381994.53,8.19
954259.04,20.46,7.11,381892.92,8.19
954110.57,20.46,7.11,381805.37,8.19
954271.1,20.46,7.12,381852.88,8.19
953673.42,20.45,7.11,381038.38,8.17
953524.95,20.46,7.11,380949.69,8.17
953794.18,20.46,7.12,381061.29,8.18
954079.54,20.47,7.13,381198.07,8.18
953931.07,20.47,7.13,381484.26,8.19
953418.01,20.47,7.12,380914.26,8.18
953389.83,20.47,7.13,380939.83,8.18
953241.36,20.47,7.13,382313.39,8.21
953092.89,20.47,7.13,382391.82,8.21
952944.42,20.47,7.13,382492.73,8.22
952795.95,20.47,7.13,382391.55,8.22
952647.48,20.48,7.13,382302.37,8.22
952647.48,20.48,7.13,382302.37,8.22
952932.84,20.48,7.14,382015.19,8.21
952784.37,20.49,7.14,381903.61,8.21
952635.9,20.49,7.14,381770.72,8.21
952917.0,20.49,7.15,381965.35,8.22
953091.05,20.5,7.16,381018.68,8.2
952942.58,20.5,7.16,380882.08,8.19
952794.11,20.5,7.16,381219.6,8.2
952645.64,20.51,7.16,381106.49,8.2
952877.74,20.51,7.17,381656.19,8.22
952729.27,20.51,7.17,381759.29,8.22
952729.27,20.51,7.17,381874.17,8.22
952580.8,20.52,7.17,381779.14,8.22
952446.85,20.51,7.17,381709.21,8.22
952446.85,20.51,7.17,381709.21,8.22
952732.21,20.52,7.18,381611.83,8.22
953107.36,20.53,7.19,381856.35,8.23
953021.56,20.53,7.19,381771.64,8.23
952873.09,20.54,7.19,381725.84,8.23
952724.62,20.54,7.19,381888.64,8.23
952576.15,20.54,7.19,381787.03,8.23
952427.68,20.54,7.2,381900.16,8.24
952279.21,20.54,7.2,381809.36,8.24
952889.26,20.56,7.21,381848.33,8.24
952740.79,20.56,7.22,382202.21,8.25
952901.32,20.57,7.22,382240.02,8.25
953186.68,20.57,7.23,382134.44,8.25
953046.93,20.58,7.23,381506.07,8.24
953046.93,20.58,7.23,381786.52,8.24
952731.87,20.57,7.23,381543.93,8.24
952731.87,20.57,7.23,381473.71,8.24
952772.11,20.58,7.23,381535.45,8.24
952772.11,20.58,7.23,381437.78,8.24
952623.64,20.58,7.23,381326.2,8.24
952623.64,20.58,7.23,381284.87,8.24
952475.16,20.58,7.23,381427.04,8.24
952850.31,20.59,7.24,382116.18,8.26
952907.72,20.59,7.25,382531.37,8.27
952759.25,20.59,7.25,382516.33,8.27
952610.78,20.6,7.25,382403.4,8.27
952610.78,20.6,7.25,382403.4,8.27
952651.01,20.6,7.26,382608.94,8.27
953026.16,20.61,7.27,383134.98,8.29
953311.52,20.62,7.27,383324.75,8.29
953163.05,20.62,7.28,383213.09,8.29
953163.05,20.62,7.28,383133.16,8.29
953203.28,20.62,7.28,383050.71,8.29
953243.51,20.63,7.28,382979.46,8.29
953283.74,20.63,7.29,383059.58,8.29
953283.74,20.63,7.29,383243.07,8.29
953135.27,20.63,7.29,383111.48,8.29
952986.8,20.64,7.29,383183.26,8.3
953272.16,20.64,7.3,384105.92,8.32
953272.16,20.64,7.3,384027.68,8.32
953312.39,20.65,7.3,384003.42,8.32
953974.27,20.67,7.32,384088.2,8.32
954259.63,20.67,7.33,384349.7,8.33
954111.15,20.67,7.33,384701.94,8.34
954111.15,20.67,7.33,384863.57,8.34
954396.52,20.68,7.34,384935.73,8.34
954368.34,20.69,7.34,384934.44,8.34
954219.87,20.69,7.34,384919.4,8.35
954071.39,20.69,7.35,384843.71,8.35
953922.92,20.69,7.35,384742.1,8.35
953894.75,20.69,7.35,384757.06,8.35
954180.11,20.7,7.36,384740.41,8.35
954180.11,20.7,7.36,384740.41,8.35
954040.35,20.7,7.36,384023.64,8.33
953891.88,20.71,7.36,384000.53,8.34
953733.18,20.7,7.36,383944.12,8.33
954018.54,20.71,7.37,383885.11,8.33
954196.94,20.72,7.37,383798.81,8.33
954254.56,20.72,7.38,383738.32,8.33
954294.79,20.72,7.38,383663.83,8.33
954580.15,20.73,7.39,383649.96,8.33
954932.55,20.74,7.4,383630.8,8.33
954784.08,20.74,7.4,383597.13,8.33
954635.6,20.75,7.4,383414.82,8.33
954675.84,20.75,7.41,383279.76,8.33
954647.66,20.75,7.41,383294.72,8.33
954687.89,20.76,7.41,383464.14,8.34
954728.12,20.76,7.42,383694.74,8.34
954579.65,20.76,7.42,383643.24,8.34
954740.18,20.77,7.43,383681.05,8.35
954591.71,20.77,7.43,383834.16,8.35
954591.71,20.77,7.43,383722.25,8.35
954941.7,20.78,7.44,384245.39,8.36
954981.93,20.79,7.44,384189.09,8.36
955022.17,20.79,7.45,384124.44,8.36
955221.79,20.8,7.46,383882.63,8.36
955073.32,20.8,7.46,383767.52,8.36
955113.55,20.81,7.46,383891.45,8.36
955398.91,20.81,7.47,383978.74,8.36
955250.44,20.81,7.47,384096.51,8.37
955101.97,20.82,7.47,384102.3,8.37
954953.5,20.82,7.47,384059.64,8.37
954805.03,20.82,7.48,384436.21,8.38
954656.56,20.82,7.48,384323.28,8.38
955101.01,20.83,7.49,384371.93,8.38
955141.24,20.84,7.49,384345.49,8.38
954073.77,20.85,7.5,384127.72,8.39
954448.91,20.86,7.51,384185.63,8.4
954420.74,20.86,7.52,384161.0,8.4
954272.27,20.86,7.52,384413.87,8.4
954123.79,20.86,7.52,384280.99,8.4
954123.79,20.86,7.52,384236.64,8.4
954123.79,20.86,7.52,384121.42,8.4
954630.92,20.88,7.53,384048.29,8.4
954482.45,20.88,7.53,384031.74,8.4
954767.81,20.89,7.54,384281.73,8.41
955053.17,20.89,7.55,384207.18,8.41
954904.7,20.9,7.55,384073.71,8.4
954876.52,20.9,7.56,384099.27,8.41
954728.05,20.9,7.56,384026.82,8.41
954728.05,20.9,7.56,384156.37,8.41
954579.58,20.9,7.56,384141.15,8.41
954864.94,20.91,7.57,384576.96,8.42
954864.94,20.91,7.57,384392.41,8.42
954716.47,20.91,7.57,384304.35,8.42
955001.83,20.92,7.58,384194.61,8.42
954853.35,20.92,7.58,384308.1,8.42
954893.59,20.93,7.58,384352.08,8.42
954745.12,20.93,7.58,384335.52,8.42
954596.65,20.93,7.59,384253.37,8.42
954993.25,20.94,7.6,384461.34,8.43
954965.08,20.94,7.6,384486.91,8.43
954869.68,20.95,7.6,384195.91,8.43
954909.91,20.95,7.61,384116.98,8.43
955285.06,20.96,7.62,384448.25,8.44
955325.29,20.96,7.62,384384.51,8.44
955325.29,20.96,7.62,384199.96,8.43
955176.82,20.97,7.62,384210.83,8.43
955532.33,20.97,7.63,384285.14,8.44
955383.86,20.98,7.63,384727.04,8.45
955235.39,20.98,7.63,384684.14,8.45
955086.92,20.98,7.64,384902.3,8.45
954938.45,20.98,7.64,384994.18,8.46
954980.9,20.98,7.64,385390.53,8.47
955021.13,20.99,7.64,385333.32,8.47
954872.66,20.99,7.64,385182.47,8.47
954724.19,20.99,7.65,385279.56,8.47
954764.43,20.99,7.65,385193.74,8.47
954615.95,20.99,7.65,385548.95,8.48
954467.48,21.0,7.65,385313.89,8.48
954319.01,21.0,7.65,385290.78,8.48
954007.25,20.99,7.65,384953.88,8.47
952939.78,21.01,7.66,384736.11,8.48
952791.31,21.01,7.66,384652.98,8.48
952791.31,21.01,7.66,384652.98,8.48
952642.84,21.01,7.67,384552.44,8.48
953002.96,21.02,7.68,383247.45,8.45
953060.58,21.02,7.68,383186.96,8.45
953238.98,21.03,7.69,383074.74,8.45
953238.98,21.03,7.69,383315.48,8.46
953471.08,21.04,7.69,383669.15,8.47
953442.9,21.04,7.7,383676.68,8.47
953505.57,21.04,7.7,383632.94,8.47
953803.53,21.05,7.71,383359.8,8.46
954088.89,21.06,7.72,383345.92,8.46
954209.18,21.07,7.72,383384.24,8.46
954209.18,21.07,7.72,383206.95,8.46
954494.54,21.07,7.73,383116.5,8.46
954534.77,21.08,7.74,383048.8,8.46
953467.3,21.09,7.75,382831.02,8.47
953318.83,21.09,7.75,382817.03,8.47
953170.36,21.1,7.75,382715.17,8.47
953210.59,21.1,7.76,382795.28,8.47
953504.13,21.11,7.77,382677.14,8.47
953355.66,21.11,7.77,382658.2,8.47
953207.19,21.11,7.77,382521.41,8.47
953247.42,21.12,7.77,382439.67,8.47
953425.82,21.12,7.78,382413.89,8.47
952358.35,21.14,7.79,382196.11,8.48
952398.58,21.14,7.8,382276.22,8.49
952438.81,21.15,7.8,382163.78,8.48
952438.81,21.15,7.8,382238.3,8.49
952410.63,21.15,7.81,382225.02,8.49
952262.16,21.15,7.81,382177.09,8.49
952302.4,21.16,7.81,382252.19,8.49
952587.76,21.17,7.82,382175.12,8.49
952400.35,21.16,7.82,381926.45,8.49
952251.88,21.16,7.82,381220.39,8.47
952103.4,21.17,7.82,381106.21,8.47
952161.02,21.17,7.82,380958.08,8.47
952446.38,21.18,7.83,380855.48,8.47
952297.91,21.18,7.83,380810.57,8.47
952297.91,21.18,7.83,380884.85,8.47
951925.9,21.17,7.83,380509.26,8.46
952086.42,21.18,7.83,380547.07,8.46
952367.53,21.19,7.84,380741.7,8.47
952723.04,21.2,7.85,380669.15,8.47
952574.57,21.2,7.85,380832.5,8.47
952859.93,21.21,7.86,380866.98,8.48
952859.93,21.21,7.86,380770.73,8.47
952711.46,21.21,7.86,380725.82,8.47
952711.46,21.21,7.86,381107.5,8.48
952751.69,21.21,7.87,381387.02,8.49
951684.22,21.23,7.88,381169.25,8.5
951684.22,21.23,7.88,381022.45,8.5
951535.75,21.23,7.88,381125.55,8.5
951919.68,21.24,7.89,381025.74,8.5
951959.91,21.24,7.9,380469.9,8.49
951811.44,21.24,7.9,380384.41,8.49
951662.97,21.24,7.9,380301.23,8.49
951634.79,21.25,7.91,380308.76,8.49
951675.02,21.25,7.91,380077.75,8.49
951675.02,21.25,7.91,380232.42,8.49
951646.84,21.26,7.91,380257.99,8.49
951498.37,21.26,7.92,380156.13,8.49
951498.37,21.26,7.92,380072.16,8.49
951498.37,21.26,7.92,382464.8,8.55
951349.9,21.26,7.92,382345.07,8.54
950986.07,21.25,7.91,381980.32,8.54
951026.3,21.26,7.92,381910.32,8.54
950877.83,21.26,7.92,381796.21,8.54
950729.36,21.26,7.92,381710.33,8.54
951104.51,21.27,7.93,381567.43,8.53
950879.8,21.27,7.92,381311.1,8.53
950731.33,21.27,7.93,381204.49,8.53
950582.85,21.27,7.93,381187.92,8.53
950640.47,21.27,7.93,381160.1,8.53
950995.99,21.28,7.94,381506.39,8.54
951036.22,21.29,7.94,381633.28,8.54
950442.34,21.29,7.95,382180.19,8.56
950620.73,21.3,7.96,382219.14,8.56
950472.26,21.3,7.96,382125.66,8.56
950704.37,21.31,7.97,382233.86,8.57
950676.19,21.31,7.97,382209.22,8.57
950527.72,21.31,7.97,382395.67,8.57
950379.25,21.32,7.97,382372.55,8.58
950419.48,21.32,7.98,382510.94,8.58
950459.71,21.33,7.98,382350.36,8.58
950745.07,21.33,7.99,382448.73,8.58
950716.89,21.34,8.0,382474.3,8.58
950877.42,21.35,8.0,382512.11,8.59
950728.95,21.35,8.0,382485.58,8.59
951014.31,21.36,8.01,382392.84,8.59
951192.71,21.36,8.02,382728.96,8.6
951494.07,21.38,8.03,382257.31,8.59
951345.6,21.38,8.03,382242.61,8.59
951048.66,21.38,8.04,383010.99,8.61
951088.89,21.38,8.04,383091.1,8.61
950940.42,21.39,8.04,382997.35,8.61
950791.95,21.39,8.04,382860.06,8.61
951167.1,21.4,8.05,383302.33,8.62
951018.63,21.4,8.06,383287.29,8.62
951018.63,21.4,8.06,383171.49,8.62
950870.15,21.4,8.06,383107.22,8.62
950870.15,21.4,8.06,383007.06,8.62
951275.81,21.41,8.07,383004.45,8.62
951127.34,21.41,8.07,383210.99,8.63
951127.34,21.41,8.07,383210.99,8.63
951305.74,21.42,8.08,383249.94,8.63
951345.97,21.42,8.08,383154.38,8.63
951197.5,21.43,8.08,383262.74,8.63
951049.03,21.43,8.08,383332.64,8.64
950798.84,21.43,8.08,383152.08,8.63
950901.74,21.43,8.09,383140.76,8.64
950901.74,21.43,8.09,383011.05,8.63
951062.27,21.44,8.1,383048.87,8.64
950449.68,21.43,8.09,382459.66,8.62
950489.92,21.44,8.09,382379.93,8.62
949422.44,21.45,8.11,382162.16,8.63
949336.64,21.45,8.11,382109.75,8.64
949086.45,21.45,8.11,381865.48,8.63
949058.28,21.46,8.11,381855.02,8.63
949058.28,21.46,8.11,381945.22,8.64
948909.8,21.46,8.12,382125.54,8.64
948761.33,21.46,8.12,382450.7,8.65
948612.86,21.46,8.12,382543.42,8.65
948996.79,21.47,8.13,382414.22,8.65
949402.45,21.48,8.14,382437.56,8.65
949253.98,21.48,8.14,382548.65,8.66
949414.5,21.49,8.15,382586.46,8.66
949386.32,21.5,8.15,382601.42,8.66
949671.68,21.51,8.16,382503.69,8.66
949523.21,21.51,8.16,382420.97,8.66
949808.57,21.52,8.17,382339.06,8.66
949660.1,21.52,8.17,382818.56,8.67
949660.1,21.52,8.17,382816.69,8.67
949945.46,21.53,8.18,382997.57,8.68
949796.99,21.53,8.18,382954.68,8.68
949648.52,21.53,8.19,382910.89,8.68
949688.75,21.53,8.19,383067.63,8.69
949540.28,21.54,8.19,382996.4,8.69
949540.28,21.54,8.19,384206.76,8.71
949391.81,21.54,8.19,384070.62,8.71
949243.34,21.54,8.19,383991.18,8.71
949283.57,21.54,8.2,384108.95,8.72
949067.46,21.54,8.2,383516.68,8.71
949442.6,21.55,8.21,383511.86,8.71
949442.6,21.55,8.21,383441.41,8.7
949482.84,21.56,8.21,383355.35,8.7
949334.37,21.56,8.22,383328.81,8.71
948266.89,21.57,8.23,383111.03,8.72
948307.12,21.58,8.23,383106.91,8.72
948347.36,21.58,8.24,383384.76,8.73
948799.51,21.59,8.25,383575.47,8.73
948713.71,21.6,8.25,383550.96,8.73
948010.65,21.59,8.24,382802.83,8.72
947982.47,21.59,8.25,382766.17,8.72
948022.71,21.6,8.25,382844.26,8.72
948062.94,21.6,8.26,382765.01,8.72
947914.47,21.6,8.26,383085.97,8.73
947914.47,21.6,8.26,383085.97,8.73
948017.37,21.61,8.26,383061.69,8.73
947868.9,21.61,8.27,382926.6,8.73
947720.43,21.61,8.27,382831.57,8.73
947760.66,21.62,8.27,382753.57,8.73
947612.19,21.62,8.27,382930.72,8.74
947612.19,21.62,8.27,382860.5,8.73
947463.72,21.62,8.28,382748.05,8.73
947695.82,21.63,8.28,382677.96,8.73
947736.06,21.63,8.29,382624.45,8.73
947587.59,21.63,8.29,383283.23,8.75
947439.11,21.64,8.29,383183.79,8.75
947290.64,21.64,8.29,383098.54,8.75
947290.64,21.64,8.29,383227.3,8.75
947142.17,21.64,8.3,383154.85,8.75
947182.4,21.64,8.3,383090.7,8.75
946808.57,21.64,8.29,383023.25,8.75
946848.81,21.64,8.3,383103.37,8.76
946848.81,21.64,8.3,383175.01,8.76
946700.33,21.64,8.3,383084.05,8.76
946551.86,21.65,8.3,383298.37,8.77
946403.39,21.65,8.3,383236.78,8.77
946778.54,21.66,8.31,383344.56,8.77
946692.74,21.66,8.32,383274.11,8.77
946986.29,21.67,8.33,383391.94,8.77
947279.83,21.68,8.33,383271.12,8.77
947251.66,21.68,8.34,383257.74,8.77
947103.19,21.68,8.34,383226.69,8.77
947372.42,21.69,8.35,383080.33,8.77
947223.95,21.69,8.35,382997.21,8.77
947075.48,21.7,8.35,382905.7,8.77
946927.0,21.7,8.35,382895.18,8.77
946778.53,21.7,8.36,382868.65,8.78
946630.06,21.7,8.36,383283.44,8.79
946670.29,21.71,8.36,383345.18,8.79
946445.03,21.7,8.36,382822.0,8.78
948534.45,21.75,8.41,386756.69,8.87
948506.27,21.76,8.41,386755.4,8.87
949071.02,21.77,8.43,386759.96,8.87
949009.53,21.77,8.43,386603.11,8.87
948861.06,21.78,8.43,386576.58,8.87
949236.21,21.79,8.44,386601.3,8.87
949087.74,21.79,8.44,386527.19,8.87
948939.27,21.79,8.45,386462.03,8.87
948877.78,21.79,8.45,386313.63,8.87
949252.93,21.8,8.46,386314.84,8.87
949293.16,21.81,8.46,386275.81,8.87
948699.28,21.81,8.47,386978.7,8.9
948276.24,21.81,8.46,386516.67,8.89
948127.76,21.81,8.46,386614.76,8.89
948168.0,21.81,8.47,386676.5,8.9
948551.93,21.82,8.48,387217.36,8.91
948403.46,21.82,8.48,387202.33,8.91
948792.98,21.84,8.49,387184.2,8.91
948953.51,21.84,8.5,387222.02,8.91
948953.51,21.84,8.5,387440.65,8.92
948993.74,21.85,8.5,387361.4,8.92
948845.27,21.85,8.51,387605.33,8.93
948696.8,21.85,8.51,387574.28,8.93
948737.03,21.86,8.51,388263.3,8.94
948588.56,21.86,8.51,388494.44,8.95
948588.56,21.86,8.51,388439.4,8.95
948745.25,21.87,8.52,388942.27,8.96
948596.77,21.87,8.53,389058.09,8.97
948510.98,21.87,8.53,389033.58,8.97
948362.51,21.87,8.53,389194.67,8.98
948214.03,21.87,8.53,389129.59,8.98
948065.56,21.88,8.53,389013.8,8.98
948065.56,21.88,8.53,388908.3,8.97
947840.3,21.87,8.53,388655.53,8.97
948245.95,21.88,8.54,388678.87,8.97
948097.48,21.89,8.54,388764.64,8.97
947949.01,21.89,8.54,388738.1,8.98
947989.24,21.89,8.55,389091.79,8.99
948454.92,21.9,8.56,389543.18,9.0
948081.09,21.9,8.56,389240.07,8.99
947013.62,21.91,8.57,389032.33,9.0
946865.14,21.92,8.57,389332.51,9.01
946824.22,21.92,8.57,389439.31,9.01
946230.33,21.92,8.58,390149.85,9.04
946081.86,21.92,8.58,390055.8,9.04
945933.39,21.93,8.58,389907.53,9.04
946202.62,21.93,8.59,389997.6,9.04
946054.15,21.94,8.59,390160.4,9.05
945905.68,21.94,8.59,390166.09,9.05
946289.61,21.95,8.6,390172.52,9.05
946621.43,21.96,8.62,389958.38,9.05
946781.95,21.97,8.62,389996.2,9.05
946822.19,21.97,8.63,390150.39,9.05
946290.98,21.98,8.64,390106.82,9.06
945867.1,21.98,8.63,389706.52,9.05
946152.46,21.98,8.64,389613.97,9.05
946330.85,21.99,8.65,389535.31,9.05
946451.15,21.99,8.65,389573.63,9.05
946302.68,22.0,8.65,389558.6,9.06
946342.91,22.0,8.66,389481.63,9.05
946383.14,22.01,8.66,389711.33,9.06
946668.5,22.02,8.67,389897.67,9.07
946520.03,22.02,8.67,389755.85,9.07
946047.11,22.01,8.67,389115.69,9.05
946087.34,22.01,8.67,389040.26,9.05
946247.87,22.02,8.68,389078.08,9.06
946099.4,22.02,8.68,389033.37,9.06
945950.92,22.03,8.68,388950.85,9.06
945802.45,22.03,8.68,388849.24,9.06
946246.9,22.04,8.7,389158.07,9.06
946287.14,22.04,8.7,389125.33,9.06
946138.67,22.05,8.7,389672.76,9.08
946110.49,22.05,8.71,389698.33,9.08
945804.17,22.05,8.7,389604.84,9.08
945655.7,22.05,8.7,389519.58,9.08
945941.06,22.06,8.71,389427.05,9.08
945981.29,22.06,8.72,389545.49,9.08
945832.82,22.06,8.72,389433.91,9.08
945804.64,22.07,8.72,389459.47,9.09
945311.03,22.06,8.72,389002.98,9.08
945596.39,22.07,8.72,388910.43,9.08
945500.25,22.07,8.73,389326.89,9.09
945540.49,22.08,8.73,389270.21,9.09
945392.01,22.08,8.73,389423.91,9.09
945243.54,22.08,8.74,389349.8,9.09
945095.07,22.08,8.74,389234.81,9.09
944946.6,22.08,8.74,389139.77,9.09
945178.7,22.09,8.75,389237.65,9.1
945553.85,22.1,8.76,389583.22,9.11
945405.38,22.1,8.76,389726.28,9.11
945256.91,22.11,8.76,389606.06,9.11
945108.44,22.11,8.76,389467.64,9.11
944959.97,22.11,8.77,389402.89,9.11
944811.5,22.11,8.77,389334.9,9.11
943744.02,22.13,8.78,389117.13,9.12
943595.55,22.13,8.79,389419.52,9.13
943447.08,22.13,8.79,389288.77,9.13
943298.61,22.13,8.79,389201.09,9.13
943863.35,22.15,8.8,389205.65,9.13
944158.13,22.16,8.81,389127.83,9.13
944158.13,22.16,8.81,389030.22,9.13
