ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cfe3-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_nodes,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cfe3-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpus,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cfe3-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cfe3-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-total_gpus,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cfe3-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-arrived_gpu_milli
1151,5946,2304470,6212,2304470
1151,5946,2305470,6212,2305470
1151,5946,2306280,6212,2306280
1151,5946,2307280,6212,2307280
1151,5946,2308280,6212,2308280
1151,5946,2308280,6212,2308280
1151,5946,2308600,6212,2308600
1151,5946,2309410,6212,2309410
1151,5946,2310410,6212,2310410
1151,5946,2311410,6212,2311410
1151,5946,2312410,6212,2312410
1152,5948,2313220,6212,2313220
1153,5956,2313220,6212,2313220
1153,5956,2314220,6212,2314220
1153,5956,2314700,6212,2314700
1153,5956,2315700,6212,2315700
1153,5956,2316700,6212,2316700
1153,5956,2317510,6212,2317510
1153,5956,2318320,6212,2318320
1153,5956,2319320,6212,2319320
1153,5956,2320320,6212,2320320
1153,5956,2321320,6212,2321320
1153,5956,2322320,6212,2322320
1153,5956,2323320,6212,2323320
1153,5956,2324130,6212,2324130
1153,5956,2324130,6212,2324130
1153,5956,2325130,6212,2325130
1154,5958,2326130,6212,2326130
1154,5958,2326940,6212,2326940
1154,5958,2327940,6212,2327940
1154,5958,2328410,6212,2328410
1154,5958,2328410,6212,2328410
1154,5958,2329410,6212,2329410
1154,5958,2329880,6212,2329880
1154,5958,2330880,6212,2330880
1154,5958,2331470,6212,2331470
1154,5958,2331470,6212,2331470
1155,5959,2332280,6212,2332280
1155,5959,2333090,6212,2333090
1155,5959,2333090,6212,2333090
1155,5959,2334090,6212,2334090
1155,5959,2334560,6212,2334560
1155,5959,2334670,6212,2334670
1155,5959,2335260,6212,2335260
1155,5959,2336260,6212,2336260
1155,5959,2337260,6212,2337260
1155,5959,2337260,6212,2337260
1155,5959,2338260,6212,2338260
1155,5959,2338910,6212,2338910
1155,5959,2339720,6212,2339720
1155,5959,2340720,6212,2340720
1155,5959,2341720,6212,2341720
1155,5959,2342720,6212,2342720
1155,5959,2343720,6212,2343720
1155,5959,2344720,6212,2344720
1155,5959,2345190,6212,2345190
1155,5959,2345840,6212,2345840
1155,5959,2349840,6212,2349840
1155,5959,2349840,6212,2349840
1155,5959,2350070,6212,2350070
1155,5959,2350540,6212,2350540
1155,5959,2351540,6212,2351540
1155,5959,2352540,6212,2352540
1155,5959,2352700,6212,2352700
1156,5967,2353510,6212,2353510
1156,5967,2354510,6212,2354510
1156,5967,2354980,6212,2354980
1156,5967,2355790,6212,2355790
1156,5967,2356790,6212,2356790
1156,5967,2356790,6212,2356790
1156,5967,2357790,6212,2357790
1156,5967,2358790,6212,2358790
1156,5967,2359250,6212,2359250
1156,5967,2360250,6212,2360250
1156,5967,2360710,6212,2360710
1156,5967,2361710,6212,2361710
1156,5967,2361710,6212,2361710
1156,5967,2362710,6212,2362710
1156,5967,2363520,6212,2363520
1156,5967,2363520,6212,2363520
1156,5967,2364520,6212,2364520
1156,5967,2365520,6212,2365520
1156,5967,2366520,6212,2366520
1156,5967,2367520,6212,2367520
1156,5967,2368520,6212,2368520
1156,5967,2368520,6212,2368520
1156,5967,2369520,6212,2369520
1156,5967,2369520,6212,2369520
1156,5967,2369520,6212,2369520
1156,5967,2370330,6212,2370330
1156,5967,2370800,6212,2370800
1156,5967,2371610,6212,2371610
1156,5967,2372610,6212,2372610
1156,5967,2372840,6212,2372840
1156,5967,2373310,6212,2373310
1156,5967,2373310,6212,2373310
1156,5967,2373780,6212,2373780
1156,5967,2374780,6212,2374780
1156,5967,2375780,6212,2375780
1156,5967,2376590,6212,2376590
1156,5967,2377590,6212,2377590
1156,5967,2378590,6212,2378590
1157,5969,2379590,6212,2379590
1157,5969,2380590,6212,2380590
1157,5969,2380590,6212,2380590
1157,5969,2380910,6212,2380910
1157,5969,2381380,6212,2381380
1157,5969,2381850,6212,2381850
1157,5969,2382850,6212,2382850
1157,5969,2382850,6212,2382850
1157,5969,2383850,6212,2383850
1158,5977,2384320,6212,2384320
1158,5977,2384320,6212,2384320
1158,5977,2384970,6212,2384970
1158,5977,2385970,6212,2385970
1158,5977,2386970,6212,2386970
1158,5977,2387970,6212,2387970
1158,5977,2388970,6212,2388970
1158,5977,2389970,6212,2389970
1158,5977,2390970,6212,2390970
1158,5977,2390970,6212,2390970
1158,5977,2391970,6212,2391970
1158,5977,2391970,6212,2391970
1158,5977,2392780,6212,2392780
1158,5977,2393590,6212,2393590
1158,5977,2394590,6212,2394590
1158,5977,2395590,6212,2395590
1158,5977,2396060,6212,2396060
1158,5977,2396280,6212,2396280
1158,5977,2397280,6212,2397280
1158,5977,2398090,6212,2398090
1159,5978,2398090,6212,2398090
1159,5978,2398320,6212,2398320
1159,5978,2399320,6212,2399320
1159,5978,2400320,6212,2400320
1159,5978,2401320,6212,2401320
1160,5986,2402320,6212,2402320
1161,5994,2403320,6212,2403320
1161,5994,2404320,6212,2404320
1161,5994,2405320,6212,2405320
1161,5994,2406130,6212,2406130
1161,5994,2407130,6212,2407130
1161,5994,2407600,6212,2407600
1161,5994,2408070,6212,2408070
1161,5994,2409070,6212,2409070
1161,5994,2409070,6212,2409070
1161,5994,2409070,6212,2409070
1161,5994,2409720,6212,2409720
1161,5994,2410720,6212,2410720
1161,5994,2411190,6212,2411190
1161,5994,2412190,6212,2412190
1161,5994,2413190,6212,2413190
1161,5994,2413510,6212,2413510
1161,5994,2413740,6212,2413740
1161,5994,2414740,6212,2414740
1161,5994,2415740,6212,2415740
1161,5994,2415740,6212,2415740
1161,5994,2416740,6212,2416740
1161,5994,2417740,6212,2417740
1161,5994,2418550,6212,2418550
1161,5994,2419550,6212,2419550
1161,5994,2420550,6212,2420550
1161,5994,2421550,6212,2421550
1161,5994,2422550,6212,2422550
1161,5994,2423100,6212,2423100
1161,5994,2424100,6212,2424100
1161,5994,2425100,6212,2425100
1161,5994,2425570,6212,2425570
1161,5994,2425570,6212,2425570
1161,5994,2426570,6212,2426570
1161,5994,2427570,6212,2427570
1161,5994,2427570,6212,2427570
1162,6002,2427800,6212,2427800
1162,6002,2428800,6212,2428800
1162,6002,2428800,6212,2428800
1162,6002,2428800,6212,2428800
1162,6002,2429610,6212,2429610
1162,6002,2430610,6212,2430610
1162,6002,2431610,6212,2431610
1162,6002,2432260,6212,2432260
1162,6002,2432580,6212,2432580
1162,6002,2432580,6212,2432580
1163,6010,2433230,6212,2433230
1163,6010,2434040,6212,2434040
1163,6010,2434040,6212,2434040
1163,6010,2435040,6212,2435040
1163,6010,2435040,6212,2435040
1163,6010,2435200,6212,2435200
1163,6010,2436200,6212,2436200
1163,6010,2436200,6212,2436200
1163,6010,2436570,6212,2436570
1163,6010,2436570,6212,2436570
1163,6010,2437380,6212,2437380
1163,6010,2437380,6212,2437380
1163,6010,2437540,6212,2437540
1163,6010,2438540,6212,2438540
1163,6010,2439010,6212,2439010
1163,6010,2439490,6212,2439490
1163,6010,2440490,6212,2440490
1163,6010,2440810,6212,2440810
1163,6010,2441810,6212,2441810
1163,6010,2442130,6212,2442130
1163,6010,2442940,6212,2442940
1163,6010,2443940,6212,2443940
1163,6010,2444940,6212,2444940
1163,6010,2445940,6212,2445940
1163,6010,2446750,6212,2446750
1163,6010,2447750,6212,2447750
1163,6010,2448750,6212,2448750
1163,6010,2449560,6212,2449560
1163,6010,2450370,6212,2450370
1163,6010,2451180,6212,2451180
1163,6010,2452180,6212,2452180
1163,6010,2452770,6212,2452770
1163,6010,2453770,6212,2453770
1163,6010,2454770,6212,2454770
1163,6010,2455000,6212,2455000
1163,6010,2456000,6212,2456000
1163,6010,2456000,6212,2456000
1163,6010,2456000,6212,2456000
1163,6010,2456810,6212,2456810
1163,6010,2457810,6212,2457810
1163,6010,2458460,6212,2458460
1163,6010,2458930,6212,2458930
1163,6010,2459300,6212,2459300
1163,6010,2460110,6212,2460110
1163,6010,2460430,6212,2460430
1163,6010,2461430,6212,2461430
1163,6010,2462240,6212,2462240
1163,6010,2463240,6212,2463240
1163,6010,2464050,6212,2464050
1163,6010,2465050,6212,2465050
1163,6010,2465860,6212,2465860
1163,6010,2466180,6212,2466180
1163,6010,2467180,6212,2467180
1163,6010,2467500,6212,2467500
1163,6010,2468500,6212,2468500
1163,6010,2468500,6212,2468500
1163,6010,2468500,6212,2468500
1163,6010,2468820,6212,2468820
1163,6010,2469630,6212,2469630
1163,6010,2469950,6212,2469950
1163,6010,2470950,6212,2470950
1163,6010,2471950,6212,2471950
1163,6010,2472420,6212,2472420
1163,6010,2472420,6212,2472420
1163,6010,2473420,6212,2473420
1163,6010,2473890,6212,2473890
1163,6010,2474890,6212,2474890
1163,6010,2475890,6212,2475890
1163,6010,2476360,6212,2476360
1163,6010,2477360,6212,2477360
1163,6010,2477830,6212,2477830
1163,6010,2478830,6212,2478830
1163,6010,2479480,6212,2479480
1163,6010,2479950,6212,2479950
1163,6010,2480270,6212,2480270
1163,6010,2481270,6212,2481270
1163,6010,2482270,6212,2482270
1163,6010,2482430,6212,2482430
1163,6010,2483430,6212,2483430
1163,6010,2484430,6212,2484430
1163,6010,2485430,6212,2485430
1163,6010,2486240,6212,2486240
1163,6010,2486790,6212,2486790
1163,6010,2487790,6212,2487790
1163,6010,2488790,6212,2488790
1163,6010,2488790,6212,2488790
1163,6010,2489790,6212,2489790
1163,6010,2490790,6212,2490790
1164,6012,2491260,6212,2491260
1164,6012,2492070,6212,2492070
1164,6012,2492540,6212,2492540
1165,6020,2493350,6212,2493350
1165,6020,2493350,6212,2493350
1165,6020,2494350,6212,2494350
1165,6020,2495000,6212,2495000
1165,6020,2495810,6212,2495810
1166,6022,2496810,6212,2496810
1166,6022,2497620,6212,2497620
1166,6022,2498620,6212,2498620
1166,6022,2498940,6212,2498940
1166,6022,2499940,6212,2499940
1166,6022,2499940,6212,2499940
1166,6022,2500940,6212,2500940
1167,6024,2501940,6212,2501940
1167,6024,2502750,6212,2502750
1167,6024,2503070,6212,2503070
1167,6024,2504070,6212,2504070
1167,6024,2504880,6212,2504880
1167,6024,2505350,6212,2505350
1167,6024,2505820,6212,2505820
1168,6026,2506290,6212,2506290
1168,6026,2506290,6212,2506290
1168,6026,2507290,6212,2507290
1168,6026,2507760,6212,2507760
1168,6026,2508760,6212,2508760
1169,6034,2509230,6212,2509230
1170,6042,2510230,6212,2510230
1170,6042,2510700,6212,2510700
1170,6042,2510700,6212,2510700
1170,6042,2511250,6212,2511250
1170,6042,2512250,6212,2512250
1170,6042,2513250,6212,2513250
1170,6042,2514250,6212,2514250
1170,6042,2515250,6212,2515250
1170,6042,2515570,6212,2515570
1170,6042,2516570,6212,2516570
1170,6042,2516570,6212,2516570
1170,6042,2517030,6212,2517030
1170,6042,2517680,6212,2517680
1170,6042,2518680,6212,2518680
1170,6042,2519490,6212,2519490
1170,6042,2520300,6212,2520300
1170,6042,2520300,6212,2520300
1170,6042,2521300,6212,2521300
1170,6042,2522110,6212,2522110
1170,6042,2523110,6212,2523110
1170,6042,2524110,6212,2524110
1170,6042,2524920,6212,2524920
1170,6042,2525510,6212,2525510
1170,6042,2526510,6212,2526510
1170,6042,2527510,6212,2527510
1170,6042,2528320,6212,2528320
1170,6042,2529320,6212,2529320
1170,6042,2530320,6212,2530320
1170,6042,2531320,6212,2531320
1170,6042,2532130,6212,2532130
1170,6042,2533130,6212,2533130
1171,6050,2533590,6212,2533590
1171,6050,2534590,6212,2534590
1171,6050,2535400,6212,2535400
1171,6050,2536210,6212,2536210
1171,6050,2537210,6212,2537210
1171,6050,2537210,6212,2537210
1171,6050,2537210,6212,2537210
1171,6050,2538210,6212,2538210
1171,6050,2539210,6212,2539210
1171,6050,2540210,6212,2540210
1172,6058,2540680,6212,2540680
1172,6058,2541680,6212,2541680
1172,6058,2542680,6212,2542680
1172,6058,2542790,6212,2542790
1172,6058,2543790,6212,2543790
1172,6058,2544790,6212,2544790
1172,6058,2545790,6212,2545790
1172,6058,2546790,6212,2546790
1172,6058,2547790,6212,2547790
1172,6058,2548260,6212,2548260
1172,6058,2549260,6212,2549260
1172,6058,2550070,6212,2550070
1172,6058,2550440,6212,2550440
1172,6058,2550910,6212,2550910
1172,6058,2551370,6212,2551370
1172,6058,2551690,6212,2551690
1172,6058,2551690,6212,2551690
1172,6058,2551690,6212,2551690
1172,6058,2551850,6212,2551850
1172,6058,2551850,6212,2551850
1172,6058,2552850,6212,2552850
1172,6058,2553660,6212,2553660
1172,6058,2554660,6212,2554660
1172,6058,2555660,6212,2555660
1172,6058,2555660,6212,2555660
1172,6058,2556660,6212,2556660
1172,6058,2557130,6212,2557130
1172,6058,2558130,6212,2558130
1172,6058,2558600,6212,2558600
1172,6058,2558600,6212,2558600
1172,6058,2558600,6212,2558600
1172,6058,2559600,6212,2559600
1172,6058,2560070,6212,2560070
1172,6058,2560070,6212,2560070
1172,6058,2560300,6212,2560300
1172,6058,2561300,6212,2561300
1172,6058,2561300,6212,2561300
1172,6058,2562110,6212,2562110
1172,6058,2563110,6212,2563110
1172,6058,2563430,6212,2563430
1172,6058,2563900,6212,2563900
1172,6058,2564900,6212,2564900
1172,6058,2564900,6212,2564900
1172,6058,2565900,6212,2565900
1172,6058,2566450,6212,2566450
1172,6058,2566450,6212,2566450
1172,6058,2566450,6212,2566450
1172,6058,2566920,6212,2566920
1172,6058,2567920,6212,2567920
1172,6058,2567920,6212,2567920
1172,6058,2568920,6212,2568920
1172,6058,2569730,6212,2569730
1172,6058,2570540,6212,2570540
1172,6058,2570540,6212,2570540
1172,6058,2571540,6212,2571540
1172,6058,2572540,6212,2572540
1172,6058,2573010,6212,2573010
1173,6060,2574010,6212,2574010
1174,6062,2575010,6212,2575010
1174,6062,2575480,6212,2575480
1175,6070,2575480,6212,2575480
1176,6072,2575800,6212,2575800
1176,6072,2575800,6212,2575800
1176,6072,2575800,6212,2575800
1176,6072,2576610,6212,2576610
1176,6072,2577090,6212,2577090
1176,6072,2577320,6212,2577320
1176,6072,2578320,6212,2578320
1176,6072,2578320,6212,2578320
1176,6072,2579320,6212,2579320
1176,6072,2580320,6212,2580320
1176,6072,2580480,6212,2580480
1177,6080,2581480,6212,2581480
1177,6080,2581480,6212,2581480
1177,6080,2581940,6212,2581940
1177,6080,2582590,6212,2582590
1177,6080,2583590,6212,2583590
1177,6080,2584050,6212,2584050
1177,6080,2584860,6212,2584860
1177,6080,2585670,6212,2585670
1177,6080,2585670,6212,2585670
1177,6080,2586670,6212,2586670
1177,6080,2587670,6212,2587670
1177,6080,2588670,6212,2588670
1177,6080,2589670,6212,2589670
1177,6080,2590670,6212,2590670
1177,6080,2591670,6212,2591670
1177,6080,2592140,6212,2592140
1177,6080,2592950,6212,2592950
1177,6080,2593950,6212,2593950
1177,6080,2594950,6212,2594950
1177,6080,2595950,6212,2595950
1177,6080,2595950,6212,2595950
1177,6080,2596270,6212,2596270
1177,6080,2596430,6212,2596430
1177,6080,2597430,6212,2597430
1177,6080,2598430,6212,2598430
1177,6080,2598430,6212,2598430
1177,6080,2599080,6212,2599080
1177,6080,2599080,6212,2599080
1177,6080,2600080,6212,2600080
1177,6080,2600550,6212,2600550
1177,6080,2601550,6212,2601550
1177,6080,2602550,6212,2602550
1177,6080,2603360,6212,2603360
1177,6080,2604360,6212,2604360
1177,6080,2605010,6212,2605010
1178,6088,2613010,6212,2613010
1179,6090,2614010,6212,2614010
1179,6090,2615010,6212,2615010
1179,6090,2615010,6212,2615010
1179,6090,2616010,6212,2616010
1179,6090,2616010,6212,2616010
1179,6090,2617010,6212,2617010
1179,6090,2617330,6212,2617330
1179,6090,2618330,6212,2618330
1179,6090,2618330,6212,2618330
1179,6090,2619330,6212,2619330
1179,6090,2619330,6212,2619330
1179,6090,2620330,6212,2620330
1179,6090,2621330,6212,2621330
1179,6090,2622330,6212,2622330
1179,6090,2622330,6212,2622330
1179,6090,2622330,6212,2622330
1179,6090,2622330,6212,2622330
1179,6090,2623330,6212,2623330
1179,6090,2623330,6212,2623330
1179,6090,2623330,6212,2623330
1179,6090,2624140,6212,2624140
1179,6090,2625140,6212,2625140
1179,6090,2625460,6212,2625460
1179,6090,2626270,6212,2626270
1179,6090,2626590,6212,2626590
1179,6090,2627400,6212,2627400
1179,6090,2628400,6212,2628400
1179,6090,2629400,6212,2629400
1179,6090,2629870,6212,2629870
1179,6090,2630870,6212,2630870
1179,6090,2631340,6212,2631340
1179,6090,2631340,6212,2631340
1179,6090,2631450,6212,2631450
1179,6090,2632450,6212,2632450
1179,6090,2633260,6212,2633260
1179,6090,2634070,6212,2634070
1179,6090,2634660,6212,2634660
1179,6090,2635660,6212,2635660
1179,6090,2635660,6212,2635660
1179,6090,2636660,6212,2636660
1180,6092,2637470,6212,2637470
1180,6092,2637470,6212,2637470
1180,6092,2638470,6212,2638470
1180,6092,2646470,6212,2646470
1180,6092,2647470,6212,2647470
1180,6092,2648280,6212,2648280
1180,6092,2649280,6212,2649280
1180,6092,2649280,6212,2649280
1180,6092,2649280,6212,2649280
1180,6092,2649930,6212,2649930
1180,6092,2650090,6212,2650090
1180,6092,2650560,6212,2650560
1180,6092,2651560,6212,2651560
1180,6092,2652210,6212,2652210
1180,6092,2653210,6212,2653210
1180,6092,2653210,6212,2653210
1180,6092,2654210,6212,2654210
1180,6092,2654680,6212,2654680
1180,6092,2655000,6212,2655000
1180,6092,2656000,6212,2656000
1180,6092,2657000,6212,2657000
1180,6092,2658000,6212,2658000
1180,6092,2659000,6212,2659000
1180,6092,2659320,6212,2659320
1180,6092,2660320,6212,2660320
1180,6092,2660970,6212,2660970
1180,6092,2661780,6212,2661780
1180,6092,2662780,6212,2662780
1180,6092,2663240,6212,2663240
1180,6092,2663240,6212,2663240
1180,6092,2664240,6212,2664240
1180,6092,2664290,6212,2664290
1180,6092,2665290,6212,2665290
1180,6092,2666290,6212,2666290
1180,6092,2666760,6212,2666760
1180,6092,2667760,6212,2667760
1180,6092,2668760,6212,2668760
1180,6092,2669760,6212,2669760
1180,6092,2670080,6212,2670080
1180,6092,2671080,6212,2671080
1180,6092,2672080,6212,2672080
1180,6092,2672550,6212,2672550
1180,6092,2673020,6212,2673020
1180,6092,2674020,6212,2674020
1180,6092,2675020,6212,2675020
1180,6092,2675830,6212,2675830
1180,6092,2676830,6212,2676830
1180,6092,2677300,6212,2677300
1180,6092,2678300,6212,2678300
1180,6092,2678530,6212,2678530
1180,6092,2679530,6212,2679530
1180,6092,2680530,6212,2680530
1180,6092,2681530,6212,2681530
1180,6092,2681850,6212,2681850
1180,6092,2681850,6212,2681850
1180,6092,2682850,6212,2682850
1180,6092,2683850,6212,2683850
1180,6092,2684850,6212,2684850
1180,6092,2685850,6212,2685850
1180,6092,2686850,6212,2686850
1180,6092,2687850,6212,2687850
1180,6092,2688850,6212,2688850
1180,6092,2689660,6212,2689660
1180,6092,2690660,6212,2690660
1180,6092,2691660,6212,2691660
1180,6092,2692310,6212,2692310
1180,6092,2693310,6212,2693310
1180,6092,2693780,6212,2693780
1180,6092,2694250,6212,2694250
1180,6092,2694570,6212,2694570
1180,6092,2695570,6212,2695570
1180,6092,2696380,6212,2696380
1180,6092,2697380,6212,2697380
1180,6092,2698380,6212,2698380
1180,6092,2699190,6212,2699190
1180,6092,2700190,6212,2700190
1180,6092,2700660,6212,2700660
1180,6092,2700980,6212,2700980
1180,6092,2701980,6212,2701980
1180,6092,2701980,6212,2701980
1180,6092,2701980,6212,2701980
1180,6092,2702980,6212,2702980
1180,6092,2703450,6212,2703450
1180,6092,2704450,6212,2704450
1180,6092,2705450,6212,2705450
1180,6092,2706450,6212,2706450
1180,6092,2706920,6212,2706920
1180,6092,2707920,6212,2707920
1180,6092,2708920,6212,2708920
1180,6092,2709920,6212,2709920
1180,6092,2710920,6212,2710920
1180,6092,2711920,6212,2711920
1180,6092,2712920,6212,2712920
1180,6092,2713730,6212,2713730
1180,6092,2714190,6212,2714190
1180,6092,2714840,6212,2714840
1180,6092,2715840,6212,2715840
1180,6092,2716840,6212,2716840
1180,6092,2716840,6212,2716840
1180,6092,2717000,6212,2717000
1180,6092,2717320,6212,2717320
1180,6092,2717320,6212,2717320
1180,6092,2718320,6212,2718320
1181,6100,2719320,6212,2719320
1181,6100,2719690,6212,2719690
1181,6100,2720690,6212,2720690
1181,6100,2721500,6212,2721500
1181,6100,2721970,6212,2721970
1181,6100,2722970,6212,2722970
1181,6100,2723620,6212,2723620
1181,6100,2724430,6212,2724430
1181,6100,2724900,6212,2724900
1181,6100,2725900,6212,2725900
1181,6100,2726130,6212,2726130
1181,6100,2726940,6212,2726940
1181,6100,2727410,6212,2727410
1181,6100,2728220,6212,2728220
1181,6100,2729030,6212,2729030
1181,6100,2729840,6212,2729840
1181,6100,2730840,6212,2730840
1181,6100,2730840,6212,2730840
1181,6100,2731490,6212,2731490
1181,6100,2732490,6212,2732490
1181,6100,2733490,6212,2733490
1181,6100,2734300,6212,2734300
1181,6100,2735300,6212,2735300
1181,6100,2736300,6212,2736300
1181,6100,2737300,6212,2737300
1181,6100,2738300,6212,2738300
1181,6100,2739300,6212,2739300
1181,6100,2739620,6212,2739620
1181,6100,2740620,6212,2740620
1181,6100,2741090,6212,2741090
1181,6100,2742090,6212,2742090
1181,6100,2743090,6212,2743090
1181,6100,2743900,6212,2743900
1181,6100,2744900,6212,2744900
1181,6100,2745370,6212,2745370
1181,6100,2746370,6212,2746370
1181,6100,2747370,6212,2747370
1181,6100,2748180,6212,2748180
1181,6100,2749180,6212,2749180
1181,6100,2749640,6212,2749640
1181,6100,2750450,6212,2750450
1182,6102,2751260,6212,2751260
1182,6102,2751580,6212,2751580
1182,6102,2752580,6212,2752580
1182,6102,2753390,6212,2753390
1182,6102,2754200,6212,2754200
1182,6102,2755010,6212,2755010
1182,6102,2756010,6212,2756010
1182,6102,2756480,6212,2756480
1182,6102,2757480,6212,2757480
1182,6102,2758290,6212,2758290
1182,6102,2758760,6212,2758760
1182,6102,2759570,6212,2759570
1182,6102,2760380,6212,2760380
1182,6102,2761380,6212,2761380
1182,6102,2761540,6212,2761540
1183,6104,2762540,6212,2762540
1183,6104,2763010,6212,2763010
1183,6104,2763820,6212,2763820
1183,6104,2764820,6212,2764820
1183,6104,2765470,6212,2765470
1183,6104,2766120,6212,2766120
1183,6104,2766930,6212,2766930
1183,6104,2766930,6212,2766930
1183,6104,2767930,6212,2767930
1183,6104,2768930,6212,2768930
1183,6104,2769930,6212,2769930
1183,6104,2770930,6212,2770930
1183,6104,2771740,6212,2771740
1184,6105,2771970,6212,2771970
1184,6105,2772970,6212,2772970
1184,6105,2773970,6212,2773970
1184,6105,2774970,6212,2774970
1184,6105,2775970,6212,2775970
1184,6105,2776780,6212,2776780
1184,6105,2777100,6212,2777100
1184,6105,2778100,6212,2778100
1184,6105,2778910,6212,2778910
1184,6105,2779910,6212,2779910
1184,6105,2780720,6212,2780720
1184,6105,2781720,6212,2781720
1184,6105,2782530,6212,2782530
1184,6105,2783340,6212,2783340
1184,6105,2784340,6212,2784340
1184,6105,2785340,6212,2785340
1184,6105,2786340,6212,2786340
1184,6105,2787340,6212,2787340
1184,6105,2787800,6212,2787800
1184,6105,2788270,6212,2788270
1184,6105,2789080,6212,2789080
1184,6105,2789550,6212,2789550
1184,6105,2790010,6212,2790010
1184,6105,2790010,6212,2790010
1184,6105,2790330,6212,2790330
1184,6105,2790800,6212,2790800
1185,6107,2791800,6212,2791800
1185,6107,2792800,6212,2792800
1185,6107,2793270,6212,2793270
1185,6107,2794270,6212,2794270
1185,6107,2795270,6212,2795270
1185,6107,2795270,6212,2795270
1185,6107,2796080,6212,2796080
1185,6107,2797080,6212,2797080
1185,6107,2797310,6212,2797310
1185,6107,2797960,6212,2797960
1185,6107,2798420,6212,2798420
1185,6107,2799420,6212,2799420
1186,6109,2800420,6212,2800420
1186,6109,2801420,6212,2801420
1186,6109,2802420,6212,2802420
1186,6109,2802420,6212,2802420
1186,6109,2802890,6212,2802890
1186,6109,2803700,6212,2803700
1186,6109,2804700,6212,2804700
1186,6109,2805510,6212,2805510
1186,6109,2806510,6212,2806510
1186,6109,2807510,6212,2807510
1186,6109,2808510,6212,2808510
1186,6109,2809320,6212,2809320
1186,6109,2810320,6212,2810320
1186,6109,2811130,6212,2811130
1186,6109,2812130,6212,2812130
1186,6109,2813130,6212,2813130
1186,6109,2813780,6212,2813780
1186,6109,2813780,6212,2813780
1186,6109,2814590,6212,2814590
1186,6109,2815400,6212,2815400
1186,6109,2815400,6212,2815400
1186,6109,2815720,6212,2815720
1186,6109,2815950,6212,2815950
1186,6109,2815950,6212,2815950
1186,6109,2816950,6212,2816950
1186,6109,2816950,6212,2816950
1186,6109,2817950,6212,2817950
1186,6109,2818950,6212,2818950
1187,6111,2819950,6212,2819950
1187,6111,2820420,6212,2820420
1187,6111,2821230,6212,2821230
1187,6111,2821460,6212,2821460
1187,6111,2822110,6212,2822110
1187,6111,2823110,6212,2823110
1187,6111,2824110,6212,2824110
1187,6111,2824920,6212,2824920
1187,6111,2825730,6212,2825730
1187,6111,2826730,6212,2826730
1187,6111,2827540,6212,2827540
1187,6111,2828010,6212,2828010
1187,6111,2828150,6212,2828150
1188,6113,2828960,6212,2828960
1188,6113,2829770,6212,2829770
1188,6113,2830770,6212,2830770
1188,6113,2831770,6212,2831770
1188,6113,2832230,6212,2832230
1188,6113,2833230,6212,2833230
1188,6113,2834230,6212,2834230
1188,6113,2834550,6212,2834550
1188,6113,2835550,6212,2835550
1188,6113,2836030,6212,2836030
1188,6113,2837030,6212,2837030
1188,6113,2838030,6212,2838030
1188,6113,2839030,6212,2839030
1188,6113,2840030,6212,2840030
1188,6113,2840840,6212,2840840
1188,6113,2841650,6212,2841650
1188,6113,2842460,6212,2842460
1188,6113,2843460,6212,2843460
1188,6113,2843460,6212,2843460
1188,6113,2844460,6212,2844460
1188,6113,2844930,6212,2844930
1188,6113,2845930,6212,2845930
1188,6113,2846740,6212,2846740
1188,6113,2847110,6212,2847110
1188,6113,2848110,6212,2848110
1188,6113,2848920,6212,2848920
1188,6113,2848920,6212,2848920
1188,6113,2848920,6212,2848920
1188,6113,2848920,6212,2848920
1188,6113,2849240,6212,2849240
1188,6113,2849240,6212,2849240
1188,6113,2850240,6212,2850240
1188,6113,2850470,6212,2850470
1188,6113,2850940,6212,2850940
1188,6113,2851750,6212,2851750
1188,6113,2852750,6212,2852750
1188,6113,2853750,6212,2853750
1188,6113,2853750,6212,2853750
1188,6113,2853750,6212,2853750
1188,6113,2854400,6212,2854400
1188,6113,2854720,6212,2854720
1188,6113,2855720,6212,2855720
1188,6113,2856190,6212,2856190
1188,6113,2857190,6212,2857190
1188,6113,2858190,6212,2858190
1188,6113,2859190,6212,2859190
1188,6113,2859190,6212,2859190
1188,6113,2860190,6212,2860190
1188,6113,2861190,6212,2861190
1188,6113,2861660,6212,2861660
1188,6113,2861980,6212,2861980
1188,6113,2862440,6212,2862440
1188,6113,2862910,6212,2862910
1188,6113,2863910,6212,2863910
1188,6113,2864910,6212,2864910
1188,6113,2865910,6212,2865910
1188,6113,2866910,6212,2866910
1188,6113,2867910,6212,2867910
1188,6113,2868560,6212,2868560
1188,6113,2869110,6212,2869110
1188,6113,2870110,6212,2870110
1188,6113,2871110,6212,2871110
