ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cfe3-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_nodes,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cfe3-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpus,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cfe3-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cfe3-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-total_gpus,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cfe3-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-arrived_gpu_milli
1207,6204,3652960,6212,3660960
1207,6204,3653960,6212,3661960
1207,6204,3653960,6212,3661960
1207,6204,3653960,6212,3661960
1207,6204,3654960,6212,3662960
1207,6204,3655610,6212,3663610
1207,6204,3656610,6212,3664610
1207,6204,3657610,6212,3665610
1207,6204,3658610,6212,3666610
1207,6204,3659160,6212,3667160
1207,6204,3659160,6212,3667160
1207,6204,3660160,6212,3668160
1207,6204,3661160,6212,3669160
1207,6204,3661530,6212,3669530
1207,6204,3662530,6212,3670530
1207,6204,3663530,6212,3671530
1207,6204,3664000,6212,3672000
1207,6204,3664470,6212,3672470
1207,6204,3665470,6212,3673470
1207,6204,3666280,6212,3674280
1207,6204,3667280,6212,3675280
1207,6204,3667280,6212,3675280
1207,6204,3668280,6212,3676280
1207,6204,3669280,6212,3677280
1207,6204,3670280,6212,3678280
1207,6204,3670510,6212,3678510
1207,6204,3671060,6212,3679060
1207,6204,3672060,6212,3680060
1207,6204,3673060,6212,3681060
1207,6204,3674060,6212,3682060
1207,6204,3675060,6212,3683060
1207,6204,3676060,6212,3684060
1207,6204,3676060,6212,3684060
1207,6204,3677060,6212,3685060
1207,6204,3678060,6212,3686060
1207,6204,3678060,6212,3686060
1207,6204,3679060,6212,3687060
1207,6204,3680060,6212,3688060
1207,6204,3681060,6212,3689060
1207,6204,3682060,6212,3690060
1207,6204,3683060,6212,3691060
1207,6204,3684060,6212,3692060
1207,6204,3685060,6212,3693060
1207,6204,3685170,6212,3693170
1207,6204,3685980,6212,3693980
1207,6204,3686630,6212,3694630
1207,6204,3687440,6212,3695440
1207,6204,3688440,6212,3696440
1207,6204,3688760,6212,3696760
1207,6204,3688990,6212,3696990
1207,6204,3689990,6212,3697990
1207,6204,3690800,6212,3698800
1207,6204,3691800,6212,3699800
1207,6204,3692610,6212,3700610
1207,6204,3693610,6212,3701610
1207,6204,3694610,6212,3702610
1207,6204,3695610,6212,3703610
1207,6204,3696080,6212,3704080
1207,6204,3696080,6212,3704080
1207,6204,3696080,6212,3704080
1207,6204,3696080,6212,3704080
1207,6204,3696400,6212,3704400
1207,6204,3697400,6212,3705400
1207,6204,3697400,6212,3705400
1207,6204,3697870,6212,3705870
1207,6204,3698870,6212,3706870
1207,6204,3699200,6212,3707200
1207,6204,3700200,6212,3708200
1207,6204,3701010,6212,3709010
1207,6204,3701820,6212,3709820
1207,6204,3702820,6212,3710820
1207,6204,3703820,6212,3711820
1207,6204,3704370,6212,3712370
1207,6204,3705370,6212,3713370
1207,6204,3705840,6212,3713840
1207,6204,3706840,6212,3714840
1207,6204,3707840,6212,3715840
1207,6204,3708490,6212,3716490
1207,6204,3709490,6212,3717490
1207,6204,3710490,6212,3718490
1207,6204,3711300,6212,3719300
1207,6204,3711770,6212,3719770
1207,6204,3712240,6212,3720240
1207,6204,3712240,6212,3720240
1207,6204,3713050,6212,3721050
1207,6204,3714050,6212,3722050
1207,6204,3715050,6212,3723050
1207,6204,3716050,6212,3724050
1207,6204,3716270,6212,3724270
1207,6204,3717270,6212,3725270
1207,6204,3717430,6212,3725430
1207,6204,3717750,6212,3725750
1208,6206,3718750,6212,3726750
1208,6206,3719300,6212,3727300
1208,6206,3719620,6212,3727620
1208,6206,3719620,6212,3727620
1208,6206,3720620,6212,3728620
1208,6206,3720620,6212,3728620
1208,6206,3720780,6212,3728780
1208,6206,3721010,6212,3729010
1208,6206,3722010,6212,3730010
1208,6206,3723010,6212,3731010
1208,6206,3723820,6212,3731820
1208,6206,3724280,6212,3732280
1208,6206,3725280,6212,3733280
1208,6206,3726090,6212,3734090
1208,6206,3727090,6212,3735090
1208,6206,3727090,6212,3735090
1208,6206,3727560,6212,3735560
1208,6206,3728560,6212,3736560
1208,6206,3729370,6212,3737370
1208,6206,3730370,6212,3738370
1208,6206,3731370,6212,3739370
1208,6206,3731370,6212,3739370
1208,6206,3732180,6212,3740180
1208,6206,3732990,6212,3740990
1208,6206,3733460,6212,3741460
1208,6206,3733780,6212,3741780
1208,6206,3734010,6212,3742010
1208,6206,3735010,6212,3743010
1208,6206,3736010,6212,3744010
1208,6206,3737010,6212,3745010
1208,6206,3737820,6212,3745820
1208,6206,3738820,6212,3746820
1208,6206,3739820,6212,3747820
1208,6206,3740630,6212,3748630
1208,6206,3741630,6212,3749630
1208,6206,3742280,6212,3750280
1208,6206,3742280,6212,3750280
1208,6206,3743280,6212,3751280
1208,6206,3744280,6212,3752280
1208,6206,3745280,6212,3753280
1208,6206,3745930,6212,3753930
1208,6206,3746930,6212,3754930
1208,6206,3747740,6212,3755740
1208,6206,3748740,6212,3756740
1208,6206,3749740,6212,3757740
1208,6206,3750740,6212,3758740
1208,6206,3751740,6212,3759740
1208,6206,3752740,6212,3760740
1208,6206,3753210,6212,3761210
1208,6206,3753530,6212,3761530
1208,6206,3753850,6212,3761850
1208,6206,3754320,6212,3762320
1208,6206,3755130,6212,3763130
1208,6206,3756130,6212,3764130
1208,6206,3756940,6212,3764940
1208,6206,3756940,6212,3764940
1208,6206,3757410,6212,3765410
1208,6206,3757740,6212,3765740
1208,6206,3757740,6212,3765740
1208,6206,3757960,6212,3765960
1208,6206,3758960,6212,3766960
1208,6206,3759610,6212,3767610
1208,6206,3759610,6212,3767610
1208,6206,3760080,6212,3768080
1208,6206,3761080,6212,3769080
1208,6206,3761080,6212,3769080
1208,6206,3761080,6212,3769080
1208,6206,3762080,6212,3770080
1208,6206,3763080,6212,3771080
1208,6206,3763190,6212,3771190
1208,6206,3764000,6212,3772000
1208,6206,3764810,6212,3772810
1208,6206,3765810,6212,3773810
1208,6206,3766810,6212,3774810
1208,6206,3770810,6212,3778810
1208,6206,3771620,6212,3779620
1208,6206,3772090,6212,3780090
1208,6206,3772560,6212,3780560
1208,6206,3772880,6212,3780880
1208,6206,3773100,6212,3781100
1208,6206,3774100,6212,3782100
1208,6206,3774100,6212,3782100
1208,6206,3775100,6212,3783100
1208,6206,3776100,6212,3784100
1208,6206,3777100,6212,3785100
1208,6206,3777570,6212,3785570
1208,6206,3778570,6212,3786570
1208,6206,3779570,6212,3787570
1208,6206,3780570,6212,3788570
1208,6206,3780570,6212,3788570
1208,6206,3780570,6212,3788570
1208,6206,3781570,6212,3789570
1208,6206,3781570,6212,3789570
1208,6206,3782570,6212,3790570
1208,6206,3783380,6212,3791380
1208,6206,3783380,6212,3791380
1208,6206,3784380,6212,3792380
1208,6206,3785380,6212,3793380
1208,6206,3786380,6212,3794380
1208,6206,3786380,6212,3794380
1208,6206,3787190,6212,3795190
1208,6206,3788000,6212,3796000
1208,6206,3789000,6212,3797000
1208,6206,3789000,6212,3797000
1208,6206,3790000,6212,3798000
1208,6206,3791000,6212,3799000
1208,6206,3792000,6212,3800000
1208,6206,3793000,6212,3801000
1208,6206,3794000,6212,3802000
1208,6206,3794810,6212,3802810
1208,6206,3795810,6212,3803810
1208,6206,3796270,6212,3804270
1208,6206,3796590,6212,3804590
1208,6206,3797590,6212,3805590
1208,6206,3797590,6212,3805590
1208,6206,3798590,6212,3806590
1208,6206,3799590,6212,3807590
1208,6206,3799590,6212,3807590
1208,6206,3799810,6212,3807810
1208,6206,3800810,6212,3808810
1208,6206,3800810,6212,3808810
1208,6206,3801810,6212,3809810
1208,6206,3802280,6212,3810280
1208,6206,3803090,6212,3811090
1208,6206,3803090,6212,3811090
1208,6206,3804090,6212,3812090
1208,6206,3804560,6212,3812560
1208,6206,3804720,6212,3812720
1208,6206,3805720,6212,3813720
1208,6206,3806530,6212,3814530
1208,6206,3807180,6212,3815180
1208,6206,3807650,6212,3815650
1208,6206,3807650,6212,3815650
1208,6206,3808650,6212,3816650
1208,6206,3809650,6212,3817650
1208,6206,3810650,6212,3818650
1208,6206,3811650,6212,3819650
1208,6206,3812300,6212,3820300
1208,6206,3813300,6212,3821300
1208,6206,3814300,6212,3822300
1208,6206,3814530,6212,3822530
1208,6206,3814530,6212,3822530
1208,6206,3815180,6212,3823180
1208,6206,3816180,6212,3824180
1208,6206,3817180,6212,3825180
1208,6206,3818180,6212,3826180
1208,6206,3819180,6212,3827180
1208,6206,3820180,6212,3828180
1208,6206,3820990,6212,3828990
1208,6206,3821990,6212,3829990
1208,6206,3822990,6212,3830990
1208,6206,3823990,6212,3831990
1208,6206,3824990,6212,3832990
1208,6206,3824990,6212,3832990
1208,6206,3824990,6212,3832990
1208,6206,3825990,6212,3833990
1208,6206,3825990,6212,3833990
1208,6206,3826990,6212,3834990
1208,6206,3827800,6212,3835800
1208,6206,3828610,6212,3836610
1208,6206,3828610,6212,3836610
1208,6206,3828610,6212,3836610
1208,6206,3829610,6212,3837610
1208,6206,3830160,6212,3838160
1208,6206,3831160,6212,3839160
1208,6206,3831480,6212,3839480
1208,6206,3832480,6212,3840480
1208,6206,3833480,6212,3841480
1208,6206,3834130,6212,3842130
1208,6206,3834130,6212,3842130
1208,6206,3835130,6212,3843130
1208,6206,3836130,6212,3844130
1208,6206,3837130,6212,3845130
1208,6206,3837600,6212,3845600
1208,6206,3838600,6212,3846600
1208,6206,3839410,6212,3847410
1208,6206,3840410,6212,3848410
1208,6206,3841410,6212,3849410
1208,6206,3841410,6212,3849410
1208,6206,3842410,6212,3850410
1209,6208,3843060,6212,3851060
1209,6208,3844060,6212,3852060
1209,6208,3845060,6212,3853060
1209,6208,3846060,6212,3854060
1209,6208,3846710,6212,3854710
1209,6208,3847710,6212,3855710
1209,6208,3848710,6212,3856710
1209,6208,3848710,6212,3856710
1209,6208,3849030,6212,3857030
1209,6208,3849680,6212,3857680
1209,6208,3850000,6212,3858000
1209,6208,3850000,6212,3858000
1209,6208,3851000,6212,3859000
1209,6208,3852000,6212,3860000
1209,6208,3852000,6212,3860000
1209,6208,3852650,6212,3860650
1209,6208,3852650,6212,3860650
1209,6208,3852650,6212,3860650
1209,6208,3852650,6212,3860650
1209,6208,3853650,6212,3861650
1209,6208,3854120,6212,3862120
1209,6208,3855120,6212,3863120
1209,6208,3855670,6212,3863670
1209,6208,3856140,6212,3864140
1209,6208,3857140,6212,3865140
1209,6208,3858140,6212,3866140
1209,6208,3858140,6212,3866140
1209,6208,3859140,6212,3867140
1209,6208,3860140,6212,3868140
1209,6208,3860250,6212,3868250
1209,6208,3861250,6212,3869250
1209,6208,3861900,6212,3869900
1209,6208,3862710,6212,3870710
1209,6208,3862940,6212,3870940
1209,6208,3863940,6212,3871940
1209,6208,3864750,6212,3872750
1209,6208,3865750,6212,3873750
1209,6208,3866210,6212,3874210
1209,6208,3866210,6212,3874210
1209,6208,3867210,6212,3875210
1209,6208,3868210,6212,3876210
1209,6208,3869210,6212,3877210
1209,6208,3870210,6212,3878210
1209,6208,3871210,6212,3879210
1209,6208,3871210,6212,3879210
1209,6208,3872210,6212,3880210
1209,6208,3873210,6212,3881210
1209,6208,3873370,6212,3881370
1209,6208,3874370,6212,3882370
1209,6208,3875370,6212,3883370
1209,6208,3879370,6212,3887370
1209,6208,3880370,6212,3888370
1209,6208,3881370,6212,3889370
1209,6208,3882370,6212,3890370
1209,6208,3883370,6212,3891370
1209,6208,3884370,6212,3892370
1209,6208,3885180,6212,3893180
1209,6208,3885180,6212,3893180
1209,6208,3885500,6212,3893500
1209,6208,3885660,6212,3893660
1209,6208,3886130,6212,3894130
1209,6208,3886940,6212,3894940
1209,6208,3887410,6212,3895410
1209,6208,3887640,6212,3895640
1209,6208,3888110,6212,3896110
1209,6208,3889110,6212,3897110
1209,6208,3889110,6212,3897110
1209,6208,3889430,6212,3897430
1209,6208,3890430,6212,3898430
1209,6208,3890750,6212,3898750
1209,6208,3891750,6212,3899750
1209,6208,3892220,6212,3900220
1209,6208,3892450,6212,3900450
1209,6208,3893450,6212,3901450
1209,6208,3893450,6212,3901450
1209,6208,3894260,6212,3902260
1209,6208,3894580,6212,3902580
1209,6208,3895580,6212,3903580
1209,6208,3895580,6212,3903580
1209,6208,3895580,6212,3903580
1209,6208,3896580,6212,3904580
1209,6208,3896580,6212,3904580
1209,6208,3897580,6212,3905580
1209,6208,3898580,6212,3906580
1209,6208,3899580,6212,3907580
1209,6208,3900580,6212,3908580
1209,6208,3900900,6212,3908900
1209,6208,3901710,6212,3909710
1209,6208,3902710,6212,3910710
1209,6208,3903710,6212,3911710
1209,6208,3904180,6212,3912180
1209,6208,3905180,6212,3913180
1209,6208,3906180,6212,3914180
1209,6208,3907180,6212,3915180
1209,6208,3908180,6212,3916180
1209,6208,3909180,6212,3917180
1209,6208,3910180,6212,3918180
1209,6208,3910990,6212,3918990
1209,6208,3911800,6212,3919800
1209,6208,3912800,6212,3920800
1209,6208,3913800,6212,3921800
1209,6208,3914800,6212,3922800
1209,6208,3915270,6212,3923270
1209,6208,3916270,6212,3924270
1209,6208,3916270,6212,3924270
1209,6208,3916730,6212,3924730
1209,6208,3917730,6212,3925730
1209,6208,3918730,6212,3926730
1209,6208,3919730,6212,3927730
1209,6208,3919730,6212,3927730
1209,6208,3920380,6212,3928380
1209,6208,3921380,6212,3929380
1209,6208,3922190,6212,3930190
1209,6208,3923190,6212,3931190
1209,6208,3923660,6212,3931660
1209,6208,3924660,6212,3932660
1209,6208,3925470,6212,3933470
1209,6208,3926470,6212,3934470
1209,6208,3927470,6212,3935470
1209,6208,3927740,6212,3935740
1209,6208,3928210,6212,3936210
1209,6208,3929020,6212,3937020
1209,6208,3929020,6212,3937020
1209,6208,3930020,6212,3938020
1209,6208,3931020,6212,3939020
1209,6208,3931020,6212,3939020
1209,6208,3931490,6212,3939490
1209,6208,3932490,6212,3940490
1209,6208,3933490,6212,3941490
1209,6208,3934490,6212,3942490
1209,6208,3934960,6212,3942960
1209,6208,3935960,6212,3943960
1209,6208,3936430,6212,3944430
1209,6208,3936900,6212,3944900
1209,6208,3937900,6212,3945900
1209,6208,3938900,6212,3946900
1209,6208,3939900,6212,3947900
1209,6208,3940220,6212,3948220
1209,6208,3940270,6212,3948270
1209,6208,3940730,6212,3948730
1209,6208,3941380,6212,3949380
1209,6208,3941850,6212,3949850
1209,6208,3942440,6212,3950440
1209,6208,3942810,6212,3950810
1209,6208,3943810,6212,3951810
1209,6208,3944810,6212,3952810
1209,6208,3945270,6212,3953270
1209,6208,3945740,6212,3953740
1209,6208,3946200,6212,3954200
1209,6208,3947200,6212,3955200
1209,6208,3947790,6212,3955790
1209,6208,3948260,6212,3956260
1209,6208,3948730,6212,3956730
1209,6208,3948730,6212,3956730
1209,6208,3949730,6212,3957730
1209,6208,3950080,6212,3958080
1209,6208,3950890,6212,3958890
1209,6208,3950940,6212,3958940
1209,6208,3951940,6212,3959940
1209,6208,3952940,6212,3960940
1209,6208,3953940,6212,3961940
1209,6208,3955940,6212,3963940
1209,6208,3956410,6212,3964410
1209,6208,3957410,6212,3965410
1209,6208,3958220,6212,3966220
1209,6208,3959030,6212,3967030
1209,6208,3959840,6212,3967840
1209,6208,3960650,6212,3968650
1209,6208,3961650,6212,3969650
1209,6208,3961650,6212,3969650
1209,6208,3962460,6212,3970460
1209,6208,3962460,6212,3970460
1209,6208,3963460,6212,3971460
1209,6208,3964110,6212,3972110
1209,6208,3964340,6212,3972340
1209,6208,3965340,6212,3973340
1209,6208,3965340,6212,3973340
1209,6208,3965560,6212,3973560
1209,6208,3966370,6212,3974370
1209,6208,3967370,6212,3975370
1209,6208,3968370,6212,3976370
1209,6208,3969180,6212,3977180
1209,6208,3970180,6212,3978180
1209,6208,3970650,6212,3978650
1209,6208,3971650,6212,3979650
1209,6208,3972240,6212,3980240
1209,6208,3972240,6212,3980240
1209,6208,3973240,6212,3981240
1209,6208,3974050,6212,3982050
1209,6208,3974510,6212,3982510
1209,6208,3975510,6212,3983510
1209,6208,3976320,6212,3984320
1209,6208,3978320,6212,3986320
1209,6208,3979320,6212,3987320
1209,6208,3980320,6212,3988320
1209,6208,3980320,6212,3988320
1209,6208,3981320,6212,3989320
1209,6208,3982320,6212,3990320
1209,6208,3983320,6212,3991320
1209,6208,3984320,6212,3992320
1209,6208,3985320,6212,3993320
1209,6208,3985640,6212,3993640
1209,6208,3986110,6212,3994110
1209,6208,3987110,6212,3995110
1209,6208,3987920,6212,3995920
1209,6208,3987920,6212,3995920
1210,6209,3988730,6212,3996730
1210,6209,3989200,6212,3997200
1210,6209,3989670,6212,3997670
1210,6209,3989900,6212,3997900
1210,6209,3990370,6212,3998370
1210,6209,3990370,6212,3998370
1210,6209,3991370,6212,3999370
1210,6209,3991370,6212,4007370
1210,6209,3992020,6212,4008020
1210,6209,3993020,6212,4009020
1210,6209,3993020,6212,4009020
1210,6209,3993830,6212,4009830
1210,6209,3994830,6212,4010830
1210,6209,3994990,6212,4010990
1210,6209,3995800,6212,4011800
1210,6209,3996610,6212,4012610
1210,6209,3997080,6212,4013080
1210,6209,3997550,6212,4013550
1210,6209,3998360,6212,4014360
1210,6209,3999170,6212,4015170
1210,6209,4000170,6212,4016170
1210,6209,4001170,6212,4017170
1210,6209,4001490,6212,4017490
1210,6209,4002490,6212,4018490
1210,6209,4003490,6212,4019490
1210,6209,4003960,6212,4019960
1210,6209,4004960,6212,4020960
1210,6209,4005770,6212,4021770
1210,6209,4006770,6212,4022770
1210,6209,4007770,6212,4023770
1210,6209,4008770,6212,4024770
1210,6209,4009770,6212,4025770
1210,6209,4010320,6212,4026320
1210,6209,4011320,6212,4027320
1210,6209,4011320,6212,4027320
1210,6209,4011650,6212,4027650
1210,6209,4012650,6212,4028650
1210,6209,4012650,6212,4028650
1210,6209,4012970,6212,4028970
1210,6209,4012970,6212,4028970
1210,6209,4013440,6212,4029440
1210,6209,4013900,6212,4029900
1210,6209,4014900,6212,4030900
1210,6209,4015900,6212,4031900
1210,6209,4016130,6212,4032130
1210,6209,4017130,6212,4033130
1210,6209,4018130,6212,4034130
1210,6209,4018600,6212,4034600
1210,6209,4019600,6212,4035600
1210,6209,4020600,6212,4036600
1210,6209,4020920,6212,4036920
1210,6209,4021920,6212,4037920
1210,6209,4022920,6212,4038920
1210,6209,4023920,6212,4039920
1210,6209,4024920,6212,4040920
1210,6209,4024920,6212,4040920
1210,6209,4025920,6212,4041920
1210,6209,4026920,6212,4042920
1210,6209,4027920,6212,4043920
1210,6209,4028920,6212,4044920
1210,6209,4029920,6212,4045920
1210,6209,4030920,6212,4046920
1210,6209,4030920,6212,4046920
1210,6209,4031920,6212,4047920
1210,6209,4032380,6212,4048380
1210,6209,4033030,6212,4049030
1210,6209,4034030,6212,4050030
1210,6209,4034840,6212,4050840
1210,6209,4035310,6212,4051310
1210,6209,4036310,6212,4052310
1210,6209,4036770,6212,4052770
1210,6209,4037240,6212,4053240
1210,6209,4037240,6212,4053240
1210,6209,4037710,6212,4053710
1210,6209,4038710,6212,4054710
1210,6209,4039710,6212,4055710
1210,6209,4043710,6212,4059710
1210,6209,4044710,6212,4060710
1210,6209,4045710,6212,4061710
1210,6209,4046710,6212,4062710
1210,6209,4047710,6212,4063710
1210,6209,4047710,6212,4063710
1210,6209,4047820,6212,4063820
1210,6209,4048820,6212,4064820
1210,6209,4049820,6212,4065820
1210,6209,4050290,6212,4066290
1210,6209,4050450,6212,4066450
1210,6209,4050910,6212,4066910
1210,6209,4050910,6212,4066910
1210,6209,4051910,6212,4067910
1210,6209,4052070,6212,4068070
1210,6209,4053070,6212,4069070
1210,6209,4054070,6212,4070070
1210,6209,4055070,6212,4071070
1210,6209,4056070,6212,4072070
1210,6209,4057070,6212,4073070
1210,6209,4058070,6212,4074070
1210,6209,4058880,6212,4074880
1210,6209,4059690,6212,4075690
1210,6209,4060690,6212,4076690
1210,6209,4060690,6212,4076690
1210,6209,4061500,6212,4077500
1210,6209,4061970,6212,4077970
1210,6209,4062200,6212,4078200
1210,6209,4063200,6212,4079200
1210,6209,4064010,6212,4080010
1210,6209,4065010,6212,4081010
1210,6209,4066010,6212,4082010
1210,6209,4066330,6212,4082330
1210,6209,4067330,6212,4083330
1210,6209,4067980,6212,4083980
1210,6209,4067980,6212,4083980
1210,6209,4068980,6212,4084980
1210,6209,4069980,6212,4085980
1210,6209,4070980,6212,4086980
1210,6209,4070980,6212,4086980
1211,6210,4071790,6212,4087790
1211,6210,4072790,6212,4088790
1211,6210,4073440,6212,4089440
1211,6210,4074440,6212,4090440
1211,6210,4075090,6212,4091090
1211,6210,4075320,6212,4091320
1211,6210,4076320,6212,4092320
1211,6210,4076790,6212,4092790
1211,6210,4076790,6212,4092790
1211,6210,4077790,6212,4093790
1211,6210,4078790,6212,4094790
1211,6210,4079790,6212,4095790
1211,6210,4080160,6212,4096160
1211,6210,4081160,6212,4097160
1211,6210,4082160,6212,4098160
1211,6210,4083160,6212,4099160
1211,6210,4084160,6212,4100160
1211,6210,4084380,6212,4100380
1211,6210,4085380,6212,4101380
1211,6210,4085380,6212,4101380
1211,6210,4086380,6212,4102380
1211,6210,4086380,6212,4102380
1211,6210,4086970,6212,4102970
1211,6210,4087970,6212,4103970
1211,6210,4088970,6212,4104970
1211,6210,4089970,6212,4105970
1211,6210,4090970,6212,4106970
1211,6210,4091970,6212,4107970
1211,6210,4092970,6212,4108970
1211,6210,4092970,6212,4108970
1211,6210,4093970,6212,4109970
1211,6210,4094970,6212,4110970
1211,6210,4095970,6212,4111970
1211,6210,4096970,6212,4112970
1211,6210,4097970,6212,4113970
1211,6210,4098970,6212,4114970
1211,6210,4099970,6212,4115970
1211,6210,4100440,6212,4116440
1211,6210,4101440,6212,4117440
1211,6210,4102090,6212,4118090
1211,6210,4102680,6212,4118680
1211,6210,4103150,6212,4119150
1211,6210,4104150,6212,4120150
1211,6210,4104960,6212,4120960
1211,6210,4105960,6212,4121960
1211,6210,4106960,6212,4122960
1211,6210,4107960,6212,4123960
1211,6210,4108770,6212,4124770
1211,6210,4109770,6212,4125770
1211,6210,4109770,6212,4125770
1211,6210,4110770,6212,4126770
1211,6210,4110770,6212,4134770
1211,6210,4111770,6212,4135770
1211,6210,4111770,6212,4135770
1211,6210,4112770,6212,4136770
1211,6210,4113770,6212,4137770
1211,6210,4114040,6212,4138040
1211,6210,4115040,6212,4139040
1211,6210,4115040,6212,4139040
1211,6210,4115040,6212,4139040
1211,6210,4116040,6212,4140040
1211,6210,4116040,6212,4140040
1211,6210,4117040,6212,4141040
1211,6210,4118040,6212,4142040
1211,6210,4119040,6212,4143040
1211,6210,4120040,6212,4144040
1211,6210,4121040,6212,4145040
1211,6210,4122040,6212,4146040
1211,6210,4123040,6212,4147040
1211,6210,4124040,6212,4148040
1211,6210,4124370,6212,4148370
1211,6210,4125370,6212,4149370
1211,6210,4126370,6212,4150370
1211,6210,4127370,6212,4151370
1211,6210,4128180,6212,4152180
1211,6210,4129180,6212,4153180
1211,6210,4129650,6212,4153650
1211,6210,4129650,6212,4153650
1211,6210,4130650,6212,4154650
1211,6210,4131650,6212,4155650
1211,6210,4131650,6212,4155650
1211,6210,4132120,6212,4156120
1211,6210,4132590,6212,4156590
1211,6210,4132590,6212,4156590
1211,6210,4133060,6212,4157060
1211,6210,4133870,6212,4157870
1211,6210,4134340,6212,4158340
1211,6210,4134810,6212,4158810
1211,6210,4135810,6212,4159810
1211,6210,4136620,6212,4160620
1211,6210,4136620,6212,4160620
1211,6210,4137090,6212,4161090
1211,6210,4138090,6212,4162090
1211,6210,4138410,6212,4162410
1211,6210,4139410,6212,4163410
1211,6210,4139880,6212,4163880
1211,6210,4140880,6212,4164880
1211,6210,4141350,6212,4165350
1211,6210,4142350,6212,4166350
1211,6210,4142820,6212,4166820
1211,6210,4143050,6212,4167050
1211,6210,4144050,6212,4168050
1211,6210,4144050,6212,4168050
1211,6210,4145050,6212,4169050
1211,6210,4146050,6212,4170050
1211,6210,4147050,6212,4171050
1211,6210,4147640,6212,4171640
1211,6210,4148640,6212,4172640
1211,6210,4148960,6212,4172960
1211,6210,4149770,6212,4173770
1211,6210,4150770,6212,4174770
1211,6210,4151240,6212,4175240
1211,6210,4152240,6212,4176240
1211,6210,4153240,6212,4177240
1211,6210,4153240,6212,4177240
1211,6210,4153710,6212,4177710
1211,6210,4154180,6212,4178180
1211,6210,4154180,6212,4178180
1211,6210,4154990,6212,4178990
1211,6210,4155800,6212,4179800
1211,6210,4156270,6212,4180270
1211,6210,4156270,6212,4180270
1211,6210,4157270,6212,4181270
1211,6210,4157270,6212,4181270
1211,6210,4157740,6212,4181740
1211,6210,4158740,6212,4182740
1211,6210,4158740,6212,4182740
1211,6210,4158740,6212,4182740
1211,6210,4159550,6212,4183550
1211,6210,4160200,6212,4184200
1211,6210,4161200,6212,4185200
1211,6210,4162200,6212,4186200
1211,6210,4162670,6212,4186670
1211,6210,4163670,6212,4187670
1211,6210,4164670,6212,4188670
1211,6210,4164670,6212,4188670
1211,6210,4165140,6212,4189140
1211,6210,4165950,6212,4189950
1211,6210,4166950,6212,4190950
1211,6210,4166950,6212,4190950
1211,6210,4167950,6212,4191950
1211,6210,4168950,6212,4192950
1211,6210,4169950,6212,4193950
1211,6210,4169950,6212,4193950
1211,6210,4170950,6212,4194950
1211,6210,4171950,6212,4195950
1211,6210,4172270,6212,4196270
1211,6210,4173270,6212,4197270
1211,6210,4173270,6212,4197270
1211,6210,4174270,6212,4198270
1211,6210,4175080,6212,4199080
1211,6210,4175080,6212,4199080
1211,6210,4176080,6212,4200080
1211,6210,4176540,6212,4200540
1211,6210,4177540,6212,4201540
1211,6210,4178540,6212,4202540
1211,6210,4179540,6212,4203540
1211,6210,4179540,6212,4203540
1211,6210,4179540,6212,4203540
1211,6210,4180540,6212,4204540
1211,6210,4181190,6212,4205190
1211,6210,4182190,6212,4206190
1211,6210,4183190,6212,4207190
1211,6210,4183660,6212,4207660
1211,6210,4184660,6212,4208660
1211,6210,4185470,6212,4209470
1211,6210,4186120,6212,4210120
1211,6210,4186340,6212,4210340
1211,6210,4187340,6212,4211340
1211,6210,4188340,6212,4212340
1211,6210,4189340,6212,4213340
1211,6210,4189500,6212,4213500
1211,6210,4190500,6212,4214500
1211,6210,4191150,6212,4215150
1211,6210,4191150,6212,4215150
1211,6210,4191960,6212,4215960
1211,6210,4192430,6212,4216430
1211,6210,4193430,6212,4217430
1211,6210,4194430,6212,4218430
1211,6210,4195430,6212,4219430
1211,6210,4196430,6212,4220430
1211,6210,4196750,6212,4220750
1211,6210,4197750,6212,4221750
1211,6210,4198560,6212,4222560
1211,6210,4199560,6212,4223560
1211,6210,4200560,6212,4224560
1211,6210,4201560,6212,4225560
1211,6210,4202030,6212,4226030
1211,6210,4203030,6212,4227030
1211,6210,4204030,6212,4228030
1211,6210,4204250,6212,4228250
1211,6210,4204720,6212,4228720
1211,6210,4205190,6212,4229190
1211,6210,4205650,6212,4229650
1211,6210,4205650,6212,4229650
1211,6210,4206650,6212,4230650
1211,6210,4207650,6212,4231650
1211,6210,4207650,6212,4231650
1211,6210,4208200,6212,4232200
1211,6210,4208850,6212,4232850
1211,6210,4209660,6212,4233660
1211,6210,4210660,6212,4234660
1211,6210,4211120,6212,4235120
1211,6210,4212120,6212,4236120
1211,6210,4213120,6212,4237120
1211,6210,4213280,6212,4237280
