ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cfe3-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cfe3-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cfe3-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_q124,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cfe3-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cfe3-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_ratio
1000478.57,45.17,31.57,721803.64,32.59
1000106.57,45.16,31.57,721423.0,32.58
1000159.27,45.18,31.58,722159.46,32.62
1000201.16,45.2,31.6,722194.03,32.64
1000065.18,45.21,31.62,722241.4,32.65
1000850.25,45.27,31.67,722107.99,32.66
1001234.91,45.29,31.7,722046.94,32.66
1001098.94,45.31,31.71,722039.52,32.68
1000962.96,45.32,31.73,721981.66,32.69
1001258.98,45.35,31.75,721965.34,32.7
1001123.0,45.36,31.76,722075.3,32.72
1001175.7,45.38,31.78,723017.87,32.77
1001039.73,45.39,31.8,722957.45,32.78
1000903.75,45.41,31.81,722957.45,32.8
1001628.07,45.46,31.86,722687.43,32.8
1001492.09,45.48,31.88,722677.99,32.82
1001773.2,45.5,31.9,722632.45,32.82
1001637.22,45.51,31.92,722651.99,32.84
1001637.22,45.51,31.92,722606.3,32.84
1002014.23,45.54,31.94,722623.81,32.84
1001878.25,45.55,31.96,722826.86,32.87
1001878.25,45.55,31.96,722826.86,32.87
1001654.79,45.55,31.95,722559.09,32.86
1001654.79,45.55,31.95,722649.84,32.86
1001284.64,45.54,31.95,722647.09,32.87
1001588.81,45.57,31.97,723045.54,32.89
1001452.84,45.58,31.98,722899.63,32.9
1001316.86,45.6,32.0,722724.53,32.91
1001770.43,45.62,32.02,722701.22,32.91
1001634.45,45.64,32.04,722575.13,32.92
1001520.11,45.65,32.05,722479.18,32.93
1001148.11,45.64,32.05,721949.27,32.91
1001099.43,45.66,32.06,722065.19,32.93
1000985.09,45.68,32.08,722144.45,32.95
1000688.66,45.67,32.07,721981.91,32.95
1000552.68,45.69,32.09,723043.35,33.01
1000470.79,45.7,32.11,723295.79,33.04
1000334.81,45.72,32.12,723276.75,33.06
1000198.83,45.73,32.13,723276.75,33.07
1000198.83,45.73,32.13,723275.03,33.07
1000062.85,45.75,32.15,723916.84,33.11
1000663.59,45.8,32.2,724010.58,33.13
1000527.62,45.81,32.21,723953.96,33.15
1000391.64,45.82,32.23,723952.5,33.16
1000777.5,45.86,32.27,723396.3,33.15
1000641.52,45.88,32.28,723396.3,33.17
1000641.52,45.88,32.28,723396.3,33.17
1000505.54,45.89,32.3,723265.64,33.18
1000809.71,45.92,32.32,723433.54,33.19
1001000.16,45.94,32.34,723926.85,33.22
1000885.82,45.95,32.36,723832.31,33.23
1000938.52,45.97,32.38,724455.86,33.28
1000568.37,45.97,32.37,724127.41,33.27
1000432.4,45.98,32.38,724127.41,33.28
1001015.73,46.02,32.42,726595.9,33.4
1000717.73,46.02,32.42,726196.81,33.39
1000717.73,46.02,32.42,726195.3,33.39
1001013.75,46.04,32.44,726210.86,33.4
1000965.07,46.06,32.46,727515.44,33.48
1000829.1,46.07,32.47,727595.97,33.49
1000285.19,46.13,32.53,728278.56,33.59
1000149.21,46.15,32.55,730747.62,33.72
1000013.23,46.16,32.56,730746.47,33.73
1000351.37,46.2,32.6,730656.22,33.74
999810.41,46.2,32.6,729909.05,33.73
999810.41,46.2,32.6,729957.79,33.73
1000287.17,46.22,32.62,732186.94,33.83
1000151.2,46.24,32.64,732112.98,33.84
1000015.22,46.25,32.65,732524.57,33.88
999732.33,46.25,32.65,731487.38,33.84
1000122.89,46.27,32.67,731496.42,33.84
1000427.06,46.29,32.69,731492.98,33.85
1000427.06,46.29,32.69,731492.98,33.85
1000301.9,46.31,32.71,731403.89,33.86
1000143.22,46.3,32.71,731182.29,33.85
1000007.25,46.32,32.72,731219.88,33.87
1000270.96,46.35,32.76,731551.12,33.9
1000124.17,46.37,32.77,731868.04,33.93
999988.19,46.38,32.79,731878.77,33.95
1000339.31,46.42,32.82,731664.49,33.95
1000668.65,46.46,32.86,732635.66,34.01
1000721.35,46.48,32.88,732675.22,34.03
1000774.05,46.5,32.9,733189.82,34.07
1000638.07,46.51,32.92,733177.23,34.08
1000638.07,46.51,32.92,733115.97,34.08
1000737.2,46.54,32.94,732527.84,34.06
1001033.22,46.56,32.96,732587.12,34.07
1000811.68,46.55,32.96,732430.71,34.07
1000675.7,46.57,32.97,732429.18,34.09
1000739.22,46.59,32.99,733300.96,34.14
1000603.24,46.6,33.01,733301.64,34.15
1000467.26,46.62,33.02,733293.05,34.17
1000243.8,46.62,33.02,733022.13,34.16
1000107.83,46.63,33.03,733012.27,34.18
1000764.36,46.68,33.08,733161.84,34.2
1000764.36,46.68,33.08,733161.84,34.2
1000628.38,46.69,33.09,733898.82,34.25
1001361.01,46.75,33.15,734386.2,34.28
1002068.74,46.8,33.21,735397.15,34.35
1002068.74,46.8,33.21,735368.01,34.35
1001652.22,46.8,33.2,734836.41,34.33
1001505.43,46.82,33.22,734325.59,34.33
1001695.88,46.84,33.24,734533.2,34.35
1001559.9,46.86,33.26,734835.15,34.38
1001750.35,46.88,33.28,735250.44,34.41
1002203.92,46.9,33.31,735353.68,34.42
1002155.25,46.92,33.33,736233.42,34.47
1002494.92,46.95,33.35,737019.85,34.52
1002494.92,46.95,33.35,736969.3,34.52
1002358.94,46.97,33.37,736969.3,34.53
1002222.97,46.98,33.38,737021.62,34.55
1002086.99,47.0,33.4,737018.55,34.57
1001813.88,46.99,33.4,738233.3,34.63
1001677.9,47.01,33.41,738144.24,34.64
1001541.92,47.02,33.43,738145.01,34.66
1001449.21,47.04,33.44,737406.67,34.64
1001681.57,47.08,33.48,737049.56,34.64
1001550.83,47.07,33.48,737733.28,34.67
1001414.86,47.09,33.49,737015.24,34.66
1001414.86,47.09,33.49,736986.99,34.66
1001278.88,47.11,33.51,737060.43,34.68
1001278.88,47.11,33.51,736932.65,34.67
1001522.91,47.13,33.53,738000.93,34.73
1001430.59,47.15,33.55,738038.67,34.75
1001269.44,47.16,33.56,738408.36,34.78
1001133.46,47.18,33.58,738412.2,34.8
1001084.79,47.2,33.6,739947.58,34.89
1000948.81,47.21,33.62,740481.68,34.93
1000812.83,47.23,33.63,740904.74,34.96
1000812.83,47.23,33.63,740565.33,34.95
1000676.85,47.25,33.65,742035.94,35.03
1000540.88,47.26,33.66,742478.9,35.07
1000639.38,47.29,33.69,742749.92,35.1
1000503.41,47.3,33.71,742749.92,35.12
1000367.43,47.32,33.72,742720.55,35.13
1000231.45,47.34,33.74,742719.85,35.15
1000117.11,47.35,33.76,743021.19,35.18
1000413.13,47.38,33.78,742996.03,35.19
1000277.15,47.39,33.8,742970.09,35.2
999807.6,47.39,33.79,742970.07,35.21
1000448.33,47.43,33.83,742601.95,35.21
1000078.18,47.42,33.83,742470.48,35.21
999942.21,47.44,33.84,742178.93,35.21
999994.91,47.46,33.86,742497.48,35.24
999858.93,47.48,33.88,743044.25,35.28
999722.95,47.49,33.89,743079.41,35.3
1000624.32,47.56,33.96,744522.1,35.39
1000677.02,47.58,33.98,744339.94,35.39
1000551.86,47.59,34.0,744308.29,35.41
1000551.86,47.59,34.0,744244.99,35.4
1000448.33,47.61,34.01,744853.04,35.45
1000448.33,47.61,34.01,744853.04,35.45
1000312.35,47.63,34.03,744788.06,35.46
1000410.36,47.63,34.04,744958.13,35.47
1000274.38,47.65,34.05,744927.21,35.49
1000138.4,47.67,34.07,745151.17,35.51
999960.64,47.66,34.07,745052.97,35.51
999980.71,47.69,34.09,744957.71,35.53
999980.71,47.69,34.09,745079.33,35.53
1000419.55,47.71,34.11,745756.79,35.56
1000184.97,47.72,34.12,745434.49,35.57
1000184.97,47.72,34.12,745434.49,35.57
1000048.99,47.74,34.14,745434.46,35.58
999913.01,47.75,34.15,745191.99,35.59
999777.03,47.77,34.17,745148.95,35.6
999382.23,47.77,34.17,744182.71,35.57
999289.9,47.79,34.19,744176.03,35.59
999175.56,47.81,34.21,744231.58,35.61
999039.58,47.82,34.23,745074.98,35.67
998903.6,47.84,34.24,745180.22,35.69
999369.84,47.87,34.27,745295.3,35.7
999233.86,47.89,34.29,745637.59,35.73
999097.89,47.9,34.31,745902.52,35.76
998951.09,47.92,34.32,745333.18,35.75
999003.79,47.94,34.34,745223.51,35.76
998867.82,47.96,34.36,745245.04,35.78
999153.02,47.98,34.38,745450.0,35.8
999153.02,47.98,34.38,745450.0,35.8
999017.04,48.0,34.4,745625.77,35.82
998881.07,48.02,34.42,745611.86,35.84
999174.1,48.03,34.43,746055.16,35.86
998862.0,48.02,34.43,745715.68,35.85
999201.68,48.05,34.45,746684.92,35.91
999201.68,48.05,34.45,746684.92,35.91
999497.7,48.08,34.48,746685.05,35.92
999550.4,48.1,34.5,747075.68,35.95
999445.72,48.1,34.51,747098.76,35.96
1000248.79,48.15,34.56,748205.66,36.02
1000167.67,48.17,34.58,747107.34,35.98
1000289.26,48.2,34.6,746596.94,35.97
1000310.89,48.2,34.6,748025.92,36.04
1000012.89,48.2,34.6,748007.04,36.05
999876.91,48.21,34.61,748055.91,36.07
999580.48,48.21,34.61,747699.05,36.06
999444.5,48.22,34.62,748624.01,36.12
999740.53,48.25,34.65,748624.01,36.13
999593.73,48.26,34.67,748771.63,36.15
999221.73,48.26,34.66,748380.24,36.14
999085.76,48.27,34.68,749714.16,36.22
999381.78,48.3,34.7,750090.84,36.25
999847.97,48.33,34.73,750289.31,36.26
999813.1,48.35,34.75,750268.69,36.28
999813.1,48.35,34.75,750268.69,36.28
999677.12,48.36,34.77,750422.55,36.31
999164.11,48.36,34.77,749459.08,36.28
999028.14,48.38,34.78,749481.12,36.3
999272.17,48.41,34.81,749827.81,36.32
999136.19,48.42,34.83,748980.94,36.3
999520.86,48.45,34.85,749428.54,36.33
999573.56,48.47,34.87,749768.96,36.36
999437.58,48.49,34.89,749915.87,36.38
999909.5,48.52,34.92,751365.14,36.46
1001332.71,48.61,35.02,751591.35,36.49
1001196.73,48.63,35.03,751711.1,36.51
1001196.73,48.63,35.03,752080.38,36.53
1001028.13,48.63,35.04,751810.94,36.53
1001334.97,48.66,35.06,752873.3,36.59
1002223.88,48.7,35.11,753843.91,36.63
1002276.58,48.72,35.13,753841.98,36.65
1002329.29,48.75,35.15,753547.12,36.65
1002625.31,48.77,35.17,753831.43,36.67
1002625.31,48.77,35.17,753877.03,36.67
1002489.33,48.79,35.19,753869.04,36.69
1002489.33,48.79,35.19,753869.04,36.69
1002191.32,48.79,35.19,753920.7,36.7
1002055.35,48.8,35.21,754681.64,36.76
1002055.35,48.8,35.21,754704.05,36.76
1002055.35,48.8,35.21,754695.57,36.76
1002108.05,48.82,35.23,755016.04,36.79
1002822.02,48.88,35.28,756188.97,36.85
1002686.04,48.89,35.29,756303.61,36.88
1002550.06,48.91,35.31,756502.92,36.91
1002846.08,48.94,35.34,757211.07,36.95
1002699.29,48.95,35.35,758074.53,37.01
1002563.31,48.97,35.37,758080.93,37.03
1002563.31,48.97,35.37,758129.82,37.03
1003115.84,49.01,35.41,758677.77,37.07
1003168.54,49.03,35.43,758676.05,37.08
1003032.56,49.05,35.45,758753.43,37.1
1003032.56,49.05,35.45,759167.33,37.12
1002896.58,49.06,35.47,759214.84,37.14
1002760.61,49.08,35.48,759035.29,37.15
1002624.63,49.1,35.5,759044.87,37.17
1002824.47,49.11,35.51,760178.7,37.23
1002688.5,49.13,35.53,760379.66,37.25
1002605.85,49.15,35.55,760817.4,37.29
1002990.52,49.17,35.57,760848.41,37.3
1002854.54,49.19,35.59,760826.18,37.32
1002854.54,49.19,35.59,760937.9,37.32
1002968.5,49.22,35.62,760564.7,37.32
1003076.05,49.24,35.65,761585.79,37.39
1003076.05,49.24,35.65,761585.79,37.39
1002940.07,49.26,35.66,761519.68,37.4
1003244.25,49.29,35.69,762231.4,37.45
1003119.02,49.31,35.71,762452.08,37.48
1002983.05,49.32,35.73,762495.64,37.5
1002847.07,49.34,35.74,762495.39,37.52
1002847.07,49.34,35.74,762495.39,37.52
1003444.67,49.37,35.77,763662.69,37.57
1003396.0,49.39,35.8,763712.7,37.59
1003618.9,49.42,35.82,763458.61,37.59
1003022.32,49.41,35.82,762877.13,37.58
1002939.46,49.43,35.84,763910.76,37.65
1003235.48,49.46,35.86,763901.07,37.66
1003099.5,49.48,35.88,764824.98,37.73
1003152.2,49.5,35.9,764824.98,37.74
1003353.47,49.53,35.93,764733.89,37.75
1003220.19,49.53,35.93,764628.11,37.75
1003084.22,49.54,35.95,764628.11,37.77
1002969.87,49.56,35.96,764463.2,37.78
1002833.89,49.58,35.98,764768.67,37.81
1003224.46,49.6,36.01,764826.67,37.82
1003099.3,49.62,36.02,764511.97,37.82
1003289.75,49.65,36.05,764784.52,37.84
1003289.75,49.65,36.05,764776.84,37.84
1003342.45,49.67,36.07,764777.26,37.86
1003638.47,49.7,36.1,765291.16,37.89
1003502.49,49.71,36.12,765083.62,37.9
1003366.52,49.73,36.13,765083.97,37.92
1003230.54,49.75,36.15,765693.35,37.97
1003094.56,49.77,36.17,765693.35,37.99
1003388.63,49.79,36.19,765684.69,37.99
1003285.11,49.81,36.21,765561.1,38.01
1002805.21,49.81,36.21,765032.68,38.0
1002690.74,49.82,36.23,765638.57,38.05
1002554.76,49.84,36.24,766016.74,38.08
1002418.79,49.86,36.26,766106.71,38.11
1002076.09,49.86,36.26,765700.22,38.1
1001940.11,49.87,36.28,765700.22,38.11
1001804.14,49.89,36.29,765693.18,38.13
1001607.71,49.89,36.29,765544.34,38.13
1002801.69,49.96,36.36,767668.19,38.24
1003119.35,49.99,36.39,768944.28,38.32
1003423.52,50.01,36.41,769299.95,38.34
1003423.52,50.01,36.41,769441.53,38.35
1003287.54,50.03,36.43,770291.66,38.41
1002590.14,50.02,36.42,769548.33,38.39
1002590.14,50.02,36.42,769517.26,38.39
1002199.5,50.01,36.42,770686.9,38.46
1002389.96,50.04,36.44,770905.18,38.48
1002455.28,50.06,36.47,770540.44,38.48
1002319.3,50.08,36.48,770755.76,38.51
1002623.47,50.11,36.51,771004.63,38.53
1002487.49,50.13,36.53,771297.43,38.57
1002351.52,50.15,36.55,771273.18,38.59
1002262.46,50.15,36.55,771222.99,38.59
1002262.46,50.15,36.55,771283.07,38.59
1002315.16,50.17,36.57,771284.52,38.6
1002179.18,50.19,36.59,771272.39,38.62
1002679.58,50.22,36.63,771685.68,38.65
1002732.28,50.25,36.65,771587.38,38.66
1002596.3,50.26,36.67,771481.17,38.68
1002460.33,50.28,36.69,771293.86,38.69
1002535.05,50.31,36.71,772316.77,38.75
1002399.07,50.33,36.73,772195.29,38.77
1002738.53,50.35,36.75,772315.88,38.78
1002602.56,50.37,36.77,772269.07,38.8
1002455.76,50.39,36.79,772077.52,38.81
1002657.03,50.41,36.82,771947.04,38.81
1002521.05,50.43,36.83,771875.63,38.83
1002385.08,50.45,36.85,771957.59,38.85
1002249.1,50.47,36.87,771957.59,38.87
1002633.76,50.5,36.9,773515.11,38.96
1002929.78,50.52,36.93,773513.6,38.97
1002894.54,50.54,36.94,773347.17,38.97
1002947.24,50.57,36.97,774040.98,39.02
1002999.94,50.59,36.99,774175.18,39.05
1003052.64,50.61,37.01,774268.18,39.07
1003052.64,50.61,37.01,774246.04,39.07
1003506.21,50.64,37.04,775002.45,39.11
1003391.87,50.66,37.06,775247.19,39.14
1003687.89,50.69,37.09,775736.97,39.18
1003752.04,50.69,37.09,775769.8,39.18
1003616.06,50.71,37.11,775711.41,39.19
1003480.08,50.73,37.13,775851.51,39.22
1003670.54,50.76,37.16,776627.17,39.27
1003848.57,50.77,37.17,776709.58,39.28
1003901.27,50.8,37.2,776812.72,39.31
1003765.29,50.81,37.22,776812.72,39.33
1003765.29,50.81,37.22,776809.2,39.33
1003810.74,50.84,37.24,776980.47,39.35
1003863.45,50.87,37.27,776924.98,39.37
1003727.47,50.89,37.29,776764.68,39.38
1003591.49,50.9,37.31,776802.17,39.4
1003591.49,50.9,37.31,776802.17,39.4
1003455.51,50.92,37.33,777380.45,39.45
1003319.54,50.94,37.34,777349.26,39.47
1003183.56,50.96,37.36,777522.09,39.5
1003047.58,50.98,37.38,777585.62,39.52
1003432.24,51.01,37.41,778031.39,39.55
1003235.78,51.02,37.42,777726.53,39.55
1003620.44,51.05,37.45,777718.53,39.56
1003468.38,51.06,37.47,777489.44,39.57
1003332.4,51.08,37.49,777435.37,39.58
1003406.73,51.11,37.51,776900.23,39.57
1003702.75,51.14,37.54,777625.16,39.62
1003566.78,51.16,37.56,778065.63,39.66
1003430.8,51.17,37.58,778054.66,39.68
1003815.46,51.2,37.6,779223.09,39.75
1003679.48,51.22,37.62,779293.14,39.77
1003975.5,51.25,37.65,780502.96,39.84
1003839.53,51.27,37.67,780502.96,39.86
1003903.4,51.3,37.7,782504.71,39.98
1003767.42,51.32,37.72,782501.98,40.0
1003839.91,51.32,37.72,783374.29,40.05
1005231.54,51.42,37.82,785305.35,40.17
1005095.56,51.44,37.84,785183.74,40.18
1004826.73,51.44,37.84,785591.96,40.21
1004690.75,51.46,37.86,785526.86,40.23
1004881.2,51.48,37.88,785515.33,40.24
1004411.14,51.48,37.88,784912.17,40.23
1004275.16,51.5,37.9,784409.69,40.22
1004275.16,51.5,37.9,784409.69,40.22
1004275.16,51.5,37.9,784397.11,40.22
1004139.18,51.52,37.92,784429.32,40.25
1004191.89,51.54,37.94,784428.46,40.26
1004244.59,51.57,37.97,784332.41,40.27
1004499.42,51.59,37.99,784058.86,40.27
1004363.44,51.61,38.01,783975.28,40.28
1004363.44,51.61,38.01,783975.28,40.28
1004667.61,51.64,38.04,784536.46,40.32
1004667.61,51.64,38.04,784536.57,40.32
1004531.63,51.66,38.06,784528.26,40.34
1004159.63,51.65,38.05,784228.33,40.34
1004027.18,51.66,38.07,784626.43,40.37
1003891.21,51.68,38.09,784382.02,40.38
1003943.91,51.71,38.11,784612.67,40.41
1005272.13,51.8,38.2,785964.54,40.5
1007329.85,51.93,38.34,788463.4,40.65
1007529.7,51.95,38.35,791147.72,40.79
1007874.33,51.99,38.39,791516.51,40.83
1009289.52,52.09,38.49,793915.17,40.97
1009289.52,52.09,38.49,793685.2,40.96
1009595.86,52.13,38.53,793726.99,40.99
1009459.88,52.15,38.55,794374.53,41.04
1009315.73,52.17,38.57,794149.15,41.05
1009315.73,52.17,38.57,794125.47,41.05
1009315.73,52.17,38.57,794125.47,41.05
1009179.75,52.19,38.59,794339.91,41.08
1009043.78,52.21,38.61,794024.19,41.09
1010795.44,52.3,38.7,797901.34,41.29
1010669.51,52.32,38.73,797802.08,41.3
1010199.97,52.32,38.72,797700.99,41.31
1010063.99,52.34,38.74,797508.68,41.32
1009928.01,52.36,38.76,797512.17,41.34
1009879.98,52.38,38.78,797276.33,41.35
1009744.0,52.4,38.8,797209.72,41.37
1009744.0,52.4,38.8,797209.72,41.37
1009138.8,52.4,38.8,796489.44,41.36
1009013.64,52.42,38.82,796135.73,41.36
1009573.6,52.47,38.88,796036.55,41.38
1009626.3,52.5,38.9,796036.55,41.39
1009626.3,52.5,38.9,796042.0,41.39
1009490.32,52.52,38.92,795802.05,41.4
1009543.03,52.54,38.95,795802.05,41.42
1009407.05,52.56,38.97,795685.19,41.43
1009402.03,52.59,38.99,797572.93,41.55
1009266.05,52.61,39.01,797980.08,41.6
1009119.26,52.63,39.03,798754.59,41.66
1008896.36,52.63,39.03,798658.39,41.66
1008760.38,52.65,39.05,798656.14,41.68
1008720.66,52.67,39.07,799260.99,41.73
1008584.68,52.69,39.09,800149.64,41.8
1008448.71,52.71,39.11,800853.59,41.86
1008892.94,52.76,39.16,800870.42,41.88
1008756.96,52.78,39.18,801140.54,41.92
1008664.64,52.8,39.21,801162.29,41.94
1008528.66,52.82,39.23,802256.8,42.02
1008406.55,52.83,39.23,801917.77,42.01
1008406.55,52.83,39.23,801917.77,42.01
1008702.57,52.86,39.26,801797.35,42.01
1009545.4,52.91,39.31,802061.07,42.03
1009409.42,52.93,39.33,801998.96,42.05
1009409.42,52.93,39.33,801998.96,42.05
1009273.44,52.95,39.35,801968.77,42.07
1009273.44,52.95,39.35,801968.77,42.07
1009181.12,52.97,39.37,803046.15,42.15
1009045.14,52.99,39.39,803089.56,42.17
1009212.18,53.01,39.41,804558.76,42.26
1009252.1,53.04,39.44,805015.95,42.31
1009252.1,53.04,39.44,805054.8,42.31
1009116.12,53.06,39.46,805085.52,42.33
1008773.43,53.05,39.46,804947.62,42.33
1008401.43,53.05,39.45,804644.75,42.33
1008697.45,53.08,39.48,804774.58,42.35
1008750.15,53.1,39.5,804973.29,42.37
1008624.99,53.12,39.53,804966.99,42.4
1008489.01,53.14,39.55,805146.16,42.43
1008107.01,53.14,39.54,805811.95,42.47
1008159.72,53.16,39.57,805637.88,42.48
1008023.74,53.18,39.59,805568.71,42.5
1007887.76,53.2,39.61,805678.68,42.53
1007751.78,53.23,39.63,806304.71,42.59
1007804.48,53.25,39.65,806290.56,42.6
1007668.51,53.27,39.67,806235.63,42.62
1008442.5,53.33,39.73,806480.85,42.65
1008676.61,53.36,39.76,807586.98,42.72
1008551.45,53.38,39.79,807709.19,42.75
1008415.47,53.4,39.81,807846.28,42.78
1008295.05,53.43,39.83,807684.42,42.8
1008159.07,53.45,39.85,808249.46,42.85
1007787.07,53.44,39.84,808010.16,42.85
1007651.09,53.46,39.86,807958.5,42.87
1007603.06,53.49,39.89,807905.6,42.89
1007655.76,53.51,39.92,807902.87,42.91
1007655.76,53.51,39.92,807902.87,42.91
1007470.88,53.51,39.92,808205.12,42.93
1008316.42,53.57,39.97,809172.41,42.99
1008582.08,53.6,40.0,808816.96,42.98
1008488.2,53.6,40.0,808768.64,42.98
1008352.23,53.62,40.02,808786.92,43.01
1008218.77,53.62,40.02,808728.59,43.01
1008203.06,53.65,40.05,809915.9,43.1
1008067.09,53.67,40.07,809888.3,43.12
1008067.09,53.67,40.07,809877.01,43.12
1007931.11,53.69,40.09,809877.01,43.14
1007795.13,53.71,40.11,810176.57,43.18
1007740.6,53.74,40.14,809726.14,43.18
1007604.62,53.76,40.16,810171.83,43.23
1007355.1,53.77,40.17,809536.14,43.21
1007219.13,53.79,40.19,809573.44,43.24
1009374.85,53.93,40.34,812292.43,43.4
1009101.15,53.93,40.33,811991.74,43.4
1009087.15,53.95,40.35,811488.03,43.39
1009129.04,53.98,40.38,813473.88,43.51
1008993.06,54.0,40.4,813464.88,43.54
1008993.06,54.0,40.4,815431.84,43.64
1008857.08,54.02,40.42,815390.27,43.66
1009327.71,54.06,40.46,815506.57,43.68
1008885.39,54.06,40.46,814918.45,43.67
1008918.43,54.07,40.48,814771.92,43.67
1008782.45,54.1,40.5,816138.11,43.77
1009199.56,54.13,40.53,816870.77,43.81
1009263.08,54.16,40.56,817273.94,43.85
1008882.57,54.16,40.56,816784.84,43.85
1009407.31,54.19,40.59,819304.42,43.99
1009358.63,54.22,40.62,820410.42,44.07
1009549.08,54.25,40.65,820916.15,44.11
1010002.65,54.28,40.68,821856.56,44.17
1009706.22,54.27,40.67,821594.65,44.16
1009536.25,54.29,40.69,821711.45,44.19
1009394.23,54.29,40.69,821523.29,44.19
1009446.93,54.32,40.72,821657.79,44.21
1009321.77,54.34,40.74,821553.52,44.23
1009142.14,54.36,40.76,821485.96,44.25
1009438.16,54.39,40.79,821443.43,44.26
1009302.18,54.41,40.81,821729.97,44.3
1008930.18,54.4,40.81,821430.04,44.29
1008794.21,54.43,40.83,821989.48,44.35
1008794.21,54.43,40.83,821954.22,44.35
1008746.18,54.45,40.86,821910.36,44.37
1008746.18,54.45,40.86,821910.36,44.37
1008610.2,54.48,40.88,821903.47,44.39
1008610.2,54.48,40.88,821903.47,44.39
1008451.8,54.48,40.88,823686.38,44.5
1009638.95,54.56,40.96,823774.64,44.51
1009502.97,54.58,40.98,823715.93,44.54
1009372.23,54.58,40.98,822174.56,44.46
1009236.25,54.6,41.0,822190.55,44.48
1009236.25,54.6,41.0,822190.55,44.48
1009288.95,54.63,41.03,821865.14,44.48
1009288.95,54.63,41.03,821907.29,44.49
1009163.79,54.65,41.05,821745.19,44.5
1009216.49,54.68,41.08,822999.72,44.59
1009080.52,54.7,41.1,823136.65,44.62
1010688.22,54.82,41.22,823034.41,44.64
1010552.24,54.84,41.24,823019.9,44.66
1010552.24,54.84,41.24,823019.9,44.66
1010416.27,54.86,41.26,822996.27,44.69
1010119.84,54.86,41.26,822361.32,44.66
1010415.86,54.89,41.29,822668.73,44.69
1010279.88,54.91,41.31,823013.5,44.73
1010808.08,54.97,41.37,822803.84,44.74
1010672.1,54.99,41.39,822850.88,44.77
1011684.03,55.07,41.48,823983.67,44.86
1011864.64,55.09,41.5,823954.5,44.86
1011917.34,55.12,41.52,823954.5,44.88
1011781.36,55.14,41.55,823945.81,44.91
1012640.76,55.2,41.61,824719.74,44.96
1012504.78,55.23,41.63,824712.94,44.98
1012267.07,55.24,41.64,823969.55,44.96
1012319.77,55.27,41.67,823922.45,44.98
1012319.77,55.27,41.67,823880.8,44.98
1012642.46,55.31,41.72,823733.6,45.0
1012642.46,55.31,41.72,823733.6,45.0
1012517.29,55.34,41.74,823714.2,45.02
1012392.13,55.36,41.76,823771.24,45.05
1012197.12,55.37,41.78,823136.66,45.03
1012071.96,55.4,41.8,823924.56,45.1
1012071.96,55.4,41.8,823924.56,45.1
1012554.82,55.43,41.83,823088.75,45.06
1012418.84,55.45,41.86,823085.93,45.08
1012162.53,55.45,41.85,822805.77,45.08
1012015.74,55.47,41.87,822922.52,45.11
1011933.09,55.5,41.9,823542.04,45.17
1012010.83,55.53,41.93,823451.31,45.19
1012215.95,55.55,41.96,824237.25,45.24
1012079.97,55.58,41.98,824381.46,45.27
1012043.92,55.61,42.01,825320.55,45.35
1011907.94,55.63,42.03,826041.99,45.41
1012273.54,55.66,42.06,825748.1,45.4
1012051.99,55.67,42.07,825522.14,45.41
1011916.01,55.69,42.09,826738.65,45.5
1013265.52,55.78,42.18,827144.33,45.53
1013265.52,55.78,42.18,827122.18,45.53
1013129.54,55.8,42.2,827277.13,45.56
1013182.25,55.83,42.23,828336.7,45.64
1013046.27,55.85,42.25,828342.06,45.67
1012910.29,55.87,42.28,828611.68,45.71
1012686.83,55.87,42.27,828554.06,45.71
1013204.62,55.9,42.3,829664.83,45.77
1012637.05,55.9,42.3,829185.94,45.77
1012733.02,55.93,42.33,828895.35,45.78
1012371.02,55.92,42.33,829499.02,45.82
1012009.02,55.92,42.32,829071.02,45.81
1011685.94,55.92,42.32,828637.16,45.8
1011582.41,55.95,42.35,831072.02,45.96
1011878.43,55.98,42.38,831873.93,46.02
1011742.45,56.0,42.4,831873.93,46.05
1011742.45,56.0,42.4,831841.33,46.04
1011742.45,56.0,42.4,832214.84,46.06
1011773.87,56.03,42.44,832003.79,46.08
1011773.87,56.03,42.44,832409.32,46.1
1011637.89,56.06,42.46,832500.59,46.13
1011501.92,56.08,42.48,832520.5,46.16
1011501.92,56.08,42.48,832457.1,46.15
1011501.92,56.08,42.48,832458.19,46.15
1011365.94,56.1,42.51,832372.75,46.17
1011229.96,56.13,42.53,832372.75,46.2
1011282.66,56.16,42.56,832185.83,46.21
1011146.69,56.18,42.58,832490.0,46.25
1011026.72,56.2,42.61,832226.83,46.26
1010657.15,56.2,42.6,831833.07,46.25
1010291.99,56.2,42.61,831320.61,46.25
