ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cfe3-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cfe3-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cfe3-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_q124,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cfe3-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_cfe3-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_ratio
930443.27,24.59,10.99,356601.65,9.42
930896.84,24.6,11.0,356601.34,9.42
930760.86,24.6,11.0,356664.94,9.43
930760.86,24.6,11.0,356640.36,9.43
930760.86,24.6,11.0,357238.56,9.44
930813.57,24.61,11.01,357424.12,9.45
930677.59,24.61,11.01,357393.64,9.45
930541.61,24.61,11.02,357393.64,9.45
930732.06,24.62,11.03,357362.54,9.45
931116.72,24.64,11.04,357859.23,9.47
931116.72,24.64,11.04,357661.45,9.46
931307.18,24.65,11.05,357661.14,9.47
932088.76,24.67,11.07,357080.12,9.45
932115.24,24.67,11.07,357123.58,9.45
931979.26,24.68,11.08,357144.75,9.46
931979.26,24.68,11.08,357156.73,9.46
931820.59,24.67,11.07,357035.29,9.45
931684.61,24.68,11.08,357040.29,9.46
931684.61,24.68,11.08,357040.29,9.46
932050.21,24.69,11.09,357494.97,9.47
932050.21,24.69,11.09,357494.97,9.47
932102.92,24.69,11.1,357458.2,9.47
932102.92,24.69,11.1,357451.5,9.47
932493.48,24.71,11.11,357565.37,9.47
932357.5,24.71,11.11,357565.37,9.48
932653.52,24.72,11.12,357540.64,9.48
932941.39,24.73,11.13,358020.34,9.49
932805.42,24.73,11.14,358019.97,9.49
932627.46,24.73,11.13,358047.3,9.49
932491.48,24.73,11.14,357837.95,9.49
932876.14,24.75,11.15,358699.98,9.51
932928.85,24.75,11.15,358913.03,9.52
932792.87,24.76,11.16,359434.64,9.54
932656.89,24.76,11.16,359475.96,9.54
932520.91,24.76,11.16,359475.96,9.55
932573.62,24.77,11.17,359290.75,9.54
932437.64,24.77,11.17,359290.75,9.54
932301.66,24.77,11.18,359290.02,9.55
932354.36,24.78,11.18,359277.35,9.55
932407.06,24.79,11.19,359594.57,9.56
932459.77,24.79,11.2,359848.5,9.57
932323.79,24.8,11.2,359848.5,9.57
932567.82,24.81,11.21,359847.54,9.57
932431.85,24.81,11.21,360058.88,9.58
932295.87,24.81,11.22,360442.77,9.59
932156.98,24.81,11.21,360407.34,9.59
932021.0,24.81,11.22,360422.84,9.6
932021.0,24.81,11.22,360444.5,9.6
932021.0,24.81,11.22,360444.5,9.6
932073.7,24.82,11.22,360444.5,9.6
931937.72,24.82,11.23,360459.6,9.6
932128.18,24.83,11.24,360438.43,9.6
931756.18,24.83,11.23,360771.32,9.61
932121.78,24.84,11.24,361033.06,9.62
932174.48,24.85,11.25,361033.06,9.62
931924.55,24.84,11.24,360759.49,9.62
931788.57,24.84,11.25,360709.46,9.62
931224.43,24.83,11.24,360076.35,9.6
931088.45,24.84,11.24,360076.35,9.61
931141.15,24.84,11.25,359996.27,9.61
931005.17,24.85,11.25,359996.47,9.61
931057.87,24.85,11.26,359982.33,9.61
931442.54,24.87,11.27,359987.71,9.61
931306.56,24.87,11.27,360853.43,9.64
931691.22,24.88,11.28,361039.64,9.64
931555.24,24.88,11.29,361337.61,9.65
931555.24,24.88,11.29,361337.61,9.65
931555.24,24.88,11.29,361315.47,9.65
931939.9,24.9,11.3,361322.23,9.65
931992.6,24.9,11.31,361120.37,9.65
932377.27,24.92,11.32,361120.37,9.65
932241.29,24.92,11.32,361101.29,9.65
932105.31,24.92,11.32,361031.88,9.65
932401.33,24.93,11.34,361020.99,9.65
932401.33,24.93,11.34,361020.99,9.65
932265.36,24.94,11.34,361084.66,9.66
932561.38,24.95,11.35,361084.66,9.66
932425.4,24.95,11.35,361040.94,9.66
932289.42,24.95,11.36,361040.94,9.66
932585.44,24.96,11.37,361573.31,9.68
932449.47,24.97,11.37,361159.67,9.67
932745.49,24.98,11.38,361163.21,9.67
932609.51,24.98,11.38,361169.58,9.67
932799.96,24.99,11.39,361154.23,9.68
933095.98,25.0,11.4,361154.23,9.68
933480.64,25.01,11.42,361184.83,9.68
933344.67,25.02,11.42,361581.71,9.69
933208.69,25.02,11.42,361581.71,9.69
933599.25,25.03,11.43,361788.48,9.7
933463.28,25.04,11.44,361800.07,9.7
933327.3,25.04,11.44,361794.68,9.71
933191.32,25.04,11.44,361897.17,9.71
933244.02,25.05,11.45,361903.13,9.71
933525.13,25.06,11.46,361626.76,9.71
933389.16,25.06,11.47,361622.71,9.71
933253.18,25.07,11.47,361637.72,9.71
933253.18,25.07,11.47,361614.91,9.71
933117.2,25.07,11.47,361631.61,9.72
932981.22,25.07,11.47,361802.05,9.72
933277.24,25.08,11.49,361907.95,9.73
933329.95,25.09,11.49,361778.98,9.73
933625.97,25.1,11.5,361760.89,9.73
933678.67,25.11,11.51,361760.95,9.73
933678.67,25.11,11.51,361760.58,9.73
933542.69,25.11,11.51,361757.58,9.73
933733.14,25.12,11.52,361791.5,9.73
933785.84,25.13,11.53,361672.61,9.73
933649.87,25.13,11.53,361593.3,9.73
933702.57,25.14,11.54,361554.73,9.73
933566.59,25.14,11.54,361547.57,9.74
933276.58,25.13,11.54,361164.38,9.73
933140.6,25.14,11.54,361191.35,9.73
933140.6,25.14,11.54,361191.41,9.73
933004.62,25.14,11.54,361185.87,9.73
932868.65,25.14,11.55,361106.56,9.73
932921.35,25.15,11.55,361106.09,9.74
933306.01,25.16,11.57,361344.42,9.74
933170.03,25.17,11.57,361344.42,9.75
932856.26,25.16,11.57,360612.06,9.73
933152.29,25.18,11.58,360826.8,9.73
932983.68,25.17,11.58,360998.05,9.74
933279.71,25.18,11.59,361108.24,9.74
933279.71,25.18,11.59,361108.24,9.74
933143.73,25.19,11.59,360990.77,9.74
932771.73,25.18,11.58,360618.18,9.74
932635.75,25.18,11.59,360696.81,9.74
932931.77,25.2,11.6,360696.5,9.74
932795.8,25.2,11.6,360696.19,9.74
933694.24,25.23,11.63,362263.41,9.79
933694.24,25.23,11.63,362411.52,9.79
933975.35,25.24,11.64,362349.82,9.79
933839.37,25.24,11.64,362394.96,9.8
933703.39,25.24,11.65,362383.36,9.8
933567.42,25.25,11.65,362378.83,9.8
933431.44,25.25,11.65,362388.26,9.8
933816.1,25.26,11.66,362752.19,9.81
933680.12,25.27,11.67,362752.19,9.82
933680.12,25.27,11.67,362752.19,9.82
933984.29,25.28,11.68,363109.83,9.83
934174.75,25.29,11.69,363307.67,9.83
934038.77,25.29,11.69,363307.67,9.84
934091.47,25.3,11.7,363351.46,9.84
934144.17,25.3,11.71,363405.36,9.84
934144.17,25.3,11.71,363893.28,9.86
934008.19,25.31,11.71,364477.27,9.88
934022.94,25.31,11.72,364633.26,9.88
933886.96,25.32,11.72,364654.95,9.89
933750.99,25.32,11.72,364659.75,9.89
933792.87,25.33,11.73,364654.63,9.89
934036.91,25.34,11.74,364657.45,9.89
933900.93,25.34,11.74,366115.38,9.93
933764.95,25.34,11.75,366349.66,9.94
933817.66,25.35,11.75,366349.97,9.95
933681.68,25.35,11.76,366339.48,9.95
933545.7,25.36,11.76,367125.12,9.97
933409.72,25.36,11.76,367144.28,9.97
933462.42,25.37,11.77,367144.28,9.98
933326.45,25.37,11.77,367145.02,9.98
933630.62,25.38,11.78,367144.71,9.98
933494.64,25.38,11.79,367189.48,9.99
933547.34,25.39,11.79,367189.48,9.99
933600.05,25.4,11.8,367219.08,9.99
933464.07,25.4,11.8,367219.08,9.99
933464.07,25.4,11.8,367219.08,9.99
936215.5,25.48,11.88,370893.66,10.09
936079.52,25.48,11.88,370893.72,10.1
935943.54,25.48,11.89,371439.9,10.11
935807.57,25.49,11.89,371441.52,10.12
936103.59,25.5,11.9,371441.21,10.12
935967.61,25.5,11.9,371564.16,10.12
935831.63,25.5,11.91,371587.05,10.13
936253.54,25.52,11.92,371592.99,10.13
936117.56,25.52,11.92,371592.65,10.13
935981.58,25.52,11.93,371828.85,10.14
935845.61,25.53,11.93,371824.48,10.14
935709.63,25.53,11.93,371755.07,10.14
935573.65,25.53,11.94,371755.07,10.15
935869.67,25.54,11.95,371748.31,10.15
935733.69,25.55,11.95,371847.14,10.15
935786.4,25.55,11.96,371847.14,10.15
936152.0,25.57,11.97,371885.88,10.16
936412.25,25.58,11.98,372047.59,10.16
936716.42,25.59,11.99,372027.24,10.16
936699.02,25.59,11.99,371951.82,10.16
936699.02,25.59,11.99,371951.82,10.16
936699.02,25.59,11.99,372033.02,10.16
936561.27,25.59,11.99,372313.87,10.17
936561.27,25.59,11.99,372391.17,10.17
936425.3,25.59,11.99,372377.5,10.18
936478.0,25.6,12.0,372371.88,10.18
936342.02,25.6,12.0,372251.87,10.18
936769.69,25.62,12.02,372197.78,10.18
936769.69,25.62,12.02,372197.78,10.18
936633.71,25.62,12.03,372215.58,10.18
936929.73,25.64,12.04,372880.3,10.2
936782.94,25.64,12.04,374357.55,10.25
937078.96,25.65,12.05,374551.38,10.25
937078.96,25.65,12.05,374551.44,10.25
939381.82,25.71,12.11,377844.47,10.34
939245.84,25.72,12.12,378555.07,10.36
939541.86,25.73,12.13,378555.07,10.37
939541.86,25.73,12.13,379618.95,10.4
939995.43,25.74,12.14,379123.16,10.38
939859.45,25.74,12.15,379308.14,10.39
939859.45,25.74,12.15,379278.31,10.39
939912.15,25.75,12.15,379278.36,10.39
939776.18,25.76,12.16,379240.77,10.39
940160.84,25.77,12.17,379194.94,10.39
940456.86,25.78,12.18,380324.28,10.43
940320.88,25.78,12.18,380324.28,10.43
940320.88,25.78,12.18,380172.58,10.42
940184.9,25.79,12.19,380288.63,10.43
940559.5,25.8,12.2,380706.86,10.44
940559.5,25.8,12.2,380637.45,10.44
940559.5,25.8,12.2,380637.07,10.44
940187.5,25.79,12.2,380633.52,10.44
940051.52,25.8,12.2,380572.9,10.44
940816.94,25.82,12.22,381250.6,10.46
940680.97,25.82,12.22,381254.47,10.47
940733.67,25.83,12.23,381254.47,10.47
940786.37,25.84,12.24,381326.19,10.47
940786.37,25.84,12.24,382057.79,10.49
940650.39,25.84,12.24,382352.46,10.5
940170.32,25.83,12.23,382259.53,10.5
940466.34,25.84,12.25,382259.15,10.5
940330.36,25.85,12.25,382181.19,10.51
940194.39,25.85,12.25,382101.88,10.51
942154.41,25.91,12.31,385360.54,10.6
942154.41,25.91,12.31,385360.23,10.6
942539.07,25.92,12.32,385354.77,10.6
942539.07,25.92,12.32,385427.1,10.6
942539.07,25.92,12.32,385434.9,10.6
942591.77,25.93,12.33,385434.9,10.6
942879.64,25.94,12.34,385956.97,10.62
943333.21,25.95,12.36,386505.57,10.63
943197.23,25.96,12.36,386473.5,10.64
943197.23,25.96,12.36,386522.25,10.64
943061.26,25.96,12.36,386523.07,10.64
942925.28,25.96,12.37,386513.04,10.64
943315.84,25.98,12.38,387237.56,10.66
943179.87,25.98,12.38,387237.25,10.67
943179.87,25.98,12.38,387695.68,10.68
943484.04,25.99,12.39,387769.94,10.68
943674.49,26.0,12.4,388613.27,10.71
943538.51,26.0,12.41,388613.27,10.71
943842.68,26.02,12.42,388791.57,10.72
943895.39,26.02,12.43,388789.33,10.72
943948.09,26.03,12.43,388789.33,10.72
945151.95,26.06,12.47,390945.31,10.78
945015.97,26.07,12.47,390938.3,10.78
944365.86,26.06,12.46,389706.52,10.75
944229.88,26.06,12.46,389876.95,10.76
944093.9,26.06,12.47,389876.95,10.76
943957.93,26.07,12.47,389829.58,10.76
943821.95,26.07,12.47,389829.58,10.77
944117.97,26.08,12.48,390132.89,10.78
943929.52,26.08,12.48,389498.31,10.76
943793.55,26.09,12.49,389491.71,10.77
943657.57,26.09,12.49,389377.84,10.77
943521.59,26.09,12.49,389395.98,10.77
943521.59,26.09,12.49,389452.74,10.77
943234.51,26.09,12.49,389143.44,10.76
943145.45,26.09,12.49,389296.2,10.77
943031.1,26.09,12.49,390430.3,10.8
942895.12,26.09,12.5,390430.3,10.8
942895.12,26.09,12.5,390441.95,10.8
943085.58,26.1,12.51,390467.25,10.81
943085.58,26.1,12.51,390008.59,10.79
942949.6,26.11,12.51,390000.3,10.8
943245.62,26.12,12.52,390272.95,10.81
943277.04,26.13,12.53,390105.88,10.8
943141.06,26.13,12.53,390105.88,10.81
943193.76,26.14,12.54,390129.11,10.81
943057.79,26.14,12.54,390139.17,10.81
943248.24,26.15,12.55,390138.21,10.82
942160.42,26.18,12.58,390137.9,10.84
942024.44,26.18,12.58,390144.13,10.84
941888.46,26.19,12.59,390162.83,10.85
941888.46,26.19,12.59,390162.83,10.85
941752.49,26.19,12.59,390189.4,10.85
941752.49,26.19,12.59,390218.99,10.85
941616.51,26.19,12.59,390218.52,10.85
941393.05,26.19,12.59,390046.38,10.85
941257.07,26.19,12.59,389920.8,10.85
941257.07,26.19,12.59,390509.48,10.87
941121.1,26.2,12.6,390509.48,10.87
941121.1,26.2,12.6,390418.94,10.87
940985.12,26.2,12.6,390288.62,10.87
940849.14,26.2,12.6,390236.17,10.87
940734.8,26.21,12.61,391692.54,10.91
940734.8,26.21,12.61,392100.71,10.92
940734.8,26.21,12.61,392117.69,10.92
940734.8,26.21,12.61,392303.78,10.93
940598.82,26.21,12.61,392489.16,10.94
940598.82,26.21,12.61,392472.55,10.94
940609.64,26.21,12.61,392353.98,10.93
940662.34,26.22,12.62,392353.98,10.94
940626.28,26.22,12.63,392206.32,10.93
941010.94,26.24,12.64,392345.45,10.94
941063.65,26.24,12.65,392832.72,10.96
941448.31,26.26,12.66,393190.14,10.97
941501.01,26.27,12.67,393170.23,10.97
941365.03,26.27,12.67,393169.85,10.97
941229.05,26.27,12.67,394034.82,11.0
941525.07,26.28,12.69,394637.32,11.02
941389.1,26.29,12.69,394628.85,11.02
941685.12,26.3,12.7,394505.4,11.02
941685.12,26.3,12.7,394505.37,11.02
942107.02,26.31,12.71,394528.51,11.02
942145.65,26.32,12.72,394210.82,11.01
942198.36,26.33,12.73,394196.06,11.01
942251.06,26.34,12.74,394196.06,11.02
942495.09,26.35,12.75,394204.33,11.02
942359.12,26.35,12.75,394065.86,11.02
942359.12,26.35,12.75,394065.86,11.02
942223.14,26.35,12.76,394065.86,11.02
942275.84,26.36,12.76,394176.94,11.03
942275.84,26.36,12.76,394827.34,11.05
942139.86,26.36,12.77,394821.94,11.05
941052.04,26.39,12.8,394821.94,11.07
941267.86,26.41,12.81,397853.03,11.16
941320.56,26.41,12.82,398602.06,11.18
942274.97,26.45,12.85,398927.44,11.2
942274.97,26.45,12.85,398927.44,11.2
942274.97,26.45,12.85,399193.82,11.2
942465.43,26.46,12.86,399181.93,11.21
942306.75,26.46,12.86,399038.19,11.2
942602.77,26.47,12.87,399112.79,11.21
942466.79,26.47,12.87,399005.92,11.21
942657.24,26.48,12.88,399001.75,11.21
942521.27,26.48,12.89,399008.04,11.21
942521.27,26.48,12.89,398998.02,11.21
942385.29,26.49,12.89,398998.02,11.21
942013.29,26.48,12.88,398604.38,11.21
942397.95,26.49,12.9,399413.18,11.23
942261.97,26.5,12.9,399737.55,11.24
942126.0,26.5,12.9,399737.54,11.24
942044.87,26.51,12.91,398882.13,11.22
941908.9,26.51,12.91,398882.13,11.23
942293.56,26.52,12.93,398735.6,11.22
942157.58,26.53,12.93,398735.13,11.23
942358.85,26.54,12.94,400116.72,11.27
942411.55,26.55,12.95,400115.4,11.27
942275.57,26.55,12.95,400115.4,11.27
942579.75,26.56,12.96,400167.71,11.28
942579.75,26.56,12.96,400570.17,11.29
942443.77,26.56,12.97,400570.17,11.29
942395.09,26.56,12.97,400547.32,11.29
942259.11,26.57,12.97,400547.32,11.29
942123.13,26.57,12.97,399945.98,11.28
942419.16,26.58,12.98,399945.98,11.28
942283.18,26.59,12.99,399960.67,11.28
942147.2,26.59,12.99,399624.44,11.28
942011.22,26.59,13.0,399624.44,11.28
941714.79,26.59,12.99,399334.67,11.27
941578.82,26.59,12.99,399361.89,11.28
941442.84,26.6,13.0,399457.37,11.28
941738.86,26.61,13.01,399460.57,11.29
942034.88,26.62,13.02,399892.12,11.3
941898.9,26.62,13.02,400046.14,11.31
941762.93,26.63,13.03,400461.13,11.32
941815.63,26.63,13.04,400461.13,11.32
941679.65,26.64,13.04,400759.22,11.34
942008.12,26.65,13.05,401680.52,11.36
941872.14,26.65,13.06,401630.53,11.37
941665.71,26.65,13.05,400880.32,11.35
941529.74,26.65,13.06,400934.38,11.35
941393.76,26.66,13.06,401566.06,11.37
941257.78,26.66,13.06,401636.41,11.38
941034.32,26.66,13.06,401538.54,11.37
941034.32,26.66,13.06,401473.47,11.37
940898.35,26.66,13.06,401367.26,11.37
940762.37,26.66,13.07,401321.3,11.37
940626.39,26.67,13.07,402651.47,11.42
940490.41,26.67,13.07,402669.88,11.42
940354.44,26.68,13.08,402660.76,11.42
940218.46,26.68,13.08,402648.31,11.43
940082.48,26.68,13.09,402669.88,11.43
940135.18,26.69,13.09,402669.88,11.43
939999.21,26.69,13.1,403136.74,11.45
939863.23,26.7,13.1,403115.01,11.45
940053.68,26.71,13.11,403115.01,11.45
939917.7,26.71,13.11,403402.81,11.46
939605.61,26.71,13.11,403402.81,11.47
939901.63,26.72,13.12,403473.81,11.47
939798.93,26.72,13.12,403280.22,11.47
939662.96,26.72,13.12,403194.69,11.47
939715.66,26.73,13.13,403294.3,11.47
939579.68,26.73,13.14,403288.34,11.47
940341.67,26.76,13.17,405209.84,11.53
940394.37,26.77,13.17,405127.83,11.53
940258.39,26.77,13.18,405127.61,11.54
939960.39,26.77,13.17,404773.57,11.53
940314.26,26.78,13.18,404600.12,11.52
940309.24,26.79,13.19,404760.06,11.53
940309.24,26.79,13.19,404783.87,11.53
940435.17,26.79,13.2,405044.13,11.54
940299.2,26.8,13.2,403911.06,11.51
940595.22,26.81,13.21,403966.01,11.51
940459.24,26.81,13.21,403966.01,11.52
940323.26,26.82,13.22,403970.09,11.52
940187.28,26.82,13.22,403978.9,11.52
940483.31,26.83,13.23,405973.12,11.58
940347.33,26.84,13.24,406202.77,11.59
940211.35,26.84,13.24,406736.0,11.61
940075.37,26.84,13.25,406835.84,11.62
939939.4,26.85,13.25,406825.15,11.62
939803.42,26.85,13.25,406829.12,11.62
939667.44,26.85,13.26,406829.12,11.63
939720.14,26.86,13.26,406281.9,11.61
940024.31,26.87,13.28,406295.33,11.62
940114.84,26.88,13.28,406304.32,11.62
941947.73,26.94,13.34,408368.58,11.68
941811.75,26.95,13.35,408364.19,11.68
941811.75,26.95,13.35,408226.85,11.68
943105.08,26.98,13.39,409758.64,11.72
942842.71,26.98,13.38,409510.68,11.72
942842.71,26.98,13.38,409488.27,11.72
942706.73,26.98,13.39,409576.28,11.72
942570.75,26.99,13.39,409575.98,11.73
942936.36,27.0,13.4,409941.01,11.74
942800.38,27.0,13.41,410234.33,11.75
942853.08,27.01,13.41,410256.94,11.75
942481.08,27.0,13.41,409884.67,11.74
942345.11,27.01,13.41,409913.65,11.75
942568.01,27.02,13.42,412180.44,11.82
942620.71,27.03,13.43,411657.23,11.8
942916.73,27.04,13.44,412088.45,11.82
942780.75,27.04,13.45,412285.98,11.83
942696.57,27.04,13.45,411868.73,11.82
942749.27,27.05,13.45,412181.2,11.83
942377.27,27.04,13.45,412181.2,11.83
942429.97,27.05,13.45,412316.49,11.84
942408.63,27.06,13.46,411760.56,11.82
941902.55,27.05,13.45,411281.23,11.81
941766.58,27.05,13.46,411278.41,11.81
942264.9,27.07,13.47,413015.52,11.86
942455.35,27.08,13.48,413036.34,11.87
942319.38,27.08,13.48,412814.73,11.86
942183.4,27.09,13.49,412814.73,11.87
942236.1,27.09,13.5,412809.64,11.87
942100.12,27.1,13.5,412804.0,11.87
941964.15,27.1,13.5,412804.0,11.88
941828.17,27.11,13.51,412804.0,11.88
941692.19,27.11,13.51,412865.42,11.89
941556.21,27.11,13.52,412904.21,11.89
941973.32,27.13,13.53,412339.64,11.87
941837.35,27.13,13.53,412270.23,11.88
942133.37,27.14,13.55,412583.98,11.89
941997.39,27.15,13.55,412570.51,11.89
941861.41,27.15,13.55,412570.51,11.89
941914.12,27.16,13.56,412570.51,11.9
941778.14,27.16,13.57,412540.46,11.9
942074.16,27.18,13.58,412530.19,11.9
941938.18,27.18,13.58,412698.34,11.91
941802.2,27.18,13.59,412709.18,11.91
941854.91,27.19,13.59,412709.18,11.91
941718.93,27.2,13.6,412747.36,11.92
941356.93,27.19,13.59,412755.41,11.92
941409.63,27.2,13.6,412755.41,11.92
941462.33,27.2,13.61,412866.49,11.93
941846.99,27.22,13.62,413969.48,11.96
941711.02,27.22,13.62,413969.48,11.97
941763.72,27.23,13.63,413964.15,11.97
941816.42,27.24,13.64,413238.95,11.95
941869.12,27.25,13.65,413099.68,11.95
941733.14,27.25,13.65,413585.58,11.97
941382.95,27.24,13.65,413286.17,11.96
941246.97,27.25,13.65,413286.17,11.96
941299.67,27.25,13.66,413471.18,11.97
941595.7,27.27,13.67,413511.93,11.97
941648.4,27.27,13.68,413361.47,11.97
941701.1,27.28,13.69,413315.89,11.97
941565.12,27.29,13.69,413833.48,11.99
941461.23,27.29,13.69,413620.72,11.99
941325.26,27.29,13.69,413542.76,11.99
941621.28,27.3,13.7,413542.76,11.99
941673.98,27.31,13.71,413579.29,11.99
941538.0,27.31,13.72,413578.82,12.0
941728.45,27.32,13.73,413596.91,12.0
941918.91,27.33,13.74,413588.29,12.0
941971.61,27.34,13.74,413751.13,12.01
941971.61,27.34,13.74,413751.13,12.01
941735.71,27.34,13.75,413359.71,12.0
941599.73,27.35,13.75,413359.71,12.01
941463.75,27.35,13.75,413359.67,12.01
941327.77,27.36,13.76,413509.04,12.02
941380.48,27.36,13.77,413423.13,12.02
941493.12,27.37,13.77,413420.69,12.02
941357.14,27.37,13.78,413450.88,12.02
941221.17,27.38,13.78,413482.52,12.03
941085.19,27.38,13.78,413536.32,12.03
940949.21,27.38,13.79,413551.54,12.04
941001.91,27.39,13.8,413551.54,12.04
941386.57,27.41,13.81,413593.31,12.04
941250.6,27.41,13.81,413593.3,12.04
940724.14,27.4,13.8,413066.85,12.03
940588.16,27.41,13.81,413046.34,12.03
940640.87,27.41,13.82,413218.87,12.04
941564.38,27.45,13.85,413568.04,12.06
941606.26,27.46,13.86,414133.08,12.08
941658.96,27.46,13.87,414188.57,12.08
941522.99,27.47,13.87,414162.74,12.08
941387.01,27.47,13.87,414146.88,12.09
941251.03,27.48,13.88,414089.04,12.09
941115.06,27.48,13.88,414091.79,12.09
941419.23,27.49,13.9,414204.38,12.1
941715.25,27.51,13.91,414258.46,12.1
941767.95,27.51,13.92,414393.75,12.11
942053.15,27.53,13.93,414863.3,12.12
941764.87,27.52,13.92,414612.64,12.12
941764.87,27.52,13.92,414612.9,12.12
942149.53,27.53,13.94,414612.9,12.12
942445.55,27.55,13.95,414612.9,12.12
942309.57,27.55,13.95,414619.13,12.12
942173.59,27.56,13.96,414539.78,12.12
942469.61,27.57,13.97,415247.88,12.15
942333.64,27.57,13.97,415243.74,12.15
942197.66,27.58,13.98,415226.79,12.15
942197.66,27.58,13.98,416323.57,12.18
942250.36,27.58,13.99,416173.74,12.18
942114.38,27.59,13.99,416671.69,12.2
942058.7,27.59,13.99,416638.4,12.2
942249.15,27.6,14.0,416731.22,12.21
942553.32,27.61,14.01,416749.23,12.21
943179.53,27.64,14.04,417742.67,12.24
943043.55,27.64,14.04,417663.36,12.24
942940.02,27.65,14.05,418019.63,12.26
943099.18,27.66,14.06,418003.3,12.26
943099.18,27.66,14.06,418003.3,12.26
943395.2,27.67,14.08,418301.87,12.27
943447.9,27.68,14.08,418140.38,12.27
943311.92,27.69,14.09,419571.31,12.31
943364.62,27.69,14.1,419571.31,12.32
943228.65,27.7,14.1,419570.54,12.32
943092.67,27.7,14.1,420491.82,12.35
942956.69,27.71,14.11,420491.82,12.35
943009.39,27.71,14.12,420677.23,12.36
944861.73,27.78,14.18,420188.36,12.35
944914.43,27.78,14.19,420569.1,12.37
944778.45,27.79,14.19,420581.79,12.37
944642.48,27.79,14.2,420549.47,12.37
944832.93,27.8,14.21,420888.18,12.39
944832.93,27.8,14.21,420847.25,12.38
944885.63,27.81,14.21,421097.95,12.39
944938.33,27.82,14.22,420827.93,12.39
944938.33,27.82,14.22,420820.37,12.39
945322.99,27.83,14.24,420795.34,12.39
945776.56,27.85,14.25,420795.34,12.39
945776.56,27.85,14.25,420805.06,12.39
945640.59,27.85,14.26,420614.43,12.39
948511.85,27.94,14.34,424194.67,12.49
948375.87,27.94,14.34,424674.94,12.51
948250.71,27.95,14.35,424441.83,12.51
948496.65,27.96,14.36,424087.65,12.5
948825.12,27.98,14.38,426878.35,12.59
948877.82,27.98,14.39,427250.69,12.6
948737.36,27.98,14.38,427176.75,12.6
948927.82,27.99,14.4,427390.79,12.61
948791.84,28.0,14.4,428661.15,12.65
948655.86,28.0,14.4,428755.55,12.66
948148.46,27.99,14.4,428190.12,12.64
948201.16,28.0,14.4,428671.95,12.66
948065.19,28.01,14.41,428422.0,12.66
948117.89,28.01,14.42,428411.94,12.66
947745.89,28.01,14.41,428397.97,12.66
948148.99,28.02,14.42,428430.6,12.66
948201.69,28.03,14.43,428541.68,12.67
948254.39,28.04,14.44,428539.56,12.67
948118.42,28.04,14.44,428530.36,12.67
947982.44,28.04,14.45,428752.6,12.68
948286.61,28.06,14.46,429017.69,12.69
948150.63,28.06,14.46,430225.18,12.73
948014.66,28.07,14.47,430143.78,12.73
947727.57,28.06,14.46,429753.77,12.72
947591.59,28.06,14.47,429794.16,12.73
947879.46,28.08,14.48,429856.25,12.73
947765.12,28.08,14.48,431455.63,12.78
947629.14,28.09,14.49,431455.63,12.79
947493.16,28.09,14.49,431455.63,12.79
947357.19,28.1,14.5,431455.26,12.8
947409.89,28.1,14.51,431450.93,12.8
947462.59,28.11,14.51,431597.05,12.81
947515.29,28.12,14.52,431564.8,12.81
947379.31,28.12,14.53,431563.73,12.81
947411.76,28.13,14.53,431962.96,12.82
947275.78,28.13,14.53,432265.38,12.84
946903.79,28.12,14.52,432265.38,12.84
946703.94,28.12,14.53,432003.77,12.83
946810.72,28.13,14.54,431541.61,12.82
947176.33,28.15,14.55,431584.35,12.83
947040.35,28.15,14.56,431602.79,12.83
947093.05,28.16,14.56,431788.44,12.84
947093.05,28.16,14.56,431716.82,12.84
947093.05,28.16,14.56,431716.82,12.84
947093.05,28.16,14.56,431727.01,12.84
947477.71,28.18,14.58,432455.13,12.86
947477.71,28.18,14.58,432423.65,12.86
948582.19,28.22,14.62,435034.63,12.94
948753.41,28.22,14.63,435379.12,12.95
949049.43,28.24,14.64,435410.6,12.95
949102.14,28.24,14.65,436166.26,12.98
948966.16,28.25,14.65,436166.26,12.98
948961.14,28.26,14.66,438497.12,13.06
948961.14,28.26,14.66,438986.37,13.07
948961.14,28.26,14.66,438858.88,13.07
949151.59,28.27,14.67,439024.41,13.08
949536.25,28.28,14.69,439474.6,13.09
949400.27,28.29,14.69,439474.6,13.09
950237.81,28.32,14.72,441117.0,13.14
950101.83,28.32,14.72,441287.43,13.15
949965.85,28.32,14.73,441361.97,13.16
949829.88,28.33,14.73,441354.26,13.16
949829.88,28.33,14.73,442154.96,13.19
949693.9,28.33,14.74,442448.68,13.2
949557.92,28.34,14.74,442456.67,13.2
949185.92,28.33,14.73,442425.9,13.21
949570.58,28.35,14.75,442425.9,13.21
