ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e021-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-used_nodes,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e021-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-used_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e021-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e021-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-total_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e021-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-arrived_gpu_milli
674,1900,1607930,6212,1607930
674,1900,1608930,6212,1608930
675,1908,1609930,6212,1609930
675,1908,1610160,6212,1610160
675,1908,1610630,6212,1610630
675,1908,1611630,6212,1611630
675,1908,1612440,6212,1612440
675,1908,1612600,6212,1612600
675,1908,1612600,6212,1612600
675,1908,1613070,6212,1613070
675,1908,1613070,6212,1613070
675,1908,1613230,6212,1613230
675,1908,1614230,6212,1614230
675,1908,1615230,6212,1615230
675,1908,1616230,6212,1616230
675,1908,1616460,6212,1616460
675,1908,1617460,6212,1617460
676,1916,1617930,6212,1617930
676,1916,1617930,6212,1617930
676,1916,1618930,6212,1618930
676,1916,1619400,6212,1619400
676,1916,1620400,6212,1620400
676,1916,1621050,6212,1621050
676,1916,1621860,6212,1621860
676,1916,1622860,6212,1622860
676,1916,1623860,6212,1623860
676,1916,1624330,6212,1624330
677,1924,1625330,6212,1625330
677,1924,1625330,6212,1625330
677,1924,1626330,6212,1626330
677,1924,1627330,6212,1627330
677,1924,1627800,6212,1627800
677,1924,1628800,6212,1628800
677,1924,1629800,6212,1629800
677,1924,1630800,6212,1630800
677,1924,1631800,6212,1631800
677,1924,1631800,6212,1631800
678,1932,1632610,6212,1632610
678,1932,1633610,6212,1633610
678,1932,1634610,6212,1634610
679,1940,1642610,6212,1642610
679,1940,1643610,6212,1643610
679,1940,1644610,6212,1644610
679,1940,1645610,6212,1645610
679,1940,1646070,6212,1646070
679,1940,1647070,6212,1647070
679,1940,1647070,6212,1647070
680,1948,1648070,6212,1648070
680,1948,1648540,6212,1648540
680,1948,1649540,6212,1649540
680,1948,1650540,6212,1650540
680,1948,1650760,6212,1650760
680,1948,1651760,6212,1651760
680,1948,1652230,6212,1652230
680,1948,1652230,6212,1652230
680,1948,1653230,6212,1653230
680,1948,1654230,6212,1654230
680,1948,1654230,6212,1654230
680,1948,1655040,6212,1655040
680,1948,1655270,6212,1655270
681,1956,1656270,6212,1656270
681,1956,1657270,6212,1657270
681,1956,1658080,6212,1658080
681,1956,1658730,6212,1658730
681,1956,1658730,6212,1658730
681,1956,1659730,6212,1659730
681,1956,1659730,6212,1659730
681,1956,1660540,6212,1660540
681,1956,1660540,6212,1660540
681,1956,1661010,6212,1661010
681,1956,1662010,6212,1662010
682,1964,1663010,6212,1663010
682,1964,1664010,6212,1664010
682,1964,1665010,6212,1665010
682,1964,1665010,6212,1665010
682,1964,1665010,6212,1665010
682,1964,1665010,6212,1665010
682,1964,1665480,6212,1665480
682,1964,1665800,6212,1665800
682,1964,1666800,6212,1666800
682,1964,1667610,6212,1667610
682,1964,1667610,6212,1667610
682,1964,1668610,6212,1668610
682,1964,1668610,6212,1668610
682,1964,1669080,6212,1669080
682,1964,1669890,6212,1669890
683,1972,1670700,6212,1670700
683,1972,1671700,6212,1671700
683,1972,1672700,6212,1672700
683,1972,1673350,6212,1673350
683,1972,1674160,6212,1674160
683,1972,1674510,6212,1674510
683,1972,1674880,6212,1674880
683,1972,1675880,6212,1675880
683,1972,1675880,6212,1675880
683,1972,1676880,6212,1676880
683,1972,1677880,6212,1677880
684,1980,1678880,6212,1678880
684,1980,1679880,6212,1679880
684,1980,1680880,6212,1680880
684,1980,1681880,6212,1681880
684,1980,1681880,6212,1681880
684,1980,1682880,6212,1682880
684,1980,1683110,6212,1683110
684,1980,1684110,6212,1684110
684,1980,1685110,6212,1685110
685,1988,1686110,6212,1686110
685,1988,1686920,6212,1686920
685,1988,1687920,6212,1687920
685,1988,1688240,6212,1688240
685,1988,1689240,6212,1689240
685,1988,1690240,6212,1690240
685,1988,1691240,6212,1691240
685,1988,1692240,6212,1692240
685,1988,1692560,6212,1692560
685,1988,1693560,6212,1693560
685,1988,1693560,6212,1693560
686,1996,1694560,6212,1694560
686,1996,1695560,6212,1695560
686,1996,1695880,6212,1695880
686,1996,1695880,6212,1695880
686,1996,1696880,6212,1696880
686,1996,1697880,6212,1697880
686,1996,1698880,6212,1698880
686,1996,1699530,6212,1699530
686,1996,1700530,6212,1700530
687,2004,1702530,6212,1702530
687,2004,1703530,6212,1703530
687,2004,1704340,6212,1704340
687,2004,1704450,6212,1704450
687,2004,1705450,6212,1705450
687,2004,1706260,6212,1706260
687,2004,1707260,6212,1707260
687,2004,1707630,6212,1707630
687,2004,1708100,6212,1708100
687,2004,1708910,6212,1708910
688,2012,1709910,6212,1709910
688,2012,1710380,6212,1710380
688,2012,1711380,6212,1711380
688,2012,1712380,6212,1712380
688,2012,1712850,6212,1712850
688,2012,1713170,6212,1713170
688,2012,1713640,6212,1713640
688,2012,1713640,6212,1713640
688,2012,1714100,6212,1714100
688,2012,1715100,6212,1715100
688,2012,1715910,6212,1715910
688,2012,1716910,6212,1716910
689,2020,1717380,6212,1717380
689,2020,1718190,6212,1718190
689,2020,1718660,6212,1718660
689,2020,1718820,6212,1718820
689,2020,1719820,6212,1719820
689,2020,1720290,6212,1720290
689,2020,1721290,6212,1721290
689,2020,1721290,6212,1721290
689,2020,1722100,6212,1722100
689,2020,1723100,6212,1723100
689,2020,1723100,6212,1723100
689,2020,1724100,6212,1724100
690,2028,1725100,6212,1725100
690,2028,1725570,6212,1725570
690,2028,1726570,6212,1726570
690,2028,1727570,6212,1727570
690,2028,1728380,6212,1728380
690,2028,1728380,6212,1728380
690,2028,1728380,6212,1728380
690,2028,1730380,6212,1730380
690,2028,1731380,6212,1731380
690,2028,1731850,6212,1731850
691,2036,1732850,6212,1732850
691,2036,1733850,6212,1733850
691,2036,1734850,6212,1734850
691,2036,1735850,6212,1735850
691,2036,1735850,6212,1735850
691,2036,1736850,6212,1736850
691,2036,1737660,6212,1737660
692,2044,1738660,6212,1738660
692,2044,1739660,6212,1739660
692,2044,1740660,6212,1740660
692,2044,1740660,6212,1740660
692,2044,1741660,6212,1741660
692,2044,1742660,6212,1742660
692,2044,1742660,6212,1742660
692,2044,1743660,6212,1743660
692,2044,1743980,6212,1743980
692,2044,1743980,6212,1743980
692,2044,1744210,6212,1744210
692,2044,1745210,6212,1745210
693,2052,1746210,6212,1746210
693,2052,1747020,6212,1747020
693,2052,1747490,6212,1747490
693,2052,1748490,6212,1748490
693,2052,1749490,6212,1749490
693,2052,1750490,6212,1750490
693,2052,1750650,6212,1750650
693,2052,1751120,6212,1751120
693,2052,1751440,6212,1751440
694,2060,1752440,6212,1752440
694,2060,1753250,6212,1753250
694,2060,1753470,6212,1753470
694,2060,1753940,6212,1753940
694,2060,1754940,6212,1754940
694,2060,1755940,6212,1755940
694,2060,1756940,6212,1756940
694,2060,1757260,6212,1757260
694,2060,1757260,6212,1757260
694,2060,1758260,6212,1758260
694,2060,1759260,6212,1759260
695,2068,1760260,6212,1760260
695,2068,1760260,6212,1760260
695,2068,1761070,6212,1761070
695,2068,1761880,6212,1761880
695,2068,1762880,6212,1762880
695,2068,1763880,6212,1763880
695,2068,1764880,6212,1764880
695,2068,1765880,6212,1765880
695,2068,1766880,6212,1766880
696,2076,1767880,6212,1767880
696,2076,1768880,6212,1768880
696,2076,1769350,6212,1769350
696,2076,1770350,6212,1770350
696,2076,1771350,6212,1771350
696,2076,1771350,6212,1771350
696,2076,1771580,6212,1771580
696,2076,1772580,6212,1772580
696,2076,1773580,6212,1773580
696,2076,1773580,6212,1773580
696,2076,1774580,6212,1774580
696,2076,1775050,6212,1775050
696,2076,1775050,6212,1775050
696,2076,1776050,6212,1776050
697,2084,1776520,6212,1776520
697,2084,1777520,6212,1777520
697,2084,1778330,6212,1778330
697,2084,1778330,6212,1778330
697,2084,1778330,6212,1778330
697,2084,1778330,6212,1778330
697,2084,1779140,6212,1779140
697,2084,1779950,6212,1779950
697,2084,1779950,6212,1779950
697,2084,1780950,6212,1780950
697,2084,1781950,6212,1781950
697,2084,1782950,6212,1782950
697,2084,1783180,6212,1783180
697,2084,1783180,6212,1783180
697,2084,1783180,6212,1783180
698,2092,1783990,6212,1783990
698,2092,1784990,6212,1784990
698,2092,1785990,6212,1785990
698,2092,1785990,6212,1785990
698,2092,1786460,6212,1786460
698,2092,1787460,6212,1787460
698,2092,1787460,6212,1787460
698,2092,1788460,6212,1788460
698,2092,1788930,6212,1788930
698,2092,1788930,6212,1788930
698,2092,1789410,6212,1789410
698,2092,1790410,6212,1790410
698,2092,1790730,6212,1790730
699,2100,1791730,6212,1791730
699,2100,1792730,6212,1792730
699,2100,1793730,6212,1793730
699,2100,1794730,6212,1794730
699,2100,1795730,6212,1795730
699,2100,1795960,6212,1795960
699,2100,1796960,6212,1796960
699,2100,1796960,6212,1796960
699,2100,1797770,6212,1797770
699,2100,1798320,6212,1798320
700,2108,1799320,6212,1799320
700,2108,1800320,6212,1800320
700,2108,1800320,6212,1800320
700,2108,1801320,6212,1801320
700,2108,1801970,6212,1801970
700,2108,1802970,6212,1802970
700,2108,1803440,6212,1803440
700,2108,1804440,6212,1804440
700,2108,1805440,6212,1805440
701,2116,1806440,6212,1806440
701,2116,1807090,6212,1807090
701,2116,1807900,6212,1807900
701,2116,1808370,6212,1808370
701,2116,1808600,6212,1808600
701,2116,1808600,6212,1808600
701,2116,1809600,6212,1809600
701,2116,1810070,6212,1810070
701,2116,1811070,6212,1811070
701,2116,1812070,6212,1812070
701,2116,1812070,6212,1812070
702,2124,1813070,6212,1813070
702,2124,1814070,6212,1814070
702,2124,1815070,6212,1815070
702,2124,1816070,6212,1816070
702,2124,1817070,6212,1817070
702,2124,1817070,6212,1817070
702,2124,1818070,6212,1818070
702,2124,1819070,6212,1819070
702,2124,1820070,6212,1820070
703,2132,1821070,6212,1821070
703,2132,1822070,6212,1822070
703,2132,1822390,6212,1822390
703,2132,1823390,6212,1823390
703,2132,1824200,6212,1824200
703,2132,1825200,6212,1825200
703,2132,1826200,6212,1826200
703,2132,1826360,6212,1826360
703,2132,1826680,6212,1826680
703,2132,1826680,6212,1826680
703,2132,1827680,6212,1827680
704,2140,1828680,6212,1828680
704,2140,1828680,6212,1828680
704,2140,1829270,6212,1829270
704,2140,1829820,6212,1829820
704,2140,1830820,6212,1830820
704,2140,1830820,6212,1830820
704,2140,1831820,6212,1831820
704,2140,1832140,6212,1832140
704,2140,1833140,6212,1833140
704,2140,1833690,6212,1833690
704,2140,1834690,6212,1834690
704,2140,1835690,6212,1835690
704,2140,1836690,6212,1836690
705,2148,1837690,6212,1837690
705,2148,1837920,6212,1837920
705,2148,1838730,6212,1838730
705,2148,1839730,6212,1839730
705,2148,1840730,6212,1840730
705,2148,1841730,6212,1841730
705,2148,1842730,6212,1842730
705,2148,1843730,6212,1843730
705,2148,1844730,6212,1844730
706,2156,1845540,6212,1845540
706,2156,1846540,6212,1846540
706,2156,1846540,6212,1846540
706,2156,1847540,6212,1847540
706,2156,1848540,6212,1848540
706,2156,1849540,6212,1849540
706,2156,1850540,6212,1850540
706,2156,1851540,6212,1851540
706,2156,1851540,6212,1851540
706,2156,1852540,6212,1852540
707,2164,1853010,6212,1853010
707,2164,1853480,6212,1853480
707,2164,1854480,6212,1854480
707,2164,1854480,6212,1854480
707,2164,1855290,6212,1855290
707,2164,1855760,6212,1855760
707,2164,1856760,6212,1856760
707,2164,1857760,6212,1857760
707,2164,1858760,6212,1858760
707,2164,1859230,6212,1859230
707,2164,1859780,6212,1859780
707,2164,1859780,6212,1859780
708,2172,1860780,6212,1860780
708,2172,1861780,6212,1861780
708,2172,1862780,6212,1862780
708,2172,1862780,6212,1862780
708,2172,1863780,6212,1863780
708,2172,1864780,6212,1864780
708,2172,1865780,6212,1865780
708,2172,1866590,6212,1866590
709,2180,1867590,6212,1867590
709,2180,1868590,6212,1868590
709,2180,1869060,6212,1869060
709,2180,1869060,6212,1869060
709,2180,1869530,6212,1869530
709,2180,1870530,6212,1870530
709,2180,1871530,6212,1871530
709,2180,1872530,6212,1872530
709,2180,1872530,6212,1872530
710,2188,1873530,6212,1873530
710,2188,1874530,6212,1874530
710,2188,1874530,6212,1874530
710,2188,1875530,6212,1875530
710,2188,1876340,6212,1876340
710,2188,1876500,6212,1876500
710,2188,1876970,6212,1876970
710,2188,1876970,6212,1876970
710,2188,1877970,6212,1877970
710,2188,1878440,6212,1878440
710,2188,1878910,6212,1878910
710,2188,1878910,6212,1878910
710,2188,1879070,6212,1879070
710,2188,1879390,6212,1879390
710,2188,1880390,6212,1880390
710,2188,1881390,6212,1881390
710,2188,1881390,6212,1881390
710,2188,1882390,6212,1882390
711,2196,1883390,6212,1883390
711,2196,1884390,6212,1884390
711,2196,1885390,6212,1885390
711,2196,1886390,6212,1886390
711,2196,1887390,6212,1887390
711,2196,1888200,6212,1888200
711,2196,1888200,6212,1888200
711,2196,1888670,6212,1888670
711,2196,1889670,6212,1889670
711,2196,1890220,6212,1890220
711,2196,1890220,6212,1890220
712,2204,1891030,6212,1891030
712,2204,1891030,6212,1891030
712,2204,1892030,6212,1892030
712,2204,1892840,6212,1892840
712,2204,1893070,6212,1893070
712,2204,1893880,6212,1893880
712,2204,1894880,6212,1894880
712,2204,1895880,6212,1895880
712,2204,1895880,6212,1895880
712,2204,1896880,6212,1896880
712,2204,1897880,6212,1897880
713,2212,1898880,6212,1898880
713,2212,1898880,6212,1898880
713,2212,1899690,6212,1899690
713,2212,1900010,6212,1900010
713,2212,1901010,6212,1901010
713,2212,1901010,6212,1901010
713,2212,1902010,6212,1902010
713,2212,1902480,6212,1902480
713,2212,1902480,6212,1902480
713,2212,1903480,6212,1903480
713,2212,1904480,6212,1904480
713,2212,1904800,6212,1904800
713,2212,1905260,6212,1905260
713,2212,1905260,6212,1905260
713,2212,1906260,6212,1906260
714,2220,1907260,6212,1907260
714,2220,1908260,6212,1908260
714,2220,1909260,6212,1909260
714,2220,1909730,6212,1909730
714,2220,1910730,6212,1910730
714,2220,1911540,6212,1911540
714,2220,1912540,6212,1912540
714,2220,1913540,6212,1913540
714,2220,1914540,6212,1914540
715,2228,1915350,6212,1915350
715,2228,1916350,6212,1916350
715,2228,1917350,6212,1917350
715,2228,1918350,6212,1918350
715,2228,1919350,6212,1919350
715,2228,1920000,6212,1920000
715,2228,1920810,6212,1920810
715,2228,1921280,6212,1921280
716,2236,1922280,6212,1922280
716,2236,1922440,6212,1922440
716,2236,1922440,6212,1922440
716,2236,1923440,6212,1923440
716,2236,1924440,6212,1924440
716,2236,1924910,6212,1924910
716,2236,1925260,6212,1925260
716,2236,1925730,6212,1925730
716,2236,1926730,6212,1926730
716,2236,1927540,6212,1927540
716,2236,1928010,6212,1928010
716,2236,1929010,6212,1929010
716,2236,1929560,6212,1929560
717,2244,1930030,6212,1930030
717,2244,1931030,6212,1931030
717,2244,1932030,6212,1932030
717,2244,1933030,6212,1933030
717,2244,1934030,6212,1934030
717,2244,1935030,6212,1935030
717,2244,1935840,6212,1935840
717,2244,1936170,6212,1936170
717,2244,1936820,6212,1936820
718,2252,1937820,6212,1937820
718,2252,1938630,6212,1938630
718,2252,1938630,6212,1938630
718,2252,1939630,6212,1939630
718,2252,1940630,6212,1940630
718,2252,1940790,6212,1940790
718,2252,1941250,6212,1941250
718,2252,1942250,6212,1942250
719,2260,1943250,6212,1943250
719,2260,1944250,6212,1944250
719,2260,1944570,6212,1944570
719,2260,1944890,6212,1944890
719,2260,1945540,6212,1945540
719,2260,1945770,6212,1945770
719,2260,1946420,6212,1946420
719,2260,1947420,6212,1947420
719,2260,1948420,6212,1948420
719,2260,1949230,6212,1949230
719,2260,1950230,6212,1950230
719,2260,1951230,6212,1951230
719,2260,1951230,6212,1951230
720,2268,1952230,6212,1952230
720,2268,1953230,6212,1953230
720,2268,1953700,6212,1953700
720,2268,1954700,6212,1954700
720,2268,1955700,6212,1955700
720,2268,1956510,6212,1956510
720,2268,1956980,6212,1956980
720,2268,1957980,6212,1957980
720,2268,1958980,6212,1958980
721,2276,1959980,6212,1959980
721,2276,1960980,6212,1960980
721,2276,1960980,6212,1960980
721,2276,1961790,6212,1961790
721,2276,1962790,6212,1962790
721,2276,1963260,6212,1963260
721,2276,1964070,6212,1964070
721,2276,1965070,6212,1965070
721,2276,1966070,6212,1966070
721,2276,1966390,6212,1966390
722,2284,1967200,6212,1967200
722,2284,1968200,6212,1968200
722,2284,1968670,6212,1968670
722,2284,1969670,6212,1969670
722,2284,1970670,6212,1970670
722,2284,1971480,6212,1971480
722,2284,1971950,6212,1971950
722,2284,1972950,6212,1972950
722,2284,1973950,6212,1973950
723,2292,1974950,6212,1974950
723,2292,1975950,6212,1975950
723,2292,1976420,6212,1976420
723,2292,1977420,6212,1977420
723,2292,1977790,6212,1977790
723,2292,1978600,6212,1978600
723,2292,1978600,6212,1978600
723,2292,1978600,6212,1978600
723,2292,1979600,6212,1979600
723,2292,1980070,6212,1980070
723,2292,1980230,6212,1980230
723,2292,1981230,6212,1981230
723,2292,1982230,6212,1982230
724,2300,1983230,6212,1983230
724,2300,1984040,6212,1984040
724,2300,1985040,6212,1985040
724,2300,1986040,6212,1986040
724,2300,1987040,6212,1987040
724,2300,1987270,6212,1987270
724,2300,1988270,6212,1988270
725,2308,1996270,6212,1996270
725,2308,1997270,6212,1997270
725,2308,1998270,6212,1998270
725,2308,1998270,6212,1998270
725,2308,1998270,6212,1998270
726,2316,1999270,6212,1999270
726,2316,1999740,6212,1999740
726,2316,2000740,6212,2000740
726,2316,2001740,6212,2001740
726,2316,2002740,6212,2002740
726,2316,2003550,6212,2003550
726,2316,2004360,6212,2004360
726,2316,2005360,6212,2005360
726,2316,2005360,6212,2005360
727,2324,2006360,6212,2006360
727,2324,2007360,6212,2007360
727,2324,2008170,6212,2008170
727,2324,2010170,6212,2010170
727,2324,2011170,6212,2011170
727,2324,2011400,6212,2011400
727,2324,2011400,6212,2011400
727,2324,2012400,6212,2012400
727,2324,2013400,6212,2013400
728,2332,2014400,6212,2014400
728,2332,2014720,6212,2014720
728,2332,2015310,6212,2015310
728,2332,2016310,6212,2016310
728,2332,2016780,6212,2016780
728,2332,2016780,6212,2016780
728,2332,2017780,6212,2017780
728,2332,2018780,6212,2018780
728,2332,2019780,6212,2019780
728,2332,2020100,6212,2020100
728,2332,2021100,6212,2021100
729,2340,2022100,6212,2022100
729,2340,2023100,6212,2023100
729,2340,2023570,6212,2023570
729,2340,2024570,6212,2024570
729,2340,2024570,6212,2024570
729,2340,2025570,6212,2025570
729,2340,2026570,6212,2026570
729,2340,2027380,6212,2027380
729,2340,2028380,6212,2028380
729,2340,2028380,6212,2028380
730,2348,2029380,6212,2029380
730,2348,2030380,6212,2030380
730,2348,2031030,6212,2031030
730,2348,2032030,6212,2032030
730,2348,2033030,6212,2033030
730,2348,2033680,6212,2033680
730,2348,2034000,6212,2034000
730,2348,2034810,6212,2034810
730,2348,2035620,6212,2035620
731,2356,2036210,6212,2036210
731,2356,2037020,6212,2037020
731,2356,2037570,6212,2037570
731,2356,2038570,6212,2038570
731,2356,2039040,6212,2039040
731,2356,2039510,6212,2039510
731,2356,2040510,6212,2040510
731,2356,2040980,6212,2040980
731,2356,2041630,6212,2041630
731,2356,2042440,6212,2042440
732,2364,2043250,6212,2043250
732,2364,2043570,6212,2043570
732,2364,2044570,6212,2044570
732,2364,2045570,6212,2045570
732,2364,2046570,6212,2046570
732,2364,2047160,6212,2047160
732,2364,2047160,6212,2047160
732,2364,2047160,6212,2047160
732,2364,2047160,6212,2047160
732,2364,2048160,6212,2048160
732,2364,2049160,6212,2049160
732,2364,2050160,6212,2050160
733,2372,2051160,6212,2051160
733,2372,2051390,6212,2051390
733,2372,2052390,6212,2052390
733,2372,2052940,6212,2052940
733,2372,2053940,6212,2053940
733,2372,2054940,6212,2054940
733,2372,2055750,6212,2055750
733,2372,2056750,6212,2056750
733,2372,2056750,6212,2056750
733,2372,2056910,6212,2056910
733,2372,2057070,6212,2057070
733,2372,2057070,6212,2057070
733,2372,2057880,6212,2057880
734,2380,2058880,6212,2058880
734,2380,2059690,6212,2059690
734,2380,2060240,6212,2060240
734,2380,2061240,6212,2061240
734,2380,2062240,6212,2062240
735,2388,2070240,6212,2070240
735,2388,2070350,6212,2070350
735,2388,2070820,6212,2070820
735,2388,2070820,6212,2070820
735,2388,2071820,6212,2071820
735,2388,2071820,6212,2071820
735,2388,2072820,6212,2072820
735,2388,2073820,6212,2073820
736,2396,2074820,6212,2074820
736,2396,2075630,6212,2075630
736,2396,2076630,6212,2076630
736,2396,2076630,6212,2076630
736,2396,2077630,6212,2077630
736,2396,2078630,6212,2078630
736,2396,2079630,6212,2079630
736,2396,2079630,6212,2079630
736,2396,2080630,6212,2080630
736,2396,2081630,6212,2081630
737,2404,2082630,6212,2082630
737,2404,2083630,6212,2083630
737,2404,2084630,6212,2084630
737,2404,2085630,6212,2085630
737,2404,2086630,6212,2086630
737,2404,2087440,6212,2087440
737,2404,2088440,6212,2088440
737,2404,2088440,6212,2088440
737,2404,2089440,6212,2089440
738,2412,2090440,6212,2090440
738,2412,2091440,6212,2091440
738,2412,2092440,6212,2092440
738,2412,2092440,6212,2092440
738,2412,2093250,6212,2093250
738,2412,2094060,6212,2094060
738,2412,2094870,6212,2094870
738,2412,2094870,6212,2094870
738,2412,2094870,6212,2094870
738,2412,2095340,6212,2095340
738,2412,2096150,6212,2096150
738,2412,2096610,6212,2096610
739,2420,2097610,6212,2097610
739,2420,2097610,6212,2097610
739,2420,2098610,6212,2098610
739,2420,2099080,6212,2099080
739,2420,2100080,6212,2100080
739,2420,2101080,6212,2101080
739,2420,2102080,6212,2102080
739,2420,2103080,6212,2103080
739,2420,2103550,6212,2103550
739,2420,2104550,6212,2104550
740,2428,2105360,6212,2105360
740,2428,2106360,6212,2106360
740,2428,2107360,6212,2107360
740,2428,2108360,6212,2108360
740,2428,2109360,6212,2109360
740,2428,2110360,6212,2110360
740,2428,2111360,6212,2111360
740,2428,2111830,6212,2111830
740,2428,2112060,6212,2112060
740,2428,2113060,6212,2113060
741,2436,2114060,6212,2114060
741,2436,2115060,6212,2115060
741,2436,2115530,6212,2115530
741,2436,2115850,6212,2115850
741,2436,2116850,6212,2116850
741,2436,2117850,6212,2117850
741,2436,2118660,6212,2118660
741,2436,2119660,6212,2119660
741,2436,2120310,6212,2120310
741,2436,2120310,6212,2120310
742,2444,2121310,6212,2121310
742,2444,2122310,6212,2122310
742,2444,2123120,6212,2123120
742,2444,2123440,6212,2123440
742,2444,2123440,6212,2123440
742,2444,2124440,6212,2124440
742,2444,2125440,6212,2125440
742,2444,2126440,6212,2126440
742,2444,2127440,6212,2127440
742,2444,2127440,6212,2127440
742,2444,2127440,6212,2127440
743,2452,2128440,6212,2128440
743,2452,2129440,6212,2129440
743,2452,2129440,6212,2129440
743,2452,2130440,6212,2130440
743,2452,2130910,6212,2130910
743,2452,2131720,6212,2131720
743,2452,2132530,6212,2132530
743,2452,2133530,6212,2133530
743,2452,2134340,6212,2134340
743,2452,2135340,6212,2135340
743,2452,2135810,6212,2135810
743,2452,2135810,6212,2135810
744,2460,2136810,6212,2136810
744,2460,2137280,6212,2137280
744,2460,2137740,6212,2137740
744,2460,2138740,6212,2138740
744,2460,2139740,6212,2139740
744,2460,2140550,6212,2140550
744,2460,2140550,6212,2140550
744,2460,2141360,6212,2141360
744,2460,2141830,6212,2141830
744,2460,2142050,6212,2142050
744,2460,2142520,6212,2142520
744,2460,2143520,6212,2143520
745,2468,2144330,6212,2144330
745,2468,2145330,6212,2145330
745,2468,2146330,6212,2146330
745,2468,2147330,6212,2147330
745,2468,2148330,6212,2148330
745,2468,2149330,6212,2149330
745,2468,2149650,6212,2149650
745,2468,2150650,6212,2150650
745,2468,2151650,6212,2151650
746,2476,2152650,6212,2152650
746,2476,2153650,6212,2153650
746,2476,2154650,6212,2154650
746,2476,2155120,6212,2155120
746,2476,2156120,6212,2156120
746,2476,2157120,6212,2157120
746,2476,2158120,6212,2158120
746,2476,2159120,6212,2159120
746,2476,2159930,6212,2159930
746,2476,2159930,6212,2159930
746,2476,2159930,6212,2159930
747,2484,2160930,6212,2160930
747,2484,2161250,6212,2161250
747,2484,2161410,6212,2161410
747,2484,2161960,6212,2161960
747,2484,2162610,6212,2162610
747,2484,2163420,6212,2163420
747,2484,2164420,6212,2164420
747,2484,2165420,6212,2165420
747,2484,2166420,6212,2166420
747,2484,2167420,6212,2167420
748,2492,2168230,6212,2168230
748,2492,2168460,6212,2168460
748,2492,2168780,6212,2168780
748,2492,2169780,6212,2169780
748,2492,2169940,6212,2169940
748,2492,2170940,6212,2170940
748,2492,2171940,6212,2171940
748,2492,2172590,6212,2172590
748,2492,2173590,6212,2173590
749,2500,2181590,6212,2181590
749,2500,2182400,6212,2182400
749,2500,2183400,6212,2183400
750,2508,2184400,6212,2184400
750,2508,2184870,6212,2184870
750,2508,2185870,6212,2185870
750,2508,2186680,6212,2186680
750,2508,2187680,6212,2187680
750,2508,2188680,6212,2188680
750,2508,2189000,6212,2189000
750,2508,2189000,6212,2189000
750,2508,2189000,6212,2189000
750,2508,2189000,6212,2189000
750,2508,2189470,6212,2189470
751,2516,2193470,6212,2193470
751,2516,2194280,6212,2194280
751,2516,2195090,6212,2195090
751,2516,2195090,6212,2195090
751,2516,2196090,6212,2196090
751,2516,2197090,6212,2197090
751,2516,2197410,6212,2197410
751,2516,2197410,6212,2197410
751,2516,2198410,6212,2198410
752,2524,2199060,6212,2199060
752,2524,2199060,6212,2199060
752,2524,2200060,6212,2200060
752,2524,2200870,6212,2200870
752,2524,2201870,6212,2201870
752,2524,2202460,6212,2202460
752,2524,2202930,6212,2202930
752,2524,2203930,6212,2203930
752,2524,2204400,6212,2204400
753,2532,2212400,6212,2212400
754,2540,2213400,6212,2213400
754,2540,2213560,6212,2213560
754,2540,2213560,6212,2213560
754,2540,2214030,6212,2214030
754,2540,2214030,6212,2214030
754,2540,2214840,6212,2214840
754,2540,2215650,6212,2215650
754,2540,2216650,6212,2216650
754,2540,2216880,6212,2216880
754,2540,2217880,6212,2217880
754,2540,2218880,6212,2218880
754,2540,2219880,6212,2219880
754,2540,2220880,6212,2220880
755,2548,2221350,6212,2221350
755,2548,2222350,6212,2222350
755,2548,2222670,6212,2222670
755,2548,2223480,6212,2223480
755,2548,2224480,6212,2224480
755,2548,2225290,6212,2225290
755,2548,2226290,6212,2226290
755,2548,2226290,6212,2226290
755,2548,2227290,6212,2227290
755,2548,2227290,6212,2227290
755,2548,2228100,6212,2228100
755,2548,2228100,6212,2228100
756,2556,2229100,6212,2229100
756,2556,2230100,6212,2230100
756,2556,2230570,6212,2230570
756,2556,2230570,6212,2230570
756,2556,2230890,6212,2230890
756,2556,2231890,6212,2231890
756,2556,2232360,6212,2232360
756,2556,2233360,6212,2233360
756,2556,2234360,6212,2234360
756,2556,2235360,6212,2235360
756,2556,2236360,6212,2236360
757,2564,2237360,6212,2237360
757,2564,2238360,6212,2238360
757,2564,2238360,6212,2238360
757,2564,2239170,6212,2239170
757,2564,2240170,6212,2240170
757,2564,2240760,6212,2240760
757,2564,2241760,6212,2241760
757,2564,2242570,6212,2242570
757,2564,2243570,6212,2243570
757,2564,2243570,6212,2243570
758,2572,2244570,6212,2244570
