ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e021-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-used_nodes,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e021-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-used_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e021-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e021-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-total_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_e021-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-arrived_gpu_milli
410,918,754670,6212,754670
410,918,755480,6212,755480
411,920,756070,6212,756070
411,920,756880,6212,756880
412,922,757880,6212,757880
412,922,758690,6212,758690
413,924,759690,6212,759690
413,924,760340,6212,760340
414,926,761340,6212,761340
414,926,761890,6212,761890
415,928,762540,6212,762540
415,928,763540,6212,763540
416,930,764190,6212,764190
416,930,765190,6212,765190
416,930,765190,6212,765190
417,932,766190,6212,766190
417,932,766190,6212,766190
417,932,767190,6212,767190
417,932,767190,6212,767190
417,932,767420,6212,767420
418,934,768230,6212,768230
418,934,769230,6212,769230
419,936,770230,6212,770230
419,936,770700,6212,770700
419,936,771700,6212,771700
420,938,772700,6212,772700
421,940,773700,6212,773700
421,940,773700,6212,773700
421,940,773860,6212,773860
421,940,774860,6212,774860
421,940,775860,6212,775860
422,942,776670,6212,776670
422,942,776670,6212,776670
422,942,777480,6212,777480
422,942,777480,6212,777480
423,944,778290,6212,778290
423,944,779290,6212,779290
424,946,780290,6212,780290
424,946,780290,6212,780290
424,946,781290,6212,781290
425,948,782290,6212,782290
425,948,782290,6212,782290
425,948,783100,6212,783100
426,950,784100,6212,784100
426,950,785100,6212,785100
427,952,786100,6212,786100
427,952,786420,6212,786420
427,952,787420,6212,787420
427,952,787420,6212,787420
428,954,788420,6212,788420
428,954,789420,6212,789420
429,956,790420,6212,790420
429,956,790740,6212,790740
429,956,791740,6212,791740
430,958,792390,6212,792390
430,958,793200,6212,793200
431,960,794200,6212,794200
431,960,795200,6212,795200
432,962,796200,6212,796200
432,962,797200,6212,797200
432,962,797200,6212,797200
433,964,798200,6212,798200
433,964,799200,6212,799200
434,966,800200,6212,800200
434,966,801200,6212,801200
435,968,802200,6212,802200
435,968,802200,6212,802200
435,968,802200,6212,802200
435,968,802670,6212,802670
436,970,803670,6212,803670
436,970,804670,6212,804670
437,972,805670,6212,805670
438,974,806670,6212,806670
438,974,807670,6212,807670
438,974,807670,6212,807670
439,976,808670,6212,808670
439,976,808990,6212,808990
439,976,808990,6212,808990
439,976,809800,6212,809800
439,976,810800,6212,810800
440,978,811800,6212,811800
440,978,812610,6212,812610
440,978,812610,6212,812610
441,980,813610,6212,813610
441,980,813830,6212,813830
441,980,814830,6212,814830
441,980,815150,6212,815150
441,980,815470,6212,815470
442,982,816470,6212,816470
442,982,817470,6212,817470
442,982,817470,6212,817470
443,984,818470,6212,818470
443,984,819060,6212,819060
444,986,820060,6212,820060
444,986,820060,6212,820060
444,986,821060,6212,821060
445,988,821610,6212,821610
445,988,822610,6212,822610
446,990,823610,6212,823610
446,990,823930,6212,823930
446,990,824740,6212,824740
447,992,825550,6212,825550
447,992,826550,6212,826550
448,994,827550,6212,827550
448,994,828550,6212,828550
448,994,828870,6212,828870
449,996,830870,6212,830870
450,998,831870,6212,831870
451,1000,832870,6212,832870
452,1002,833870,6212,833870
452,1002,833870,6212,833870
452,1002,834420,6212,834420
452,1002,835070,6212,835070
452,1002,835070,6212,835070
453,1010,835070,6212,835070
454,1012,836070,6212,836070
454,1012,836540,6212,836540
454,1012,837350,6212,837350
455,1014,838350,6212,838350
455,1014,839350,6212,839350
456,1016,839820,6212,839820
457,1018,840820,6212,840820
457,1018,841820,6212,841820
457,1018,842630,6212,842630
457,1018,843630,6212,843630
458,1020,844630,6212,844630
458,1020,845630,6212,845630
459,1022,846280,6212,846280
459,1022,847090,6212,847090
459,1022,847090,6212,847090
459,1022,847090,6212,847090
459,1022,847090,6212,847090
460,1024,848090,6212,848090
460,1024,848900,6212,848900
461,1026,849900,6212,849900
461,1026,850900,6212,850900
462,1028,851710,6212,851710
462,1028,851710,6212,851710
462,1028,852710,6212,852710
463,1030,853710,6212,853710
463,1030,854260,6212,854260
463,1030,854580,6212,854580
464,1032,855580,6212,855580
464,1032,856390,6212,856390
465,1034,857390,6212,857390
465,1034,858390,6212,858390
465,1034,858390,6212,858390
466,1036,859390,6212,859390
466,1036,859440,6212,859440
466,1036,860440,6212,860440
467,1038,861440,6212,861440
467,1038,862440,6212,862440
468,1040,863440,6212,863440
468,1040,864440,6212,864440
469,1042,865440,6212,865440
469,1042,865760,6212,865760
469,1042,866760,6212,866760
470,1044,867760,6212,867760
470,1044,868230,6212,868230
471,1046,869230,6212,869230
472,1048,869880,6212,869880
472,1048,870880,6212,870880
473,1050,871880,6212,871880
473,1050,872430,6212,872430
473,1050,873240,6212,873240
474,1052,874240,6212,874240
475,1060,874240,6212,874240
475,1060,875240,6212,875240
476,1062,876240,6212,876240
477,1064,877240,6212,877240
477,1064,877560,6212,877560
477,1064,878560,6212,878560
477,1064,878930,6212,878930
477,1064,879740,6212,879740
478,1066,880550,6212,880550
478,1066,881360,6212,881360
479,1068,882360,6212,882360
479,1068,883360,6212,883360
480,1070,884360,6212,884360
480,1070,885360,6212,885360
481,1072,886360,6212,886360
481,1072,887360,6212,887360
481,1072,887360,6212,887360
481,1072,887830,6212,887830
481,1072,887830,6212,887830
481,1072,887830,6212,887830
482,1074,888300,6212,888300
483,1082,888300,6212,888300
483,1082,888460,6212,888460
483,1082,889460,6212,889460
484,1084,890460,6212,890460
484,1084,891270,6212,891270
485,1086,892080,6212,892080
485,1086,892080,6212,892080
485,1086,892550,6212,892550
485,1086,893550,6212,893550
486,1088,894550,6212,894550
486,1088,894870,6212,894870
487,1090,895870,6212,895870
488,1092,896870,6212,896870
488,1092,896870,6212,896870
488,1092,897680,6212,897680
488,1092,898680,6212,898680
488,1092,899490,6212,899490
489,1094,900140,6212,900140
489,1094,901140,6212,901140
489,1094,901510,6212,901510
490,1096,902510,6212,902510
490,1096,903510,6212,903510
491,1098,904510,6212,904510
491,1098,905510,6212,905510
491,1098,905510,6212,905510
492,1100,906510,6212,906510
492,1100,906670,6212,906670
493,1102,907670,6212,907670
493,1102,908670,6212,908670
494,1104,909670,6212,909670
494,1104,910670,6212,910670
494,1104,910670,6212,910670
495,1106,911480,6212,911480
495,1106,911950,6212,911950
496,1108,912950,6212,912950
496,1108,913760,6212,913760
497,1116,913760,6212,913760
498,1118,914570,6212,914570
498,1118,915570,6212,915570
499,1120,916570,6212,916570
499,1120,916890,6212,916890
499,1120,917050,6212,917050
499,1120,918050,6212,918050
499,1120,918520,6212,918520
500,1122,919330,6212,919330
500,1122,919330,6212,919330
500,1122,919800,6212,919800
501,1124,920800,6212,920800
501,1124,921800,6212,921800
502,1126,922800,6212,922800
502,1126,923450,6212,923450
503,1128,924450,6212,924450
503,1128,924450,6212,924450
503,1128,924910,6212,924910
504,1130,925720,6212,925720
504,1130,926720,6212,926720
504,1130,927190,6212,927190
505,1132,928190,6212,928190
505,1132,929190,6212,929190
506,1134,930190,6212,930190
506,1134,931190,6212,931190
506,1134,931510,6212,931510
507,1136,932320,6212,932320
507,1136,933130,6212,933130
507,1136,933130,6212,933130
508,1138,934130,6212,934130
508,1138,935130,6212,935130
509,1140,936130,6212,936130
509,1140,936130,6212,936130
509,1140,936460,6212,936460
509,1140,936460,6212,936460
509,1140,937460,6212,937460
510,1142,938270,6212,938270
510,1142,939270,6212,939270
511,1150,939270,6212,939270
511,1150,939270,6212,939270
512,1152,939740,6212,939740
512,1152,940740,6212,940740
513,1154,941550,6212,941550
513,1154,942550,6212,942550
514,1156,943550,6212,943550
514,1156,943550,6212,943550
514,1156,943870,6212,943870
514,1156,944680,6212,944680
515,1158,945490,6212,945490
515,1158,945810,6212,945810
515,1158,946130,6212,946130
515,1158,946130,6212,946130
515,1158,947130,6212,947130
516,1160,947940,6212,947940
516,1160,947940,6212,947940
516,1160,948530,6212,948530
517,1162,949530,6212,949530
517,1162,950340,6212,950340
518,1164,951340,6212,951340
518,1164,952150,6212,952150
519,1166,953150,6212,953150
520,1168,953800,6212,953800
521,1170,954800,6212,954800
521,1170,955270,6212,955270
521,1170,955590,6212,955590
521,1170,955820,6212,955820
521,1170,955820,6212,955820
521,1170,955820,6212,955820
521,1170,956630,6212,956630
522,1172,957630,6212,957630
522,1172,958100,6212,958100
522,1172,959100,6212,959100
523,1174,960100,6212,960100
524,1176,960910,6212,960910
524,1176,960910,6212,960910
524,1176,961910,6212,961910
525,1178,962720,6212,962720
525,1178,963530,6212,963530
526,1180,964530,6212,964530
527,1182,965000,6212,965000
527,1182,965470,6212,965470
527,1182,965940,6212,965940
527,1182,966750,6212,966750
528,1184,967560,6212,967560
528,1184,968560,6212,968560
529,1186,969560,6212,969560
529,1186,969880,6212,969880
529,1186,970200,6212,970200
529,1186,971010,6212,971010
530,1188,972010,6212,972010
530,1188,973010,6212,973010
531,1190,973820,6212,973820
531,1190,973820,6212,973820
531,1190,974090,6212,974090
532,1192,975090,6212,975090
533,1194,976090,6212,976090
533,1194,976900,6212,976900
533,1194,976900,6212,976900
533,1194,977370,6212,977370
533,1194,977830,6212,977830
533,1194,977830,6212,977830
534,1196,978830,6212,978830
534,1196,979830,6212,979830
535,1198,980830,6212,980830
535,1198,981830,6212,981830
535,1198,981830,6212,981830
535,1198,981830,6212,981830
535,1198,982150,6212,982150
536,1200,983150,6212,983150
536,1200,983620,6212,983620
537,1202,984430,6212,984430
537,1202,985240,6212,985240
537,1202,985560,6212,985560
538,1204,986370,6212,986370
538,1204,986960,6212,986960
539,1206,987960,6212,987960
539,1206,988180,6212,988180
539,1206,988990,6212,988990
540,1208,989540,6212,989540
540,1208,990540,6212,990540
541,1210,991540,6212,991540
541,1210,992090,6212,992090
542,1212,993090,6212,993090
543,1214,994090,6212,994090
543,1214,995090,6212,995090
544,1216,996090,6212,996090
544,1216,997090,6212,997090
545,1218,998090,6212,998090
545,1218,999090,6212,999090
546,1220,1000090,6212,1000090
546,1220,1000900,6212,1000900
546,1220,1000900,6212,1000900
547,1222,1001360,6212,1001360
547,1222,1002360,6212,1002360
548,1224,1003360,6212,1003360
549,1226,1004360,6212,1004360
549,1226,1005170,6212,1005170
549,1226,1006170,6212,1006170
550,1228,1007170,6212,1007170
550,1228,1008170,6212,1008170
551,1230,1009170,6212,1009170
551,1230,1010170,6212,1010170
551,1230,1010170,6212,1010170
551,1230,1010170,6212,1010170
552,1232,1010980,6212,1010980
552,1232,1011980,6212,1011980
552,1232,1011980,6212,1011980
552,1232,1012210,6212,1012210
553,1240,1020210,6212,1020210
554,1242,1021210,6212,1021210
554,1242,1022210,6212,1022210
555,1244,1023210,6212,1023210
555,1244,1024210,6212,1024210
556,1246,1025020,6212,1025020
556,1246,1026020,6212,1026020
557,1248,1027020,6212,1027020
557,1248,1028020,6212,1028020
558,1250,1029020,6212,1029020
558,1250,1030020,6212,1030020
559,1252,1031020,6212,1031020
559,1252,1032020,6212,1032020
560,1254,1033020,6212,1033020
560,1254,1033490,6212,1033490
561,1256,1034140,6212,1034140
562,1258,1034610,6212,1034610
562,1258,1035610,6212,1035610
563,1260,1036610,6212,1036610
563,1260,1037610,6212,1037610
563,1260,1038080,6212,1038080
564,1262,1039080,6212,1039080
564,1262,1040080,6212,1040080
564,1262,1040890,6212,1040890
564,1262,1041890,6212,1041890
565,1264,1042700,6212,1042700
565,1264,1043700,6212,1043700
566,1266,1044510,6212,1044510
566,1266,1044830,6212,1044830
566,1266,1045200,6212,1045200
567,1268,1046200,6212,1046200
567,1268,1047010,6212,1047010
568,1270,1048010,6212,1048010
568,1270,1048010,6212,1048010
568,1270,1049010,6212,1049010
568,1270,1049010,6212,1049010
569,1272,1050010,6212,1050010
570,1274,1051010,6212,1051010
570,1274,1052010,6212,1052010
570,1274,1052820,6212,1052820
571,1276,1053630,6212,1053630
571,1276,1054100,6212,1054100
571,1276,1054910,6212,1054910
572,1280,1055910,6212,1055910
572,1280,1056130,6212,1056130
573,1284,1056780,6212,1056780
573,1284,1057780,6212,1057780
573,1284,1058780,6212,1058780
573,1284,1059100,6212,1059100
574,1288,1060100,6212,1060100
574,1288,1060570,6212,1060570
574,1288,1061570,6212,1061570
575,1292,1062570,6212,1062570
575,1292,1063380,6212,1063380
575,1292,1063540,6212,1063540
575,1292,1064350,6212,1064350
575,1292,1065350,6212,1065350
575,1292,1065940,6212,1065940
575,1292,1066940,6212,1066940
575,1292,1067400,6212,1067400
576,1296,1068400,6212,1068400
576,1296,1069400,6212,1069400
576,1296,1070400,6212,1070400
576,1296,1070870,6212,1070870
576,1296,1071870,6212,1071870
576,1296,1071870,6212,1071870
576,1296,1072340,6212,1072340
577,1300,1073340,6212,1073340
577,1300,1074150,6212,1074150
577,1300,1075150,6212,1075150
577,1300,1075960,6212,1075960
577,1300,1076430,6212,1076430
577,1300,1077430,6212,1077430
578,1304,1077890,6212,1077890
578,1304,1078890,6212,1078890
578,1304,1078890,6212,1078890
578,1304,1079110,6212,1079110
578,1304,1079920,6212,1079920
578,1304,1080920,6212,1080920
579,1308,1081730,6212,1081730
579,1308,1082190,6212,1082190
579,1308,1082190,6212,1082190
579,1308,1083190,6212,1083190
579,1308,1083410,6212,1083410
580,1312,1083870,6212,1083870
580,1312,1084190,6212,1084190
580,1312,1085190,6212,1085190
581,1316,1086190,6212,1086190
581,1316,1087190,6212,1087190
581,1316,1087510,6212,1087510
581,1316,1088510,6212,1088510
581,1316,1089160,6212,1089160
581,1316,1089160,6212,1089160
582,1320,1089970,6212,1089970
582,1320,1090970,6212,1090970
582,1320,1091440,6212,1091440
583,1324,1092440,6212,1092440
583,1324,1092810,6212,1092810
583,1324,1093810,6212,1093810
584,1328,1094280,6212,1094280
584,1328,1095280,6212,1095280
584,1328,1096280,6212,1096280
585,1332,1097280,6212,1097280
585,1332,1098090,6212,1098090
585,1332,1098740,6212,1098740
585,1332,1098740,6212,1098740
585,1332,1099740,6212,1099740
585,1332,1099740,6212,1099740
586,1336,1100740,6212,1100740
586,1336,1101330,6212,1101330
586,1336,1102330,6212,1102330
586,1336,1102800,6212,1102800
587,1340,1103800,6212,1103800
587,1340,1104800,6212,1104800
587,1340,1105800,6212,1105800
587,1340,1105800,6212,1105800
587,1340,1106610,6212,1106610
588,1344,1107610,6212,1107610
588,1344,1107610,6212,1107610
588,1344,1108610,6212,1108610
588,1344,1108960,6212,1108960
588,1344,1109610,6212,1109610
589,1348,1110610,6212,1110610
589,1348,1111610,6212,1111610
589,1348,1112610,6212,1112610
589,1348,1112930,6212,1112930
589,1348,1113930,6212,1113930
590,1352,1114930,6212,1114930
590,1352,1115400,6212,1115400
590,1352,1116400,6212,1116400
590,1352,1117210,6212,1117210
590,1352,1117210,6212,1117210
591,1356,1118210,6212,1118210
591,1356,1119020,6212,1119020
591,1356,1119020,6212,1119020
592,1360,1120020,6212,1120020
592,1360,1121020,6212,1121020
592,1360,1121340,6212,1121340
593,1364,1122340,6212,1122340
593,1364,1123150,6212,1123150
593,1364,1123380,6212,1123380
593,1364,1124190,6212,1124190
593,1364,1125000,6212,1125000
593,1364,1126000,6212,1126000
593,1364,1127000,6212,1127000
593,1364,1127000,6212,1127000
594,1368,1127810,6212,1127810
594,1368,1128810,6212,1128810
594,1368,1129810,6212,1129810
594,1368,1130620,6212,1130620
595,1372,1131620,6212,1131620
595,1372,1132090,6212,1132090
595,1372,1133090,6212,1133090
596,1376,1134090,6212,1134090
596,1376,1134900,6212,1134900
596,1376,1135900,6212,1135900
596,1376,1136900,6212,1136900
596,1376,1137010,6212,1137010
597,1380,1137820,6212,1137820
597,1380,1138820,6212,1138820
598,1388,1138820,6212,1138820
598,1388,1139820,6212,1139820
598,1388,1139820,6212,1139820
599,1392,1140820,6212,1140820
599,1392,1141820,6212,1141820
599,1392,1141820,6212,1141820
600,1396,1142820,6212,1142820
600,1396,1143280,6212,1143280
600,1396,1144090,6212,1144090
600,1396,1145090,6212,1145090
600,1396,1145560,6212,1145560
600,1396,1145560,6212,1145560
600,1396,1146030,6212,1146030
600,1396,1146620,6212,1146620
600,1396,1147620,6212,1147620
601,1400,1148620,6212,1148620
601,1400,1149620,6212,1149620
601,1400,1150430,6212,1150430
602,1404,1151430,6212,1151430
602,1404,1151430,6212,1151430
602,1404,1151430,6212,1151430
602,1404,1152430,6212,1152430
602,1404,1153430,6212,1153430
602,1404,1154240,6212,1154240
602,1404,1154790,6212,1154790
602,1404,1155020,6212,1155020
603,1408,1156020,6212,1156020
603,1408,1157020,6212,1157020
603,1408,1157830,6212,1157830
604,1416,1157830,6212,1157830
604,1416,1157830,6212,1157830
605,1420,1158640,6212,1158640
605,1420,1159640,6212,1159640
605,1420,1160100,6212,1160100
605,1420,1161100,6212,1161100
606,1424,1162100,6212,1162100
606,1424,1163100,6212,1163100
606,1424,1164100,6212,1164100
606,1424,1165100,6212,1165100
607,1428,1165560,6212,1165560
607,1428,1166370,6212,1166370
607,1428,1167180,6212,1167180
607,1428,1168180,6212,1168180
608,1432,1169180,6212,1169180
608,1432,1170180,6212,1170180
608,1432,1170180,6212,1170180
608,1432,1171180,6212,1171180
609,1436,1172180,6212,1172180
609,1436,1172990,6212,1172990
609,1436,1173460,6212,1173460
610,1444,1173460,6212,1173460
610,1444,1174460,6212,1174460
610,1444,1175460,6212,1175460
610,1444,1176050,6212,1176050
611,1448,1177050,6212,1177050
611,1448,1177370,6212,1177370
611,1448,1178370,6212,1178370
612,1452,1178840,6212,1178840
612,1452,1179840,6212,1179840
613,1456,1180310,6212,1180310
613,1456,1181310,6212,1181310
613,1456,1182310,6212,1182310
614,1460,1183310,6212,1183310
614,1460,1184120,6212,1184120
614,1460,1184120,6212,1184120
614,1460,1184930,6212,1184930
614,1460,1185930,6212,1185930
614,1460,1186400,6212,1186400
615,1464,1186870,6212,1186870
615,1464,1187190,6212,1187190
615,1464,1187740,6212,1187740
615,1464,1188740,6212,1188740
615,1464,1189740,6212,1189740
615,1464,1190740,6212,1190740
616,1468,1191740,6212,1191740
616,1468,1192740,6212,1192740
616,1468,1193550,6212,1193550
616,1468,1194360,6212,1194360
617,1472,1195360,6212,1195360
617,1472,1195830,6212,1195830
617,1472,1196830,6212,1196830
617,1472,1197830,6212,1197830
618,1476,1198830,6212,1198830
618,1476,1199640,6212,1199640
618,1476,1200640,6212,1200640
618,1476,1201640,6212,1201640
618,1476,1202110,6212,1202110
619,1480,1203110,6212,1203110
619,1480,1203920,6212,1203920
619,1480,1204290,6212,1204290
619,1480,1205290,6212,1205290
620,1484,1206100,6212,1206100
620,1484,1207100,6212,1207100
620,1484,1208100,6212,1208100
621,1488,1209100,6212,1209100
621,1488,1209100,6212,1209100
621,1488,1210100,6212,1210100
621,1488,1211100,6212,1211100
621,1488,1211910,6212,1211910
621,1488,1212380,6212,1212380
622,1492,1213380,6212,1213380
622,1492,1214380,6212,1214380
622,1492,1215380,6212,1215380
622,1492,1215850,6212,1215850
622,1492,1215850,6212,1215850
622,1492,1216660,6212,1216660
623,1496,1217310,6212,1217310
623,1496,1218310,6212,1218310
623,1496,1219310,6212,1219310
623,1496,1220310,6212,1220310
