ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_630f-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_630f-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_630f-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_630f-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_630f-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-bellman_ratio
347855.53,5.78,0.61,159201.06,2.64
347992.36,5.78,0.61,159562.64,2.65
348460.98,5.79,0.62,159478.61,2.65
348409.26,5.79,0.62,159365.51,2.65
347842.56,5.78,0.61,158802.2,2.64
347367.46,5.77,0.6,158418.62,2.63
347738.17,5.78,0.61,158547.79,2.64
347070.28,5.77,0.6,157816.22,2.62
346707.84,5.76,0.59,157573.94,2.62
350306.48,5.82,0.65,162862.48,2.71
350254.76,5.82,0.65,162862.48,2.71
350203.04,5.82,0.65,162859.23,2.71
350151.31,5.83,0.65,162749.37,2.71
350099.59,5.83,0.65,162636.27,2.71
350236.41,5.83,0.66,162883.6,2.71
350703.64,5.84,0.66,162805.47,2.71
350651.91,5.84,0.66,162805.47,2.71
350651.91,5.84,0.66,162805.47,2.71
350600.19,5.84,0.66,162692.37,2.71
350548.47,5.84,0.66,162692.37,2.71
350496.74,5.84,0.66,162579.27,2.71
