ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_630f-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_630f-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_630f-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_630f-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_630f-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-bellman_ratio
424945.63,10.22,5.05,222906.53,5.36
425399.01,10.23,5.06,222906.53,5.36
425299.38,10.23,5.06,222706.75,5.36
425002.67,10.23,5.06,222706.75,5.36
425139.5,10.23,5.06,222706.75,5.36
425276.33,10.24,5.07,222708.26,5.36
425224.6,10.24,5.07,222715.64,5.36
425172.88,10.24,5.07,222776.86,5.37
425069.43,10.24,5.07,222783.01,5.37
425017.7,10.24,5.07,222752.62,5.37
425185.31,10.25,5.08,223449.05,5.39
425862.53,10.27,5.1,223711.07,5.4
426390.19,10.28,5.11,223709.55,5.4
426183.29,10.29,5.12,223712.92,5.4
426131.57,10.29,5.12,223712.92,5.4
426079.84,10.29,5.12,223712.92,5.4
425796.81,10.29,5.11,223718.14,5.4
425745.09,10.29,5.11,223718.14,5.41
425693.36,10.29,5.12,223854.97,5.41
425641.64,10.29,5.12,223793.55,5.41
425685.73,10.29,5.12,224494.34,5.43
426137.4,10.31,5.13,224441.92,5.43
426508.12,10.32,5.14,224438.84,5.43
426456.39,10.32,5.14,224438.84,5.43
426404.67,10.32,5.15,224438.84,5.43
426352.95,10.32,5.15,224445.59,5.43
425990.5,10.31,5.14,224443.44,5.43
425938.78,10.31,5.14,224448.67,5.43
425287.85,10.3,5.13,223724.9,5.42
425424.67,10.31,5.13,223724.9,5.42
425372.95,10.31,5.13,223712.92,5.42
425743.67,10.32,5.14,225102.47,5.45
425715.68,10.32,5.15,225508.31,5.47
425652.09,10.32,5.15,225225.69,5.46
425924.5,10.33,5.16,225632.05,5.47
425562.05,10.32,5.15,225273.9,5.46
425498.46,10.32,5.15,225150.68,5.46
425117.59,10.31,5.14,224212.32,5.44
425065.87,10.32,5.14,224212.32,5.44
425014.14,10.32,5.14,224212.32,5.44
425014.14,10.32,5.14,224212.32,5.44
424962.42,10.32,5.15,224213.47,5.44
424910.7,10.32,5.15,224212.66,5.45
424707.91,10.32,5.14,224097.88,5.44
424980.32,10.32,5.15,224097.88,5.44
424928.59,10.32,5.15,224097.54,5.44
425065.42,10.33,5.16,224097.54,5.45
424863.68,10.33,5.15,223884.56,5.44
425234.4,10.34,5.16,223884.56,5.44
425182.67,10.34,5.16,223999.73,5.45
425319.5,10.34,5.17,224002.2,5.45
425456.32,10.35,5.18,224001.51,5.45
425192.66,10.34,5.17,223999.73,5.45
425563.38,10.35,5.18,224694.94,5.47
425511.65,10.35,5.18,224628.4,5.47
425459.93,10.36,5.18,224579.77,5.47
425408.21,10.36,5.18,224579.77,5.47
425055.76,10.35,5.18,224729.66,5.47
425426.48,10.36,5.19,224906.79,5.48
425563.31,10.36,5.19,225304.23,5.49
425269.18,10.36,5.19,225332.96,5.49
425137.45,10.36,5.18,225113.71,5.48
425508.17,10.37,5.19,225113.71,5.48
425456.44,10.37,5.19,225113.71,5.49
425094.0,10.36,5.19,225113.71,5.49
425042.28,10.36,5.19,225128.29,5.49
424990.55,10.36,5.19,225158.36,5.49
425361.27,10.37,5.2,225162.54,5.49
425361.27,10.37,5.2,225162.54,5.49
425345.16,10.37,5.2,225254.31,5.49
426704.4,10.41,5.24,226925.37,5.54
426841.23,10.42,5.24,226922.34,5.54
426789.51,10.42,5.24,226922.34,5.54
426737.78,10.42,5.25,226922.34,5.54
426686.06,10.42,5.25,226922.34,5.54
426136.03,10.41,5.24,226114.87,5.52
425783.59,10.4,5.23,226113.71,5.52
425369.79,10.41,5.24,226113.71,5.53
425740.51,10.42,5.25,226262.62,5.54
425688.79,10.42,5.25,226322.56,5.54
425672.68,10.42,5.25,226620.06,5.55
426548.6,10.45,5.28,227308.69,5.57
426548.6,10.45,5.28,227308.69,5.57
426481.89,10.45,5.28,227262.62,5.57
426430.17,10.45,5.28,227262.62,5.57
426378.44,10.45,5.28,227262.62,5.57
426326.72,10.45,5.28,227271.0,5.57
426274.99,10.45,5.28,227274.58,5.57
426223.27,10.46,5.28,227307.03,5.58
425860.83,10.45,5.28,227346.84,5.58
426772.36,10.47,5.3,228348.5,5.6
426720.64,10.47,5.3,228348.5,5.61
426857.46,10.48,5.31,228240.08,5.6
426994.29,10.49,5.31,228202.37,5.6
426942.56,10.49,5.31,228202.37,5.61
426890.84,10.49,5.32,228237.77,5.61
426890.84,10.49,5.32,228237.77,5.61
427261.56,10.5,5.33,229317.14,5.63
427209.83,10.5,5.33,229282.1,5.64
427535.2,10.51,5.34,229450.76,5.64
427248.11,10.5,5.33,229449.21,5.64
427109.56,10.5,5.33,229310.66,5.64
426747.12,10.49,5.32,228924.65,5.63
426883.94,10.5,5.33,228924.65,5.63
426468.17,10.49,5.32,228626.44,5.62
426605.0,10.5,5.32,228626.44,5.62
425954.06,10.48,5.31,227878.58,5.61
426332.75,10.49,5.32,227878.58,5.61
426119.32,10.49,5.32,227878.82,5.61
426256.15,10.49,5.32,227878.58,5.61
426626.87,10.5,5.33,227878.58,5.61
426989.02,10.51,5.34,228639.4,5.63
426937.3,10.52,5.34,228639.74,5.63
427262.66,10.53,5.35,228661.31,5.63
427234.68,10.53,5.35,229238.18,5.65
427668.4,10.54,5.37,229286.33,5.65
427805.23,10.55,5.37,230270.39,5.68
427753.5,10.55,5.37,230270.39,5.68
427890.33,10.55,5.38,230270.39,5.68
427527.89,10.55,5.37,230353.36,5.68
427664.71,10.55,5.38,230353.36,5.68
428035.43,10.56,5.39,230353.36,5.68
427983.71,10.56,5.39,230353.36,5.68
428120.53,10.57,5.4,230380.21,5.69
428257.36,10.57,5.4,230446.2,5.69
428205.63,10.57,5.4,230474.24,5.69
427644.72,10.56,5.39,229848.51,5.68
427282.28,10.56,5.38,229757.25,5.68
427230.56,10.56,5.38,229783.92,5.68
427178.83,10.56,5.39,229810.26,5.68
427127.11,10.56,5.39,229809.22,5.68
426968.56,10.56,5.38,229652.01,5.68
426928.71,10.56,5.39,229752.89,5.68
426865.11,10.56,5.39,229572.0,5.68
427001.94,10.56,5.39,229573.28,5.68
426950.21,10.57,5.39,229573.28,5.68
427275.58,10.58,5.4,230884.46,5.71
427223.85,10.58,5.4,230884.46,5.72
427172.13,10.58,5.41,230884.46,5.72
427120.4,10.58,5.41,230891.64,5.72
427068.68,10.58,5.41,230886.75,5.72
427040.7,10.58,5.41,231254.32,5.73
427177.52,10.59,5.42,231509.83,5.74
426840.44,10.58,5.41,230988.46,5.73
426840.44,10.58,5.41,230988.46,5.73
426977.26,10.59,5.41,230988.46,5.73
426913.67,10.59,5.41,230644.32,5.72
426850.07,10.59,5.42,230618.6,5.72
426798.35,10.59,5.42,230618.6,5.72
426746.62,10.59,5.42,230618.6,5.72
426588.07,10.59,5.41,230460.05,5.72
426536.35,10.59,5.42,230460.05,5.72
426484.62,10.59,5.42,230471.51,5.72
426621.45,10.6,5.42,230471.51,5.72
426758.28,10.6,5.43,230471.51,5.73
427128.99,10.61,5.44,230498.37,5.73
427077.27,10.61,5.44,230493.21,5.73
427025.55,10.61,5.44,230488.53,5.73
426663.1,10.61,5.43,230463.76,5.73
427033.82,10.62,5.44,230461.67,5.73
426993.97,10.62,5.45,230640.75,5.74
426930.37,10.62,5.45,230460.05,5.73
426878.65,10.62,5.45,230460.05,5.73
426516.21,10.61,5.44,230580.79,5.74
426464.48,10.61,5.44,230580.79,5.74
426412.76,10.62,5.44,230581.19,5.74
426361.03,10.62,5.44,230582.67,5.74
426309.31,10.62,5.45,230582.68,5.74
426309.31,10.62,5.45,230582.68,5.74
426257.59,10.62,5.45,230756.27,5.75
426205.86,10.62,5.45,230694.78,5.75
426154.14,10.62,5.45,230580.79,5.75
426290.96,10.63,5.46,230732.61,5.75
426563.37,10.64,5.46,230740.66,5.75
426511.65,10.64,5.47,230740.66,5.76
426459.92,10.64,5.47,230740.66,5.76
426459.92,10.64,5.47,230740.66,5.76
426176.04,10.63,5.46,230616.58,5.75
425959.06,10.63,5.46,230399.49,5.75
426329.78,10.64,5.47,231455.06,5.78
426278.05,10.64,5.47,231455.06,5.78
426226.33,10.64,5.47,231460.41,5.78
425965.61,10.64,5.46,231279.83,5.77
425913.89,10.64,5.46,231274.48,5.78
425862.17,10.64,5.47,231292.26,5.78
425810.44,10.64,5.47,231431.67,5.78
425758.72,10.64,5.47,231274.48,5.78
425706.99,10.64,5.47,231275.18,5.78
425706.99,10.64,5.47,231275.18,5.78
425548.44,10.64,5.47,231124.62,5.78
425186.0,10.63,5.46,231055.51,5.78
424891.87,10.62,5.45,230741.04,5.77
424840.15,10.63,5.45,230743.23,5.77
424553.06,10.62,5.45,230387.1,5.76
424915.21,10.63,5.46,230387.1,5.76
424863.49,10.63,5.46,230387.55,5.77
424811.76,10.63,5.46,230389.4,5.77
424760.04,10.63,5.46,230388.03,5.77
425032.45,10.64,5.47,230388.03,5.77
425169.27,10.65,5.48,230388.97,5.77
425117.55,10.65,5.48,230542.23,5.78
425065.82,10.65,5.48,230416.48,5.77
425014.1,10.65,5.48,230385.14,5.77
425014.1,10.65,5.48,230385.14,5.77
424962.38,10.65,5.48,230385.14,5.78
424910.65,10.66,5.48,230385.14,5.78
424858.93,10.66,5.48,230395.08,5.78
424807.2,10.66,5.49,230404.72,5.78
424755.48,10.66,5.49,230388.28,5.78
424703.75,10.66,5.49,230385.85,5.78
423703.75,10.64,5.47,229385.85,5.76
423699.94,10.64,5.47,229618.93,5.77
423600.31,10.64,5.47,229385.14,5.76
423548.58,10.64,5.47,229385.14,5.76
423685.41,10.65,5.48,229384.78,5.77
423633.68,10.65,5.48,229384.78,5.77
423475.13,10.65,5.47,229227.46,5.76
423423.41,10.65,5.48,229227.46,5.76
423371.69,10.65,5.48,229364.29,5.77
423319.96,10.65,5.48,229318.56,5.77
423690.68,10.66,5.49,229317.99,5.77
423827.51,10.67,5.49,229317.99,5.77
423799.52,10.67,5.5,229278.32,5.77
423437.08,10.66,5.49,230211.32,5.8
423843.24,10.67,5.5,230816.15,5.81
424115.65,10.68,5.51,231215.98,5.82
424063.93,10.68,5.51,231215.98,5.83
424012.2,10.68,5.51,231215.98,5.83
423478.85,10.67,5.5,230559.71,5.81
423615.68,10.68,5.51,230936.85,5.82
423563.95,10.68,5.51,230947.57,5.82
423512.23,10.68,5.51,230946.8,5.83
423649.05,10.69,5.52,230946.8,5.83
423597.33,10.69,5.52,230983.72,5.83
423303.2,10.68,5.51,230882.6,5.83
423575.6,10.69,5.52,230882.6,5.83
423712.43,10.7,5.52,230882.6,5.83
423853.75,10.7,5.53,231234.83,5.84
423533.75,10.7,5.52,230914.83,5.83
424237.26,10.72,5.54,231515.73,5.85
424185.53,10.72,5.55,231515.73,5.85
424322.36,10.72,5.55,231517.65,5.85
424270.64,10.73,5.55,231517.65,5.85
424407.46,10.73,5.56,231520.43,5.85
424355.74,10.73,5.56,231528.75,5.86
424304.01,10.73,5.56,231704.74,5.86
424252.29,10.74,5.56,231563.8,5.86
424093.74,10.73,5.56,231405.25,5.86
424137.83,10.74,5.56,231545.4,5.86
424274.66,10.74,5.57,231561.61,5.86
424645.38,10.75,5.58,231540.7,5.86
424292.93,10.74,5.57,232825.71,5.9
424088.8,10.74,5.57,232469.09,5.89
424540.47,10.75,5.58,233031.5,5.9
424911.19,10.76,5.59,233421.28,5.91
424859.46,10.77,5.59,233421.28,5.91
424807.74,10.77,5.59,233421.28,5.92
425080.15,10.78,5.6,233421.33,5.92
425028.42,10.78,5.6,233444.99,5.92
424821.53,10.78,5.61,233441.63,5.93
424958.35,10.79,5.62,233441.58,5.93
424906.63,10.79,5.62,233510.02,5.93
424854.9,10.79,5.62,233459.47,5.93
425127.31,10.8,5.63,233459.46,5.93
425264.14,10.81,5.63,233459.46,5.93
425236.15,10.81,5.64,234141.33,5.95
424873.71,10.8,5.63,233716.88,5.94
425746.52,10.83,5.65,233993.46,5.95
425694.8,10.83,5.65,233993.46,5.95
426020.16,10.84,5.66,234210.57,5.96
426156.99,10.84,5.67,234544.09,5.97
426105.26,10.84,5.67,234544.09,5.97
426053.54,10.84,5.67,234544.09,5.97
426001.82,10.85,5.67,234544.09,5.97
425950.09,10.85,5.68,234544.09,5.97
425898.37,10.85,5.68,234658.23,5.98
425846.64,10.85,5.68,234637.73,5.98
425794.92,10.85,5.68,234544.09,5.98
425743.2,10.85,5.68,234544.09,5.98
425092.26,10.84,5.67,233798.17,5.96
425040.54,10.84,5.67,233798.17,5.96
424988.81,10.84,5.67,233798.17,5.96
424937.09,10.84,5.67,233798.17,5.97
424885.37,10.85,5.67,234675.01,5.99
425852.01,10.87,5.7,234943.72,6.0
425988.84,10.88,5.71,235535.01,6.02
426125.67,10.88,5.71,236181.18,6.03
426451.03,10.89,5.72,236181.18,6.03
426167.15,10.89,5.72,236027.12,6.03
426115.43,10.89,5.72,236027.12,6.03
426063.7,10.89,5.72,236027.12,6.03
426434.42,10.9,5.73,236027.12,6.03
426382.7,10.9,5.73,236027.12,6.04
426519.52,10.91,5.74,236027.27,6.04
426656.35,10.91,5.74,236027.13,6.04
426202.42,10.91,5.73,235549.47,6.03
426474.83,10.91,5.74,235549.46,6.03
426423.1,10.92,5.74,235557.67,6.03
426060.66,10.91,5.74,235557.67,6.03
426431.38,10.92,5.75,236403.2,6.05
425763.49,10.9,5.73,235735.31,6.04
425711.76,10.91,5.73,235731.29,6.04
425683.78,10.91,5.74,236109.67,6.05
425620.19,10.91,5.74,235850.21,6.05
425257.74,10.9,5.73,235507.73,6.04
425194.15,10.9,5.73,235384.61,6.04
425576.74,10.91,5.74,235555.88,6.04
425525.01,10.92,5.74,235555.88,6.04
425473.29,10.92,5.74,235555.88,6.04
425421.57,10.92,5.75,235571.9,6.05
425369.84,10.92,5.75,235561.17,6.05
425659.44,10.93,5.76,236960.77,6.08
425607.71,10.93,5.76,237103.56,6.09
425579.73,10.93,5.76,237502.05,6.1
426103.48,10.95,5.78,237607.24,6.11
426240.3,10.95,5.78,237607.24,6.11
426377.13,10.96,5.79,237607.24,6.11
426377.13,10.96,5.79,237607.24,6.11
426083.0,10.95,5.78,237463.55,6.1
426355.4,10.96,5.79,237463.55,6.11
426303.68,10.96,5.79,237463.55,6.11
426303.68,10.96,5.79,237463.55,6.11
425999.72,10.96,5.79,237059.64,6.1
425948.0,10.96,5.79,237059.64,6.1
426326.69,10.97,5.8,237065.01,6.1
426274.96,10.97,5.8,237075.67,6.1
426070.83,10.97,5.79,237067.68,6.1
425419.9,10.95,5.78,236415.91,6.09
425215.77,10.95,5.78,236024.63,6.08
425164.05,10.95,5.78,236026.53,6.08
425300.87,10.96,5.78,236022.25,6.08
425300.87,10.96,5.78,236022.25,6.08
424940.46,10.95,5.78,236021.17,6.08
424888.74,10.95,5.78,236013.63,6.08
424837.01,10.95,5.78,236373.26,6.09
424973.84,10.96,5.78,236373.26,6.09
425031.78,10.96,5.79,236142.15,6.09
425168.61,10.97,5.79,237437.08,6.12
424831.52,10.96,5.79,237273.03,6.12
425210.2,10.97,5.8,237536.89,6.13
425158.48,10.97,5.8,237536.89,6.13
424997.09,10.97,5.8,237403.34,6.13
424702.96,10.96,5.79,237327.45,6.13
424651.24,10.97,5.79,237327.45,6.13
424290.82,10.96,5.78,236961.17,6.12
424427.65,10.96,5.79,236961.17,6.12
424798.37,10.97,5.8,236961.17,6.12
424435.92,10.97,5.79,236961.17,6.12
424435.92,10.97,5.79,236928.7,6.12
424806.64,10.98,5.8,236963.27,6.12
424754.92,10.98,5.81,236965.5,6.12
424754.92,10.98,5.81,236965.5,6.12
424891.74,10.98,5.81,236948.1,6.13
425164.15,10.99,5.82,236936.61,6.13
425436.56,11.0,5.83,237938.2,6.15
425573.38,11.01,5.84,238061.52,6.16
425580.63,11.01,5.84,238108.57,6.16
425528.91,11.01,5.84,238109.61,6.16
425477.18,11.01,5.84,238112.99,6.16
425425.46,11.01,5.84,238254.03,6.17
425373.74,11.01,5.84,238206.07,6.17
425079.61,11.01,5.83,237308.38,6.14
424813.69,11.0,5.83,238388.51,6.17
424853.99,11.01,5.83,238307.98,6.17
424802.27,11.01,5.83,238208.25,6.17
424802.27,11.01,5.83,238208.25,6.17
424939.09,11.01,5.84,238208.25,6.17
424887.37,11.01,5.84,238208.25,6.17
425258.09,11.02,5.85,238208.25,6.18
425394.91,11.03,5.86,238208.25,6.18
425343.19,11.03,5.86,238208.25,6.18
425291.46,11.03,5.86,238209.61,6.18
425239.74,11.04,5.86,238210.51,6.18
425188.01,11.04,5.86,238209.97,6.18
424825.57,11.03,5.86,238212.15,6.18
424773.85,11.03,5.86,238384.93,6.19
424722.12,11.03,5.86,238342.32,6.19
424670.4,11.03,5.86,238210.44,6.19
424618.68,11.03,5.86,238210.44,6.19
424618.68,11.03,5.86,238210.44,6.19
424989.39,11.05,5.87,238209.39,6.19
424989.39,11.05,5.87,238209.39,6.19
425126.22,11.05,5.88,238209.49,6.19
425074.5,11.05,5.88,238209.49,6.19
424786.16,11.05,5.87,237916.98,6.19
424734.44,11.05,5.88,237992.92,6.19
424682.72,11.05,5.88,238203.06,6.2
424666.61,11.05,5.88,238042.85,6.2
424603.01,11.05,5.88,238515.95,6.21
424928.37,11.06,5.89,239202.36,6.23
425362.09,11.08,5.91,239260.65,6.23
425009.65,11.07,5.9,238607.94,6.21
425146.48,11.08,5.9,238764.39,6.22
425094.75,11.08,5.9,238764.39,6.22
425043.03,11.08,5.91,238764.39,6.22
424991.31,11.08,5.91,238866.22,6.23
424939.58,11.08,5.91,238831.4,6.23
424652.49,11.08,5.9,239675.22,6.25
424600.77,11.08,5.9,239649.75,6.25
424742.09,11.08,5.91,240582.01,6.28
424878.92,11.09,5.92,240701.8,6.28
425357.44,11.1,5.93,240531.12,6.28
425305.71,11.11,5.93,240531.12,6.28
425676.43,11.12,5.94,240531.12,6.28
425462.39,11.11,5.94,240531.12,6.28
425410.66,11.11,5.94,240531.12,6.28
425547.49,11.12,5.95,240533.26,6.29
425918.21,11.13,5.96,240531.12,6.29
426243.57,11.14,5.97,240531.12,6.29
426045.11,11.14,5.96,240554.91,6.29
426181.93,11.14,5.97,240537.54,6.29
426130.21,11.14,5.97,240629.99,6.29
425569.3,11.13,5.96,239972.72,6.28
425569.3,11.13,5.96,239913.92,6.28
425841.71,11.14,5.97,239915.14,6.28
425479.26,11.13,5.96,240945.67,6.3
425427.54,11.14,5.96,240989.89,6.31
425810.13,11.15,5.97,241331.25,6.32
425555.48,11.14,5.97,240252.21,6.29
425539.37,11.14,5.97,240490.46,6.3
425566.53,11.15,5.97,241608.58,6.33
425407.98,11.14,5.97,241450.93,6.32
425778.7,11.15,5.98,241450.93,6.33
426654.62,11.18,6.01,242622.45,6.36
426238.85,11.17,6.0,241726.95,6.34
426238.85,11.17,6.0,241788.58,6.34
426187.12,11.17,6.0,241788.58,6.34
426135.4,11.18,6.0,241788.58,6.34
426083.67,11.18,6.0,241788.58,6.34
426409.04,11.19,6.01,241788.58,6.34
426046.6,11.18,6.01,241788.92,6.34
426046.6,11.18,6.01,241771.6,6.34
426046.6,11.18,6.01,241771.6,6.34
426417.31,11.19,6.02,241771.26,6.34
426258.76,11.19,6.01,241626.69,6.34
426207.04,11.19,6.02,241634.04,6.34
426155.32,11.19,6.02,241635.4,6.34
425380.3,11.17,6.0,240832.28,6.33
425328.58,11.17,6.0,241098.61,6.33
425288.72,11.18,6.0,240878.56,6.33
424936.28,11.17,6.0,240878.56,6.33
424642.15,11.16,5.99,240571.4,6.32
424590.43,11.16,5.99,240571.4,6.32
424727.25,11.17,6.0,240600.8,6.33
424538.71,11.16,5.99,240571.75,6.33
424475.12,11.17,5.99,240516.75,6.33
424611.94,11.17,6.0,240516.41,6.33
423611.94,11.15,5.98,239516.41,6.3
423560.22,11.15,5.98,239516.41,6.3
422909.29,11.14,5.96,238865.47,6.29
422857.56,11.14,5.96,238883.01,6.29
422805.84,11.14,5.97,238885.08,6.29
422805.84,11.14,5.97,238885.08,6.29
422754.12,11.14,5.97,238922.41,6.3
423207.49,11.15,5.98,239456.08,6.31
423116.27,11.15,5.98,238935.99,6.3
423253.09,11.16,5.98,238922.41,6.3
422969.22,11.15,5.98,240013.6,6.33
423106.04,11.16,5.98,240117.15,6.33
423626.27,11.17,6.0,240117.15,6.33
423763.09,11.18,6.0,240117.15,6.33
423899.92,11.18,6.01,240117.15,6.33
423579.92,11.18,6.0,239797.15,6.33
423624.01,11.18,6.01,239863.73,6.33
424092.64,11.2,6.02,240495.87,6.35
424040.92,11.2,6.02,240495.87,6.35
423989.19,11.2,6.03,240495.87,6.35
423707.96,11.19,6.02,240496.14,6.35
423656.23,11.19,6.02,240499.84,6.35
423604.51,11.2,6.02,240498.48,6.36
423741.33,11.2,6.03,240498.21,6.36
423689.61,11.2,6.03,240556.0,6.36
424120.7,11.22,6.04,240664.95,6.36
424092.72,11.22,6.05,241266.04,6.38
424229.54,11.22,6.05,241452.8,6.39
424366.37,11.23,6.06,241875.34,6.4
424503.2,11.24,6.06,242601.42,6.42
424199.01,11.23,6.06,242761.1,6.43
425071.82,11.26,6.08,243099.88,6.44
425071.82,11.26,6.08,243099.88,6.44
425020.09,11.26,6.08,243099.88,6.44
424968.37,11.26,6.09,243099.88,6.44
424916.64,11.26,6.09,243099.88,6.44
424864.92,11.26,6.09,243099.88,6.44
424197.03,11.25,6.07,242344.22,6.43
424333.86,11.25,6.08,242344.22,6.43
424282.13,11.25,6.08,242344.22,6.43
424418.96,11.26,6.09,242344.22,6.43
424367.23,11.26,6.09,242458.53,6.43
424315.51,11.26,6.09,242437.93,6.44
424212.06,11.27,6.09,242559.61,6.44
424160.34,11.27,6.1,242465.9,6.44
424001.79,11.26,6.09,242321.33,6.44
423950.06,11.27,6.09,242321.33,6.44
423898.34,11.27,6.1,242323.55,6.44
423846.61,11.27,6.1,242793.82,6.46
423794.89,11.27,6.1,242953.37,6.46
424032.74,11.28,6.11,243199.53,6.47
425138.02,11.31,6.14,244047.44,6.49
425086.3,11.31,6.14,244047.44,6.5
425034.57,11.32,6.14,244047.44,6.5
424484.54,11.3,6.13,243321.33,6.48
424432.82,11.31,6.13,243321.33,6.48
424803.54,11.32,6.15,243321.71,6.48
424751.81,11.32,6.15,243339.9,6.48
424888.64,11.33,6.15,243339.72,6.49
424674.6,11.32,6.15,243339.52,6.49
425045.31,11.33,6.16,243339.52,6.49
424682.87,11.32,6.15,243489.3,6.49
424631.15,11.33,6.15,243478.46,6.49
424579.42,11.33,6.15,243680.38,6.5
424716.25,11.33,6.16,243855.27,6.51
424676.4,11.34,6.16,243804.28,6.51
424612.8,11.34,6.16,243646.0,6.5
424561.08,11.34,6.17,243646.0,6.51
424998.41,11.35,6.18,243321.33,6.5
424946.69,11.35,6.18,243321.33,6.5
424894.96,11.35,6.18,243338.29,6.5
424843.24,11.36,6.18,243334.87,6.5
424843.24,11.36,6.18,243334.87,6.5
424791.52,11.36,6.19,243325.31,6.51
424739.79,11.36,6.19,243476.27,6.51
424529.08,11.35,6.18,243189.16,6.5
424477.35,11.36,6.18,243162.67,6.51
424425.63,11.36,6.19,243034.23,6.5
424373.9,11.36,6.19,243034.23,6.51
424322.18,11.36,6.19,243034.23,6.51
424270.46,11.36,6.19,243035.43,6.51
423940.18,11.36,6.18,244292.06,6.54
423888.45,11.36,6.18,244291.88,6.54
423836.73,11.36,6.19,244290.89,6.55
423785.0,11.36,6.19,244450.52,6.55
423733.28,11.36,6.19,244391.65,6.55
423733.28,11.36,6.19,244286.22,6.55
423870.1,11.37,6.2,244405.67,6.55
423818.38,11.37,6.2,244304.87,6.55
423766.66,11.37,6.2,244304.87,6.56
424137.37,11.38,6.21,244304.87,6.56
424085.65,11.38,6.21,244304.87,6.56
423723.21,11.38,6.2,244304.87,6.56
423671.48,11.38,6.21,244304.87,6.56
423767.3,11.38,6.21,245002.14,6.58
423767.3,11.38,6.21,245020.13,6.58
424145.99,11.39,6.22,245022.07,6.58
424094.27,11.39,6.22,245027.13,6.58
424042.54,11.4,6.22,245023.08,6.58
424179.37,11.4,6.23,245021.48,6.59
424127.64,11.4,6.23,245021.26,6.59
423767.23,11.39,6.22,245020.92,6.59
424145.92,11.41,6.23,245081.53,6.59
424282.74,11.41,6.24,245031.51,6.59
424231.02,11.41,6.24,245030.71,6.59
424017.59,11.41,6.24,245020.21,6.59
423965.87,11.41,6.24,245020.21,6.59
423914.14,11.41,6.24,245020.21,6.6
423862.42,11.41,6.24,245020.21,6.6
424241.11,11.43,6.25,245652.77,6.62
424082.33,11.42,6.25,245496.6,6.61
424030.6,11.42,6.25,245760.82,6.62
423900.6,11.42,6.25,245149.74,6.6
423848.87,11.42,6.25,244956.58,6.6
424231.46,11.43,6.26,245001.12,6.6
424215.35,11.44,6.26,245007.22,6.61
424340.31,11.44,6.27,246590.63,6.65
424612.71,11.45,6.28,246590.63,6.65
424974.87,11.46,6.29,246590.63,6.65
425300.23,11.47,6.3,246591.02,6.65
424947.79,11.47,6.29,246165.08,6.64
425318.51,11.48,6.31,246164.69,6.64
425455.33,11.48,6.31,246164.69,6.64
425463.81,11.49,6.31,246852.8,6.66
425412.8,11.49,6.32,246207.93,6.65
425050.35,11.48,6.31,246442.92,6.66
424902.11,11.48,6.31,246322.52,6.66
424850.38,11.48,6.31,246322.52,6.66
424798.66,11.48,6.31,246322.52,6.66
424578.25,11.48,6.31,246166.25,6.65
424374.12,11.47,6.3,245932.77,6.65
424510.95,11.48,6.31,245931.26,6.65
424881.66,11.49,6.32,247529.65,6.69
424519.22,11.48,6.31,247146.32,6.68
424467.5,11.48,6.31,247152.72,6.69
424829.65,11.5,6.32,247639.64,6.7
423829.65,11.47,6.3,246639.64,6.68
423671.1,11.47,6.3,246482.32,6.67
423619.38,11.47,6.3,246478.64,6.67
423567.65,11.47,6.3,246475.92,6.68
423515.93,11.47,6.3,246626.58,6.68
423464.21,11.47,6.3,246491.32,6.68
423305.66,11.47,6.3,246332.77,6.68
423676.37,11.48,6.31,246332.77,6.68
423676.37,11.48,6.31,246415.24,6.68
423624.65,11.48,6.31,246399.84,6.68
423572.93,11.49,6.31,246399.84,6.68
423709.75,11.49,6.32,246399.84,6.68
423658.03,11.49,6.32,246399.84,6.68
423606.3,11.5,6.32,246400.2,6.69
423243.86,11.49,6.31,246400.2,6.69
423380.69,11.49,6.32,246402.11,6.69
423328.96,11.5,6.32,246401.84,6.69
424465.48,11.53,6.35,247259.78,6.71
424413.76,11.53,6.36,247260.13,6.72
424362.03,11.53,6.36,247414.91,6.72
424498.86,11.54,6.36,247415.09,6.72
424635.68,11.54,6.37,247424.89,6.73
424772.51,11.55,6.38,248209.55,6.75
424720.79,11.55,6.38,248185.42,6.75
424669.06,11.55,6.38,248054.32,6.75
424617.34,11.55,6.38,248054.32,6.75
424565.61,11.56,6.38,248054.32,6.75
424513.89,11.56,6.38,248054.32,6.75
424462.17,11.56,6.39,248191.14,6.76
424410.44,11.56,6.39,248079.76,6.76
424358.72,11.56,6.39,248085.01,6.76
424318.86,11.56,6.39,248083.98,6.76
424267.14,11.57,6.39,248083.98,6.76
424403.97,11.57,6.4,248413.58,6.77
