ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_630f-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_nodes,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_630f-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_630f-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-used_gpu_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_630f-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-total_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_630f-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-arrived_gpu_milli
725,2308,2057610,6212,2057610
725,2308,2058420,6212,2058420
725,2308,2059420,6212,2059420
725,2308,2060420,6212,2060420
725,2308,2062420,6212,2062420
725,2308,2063420,6212,2063420
725,2308,2064420,6212,2064420
725,2308,2065420,6212,2065420
725,2308,2065640,6212,2065640
726,2316,2069640,6212,2069640
727,2324,2070640,6212,2070640
727,2324,2071640,6212,2071640
727,2324,2072100,6212,2072100
727,2324,2073100,6212,2073100
727,2324,2074100,6212,2074100
727,2324,2075100,6212,2075100
727,2324,2076100,6212,2076100
727,2324,2077100,6212,2077100
727,2324,2077570,6212,2077570
728,2332,2078570,6212,2078570
728,2332,2079570,6212,2079570
728,2332,2080570,6212,2080570
728,2332,2081040,6212,2081040
728,2332,2082040,6212,2082040
728,2332,2083040,6212,2083040
728,2332,2083850,6212,2083850
728,2332,2084850,6212,2084850
728,2332,2085320,6212,2085320
728,2332,2086320,6212,2086320
728,2332,2087320,6212,2087320
728,2332,2087970,6212,2087970
728,2332,2088440,6212,2088440
728,2332,2089440,6212,2089440
728,2332,2090440,6212,2090440
729,2340,2091440,6212,2091440
729,2340,2092440,6212,2092440
729,2340,2092440,6212,2092440
729,2340,2093440,6212,2093440
729,2340,2094440,6212,2094440
729,2340,2094670,6212,2094670
730,2348,2095320,6212,2095320
730,2348,2096320,6212,2096320
730,2348,2097130,6212,2097130
730,2348,2097360,6212,2097360
730,2348,2097830,6212,2097830
730,2348,2098830,6212,2098830
730,2348,2099640,6212,2099640
730,2348,2100450,6212,2100450
730,2348,2100820,6212,2100820
730,2348,2101290,6212,2101290
730,2348,2102290,6212,2102290
730,2348,2103290,6212,2103290
731,2356,2104290,6212,2104290
731,2356,2104750,6212,2104750
731,2356,2105220,6212,2105220
731,2356,2106030,6212,2106030
731,2356,2106350,6212,2106350
731,2356,2106580,6212,2106580
732,2364,2107050,6212,2107050
732,2364,2108050,6212,2108050
732,2364,2108520,6212,2108520
732,2364,2109520,6212,2109520
732,2364,2110520,6212,2110520
732,2364,2110990,6212,2110990
732,2364,2110990,6212,2110990
732,2364,2111990,6212,2111990
732,2364,2112990,6212,2112990
732,2364,2113800,6212,2113800
733,2372,2114800,6212,2114800
733,2372,2115800,6212,2115800
733,2372,2116800,6212,2116800
733,2372,2117800,6212,2117800
733,2372,2118260,6212,2118260
734,2380,2126260,6212,2126260
734,2380,2126730,6212,2126730
734,2380,2127730,6212,2127730
734,2380,2128730,6212,2128730
734,2380,2129730,6212,2129730
734,2380,2129730,6212,2129730
734,2380,2130730,6212,2130730
735,2388,2131730,6212,2131730
735,2388,2132730,6212,2132730
735,2388,2133730,6212,2133730
735,2388,2134730,6212,2134730
735,2388,2135730,6212,2135730
735,2388,2136200,6212,2136200
735,2388,2137200,6212,2137200
736,2396,2138200,6212,2138200
736,2396,2139010,6212,2139010
736,2396,2139820,6212,2139820
736,2396,2140820,6212,2140820
736,2396,2141820,6212,2141820
736,2396,2141820,6212,2141820
736,2396,2142290,6212,2142290
736,2396,2143290,6212,2143290
736,2396,2143880,6212,2143880
736,2396,2144200,6212,2144200
736,2396,2144340,6212,2144340
736,2396,2144810,6212,2144810
737,2404,2145620,6212,2145620
737,2404,2146620,6212,2146620
737,2404,2147430,6212,2147430
737,2404,2148430,6212,2148430
737,2404,2148890,6212,2148890
737,2404,2149210,6212,2149210
737,2404,2150020,6212,2150020
737,2404,2150490,6212,2150490
737,2404,2151040,6212,2151040
737,2404,2152040,6212,2152040
737,2404,2152630,6212,2152630
737,2404,2153630,6212,2153630
737,2404,2154630,6212,2154630
737,2404,2155440,6212,2155440
738,2412,2156440,6212,2156440
739,2420,2157250,6212,2157250
739,2420,2157720,6212,2157720
739,2420,2158530,6212,2158530
739,2420,2159000,6212,2159000
739,2420,2160000,6212,2160000
739,2420,2160810,6212,2160810
739,2420,2161620,6212,2161620
739,2420,2162620,6212,2162620
739,2420,2163620,6212,2163620
739,2420,2164090,6212,2164090
739,2420,2165090,6212,2165090
739,2420,2166090,6212,2166090
739,2420,2167090,6212,2167090
739,2420,2167250,6212,2167250
739,2420,2168250,6212,2168250
739,2420,2169250,6212,2169250
739,2420,2170060,6212,2170060
740,2428,2171060,6212,2171060
740,2428,2171650,6212,2171650
740,2428,2172650,6212,2172650
740,2428,2173650,6212,2173650
740,2428,2174650,6212,2174650
740,2428,2175650,6212,2175650
740,2428,2176650,6212,2176650
740,2428,2177460,6212,2177460
740,2428,2177830,6212,2177830
740,2428,2177830,6212,2177830
741,2436,2178640,6212,2178640
741,2436,2179640,6212,2179640
741,2436,2180640,6212,2180640
742,2444,2181640,6212,2181640
742,2444,2182640,6212,2182640
742,2444,2182800,6212,2182800
742,2444,2183800,6212,2183800
742,2444,2184800,6212,2184800
742,2444,2185610,6212,2185610
742,2444,2186420,6212,2186420
742,2444,2186890,6212,2186890
742,2444,2187890,6212,2187890
742,2444,2188890,6212,2188890
742,2444,2189360,6212,2189360
742,2444,2189830,6212,2189830
742,2444,2190830,6212,2190830
742,2444,2191830,6212,2191830
743,2452,2192830,6212,2192830
743,2452,2193300,6212,2193300
743,2452,2194300,6212,2194300
743,2452,2195300,6212,2195300
743,2452,2196300,6212,2196300
743,2452,2197300,6212,2197300
743,2452,2197300,6212,2197300
743,2452,2198300,6212,2198300
743,2452,2199300,6212,2199300
743,2452,2200300,6212,2200300
743,2452,2201110,6212,2201110
743,2452,2201760,6212,2201760
744,2460,2202760,6212,2202760
744,2460,2203760,6212,2203760
744,2460,2203760,6212,2203760
744,2460,2204080,6212,2204080
744,2460,2204300,6212,2204300
744,2460,2204770,6212,2204770
744,2460,2205770,6212,2205770
744,2460,2206770,6212,2206770
744,2460,2207040,6212,2207040
744,2460,2208040,6212,2208040
744,2460,2209040,6212,2209040
744,2460,2210040,6212,2210040
744,2460,2211040,6212,2211040
745,2468,2212040,6212,2212040
745,2468,2212040,6212,2212040
745,2468,2212200,6212,2212200
745,2468,2212670,6212,2212670
745,2468,2212990,6212,2212990
745,2468,2213990,6212,2213990
745,2468,2214310,6212,2214310
746,2476,2214860,6212,2214860
746,2476,2215860,6212,2215860
746,2476,2216860,6212,2216860
746,2476,2217860,6212,2217860
746,2476,2218510,6212,2218510
746,2476,2219320,6212,2219320
746,2476,2220320,6212,2220320
746,2476,2221320,6212,2221320
746,2476,2222320,6212,2222320
746,2476,2222320,6212,2222320
747,2484,2223320,6212,2223320
747,2484,2224320,6212,2224320
747,2484,2225320,6212,2225320
747,2484,2226320,6212,2226320
747,2484,2227320,6212,2227320
747,2484,2228320,6212,2228320
747,2484,2229320,6212,2229320
747,2484,2230320,6212,2230320
747,2484,2231320,6212,2231320
748,2492,2232320,6212,2232320
748,2492,2233130,6212,2233130
748,2492,2234130,6212,2234130
748,2492,2234290,6212,2234290
748,2492,2235290,6212,2235290
748,2492,2236290,6212,2236290
748,2492,2237290,6212,2237290
748,2492,2237760,6212,2237760
748,2492,2238570,6212,2238570
748,2492,2239570,6212,2239570
748,2492,2240040,6212,2240040
748,2492,2241040,6212,2241040
748,2492,2241690,6212,2241690
749,2500,2242690,6212,2242690
749,2500,2243690,6212,2243690
749,2500,2244690,6212,2244690
749,2500,2245500,6212,2245500
749,2500,2246500,6212,2246500
749,2500,2247500,6212,2247500
750,2508,2248310,6212,2248310
750,2508,2249310,6212,2249310
750,2508,2249630,6212,2249630
750,2508,2250280,6212,2250280
750,2508,2251090,6212,2251090
750,2508,2252090,6212,2252090
750,2508,2252410,6212,2252410
750,2508,2253410,6212,2253410
751,2516,2254410,6212,2254410
751,2516,2255220,6212,2255220
751,2516,2256220,6212,2256220
751,2516,2257030,6212,2257030
751,2516,2258030,6212,2258030
751,2516,2259030,6212,2259030
751,2516,2260030,6212,2260030
751,2516,2260190,6212,2260190
751,2516,2261190,6212,2261190
751,2516,2262000,6212,2262000
751,2516,2262470,6212,2262470
751,2516,2262930,6212,2262930
751,2516,2263160,6212,2263160
751,2516,2264160,6212,2264160
751,2516,2264630,6212,2264630
752,2524,2265630,6212,2265630
752,2524,2266630,6212,2266630
753,2532,2267280,6212,2267280
753,2532,2268280,6212,2268280
753,2532,2272280,6212,2272280
753,2532,2273090,6212,2273090
753,2532,2274090,6212,2274090
753,2532,2275090,6212,2275090
753,2532,2275740,6212,2275740
753,2532,2276550,6212,2276550
753,2532,2277550,6212,2277550
753,2532,2278020,6212,2278020
753,2532,2279020,6212,2279020
754,2540,2280020,6212,2280020
754,2540,2280610,6212,2280610
754,2540,2281420,6212,2281420
754,2540,2282420,6212,2282420
754,2540,2283420,6212,2283420
754,2540,2284420,6212,2284420
754,2540,2285420,6212,2285420
754,2540,2286420,6212,2286420
754,2540,2287420,6212,2287420
754,2540,2288420,6212,2288420
755,2548,2289420,6212,2289420
755,2548,2290420,6212,2290420
755,2548,2291420,6212,2291420
755,2548,2292420,6212,2292420
755,2548,2293420,6212,2293420
755,2548,2294420,6212,2294420
755,2548,2295420,6212,2295420
755,2548,2296230,6212,2296230
755,2548,2297040,6212,2297040
756,2556,2297630,6212,2297630
756,2556,2297950,6212,2297950
757,2564,2298950,6212,2298950
757,2564,2299950,6212,2299950
757,2564,2300420,6212,2300420
757,2564,2301420,6212,2301420
757,2564,2302230,6212,2302230
757,2564,2303040,6212,2303040
757,2564,2304040,6212,2304040
757,2564,2304690,6212,2304690
757,2564,2305690,6212,2305690
757,2564,2306160,6212,2306160
757,2564,2306630,6212,2306630
757,2564,2307630,6212,2307630
757,2564,2308630,6212,2308630
757,2564,2309630,6212,2309630
757,2564,2310630,6212,2310630
757,2564,2311100,6212,2311100
757,2564,2312100,6212,2312100
757,2564,2312570,6212,2312570
758,2572,2313570,6212,2313570
758,2572,2314570,6212,2314570
758,2572,2315570,6212,2315570
758,2572,2316570,6212,2316570
758,2572,2317220,6212,2317220
758,2572,2318220,6212,2318220
758,2572,2319220,6212,2319220
758,2572,2320220,6212,2320220
759,2580,2321030,6212,2321030
759,2580,2321840,6212,2321840
759,2580,2321840,6212,2321840
759,2580,2322160,6212,2322160
759,2580,2322810,6212,2322810
760,2588,2323810,6212,2323810
760,2588,2323810,6212,2323810
760,2588,2324280,6212,2324280
760,2588,2325280,6212,2325280
760,2588,2325740,6212,2325740
760,2588,2326740,6212,2326740
760,2588,2326970,6212,2326970
760,2588,2327970,6212,2327970
760,2588,2328200,6212,2328200
760,2588,2329200,6212,2329200
760,2588,2330010,6212,2330010
760,2588,2330010,6212,2330010
760,2588,2330480,6212,2330480
760,2588,2331480,6212,2331480
760,2588,2332480,6212,2332480
760,2588,2333290,6212,2333290
760,2588,2334290,6212,2334290
760,2588,2335100,6212,2335100
760,2588,2335470,6212,2335470
760,2588,2335930,6212,2335930
761,2596,2336930,6212,2336930
761,2596,2337930,6212,2337930
761,2596,2338250,6212,2338250
761,2596,2339250,6212,2339250
761,2596,2339720,6212,2339720
762,2604,2340530,6212,2340530
762,2604,2341000,6212,2341000
762,2604,2341470,6212,2341470
762,2604,2341470,6212,2341470
762,2604,2341940,6212,2341940
762,2604,2342940,6212,2342940
762,2604,2342940,6212,2342940
762,2604,2343750,6212,2343750
762,2604,2344400,6212,2344400
762,2604,2345050,6212,2345050
762,2604,2345860,6212,2345860
762,2604,2345860,6212,2345860
762,2604,2346860,6212,2346860
762,2604,2347860,6212,2347860
762,2604,2348860,6212,2348860
762,2604,2349860,6212,2349860
762,2604,2350180,6212,2350180
762,2604,2350650,6212,2350650
762,2604,2351460,6212,2351460
762,2604,2352460,6212,2352460
762,2604,2352460,6212,2352460
763,2612,2353270,6212,2353270
764,2620,2354270,6212,2354270
764,2620,2354740,6212,2354740
764,2620,2355550,6212,2355550
764,2620,2356550,6212,2356550
764,2620,2357550,6212,2357550
764,2620,2358550,6212,2358550
764,2620,2359550,6212,2359550
764,2620,2360020,6212,2360020
764,2620,2361020,6212,2361020
764,2620,2362020,6212,2362020
764,2620,2363020,6212,2363020
765,2628,2364020,6212,2364020
765,2628,2364020,6212,2364020
765,2628,2364490,6212,2364490
765,2628,2364490,6212,2364490
765,2628,2365300,6212,2365300
765,2628,2366300,6212,2366300
765,2628,2366620,6212,2366620
765,2628,2367620,6212,2367620
765,2628,2368620,6212,2368620
765,2628,2369620,6212,2369620
765,2628,2370620,6212,2370620
765,2628,2371210,6212,2371210
765,2628,2372210,6212,2372210
765,2628,2372670,6212,2372670
765,2628,2373480,6212,2373480
766,2636,2374480,6212,2374480
766,2636,2375480,6212,2375480
766,2636,2376480,6212,2376480
766,2636,2377480,6212,2377480
766,2636,2377800,6212,2377800
766,2636,2378800,6212,2378800
766,2636,2379800,6212,2379800
766,2636,2380610,6212,2380610
766,2636,2381610,6212,2381610
767,2644,2382610,6212,2382610
768,2652,2383080,6212,2383080
768,2652,2383400,6212,2383400
768,2652,2384400,6212,2384400
768,2652,2385210,6212,2385210
768,2652,2385680,6212,2385680
768,2652,2386270,6212,2386270
768,2652,2386500,6212,2386500
768,2652,2387310,6212,2387310
768,2652,2388310,6212,2388310
768,2652,2389310,6212,2389310
768,2652,2389310,6212,2389310
768,2652,2389960,6212,2389960
768,2652,2390430,6212,2390430
768,2652,2391430,6212,2391430
768,2652,2391900,6212,2391900
768,2652,2392360,6212,2392360
768,2652,2393360,6212,2393360
768,2652,2394170,6212,2394170
768,2652,2394330,6212,2394330
769,2660,2394800,6212,2394800
769,2660,2395800,6212,2395800
769,2660,2396800,6212,2396800
769,2660,2396800,6212,2396800
770,2668,2397800,6212,2397800
770,2668,2398800,6212,2398800
770,2668,2399800,6212,2399800
770,2668,2400390,6212,2400390
770,2668,2400860,6212,2400860
770,2668,2400860,6212,2400860
770,2668,2400860,6212,2400860
770,2668,2401330,6212,2401330
770,2668,2401490,6212,2401490
770,2668,2402490,6212,2402490
770,2668,2403490,6212,2403490
770,2668,2404490,6212,2404490
770,2668,2405490,6212,2405490
770,2668,2406490,6212,2406490
770,2668,2406950,6212,2406950
770,2668,2407270,6212,2407270
771,2676,2408270,6212,2408270
771,2676,2409080,6212,2409080
771,2676,2409300,6212,2409300
771,2676,2410300,6212,2410300
771,2676,2411110,6212,2411110
771,2676,2412110,6212,2412110
771,2676,2413110,6212,2413110
771,2676,2414110,6212,2414110
771,2676,2415110,6212,2415110
771,2676,2416110,6212,2416110
771,2676,2416110,6212,2416110
771,2676,2417110,6212,2417110
771,2676,2417430,6212,2417430
771,2676,2417660,6212,2417660
771,2676,2418470,6212,2418470
771,2676,2418790,6212,2418790
771,2676,2419600,6212,2419600
772,2684,2419830,6212,2419830
772,2684,2420640,6212,2420640
772,2684,2421450,6212,2421450
772,2684,2421770,6212,2421770
772,2684,2422770,6212,2422770
772,2684,2423770,6212,2423770
773,2692,2424770,6212,2424770
773,2692,2425770,6212,2425770
773,2692,2426240,6212,2426240
773,2692,2427240,6212,2427240
773,2692,2428240,6212,2428240
773,2692,2429050,6212,2429050
773,2692,2430050,6212,2430050
773,2692,2430400,6212,2430400
773,2692,2431400,6212,2431400
773,2692,2432210,6212,2432210
773,2692,2433020,6212,2433020
773,2692,2433830,6212,2433830
773,2692,2434300,6212,2434300
773,2692,2435300,6212,2435300
773,2692,2435300,6212,2435300
774,2700,2436300,6212,2436300
774,2700,2437300,6212,2437300
774,2700,2438300,6212,2438300
774,2700,2439300,6212,2439300
774,2700,2440300,6212,2440300
775,2708,2441110,6212,2441110
775,2708,2442110,6212,2442110
775,2708,2442920,6212,2442920
775,2708,2443920,6212,2443920
775,2708,2444920,6212,2444920
775,2708,2446920,6212,2446920
775,2708,2447920,6212,2447920
775,2708,2448080,6212,2448080
776,2716,2449080,6212,2449080
776,2716,2450080,6212,2450080
776,2716,2451080,6212,2451080
776,2716,2452080,6212,2452080
776,2716,2453080,6212,2453080
776,2716,2454080,6212,2454080
777,2724,2455080,6212,2455080
777,2724,2456080,6212,2456080
777,2724,2457080,6212,2457080
777,2724,2458080,6212,2458080
777,2724,2458550,6212,2458550
777,2724,2459550,6212,2459550
777,2724,2460360,6212,2460360
777,2724,2460680,6212,2460680
777,2724,2461150,6212,2461150
777,2724,2461620,6212,2461620
777,2724,2462620,6212,2462620
777,2724,2463620,6212,2463620
777,2724,2464430,6212,2464430
777,2724,2465430,6212,2465430
777,2724,2466430,6212,2466430
778,2732,2467430,6212,2467430
778,2732,2467800,6212,2467800
778,2732,2468800,6212,2468800
778,2732,2469800,6212,2469800
778,2732,2470800,6212,2470800
778,2732,2470800,6212,2470800
778,2732,2471800,6212,2471800
778,2732,2472800,6212,2472800
778,2732,2473020,6212,2473020
778,2732,2474020,6212,2474020
778,2732,2475020,6212,2475020
779,2740,2476020,6212,2476020
779,2740,2477020,6212,2477020
779,2740,2478020,6212,2478020
779,2740,2478490,6212,2478490
779,2740,2479490,6212,2479490
779,2740,2480490,6212,2480490
779,2740,2481490,6212,2481490
779,2740,2482490,6212,2482490
779,2740,2482490,6212,2482490
779,2740,2483300,6212,2483300
779,2740,2484300,6212,2484300
780,2748,2485300,6212,2485300
781,2756,2485770,6212,2485770
781,2756,2486770,6212,2486770
781,2756,2487240,6212,2487240
781,2756,2488240,6212,2488240
781,2756,2488240,6212,2488240
781,2756,2488240,6212,2488240
781,2756,2488700,6212,2488700
781,2756,2489700,6212,2489700
781,2756,2490700,6212,2490700
781,2756,2491510,6212,2491510
781,2756,2492510,6212,2492510
781,2756,2492980,6212,2492980
781,2756,2493440,6212,2493440
781,2756,2494250,6212,2494250
781,2756,2495250,6212,2495250
781,2756,2495570,6212,2495570
781,2756,2496570,6212,2496570
782,2764,2497570,6212,2497570
782,2764,2498570,6212,2498570
782,2764,2499030,6212,2499030
782,2764,2499190,6212,2499190
782,2764,2500190,6212,2500190
782,2764,2500420,6212,2500420
782,2764,2501420,6212,2501420
782,2764,2501890,6212,2501890
782,2764,2502890,6212,2502890
782,2764,2503700,6212,2503700
783,2772,2504350,6212,2504350
783,2772,2504900,6212,2504900
783,2772,2505490,6212,2505490
783,2772,2505950,6212,2505950
783,2772,2506420,6212,2506420
783,2772,2507230,6212,2507230
783,2772,2508230,6212,2508230
783,2772,2509230,6212,2509230
783,2772,2509700,6212,2509700
783,2772,2510700,6212,2510700
784,2780,2511700,6212,2511700
784,2780,2512700,6212,2512700
784,2780,2512930,6212,2512930
784,2780,2513160,6212,2513160
784,2780,2513970,6212,2513970
784,2780,2514440,6212,2514440
784,2780,2514910,6212,2514910
784,2780,2515910,6212,2515910
784,2780,2516460,6212,2516460
784,2780,2517460,6212,2517460
784,2780,2517620,6212,2517620
784,2780,2518620,6212,2518620
784,2780,2519620,6212,2519620
784,2780,2520620,6212,2520620
784,2780,2521620,6212,2521620
784,2780,2521780,6212,2521780
785,2788,2522250,6212,2522250
785,2788,2522250,6212,2522250
785,2788,2523250,6212,2523250
786,2796,2524250,6212,2524250
786,2796,2525060,6212,2525060
786,2796,2526060,6212,2526060
786,2796,2527060,6212,2527060
786,2796,2527530,6212,2527530
786,2796,2528340,6212,2528340
786,2796,2529340,6212,2529340
786,2796,2529340,6212,2529340
786,2796,2530340,6212,2530340
786,2796,2531340,6212,2531340
786,2796,2532150,6212,2532150
786,2796,2532960,6212,2532960
786,2796,2533770,6212,2533770
786,2796,2534770,6212,2534770
786,2796,2535770,6212,2535770
787,2804,2536770,6212,2536770
787,2804,2537770,6212,2537770
787,2804,2538770,6212,2538770
787,2804,2539770,6212,2539770
787,2804,2540770,6212,2540770
787,2804,2541770,6212,2541770
787,2804,2542770,6212,2542770
788,2812,2543770,6212,2543770
788,2812,2544580,6212,2544580
788,2812,2545390,6212,2545390
789,2820,2546200,6212,2546200
789,2820,2547010,6212,2547010
789,2820,2547010,6212,2547010
789,2820,2547820,6212,2547820
789,2820,2548290,6212,2548290
789,2820,2549100,6212,2549100
789,2820,2550100,6212,2550100
789,2820,2550910,6212,2550910
789,2820,2551910,6212,2551910
789,2820,2552910,6212,2552910
789,2820,2553910,6212,2553910
789,2820,2554720,6212,2554720
789,2820,2555720,6212,2555720
789,2820,2556720,6212,2556720
789,2820,2557530,6212,2557530
790,2828,2558180,6212,2558180
790,2828,2558990,6212,2558990
790,2828,2559580,6212,2559580
790,2828,2559800,6212,2559800
791,2836,2560800,6212,2560800
791,2836,2560800,6212,2560800
791,2836,2561800,6212,2561800
791,2836,2562800,6212,2562800
791,2836,2563610,6212,2563610
791,2836,2563610,6212,2563610
791,2836,2563610,6212,2563610
791,2836,2564610,6212,2564610
791,2836,2565610,6212,2565610
791,2836,2565840,6212,2565840
791,2836,2566070,6212,2566070
791,2836,2566540,6212,2566540
791,2836,2567540,6212,2567540
791,2836,2567540,6212,2567540
791,2836,2567540,6212,2567540
791,2836,2568540,6212,2568540
791,2836,2569540,6212,2569540
791,2836,2570540,6212,2570540
791,2836,2570540,6212,2570540
791,2836,2571350,6212,2571350
792,2844,2572350,6212,2572350
792,2844,2573350,6212,2573350
792,2844,2573820,6212,2573820
792,2844,2574290,6212,2574290
792,2844,2575100,6212,2575100
792,2844,2575100,6212,2575100
793,2852,2575690,6212,2575690
793,2852,2576690,6212,2576690
793,2852,2576690,6212,2576690
793,2852,2577690,6212,2577690
793,2852,2578690,6212,2578690
793,2852,2579690,6212,2579690
793,2852,2580160,6212,2580160
793,2852,2580480,6212,2580480
794,2860,2581480,6212,2581480
794,2860,2582290,6212,2582290
794,2860,2583290,6212,2583290
794,2860,2584290,6212,2584290
794,2860,2585290,6212,2585290
794,2860,2586290,6212,2586290
794,2860,2587290,6212,2587290
794,2860,2588290,6212,2588290
794,2860,2588940,6212,2588940
794,2860,2589940,6212,2589940
794,2860,2590590,6212,2590590
794,2860,2590820,6212,2590820
794,2860,2591290,6212,2591290
794,2860,2592290,6212,2592290
794,2860,2593100,6212,2593100
794,2860,2593570,6212,2593570
795,2868,2594570,6212,2594570
795,2868,2595570,6212,2595570
795,2868,2595790,6212,2595790
795,2868,2596790,6212,2596790
795,2868,2597260,6212,2597260
795,2868,2597730,6212,2597730
795,2868,2598730,6212,2598730
795,2868,2599730,6212,2599730
795,2868,2599960,6212,2599960
795,2868,2600770,6212,2600770
795,2868,2601770,6212,2601770
795,2868,2602770,6212,2602770
796,2876,2603580,6212,2603580
796,2876,2604580,6212,2604580
796,2876,2605390,6212,2605390
796,2876,2605620,6212,2605620
796,2876,2606270,6212,2606270
797,2884,2607270,6212,2607270
797,2884,2607820,6212,2607820
797,2884,2608630,6212,2608630
797,2884,2609630,6212,2609630
797,2884,2610440,6212,2610440
797,2884,2611440,6212,2611440
797,2884,2612440,6212,2612440
797,2884,2613250,6212,2613250
797,2884,2614250,6212,2614250
797,2884,2615250,6212,2615250
797,2884,2616060,6212,2616060
797,2884,2617060,6212,2617060
797,2884,2618060,6212,2618060
798,2892,2618870,6212,2618870
798,2892,2619190,6212,2619190
799,2900,2620190,6212,2620190
799,2900,2621000,6212,2621000
799,2900,2622000,6212,2622000
799,2900,2622220,6212,2622220
799,2900,2623220,6212,2623220
799,2900,2624030,6212,2624030
799,2900,2625030,6212,2625030
799,2900,2625840,6212,2625840
799,2900,2626490,6212,2626490
799,2900,2627490,6212,2627490
799,2900,2627810,6212,2627810
799,2900,2628810,6212,2628810
799,2900,2629810,6212,2629810
799,2900,2630810,6212,2630810
799,2900,2631460,6212,2631460
799,2900,2631930,6212,2631930
799,2900,2632400,6212,2632400
799,2900,2632870,6212,2632870
800,2908,2633870,6212,2633870
800,2908,2634870,6212,2634870
800,2908,2635340,6212,2635340
800,2908,2636340,6212,2636340
801,2916,2637150,6212,2637150
801,2916,2638150,6212,2638150
801,2916,2638960,6212,2638960
801,2916,2639770,6212,2639770
801,2916,2640770,6212,2640770
801,2916,2641000,6212,2641000
801,2916,2642000,6212,2642000
801,2916,2642810,6212,2642810
801,2916,2643280,6212,2643280
801,2916,2643600,6212,2643600
801,2916,2644410,6212,2644410
801,2916,2645410,6212,2645410
802,2924,2646410,6212,2646410
802,2924,2646410,6212,2646410
802,2924,2646640,6212,2646640
802,2924,2647640,6212,2647640
802,2924,2648640,6212,2648640
802,2924,2649640,6212,2649640
802,2924,2650640,6212,2650640
802,2924,2651290,6212,2651290
802,2924,2651510,6212,2651510
802,2924,2651980,6212,2651980
802,2924,2652980,6212,2652980
802,2924,2653980,6212,2653980
802,2924,2654980,6212,2654980
802,2924,2655790,6212,2655790
803,2932,2656260,6212,2656260
803,2932,2657070,6212,2657070
803,2932,2657880,6212,2657880
803,2932,2658690,6212,2658690
804,2940,2659690,6212,2659690
804,2940,2660690,6212,2660690
804,2940,2661690,6212,2661690
804,2940,2662690,6212,2662690
804,2940,2663690,6212,2663690
804,2940,2664690,6212,2664690
804,2940,2665690,6212,2665690
804,2940,2666160,6212,2666160
804,2940,2667160,6212,2667160
805,2948,2668160,6212,2668160
805,2948,2669160,6212,2669160
805,2948,2670160,6212,2670160
805,2948,2670970,6212,2670970
806,2956,2678970,6212,2678970
806,2956,2679970,6212,2679970
806,2956,2680970,6212,2680970
806,2956,2681780,6212,2681780
806,2956,2682330,6212,2682330
806,2956,2683330,6212,2683330
806,2956,2684330,6212,2684330
807,2964,2685330,6212,2685330
807,2964,2686330,6212,2686330
807,2964,2686800,6212,2686800
808,2972,2687610,6212,2687610
808,2972,2688610,6212,2688610
808,2972,2689610,6212,2689610
808,2972,2690610,6212,2690610
808,2972,2691610,6212,2691610
808,2972,2692070,6212,2692070
808,2972,2693070,6212,2693070
808,2972,2693540,6212,2693540
808,2972,2694540,6212,2694540
808,2972,2695540,6212,2695540
809,2980,2696540,6212,2696540
809,2980,2697540,6212,2697540
809,2980,2698130,6212,2698130
809,2980,2698600,6212,2698600
809,2980,2699600,6212,2699600
809,2980,2700070,6212,2700070
809,2980,2701070,6212,2701070
809,2980,2702070,6212,2702070
809,2980,2703070,6212,2703070
809,2980,2704070,6212,2704070
809,2980,2705070,6212,2705070
809,2980,2705720,6212,2705720
810,2988,2706720,6212,2706720
810,2988,2707720,6212,2707720
810,2988,2708720,6212,2708720
810,2988,2709720,6212,2709720
811,2996,2710720,6212,2710720
811,2996,2711720,6212,2711720
811,2996,2712720,6212,2712720
811,2996,2713530,6212,2713530
811,2996,2714180,6212,2714180
811,2996,2715180,6212,2715180
811,2996,2716180,6212,2716180
811,2996,2716990,6212,2716990
812,3004,2717800,6212,2717800
812,3004,2718800,6212,2718800
812,3004,2719800,6212,2719800
812,3004,2720450,6212,2720450
812,3004,2721450,6212,2721450
813,3012,2722450,6212,2722450
813,3012,2723450,6212,2723450
813,3012,2723560,6212,2723560
813,3012,2724560,6212,2724560
813,3012,2725560,6212,2725560
813,3012,2726560,6212,2726560
813,3012,2727560,6212,2727560
813,3012,2728560,6212,2728560
813,3012,2729560,6212,2729560
813,3012,2730030,6212,2730030
813,3012,2730500,6212,2730500
813,3012,2731150,6212,2731150
814,3020,2732150,6212,2732150
814,3020,2733150,6212,2733150
814,3020,2733150,6212,2733150
814,3020,2734150,6212,2734150
814,3020,2734960,6212,2734960
814,3020,2735960,6212,2735960
814,3020,2736960,6212,2736960
814,3020,2737960,6212,2737960
