ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a3e1-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a3e1-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_ratio,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a3e1-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_q124,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a3e1-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a3e1-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_ratio
958839.93,23.1,10.84,669519.94,16.13
958615.66,23.1,10.84,669342.21,16.13
958884.42,23.12,10.85,669299.95,16.14
959153.17,23.13,10.86,669347.92,16.14
959421.93,23.14,10.88,669414.82,16.15
959238.19,23.14,10.88,670094.65,16.17
960031.22,23.17,10.9,670310.03,16.17
959711.59,23.17,10.9,670229.24,16.18
959980.35,23.18,10.92,670277.21,16.19
959879.54,23.18,10.92,669875.6,16.18
959844.07,23.19,10.92,670039.45,16.19
959844.07,23.19,10.92,669929.88,16.18
960112.83,23.2,10.94,669996.78,16.19
960381.59,23.21,10.95,670102.01,16.2
960190.53,23.21,10.95,670087.82,16.2
960006.79,23.21,10.95,670404.25,16.21
958989.37,23.24,10.97,669592.84,16.22
958877.41,23.24,10.97,669731.02,16.23
958841.94,23.24,10.98,669760.18,16.23
959704.34,23.26,11.0,670261.62,16.25
959491.33,23.26,11.0,669718.63,16.24
959629.02,23.27,11.01,669596.74,16.24
959897.77,23.28,11.02,669567.0,16.24
959482.44,23.28,11.02,669205.71,16.24
959567.46,23.3,11.03,669003.47,16.24
959605.09,23.3,11.03,669740.73,16.26
959421.35,23.3,11.03,669200.18,16.25
959275.24,23.3,11.04,669069.63,16.25
959091.5,23.3,11.04,668625.35,16.25
958809.04,23.32,11.05,668241.74,16.25
958625.3,23.32,11.06,667826.3,16.25
958655.45,23.33,11.06,668259.67,16.26
958543.49,23.33,11.06,668128.55,16.26
958548.56,23.33,11.07,667843.99,16.26
958741.82,23.34,11.07,667523.04,16.25
958911.91,23.35,11.08,668041.93,16.26
959271.25,23.36,11.09,668431.31,16.28
959046.97,23.36,11.09,668294.96,16.28
958855.92,23.36,11.09,668321.31,16.28
958664.86,23.36,11.09,668065.96,16.28
957647.44,23.38,11.12,667254.56,16.29
957456.38,23.38,11.12,667069.87,16.29
957786.02,23.39,11.13,667575.88,16.3
957602.28,23.39,11.13,667222.05,16.3
957871.04,23.41,11.14,667199.84,16.3
958862.39,23.43,11.16,667971.92,16.32
958678.65,23.43,11.17,667655.72,16.32
958936.52,23.44,11.17,667306.6,16.31
958941.59,23.44,11.18,667037.76,16.31
958278.4,23.45,11.19,666481.99,16.31
958547.16,23.46,11.2,666587.22,16.32
958394.78,23.47,11.2,666940.39,16.33
957936.08,23.46,11.19,666377.54,16.32
957711.81,23.46,11.19,666157.92,16.32
957716.88,23.46,11.2,665901.95,16.31
957533.14,23.47,11.2,665627.61,16.31
957005.85,23.46,11.2,664550.68,16.29
957037.2,23.46,11.2,665253.49,16.31
956847.19,23.47,11.2,665937.76,16.33
956663.45,23.47,11.2,665874.92,16.33
956663.45,23.47,11.2,665385.93,16.32
956295.97,23.47,11.2,664840.73,16.32
957014.67,23.49,11.22,664839.61,16.32
957383.9,23.5,11.23,664666.38,16.31
957246.85,23.5,11.24,664350.16,16.31
957039.19,23.5,11.24,664074.21,16.31
957209.25,23.51,11.25,663350.36,16.29
956702.99,23.5,11.24,663223.28,16.29
956478.71,23.5,11.24,663382.02,16.3
956287.66,23.5,11.24,663118.19,16.3
956192.81,23.5,11.24,663072.84,16.3
955968.54,23.5,11.24,662886.43,16.3
955672.84,23.51,11.24,662396.53,16.29
955489.1,23.51,11.24,662047.76,16.29
954825.91,23.51,11.25,661297.19,16.29
954830.98,23.52,11.25,661019.69,16.28
954647.24,23.52,11.26,660565.78,16.27
954785.97,23.53,11.26,662037.04,16.31
954923.65,23.53,11.27,661931.34,16.31
954739.91,23.54,11.27,661540.5,16.31
954506.99,23.53,11.27,661301.84,16.3
954211.29,23.54,11.27,661179.49,16.31
954020.23,23.54,11.27,661004.6,16.31
953861.58,23.54,11.27,660801.04,16.31
953982.65,23.55,11.28,661388.98,16.32
954272.55,23.56,11.29,661821.35,16.34
954498.21,23.56,11.3,662171.4,16.35
954756.08,23.57,11.31,662452.5,16.36
954565.02,23.57,11.31,662277.61,16.36
954602.65,23.57,11.31,662365.33,16.36
954411.6,23.58,11.31,662204.59,16.36
955216.61,23.6,11.33,662285.38,16.36
955032.87,23.6,11.33,661867.63,16.35
955037.94,23.6,11.34,661592.93,16.35
955306.7,23.62,11.35,661659.84,16.36
955122.96,23.62,11.35,661833.16,16.37
955380.82,23.63,11.36,661597.53,16.36
955199.52,23.63,11.36,661356.77,16.36
955008.47,23.63,11.36,661104.85,16.36
955718.83,23.65,11.38,661207.57,16.36
955436.37,23.67,11.4,660823.96,16.37
955574.05,23.67,11.41,660718.26,16.37
955555.19,23.68,11.41,660927.72,16.38
955531.11,23.68,11.42,660421.8,16.37
955306.84,23.68,11.42,660198.46,16.37
956017.2,23.7,11.44,660304.02,16.37
955833.46,23.7,11.44,659968.65,16.37
955475.27,23.7,11.43,659643.41,16.36
955711.85,23.71,11.44,659921.27,16.37
955980.6,23.72,11.45,660026.51,16.38
956332.08,23.73,11.46,660451.91,16.39
956477.08,23.74,11.47,660861.85,16.4
956269.41,23.74,11.47,660648.73,16.4
956124.7,23.74,11.47,660143.06,16.39
956382.56,23.75,11.48,660703.05,16.41
956712.2,23.76,11.49,660575.37,16.41
956528.46,23.76,11.5,660139.28,16.4
956337.41,23.76,11.5,660191.63,16.4
955796.75,23.75,11.49,659598.63,16.39
955605.69,23.75,11.49,659423.74,16.39
955894.91,23.76,11.5,660189.56,16.41
956152.78,23.77,11.51,659760.48,16.4
956117.31,23.78,11.51,659924.33,16.41
955893.04,23.78,11.51,659747.73,16.41
955709.3,23.78,11.51,658984.81,16.4
955709.3,23.78,11.51,658984.81,16.4
955634.27,23.78,11.52,658674.21,16.39
955443.21,23.78,11.52,658499.32,16.39
955259.47,23.79,11.52,658057.12,16.39
955264.54,23.79,11.53,657775.53,16.38
955080.8,23.79,11.53,657614.15,16.38
954856.53,23.79,11.53,657508.75,16.38
954665.47,23.79,11.53,657413.39,16.39
954474.41,23.79,11.53,657238.5,16.38
953456.99,23.82,11.55,656427.09,16.4
953500.89,23.82,11.55,657815.62,16.43
953317.15,23.82,11.55,657475.89,16.43
953534.49,23.83,11.56,657666.09,16.43
954007.19,23.85,11.58,657589.17,16.44
953971.73,23.85,11.58,657673.35,16.44
954056.74,23.86,11.6,657471.11,16.45
953865.69,23.86,11.6,657296.22,16.44
953569.98,23.87,11.6,656883.52,16.44
955402.02,23.92,11.65,657352.12,16.46
955177.75,23.92,11.65,657380.96,16.46
955177.75,23.92,11.65,657380.96,16.46
955193.5,23.92,11.66,657169.59,16.46
955281.5,23.93,11.67,657150.44,16.46
955097.76,23.93,11.67,657656.47,16.48
955143.05,23.93,11.67,659025.43,16.51
955143.05,23.93,11.67,658914.19,16.51
954959.31,23.93,11.67,658452.74,16.5
954775.57,23.94,11.67,657941.53,16.49
954782.08,23.94,11.68,657887.25,16.5
954592.07,23.94,11.68,658226.11,16.51
954983.0,23.96,11.69,660692.98,16.57
955531.63,23.97,11.71,660686.46,16.58
954514.21,24.0,11.73,659873.57,16.59
954330.47,24.0,11.73,660226.19,16.6
954330.47,24.0,11.73,659805.58,16.59
954475.47,24.01,11.74,659373.95,16.58
954744.22,24.02,11.75,659668.32,16.59
954560.48,24.02,11.75,659175.36,16.59
954818.35,24.03,11.76,658791.7,16.58
954816.1,24.03,11.77,658732.26,16.58
954780.63,24.04,11.77,658816.44,16.59
954596.89,24.04,11.77,658697.03,16.59
954444.51,24.04,11.78,658143.32,16.58
954260.77,24.04,11.78,657689.41,16.57
954260.77,24.04,11.78,657551.97,16.57
954070.76,24.04,11.78,657122.88,16.56
953689.16,24.04,11.77,656807.39,16.55
953653.69,24.04,11.78,656754.88,16.56
954123.88,24.05,11.79,656287.73,16.55
953940.14,24.06,11.79,656813.34,16.56
953715.86,24.06,11.79,656702.51,16.56
953984.62,24.07,11.8,656701.93,16.57
954045.09,24.08,11.81,656169.94,16.56
954045.09,24.08,11.81,656169.94,16.56
953861.35,24.08,11.81,655817.03,16.55
953861.35,24.08,11.81,655416.66,16.54
952843.93,24.1,11.84,654605.26,16.56
953061.26,24.11,11.84,654974.97,16.57
952836.98,24.11,11.84,655019.54,16.57
953434.48,24.13,11.86,655398.74,16.59
953703.24,24.14,11.88,655503.97,16.59
953390.03,24.14,11.87,655122.97,16.59
952931.33,24.13,11.87,654560.11,16.58
952707.06,24.13,11.87,654383.51,16.58
952707.06,24.13,11.87,654383.51,16.58
952523.32,24.13,11.87,653940.91,16.57
952333.31,24.14,11.87,653595.76,16.56
952662.95,24.15,11.88,653452.4,16.56
952662.95,24.15,11.88,653452.4,16.56
952438.68,24.15,11.88,653275.81,16.56
952987.3,24.16,11.9,653269.29,16.56
951969.88,24.19,11.92,652457.88,16.58
952219.41,24.2,11.93,652566.95,16.58
951839.48,24.19,11.93,652184.84,16.58
951655.74,24.19,11.93,651610.12,16.56
950992.55,24.2,11.94,651432.32,16.58
951349.89,24.21,11.95,651774.3,16.59
951314.43,24.21,11.95,651753.41,16.59
951314.43,24.21,11.95,651411.43,16.58
951314.43,24.21,11.95,651241.88,16.58
951106.76,24.22,11.95,650995.22,16.57
951899.79,24.24,11.98,650832.54,16.57
952157.66,24.25,11.99,651342.06,16.59
952225.72,24.26,11.99,651145.03,16.59
952443.05,24.27,12.0,651647.49,16.6
951943.01,24.26,12.0,650823.11,16.59
952081.74,24.27,12.0,650379.83,16.58
952079.49,24.27,12.01,650320.39,16.58
951927.11,24.27,12.01,649604.2,16.57
951736.05,24.28,12.01,649344.53,16.56
951736.05,24.28,12.01,649494.78,16.57
951229.79,24.27,12.0,649115.17,16.56
951005.52,24.27,12.0,648938.57,16.56
950953.48,24.27,12.01,648514.32,16.55
951222.24,24.29,12.02,648619.55,16.56
951222.24,24.29,12.02,648423.21,16.55
951222.24,24.29,12.02,648423.21,16.55
951222.24,24.29,12.02,648423.21,16.55
951458.81,24.29,12.03,647989.25,16.55
950441.39,24.32,12.05,647177.84,16.56
950872.77,24.33,12.07,647158.04,16.56
950872.77,24.33,12.07,646852.89,16.55
950760.81,24.33,12.07,647098.57,16.56
950786.09,24.34,12.08,647859.44,16.59
950783.84,24.35,12.08,647797.19,16.59
950592.78,24.35,12.08,647533.36,16.58
950409.04,24.35,12.08,647079.46,16.58
950288.02,24.35,12.09,646920.8,16.58
950098.01,24.35,12.09,646410.65,16.57
949914.27,24.35,12.09,645974.51,16.56
949878.8,24.36,12.09,646003.66,16.57
949463.47,24.36,12.1,645942.41,16.57
950268.49,24.38,12.12,645912.88,16.57
950077.43,24.38,12.12,645700.81,16.57
949951.84,24.39,12.12,645499.26,16.57
950019.9,24.39,12.13,645219.04,16.57
949836.16,24.4,12.13,645226.13,16.57
950094.03,24.4,12.14,645678.11,16.59
950239.03,24.41,12.15,645239.09,16.58
950448.03,24.42,12.16,645485.53,16.59
950705.89,24.43,12.17,645471.58,16.59
951178.6,24.45,12.19,645394.66,16.59
951531.12,24.46,12.2,645843.87,16.6
951562.48,24.46,12.2,645933.75,16.61
951607.78,24.47,12.2,646574.66,16.62
951876.53,24.48,12.21,646449.77,16.62
952134.4,24.49,12.22,646936.68,16.64
952996.8,24.51,12.25,647438.13,16.65
953064.86,24.52,12.25,647168.09,16.65
952881.12,24.52,12.26,646816.84,16.64
952656.85,24.52,12.26,646701.09,16.65
952432.57,24.52,12.26,647156.37,16.66
952408.49,24.53,12.26,646650.45,16.65
952271.44,24.53,12.26,646295.52,16.65
952271.44,24.53,12.26,646215.5,16.65
952825.01,24.55,12.28,647450.65,16.68
952641.27,24.55,12.28,647063.53,16.67
953208.34,24.57,12.3,646990.88,16.67
953017.28,24.57,12.3,646731.22,16.67
952919.25,24.57,12.31,646335.46,16.67
952924.32,24.58,12.31,646064.21,16.66
952740.58,24.58,12.31,645721.07,16.66
951723.16,24.6,12.34,644909.66,16.67
951739.19,24.6,12.34,645042.42,16.67
951593.08,24.61,12.34,644635.78,16.67
951368.81,24.61,12.34,644729.94,16.67
951144.53,24.61,12.34,644624.55,16.68
951079.72,24.61,12.35,648584.13,16.78
951084.79,24.62,12.35,648279.85,16.78
951169.81,24.63,12.37,648377.87,16.79
950512.9,24.64,12.37,649150.5,16.83
950329.16,24.64,12.38,649729.37,16.85
949731.02,24.63,12.37,649388.1,16.84
949948.35,24.64,12.38,649729.45,16.85
949301.2,24.65,12.38,650262.2,16.88
949306.27,24.65,12.39,649980.55,16.88
949556.82,24.66,12.4,649967.02,16.88
949561.88,24.67,12.4,649612.63,16.88
949266.18,24.67,12.41,649145.34,16.87
949649.14,24.69,12.42,649678.64,16.89
949647.94,24.69,12.43,649778.88,16.89
949423.67,24.69,12.43,649669.51,16.9
949538.65,24.7,12.43,651979.89,16.96
949747.65,24.7,12.44,652247.76,16.97
950005.51,24.71,12.45,651835.87,16.96
950358.03,24.72,12.46,651419.82,16.95
950363.1,24.73,12.47,651140.6,16.94
950174.27,24.73,12.46,651122.71,16.94
949990.53,24.73,12.46,651342.18,16.95
949988.28,24.73,12.47,651282.74,16.96
949804.54,24.74,12.47,651693.06,16.97
949620.8,24.74,12.47,652103.57,16.99
949430.79,24.74,12.47,651532.94,16.98
949699.55,24.75,12.49,651516.99,16.98
949317.94,24.75,12.48,651200.39,16.97
949462.94,24.75,12.49,651157.77,16.98
949607.94,24.76,12.5,650714.74,16.97
950039.32,24.77,12.51,651105.8,16.98
949815.05,24.77,12.51,650999.85,16.98
949590.78,24.78,12.51,650881.02,16.98
949275.91,24.77,12.51,651464.36,17.0
949831.57,24.79,12.53,652355.66,17.03
949991.17,24.82,12.56,651709.99,17.03
950249.03,24.83,12.57,651752.45,17.03
950024.76,24.83,12.57,651575.85,17.03
950029.83,24.84,12.57,651305.53,17.03
949805.56,24.84,12.57,651203.9,17.03
949621.82,24.84,12.57,651615.14,17.04
949872.36,24.85,12.58,651601.6,17.05
949836.9,24.85,12.59,651853.48,17.06
949120.17,24.84,12.58,651136.75,17.04
948102.75,24.87,12.6,650325.35,17.06
947965.7,24.87,12.6,649717.45,17.04
947774.64,24.87,12.61,649461.56,17.04
947561.75,24.87,12.61,648693.54,17.03
947378.01,24.87,12.61,648966.1,17.04
948088.38,24.9,12.63,649071.66,17.04
948247.05,24.9,12.64,649335.95,17.05
948056.0,24.9,12.64,649297.93,17.06
948056.0,24.9,12.64,649020.78,17.05
947831.72,24.91,12.64,648834.38,17.05
948035.09,24.92,12.65,648529.54,17.05
947810.82,24.92,12.65,648423.6,17.05
947842.18,24.92,12.65,648558.29,17.05
947652.16,24.92,12.66,648181.71,17.05
948083.55,24.93,12.67,648852.91,17.06
947389.12,24.94,12.68,649365.83,17.1
947657.88,24.95,12.69,649381.38,17.1
947474.14,24.96,12.69,649126.5,17.1
947632.82,24.96,12.7,649237.06,17.1
947449.08,24.97,12.7,648974.11,17.1
947258.02,24.97,12.7,648789.41,17.1
946240.6,24.99,12.73,647978.01,17.12
946509.36,25.01,12.74,647872.88,17.12
946285.08,25.01,12.74,647968.12,17.12
945267.66,25.03,12.77,647156.71,17.14
945550.61,25.04,12.78,647218.66,17.14
945366.87,25.05,12.78,646883.29,17.14
945525.55,25.05,12.79,647076.75,17.15
945366.9,25.06,12.79,646797.83,17.14
945229.85,25.06,12.8,647323.91,17.16
945038.79,25.06,12.8,647939.55,17.18
944804.76,25.06,12.8,647665.59,17.18
945229.06,25.08,12.81,647918.23,17.19
945297.12,25.08,12.82,647638.01,17.19
945072.84,25.08,12.82,647536.38,17.19
944381.79,25.09,12.83,646805.55,17.19
944406.87,25.09,12.83,646520.72,17.18
944411.94,25.1,12.83,647042.81,17.2
944543.7,25.11,12.84,646807.87,17.19
944162.1,25.1,12.84,646491.27,17.19
943782.07,25.1,12.84,647706.05,17.23
943782.07,25.1,12.84,647608.96,17.23
943549.15,25.1,12.83,647384.17,17.22
943962.62,25.11,12.85,647536.69,17.22
944289.69,25.13,12.86,647906.91,17.24
944578.91,25.14,12.87,648474.24,17.26
944578.91,25.14,12.87,648107.71,17.25
944804.57,25.15,12.88,648458.01,17.26
944692.61,25.15,12.88,648256.52,17.26
944961.37,25.16,12.9,648304.49,17.26
945230.13,25.18,12.91,648371.4,17.27
944915.26,25.17,12.91,647967.68,17.26
944959.35,25.18,12.91,647649.29,17.26
944762.37,25.18,12.91,647477.62,17.26
943744.95,25.21,12.94,646666.21,17.27
944097.47,25.22,12.95,646157.67,17.26
943913.73,25.22,12.95,645853.96,17.26
943736.26,25.22,12.96,646884.04,17.29
943545.21,25.22,12.96,646624.01,17.29
943813.96,25.24,12.97,646592.56,17.29
943851.59,25.24,12.97,647406.66,17.31
943667.85,25.24,12.98,647064.44,17.31
943672.92,25.25,12.98,646782.85,17.3
942655.5,25.27,13.01,645971.44,17.32
942655.5,25.27,13.01,645903.22,17.32
942655.5,25.27,13.01,645903.22,17.32
941638.08,25.3,13.03,645442.1,17.34
941413.8,25.3,13.04,645340.47,17.34
941671.67,25.31,13.05,645052.6,17.34
941671.67,25.31,13.05,644942.07,17.33
941671.67,25.31,13.05,644641.6,17.33
941670.47,25.32,13.05,644022.09,17.31
941486.73,25.32,13.05,643612.96,17.31
941328.07,25.32,13.06,643252.06,17.3
940310.65,25.35,13.08,642440.65,17.32
940086.38,25.35,13.08,642264.05,17.32
939068.96,25.38,13.11,641452.65,17.33
938885.22,25.38,13.11,641851.73,17.35
939151.41,25.39,13.12,642211.59,17.36
938953.29,25.38,13.12,642094.82,17.36
938729.01,25.39,13.12,641918.22,17.36
939081.53,25.4,13.13,642574.48,17.38
939081.53,25.4,13.13,642574.48,17.38
938739.14,25.4,13.14,642804.39,17.39
938674.89,25.4,13.14,642740.13,17.39
938892.22,25.41,13.15,643077.0,17.41
938771.2,25.41,13.15,644847.29,17.46
938771.2,25.41,13.15,644826.99,17.46
939554.13,25.44,13.17,644750.02,17.46
939370.39,25.44,13.18,645290.67,17.48
939370.39,25.44,13.18,645408.26,17.48
939334.92,25.45,13.18,645387.36,17.48
939334.92,25.45,13.18,645270.29,17.48
939151.18,25.45,13.18,644996.83,17.48
938926.91,25.45,13.18,644820.23,17.48
938692.76,25.44,13.18,644533.25,17.47
938555.71,25.45,13.18,644322.48,17.47
937538.29,25.47,13.21,643511.08,17.49
937647.74,25.48,13.21,643568.09,17.49
937647.74,25.48,13.21,643568.09,17.49
937522.15,25.48,13.22,643366.54,17.49
937566.05,25.48,13.22,643068.94,17.48
937382.31,25.48,13.22,642626.34,17.47
937387.38,25.49,13.22,642305.19,17.47
937678.09,25.5,13.24,643019.92,17.49
937678.09,25.5,13.24,643019.92,17.49
937642.62,25.51,13.24,643222.75,17.5
937900.49,25.52,13.25,643601.58,17.51
936682.37,25.54,13.28,642893.72,17.53
936458.09,25.54,13.28,643118.45,17.54
936455.84,25.55,13.28,643059.01,17.54
936333.43,25.55,13.29,643372.94,17.56
936602.19,25.57,13.3,643478.18,17.56
936607.25,25.57,13.31,643328.4,17.56
936632.34,25.57,13.31,643073.12,17.56
935614.92,25.6,13.34,642261.72,17.57
934597.5,25.63,13.36,641450.31,17.59
934270.44,25.63,13.37,640737.91,17.58
934338.5,25.64,13.38,640540.89,17.58
934147.44,25.64,13.38,640281.22,17.58
933130.02,25.67,13.41,639469.82,17.59
932946.28,25.67,13.41,639601.75,17.6
932722.0,25.68,13.41,639500.13,17.6
932538.26,25.68,13.41,639918.79,17.62
932538.26,25.68,13.41,640230.0,17.63
932354.52,25.68,13.41,640593.1,17.64
932784.37,25.69,13.43,641028.44,17.66
932783.17,25.7,13.43,640754.32,17.65
932575.51,25.7,13.43,640458.19,17.65
932435.91,25.7,13.43,644175.73,17.75
932277.26,25.7,13.43,643873.97,17.75
931259.84,25.73,13.46,643062.56,17.77
931076.1,25.73,13.47,643395.66,17.78
931486.0,25.74,13.48,643518.27,17.78
931278.34,25.74,13.48,643229.83,17.78
931536.2,25.75,13.49,642879.97,17.77
931536.2,25.75,13.49,642859.67,17.77
931815.44,25.77,13.5,642599.82,17.77
932073.3,25.78,13.51,643157.89,17.79
931849.03,25.78,13.51,642912.62,17.78
931854.1,25.78,13.52,642582.97,17.78
931717.05,25.79,13.52,642359.91,17.78
931642.02,25.79,13.53,641495.47,17.76
931417.75,25.79,13.53,641290.53,17.76
931711.71,25.81,13.54,641439.7,17.77
931157.34,25.8,13.53,640975.43,17.76
930973.6,25.8,13.54,640591.33,17.75
930789.86,25.8,13.54,640176.22,17.75
931407.05,25.83,13.56,640215.22,17.75
931407.05,25.83,13.56,640194.62,17.75
931210.07,25.83,13.56,640952.87,17.78
930546.89,25.84,13.57,640709.27,17.79
930363.15,25.84,13.58,640410.55,17.79
930363.15,25.84,13.58,640426.97,17.79
930363.15,25.84,13.58,640341.81,17.79
930814.16,25.86,13.59,640089.1,17.78
930661.78,25.86,13.6,640048.01,17.79
930478.04,25.86,13.6,639576.42,17.78
930294.3,25.87,13.6,639090.41,17.77
930110.56,25.87,13.6,638800.66,17.77
929948.19,25.87,13.61,638162.3,17.75
929948.19,25.87,13.61,638162.3,17.75
929847.38,25.87,13.61,637761.66,17.75
929688.73,25.88,13.61,637471.85,17.74
929464.45,25.88,13.61,637370.22,17.75
931784.61,25.95,13.69,639536.17,17.81
930767.18,25.98,13.71,638724.76,17.83
930772.25,25.99,13.72,638433.92,17.82
930613.6,25.99,13.72,638177.21,17.82
930298.73,25.98,13.72,637797.84,17.81
930516.06,25.99,13.73,638137.56,17.83
930516.06,25.99,13.73,638073.15,17.82
930521.13,26.0,13.73,637801.9,17.82
930931.04,26.01,13.75,637607.64,17.82
930706.76,26.01,13.75,637506.02,17.82
930594.8,26.02,13.75,637260.26,17.82
930411.06,26.02,13.75,636956.55,17.81
930186.79,26.02,13.75,636818.85,17.81
930191.85,26.03,13.76,636527.0,17.81
929174.43,26.06,13.79,635715.6,17.83
929242.49,26.06,13.8,635534.7,17.83
929247.56,26.07,13.81,636188.12,17.85
928902.85,26.08,13.81,636277.95,17.86
928746.53,26.08,13.81,636531.42,17.87
928798.29,26.09,13.82,636380.6,17.87
929255.85,26.1,13.84,636530.71,17.88
929072.11,26.11,13.84,636158.22,17.88
928054.69,26.14,13.87,635346.81,17.89
927037.27,26.17,13.9,634535.41,17.91
927035.02,26.17,13.91,634475.97,17.91
926851.28,26.18,13.91,634103.48,17.91
927526.58,26.2,13.93,634751.99,17.93
927374.2,26.2,13.93,635173.94,17.94
927183.14,26.2,13.94,634989.25,17.94
927071.18,26.21,13.94,635477.14,17.96
926968.19,26.2,13.94,635456.22,17.96
926965.94,26.21,13.94,635327.1,17.96
926965.94,26.21,13.94,635081.95,17.96
926639.92,26.2,13.94,634844.7,17.95
926638.71,26.21,13.95,634443.3,17.95
926414.44,26.21,13.95,634538.81,17.95
926230.7,26.21,13.95,634970.54,17.97
926039.64,26.22,13.95,634785.84,17.97
926369.28,26.23,13.96,635550.32,17.99
926185.54,26.23,13.97,635983.54,18.01
926001.8,26.23,13.97,635608.69,18.01
925810.75,26.23,13.97,635423.99,18.01
925815.82,26.24,13.98,635170.64,18.0
925632.08,26.24,13.98,634866.75,18.0
925632.08,26.24,13.98,634911.41,18.0
925632.08,26.24,13.98,634695.93,17.99
925900.83,26.26,13.99,634669.22,18.0
926283.8,26.27,14.01,635117.72,18.01
926444.77,26.28,14.01,635064.8,18.01
926549.24,26.28,14.02,635342.34,18.02
926752.61,26.3,14.03,635037.51,18.02
926568.87,26.3,14.03,635586.06,18.04
926385.13,26.3,14.04,635257.74,18.04
926273.16,26.3,14.04,634850.83,18.03
926177.15,26.3,14.04,634815.79,18.03
926366.58,26.32,14.05,634455.59,18.02
926182.84,26.32,14.05,634040.47,18.02
925784.12,26.32,14.06,634152.81,18.03
925929.12,26.33,14.07,633709.78,18.02
925779.59,26.33,14.07,633968.39,18.03
926148.83,26.35,14.08,634234.12,18.04
925965.09,26.35,14.08,633891.91,18.04
926121.76,26.36,14.09,634363.69,18.05
925931.74,26.36,14.09,634359.92,18.06
926200.5,26.37,14.11,634426.83,18.07
926345.5,26.38,14.12,634045.62,18.06
926137.84,26.38,14.12,634212.04,18.07
926102.37,26.39,14.12,634385.14,18.08
926360.24,26.4,14.14,634035.28,18.07
926618.1,26.41,14.15,633648.25,18.06
926941.47,26.42,14.16,633391.95,18.06
926709.05,26.42,14.15,633130.8,18.05
926525.31,26.42,14.16,633546.11,18.07
926721.35,26.43,14.17,634050.03,18.08
926537.61,26.43,14.17,633698.78,18.08
926378.96,26.44,14.17,633431.45,18.08
925361.54,26.47,14.2,632620.05,18.09
925553.23,26.48,14.21,633136.02,18.11
926010.79,26.5,14.23,633286.13,18.12
926010.79,26.5,14.23,633320.01,18.12
925876.53,26.5,14.24,632937.16,18.12
925920.43,26.5,14.24,632581.75,18.11
925774.33,26.51,14.24,633242.07,18.13
925087.22,26.52,14.25,633043.38,18.15
925432.42,26.53,14.26,632852.82,18.14
924415.0,26.56,14.3,632041.42,18.16
924618.37,26.57,14.31,631747.49,18.16
924876.23,26.59,14.32,631520.56,18.15
924764.27,26.59,14.32,631277.58,18.15
924365.55,26.59,14.33,631544.54,18.17
923998.07,26.6,14.33,631622.52,18.18
923807.01,26.6,14.34,631389.3,18.18
923807.01,26.6,14.34,630977.36,18.17
923119.9,26.61,14.35,630076.26,18.16
922936.16,26.61,14.35,630387.84,18.18
922917.31,26.62,14.35,630179.37,18.18
923569.02,26.64,14.38,630119.91,18.18
922551.59,26.67,14.41,629308.51,18.2
922840.82,26.69,14.42,629415.88,18.2
923098.68,26.7,14.43,629882.94,18.22
923647.31,26.72,14.45,629876.42,18.22
924063.49,26.73,14.47,630147.97,18.23
923879.75,26.73,14.47,630715.6,18.25
923325.49,26.73,14.46,630161.35,18.24
923166.84,26.73,14.46,630131.14,18.24
922983.1,26.73,14.47,629736.42,18.24
923406.6,26.74,14.48,629282.75,18.23
923172.57,26.75,14.48,628975.65,18.22
922948.29,26.75,14.48,629020.22,18.23
922836.33,26.75,14.49,628770.2,18.23
922812.25,26.76,14.49,628264.28,18.22
922628.51,26.76,14.49,628210.55,18.22
922437.45,26.76,14.5,627954.65,18.22
922915.52,26.78,14.51,628855.43,18.25
922731.78,26.78,14.51,629355.02,18.27
922507.51,26.78,14.52,629218.67,18.27
922512.58,26.79,14.52,629029.32,18.27
922328.84,26.79,14.52,628714.1,18.26
922653.0,26.8,14.54,629795.26,18.29
923159.42,26.82,14.55,630339.6,18.31
922496.24,26.83,14.57,629716.34,18.32
922271.96,26.83,14.57,629496.97,18.31
922064.3,26.83,14.57,629607.37,18.32
923560.73,26.88,14.61,631312.71,18.37
923376.99,26.88,14.61,630715.72,18.36
923152.71,26.88,14.62,630612.97,18.36
922961.66,26.88,14.62,630438.08,18.36
923314.18,26.9,14.63,630752.79,18.37
923123.12,26.9,14.63,630494.25,18.37
923148.4,26.91,14.64,629673.57,18.35
922957.34,26.91,14.64,629495.98,18.35
922773.6,26.91,14.65,629085.24,18.35
922582.54,26.91,14.65,628833.31,18.34
922470.58,26.92,14.65,629058.88,18.36
922246.31,26.92,14.65,629127.4,18.36
922290.21,26.92,14.65,628681.13,18.35
