ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a3e1-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a3e1-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_ratio,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a3e1-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_q124,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a3e1-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a3e1-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_ratio
883841.51,31.29,19.03,619169.01,21.92
883817.31,31.3,19.04,618704.05,21.91
883658.66,31.31,19.04,618234.32,21.9
883658.66,31.31,19.04,618234.32,21.9
883468.65,31.31,19.05,617993.07,21.9
883444.45,31.32,19.05,617605.32,21.89
883220.18,31.32,19.06,617493.43,21.9
883036.44,31.33,19.06,617942.01,21.92
882915.41,31.33,19.07,617759.02,21.92
882913.16,31.34,19.08,617629.9,21.92
883171.03,31.36,19.09,618409.38,21.96
883966.73,31.4,19.13,619169.1,21.99
885710.32,31.47,19.2,619371.73,22.01
885526.58,31.47,19.21,619766.84,22.03
885336.57,31.48,19.21,620166.19,22.05
885666.21,31.5,19.23,620038.5,22.05
887836.63,31.58,19.32,621071.29,22.09
887841.7,31.59,19.33,621597.78,22.12
888078.27,31.61,19.34,622250.66,22.15
887894.53,31.61,19.35,622740.76,22.17
887710.79,31.62,19.35,622381.21,22.17
887953.06,31.63,19.37,623108.85,22.2
887827.47,31.64,19.37,622902.35,22.2
887871.37,31.64,19.37,622687.38,22.19
887852.51,31.65,19.38,622331.91,22.18
887668.77,31.65,19.39,622696.43,22.2
887668.77,31.65,19.39,622696.43,22.2
889062.8,31.71,19.45,622634.28,22.21
888838.52,31.71,19.45,623032.59,22.23
888838.52,31.71,19.45,623032.59,22.23
888803.06,31.72,19.46,623153.91,22.24
888803.06,31.72,19.46,623175.57,22.24
888640.69,31.73,19.46,622568.71,22.23
888640.69,31.73,19.46,622568.71,22.23
888329.66,31.74,19.47,622001.87,22.22
888329.66,31.74,19.47,622001.87,22.22
888171.0,31.74,19.48,621637.69,22.22
888012.35,31.75,19.49,621305.65,22.21
887822.34,31.76,19.49,620512.16,22.19
887638.6,31.76,19.5,620160.91,22.19
887504.34,31.77,19.5,620945.72,22.23
887503.13,31.78,19.51,621470.87,22.25
887309.64,31.78,19.52,620924.89,22.24
887157.26,31.79,19.52,621604.01,22.27
886973.52,31.79,19.53,621201.69,22.27
886789.78,31.8,19.53,620708.87,22.26
886787.53,31.8,19.54,620649.43,22.26
886787.53,31.8,19.54,620649.43,22.26
886787.53,31.8,19.54,620581.03,22.26
886986.74,31.82,19.55,621147.95,22.28
886864.33,31.83,19.56,621326.65,22.3
886705.67,31.83,19.57,621020.07,22.29
886705.67,31.83,19.57,621020.07,22.29
886553.29,31.84,19.57,620991.53,22.3
886369.55,31.84,19.58,620589.37,22.29
886210.9,31.85,19.58,621132.1,22.32
886027.16,31.85,19.59,620952.07,22.32
885836.1,31.86,19.59,621001.99,22.33
886317.39,31.88,19.61,621916.75,22.37
886021.68,31.89,19.62,622286.62,22.4
886021.68,31.89,19.62,622286.62,22.4
885863.03,31.89,19.63,621876.92,22.39
885853.4,31.9,19.63,622171.39,22.4
885438.07,31.9,19.64,622694.24,22.44
885728.1,31.92,19.65,623064.5,22.45
885192.18,31.91,19.64,622534.09,22.44
885197.25,31.92,19.65,622333.67,22.44
885013.51,31.92,19.66,622838.06,22.47
885343.15,31.94,19.68,622700.2,22.47
885159.6,31.95,19.68,622478.03,22.47
884472.49,31.97,19.7,621699.69,22.47
884360.53,31.98,19.71,621382.03,22.47
884360.53,31.98,19.71,621382.03,22.47
884169.47,31.98,19.71,621126.68,22.47
883978.41,31.98,19.72,621014.96,22.47
883978.41,31.98,19.72,621014.96,22.47
883978.41,31.98,19.72,621014.96,22.47
883596.81,31.98,19.71,620698.36,22.46
883863.01,31.99,19.73,620605.77,22.46
883638.73,31.99,19.73,620469.42,22.47
883454.99,32.0,19.73,620915.17,22.49
883271.25,32.0,19.74,620652.22,22.49
882891.32,32.0,19.73,620508.86,22.49
883361.5,32.02,19.75,620262.0,22.48
883445.03,32.03,19.76,621056.73,22.51
883102.08,32.02,19.75,620716.87,22.5
883102.08,32.02,19.75,621126.29,22.52
882877.81,32.02,19.76,621101.84,22.53
882877.81,32.02,19.76,621081.55,22.53
882982.27,32.03,19.77,621356.1,22.54
882266.25,32.05,19.79,620853.75,22.56
882053.35,32.06,19.79,620168.06,22.54
881941.39,32.06,19.8,619894.06,22.54
881905.93,32.07,19.81,620057.91,22.55
881586.3,32.08,19.82,620176.77,22.57
881567.44,32.09,19.83,620150.19,22.58
881285.67,32.11,19.84,619427.99,22.57
881061.4,32.11,19.84,619523.31,22.58
881061.4,32.11,19.84,619523.31,22.58
880877.66,32.11,19.85,619361.93,22.58
880686.6,32.12,19.85,619106.58,22.58
880527.95,32.13,19.86,619666.2,22.61
880619.12,32.14,19.88,619202.24,22.6
880812.07,32.15,19.89,618474.59,22.58
880812.07,32.15,19.89,618474.59,22.58
881164.59,32.17,19.91,619026.43,22.6
880965.85,32.17,19.9,618870.62,22.6
880782.11,32.17,19.91,618496.84,22.59
880557.83,32.17,19.91,618277.22,22.59
880367.82,32.18,19.91,618381.94,22.6
880184.08,32.18,19.92,618599.09,22.62
879976.41,32.19,19.92,618034.63,22.61
879976.41,32.19,19.92,618715.88,22.63
879981.48,32.2,19.93,618372.06,22.63
879757.21,32.2,19.94,618185.66,22.63
879757.21,32.2,19.94,618206.01,22.63
879579.74,32.21,19.94,618087.13,22.63
879428.06,32.21,19.95,618012.11,22.64
879203.78,32.22,19.95,618302.53,22.66
879020.04,32.22,19.96,618731.31,22.68
879025.11,32.23,19.97,618449.71,22.68
879116.28,32.25,19.98,617991.48,22.67
879116.28,32.25,19.98,617991.48,22.67
878925.23,32.25,19.99,617813.89,22.67
878700.95,32.26,19.99,617712.26,22.68
878542.3,32.26,20.0,617732.74,22.68
878341.91,32.27,20.0,617595.13,22.69
878339.01,32.28,20.01,617447.98,22.69
879265.71,32.32,20.05,619713.4,22.78
879078.47,32.32,20.06,619042.81,22.76
879078.47,32.32,20.06,619042.81,22.76
878894.73,32.33,20.06,619501.34,22.79
879128.67,32.34,20.07,620131.87,22.81
879096.85,32.35,20.09,619938.16,22.81
878938.19,32.36,20.09,619624.97,22.81
878826.23,32.36,20.1,619437.94,22.81
878642.49,32.37,20.1,619159.8,22.81
878647.56,32.38,20.11,618882.29,22.81
878264.29,32.37,20.11,618498.89,22.8
878127.24,32.38,20.11,618319.77,22.8
878127.24,32.38,20.11,618319.77,22.8
877919.57,32.38,20.12,618244.47,22.8
877996.42,32.39,20.13,618023.18,22.8
878325.01,32.41,20.15,618390.07,22.82
878100.74,32.41,20.15,618253.72,22.82
878100.74,32.41,20.15,618221.55,22.82
877910.73,32.42,20.15,618014.87,22.82
878240.37,32.44,20.17,617887.19,22.82
878056.63,32.44,20.18,618134.99,22.84
877872.89,32.45,20.18,618005.22,22.84
877491.28,32.44,20.17,617738.09,22.84
876804.18,32.46,20.2,617054.32,22.84
876263.51,32.45,20.19,616472.23,22.83
876253.29,32.46,20.2,617411.23,22.87
876504.89,32.48,20.21,617017.16,22.86
876581.73,32.49,20.23,616850.39,22.86
876799.06,32.5,20.24,617050.39,22.87
876615.32,32.51,20.24,616688.68,22.87
876247.84,32.52,20.25,616496.07,22.88
876212.38,32.53,20.26,616442.36,22.88
876622.28,32.54,20.28,616542.09,22.89
876821.49,32.56,20.29,616211.52,22.88
876662.69,32.56,20.29,616055.71,22.88
876570.93,32.56,20.3,617470.46,22.94
877395.92,32.6,20.33,617952.87,22.96
877717.9,32.61,20.35,618555.17,22.98
877527.89,32.62,20.35,619851.94,23.04
877527.89,32.62,20.35,619851.94,23.04
877753.79,32.64,20.37,620121.68,23.06
877529.51,32.64,20.38,619914.06,23.06
877345.77,32.65,20.38,619986.17,23.07
877345.77,32.65,20.38,619921.42,23.07
877345.77,32.65,20.38,619921.42,23.07
877121.5,32.65,20.39,619812.05,23.07
876897.23,32.66,20.39,619740.92,23.08
876700.25,32.66,20.4,619732.27,23.09
876487.35,32.66,20.4,619046.58,23.07
876286.0,32.66,20.4,618671.11,23.06
876286.0,32.66,20.4,618650.66,23.06
876102.26,32.67,20.4,619083.08,23.08
876102.26,32.67,20.4,619083.08,23.08
875990.3,32.68,20.41,618834.5,23.08
875995.37,32.69,20.42,619227.86,23.11
875995.37,32.69,20.42,618950.25,23.1
875278.64,32.67,20.41,618233.52,23.08
874621.73,32.7,20.43,618126.69,23.11
874621.73,32.7,20.43,618034.78,23.1
874619.48,32.71,20.44,618455.42,23.13
874507.52,32.71,20.45,619041.83,23.16
874749.79,32.73,20.46,618817.46,23.15
874525.52,32.73,20.47,618711.51,23.16
874301.25,32.74,20.47,618549.08,23.16
874301.25,32.74,20.47,618429.62,23.16
874117.51,32.74,20.48,618937.11,23.18
874221.97,32.75,20.49,619306.38,23.2
874110.01,32.76,20.5,619431.16,23.22
874110.01,32.76,20.5,619431.16,23.22
875097.57,32.8,20.54,622071.66,23.32
875097.57,32.8,20.54,622071.66,23.32
874873.29,32.81,20.54,621851.28,23.32
874689.55,32.81,20.55,621500.04,23.31
874947.42,32.83,20.56,622007.29,23.34
874947.42,32.83,20.56,622029.28,23.34
874763.68,32.83,20.57,621745.54,23.34
874579.94,32.84,20.57,622159.33,23.36
874389.93,32.84,20.58,622057.33,23.37
874199.92,32.85,20.58,621522.73,23.35
874199.92,32.85,20.58,621522.73,23.35
873759.72,32.84,20.58,620883.24,23.34
874221.69,32.87,20.61,620756.59,23.34
874366.69,32.89,20.62,620481.68,23.34
874142.42,32.89,20.62,620295.28,23.34
873918.14,32.89,20.63,620179.23,23.34
873969.9,32.91,20.64,619718.59,23.33
873969.9,32.91,20.64,619718.59,23.33
873811.25,32.91,20.65,620188.81,23.36
873693.75,32.91,20.65,619967.15,23.35
873006.64,32.94,20.67,619255.15,23.36
872701.52,32.93,20.67,619039.97,23.36
873117.7,32.95,20.68,620029.41,23.4
872933.96,32.95,20.69,620446.33,23.42
872726.29,32.96,20.69,620986.7,23.45
872542.55,32.97,20.7,621428.97,23.48
872542.55,32.97,20.7,621428.97,23.48
872345.57,32.97,20.71,621096.48,23.47
872326.71,32.98,20.71,620551.53,23.46
872119.05,32.98,20.72,620247.93,23.46
871911.38,32.99,20.72,621495.18,23.51
872334.88,33.01,20.74,622001.1,23.54
872110.61,33.01,20.75,622080.45,23.55
871828.0,33.01,20.74,622077.27,23.55
871636.94,33.01,20.75,621772.23,23.55
871082.69,33.0,20.74,621217.98,23.53
871465.65,33.02,20.75,621638.65,23.55
870771.23,33.04,20.78,621065.73,23.57
870771.23,33.04,20.78,621065.73,23.57
870752.37,33.05,20.79,620859.73,23.57
870561.31,33.06,20.79,620684.84,23.57
870337.04,33.06,20.8,620498.43,23.57
870153.3,33.07,20.8,620214.69,23.57
869829.72,33.08,20.81,620099.65,23.58
869829.72,33.08,20.81,619943.4,23.58
869967.4,33.09,20.83,619837.7,23.58
869967.4,33.09,20.83,619837.7,23.58
869931.87,33.09,20.83,619721.32,23.58
869740.81,33.1,20.83,620027.34,23.6
869740.81,33.1,20.83,619974.69,23.59
869745.88,33.11,20.85,620459.31,23.62
869750.95,33.12,20.86,620164.36,23.62
869543.28,33.13,20.86,620171.79,23.63
869359.54,33.13,20.87,619759.01,23.62
869048.51,33.14,20.88,619206.22,23.62
868857.45,33.15,20.88,619057.79,23.62
868717.96,33.15,20.88,618879.99,23.61
868559.31,33.15,20.89,618569.01,23.61
868523.85,33.16,20.9,618838.52,23.63
868575.99,33.18,20.91,618561.84,23.63
868392.25,33.18,20.92,618260.67,23.62
868737.46,33.2,20.94,619175.8,23.66
868936.67,33.22,20.95,618691.08,23.65
868936.67,33.22,20.95,618691.08,23.65
868936.67,33.22,20.95,618691.08,23.65
868279.76,33.24,20.98,619821.2,23.73
868568.98,33.26,20.99,619546.64,23.72
868873.08,33.27,21.01,619982.38,23.74
868682.03,33.28,21.01,619999.27,23.75
868523.37,33.29,21.02,619777.33,23.75
868315.71,33.29,21.03,619440.95,23.75
868131.97,33.3,21.03,619851.16,23.77
868131.97,33.3,21.03,619851.16,23.77
867750.36,33.29,21.02,619469.27,23.76
867750.36,33.29,21.02,619469.27,23.76
867652.34,33.3,21.03,619812.78,23.79
867493.69,33.3,21.04,619535.71,23.78
867458.22,33.31,21.05,619699.56,23.8
867225.3,33.31,21.04,619213.72,23.78
867041.56,33.31,21.05,618799.24,23.78
867006.09,33.32,21.06,618879.1,23.79
866885.07,33.33,21.07,620194.9,23.85
867069.91,33.35,21.08,620562.82,23.87
867010.64,33.35,21.08,620848.63,23.88
867062.4,33.36,21.1,620668.97,23.88
866864.28,33.36,21.09,620378.24,23.87
866216.77,33.34,21.08,619626.57,23.85
866121.88,33.35,21.09,617693.93,23.79
866308.85,33.37,21.1,617800.7,23.8
866508.06,33.38,21.12,618256.04,23.82
865851.15,33.41,21.14,618635.99,23.87
865739.19,33.42,21.15,618321.39,23.87
865580.53,33.42,21.16,617970.02,23.86
865252.96,33.42,21.15,617806.02,23.86
865252.96,33.42,21.15,617589.07,23.85
865028.68,33.42,21.16,617664.57,23.86
864629.96,33.43,21.17,617837.36,23.89
864439.95,33.44,21.17,617634.07,23.89
864421.09,33.45,21.18,617387.9,23.89
864213.43,33.45,21.19,617117.94,23.89
864005.76,33.46,21.19,617001.29,23.89
863638.28,33.47,21.2,616428.44,23.89
863448.27,33.47,21.21,616233.31,23.89
863257.21,33.48,21.22,616429.64,23.91
863145.25,33.49,21.22,617129.71,23.94
862961.51,33.49,21.23,616675.8,23.94
863377.69,33.51,21.25,616631.83,23.94
863252.09,33.52,21.25,616859.91,23.95
863252.09,33.52,21.25,615454.41,23.9
863556.74,33.54,21.28,615757.7,23.92
863556.74,33.54,21.28,615757.7,23.92
863366.73,33.55,21.28,615364.8,23.91
862986.79,33.54,21.28,615125.44,23.91
863237.34,33.56,21.29,615504.12,23.93
863237.34,33.56,21.29,615504.12,23.93
863013.07,33.56,21.3,615327.52,23.93
862901.1,33.57,21.31,615039.06,23.93
867202.2,33.74,21.47,619474.79,24.1
867419.53,33.75,21.49,619820.24,24.12
867228.48,33.76,21.49,619733.83,24.12
867069.82,33.76,21.5,620110.32,24.15
867320.37,33.78,21.52,620096.78,24.15
867208.41,33.79,21.52,619908.8,24.15
867172.94,33.8,21.53,619853.23,24.16
867317.94,33.81,21.55,619430.34,24.15
867134.2,33.82,21.55,619878.89,24.18
867134.2,33.82,21.55,619697.97,24.17
866439.78,33.84,21.58,619501.84,24.2
866909.97,33.87,21.6,619698.55,24.21
866874.5,33.88,21.61,619950.42,24.23
866879.57,33.89,21.62,619623.7,24.22
868540.31,33.96,21.7,619981.32,24.24
868691.58,33.98,21.71,620884.58,24.29
868722.94,33.98,21.72,620710.86,24.28
868532.93,33.99,21.72,621316.23,24.31
868532.93,33.99,21.72,621241.13,24.31
872006.21,34.12,21.86,626110.4,24.5
872377.41,34.15,21.89,625799.26,24.5
872168.67,34.14,21.88,625596.99,24.49
872133.2,34.15,21.89,625680.2,24.5
871974.55,34.16,21.9,626186.93,24.53
871815.9,34.17,21.9,625862.45,24.53
871814.69,34.18,21.91,626885.38,24.58
871812.44,34.19,21.93,626649.38,24.58
871621.39,34.2,21.93,627168.0,24.61
871306.52,34.19,21.93,627467.38,24.62
871115.46,34.2,21.93,627753.96,24.64
870931.72,34.2,21.94,627687.15,24.65
870741.71,34.21,21.94,627371.83,24.65
870616.74,34.22,21.95,627031.99,24.64
870524.99,34.23,21.96,626849.08,24.65
870341.25,34.23,21.97,626670.11,24.65
870341.25,34.23,21.97,626670.11,24.65
870341.25,34.23,21.97,626632.92,24.65
870341.25,34.23,21.97,626656.85,24.65
870157.51,34.24,21.97,626327.6,24.64
869998.7,34.23,21.97,626327.62,24.65
869272.92,34.26,22.0,625818.29,24.67
868718.66,34.25,21.98,625264.04,24.65
868527.61,34.26,21.99,625284.24,24.66
868697.69,34.27,22.01,625271.81,24.67
868697.69,34.27,22.01,625271.81,24.67
868506.64,34.28,22.01,624949.51,24.66
868360.53,34.28,22.02,624818.96,24.67
868360.53,34.28,22.02,624481.47,24.66
868176.79,34.29,22.03,624881.92,24.68
868060.84,34.29,22.02,624672.09,24.68
868390.48,34.31,22.04,624265.99,24.66
868206.74,34.32,22.05,624742.12,24.69
868015.69,34.32,22.06,625255.78,24.72
867831.95,34.33,22.06,625112.79,24.73
867673.3,34.33,22.07,624807.0,24.72
867902.55,34.35,22.09,624570.42,24.72
867701.2,34.35,22.08,623830.04,24.7
867701.2,34.35,22.08,623830.04,24.7
867999.02,34.37,22.1,623446.77,24.68
867671.44,34.36,22.1,623146.52,24.68
867671.44,34.36,22.1,623146.52,24.68
867671.44,34.36,22.1,623146.52,24.68
867447.17,34.37,22.1,622926.55,24.68
867263.43,34.37,22.11,622446.03,24.67
866921.04,34.39,22.12,621964.14,24.67
866921.04,34.39,22.12,621964.14,24.67
866921.04,34.39,22.12,621964.14,24.67
866729.98,34.39,22.13,621770.02,24.67
866618.02,34.4,22.14,621993.62,24.69
866459.36,34.41,22.14,621732.27,24.69
866235.09,34.41,22.15,621626.88,24.7
866045.08,34.42,22.15,621045.71,24.68
865820.8,34.42,22.16,620909.36,24.69
865820.8,34.42,22.16,620909.36,24.69
865613.14,34.43,22.16,620543.72,24.68
865476.09,34.44,22.17,621256.06,24.72
865435.9,34.45,22.19,621126.76,24.73
865252.16,34.46,22.19,620822.12,24.72
865068.42,34.46,22.2,621304.16,24.75
865066.17,34.47,22.21,621297.41,24.76
864954.21,34.48,22.22,620993.92,24.76
864817.16,34.49,22.23,620599.75,24.75
864814.91,34.5,22.24,620567.21,24.76
865072.78,34.52,22.25,621178.5,24.79
865082.53,34.52,22.25,621698.77,24.81
865047.07,34.53,22.26,622169.4,24.83
864935.11,34.54,22.27,622162.73,24.84
864935.11,34.54,22.27,622162.73,24.84
864935.11,34.54,22.27,622162.73,24.84
864727.44,34.54,22.28,621880.06,24.84
864345.84,34.54,22.27,621496.79,24.83
863964.23,34.53,22.26,621088.91,24.82
863774.22,34.53,22.27,620619.05,24.81
863549.94,34.54,22.27,620517.43,24.82
863205.23,34.55,22.29,620563.98,24.84
863463.09,34.57,22.3,621086.79,24.87
863713.64,34.59,22.32,622247.73,24.92
863522.59,34.59,22.33,621837.79,24.91
863942.19,34.61,22.35,622239.18,24.93
863783.54,34.62,22.35,621923.85,24.93
863593.53,34.63,22.36,621508.28,24.92
863434.87,34.63,22.37,621617.94,24.93
863297.82,34.64,22.38,621357.62,24.93
863090.16,34.65,22.38,621270.01,24.94
862829.37,34.64,22.38,621058.33,24.93
862829.37,34.64,22.38,621078.84,24.94
862827.13,34.65,22.39,621019.4,24.94
863110.08,34.67,22.41,620762.48,24.94
863534.38,34.69,22.43,620679.92,24.94
863310.1,34.7,22.43,620492.05,24.94
863455.1,34.71,22.45,620180.49,24.93
863156.97,34.7,22.44,619925.42,24.92
863004.59,34.71,22.45,620856.96,24.97
863381.14,34.73,22.46,621405.37,25.0
863222.49,34.74,22.47,621114.91,24.99
863038.75,34.74,22.48,621322.94,25.01
862847.69,34.75,22.48,621149.12,25.02
863333.48,34.78,22.52,622284.1,25.07
863581.59,34.8,22.53,623819.25,25.14
863422.94,34.8,22.54,624369.69,25.17
863422.94,34.8,22.54,624369.69,25.17
863218.85,34.8,22.54,624156.22,25.16
863218.85,34.8,22.54,624156.22,25.16
862994.58,34.8,22.54,624234.6,25.18
863186.48,34.82,22.56,624016.6,25.17
863227.7,34.82,22.56,623994.22,25.17
863037.69,34.83,22.57,623607.67,25.17
863042.76,34.84,22.58,623332.23,25.17
863041.56,34.85,22.59,623066.43,25.16
862310.89,34.84,22.57,622283.43,25.14
862158.51,34.85,22.58,622754.0,25.17
862158.51,34.85,22.58,622754.0,25.17
861934.24,34.85,22.59,622536.21,25.17
861709.96,34.86,22.59,622824.31,25.19
861598.0,34.87,22.6,622510.6,25.19
861815.33,34.88,22.62,622710.6,25.2
862144.97,34.9,22.64,622431.26,25.2
861986.32,34.91,22.64,622094.77,25.19
861950.86,34.92,22.65,622073.87,25.2
861950.86,34.92,22.65,622073.87,25.2
862027.7,34.93,22.67,622236.93,25.22
862059.06,34.93,22.67,621863.96,25.2
862059.06,34.93,22.67,621863.96,25.2
862059.06,34.93,22.67,621863.96,25.2
862057.86,34.95,22.68,621463.9,25.19
861899.2,34.95,22.69,621427.89,25.2
865299.93,35.11,22.84,626567.8,25.42
865299.93,35.11,22.84,626567.8,25.42
865299.93,35.11,22.84,626635.65,25.42
865299.93,35.11,22.84,626635.65,25.42
865187.97,35.12,22.85,626348.17,25.42
865248.44,35.13,22.87,627627.91,25.48
865253.51,35.14,22.88,628129.96,25.51
865020.58,35.14,22.87,627966.78,25.51
864796.31,35.14,22.88,628011.35,25.52
864572.04,35.15,22.88,627895.3,25.53
864958.12,35.17,22.9,626916.05,25.49
864958.12,35.17,22.9,627744.8,25.52
865175.46,35.19,22.92,628409.89,25.56
865054.43,35.19,22.93,628380.71,25.57
864870.69,35.2,22.94,628723.34,25.59
864870.69,35.2,22.94,628669.96,25.59
865340.88,35.22,22.96,629192.86,25.61
865649.23,35.24,22.98,629397.0,25.63
865424.96,35.25,22.98,629175.74,25.63
865043.35,35.24,22.98,628859.14,25.62
864762.69,35.24,22.97,628526.14,25.61
864578.95,35.24,22.98,628115.37,25.6
864622.85,35.25,22.98,629167.47,25.65
864398.58,35.25,22.99,628989.41,25.65
864804.07,35.27,23.01,629530.87,25.68
865021.4,35.29,23.02,629730.88,25.69
864638.13,35.28,23.01,629322.04,25.68
864898.05,35.29,23.03,630289.44,25.72
864690.39,35.3,23.04,629890.62,25.72
865012.6,35.32,23.06,630187.71,25.73
864788.32,35.33,23.06,630414.13,25.75
864635.94,35.33,23.07,630867.93,25.78
864634.74,35.35,23.08,630322.79,25.77
864513.72,35.36,23.09,630544.8,25.79
864329.98,35.36,23.1,630193.55,25.78
864388.62,35.37,23.11,630015.08,25.78
864290.59,35.38,23.12,629662.6,25.78
864138.21,35.39,23.13,630155.99,25.81
863691.95,35.38,23.12,629340.35,25.78
863707.98,35.38,23.12,630163.02,25.81
863475.06,35.38,23.11,630608.2,25.84
863475.06,35.38,23.11,630676.79,25.84
863059.73,35.39,23.12,630703.52,25.86
863024.26,35.4,23.13,631256.46,25.89
862840.52,35.41,23.14,631528.81,25.91
862839.32,35.42,23.15,631144.55,25.91
862680.66,35.43,23.16,631062.06,25.91
862680.66,35.43,23.16,631062.06,25.91
862680.66,35.43,23.16,631094.92,25.92
862680.66,35.43,23.16,631074.41,25.91
862685.73,35.44,23.17,630775.69,25.91
862501.99,35.44,23.18,630331.41,25.9
862277.72,35.45,23.18,630220.58,25.91
862070.05,35.46,23.19,630668.13,25.94
862321.65,35.47,23.21,631801.02,25.99
862144.18,35.48,23.22,631792.44,26.0
862144.18,35.48,23.22,631638.07,25.99
862637.93,35.51,23.24,631444.03,25.99
863116.0,35.53,23.27,631919.61,26.01
863373.87,35.55,23.28,631678.53,26.01
863149.6,35.55,23.29,631501.93,26.01
862830.86,35.55,23.28,631141.82,26.0
862647.12,35.55,23.29,630623.77,25.99
861960.01,35.58,23.32,630639.68,26.03
861761.88,35.58,23.32,630607.17,26.04
861615.77,35.59,23.32,631274.69,26.08
861514.03,35.6,23.34,631148.59,26.08
861514.03,35.6,23.34,631990.74,26.12
861514.03,35.6,23.34,631924.1,26.11
861514.03,35.6,23.34,631602.6,26.1
861511.78,35.61,23.35,631743.74,26.11
861399.82,35.62,23.36,631483.99,26.11
861225.84,35.63,23.36,630911.82,26.1
860993.42,35.62,23.36,630650.68,26.09
860993.42,35.62,23.36,630592.39,26.09
860834.77,35.63,23.37,630137.13,26.08
860627.1,35.64,23.37,630262.06,26.1
860627.1,35.64,23.37,630262.06,26.1
860636.86,35.64,23.37,630032.22,26.09
859920.37,35.62,23.36,629274.43,26.07
860137.7,35.64,23.38,629420.13,26.08
859946.64,35.65,23.38,629476.69,26.09
860532.34,35.68,23.41,629568.81,26.1
859847.67,35.71,23.44,630438.53,26.18
859663.93,35.72,23.45,630361.36,26.19
859813.29,35.74,23.47,633376.44,26.33
860237.59,35.76,23.49,633473.9,26.33
860047.58,35.77,23.5,634779.32,26.4
859823.3,35.77,23.51,634676.57,26.41
859424.58,35.79,23.52,634530.41,26.42
859265.93,35.79,23.53,634305.95,26.42
859074.87,35.8,23.54,634209.25,26.43
858922.49,35.81,23.54,634180.08,26.44
858738.75,35.82,23.55,634578.01,26.47
858902.51,35.82,23.56,635887.8,26.52
858743.86,35.83,23.57,635589.17,26.52
858743.86,35.83,23.57,636239.56,26.55
858552.8,35.84,23.57,635596.61,26.53
860296.39,35.93,23.66,635341.9,26.53
860386.48,35.94,23.68,637482.77,26.63
860731.68,35.96,23.7,637488.56,26.63
860507.4,35.97,23.7,637672.55,26.65
860757.95,35.98,23.72,637591.74,26.66
860757.95,35.98,23.72,637378.75,26.65
860574.21,35.99,23.73,637867.82,26.68
859814.17,36.02,23.76,637773.63,26.72
859606.5,36.03,23.76,637707.05,26.73
859587.64,36.04,23.77,638449.02,26.77
859475.68,36.05,23.78,637966.45,26.76
859251.41,36.05,23.79,637780.05,26.76
859256.48,36.07,23.8,637604.81,26.76
859256.48,36.07,23.8,637604.81,26.76
859256.48,36.07,23.8,637604.81,26.76
859109.2,36.08,23.81,639930.74,26.87
858727.6,36.07,23.8,639480.24,26.86
860447.92,36.14,23.87,641735.03,26.95
860240.26,36.15,23.88,641811.93,26.97
860204.79,36.16,23.89,641841.08,26.98
860021.05,36.16,23.9,642323.43,27.01
860026.12,36.18,23.91,642775.88,27.04
859914.16,36.19,23.92,642525.98,27.04
860291.77,36.21,23.94,642536.97,27.04
860101.75,36.22,23.95,643263.75,27.09
859918.02,36.22,23.96,643679.9,27.11
860225.36,36.24,23.98,643569.56,27.11
860066.7,36.25,23.99,643200.25,27.11
860096.86,36.27,24.0,642914.16,27.11
859889.2,36.27,24.01,643596.76,27.15
859914.28,36.27,24.01,643613.11,27.15
859919.35,36.29,24.02,643321.01,27.15
859782.3,36.29,24.03,643314.95,27.16
859782.3,36.29,24.03,643314.95,27.16
860094.29,36.31,24.05,643810.19,27.18
860094.29,36.31,24.05,643874.97,27.18
859935.48,36.31,24.04,643685.42,27.18
859916.62,36.32,24.06,643379.04,27.17
859779.57,36.33,24.07,643086.71,27.17
859588.51,36.34,24.07,642827.36,27.17
859397.46,36.34,24.08,642434.89,27.17
859189.79,36.35,24.09,642162.61,27.17
859241.55,36.37,24.1,641615.15,27.16
859546.11,36.39,24.12,641341.62,27.15
859546.11,36.39,24.12,641341.62,27.15
859362.37,36.39,24.13,641586.99,27.17
859250.4,36.4,24.14,641674.86,27.19
859250.4,36.4,24.14,641196.88,27.17
860877.26,36.47,24.21,643411.75,27.26
860877.26,36.47,24.21,643411.75,27.26
860693.52,36.48,24.22,643060.51,27.26
860485.85,36.49,24.22,643164.89,27.27
860450.38,36.5,24.23,643119.7,27.28
860450.38,36.5,24.23,643119.7,27.28
860313.33,36.51,24.24,642821.81,27.28
860176.28,36.52,24.25,642702.3,27.29
860442.48,36.54,24.27,642666.74,27.29
860473.84,36.54,24.27,642429.94,27.28
860955.52,36.56,24.29,642668.86,27.29
