ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a3e1-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_nodes,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a3e1-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpus,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a3e1-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpu_milli,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a3e1-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-total_gpus,ow_multigpu50-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_a3e1-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-arrived_gpu_milli
970,5178,1980960,6212,1980960
970,5178,1981960,6212,1981960
970,5178,1982960,6212,1982960
971,5186,1990960,6212,1990960
971,5186,1991280,6212,1991280
971,5186,1992280,6212,1992280
971,5186,1993280,6212,1993280
972,5188,1994280,6212,1994280
972,5188,1995280,6212,1995280
972,5188,1996280,6212,1996280
973,5196,2004280,6212,2004280
973,5196,2005090,6212,2005090
973,5196,2006090,6212,2006090
973,5196,2006900,6212,2006900
973,5196,2010900,6212,2010900
974,5198,2011900,6212,2011900
974,5198,2012900,6212,2012900
974,5198,2013370,6212,2013370
974,5198,2013920,6212,2013920
974,5198,2014920,6212,2014920
974,5198,2015390,6212,2015390
974,5198,2015860,6212,2015860
974,5198,2016860,6212,2016860
974,5198,2016860,6212,2024860
975,5206,2024860,6212,2032860
975,5206,2025860,6212,2033860
975,5206,2026330,6212,2034330
975,5206,2026790,6212,2034790
975,5206,2026790,6212,2034790
975,5206,2027790,6212,2035790
976,5214,2028790,6212,2036790
976,5214,2029340,6212,2037340
976,5214,2029810,6212,2037810
976,5214,2030810,6212,2038810
977,5216,2031620,6212,2039620
978,5218,2032620,6212,2040620
978,5218,2032940,6212,2040940
978,5218,2033400,6212,2041400
979,5220,2034210,6212,2042210
979,5220,2035210,6212,2043210
979,5220,2035210,6212,2043210
979,5220,2036020,6212,2044020
980,5224,2036020,6212,2044020
980,5224,2036020,6212,2052020
980,5224,2036480,6212,2052480
980,5224,2037480,6212,2053480
980,5224,2038480,6212,2054480
980,5224,2039480,6212,2055480
980,5224,2040480,6212,2056480
980,5224,2040950,6212,2056950
980,5224,2040950,6212,2056950
980,5224,2040950,6212,2056950
980,5224,2041950,6212,2057950
980,5224,2045950,6212,2061950
980,5224,2046600,6212,2062600
980,5224,2046600,6212,2062600
980,5224,2047600,6212,2063600
980,5224,2049600,6212,2065600
980,5224,2049600,6212,2065600
980,5224,2050070,6212,2066070
981,5232,2051070,6212,2067070
981,5232,2052070,6212,2068070
981,5232,2052880,6212,2068880
982,5234,2053880,6212,2069880
983,5242,2061880,6212,2077880
983,5242,2061880,6212,2077880
983,5242,2061880,6212,2077880
983,5242,2062880,6212,2078880
984,5250,2063880,6212,2079880
985,5258,2064880,6212,2080880
986,5266,2065880,6212,2081880
986,5266,2066880,6212,2082880
986,5266,2067880,6212,2083880
986,5266,2069880,6212,2085880
987,5274,2070880,6212,2086880
987,5274,2071880,6212,2087880
987,5274,2072690,6212,2088690
987,5274,2072690,6212,2088690
988,5282,2073690,6212,2089690
989,5290,2074690,6212,2090690
989,5290,2075690,6212,2091690
989,5290,2076690,6212,2092690
990,5298,2084690,6212,2100690
990,5298,2085690,6212,2101690
990,5298,2086500,6212,2102500
991,5306,2086610,6212,2102610
991,5306,2087610,6212,2103610
991,5306,2088260,6212,2104260
992,5314,2089260,6212,2105260
993,5316,2091260,6212,2107260
994,5324,2093260,6212,2109260
994,5324,2093260,6212,2109260
994,5324,2094260,6212,2110260
994,5324,2095260,6212,2111260
994,5324,2096260,6212,2112260
995,5332,2100260,6212,2116260
995,5332,2101260,6212,2117260
995,5332,2102070,6212,2118070
995,5332,2103070,6212,2119070
995,5332,2103880,6212,2119880
995,5332,2103880,6212,2119880
995,5332,2104530,6212,2120530
995,5332,2105000,6212,2121000
995,5332,2106000,6212,2122000
995,5332,2107000,6212,2123000
996,5334,2108000,6212,2124000
997,5342,2116000,6212,2132000
998,5344,2117000,6212,2133000
998,5344,2117470,6212,2133470
998,5344,2118470,6212,2134470
999,5352,2119470,6212,2135470
999,5352,2119470,6212,2135470
999,5352,2120470,6212,2136470
999,5352,2120940,6212,2136940
999,5352,2121750,6212,2137750
999,5352,2125750,6212,2141750
1000,5360,2126750,6212,2142750
1000,5360,2127750,6212,2143750
1001,5361,2128560,6212,2144560
1001,5361,2129560,6212,2145560
1001,5361,2130370,6212,2146370
1001,5361,2131370,6212,2147370
1002,5363,2133370,6212,2149370
1002,5363,2133370,6212,2149370
1002,5363,2134370,6212,2150370
1002,5363,2135370,6212,2151370
1002,5363,2135370,6212,2151370
1002,5363,2137370,6212,2153370
1003,5371,2137830,6212,2153830
1004,5373,2137990,6212,2153990
1004,5373,2138990,6212,2154990
1004,5373,2139990,6212,2155990
1005,5375,2140580,6212,2156580
1005,5375,2141230,6212,2157230
1005,5375,2142230,6212,2158230
1006,5377,2143230,6212,2159230
1006,5377,2143340,6212,2159340
1006,5377,2144340,6212,2160340
1006,5377,2146340,6212,2162340
1006,5377,2147340,6212,2163340
1006,5377,2151340,6212,2167340
1006,5377,2152150,6212,2168150
1006,5377,2153150,6212,2169150
1006,5377,2153800,6212,2169800
1007,5379,2154450,6212,2170450
1007,5379,2155450,6212,2171450
1007,5379,2155770,6212,2171770
1007,5379,2157770,6212,2173770
1008,5381,2158770,6212,2174770
1008,5381,2159770,6212,2175770
1008,5381,2160420,6212,2176420
1008,5381,2160790,6212,2176790
1008,5381,2161250,6212,2177250
1008,5381,2161720,6212,2177720
1009,5383,2162720,6212,2178720
1009,5383,2162720,6212,2178720
1009,5383,2163720,6212,2179720
1010,5391,2164040,6212,2180040
1010,5391,2165040,6212,2181040
1010,5391,2165850,6212,2181850
1011,5399,2166850,6212,2182850
1011,5399,2167850,6212,2183850
1011,5399,2168320,6212,2184320
1011,5399,2169320,6212,2185320
1012,5401,2170320,6212,2186320
1013,5409,2170790,6212,2186790
1014,5417,2174790,6212,2190790
1015,5419,2175440,6212,2191440
1015,5419,2176250,6212,2192250
1016,5421,2177060,6212,2193060
1016,5421,2178060,6212,2194060
1017,5429,2178530,6212,2194530
1017,5429,2179530,6212,2195530
1017,5429,2180000,6212,2196000
1017,5429,2180550,6212,2196550
1018,5437,2181550,6212,2197550
1018,5437,2181770,6212,2197770
1018,5437,2182420,6212,2198420
1018,5437,2183420,6212,2199420
1019,5445,2184420,6212,2200420
1019,5445,2184890,6212,2200890
1019,5445,2185360,6212,2201360
1019,5445,2186360,6212,2202360
1019,5445,2187360,6212,2203360
1019,5445,2188170,6212,2204170
1020,5447,2189170,6212,2205170
1020,5447,2189640,6212,2205640
1020,5447,2190110,6212,2206110
1020,5447,2190920,6212,2206920
1020,5447,2191920,6212,2207920
1020,5447,2192920,6212,2208920
1020,5447,2192920,6212,2208920
1020,5447,2193920,6212,2209920
1021,5449,2194920,6212,2210920
1021,5449,2195920,6212,2211920
1021,5449,2196730,6212,2212730
1021,5449,2197730,6212,2213730
1021,5449,2198730,6212,2214730
1021,5449,2199730,6212,2215730
1022,5451,2200730,6212,2216730
1023,5459,2208730,6212,2224730
1023,5459,2208730,6212,2224730
1023,5459,2209730,6212,2225730
1023,5459,2210200,6212,2226200
1024,5461,2211200,6212,2227200
1024,5461,2212010,6212,2228010
1025,5469,2214010,6212,2230010
1026,5471,2215010,6212,2231010
1026,5471,2217010,6212,2233010
1026,5471,2217480,6212,2233480
1026,5471,2218480,6212,2234480
1026,5471,2218480,6212,2242480
1027,5475,2219290,6212,2243290
1027,5475,2220100,6212,2244100
1027,5475,2221100,6212,2245100
1027,5475,2221100,6212,2245100
1028,5477,2221100,6212,2245100
1028,5477,2222100,6212,2246100
1028,5477,2223100,6212,2247100
1028,5477,2224100,6212,2248100
1028,5477,2225100,6212,2249100
1028,5477,2225560,6212,2249560
1029,5479,2226210,6212,2250210
1030,5487,2234210,6212,2258210
1030,5487,2235210,6212,2259210
1030,5487,2235210,6212,2259210
1030,5487,2235860,6212,2259860
1031,5495,2236860,6212,2260860
1031,5495,2237860,6212,2261860
1031,5495,2238330,6212,2262330
1032,5497,2239140,6212,2263140
1032,5497,2239950,6212,2263950
1032,5497,2240950,6212,2264950
1032,5497,2241950,6212,2265950
1032,5497,2242950,6212,2266950
1032,5497,2242950,6212,2266950
1032,5497,2243950,6212,2267950
1032,5497,2244420,6212,2268420
1032,5497,2245230,6212,2269230
1032,5497,2245460,6212,2269460
1032,5497,2246460,6212,2270460
1032,5497,2247460,6212,2271460
1033,5505,2248460,6212,2272460
1033,5505,2249270,6212,2273270
1033,5505,2249270,6212,2281270
1033,5505,2250270,6212,2282270
1033,5505,2250270,6212,2282270
1034,5513,2258270,6212,2290270
1034,5513,2258740,6212,2290740
1034,5513,2259740,6212,2291740
1035,5521,2260390,6212,2292390
1036,5529,2261390,6212,2293390
1036,5529,2262390,6212,2294390
1037,5530,2263200,6212,2295200
1037,5530,2264200,6212,2296200
1037,5530,2264200,6212,2296200
1037,5530,2265200,6212,2297200
1037,5530,2266200,6212,2298200
1037,5530,2266670,6212,2298670
1037,5530,2266670,6212,2298670
1037,5530,2267670,6212,2299670
1038,5532,2268320,6212,2300320
1039,5540,2276320,6212,2308320
1039,5540,2276800,6212,2308800
1039,5540,2277270,6212,2309270
1039,5540,2278270,6212,2310270
1039,5540,2282270,6212,2314270
1039,5540,2282490,6212,2314490
1039,5540,2283300,6212,2315300
1039,5540,2283300,6212,2315300
1040,5544,2283300,6212,2315300
1040,5544,2284300,6212,2316300
1040,5544,2285300,6212,2317300
1040,5544,2285770,6212,2317770
1040,5544,2286770,6212,2318770
1040,5544,2287240,6212,2319240
1040,5544,2288050,6212,2320050
1040,5544,2288700,6212,2320700
1041,5546,2289510,6212,2321510
1041,5546,2290510,6212,2322510
1042,5548,2291510,6212,2323510
1042,5548,2291510,6212,2323510
1042,5548,2292160,6212,2324160
1042,5548,2293160,6212,2325160
1042,5548,2294160,6212,2326160
1043,5556,2295160,6212,2327160
1043,5556,2295160,6212,2327160
1043,5556,2295160,6212,2327160
1043,5556,2295160,6212,2327160
1043,5556,2295710,6212,2327710
1044,5564,2303710,6212,2335710
1044,5564,2303930,6212,2335930
1044,5564,2303930,6212,2335930
1044,5564,2304930,6212,2336930
1044,5564,2305740,6212,2337740
1045,5566,2306550,6212,2338550
1046,5568,2307550,6212,2339550
1046,5568,2308550,6212,2340550
1046,5568,2309550,6212,2341550
1046,5568,2310550,6212,2342550
1046,5568,2311550,6212,2343550
1046,5568,2312360,6212,2344360
1046,5568,2314360,6212,2346360
1047,5576,2314680,6212,2346680
1047,5576,2315680,6212,2347680
1047,5576,2316490,6212,2348490
1047,5576,2317490,6212,2349490
1047,5576,2318490,6212,2350490
1047,5576,2318960,6212,2350960
1047,5576,2319610,6212,2351610
1047,5576,2320090,6212,2352090
1047,5576,2321090,6212,2353090
1048,5578,2322090,6212,2354090
1048,5578,2322410,6212,2354410
1048,5578,2322410,6212,2354410
1048,5578,2322410,6212,2354410
1049,5586,2323410,6212,2355410
1049,5586,2323880,6212,2355880
1050,5594,2323990,6212,2355990
1050,5594,2324990,6212,2356990
1050,5594,2325990,6212,2357990
1050,5594,2326990,6212,2358990
1050,5594,2327990,6212,2359990
1051,5596,2328800,6212,2360800
1051,5596,2329800,6212,2361800
1051,5596,2329800,6212,2361800
1051,5596,2330270,6212,2362270
1051,5596,2331270,6212,2363270
1052,5598,2331730,6212,2363730
1053,5600,2332730,6212,2364730
1053,5600,2333730,6212,2365730
1053,5600,2334540,6212,2366540
1053,5600,2335540,6212,2367540
1054,5608,2343540,6212,2375540
1054,5608,2343540,6212,2375540
1054,5608,2344540,6212,2376540
1054,5608,2345540,6212,2377540
1054,5608,2346540,6212,2378540
1054,5608,2347540,6212,2379540
1054,5608,2348350,6212,2380350
1055,5616,2350350,6212,2382350
1055,5616,2354350,6212,2386350
1055,5616,2355350,6212,2387350
1055,5616,2356350,6212,2388350
1055,5616,2356820,6212,2388820
1055,5616,2360820,6212,2392820
1055,5616,2361630,6212,2393630
1056,5618,2362100,6212,2394100
1056,5618,2362910,6212,2394910
1056,5618,2364910,6212,2396910
1056,5618,2365140,6212,2397140
1056,5618,2365950,6212,2397950
1056,5618,2366950,6212,2398950
1056,5618,2366950,6212,2398950
1056,5618,2367430,6212,2399430
1056,5618,2367900,6212,2399900
1056,5618,2368220,6212,2400220
1056,5618,2369030,6212,2401030
1056,5618,2369380,6212,2401380
1056,5618,2370380,6212,2402380
1057,5620,2371190,6212,2403190
1057,5620,2372190,6212,2404190
1057,5620,2373190,6212,2405190
1057,5620,2374190,6212,2406190
1058,5628,2375190,6212,2407190
1058,5628,2375660,6212,2407660
1058,5628,2376310,6212,2408310
1058,5628,2376960,6212,2408960
1058,5628,2377180,6212,2409180
1058,5628,2378180,6212,2410180
1058,5628,2379180,6212,2411180
1058,5628,2379650,6212,2411650
1058,5628,2380650,6212,2412650
1058,5628,2384650,6212,2416650
1058,5628,2385120,6212,2417120
1058,5628,2386120,6212,2418120
1058,5628,2386930,6212,2418930
1058,5628,2387930,6212,2419930
1058,5628,2388930,6212,2420930
1059,5630,2389400,6212,2421400
1059,5630,2390210,6212,2422210
1059,5630,2391210,6212,2423210
1060,5638,2399210,6212,2431210
1060,5638,2400210,6212,2432210
1061,5640,2401210,6212,2433210
1062,5642,2402210,6212,2434210
1062,5642,2403210,6212,2435210
1063,5650,2403680,6212,2435680
1063,5650,2404270,6212,2436270
1063,5650,2405270,6212,2437270
1063,5650,2405270,6212,2437270
1063,5650,2406270,6212,2438270
1064,5652,2407270,6212,2439270
1064,5652,2408270,6212,2440270
1064,5652,2408270,6212,2440270
1064,5652,2409270,6212,2441270
1064,5652,2409490,6212,2441490
1064,5652,2413490,6212,2445490
1065,5660,2414490,6212,2446490
1065,5660,2415490,6212,2447490
1065,5660,2416080,6212,2448080
1065,5660,2417080,6212,2449080
1066,5662,2418080,6212,2450080
1067,5670,2426080,6212,2458080
1068,5678,2427080,6212,2459080
1068,5678,2428080,6212,2460080
1069,5686,2436080,6212,2468080
1069,5686,2436550,6212,2468550
1069,5686,2437550,6212,2469550
1069,5686,2438140,6212,2470140
1069,5686,2439140,6212,2471140
1069,5686,2440140,6212,2472140
1069,5686,2441140,6212,2473140
1069,5686,2442140,6212,2474140
1069,5686,2442460,6212,2474460
1069,5686,2443460,6212,2475460
1069,5686,2444460,6212,2476460
1069,5686,2448460,6212,2480460
1069,5686,2448460,6212,2480460
1069,5686,2449270,6212,2481270
1069,5686,2449920,6212,2481920
1069,5686,2450390,6212,2482390
1069,5686,2452390,6212,2484390
1069,5686,2452390,6212,2484390
1069,5686,2452710,6212,2484710
1070,5694,2452710,6212,2484710
1070,5694,2453710,6212,2485710
1070,5694,2454180,6212,2486180
1070,5694,2454180,6212,2486180
1070,5694,2454640,6212,2486640
1070,5694,2455640,6212,2487640
1071,5702,2456640,6212,2488640
1072,5710,2457640,6212,2489640
1072,5710,2458110,6212,2490110
1072,5710,2458920,6212,2490920
1072,5710,2459920,6212,2491920
1073,5718,2467920,6212,2499920
1073,5718,2468240,6212,2500240
1073,5718,2469240,6212,2501240
1073,5718,2470240,6212,2502240
1074,5720,2471240,6212,2503240
1075,5728,2472240,6212,2504240
1075,5728,2472240,6212,2504240
1075,5728,2473240,6212,2505240
1075,5728,2474050,6212,2506050
1076,5736,2482050,6212,2514050
1076,5736,2482050,6212,2514050
1076,5736,2482050,6212,2514050
1076,5736,2490050,6212,2522050
1076,5736,2491050,6212,2523050
1076,5736,2491520,6212,2523520
1076,5736,2491520,6212,2523520
1076,5736,2491520,6212,2523520
1076,5736,2492330,6212,2524330
1076,5736,2493330,6212,2525330
1076,5736,2494330,6212,2526330
1077,5744,2502330,6212,2534330
1077,5744,2503330,6212,2535330
1078,5752,2511330,6212,2543330
1078,5752,2512330,6212,2544330
1078,5752,2512790,6212,2544790
1078,5752,2513110,6212,2545110
1078,5752,2514110,6212,2546110
1078,5752,2514430,6212,2546430
1078,5752,2514430,6212,2546430
1078,5752,2516430,6212,2548430
1078,5752,2516750,6212,2548750
1078,5752,2517220,6212,2549220
1078,5752,2518220,6212,2550220
1078,5752,2518220,6212,2550220
1079,5760,2518590,6212,2550590
1079,5760,2519590,6212,2551590
1079,5760,2519590,6212,2551590
1079,5760,2520400,6212,2552400
1079,5760,2520400,6212,2552400
1079,5760,2521400,6212,2553400
1079,5760,2522400,6212,2554400
1079,5760,2522770,6212,2554770
1079,5760,2523770,6212,2555770
1080,5768,2531770,6212,2563770
1080,5768,2531770,6212,2563770
1080,5768,2531770,6212,2563770
1080,5768,2532580,6212,2564580
1080,5768,2532580,6212,2564580
1080,5768,2533580,6212,2565580
1080,5768,2534390,6212,2566390
1080,5768,2535390,6212,2567390
1080,5768,2535390,6212,2567390
1080,5768,2536200,6212,2568200
1080,5768,2536670,6212,2568670
1080,5768,2544670,6212,2576670
1080,5768,2545670,6212,2577670
1081,5770,2546480,6212,2578480
1081,5770,2547480,6212,2579480
1082,5778,2548480,6212,2580480
1082,5778,2549290,6212,2581290
1082,5778,2549290,6212,2581290
1083,5786,2557290,6212,2589290
1084,5794,2565290,6212,2597290
1084,5794,2567290,6212,2599290
1084,5794,2568290,6212,2600290
1085,5796,2569290,6212,2601290
1086,5804,2577290,6212,2609290
1086,5804,2578290,6212,2610290
1086,5804,2579290,6212,2611290
1086,5804,2580290,6212,2612290
1086,5804,2580290,6212,2612290
1086,5804,2581290,6212,2613290
1086,5804,2581290,6212,2613290
1086,5804,2582100,6212,2614100
1086,5804,2583100,6212,2615100
1086,5804,2583420,6212,2615420
1086,5804,2584420,6212,2616420
1087,5812,2592420,6212,2624420
1087,5812,2593420,6212,2625420
1087,5812,2593530,6212,2625530
1087,5812,2594530,6212,2626530
1087,5812,2595000,6212,2627000
1087,5812,2595000,6212,2627000
1087,5812,2595470,6212,2627470
1087,5812,2595940,6212,2627940
1087,5812,2596940,6212,2628940
1087,5812,2597750,6212,2629750
1087,5812,2598750,6212,2630750
1087,5812,2599750,6212,2631750
1087,5812,2600750,6212,2632750
1087,5812,2601750,6212,2633750
1087,5812,2602750,6212,2634750
1087,5812,2603750,6212,2635750
1087,5812,2604750,6212,2636750
1087,5812,2605750,6212,2637750
1087,5812,2605750,6212,2637750
1087,5812,2606750,6212,2638750
1087,5812,2610750,6212,2642750
1087,5812,2611750,6212,2643750
1087,5812,2611750,6212,2643750
1087,5812,2611750,6212,2643750
1087,5812,2612340,6212,2644340
1087,5812,2613340,6212,2645340
1087,5812,2614340,6212,2646340
1087,5812,2615340,6212,2647340
1087,5812,2616340,6212,2648340
1087,5812,2617340,6212,2649340
1087,5812,2617340,6212,2649340
1087,5812,2618340,6212,2650340
1087,5812,2619340,6212,2651340
1087,5812,2620340,6212,2652340
1087,5812,2621340,6212,2653340
1088,5820,2629340,6212,2661340
1088,5820,2630150,6212,2662150
1088,5820,2631150,6212,2663150
1088,5820,2631620,6212,2663620
1088,5820,2632090,6212,2664090
1088,5820,2632090,6212,2664090
1088,5820,2632900,6212,2664900
1088,5820,2633010,6212,2665010
1088,5820,2634010,6212,2666010
1088,5820,2635010,6212,2667010
1088,5820,2636010,6212,2668010
1088,5820,2637010,6212,2669010
1088,5820,2637820,6212,2669820
1089,5828,2645820,6212,2677820
1089,5828,2646820,6212,2678820
1089,5828,2647630,6212,2679630
1089,5828,2649630,6212,2681630
1089,5828,2650630,6212,2682630
1089,5828,2651440,6212,2683440
1090,5836,2652250,6212,2684250
1090,5836,2653250,6212,2685250
1091,5844,2661250,6212,2693250
1092,5852,2669250,6212,2701250
1093,5854,2670060,6212,2702060
1093,5854,2671060,6212,2703060
1093,5854,2671290,6212,2703290
1093,5854,2672290,6212,2704290
1094,5856,2673290,6212,2705290
1094,5856,2674290,6212,2706290
1094,5856,2674450,6212,2706450
1094,5856,2675260,6212,2707260
1094,5856,2675260,6212,2707260
1094,5856,2675730,6212,2707730
1094,5856,2676540,6212,2708540
1094,5856,2677540,6212,2709540
1094,5856,2678540,6212,2710540
1095,5858,2679540,6212,2711540
1095,5858,2680010,6212,2712010
1095,5858,2681010,6212,2713010
1095,5858,2682010,6212,2714010
1096,5860,2683010,6212,2715010
1096,5860,2683820,6212,2715820
1096,5860,2684820,6212,2716820
1096,5860,2684820,6212,2716820
1096,5860,2684820,6212,2716820
1096,5860,2685820,6212,2717820
1096,5860,2686050,6212,2718050
1096,5860,2686050,6212,2718050
1096,5860,2686700,6212,2718700
1097,5862,2687700,6212,2719700
1097,5862,2688700,6212,2720700
1097,5862,2689700,6212,2721700
1097,5862,2690700,6212,2722700
1097,5862,2690860,6212,2722860
1098,5864,2691860,6212,2723860
1098,5864,2692860,6212,2724860
1098,5864,2694860,6212,2726860
1098,5864,2695510,6212,2727510
1098,5864,2696510,6212,2728510
1098,5864,2696670,6212,2728670
1098,5864,2697670,6212,2729670
1098,5864,2698220,6212,2730220
1098,5864,2699220,6212,2731220
1099,5872,2700220,6212,2732220
1099,5872,2700870,6212,2732870
1099,5872,2701870,6212,2733870
1099,5872,2702680,6212,2734680
1099,5872,2703150,6212,2735150
1099,5872,2703620,6212,2735620
1100,5874,2703940,6212,2735940
1100,5874,2704260,6212,2736260
1100,5874,2705260,6212,2737260
1100,5874,2705810,6212,2737810
1100,5874,2706810,6212,2738810
1100,5874,2707810,6212,2739810
1101,5882,2715810,6212,2747810
1101,5882,2716460,6212,2748460
1102,5890,2717270,6212,2749270
1102,5890,2717270,6212,2749270
1102,5890,2718270,6212,2750270
1102,5890,2718270,6212,2750270
1102,5890,2719270,6212,2751270
1102,5890,2723270,6212,2755270
1103,5892,2723590,6212,2755590
1104,5900,2731590,6212,2763590
1105,5902,2732590,6212,2764590
1105,5902,2733060,6212,2765060
1105,5902,2734060,6212,2766060
1105,5902,2736060,6212,2768060
1105,5902,2738060,6212,2770060
1105,5902,2739060,6212,2771060
1105,5902,2739060,6212,2771060
1105,5902,2743060,6212,2775060
1105,5902,2744060,6212,2776060
1105,5902,2744870,6212,2776870
1106,5910,2745460,6212,2777460
1107,5918,2753460,6212,2785460
1107,5918,2753930,6212,2785930
1107,5918,2754400,6212,2786400
1108,5920,2755050,6212,2787050
1109,5922,2755280,6212,2787280
1109,5922,2756280,6212,2788280
1109,5922,2757090,6212,2789090
1109,5922,2758090,6212,2790090
1109,5922,2759090,6212,2791090
1109,5922,2759320,6212,2791320
1109,5922,2760320,6212,2792320
1109,5922,2761320,6212,2793320
1109,5922,2762320,6212,2794320
1110,5924,2763130,6212,2795130
1110,5924,2764130,6212,2796130
1111,5926,2765130,6212,2797130
1111,5926,2765350,6212,2797350
1111,5926,2766350,6212,2798350
1111,5926,2767350,6212,2799350
1111,5926,2768160,6212,2800160
1111,5926,2769160,6212,2801160
1111,5926,2769530,6212,2801530
1111,5926,2769760,6212,2801760
1111,5926,2773760,6212,2805760
1111,5926,2774760,6212,2806760
1111,5926,2775760,6212,2807760
1111,5926,2775760,6212,2807760
1111,5926,2776760,6212,2808760
1111,5926,2777760,6212,2809760
1112,5928,2778760,6212,2810760
1112,5928,2779080,6212,2811080
1113,5930,2780080,6212,2812080
1113,5930,2780890,6212,2812890
1114,5932,2781890,6212,2813890
1114,5932,2782890,6212,2814890
1115,5934,2783890,6212,2815890
1115,5934,2784890,6212,2816890
1115,5934,2785890,6212,2817890
1115,5934,2785890,6212,2817890
1115,5934,2785890,6212,2817890
1115,5934,2786350,6212,2818350
1115,5934,2786350,6212,2818350
1115,5934,2787350,6212,2819350
1115,5934,2787810,6212,2819810
1115,5934,2788620,6212,2820620
1116,5936,2789620,6212,2821620
1116,5936,2790620,6212,2822620
1116,5936,2790850,6212,2822850
1116,5936,2791080,6212,2823080
1116,5936,2791550,6212,2823550
1116,5936,2792550,6212,2824550
1117,5938,2793550,6212,2825550
1118,5940,2794550,6212,2826550
1118,5940,2795360,6212,2827360
1118,5940,2796360,6212,2828360
1118,5940,2797360,6212,2829360
1118,5940,2798360,6212,2830360
1118,5940,2799360,6212,2831360
1118,5940,2801360,6212,2833360
1118,5940,2801830,6212,2833830
1118,5940,2802830,6212,2834830
1119,5942,2803640,6212,2835640
1119,5942,2804450,6212,2836450
1119,5942,2804450,6212,2836450
1119,5942,2804450,6212,2836450
1119,5942,2804920,6212,2836920
1119,5942,2805080,6212,2837080
1119,5942,2806080,6212,2838080
1119,5942,2814080,6212,2846080
1119,5942,2815080,6212,2847080
1120,5950,2823080,6212,2855080
1120,5950,2824080,6212,2856080
1120,5950,2824670,6212,2856670
1120,5950,2824990,6212,2856990
1120,5950,2824990,6212,2856990
1120,5950,2832990,6212,2864990
1120,5950,2833210,6212,2865210
1121,5958,2841210,6212,2873210
1122,5960,2842020,6212,2874020
1122,5960,2842830,6212,2874830
1122,5960,2844830,6212,2876830
1122,5960,2845310,6212,2877310
1122,5960,2846310,6212,2878310
1122,5960,2847310,6212,2879310
1122,5960,2847310,6212,2879310
1122,5960,2847780,6212,2879780
1122,5960,2848590,6212,2880590
1122,5960,2849400,6212,2881400
1122,5960,2849870,6212,2881870
1122,5960,2857870,6212,2889870
1122,5960,2858870,6212,2890870
1122,5960,2858980,6212,2890980
1122,5960,2859450,6212,2891450
1122,5960,2860450,6212,2892450
1122,5960,2861260,6212,2893260
1122,5960,2861910,6212,2893910
1122,5960,2862140,6212,2894140
1122,5960,2862610,6212,2894610
1122,5960,2862610,6212,2894610
1122,5960,2863610,6212,2895610
1122,5960,2863610,6212,2895610
1122,5960,2864260,6212,2896260
1122,5960,2865070,6212,2897070
1122,5960,2865070,6212,2897070
1122,5960,2866070,6212,2898070
1122,5960,2867070,6212,2899070
1122,5960,2867540,6212,2899540
1122,5960,2868540,6212,2900540
1122,5960,2869190,6212,2901190
1123,5968,2870190,6212,2902190
1123,5968,2870190,6212,2902190
1123,5968,2871190,6212,2903190
1123,5968,2872190,6212,2904190
1123,5968,2873000,6212,2905000
1123,5968,2874000,6212,2906000
1123,5968,2875000,6212,2907000
1123,5968,2875000,6212,2907000
1123,5968,2875000,6212,2907000
1123,5968,2876000,6212,2908000
1124,5970,2877000,6212,2909000
1124,5970,2878000,6212,2910000
1125,5972,2879000,6212,2911000
1125,5972,2879220,6212,2911220
1125,5972,2880220,6212,2912220
1125,5972,2881220,6212,2913220
1125,5972,2881690,6212,2913690
1125,5972,2882690,6212,2914690
1125,5972,2882690,6212,2914690
1126,5980,2890690,6212,2922690
1126,5980,2891690,6212,2923690
1126,5980,2892060,6212,2924060
1126,5980,2893060,6212,2925060
1126,5980,2893060,6212,2933060
1126,5980,2893380,6212,2933380
1126,5980,2893700,6212,2933700
1126,5980,2894510,6212,2934510
1126,5980,2895160,6212,2935160
1126,5980,2896160,6212,2936160
1126,5980,2896390,6212,2936390
1126,5980,2896390,6212,2936390
1126,5980,2896710,6212,2936710
1126,5980,2896940,6212,2936940
1126,5980,2897940,6212,2937940
1126,5980,2898410,6212,2938410
1126,5980,2898410,6212,2938410
1126,5980,2899410,6212,2939410
1126,5980,2900410,6212,2940410
1127,5988,2901410,6212,2941410
1127,5988,2901460,6212,2941460
1127,5988,2902460,6212,2942460
1127,5988,2903460,6212,2943460
1127,5988,2904270,6212,2944270
1127,5988,2905270,6212,2945270
1128,5990,2906270,6212,2946270
1128,5990,2908270,6212,2948270
1128,5990,2908590,6212,2948590
1128,5990,2908590,6212,2948590
1129,5998,2916590,6212,2956590
1129,5998,2917400,6212,2957400
1129,5998,2918400,6212,2958400
1129,5998,2919400,6212,2959400
