ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4a0a-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_nodes,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4a0a-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4a0a-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4a0a-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-total_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_4a0a-policy_BestFit1000desharemd33d2-de_share-gs_best-scmd_33d2-arrived_gpu_milli
644,1660,1460450,6212,1460450
644,1660,1460450,6212,1460450
644,1660,1460450,6212,1460450
644,1660,1461260,6212,1461260
644,1660,1461580,6212,1461580
644,1660,1461900,6212,1461900
644,1660,1462710,6212,1462710
644,1660,1463710,6212,1463710
644,1660,1464030,6212,1464030
644,1660,1464350,6212,1464350
644,1660,1465350,6212,1465350
645,1668,1466350,6212,1466350
645,1668,1466820,6212,1466820
645,1668,1466820,6212,1466820
645,1668,1467820,6212,1467820
645,1668,1467820,6212,1467820
645,1668,1467820,6212,1467820
645,1668,1468820,6212,1468820
645,1668,1469820,6212,1469820
645,1668,1470630,6212,1470630
645,1668,1471280,6212,1471280
645,1668,1471280,6212,1471280
645,1668,1472280,6212,1472280
646,1676,1473280,6212,1473280
646,1676,1473750,6212,1473750
646,1676,1474220,6212,1474220
646,1676,1475220,6212,1475220
646,1676,1475870,6212,1475870
646,1676,1476870,6212,1476870
646,1676,1477870,6212,1477870
646,1676,1478190,6212,1478190
646,1676,1479000,6212,1479000
646,1676,1480000,6212,1480000
646,1676,1480370,6212,1480370
647,1684,1481370,6212,1481370
647,1684,1482370,6212,1482370
647,1684,1482370,6212,1482370
647,1684,1482850,6212,1482850
647,1684,1483850,6212,1483850
647,1684,1484660,6212,1484660
647,1684,1485210,6212,1485210
647,1684,1485680,6212,1485680
647,1684,1485680,6212,1485680
647,1684,1485680,6212,1485680
647,1684,1486680,6212,1486680
648,1692,1487680,6212,1487680
648,1692,1487680,6212,1487680
648,1692,1488150,6212,1488150
648,1692,1488150,6212,1488150
648,1692,1488150,6212,1488150
648,1692,1489150,6212,1489150
648,1692,1490150,6212,1490150
648,1692,1490150,6212,1490150
648,1692,1490620,6212,1490620
648,1692,1491620,6212,1491620
648,1692,1492620,6212,1492620
648,1692,1492940,6212,1492940
648,1692,1493750,6212,1493750
648,1692,1494750,6212,1494750
648,1692,1495120,6212,1495120
648,1692,1495930,6212,1495930
649,1700,1496930,6212,1496930
649,1700,1497930,6212,1497930
649,1700,1498400,6212,1498400
649,1700,1499400,6212,1499400
649,1700,1500210,6212,1500210
649,1700,1500680,6212,1500680
649,1700,1500680,6212,1500680
649,1700,1501680,6212,1501680
649,1700,1502680,6212,1502680
649,1700,1502680,6212,1502680
649,1700,1503150,6212,1503150
650,1708,1504150,6212,1504150
650,1708,1504800,6212,1504800
650,1708,1505800,6212,1505800
650,1708,1506120,6212,1506120
650,1708,1507120,6212,1507120
650,1708,1507710,6212,1507710
650,1708,1508710,6212,1508710
650,1708,1509710,6212,1509710
650,1708,1510360,6212,1510360
650,1708,1511360,6212,1511360
651,1716,1512010,6212,1512010
651,1716,1512010,6212,1512010
651,1716,1513010,6212,1513010
651,1716,1514010,6212,1514010
651,1716,1515010,6212,1515010
651,1716,1515240,6212,1515240
651,1716,1516240,6212,1516240
651,1716,1516560,6212,1516560
651,1716,1517560,6212,1517560
651,1716,1518560,6212,1518560
651,1716,1519560,6212,1519560
652,1724,1520560,6212,1520560
652,1724,1521560,6212,1521560
652,1724,1522560,6212,1522560
652,1724,1522560,6212,1522560
652,1724,1522560,6212,1522560
652,1724,1522560,6212,1522560
652,1724,1523030,6212,1523030
652,1724,1524030,6212,1524030
652,1724,1524030,6212,1524030
652,1724,1525030,6212,1525030
652,1724,1525030,6212,1525030
652,1724,1525030,6212,1525030
652,1724,1526030,6212,1526030
652,1724,1527030,6212,1527030
653,1732,1528030,6212,1528030
653,1732,1528030,6212,1528030
653,1732,1528840,6212,1528840
653,1732,1529160,6212,1529160
653,1732,1529630,6212,1529630
653,1732,1530440,6212,1530440
653,1732,1531440,6212,1531440
653,1732,1532440,6212,1532440
653,1732,1533090,6212,1533090
653,1732,1533090,6212,1533090
653,1732,1534090,6212,1534090
653,1732,1534560,6212,1534560
653,1732,1534560,6212,1534560
654,1740,1535560,6212,1535560
654,1740,1536560,6212,1536560
654,1740,1537560,6212,1537560
654,1740,1538560,6212,1538560
654,1740,1539560,6212,1539560
654,1740,1540560,6212,1540560
654,1740,1540880,6212,1540880
655,1748,1541350,6212,1541350
655,1748,1542350,6212,1542350
655,1748,1542350,6212,1542350
655,1748,1542810,6212,1542810
655,1748,1543810,6212,1543810
655,1748,1544280,6212,1544280
655,1748,1545280,6212,1545280
655,1748,1545280,6212,1545280
655,1748,1546280,6212,1546280
655,1748,1547090,6212,1547090
655,1748,1547560,6212,1547560
655,1748,1548020,6212,1548020
655,1748,1548830,6212,1548830
655,1748,1549640,6212,1549640
655,1748,1550100,6212,1550100
656,1756,1551100,6212,1551100
656,1756,1551650,6212,1551650
656,1756,1551970,6212,1551970
656,1756,1552780,6212,1552780
656,1756,1553430,6212,1553430
656,1756,1554240,6212,1554240
656,1756,1555240,6212,1555240
656,1756,1556240,6212,1556240
656,1756,1557240,6212,1557240
657,1764,1558240,6212,1558240
657,1764,1559050,6212,1559050
657,1764,1559700,6212,1559700
657,1764,1560170,6212,1560170
657,1764,1561170,6212,1561170
657,1764,1562170,6212,1562170
657,1764,1563170,6212,1563170
657,1764,1563490,6212,1563490
658,1772,1564490,6212,1564490
658,1772,1564490,6212,1564490
658,1772,1564960,6212,1564960
658,1772,1565960,6212,1565960
658,1772,1566610,6212,1566610
658,1772,1567610,6212,1567610
658,1772,1567930,6212,1567930
658,1772,1568740,6212,1568740
658,1772,1569210,6212,1569210
658,1772,1570210,6212,1570210
658,1772,1570680,6212,1570680
658,1772,1571330,6212,1571330
658,1772,1572140,6212,1572140
658,1772,1572460,6212,1572460
659,1780,1573460,6212,1573460
659,1780,1574460,6212,1574460
659,1780,1574930,6212,1574930
659,1780,1575740,6212,1575740
659,1780,1576740,6212,1576740
659,1780,1578740,6212,1578740
659,1780,1578740,6212,1578740
660,1788,1586740,6212,1586740
660,1788,1587740,6212,1587740
661,1796,1588390,6212,1588390
661,1796,1589390,6212,1589390
661,1796,1590200,6212,1590200
661,1796,1590850,6212,1590850
661,1796,1590850,6212,1590850
661,1796,1591660,6212,1591660
662,1804,1595660,6212,1595660
662,1804,1595820,6212,1595820
662,1804,1596820,6212,1596820
662,1804,1597820,6212,1597820
662,1804,1598820,6212,1598820
662,1804,1599050,6212,1599050
662,1804,1599050,6212,1599050
662,1804,1599050,6212,1599050
662,1804,1600050,6212,1600050
662,1804,1600520,6212,1600520
662,1804,1601520,6212,1601520
662,1804,1601520,6212,1601520
662,1804,1602330,6212,1602330
663,1812,1603330,6212,1603330
663,1812,1604140,6212,1604140
663,1812,1605140,6212,1605140
663,1812,1605460,6212,1605460
663,1812,1606460,6212,1606460
663,1812,1607460,6212,1607460
663,1812,1607930,6212,1607930
663,1812,1608930,6212,1608930
663,1812,1609930,6212,1609930
663,1812,1610160,6212,1610160
664,1820,1610630,6212,1610630
664,1820,1611630,6212,1611630
664,1820,1612440,6212,1612440
664,1820,1612600,6212,1612600
664,1820,1612600,6212,1612600
664,1820,1613070,6212,1613070
664,1820,1613070,6212,1613070
664,1820,1613230,6212,1613230
664,1820,1614230,6212,1614230
664,1820,1615230,6212,1615230
664,1820,1616230,6212,1616230
664,1820,1616460,6212,1616460
664,1820,1617460,6212,1617460
664,1820,1617930,6212,1617930
664,1820,1617930,6212,1617930
664,1820,1618930,6212,1618930
664,1820,1619400,6212,1619400
665,1828,1620400,6212,1620400
665,1828,1621050,6212,1621050
665,1828,1621860,6212,1621860
665,1828,1622860,6212,1622860
665,1828,1623860,6212,1623860
665,1828,1624330,6212,1624330
665,1828,1625330,6212,1625330
665,1828,1625330,6212,1625330
666,1836,1626330,6212,1626330
666,1836,1627330,6212,1627330
666,1836,1627800,6212,1627800
666,1836,1628800,6212,1628800
666,1836,1629800,6212,1629800
666,1836,1630800,6212,1630800
666,1836,1631800,6212,1631800
666,1836,1631800,6212,1631800
666,1836,1632610,6212,1632610
666,1836,1633610,6212,1633610
667,1844,1634610,6212,1634610
668,1852,1642610,6212,1642610
668,1852,1643610,6212,1643610
668,1852,1644610,6212,1644610
668,1852,1645610,6212,1645610
668,1852,1646070,6212,1646070
668,1852,1647070,6212,1647070
668,1852,1647070,6212,1647070
668,1852,1648070,6212,1648070
668,1852,1648540,6212,1648540
668,1852,1649540,6212,1649540
669,1860,1650540,6212,1650540
669,1860,1650760,6212,1650760
669,1860,1651760,6212,1651760
669,1860,1652230,6212,1652230
669,1860,1652230,6212,1652230
669,1860,1653230,6212,1653230
669,1860,1654230,6212,1654230
669,1860,1654230,6212,1654230
669,1860,1655040,6212,1655040
669,1860,1655270,6212,1655270
669,1860,1656270,6212,1656270
669,1860,1657270,6212,1657270
670,1868,1658080,6212,1658080
670,1868,1658730,6212,1658730
670,1868,1658730,6212,1658730
670,1868,1659730,6212,1659730
670,1868,1659730,6212,1659730
670,1868,1660540,6212,1660540
670,1868,1660540,6212,1660540
670,1868,1661010,6212,1661010
670,1868,1662010,6212,1662010
670,1868,1663010,6212,1663010
670,1868,1664010,6212,1664010
670,1868,1665010,6212,1665010
670,1868,1665010,6212,1665010
670,1868,1665010,6212,1665010
670,1868,1665010,6212,1665010
671,1876,1665480,6212,1665480
671,1876,1665800,6212,1665800
671,1876,1666800,6212,1666800
671,1876,1667610,6212,1667610
671,1876,1667610,6212,1667610
671,1876,1668610,6212,1668610
671,1876,1668610,6212,1668610
671,1876,1669080,6212,1669080
671,1876,1669890,6212,1669890
671,1876,1670700,6212,1670700
671,1876,1671700,6212,1671700
671,1876,1672700,6212,1672700
672,1884,1673350,6212,1673350
672,1884,1674160,6212,1674160
672,1884,1674510,6212,1674510
672,1884,1674880,6212,1674880
672,1884,1675880,6212,1675880
672,1884,1675880,6212,1675880
672,1884,1676880,6212,1676880
672,1884,1677880,6212,1677880
672,1884,1678880,6212,1678880
672,1884,1679880,6212,1679880
673,1892,1680880,6212,1680880
673,1892,1681880,6212,1681880
673,1892,1681880,6212,1681880
673,1892,1682880,6212,1682880
673,1892,1683110,6212,1683110
673,1892,1684110,6212,1684110
673,1892,1685110,6212,1685110
673,1892,1686110,6212,1686110
673,1892,1686920,6212,1686920
674,1900,1687920,6212,1687920
674,1900,1688240,6212,1688240
674,1900,1689240,6212,1689240
674,1900,1690240,6212,1690240
674,1900,1691240,6212,1691240
674,1900,1692240,6212,1692240
674,1900,1692560,6212,1692560
674,1900,1693560,6212,1693560
674,1900,1693560,6212,1693560
674,1900,1694560,6212,1694560
674,1900,1695560,6212,1695560
675,1908,1695880,6212,1695880
675,1908,1695880,6212,1695880
675,1908,1696880,6212,1696880
675,1908,1697880,6212,1697880
675,1908,1698880,6212,1698880
675,1908,1699530,6212,1699530
675,1908,1700530,6212,1700530
675,1908,1702530,6212,1702530
675,1908,1703530,6212,1703530
676,1916,1704340,6212,1704340
676,1916,1704450,6212,1704450
676,1916,1705450,6212,1705450
676,1916,1706260,6212,1706260
676,1916,1707260,6212,1707260
676,1916,1707630,6212,1707630
676,1916,1708100,6212,1708100
676,1916,1708910,6212,1708910
676,1916,1709910,6212,1709910
676,1916,1710380,6212,1710380
677,1924,1711380,6212,1711380
677,1924,1712380,6212,1712380
677,1924,1712850,6212,1712850
677,1924,1713170,6212,1713170
677,1924,1713640,6212,1713640
677,1924,1713640,6212,1713640
677,1924,1714100,6212,1714100
677,1924,1715100,6212,1715100
677,1924,1715910,6212,1715910
677,1924,1716910,6212,1716910
677,1924,1717380,6212,1717380
677,1924,1718190,6212,1718190
678,1932,1718660,6212,1718660
678,1932,1718820,6212,1718820
678,1932,1719820,6212,1719820
678,1932,1720290,6212,1720290
678,1932,1721290,6212,1721290
678,1932,1721290,6212,1721290
678,1932,1722100,6212,1722100
678,1932,1723100,6212,1723100
678,1932,1723100,6212,1723100
678,1932,1724100,6212,1724100
678,1932,1725100,6212,1725100
678,1932,1725570,6212,1725570
679,1940,1726570,6212,1726570
679,1940,1727570,6212,1727570
679,1940,1728380,6212,1728380
679,1940,1728380,6212,1728380
679,1940,1728380,6212,1728380
679,1940,1730380,6212,1730380
679,1940,1731380,6212,1731380
679,1940,1731850,6212,1731850
679,1940,1732850,6212,1732850
679,1940,1733850,6212,1733850
680,1948,1734850,6212,1734850
680,1948,1735850,6212,1735850
680,1948,1735850,6212,1735850
680,1948,1736850,6212,1736850
680,1948,1737660,6212,1737660
680,1948,1738660,6212,1738660
681,1956,1739660,6212,1739660
681,1956,1740660,6212,1740660
681,1956,1740660,6212,1740660
681,1956,1741660,6212,1741660
681,1956,1742660,6212,1742660
681,1956,1742660,6212,1742660
681,1956,1743660,6212,1743660
681,1956,1743980,6212,1743980
681,1956,1743980,6212,1743980
681,1956,1744210,6212,1744210
681,1956,1745210,6212,1745210
682,1964,1746210,6212,1746210
682,1964,1747020,6212,1747020
682,1964,1747490,6212,1747490
682,1964,1748490,6212,1748490
682,1964,1749490,6212,1749490
682,1964,1750490,6212,1750490
682,1964,1750650,6212,1750650
682,1964,1751120,6212,1751120
682,1964,1751440,6212,1751440
682,1964,1752440,6212,1752440
682,1964,1753250,6212,1753250
682,1964,1753470,6212,1753470
682,1964,1753940,6212,1753940
682,1964,1754940,6212,1754940
683,1972,1755940,6212,1755940
683,1972,1756940,6212,1756940
683,1972,1757260,6212,1757260
683,1972,1757260,6212,1757260
683,1972,1758260,6212,1758260
683,1972,1759260,6212,1759260
683,1972,1760260,6212,1760260
683,1972,1760260,6212,1760260
683,1972,1761070,6212,1761070
683,1972,1761880,6212,1761880
684,1980,1762880,6212,1762880
684,1980,1763880,6212,1763880
684,1980,1764880,6212,1764880
684,1980,1765880,6212,1765880
684,1980,1766880,6212,1766880
684,1980,1767880,6212,1767880
684,1980,1768880,6212,1768880
684,1980,1769350,6212,1769350
685,1988,1770350,6212,1770350
685,1988,1771350,6212,1771350
685,1988,1771350,6212,1771350
685,1988,1771580,6212,1771580
685,1988,1772580,6212,1772580
685,1988,1773580,6212,1773580
685,1988,1773580,6212,1773580
685,1988,1774580,6212,1774580
685,1988,1775050,6212,1775050
685,1988,1775050,6212,1775050
685,1988,1776050,6212,1776050
685,1988,1776520,6212,1776520
685,1988,1777520,6212,1777520
685,1988,1778330,6212,1778330
685,1988,1778330,6212,1778330
685,1988,1778330,6212,1778330
685,1988,1778330,6212,1778330
685,1988,1779140,6212,1779140
686,1996,1779950,6212,1779950
686,1996,1779950,6212,1779950
686,1996,1780950,6212,1780950
686,1996,1781950,6212,1781950
686,1996,1782950,6212,1782950
686,1996,1783180,6212,1783180
686,1996,1783180,6212,1783180
686,1996,1783180,6212,1783180
686,1996,1783990,6212,1783990
686,1996,1784990,6212,1784990
686,1996,1785990,6212,1785990
686,1996,1785990,6212,1785990
686,1996,1786460,6212,1786460
687,2004,1787460,6212,1787460
687,2004,1787460,6212,1787460
687,2004,1788460,6212,1788460
687,2004,1788930,6212,1788930
687,2004,1788930,6212,1788930
687,2004,1789410,6212,1789410
687,2004,1790410,6212,1790410
687,2004,1790730,6212,1790730
687,2004,1791730,6212,1791730
687,2004,1792730,6212,1792730
687,2004,1793730,6212,1793730
688,2012,1794730,6212,1794730
688,2012,1795730,6212,1795730
688,2012,1795960,6212,1795960
688,2012,1796960,6212,1796960
688,2012,1796960,6212,1796960
688,2012,1797770,6212,1797770
688,2012,1798320,6212,1798320
688,2012,1799320,6212,1799320
688,2012,1800320,6212,1800320
688,2012,1800320,6212,1800320
689,2020,1801320,6212,1801320
689,2020,1801970,6212,1801970
689,2020,1802970,6212,1802970
689,2020,1803440,6212,1803440
689,2020,1804440,6212,1804440
689,2020,1805440,6212,1805440
689,2020,1806440,6212,1806440
690,2028,1807090,6212,1807090
690,2028,1807900,6212,1807900
690,2028,1808370,6212,1808370
690,2028,1808600,6212,1808600
690,2028,1808600,6212,1808600
690,2028,1809600,6212,1809600
690,2028,1810070,6212,1810070
690,2028,1811070,6212,1811070
690,2028,1812070,6212,1812070
690,2028,1812070,6212,1812070
690,2028,1813070,6212,1813070
690,2028,1814070,6212,1814070
691,2036,1815070,6212,1815070
691,2036,1816070,6212,1816070
691,2036,1817070,6212,1817070
691,2036,1817070,6212,1817070
691,2036,1818070,6212,1818070
691,2036,1819070,6212,1819070
691,2036,1820070,6212,1820070
691,2036,1821070,6212,1821070
691,2036,1822070,6212,1822070
691,2036,1822390,6212,1822390
691,2036,1823390,6212,1823390
691,2036,1824200,6212,1824200
692,2044,1825200,6212,1825200
692,2044,1826200,6212,1826200
692,2044,1826360,6212,1826360
692,2044,1826680,6212,1826680
692,2044,1826680,6212,1826680
692,2044,1827680,6212,1827680
692,2044,1828680,6212,1828680
692,2044,1828680,6212,1828680
692,2044,1829270,6212,1829270
692,2044,1829820,6212,1829820
692,2044,1830820,6212,1830820
692,2044,1830820,6212,1830820
692,2044,1831820,6212,1831820
692,2044,1832140,6212,1832140
693,2052,1833140,6212,1833140
693,2052,1833690,6212,1833690
693,2052,1834690,6212,1834690
693,2052,1835690,6212,1835690
693,2052,1836690,6212,1836690
693,2052,1837690,6212,1837690
693,2052,1837920,6212,1837920
693,2052,1838730,6212,1838730
693,2052,1839730,6212,1839730
693,2052,1840730,6212,1840730
694,2060,1841730,6212,1841730
694,2060,1842730,6212,1842730
694,2060,1843730,6212,1843730
694,2060,1844730,6212,1844730
694,2060,1845540,6212,1845540
694,2060,1846540,6212,1846540
694,2060,1846540,6212,1846540
694,2060,1847540,6212,1847540
694,2060,1848540,6212,1848540
695,2068,1849540,6212,1849540
695,2068,1850540,6212,1850540
695,2068,1851540,6212,1851540
695,2068,1851540,6212,1851540
695,2068,1852540,6212,1852540
695,2068,1853010,6212,1853010
695,2068,1853480,6212,1853480
695,2068,1854480,6212,1854480
695,2068,1854480,6212,1854480
695,2068,1855290,6212,1855290
695,2068,1855760,6212,1855760
696,2076,1856760,6212,1856760
696,2076,1857760,6212,1857760
696,2076,1858760,6212,1858760
696,2076,1859230,6212,1859230
696,2076,1859780,6212,1859780
696,2076,1859780,6212,1859780
696,2076,1860780,6212,1860780
696,2076,1861780,6212,1861780
696,2076,1862780,6212,1862780
696,2076,1862780,6212,1862780
697,2084,1863780,6212,1863780
697,2084,1864780,6212,1864780
697,2084,1865780,6212,1865780
697,2084,1866590,6212,1866590
697,2084,1867590,6212,1867590
697,2084,1868590,6212,1868590
697,2084,1869060,6212,1869060
697,2084,1869060,6212,1869060
697,2084,1869530,6212,1869530
697,2084,1870530,6212,1870530
698,2092,1871530,6212,1871530
698,2092,1872530,6212,1872530
698,2092,1872530,6212,1872530
698,2092,1873530,6212,1873530
698,2092,1874530,6212,1874530
698,2092,1874530,6212,1874530
698,2092,1875530,6212,1875530
698,2092,1876340,6212,1876340
698,2092,1876500,6212,1876500
698,2092,1876970,6212,1876970
698,2092,1876970,6212,1876970
698,2092,1877970,6212,1877970
699,2100,1878440,6212,1878440
699,2100,1878910,6212,1878910
699,2100,1878910,6212,1878910
699,2100,1879070,6212,1879070
699,2100,1879390,6212,1879390
699,2100,1880390,6212,1880390
699,2100,1881390,6212,1881390
699,2100,1881390,6212,1881390
699,2100,1882390,6212,1882390
699,2100,1883390,6212,1883390
699,2100,1884390,6212,1884390
699,2100,1885390,6212,1885390
699,2100,1886390,6212,1886390
700,2108,1887390,6212,1887390
700,2108,1888200,6212,1888200
700,2108,1888200,6212,1888200
700,2108,1888670,6212,1888670
700,2108,1889670,6212,1889670
700,2108,1890220,6212,1890220
700,2108,1890220,6212,1890220
700,2108,1891030,6212,1891030
700,2108,1891030,6212,1891030
700,2108,1892030,6212,1892030
700,2108,1892840,6212,1892840
700,2108,1893070,6212,1893070
701,2116,1893880,6212,1893880
701,2116,1894880,6212,1894880
701,2116,1895880,6212,1895880
701,2116,1895880,6212,1895880
701,2116,1896880,6212,1896880
701,2116,1897880,6212,1897880
701,2116,1898880,6212,1898880
701,2116,1898880,6212,1898880
701,2116,1899690,6212,1899690
701,2116,1900010,6212,1900010
702,2124,1901010,6212,1901010
702,2124,1901010,6212,1901010
702,2124,1902010,6212,1902010
702,2124,1902480,6212,1902480
702,2124,1902480,6212,1902480
702,2124,1903480,6212,1903480
702,2124,1904480,6212,1904480
702,2124,1904800,6212,1904800
702,2124,1905260,6212,1905260
702,2124,1905260,6212,1905260
702,2124,1906260,6212,1906260
702,2124,1907260,6212,1907260
702,2124,1908260,6212,1908260
703,2132,1909260,6212,1909260
703,2132,1909730,6212,1909730
703,2132,1910730,6212,1910730
703,2132,1911540,6212,1911540
703,2132,1912540,6212,1912540
703,2132,1913540,6212,1913540
703,2132,1914540,6212,1914540
703,2132,1915350,6212,1915350
703,2132,1916350,6212,1916350
704,2140,1917350,6212,1917350
704,2140,1918350,6212,1918350
704,2140,1919350,6212,1919350
704,2140,1920000,6212,1920000
704,2140,1920810,6212,1920810
704,2140,1921280,6212,1921280
704,2140,1922280,6212,1922280
704,2140,1922440,6212,1922440
704,2140,1922440,6212,1922440
704,2140,1923440,6212,1923440
705,2148,1924440,6212,1924440
705,2148,1924910,6212,1924910
705,2148,1925260,6212,1925260
705,2148,1925730,6212,1925730
705,2148,1926730,6212,1926730
705,2148,1927540,6212,1927540
705,2148,1928010,6212,1928010
705,2148,1929010,6212,1929010
705,2148,1929560,6212,1929560
705,2148,1930030,6212,1930030
705,2148,1931030,6212,1931030
706,2156,1932030,6212,1932030
706,2156,1933030,6212,1933030
706,2156,1934030,6212,1934030
706,2156,1935030,6212,1935030
706,2156,1935840,6212,1935840
706,2156,1936170,6212,1936170
706,2156,1936820,6212,1936820
706,2156,1937820,6212,1937820
706,2156,1938630,6212,1938630
706,2156,1938630,6212,1938630
707,2164,1939630,6212,1939630
707,2164,1940630,6212,1940630
707,2164,1940790,6212,1940790
707,2164,1941250,6212,1941250
707,2164,1942250,6212,1942250
707,2164,1943250,6212,1943250
707,2164,1944250,6212,1944250
707,2164,1944570,6212,1944570
707,2164,1944890,6212,1944890
707,2164,1945540,6212,1945540
707,2164,1945770,6212,1945770
707,2164,1946420,6212,1946420
708,2172,1947420,6212,1947420
708,2172,1948420,6212,1948420
708,2172,1949230,6212,1949230
708,2172,1950230,6212,1950230
708,2172,1951230,6212,1951230
708,2172,1951230,6212,1951230
708,2172,1952230,6212,1952230
708,2172,1953230,6212,1953230
708,2172,1953700,6212,1953700
708,2172,1954700,6212,1954700
709,2180,1955700,6212,1955700
709,2180,1956510,6212,1956510
709,2180,1956980,6212,1956980
709,2180,1957980,6212,1957980
709,2180,1958980,6212,1958980
709,2180,1959980,6212,1959980
709,2180,1960980,6212,1960980
709,2180,1960980,6212,1960980
709,2180,1961790,6212,1961790
710,2188,1962790,6212,1962790
710,2188,1963260,6212,1963260
710,2188,1964070,6212,1964070
710,2188,1965070,6212,1965070
710,2188,1966070,6212,1966070
710,2188,1966390,6212,1966390
710,2188,1967200,6212,1967200
710,2188,1968200,6212,1968200
710,2188,1968670,6212,1968670
710,2188,1969670,6212,1969670
711,2196,1970670,6212,1970670
711,2196,1971480,6212,1971480
711,2196,1971950,6212,1971950
711,2196,1972950,6212,1972950
711,2196,1973950,6212,1973950
711,2196,1974950,6212,1974950
711,2196,1975950,6212,1975950
711,2196,1976420,6212,1976420
711,2196,1977420,6212,1977420
712,2204,1977790,6212,1977790
712,2204,1978600,6212,1978600
712,2204,1978600,6212,1978600
712,2204,1978600,6212,1978600
712,2204,1979600,6212,1979600
712,2204,1980070,6212,1980070
712,2204,1980230,6212,1980230
712,2204,1981230,6212,1981230
712,2204,1982230,6212,1982230
712,2204,1983230,6212,1983230
712,2204,1984040,6212,1984040
712,2204,1985040,6212,1985040
713,2212,1986040,6212,1986040
713,2212,1987040,6212,1987040
713,2212,1987270,6212,1987270
713,2212,1988270,6212,1988270
714,2220,1996270,6212,1996270
714,2220,1997270,6212,1997270
714,2220,1998270,6212,1998270
714,2220,1998270,6212,1998270
714,2220,1998270,6212,1998270
714,2220,1999270,6212,1999270
714,2220,1999740,6212,1999740
714,2220,2000740,6212,2000740
715,2228,2001740,6212,2001740
715,2228,2002740,6212,2002740
715,2228,2003550,6212,2003550
715,2228,2004360,6212,2004360
715,2228,2005360,6212,2005360
715,2228,2005360,6212,2005360
715,2228,2006360,6212,2006360
715,2228,2007360,6212,2007360
715,2228,2008170,6212,2008170
716,2236,2010170,6212,2010170
716,2236,2011170,6212,2011170
716,2236,2011400,6212,2011400
716,2236,2011400,6212,2011400
716,2236,2012400,6212,2012400
716,2236,2013400,6212,2013400
716,2236,2014400,6212,2014400
716,2236,2014720,6212,2014720
716,2236,2015310,6212,2015310
716,2236,2016310,6212,2016310
717,2244,2016780,6212,2016780
717,2244,2016780,6212,2016780
717,2244,2017780,6212,2017780
717,2244,2018780,6212,2018780
717,2244,2019780,6212,2019780
717,2244,2020100,6212,2020100
717,2244,2021100,6212,2021100
717,2244,2022100,6212,2022100
717,2244,2023100,6212,2023100
717,2244,2023570,6212,2023570
718,2252,2024570,6212,2024570
718,2252,2024570,6212,2024570
718,2252,2025570,6212,2025570
718,2252,2026570,6212,2026570
718,2252,2027380,6212,2027380
718,2252,2028380,6212,2028380
718,2252,2028380,6212,2028380
718,2252,2029380,6212,2029380
718,2252,2030380,6212,2030380
718,2252,2031030,6212,2031030
719,2260,2032030,6212,2032030
719,2260,2033030,6212,2033030
719,2260,2033680,6212,2033680
719,2260,2034000,6212,2034000
719,2260,2034810,6212,2034810
719,2260,2035620,6212,2035620
719,2260,2036210,6212,2036210
719,2260,2037020,6212,2037020
719,2260,2037570,6212,2037570
720,2268,2038570,6212,2038570
720,2268,2039040,6212,2039040
720,2268,2039510,6212,2039510
720,2268,2040510,6212,2040510
720,2268,2040980,6212,2040980
720,2268,2041630,6212,2041630
720,2268,2042440,6212,2042440
720,2268,2043250,6212,2043250
720,2268,2043570,6212,2043570
720,2268,2044570,6212,2044570
721,2276,2045570,6212,2045570
721,2276,2046570,6212,2046570
721,2276,2047160,6212,2047160
721,2276,2047160,6212,2047160
721,2276,2047160,6212,2047160
721,2276,2047160,6212,2047160
721,2276,2048160,6212,2048160
721,2276,2049160,6212,2049160
721,2276,2050160,6212,2050160
721,2276,2051160,6212,2051160
721,2276,2051390,6212,2051390
721,2276,2052390,6212,2052390
722,2284,2052940,6212,2052940
722,2284,2053940,6212,2053940
722,2284,2054940,6212,2054940
722,2284,2055750,6212,2055750
722,2284,2056750,6212,2056750
722,2284,2056750,6212,2056750
722,2284,2056910,6212,2056910
722,2284,2057070,6212,2057070
722,2284,2057070,6212,2057070
722,2284,2057880,6212,2057880
722,2284,2058880,6212,2058880
722,2284,2059690,6212,2059690
723,2292,2060240,6212,2060240
723,2292,2061240,6212,2061240
723,2292,2062240,6212,2062240
724,2300,2070240,6212,2070240
724,2300,2070350,6212,2070350
724,2300,2070820,6212,2070820
724,2300,2070820,6212,2070820
724,2300,2071820,6212,2071820
724,2300,2071820,6212,2071820
724,2300,2072820,6212,2072820
724,2300,2073820,6212,2073820
724,2300,2074820,6212,2074820
724,2300,2075630,6212,2075630
725,2308,2076630,6212,2076630
725,2308,2076630,6212,2076630
725,2308,2077630,6212,2077630
725,2308,2078630,6212,2078630
725,2308,2079630,6212,2079630
