ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_daca-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_daca-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_daca-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_daca-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_daca-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_ratio
1145031.85,23.91,10.35,333756.78,6.97
1145241.62,23.92,10.35,333791.43,6.97
1145401.94,23.92,10.36,333801.98,6.97
1145453.47,23.93,10.36,333801.98,6.97
1145663.24,23.94,10.37,333801.38,6.97
1145889.96,23.94,10.37,333882.01,6.98
1145941.49,23.95,10.38,333874.51,6.98
1145993.02,23.95,10.38,333874.51,6.98
1146044.55,23.96,10.39,334098.92,6.98
1146242.83,23.96,10.4,334352.59,6.99
1146294.36,23.97,10.4,333952.43,6.98
1146272.65,23.97,10.4,333989.47,6.98
1146257.73,23.97,10.4,334005.11,6.98
1146412.0,23.98,10.41,334005.11,6.99
1146610.27,23.98,10.42,334005.11,6.99
1146661.8,23.99,10.42,334005.11,6.99
1146827.71,23.99,10.43,335718.32,7.02
1146988.02,24.0,10.43,335717.95,7.02
1146988.02,24.0,10.43,336164.21,7.03
1147039.55,24.0,10.44,336738.07,7.05
1147091.08,24.01,10.44,336738.07,7.05
1147091.08,24.01,10.44,336734.82,7.05
1147142.61,24.01,10.45,336882.78,7.05
1147076.41,24.02,10.45,336764.44,7.05
1147127.94,24.02,10.45,336764.44,7.05
1147358.8,24.03,10.46,337290.22,7.06
1147519.11,24.03,10.47,337290.22,7.06
1147519.11,24.03,10.47,341088.52,7.14
1147570.64,24.04,10.47,341102.83,7.15
1147570.64,24.04,10.47,341051.31,7.14
1147632.11,24.04,10.48,341051.31,7.14
1147683.64,24.05,10.48,341070.44,7.15
1147683.64,24.05,10.48,341318.37,7.15
1147513.71,24.04,10.48,341117.76,7.15
1147565.24,24.05,10.48,341051.8,7.15
1147476.16,24.05,10.48,341081.17,7.15
1147459.41,24.05,10.48,341222.32,7.15
1147690.26,24.06,10.49,341358.0,7.16
1147880.28,24.06,10.5,341360.53,7.16
1147863.53,24.06,10.5,341272.97,7.15
1147863.53,24.06,10.5,341468.25,7.16
1147841.82,24.06,10.5,341467.66,7.16
1147996.09,24.07,10.51,341502.03,7.16
1148047.62,24.08,10.51,341566.64,7.16
1147872.56,24.08,10.51,341550.38,7.16
1147872.56,24.08,10.51,341541.56,7.16
1148032.88,24.08,10.52,341512.79,7.16
1148084.41,24.09,10.52,341512.42,7.16
1148084.41,24.09,10.52,341590.54,7.17
1148062.7,24.09,10.52,341591.03,7.17
1148114.23,24.09,10.53,341591.03,7.17
1148274.55,24.1,10.53,341591.03,7.17
1148274.55,24.1,10.53,341654.02,7.17
1148185.47,24.1,10.53,341633.35,7.17
1148237.0,24.1,10.54,341633.35,7.17
1148015.43,24.1,10.53,341431.84,7.17
1148066.96,24.11,10.54,341431.13,7.17
1148118.49,24.11,10.54,341435.14,7.17
1148272.76,24.12,10.55,341435.14,7.17
1148427.02,24.12,10.56,341452.47,7.17
1148587.34,24.13,10.56,341452.27,7.17
1148572.42,24.13,10.56,341493.97,7.17
1148623.95,24.14,10.57,341651.43,7.18
1148467.97,24.13,10.57,341460.24,7.18
1148519.5,24.14,10.57,341460.24,7.18
1148673.76,24.14,10.58,341460.24,7.18
1148725.29,24.15,10.58,341459.87,7.18
1148923.57,24.16,10.59,341546.4,7.18
1148753.64,24.15,10.59,341467.39,7.18
1148908.38,24.16,10.59,341513.78,7.18
1149068.69,24.17,10.6,341485.01,7.18
1149431.23,24.17,10.61,341681.5,7.19
1149591.55,24.18,10.61,341725.89,7.19
1149591.55,24.18,10.61,341597.6,7.18
1149591.55,24.18,10.61,341620.59,7.19
1149591.55,24.18,10.61,341620.59,7.19
1149591.55,24.18,10.61,341852.68,7.19
1149751.87,24.19,10.62,341874.66,7.19
1149912.18,24.19,10.62,341874.66,7.19
1149895.43,24.19,10.63,341933.78,7.19
1150049.7,24.2,10.63,341931.85,7.19
1150280.55,24.21,10.64,341931.46,7.2
1150332.08,24.21,10.65,341931.46,7.2
1150315.33,24.21,10.65,341931.46,7.2
1150475.65,24.22,10.65,341947.02,7.2
1150635.96,24.22,10.66,341926.36,7.2
1150410.53,24.22,10.66,341926.36,7.2
1150253.34,24.22,10.65,341786.29,7.2
1150407.61,24.23,10.66,342065.55,7.2
1150407.61,24.23,10.66,342075.16,7.2
1150617.37,24.23,10.67,342075.16,7.2
1150777.69,24.24,10.67,342074.78,7.2
1150770.91,24.24,10.67,342074.78,7.2
1150822.44,24.24,10.68,342067.89,7.21
1150991.83,24.25,10.68,342088.18,7.21
1151043.36,24.25,10.69,342088.18,7.21
1150954.28,24.25,10.69,341986.0,7.21
1151114.6,24.26,10.69,342122.34,7.21
1150888.62,24.26,10.69,342122.34,7.21
1151058.01,24.26,10.7,342122.34,7.21
1151212.28,24.27,10.7,342266.82,7.22
1151372.59,24.27,10.71,342490.28,7.22
1151372.59,24.27,10.71,342490.28,7.22
1151532.91,24.28,10.71,342567.82,7.22
1151693.23,24.29,10.72,342567.45,7.22
1151744.76,24.29,10.72,342567.45,7.22
1151796.29,24.3,10.73,342742.42,7.23
1151847.82,24.3,10.74,342801.46,7.23
1152013.72,24.31,10.74,342809.4,7.23
1152174.04,24.31,10.75,343192.46,7.24
1152174.04,24.31,10.75,343284.68,7.24
1152084.95,24.31,10.75,343547.55,7.25
1152084.95,24.31,10.75,343784.59,7.26
1152136.48,24.32,10.75,343885.08,7.26
1152188.01,24.32,10.76,343843.0,7.26
1152166.31,24.32,10.76,343885.79,7.26
1152217.84,24.33,10.76,343885.79,7.26
1152372.1,24.34,10.77,343923.3,7.26
1152526.37,24.34,10.78,344006.36,7.27
1152388.02,24.34,10.77,343862.61,7.26
1152439.55,24.35,10.78,343625.23,7.26
1152599.87,24.35,10.79,343657.48,7.26
1152324.82,24.35,10.78,343657.48,7.26
1152490.72,24.36,10.79,344228.91,7.27
1152651.03,24.36,10.8,344242.07,7.28
1152702.56,24.37,10.8,344242.07,7.28
1152754.09,24.37,10.81,344242.07,7.28
1152914.41,24.38,10.81,344269.8,7.28
1153074.73,24.38,10.82,344447.96,7.28
1153240.63,24.39,10.82,344447.58,7.28
1153110.89,24.39,10.82,344233.5,7.28
1153341.75,24.4,10.83,344273.96,7.28
1153341.75,24.4,10.83,344156.01,7.28
1153502.07,24.4,10.84,344690.23,7.29
1153553.6,24.41,10.84,344749.27,7.3
1153605.13,24.41,10.85,344806.87,7.3
1153835.99,24.42,10.86,345241.39,7.31
1154005.38,24.43,10.86,345384.91,7.31
1154215.15,24.43,10.87,345391.47,7.31
1154122.86,24.43,10.87,345333.57,7.31
1154174.39,24.44,10.87,345332.87,7.31
1154225.92,24.44,10.88,345507.83,7.32
1154395.31,24.45,10.88,345578.29,7.32
1154446.84,24.46,10.89,345578.29,7.32
1154188.63,24.45,10.88,345324.68,7.32
1154240.16,24.46,10.89,345443.16,7.32
1154142.0,24.46,10.89,345443.16,7.32
1154193.53,24.46,10.9,345432.71,7.32
1154245.06,24.47,10.9,345459.79,7.32
1154296.59,24.47,10.91,345668.64,7.33
1154182.33,24.47,10.91,346305.88,7.34
1154182.33,24.47,10.91,346133.36,7.34
1154116.13,24.47,10.91,346041.77,7.34
1154167.66,24.48,10.91,346028.28,7.34
1154167.66,24.48,10.91,346076.74,7.34
1154219.19,24.48,10.92,346076.74,7.34
1154166.31,24.48,10.92,346078.87,7.34
1154166.31,24.48,10.92,346088.95,7.34
1154159.47,24.49,10.92,346089.44,7.34
1154319.79,24.49,10.93,347441.52,7.37
1154230.7,24.49,10.93,347335.88,7.37
1154400.1,24.5,10.93,347702.23,7.38
1154451.63,24.5,10.94,347877.2,7.38
1154451.63,24.5,10.94,347836.51,7.38
1154621.02,24.51,10.94,347844.69,7.38
1154672.55,24.51,10.95,347877.01,7.39
1154672.55,24.51,10.95,347849.68,7.38
1154650.85,24.51,10.95,347850.31,7.38
1154650.85,24.51,10.95,347806.93,7.38
1154805.11,24.52,10.95,347806.93,7.38
1154971.01,24.53,10.96,347955.1,7.39
1155022.54,24.53,10.96,347955.1,7.39
1155182.86,24.54,10.97,347973.13,7.39
1155352.25,24.54,10.98,347981.31,7.39
1155506.52,24.55,10.98,347986.68,7.39
1155672.42,24.55,10.99,348040.95,7.39
1155723.95,24.56,10.99,347842.37,7.39
1155775.48,24.57,11.0,348165.11,7.4
1155935.8,24.57,11.0,348167.47,7.4
1156096.12,24.58,11.01,348172.79,7.4
1157303.43,24.6,11.04,350844.56,7.46
1157067.45,24.6,11.03,350844.56,7.46
1157221.72,24.61,11.04,351069.81,7.47
1157221.72,24.61,11.04,351018.86,7.46
1157204.96,24.61,11.04,351987.57,7.48
1157256.49,24.61,11.05,351986.23,7.49
1157425.89,24.62,11.05,351986.01,7.49
1157586.2,24.62,11.06,352489.03,7.5
1157755.6,24.63,11.06,352489.03,7.5
1157755.6,24.63,11.06,352441.32,7.5
1157807.13,24.63,11.07,352574.05,7.5
1157860.13,24.64,11.07,352499.93,7.5
1157911.66,24.64,11.08,352558.97,7.5
1157685.68,24.64,11.07,352225.42,7.5
1157737.21,24.65,11.08,352225.42,7.5
1157788.74,24.65,11.08,352225.42,7.5
1157840.27,24.66,11.09,352225.42,7.5
1158009.66,24.66,11.1,352228.61,7.5
1157992.91,24.66,11.1,352235.26,7.5
1158044.44,24.67,11.1,352235.26,7.5
1158275.3,24.68,11.11,352235.26,7.5
1158444.69,24.68,11.11,352223.49,7.5
1158496.22,24.69,11.12,352284.75,7.51
1158547.75,24.69,11.13,352064.66,7.5
1158717.15,24.7,11.13,352184.53,7.51
1158886.54,24.7,11.14,352165.8,7.51
1159046.86,24.71,11.14,352165.8,7.51
1159098.39,24.71,11.15,352165.8,7.51
1159267.78,24.72,11.15,352165.8,7.51
1159428.1,24.72,11.16,352165.43,7.51
1159406.39,24.72,11.16,352778.16,7.52
1159575.78,24.73,11.16,353266.86,7.53
1159745.18,24.74,11.17,353177.34,7.53
1159899.44,24.74,11.18,353176.17,7.53
1159950.97,24.75,11.18,353400.59,7.54
1159944.19,24.75,11.18,353401.07,7.54
1160224.62,24.76,11.19,352933.64,7.53
1160384.93,24.76,11.2,353036.92,7.53
1160384.93,24.76,11.2,352933.92,7.53
1160545.25,24.77,11.2,352959.67,7.53
1160596.78,24.78,11.21,352959.67,7.53
1160766.17,24.78,11.21,352963.93,7.54
1160975.94,24.79,11.22,353529.69,7.55
1161027.47,24.79,11.23,353704.65,7.55
1161027.47,24.79,11.23,354275.63,7.56
1161027.47,24.79,11.23,354325.62,7.57
1161088.94,24.79,11.23,354577.6,7.57
1161249.25,24.8,11.23,354673.85,7.57
1161418.65,24.81,11.24,354696.01,7.58
1161470.18,24.81,11.24,354696.01,7.58
1161521.71,24.82,11.25,354697.94,7.58
1161432.63,24.82,11.25,354629.24,7.58
1161484.16,24.82,11.25,354747.72,7.58
1161535.69,24.83,11.26,354747.72,7.58
1161689.95,24.83,11.27,354767.36,7.58
1161850.27,24.84,11.27,355227.47,7.59
1162010.59,24.85,11.28,355227.47,7.6
1162170.9,24.85,11.28,355238.87,7.6
1162325.17,24.86,11.29,355238.48,7.6
1162556.03,24.87,11.3,355606.61,7.61
1162716.34,24.87,11.31,355606.61,7.61
1162870.61,24.88,11.31,355755.42,7.61
1162922.14,24.88,11.32,355787.58,7.61
1162690.57,24.88,11.32,355665.09,7.61
1162464.59,24.88,11.31,355693.57,7.61
1162228.61,24.88,11.31,355525.35,7.61
1161992.63,24.87,11.31,355381.6,7.61
1162162.03,24.88,11.31,355310.77,7.61
1162316.29,24.89,11.32,355883.82,7.62
1162367.82,24.89,11.33,357113.26,7.65
1162522.09,24.9,11.33,357107.04,7.65
1162682.4,24.9,11.34,357119.93,7.65
1162842.72,24.91,11.34,357220.58,7.65
1162805.57,24.91,11.34,357223.07,7.65
1162965.89,24.92,11.35,358024.46,7.67
1163126.21,24.92,11.36,358024.09,7.67
1162882.27,24.92,11.35,357825.23,7.67
1163051.66,24.92,11.36,357903.68,7.67
1163103.19,24.93,11.36,357665.83,7.67
1163103.19,24.93,11.36,357685.41,7.67
1163272.58,24.94,11.37,357697.38,7.67
1163324.11,24.94,11.37,357697.38,7.67
1163154.19,24.94,11.37,358190.15,7.68
1163314.5,24.94,11.38,358216.31,7.68
1163366.03,24.95,11.38,358215.94,7.68
1163587.38,24.96,11.39,358163.79,7.68
1163818.24,24.97,11.4,358204.13,7.68
1164714.37,24.99,11.42,358605.89,7.69
1164765.9,24.99,11.43,358600.89,7.69
1164817.43,25.0,11.43,358517.51,7.69
1164868.96,25.0,11.44,358517.14,7.7
1165029.28,25.01,11.44,359644.75,7.72
1165080.81,25.01,11.45,359644.75,7.72
1165132.34,25.02,11.45,359644.09,7.72
1164923.11,25.02,11.45,359506.83,7.72
1164974.64,25.02,11.46,359506.83,7.72
1165026.17,25.03,11.46,359657.7,7.73
1165216.19,25.03,11.47,360671.22,7.75
1165385.59,25.04,11.47,360977.87,7.76
1165437.12,25.04,11.48,360968.75,7.76
1165488.65,25.05,11.48,360986.36,7.76
1165488.65,25.05,11.48,360985.99,7.76
1166413.15,25.07,11.5,362578.24,7.79
1166573.47,25.08,11.51,362519.02,7.79
1166625.0,25.08,11.52,362476.95,7.79
1166816.11,25.09,11.52,362277.7,7.79
1166816.11,25.09,11.52,362309.49,7.79
1166867.64,25.1,11.53,362309.49,7.79
1166919.17,25.1,11.53,362306.48,7.79
1167084.08,25.11,11.54,362310.88,7.79
1167135.61,25.11,11.55,362310.65,7.8
1167295.92,25.12,11.55,362310.65,7.8
1167757.21,25.13,11.56,363215.17,7.82
1167757.21,25.13,11.56,363211.7,7.82
1167926.6,25.14,11.57,363219.92,7.82
1167978.13,25.14,11.57,363734.41,7.83
1168132.4,25.15,11.58,363689.36,7.83
1168292.71,25.15,11.59,363657.79,7.83
1168292.71,25.15,11.59,363657.79,7.83
1168523.57,25.16,11.6,363636.34,7.83
1168935.7,25.17,11.61,363424.73,7.83
1168987.23,25.18,11.61,363424.73,7.83
1169185.51,25.19,11.62,363431.2,7.83
1168960.08,25.19,11.62,363122.92,7.82
1169120.39,25.19,11.63,363122.71,7.82
1169280.71,25.2,11.63,363297.7,7.83
1169196.75,25.2,11.63,363322.46,7.83
1169098.6,25.2,11.63,363239.46,7.83
1169098.6,25.2,11.63,363239.46,7.83
1169098.6,25.2,11.63,363228.56,7.83
1169258.91,25.21,11.64,363317.63,7.83
1169413.18,25.21,11.65,363441.32,7.84
1169464.71,25.22,11.65,363550.88,7.84
1169516.24,25.22,11.66,363550.88,7.84
1169567.77,25.23,11.66,363550.88,7.84
1169798.63,25.24,11.67,363792.74,7.85
1169798.63,25.24,11.67,363792.8,7.85
1169850.16,25.24,11.68,363911.28,7.85
1169901.69,25.25,11.68,364086.24,7.86
1169953.22,25.25,11.69,363739.94,7.85
1170004.75,25.26,11.69,363924.71,7.86
1170056.28,25.27,11.7,363901.49,7.86
1170216.59,25.27,11.71,363935.31,7.86
1170430.85,25.28,11.71,363958.39,7.86
1170640.62,25.28,11.72,363981.35,7.86
1170692.15,25.29,11.72,363980.98,7.86
1170692.15,25.29,11.72,363906.8,7.86
1170852.47,25.29,11.73,363874.35,7.86
1170904.0,25.3,11.73,363874.35,7.86
1171073.39,25.31,11.74,364596.91,7.88
1171271.67,25.31,11.75,364850.58,7.88
1171271.67,25.31,11.75,364940.13,7.89
1171441.06,25.32,11.75,364994.82,7.89
1171606.96,25.32,11.76,365009.12,7.89
1171767.28,25.33,11.76,365009.12,7.89
1171599.23,25.33,11.76,364978.61,7.89
1171599.23,25.33,11.76,364978.61,7.89
1171537.85,25.33,11.76,365072.6,7.89
1171589.38,25.34,11.77,365091.73,7.9
1171787.66,25.34,11.78,365099.0,7.9
1171941.92,25.35,11.78,365094.97,7.9
1172140.2,25.36,11.79,365183.46,7.9
1172300.52,25.36,11.8,365432.33,7.91
1172352.05,25.37,11.8,365607.29,7.91
1172092.12,25.37,11.8,365455.34,7.91
1172261.51,25.37,11.81,365474.4,7.91
1172471.28,25.38,11.81,363883.48,7.88
1172522.81,25.38,11.82,363883.57,7.88
1172574.34,25.39,11.82,363883.57,7.88
1172740.25,25.39,11.83,364618.66,7.9
1172791.78,25.4,11.83,364630.85,7.9
1172843.31,25.41,11.84,364689.9,7.9
1172894.84,25.41,11.84,364689.9,7.9
1173049.1,25.42,11.85,364688.33,7.9
1172965.41,25.42,11.85,364688.33,7.9
1173048.08,25.42,11.86,364375.61,7.9
1173238.1,25.43,11.86,364738.73,7.91
1173289.63,25.44,11.87,364437.85,7.9
1173449.94,25.44,11.87,364289.05,7.9
1173501.47,25.45,11.88,364289.57,7.9
1173655.74,25.45,11.89,364289.18,7.9
1173411.8,25.45,11.88,364276.42,7.9
1173463.33,25.46,11.89,364276.42,7.9
1173623.64,25.46,11.9,364286.72,7.9
1173793.04,25.47,11.9,364298.03,7.9
1173958.94,25.47,11.91,364326.85,7.91
1174148.96,25.48,11.91,365008.09,7.92
1174200.49,25.49,11.92,365126.57,7.92
1173954.51,25.48,11.92,365055.03,7.92
1174114.83,25.49,11.92,365057.81,7.92
1174275.15,25.49,11.93,365070.35,7.93
1174326.68,25.5,11.93,365070.35,7.93
1174326.68,25.5,11.93,365069.98,7.93
1174486.99,25.51,11.94,365062.97,7.93
1174486.99,25.51,11.94,365314.09,7.93
1174652.89,25.51,11.95,365317.87,7.93
1174813.21,25.52,11.95,365330.75,7.94
1174982.61,25.52,11.96,365337.15,7.94
1175192.37,25.53,11.96,365358.79,7.94
1175352.69,25.54,11.97,366283.16,7.96
1175518.59,25.54,11.98,365625.41,7.94
1175687.99,25.55,11.98,366312.56,7.96
1175452.01,25.55,11.98,366262.89,7.96
1175432.37,25.55,11.98,366415.31,7.96
1175483.9,25.55,11.99,366499.74,7.97
1175535.43,25.56,11.99,366499.74,7.97
1175586.96,25.56,12.0,366530.88,7.97
1175498.16,25.56,12.0,366164.72,7.96
1175658.48,25.57,12.0,366205.5,7.96
1175812.74,25.58,12.01,366190.32,7.97
1175864.27,25.58,12.02,366190.32,7.97
1175915.8,25.59,12.02,366581.12,7.98
1176070.07,25.59,12.03,366662.21,7.98
1176008.69,25.6,12.03,367425.06,8.0
1176060.22,25.6,12.04,367287.8,8.0
1176229.61,25.61,12.04,367299.02,8.0
1176071.41,25.61,12.04,367244.31,8.0
1176122.94,25.61,12.05,367244.31,8.0
1175896.96,25.61,12.04,367178.08,8.0
1175948.49,25.62,12.05,366993.24,7.99
1176108.81,25.62,12.05,366993.03,7.99
1176108.81,25.62,12.05,366993.47,7.99
1176160.34,25.63,12.06,366993.24,8.0
1176320.66,25.63,12.07,366997.39,8.0
1176298.95,25.63,12.07,367028.35,8.0
1176298.95,25.63,12.07,366855.25,7.99
1176459.27,25.64,12.07,366855.25,8.0
1176619.59,25.65,12.08,366855.25,8.0
1176671.12,25.65,12.09,366855.25,8.0
1176722.65,25.66,12.09,367414.73,8.01
1176774.18,25.66,12.1,367415.36,8.01
1176972.46,25.67,12.1,367417.85,8.01
1177023.99,25.68,12.11,367418.05,8.01
1177029.37,25.68,12.11,367417.92,8.02
1177189.69,25.68,12.12,367437.15,8.02
1177350.0,25.69,12.12,367810.03,8.03
1177401.53,25.69,12.13,367810.03,8.03
1177453.06,25.7,12.13,367810.03,8.03
1177453.06,25.7,12.13,367810.0,8.03
1177345.87,25.7,12.13,367669.76,8.03
1177506.19,25.7,12.14,367669.76,8.03
1177557.72,25.71,12.14,367669.76,8.03
1178173.77,25.73,12.16,368136.11,8.04
1178173.77,25.73,12.16,369684.72,8.07
1178225.3,25.73,12.17,369809.9,8.08
1177961.07,25.73,12.16,369299.37,8.07
1177961.07,25.73,12.16,369298.77,8.07
1178012.6,25.74,12.17,369283.41,8.07
1178210.87,25.74,12.18,369537.08,8.07
1178376.78,25.75,12.18,369537.1,8.08
1179089.69,25.77,12.2,369835.88,8.08
1178932.49,25.77,12.2,369867.21,8.08
1179086.76,25.77,12.21,369950.27,8.09
1178988.6,25.77,12.21,369988.5,8.09
1179142.86,25.78,12.21,369988.5,8.09
1179297.13,25.79,12.22,370116.4,8.09
1179348.66,25.79,12.23,370008.37,8.09
1179310.29,25.8,12.23,369625.98,8.09
1179361.82,25.8,12.24,369815.24,8.09
1179413.35,25.81,12.24,370004.51,8.1
1179149.12,25.81,12.24,369493.98,8.09
1179200.65,25.81,12.25,369478.96,8.09
1179252.18,25.82,12.25,369473.81,8.09
1179412.5,25.83,12.26,369486.7,8.09
1179615.92,25.83,12.27,369034.74,8.08
1179667.45,25.84,12.27,369048.75,8.08
1179827.76,25.85,12.28,369434.16,8.09
1179811.01,25.85,12.28,369434.27,8.09
1179862.54,25.85,12.29,369434.52,8.09
1179626.56,25.85,12.28,369187.27,8.09
1179678.09,25.86,12.29,369186.9,8.09
1179729.62,25.86,12.3,368598.79,8.08
1179445.22,25.86,12.29,368341.27,8.08
1179445.22,25.86,12.29,368341.27,8.08
1179230.17,25.86,12.29,368047.43,8.07
1179230.17,25.86,12.29,368047.05,8.07
1179444.42,25.86,12.3,368009.44,8.07
1179428.44,25.86,12.3,368098.69,8.07
1179479.97,25.87,12.3,368098.69,8.07
1179649.37,25.88,12.31,368106.12,8.07
1179417.8,25.87,12.31,368069.42,8.07
1179648.66,25.88,12.31,368569.65,8.09
1179373.6,25.88,12.31,368765.87,8.09
1179539.51,25.88,12.32,368768.87,8.09
1179591.04,25.89,12.32,368750.74,8.09
1179655.52,25.89,12.33,368481.47,8.09
1179845.54,25.9,12.33,368503.14,8.09
1180005.86,25.91,12.34,368676.1,8.09
1180160.13,25.91,12.35,369459.33,8.11
1180211.66,25.92,12.35,369536.28,8.12
1180263.19,25.92,12.36,369161.82,8.11
1180246.43,25.93,12.36,369157.36,8.11
1180415.83,25.93,12.36,369209.32,8.11
1180576.14,25.94,12.37,369209.32,8.11
1180736.46,25.94,12.38,369658.69,8.12
1180787.99,25.95,12.38,369658.69,8.12
1180979.1,25.96,12.39,369459.43,8.12
1181030.63,25.96,12.4,369459.43,8.12
1181228.91,25.97,12.41,369459.43,8.12
1181280.44,25.98,12.41,369398.12,8.12
1181280.44,25.98,12.41,369413.8,8.12
1181440.75,25.98,12.42,369613.44,8.13
1181303.42,25.98,12.42,369080.72,8.12
1181296.57,25.99,12.42,369284.32,8.12
1181462.47,25.99,12.43,369325.28,8.13
1181514.0,26.0,12.43,369325.28,8.13
1181424.92,26.0,12.43,369181.38,8.12
1181623.2,26.01,12.44,369194.04,8.13
1181623.2,26.01,12.44,369214.41,8.13
1181783.52,26.01,12.45,369283.24,8.13
1182084.48,26.02,12.45,370370.93,8.15
1182298.74,26.03,12.46,370370.93,8.15
1182350.27,26.03,12.46,370369.02,8.15
1182747.41,26.04,12.48,370503.57,8.16
1182747.41,26.04,12.48,370503.57,8.16
1182798.94,26.05,12.48,370503.57,8.16
1182590.41,26.04,12.48,370228.16,8.15
1183148.94,26.06,12.49,370325.94,8.16
1183318.33,26.07,12.5,370393.64,8.16
1183369.86,26.07,12.51,370525.68,8.16
1183348.16,26.07,12.51,370889.81,8.17
1183538.18,26.08,12.51,370818.98,8.17
1183516.47,26.08,12.51,370907.82,8.17
1183568.0,26.09,12.52,370908.69,8.17
1183342.02,26.08,12.52,370662.02,8.17
1183106.04,26.08,12.51,370586.29,8.17
1183157.57,26.09,12.52,370586.29,8.17
1182921.05,26.08,12.52,370499.27,8.17
1183081.37,26.09,12.52,370405.0,8.17
1183081.37,26.09,12.52,370383.76,8.17
1182845.39,26.09,12.52,370308.89,8.17
1182896.92,26.09,12.53,370309.6,8.17
1182948.45,26.1,12.53,370498.43,8.17
1183108.77,26.1,12.54,372641.0,8.22
1183160.3,26.11,12.54,372641.0,8.22
1183211.83,26.12,12.55,372641.0,8.22
1183145.62,26.12,12.55,372730.16,8.23
1183299.89,26.12,12.56,372729.78,8.23
1183299.89,26.12,12.56,372702.45,8.23
1183299.89,26.12,12.56,375598.29,8.29
1183509.65,26.13,12.56,375597.7,8.29
1183561.18,26.14,12.57,375593.44,8.29
1183612.71,26.14,12.58,375593.44,8.3
1183782.11,26.15,12.58,375842.5,8.3
1183833.64,26.15,12.59,375842.5,8.3
1183833.64,26.15,12.59,375824.84,8.3
1183833.64,26.15,12.59,375817.91,8.3
1183987.9,26.16,12.59,375832.77,8.3
1184157.3,26.17,12.6,375967.5,8.31
1184208.83,26.17,12.61,375967.11,8.31
1184260.36,26.18,12.61,375966.74,8.31
1184491.22,26.19,12.62,375966.14,8.31
1184651.53,26.19,12.63,375971.38,8.31
1184703.06,26.2,12.63,375964.05,8.31
1184428.01,26.2,12.63,375563.78,8.31
1184588.32,26.2,12.64,375563.78,8.31
1184588.32,26.2,12.64,375723.2,8.31
1184757.72,26.21,12.64,375728.14,8.31
1184923.62,26.21,12.65,375699.63,8.31
1184789.54,26.21,12.65,375818.0,8.31
1184958.94,26.22,12.65,375838.28,8.32
1184958.94,26.22,12.65,375754.78,8.31
1184958.94,26.22,12.65,376228.5,8.32
1185128.33,26.22,12.66,376235.0,8.33
1185128.33,26.22,12.66,376229.63,8.33
1184853.27,26.22,12.66,375918.82,8.32
1184878.27,26.23,12.66,375614.3,8.31
1184878.27,26.23,12.66,375581.28,8.31
1185038.59,26.23,12.67,375591.84,8.31
1185038.59,26.23,12.67,375564.63,8.31
1184940.43,26.23,12.67,375564.63,8.31
1185095.16,26.24,12.67,375594.24,8.32
1185146.69,26.25,12.68,376221.49,8.33
1185300.96,26.25,12.69,376293.01,8.33
1185510.72,26.26,12.69,376418.01,8.34
1185562.25,26.27,12.7,376418.01,8.34
1185562.25,26.27,12.7,376151.64,8.33
1185613.78,26.27,12.7,376158.0,8.33
1185774.1,26.28,12.71,376157.5,8.34
1185983.87,26.28,12.72,376268.89,8.34
1186035.4,26.29,12.72,376266.35,8.34
1186086.93,26.3,12.73,376248.18,8.34
1186138.46,26.3,12.73,376710.89,8.35
1186298.78,26.31,12.74,376710.68,8.35
1186285.75,26.31,12.74,376758.64,8.36
1186285.75,26.31,12.74,376982.55,8.36
1186446.07,26.31,12.75,376995.43,8.36
1186288.87,26.31,12.75,377011.8,8.36
1186340.4,26.32,12.75,377036.05,8.36
1186340.4,26.32,12.75,377008.85,8.36
1186500.72,26.32,12.76,377014.06,8.36
1186654.98,26.33,12.77,377037.95,8.37
1186648.2,26.33,12.77,377074.4,8.37
1186808.52,26.34,12.77,377075.95,8.37
1186724.56,26.34,12.77,377063.46,8.37
1186884.88,26.35,12.78,378142.8,8.39
1187045.2,26.35,12.79,378335.36,8.4
1187045.2,26.35,12.79,378252.35,8.4
1186808.68,26.35,12.78,378071.21,8.39
1186572.7,26.35,12.78,377924.45,8.39
1187119.44,26.36,12.79,378276.73,8.4
1186938.92,26.36,12.79,378251.93,8.4
1187108.32,26.37,12.8,378262.15,8.4
1186872.34,26.36,12.8,378007.55,8.4
1186923.87,26.37,12.8,378007.55,8.4
1187078.13,26.38,12.81,378007.55,8.4
1187129.66,26.38,12.82,378063.29,8.4
1187181.19,26.39,12.82,378063.29,8.4
1187341.51,26.39,12.83,378072.12,8.4
1187393.04,26.4,12.83,378076.83,8.41
1187393.04,26.4,12.83,378028.71,8.41
