ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_daca-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_daca-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_daca-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_daca-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_daca-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_ratio
847450.92,13.64,0.08,212525.38,3.42
847605.19,13.65,0.08,212617.35,3.42
847765.51,13.65,0.08,212617.14,3.42
847817.04,13.65,0.09,212735.62,3.43
847817.04,13.65,0.09,212735.02,3.43
847986.43,13.66,0.09,212734.42,3.43
848037.96,13.66,0.09,212734.2,3.43
848089.49,13.66,0.09,212852.67,3.43
848249.81,13.66,0.1,212852.47,3.43
848419.2,13.67,0.1,212683.02,3.43
848470.73,13.67,0.1,212682.42,3.43
848631.05,13.67,0.11,212682.21,3.43
848800.44,13.68,0.11,212592.69,3.43
848851.97,13.68,0.11,212711.17,3.43
849012.29,13.68,0.12,212710.96,3.43
849166.56,13.69,0.12,212802.93,3.43
849332.46,13.69,0.13,212805.86,3.43
849563.32,13.7,0.13,212894.03,3.43
849563.32,13.7,0.13,212893.43,3.43
849717.58,13.7,0.13,213102.72,3.44
849769.11,13.7,0.14,213221.19,3.44
849820.64,13.71,0.14,213220.97,3.44
849990.03,13.71,0.14,213220.37,3.44
850041.56,13.71,0.15,213334.28,3.44
850201.88,13.72,0.15,213334.07,3.44
850362.2,13.72,0.15,213300.9,3.44
850522.52,13.72,0.16,213656.47,3.45
850574.05,13.73,0.16,213656.24,3.45
850625.58,13.73,0.16,213656.02,3.45
850785.89,13.73,0.17,213655.81,3.45
850837.42,13.73,0.17,213655.58,3.45
850888.95,13.74,0.17,213655.36,3.45
850888.95,13.74,0.17,213654.76,3.45
850940.48,13.74,0.17,213654.54,3.45
850992.01,13.74,0.18,213764.1,3.45
851190.29,13.75,0.18,213763.51,3.45
851350.61,13.75,0.18,213763.3,3.45
851560.38,13.75,0.19,213762.7,3.45
851560.38,13.75,0.19,213772.79,3.45
852118.91,13.76,0.2,213870.56,3.45
852317.19,13.77,0.2,213869.97,3.46
852477.51,13.77,0.21,213841.2,3.45
852529.04,13.78,0.21,213494.9,3.45
852738.8,13.78,0.21,213409.88,3.45
852893.07,13.78,0.22,213409.28,3.45
853047.33,13.79,0.22,213408.69,3.45
853207.65,13.79,0.22,213408.48,3.45
853259.18,13.79,0.23,213408.26,3.45
853419.5,13.8,0.23,213408.05,3.45
853573.76,13.8,0.23,213407.66,3.45
853783.53,13.8,0.24,213408.55,3.45
853949.43,13.81,0.24,213355.84,3.45
854000.96,13.81,0.24,213355.61,3.45
854000.96,13.81,0.24,213365.7,3.45
854000.96,13.81,0.24,212743.91,3.44
854000.96,13.81,0.24,212642.21,3.44
854161.28,13.81,0.25,212613.44,3.44
854330.68,13.82,0.25,212612.85,3.44
854544.93,13.82,0.26,212612.25,3.44
854705.25,13.83,0.26,212667.01,3.44
854705.25,13.83,0.26,212565.31,3.44
854705.25,13.83,0.26,212564.71,3.44
854756.78,13.83,0.26,212683.19,3.44
854756.78,13.83,0.26,212682.59,3.44
854911.51,13.83,0.27,212803.94,3.44
855071.83,13.84,0.27,212775.18,3.44
855232.15,13.84,0.27,212774.97,3.44
855430.42,13.84,0.28,212849.28,3.44
855644.68,13.85,0.28,212857.42,3.44
855696.21,13.85,0.28,212904.26,3.45
855747.74,13.85,0.29,213022.74,3.45
855799.27,13.86,0.29,213022.35,3.45
855850.8,13.86,0.29,213022.12,3.45
856011.12,13.86,0.3,212993.36,3.45
856177.02,13.87,0.3,212992.76,3.45
856155.31,13.87,0.3,212821.46,3.45
856206.84,13.87,0.3,212821.24,3.45
856258.37,13.87,0.3,212820.85,3.45
856418.69,13.87,0.31,212820.64,3.45
856470.22,13.88,0.31,212474.34,3.44
856624.48,13.88,0.32,212566.31,3.44
856784.8,13.89,0.32,212594.03,3.45
856784.8,13.89,0.32,212593.44,3.45
856939.07,13.89,0.32,212802.73,3.45
856939.07,13.89,0.32,212802.13,3.45
856990.6,13.89,0.33,212801.9,3.45
857521.21,13.9,0.33,213124.17,3.45
857690.61,13.9,0.34,213123.57,3.46
857860.0,13.91,0.34,213122.98,3.46
857889.02,13.91,0.34,212885.47,3.45
857940.55,13.91,0.35,212885.24,3.45
858341.98,13.92,0.35,212943.4,3.45
858502.3,13.92,0.36,212943.2,3.45
858662.62,13.93,0.36,212942.99,3.45
858662.62,13.93,0.36,212800.47,3.45
858860.9,13.93,0.37,212799.87,3.45
858912.43,13.93,0.37,212913.78,3.45
862369.78,13.99,0.42,216094.15,3.51
862568.05,13.99,0.43,216094.15,3.51
862728.37,14.0,0.43,216065.39,3.51
862888.69,14.0,0.44,216036.62,3.51
862888.69,14.0,0.44,216036.02,3.51
863058.08,14.01,0.44,216035.65,3.51
863058.08,14.01,0.44,216035.65,3.51
863218.4,14.01,0.44,216035.45,3.51
863372.67,14.01,0.45,216127.42,3.51
863570.94,14.02,0.45,216127.05,3.51
863622.47,14.02,0.45,216126.82,3.51
863782.79,14.02,0.46,216098.06,3.51
863943.11,14.03,0.46,216097.85,3.51
863994.64,14.03,0.46,216097.48,3.51
864148.9,14.03,0.47,216189.45,3.51
864200.43,14.04,0.47,216307.92,3.51
864390.45,14.04,0.48,216230.72,3.51
864368.75,14.04,0.48,216059.42,3.51
864529.07,14.04,0.48,216059.21,3.51
864580.6,14.05,0.48,216177.69,3.51
864632.13,14.05,0.48,215831.38,3.51
864683.66,14.05,0.49,215831.16,3.51
864897.91,14.06,0.49,215751.18,3.51
865058.23,14.06,0.49,215750.97,3.51
865109.76,14.06,0.5,215404.67,3.5
865279.15,14.07,0.5,215404.07,3.5
865330.68,14.07,0.5,215522.54,3.5
865496.58,14.07,0.51,215521.95,3.5
865496.58,14.07,0.51,215521.35,3.5
865656.9,14.08,0.51,215521.35,3.5
865708.43,14.08,0.51,215520.98,3.51
865922.69,14.08,0.52,215520.38,3.51
866077.42,14.09,0.52,215520.77,3.51
866478.86,14.09,0.53,215578.93,3.51
866530.39,14.1,0.53,215688.5,3.51
866581.92,14.1,0.53,215688.27,3.51
866747.82,14.1,0.54,215705.91,3.51
866908.13,14.11,0.54,215705.7,3.51
867316.28,14.12,0.55,215636.96,3.51
867506.31,14.12,0.55,215559.76,3.51
867660.57,14.12,0.56,215651.73,3.51
869389.24,14.15,0.59,216719.98,3.53
869389.24,14.15,0.59,216614.52,3.53
869549.56,14.16,0.59,216614.31,3.53
869601.09,14.16,0.59,216614.09,3.53
869755.36,14.16,0.6,216614.46,3.53
869806.89,14.16,0.6,216732.93,3.53
869967.2,14.17,0.6,216704.17,3.53
869967.2,14.17,0.6,216704.17,3.53
870198.06,14.17,0.61,216703.57,3.53
870358.38,14.18,0.61,216703.36,3.53
870409.91,14.18,0.61,216357.06,3.52
870409.91,14.18,0.61,216356.46,3.52
870570.23,14.18,0.62,216356.46,3.52
871044.15,14.19,0.63,216339.16,3.52
871095.68,14.19,0.63,216338.93,3.53
871256.0,14.2,0.63,216338.72,3.53
871256.0,14.2,0.63,216233.26,3.52
871256.0,14.2,0.63,216232.67,3.52
872984.67,14.23,0.66,217300.91,3.54
873036.21,14.23,0.66,217300.69,3.54
873087.74,14.23,0.67,217300.46,3.54
873248.05,14.24,0.67,217271.7,3.54
873417.45,14.24,0.67,216902.79,3.54
873417.45,14.24,0.67,216730.27,3.53
873468.98,14.24,0.68,216730.04,3.53
873629.29,14.25,0.68,216729.83,3.53
873629.29,14.25,0.68,216557.31,3.53
873783.56,14.25,0.68,216649.28,3.53
873835.09,14.25,0.69,216648.91,3.53
873886.62,14.26,0.69,216648.54,3.53
874046.94,14.26,0.69,216648.33,3.53
874098.47,14.26,0.7,216766.81,3.54
874258.78,14.27,0.7,216738.04,3.54
874419.1,14.27,0.7,216737.83,3.54
874588.49,14.27,0.71,216648.31,3.54
874566.79,14.27,0.71,216647.72,3.54
874566.79,14.27,0.71,216647.12,3.54
874618.32,14.28,0.71,216646.9,3.54
874669.85,14.28,0.71,216765.37,3.54
874830.17,14.28,0.72,216736.61,3.54
874829.87,14.28,0.72,216473.13,3.53
875039.64,14.29,0.72,216392.2,3.53
875229.66,14.29,0.72,216391.6,3.53
875399.05,14.29,0.73,216222.15,3.53
875559.37,14.3,0.73,216221.94,3.53
875610.9,14.3,0.73,216221.72,3.53
875662.43,14.3,0.74,216340.19,3.53
875822.75,14.31,0.74,216311.43,3.53
876055.55,14.31,0.75,215728.54,3.52
876107.08,14.32,0.75,215728.32,3.52
876158.61,14.32,0.75,215728.09,3.53
876318.92,14.32,0.76,215727.89,3.53
876370.45,14.32,0.76,215846.36,3.53
876530.77,14.33,0.76,215846.15,3.53
876582.3,14.33,0.76,215845.93,3.53
876742.62,14.33,0.77,215873.65,3.53
876902.94,14.34,0.77,215844.89,3.53
876924.02,14.34,0.77,215753.3,3.53
876909.1,14.34,0.77,215753.74,3.53
876909.1,14.34,0.77,215611.22,3.53
876960.63,14.34,0.78,215611.0,3.53
877012.16,14.35,0.78,215729.47,3.53
877063.69,14.35,0.78,215729.25,3.53
877233.09,14.35,0.79,215639.73,3.53
877233.09,14.35,0.79,215649.81,3.53
877393.4,14.36,0.79,215649.6,3.53
877553.72,14.36,0.79,215649.4,3.53
877719.62,14.36,0.8,215596.68,3.53
877879.94,14.37,0.8,215616.97,3.53
877931.47,14.37,0.8,215616.97,3.53
877983.0,14.37,0.81,215735.44,3.53
878143.32,14.38,0.81,215706.68,3.53
878312.71,14.38,0.81,215706.08,3.53
878473.03,14.38,0.82,215677.32,3.53
878642.42,14.39,0.82,215676.72,3.53
878642.42,14.39,0.82,215537.5,3.53
879054.55,14.39,0.83,215325.89,3.53
880110.56,14.41,0.85,216116.86,3.54
880270.88,14.42,0.85,216088.09,3.54
880431.2,14.42,0.85,216059.33,3.54
880585.46,14.42,0.86,216279.73,3.54
880745.78,14.43,0.86,216250.96,3.54
880906.1,14.43,0.86,216250.76,3.54
881066.41,14.43,0.87,216250.55,3.54
881235.81,14.44,0.87,216161.03,3.54
881396.12,14.44,0.88,216132.26,3.54
881447.65,14.44,0.88,216250.74,3.54
881657.42,14.45,0.88,216169.81,3.54
881823.32,14.45,0.89,216169.21,3.54
881992.72,14.46,0.89,216168.61,3.54
882044.25,14.46,0.89,216168.39,3.54
882275.11,14.46,0.9,216101.24,3.54
882429.37,14.47,0.9,216193.21,3.54
882583.64,14.47,0.91,216402.5,3.55
882793.41,14.48,0.91,216401.91,3.55
882793.41,14.48,0.91,216401.31,3.55
882764.0,14.48,0.91,216627.55,3.55
882815.53,14.48,0.91,216746.03,3.55
883025.3,14.48,0.92,216595.4,3.55
883076.83,14.49,0.92,216595.4,3.55
883275.11,14.49,0.92,216595.01,3.55
883441.01,14.49,0.93,216542.3,3.55
883492.54,14.5,0.93,216542.07,3.55
883652.86,14.5,0.93,216541.86,3.55
883818.76,14.5,0.94,216541.27,3.55
883979.08,14.51,0.94,216541.06,3.55
884030.61,14.51,0.94,216540.83,3.55
884082.14,14.51,0.95,216758.18,3.56
884133.67,14.52,0.95,216758.18,3.56
884496.21,14.52,0.96,216954.66,3.56
884489.42,14.52,0.96,216933.93,3.56
884489.42,14.52,0.96,216933.34,3.56
884489.42,14.52,0.96,216933.34,3.56
884655.33,14.53,0.96,216945.81,3.56
884706.86,14.53,0.96,217064.29,3.56
884758.39,14.53,0.97,217182.76,3.57
884809.92,14.53,0.97,217301.24,3.57
884861.45,14.54,0.97,217301.01,3.57
884912.98,14.54,0.97,217300.79,3.57
884964.51,14.54,0.98,217300.15,3.57
885118.77,14.55,0.98,217300.51,3.57
885279.09,14.55,0.98,217271.75,3.57
885433.35,14.55,0.99,217271.15,3.57
885593.67,14.56,0.99,217270.94,3.57
885803.44,14.56,1.0,217270.35,3.57
885803.44,14.56,1.0,217269.75,3.57
886013.21,14.57,1.0,217269.15,3.57
886064.74,14.57,1.0,217268.93,3.57
886116.27,14.57,1.01,217268.93,3.57
886167.8,14.57,1.01,217387.4,3.58
886333.7,14.58,1.01,217386.81,3.58
886385.23,14.58,1.02,217386.42,3.58
886436.76,14.58,1.02,217386.19,3.58
886488.29,14.59,1.02,217504.67,3.58
886488.29,14.59,1.02,217362.15,3.58
886488.29,14.59,1.02,217361.55,3.58
886648.61,14.59,1.02,217332.79,3.58
886808.92,14.59,1.03,217304.02,3.58
886860.45,14.6,1.03,217422.5,3.58
886860.45,14.6,1.03,217421.9,3.58
887014.72,14.6,1.04,217428.54,3.58
886778.74,14.6,1.03,217428.15,3.58
886830.27,14.6,1.04,217428.15,3.58
886990.59,14.61,1.04,217399.38,3.58
887042.12,14.61,1.04,217399.16,3.58
887093.65,14.61,1.04,217398.93,3.58
887093.65,14.61,1.04,217398.54,3.58
887259.55,14.61,1.05,217416.29,3.58
887490.41,14.62,1.05,216849.86,3.57
887659.8,14.62,1.06,216849.86,3.57
887711.33,14.63,1.06,216849.47,3.57
887871.65,14.63,1.06,216820.71,3.57
887923.18,14.63,1.07,216820.48,3.57
888092.57,14.64,1.07,216819.89,3.57
888144.1,14.64,1.07,216473.58,3.57
888304.42,14.64,1.08,216473.37,3.57
889017.33,14.66,1.09,216772.15,3.57
889068.86,14.66,1.09,216890.63,3.58
889120.39,14.66,1.09,217228.54,3.58
889171.92,14.66,1.1,217228.54,3.58
889326.18,14.67,1.1,217228.15,3.58
889311.26,14.67,1.1,217243.78,3.58
889184.33,14.67,1.1,216850.32,3.58
889338.59,14.67,1.11,217059.61,3.58
889507.99,14.68,1.11,216970.09,3.58
889722.24,14.68,1.11,216982.66,3.58
889722.24,14.68,1.11,216982.06,3.58
889722.24,14.68,1.11,216809.54,3.58
889773.77,14.68,1.12,216809.31,3.58
889943.17,14.69,1.12,216719.79,3.58
889994.7,14.69,1.12,216838.27,3.58
890046.23,14.69,1.13,216837.88,3.58
890206.54,14.7,1.13,216809.11,3.58
890375.94,14.7,1.13,216808.52,3.58
890375.94,14.7,1.13,216807.92,3.58
890530.2,14.7,1.14,216807.92,3.58
890892.74,14.71,1.14,217004.4,3.58
891062.13,14.71,1.15,216914.88,3.58
891113.66,14.72,1.15,216568.58,3.58
891165.19,14.72,1.15,216687.05,3.58
891216.72,14.72,1.16,216686.83,3.58
891370.99,14.73,1.16,216686.83,3.58
891531.31,14.73,1.16,216686.62,3.58
891531.31,14.73,1.16,216686.25,3.58
891531.31,14.73,1.16,216685.65,3.58
891691.62,14.73,1.17,216685.44,3.58
891861.02,14.74,1.17,216684.85,3.58
892070.79,14.74,1.17,216667.64,3.58
892231.1,14.74,1.18,216667.43,3.58
892282.63,14.75,1.18,216785.91,3.58
892492.4,14.75,1.19,216861.96,3.58
892470.7,14.75,1.19,218160.51,3.61
892640.09,14.75,1.19,218131.42,3.61
892640.09,14.75,1.19,218029.72,3.6
892691.62,14.76,1.19,217792.35,3.6
892691.62,14.76,1.19,217795.04,3.6
892743.15,14.76,1.19,217794.82,3.6
892952.92,14.76,1.2,217644.19,3.6
893162.69,14.77,1.2,217643.59,3.6
893214.22,14.77,1.21,217605.09,3.6
893374.53,14.78,1.21,217576.33,3.6
893374.53,14.78,1.21,217575.73,3.6
893374.53,14.78,1.21,217474.03,3.6
893426.07,14.78,1.21,217473.81,3.6
893477.6,14.78,1.21,217473.58,3.6
893631.86,14.79,1.22,217473.58,3.6
893683.39,14.79,1.22,217473.36,3.6
893734.92,14.79,1.22,217473.13,3.6
893694.18,14.79,1.23,217505.03,3.6
893854.5,14.8,1.23,217504.83,3.6
893906.03,14.8,1.23,217623.3,3.6
894066.35,14.8,1.24,217623.09,3.6
894235.74,14.81,1.24,217533.57,3.6
894287.27,14.81,1.24,217533.35,3.6
894688.71,14.82,1.25,217591.51,3.6
894688.71,14.82,1.25,217601.59,3.6
894858.1,14.82,1.25,217601.0,3.6
894909.63,14.82,1.26,217719.47,3.61
894961.16,14.83,1.26,217719.25,3.61
894961.16,14.83,1.26,217729.33,3.61
895115.42,14.83,1.26,217821.3,3.61
895281.33,14.83,1.27,217768.59,3.61
895450.72,14.84,1.27,217599.14,3.61
895502.25,14.84,1.27,217896.69,3.61
895553.78,14.84,1.28,218015.17,3.61
895605.31,14.85,1.28,218133.64,3.62
895759.57,14.85,1.28,218225.61,3.62
895811.1,14.85,1.29,218344.09,3.62
896001.13,14.86,1.29,218343.49,3.62
896001.13,14.86,1.29,218343.49,3.62
896052.66,14.86,1.29,218461.97,3.62
896052.66,14.86,1.29,218319.45,3.62
896104.19,14.86,1.3,218319.45,3.62
896273.58,14.87,1.3,218319.07,3.62
896433.9,14.87,1.3,218290.31,3.62
896603.29,14.87,1.31,218289.71,3.62
900060.64,14.93,1.37,221470.08,3.67
900214.9,14.94,1.37,221562.05,3.68
900266.43,14.94,1.37,221680.53,3.68
900435.83,14.94,1.38,221661.8,3.68
900487.36,14.94,1.38,221661.57,3.68
900538.89,14.95,1.38,221441.48,3.68
900409.15,14.95,1.38,221045.21,3.67
900460.68,14.95,1.38,221220.18,3.67
900614.94,14.95,1.39,221448.47,3.68
900593.24,14.95,1.39,221447.88,3.68
900803.01,14.96,1.39,221447.88,3.68
900567.03,14.96,1.39,221447.49,3.68
900736.42,14.96,1.39,221097.82,3.67
900476.49,14.96,1.39,220833.32,3.67
900528.02,14.96,1.39,220951.8,3.67
900557.04,14.96,1.39,220714.29,3.67
900608.57,14.96,1.4,220714.06,3.67
900608.57,14.96,1.4,220713.47,3.67
900768.89,14.97,1.4,220713.26,3.67
900929.2,14.97,1.41,220939.04,3.67
901160.06,14.98,1.41,220938.44,3.67
901320.38,14.98,1.41,221477.25,3.68
901371.91,14.98,1.42,221595.73,3.68
901532.23,14.99,1.42,221566.96,3.68
901532.23,14.99,1.42,221577.05,3.68
901532.23,14.99,1.42,221286.05,3.68
901698.13,14.99,1.42,221233.34,3.68
901749.66,14.99,1.43,221233.11,3.68
901749.66,14.99,1.43,221131.41,3.68
901959.43,15.0,1.43,221130.82,3.68
902125.33,15.0,1.44,221078.1,3.68
902176.86,15.0,1.44,221196.57,3.68
902228.39,15.01,1.44,221315.05,3.68
902394.29,15.01,1.45,221262.33,3.68
902162.73,15.01,1.44,221206.06,3.68
902332.12,15.01,1.45,221205.46,3.68
902332.12,15.01,1.45,221204.87,3.68
902501.51,15.02,1.45,221115.35,3.68
902655.78,15.02,1.45,221114.75,3.68
902655.78,15.02,1.45,221114.75,3.68
902816.1,15.02,1.46,221114.54,3.68
902985.49,15.03,1.46,221113.94,3.68
903199.75,15.03,1.47,221113.35,3.68
903354.01,15.04,1.47,221112.98,3.68
903405.54,15.04,1.47,221112.98,3.68
903457.07,15.04,1.48,221112.6,3.68
903617.39,15.05,1.48,221112.4,3.68
903602.47,15.05,1.48,221128.03,3.68
904315.37,15.06,1.49,221426.81,3.69
904366.9,15.06,1.5,221485.85,3.69
904418.43,15.06,1.5,221447.35,3.69
904469.96,15.07,1.5,221447.35,3.69
904521.49,15.07,1.5,221447.12,3.69
904573.02,15.07,1.51,221446.42,3.69
904624.55,15.08,1.51,221446.42,3.69
904624.55,15.08,1.51,221446.03,3.69
904784.87,15.08,1.51,221417.27,3.69
904836.4,15.08,1.52,221070.96,3.69
904996.72,15.09,1.52,221070.75,3.69
905184.12,15.09,1.52,221303.86,3.69
905184.12,15.09,1.52,221313.95,3.69
905338.86,15.09,1.53,221313.92,3.69
905390.39,15.1,1.53,221313.92,3.69
905390.39,15.1,1.53,221313.33,3.69
905559.78,15.1,1.54,221312.73,3.69
905729.17,15.1,1.54,221312.36,3.69
905883.44,15.11,1.54,221311.76,3.69
906043.76,15.11,1.55,221311.55,3.69
906204.07,15.12,1.55,221311.35,3.69
906364.39,15.12,1.55,221282.58,3.69
906520.33,15.12,1.56,221282.99,3.69
906649.38,15.13,1.56,221180.72,3.69
906809.69,15.13,1.57,221180.51,3.69
906861.22,15.13,1.57,221298.99,3.69
906912.75,15.14,1.57,221298.76,3.69
907328.67,15.15,1.58,221732.71,3.7
907482.94,15.15,1.58,221719.03,3.7
907534.47,15.15,1.59,221837.51,3.7
907703.86,15.16,1.59,222159.43,3.71
907913.63,15.16,1.59,222078.5,3.71
907965.16,15.16,1.6,222078.27,3.71
907965.16,15.16,1.6,222449.88,3.71
907943.45,15.16,1.6,222278.58,3.71
908103.77,15.17,1.6,222262.67,3.71
908103.77,15.17,1.6,222191.85,3.71
908155.3,15.17,1.6,222310.32,3.71
908206.83,15.17,1.61,222310.09,3.71
908258.36,15.18,1.61,222309.87,3.71
908468.13,15.18,1.61,222309.27,3.71
908637.52,15.18,1.62,222308.68,3.71
908797.84,15.19,1.62,222279.91,3.71
909028.7,15.19,1.63,222279.31,3.71
909182.97,15.2,1.63,222278.72,3.72
909352.36,15.2,1.63,222278.12,3.72
909562.13,15.2,1.64,222277.52,3.72
909722.44,15.21,1.64,222277.32,3.72
909722.44,15.21,1.64,222353.56,3.72
909633.64,15.21,1.64,222370.62,3.72
910825.94,15.23,1.66,224665.82,3.76
910877.47,15.23,1.66,224784.29,3.76
911037.78,15.23,1.67,224755.53,3.76
911089.31,15.24,1.67,224874.0,3.76
911089.31,15.24,1.67,224772.3,3.76
911140.84,15.24,1.67,224772.08,3.76
911192.37,15.24,1.68,224771.85,3.76
911192.37,15.24,1.68,224771.26,3.76
911361.77,15.25,1.68,224681.74,3.76
911413.3,15.25,1.68,224800.21,3.76
911582.69,15.25,1.69,224799.61,3.76
912141.22,15.26,1.7,224897.39,3.76
912301.54,15.27,1.7,224868.63,3.76
912301.54,15.27,1.7,224878.71,3.76
912461.86,15.27,1.71,224878.5,3.76
912461.86,15.27,1.71,224849.42,3.76
912513.39,15.27,1.71,224967.89,3.77
912682.78,15.28,1.71,224878.37,3.76
912734.31,15.28,1.72,224996.85,3.77
912894.63,15.29,1.72,224996.85,3.77
913054.94,15.29,1.72,224968.08,3.77
913215.26,15.29,1.73,224967.87,3.77
913369.53,15.3,1.73,225055.18,3.77
913421.06,15.3,1.73,224708.88,3.76
913472.59,15.3,1.74,224708.65,3.76
913641.98,15.31,1.74,224708.05,3.76
913552.9,15.31,1.74,224564.3,3.76
913722.29,15.31,1.74,224563.7,3.76
913932.06,15.31,1.75,224566.09,3.76
913932.06,15.31,1.75,224566.09,3.76
913983.59,15.32,1.75,224684.57,3.77
914152.98,15.32,1.75,224595.05,3.76
914351.26,15.33,1.76,224711.35,3.77
914511.58,15.33,1.76,224682.58,3.77
914725.84,15.33,1.77,224686.15,3.77
914777.37,15.34,1.77,224685.93,3.77
914777.37,15.34,1.77,224594.34,3.77
914937.68,15.34,1.77,224594.13,3.77
915098.0,15.34,1.78,224593.92,3.77
915288.02,15.35,1.78,224593.32,3.77
915288.02,15.35,1.78,224491.63,3.76
915339.55,15.35,1.79,224484.96,3.76
915339.55,15.35,1.79,224484.37,3.76
915499.87,15.36,1.79,224484.16,3.77
915551.4,15.36,1.79,224483.93,3.77
915711.72,15.36,1.8,224455.17,3.77
915925.97,15.37,1.8,224155.48,3.76
915977.5,15.37,1.8,224155.26,3.76
916137.82,15.37,1.81,224155.05,3.76
916189.35,15.38,1.81,224155.05,3.76
916189.35,15.38,1.81,223982.53,3.76
916189.35,15.38,1.81,223836.64,3.76
916240.88,15.38,1.81,223955.12,3.76
916292.41,15.38,1.82,223608.81,3.75
916452.72,15.39,1.82,223636.54,3.75
916504.25,15.39,1.82,223683.38,3.76
916673.65,15.39,1.83,223593.86,3.75
916827.91,15.4,1.83,223593.26,3.75
916879.44,15.4,1.83,223592.87,3.76
916930.97,15.4,1.84,223592.65,3.76
917140.74,15.41,1.84,223511.71,3.75
917330.76,15.41,1.84,223434.51,3.75
917330.76,15.41,1.84,223261.99,3.75
917500.16,15.41,1.85,223261.39,3.75
917654.42,15.42,1.85,223261.02,3.75
917814.74,15.42,1.86,223831.38,3.76
917975.06,15.43,1.86,223802.62,3.76
918026.59,15.43,1.86,223802.39,3.76
918186.9,15.43,1.87,223773.63,3.76
917960.92,15.43,1.86,223901.25,3.76
918012.45,15.43,1.87,223901.02,3.76
918181.85,15.44,1.87,223901.02,3.76
918347.75,15.44,1.88,223900.42,3.76
918755.9,15.45,1.88,223445.38,3.76
918921.8,15.45,1.89,223573.53,3.76
919076.07,15.46,1.89,223572.93,3.76
919285.84,15.46,1.9,223492.0,3.76
919337.37,15.47,1.9,223491.77,3.76
919337.37,15.47,1.9,223390.08,3.76
919547.13,15.47,1.9,223389.48,3.76
919707.45,15.47,1.91,223394.33,3.76
919867.77,15.48,1.91,223407.21,3.76
919919.3,15.48,1.91,223525.69,3.76
920117.58,15.48,1.92,223525.09,3.76
920480.12,15.49,1.92,223721.58,3.77
920670.14,15.5,1.93,223644.37,3.76
920721.67,15.5,1.93,223298.07,3.76
920773.2,15.5,1.93,223297.84,3.76
920824.73,15.5,1.94,223077.75,3.76
920694.99,15.5,1.94,222681.48,3.75
920746.52,15.51,1.94,222681.26,3.75
920616.78,15.51,1.94,222709.98,3.75
920826.55,15.51,1.94,222709.98,3.75
920986.86,15.52,1.95,222709.77,3.75
921196.63,15.52,1.95,222628.84,3.75
921366.03,15.52,1.96,222618.15,3.75
921535.42,15.53,1.96,222618.15,3.75
921785.97,15.53,1.97,222644.39,3.75
921785.97,15.53,1.97,222471.87,3.75
921940.24,15.54,1.97,222471.5,3.75
921940.24,15.54,1.97,222470.9,3.75
921940.24,15.54,1.97,222470.53,3.75
922132.06,15.54,1.97,222470.95,3.75
922183.59,15.54,1.98,222470.95,3.75
922343.91,15.55,1.98,222442.18,3.75
922343.91,15.55,1.98,222452.27,3.75
922553.68,15.55,1.98,222452.27,3.75
922605.21,15.55,1.99,222499.11,3.75
922656.74,15.56,1.99,222617.58,3.75
922708.27,15.56,1.99,222271.28,3.75
922759.8,15.56,2.0,222271.05,3.75
922929.19,15.57,2.0,222181.53,3.75
923095.09,15.57,2.0,222377.97,3.75
923095.09,15.57,2.0,222377.37,3.75
923073.39,15.57,2.0,222206.07,3.75
923051.68,15.57,2.0,222195.39,3.75
923221.07,15.57,2.01,222105.87,3.75
923381.39,15.58,2.01,222077.11,3.75
923432.92,15.58,2.02,222195.58,3.75
923593.24,15.59,2.02,222195.37,3.75
923807.49,15.59,2.02,222194.78,3.75
923859.02,15.59,2.03,222194.55,3.75
924028.42,15.6,2.03,222105.03,3.75
924079.95,15.6,2.03,222104.8,3.75
924131.48,15.6,2.04,221758.5,3.74
924300.87,15.61,2.04,221595.68,3.74
924300.87,15.61,2.04,222179.86,3.75
924352.4,15.61,2.04,222179.63,3.75
924521.79,15.61,2.05,222179.04,3.75
924573.32,15.62,2.05,222178.67,3.75
928030.67,15.67,2.11,225359.03,3.81
928082.2,15.68,2.11,225358.81,3.81
928133.73,15.68,2.11,225358.58,3.81
928185.26,15.68,2.12,225358.58,3.81
928416.12,15.69,2.12,225358.58,3.81
928576.44,15.69,2.13,225358.37,3.81
928736.75,15.7,2.13,225329.61,3.81
928736.75,15.7,2.13,225511.12,3.81
928736.75,15.7,2.13,225521.2,3.81
928891.02,15.7,2.13,225526.34,3.81
928891.02,15.7,2.13,225424.65,3.81
928891.02,15.7,2.13,225252.12,3.81
928942.55,15.7,2.14,225460.97,3.81
929140.83,15.71,2.14,225530.7,3.81
929134.05,15.71,2.14,225533.82,3.81
929289.98,15.71,2.15,225731.38,3.82
