ow,dr,tn,ts,if,ccmd,policy,de,gs,scmd,unscheduled,origin_pods,memory_init_schedule,gpu_init_schedule,milli_gpu_init_schedule,memory_amount_init_schedule,gpu_amount_init_schedule,milli_gpu_amount_init_schedule,q1_lack_both_init_schedule,q2_lack_gpu_init_schedule,q3_satisfied_init_schedule,q4_lack_cpu_init_schedule,xl_satisfied_init_schedule,xr_lack_cpu_init_schedule,no_access_init_schedule,frag_gpu_milli_init_schedule,memory_total,gpu_total,milli_gpu_total
default,0.0,1.3,43,1.0,d213,DotProd1000demergemdbaad,merge,best,baad,2760,8152,60.2,96.4,90.8,317896037236736.0,5986.0,5643090.0,35.62,6.81,0.87,43.1,0.78,12.82,0.0,99.13,528302452244480.0,6212.0,6212000.0
