ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_12aa-policy_Delay1000desharemd191f-de_share-gs_DelayScore-scmd_191f-origin_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_12aa-policy_Delay1000desharemd191f-de_share-gs_DelayScore-scmd_191f-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_12aa-policy_Delay1000desharemd191f-de_share-gs_DelayScore-scmd_191f-origin_q124,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_12aa-policy_Delay1000desharemd191f-de_share-gs_DelayScore-scmd_191f-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_12aa-policy_Delay1000desharemd191f-de_share-gs_DelayScore-scmd_191f-bellman_ratio
456266.21,21.31,7.71,254013.56,11.86
456130.23,21.31,7.71,253908.05,11.86
455768.23,21.3,7.7,253613.46,11.85
455632.26,21.3,7.71,253613.15,11.86
455496.28,21.31,7.71,253613.15,11.86
455686.73,21.32,7.72,253854.7,11.88
455529.37,21.32,7.72,253695.81,11.87
455393.4,21.32,7.72,253657.78,11.88
455446.1,21.33,7.73,253493.62,11.87
455249.67,21.32,7.73,254242.21,11.91
455113.69,21.33,7.73,254162.9,11.91
455357.73,21.34,7.75,253558.26,11.89
455221.75,21.35,7.75,253558.26,11.89
455085.77,21.35,7.75,253535.57,11.9
455138.47,21.36,7.76,253423.96,11.89
455002.5,21.37,7.77,254248.6,11.94
455002.5,21.37,7.77,254248.6,11.94
454879.14,21.37,7.77,253632.73,11.92
454831.92,21.38,7.78,253497.18,11.91
454884.62,21.39,7.79,253603.4,11.92
454748.64,21.39,7.79,253603.1,11.93
454557.31,21.38,7.79,253405.65,11.92
454421.33,21.39,7.79,253405.65,11.93
454474.03,21.4,7.8,253405.65,11.93
454474.03,21.4,7.8,253405.65,11.93
454474.03,21.4,7.8,253405.65,11.93
454338.05,21.4,7.8,253568.47,11.94
454202.08,21.41,7.81,253556.44,11.95
454446.11,21.42,7.82,253405.65,11.95
454310.13,21.43,7.83,254018.5,11.98
454310.13,21.43,7.83,254018.5,11.98
454174.16,21.43,7.83,253902.58,11.98
454226.86,21.44,7.84,253902.65,11.98
454090.88,21.44,7.85,253902.27,11.99
453954.9,21.45,7.85,253913.36,12.0
454250.92,21.47,7.87,253902.96,12.0
454114.95,21.47,7.87,253903.28,12.0
453978.97,21.47,7.88,254383.97,12.03
453842.99,21.48,7.88,254413.81,12.04
454124.1,21.5,7.9,254961.41,12.07
453988.13,21.5,7.9,254961.09,12.07
453616.13,21.49,7.89,254534.09,12.06
453616.13,21.49,7.89,254589.99,12.06
453806.58,21.5,7.91,254589.99,12.06
454102.6,21.52,7.92,254843.93,12.08
454102.6,21.52,7.92,254843.93,12.08
453730.6,21.51,7.91,254862.48,12.08
453529.34,21.5,7.9,254733.93,12.08
453393.36,21.51,7.91,254733.61,12.08
453393.36,21.51,7.91,254733.61,12.08
453257.38,21.51,7.91,254625.81,12.08
453257.38,21.51,7.91,254625.81,12.08
453050.95,21.5,7.9,255997.99,12.15
453050.95,21.5,7.9,255997.99,12.15
453050.95,21.5,7.9,255997.99,12.15
452914.98,21.51,7.91,255018.89,12.11
452779.0,21.51,7.91,255018.89,12.11
452643.02,21.51,7.92,255066.89,12.12
452507.04,21.52,7.92,255306.64,12.14
452219.96,21.51,7.91,255053.4,12.13
452410.41,21.52,7.92,255053.09,12.13
452484.74,21.53,7.94,254711.46,12.12
452750.8,21.55,7.96,255468.51,12.16
452596.08,21.55,7.95,255337.44,12.16
452596.08,21.55,7.95,255337.44,12.16
452874.93,21.57,7.97,255563.65,12.17
452738.95,21.57,7.97,255462.56,12.17
452602.98,21.57,7.98,255514.46,12.18
452235.81,21.56,7.96,255155.07,12.16
452099.83,21.56,7.97,255112.04,12.17
451963.85,21.57,7.97,255119.91,12.17
451827.87,21.57,7.97,255239.95,12.19
451827.87,21.57,7.97,255239.95,12.19
451691.9,21.58,7.98,255223.77,12.19
451766.23,21.59,7.99,255221.54,12.2
451840.95,21.6,8.0,255682.84,12.22
451544.52,21.59,7.99,255562.25,12.22
451364.89,21.59,7.99,255284.81,12.21
451239.73,21.59,8.0,255526.37,12.23
451281.62,21.61,8.01,255491.63,12.23
451742.84,21.63,8.03,255845.3,12.25
451795.54,21.64,8.04,255312.44,12.23
451659.57,21.64,8.05,255473.15,12.24
451523.59,21.65,8.05,255473.15,12.25
451387.61,21.65,8.05,255473.15,12.25
451207.5,21.65,8.05,255294.54,12.25
451071.52,21.65,8.05,255295.2,12.25
451367.54,21.67,8.07,255294.55,12.26
450995.54,21.66,8.06,255294.54,12.26
450859.56,21.66,8.06,255373.06,12.27
451140.67,21.68,8.08,255029.34,12.26
451004.7,21.68,8.09,255018.16,12.26
450804.86,21.68,8.08,254815.89,12.25
450668.88,21.68,8.08,254788.13,12.26
450668.88,21.68,8.08,254833.72,12.26
450532.91,21.68,8.09,254854.14,12.27
450532.91,21.68,8.09,254808.54,12.26
450407.75,21.69,8.09,255445.78,12.3
450260.95,21.69,8.09,255287.9,12.3
450124.98,21.7,8.1,255278.01,12.3
450421.0,21.72,8.12,255568.52,12.32
450421.0,21.72,8.12,255568.52,12.32
450285.02,21.72,8.12,255568.21,12.33
450149.04,21.72,8.13,255568.21,12.33
450013.06,21.73,8.13,255583.82,12.34
449877.09,21.73,8.13,255578.07,12.35
449741.11,21.73,8.14,255577.97,12.35
449605.13,21.74,8.14,255777.79,12.37
449469.16,21.74,8.14,255682.04,12.37
449521.86,21.75,8.16,255740.29,12.38
449385.88,21.76,8.16,255778.98,12.38
449385.88,21.76,8.16,255778.98,12.38
449249.9,21.76,8.16,255864.32,12.39
449249.9,21.76,8.16,255864.32,12.39
449249.9,21.76,8.16,255864.32,12.39
449113.92,21.77,8.17,255864.01,12.4
449113.92,21.77,8.17,255916.69,12.4
448977.95,21.77,8.17,255916.69,12.41
449168.4,21.79,8.19,256159.97,12.42
449032.42,21.79,8.19,256139.25,12.43
449222.87,21.81,8.21,256054.85,12.43
449086.9,21.81,8.21,256054.54,12.44
449277.35,21.83,8.23,256054.54,12.44
448915.35,21.81,8.22,255764.61,12.43
448968.05,21.82,8.23,257725.81,12.53
448832.07,21.83,8.23,257779.83,12.54
449149.73,21.85,8.25,259462.56,12.62
448932.48,21.84,8.24,259249.75,12.61
448796.5,21.84,8.25,259227.24,12.62
448660.52,21.85,8.25,259195.73,12.62
448524.54,21.85,8.25,259116.42,12.62
448414.71,21.85,8.25,259111.98,12.63
448710.74,21.87,8.27,259896.56,12.67
448710.74,21.87,8.27,259886.5,12.67
448574.76,21.88,8.28,259886.5,12.67
448574.76,21.88,8.28,259886.5,12.67
448438.78,21.88,8.28,258674.72,12.62
448491.48,21.89,8.29,258641.69,12.62
448355.5,21.9,8.3,258656.74,12.63
448219.53,21.9,8.3,258656.43,12.64
448083.55,21.9,8.31,258656.43,12.64
447711.55,21.89,8.29,258471.07,12.64
447711.55,21.89,8.29,258471.07,12.64
447575.57,21.89,8.3,258769.04,12.66
447871.6,21.91,8.32,258662.41,12.66
447924.3,21.92,8.33,258502.95,12.65
447552.3,21.91,8.31,258592.43,12.66
447552.3,21.91,8.31,258592.43,12.66
447416.32,21.92,8.32,258513.12,12.66
447490.66,21.93,8.33,258534.98,12.67
447354.68,21.93,8.33,258534.98,12.68
447354.68,21.93,8.33,258534.98,12.68
447218.7,21.94,8.34,258512.29,12.68
446881.61,21.92,8.33,258202.47,12.67
446881.61,21.92,8.33,258202.47,12.67
446881.61,21.92,8.33,258202.47,12.67
446585.18,21.91,8.31,257899.27,12.65
447035.59,21.94,8.34,259009.65,12.71
447103.54,21.95,8.35,259001.01,12.71
447399.56,21.97,8.37,259304.32,12.73
447263.59,21.97,8.37,259304.01,12.74
446774.28,21.96,8.36,258819.05,12.72
446774.28,21.96,8.36,258819.05,12.72
446638.31,21.96,8.36,258819.05,12.73
446502.33,21.96,8.37,258856.25,12.73
446692.78,21.98,8.38,258850.08,12.74
446692.78,21.98,8.38,258850.08,12.74
446556.8,21.98,8.39,258916.32,12.75
446420.83,21.99,8.39,258265.58,12.72
446420.83,21.99,8.39,258265.58,12.72
446124.4,21.98,8.38,258591.78,12.74
445851.29,21.97,8.37,258387.62,12.73
445692.61,21.96,8.36,258229.5,12.72
445996.78,21.98,8.38,257650.37,12.7
445860.8,21.99,8.39,257650.06,12.71
445860.8,21.99,8.39,257660.98,12.71
445860.8,21.99,8.39,257660.98,12.71
445724.82,21.99,8.39,257660.98,12.71
445777.53,22.0,8.4,257423.28,12.71
445641.55,22.01,8.41,257540.32,12.72
445505.57,22.01,8.41,257445.89,12.72
445569.09,22.02,8.42,257929.51,12.75
445610.97,22.03,8.44,257917.61,12.75
445676.29,22.04,8.45,257494.35,12.74
445665.55,22.05,8.45,259176.6,12.82
445970.97,22.07,8.47,259394.3,12.83
445841.33,22.06,8.47,259197.76,12.83
445841.33,22.06,8.47,259197.96,12.83
445904.85,22.08,8.48,258953.56,12.82
446190.06,22.1,8.5,259427.04,12.85
446190.06,22.1,8.5,259427.04,12.85
446242.76,22.11,8.51,259359.22,12.85
446019.3,22.1,8.5,259229.99,12.84
446209.75,22.12,8.52,259194.62,12.85
446073.77,22.12,8.52,259115.31,12.85
446073.77,22.12,8.52,259115.31,12.85
445937.8,22.12,8.53,259115.31,12.86
445801.82,22.13,8.53,259115.0,12.86
445665.84,22.13,8.53,259683.59,12.9
445540.68,22.14,8.54,259627.93,12.9
445540.68,22.14,8.54,259627.93,12.9
445244.25,22.13,8.53,259159.9,12.88
445286.14,22.14,8.54,259509.91,12.9
445150.16,22.14,8.54,259509.91,12.91
445014.18,22.15,8.55,259509.91,12.91
445014.18,22.15,8.55,259509.91,12.91
444878.2,22.15,8.55,259776.8,12.93
444930.91,22.16,8.56,259653.61,12.93
444820.91,22.16,8.56,259543.61,12.93
444873.61,22.17,8.57,259476.32,12.93
444737.63,22.17,8.58,259451.44,12.94
444737.63,22.17,8.58,259430.67,12.93
444601.65,22.18,8.58,259757.92,12.96
444882.76,22.2,8.6,259757.61,12.96
444935.46,22.21,8.61,259757.61,12.97
444648.38,22.2,8.6,259759.45,12.97
444512.4,22.2,8.6,259757.61,12.97
444376.42,22.21,8.61,259779.72,12.98
444240.45,22.21,8.61,259779.24,12.99
444430.9,22.23,8.63,259757.61,12.99
444294.92,22.23,8.63,260449.83,13.03
444590.94,22.25,8.65,260778.14,13.05
444454.96,22.26,8.66,260777.83,13.06
444082.97,22.24,8.65,260420.75,13.04
444387.14,22.26,8.67,260420.74,13.05
444251.16,22.27,8.67,260429.88,13.05
444115.18,22.27,8.67,260424.41,13.06
443745.03,22.26,8.66,260420.74,13.06
443609.06,22.26,8.67,260604.1,13.08
443473.08,22.27,8.67,260560.54,13.08
443347.92,22.27,8.67,260472.27,13.09
443051.49,22.26,8.66,260217.71,13.07
442904.69,22.27,8.67,260236.18,13.08
443200.72,22.29,8.69,260235.87,13.09
443064.74,22.29,8.69,260235.87,13.09
442928.76,22.29,8.7,260235.87,13.1
442792.78,22.3,8.7,260409.85,13.11
442243.52,22.29,8.7,259337.9,13.07
442107.54,22.3,8.7,259202.11,13.07
441971.56,22.3,8.7,259230.97,13.08
441835.59,22.31,8.71,259650.74,13.11
441699.61,22.31,8.71,259594.91,13.11
441563.63,22.32,8.72,259601.14,13.12
441563.63,22.32,8.72,259601.14,13.12
441563.63,22.32,8.72,259601.14,13.12
441427.65,22.32,8.72,259515.6,13.12
441480.36,22.33,8.73,259621.31,13.13
441344.38,22.34,8.74,259592.1,13.14
441208.4,22.34,8.74,259592.26,13.14
441208.4,22.34,8.74,259615.47,13.15
441208.4,22.34,8.74,259599.13,13.14
441072.42,22.34,8.75,259598.66,13.15
441125.12,22.36,8.76,259598.66,13.16
440989.15,22.36,8.76,259608.74,13.16
441041.85,22.37,8.77,259605.09,13.17
440905.87,22.38,8.78,259598.66,13.18
440905.87,22.38,8.78,259616.01,13.18
440543.87,22.36,8.77,259255.01,13.16
440596.57,22.38,8.78,259883.39,13.2
440596.57,22.38,8.78,259861.25,13.2
440596.57,22.38,8.78,259885.13,13.2
440460.6,22.38,8.78,259796.78,13.2
440460.6,22.38,8.78,259796.78,13.2
440946.62,22.41,8.81,259014.02,13.16
441137.07,22.42,8.83,259081.65,13.17
441189.77,22.44,8.84,259364.92,13.19
441053.79,22.44,8.84,259364.61,13.2
440917.81,22.45,8.85,259364.61,13.2
440781.84,22.45,8.85,259383.92,13.21
440645.86,22.45,8.86,259381.57,13.22
440645.86,22.45,8.86,259381.57,13.22
440509.88,22.46,8.86,259397.35,13.23
440562.58,22.47,8.87,259364.61,13.23
440426.61,22.48,8.88,259697.98,13.25
440230.18,22.47,8.87,259580.44,13.25
440094.2,22.47,8.87,259419.33,13.25
439958.22,22.48,8.88,259419.02,13.25
439822.25,22.48,8.88,259419.02,13.26
439686.27,22.49,8.89,259428.7,13.27
439686.27,22.49,8.89,259413.9,13.27
439550.29,22.49,8.89,259410.98,13.27
439414.31,22.5,8.9,259603.85,13.29
439278.34,22.5,8.9,259604.01,13.3
439373.2,22.51,8.91,262224.01,13.43
439237.22,22.51,8.92,262443.13,13.45
439101.24,22.52,8.92,262442.66,13.46
439164.76,22.53,8.93,262111.48,13.45
439017.97,22.53,8.94,262212.38,13.46
439017.97,22.53,8.94,262212.38,13.46
439070.67,22.55,8.95,262212.38,13.46
438934.69,22.55,8.95,262218.04,13.47
438798.71,22.56,8.96,262212.39,13.48
438851.41,22.57,8.97,262212.38,13.48
438851.41,22.57,8.97,262212.38,13.48
439041.87,22.59,8.99,262901.59,13.52
438905.89,22.59,8.99,262821.22,13.53
438769.91,22.59,9.0,262820.91,13.53
438473.48,22.58,8.99,262620.32,13.53
438337.5,22.59,8.99,262620.32,13.53
438337.5,22.59,8.99,262620.32,13.53
438633.53,22.61,9.01,262623.6,13.54
438497.55,22.61,9.02,262620.33,13.54
438361.57,22.62,9.02,262664.55,13.55
438149.62,22.62,9.02,261894.58,13.52
437926.16,22.61,9.01,261855.35,13.52
437905.42,22.62,9.02,261668.66,13.52
437769.44,22.62,9.03,261663.66,13.52
437633.47,22.63,9.03,261956.36,13.54
437633.47,22.63,9.03,261956.36,13.54
437823.92,22.65,9.05,262109.8,13.56
437687.94,22.65,9.05,262109.49,13.56
437551.96,22.65,9.06,262109.49,13.57
437551.96,22.65,9.06,262095.02,13.57
437415.99,22.66,9.06,262095.02,13.58
437280.01,22.66,9.07,262118.99,13.59
437280.01,22.66,9.07,262135.4,13.59
437156.65,22.67,9.07,261519.54,13.56
436920.75,22.67,9.07,261199.84,13.55
436784.77,22.67,9.08,261188.84,13.56
436648.8,22.68,9.08,261487.97,13.58
436412.9,22.68,9.08,260822.49,13.55
436113.31,22.67,9.07,260518.91,13.54
435977.33,22.67,9.07,260518.6,13.55
436273.35,22.69,9.09,260518.6,13.55
435901.35,22.68,9.08,260597.21,13.56
435765.37,22.68,9.09,260529.85,13.56
435629.4,22.69,9.09,260525.75,13.57
435493.42,22.69,9.1,261475.64,13.63
434949.51,22.71,9.11,262157.6,13.69
435264.5,22.73,9.14,262060.9,13.69
435264.5,22.73,9.14,262130.53,13.69
435322.37,22.74,9.14,262530.19,13.72
435618.39,22.76,9.17,262640.37,13.72
435482.41,22.77,9.17,262574.3,13.73
435482.41,22.77,9.17,262557.89,13.73
435110.41,22.75,9.16,262368.4,13.72
434974.44,22.76,9.16,262428.4,13.73
434974.44,22.76,9.16,262428.4,13.73
434974.44,22.76,9.16,262428.4,13.73
434648.01,22.75,9.15,262188.77,13.72
434944.03,22.77,9.17,262298.96,13.73
434572.03,22.75,9.16,262109.46,13.72
433997.22,22.74,9.14,261564.41,13.7
434381.88,22.76,9.16,262155.58,13.74
434456.21,22.77,9.18,261644.38,13.71
434271.33,22.77,9.17,261387.81,13.7
434541.62,22.79,9.19,261023.84,13.69
434853.31,22.81,9.21,262119.35,13.75
434717.33,22.81,9.22,262119.51,13.76
434581.35,22.82,9.22,262119.04,13.76
434581.35,22.82,9.22,262119.04,13.76
434581.35,22.82,9.22,262119.04,13.76
434445.37,22.82,9.23,262174.19,13.77
434445.37,22.82,9.23,262174.19,13.77
434519.71,22.84,9.24,261931.21,13.77
434361.03,22.83,9.23,261777.06,13.76
434225.05,22.84,9.24,261741.08,13.77
434225.05,22.84,9.24,261741.08,13.77
434089.08,22.84,9.24,261813.8,13.78
433724.83,22.83,9.23,261396.43,13.76
433799.55,22.84,9.24,261134.98,13.75
433663.57,22.85,9.25,261121.51,13.76
433516.78,22.85,9.25,260508.78,13.73
433337.15,22.85,9.26,260775.78,13.75
433211.99,22.86,9.26,260939.76,13.77
433253.88,22.87,9.27,260881.51,13.77
433253.88,22.87,9.27,260897.93,13.77
433117.9,22.88,9.28,260904.15,13.78
433170.6,22.89,9.29,260981.46,13.79
433170.6,22.89,9.29,260981.46,13.79
432974.84,22.88,9.28,260846.85,13.78
432974.84,22.88,9.28,260846.85,13.78
433027.55,22.89,9.3,260846.92,13.79
432891.57,22.9,9.3,260846.54,13.8
432755.59,22.9,9.3,260862.51,13.81
432619.61,22.91,9.31,260853.06,13.81
432483.64,22.91,9.31,260849.58,13.82
432483.64,22.91,9.31,260834.27,13.82
432347.66,22.92,9.32,261061.26,13.84
432211.68,22.92,9.32,260984.24,13.84
432264.38,22.94,9.34,261156.92,13.86
432128.41,22.94,9.34,261156.6,13.86
431992.43,22.95,9.35,261156.6,13.87
431856.45,22.95,9.35,261161.2,13.88
431720.47,22.95,9.36,261165.67,13.89
431720.47,22.95,9.36,261165.67,13.89
431584.5,22.96,9.36,261156.6,13.89
430496.68,23.0,9.4,261156.6,13.95
430950.25,23.03,9.43,261471.88,13.97
430814.27,23.03,9.43,261415.97,13.98
430678.29,23.04,9.44,261670.2,14.0
430306.0,23.02,9.43,261373.54,13.99
430358.7,23.04,9.44,261373.6,13.99
430222.72,23.04,9.44,261373.23,14.0
430086.74,23.05,9.45,261373.23,14.01
430139.45,23.06,9.46,261373.23,14.01
430435.47,23.08,9.48,261435.99,14.02
430299.49,23.09,9.49,261375.4,14.02
429937.49,23.07,9.48,261848.09,14.05
429990.19,23.09,9.49,261373.23,14.03
429854.22,23.09,9.49,262009.52,14.07
429718.24,23.1,9.5,262009.22,14.08
429718.24,23.1,9.5,262009.22,14.08
429582.26,23.1,9.5,262009.21,14.09
429634.96,23.11,9.52,262009.21,14.1
429498.99,23.12,9.52,262031.71,14.1
429803.16,23.14,9.54,262014.47,14.11
429667.18,23.15,9.55,262009.21,14.11
429123.27,23.17,9.57,262009.13,14.14
428987.29,23.17,9.57,262540.2,14.18
428851.32,23.18,9.58,262558.86,14.19
428851.32,23.18,9.58,262577.6,14.19
428851.32,23.18,9.58,262577.63,14.19
428851.32,23.18,9.58,262575.03,14.19
428715.34,23.18,9.58,262663.91,14.2
428768.04,23.2,9.6,262609.94,14.21
428632.06,23.2,9.6,262605.79,14.21
428684.76,23.21,9.62,262950.14,14.24
428314.61,23.2,9.6,262658.33,14.23
428505.07,23.22,9.62,262658.02,14.23
428369.09,23.22,9.63,262658.02,14.24
428233.11,23.23,9.63,262663.36,14.25
428537.28,23.25,9.65,262658.02,14.25
428401.31,23.26,9.66,262658.02,14.26
428265.33,23.26,9.66,262999.4,14.28
428129.35,23.27,9.67,263284.91,14.31
427993.37,23.27,9.67,263295.66,14.32
427623.23,23.26,9.66,263054.56,14.31
427326.8,23.25,9.65,262758.02,14.29
427190.82,23.25,9.65,262748.12,14.3
427243.52,23.26,9.67,262841.55,14.31
427107.54,23.27,9.67,262847.78,14.32
426971.57,23.27,9.68,262762.24,14.32
426835.59,23.28,9.68,262768.47,14.33
427220.25,23.3,9.71,263220.21,14.36
426908.15,23.29,9.7,262878.12,14.34
426772.17,23.3,9.7,262878.12,14.35
426479.91,23.31,9.71,262067.9,14.32
426343.93,23.31,9.72,262067.9,14.33
426343.93,23.31,9.72,262067.9,14.33
426639.95,23.34,9.74,262402.13,14.35
426267.95,23.32,9.72,262150.78,14.34
426458.4,23.34,9.74,262447.58,14.36
426322.43,23.35,9.75,262447.27,14.37
426186.45,23.35,9.75,262447.27,14.38
426050.47,23.36,9.76,262530.59,14.39
425914.5,23.36,9.76,262466.87,14.4
425967.2,23.37,9.78,262447.27,14.4
425831.22,23.38,9.78,262870.29,14.43
425695.24,23.39,9.79,262790.98,14.44
425570.08,23.39,9.79,262425.27,14.42
425570.08,23.39,9.79,262422.47,14.42
425423.29,23.4,9.8,262553.84,14.44
425719.31,23.42,9.82,262984.84,14.47
425583.33,23.42,9.83,262985.0,14.47
425286.9,23.41,9.81,262695.31,14.46
425339.6,23.43,9.83,262694.84,14.47
425339.6,23.43,9.83,262694.84,14.47
425116.14,23.42,9.82,262443.83,14.46
424980.17,23.42,9.82,262443.83,14.46
424844.19,23.43,9.83,262522.36,14.48
424708.21,23.43,9.84,262446.58,14.48
424600.86,23.43,9.83,262337.69,14.48
424328.9,23.44,9.84,262660.44,14.51
424381.6,23.45,9.86,262705.53,14.52
424331.6,23.45,9.85,262655.53,14.52
424384.3,23.46,9.87,262766.61,14.53
424248.33,23.47,9.87,262761.2,14.54
424248.33,23.47,9.87,262761.2,14.54
424625.33,23.5,9.9,262761.82,14.54
424489.35,23.5,9.9,262761.0,14.55
424353.38,23.51,9.91,262760.89,14.55
424406.08,23.52,9.92,262760.89,14.56
424406.08,23.52,9.92,262760.89,14.56
424270.1,23.52,9.93,262810.29,14.57
424134.12,23.53,9.93,262765.54,14.58
423819.75,23.52,9.92,262760.89,14.58
423683.77,23.52,9.93,263260.96,14.62
423547.8,23.53,9.93,263109.71,14.62
423600.5,23.54,9.95,263220.79,14.63
423896.52,23.57,9.97,263519.36,14.65
423949.22,23.58,9.98,263630.44,14.66
423813.24,23.59,9.99,263626.76,14.67
423865.94,23.6,10.0,263626.82,14.68
423729.97,23.6,10.01,263626.45,14.69
423729.97,23.6,10.01,263626.45,14.69
423729.97,23.6,10.01,263626.45,14.69
423593.99,23.61,10.01,263626.45,14.69
423370.53,23.6,10.0,263528.36,14.69
423234.55,23.61,10.01,263537.81,14.7
423234.55,23.61,10.01,263537.81,14.7
423098.58,23.61,10.02,263531.55,14.71
423552.15,23.64,10.04,264052.72,14.74
423552.15,23.64,10.04,264052.72,14.74
423416.17,23.65,10.05,263903.32,14.74
423287.36,23.64,10.05,264372.97,14.77
423111.9,23.65,10.05,264137.04,14.76
423407.92,23.67,10.07,264247.23,14.77
423271.95,23.68,10.08,264417.66,14.79
423271.95,23.68,10.08,264437.78,14.79
423324.65,23.69,10.09,264437.85,14.8
423188.67,23.7,10.1,264437.47,14.81
423052.69,23.7,10.1,264437.47,14.81
422916.72,23.71,10.11,264454.65,14.82
422916.72,23.71,10.11,264454.65,14.82
422916.72,23.71,10.11,264454.65,14.82
422544.72,23.69,10.09,264154.72,14.81
422408.74,23.7,10.1,264153.17,14.82
422272.76,23.7,10.11,264642.94,14.86
422336.28,23.72,10.12,264658.02,14.86
422181.57,23.71,10.11,264499.13,14.86
422034.77,23.72,10.12,264346.96,14.85
421898.79,23.72,10.12,264347.12,14.86
421762.82,23.73,10.13,264346.65,14.87
421953.27,23.75,10.15,264367.77,14.88
421817.29,23.75,10.15,264350.12,14.89
422061.33,23.77,10.18,264346.65,14.89
421854.9,23.77,10.17,264462.89,14.9
421718.92,23.77,10.17,264364.11,14.9
421582.94,23.78,10.18,264346.65,14.91
421243.01,23.76,10.17,264007.97,14.89
421539.03,23.79,10.19,264955.25,14.95
421321.77,23.78,10.18,264738.32,14.94
421198.42,23.78,10.19,264122.46,14.91
421198.42,23.78,10.19,264122.46,14.91
420826.42,23.77,10.17,263707.96,14.89
420590.52,23.77,10.17,263388.26,14.88
420643.22,23.78,10.18,263499.34,14.9
420695.92,23.8,10.2,263634.64,14.91
420695.92,23.8,10.2,263634.64,14.91
420559.94,23.8,10.2,263634.33,14.92
420750.4,23.82,10.22,263634.33,14.93
420803.1,23.84,10.24,263681.08,14.94
420855.8,23.85,10.25,263656.28,14.94
420908.5,23.86,10.27,263639.99,14.95
421204.52,23.89,10.29,263634.33,14.95
421068.54,23.89,10.29,264746.25,15.02
420696.55,23.88,10.28,264337.92,15.0
420560.57,23.88,10.29,264451.67,15.02
420613.27,23.9,10.3,264451.73,15.02
420665.97,23.91,10.31,264451.35,15.03
420529.99,23.92,10.32,264451.35,15.04
420394.02,23.92,10.33,264464.6,15.05
420258.04,23.93,10.33,264451.46,15.06
420122.06,23.93,10.34,264485.86,15.07
419986.08,23.94,10.34,264530.86,15.08
420038.79,23.95,10.36,265014.19,15.11
419902.81,23.96,10.36,265050.82,15.12
419711.47,23.95,10.36,264886.91,15.12
419764.18,23.97,10.37,264941.49,15.13
419628.2,23.97,10.38,264931.59,15.14
419492.22,23.98,10.38,264862.18,15.14
419356.24,23.98,10.39,264861.87,15.15
419356.24,23.98,10.39,264861.87,15.15
419220.27,23.99,10.39,264861.87,15.16
419524.44,24.01,10.42,264903.81,15.16
419154.29,24.0,10.4,264884.4,15.17
419450.31,24.02,10.43,264861.87,15.17
419314.33,24.03,10.43,265245.32,15.2
419367.03,24.04,10.45,265111.03,15.2
419231.06,24.05,10.45,265116.66,15.21
418958.98,24.04,10.44,265079.6,15.21
418724.4,24.04,10.44,265181.87,15.23
418588.43,24.05,10.45,265181.87,15.23
418452.45,24.05,10.45,265181.87,15.24
418748.47,24.08,10.48,265181.87,15.25
418748.47,24.08,10.48,265220.88,15.25
418612.49,24.08,10.48,265222.22,15.26
418240.49,24.07,10.47,265220.9,15.26
418293.19,24.08,10.48,265220.88,15.27
418345.9,24.1,10.5,265220.88,15.28
418536.35,24.12,10.52,265936.23,15.32
418589.05,24.13,10.53,266138.17,15.34
418292.62,24.12,10.52,265978.75,15.34
418156.64,24.12,10.53,265978.91,15.34
418156.64,24.12,10.53,265978.91,15.34
418347.1,24.14,10.55,265978.44,15.35
418211.12,24.15,10.55,266221.72,15.37
418075.14,24.16,10.56,266219.76,15.38
418371.16,24.18,10.58,266000.17,15.37
418074.73,24.17,10.57,265648.54,15.36
417702.73,24.15,10.55,266905.67,15.43
417566.76,24.16,10.56,266905.36,15.44
417641.09,24.17,10.58,266360.7,15.42
417505.11,24.18,10.58,266360.7,15.43
417369.14,24.19,10.59,266360.7,15.44
417233.16,24.19,10.59,266384.66,15.45
417097.18,24.2,10.6,266455.46,15.46
417097.18,24.2,10.6,266453.43,15.46
417139.07,24.21,10.61,266427.15,15.46
416965.47,24.2,10.61,265864.66,15.43
416785.84,24.21,10.61,266277.94,15.47
416838.54,24.22,10.63,266190.13,15.47
416838.54,24.22,10.63,266190.13,15.47
416838.54,24.22,10.63,266265.59,15.47
416702.57,24.23,10.63,266512.85,15.5
417006.74,24.25,10.66,266781.66,15.52
416686.74,24.24,10.64,266461.66,15.5
416739.44,24.25,10.66,266572.74,15.51
416603.46,24.26,10.66,266545.19,15.52
416467.49,24.27,10.67,266465.88,15.53
416467.49,24.27,10.67,266465.88,15.53
416520.19,24.28,10.68,266651.32,15.54
416384.21,24.29,10.69,266657.55,15.55
416248.23,24.29,10.7,266572.01,15.56
416300.93,24.31,10.71,266683.09,15.57
416164.96,24.31,10.72,266655.54,15.58
416164.96,24.31,10.72,266655.54,15.58
416028.98,24.32,10.72,266576.23,15.58
415893.0,24.33,10.73,266576.23,15.59
415532.85,24.31,10.71,266320.4,15.58
415532.85,24.31,10.71,266320.4,15.58
415396.88,24.32,10.72,266320.56,15.59
415449.58,24.33,10.74,266320.09,15.6
415502.28,24.35,10.75,266320.09,15.61
415798.3,24.37,10.77,266359.1,15.61
415426.3,24.36,10.76,266364.19,15.62
415479.0,24.37,10.77,266326.62,15.62
