ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_12aa-policy_Delay1000desharemd191f-de_share-gs_DelayScore-scmd_191f-origin_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_12aa-policy_Delay1000desharemd191f-de_share-gs_DelayScore-scmd_191f-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_12aa-policy_Delay1000desharemd191f-de_share-gs_DelayScore-scmd_191f-origin_q124,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_12aa-policy_Delay1000desharemd191f-de_share-gs_DelayScore-scmd_191f-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_12aa-policy_Delay1000desharemd191f-de_share-gs_DelayScore-scmd_191f-bellman_ratio
695352.18,15.34,1.75,213322.5,4.71
695216.2,15.34,1.75,213891.4,4.72
695080.23,15.34,1.75,213869.21,4.72
695080.23,15.34,1.75,213880.46,4.72
694944.25,15.34,1.75,213896.26,4.72
694813.41,15.34,1.74,213766.35,4.72
694677.43,15.34,1.74,213776.56,4.72
694541.46,15.34,1.74,213870.0,4.72
694405.48,15.34,1.75,213869.68,4.73
694458.18,15.35,1.75,214239.36,4.73
694322.2,15.35,1.75,214239.36,4.74
694031.46,15.34,1.74,213938.4,4.73
693895.48,15.34,1.74,213955.49,4.73
693759.5,15.34,1.74,213961.38,4.73
693623.53,15.34,1.75,213673.83,4.73
693487.55,15.34,1.75,213647.45,4.73
693872.21,15.35,1.76,213980.78,4.73
693736.23,15.35,1.76,213935.11,4.73
693736.23,15.35,1.76,213935.11,4.73
693600.25,15.35,1.76,213935.27,4.74
693464.28,15.35,1.76,213934.8,4.74
693301.03,15.35,1.75,213737.82,4.73
693301.03,15.35,1.75,213691.3,4.73
693165.05,15.35,1.75,213773.76,4.73
693029.07,15.35,1.75,213699.75,4.73
692893.1,15.35,1.76,213698.93,4.74
693083.55,15.36,1.76,214372.41,4.75
692947.57,15.36,1.76,214372.1,4.75
692653.98,15.36,1.76,213749.95,4.74
692528.82,15.36,1.76,213420.48,4.73
692603.54,15.37,1.77,214067.43,4.75
692494.86,15.36,1.77,213974.47,4.75
692318.57,15.36,1.76,213731.93,4.74
692360.46,15.37,1.77,213830.66,4.75
692224.48,15.37,1.77,213830.66,4.75
692590.08,15.38,1.78,213847.66,4.75
692247.39,15.37,1.77,213839.49,4.75
692300.09,15.37,1.78,213836.72,4.75
692164.11,15.37,1.78,213988.18,4.75
692460.14,15.38,1.78,213949.75,4.75
692324.16,15.38,1.79,213900.86,4.75
692188.18,15.38,1.79,214626.41,4.77
691816.18,15.38,1.78,214228.04,4.76
691519.75,15.37,1.77,213996.14,4.76
691815.77,15.38,1.78,214106.32,4.76
691815.77,15.38,1.78,214106.32,4.76
691453.78,15.37,1.78,214094.85,4.76
691317.8,15.37,1.78,213986.83,4.76
691370.5,15.38,1.78,214097.91,4.76
691234.52,15.38,1.78,214070.36,4.76
691530.54,15.39,1.79,214180.55,4.77
691583.24,15.39,1.79,214480.01,4.77
691211.25,15.38,1.79,214234.45,4.77
691053.82,15.38,1.78,214075.57,4.76
690917.84,15.38,1.78,214065.67,4.77
691213.86,15.39,1.79,214356.19,4.77
691077.89,15.39,1.79,214356.19,4.77
691077.89,15.39,1.79,214383.31,4.77
691130.59,15.39,1.8,214383.31,4.77
690994.61,15.39,1.8,214383.31,4.78
690994.61,15.39,1.8,214382.2,4.78
690858.63,15.39,1.8,214382.42,4.78
690722.66,15.39,1.8,214382.2,4.78
690350.66,15.39,1.79,214082.27,4.77
690214.68,15.39,1.79,214082.27,4.77
690078.7,15.39,1.79,214344.44,4.78
690131.4,15.39,1.79,214443.75,4.78
690131.4,15.39,1.79,214425.22,4.78
690131.4,15.39,1.79,214456.04,4.78
689859.45,15.39,1.8,214462.86,4.79
689723.47,15.39,1.8,214461.34,4.79
690019.49,15.4,1.8,214571.75,4.79
689883.52,15.4,1.8,214651.91,4.79
689747.54,15.4,1.8,214645.9,4.79
689611.56,15.4,1.81,214682.62,4.8
689475.58,15.4,1.81,214566.59,4.79
689475.58,15.4,1.81,214618.3,4.79
689339.61,15.4,1.81,214617.99,4.8
689392.31,15.41,1.81,214516.35,4.79
689256.33,15.41,1.81,214550.59,4.8
689120.35,15.41,1.81,214551.03,4.8
688984.38,15.41,1.81,214998.28,4.81
688984.38,15.41,1.81,214998.24,4.81
688848.4,15.41,1.81,216103.81,4.83
688712.42,15.41,1.81,216110.04,4.84
688712.42,15.41,1.81,216087.89,4.83
688576.44,15.41,1.81,216002.36,4.83
688278.67,15.4,1.81,215714.3,4.83
688278.67,15.4,1.81,215738.52,4.83
688138.21,15.4,1.8,215686.69,4.83
688002.24,15.4,1.8,215725.37,4.83
687866.26,15.4,1.81,215810.71,4.83
687918.96,15.41,1.81,215466.53,4.83
688214.98,15.42,1.82,215576.72,4.83
688079.0,15.42,1.82,215818.31,4.84
687955.65,15.42,1.82,215202.45,4.82
687719.75,15.41,1.82,214882.75,4.82
687561.07,15.41,1.81,214723.86,4.81
687189.07,15.4,1.81,214352.77,4.81
687573.73,15.41,1.82,214352.77,4.81
687437.75,15.41,1.82,214352.77,4.81
687512.09,15.42,1.82,214012.5,4.8
687300.55,15.42,1.82,213796.67,4.8
686988.45,15.41,1.81,213958.38,4.8
686852.47,15.41,1.81,213848.08,4.8
686716.49,15.41,1.81,214001.64,4.8
686580.52,15.41,1.81,213991.74,4.8
686965.18,15.42,1.82,216913.51,4.87
686965.18,15.42,1.82,216913.51,4.87
686829.2,15.42,1.82,216844.1,4.87
686693.22,15.42,1.82,216844.26,4.87
686557.24,15.42,1.82,216843.79,4.87
686557.24,15.42,1.82,216866.44,4.87
686599.13,15.43,1.83,216486.25,4.86
686641.01,15.43,1.83,217169.28,4.88
686505.04,15.43,1.83,217266.27,4.88
686381.68,15.43,1.83,216560.46,4.87
686145.78,15.43,1.83,216330.71,4.86
686009.8,15.43,1.83,216308.77,4.87
685873.82,15.43,1.83,216366.52,4.87
685737.85,15.43,1.83,216366.68,4.87
685601.87,15.43,1.83,215715.94,4.86
685508.03,15.43,1.83,215597.37,4.85
685372.05,15.43,1.83,215596.9,4.85
685236.08,15.43,1.83,215351.0,4.85
685236.08,15.43,1.83,215336.2,4.85
685700.46,15.44,1.84,215982.17,4.86
685464.56,15.44,1.84,215043.47,4.84
685328.58,15.44,1.84,215043.47,4.85
685328.58,15.44,1.84,215109.73,4.85
685192.61,15.44,1.84,215273.17,4.85
684983.71,15.44,1.84,215067.05,4.85
684983.71,15.44,1.84,215042.85,4.85
684747.81,15.44,1.84,214817.11,4.84
685043.83,15.44,1.85,214785.48,4.84
684907.85,15.45,1.85,214785.17,4.84
684960.55,15.45,1.85,215201.11,4.85
684960.55,15.45,1.85,215227.03,4.85
684960.55,15.45,1.85,215249.44,4.85
684960.55,15.45,1.85,215314.64,4.86
685024.07,15.45,1.86,215265.04,4.86
685065.95,15.46,1.86,215275.71,4.86
685065.95,15.46,1.86,215275.71,4.86
684929.98,15.46,1.86,215275.71,4.86
684794.0,15.46,1.86,215292.07,4.86
684658.02,15.46,1.86,215275.71,4.86
684436.48,15.45,1.86,215053.07,4.86
684436.48,15.45,1.86,215038.85,4.86
684436.48,15.45,1.86,215023.54,4.86
684510.82,15.46,1.86,215152.23,4.86
684374.84,15.46,1.86,215152.23,4.86
684238.86,15.46,1.86,215311.42,4.86
684238.86,15.46,1.86,215330.13,4.87
684045.08,15.46,1.86,216521.3,4.89
683909.1,15.46,1.86,216477.08,4.89
683909.1,15.46,1.86,216477.08,4.89
683773.12,15.46,1.86,216362.1,4.89
684069.14,15.47,1.87,216361.79,4.89
684069.14,15.47,1.87,216361.79,4.89
683687.14,15.46,1.86,216364.03,4.89
683551.17,15.46,1.86,216361.79,4.89
683935.83,15.47,1.87,216361.79,4.89
683799.85,15.47,1.87,216542.05,4.9
683663.87,15.47,1.87,216554.82,4.9
683527.9,15.47,1.87,216364.94,4.9
683391.92,15.47,1.87,216947.43,4.91
683255.94,15.47,1.87,216931.99,4.91
683152.39,15.47,1.87,216840.27,4.91
683016.41,15.47,1.87,216846.5,4.91
683016.41,15.47,1.87,216846.5,4.91
683069.11,15.47,1.88,216923.8,4.91
683350.22,15.48,1.88,216923.49,4.91
683214.25,15.48,1.89,216923.49,4.92
683078.27,15.48,1.89,216925.93,4.92
683078.27,15.48,1.89,216925.93,4.92
682942.29,15.48,1.89,216929.69,4.92
683132.74,15.49,1.89,216923.49,4.92
682996.77,15.49,1.89,217397.8,4.93
683292.79,15.5,1.9,217648.98,4.94
683156.81,15.5,1.9,218143.98,4.95
683020.83,15.5,1.9,218134.08,4.95
682884.86,15.5,1.9,218064.67,4.95
683075.31,15.51,1.91,218132.3,4.95
683128.01,15.51,1.91,218415.57,4.96
682763.43,15.5,1.91,218000.15,4.95
682557.0,15.5,1.9,217858.07,4.95
682557.0,15.5,1.9,217858.07,4.95
682421.02,15.5,1.9,217858.07,4.95
682717.04,15.51,1.91,217858.07,4.95
682581.06,15.51,1.91,217858.47,4.95
682445.09,15.51,1.91,217858.08,4.95
682445.09,15.51,1.91,217858.08,4.95
682309.11,15.51,1.91,217858.07,4.95
682173.13,15.51,1.91,218016.93,4.96
682037.16,15.51,1.91,218073.81,4.96
681901.18,15.51,1.91,218293.8,4.97
681765.2,15.51,1.91,218214.49,4.97
681765.2,15.51,1.91,218214.49,4.97
681629.22,15.51,1.92,218214.49,4.97
681493.25,15.51,1.92,218214.19,4.97
681357.27,15.51,1.92,218214.18,4.97
681221.29,15.51,1.92,218240.51,4.97
681085.31,15.51,1.92,218214.45,4.97
680798.23,15.51,1.91,217915.97,4.96
680662.25,15.51,1.91,218085.19,4.97
680714.95,15.51,1.92,218014.02,4.97
680578.97,15.51,1.92,217967.37,4.97
680443.0,15.51,1.92,218104.35,4.97
680284.32,15.51,1.91,217945.88,4.97
680013.38,15.51,1.91,217680.81,4.96
680013.38,15.51,1.91,217680.81,4.96
679877.41,15.51,1.91,217601.5,4.96
679741.43,15.51,1.91,217601.5,4.96
679741.43,15.51,1.91,217601.5,4.96
679985.46,15.52,1.92,217601.5,4.96
680266.57,15.52,1.93,217601.5,4.97
680130.6,15.52,1.93,217601.5,4.97
680130.6,15.52,1.93,217601.54,4.97
679894.7,15.52,1.92,216897.87,4.95
679574.7,15.52,1.92,216577.87,4.94
679438.72,15.52,1.92,216577.87,4.95
679719.83,15.52,1.93,216667.79,4.95
679583.85,15.53,1.93,216602.17,4.95
679447.88,15.53,1.93,216577.87,4.95
679311.9,15.53,1.93,217830.21,4.98
679175.92,15.53,1.93,217820.32,4.98
678974.66,15.52,1.92,217594.61,4.97
679027.36,15.53,1.93,217688.04,4.98
678891.38,15.53,1.93,217694.27,4.98
678755.4,15.53,1.93,217608.73,4.98
678619.43,15.53,1.93,217614.96,4.98
678483.45,15.53,1.93,217529.42,4.98
678347.47,15.53,1.93,217506.73,4.98
678211.49,15.53,1.93,217450.11,4.98
678264.2,15.53,1.94,217450.17,4.98
678128.22,15.53,1.94,217449.79,4.98
678128.22,15.53,1.94,217427.65,4.98
677992.24,15.53,1.94,217437.0,4.98
677856.26,15.53,1.94,217428.74,4.98
677720.29,15.54,1.94,217427.73,4.98
677584.31,15.54,1.94,217707.55,4.99
677448.33,15.54,1.94,217656.01,4.99
677448.33,15.54,1.94,217681.65,4.99
677312.35,15.54,1.94,217640.63,4.99
676940.36,15.53,1.93,217264.9,4.98
677236.38,15.54,1.94,217375.08,4.99
677100.4,15.54,1.94,217616.68,4.99
677100.4,15.54,1.94,217616.68,4.99
677153.1,15.54,1.95,217616.68,4.99
676781.1,15.54,1.94,217245.59,4.99
676645.12,15.54,1.94,217245.59,4.99
676509.15,15.54,1.94,217245.59,4.99
676373.17,15.54,1.94,217246.08,4.99
676669.19,15.55,1.95,217245.59,4.99
676950.3,15.55,1.96,217245.59,4.99
676950.3,15.55,1.96,217245.59,4.99
676814.32,15.55,1.96,218044.39,5.01
676678.35,15.56,1.96,218171.04,5.02
676542.37,15.56,1.96,218178.01,5.02
676542.37,15.56,1.96,218178.01,5.02
676406.39,15.56,1.96,218182.73,5.02
676270.41,15.56,1.96,218176.05,5.02
676134.44,15.56,1.96,218554.95,5.03
676187.14,15.56,1.96,218180.07,5.02
676051.16,15.56,1.96,218301.72,5.02
675915.18,15.56,1.96,218301.72,5.03
675543.19,15.55,1.96,217929.89,5.02
675543.19,15.55,1.96,217948.6,5.02
675850.02,15.56,1.97,218611.37,5.03
675714.05,15.56,1.97,218611.37,5.04
675578.07,15.56,1.97,218611.91,5.04
675442.09,15.57,1.97,218611.37,5.04
675442.09,15.57,1.97,218611.57,5.04
675306.11,15.57,1.97,218643.33,5.04
675170.14,15.57,1.97,218627.42,5.04
675170.14,15.57,1.97,218627.42,5.04
675034.16,15.57,1.97,218611.57,5.04
675076.04,15.57,1.97,218480.91,5.04
674917.37,15.57,1.97,218331.08,5.04
675213.39,15.58,1.98,218775.86,5.05
675213.39,15.58,1.98,218792.28,5.05
675077.41,15.58,1.98,218791.97,5.05
674705.41,15.57,1.97,218407.18,5.04
675001.43,15.58,1.98,218407.18,5.04
675001.43,15.58,1.98,218407.18,5.04
674842.75,15.57,1.98,218248.71,5.04
674555.67,15.57,1.97,217851.48,5.03
674419.69,15.57,1.97,217851.48,5.03
674283.71,15.57,1.97,217895.15,5.03
674283.71,15.57,1.97,217895.15,5.03
674147.73,15.57,1.97,217859.42,5.03
674011.76,15.57,1.97,217856.89,5.03
673875.78,15.57,1.97,218254.0,5.04
673739.8,15.57,1.97,218260.17,5.04
673603.82,15.57,1.97,218259.86,5.05
673467.85,15.57,1.98,218259.86,5.05
673520.55,15.58,1.98,218276.29,5.05
673520.55,15.58,1.98,218276.52,5.05
673148.55,15.57,1.97,217927.83,5.04
673012.57,15.57,1.97,217928.39,5.04
673293.68,15.58,1.98,217911.4,5.04
673293.68,15.58,1.98,217911.4,5.04
673346.38,15.58,1.99,218475.11,5.06
673346.38,15.58,1.99,218475.11,5.06
673210.41,15.58,1.99,218598.01,5.06
673263.11,15.59,1.99,218756.19,5.06
673063.27,15.58,1.99,218644.87,5.06
673115.97,15.59,1.99,218755.95,5.07
672980.0,15.59,1.99,218751.69,5.07
672844.02,15.59,1.99,218751.38,5.07
672844.02,15.59,1.99,218748.32,5.07
672708.04,15.59,1.99,218748.32,5.07
672572.07,15.59,1.99,218778.77,5.07
672436.09,15.59,1.99,218784.66,5.07
672436.09,15.59,1.99,218784.66,5.07
672501.41,15.59,2.0,218361.39,5.06
672214.32,15.59,1.99,218183.43,5.06
671979.74,15.59,1.99,217861.13,5.05
671979.74,15.59,1.99,217861.13,5.05
671843.77,15.59,1.99,217866.7,5.05
672139.79,15.6,2.0,217830.89,5.05
672139.79,15.6,2.0,217830.89,5.05
672003.81,15.6,2.0,218310.79,5.07
671867.83,15.6,2.0,218247.6,5.07
671574.65,15.59,1.99,217993.24,5.06
671212.65,15.59,1.99,217779.0,5.06
671212.65,15.59,1.99,217797.59,5.06
671076.67,15.59,1.99,217797.28,5.06
670940.69,15.59,1.99,217797.28,5.06
670804.72,15.59,1.99,217797.28,5.06
670668.74,15.59,1.99,217817.78,5.06
670296.74,15.58,1.98,217454.97,5.05
670160.76,15.58,1.98,217442.56,5.06
670213.47,15.58,1.99,217443.29,5.06
670077.49,15.59,1.99,217737.46,5.06
669941.51,15.59,1.99,217604.41,5.06
669805.53,15.59,1.99,217604.57,5.06
669870.85,15.59,1.99,217181.3,5.05
669634.95,15.59,1.99,216853.15,5.05
669498.98,15.59,1.99,216852.68,5.05
669363.0,15.59,1.99,216852.68,5.05
669227.02,15.59,1.99,216871.67,5.05
669417.47,15.6,2.0,216926.94,5.05
669470.18,15.6,2.0,217533.6,5.07
669777.01,15.61,2.01,217664.55,5.07
669630.22,15.61,2.01,217619.29,5.07
669471.54,15.61,2.01,217461.03,5.07
669471.54,15.61,2.01,217461.03,5.07
669335.56,15.61,2.01,217460.72,5.07
669199.59,15.61,2.01,217460.72,5.07
668830.83,15.6,2.0,217278.61,5.07
668502.48,15.59,2.0,216944.11,5.06
668798.5,15.6,2.01,216944.11,5.06
668662.52,15.6,2.01,217019.19,5.06
668715.22,15.61,2.01,216953.68,5.06
668343.23,15.6,2.0,216944.11,5.06
668207.25,15.6,2.0,217311.95,5.07
668488.36,15.61,2.01,217043.49,5.07
668784.38,15.62,2.02,218064.66,5.09
668648.4,15.62,2.02,218064.35,5.09
668512.42,15.62,2.02,218064.35,5.09
668376.45,15.62,2.02,218078.74,5.1
668240.47,15.62,2.02,218073.55,5.1
668104.49,15.62,2.02,218064.35,5.1
668157.19,15.63,2.03,218064.35,5.1
667860.11,15.62,2.02,217904.73,5.1
668050.56,15.63,2.03,218471.14,5.11
667914.58,15.63,2.03,218389.31,5.11
667967.28,15.63,2.03,218500.39,5.11
667967.28,15.63,2.03,218500.39,5.11
667831.31,15.63,2.03,218495.12,5.11
667695.33,15.63,2.03,218485.22,5.12
667536.65,15.63,2.03,218326.54,5.11
667174.65,15.62,2.02,217865.05,5.1
667038.67,15.62,2.02,217795.64,5.1
666902.7,15.62,2.03,217795.8,5.1
666766.72,15.62,2.03,217795.33,5.1
666479.63,15.62,2.02,217585.16,5.1
666183.2,15.61,2.01,217318.82,5.09
666373.65,15.62,2.02,217340.44,5.09
666167.23,15.61,2.02,217319.69,5.09
666357.68,15.62,2.02,217318.82,5.09
666221.7,15.62,2.02,217648.55,5.1
666085.72,15.62,2.02,217549.77,5.1
666138.42,15.63,2.03,217476.38,5.1
666002.45,15.63,2.03,217958.51,5.11
665866.47,15.63,2.03,217958.2,5.12
665866.47,15.63,2.03,217961.81,5.12
665730.49,15.63,2.03,217961.81,5.12
665594.51,15.63,2.03,218008.74,5.12
665890.54,15.64,2.04,217988.72,5.12
665754.56,15.64,2.04,217999.09,5.12
665618.58,15.64,2.04,218027.7,5.12
665671.28,15.64,2.04,218522.61,5.14
665310.1,15.64,2.04,218219.41,5.13
665163.31,15.64,2.04,218204.12,5.13
665027.33,15.64,2.04,218089.16,5.13
664891.35,15.64,2.04,218088.85,5.13
664755.37,15.64,2.04,218088.85,5.13
664755.37,15.64,2.04,218086.84,5.13
664808.08,15.64,2.04,218086.84,5.13
664672.1,15.64,2.04,218088.02,5.13
664968.12,15.65,2.05,218134.06,5.13
665020.82,15.66,2.06,218086.84,5.13
664884.84,15.66,2.06,218749.84,5.15
664748.87,15.66,2.06,218831.11,5.15
664525.41,15.65,2.05,218592.51,5.15
664590.73,15.66,2.06,218169.24,5.14
664356.15,15.65,2.06,217846.94,5.13
664652.17,15.66,2.07,217957.13,5.14
664516.19,15.66,2.07,218127.56,5.14
664380.22,15.66,2.07,218048.25,5.14
664432.92,15.67,2.07,218233.24,5.15
664060.92,15.66,2.06,217933.31,5.14
663924.94,15.66,2.06,217939.54,5.14
663788.96,15.66,2.06,217854.0,5.14
663652.99,15.66,2.07,217854.15,5.14
663517.01,15.66,2.07,217853.68,5.14
663813.03,15.67,2.07,217853.68,5.14
663677.05,15.67,2.08,218027.67,5.15
663403.94,15.67,2.07,217868.1,5.15
663456.64,15.67,2.07,217853.68,5.15
663456.64,15.67,2.07,217926.1,5.15
663456.64,15.67,2.07,217926.1,5.15
663320.67,15.67,2.07,218320.79,5.16
663616.69,15.68,2.08,218428.72,5.16
663458.01,15.68,2.08,218274.57,5.16
663322.03,15.68,2.08,218195.26,5.16
663186.05,15.68,2.08,218347.49,5.16
663050.08,15.68,2.08,218347.49,5.16
663115.4,15.68,2.09,217924.22,5.15
662880.82,15.68,2.08,217601.92,5.15
662744.84,15.68,2.08,217601.61,5.15
662608.86,15.68,2.09,217601.61,5.15
662468.41,15.68,2.08,217590.82,5.15
662332.43,15.68,2.08,217619.62,5.15
661244.61,15.69,2.09,217619.31,5.16
661108.63,15.69,2.09,217601.21,5.16
660972.66,15.69,2.09,217590.51,5.16
660972.66,15.69,2.09,217590.51,5.16
660972.66,15.69,2.09,217590.81,5.16
660836.68,15.69,2.09,217738.09,5.17
661132.7,15.7,2.1,217843.79,5.17
660996.72,15.7,2.1,217950.74,5.18
660860.74,15.7,2.1,217871.43,5.17
660724.77,15.7,2.1,217871.43,5.18
660777.47,15.7,2.1,217982.51,5.18
660830.17,15.71,2.11,218117.8,5.18
660694.19,15.71,2.11,218038.49,5.18
660694.19,15.71,2.11,218038.49,5.18
660558.22,15.71,2.11,218038.49,5.18
660422.24,15.71,2.11,218038.18,5.19
660474.94,15.71,2.11,218038.18,5.19
660202.98,15.71,2.11,218047.24,5.19
660067.01,15.71,2.12,218318.12,5.2
659847.9,15.71,2.11,218094.06,5.19
659847.9,15.71,2.11,218094.06,5.19
659711.92,15.71,2.11,217940.98,5.19
659575.95,15.71,2.11,217861.67,5.19
659439.97,15.71,2.11,218084.63,5.2
659216.51,15.71,2.11,217931.46,5.19
659460.55,15.71,2.12,218078.58,5.2
659324.57,15.71,2.12,218078.58,5.2
659620.59,15.72,2.13,218078.26,5.2
659620.59,15.72,2.13,218078.26,5.2
659484.61,15.72,2.13,218078.26,5.2
659348.64,15.72,2.13,218109.23,5.2
659212.66,15.72,2.13,218108.11,5.2
658922.64,15.72,2.12,217888.93,5.2
658786.67,15.72,2.12,217859.08,5.2
658650.69,15.72,2.12,218437.56,5.21
658525.53,15.72,2.12,218319.42,5.21
658688.68,15.73,2.13,218581.95,5.22
658006.74,15.71,2.12,217919.08,5.2
658006.74,15.71,2.12,217919.08,5.2
657870.76,15.71,2.12,217918.77,5.21
657734.78,15.71,2.12,217918.77,5.21
657787.48,15.72,2.12,217934.74,5.21
657651.51,15.72,2.12,217932.43,5.21
657651.51,15.72,2.12,217932.43,5.21
657515.53,15.72,2.12,218034.23,5.21
657379.55,15.72,2.12,217918.77,5.21
657570.0,15.73,2.13,217976.28,5.21
657434.03,15.73,2.13,218433.35,5.23
657298.05,15.73,2.13,218433.04,5.23
657488.5,15.74,2.14,218433.04,5.23
657192.07,15.73,2.13,218121.32,5.22
657244.77,15.73,2.14,218145.0,5.22
657297.47,15.74,2.14,218128.21,5.22
657541.51,15.75,2.15,218121.32,5.22
657594.21,15.75,2.15,218802.56,5.24
657875.32,15.76,2.16,218676.77,5.24
657739.34,15.76,2.16,219529.1,5.26
658035.37,15.77,2.17,219639.28,5.26
657663.37,15.76,2.16,219449.79,5.26
657527.39,15.76,2.16,219509.79,5.26
657823.41,15.77,2.17,219509.47,5.26
658013.86,15.78,2.18,219509.47,5.26
658066.56,15.78,2.18,219509.47,5.26
658119.27,15.79,2.19,219528.88,5.27
657822.84,15.78,2.18,219526.21,5.27
657686.86,15.78,2.18,219515.97,5.27
657550.88,15.78,2.18,219506.81,5.27
657414.9,15.78,2.18,220532.57,5.29
657658.94,15.79,2.19,220703.29,5.3
657658.94,15.79,2.19,220700.7,5.3
657658.94,15.79,2.19,220700.7,5.3
657658.94,15.79,2.19,220700.7,5.3
657522.96,15.79,2.19,220700.39,5.3
657386.99,15.79,2.19,220700.39,5.3
657251.01,15.79,2.19,220713.53,5.3
657115.03,15.79,2.2,220706.39,5.3
656913.77,15.79,2.19,220274.06,5.29
656777.79,15.79,2.19,220268.07,5.3
657058.9,15.8,2.2,220599.61,5.3
656922.92,15.8,2.2,220656.41,5.31
656786.94,15.8,2.2,220646.28,5.31
656839.65,15.8,2.21,220646.34,5.31
656703.67,15.8,2.21,220645.97,5.31
656703.67,15.8,2.21,220645.97,5.31
656544.99,15.8,2.2,220487.29,5.31
656386.31,15.8,2.2,220337.45,5.3
656386.31,15.8,2.2,220337.45,5.3
656439.01,15.8,2.2,220337.45,5.3
656303.04,15.8,2.2,220349.79,5.31
656355.74,15.81,2.21,220338.86,5.31
656636.85,15.82,2.22,220337.45,5.31
656500.87,15.82,2.22,221220.01,5.33
656364.89,15.82,2.22,221250.99,5.33
655277.07,15.82,2.22,221250.67,5.34
655168.39,15.82,2.22,221142.2,5.34
654796.4,15.81,2.21,221111.94,5.34
654796.4,15.81,2.21,221111.97,5.34
654560.5,15.81,2.21,220278.28,5.32
654560.5,15.81,2.21,220278.28,5.32
654325.92,15.81,2.21,219910.3,5.31
654189.94,15.81,2.21,219830.11,5.31
654053.96,15.81,2.21,219823.95,5.31
654106.66,15.81,2.22,219291.09,5.3
653970.69,15.81,2.22,219268.4,5.3
653970.69,15.81,2.22,219268.4,5.3
653834.71,15.81,2.22,219211.78,5.3
653698.73,15.82,2.22,219211.78,5.3
653562.75,15.82,2.22,218880.7,5.3
653562.75,15.82,2.22,218880.7,5.3
653426.78,15.82,2.22,218880.7,5.3
653290.8,15.82,2.22,218997.59,5.3
653165.64,15.82,2.22,219279.82,5.31
653018.84,15.82,2.22,219070.52,5.31
652882.87,15.82,2.22,218953.62,5.3
652746.89,15.82,2.22,218943.72,5.31
652610.91,15.82,2.22,218874.31,5.31
652663.61,15.82,2.23,218874.37,5.31
652527.64,15.82,2.23,218874.0,5.31
652527.64,15.82,2.23,218874.0,5.31
652391.66,15.82,2.23,218874.0,5.31
652255.68,15.83,2.23,218895.41,5.31
652119.71,15.83,2.23,218879.87,5.31
651983.73,15.83,2.23,218874.0,5.31
651983.73,15.83,2.23,218874.0,5.31
652036.43,15.83,2.23,219345.75,5.33
652089.13,15.84,2.24,219427.72,5.33
652141.83,15.84,2.24,219427.78,5.33
652141.83,15.84,2.24,219449.43,5.33
652141.83,15.84,2.24,219449.43,5.33
652437.85,15.85,2.25,219449.06,5.33
652490.55,15.85,2.26,219449.06,5.33
652128.56,15.85,2.25,219457.74,5.33
651992.58,15.85,2.25,219449.21,5.33
651992.58,15.85,2.25,219383.71,5.33
651856.6,15.85,2.25,219383.56,5.33
652152.62,15.86,2.26,219745.66,5.34
652016.65,15.86,2.26,219770.07,5.34
651880.67,15.86,2.26,220085.69,5.35
651744.69,15.86,2.26,220006.38,5.35
651608.71,15.86,2.26,220006.38,5.35
651236.72,15.85,2.25,219811.1,5.35
651100.74,15.85,2.25,219810.79,5.35
651153.44,15.86,2.26,219277.93,5.34
651017.46,15.86,2.26,219277.92,5.34
650881.48,15.86,2.26,219425.56,5.35
650745.51,15.86,2.26,219094.47,5.34
650609.53,15.86,2.26,219213.73,5.34
650473.55,15.86,2.26,219200.29,5.34
650337.58,15.86,2.26,219199.98,5.35
650655.23,15.87,2.27,219068.37,5.34
650448.8,15.86,2.27,218732.39,5.34
650312.82,15.87,2.27,218732.38,5.34
650187.66,15.87,2.27,219013.28,5.34
650040.87,15.87,2.27,218805.31,5.34
649931.04,15.87,2.27,220041.67,5.37
649643.95,15.86,2.26,219971.87,5.37
649507.97,15.86,2.26,219971.87,5.37
649372.0,15.86,2.26,220238.76,5.38
649424.7,15.87,2.27,220115.57,5.38
649288.72,15.87,2.27,220036.26,5.38
649479.17,15.87,2.28,219987.41,5.38
649479.17,15.87,2.28,220066.52,5.38
649343.19,15.87,2.28,220066.52,5.38
649207.22,15.87,2.28,220072.74,5.38
649259.92,15.88,2.28,220042.5,5.38
648969.91,15.87,2.28,219861.13,5.38
648969.91,15.87,2.28,219859.75,5.38
648833.93,15.87,2.28,220504.57,5.39
648697.95,15.87,2.28,220419.03,5.39
648561.97,15.87,2.28,220418.72,5.4
648426.0,15.88,2.28,220418.72,5.4
648426.0,15.88,2.28,220483.07,5.4
648426.0,15.88,2.28,220483.07,5.4
648290.02,15.88,2.28,220483.07,5.4
648154.04,15.88,2.28,220679.16,5.41
648154.04,15.88,2.28,220679.16,5.41
648018.06,15.88,2.28,220483.07,5.4
648335.72,15.89,2.29,221631.61,5.43
648410.44,15.89,2.29,221282.08,5.42
648419.49,15.89,2.3,221177.32,5.42
648283.51,15.9,2.3,221177.01,5.42
648336.21,15.9,2.3,221177.01,5.42
