ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_abc7-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_nodes,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_abc7-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpus,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_abc7-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpu_milli,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_abc7-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-total_gpus,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_abc7-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-arrived_gpu_milli
1,2,0,6212,0
2,10,810,6212,810
3,12,1810,6212,1810
4,14,2810,6212,2810
5,22,3810,6212,3810
6,30,4620,6212,4620
7,32,5090,6212,5090
8,34,5740,6212,5740
9,36,6550,6212,6550
10,38,6780,6212,6780
11,40,7590,6212,7590
12,42,8590,6212,8590
13,44,9060,6212,9060
14,46,9520,6212,9520
15,54,9520,6212,9520
16,56,10520,6212,10520
17,64,10980,6212,10980
18,66,11440,6212,11440
19,67,12440,6212,12440
20,69,13440,6212,13440
21,71,13440,6212,13440
22,79,13910,6212,13910
23,87,13910,6212,13910
24,95,14720,6212,14720
25,97,14880,6212,14880
26,105,14880,6212,14880
27,107,15880,6212,15880
28,109,16880,6212,16880
29,117,17690,6212,17690
30,125,18690,6212,18690
31,129,18800,6212,18800
32,137,19800,6212,19800
33,139,19800,6212,19800
34,141,20270,6212,20270
35,149,21270,6212,21270
36,157,22270,6212,22270
37,165,23270,6212,23270
38,173,24270,6212,24270
38,173,25270,6212,25270
39,181,25740,6212,25740
40,189,25740,6212,25740
41,191,26740,6212,26740
42,193,26740,6212,26740
43,195,27740,6212,27740
44,203,28060,6212,28060
45,211,29060,6212,29060
46,219,29060,6212,29060
47,221,29380,6212,29380
48,229,30380,6212,30380
49,237,31190,6212,31190
50,239,31190,6212,31190
51,241,31560,6212,31560
52,243,32560,6212,32560
53,245,33560,6212,33560
54,247,34560,6212,34560
55,255,34880,6212,34880
56,263,35880,6212,35880
57,267,36880,6212,36880
58,275,37880,6212,37880
59,283,38690,6212,38690
60,291,39690,6212,39690
61,293,40690,6212,40690
62,295,41010,6212,41010
63,303,42010,6212,42010
64,305,43010,6212,43010
65,313,44010,6212,44010
66,315,45010,6212,45010
67,317,45010,6212,45010
68,325,46010,6212,46010
69,327,47010,6212,47010
70,329,47480,6212,47480
71,331,48290,6212,48290
72,339,49290,6212,49290
73,347,50290,6212,50290
74,349,51100,6212,51100
75,351,51100,6212,51100
76,353,52100,6212,52100
77,355,53100,6212,53100
78,357,53910,6212,53910
79,365,57910,6212,57910
80,369,57910,6212,57910
81,371,58720,6212,58720
82,373,58720,6212,58720
83,375,59530,6212,59530
84,377,60530,6212,60530
85,385,61530,6212,61530
85,385,61530,6212,61530
86,393,62340,6212,62340
87,395,63340,6212,63340
88,397,64340,6212,64340
89,405,65340,6212,65340
90,413,66340,6212,66340
91,415,66990,6212,66990
92,423,67800,6212,67800
92,423,68800,6212,68800
93,425,69800,6212,69800
94,427,70270,6212,70270
95,435,70590,6212,70590
96,443,70590,6212,70590
97,445,71400,6212,71400
98,453,72210,6212,72210
99,455,72760,6212,72760
100,457,73570,6212,73570
101,465,73570,6212,73570
102,467,73570,6212,73570
103,475,74570,6212,74570
104,477,75570,6212,75570
105,479,76570,6212,76570
106,487,77380,6212,77380
107,495,78380,6212,78380
107,495,78850,6212,78850
108,497,79850,6212,79850
109,499,80850,6212,80850
110,501,81660,6212,81660
111,509,82660,6212,82660
112,511,83660,6212,83660
113,515,84660,6212,84660
114,523,84660,6212,84660
115,525,84660,6212,84660
116,533,84660,6212,84660
117,535,84660,6212,84660
117,535,85660,6212,85660
118,537,86660,6212,86660
119,545,87660,6212,87660
120,547,88470,6212,88470
121,549,88470,6212,88470
122,557,88470,6212,88470
123,565,89470,6212,89470
123,565,89470,6212,89470
124,567,89470,6212,89470
125,575,89470,6212,89470
126,577,90120,6212,90120
127,579,90930,6212,90930
128,581,90930,6212,90930
129,583,91930,6212,91930
130,591,92930,6212,92930
131,599,93400,6212,93400
132,601,94400,6212,94400
133,603,95400,6212,95400
133,603,96210,6212,96210
134,605,97210,6212,97210
134,605,98210,6212,98210
135,613,98210,6212,98210
136,621,98860,6212,98860
137,623,99860,6212,99860
138,625,99860,6212,99860
139,633,100510,6212,100510
140,635,100980,6212,100980
140,635,101980,6212,101980
141,637,102790,6212,102790
142,645,103600,6212,103600
142,645,104600,6212,104600
143,647,105410,6212,105410
143,647,106410,6212,106410
144,655,106880,6212,106880
145,657,107880,6212,107880
146,659,108880,6212,108880
147,661,109690,6212,109690
148,669,110690,6212,110690
149,671,111010,6212,111010
150,673,111560,6212,111560
151,681,112560,6212,112560
152,683,113560,6212,113560
153,685,114020,6212,114020
154,693,115020,6212,115020
154,693,115830,6212,115830
154,693,116830,6212,116830
155,695,117830,6212,117830
156,703,118150,6212,118150
157,711,119150,6212,119150
158,713,119470,6212,119470
159,721,120470,6212,120470
160,723,120790,6212,120790
161,725,120790,6212,120790
162,733,121790,6212,121790
163,735,121790,6212,121790
164,737,122790,6212,122790
165,745,123790,6212,123790
166,753,124600,6212,124600
167,755,125600,6212,125600
168,763,125600,6212,125600
169,771,126600,6212,126600
170,779,127070,6212,127070
171,787,127880,6212,127880
172,795,128880,6212,128880
173,797,129530,6212,129530
174,805,129530,6212,129530
175,807,129530,6212,129530
176,809,129760,6212,129760
177,817,130080,6212,130080
178,825,130400,6212,130400
179,827,131210,6212,131210
180,829,132210,6212,132210
181,831,133020,6212,133020
181,831,133020,6212,133020
182,833,133020,6212,133020
183,841,134020,6212,134020
184,843,134830,6212,134830
184,843,134830,6212,134830
185,845,134830,6212,134830
186,853,135640,6212,135640
187,861,135960,6212,135960
188,863,136960,6212,136960
189,871,137960,6212,137960
190,873,138960,6212,138960
191,875,139610,6212,139610
191,875,140610,6212,140610
192,877,141420,6212,141420
193,885,141420,6212,141420
194,893,142420,6212,142420
195,901,143420,6212,143420
195,901,144420,6212,144420
196,909,145230,6212,145230
197,911,145600,6212,145600
198,913,146070,6212,146070
199,915,147070,6212,147070
199,915,147540,6212,147540
200,923,148540,6212,148540
201,925,149540,6212,149540
202,927,150010,6212,150010
203,929,151010,6212,151010
204,931,151820,6212,151820
205,933,152630,6212,152630
206,941,153630,6212,153630
206,941,153630,6212,153630
207,943,154630,6212,154630
207,943,155100,6212,155100
208,951,156100,6212,156100
209,953,156570,6212,156570
210,955,156940,6212,156940
210,955,157940,6212,157940
211,957,158750,6212,158750
212,965,159560,6212,159560
212,965,160020,6212,160020
213,967,160830,6212,160830
214,969,161480,6212,161480
215,977,161710,6212,161710
216,985,161710,6212,161710
217,993,161710,6212,161710
217,993,161710,6212,161710
217,993,162710,6212,162710
218,1001,163520,6212,163520
219,1009,167520,6212,167520
220,1011,168520,6212,168520
220,1011,169520,6212,169520
220,1011,170520,6212,170520
221,1013,171520,6212,171520
222,1021,172520,6212,172520
223,1023,172990,6212,172990
224,1025,173990,6212,173990
225,1033,174990,6212,174990
226,1041,175460,6212,175460
227,1043,176460,6212,176460
227,1043,177460,6212,177460
228,1047,178270,6212,178270
229,1049,179270,6212,179270
229,1049,179740,6212,179740
229,1049,180740,6212,180740
230,1051,181740,6212,181740
231,1059,182740,6212,182740
232,1061,183740,6212,183740
233,1065,184740,6212,184740
234,1067,185200,6212,185200
235,1075,186200,6212,186200
236,1083,186200,6212,186200
237,1091,187200,6212,187200
238,1093,188200,6212,188200
239,1101,189200,6212,189200
240,1103,189520,6212,189520
241,1105,190330,6212,190330
242,1107,191140,6212,191140
242,1107,191690,6212,191690
243,1109,192160,6212,192160
243,1109,192160,6212,192160
243,1109,192390,6212,192390
244,1111,192860,6212,192860
245,1113,193080,6212,193080
246,1115,194080,6212,194080
247,1117,194890,6212,194890
248,1125,195890,6212,195890
249,1133,196700,6212,196700
250,1141,196700,6212,196700
251,1145,197170,6212,197170
252,1147,198170,6212,198170
253,1149,199170,6212,199170
254,1157,199980,6212,199980
255,1165,200980,6212,200980
255,1165,201980,6212,201980
255,1165,202450,6212,202450
256,1169,203450,6212,203450
257,1177,204260,6212,204260
258,1179,205260,6212,205260
259,1181,205730,6212,205730
260,1189,205730,6212,205730
261,1197,206540,6212,206540
262,1205,207350,6212,207350
262,1205,207350,6212,207350
263,1213,208350,6212,208350
264,1215,209350,6212,209350
265,1217,209580,6212,209580
266,1225,211580,6212,211580
266,1225,211580,6212,211580
267,1227,212390,6212,212390
268,1229,212390,6212,212390
268,1229,213390,6212,213390
269,1237,214390,6212,214390
270,1245,215200,6212,215200
271,1253,216200,6212,216200
272,1261,217200,6212,217200
273,1269,218200,6212,218200
273,1269,219010,6212,219010
273,1269,219330,6212,219330
273,1269,220140,6212,220140
274,1277,221140,6212,221140
275,1285,222140,6212,222140
276,1293,222140,6212,222140
276,1293,223140,6212,223140
277,1301,223790,6212,223790
278,1303,223790,6212,223790
278,1303,224790,6212,224790
279,1307,226790,6212,226790
280,1311,227020,6212,227020
281,1319,227490,6212,227490
281,1319,228490,6212,228490
282,1321,229300,6212,229300
283,1323,230300,6212,230300
284,1325,231300,6212,231300
285,1327,232300,6212,232300
286,1329,233110,6212,233110
287,1331,233110,6212,233110
288,1339,233920,6212,233920
289,1347,234510,6212,234510
289,1347,234830,6212,234830
290,1349,235830,6212,235830
291,1357,235830,6212,235830
292,1359,235830,6212,235830
292,1359,236300,6212,236300
293,1363,237110,6212,237110
294,1365,237110,6212,237110
295,1373,238110,6212,238110
295,1373,238340,6212,238340
296,1377,239340,6212,239340
297,1385,240340,6212,240340
298,1387,241340,6212,241340
299,1389,241340,6212,241340
299,1389,241660,6212,241660
300,1391,242130,6212,242130
301,1399,243130,6212,243130
302,1407,243130,6212,243130
303,1409,243780,6212,243780
304,1417,244590,6212,244590
305,1425,252590,6212,252590
305,1425,253590,6212,253590
306,1427,254590,6212,254590
306,1427,255590,6212,255590
307,1431,256240,6212,256240
308,1439,257240,6212,257240
308,1439,257710,6212,257710
309,1441,258710,6212,258710
309,1441,259710,6212,259710
310,1449,260710,6212,260710
310,1449,261710,6212,261710
311,1451,262710,6212,262710
312,1453,262940,6212,262940
313,1461,263940,6212,263940
314,1469,264940,6212,264940
315,1477,265750,6212,265750
316,1479,266560,6212,266560
317,1481,267030,6212,267030
318,1489,268030,6212,268030
319,1493,269030,6212,269030
320,1501,270030,6212,270030
320,1501,271030,6212,271030
321,1509,271030,6212,271030
322,1511,271580,6212,271580
322,1511,272050,6212,272050
323,1513,272700,6212,272700
324,1521,272700,6212,272700
325,1529,273700,6212,273700
326,1537,274700,6212,274700
327,1539,275510,6212,275510
328,1547,275980,6212,275980
328,1547,276980,6212,276980
329,1555,277980,6212,277980
329,1555,278980,6212,278980
330,1563,279790,6212,279790
330,1563,280790,6212,280790
331,1571,288790,6212,288790
331,1571,289600,6212,289600
332,1573,290600,6212,290600
333,1575,291150,6212,291150
333,1575,292150,6212,292150
333,1575,293150,6212,293150
334,1577,293620,6212,293620
335,1579,294620,6212,294620
335,1579,295430,6212,295430
336,1581,296080,6212,296080
337,1583,297080,6212,297080
338,1585,298080,6212,298080
339,1593,299080,6212,299080
340,1595,300080,6212,300080
341,1597,301080,6212,301080
342,1601,302080,6212,302080
342,1601,303080,6212,303080
343,1609,304080,6212,304080
344,1611,304550,6212,304550
345,1613,305550,6212,305550
346,1621,305550,6212,305550
347,1629,306550,6212,306550
347,1629,306550,6212,306550
348,1631,307550,6212,307550
349,1635,308550,6212,308550
349,1635,308550,6212,308550
350,1637,309550,6212,309550
350,1637,309780,6212,309780
350,1637,310780,6212,310780
351,1645,311780,6212,311780
352,1647,311780,6212,311780
353,1655,311780,6212,311780
354,1663,312240,6212,312240
355,1671,313240,6212,313240
355,1671,314050,6212,314050
356,1673,314050,6212,314050
356,1673,315050,6212,315050
356,1673,315270,6212,315270
357,1675,316270,6212,316270
358,1677,317080,6212,317080
359,1679,318080,6212,318080
360,1681,318540,6212,318540
361,1689,319350,6212,319350
362,1697,320160,6212,320160
362,1697,320810,6212,320810
363,1701,321810,6212,321810
363,1701,322040,6212,322040
364,1709,323040,6212,323040
364,1709,324040,6212,324040
365,1711,325040,6212,325040
366,1719,326040,6212,326040
367,1721,326510,6212,326510
368,1723,326980,6212,326980
369,1725,327980,6212,327980
370,1727,328980,6212,328980
370,1727,329980,6212,329980
370,1727,330980,6212,330980
370,1727,331300,6212,331300
371,1729,332300,6212,332300
371,1729,333110,6212,333110
371,1729,333920,6212,333920
371,1729,334920,6212,334920
372,1737,335920,6212,335920
373,1745,336920,6212,336920
373,1745,337730,6212,337730
374,1747,338540,6212,338540
374,1747,339540,6212,339540
375,1755,340010,6212,340010
376,1757,341010,6212,341010
377,1759,341010,6212,341010
377,1759,341010,6212,341010
377,1759,342010,6212,342010
378,1767,342010,6212,342010
378,1767,343010,6212,343010
378,1767,343010,6212,343010
378,1767,343820,6212,343820
379,1769,344820,6212,344820
379,1769,345050,6212,345050
379,1769,346050,6212,346050
380,1771,346860,6212,346860
381,1773,347670,6212,347670
382,1775,347670,6212,347670
383,1777,348670,6212,348670
383,1777,349020,6212,349020
384,1781,350020,6212,350020
385,1789,351020,6212,351020
386,1791,351020,6212,351020
386,1791,351340,6212,351340
387,1793,352340,6212,352340
388,1794,353340,6212,353340
389,1802,353340,6212,353340
390,1810,354340,6212,354340
391,1812,355340,6212,355340
392,1816,356150,6212,356150
393,1824,357150,6212,357150
394,1826,357150,6212,357150
394,1826,358150,6212,358150
395,1828,359150,6212,359150
396,1830,360150,6212,360150
397,1838,360620,6212,360620
398,1840,361620,6212,361620
399,1848,362620,6212,362620
400,1856,363430,6212,363430
400,1856,364240,6212,364240
401,1858,365240,6212,365240
402,1860,365240,6212,365240
403,1868,365240,6212,365240
404,1870,366240,6212,366240
405,1878,366470,6212,366470
406,1880,367470,6212,367470
406,1880,368470,6212,368470
407,1888,369280,6212,369280
408,1890,369930,6212,369930
408,1890,369930,6212,369930
409,1892,370930,6212,370930
410,1894,371930,6212,371930
410,1894,372390,6212,372390
411,1902,373200,6212,373200
411,1902,374200,6212,374200
411,1902,375200,6212,375200
411,1902,376200,6212,376200
412,1910,377200,6212,377200
413,1918,378010,6212,378010
414,1920,378010,6212,378010
415,1922,379010,6212,379010
416,1930,380010,6212,380010
417,1938,381010,6212,381010
418,1940,381480,6212,381480
418,1940,382480,6212,382480
419,1948,383480,6212,383480
420,1956,383480,6212,383480
421,1964,384480,6212,384480
422,1972,385290,6212,385290
423,1974,385520,6212,385520
423,1974,386520,6212,386520
424,1976,387520,6212,387520
425,1984,388520,6212,388520
426,1986,389520,6212,389520
426,1986,389990,6212,389990
427,1994,390990,6212,390990
428,1996,391990,6212,391990
428,1996,392990,6212,392990
429,1998,393990,6212,393990
430,2006,394800,6212,394800
431,2008,395800,6212,395800
432,2016,396800,6212,396800
432,2016,397800,6212,397800
433,2024,398030,6212,398030
434,2026,398030,6212,398030
434,2026,399030,6212,399030
434,2026,399840,6212,399840
434,2026,400840,6212,400840
435,2030,401840,6212,401840
436,2032,402160,6212,402160
437,2034,403160,6212,403160
438,2036,403160,6212,403160
439,2038,404160,6212,404160
440,2046,404970,6212,404970
440,2046,405520,6212,405520
440,2046,405520,6212,405520
440,2046,405680,6212,405680
441,2048,406000,6212,406000
441,2048,406810,6212,406810
441,2048,407280,6212,407280
442,2056,408280,6212,408280
443,2058,409090,6212,409090
444,2060,409560,6212,409560
445,2062,410020,6212,410020
446,2064,411020,6212,411020
446,2064,412020,6212,412020
447,2066,413020,6212,413020
448,2068,413240,6212,413240
448,2068,413240,6212,413240
449,2072,414240,6212,414240
450,2080,422240,6212,422240
451,2084,423240,6212,423240
451,2084,424050,6212,424050
452,2092,424050,6212,424050
453,2100,425050,6212,425050
454,2108,426050,6212,426050
454,2108,426270,6212,426270
454,2108,426920,6212,426920
455,2110,427920,6212,427920
456,2118,428920,6212,428920
457,2126,429920,6212,429920
458,2134,430570,6212,430570
458,2134,431380,6212,431380
458,2134,432380,6212,432380
459,2138,433030,6212,433030
459,2138,433500,6212,433500
460,2140,433500,6212,433500
460,2140,434310,6212,434310
461,2148,434780,6212,434780
461,2148,435250,6212,435250
461,2148,435720,6212,435720
462,2150,436190,6212,436190
462,2150,437000,6212,437000
463,2158,438000,6212,438000
464,2166,438320,6212,438320
465,2174,439320,6212,439320
465,2174,440130,6212,440130
466,2182,440600,6212,440600
466,2182,441600,6212,441600
466,2182,441920,6212,441920
467,2184,442730,6212,442730
467,2184,442890,6212,442890
467,2184,443890,6212,443890
468,2186,444540,6212,444540
469,2188,444540,6212,444540
469,2188,445540,6212,445540
470,2196,446010,6212,446010
471,2204,447010,6212,447010
471,2204,447330,6212,447330
472,2212,448330,6212,448330
473,2216,449330,6212,449330
474,2218,449700,6212,449700
474,2218,450700,6212,450700
474,2218,451700,6212,451700
475,2220,452700,6212,452700
475,2220,453700,6212,453700
476,2228,454700,6212,454700
477,2230,455700,6212,455700
478,2232,456700,6212,456700
478,2232,456700,6212,456700
479,2234,456700,6212,456700
480,2236,456930,6212,456930
480,2236,457930,6212,457930
481,2244,457930,6212,457930
481,2244,458250,6212,458250
482,2246,458720,6212,458720
482,2246,459720,6212,459720
483,2254,460720,6212,460720
483,2254,461720,6212,461720
483,2254,462530,6212,462530
483,2254,463340,6212,463340
484,2256,463820,6212,463820
485,2264,464820,6212,464820
485,2264,465820,6212,465820
486,2268,466820,6212,466820
486,2268,466820,6212,466820
487,2270,467820,6212,467820
488,2272,468820,6212,468820
488,2272,469630,6212,469630
489,2280,470630,6212,470630
490,2288,471100,6212,471100
491,2290,472100,6212,472100
492,2292,472910,6212,472910
492,2292,473720,6212,473720
492,2292,474720,6212,474720
492,2292,475720,6212,475720
492,2292,476720,6212,476720
493,2294,477530,6212,477530
493,2294,477760,6212,477760
494,2302,478760,6212,478760
495,2304,478760,6212,478760
496,2306,479760,6212,479760
497,2308,479980,6212,479980
498,2310,480450,6212,480450
499,2318,481260,6212,481260
499,2318,482260,6212,482260
499,2318,483260,6212,483260
500,2326,484260,6212,484260
500,2326,485070,6212,485070
501,2328,485660,6212,485660
501,2328,486660,6212,486660
502,2336,494660,6212,494660
503,2338,495210,6212,495210
504,2339,496020,6212,496020
505,2341,496020,6212,496020
505,2341,497020,6212,497020
505,2341,498020,6212,498020
505,2341,498020,6212,498020
506,2349,499020,6212,499020
506,2349,500020,6212,500020
507,2357,500250,6212,500250
508,2365,501250,6212,501250
508,2365,501410,6212,501410
509,2373,502410,6212,502410
509,2373,503410,6212,503410
510,2375,504410,6212,504410
511,2383,504880,6212,504880
512,2391,505350,6212,505350
512,2391,505820,6212,505820
512,2391,506820,6212,506820
513,2393,507630,6212,507630
514,2395,508630,6212,508630
514,2395,509630,6212,509630
514,2395,509950,6212,509950
515,2397,510760,6212,510760
516,2399,511080,6212,511080
516,2399,511550,6212,511550
516,2399,512360,6212,512360
517,2401,512830,6212,512830
517,2401,513830,6212,513830
518,2409,514300,6212,514300
519,2417,514300,6212,514300
520,2419,514620,6212,514620
520,2419,515620,6212,515620
520,2419,516620,6212,516620
521,2421,517430,6212,517430
522,2425,518430,6212,518430
522,2425,518900,6212,518900
523,2427,519220,6212,519220
524,2435,519690,6212,519690
524,2435,520500,6212,520500
525,2443,520970,6212,520970
526,2451,521970,6212,521970
526,2451,522970,6212,522970
526,2451,523970,6212,523970
526,2451,523970,6212,523970
527,2459,524620,6212,524620
527,2459,525620,6212,525620
527,2459,526430,6212,526430
528,2467,526430,6212,526430
529,2475,527240,6212,527240
530,2483,528240,6212,528240
530,2483,529240,6212,529240
531,2491,529710,6212,529710
532,2499,529710,6212,529710
533,2507,529710,6212,529710
533,2507,530710,6212,530710
533,2507,531710,6212,531710
534,2515,532710,6212,532710
535,2523,533710,6212,533710
535,2523,534710,6212,534710
536,2525,535030,6212,535030
537,2533,536030,6212,536030
538,2541,537030,6212,537030
538,2541,537030,6212,537030
538,2541,537030,6212,537030
539,2545,538030,6212,538030
540,2553,539030,6212,539030
540,2553,539500,6212,539500
540,2553,540500,6212,540500
540,2553,540500,6212,540500
540,2553,541150,6212,541150
541,2555,542150,6212,542150
541,2555,542620,6212,542620
541,2555,542620,6212,542620
542,2563,542730,6212,542730
543,2571,543200,6212,543200
544,2579,544200,6212,544200
545,2587,544200,6212,544200
545,2587,545200,6212,545200
545,2587,546200,6212,546200
546,2589,547200,6212,547200
547,2591,548200,6212,548200
548,2599,549200,6212,549200
549,2601,550200,6212,550200
550,2609,551200,6212,551200
551,2617,551430,6212,551430
552,2625,552430,6212,552430
552,2625,553430,6212,553430
552,2625,554240,6212,554240
552,2625,555240,6212,555240
552,2625,556240,6212,556240
553,2633,556700,6212,556700
554,2641,557700,6212,557700
554,2641,558160,6212,558160
554,2641,559160,6212,559160
555,2643,559970,6212,559970
556,2645,559970,6212,559970
557,2647,560970,6212,560970
558,2655,561970,6212,561970
558,2655,562970,6212,562970
558,2655,563780,6212,563780
559,2663,564370,6212,564370
559,2663,564840,6212,564840
559,2663,565840,6212,565840
560,2671,569840,6212,569840
560,2671,569840,6212,569840
560,2671,570310,6212,570310
561,2679,570310,6212,570310
561,2679,570630,6212,570630
562,2687,571440,6212,571440
562,2687,572440,6212,572440
563,2695,573440,6212,573440
564,2703,573440,6212,573440
565,2705,574440,6212,574440
565,2705,574670,6212,574670
565,2705,575670,6212,575670
565,2705,576670,6212,576670
565,2705,577670,6212,577670
566,2713,577670,6212,577670
567,2721,578670,6212,578670
568,2729,579140,6212,579140
569,2733,579790,6212,579790
570,2741,580790,6212,580790
571,2749,581790,6212,581790
571,2749,581790,6212,581790
572,2757,582790,6212,582790
573,2765,583260,6212,583260
573,2765,583580,6212,583580
574,2767,584390,6212,584390
574,2767,585200,6212,585200
575,2769,585670,6212,585670
576,2771,586670,6212,586670
576,2771,586670,6212,586670
576,2771,587670,6212,587670
576,2771,588670,6212,588670
577,2773,589670,6212,589670
578,2775,590670,6212,590670
578,2775,590890,6212,590890
578,2775,591890,6212,591890
578,2775,592890,6212,592890
578,2775,593890,6212,593890
578,2775,594700,6212,594700
579,2777,594700,6212,594700
580,2785,595160,6212,595160
581,2793,595380,6212,595380
581,2793,596380,6212,596380
582,2801,597380,6212,597380
582,2801,597850,6212,597850
583,2803,598850,6212,598850
584,2811,599850,6212,599850
584,2811,600850,6212,600850
585,2819,608850,6212,608850
586,2820,609170,6212,609170
587,2822,609720,6212,609720
587,2822,610720,6212,610720
587,2822,610720,6212,610720
588,2830,611720,6212,611720
589,2832,612530,6212,612530
590,2834,613000,6212,613000
591,2836,613810,6212,613810
592,2838,614810,6212,614810
593,2840,615030,6212,615030
594,2842,616030,6212,616030
594,2842,616500,6212,616500
594,2842,617310,6212,617310
594,2842,618310,6212,618310
594,2842,619120,6212,619120
594,2842,619440,6212,619440
594,2842,619440,6212,619440
594,2842,620250,6212,620250
594,2842,621060,6212,621060
595,2850,621060,6212,621060
596,2858,621060,6212,621060
596,2858,621870,6212,621870
596,2858,622870,6212,622870
597,2859,623680,6212,623680
598,2867,624000,6212,624000
599,2869,624810,6212,624810
600,2877,625810,6212,625810
601,2879,626620,6212,626620
601,2879,627620,6212,627620
602,2887,628620,6212,628620
603,2889,628940,6212,628940
604,2897,629940,6212,629940
605,2905,630400,6212,630400
606,2913,631400,6212,631400
607,2921,632210,6212,632210
607,2921,633210,6212,633210
607,2921,634210,6212,634210
607,2921,635210,6212,635210
608,2923,635210,6212,635210
609,2925,636020,6212,636020
609,2925,637020,6212,637020
610,2927,637020,6212,637020
610,2927,638020,6212,638020
611,2929,638830,6212,638830
612,2931,639830,6212,639830
612,2931,640830,6212,640830
612,2931,641830,6212,641830
613,2939,642640,6212,642640
614,2947,643450,6212,643450
615,2955,643670,6212,643670
615,2955,644670,6212,644670
616,2957,645130,6212,645130
617,2959,645940,6212,645940
618,2967,646940,6212,646940
618,2967,647940,6212,647940
618,2967,648940,6212,648940
619,2969,649940,6212,649940
619,2969,650940,6212,650940
620,2971,651940,6212,651940
621,2979,651940,6212,651940
622,2987,651940,6212,651940
622,2987,652940,6212,652940
623,2991,653940,6212,653940
624,2993,654940,6212,654940
625,2997,655940,6212,655940
626,2999,656940,6212,656940
627,3001,656940,6212,656940
628,3003,656940,6212,656940
628,3003,657940,6212,657940
629,3005,658750,6212,658750
630,3007,659750,6212,659750
631,3009,660560,6212,660560
631,3009,660560,6212,660560
631,3009,661560,6212,661560
631,3009,662560,6212,662560
631,3009,663560,6212,663560
631,3009,664560,6212,664560
632,3011,664560,6212,664560
632,3011,665560,6212,665560
633,3013,666370,6212,666370
634,3015,667370,6212,667370
635,3017,668370,6212,668370
636,3025,669370,6212,669370
636,3025,670370,6212,670370
637,3033,671370,6212,671370
637,3033,672020,6212,672020
638,3041,673020,6212,673020
639,3043,674020,6212,674020
640,3045,675020,6212,675020
641,3047,675830,6212,675830
641,3047,676830,6212,676830
642,3055,677150,6212,677150
643,3057,678150,6212,678150
644,3059,679150,6212,679150
645,3061,680150,6212,680150
646,3063,680150,6212,680150
646,3063,681150,6212,681150
647,3064,682150,6212,682150
648,3072,683150,6212,683150
648,3072,684150,6212,684150
648,3072,685150,6212,685150
649,3074,685960,6212,685960
649,3074,685960,6212,685960
650,3082,685960,6212,685960
651,3090,686960,6212,686960
652,3092,687610,6212,687610
653,3100,688610,6212,688610
653,3100,689610,6212,689610
654,3108,690200,6212,690200
654,3108,690200,6212,690200
654,3108,690430,6212,690430
654,3108,691430,6212,691430
654,3108,691890,6212,691890
655,3116,692890,6212,692890
656,3118,692890,6212,692890
656,3118,693890,6212,693890
656,3118,694260,6212,694260
656,3118,695260,6212,695260
657,3120,696070,6212,696070
658,3128,697070,6212,697070
659,3136,698070,6212,698070
659,3136,699070,6212,699070
660,3144,699540,6212,699540
661,3152,700540,6212,700540
661,3152,701540,6212,701540
661,3152,702540,6212,702540
662,3154,703540,6212,703540
662,3154,704540,6212,704540
663,3162,705540,6212,705540
663,3162,705540,6212,705540
663,3162,706000,6212,706000
664,3164,707000,6212,707000
665,3166,707000,6212,707000
665,3166,708000,6212,708000
666,3168,709000,6212,709000
666,3168,709000,6212,709000
666,3168,709000,6212,709000
666,3168,710000,6212,710000
667,3176,710000,6212,710000
667,3176,711000,6212,711000
667,3176,711000,6212,711000
668,3184,711160,6212,711160
668,3184,712160,6212,712160
669,3192,712970,6212,712970
670,3194,713970,6212,713970
670,3194,713970,6212,713970
670,3194,714970,6212,714970
671,3202,715970,6212,715970
671,3202,716620,6212,716620
672,3210,716990,6212,716990
673,3212,717220,6212,717220
674,3220,718220,6212,718220
675,3228,719030,6212,719030
676,3236,719250,6212,719250
677,3238,719720,6212,719720
678,3240,720270,6212,720270
679,3242,721270,6212,721270
679,3242,722270,6212,722270
679,3242,723270,6212,723270
679,3242,723590,6212,723590
680,3244,723590,6212,723590
681,3252,724590,6212,724590
682,3260,725060,6212,725060
683,3268,725870,6212,725870
683,3268,726870,6212,726870
684,3270,727340,6212,727340
684,3270,728150,6212,728150
684,3270,729150,6212,729150
684,3270,729620,6212,729620
685,3278,730620,6212,730620
685,3278,730780,6212,730780
685,3278,731590,6212,731590
686,3280,732400,6212,732400
686,3280,732400,6212,732400
686,3280,733400,6212,733400
687,3284,734400,6212,734400
688,3292,735400,6212,735400
688,3292,736400,6212,736400
688,3292,737400,6212,737400
688,3292,738400,6212,738400
689,3300,739400,6212,739400
689,3300,740400,6212,740400
689,3300,741210,6212,741210
