ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_abc7-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_milli,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_abc7-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_ratio,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_abc7-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_q124,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_abc7-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_milli,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_abc7-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_ratio
1700130.41,43.93,7.48,328315.76,8.48
1699760.63,43.93,7.48,328275.56,8.48
1699515.8,43.93,7.49,328216.27,8.48
1699146.02,43.94,7.49,328235.96,8.49
1698771.93,43.93,7.48,327944.16,8.48
1698732.32,43.94,7.49,328719.62,8.5
1697268.46,43.95,7.5,328797.81,8.51
1697268.46,43.95,7.5,328781.25,8.51
1697187.68,43.95,7.5,328734.09,8.51
1697271.91,43.95,7.5,328753.0,8.51
1697079.08,43.96,7.51,328534.89,8.51
1696834.24,43.97,7.51,328485.29,8.51
1697070.19,43.97,7.52,328485.59,8.51
1696888.97,43.98,7.53,328462.89,8.51
1696613.54,43.98,7.53,329565.26,8.54
1696697.77,43.99,7.54,329570.31,8.54
1696124.86,43.98,7.53,329040.23,8.53
1695755.09,43.99,7.53,329081.96,8.54
1695755.09,43.99,7.53,329081.96,8.54
1695385.32,43.99,7.54,328848.58,8.53
1695140.48,43.99,7.54,328836.99,8.53
1695307.72,44.0,7.55,328987.29,8.54
1694937.94,44.0,7.55,329131.27,8.54
1694627.78,44.0,7.54,328915.04,8.54
1694258.01,44.0,7.55,328941.27,8.54
1694258.01,44.0,7.55,328926.1,8.54
1693888.24,44.01,7.55,329592.63,8.56
1693831.54,44.01,7.55,329658.26,8.57
1693831.54,44.01,7.55,329640.07,8.57
1693607.48,44.02,7.56,330028.19,8.58
1693237.71,44.02,7.56,330002.54,8.58
1692867.93,44.02,7.56,329955.72,8.58
1692623.09,44.03,7.56,329925.89,8.58
1692253.32,44.03,7.57,329916.66,8.58
1692253.32,44.03,7.57,329916.66,8.58
1692008.48,44.03,7.57,329913.29,8.59
1692008.48,44.03,7.57,329970.12,8.59
1692008.48,44.03,7.57,329970.12,8.59
1691951.78,44.04,7.57,330149.86,8.59
1691577.69,44.04,7.57,329858.06,8.59
1691520.99,44.05,7.57,330038.16,8.59
1691151.21,44.05,7.58,330033.3,8.6
1692029.36,44.07,7.6,332977.21,8.67
1692280.97,44.08,7.61,333795.71,8.7
1692280.97,44.08,7.61,333775.68,8.7
1692365.2,44.09,7.62,334207.74,8.71
1691995.43,44.09,7.62,334102.55,8.71
1691640.11,44.1,7.62,334087.92,8.71
1691458.89,44.1,7.63,334069.58,8.71
1691089.12,44.1,7.63,334104.27,8.71
1690844.28,44.11,7.63,334346.66,8.72
1690474.51,44.11,7.63,334559.71,8.73
1689988.83,44.11,7.63,333603.68,8.71
1689988.83,44.11,7.63,333627.39,8.71
1690177.5,44.12,7.64,333600.71,8.71
1690261.73,44.13,7.65,333581.85,8.71
1690345.96,44.13,7.66,333754.21,8.71
1689976.19,44.13,7.66,333667.35,8.71
1689976.19,44.13,7.66,333667.35,8.71
1689621.65,44.14,7.66,333601.1,8.71
1689247.55,44.13,7.66,333329.47,8.71
1689247.55,44.13,7.66,333355.33,8.71
1689207.95,44.14,7.66,333296.3,8.71
1688838.17,44.14,7.66,333242.15,8.71
1688468.4,44.14,7.67,333297.38,8.71
1688098.63,44.14,7.67,333263.99,8.71
1687853.79,44.15,7.67,333427.84,8.72
1687484.02,44.15,7.67,333460.72,8.72
1687114.24,44.15,7.67,333391.78,8.73
1687114.24,44.15,7.67,333433.67,8.73
1686771.32,44.16,7.68,333435.66,8.73
1686771.32,44.16,7.68,333272.59,8.72
1686590.1,44.16,7.68,333267.44,8.73
1686408.88,44.17,7.69,333302.18,8.73
1686006.06,44.17,7.69,333275.84,8.73
1685761.23,44.17,7.69,333340.97,8.73
1685845.46,44.18,7.7,333511.51,8.74
1685645.05,44.18,7.7,333451.23,8.74
1685275.28,44.18,7.7,333428.0,8.74
1684789.49,44.17,7.69,332812.61,8.73
1684789.49,44.17,7.69,332803.86,8.73
1684678.0,44.17,7.69,332617.21,8.72
1684322.68,44.18,7.69,332887.06,8.73
1683952.91,44.18,7.7,332969.0,8.74
1683583.14,44.18,7.7,333007.47,8.74
1683213.36,44.18,7.7,332984.14,8.74
1682843.59,44.18,7.7,332961.64,8.74
1682598.75,44.19,7.7,333119.1,8.75
1682228.98,44.19,7.71,333100.43,8.75
1682014.72,44.2,7.71,333086.42,8.75
1681307.18,44.19,7.7,332368.97,8.74
1681391.41,44.2,7.71,332348.84,8.74
1681475.64,44.2,7.72,332324.86,8.74
1681093.87,44.21,7.72,332730.8,8.75
1681093.87,44.21,7.72,332707.13,8.75
1681093.87,44.21,7.72,332661.8,8.75
1680580.08,44.2,7.72,332225.15,8.74
1680210.3,44.2,7.72,332567.72,8.75
1680321.38,44.21,7.73,332572.26,8.75
1680076.54,44.21,7.73,332684.11,8.76
1679706.77,44.22,7.73,332657.67,8.76
1679895.44,44.23,7.74,332725.31,8.76
1679783.95,44.23,7.74,332549.42,8.76
1679414.18,44.23,7.74,332533.7,8.76
1679032.4,44.23,7.74,333355.32,8.78
1679032.4,44.23,7.74,333429.34,8.78
1678629.59,44.23,7.74,333409.41,8.78
1679396.24,44.26,7.78,334778.37,8.82
1679215.02,44.27,7.78,334757.98,8.82
1678812.2,44.27,7.78,334737.28,8.83
1678567.37,44.27,7.78,335153.18,8.84
1678322.53,44.28,7.79,335149.82,8.84
1678077.69,44.28,7.79,335090.53,8.84
1678130.62,44.29,7.8,335465.94,8.85
1677787.69,44.29,7.8,335466.89,8.86
1677384.88,44.29,7.8,335765.43,8.87
1677010.78,44.29,7.79,335528.9,8.86
1677010.78,44.29,7.79,335571.75,8.86
1676765.95,44.3,7.8,335568.11,8.86
1676410.63,44.3,7.8,335662.75,8.87
1676412.08,44.3,7.8,335665.69,8.87
1676662.66,44.31,7.81,336474.39,8.89
1676292.89,44.31,7.81,336176.71,8.89
1676292.89,44.31,7.81,336176.71,8.89
1676292.89,44.31,7.81,336363.49,8.89
1676142.13,44.31,7.82,338591.13,8.95
1675772.35,44.32,7.82,338566.5,8.95
1675402.58,44.32,7.82,338173.8,8.95
1675362.98,44.32,7.83,338050.84,8.94
1675136.82,44.32,7.82,337808.81,8.94
1675136.82,44.32,7.82,337808.81,8.94
1675097.22,44.33,7.83,337894.28,8.94
1674916.0,44.33,7.83,337907.15,8.94
1674916.0,44.33,7.83,337896.94,8.94
1674546.22,44.34,7.84,337872.06,8.95
1674546.22,44.34,7.84,337949.77,8.95
1674388.09,44.33,7.83,337818.32,8.94
1674018.31,44.34,7.84,338660.46,8.97
1674018.31,44.34,7.84,338660.46,8.97
1674179.91,44.34,7.84,338688.6,8.97
1674179.91,44.34,7.84,338753.57,8.97
1673998.69,44.35,7.85,339346.87,8.99
1673998.69,44.35,7.85,339294.82,8.99
1673848.58,44.35,7.85,339184.07,8.99
1673505.66,44.35,7.85,339177.86,8.99
1673589.89,44.36,7.86,339266.52,8.99
1673665.55,44.36,7.86,339398.83,9.0
1673596.24,44.37,7.87,342230.57,9.07
1673784.91,44.38,7.88,342248.44,9.08
1673422.5,44.39,7.89,342155.47,9.08
1673611.17,44.39,7.89,342118.17,9.08
1673429.95,44.4,7.9,342106.13,9.08
1673185.11,44.4,7.9,341989.86,9.08
1672815.34,44.41,7.9,341955.97,9.08
1672445.57,44.41,7.91,341907.25,9.08
1671931.76,44.4,7.9,341406.01,9.07
1671686.92,44.41,7.9,341284.33,9.07
1671317.15,44.41,7.9,341185.5,9.07
1671135.93,44.42,7.91,341180.19,9.07
1670764.62,44.42,7.91,340709.45,9.06
1670583.4,44.42,7.91,340742.72,9.06
1670338.56,44.43,7.91,340739.36,9.06
1670353.92,44.43,7.92,340726.93,9.06
1670010.99,44.44,7.92,340725.47,9.07
1669628.44,44.44,7.93,340531.49,9.06
1669428.64,44.44,7.92,340316.96,9.06
1669058.87,44.44,7.93,340300.84,9.06
1669058.87,44.44,7.93,340300.84,9.06
1669058.87,44.44,7.93,340300.84,9.06
1668498.72,44.43,7.92,339833.48,9.05
1668253.88,44.44,7.92,339725.64,9.05
1667757.47,44.43,7.91,339117.45,9.03
1667385.19,44.43,7.91,338812.07,9.03
1667451.72,44.43,7.91,339049.83,9.03
1667270.5,44.44,7.92,339036.01,9.04
1667352.0,44.44,7.93,339530.77,9.05
1666982.22,44.45,7.93,339538.43,9.05
1666801.0,44.45,7.93,339378.41,9.05
1666431.23,44.45,7.93,339349.92,9.05
1666250.01,44.46,7.94,339316.44,9.05
1665907.08,44.46,7.94,339320.18,9.06
1665444.7,44.46,7.94,338939.19,9.05
1665633.38,44.47,7.95,338914.08,9.05
1665263.6,44.47,7.95,338939.77,9.05
1665037.45,44.47,7.95,338770.67,9.05
1664667.67,44.47,7.95,338794.38,9.05
1664667.67,44.47,7.95,338771.99,9.05
1664667.67,44.47,7.95,338638.94,9.05
1664856.35,44.48,7.96,338613.81,9.05
1664675.13,44.48,7.96,338682.35,9.05
1664863.8,44.49,7.97,338660.01,9.05
1664494.03,44.49,7.97,339098.94,9.06
1665171.22,44.52,8.0,341088.85,9.12
1665255.45,44.53,8.01,341258.1,9.13
1665255.45,44.53,8.01,341235.79,9.12
1664885.68,44.53,8.01,341201.39,9.13
1665074.94,44.54,8.02,341433.97,9.13
1664750.86,44.55,8.03,341689.5,9.14
1664381.08,44.55,8.03,341686.72,9.15
1664465.31,44.56,8.04,341701.24,9.15
1663757.77,44.55,8.03,340983.79,9.13
1663822.29,44.56,8.04,340878.1,9.13
1663452.52,44.56,8.04,340864.45,9.13
1663412.92,44.57,8.05,340921.87,9.13
1663038.82,44.56,8.04,340630.07,9.13
1662890.69,44.56,8.04,340247.08,9.12
1662520.92,44.56,8.04,340217.94,9.12
1662151.14,44.56,8.04,340170.22,9.12
1661993.01,44.56,8.04,340016.75,9.12
1661440.61,44.56,8.04,339526.18,9.11
1661070.84,44.56,8.04,339403.03,9.11
1660701.06,44.56,8.04,339432.88,9.11
1660329.76,44.56,8.04,339230.35,9.1
1660409.53,44.57,8.05,339225.69,9.11
1660114.87,44.58,8.05,340170.77,9.13
1659870.04,44.58,8.06,340167.13,9.14
1659870.04,44.58,8.06,340145.86,9.14
1659500.26,44.58,8.06,340548.73,9.15
1659097.45,44.58,8.06,340569.54,9.15
1659181.68,44.59,8.07,341298.7,9.17
1659124.98,44.6,8.07,341400.87,9.18
1659209.21,44.61,8.08,341432.78,9.18
1659027.99,44.61,8.09,341590.96,9.19
1659027.99,44.61,8.09,341580.67,9.19
1658783.15,44.62,8.09,341576.95,9.19
1658743.55,44.63,8.1,342383.44,9.21
1658562.33,44.63,8.1,342364.39,9.21
1658192.56,44.63,8.1,342365.81,9.22
1658135.85,44.64,8.11,342545.91,9.22
1657754.08,44.64,8.11,342736.4,9.23
1657942.75,44.65,8.12,343189.22,9.24
1657572.98,44.65,8.12,343164.5,9.24
1657572.98,44.65,8.12,343265.09,9.25
1657191.2,44.66,8.12,343236.88,9.25
1656821.43,44.66,8.13,343187.24,9.25
1656640.21,44.66,8.13,343177.36,9.25
1656828.88,44.67,8.14,343172.6,9.25
1656459.11,44.67,8.14,343212.14,9.26
1656277.89,44.68,8.15,343255.0,9.26
1656362.12,44.69,8.15,343232.0,9.26
1656043.65,44.68,8.15,342884.92,9.25
1655666.63,44.68,8.15,342580.99,9.24
1655666.63,44.68,8.15,342563.15,9.24
1655296.86,44.68,8.15,342551.44,9.25
1655381.09,44.69,8.16,342530.68,9.25
1655011.31,44.69,8.16,342504.25,9.25
1655095.54,44.7,8.17,342474.93,9.25
1654725.77,44.7,8.17,342459.4,9.25
1654390.19,44.7,8.16,342115.25,9.24
1654390.19,44.7,8.16,342115.25,9.24
1654185.19,44.7,8.17,342244.28,9.25
1653815.42,44.7,8.17,342029.62,9.24
1653445.65,44.7,8.17,342001.25,9.25
1653075.87,44.7,8.17,341978.45,9.25
1652728.94,44.71,8.17,343219.3,9.28
1652917.62,44.72,8.18,343262.79,9.29
1652547.84,44.72,8.19,343274.63,9.29
1652547.84,44.72,8.19,343300.84,9.29
1652640.64,44.73,8.19,343333.91,9.29
1652601.04,44.73,8.2,343380.25,9.29
1652231.26,44.74,8.2,343604.22,9.3
1652050.04,44.74,8.21,343639.06,9.31
1651868.82,44.75,8.21,343612.72,9.31
1651868.82,44.75,8.21,343807.82,9.31
1654447.94,44.83,8.29,346229.7,9.38
1653929.69,44.82,8.29,345775.36,9.37
1653559.92,44.83,8.29,345715.87,9.37
1653190.15,44.83,8.29,345869.39,9.38
1653008.93,44.83,8.3,345851.8,9.38
1653024.28,44.84,8.31,345874.16,9.38
1652779.45,44.85,8.31,345882.74,9.38
1652409.67,44.85,8.31,345863.1,9.39
1651851.22,44.84,8.31,345375.89,9.38
1651481.45,44.84,8.31,345536.83,9.38
1651111.68,44.85,8.31,345709.17,9.39
1650741.9,44.85,8.31,345683.7,9.39
1650587.53,44.85,8.32,345691.32,9.39
1650217.76,44.86,8.32,345724.48,9.4
1650310.55,44.86,8.33,345708.05,9.4
1650065.72,44.87,8.33,345624.27,9.4
1649884.5,44.88,8.34,345606.67,9.4
1649884.5,44.88,8.34,345606.67,9.4
1649514.72,44.88,8.34,345580.64,9.4
1649514.72,44.88,8.34,345645.03,9.4
1649514.72,44.88,8.34,345645.03,9.4
1649144.95,44.88,8.34,345589.42,9.4
1648775.18,44.88,8.34,345626.39,9.41
1648775.18,44.88,8.34,345626.39,9.41
1648859.41,44.89,8.35,345844.9,9.42
1648859.41,44.89,8.35,345844.9,9.42
1648489.63,44.89,8.35,345769.82,9.42
1648792.09,44.9,8.36,348512.44,9.49
1648422.32,44.9,8.36,348508.86,9.49
1648052.54,44.91,8.37,348481.45,9.5
1647682.77,44.91,8.37,348427.44,9.5
1647313.0,44.91,8.37,348397.01,9.5
1646943.23,44.91,8.37,348374.73,9.5
1647021.26,44.92,8.38,348381.21,9.5
1646651.49,44.92,8.38,348350.88,9.5
1646470.27,44.93,8.39,348334.4,9.51
1646631.86,44.94,8.4,348305.86,9.51
1646313.39,44.93,8.39,348092.01,9.5
1645976.29,44.93,8.39,347736.29,9.49
1645750.14,44.93,8.38,347570.64,9.49
1645750.14,44.93,8.38,347548.63,9.49
1645750.14,44.93,8.38,347548.63,9.49
1645591.8,44.93,8.38,347414.17,9.48
1645592.17,44.93,8.38,347417.34,9.48
1645222.4,44.93,8.38,347426.58,9.49
1645222.4,44.93,8.38,347426.58,9.49
1644852.63,44.93,8.39,347403.98,9.49
1644449.81,44.93,8.39,347386.71,9.49
1644449.81,44.93,8.39,347379.55,9.49
1644449.81,44.93,8.39,347379.55,9.49
1644534.04,44.94,8.4,347438.72,9.49
1644164.27,44.94,8.4,347690.87,9.5
1644248.5,44.95,8.41,347666.99,9.5
1644248.5,44.95,8.41,347666.96,9.5
1644248.5,44.95,8.41,347666.96,9.5
1643878.73,44.95,8.41,347688.92,9.51
1643929.91,44.96,8.42,347677.05,9.51
1643929.91,44.96,8.42,347677.05,9.51
1643785.67,44.96,8.41,347502.18,9.5
1643415.9,44.96,8.42,347528.54,9.51
1643415.9,44.96,8.42,347506.53,9.51
1643234.68,44.96,8.42,347543.88,9.51
1642864.91,44.97,8.42,347573.82,9.51
1642570.3,44.96,8.42,347290.39,9.51
1642570.3,44.96,8.42,347290.39,9.51
1642200.52,44.96,8.42,347271.38,9.51
1642200.52,44.96,8.42,347303.67,9.51
1641890.64,44.97,8.43,347116.92,9.51
1641910.53,44.98,8.43,347126.27,9.51
1641910.53,44.98,8.43,347110.99,9.51
1641910.53,44.98,8.43,347110.99,9.51
1641982.75,44.98,8.44,347083.85,9.51
1641982.75,44.98,8.44,347083.85,9.51
1641982.75,44.98,8.44,347060.69,9.51
1641607.43,44.99,8.44,347440.96,9.52
1641426.21,44.99,8.45,347481.31,9.52
1641426.21,44.99,8.45,347481.31,9.52
1641426.21,44.99,8.45,347458.85,9.52
1641669.63,45.01,8.47,348926.57,9.57
1641299.85,45.01,8.47,349415.0,9.58
1640993.63,45.01,8.47,349059.01,9.57
1640623.85,45.01,8.47,349032.08,9.58
1640221.04,45.01,8.47,349015.57,9.58
1639846.94,45.01,8.46,348723.76,9.57
1639846.94,45.01,8.46,348700.77,9.57
1639620.79,45.01,8.46,348454.69,9.56
1639620.79,45.01,8.46,348441.97,9.56
1639936.61,45.01,8.47,348842.94,9.58
1639755.39,45.02,8.47,348826.46,9.58
1639650.35,45.02,8.48,349214.35,9.59
1639445.52,45.02,8.47,349004.84,9.58
1639066.46,45.02,8.48,348422.18,9.57
1639066.46,45.02,8.48,348416.84,9.57
1638696.69,45.02,8.48,348504.47,9.58
1638696.69,45.02,8.48,348504.47,9.58
1638538.13,45.02,8.48,348810.9,9.58
1638085.89,45.02,8.48,348645.18,9.58
1638085.89,45.02,8.48,348683.72,9.58
1637721.79,45.02,8.47,348376.11,9.58
1637682.19,45.02,8.48,348349.87,9.58
1637312.41,45.03,8.48,348432.01,9.58
1637063.65,45.03,8.48,348152.35,9.58
1636896.88,45.03,8.48,348150.52,9.58
1636715.66,45.04,8.49,348147.69,9.58
1636715.66,45.04,8.49,348125.69,9.58
1636345.89,45.04,8.49,348170.12,9.58
1635976.12,45.04,8.49,348194.33,9.59
1635613.96,45.04,8.5,348221.96,9.59
1634972.37,45.04,8.49,347291.36,9.57
1634590.6,45.04,8.49,347266.0,9.57
1634187.79,45.04,8.5,347390.06,9.57
1634272.01,45.05,8.5,347815.64,9.59
1634078.79,45.05,8.51,347809.66,9.59
1633653.54,45.05,8.51,348027.75,9.6
1633271.76,45.06,8.51,348057.9,9.6
1633271.76,45.06,8.51,348057.9,9.6
1633271.76,45.06,8.51,348057.9,9.6
1633460.43,45.07,8.52,348086.6,9.6
1633302.3,45.06,8.52,347932.75,9.6
1632932.52,45.07,8.52,348066.87,9.61
1632169.62,45.06,8.51,347346.79,9.59
1632169.62,45.06,8.51,347661.73,9.6
1632130.01,45.06,8.52,347672.51,9.6
1632142.4,45.06,8.52,347666.83,9.6
1631915.51,45.07,8.53,347414.31,9.59
1631999.74,45.08,8.53,347445.18,9.6
1631617.96,45.08,8.54,347335.15,9.6
1631248.19,45.08,8.54,347358.43,9.6
1631033.93,45.09,8.54,347345.95,9.6
1630691.0,45.09,8.55,347339.74,9.6
1630651.4,45.1,8.55,347330.7,9.61
1627455.73,45.11,8.57,347289.13,9.63
1627455.73,45.11,8.57,347289.13,9.63
1627085.96,45.11,8.57,347303.33,9.63
1627085.96,45.11,8.57,347303.33,9.63
1626716.19,45.11,8.58,347281.68,9.63
1626716.19,45.11,8.58,347307.47,9.63
1626340.86,45.11,8.58,347351.81,9.64
1626046.25,45.11,8.57,347131.3,9.63
1625676.48,45.11,8.58,347094.48,9.63
1625676.48,45.11,8.58,347187.82,9.63
1625294.7,45.11,8.58,347160.4,9.64
1625321.55,45.12,8.58,347169.05,9.64
1624918.73,45.12,8.58,347156.87,9.64
1624515.92,45.12,8.58,347141.79,9.64
1624146.15,45.12,8.59,347133.99,9.64
1624146.15,45.12,8.59,347117.29,9.64
1624146.15,45.12,8.59,347095.31,9.64
1624146.15,45.12,8.59,347094.83,9.64
1623776.37,45.12,8.59,347321.28,9.65
1623776.37,45.12,8.59,347390.91,9.65
1623776.37,45.12,8.59,347408.07,9.65
1623595.15,45.13,8.59,347442.9,9.66
1623225.38,45.13,8.6,347481.52,9.66
1623414.06,45.14,8.61,347451.22,9.66
1623220.83,45.14,8.61,347434.41,9.66
1623409.51,45.15,8.62,347915.38,9.68
1623228.29,45.16,8.62,347940.54,9.68
1622858.51,45.16,8.63,347940.48,9.68
1622488.74,45.16,8.63,348133.72,9.69
1622488.74,45.16,8.63,348133.72,9.69
1622106.96,45.17,8.63,348186.2,9.69
1621742.04,45.16,8.63,347899.45,9.69
1621742.04,45.16,8.63,348065.68,9.69
1622014.03,45.17,8.64,348075.85,9.69
1621644.26,45.17,8.64,348376.32,9.7
1621463.04,45.18,8.64,348399.09,9.71
1621463.04,45.18,8.64,348399.09,9.71
1621445.36,45.18,8.65,348875.14,9.72
1621075.58,45.19,8.65,348840.86,9.72
1621075.58,45.19,8.65,348822.32,9.72
1620705.81,45.19,8.66,349018.76,9.73
1620524.59,45.19,8.66,348900.04,9.73
1620524.59,45.19,8.66,348844.9,9.73
1620154.82,45.2,8.66,348817.39,9.73
1620154.82,45.2,8.66,348817.39,9.73
1619807.89,45.2,8.67,350120.47,9.77
1619234.98,45.19,8.66,349532.53,9.76
1618865.21,45.2,8.66,349499.86,9.76
1618865.21,45.2,8.66,349492.44,9.76
1618865.21,45.2,8.66,349636.68,9.76
1618825.61,45.2,8.67,349680.54,9.76
1618667.67,45.2,8.67,349527.51,9.76
1618275.1,45.2,8.66,349857.16,9.77
1617905.33,45.2,8.66,350505.73,9.79
1617905.33,45.2,8.66,350505.73,9.79
1617535.55,45.2,8.67,350533.83,9.8
1617535.55,45.2,8.67,350533.83,9.8
1617165.78,45.2,8.67,350464.76,9.8
1616791.68,45.2,8.66,350102.78,9.79
1616980.36,45.21,8.67,350129.43,9.79
1616610.58,45.21,8.67,350104.8,9.79
1616610.58,45.21,8.67,350104.8,9.79
1616240.81,45.21,8.68,350079.63,9.79
1616240.81,45.21,8.68,350079.63,9.79
1615946.2,45.21,8.67,349796.84,9.79
1615946.2,45.21,8.67,349796.84,9.79
1615449.79,45.2,8.66,349359.6,9.78
1615268.57,45.21,8.67,349353.61,9.78
1614898.79,45.21,8.67,349381.5,9.78
1614991.59,45.22,8.68,349415.44,9.78
1614991.59,45.22,8.68,349388.14,9.78
1614622.72,45.22,8.68,349407.74,9.79
1614573.15,45.22,8.68,349385.3,9.79
1614573.15,45.22,8.68,349385.3,9.79
1614170.33,45.22,8.68,349750.98,9.8
1613796.24,45.22,8.68,349386.45,9.79
1613414.46,45.22,8.68,350177.04,9.81
1613414.46,45.22,8.68,350177.04,9.81
1613044.69,45.22,8.68,350159.54,9.82
1613233.36,45.23,8.69,350118.41,9.82
1612863.59,45.23,8.69,349944.68,9.81
1612493.82,45.23,8.7,349926.54,9.82
1612578.04,45.24,8.7,350304.2,9.83
1612662.27,45.25,8.71,350308.39,9.83
1612292.5,45.25,8.72,350288.04,9.83
1612292.5,45.25,8.72,350288.04,9.83
1612111.28,45.26,8.72,350257.13,9.83
1611768.35,45.26,8.72,350253.15,9.84
1611504.07,45.26,8.72,350054.45,9.83
1611504.07,45.26,8.72,350054.45,9.83
1611525.79,45.26,8.73,350049.96,9.83
1611156.02,45.27,8.73,350000.43,9.83
1610786.24,45.27,8.73,349980.91,9.84
1610404.47,45.27,8.73,350056.16,9.84
1610116.43,45.27,8.73,349741.01,9.83
1610116.43,45.27,8.73,349812.45,9.83
1609746.66,45.27,8.73,349785.04,9.84
1609376.88,45.27,8.73,349781.39,9.84
1609007.11,45.27,8.74,349773.73,9.84
1608637.34,45.28,8.74,349882.82,9.85
1608267.57,45.28,8.74,349832.2,9.85
1607897.79,45.28,8.74,349805.97,9.85
1607554.87,45.28,8.75,349837.68,9.85
1607373.65,45.29,8.75,349837.19,9.86
1607373.65,45.29,8.75,349837.19,9.86
1607003.87,45.29,8.75,349814.98,9.86
1606527.57,45.29,8.75,349460.01,9.85
1606157.8,45.29,8.75,349495.43,9.85
1606242.03,45.3,8.76,349472.43,9.86
1606326.26,45.31,8.76,349907.01,9.87
1606514.93,45.31,8.77,349925.84,9.87
1606145.16,45.32,8.78,349908.09,9.87
1605963.94,45.32,8.78,349886.45,9.87
1605624.63,45.33,8.78,349399.49,9.86
1605254.85,45.33,8.79,349368.84,9.87
1605073.63,45.33,8.79,349321.95,9.87
1605073.63,45.33,8.79,349321.95,9.87
1605157.86,45.34,8.8,349306.27,9.87
1604931.71,45.34,8.8,349166.3,9.86
1604561.93,45.34,8.8,349553.32,9.88
1604561.93,45.34,8.8,349534.78,9.88
1604561.93,45.34,8.8,349996.52,9.89
1604192.16,45.34,8.8,350016.79,9.89
1604276.39,45.35,8.81,350173.08,9.9
1603906.62,45.35,8.81,350086.13,9.9
1603906.62,45.35,8.81,350086.13,9.9
1603906.62,45.35,8.81,350086.13,9.9
1603990.85,45.36,8.82,350452.08,9.91
1603609.07,45.36,8.82,350237.69,9.91
1603239.3,45.37,8.83,349936.04,9.9
1602869.53,45.37,8.83,349948.58,9.91
1602869.53,45.37,8.83,349948.58,9.91
1602487.75,45.37,8.83,349837.11,9.91
1602105.97,45.37,8.83,349869.27,9.91
1601924.75,45.38,8.84,349848.74,9.91
1602017.55,45.39,8.85,349894.96,9.91
1601977.95,45.39,8.85,349902.52,9.92
1601977.95,45.39,8.85,349902.52,9.92
1601608.17,45.4,8.86,349830.94,9.92
1601608.17,45.4,8.86,349830.94,9.92
1601844.11,45.41,8.87,349843.64,9.92
1601598.51,45.4,8.86,349640.77,9.91
1601598.51,45.4,8.86,349661.62,9.91
1601228.74,45.41,8.87,349376.13,9.91
1601228.74,45.41,8.87,349376.13,9.91
1600953.07,45.4,8.86,349089.14,9.9
1600583.3,45.4,8.86,348907.27,9.9
1600402.08,45.41,8.87,349092.25,9.91
1600027.44,45.41,8.86,350627.71,9.95
1599657.67,45.41,8.87,350597.46,9.95
1599618.06,45.42,8.87,350579.69,9.95
1599436.84,45.42,8.88,350571.1,9.96
1599064.56,45.42,8.87,350282.66,9.95
1599064.56,45.42,8.87,350282.66,9.95
1599315.14,45.43,8.88,350557.39,9.96
1599133.92,45.43,8.89,350552.33,9.96
1599244.99,45.44,8.9,350556.87,9.96
1599063.77,45.45,8.9,350540.22,9.96
1598882.55,45.45,8.91,350585.95,9.97
1598701.33,45.46,8.91,350610.25,9.97
1598331.56,45.46,8.92,350547.74,9.97
1598331.56,45.46,8.92,352961.96,10.04
1597857.5,45.45,8.91,352445.8,10.03
1598098.6,45.47,8.93,352596.16,10.03
1597728.82,45.48,8.93,352631.05,10.04
1597264.59,45.47,8.93,352387.96,10.03
1596894.82,45.48,8.93,352368.96,10.03
1596525.05,45.48,8.93,352651.15,10.05
1596155.27,45.48,8.94,352755.49,10.05
1595785.5,45.48,8.94,352803.73,10.06
1595785.5,45.48,8.94,352803.73,10.06
1595500.35,45.48,8.93,352592.85,10.05
1595130.57,45.48,8.94,352569.68,10.05
1594812.1,45.48,8.93,352229.08,10.04
1594430.33,45.48,8.93,352199.24,10.05
1594060.55,45.48,8.94,352335.38,10.05
1594060.55,45.48,8.94,352335.38,10.05
1593690.78,45.49,8.94,352332.94,10.06
1593316.68,45.48,8.93,352041.13,10.05
1592973.76,45.48,8.94,352025.38,10.05
1592603.98,45.49,8.94,352000.75,10.05
1592449.61,45.49,8.94,352008.36,10.06
1592079.84,45.5,8.95,352024.58,10.06
1591659.02,45.49,8.94,351593.17,10.05
1591477.8,45.49,8.95,351615.56,10.05
1591296.58,45.5,8.95,351589.72,10.05
1591485.26,45.51,8.96,351564.59,10.05
1591115.48,45.51,8.96,351506.63,10.05
1590934.26,45.52,8.97,351497.3,10.06
1590753.04,45.52,8.97,351442.66,10.06
1590180.14,45.52,8.97,350912.58,10.04
1589798.36,45.52,8.97,351453.16,10.06
1589882.59,45.53,8.98,351826.48,10.07
1589512.82,45.53,8.98,351806.92,10.08
1589331.6,45.54,8.99,351561.2,10.07
