ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9634-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_nodes,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9634-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9634-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9634-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-total_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9634-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-arrived_gpu_milli
833,4280,4038330,6212,4038330
833,4280,4038330,6212,4038330
834,4288,4039330,6212,4039330
834,4288,4040330,6212,4040330
834,4288,4040550,6212,4040550
834,4288,4041360,6212,4041360
834,4288,4042170,6212,4042170
834,4288,4043170,6212,4043170
834,4288,4043980,6212,4043980
834,4288,4044300,6212,4044300
834,4288,4045300,6212,4045300
834,4288,4045770,6212,4045770
834,4288,4046770,6212,4046770
834,4288,4047250,6212,4047250
834,4288,4048250,6212,4048250
835,4290,4049060,6212,4049060
835,4290,4050060,6212,4050060
835,4290,4051060,6212,4051060
835,4290,4051060,6212,4051060
835,4290,4052060,6212,4052060
836,4292,4053060,6212,4053060
836,4292,4053870,6212,4053870
836,4292,4054870,6212,4054870
836,4292,4055870,6212,4055870
837,4294,4056870,6212,4056870
837,4294,4057870,6212,4057870
838,4302,4058870,6212,4058870
838,4302,4059190,6212,4059190
838,4302,4060190,6212,4060190
838,4302,4060660,6212,4060660
838,4302,4061660,6212,4061660
838,4302,4062660,6212,4062660
838,4302,4063130,6212,4063130
838,4302,4064130,6212,4064130
839,4304,4064940,6212,4064940
839,4304,4065940,6212,4065940
839,4304,4066940,6212,4066940
839,4304,4067940,6212,4067940
839,4304,4068750,6212,4068750
839,4304,4069750,6212,4069750
840,4306,4070400,6212,4070400
840,4306,4070720,6212,4070720
840,4306,4071720,6212,4071720
840,4306,4072180,6212,4072180
841,4314,4073180,6212,4073180
841,4314,4074180,6212,4074180
841,4314,4074830,6212,4074830
841,4314,4074990,6212,4074990
841,4314,4075990,6212,4075990
841,4314,4076800,6212,4076800
841,4314,4077020,6212,4077020
842,4316,4078020,6212,4078020
842,4316,4078610,6212,4078610
842,4316,4079610,6212,4079610
843,4318,4080610,6212,4080610
843,4318,4081420,6212,4081420
843,4318,4082420,6212,4082420
843,4318,4082420,6212,4082420
844,4320,4083420,6212,4083420
844,4320,4084230,6212,4084230
844,4320,4085040,6212,4085040
845,4328,4086040,6212,4086040
845,4328,4086260,6212,4086260
845,4328,4087260,6212,4087260
845,4328,4088070,6212,4088070
845,4328,4088070,6212,4088070
845,4328,4088070,6212,4088070
845,4328,4089070,6212,4089070
845,4328,4090070,6212,4090070
845,4328,4090660,6212,4090660
845,4328,4091660,6212,4091660
845,4328,4091660,6212,4091660
845,4328,4092660,6212,4092660
846,4336,4093470,6212,4093470
846,4336,4094470,6212,4094470
846,4336,4095470,6212,4095470
846,4336,4095940,6212,4095940
846,4336,4096940,6212,4096940
846,4336,4097940,6212,4097940
846,4336,4098940,6212,4098940
846,4336,4099490,6212,4099490
847,4344,4100490,6212,4100490
847,4344,4100960,6212,4100960
847,4344,4100960,6212,4100960
847,4344,4101610,6212,4101610
847,4344,4102080,6212,4102080
847,4344,4102080,6212,4102080
847,4344,4102550,6212,4102550
847,4344,4102780,6212,4102780
848,4352,4103780,6212,4103780
848,4352,4103780,6212,4103780
848,4352,4104780,6212,4104780
848,4352,4104780,6212,4104780
848,4352,4105010,6212,4105010
848,4352,4105010,6212,4105010
848,4352,4105010,6212,4105010
848,4352,4106010,6212,4106010
848,4352,4107010,6212,4107010
848,4352,4108010,6212,4108010
848,4352,4109010,6212,4109010
848,4352,4109330,6212,4109330
849,4360,4109980,6212,4109980
849,4360,4110790,6212,4110790
849,4360,4111380,6212,4111380
849,4360,4111540,6212,4111540
849,4360,4111540,6212,4111540
849,4360,4112010,6212,4112010
849,4360,4113010,6212,4113010
849,4360,4114010,6212,4114010
849,4360,4114480,6212,4114480
849,4360,4115480,6212,4115480
849,4360,4116480,6212,4116480
849,4360,4117480,6212,4117480
849,4360,4117480,6212,4117480
849,4360,4118480,6212,4118480
849,4360,4119290,6212,4119290
849,4360,4120100,6212,4120100
849,4360,4120420,6212,4120420
849,4360,4121420,6212,4121420
849,4360,4122420,6212,4122420
849,4360,4123230,6212,4123230
850,4362,4123450,6212,4123450
851,4366,4124260,6212,4124260
851,4366,4125260,6212,4125260
852,4374,4126260,6212,4126260
852,4374,4127260,6212,4127260
852,4374,4127590,6212,4127590
852,4374,4128590,6212,4128590
852,4374,4129060,6212,4129060
852,4374,4129530,6212,4129530
852,4374,4130530,6212,4130530
852,4374,4131080,6212,4131080
852,4374,4132080,6212,4132080
852,4374,4132310,6212,4132310
852,4374,4133310,6212,4133310
852,4374,4133310,6212,4133310
852,4374,4134310,6212,4134310
852,4374,4134310,6212,4134310
852,4374,4135310,6212,4135310
852,4374,4136310,6212,4136310
853,4376,4137310,6212,4137310
853,4376,4137780,6212,4137780
853,4376,4137780,6212,4137780
854,4384,4138780,6212,4138780
854,4384,4139780,6212,4139780
854,4384,4140780,6212,4140780
854,4384,4141780,6212,4141780
854,4384,4142780,6212,4142780
854,4384,4143780,6212,4143780
854,4384,4144780,6212,4144780
854,4384,4145590,6212,4145590
855,4392,4146590,6212,4146590
855,4392,4146590,6212,4146590
855,4392,4147590,6212,4147590
855,4392,4147590,6212,4147590
855,4392,4147590,6212,4147590
856,4400,4148590,6212,4148590
856,4400,4148590,6212,4148590
856,4400,4149590,6212,4149590
856,4400,4150240,6212,4150240
856,4400,4151240,6212,4151240
856,4400,4151890,6212,4151890
857,4408,4152890,6212,4152890
857,4408,4153540,6212,4153540
857,4408,4154000,6212,4154000
857,4408,4154810,6212,4154810
857,4408,4155810,6212,4155810
857,4408,4156280,6212,4156280
857,4408,4156500,6212,4156500
857,4408,4157500,6212,4157500
857,4408,4158500,6212,4158500
858,4410,4159500,6212,4159500
858,4410,4159970,6212,4159970
858,4410,4160440,6212,4160440
858,4410,4160440,6212,4160440
858,4410,4161440,6212,4161440
858,4410,4161440,6212,4161440
858,4410,4162440,6212,4162440
858,4410,4163250,6212,4163250
858,4410,4164250,6212,4164250
859,4418,4165250,6212,4165250
859,4418,4166250,6212,4166250
859,4418,4166720,6212,4166720
859,4418,4166720,6212,4166720
859,4418,4167720,6212,4167720
859,4418,4168190,6212,4168190
859,4418,4169000,6212,4169000
859,4418,4169470,6212,4169470
859,4418,4169470,6212,4169470
860,4420,4170470,6212,4170470
860,4420,4171280,6212,4171280
860,4420,4172280,6212,4172280
860,4420,4172280,6212,4172280
861,4422,4173280,6212,4173280
861,4422,4173650,6212,4173650
861,4422,4173650,6212,4173650
861,4422,4173650,6212,4173650
861,4422,4173970,6212,4173970
861,4422,4174190,6212,4174190
861,4422,4174840,6212,4174840
861,4422,4175310,6212,4175310
862,4430,4176310,6212,4176310
862,4430,4177120,6212,4177120
862,4430,4177120,6212,4177120
862,4430,4178120,6212,4178120
862,4430,4179120,6212,4179120
862,4430,4179770,6212,4179770
862,4430,4179770,6212,4179770
862,4430,4180770,6212,4180770
863,4434,4181770,6212,4181770
863,4434,4181770,6212,4181770
863,4434,4182090,6212,4182090
863,4434,4182460,6212,4182460
863,4434,4182620,6212,4182620
864,4438,4183080,6212,4183080
865,4446,4184080,6212,4184080
865,4446,4184080,6212,4184080
865,4446,4184080,6212,4184080
865,4446,4185080,6212,4185080
865,4446,4185890,6212,4185890
865,4446,4186890,6212,4186890
865,4446,4187890,6212,4187890
865,4446,4188700,6212,4188700
865,4446,4189510,6212,4189510
866,4448,4190320,6212,4190320
866,4448,4190540,6212,4190540
866,4448,4191000,6212,4191000
866,4448,4191320,6212,4191320
866,4448,4191320,6212,4191320
866,4448,4192130,6212,4192130
866,4448,4192600,6212,4192600
866,4448,4192600,6212,4192600
866,4448,4193410,6212,4193410
866,4448,4193730,6212,4193730
866,4448,4194380,6212,4194380
867,4450,4195380,6212,4195380
867,4450,4195380,6212,4195380
867,4450,4196380,6212,4196380
868,4458,4197380,6212,4197380
868,4458,4198380,6212,4198380
868,4458,4199380,6212,4199380
868,4458,4199380,6212,4199380
868,4458,4199700,6212,4199700
868,4458,4200510,6212,4200510
868,4458,4201510,6212,4201510
868,4458,4202510,6212,4202510
868,4458,4202510,6212,4202510
868,4458,4203510,6212,4203510
868,4458,4204320,6212,4204320
868,4458,4204430,6212,4204430
868,4458,4205240,6212,4205240
868,4458,4206240,6212,4206240
868,4458,4206240,6212,4206240
868,4458,4207240,6212,4207240
869,4466,4207790,6212,4207790
869,4466,4208600,6212,4208600
869,4466,4208920,6212,4208920
869,4466,4209920,6212,4209920
869,4466,4210920,6212,4210920
869,4466,4211920,6212,4211920
869,4466,4212570,6212,4212570
869,4466,4213570,6212,4213570
869,4466,4214040,6212,4214040
870,4474,4215040,6212,4215040
870,4474,4215510,6212,4215510
870,4474,4215970,6212,4215970
870,4474,4216970,6212,4216970
870,4474,4217970,6212,4217970
870,4474,4218440,6212,4218440
870,4474,4219440,6212,4219440
870,4474,4220440,6212,4220440
870,4474,4221440,6212,4221440
870,4474,4221760,6212,4221760
870,4474,4222760,6212,4222760
871,4482,4223230,6212,4223230
871,4482,4224230,6212,4224230
871,4482,4225230,6212,4225230
871,4482,4226230,6212,4226230
871,4482,4228230,6212,4228230
871,4482,4229230,6212,4229230
871,4482,4230230,6212,4230230
871,4482,4231230,6212,4231230
871,4482,4232230,6212,4232230
872,4484,4233230,6212,4233230
872,4484,4233230,6212,4233230
872,4484,4233230,6212,4233230
872,4484,4234230,6212,4234230
873,4486,4235040,6212,4235040
873,4486,4236040,6212,4236040
874,4494,4237040,6212,4237040
874,4494,4237040,6212,4237040
874,4494,4237040,6212,4237040
874,4494,4238040,6212,4238040
874,4494,4238850,6212,4238850
874,4494,4239850,6212,4239850
874,4494,4240660,6212,4240660
874,4494,4241660,6212,4241660
874,4494,4241660,6212,4241660
874,4494,4242120,6212,4242120
874,4494,4242930,6212,4242930
874,4494,4242930,6212,4242930
874,4494,4242930,6212,4242930
874,4494,4243930,6212,4243930
874,4494,4243930,6212,4243930
874,4494,4244160,6212,4244160
875,4496,4244810,6212,4244810
875,4496,4245620,6212,4245620
876,4504,4246620,6212,4246620
876,4504,4247620,6212,4247620
876,4504,4248620,6212,4248620
876,4504,4249620,6212,4249620
876,4504,4249620,6212,4249620
876,4504,4250620,6212,4250620
876,4504,4251430,6212,4251430
876,4504,4252430,6212,4252430
876,4504,4252650,6212,4252650
876,4504,4253650,6212,4253650
877,4512,4254650,6212,4254650
877,4512,4255650,6212,4255650
877,4512,4256650,6212,4256650
877,4512,4256650,6212,4256650
877,4512,4257650,6212,4257650
877,4512,4258650,6212,4258650
878,4520,4259650,6212,4259650
878,4520,4259970,6212,4259970
878,4520,4260970,6212,4260970
878,4520,4261970,6212,4261970
878,4520,4262780,6212,4262780
878,4520,4263780,6212,4263780
878,4520,4263780,6212,4263780
878,4520,4264590,6212,4264590
878,4520,4265590,6212,4265590
878,4520,4266590,6212,4266590
878,4520,4267400,6212,4267400
878,4520,4267400,6212,4267400
878,4520,4268050,6212,4268050
878,4520,4269050,6212,4269050
879,4528,4270050,6212,4270050
879,4528,4270370,6212,4270370
879,4528,4271370,6212,4271370
879,4528,4271370,6212,4271370
879,4528,4271840,6212,4271840
879,4528,4272840,6212,4272840
879,4528,4273840,6212,4273840
879,4528,4274840,6212,4274840
879,4528,4275160,6212,4275160
879,4528,4275970,6212,4275970
879,4528,4276970,6212,4276970
879,4528,4277970,6212,4277970
879,4528,4277970,6212,4277970
879,4528,4278620,6212,4278620
880,4536,4279620,6212,4279620
880,4536,4280620,6212,4280620
880,4536,4280620,6212,4280620
880,4536,4281620,6212,4281620
880,4536,4282620,6212,4282620
880,4536,4282620,6212,4282620
881,4538,4283620,6212,4283620
881,4538,4284620,6212,4284620
881,4538,4285620,6212,4285620
881,4538,4286620,6212,4286620
881,4538,4287620,6212,4287620
881,4538,4287990,6212,4287990
882,4546,4288990,6212,4288990
882,4546,4289460,6212,4289460
882,4546,4289930,6212,4289930
882,4546,4290930,6212,4290930
882,4546,4291930,6212,4291930
882,4546,4292930,6212,4292930
883,4554,4296930,6212,4296930
883,4554,4297390,6212,4297390
883,4554,4297390,6212,4297390
883,4554,4297860,6212,4297860
884,4556,4298330,6212,4298330
884,4556,4299330,6212,4299330
884,4556,4299330,6212,4299330
884,4556,4299800,6212,4299800
884,4556,4300800,6212,4300800
884,4556,4300800,6212,4300800
884,4556,4300800,6212,4300800
884,4556,4301150,6212,4301150
885,4558,4301620,6212,4301620
885,4558,4302090,6212,4302090
885,4558,4303090,6212,4303090
885,4558,4303410,6212,4303410
885,4558,4304220,6212,4304220
885,4558,4304540,6212,4304540
885,4558,4305090,6212,4305090
885,4558,4305560,6212,4305560
886,4566,4306560,6212,4306560
886,4566,4307560,6212,4307560
886,4566,4307560,6212,4307560
886,4566,4307560,6212,4307560
886,4566,4308560,6212,4308560
886,4566,4308560,6212,4308560
886,4566,4309370,6212,4309370
886,4566,4309530,6212,4309530
886,4566,4310530,6212,4310530
886,4566,4310530,6212,4310530
886,4566,4311530,6212,4311530
886,4566,4312000,6212,4312000
886,4566,4312810,6212,4312810
886,4566,4313810,6212,4313810
886,4566,4314810,6212,4314810
886,4566,4315810,6212,4315810
886,4566,4316810,6212,4316810
886,4566,4317620,6212,4317620
886,4566,4317620,6212,4317620
887,4568,4318620,6212,4318620
887,4568,4319430,6212,4319430
887,4568,4319430,6212,4319430
887,4568,4319650,6212,4319650
887,4568,4319650,6212,4319650
888,4576,4320460,6212,4320460
888,4576,4321460,6212,4321460
888,4576,4322460,6212,4322460
888,4576,4323460,6212,4323460
888,4576,4324460,6212,4324460
888,4576,4324460,6212,4324460
888,4576,4325460,6212,4325460
888,4576,4326460,6212,4326460
888,4576,4327270,6212,4327270
889,4584,4328270,6212,4328270
889,4584,4329270,6212,4329270
889,4584,4330270,6212,4330270
889,4584,4331270,6212,4331270
889,4584,4331270,6212,4331270
889,4584,4332270,6212,4332270
890,4592,4340270,6212,4340270
890,4592,4340500,6212,4340500
890,4592,4341500,6212,4341500
890,4592,4342500,6212,4342500
890,4592,4343050,6212,4343050
891,4600,4343860,6212,4343860
891,4600,4344860,6212,4344860
891,4600,4345860,6212,4345860
891,4600,4346670,6212,4346670
891,4600,4347140,6212,4347140
891,4600,4348140,6212,4348140
891,4600,4348600,6212,4348600
891,4600,4349410,6212,4349410
891,4600,4350410,6212,4350410
892,4608,4351410,6212,4351410
892,4608,4351410,6212,4351410
892,4608,4352410,6212,4352410
892,4608,4353220,6212,4353220
892,4608,4354220,6212,4354220
892,4608,4354680,6212,4354680
892,4608,4355680,6212,4355680
893,4616,4359680,6212,4359680
893,4616,4360680,6212,4360680
893,4616,4361680,6212,4361680
893,4616,4361680,6212,4361680
893,4616,4361680,6212,4361680
893,4616,4361680,6212,4361680
893,4616,4362680,6212,4362680
893,4616,4363490,6212,4363490
893,4616,4364490,6212,4364490
893,4616,4365300,6212,4365300
893,4616,4365770,6212,4365770
894,4624,4366420,6212,4366420
894,4624,4367420,6212,4367420
894,4624,4368420,6212,4368420
894,4624,4368880,6212,4368880
894,4624,4369880,6212,4369880
894,4624,4370880,6212,4370880
894,4624,4371880,6212,4371880
894,4624,4372880,6212,4372880
894,4624,4373350,6212,4373350
894,4624,4373670,6212,4373670
895,4626,4374670,6212,4374670
895,4626,4375480,6212,4375480
896,4628,4376480,6212,4376480
896,4628,4377480,6212,4377480
897,4630,4378480,6212,4378480
897,4630,4378800,6212,4378800
897,4630,4379270,6212,4379270
898,4634,4380270,6212,4380270
898,4634,4382270,6212,4382270
898,4634,4383270,6212,4383270
898,4634,4383270,6212,4383270
898,4634,4383740,6212,4383740
898,4634,4384210,6212,4384210
898,4634,4384860,6212,4384860
899,4642,4385860,6212,4385860
899,4642,4386860,6212,4386860
899,4642,4387860,6212,4387860
899,4642,4388860,6212,4388860
899,4642,4389670,6212,4389670
899,4642,4390670,6212,4390670
900,4644,4391670,6212,4391670
900,4644,4392670,6212,4392670
900,4644,4392670,6212,4392670
900,4644,4393670,6212,4393670
900,4644,4394140,6212,4394140
901,4652,4395140,6212,4395140
901,4652,4395460,6212,4395460
901,4652,4396270,6212,4396270
901,4652,4396270,6212,4396270
901,4652,4396590,6212,4396590
901,4652,4397590,6212,4397590
901,4652,4398590,6212,4398590
901,4652,4399590,6212,4399590
901,4652,4399700,6212,4399700
901,4652,4401700,6212,4401700
901,4652,4402510,6212,4402510
901,4652,4402560,6212,4402560
902,4654,4403370,6212,4403370
902,4654,4404370,6212,4404370
902,4654,4404370,6212,4404370
903,4662,4404700,6212,4404700
903,4662,4405700,6212,4405700
903,4662,4406700,6212,4406700
903,4662,4407510,6212,4407510
903,4662,4407510,6212,4407510
903,4662,4408510,6212,4408510
903,4662,4409510,6212,4409510
903,4662,4409980,6212,4409980
903,4662,4410980,6212,4410980
903,4662,4411980,6212,4411980
904,4664,4412790,6212,4412790
904,4664,4413260,6212,4413260
905,4666,4414070,6212,4414070
905,4666,4415070,6212,4415070
906,4674,4415880,6212,4415880
906,4674,4416880,6212,4416880
906,4674,4416880,6212,4416880
906,4674,4416880,6212,4416880
906,4674,4417880,6212,4417880
906,4674,4418200,6212,4418200
906,4674,4419200,6212,4419200
906,4674,4419200,6212,4419200
906,4674,4420200,6212,4420200
906,4674,4420430,6212,4420430
906,4674,4420430,6212,4420430
906,4674,4421430,6212,4421430
906,4674,4421750,6212,4421750
906,4674,4422750,6212,4422750
907,4676,4423220,6212,4423220
907,4676,4424220,6212,4424220
907,4676,4424220,6212,4424220
908,4684,4425030,6212,4425030
908,4684,4426030,6212,4426030
908,4684,4427030,6212,4427030
908,4684,4428030,6212,4428030
908,4684,4428030,6212,4428030
908,4684,4428030,6212,4428030
908,4684,4428500,6212,4428500
908,4684,4429500,6212,4429500
908,4684,4430500,6212,4430500
908,4684,4431310,6212,4431310
908,4684,4431470,6212,4431470
908,4684,4432470,6212,4432470
909,4692,4433470,6212,4433470
909,4692,4434470,6212,4434470
909,4692,4435120,6212,4435120
909,4692,4436120,6212,4436120
909,4692,4436710,6212,4436710
909,4692,4436940,6212,4436940
909,4692,4437940,6212,4437940
909,4692,4438940,6212,4438940
909,4692,4439310,6212,4439310
909,4692,4439780,6212,4439780
909,4692,4440000,6212,4440000
910,4694,4441000,6212,4441000
910,4694,4441000,6212,4441000
910,4694,4441470,6212,4441470
910,4694,4442470,6212,4442470
911,4696,4443280,6212,4443280
911,4696,4444090,6212,4444090
911,4696,4444090,6212,4444090
912,4704,4445090,6212,4445090
912,4704,4445740,6212,4445740
912,4704,4446550,6212,4446550
912,4704,4447360,6212,4447360
912,4704,4448170,6212,4448170
912,4704,4448640,6212,4448640
912,4704,4449640,6212,4449640
912,4704,4450110,6212,4450110
912,4704,4451110,6212,4451110
913,4712,4451920,6212,4451920
913,4712,4452730,6212,4452730
913,4712,4453730,6212,4453730
913,4712,4454730,6212,4454730
913,4712,4455730,6212,4455730
913,4712,4456730,6212,4456730
913,4712,4457730,6212,4457730
913,4712,4458540,6212,4458540
914,4714,4459540,6212,4459540
914,4714,4459760,6212,4459760
914,4714,4460570,6212,4460570
915,4716,4461570,6212,4461570
915,4716,4462570,6212,4462570
916,4724,4463570,6212,4463570
916,4724,4463570,6212,4463570
916,4724,4464570,6212,4464570
916,4724,4465030,6212,4465030
916,4724,4465500,6212,4465500
916,4724,4465970,6212,4465970
916,4724,4466970,6212,4466970
916,4724,4467780,6212,4467780
916,4724,4468780,6212,4468780
916,4724,4469250,6212,4469250
916,4724,4470250,6212,4470250
917,4732,4471250,6212,4471250
917,4732,4472250,6212,4472250
917,4732,4472720,6212,4472720
917,4732,4472720,6212,4472720
917,4732,4473720,6212,4473720
917,4732,4474190,6212,4474190
917,4732,4475000,6212,4475000
917,4732,4475810,6212,4475810
917,4732,4476460,6212,4476460
917,4732,4477270,6212,4477270
917,4732,4477590,6212,4477590
918,4740,4478590,6212,4478590
918,4740,4478590,6212,4478590
918,4740,4479240,6212,4479240
918,4740,4480240,6212,4480240
918,4740,4481240,6212,4481240
918,4740,4481710,6212,4481710
918,4740,4482030,6212,4482030
918,4740,4482500,6212,4482500
919,4748,4483500,6212,4483500
919,4748,4484310,6212,4484310
919,4748,4485310,6212,4485310
919,4748,4486310,6212,4486310
919,4748,4487310,6212,4487310
919,4748,4488310,6212,4488310
919,4748,4488310,6212,4488310
919,4748,4489120,6212,4489120
919,4748,4489350,6212,4489350
919,4748,4490350,6212,4490350
919,4748,4491160,6212,4491160
919,4748,4491160,6212,4491160
919,4748,4491160,6212,4491160
919,4748,4492160,6212,4492160
919,4748,4492620,6212,4492620
919,4748,4492940,6212,4492940
920,4750,4493750,6212,4493750
920,4750,4494750,6212,4494750
921,4752,4495750,6212,4495750
921,4752,4495750,6212,4495750
921,4752,4496560,6212,4496560
922,4754,4497560,6212,4497560
922,4754,4498560,6212,4498560
923,4756,4499370,6212,4499370
923,4756,4500370,6212,4500370
923,4756,4500370,6212,4500370
924,4758,4501370,6212,4501370
924,4758,4502370,6212,4502370
924,4758,4502830,6212,4502830
924,4758,4502830,6212,4502830
925,4766,4503830,6212,4503830
925,4766,4504640,6212,4504640
925,4766,4505450,6212,4505450
925,4766,4505920,6212,4505920
925,4766,4506390,6212,4506390
925,4766,4507200,6212,4507200
925,4766,4508200,6212,4508200
925,4766,4509200,6212,4509200
926,4774,4517200,6212,4517200
926,4774,4517200,6212,4517200
926,4774,4518200,6212,4518200
927,4782,4518670,6212,4518670
927,4782,4519670,6212,4519670
927,4782,4520670,6212,4520670
927,4782,4521670,6212,4521670
927,4782,4522670,6212,4522670
927,4782,4523670,6212,4523670
927,4782,4524670,6212,4524670
927,4782,4525670,6212,4525670
928,4784,4526480,6212,4526480
928,4784,4527290,6212,4527290
928,4784,4527290,6212,4527290
929,4786,4528290,6212,4528290
929,4786,4529290,6212,4529290
930,4794,4530290,6212,4530290
930,4794,4531290,6212,4531290
930,4794,4532290,6212,4532290
930,4794,4532760,6212,4532760
930,4794,4533310,6212,4533310
930,4794,4533860,6212,4533860
930,4794,4534670,6212,4534670
930,4794,4535670,6212,4535670
931,4796,4536480,6212,4536480
931,4796,4537480,6212,4537480
932,4798,4538480,6212,4538480
932,4798,4538480,6212,4538480
932,4798,4538480,6212,4538480
932,4798,4539480,6212,4539480
933,4806,4540480,6212,4540480
933,4806,4541290,6212,4541290
933,4806,4541760,6212,4541760
933,4806,4542230,6212,4542230
933,4806,4543040,6212,4543040
933,4806,4543040,6212,4543040
933,4806,4543040,6212,4543040
933,4806,4543410,6212,4543410
933,4806,4544410,6212,4544410
933,4806,4544780,6212,4544780
933,4806,4544890,6212,4544890
933,4806,4545540,6212,4545540
933,4806,4546190,6212,4546190
933,4806,4547190,6212,4547190
933,4806,4548190,6212,4548190
933,4806,4548410,6212,4548410
934,4808,4549410,6212,4549410
934,4808,4550220,6212,4550220
935,4812,4551030,6212,4551030
935,4812,4552030,6212,4552030
935,4812,4552360,6212,4552360
935,4812,4552910,6212,4552910
935,4812,4553910,6212,4553910
935,4812,4553910,6212,4553910
936,4820,4554910,6212,4554910
936,4820,4555910,6212,4555910
936,4820,4556560,6212,4556560
936,4820,4557560,6212,4557560
937,4822,4558560,6212,4558560
937,4822,4559110,6212,4559110
937,4822,4559920,6212,4559920
937,4822,4560390,6212,4560390
937,4822,4560710,6212,4560710
938,4830,4561710,6212,4561710
938,4830,4562710,6212,4562710
938,4830,4563180,6212,4563180
938,4830,4564180,6212,4564180
938,4830,4565180,6212,4565180
938,4830,4565650,6212,4565650
938,4830,4566300,6212,4566300
938,4830,4566770,6212,4566770
938,4830,4567580,6212,4567580
939,4832,4568580,6212,4568580
939,4832,4569580,6212,4569580
939,4832,4570050,6212,4570050
939,4832,4570370,6212,4570370
939,4832,4571180,6212,4571180
939,4832,4571180,6212,4571180
939,4832,4571340,6212,4571340
939,4832,4572340,6212,4572340
939,4832,4572340,6212,4572340
939,4832,4572570,6212,4572570
940,4834,4573570,6212,4573570
940,4834,4574030,6212,4574030
941,4842,4575030,6212,4575030
941,4842,4575030,6212,4575030
941,4842,4575840,6212,4575840
941,4842,4576650,6212,4576650
941,4842,4576650,6212,4576650
941,4842,4576970,6212,4576970
941,4842,4577780,6212,4577780
941,4842,4578780,6212,4578780
941,4842,4579780,6212,4579780
941,4842,4580010,6212,4580010
941,4842,4580170,6212,4580170
941,4842,4580170,6212,4580170
941,4842,4581170,6212,4581170
941,4842,4581400,6212,4581400
941,4842,4581400,6212,4581400
941,4842,4581400,6212,4581400
942,4850,4582400,6212,4582400
942,4850,4583400,6212,4583400
942,4850,4584400,6212,4584400
942,4850,4585400,6212,4585400
942,4850,4586400,6212,4586400
942,4850,4586720,6212,4586720
942,4850,4586720,6212,4586720
943,4858,4587720,6212,4587720
943,4858,4588190,6212,4588190
943,4858,4588420,6212,4588420
943,4858,4589420,6212,4589420
943,4858,4590420,6212,4590420
943,4858,4591420,6212,4591420
943,4858,4592070,6212,4592070
943,4858,4592530,6212,4592530
944,4860,4593530,6212,4593530
944,4860,4594000,6212,4594000
944,4860,4594230,6212,4594230
944,4860,4595230,6212,4595230
944,4860,4595230,6212,4595230
944,4860,4595230,6212,4595230
944,4860,4596230,6212,4596230
945,4862,4596550,6212,4596550
946,4864,4597550,6212,4597550
946,4864,4598550,6212,4598550
946,4864,4598550,6212,4598550
946,4864,4599360,6212,4599360
946,4864,4599590,6212,4599590
947,4866,4600590,6212,4600590
947,4866,4600590,6212,4600590
947,4866,4601400,6212,4601400
947,4866,4602210,6212,4602210
948,4868,4603020,6212,4603020
948,4868,4603830,6212,4603830
949,4876,4604830,6212,4604830
949,4876,4605830,6212,4605830
949,4876,4606300,6212,4606300
949,4876,4607300,6212,4607300
949,4876,4608110,6212,4608110
949,4876,4608580,6212,4608580
949,4876,4609390,6212,4609390
949,4876,4609860,6212,4609860
949,4876,4609860,6212,4609860
949,4876,4610180,6212,4610180
949,4876,4611180,6212,4611180
949,4876,4611650,6212,4611650
950,4884,4612460,6212,4612460
950,4884,4612690,6212,4612690
950,4884,4612690,6212,4612690
950,4884,4613690,6212,4613690
950,4884,4613690,6212,4613690
950,4884,4613690,6212,4613690
950,4884,4613690,6212,4613690
950,4884,4614690,6212,4614690
950,4884,4615170,6212,4615170
950,4884,4615490,6212,4615490
950,4884,4616490,6212,4616490
951,4886,4617490,6212,4617490
951,4886,4617490,6212,4617490
951,4886,4617720,6212,4617720
951,4886,4618720,6212,4618720
952,4894,4619720,6212,4619720
952,4894,4619720,6212,4619720
952,4894,4620720,6212,4620720
952,4894,4621720,6212,4621720
952,4894,4622190,6212,4622190
952,4894,4622560,6212,4622560
952,4894,4623560,6212,4623560
952,4894,4624030,6212,4624030
952,4894,4625030,6212,4625030
952,4894,4625260,6212,4625260
952,4894,4625260,6212,4625260
952,4894,4625850,6212,4625850
953,4902,4626850,6212,4626850
953,4902,4627850,6212,4627850
953,4902,4628850,6212,4628850
953,4902,4629850,6212,4629850
953,4902,4630660,6212,4630660
953,4902,4631660,6212,4631660
953,4902,4632660,6212,4632660
953,4902,4632660,6212,4632660
953,4902,4633660,6212,4633660
954,4910,4634660,6212,4634660
954,4910,4635470,6212,4635470
954,4910,4635470,6212,4635470
954,4910,4635470,6212,4635470
954,4910,4636280,6212,4636280
