ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9634-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_nodes,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9634-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9634-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_gpu_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9634-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-total_gpus,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_9634-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-arrived_gpu_milli
424,2151,2016310,6212,2016310
425,2159,2016780,6212,2016780
425,2159,2016780,6212,2016780
425,2159,2017780,6212,2017780
425,2159,2018780,6212,2018780
425,2159,2019780,6212,2019780
425,2159,2020100,6212,2020100
425,2159,2021100,6212,2021100
425,2159,2022100,6212,2022100
425,2159,2023100,6212,2023100
425,2159,2023570,6212,2023570
425,2159,2024570,6212,2024570
425,2159,2024570,6212,2024570
426,2167,2025570,6212,2025570
426,2167,2026570,6212,2026570
426,2167,2027380,6212,2027380
426,2167,2028380,6212,2028380
426,2167,2028380,6212,2028380
426,2167,2029380,6212,2029380
426,2167,2030380,6212,2030380
426,2167,2031030,6212,2031030
426,2167,2032030,6212,2032030
427,2175,2033030,6212,2033030
427,2175,2033680,6212,2033680
427,2175,2034000,6212,2034000
427,2175,2034810,6212,2034810
427,2175,2035620,6212,2035620
427,2175,2036210,6212,2036210
427,2175,2037020,6212,2037020
427,2175,2037570,6212,2037570
427,2175,2038570,6212,2038570
428,2177,2039040,6212,2039040
428,2177,2039510,6212,2039510
428,2177,2040510,6212,2040510
429,2185,2040980,6212,2040980
429,2185,2041630,6212,2041630
429,2185,2042440,6212,2042440
429,2185,2043250,6212,2043250
429,2185,2043570,6212,2043570
429,2185,2044570,6212,2044570
429,2185,2045570,6212,2045570
429,2185,2046570,6212,2046570
429,2185,2047160,6212,2047160
429,2185,2047160,6212,2047160
429,2185,2047160,6212,2047160
429,2185,2047160,6212,2047160
430,2193,2048160,6212,2048160
430,2193,2049160,6212,2049160
430,2193,2050160,6212,2050160
430,2193,2051160,6212,2051160
430,2193,2051390,6212,2051390
430,2193,2052390,6212,2052390
430,2193,2052940,6212,2052940
430,2193,2053940,6212,2053940
430,2193,2054940,6212,2054940
431,2201,2055750,6212,2055750
431,2201,2056750,6212,2056750
431,2201,2056750,6212,2056750
431,2201,2056910,6212,2056910
431,2201,2057070,6212,2057070
431,2201,2057070,6212,2057070
431,2201,2057880,6212,2057880
431,2201,2058880,6212,2058880
431,2201,2059690,6212,2059690
431,2201,2060240,6212,2060240
431,2201,2061240,6212,2061240
431,2201,2062240,6212,2062240
432,2209,2070240,6212,2070240
432,2209,2070350,6212,2070350
432,2209,2070820,6212,2070820
432,2209,2070820,6212,2070820
432,2209,2071820,6212,2071820
432,2209,2071820,6212,2071820
432,2209,2072820,6212,2072820
433,2211,2073820,6212,2073820
433,2211,2074820,6212,2074820
434,2215,2075630,6212,2075630
435,2217,2076630,6212,2076630
435,2217,2076630,6212,2076630
435,2217,2077630,6212,2077630
436,2221,2078630,6212,2078630
436,2221,2079630,6212,2079630
436,2221,2079630,6212,2079630
436,2221,2080630,6212,2080630
436,2221,2081630,6212,2081630
436,2221,2082630,6212,2082630
436,2221,2083630,6212,2083630
436,2221,2084630,6212,2084630
437,2223,2085630,6212,2085630
437,2223,2086630,6212,2086630
438,2231,2087440,6212,2087440
438,2231,2088440,6212,2088440
438,2231,2088440,6212,2088440
438,2231,2089440,6212,2089440
438,2231,2090440,6212,2090440
438,2231,2091440,6212,2091440
438,2231,2092440,6212,2092440
438,2231,2092440,6212,2092440
438,2231,2093250,6212,2093250
438,2231,2094060,6212,2094060
439,2239,2094870,6212,2094870
439,2239,2094870,6212,2094870
439,2239,2094870,6212,2094870
439,2239,2095340,6212,2095340
439,2239,2096150,6212,2096150
439,2239,2096610,6212,2096610
439,2239,2097610,6212,2097610
439,2239,2097610,6212,2097610
439,2239,2098610,6212,2098610
439,2239,2099080,6212,2099080
439,2239,2100080,6212,2100080
439,2239,2101080,6212,2101080
440,2241,2102080,6212,2102080
440,2241,2103080,6212,2103080
440,2241,2103550,6212,2103550
441,2249,2104550,6212,2104550
442,2253,2105360,6212,2105360
442,2253,2106360,6212,2106360
442,2253,2107360,6212,2107360
442,2253,2108360,6212,2108360
442,2253,2109360,6212,2109360
442,2253,2110360,6212,2110360
443,2261,2111360,6212,2111360
443,2261,2111830,6212,2111830
443,2261,2112060,6212,2112060
443,2261,2113060,6212,2113060
443,2261,2114060,6212,2114060
443,2261,2115060,6212,2115060
443,2261,2115530,6212,2115530
443,2261,2115850,6212,2115850
443,2261,2116850,6212,2116850
443,2261,2117850,6212,2117850
443,2261,2118660,6212,2118660
444,2263,2119660,6212,2119660
444,2263,2120310,6212,2120310
444,2263,2120310,6212,2120310
444,2263,2121310,6212,2121310
445,2265,2122310,6212,2122310
445,2265,2123120,6212,2123120
445,2265,2123440,6212,2123440
445,2265,2123440,6212,2123440
445,2265,2124440,6212,2124440
445,2265,2125440,6212,2125440
446,2273,2126440,6212,2126440
446,2273,2127440,6212,2127440
446,2273,2127440,6212,2127440
446,2273,2127440,6212,2127440
446,2273,2128440,6212,2128440
446,2273,2129440,6212,2129440
446,2273,2129440,6212,2129440
446,2273,2130440,6212,2130440
446,2273,2130910,6212,2130910
446,2273,2131720,6212,2131720
446,2273,2132530,6212,2132530
447,2281,2133530,6212,2133530
447,2281,2134340,6212,2134340
447,2281,2135340,6212,2135340
447,2281,2135810,6212,2135810
447,2281,2135810,6212,2135810
447,2281,2136810,6212,2136810
447,2281,2137280,6212,2137280
447,2281,2137740,6212,2137740
447,2281,2138740,6212,2138740
447,2281,2139740,6212,2139740
447,2281,2140550,6212,2140550
447,2281,2140550,6212,2140550
448,2285,2141360,6212,2141360
448,2285,2141830,6212,2141830
448,2285,2142050,6212,2142050
448,2285,2142520,6212,2142520
449,2293,2143520,6212,2143520
449,2293,2144330,6212,2144330
449,2293,2145330,6212,2145330
449,2293,2146330,6212,2146330
449,2293,2147330,6212,2147330
449,2293,2148330,6212,2148330
449,2293,2149330,6212,2149330
449,2293,2149650,6212,2149650
449,2293,2150650,6212,2150650
449,2293,2151650,6212,2151650
449,2293,2152650,6212,2152650
450,2295,2153650,6212,2153650
450,2295,2154650,6212,2154650
451,2297,2155120,6212,2155120
451,2297,2156120,6212,2156120
452,2305,2157120,6212,2157120
452,2305,2158120,6212,2158120
452,2305,2159120,6212,2159120
452,2305,2159930,6212,2159930
452,2305,2159930,6212,2159930
452,2305,2159930,6212,2159930
452,2305,2160930,6212,2160930
452,2305,2161250,6212,2161250
452,2305,2161410,6212,2161410
452,2305,2161960,6212,2161960
452,2305,2162610,6212,2162610
452,2305,2163420,6212,2163420
453,2307,2164420,6212,2164420
453,2307,2165420,6212,2165420
454,2315,2166420,6212,2166420
454,2315,2167420,6212,2167420
455,2317,2168230,6212,2168230
455,2317,2168460,6212,2168460
455,2317,2168780,6212,2168780
455,2317,2169780,6212,2169780
455,2317,2169940,6212,2169940
455,2317,2170940,6212,2170940
455,2317,2171940,6212,2171940
455,2317,2172590,6212,2172590
456,2319,2173590,6212,2173590
457,2327,2181590,6212,2181590
457,2327,2182400,6212,2182400
457,2327,2183400,6212,2183400
457,2327,2184400,6212,2184400
457,2327,2184870,6212,2184870
457,2327,2185870,6212,2185870
458,2335,2186680,6212,2186680
458,2335,2187680,6212,2187680
458,2335,2188680,6212,2188680
458,2335,2189000,6212,2189000
458,2335,2189000,6212,2189000
458,2335,2189000,6212,2189000
458,2335,2189000,6212,2189000
458,2335,2189470,6212,2189470
458,2335,2193470,6212,2193470
459,2337,2194280,6212,2194280
459,2337,2195090,6212,2195090
459,2337,2195090,6212,2195090
460,2339,2196090,6212,2196090
460,2339,2197090,6212,2197090
460,2339,2197410,6212,2197410
460,2339,2197410,6212,2197410
461,2341,2198410,6212,2198410
461,2341,2199060,6212,2199060
461,2341,2199060,6212,2199060
462,2349,2200060,6212,2200060
462,2349,2200870,6212,2200870
462,2349,2201870,6212,2201870
462,2349,2202460,6212,2202460
462,2349,2202930,6212,2202930
462,2349,2203930,6212,2203930
462,2349,2204400,6212,2204400
463,2357,2212400,6212,2212400
464,2365,2213400,6212,2213400
464,2365,2213560,6212,2213560
464,2365,2213560,6212,2213560
464,2365,2214030,6212,2214030
464,2365,2214030,6212,2214030
464,2365,2214840,6212,2214840
464,2365,2215650,6212,2215650
464,2365,2216650,6212,2216650
464,2365,2216880,6212,2216880
464,2365,2217880,6212,2217880
464,2365,2218880,6212,2218880
464,2365,2219880,6212,2219880
465,2373,2220880,6212,2220880
465,2373,2221350,6212,2221350
465,2373,2222350,6212,2222350
465,2373,2222670,6212,2222670
466,2375,2223480,6212,2223480
466,2375,2224480,6212,2224480
466,2375,2225290,6212,2225290
466,2375,2226290,6212,2226290
466,2375,2226290,6212,2226290
467,2383,2227290,6212,2227290
467,2383,2227290,6212,2227290
468,2387,2228100,6212,2228100
468,2387,2228100,6212,2228100
468,2387,2229100,6212,2229100
468,2387,2230100,6212,2230100
468,2387,2230570,6212,2230570
468,2387,2230570,6212,2230570
468,2387,2230890,6212,2230890
468,2387,2231890,6212,2231890
468,2387,2232360,6212,2232360
468,2387,2233360,6212,2233360
468,2387,2234360,6212,2234360
469,2389,2235360,6212,2235360
469,2389,2236360,6212,2236360
470,2397,2237360,6212,2237360
470,2397,2238360,6212,2238360
470,2397,2238360,6212,2238360
470,2397,2239170,6212,2239170
470,2397,2240170,6212,2240170
470,2397,2240760,6212,2240760
470,2397,2241760,6212,2241760
470,2397,2242570,6212,2242570
470,2397,2243570,6212,2243570
470,2397,2243570,6212,2243570
470,2397,2244570,6212,2244570
470,2397,2245040,6212,2245040
470,2397,2245510,6212,2245510
470,2397,2246320,6212,2246320
470,2397,2247320,6212,2247320
470,2397,2248130,6212,2248130
470,2397,2249130,6212,2249130
471,2405,2249780,6212,2249780
471,2405,2250590,6212,2250590
471,2405,2250910,6212,2250910
471,2405,2251500,6212,2251500
471,2405,2252500,6212,2252500
471,2405,2252500,6212,2252500
471,2405,2252820,6212,2252820
471,2405,2253040,6212,2253040
471,2405,2253040,6212,2253040
471,2405,2253360,6212,2253360
471,2405,2254360,6212,2254360
471,2405,2255360,6212,2255360
471,2405,2256360,6212,2256360
472,2413,2264360,6212,2264360
472,2413,2264820,6212,2264820
472,2413,2265140,6212,2265140
472,2413,2265370,6212,2265370
472,2413,2265840,6212,2265840
472,2413,2265840,6212,2265840
472,2413,2266310,6212,2266310
472,2413,2266540,6212,2266540
473,2415,2267350,6212,2267350
473,2415,2268350,6212,2268350
473,2415,2269350,6212,2269350
473,2415,2269900,6212,2269900
474,2417,2270900,6212,2270900
474,2417,2271130,6212,2271130
474,2417,2271940,6212,2271940
475,2425,2272940,6212,2272940
475,2425,2273940,6212,2273940
475,2425,2274940,6212,2274940
475,2425,2275530,6212,2275530
475,2425,2276530,6212,2276530
475,2425,2277530,6212,2277530
476,2427,2278530,6212,2278530
476,2427,2278530,6212,2278530
476,2427,2279340,6212,2279340
476,2427,2280340,6212,2280340
476,2427,2281340,6212,2281340
476,2427,2281340,6212,2281340
477,2435,2282340,6212,2282340
477,2435,2283340,6212,2283340
477,2435,2284340,6212,2284340
477,2435,2284340,6212,2284340
477,2435,2285150,6212,2285150
477,2435,2286150,6212,2286150
477,2435,2287150,6212,2287150
477,2435,2287150,6212,2287150
477,2435,2287370,6212,2287370
477,2435,2288370,6212,2288370
477,2435,2289370,6212,2289370
478,2443,2290370,6212,2290370
478,2443,2291370,6212,2291370
478,2443,2292370,6212,2292370
478,2443,2293020,6212,2293020
478,2443,2294020,6212,2294020
478,2443,2294830,6212,2294830
478,2443,2295300,6212,2295300
478,2443,2296110,6212,2296110
479,2451,2296920,6212,2296920
479,2451,2297390,6212,2297390
479,2451,2297390,6212,2297390
479,2451,2297390,6212,2297390
479,2451,2297620,6212,2297620
479,2451,2298620,6212,2298620
479,2451,2299620,6212,2299620
479,2451,2300430,6212,2300430
479,2451,2301430,6212,2301430
479,2451,2301750,6212,2301750
479,2451,2302750,6212,2302750
479,2451,2303750,6212,2303750
479,2451,2303750,6212,2303750
480,2459,2304750,6212,2304750
480,2459,2305560,6212,2305560
480,2459,2305560,6212,2305560
480,2459,2306560,6212,2306560
480,2459,2307560,6212,2307560
480,2459,2308560,6212,2308560
480,2459,2309560,6212,2309560
480,2459,2309560,6212,2309560
480,2459,2310030,6212,2310030
480,2459,2310260,6212,2310260
480,2459,2310260,6212,2310260
480,2459,2311070,6212,2311070
480,2459,2311530,6212,2311530
481,2467,2312340,6212,2312340
481,2467,2313340,6212,2313340
481,2467,2314150,6212,2314150
481,2467,2314740,6212,2314740
481,2467,2315740,6212,2315740
481,2467,2316740,6212,2316740
481,2467,2317330,6212,2317330
481,2467,2317800,6212,2317800
482,2475,2318610,6212,2318610
482,2475,2319420,6212,2319420
482,2475,2319580,6212,2319580
482,2475,2320390,6212,2320390
482,2475,2320390,6212,2320390
482,2475,2321040,6212,2321040
482,2475,2322040,6212,2322040
482,2475,2323040,6212,2323040
482,2475,2324040,6212,2324040
482,2475,2324040,6212,2324040
482,2475,2325040,6212,2325040
483,2483,2326040,6212,2326040
483,2483,2327040,6212,2327040
483,2483,2328040,6212,2328040
483,2483,2328510,6212,2328510
483,2483,2328510,6212,2328510
483,2483,2328740,6212,2328740
483,2483,2329740,6212,2329740
483,2483,2330210,6212,2330210
483,2483,2331210,6212,2331210
483,2483,2331680,6212,2331680
484,2491,2332680,6212,2332680
484,2491,2333140,6212,2333140
484,2491,2333610,6212,2333610
484,2491,2334610,6212,2334610
484,2491,2334610,6212,2334610
484,2491,2335080,6212,2335080
484,2491,2336080,6212,2336080
485,2499,2337080,6212,2337080
485,2499,2338080,6212,2338080
485,2499,2339080,6212,2339080
485,2499,2339550,6212,2339550
485,2499,2340360,6212,2340360
485,2499,2341360,6212,2341360
485,2499,2342360,6212,2342360
485,2499,2343360,6212,2343360
485,2499,2344170,6212,2344170
485,2499,2344980,6212,2344980
485,2499,2344980,6212,2344980
485,2499,2344980,6212,2344980
486,2507,2348980,6212,2348980
486,2507,2349630,6212,2349630
486,2507,2350630,6212,2350630
486,2507,2351630,6212,2351630
486,2507,2351630,6212,2351630
486,2507,2352630,6212,2352630
486,2507,2353630,6212,2353630
487,2515,2354630,6212,2354630
487,2515,2355000,6212,2355000
487,2515,2355000,6212,2355000
487,2515,2355000,6212,2355000
487,2515,2356000,6212,2356000
487,2515,2356810,6212,2356810
487,2515,2357460,6212,2357460
487,2515,2358270,6212,2358270
487,2515,2358740,6212,2358740
487,2515,2358740,6212,2358740
488,2523,2359390,6212,2359390
488,2523,2360390,6212,2360390
488,2523,2360390,6212,2360390
488,2523,2361390,6212,2361390
488,2523,2361610,6212,2361610
488,2523,2362610,6212,2362610
488,2523,2362610,6212,2362610
488,2523,2362610,6212,2362610
488,2523,2363610,6212,2363610
488,2523,2364160,6212,2364160
488,2523,2365160,6212,2365160
488,2523,2365620,6212,2365620
488,2523,2365620,6212,2365620
488,2523,2366620,6212,2366620
489,2525,2367090,6212,2367090
489,2525,2368090,6212,2368090
489,2525,2368560,6212,2368560
490,2527,2369560,6212,2369560
490,2527,2370030,6212,2370030
490,2527,2371030,6212,2371030
490,2527,2371840,6212,2371840
491,2535,2372840,6212,2372840
491,2535,2373000,6212,2373000
491,2535,2374000,6212,2374000
491,2535,2374000,6212,2374000
491,2535,2375000,6212,2375000
491,2535,2376000,6212,2376000
491,2535,2377000,6212,2377000
492,2537,2378000,6212,2378000
493,2541,2378590,6212,2378590
493,2541,2379060,6212,2379060
493,2541,2379540,6212,2379540
493,2541,2380540,6212,2380540
493,2541,2381540,6212,2381540
493,2541,2382010,6212,2382010
494,2549,2383010,6212,2383010
494,2549,2384010,6212,2384010
494,2549,2385010,6212,2385010
494,2549,2385480,6212,2385480
494,2549,2386480,6212,2386480
494,2549,2387480,6212,2387480
494,2549,2388480,6212,2388480
495,2557,2389480,6212,2389480
495,2557,2390480,6212,2390480
495,2557,2391290,6212,2391290
495,2557,2392290,6212,2392290
495,2557,2392750,6212,2392750
495,2557,2393750,6212,2393750
496,2561,2394750,6212,2394750
496,2561,2395750,6212,2395750
496,2561,2395980,6212,2395980
496,2561,2395980,6212,2395980
496,2561,2396980,6212,2396980
496,2561,2397440,6212,2397440
497,2569,2405440,6212,2405440
497,2569,2406250,6212,2406250
498,2577,2414250,6212,2414250
498,2577,2415250,6212,2415250
498,2577,2415720,6212,2415720
498,2577,2416040,6212,2416040
498,2577,2416270,6212,2416270
498,2577,2416730,6212,2416730
498,2577,2417730,6212,2417730
498,2577,2418730,6212,2418730
499,2579,2419730,6212,2419730
499,2579,2419730,6212,2419730
499,2579,2420200,6212,2420200
499,2579,2421200,6212,2421200
499,2579,2421520,6212,2421520
500,2581,2422330,6212,2422330
501,2585,2423330,6212,2423330
501,2585,2424330,6212,2424330
501,2585,2425330,6212,2425330
501,2585,2425330,6212,2425330
501,2585,2425330,6212,2425330
501,2585,2426330,6212,2426330
501,2585,2427140,6212,2427140
502,2587,2428140,6212,2428140
502,2587,2429140,6212,2429140
503,2595,2430140,6212,2430140
503,2595,2431140,6212,2431140
503,2595,2431140,6212,2431140
503,2595,2432140,6212,2432140
503,2595,2432140,6212,2432140
503,2595,2433140,6212,2433140
503,2595,2433790,6212,2433790
503,2595,2433790,6212,2433790
503,2595,2434790,6212,2434790
503,2595,2435790,6212,2435790
503,2595,2436260,6212,2436260
504,2603,2436850,6212,2436850
504,2603,2437850,6212,2437850
504,2603,2438850,6212,2438850
504,2603,2439850,6212,2439850
504,2603,2440850,6212,2440850
504,2603,2440850,6212,2440850
504,2603,2441850,6212,2441850
504,2603,2442850,6212,2442850
504,2603,2443850,6212,2443850
504,2603,2443850,6212,2443850
505,2605,2444850,6212,2444850
505,2605,2444850,6212,2444850
505,2605,2445850,6212,2445850
506,2613,2446850,6212,2446850
506,2613,2447660,6212,2447660
506,2613,2448470,6212,2448470
506,2613,2449470,6212,2449470
506,2613,2450470,6212,2450470
507,2615,2451470,6212,2451470
507,2615,2452470,6212,2452470
508,2623,2456470,6212,2456470
508,2623,2457470,6212,2457470
508,2623,2458470,6212,2458470
508,2623,2459470,6212,2459470
508,2623,2460280,6212,2460280
508,2623,2460280,6212,2460280
508,2623,2461280,6212,2461280
508,2623,2462280,6212,2462280
508,2623,2463090,6212,2463090
509,2631,2464090,6212,2464090
509,2631,2465090,6212,2465090
509,2631,2465410,6212,2465410
509,2631,2465880,6212,2465880
509,2631,2466350,6212,2466350
509,2631,2466350,6212,2466350
509,2631,2467350,6212,2467350
509,2631,2468350,6212,2468350
510,2633,2469350,6212,2469350
510,2633,2469350,6212,2469350
510,2633,2470350,6212,2470350
510,2633,2470350,6212,2470350
510,2633,2471160,6212,2471160
510,2633,2471970,6212,2471970
510,2633,2472970,6212,2472970
510,2633,2472970,6212,2472970
511,2641,2473620,6212,2473620
512,2645,2474430,6212,2474430
512,2645,2474750,6212,2474750
512,2645,2475560,6212,2475560
512,2645,2476370,6212,2476370
512,2645,2477370,6212,2477370
512,2645,2478370,6212,2478370
513,2653,2486370,6212,2486370
513,2653,2487370,6212,2487370
513,2653,2488370,6212,2488370
513,2653,2489180,6212,2489180
513,2653,2489180,6212,2489180
513,2653,2490180,6212,2490180
513,2653,2491180,6212,2491180
513,2653,2492180,6212,2492180
514,2661,2492990,6212,2492990
514,2661,2493220,6212,2493220
514,2661,2494220,6212,2494220
514,2661,2495220,6212,2495220
514,2661,2496030,6212,2496030
514,2661,2496350,6212,2496350
514,2661,2497350,6212,2497350
514,2661,2498350,6212,2498350
514,2661,2499350,6212,2499350
514,2661,2499350,6212,2499350
514,2661,2500160,6212,2500160
514,2661,2500480,6212,2500480
515,2663,2501480,6212,2501480
515,2663,2501480,6212,2501480
515,2663,2502480,6212,2502480
516,2671,2503480,6212,2503480
516,2671,2504480,6212,2504480
516,2671,2505480,6212,2505480
516,2671,2506480,6212,2506480
516,2671,2507480,6212,2507480
516,2671,2508480,6212,2508480
516,2671,2509480,6212,2509480
516,2671,2509700,6212,2509700
517,2673,2510700,6212,2510700
517,2673,2511170,6212,2511170
517,2673,2512170,6212,2512170
518,2675,2513170,6212,2513170
518,2675,2514170,6212,2514170
519,2683,2514980,6212,2514980
519,2683,2515980,6212,2515980
519,2683,2516980,6212,2516980
519,2683,2517440,6212,2517440
519,2683,2517910,6212,2517910
519,2683,2518130,6212,2518130
519,2683,2518940,6212,2518940
519,2683,2519940,6212,2519940
519,2683,2519940,6212,2519940
519,2683,2520940,6212,2520940
520,2691,2521940,6212,2521940
520,2691,2522410,6212,2522410
520,2691,2523410,6212,2523410
520,2691,2524410,6212,2524410
520,2691,2525000,6212,2525000
520,2691,2525810,6212,2525810
520,2691,2526810,6212,2526810
520,2691,2526810,6212,2526810
520,2691,2526810,6212,2526810
520,2691,2527180,6212,2527180
520,2691,2527500,6212,2527500
520,2691,2527500,6212,2527500
520,2691,2528500,6212,2528500
520,2691,2528500,6212,2528500
521,2693,2529310,6212,2529310
521,2693,2529310,6212,2529310
521,2693,2529780,6212,2529780
521,2693,2530780,6212,2530780
522,2701,2531330,6212,2531330
522,2701,2532330,6212,2532330
522,2701,2533330,6212,2533330
522,2701,2534330,6212,2534330
522,2701,2535330,6212,2535330
522,2701,2536330,6212,2536330
522,2701,2537140,6212,2537140
522,2701,2537610,6212,2537610
523,2709,2538610,6212,2538610
523,2709,2539080,6212,2539080
523,2709,2540080,6212,2540080
523,2709,2541080,6212,2541080
523,2709,2542080,6212,2542080
523,2709,2543080,6212,2543080
524,2717,2544080,6212,2544080
524,2717,2544080,6212,2544080
524,2717,2544080,6212,2544080
524,2717,2545080,6212,2545080
524,2717,2545550,6212,2545550
524,2717,2546550,6212,2546550
525,2721,2547360,6212,2547360
525,2721,2547360,6212,2547360
525,2721,2548360,6212,2548360
525,2721,2549360,6212,2549360
525,2721,2549360,6212,2549360
525,2721,2550170,6212,2550170
525,2721,2550540,6212,2550540
525,2721,2550540,6212,2550540
525,2721,2551540,6212,2551540
526,2729,2552540,6212,2552540
526,2729,2552910,6212,2552910
526,2729,2553910,6212,2553910
526,2729,2554910,6212,2554910
526,2729,2555230,6212,2555230
527,2731,2556040,6212,2556040
527,2731,2557040,6212,2557040
527,2731,2557410,6212,2557410
527,2731,2557410,6212,2557410
528,2739,2565410,6212,2565410
528,2739,2566410,6212,2566410
528,2739,2567220,6212,2567220
528,2739,2568220,6212,2568220
528,2739,2569030,6212,2569030
528,2739,2569500,6212,2569500
528,2739,2570500,6212,2570500
528,2739,2570870,6212,2570870
528,2739,2571030,6212,2571030
528,2739,2572030,6212,2572030
528,2739,2573030,6212,2573030
528,2739,2574030,6212,2574030
529,2743,2575030,6212,2575030
529,2743,2576030,6212,2576030
529,2743,2576350,6212,2576350
529,2743,2577160,6212,2577160
529,2743,2577970,6212,2577970
530,2745,2578290,6212,2578290
530,2745,2578290,6212,2578290
530,2745,2579290,6212,2579290
531,2747,2580290,6212,2580290
531,2747,2580940,6212,2580940
531,2747,2581400,6212,2581400
532,2749,2582400,6212,2582400
532,2749,2583400,6212,2583400
533,2757,2584400,6212,2584400
533,2757,2585400,6212,2585400
533,2757,2585870,6212,2585870
534,2765,2593870,6212,2593870
534,2765,2594870,6212,2594870
534,2765,2595680,6212,2595680
534,2765,2596270,6212,2596270
534,2765,2596270,6212,2596270
534,2765,2597270,6212,2597270
534,2765,2597730,6212,2597730
534,2765,2598540,6212,2598540
535,2773,2599540,6212,2599540
535,2773,2600540,6212,2600540
535,2773,2602540,6212,2602540
535,2773,2603350,6212,2603350
536,2781,2604350,6212,2604350
536,2781,2605350,6212,2605350
536,2781,2606350,6212,2606350
536,2781,2606350,6212,2606350
536,2781,2606580,6212,2606580
536,2781,2607390,6212,2607390
536,2781,2608200,6212,2608200
536,2781,2609200,6212,2609200
537,2789,2617200,6212,2617200
537,2789,2617200,6212,2617200
537,2789,2617520,6212,2617520
537,2789,2617520,6212,2617520
537,2789,2617840,6212,2617840
537,2789,2618310,6212,2618310
537,2789,2618310,6212,2618310
537,2789,2619310,6212,2619310
537,2789,2620120,6212,2620120
537,2789,2621120,6212,2621120
537,2789,2622120,6212,2622120
538,2797,2622930,6212,2622930
538,2797,2623930,6212,2623930
538,2797,2624150,6212,2624150
538,2797,2625150,6212,2625150
538,2797,2625150,6212,2625150
538,2797,2626150,6212,2626150
538,2797,2627150,6212,2627150
538,2797,2628150,6212,2628150
538,2797,2628150,6212,2628150
538,2797,2628380,6212,2628380
538,2797,2628380,6212,2628380
538,2797,2629380,6212,2629380
538,2797,2630380,6212,2630380
539,2799,2631190,6212,2631190
539,2799,2632190,6212,2632190
539,2799,2632190,6212,2632190
540,2801,2633000,6212,2633000
540,2801,2634000,6212,2634000
541,2809,2635000,6212,2635000
541,2809,2635000,6212,2635000
541,2809,2636000,6212,2636000
541,2809,2637000,6212,2637000
542,2817,2645000,6212,2645000
542,2817,2646000,6212,2646000
542,2817,2647000,6212,2647000
542,2817,2648000,6212,2648000
543,2825,2649000,6212,2649000
543,2825,2649000,6212,2649000
543,2825,2649810,6212,2649810
543,2825,2650620,6212,2650620
544,2833,2658620,6212,2658620
544,2833,2659620,6212,2659620
544,2833,2660430,6212,2660430
544,2833,2660430,6212,2660430
544,2833,2661430,6212,2661430
544,2833,2662240,6212,2662240
544,2833,2663240,6212,2663240
544,2833,2663240,6212,2663240
544,2833,2664240,6212,2664240
544,2833,2665240,6212,2665240
545,2835,2666050,6212,2666050
545,2835,2666520,6212,2666520
545,2835,2667330,6212,2667330
546,2837,2668330,6212,2668330
546,2837,2668330,6212,2668330
546,2837,2669330,6212,2669330
547,2839,2669800,6212,2669800
547,2839,2670800,6212,2670800
547,2839,2670800,6212,2670800
548,2847,2671800,6212,2671800
548,2847,2672450,6212,2672450
548,2847,2672920,6212,2672920
549,2849,2673730,6212,2673730
549,2849,2674730,6212,2674730
550,2851,2675540,6212,2675540
550,2851,2675860,6212,2675860
550,2851,2676090,6212,2676090
550,2851,2676740,6212,2676740
550,2851,2677740,6212,2677740
550,2851,2678550,6212,2678550
550,2851,2679550,6212,2679550
550,2851,2680360,6212,2680360
550,2851,2681010,6212,2681010
550,2851,2681470,6212,2681470
551,2859,2682470,6212,2682470
551,2859,2682940,6212,2682940
551,2859,2683750,6212,2683750
551,2859,2684560,6212,2684560
551,2859,2685030,6212,2685030
551,2859,2686030,6212,2686030
551,2859,2686840,6212,2686840
551,2859,2687840,6212,2687840
551,2859,2687840,6212,2687840
551,2859,2688840,6212,2688840
551,2859,2688840,6212,2688840
552,2861,2689840,6212,2689840
552,2861,2690840,6212,2690840
553,2869,2691840,6212,2691840
553,2869,2692310,6212,2692310
553,2869,2693310,6212,2693310
553,2869,2693960,6212,2693960
553,2869,2694960,6212,2694960
553,2869,2695510,6212,2695510
553,2869,2695830,6212,2695830
553,2869,2696640,6212,2696640
553,2869,2697110,6212,2697110
553,2869,2697580,6212,2697580
553,2869,2698580,6212,2698580
554,2871,2699580,6212,2699580
554,2871,2700580,6212,2700580
555,2879,2701050,6212,2701050
555,2879,2701520,6212,2701520
555,2879,2701980,6212,2701980
555,2879,2702980,6212,2702980
555,2879,2703790,6212,2703790
555,2879,2704790,6212,2704790
555,2879,2705440,6212,2705440
555,2879,2706250,6212,2706250
555,2879,2707250,6212,2707250
