ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2f4a-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_nodes,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2f4a-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpus,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2f4a-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpu_milli,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2f4a-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-total_gpus,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2f4a-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-arrived_gpu_milli
1126,5719,2028100,6212,2036100
1126,5719,2029100,6212,2037100
1126,5719,2030100,6212,2038100
1126,5719,2030650,6212,2038650
1126,5719,2031650,6212,2039650
1127,5727,2032650,6212,2040650
1127,5727,2033650,6212,2041650
1127,5727,2033650,6212,2041650
1127,5727,2034460,6212,2042460
1127,5727,2035270,6212,2043270
1127,5727,2035740,6212,2043740
1128,5735,2036740,6212,2044740
1129,5737,2037740,6212,2045740
1129,5737,2038210,6212,2046210
1130,5745,2038670,6212,2046670
1130,5745,2039480,6212,2047480
1130,5745,2039950,6212,2047950
1130,5745,2040420,6212,2048420
1130,5745,2041420,6212,2049420
1131,5749,2041890,6212,2049890
1131,5749,2042890,6212,2050890
1132,5751,2043360,6212,2051360
1132,5751,2043360,6212,2051360
1132,5751,2044360,6212,2052360
1133,5752,2044360,6212,2052360
1133,5752,2045360,6212,2053360
1133,5752,2046360,6212,2054360
1134,5753,2047170,6212,2055170
1134,5753,2048170,6212,2056170
1134,5753,2048650,6212,2056650
1134,5753,2049120,6212,2057120
1134,5753,2049120,6212,2057120
1134,5753,2050120,6212,2058120
1134,5753,2050120,6212,2058120
1134,5753,2054120,6212,2062120
1134,5753,2054120,6212,2062120
1134,5753,2054580,6212,2062580
1134,5753,2055580,6212,2063580
1134,5753,2056580,6212,2064580
1134,5753,2057050,6212,2065050
1134,5753,2057700,6212,2065700
1134,5753,2058700,6212,2066700
1134,5753,2059700,6212,2067700
1134,5753,2060170,6212,2068170
1134,5753,2060980,6212,2068980
1134,5753,2060980,6212,2068980
1134,5753,2061790,6212,2069790
1134,5753,2061790,6212,2069790
1135,5761,2062260,6212,2070260
1135,5761,2063070,6212,2071070
1135,5761,2064070,6212,2072070
1135,5761,2064880,6212,2072880
1135,5761,2065350,6212,2073350
1135,5761,2065820,6212,2073820
1135,5761,2066820,6212,2074820
1136,5769,2067820,6212,2075820
1136,5769,2068820,6212,2076820
1136,5769,2069290,6212,2077290
1136,5769,2069290,6212,2077290
1136,5769,2069610,6212,2077610
1136,5769,2070080,6212,2078080
1136,5769,2070550,6212,2078550
1136,5769,2071360,6212,2079360
1136,5769,2071820,6212,2079820
1136,5769,2072630,6212,2080630
1136,5769,2073180,6212,2081180
1136,5769,2074180,6212,2082180
1136,5769,2075180,6212,2083180
1136,5769,2076180,6212,2084180
1136,5769,2077180,6212,2085180
1136,5769,2077990,6212,2085990
1136,5769,2077990,6212,2085990
1136,5769,2078100,6212,2086100
1136,5769,2078570,6212,2086570
1136,5769,2079570,6212,2087570
1136,5769,2080570,6212,2088570
1137,5777,2081220,6212,2089220
1138,5785,2082220,6212,2090220
1138,5785,2082220,6212,2090220
1138,5785,2082220,6212,2090220
1138,5785,2082330,6212,2090330
1138,5785,2083140,6212,2091140
1138,5785,2083360,6212,2091360
1138,5785,2084360,6212,2092360
1138,5785,2084360,6212,2092360
1138,5785,2084830,6212,2092830
1139,5793,2085300,6212,2093300
1139,5793,2086300,6212,2094300
1139,5793,2087300,6212,2095300
1139,5793,2088300,6212,2096300
1139,5793,2089300,6212,2097300
1139,5793,2090300,6212,2098300
1139,5793,2091110,6212,2099110
1139,5793,2092110,6212,2100110
1139,5793,2093110,6212,2101110
1139,5793,2093270,6212,2101270
1140,5795,2093740,6212,2101740
1141,5803,2094740,6212,2102740
1141,5803,2094740,6212,2102740
1141,5803,2095740,6212,2103740
1141,5803,2096390,6212,2104390
1141,5803,2097200,6212,2105200
1141,5803,2098200,6212,2106200
1142,5811,2099200,6212,2107200
1142,5811,2100200,6212,2108200
1142,5811,2101200,6212,2109200
1142,5811,2102200,6212,2110200
1142,5811,2103010,6212,2111010
1142,5811,2103480,6212,2111480
1142,5811,2104130,6212,2112130
1142,5811,2104680,6212,2112680
1142,5811,2104910,6212,2112910
1142,5811,2105910,6212,2113910
1142,5811,2106910,6212,2114910
1142,5811,2114910,6212,2122910
1142,5811,2115720,6212,2123720
1142,5811,2116720,6212,2124720
1142,5811,2117720,6212,2125720
1142,5811,2117720,6212,2125720
1143,5813,2118720,6212,2126720
1143,5813,2119720,6212,2127720
1143,5813,2120720,6212,2128720
1143,5813,2121190,6212,2129190
1143,5813,2122190,6212,2130190
1143,5813,2122510,6212,2130510
1143,5813,2123510,6212,2131510
1143,5813,2124510,6212,2132510
1143,5813,2124980,6212,2132980
1143,5813,2125980,6212,2133980
1143,5813,2126980,6212,2134980
1143,5813,2127790,6212,2135790
1144,5815,2128790,6212,2136790
1144,5815,2129790,6212,2137790
1144,5815,2130260,6212,2138260
1144,5815,2130260,6212,2138260
1144,5815,2130850,6212,2138850
1144,5815,2131850,6212,2139850
1144,5815,2132320,6212,2140320
1144,5815,2132320,6212,2140320
1144,5815,2133320,6212,2141320
1144,5815,2133910,6212,2141910
1145,5823,2134560,6212,2142560
1145,5823,2135370,6212,2143370
1145,5823,2135530,6212,2143530
1145,5823,2136180,6212,2144180
1145,5823,2136180,6212,2144180
1145,5823,2136410,6212,2144410
1145,5823,2137410,6212,2145410
1145,5823,2137410,6212,2145410
1145,5823,2138410,6212,2146410
1146,5827,2138880,6212,2146880
1146,5827,2139880,6212,2147880
1146,5827,2140880,6212,2148880
1146,5827,2141350,6212,2149350
1146,5827,2141670,6212,2149670
1146,5827,2141900,6212,2149900
1146,5827,2141900,6212,2149900
1146,5827,2142370,6212,2150370
1146,5827,2142370,6212,2150370
1146,5827,2143370,6212,2151370
1146,5827,2143530,6212,2151530
1146,5827,2144530,6212,2152530
1146,5827,2144690,6212,2152690
1147,5835,2145340,6212,2153340
1147,5835,2146340,6212,2154340
1147,5835,2146340,6212,2154340
1147,5835,2147150,6212,2155150
1147,5835,2148150,6212,2156150
1147,5835,2149150,6212,2157150
1147,5835,2149620,6212,2157620
1147,5835,2150430,6212,2158430
1148,5837,2151430,6212,2159430
1148,5837,2152240,6212,2160240
1148,5837,2153240,6212,2161240
1149,5839,2154240,6212,2162240
1149,5839,2155240,6212,2163240
1149,5839,2156240,6212,2164240
1149,5839,2156560,6212,2164560
1149,5839,2157560,6212,2165560
1149,5839,2158030,6212,2166030
1149,5839,2158840,6212,2166840
1150,5847,2159060,6212,2167060
1150,5847,2160060,6212,2168060
1150,5847,2160060,6212,2168060
1150,5847,2161060,6212,2169060
1150,5847,2161290,6212,2169290
1150,5847,2161290,6212,2169290
1150,5847,2162290,6212,2170290
1150,5847,2162760,6212,2170760
1151,5855,2162760,6212,2170760
1151,5855,2163570,6212,2171570
1151,5855,2164570,6212,2172570
1151,5855,2165220,6212,2173220
1151,5855,2165270,6212,2173270
1151,5855,2166270,6212,2174270
1151,5855,2167080,6212,2175080
1151,5855,2167550,6212,2175550
1151,5855,2168200,6212,2176200
1151,5855,2168200,6212,2176200
1151,5855,2169200,6212,2177200
1151,5855,2169200,6212,2177200
1151,5855,2170200,6212,2178200
1151,5855,2171200,6212,2179200
1152,5856,2171670,6212,2179670
1152,5856,2172670,6212,2180670
1152,5856,2173480,6212,2181480
1152,5856,2174480,6212,2182480
1153,5858,2175290,6212,2183290
1153,5858,2176290,6212,2184290
1153,5858,2177290,6212,2185290
1153,5858,2177760,6212,2185760
1153,5858,2178080,6212,2186080
1153,5858,2179080,6212,2187080
1153,5858,2179890,6212,2187890
1153,5858,2180890,6212,2188890
1153,5858,2181890,6212,2189890
1153,5858,2182890,6212,2190890
1153,5858,2182890,6212,2190890
1153,5858,2183360,6212,2191360
1153,5858,2184360,6212,2192360
1153,5858,2185360,6212,2193360
1153,5858,2185830,6212,2193830
1153,5858,2186050,6212,2194050
1153,5858,2186280,6212,2194280
1153,5858,2187280,6212,2195280
1153,5858,2187870,6212,2195870
1153,5858,2188680,6212,2196680
1153,5858,2189680,6212,2197680
1153,5858,2189910,6212,2197910
1153,5858,2190910,6212,2198910
1154,5866,2191910,6212,2199910
1154,5866,2192910,6212,2200910
1154,5866,2193910,6212,2201910
1154,5866,2194910,6212,2202910
1154,5866,2194910,6212,2202910
1154,5866,2195720,6212,2203720
1154,5866,2196530,6212,2204530
1154,5866,2197530,6212,2205530
1154,5866,2197530,6212,2205530
1154,5866,2198530,6212,2206530
1154,5866,2198530,6212,2206530
1154,5866,2199530,6212,2207530
1154,5866,2199530,6212,2207530
1154,5866,2200180,6212,2208180
1154,5866,2200180,6212,2208180
1154,5866,2201180,6212,2209180
1154,5866,2201990,6212,2209990
1154,5866,2202990,6212,2210990
1155,5868,2203990,6212,2211990
1155,5868,2204210,6212,2212210
1155,5868,2205210,6212,2213210
1155,5868,2206210,6212,2214210
1155,5868,2207210,6212,2215210
1155,5868,2208210,6212,2216210
1155,5868,2208210,6212,2216210
1155,5868,2208680,6212,2216680
1156,5876,2209680,6212,2217680
1157,5884,2210150,6212,2218150
1157,5884,2210960,6212,2218960
1157,5884,2211960,6212,2219960
1157,5884,2212960,6212,2220960
1157,5884,2213550,6212,2221550
1157,5884,2214550,6212,2222550
1157,5884,2215550,6212,2223550
1157,5884,2216550,6212,2224550
1157,5884,2217550,6212,2225550
1157,5884,2218550,6212,2226550
1157,5884,2218550,6212,2226550
1157,5884,2219360,6212,2227360
1157,5884,2220360,6212,2228360
1157,5884,2220360,6212,2228360
1157,5884,2221360,6212,2229360
1157,5884,2222360,6212,2230360
1157,5884,2222830,6212,2230830
1157,5884,2223380,6212,2231380
1157,5884,2224380,6212,2232380
1157,5884,2225380,6212,2233380
1157,5884,2226380,6212,2234380
1157,5884,2226850,6212,2234850
1157,5884,2227850,6212,2235850
1157,5884,2228850,6212,2236850
1157,5884,2229500,6212,2237500
1157,5884,2229970,6212,2237970
1157,5884,2229970,6212,2237970
1157,5884,2230970,6212,2238970
1157,5884,2231970,6212,2239970
1157,5884,2232970,6212,2240970
1157,5884,2233780,6212,2241780
1157,5884,2234100,6212,2242100
1157,5884,2234910,6212,2242910
1157,5884,2234910,6212,2242910
1157,5884,2235230,6212,2243230
1157,5884,2236230,6212,2244230
1157,5884,2237230,6212,2245230
1158,5886,2237550,6212,2245550
1158,5886,2237780,6212,2245780
1158,5886,2238010,6212,2246010
1159,5888,2238820,6212,2246820
1160,5896,2239630,6212,2247630
1160,5896,2240630,6212,2248630
1160,5896,2240950,6212,2248950
1160,5896,2241760,6212,2249760
1160,5896,2242760,6212,2250760
1160,5896,2243220,6212,2251220
1160,5896,2244220,6212,2252220
1160,5896,2244220,6212,2252220
1160,5896,2245220,6212,2253220
1160,5896,2246030,6212,2254030
1160,5896,2246190,6212,2254190
1160,5896,2247190,6212,2255190
1160,5896,2247410,6212,2255410
1160,5896,2248410,6212,2256410
1160,5896,2248410,6212,2256410
1160,5896,2249410,6212,2257410
1160,5896,2250060,6212,2258060
1160,5896,2251060,6212,2259060
1160,5896,2251060,6212,2259060
1160,5896,2252060,6212,2260060
1160,5896,2253060,6212,2261060
1160,5896,2254060,6212,2262060
1160,5896,2254060,6212,2262060
1160,5896,2254710,6212,2262710
1160,5896,2255180,6212,2263180
1160,5896,2256180,6212,2264180
1160,5896,2257180,6212,2265180
1160,5896,2257650,6212,2265650
1160,5896,2258110,6212,2266110
1160,5896,2258580,6212,2266580
1160,5896,2259580,6212,2267580
1160,5896,2260580,6212,2268580
1160,5896,2261580,6212,2269580
1160,5896,2262580,6212,2270580
1160,5896,2262580,6212,2270580
1160,5896,2263580,6212,2271580
1160,5896,2263800,6212,2271800
1160,5896,2263800,6212,2271800
1160,5896,2264120,6212,2272120
1160,5896,2265120,6212,2273120
1160,5896,2265120,6212,2273120
1160,5896,2265670,6212,2273670
1160,5896,2266670,6212,2274670
1160,5896,2267140,6212,2275140
1160,5896,2268140,6212,2276140
1160,5896,2269140,6212,2277140
1161,5904,2270140,6212,2278140
1161,5904,2270610,6212,2278610
1161,5904,2271610,6212,2279610
1161,5904,2271930,6212,2279930
1162,5912,2272930,6212,2280930
1162,5912,2272930,6212,2280930
1162,5912,2273930,6212,2281930
1162,5912,2274090,6212,2282090
1162,5912,2274560,6212,2282560
1162,5912,2275560,6212,2283560
1162,5912,2275560,6212,2283560
1162,5912,2275560,6212,2283560
1162,5912,2276030,6212,2284030
1162,5912,2277030,6212,2285030
1162,5912,2277680,6212,2285680
1162,5912,2278680,6212,2286680
1162,5912,2279150,6212,2287150
1162,5912,2279960,6212,2287960
1162,5912,2280960,6212,2288960
1162,5912,2281770,6212,2289770
1162,5912,2282580,6212,2290580
1162,5912,2283580,6212,2291580
1162,5912,2284580,6212,2292580
1162,5912,2285050,6212,2293050
1162,5912,2286050,6212,2294050
1162,5912,2287050,6212,2295050
1162,5912,2287370,6212,2295370
1162,5912,2287370,6212,2295370
1162,5912,2288020,6212,2296020
1162,5912,2288830,6212,2296830
1162,5912,2289150,6212,2297150
1162,5912,2290150,6212,2298150
1162,5912,2291150,6212,2299150
1162,5912,2292150,6212,2300150
1162,5912,2293150,6212,2301150
1162,5912,2293470,6212,2301470
1162,5912,2294470,6212,2302470
1162,5912,2294470,6212,2302470
1162,5912,2295470,6212,2303470
1162,5912,2295470,6212,2303470
1162,5912,2296470,6212,2304470
1162,5912,2297470,6212,2305470
1162,5912,2298280,6212,2306280
1162,5912,2299280,6212,2307280
1162,5912,2300280,6212,2308280
1162,5912,2300280,6212,2308280
1162,5912,2300600,6212,2308600
1162,5912,2301410,6212,2309410
1163,5920,2302410,6212,2310410
1163,5920,2303410,6212,2311410
1164,5928,2304410,6212,2312410
1164,5928,2305220,6212,2313220
1164,5928,2305220,6212,2313220
1164,5928,2306220,6212,2314220
1164,5928,2306700,6212,2314700
1164,5928,2307700,6212,2315700
1164,5928,2308700,6212,2316700
1164,5928,2309510,6212,2317510
1164,5928,2310320,6212,2318320
1164,5928,2311320,6212,2319320
1164,5928,2312320,6212,2320320
1164,5928,2313320,6212,2321320
1164,5928,2314320,6212,2322320
1165,5930,2315320,6212,2323320
1165,5930,2316130,6212,2324130
1165,5930,2316130,6212,2324130
1165,5930,2317130,6212,2325130
1165,5930,2318130,6212,2326130
1166,5938,2318940,6212,2326940
1166,5938,2319940,6212,2327940
1166,5938,2320410,6212,2328410
1166,5938,2320410,6212,2328410
1166,5938,2321410,6212,2329410
1166,5938,2321880,6212,2329880
1166,5938,2322880,6212,2330880
1166,5938,2323470,6212,2331470
1166,5938,2323470,6212,2331470
1167,5946,2324280,6212,2332280
1167,5946,2325090,6212,2333090
1167,5946,2325090,6212,2333090
1167,5946,2326090,6212,2334090
1167,5946,2326560,6212,2334560
1167,5946,2326670,6212,2334670
1167,5946,2327260,6212,2335260
1167,5946,2328260,6212,2336260
1167,5946,2329260,6212,2337260
1168,5954,2329260,6212,2337260
1168,5954,2330260,6212,2338260
1169,5956,2330910,6212,2338910
1169,5956,2331720,6212,2339720
1169,5956,2332720,6212,2340720
1169,5956,2333720,6212,2341720
1170,5958,2334720,6212,2342720
1170,5958,2335720,6212,2343720
1170,5958,2336720,6212,2344720
1170,5958,2337190,6212,2345190
1170,5958,2337840,6212,2345840
1170,5958,2341840,6212,2349840
1170,5958,2341840,6212,2349840
1170,5958,2342070,6212,2350070
1170,5958,2342540,6212,2350540
1170,5958,2343540,6212,2351540
1170,5958,2344540,6212,2352540
1170,5958,2344700,6212,2352700
1170,5958,2345510,6212,2353510
1170,5958,2346510,6212,2354510
1170,5958,2346980,6212,2354980
1170,5958,2347790,6212,2355790
1170,5958,2348790,6212,2356790
1170,5958,2348790,6212,2356790
1170,5958,2349790,6212,2357790
1170,5958,2350790,6212,2358790
1170,5958,2351250,6212,2359250
1170,5958,2352250,6212,2360250
1170,5958,2352710,6212,2360710
1170,5958,2353710,6212,2361710
1170,5958,2353710,6212,2361710
1170,5958,2354710,6212,2362710
1170,5958,2355520,6212,2363520
1170,5958,2355520,6212,2363520
1170,5958,2356520,6212,2364520
1170,5958,2357520,6212,2365520
1170,5958,2358520,6212,2366520
1170,5958,2359520,6212,2367520
1170,5958,2360520,6212,2368520
1170,5958,2360520,6212,2368520
1170,5958,2361520,6212,2369520
1170,5958,2361520,6212,2369520
1170,5958,2361520,6212,2369520
1170,5958,2362330,6212,2370330
1171,5966,2362800,6212,2370800
1171,5966,2363610,6212,2371610
1171,5966,2364610,6212,2372610
1171,5966,2364840,6212,2372840
1171,5966,2365310,6212,2373310
1171,5966,2365310,6212,2373310
1171,5966,2365780,6212,2373780
1171,5966,2366780,6212,2374780
1171,5966,2367780,6212,2375780
1171,5966,2368590,6212,2376590
1171,5966,2369590,6212,2377590
1171,5966,2370590,6212,2378590
1171,5966,2371590,6212,2379590
1171,5966,2372590,6212,2380590
1171,5966,2372590,6212,2380590
1171,5966,2372910,6212,2380910
1171,5966,2373380,6212,2381380
1171,5966,2373850,6212,2381850
1171,5966,2374850,6212,2382850
1171,5966,2374850,6212,2382850
1171,5966,2375850,6212,2383850
1171,5966,2376320,6212,2384320
1171,5966,2376320,6212,2384320
1171,5966,2376970,6212,2384970
1171,5966,2377970,6212,2385970
1171,5966,2378970,6212,2386970
1171,5966,2379970,6212,2387970
1171,5966,2380970,6212,2388970
1171,5966,2381970,6212,2389970
1171,5966,2382970,6212,2390970
1171,5966,2382970,6212,2390970
1171,5966,2383970,6212,2391970
1171,5966,2383970,6212,2391970
1171,5966,2384780,6212,2392780
1171,5966,2385590,6212,2393590
1171,5966,2386590,6212,2394590
1172,5970,2387590,6212,2395590
1172,5970,2388060,6212,2396060
1172,5970,2388280,6212,2396280
1172,5970,2389280,6212,2397280
1172,5970,2390090,6212,2398090
1172,5970,2390090,6212,2398090
1172,5970,2390320,6212,2398320
1172,5970,2391320,6212,2399320
1172,5970,2392320,6212,2400320
1173,5971,2393320,6212,2401320
1173,5971,2394320,6212,2402320
1173,5971,2395320,6212,2403320
1173,5971,2396320,6212,2404320
1173,5971,2397320,6212,2405320
1173,5971,2398130,6212,2406130
1173,5971,2399130,6212,2407130
1173,5971,2399600,6212,2407600
1173,5971,2400070,6212,2408070
1173,5971,2401070,6212,2409070
1173,5971,2401070,6212,2409070
1173,5971,2401070,6212,2409070
1173,5971,2401720,6212,2409720
1173,5971,2402720,6212,2410720
1173,5971,2403190,6212,2411190
1173,5971,2404190,6212,2412190
1173,5971,2405190,6212,2413190
1173,5971,2405510,6212,2413510
1173,5971,2405740,6212,2413740
1173,5971,2406740,6212,2414740
1173,5971,2407740,6212,2415740
1174,5979,2407740,6212,2415740
1174,5979,2408740,6212,2416740
1174,5979,2409740,6212,2417740
1174,5979,2410550,6212,2418550
1175,5987,2411550,6212,2419550
1175,5987,2412550,6212,2420550
1175,5987,2413550,6212,2421550
1175,5987,2414550,6212,2422550
1175,5987,2415100,6212,2423100
1175,5987,2416100,6212,2424100
1175,5987,2417100,6212,2425100
1175,5987,2417570,6212,2425570
1175,5987,2417570,6212,2425570
1175,5987,2418570,6212,2426570
1175,5987,2419570,6212,2427570
1175,5987,2419570,6212,2427570
1175,5987,2419800,6212,2427800
1175,5987,2420800,6212,2428800
1175,5987,2420800,6212,2428800
1175,5987,2420800,6212,2428800
1175,5987,2421610,6212,2429610
1175,5987,2422610,6212,2430610
1175,5987,2423610,6212,2431610
1175,5987,2424260,6212,2432260
1175,5987,2424580,6212,2432580
1175,5987,2424580,6212,2432580
1175,5987,2425230,6212,2433230
1175,5987,2426040,6212,2434040
1175,5987,2426040,6212,2434040
1175,5987,2427040,6212,2435040
1175,5987,2427040,6212,2435040
1175,5987,2427200,6212,2435200
1175,5987,2428200,6212,2436200
1175,5987,2428200,6212,2436200
1175,5987,2428570,6212,2436570
1175,5987,2428570,6212,2436570
1176,5989,2429380,6212,2437380
1176,5989,2429380,6212,2437380
1176,5989,2429540,6212,2437540
1176,5989,2430540,6212,2438540
1176,5989,2431010,6212,2439010
1176,5989,2431490,6212,2439490
1176,5989,2432490,6212,2440490
1176,5989,2432810,6212,2440810
1176,5989,2433810,6212,2441810
1176,5989,2434130,6212,2442130
1176,5989,2434940,6212,2442940
1176,5989,2435940,6212,2443940
1176,5989,2436940,6212,2444940
1176,5989,2437940,6212,2445940
1176,5989,2438750,6212,2446750
1176,5989,2439750,6212,2447750
1176,5989,2440750,6212,2448750
1176,5989,2441560,6212,2449560
1176,5989,2442370,6212,2450370
1176,5989,2443180,6212,2451180
1176,5989,2444180,6212,2452180
1176,5989,2444770,6212,2452770
1177,5997,2445770,6212,2453770
1177,5997,2446770,6212,2454770
1177,5997,2447000,6212,2455000
1177,5997,2448000,6212,2456000
1177,5997,2448000,6212,2456000
1177,5997,2448000,6212,2456000
1177,5997,2448810,6212,2456810
1177,5997,2449810,6212,2457810
1177,5997,2450460,6212,2458460
1177,5997,2450930,6212,2458930
1177,5997,2451300,6212,2459300
1177,5997,2452110,6212,2460110
1177,5997,2452430,6212,2460430
1177,5997,2453430,6212,2461430
1177,5997,2454240,6212,2462240
1177,5997,2455240,6212,2463240
1177,5997,2456050,6212,2464050
1177,5997,2457050,6212,2465050
1177,5997,2457860,6212,2465860
1177,5997,2458180,6212,2466180
1177,5997,2459180,6212,2467180
1177,5997,2459500,6212,2467500
1177,5997,2460500,6212,2468500
1177,5997,2460500,6212,2468500
1178,6005,2460500,6212,2468500
1178,6005,2460820,6212,2468820
1178,6005,2461630,6212,2469630
1178,6005,2461950,6212,2469950
1178,6005,2462950,6212,2470950
1178,6005,2463950,6212,2471950
1178,6005,2464420,6212,2472420
1178,6005,2464420,6212,2472420
1178,6005,2465420,6212,2473420
1178,6005,2465890,6212,2473890
1178,6005,2466890,6212,2474890
1178,6005,2467890,6212,2475890
1178,6005,2468360,6212,2476360
1178,6005,2469360,6212,2477360
1178,6005,2469830,6212,2477830
1178,6005,2470830,6212,2478830
1178,6005,2471480,6212,2479480
1178,6005,2471950,6212,2479950
1178,6005,2472270,6212,2480270
1178,6005,2473270,6212,2481270
1178,6005,2474270,6212,2482270
1178,6005,2474430,6212,2482430
1178,6005,2475430,6212,2483430
1178,6005,2476430,6212,2484430
1178,6005,2477430,6212,2485430
1178,6005,2478240,6212,2486240
1178,6005,2478790,6212,2486790
1178,6005,2479790,6212,2487790
1178,6005,2480790,6212,2488790
1178,6005,2480790,6212,2488790
1178,6005,2481790,6212,2489790
1178,6005,2482790,6212,2490790
1178,6005,2483260,6212,2491260
1178,6005,2484070,6212,2492070
1178,6005,2484540,6212,2492540
1178,6005,2485350,6212,2493350
1179,6013,2485350,6212,2493350
1179,6013,2486350,6212,2494350
1179,6013,2487000,6212,2495000
1179,6013,2487810,6212,2495810
1179,6013,2488810,6212,2496810
1179,6013,2489620,6212,2497620
1179,6013,2490620,6212,2498620
1179,6013,2490940,6212,2498940
1179,6013,2491940,6212,2499940
1179,6013,2491940,6212,2499940
1179,6013,2492940,6212,2500940
1179,6013,2493940,6212,2501940
1179,6013,2494750,6212,2502750
1179,6013,2495070,6212,2503070
1179,6013,2496070,6212,2504070
1179,6013,2496880,6212,2504880
1179,6013,2497350,6212,2505350
1179,6013,2497820,6212,2505820
1179,6013,2498290,6212,2506290
1179,6013,2498290,6212,2506290
1179,6013,2499290,6212,2507290
1179,6013,2499760,6212,2507760
1179,6013,2500760,6212,2508760
1179,6013,2501230,6212,2509230
1179,6013,2502230,6212,2510230
1180,6021,2502700,6212,2510700
1180,6021,2502700,6212,2510700
1180,6021,2503250,6212,2511250
1180,6021,2504250,6212,2512250
1180,6021,2505250,6212,2513250
1180,6021,2506250,6212,2514250
1180,6021,2507250,6212,2515250
1180,6021,2507570,6212,2515570
1181,6029,2508570,6212,2516570
1181,6029,2508570,6212,2516570
1181,6029,2509030,6212,2517030
1181,6029,2509680,6212,2517680
1181,6029,2510680,6212,2518680
1181,6029,2511490,6212,2519490
1181,6029,2512300,6212,2520300
1181,6029,2512300,6212,2520300
1181,6029,2513300,6212,2521300
1181,6029,2514110,6212,2522110
1181,6029,2515110,6212,2523110
1181,6029,2516110,6212,2524110
1181,6029,2516920,6212,2524920
1181,6029,2517510,6212,2525510
1181,6029,2518510,6212,2526510
1181,6029,2519510,6212,2527510
1181,6029,2520320,6212,2528320
1181,6029,2521320,6212,2529320
1181,6029,2522320,6212,2530320
1181,6029,2523320,6212,2531320
1181,6029,2524130,6212,2532130
1181,6029,2525130,6212,2533130
1181,6029,2525590,6212,2533590
1181,6029,2526590,6212,2534590
1181,6029,2527400,6212,2535400
1181,6029,2528210,6212,2536210
1181,6029,2529210,6212,2537210
1181,6029,2529210,6212,2537210
1181,6029,2529210,6212,2537210
1181,6029,2530210,6212,2538210
1182,6037,2531210,6212,2539210
1182,6037,2532210,6212,2540210
1182,6037,2532680,6212,2540680
1182,6037,2533680,6212,2541680
1182,6037,2534680,6212,2542680
1183,6045,2534790,6212,2542790
1183,6045,2535790,6212,2543790
1183,6045,2536790,6212,2544790
1183,6045,2537790,6212,2545790
1183,6045,2538790,6212,2546790
1183,6045,2539790,6212,2547790
1183,6045,2540260,6212,2548260
1183,6045,2541260,6212,2549260
1183,6045,2542070,6212,2550070
1183,6045,2542440,6212,2550440
1183,6045,2542910,6212,2550910
1183,6045,2543370,6212,2551370
1183,6045,2543690,6212,2551690
1183,6045,2543690,6212,2551690
1183,6045,2543690,6212,2551690
1183,6045,2543850,6212,2551850
1183,6045,2543850,6212,2551850
1183,6045,2544850,6212,2552850
1183,6045,2545660,6212,2553660
1183,6045,2546660,6212,2554660
1183,6045,2547660,6212,2555660
1183,6045,2547660,6212,2555660
1183,6045,2548660,6212,2556660
1183,6045,2549130,6212,2557130
1183,6045,2550130,6212,2558130
1184,6053,2550600,6212,2558600
1184,6053,2550600,6212,2558600
1184,6053,2550600,6212,2558600
1184,6053,2551600,6212,2559600
1184,6053,2552070,6212,2560070
1184,6053,2552070,6212,2560070
1184,6053,2552300,6212,2560300
1184,6053,2553300,6212,2561300
1184,6053,2553300,6212,2561300
1184,6053,2554110,6212,2562110
1184,6053,2555110,6212,2563110
1184,6053,2555430,6212,2563430
1184,6053,2555900,6212,2563900
1184,6053,2556900,6212,2564900
1184,6053,2556900,6212,2564900
1184,6053,2557900,6212,2565900
1184,6053,2558450,6212,2566450
1184,6053,2558450,6212,2566450
1184,6053,2558450,6212,2566450
1184,6053,2558920,6212,2566920
1184,6053,2559920,6212,2567920
1184,6053,2559920,6212,2567920
1184,6053,2560920,6212,2568920
1184,6053,2561730,6212,2569730
1184,6053,2562540,6212,2570540
1184,6053,2562540,6212,2570540
1184,6053,2563540,6212,2571540
1184,6053,2564540,6212,2572540
1184,6053,2565010,6212,2573010
1184,6053,2566010,6212,2574010
1184,6053,2567010,6212,2575010
1184,6053,2567480,6212,2575480
1184,6053,2567480,6212,2575480
1184,6053,2567800,6212,2575800
1184,6053,2567800,6212,2575800
1184,6053,2567800,6212,2575800
1184,6053,2568610,6212,2576610
1184,6053,2569090,6212,2577090
1184,6053,2569320,6212,2577320
1184,6053,2570320,6212,2578320
1184,6053,2570320,6212,2578320
1184,6053,2571320,6212,2579320
1184,6053,2572320,6212,2580320
1184,6053,2572480,6212,2580480
1184,6053,2573480,6212,2581480
1184,6053,2573480,6212,2581480
1184,6053,2573940,6212,2581940
