ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2f4a-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_milli,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2f4a-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_ratio,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2f4a-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_q124,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2f4a-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_milli,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2f4a-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_ratio
1585533.23,33.69,4.66,249653.36,5.3
1585533.23,33.69,4.66,249630.58,5.3
1585161.29,33.68,4.66,249393.21,5.3
1584863.16,33.68,4.66,249343.84,5.3
1584568.56,33.68,4.65,249413.14,5.3
1584745.19,33.69,4.66,249417.99,5.3
1584447.06,33.69,4.66,250050.84,5.32
1584661.96,33.69,4.67,250466.84,5.33
1584808.63,33.7,4.67,250440.31,5.33
1584947.96,33.71,4.68,250860.76,5.34
1584838.06,33.71,4.68,250835.83,5.34
1584621.02,33.71,4.68,250830.08,5.34
1584317.08,33.71,4.69,250111.04,5.32
1585383.84,33.74,4.71,250875.4,5.34
1585166.79,33.74,4.71,250871.91,5.34
1584898.62,33.74,4.71,250870.65,5.34
1584505.49,33.74,4.7,250956.43,5.34
1584289.23,33.74,4.71,251073.94,5.35
1584072.18,33.74,4.71,250947.7,5.35
1584295.23,33.75,4.71,251656.07,5.36
1584309.69,33.75,4.71,251649.18,5.36
1584309.69,33.75,4.71,251658.74,5.36
1584011.56,33.75,4.72,251630.96,5.36
1583743.39,33.75,4.72,251629.7,5.36
1583633.49,33.76,4.72,251621.47,5.36
1583795.66,33.76,4.73,251609.41,5.36
1583580.17,33.76,4.73,251602.04,5.36
1583865.5,33.77,4.74,252125.58,5.38
1583567.37,33.77,4.74,253310.27,5.4
1583567.37,33.77,4.74,253383.42,5.4
1583351.88,33.78,4.74,253319.91,5.4
1582979.94,33.77,4.73,252958.89,5.4
1583063.49,33.78,4.74,252950.87,5.4
1582795.32,33.78,4.74,252951.32,5.4
1582685.42,33.78,4.74,252926.55,5.4
1582685.42,33.78,4.74,253004.63,5.4
1582387.29,33.78,4.75,252978.73,5.4
1582700.48,33.79,4.75,253600.53,5.41
1582432.31,33.79,4.75,253597.44,5.42
1582749.88,33.8,4.76,253620.14,5.42
1582896.56,33.81,4.77,253661.1,5.42
1582598.43,33.81,4.77,253654.75,5.42
1582844.04,33.82,4.78,253735.87,5.42
1582545.91,33.82,4.78,253706.02,5.42
1582330.42,33.82,4.78,253817.75,5.43
1582114.92,33.82,4.78,254068.44,5.43
1582129.38,33.82,4.78,254055.91,5.43
1581820.67,33.82,4.78,253977.34,5.43
1581603.63,33.83,4.78,254263.61,5.44
1581574.55,33.83,4.79,254441.78,5.44
1581526.28,33.83,4.79,254392.3,5.44
1581228.15,33.83,4.79,254367.57,5.44
1581533.94,33.84,4.8,254724.85,5.45
1581316.9,33.84,4.8,255008.34,5.46
1581018.77,33.84,4.8,254982.64,5.46
1580720.65,33.85,4.8,254952.67,5.46
1580422.52,33.85,4.8,254922.29,5.46
1580124.39,33.85,4.8,254897.51,5.46
1579856.22,33.85,4.8,254887.8,5.46
1579886.17,33.85,4.8,254900.05,5.46
1579588.04,33.85,4.8,255054.55,5.47
1578912.12,33.84,4.8,254336.14,5.45
1579127.02,33.85,4.8,254649.97,5.46
1579440.21,33.86,4.81,255265.23,5.47
1578873.91,33.86,4.81,255256.27,5.47
1578873.91,33.86,4.81,255216.87,5.47
1579236.85,33.88,4.83,255527.21,5.48
1578938.72,33.88,4.83,255573.72,5.48
1578828.83,33.88,4.83,255554.18,5.48
1578530.7,33.88,4.84,255517.62,5.48
1578530.7,33.88,4.84,255448.85,5.48
1578776.31,33.89,4.84,255469.03,5.48
1578560.04,33.89,4.84,255535.69,5.49
1578530.96,33.9,4.85,255713.86,5.49
1578530.96,33.9,4.85,255713.86,5.49
1578530.96,33.9,4.85,255779.11,5.49
1578677.64,33.9,4.85,255840.95,5.49
1578854.27,33.91,4.86,255845.24,5.5
1578854.27,33.91,4.86,255975.64,5.5
1578638.77,33.91,4.86,255980.9,5.5
1578340.64,33.92,4.86,256005.96,5.5
1578230.75,33.92,4.87,255999.8,5.5
1578120.86,33.92,4.87,255983.6,5.5
1577903.81,33.92,4.87,255977.86,5.5
1577605.43,33.93,4.87,255907.93,5.5
1577307.3,33.93,4.87,255954.13,5.51
1577039.13,33.93,4.88,255958.65,5.51
1576822.08,33.93,4.88,255952.91,5.51
1576977.15,33.94,4.88,256006.74,5.51
1576678.25,33.94,4.88,255919.09,5.51
1576799.49,33.94,4.89,255893.94,5.51
1576976.12,33.95,4.9,255898.79,5.51
1576677.99,33.95,4.9,255877.28,5.51
1576650.46,33.96,4.9,255973.41,5.51
1576352.33,33.96,4.9,255941.22,5.51
1576352.33,33.96,4.9,255920.19,5.51
1575800.24,33.95,4.9,255424.71,5.5
1575532.07,33.95,4.9,255423.45,5.5
1575263.89,33.96,4.9,255420.37,5.51
1575234.81,33.96,4.91,255507.75,5.51
1574966.64,33.96,4.91,255510.08,5.51
1575074.2,33.97,4.91,255818.04,5.52
1574334.59,33.96,4.9,255048.33,5.5
1574448.09,33.97,4.91,255043.65,5.5
1574149.96,33.97,4.91,255013.25,5.5
1574120.88,33.97,4.92,255375.9,5.51
1573822.76,33.97,4.92,255349.37,5.51
1573822.76,33.97,4.92,255323.24,5.51
1573822.76,33.97,4.92,255317.44,5.51
1573822.76,33.97,4.92,255381.64,5.51
1573969.43,33.98,4.92,255400.53,5.51
1573564.63,33.98,4.92,255109.06,5.51
1573727.21,33.98,4.93,255047.73,5.51
1573510.17,33.99,4.93,254986.29,5.51
1573510.17,33.99,4.93,255107.81,5.51
1573510.17,33.99,4.93,255149.11,5.51
1573138.23,33.98,4.92,254911.74,5.51
1573028.34,33.99,4.93,254843.86,5.51
1572760.17,33.99,4.93,254842.93,5.51
1572543.12,33.99,4.93,254781.49,5.51
1572919.67,34.0,4.94,254802.18,5.51
1572621.54,34.0,4.94,254779.78,5.51
1572621.54,34.0,4.94,254672.19,5.51
1572904.2,34.01,4.95,254733.6,5.51
1573080.83,34.02,4.95,254737.9,5.51
1573465.07,34.03,4.96,255115.3,5.52
1573249.57,34.03,4.96,255120.56,5.52
1573062.08,34.03,4.97,255010.01,5.52
1572956.19,34.03,4.97,254573.62,5.51
1572739.14,34.04,4.97,254568.32,5.51
1572758.47,34.04,4.98,254538.37,5.51
1572758.47,34.04,4.98,254538.37,5.51
1572460.34,34.04,4.98,254515.97,5.51
1572466.54,34.04,4.98,254530.01,5.51
1572198.37,34.04,4.98,254532.34,5.51
1571915.74,34.05,4.98,254514.91,5.51
1571647.56,34.05,4.98,254519.43,5.51
1571647.56,34.05,4.98,254636.87,5.52
1571349.43,34.05,4.98,254610.98,5.52
1571051.31,34.05,4.98,254582.64,5.52
1571051.31,34.05,4.98,254633.64,5.52
1570752.4,34.05,4.98,254672.87,5.52
1570428.84,34.05,4.99,254641.94,5.52
1570204.65,34.05,4.98,254494.24,5.52
1569906.52,34.05,4.98,254454.36,5.52
1569796.63,34.05,4.99,254432.81,5.52
1569309.34,34.05,4.98,253902.75,5.51
1569172.23,34.05,4.98,253723.15,5.51
1567982.04,34.05,4.99,253722.41,5.51
1567713.87,34.05,4.99,253719.98,5.51
1567713.87,34.05,4.99,253802.64,5.51
1567772.97,34.06,4.99,253803.99,5.51
1567557.47,34.06,5.0,253740.55,5.51
1567557.47,34.06,5.0,253714.92,5.51
1567561.35,34.06,5.0,254156.19,5.52
1567682.13,34.07,5.0,254121.57,5.52
1567465.09,34.07,5.0,254116.2,5.52
1567465.09,34.07,5.0,253951.31,5.52
1567496.56,34.08,5.01,254370.93,5.53
1567198.43,34.08,5.01,254345.83,5.53
1567336.71,34.08,5.02,254251.12,5.53
1567038.58,34.09,5.02,254316.81,5.53
1566823.09,34.09,5.02,254307.84,5.53
1566985.26,34.1,5.03,254295.78,5.53
1566769.77,34.1,5.03,254232.27,5.53
1566552.72,34.1,5.03,254226.98,5.53
1566767.62,34.11,5.04,254505.33,5.54
1567093.19,34.12,5.04,254453.21,5.54
1566983.29,34.12,5.05,254440.04,5.54
1566687.49,34.12,5.05,254661.81,5.55
1566834.16,34.13,5.06,254637.74,5.55
1567049.06,34.14,5.06,255055.41,5.56
1566750.93,34.14,5.06,255114.58,5.56
1566750.93,34.14,5.06,255092.94,5.56
1566971.1,34.15,5.07,255125.45,5.56
1566891.16,34.15,5.08,255134.4,5.56
1566733.2,34.15,5.07,254873.05,5.56
1566597.87,34.15,5.08,254852.5,5.56
1566299.74,34.15,5.08,254831.61,5.56
1566454.81,34.16,5.08,254857.67,5.56
1566454.81,34.16,5.08,255469.26,5.57
1566156.68,34.16,5.09,255603.35,5.57
1566264.24,34.17,5.09,255845.03,5.58
1565996.07,34.17,5.09,255849.55,5.58
1565888.5,34.17,5.1,255899.24,5.58
1565590.37,34.17,5.1,255868.86,5.58
1565755.9,34.18,5.1,258088.9,5.63
1565538.85,34.18,5.1,257996.4,5.63
1565538.85,34.18,5.1,257997.02,5.63
1565538.85,34.18,5.1,257985.63,5.63
1565240.73,34.18,5.1,257970.81,5.63
1565273.74,34.19,5.11,259529.55,5.67
1564975.61,34.19,5.11,259504.96,5.67
1564677.49,34.19,5.11,259540.72,5.67
1564436.43,34.19,5.11,259607.74,5.67
1564138.3,34.19,5.11,259576.31,5.67
1563921.26,34.19,5.12,259595.4,5.68
1563921.26,34.19,5.12,259566.43,5.68
1564067.93,34.2,5.12,259548.62,5.68
1563769.8,34.2,5.12,259571.06,5.68
1561414.74,34.21,5.13,259520.52,5.69
1561116.61,34.21,5.13,259492.41,5.69
1561116.61,34.21,5.13,259492.41,5.69
1561132.1,34.21,5.13,259484.58,5.69
1561081.03,34.21,5.14,259470.23,5.69
1560782.9,34.21,5.14,259443.41,5.69
1560782.9,34.21,5.14,259404.38,5.69
1560514.73,34.21,5.14,259408.9,5.69
1560514.73,34.21,5.14,259432.24,5.69
1560216.6,34.22,5.14,259537.41,5.69
1559948.43,34.22,5.14,259536.48,5.69
1560194.04,34.22,5.15,259508.23,5.69
1560541.22,34.23,5.16,259493.68,5.69
1560243.09,34.23,5.16,259996.05,5.7
1560129.26,34.23,5.16,259824.57,5.7
1559861.09,34.24,5.16,259829.09,5.7
1560075.98,34.24,5.17,260057.03,5.71
1559519.18,34.24,5.16,259468.54,5.7
1559519.18,34.24,5.16,259507.55,5.7
1559269.47,34.24,5.16,259556.85,5.7
1559052.43,34.24,5.16,259681.15,5.7
1559052.43,34.24,5.16,259578.25,5.7
1558754.3,34.24,5.16,259609.01,5.7
1558456.17,34.24,5.17,259588.29,5.7
1558173.54,34.25,5.17,259571.52,5.7
1558499.11,34.25,5.18,259443.73,5.7
1558200.98,34.26,5.18,259418.74,5.7
1558091.08,34.26,5.18,259397.6,5.7
1558305.98,34.27,5.19,259814.38,5.71
1558452.65,34.27,5.2,259788.96,5.71
1558237.16,34.28,5.2,259725.45,5.71
1558020.12,34.28,5.2,259651.39,5.71
1558049.26,34.29,5.2,259680.45,5.71
1557833.77,34.29,5.2,259617.38,5.71
1557535.64,34.29,5.2,259589.7,5.71
1557506.56,34.29,5.21,259744.69,5.72
1557291.06,34.3,5.21,259671.99,5.72
1557526.86,34.31,5.22,259763.12,5.72
1557834.21,34.31,5.23,259823.39,5.72
1557536.08,34.32,5.23,259797.61,5.72
1557613.03,34.32,5.24,259625.73,5.72
1557317.23,34.33,5.24,259588.85,5.72
1556973.91,34.33,5.24,259676.48,5.72
1557081.47,34.33,5.24,259984.62,5.73
1557228.14,34.34,5.25,259958.09,5.73
1556932.34,34.34,5.25,259924.84,5.73
1556638.73,34.34,5.25,259920.38,5.73
1556609.65,34.35,5.26,260050.95,5.74
1556394.16,34.35,5.26,260043.59,5.74
1556096.03,34.35,5.26,260018.26,5.74
1555986.14,34.36,5.26,259994.7,5.74
1556141.2,34.36,5.27,259975.82,5.74
1555967.8,34.37,5.28,263176.29,5.81
1555669.67,34.37,5.28,263205.22,5.81
1555816.35,34.37,5.28,263233.73,5.82
1555508.41,34.37,5.28,263195.77,5.82
1554951.6,34.37,5.28,262664.23,5.81
1554922.53,34.37,5.28,263400.41,5.82
1554624.4,34.37,5.28,263378.99,5.82
1554624.4,34.37,5.28,263442.81,5.83
1555189.41,34.39,5.3,264599.27,5.85
1555081.84,34.4,5.31,264618.66,5.85
1554584.83,34.4,5.3,264379.83,5.85
1554584.83,34.4,5.3,264350.14,5.85
1554367.79,34.4,5.31,264865.41,5.86
1554069.66,34.4,5.31,264864.42,5.86
1553771.53,34.4,5.31,264988.65,5.87
1553918.21,34.41,5.31,265039.93,5.87
1553610.27,34.41,5.32,265120.51,5.87
1553070.5,34.4,5.31,264633.04,5.86
1553178.06,34.41,5.32,264885.65,5.87
1553324.74,34.42,5.32,264873.71,5.87
1553570.35,34.42,5.33,264856.46,5.87
1554263.57,34.45,5.35,265314.1,5.88
1553965.44,34.45,5.35,265289.01,5.88
1553667.31,34.45,5.36,265286.36,5.88
1553667.31,34.45,5.36,265247.34,5.88
1553813.99,34.46,5.36,265301.25,5.88
1553813.99,34.46,5.36,265323.32,5.88
1553440.03,34.46,5.36,265035.92,5.88
1553141.9,34.46,5.36,265087.39,5.88
1553006.57,34.46,5.37,265070.7,5.88
1552776.33,34.46,5.37,265118.19,5.88
1552478.2,34.46,5.37,265093.67,5.88
1552180.07,34.46,5.37,265063.29,5.89
1552329.07,34.47,5.38,265405.21,5.89
1552030.94,34.47,5.38,265377.9,5.89
1552306.51,34.48,5.39,265380.36,5.89
1552065.45,34.48,5.39,265386.91,5.9
1551767.32,34.48,5.39,265368.74,5.9
1551767.32,34.48,5.39,265320.7,5.9
1551914.0,34.49,5.4,265294.53,5.9
1551834.06,34.5,5.4,265303.48,5.9
1551849.55,34.5,5.4,266804.89,5.93
1551541.61,34.5,5.41,266770.33,5.93
1551758.05,34.5,5.41,266841.29,5.93
1552133.05,34.51,5.42,267448.31,5.95
1552282.05,34.52,5.43,267429.46,5.95
1552282.05,34.52,5.43,267338.26,5.95
1551983.92,34.52,5.43,267314.76,5.95
1552206.97,34.53,5.44,268109.95,5.96
1552353.64,34.54,5.45,268083.78,5.96
1552055.51,34.54,5.45,268100.48,5.97
1552210.58,34.55,5.45,268106.68,5.97
1552100.69,34.55,5.46,268090.97,5.97
1552100.69,34.55,5.46,268187.2,5.97
1551802.56,34.55,5.46,268158.69,5.97
1551504.43,34.55,5.46,268132.95,5.97
1551287.39,34.55,5.46,268127.65,5.97
1551019.22,34.56,5.46,268126.73,5.97
1550721.09,34.56,5.46,268104.74,5.97
1550934.13,34.56,5.47,267975.81,5.97
1550934.13,34.56,5.47,268015.31,5.97
1551080.8,34.57,5.48,267989.78,5.97
1551095.27,34.57,5.48,267982.9,5.97
1550959.94,34.57,5.48,267956.3,5.97
1551797.12,34.6,5.51,269430.6,6.01
1551498.99,34.6,5.51,270214.53,6.03
1551389.1,34.6,5.51,270194.57,6.03
1551603.99,34.61,5.52,270508.4,6.03
1551498.1,34.62,5.52,270072.0,6.03
1551281.06,34.62,5.52,270471.03,6.04
1550982.93,34.62,5.52,270443.25,6.04
1551092.04,34.63,5.53,270439.23,6.04
1550823.87,34.63,5.53,270436.25,6.04
1550823.87,34.63,5.53,270418.0,6.04
1550528.06,34.63,5.53,270387.26,6.04
1550311.02,34.63,5.54,270782.36,6.05
1550093.98,34.64,5.54,270776.61,6.05
1549869.79,34.63,5.53,270643.25,6.05
1550177.13,34.64,5.54,271093.76,6.06
1549908.96,34.65,5.54,271094.2,6.06
1549585.4,34.65,5.54,271066.03,6.06
1549277.46,34.65,5.55,271029.57,6.06
1548979.33,34.65,5.55,270762.36,6.06
1548951.8,34.65,5.55,270755.91,6.06
1548951.8,34.65,5.55,270840.12,6.06
1549270.81,34.66,5.56,271654.11,6.08
1548972.68,34.67,5.56,271697.89,6.08
1548649.12,34.67,5.56,271723.65,6.08
1548894.73,34.67,5.57,271695.79,6.08
1548596.6,34.67,5.57,271671.21,6.08
1548743.28,34.68,5.58,271651.34,6.08
1548414.62,34.68,5.58,271058.97,6.07
1548138.29,34.68,5.58,270767.55,6.06
1548138.29,34.68,5.58,270838.87,6.07
1548138.29,34.68,5.58,270817.32,6.07
1548138.29,34.68,5.58,270817.32,6.07
1547814.72,34.68,5.58,270785.72,6.07
1547509.11,34.68,5.58,270728.37,6.07
1546957.02,34.67,5.57,270232.89,6.06
1546957.02,34.67,5.57,270232.89,6.06
1546927.94,34.68,5.58,270395.4,6.06
1546927.94,34.68,5.58,270395.4,6.06
1547074.61,34.68,5.58,270571.63,6.07
1547074.61,34.68,5.58,270545.79,6.07
1546766.67,34.69,5.58,270522.89,6.07
1546549.63,34.69,5.59,270448.83,6.07
1546549.63,34.69,5.59,270448.83,6.07
1546439.73,34.69,5.59,270501.55,6.07
1546599.45,34.7,5.6,270773.03,6.08
1546331.28,34.7,5.6,270777.55,6.08
1546010.21,34.7,5.6,270493.2,6.07
1546255.81,34.71,5.6,270467.23,6.07
1546255.81,34.71,5.6,270445.59,6.07
1546040.32,34.71,5.61,270382.53,6.07
1545742.19,34.71,5.61,270359.32,6.07
1545443.29,34.71,5.61,269983.84,6.06
1545175.12,34.71,5.61,269984.29,6.07
1545286.09,34.72,5.62,269949.66,6.07
1545286.09,34.72,5.62,270017.86,6.07
1544978.15,34.72,5.62,269988.7,6.07
1544680.02,34.72,5.62,269958.27,6.07
1544680.02,34.72,5.62,271015.65,6.09
1544684.67,34.72,5.62,272061.84,6.12
1544805.46,34.73,5.63,271999.62,6.11
1544537.29,34.73,5.63,271998.37,6.12
1544161.56,34.73,5.63,271766.1,6.11
1543863.43,34.73,5.63,271739.82,6.11
1543670.78,34.73,5.63,271543.27,6.11
1544020.42,34.74,5.64,270596.85,6.09
1543722.29,34.74,5.64,271378.12,6.11
1543805.84,34.75,5.65,271406.31,6.11
1543507.72,34.75,5.65,271835.97,6.12
1543209.59,34.75,5.65,271815.27,6.12
1542992.54,34.75,5.65,271753.83,6.12
1542775.5,34.76,5.65,271650.55,6.12
1542479.7,34.76,5.65,271649.28,6.12
1542725.31,34.77,5.66,271625.01,6.12
1542725.31,34.77,5.66,271625.01,6.12
1542886.34,34.77,5.67,272280.76,6.14
1542886.34,34.77,5.67,272269.68,6.14
1542886.34,34.77,5.67,272224.43,6.14
1542886.34,34.77,5.67,272263.31,6.14
1542514.4,34.77,5.66,271875.47,6.13
1542246.23,34.77,5.66,271879.98,6.13
1542136.34,34.77,5.67,271907.13,6.13
1542136.34,34.77,5.67,271881.5,6.13
1542381.95,34.78,5.67,271859.29,6.13
1542164.9,34.79,5.68,271854.0,6.13
1541896.73,34.79,5.68,271844.29,6.13
1541598.6,34.79,5.68,271811.44,6.13
1541955.22,34.8,5.7,271961.8,6.14
1541926.14,34.81,5.7,272049.18,6.14
1541628.01,34.81,5.7,272020.67,6.14
1541410.97,34.81,5.7,272015.3,6.14
1541180.1,34.82,5.7,271942.29,6.14
1540881.97,34.82,5.71,271933.84,6.14
1540613.8,34.82,5.71,271934.28,6.15
1540811.72,34.83,5.72,272433.73,6.16
1540784.19,34.83,5.72,272529.86,6.16
1540784.19,34.83,5.72,272513.06,6.16
1540486.06,34.84,5.72,272570.71,6.16
1540486.06,34.84,5.72,272511.86,6.16
1540187.93,34.84,5.72,272539.64,6.16
1539889.8,34.84,5.72,272463.5,6.16
1539918.95,34.84,5.73,272647.85,6.17
1539918.95,34.84,5.73,273176.35,6.18
1539620.82,34.84,5.73,273148.24,6.18
1539322.69,34.85,5.73,273189.72,6.18
1539352.64,34.85,5.73,273201.96,6.18
1538878.86,34.84,5.73,272585.07,6.17
1538878.86,34.84,5.73,272562.0,6.17
1538570.92,34.84,5.73,272526.15,6.17
1538381.96,34.84,5.73,272282.52,6.17
1538083.83,34.84,5.73,272254.63,6.17
1537866.79,34.85,5.73,272180.57,6.17
1535511.72,34.86,5.74,272130.03,6.18
1535243.55,34.86,5.74,272114.89,6.18
1535275.01,34.86,5.75,272093.18,6.18
1534976.88,34.86,5.75,272056.61,6.18
1534991.34,34.86,5.75,272043.86,6.18
1534706.26,34.87,5.75,271804.64,6.17
1534408.13,34.87,5.75,271750.6,6.18
1534110.0,34.87,5.75,271726.01,6.18
1533893.73,34.87,5.75,271710.39,6.18
1533893.73,34.87,5.75,271674.44,6.18
1533864.65,34.88,5.76,272080.19,6.19
1533649.16,34.88,5.76,272072.82,6.19
1533351.03,34.88,5.76,272079.55,6.19
1533082.86,34.88,5.76,272081.88,6.19
1533304.48,34.89,5.77,272080.25,6.19
1533451.15,34.9,5.78,272048.03,6.19
1533152.25,34.9,5.78,271944.74,6.19
1533069.24,34.9,5.78,271910.15,6.19
1533128.33,34.91,5.79,271911.49,6.19
1533435.68,34.92,5.8,272239.29,6.2
1533218.64,34.92,5.8,272243.43,6.2
1533001.59,34.92,5.8,272636.49,6.21
1533253.04,34.93,5.81,272629.01,6.21
1532937.95,34.93,5.8,272441.6,6.21
1532639.82,34.93,5.8,272405.29,6.21
1532723.37,34.93,5.81,272352.32,6.21
1532643.43,34.94,5.82,272358.89,6.21
1532643.43,34.94,5.82,272993.33,6.22
1532406.89,34.94,5.82,277624.04,6.33
1533416.26,34.97,5.85,277725.77,6.33
1533199.22,34.98,5.85,277664.33,6.33
1533089.33,34.98,5.85,277619.44,6.33
1532872.28,34.98,5.86,277558.0,6.33
1532656.79,34.99,5.86,277494.94,6.33
1532358.66,34.99,5.86,277425.96,6.33
1532009.0,34.98,5.85,277052.79,6.33
1531710.88,34.99,5.86,277016.48,6.33
1531428.24,34.99,5.86,277005.09,6.33
1531130.11,34.99,5.86,277013.85,6.33
1531276.79,35.0,5.87,277056.93,6.33
1530977.89,35.0,5.87,277023.47,6.33
1530760.84,35.0,5.87,277017.93,6.33
1530462.72,35.0,5.87,276976.37,6.33
1530462.72,35.0,5.87,276863.28,6.33
1530164.59,35.0,5.87,276895.52,6.33
1530054.69,35.01,5.87,276937.5,6.34
1529755.79,35.01,5.88,276910.89,6.34
1529675.85,35.01,5.88,276919.84,6.34
1529565.96,35.02,5.88,276908.81,6.34
1529565.96,35.02,5.88,276879.26,6.34
1529348.91,35.02,5.89,276873.71,6.34
1529050.79,35.02,5.89,276925.95,6.34
1529158.35,35.03,5.89,277733.5,6.36
1528860.22,35.03,5.89,277742.91,6.36
1528672.73,35.03,5.9,277632.36,6.36
1528300.79,35.03,5.89,277785.59,6.37
1528606.58,35.04,5.9,278302.76,6.38
1528914.35,35.05,5.91,279003.48,6.4
1528616.22,35.05,5.91,278981.97,6.4
1528308.28,35.05,5.91,278945.4,6.4
1527800.66,35.04,5.91,278787.03,6.39
1527583.61,35.05,5.91,278781.74,6.4
1527473.72,35.05,5.91,278759.93,6.4
1527473.72,35.05,5.91,278863.5,6.4
1527256.68,35.05,5.91,278789.44,6.4
1527285.82,35.06,5.92,278937.44,6.4
1527289.69,35.06,5.92,279481.44,6.42
1527289.69,35.06,5.92,279481.44,6.42
1526917.75,35.05,5.91,278975.0,6.4
1527102.77,35.06,5.92,278975.49,6.41
1527348.38,35.07,5.93,279014.26,6.41
1527050.26,35.07,5.93,278999.1,6.41
1527021.18,35.08,5.93,279157.06,6.41
1526804.13,35.08,5.94,279176.15,6.41
1526980.76,35.09,5.94,279181.0,6.42
1526618.65,35.09,5.94,278832.04,6.41
1526647.79,35.09,5.95,278966.16,6.41
1526430.75,35.1,5.95,278904.72,6.41
1526132.62,35.1,5.95,278868.41,6.41
1525836.82,35.1,5.95,278910.57,6.42
1525726.92,35.1,5.96,278897.4,6.42
1525617.03,35.11,5.96,278878.32,6.42
1525399.99,35.11,5.96,278897.61,6.42
1525182.94,35.11,5.96,279414.69,6.43
1525107.51,35.11,5.96,279446.53,6.43
1524839.34,35.12,5.97,279439.1,6.44
1524541.21,35.12,5.97,279410.59,6.44
1524258.58,35.12,5.97,279399.2,6.44
1524258.58,35.12,5.97,279392.89,6.44
1523960.45,35.12,5.97,279439.38,6.44
1523660.52,35.12,5.97,279433.84,6.44
1523631.44,35.13,5.98,279610.04,6.45
1523333.31,35.13,5.98,279557.66,6.45
1523035.18,35.13,5.98,279533.86,6.45
1522898.54,35.13,5.98,279403.46,6.44
1522604.29,35.13,5.98,279061.77,6.44
1522498.91,35.13,5.98,279073.04,6.44
1522230.74,35.13,5.98,279065.61,6.44
1522230.74,35.13,5.98,279039.99,6.44
1521931.84,35.14,5.99,279421.53,6.45
1521633.71,35.14,5.99,279375.65,6.45
1521333.77,35.14,5.99,279370.35,6.45
1521035.64,35.14,5.99,279367.73,6.45
1521035.64,35.14,5.99,279298.41,6.45
1521281.25,35.15,6.0,279320.97,6.45
1521526.86,35.16,6.01,279374.76,6.46
1521228.73,35.16,6.01,279349.06,6.46
1521228.73,35.16,6.01,279359.19,6.46
1521228.73,35.16,6.01,279518.31,6.46
1521033.85,35.15,6.0,279404.21,6.46
1521117.4,35.16,6.01,279369.48,6.46
1520819.27,35.16,6.01,279573.8,6.46
1520521.14,35.16,6.01,279603.98,6.47
1520492.06,35.17,6.02,280153.58,6.48
1520521.2,35.18,6.02,280197.28,6.48
1521699.87,35.21,6.06,282020.0,6.53
1521619.93,35.21,6.06,282028.95,6.53
1521649.89,35.21,6.06,282041.2,6.53
1521341.17,35.21,6.06,281976.68,6.53
1521043.05,35.22,6.07,281939.51,6.53
1521903.37,35.24,6.09,282435.68,6.54
1521793.47,35.24,6.09,282415.52,6.54
1521793.47,35.24,6.09,282375.38,6.54
1522111.05,35.25,6.1,282353.17,6.54
1521812.92,35.25,6.1,282331.58,6.54
1521812.92,35.25,6.1,282456.59,6.54
1521695.54,35.26,6.11,282439.98,6.54
1521397.41,35.26,6.11,282409.58,6.55
1521604.15,35.27,6.12,283005.23,6.56
1521547.37,35.27,6.12,282993.72,6.56
1521518.29,35.28,6.12,283151.68,6.56
1521408.4,35.28,6.13,283116.08,6.57
1521379.32,35.29,6.13,283274.04,6.57
1521071.38,35.29,6.13,283249.52,6.57
1520773.25,35.29,6.14,283150.27,6.57
1520475.12,35.29,6.14,283125.17,6.57
1520177.0,35.29,6.14,283483.33,6.58
1519894.36,35.29,6.14,283471.75,6.58
1519596.23,35.29,6.14,283446.56,6.58
1519438.27,35.29,6.14,283307.49,6.58
1519328.38,35.3,6.14,283754.48,6.59
1519023.53,35.3,6.14,283633.31,6.59
1519246.58,35.31,6.15,284704.25,6.62
1518948.45,35.31,6.15,284756.17,6.62
1518640.51,35.31,6.15,285096.25,6.63
1518316.95,35.31,6.16,285072.63,6.63
1518420.64,35.32,6.16,285067.95,6.63
1518152.47,35.32,6.17,285067.02,6.63
1518042.57,35.32,6.17,285101.27,6.63
1517744.44,35.32,6.17,285076.75,6.63
1517602.47,35.32,6.17,284972.07,6.63
1517602.47,35.32,6.17,285692.66,6.65
1517850.41,35.33,6.18,286382.32,6.67
1517742.84,35.34,6.18,286367.29,6.67
1517460.85,35.34,6.18,287480.45,6.69
1517706.46,35.35,6.19,287504.03,6.7
1517484.81,35.34,6.19,287220.16,6.69
1517260.62,35.34,6.19,287071.0,6.69
1517260.62,35.34,6.19,287052.89,6.69
1517260.62,35.34,6.19,287029.14,6.69
1518149.37,35.37,6.21,288536.91,6.72
1518149.37,35.37,6.21,288513.16,6.72
1517933.87,35.37,6.21,288628.33,6.73
