ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_15ca-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_15ca-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_ratio,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_15ca-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_q124,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_15ca-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-bellman_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_15ca-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-bellman_ratio
1179351.88,18.99,0.4,217986.95,3.51
1179597.01,19.0,0.41,217806.28,3.51
1180356.69,19.01,0.42,218128.08,3.51
1179834.8,19.0,0.42,217563.72,3.5
1183041.72,19.05,0.47,220611.51,3.55
1183303.71,19.06,0.47,220706.85,3.56
1182836.95,19.06,0.47,219771.82,3.54
1182399.74,19.05,0.47,219238.25,3.53
1182644.87,19.06,0.47,219057.58,3.53
1182477.84,19.06,0.47,219234.31,3.53
1185684.76,19.11,0.53,222282.09,3.58
1185929.88,19.12,0.53,222090.29,3.58
1187463.12,19.15,0.56,223155.26,3.6
1186751.23,19.14,0.55,222400.9,3.59
1187013.14,19.14,0.56,222180.09,3.58
1187774.21,19.16,0.57,222704.05,3.59
1188019.34,19.16,0.58,222523.38,3.59
1191226.26,19.22,0.63,225571.16,3.64
1190704.37,19.21,0.62,225017.94,3.63
1190949.49,19.22,0.63,224837.27,3.63
1190663.05,19.21,0.63,224520.44,3.62
1190124.38,19.21,0.62,223996.23,3.62
1190386.29,19.21,0.63,223775.41,3.61
1191112.61,19.23,0.64,223811.69,3.61
1191135.27,19.23,0.64,224057.74,3.62
1191894.95,19.24,0.66,224379.54,3.62
1192667.12,19.26,0.67,224920.55,3.63
1192912.25,19.26,0.68,224728.75,3.63
1192690.98,19.26,0.67,224577.82,3.63
1193282.37,19.27,0.68,224679.75,3.63
1194815.61,19.3,0.71,225744.72,3.65
1195060.74,19.3,0.72,225564.05,3.64
1195305.87,19.31,0.72,225383.38,3.64
1195534.21,19.32,0.73,225129.0,3.64
1198741.13,19.37,0.78,228176.79,3.69
1198986.26,19.38,0.79,227984.98,3.68
1199580.68,19.39,0.8,228346.59,3.69
1200891.51,19.41,0.82,229642.16,3.71
1201136.64,19.42,0.83,229461.49,3.71
1200424.75,19.41,0.82,228707.13,3.7
1201184.44,19.42,0.84,229028.93,3.7
1200662.55,19.42,0.83,228464.57,3.69
1200566.89,19.42,0.83,228272.54,3.69
1200812.01,19.42,0.84,228080.74,3.69
1200716.35,19.42,0.84,227888.71,3.69
1200177.68,19.42,0.83,227364.5,3.68
1200422.81,19.42,0.84,227183.83,3.68
1201956.05,19.45,0.86,228248.8,3.69
1203098.94,19.47,0.88,229119.81,3.71
1203632.18,19.48,0.89,229184.78,3.71
1204943.01,19.5,0.92,230480.35,3.73
1204421.12,19.5,0.91,229927.13,3.72
1203899.23,19.49,0.91,229362.77,3.71
1204169.32,19.5,0.91,229353.46,3.71
1204245.22,19.5,0.92,230270.98,3.73
1203727.06,19.5,0.91,229774.02,3.72
1203101.4,19.49,0.9,229051.99,3.71
1203692.79,19.5,0.92,229153.92,3.71
1203325.68,19.5,0.91,229257.38,3.71
1203677.05,19.5,0.92,229545.72,3.72
1203155.16,19.5,0.91,228981.37,3.71
1204298.06,19.52,0.93,229852.38,3.72
1205831.29,19.54,0.96,230917.35,3.74
1205205.63,19.53,0.95,230195.32,3.73
1204510.53,19.53,0.94,229514.67,3.72
1204343.49,19.53,0.94,229437.52,3.72
1203821.6,19.52,0.93,228884.3,3.71
1204547.92,19.53,0.95,228920.58,3.71
1204026.04,19.53,0.94,228356.22,3.7
1204559.27,19.54,0.95,228421.2,3.71
1206690.29,19.57,0.99,229551.46,3.72
1206168.4,19.57,0.98,228998.23,3.72
1205548.94,19.56,0.98,228420.08,3.71
1206077.92,19.57,0.99,228480.79,3.71
1206323.05,19.58,0.99,228288.99,3.71
1207633.88,19.6,1.02,229584.55,3.73
1207650.79,19.61,1.02,229823.24,3.73
1207128.91,19.6,1.01,229258.89,3.72
1206503.24,19.59,1.01,228536.86,3.71
1207275.41,19.61,1.02,229077.87,3.72
1207520.54,19.61,1.03,228886.07,3.72
1208280.23,19.63,1.04,229207.87,3.72
1208542.13,19.63,1.05,228987.05,3.72
1208804.04,19.64,1.06,228766.24,3.72
1209049.17,19.65,1.06,228585.57,3.71
1209294.3,19.66,1.07,228404.89,3.71
1208776.14,19.65,1.07,227907.94,3.7
1208254.25,19.64,1.06,227354.71,3.7
1208845.65,19.66,1.07,227456.64,3.7
1209136.71,19.66,1.08,227510.6,3.7
1209440.32,19.67,1.08,228407.87,3.71
1209685.44,19.67,1.09,228227.2,3.71
1209930.57,19.68,1.1,228046.53,3.71
1210192.48,19.69,1.1,227825.71,3.71
1210437.61,19.7,1.11,227645.04,3.7
1210126.95,19.69,1.11,227451.29,3.7
1209415.06,19.68,1.1,226708.06,3.69
1209660.19,19.69,1.11,226527.39,3.69
1209736.09,19.7,1.11,227444.91,3.7
1210269.33,19.71,1.12,227509.88,3.7
1210182.13,19.71,1.12,227326.32,3.7
1210015.1,19.71,1.12,227321.84,3.7
1211137.6,19.73,1.15,227443.59,3.71
1210408.93,19.72,1.14,226729.37,3.69
1210313.27,19.72,1.14,226537.35,3.69
1210389.17,19.73,1.14,227454.87,3.71
1210212.72,19.72,1.14,227248.04,3.7
1210804.12,19.74,1.15,227349.97,3.71
1211395.52,19.75,1.16,227451.9,3.71
1212518.02,19.77,1.18,227573.64,3.71
1212422.35,19.77,1.19,227381.62,3.71
1213182.04,19.78,1.2,227703.41,3.71
1213427.17,19.79,1.21,227511.61,3.71
1213339.97,19.79,1.21,227328.05,3.71
1213170.36,19.79,1.21,227337.23,3.71
1212174.62,19.78,1.19,226339.88,3.69
1212078.96,19.78,1.19,226147.85,3.69
1212430.33,19.78,1.2,226073.16,3.69
1211701.66,19.78,1.19,225358.95,3.68
1210989.77,19.77,1.18,224604.6,3.67
1210830.22,19.77,1.18,224605.68,3.67
1211092.13,19.78,1.19,224384.87,3.66
1210996.47,19.78,1.19,224192.84,3.66
1210980.02,19.78,1.19,224146.01,3.66
1211513.26,19.79,1.2,224210.99,3.66
1211741.61,19.8,1.21,223956.61,3.66
1211219.72,19.79,1.21,223392.25,3.65
1211464.85,19.8,1.21,223211.58,3.65
1214351.13,19.84,1.26,225345.06,3.68
1214579.47,19.85,1.27,225090.68,3.68
1214061.32,19.85,1.26,224593.73,3.67
1214323.22,19.85,1.27,224372.91,3.67
1217530.14,19.91,1.32,227420.69,3.72
1217833.74,19.91,1.33,228317.96,3.73
1219529.7,19.94,1.35,230041.41,3.76
1219774.82,19.95,1.36,229849.61,3.76
1220917.72,19.96,1.38,230720.62,3.77
1220938.65,19.97,1.38,231415.06,3.78
1221467.63,19.98,1.4,231475.77,3.79
1221712.76,19.99,1.4,231295.1,3.78
1222472.44,20.0,1.42,231616.9,3.79
1222717.57,20.01,1.42,231436.22,3.79
1222855.8,20.01,1.43,231643.01,3.79
1223998.7,20.03,1.45,232514.02,3.8
1224227.04,20.04,1.45,232259.64,3.8
1224365.28,20.04,1.46,232466.42,3.8
1223843.39,20.03,1.45,231902.06,3.8
1224376.63,20.05,1.46,231967.04,3.8
1224909.87,20.06,1.47,232032.01,3.8
1225155.0,20.07,1.48,231851.34,3.8
1224633.11,20.06,1.48,231286.98,3.79
1224919.6,20.07,1.48,231643.76,3.79
1224190.93,20.06,1.47,230929.55,3.78
1223998.34,20.06,1.47,230899.59,3.78
1223476.45,20.05,1.47,230335.24,3.77
1222954.56,20.04,1.46,229770.88,3.77
1223487.8,20.06,1.47,229835.85,3.77
1223471.36,20.06,1.47,229789.03,3.77
1222953.2,20.05,1.47,229292.07,3.76
1222160.12,20.05,1.47,228339.85,3.75
1221993.08,20.05,1.47,228262.71,3.75
1222238.21,20.06,1.48,228082.04,3.74
1222767.19,20.07,1.49,228142.75,3.74
1221259.51,20.07,1.49,228083.92,3.75
1221504.64,20.08,1.5,227903.25,3.75
1220986.48,20.07,1.49,227406.29,3.74
1220786.82,20.07,1.49,227010.26,3.73
1220264.93,20.07,1.49,226457.03,3.72
1220018.55,20.07,1.48,226225.11,3.72
1220263.68,20.07,1.49,226044.43,3.72
1220552.57,20.08,1.5,225915.89,3.72
1220397.46,20.08,1.5,225775.24,3.71
1220418.4,20.08,1.5,225954.22,3.72
1219798.93,20.07,1.49,225376.06,3.71
1219260.26,20.07,1.48,224851.85,3.7
1219488.61,20.07,1.49,224597.47,3.7
1218966.72,20.07,1.49,224033.12,3.69
1218428.05,20.06,1.48,223508.91,3.68
1218673.18,20.07,1.49,223317.1,3.68
1218047.52,20.06,1.48,222595.07,3.67
1218807.2,20.08,1.49,222916.87,3.67
1218285.31,20.07,1.49,222363.65,3.66
1217573.42,20.06,1.48,221609.29,3.65
1217556.98,20.06,1.48,221562.47,3.65
1217540.53,20.06,1.48,221515.64,3.65
1217785.66,20.07,1.49,221323.84,3.65
1217861.56,20.08,1.49,222241.36,3.66
1218394.8,20.09,1.51,222306.33,3.67
1220045.79,20.12,1.53,222955.82,3.68
1220045.79,20.12,1.53,222955.82,3.68
1221188.68,20.14,1.55,223826.83,3.69
1221417.03,20.14,1.56,223572.45,3.69
1220895.14,20.14,1.55,223008.09,3.68
1220728.11,20.14,1.56,222986.59,3.68
1220561.08,20.14,1.56,222926.47,3.68
1220806.2,20.15,1.56,222734.66,3.68
1221949.1,20.16,1.58,223605.67,3.69
1223259.93,20.19,1.61,224901.24,3.71
1223013.54,20.19,1.6,224669.31,3.71
1222702.89,20.18,1.6,224307.83,3.7
1222077.23,20.18,1.59,223585.8,3.69
1221884.64,20.18,1.59,223608.83,3.69
1222129.76,20.18,1.6,223417.03,3.69
1221607.88,20.18,1.6,222852.67,3.68
1221853.0,20.19,1.6,222660.87,3.68
1222098.13,20.19,1.61,222480.2,3.68
1222689.53,20.2,1.62,222582.13,3.68
1221977.64,20.2,1.61,221827.77,3.67
1222222.76,20.2,1.62,221647.1,3.66
1222982.45,20.22,1.64,221968.9,3.67
1223227.58,20.22,1.64,221788.23,3.67
1223365.81,20.23,1.65,221995.01,3.67
1226572.73,20.28,1.7,225042.79,3.72
1226380.14,20.28,1.7,225019.97,3.72
1225858.25,20.28,1.69,224455.61,3.71
1226120.16,20.28,1.7,224234.79,3.71
1226365.29,20.29,1.71,224042.99,3.71
1226785.27,20.3,1.72,224101.85,3.71
1226073.38,20.29,1.71,223347.5,3.7
1226318.51,20.3,1.72,223155.69,3.69
1226563.64,20.31,1.72,222975.02,3.69
1229770.56,20.36,1.78,226022.81,3.74
1230032.46,20.37,1.78,225801.99,3.74
1229786.08,20.36,1.78,225570.06,3.74
1230031.21,20.37,1.79,225378.26,3.73
1229873.46,20.37,1.79,225227.9,3.73
1229841.57,20.37,1.79,225164.67,3.73
1229319.68,20.36,1.78,224611.45,3.72
1229548.03,20.37,1.79,224357.07,3.72
1229042.92,20.37,1.78,223866.42,3.71
1228249.84,20.37,1.78,222914.2,3.7
1228511.74,20.37,1.79,222693.39,3.69
1229044.98,20.39,1.8,222758.36,3.69
1232251.9,20.44,1.86,225806.14,3.75
1233394.8,20.46,1.88,226677.15,3.76
1233470.7,20.46,1.88,227594.67,3.78
1235121.69,20.49,1.91,228244.16,3.79
1235142.62,20.49,1.91,228697.74,3.79
1238349.54,20.55,1.97,231745.52,3.85
1238594.67,20.55,1.97,231553.72,3.84
1238670.57,20.56,1.98,232471.24,3.86
1238373.13,20.56,1.98,232343.87,3.86
1239495.63,20.58,2.0,232465.61,3.86
1238973.74,20.57,1.99,231912.39,3.85
1239049.65,20.58,2.0,232829.91,3.87
1239353.25,20.58,2.0,233727.18,3.88
1239794.32,20.59,2.01,233931.13,3.89
1239272.43,20.58,2.0,233377.91,3.88
1240557.7,20.61,2.03,233639.54,3.88
1240802.83,20.61,2.03,233447.74,3.88
1240090.94,20.61,2.02,232704.51,3.87
1239379.05,20.6,2.02,231950.16,3.85
1238860.89,20.59,2.01,231453.2,3.85
1239452.29,20.6,2.02,231555.13,3.85
1239697.41,20.61,2.03,231363.33,3.85
1239959.32,20.62,2.04,231142.51,3.84
1238389.68,20.62,2.04,231062.31,3.85
1238741.05,20.63,2.05,230987.62,3.85
1239002.96,20.63,2.06,230766.81,3.84
1239518.26,20.64,2.06,231313.11,3.85
1239763.39,20.65,2.07,231132.44,3.85
1239823.92,20.65,2.07,231234.28,3.85
1239302.03,20.65,2.07,230669.93,3.84
1242508.95,20.7,2.12,233717.71,3.89
1242316.36,20.7,2.12,233633.19,3.89
1242555.12,20.71,2.13,234055.85,3.9
1242576.05,20.71,2.13,234750.52,3.91
1241950.39,20.7,2.12,234028.5,3.9
1241757.8,20.7,2.12,233944.18,3.9
1241757.8,20.7,2.12,233871.09,3.9
1241565.21,20.7,2.12,233866.76,3.9
1241372.62,20.7,2.12,233859.54,3.9
1241180.02,20.7,2.13,233778.11,3.9
1240808.68,20.7,2.12,233484.42,3.9
1240096.79,20.69,2.11,232730.06,3.88
1239904.2,20.69,2.11,232722.84,3.88
1240310.27,20.7,2.12,233259.86,3.89
1239581.61,20.69,2.11,232545.65,3.88
1239112.67,20.68,2.11,232038.79,3.87
1238920.08,20.68,2.11,231954.47,3.87
1238824.42,20.68,2.11,231762.44,3.87
1238302.53,20.68,2.1,231209.22,3.86
1239360.1,20.7,2.12,231452.03,3.87
1239689.42,20.71,2.13,231975.87,3.87
1239522.39,20.71,2.13,231898.57,3.87
1239355.36,20.71,2.13,231894.24,3.87
1238729.7,20.7,2.12,231172.21,3.86
1238634.04,20.7,2.12,230980.19,3.86
1238441.45,20.7,2.12,230972.96,3.86
1238365.55,20.7,2.12,231077.06,3.86
1238365.55,20.7,2.12,231077.06,3.86
1237843.66,20.7,2.12,230523.84,3.85
1237843.66,20.7,2.12,230523.84,3.85
1237676.62,20.7,2.12,230446.34,3.85
1239388.64,20.73,2.15,231770.43,3.88
1239388.64,20.73,2.15,231801.45,3.88
1238866.75,20.72,2.14,231237.09,3.87
1238674.16,20.72,2.14,231155.67,3.87
1237945.49,20.71,2.13,230441.46,3.86
1237778.46,20.71,2.13,230437.33,3.86
1240224.31,20.75,2.17,233345.46,3.9
1240031.72,20.75,2.17,233338.24,3.91
1240031.72,20.75,2.17,233338.24,3.91
1239876.61,20.75,2.17,233197.59,3.9
1239826.61,20.75,2.17,233147.59,3.9
1239634.02,20.75,2.17,233066.16,3.9
1239634.02,20.75,2.17,233066.16,3.9
1239634.02,20.75,2.17,233097.18,3.9
1239464.02,20.75,2.17,232984.4,3.9
1238752.13,20.75,2.17,232241.18,3.89
1239598.78,20.76,2.18,233876.96,3.92
1239406.19,20.76,2.18,233863.13,3.92
1238867.52,20.76,2.18,233338.92,3.91
1238709.77,20.75,2.18,233186.15,3.91
1238187.88,20.75,2.17,232632.92,3.9
1237873.72,20.75,2.17,232283.21,3.89
1237706.69,20.75,2.17,232274.26,3.89
1238016.26,20.75,2.17,232706.92,3.9
1237672.38,20.75,2.17,232335.4,3.89
1238148.13,20.76,2.18,232873.11,3.9
1238410.84,20.76,2.18,233125.74,3.91
1238218.25,20.76,2.18,233041.23,3.91
1238025.66,20.76,2.18,233037.1,3.91
1237858.63,20.76,2.19,232964.42,3.91
1237858.63,20.76,2.19,232964.42,3.91
1238835.98,20.78,2.2,233424.66,3.92
1238643.38,20.78,2.2,233340.34,3.92
1238121.5,20.78,2.2,232787.12,3.91
1237928.91,20.78,2.2,232782.79,3.91
1237847.02,20.78,2.2,232669.57,3.91
1237654.43,20.78,2.2,232662.34,3.91
1237136.27,20.77,2.19,232165.39,3.9
1236597.6,20.77,2.19,231641.18,3.89
1236430.57,20.77,2.19,231564.03,3.89
1236640.84,20.77,2.19,231455.29,3.89
1236448.25,20.77,2.19,231373.86,3.89
1236281.21,20.77,2.19,231369.38,3.89
1236088.62,20.77,2.19,231355.56,3.89
1235896.03,20.77,2.19,231280.74,3.89
1235167.36,20.76,2.18,230566.52,3.88
1234974.77,20.76,2.18,230552.7,3.88
1234782.18,20.76,2.18,230534.93,3.88
1235180.58,20.77,2.19,231070.14,3.89
1234987.99,20.77,2.19,230988.41,3.89
1234795.4,20.77,2.19,230981.49,3.89
1234493.99,20.77,2.19,230619.19,3.88
1234005.59,20.76,2.18,230104.52,3.87
1233813.0,20.76,2.18,230097.29,3.87
1233291.11,20.76,2.18,229532.94,3.86
1233098.52,20.76,2.18,229451.51,3.86
1232928.52,20.76,2.18,229575.8,3.87
1233157.9,20.77,2.19,230583.28,3.88
1233305.44,20.77,2.19,230216.79,3.88
1233539.88,20.78,2.2,230187.76,3.88
1233177.17,20.77,2.19,230109.67,3.88
1233161.68,20.78,2.2,231254.73,3.9
1233300.44,20.78,2.2,230728.32,3.89
1233107.85,20.78,2.2,230803.54,3.89
1233484.71,20.79,2.21,231548.45,3.9
1233534.44,20.79,2.21,231641.29,3.9
1233341.85,20.79,2.21,231557.99,3.9
1233337.22,20.79,2.22,231737.8,3.91
1233144.63,20.8,2.22,231730.58,3.91
1232952.04,20.8,2.22,231649.15,3.91
1232759.45,20.8,2.22,231641.93,3.91
1232149.79,20.79,2.21,230835.89,3.89
1231957.2,20.79,2.21,230754.47,3.89
1231764.61,20.79,2.21,230672.75,3.89
1231564.96,20.79,2.21,230276.71,3.89
1231142.81,20.78,2.21,229642.14,3.88
1230720.66,20.78,2.2,229007.58,3.87
1230528.07,20.78,2.2,229000.66,3.87
1230335.48,20.78,2.2,228918.93,3.87
1230142.89,20.78,2.2,228912.01,3.87
1229722.49,20.78,2.2,228277.45,3.86
1229524.22,20.78,2.2,228331.41,3.86
1229488.33,20.78,2.2,229123.23,3.87
1229328.79,20.78,2.2,229120.29,3.87
1230761.34,20.8,2.23,230037.43,3.89
1230568.75,20.8,2.23,230030.2,3.89
1230183.57,20.8,2.23,229941.56,3.89
1230183.57,20.8,2.23,229958.88,3.89
1230168.87,20.81,2.23,230007.19,3.89
1229976.28,20.81,2.23,229925.77,3.89
1229773.62,20.81,2.23,229805.0,3.89
1229773.62,20.81,2.23,229802.71,3.89
1230008.07,20.81,2.24,229773.68,3.89
1229808.41,20.81,2.24,229377.65,3.88
1229808.68,20.81,2.24,229381.02,3.88
1229792.24,20.81,2.24,229334.19,3.88
1229599.65,20.81,2.24,229326.97,3.88
1229407.05,20.81,2.24,229296.59,3.88
1229214.46,20.81,2.24,229215.16,3.88
1229035.04,20.81,2.24,229138.47,3.88
1228425.38,20.81,2.23,228332.43,3.87
1228216.6,20.81,2.23,229494.21,3.89
1228258.3,20.81,2.23,228916.82,3.88
1228060.03,20.81,2.23,228842.24,3.88
1227627.47,20.81,2.23,228376.82,3.87
1227205.32,20.8,2.23,227742.25,3.86
1225697.64,20.8,2.23,227683.43,3.86
1225499.37,20.8,2.23,227606.41,3.86
1224889.71,20.8,2.22,226800.38,3.85
1224670.13,20.79,2.22,226622.65,3.85
1224942.14,20.8,2.23,227235.03,3.86
1224894.27,20.8,2.23,227153.55,3.86
1224696.0,20.8,2.23,227106.25,3.86
1224497.73,20.8,2.23,227010.14,3.86
1224597.05,20.8,2.23,227116.11,3.86
1224779.83,20.81,2.23,228255.22,3.88
1224581.56,20.81,2.23,228224.72,3.88
1225002.24,20.82,2.24,227994.3,3.87
1225255.53,20.82,2.25,227919.08,3.87
1226296.8,20.84,2.27,230010.18,3.91
1226236.89,20.84,2.27,229803.38,3.91
1226236.89,20.84,2.27,229780.69,3.91
1225589.28,20.83,2.26,229130.45,3.89
1225851.27,20.84,2.27,229225.79,3.9
1225872.2,20.84,2.27,229529.32,3.9
1225705.17,20.84,2.27,229451.88,3.9
1225336.15,20.84,2.26,229212.78,3.9
1225169.11,20.84,2.26,229208.59,3.9
1225002.08,20.84,2.26,229206.58,3.9
1224835.05,20.84,2.26,229126.96,3.9
1224215.58,20.83,2.26,228323.67,3.89
1224215.58,20.83,2.26,228348.83,3.89
1224477.57,20.84,2.26,228444.17,3.89
1224310.54,20.84,2.26,228690.13,3.89
1224143.51,20.84,2.26,228681.18,3.89
1223976.47,20.84,2.26,228608.5,3.89
1223809.44,20.84,2.26,228599.56,3.89
1223642.41,20.84,2.27,228526.88,3.89
1223283.39,20.84,2.26,228173.95,3.89
1223545.38,20.85,2.27,228160.19,3.89
1223325.79,20.84,2.26,227944.54,3.88
1223158.76,20.84,2.26,227929.57,3.88
1222991.73,20.84,2.26,228242.21,3.89
1222975.28,20.84,2.26,228195.38,3.89
1222975.28,20.84,2.26,228196.73,3.89
1222808.25,20.85,2.27,228227.6,3.89
1222198.6,20.84,2.26,227421.56,3.88
1222198.6,20.84,2.26,227421.56,3.88
1222198.6,20.84,2.26,227421.56,3.88
1222198.6,20.84,2.26,227421.56,3.88
1222031.56,20.84,2.26,227419.56,3.88
1221864.53,20.84,2.26,227339.94,3.88
1221864.53,20.84,2.26,227367.74,3.88
1221864.53,20.84,2.26,227369.24,3.88
1221505.51,20.84,2.25,227085.04,3.87
1221338.48,20.84,2.25,227007.54,3.87
1221171.44,20.84,2.26,227003.41,3.87
1221004.41,20.84,2.26,226926.27,3.87
1220837.38,20.84,2.26,226921.78,3.87
1220670.35,20.84,2.26,226919.78,3.87
1220503.31,20.84,2.26,226840.16,3.87
1220336.28,20.84,2.26,226838.15,3.87
1220336.28,20.84,2.26,226838.15,3.87
1220169.25,20.84,2.26,226758.53,3.87
1220002.22,20.84,2.26,226681.05,3.87
1220264.21,20.85,2.26,227098.85,3.88
1220421.06,20.85,2.27,227136.46,3.88
1220199.79,20.85,2.27,226892.97,3.88
1220199.79,20.85,2.27,226892.97,3.88
1220032.76,20.85,2.27,227088.23,3.88
1220294.75,20.86,2.27,227183.57,3.88
1220127.71,20.86,2.27,227428.83,3.89
1220127.71,20.86,2.27,227428.83,3.89
1219960.68,20.86,2.27,227419.88,3.89
1219793.65,20.86,2.27,227347.2,3.89
1219626.62,20.86,2.27,227269.7,3.89
1219626.62,20.86,2.27,227269.7,3.89
1219428.35,20.86,2.27,227284.59,3.89
1219261.31,20.86,2.27,227280.46,3.89
1219261.31,20.86,2.27,227280.46,3.89
1219094.28,20.86,2.27,227203.16,3.89
1219115.21,20.87,2.28,227382.3,3.89
1218948.18,20.87,2.28,227360.8,3.89
1218840.22,20.86,2.28,227252.83,3.89
1218673.18,20.86,2.28,227192.71,3.89
1218433.99,20.86,2.27,227002.3,3.89
1218266.95,20.86,2.28,226980.8,3.89
1218099.92,20.87,2.28,226920.68,3.89
1218099.92,20.87,2.28,227779.92,3.9
1217932.89,20.87,2.28,227777.91,3.9
1217932.89,20.87,2.28,227973.36,3.91
1217728.75,20.86,2.27,227761.87,3.9
1217561.72,20.86,2.27,227682.25,3.9
1217582.65,20.87,2.28,227605.54,3.9
1217415.62,20.87,2.28,227784.09,3.9
1217046.6,20.86,2.27,227421.86,3.9
1217046.6,20.86,2.27,227444.19,3.9
1216879.57,20.86,2.27,227435.24,3.9
1216712.54,20.86,2.27,227362.56,3.9
1216663.6,20.87,2.27,227378.69,3.9
1216684.54,20.87,2.28,227476.01,3.9
1216517.5,20.87,2.28,227480.52,3.9
1216350.47,20.87,2.28,227403.23,3.9
1216371.4,20.87,2.28,227582.36,3.91
1216204.37,20.88,2.28,227505.21,3.9
1216037.34,20.88,2.28,227500.73,3.91
1215870.31,20.88,2.28,227491.79,3.91
1215703.27,20.88,2.28,227419.11,3.91
1215536.24,20.88,2.28,227410.16,3.91
1215369.21,20.88,2.28,227337.48,3.91
1215202.18,20.88,2.28,227260.34,3.9
1215268.14,20.88,2.28,226384.4,3.89
1215101.1,20.88,2.28,226379.92,3.89
1215257.96,20.89,2.29,226417.53,3.89
1214964.07,20.88,2.29,226436.35,3.89
1214985.0,20.89,2.29,226485.24,3.89
1215005.94,20.89,2.29,226582.56,3.9
1215357.31,20.9,2.3,226941.98,3.9
1215190.28,20.9,2.3,226920.48,3.9
1215005.01,20.9,2.3,226813.62,3.9
1215025.94,20.9,2.3,226914.95,3.9
1214858.91,20.9,2.3,226837.65,3.9
1215120.9,20.91,2.31,227255.26,3.91
1214953.87,20.91,2.31,227253.25,3.91
1218409.14,20.97,2.37,231646.97,3.99
1218242.11,20.97,2.37,231567.35,3.99
1218243.82,20.97,2.37,231569.06,3.99
1218076.79,20.97,2.37,231491.74,3.98
1217909.76,20.97,2.37,231487.44,3.99
1217742.73,20.97,2.37,231409.94,3.98
1217575.69,20.97,2.37,231405.81,3.99
1217408.66,20.97,2.37,231403.8,3.99
1217241.63,20.97,2.37,231324.19,3.99
1217074.6,20.97,2.37,231315.24,3.99
1216907.56,20.97,2.37,231242.56,3.99
1216740.53,20.97,2.37,231165.41,3.98
1216740.53,20.97,2.37,231165.41,3.98
1216371.51,20.97,2.36,230803.47,3.98
1216204.48,20.97,2.36,230798.99,3.98
1216037.45,20.97,2.36,230790.05,3.98
1215870.41,20.97,2.37,230717.37,3.98
1216290.4,20.98,2.37,230702.6,3.98
1216290.4,20.98,2.37,230702.6,3.98
1216123.37,20.98,2.37,230625.1,3.98
1215956.33,20.98,2.37,230620.97,3.98
1215789.3,20.98,2.37,230543.48,3.98
1216059.38,20.99,2.38,230971.45,3.99
1215892.35,20.99,2.38,230894.3,3.99
1215913.28,20.99,2.38,231073.28,3.99
1215720.69,20.99,2.38,231115.95,3.99
1216122.18,21.0,2.39,231080.52,3.99
1215942.9,21.0,2.39,231066.16,3.99
1215775.87,21.0,2.39,231044.66,3.99
1215608.84,21.0,2.39,230984.54,3.99
1215848.96,21.0,2.4,231200.71,3.99
1215656.37,21.0,2.4,231459.81,4.0
1215463.78,21.01,2.4,231350.82,4.0
1215271.19,21.01,2.4,231838.95,4.01
1215104.16,21.01,2.4,231817.45,4.01
1214937.13,21.01,2.4,231757.33,4.01
1214958.06,21.01,2.4,231854.65,4.01
1214958.06,21.01,2.4,231747.82,4.01
1214590.94,21.01,2.4,231385.72,4.0
1214330.5,21.0,2.39,231224.68,4.0
1215934.28,21.03,2.42,232997.8,4.03
1215934.28,21.03,2.42,232997.8,4.03
1215955.22,21.03,2.43,233141.76,4.03
1215788.18,21.04,2.43,233120.25,4.03
1215589.91,21.04,2.43,233135.14,4.03
1215851.9,21.04,2.43,233428.72,4.04
1215558.76,21.04,2.43,233219.29,4.04
1215391.73,21.04,2.43,233217.29,4.04
1215391.73,21.04,2.43,233217.29,4.04
1215391.73,21.04,2.43,233217.29,4.04
1215224.7,21.04,2.43,233137.67,4.04
1214855.68,21.04,2.42,232843.97,4.03
1214688.64,21.04,2.42,232766.47,4.03
1214521.61,21.04,2.42,232762.34,4.03
1214521.61,21.04,2.42,232762.34,4.03
1214678.47,21.04,2.43,232799.96,4.03
1214678.47,21.04,2.43,232799.96,4.03
1214511.43,21.04,2.43,232995.48,4.04
1214344.4,21.04,2.43,232986.54,4.04
1214177.37,21.04,2.43,232913.86,4.04
1213879.93,21.04,2.43,232902.82,4.04
1213900.87,21.04,2.43,233142.04,4.04
1213733.83,21.04,2.43,233226.72,4.04
1213566.8,21.05,2.43,233293.81,4.05
1213587.73,21.05,2.43,233391.13,4.05
1213849.72,21.05,2.44,233377.36,4.05
1213682.69,21.06,2.44,233382.1,4.05
1213515.66,21.06,2.44,233366.89,4.05
1213348.63,21.06,2.44,233711.28,4.06
1212979.6,21.05,2.44,233460.44,4.05
1212812.57,21.05,2.44,233416.44,4.05
1213074.56,21.06,2.44,233402.67,4.05
