ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_15ca-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_15ca-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_ratio,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_15ca-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_q124,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_15ca-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-bellman_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_15ca-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-bellman_ratio
1100147.56,24.41,5.5,333896.9,7.41
1100091.97,24.41,5.5,333644.36,7.4
1099932.42,24.41,5.5,333641.24,7.4
1099739.83,24.41,5.5,333610.31,7.41
1099241.09,24.4,5.49,333151.22,7.4
1099481.22,24.41,5.5,333427.85,7.4
1098934.89,24.41,5.49,332740.67,7.39
1098253.65,24.4,5.48,331989.02,7.37
1098061.06,24.4,5.48,331748.0,7.37
1097904.15,24.39,5.48,331591.58,7.37
1097531.43,24.39,5.48,331547.95,7.37
1097863.48,24.4,5.49,332386.27,7.39
1097689.73,24.4,5.49,331934.04,7.38
1097675.68,24.4,5.49,331629.59,7.37
1097598.09,24.4,5.49,332430.36,7.39
1097876.38,24.41,5.5,332714.46,7.4
1097716.83,24.41,5.5,332710.9,7.4
1097524.24,24.41,5.5,332683.64,7.4
1097331.65,24.42,5.5,332764.73,7.4
1097331.65,24.42,5.5,332764.73,7.4
1097333.69,24.42,5.5,332766.77,7.4
1097141.1,24.42,5.5,332695.57,7.4
1096948.51,24.42,5.51,332675.45,7.41
1096755.92,24.42,5.51,332747.81,7.41
1096774.76,24.42,5.51,333454.24,7.42
1096793.5,24.42,5.51,333060.85,7.42
1096746.66,24.43,5.52,333006.03,7.42
1096587.12,24.43,5.52,333002.91,7.42
1096394.53,24.43,5.52,332972.58,7.42
1096394.53,24.43,5.52,332972.58,7.42
1096394.53,24.43,5.52,332972.58,7.42
1096201.94,24.43,5.52,333060.93,7.42
1096009.35,24.43,5.52,333061.87,7.42
1095816.76,24.43,5.52,332964.16,7.42
1096056.88,24.44,5.53,333396.3,7.43
1095873.71,24.44,5.53,333299.3,7.43
1095671.7,24.44,5.53,333320.74,7.44
1095675.77,24.44,5.53,333352.38,7.44
1095510.46,24.44,5.53,333179.1,7.43
1094514.72,24.43,5.51,332184.47,7.41
1094355.17,24.43,5.51,332190.64,7.41
1094409.22,24.43,5.52,332316.7,7.42
1094216.63,24.43,5.52,332276.48,7.42
1094456.75,24.44,5.52,332467.05,7.42
1094456.75,24.44,5.52,332467.05,7.42
1094264.16,24.44,5.53,332318.51,7.42
1093891.45,24.43,5.52,332273.38,7.42
1093698.86,24.43,5.52,332378.89,7.43
1093694.23,24.44,5.53,332855.1,7.44
1093956.53,24.44,5.53,333622.31,7.45
1093956.53,24.44,5.53,333622.31,7.45
1093956.53,24.44,5.53,333622.31,7.45
1094115.58,24.45,5.54,333077.56,7.44
1093686.45,24.45,5.53,332880.5,7.44
1093686.45,24.45,5.53,332880.5,7.44
1093526.9,24.45,5.54,332881.59,7.44
1093334.31,24.45,5.54,332858.69,7.44
1093141.72,24.45,5.54,332842.33,7.44
1092954.96,24.45,5.54,332642.73,7.44
1092954.96,24.45,5.54,332642.73,7.44
1092954.96,24.45,5.54,332642.73,7.44
1092950.33,24.45,5.54,332672.61,7.44
1092757.74,24.45,5.54,332650.46,7.44
1092565.15,24.45,5.54,332631.13,7.45
1092565.15,24.45,5.54,332631.13,7.45
1092805.28,24.46,5.55,333110.9,7.46
1092612.69,24.46,5.55,333102.57,7.46
1092612.69,24.46,5.55,333102.57,7.46
1092453.14,24.47,5.55,333103.65,7.46
1092080.42,24.46,5.55,332868.33,7.46
1092080.42,24.46,5.55,332868.33,7.46
1092312.39,24.47,5.56,332882.37,7.46
1092119.79,24.47,5.56,332846.08,7.46
1091893.1,24.47,5.55,332829.9,7.46
1091700.51,24.47,5.55,332912.25,7.46
1091507.92,24.47,5.56,332880.2,7.46
1091315.33,24.47,5.56,332817.72,7.46
1091122.74,24.47,5.56,333140.84,7.47
1090930.15,24.47,5.56,332985.86,7.47
1091364.68,24.48,5.57,332986.31,7.47
1091172.08,24.48,5.57,332958.31,7.47
1091172.08,24.48,5.57,332954.13,7.47
1091167.46,24.49,5.58,332947.47,7.47
1090789.35,24.48,5.57,332993.45,7.47
1090596.76,24.48,5.57,332956.84,7.47
1090596.76,24.48,5.57,332956.84,7.47
1090596.76,24.48,5.57,332941.06,7.47
1090432.44,24.49,5.57,334598.88,7.51
1091342.3,24.51,5.6,334949.11,7.52
1090854.83,24.5,5.59,334120.79,7.51
1091128.0,24.51,5.6,334126.17,7.51
1090935.41,24.51,5.6,334088.94,7.51
1090742.82,24.52,5.6,334238.67,7.51
1090550.22,24.52,5.6,334316.27,7.52
1090682.11,24.52,5.61,334223.23,7.51
1090173.67,24.52,5.6,333959.22,7.51
1090173.67,24.52,5.6,333959.22,7.51
1089969.75,24.51,5.6,333745.29,7.51
1089969.75,24.51,5.6,333745.29,7.51
1089931.8,24.52,5.6,335411.58,7.54
1090204.97,24.53,5.61,335416.96,7.55
1090012.38,24.53,5.61,335379.72,7.55
1089819.79,24.53,5.62,335451.67,7.55
1089820.28,24.53,5.62,335458.64,7.55
1089627.69,24.53,5.62,335402.21,7.55
1089435.1,24.53,5.62,335374.3,7.55
1089242.51,24.53,5.62,335924.12,7.57
1089460.14,24.54,5.63,335510.6,7.56
1089309.76,24.54,5.63,335154.45,7.55
1089309.76,24.54,5.63,335154.45,7.55
1089140.71,24.55,5.63,335457.51,7.56
1088981.16,24.55,5.64,335460.77,7.56
1088788.57,24.55,5.64,335426.36,7.56
1088595.98,24.55,5.64,335475.24,7.57
1088403.39,24.55,5.64,335434.65,7.57
1088735.44,24.56,5.65,335413.91,7.57
1088542.85,24.56,5.65,335766.23,7.58
1088042.25,24.56,5.64,335349.67,7.57
1087849.66,24.56,5.64,335377.51,7.57
1087706.92,24.56,5.65,335536.34,7.58
1087555.28,24.56,5.64,335384.7,7.57
1087266.82,24.55,5.64,335083.39,7.57
1087267.33,24.55,5.64,335104.33,7.57
1087107.79,24.55,5.64,335096.07,7.57
1086915.2,24.55,5.64,335070.29,7.57
1086915.2,24.55,5.64,335112.1,7.57
1086430.7,24.55,5.63,334647.89,7.56
1086652.91,24.56,5.64,335290.56,7.58
1086652.91,24.56,5.64,335290.56,7.58
1086652.91,24.56,5.64,335122.84,7.57
1085657.17,24.54,5.63,334127.1,7.55
1085339.1,24.53,5.62,333808.01,7.55
1085184.21,24.53,5.62,333542.15,7.54
1085485.67,24.54,5.63,335888.15,7.6
1086236.27,24.57,5.65,335832.4,7.6
1085854.54,24.56,5.65,335158.36,7.58
1085684.92,24.57,5.65,335158.42,7.58
1085482.26,24.57,5.65,335128.03,7.58
1085873.68,24.58,5.66,335165.15,7.59
1085858.98,24.58,5.67,335145.84,7.59
1085656.32,24.58,5.67,335128.55,7.59
1085453.66,24.58,5.67,335323.76,7.59
1085251.01,24.58,5.67,335470.25,7.6
1085048.35,24.59,5.67,335696.6,7.61
1084888.8,24.59,5.68,335695.71,7.61
1084696.21,24.59,5.68,335670.46,7.61
1084691.58,24.59,5.68,335659.21,7.61
1084498.99,24.59,5.68,335731.71,7.61
1084498.99,24.59,5.68,335968.07,7.62
1084498.99,24.59,5.68,335968.07,7.62
1084306.4,24.6,5.68,335984.13,7.62
1084113.81,24.6,5.68,336493.09,7.63
1083930.64,24.6,5.69,336097.69,7.63
1083728.63,24.6,5.69,336062.11,7.63
1083728.63,24.6,5.69,336062.11,7.63
1083569.08,24.6,5.69,336063.19,7.63
1083264.59,24.6,5.68,335694.04,7.62
1083504.72,24.6,5.69,335666.81,7.62
1083312.13,24.61,5.69,335707.82,7.63
1083312.13,24.61,5.69,335707.82,7.63
1083307.5,24.61,5.7,335679.59,7.63
1082934.79,24.6,5.69,335658.0,7.63
1082742.2,24.61,5.69,335647.59,7.63
1082742.2,24.61,5.69,335647.59,7.63
1082549.61,24.61,5.69,336068.93,7.64
1082799.15,24.62,5.7,336117.74,7.64
1083011.94,24.62,5.71,336751.84,7.66
1083011.94,24.62,5.71,336751.84,7.66
1082852.39,24.62,5.71,336750.94,7.66
1082659.8,24.63,5.71,336717.79,7.66
1082467.21,24.63,5.72,336718.68,7.66
1082467.21,24.63,5.72,336718.68,7.66
1082274.62,24.63,5.72,337513.02,7.68
1082274.62,24.63,5.72,337513.02,7.68
1082082.03,24.63,5.72,336997.21,7.67
1082077.4,24.63,5.72,336793.76,7.67
1081967.43,24.64,5.73,337241.52,7.68
1081807.88,24.64,5.73,337244.78,7.68
1081435.16,24.63,5.72,336806.14,7.67
1081435.16,24.63,5.72,336806.14,7.67
1081646.72,24.64,5.73,336916.75,7.68
1081454.13,24.64,5.73,336893.34,7.68
1081261.54,24.64,5.73,336946.24,7.68
1081068.95,24.64,5.73,336885.99,7.68
1081068.95,24.64,5.73,337765.77,7.7
1081154.79,24.65,5.74,338707.77,7.72
1082290.07,24.68,5.77,338846.14,7.73
1082290.07,24.68,5.77,338846.14,7.73
1082130.52,24.69,5.77,338849.4,7.73
1082130.52,24.69,5.77,338849.4,7.73
1081972.07,24.68,5.77,338691.6,7.73
1082212.19,24.69,5.78,338663.92,7.73
1082224.65,24.69,5.78,338692.63,7.73
1082224.65,24.69,5.78,338692.63,7.73
1081851.93,24.69,5.77,338797.77,7.73
1081851.93,24.69,5.77,338797.77,7.73
1081851.93,24.69,5.77,338797.77,7.73
1081695.02,24.68,5.77,338640.86,7.73
1081409.95,24.68,5.77,338398.78,7.72
1081217.36,24.68,5.77,338387.14,7.72
1081024.77,24.68,5.77,338437.35,7.73
1081024.77,24.68,5.77,338437.35,7.73
1080832.18,24.68,5.77,338275.49,7.72
1080658.44,24.68,5.77,338839.6,7.74
1080676.38,24.69,5.78,338674.87,7.74
1080254.41,24.69,5.77,338319.23,7.73
1080094.86,24.69,5.78,338309.73,7.73
1079902.27,24.69,5.78,338346.95,7.74
1079897.65,24.69,5.78,338314.94,7.74
1079897.65,24.69,5.78,338314.94,7.74
1080137.77,24.7,5.79,338324.68,7.74
1079945.18,24.7,5.79,338652.05,7.75
1080167.39,24.71,5.8,338304.87,7.74
1080186.24,24.71,5.8,338422.03,7.74
1080172.19,24.72,5.8,339563.65,7.77
1080172.19,24.72,5.8,339563.65,7.77
1079994.8,24.72,5.8,339522.88,7.77
1079994.8,24.72,5.8,339522.88,7.77
1079836.37,24.71,5.8,339313.83,7.77
1079864.79,24.72,5.81,339324.46,7.77
1079672.2,24.72,5.81,339281.77,7.77
1079479.61,24.72,5.81,339316.83,7.77
1079481.64,24.72,5.81,339318.86,7.77
1079289.05,24.72,5.81,339276.48,7.77
1079096.46,24.73,5.81,339272.57,7.77
1078903.87,24.73,5.81,339540.52,7.78
1079916.39,24.75,5.84,340992.64,7.81
1079423.27,24.74,5.83,340219.49,7.8
1079390.73,24.74,5.83,340317.03,7.8
1079231.18,24.75,5.83,340320.29,7.8
1079231.18,24.75,5.83,340320.29,7.8
1079038.59,24.75,5.83,340296.89,7.8
1079038.59,24.75,5.83,340296.89,7.8
1079038.59,24.75,5.83,340296.89,7.8
1078846.0,24.75,5.84,340278.86,7.81
1078653.41,24.75,5.84,340287.34,7.81
1078334.88,24.74,5.83,339969.95,7.8
1078583.17,24.75,5.84,340214.49,7.81
1078583.17,24.75,5.84,340214.49,7.81
1078390.58,24.75,5.84,340045.53,7.81
1078197.99,24.76,5.84,340004.83,7.81
1078197.99,24.76,5.84,340004.83,7.81
1078005.4,24.76,5.84,340393.39,7.82
1077634.52,24.75,5.84,340010.82,7.81
1077474.98,24.75,5.84,340009.92,7.81
1077470.35,24.76,5.84,339990.22,7.81
1077277.76,24.76,5.85,339991.43,7.81
1077085.17,24.76,5.85,339980.47,7.82
1076892.58,24.76,5.85,340293.76,7.82
1076892.58,24.76,5.85,340293.76,7.82
1076699.99,24.76,5.85,340116.22,7.82
1076516.82,24.76,5.85,340034.09,7.82
1076314.81,24.76,5.85,340139.95,7.83
1076155.26,24.77,5.85,340130.03,7.83
1076155.26,24.77,5.85,340130.03,7.83
1076150.63,24.77,5.86,340112.06,7.83
1076390.76,24.78,5.87,340166.24,7.83
1076225.53,24.78,5.87,340167.33,7.83
1076070.33,24.78,5.87,340013.19,7.83
1076070.33,24.78,5.87,340301.48,7.84
1075900.72,24.78,5.87,340305.57,7.84
1075708.13,24.78,5.87,340239.3,7.84
1075706.65,24.78,5.87,343273.53,7.91
1076969.88,24.82,5.9,343420.9,7.91
1077204.33,24.82,5.91,343393.67,7.91
1077006.06,24.82,5.91,343383.83,7.91
1076772.96,24.82,5.91,342672.13,7.9
1076400.24,24.82,5.91,342789.33,7.9
1076201.97,24.82,5.91,342858.48,7.91
1076313.75,24.82,5.91,342610.62,7.9
1076313.75,24.82,5.91,342610.62,7.9
1076313.75,24.82,5.91,342610.62,7.9
1076115.48,24.83,5.91,342553.34,7.9
1075917.21,24.83,5.92,342409.93,7.9
1075756.51,24.83,5.92,342750.28,7.91
1075520.67,24.83,5.92,342461.42,7.91
1075549.09,24.83,5.92,342472.06,7.91
1075873.42,24.84,5.93,342480.41,7.91
1075376.5,24.84,5.92,342451.01,7.91
1075183.91,24.84,5.93,342428.49,7.91
1075179.28,24.84,5.93,342420.77,7.91
1075179.28,24.84,5.93,342420.77,7.91
1074976.62,24.84,5.93,342385.64,7.91
1074784.03,24.84,5.93,342435.17,7.92
1074628.67,24.84,5.93,342276.37,7.91
1074876.96,24.85,5.94,342231.43,7.91
1074684.37,24.85,5.94,342903.17,7.93
1074491.78,24.85,5.94,343006.9,7.93
1074289.12,24.85,5.94,343034.55,7.94
1074064.21,24.85,5.94,342849.57,7.93
1074386.18,24.86,5.95,342831.68,7.93
1073891.55,24.85,5.94,342813.79,7.93
1074282.96,24.86,5.95,342848.16,7.93
1073808.64,24.86,5.94,342818.99,7.94
1073605.98,24.86,5.95,342806.02,7.94
1073403.32,24.86,5.95,343064.5,7.94
1073388.63,24.86,5.95,343120.1,7.95
1073388.63,24.86,5.95,343120.1,7.95
1073229.08,24.86,5.95,343121.19,7.95
1073237.18,24.86,5.95,343127.92,7.95
1073044.59,24.87,5.96,343092.79,7.95
1072852.0,24.87,5.96,343151.29,7.95
1073092.13,24.87,5.96,343128.29,7.95
1072899.54,24.88,5.97,343082.59,7.95
1072706.95,24.88,5.97,343439.48,7.96
1072702.32,24.88,5.97,343503.92,7.97
1072339.03,24.88,5.97,343131.74,7.96
1072137.01,24.88,5.97,343315.33,7.97
1071977.47,24.88,5.97,343316.41,7.97
1071784.88,24.88,5.97,343284.17,7.97
1071592.29,24.88,5.97,343320.7,7.97
1071594.32,24.88,5.97,343322.74,7.97
1071589.7,24.89,5.98,343297.04,7.97
1071397.11,24.89,5.98,343274.04,7.97
1071637.23,24.9,5.99,343522.28,7.98
1071632.6,24.9,5.99,343699.47,7.99
1071440.01,24.9,5.99,343875.03,7.99
1071280.47,24.9,5.99,343876.12,7.99
1071055.5,24.9,5.99,343840.05,7.99
1071050.88,24.91,6.0,343819.96,7.99
1070885.65,24.91,6.0,343815.29,8.0
1071125.78,24.92,6.01,343799.1,8.0
1070933.19,24.92,6.01,343843.85,8.0
1070933.19,24.92,6.01,343843.85,8.0
1070928.56,24.92,6.01,343813.96,8.0
1070928.56,24.92,6.01,343813.96,8.0
1070735.97,24.92,6.01,343788.85,8.0
1070543.38,24.92,6.01,344398.06,8.02
1070350.79,24.93,6.02,344530.29,8.02
1070152.52,24.93,6.02,344500.91,8.02
1069779.8,24.92,6.01,344136.45,8.02
1069581.53,24.92,6.01,344212.29,8.02
1069887.05,24.93,6.02,344138.38,8.02
1069876.74,24.94,6.03,344127.45,8.02
1069876.74,24.94,6.03,344106.13,8.02
1069876.74,24.94,6.03,344141.94,8.02
1069678.47,24.94,6.03,344492.5,8.03
1069332.97,24.93,6.02,344295.71,8.03
1069175.01,24.93,6.02,344142.25,8.02
1069014.3,24.93,6.02,344084.92,8.02
1068778.47,24.93,6.02,344320.1,8.03
1068618.92,24.93,6.02,344316.98,8.03
1068614.29,24.94,6.03,344295.04,8.03
1068614.29,24.94,6.03,344295.04,8.03
1068421.7,24.94,6.03,344347.39,8.04
1068229.11,24.94,6.03,344342.24,8.04
1068630.6,24.95,6.04,344277.86,8.04
1068438.0,24.95,6.04,344714.41,8.05
1066930.32,24.96,6.05,344655.58,8.06
1066737.73,24.97,6.06,344717.21,8.07
1066545.14,24.97,6.06,344832.45,8.07
1066546.67,24.97,6.06,344837.21,8.07
1066546.67,24.97,6.06,345051.85,8.08
1066387.12,24.97,6.06,345048.29,8.08
1066095.08,24.96,6.05,344693.65,8.07
1066095.08,24.96,6.05,344693.65,8.07
1065902.49,24.97,6.06,344663.17,8.07
1065709.9,24.97,6.06,344741.53,8.08
1065705.27,24.97,6.06,344662.58,8.08
1065700.65,24.98,6.07,344653.65,8.08
1065508.06,24.98,6.07,345093.63,8.09
1065508.06,24.98,6.07,345139.46,8.09
1065315.47,24.98,6.07,344743.98,8.08
1065126.95,24.98,6.07,345064.21,8.09
1065155.37,24.99,6.08,345074.85,8.09
1064770.18,24.99,6.08,345067.19,8.1
1064577.59,24.99,6.08,345040.67,8.1
1064979.08,25.0,6.09,345021.77,8.1
1064983.15,25.0,6.09,345025.58,8.1
1064790.56,25.0,6.09,345332.59,8.11
1064597.97,25.0,6.09,345292.13,8.11
1064405.38,25.01,6.1,345812.48,8.12
1064405.38,25.01,6.1,345812.48,8.12
1063989.37,25.0,6.09,345337.45,8.11
1063829.83,25.0,6.09,345334.33,8.12
1064069.95,25.01,6.1,345306.03,8.12
1064069.95,25.01,6.1,346574.72,8.15
1063924.48,25.01,6.1,347189.09,8.16
1063840.7,25.02,6.11,345800.7,8.13
1065124.25,25.05,6.14,348580.89,8.2
1065678.91,25.07,6.16,348474.95,8.2
1065519.37,25.07,6.16,348481.13,8.2
1065326.78,25.07,6.16,348440.9,8.2
1065134.19,25.07,6.16,348515.98,8.2
1065374.31,25.08,6.17,348496.21,8.2
1065181.72,25.08,6.17,348430.7,8.2
1065894.49,25.1,6.19,349691.97,8.23
1066314.29,25.11,6.2,350770.69,8.26
1066154.74,25.12,6.21,350769.79,8.26
1065731.69,25.11,6.2,350135.23,8.25
1065539.1,25.11,6.2,350102.07,8.25
1065539.1,25.11,6.2,350102.07,8.25
1065346.51,25.11,6.2,350151.19,8.25
1065153.92,25.12,6.2,350115.42,8.26
1065285.8,25.12,6.21,350091.13,8.26
1065093.21,25.12,6.21,350514.62,8.27
1065093.21,25.12,6.21,350514.62,8.27
1065093.21,25.12,6.21,350514.62,8.27
1064798.73,25.12,6.21,350171.66,8.26
1064803.53,25.12,6.21,350139.5,8.26
1064789.48,25.13,6.22,350482.42,8.27
1064789.48,25.13,6.22,350482.42,8.27
1064817.9,25.13,6.22,350493.06,8.27
1065040.11,25.14,6.23,350451.02,8.27
1064847.52,25.14,6.23,350491.81,8.28
1064847.52,25.14,6.23,350491.81,8.28
1065087.64,25.15,6.24,350467.04,8.28
1064895.05,25.15,6.24,350446.25,8.28
1064522.34,25.15,6.24,350721.52,8.29
1064654.22,25.15,6.24,350641.62,8.28
1064649.59,25.16,6.25,350516.69,8.28
1064644.97,25.16,6.25,351801.72,8.32
1064350.49,25.16,6.25,351376.99,8.31
1064190.95,25.16,6.25,351369.65,8.31
1063998.36,25.16,6.25,351343.33,8.31
1063805.77,25.16,6.25,351418.02,8.31
1063991.1,25.17,6.26,351354.56,8.31
1063995.18,25.17,6.26,351359.43,8.31
1063995.18,25.17,6.26,351359.43,8.31
1063995.18,25.17,6.26,351397.83,8.31
1063802.59,25.17,6.26,351381.63,8.31
1063609.99,25.17,6.26,351798.4,8.33
1063417.4,25.18,6.26,351658.63,8.33
1063224.81,25.18,6.27,351696.27,8.33
1063026.52,25.17,6.26,351581.73,8.33
1062866.98,25.18,6.27,351587.91,8.33
1063089.18,25.18,6.27,351549.55,8.33
1062896.59,25.19,6.28,351607.25,8.33
1062704.0,25.19,6.28,351580.25,8.33
1062699.38,25.19,6.28,351538.79,8.33
1062506.79,25.19,6.28,352176.31,8.35
1062506.79,25.19,6.28,352161.09,8.35
1062348.41,25.19,6.28,352002.72,8.35
1062190.72,25.19,6.28,351845.74,8.34
1062190.72,25.19,6.28,351863.88,8.34
1062186.09,25.19,6.28,351881.19,8.35
1061993.5,25.19,6.28,351888.34,8.35
1062021.92,25.2,6.29,351898.98,8.35
1062244.13,25.21,6.3,351856.94,8.35
1062051.54,25.21,6.3,351891.79,8.35
1061858.95,25.21,6.3,351866.67,8.35
1060351.27,25.22,6.31,351807.84,8.37
1060242.0,25.22,6.31,351698.52,8.37
1060482.13,25.23,6.32,351682.44,8.37
1060484.16,25.23,6.32,351685.11,8.37
1059490.98,25.21,6.3,350693.21,8.35
1059490.98,25.21,6.3,351281.77,8.36
1059298.39,25.21,6.3,351142.52,8.36
1059671.97,25.23,6.32,352149.15,8.38
1059512.43,25.23,6.32,352139.23,8.39
1059012.58,25.22,6.31,352003.13,8.38
1058819.99,25.22,6.31,351979.0,8.39
1058819.99,25.22,6.31,352017.39,8.39
1058627.4,25.23,6.32,352031.15,8.39
1058457.78,25.23,6.32,352040.33,8.39
1058265.19,25.23,6.32,352048.26,8.39
1058265.19,25.23,6.32,352096.85,8.39
1058072.6,25.23,6.32,352591.62,8.41
1057898.86,25.23,6.32,352310.99,8.4
1057696.84,25.23,6.32,352303.67,8.41
1057494.83,25.24,6.32,352050.38,8.4
1057292.17,25.24,6.33,352013.9,8.4
1057089.51,25.24,6.33,352038.1,8.4
1056886.85,25.24,6.33,352015.3,8.41
1056872.16,25.24,6.33,352000.97,8.41
1056669.5,25.24,6.33,352125.27,8.41
1056669.5,25.24,6.33,352125.27,8.41
1056466.84,25.25,6.34,352155.67,8.42
1056264.18,25.25,6.34,352147.12,8.42
1056104.63,25.25,6.34,352146.22,8.42
1055912.04,25.25,6.34,352118.25,8.42
1055912.04,25.25,6.34,352118.25,8.42
1055907.42,25.26,6.35,352109.73,8.42
1055902.79,25.26,6.35,352154.16,8.42
1055898.16,25.27,6.36,352125.25,8.43
1055898.16,25.27,6.36,352254.37,8.43
1055898.16,25.27,6.36,352277.8,8.43
1056138.29,25.27,6.36,352257.23,8.43
1056133.66,25.28,6.37,352250.3,8.43
1055770.95,25.27,6.36,353081.39,8.45
1055578.36,25.27,6.36,352956.21,8.45
1055578.36,25.27,6.36,352939.6,8.45
1055418.81,25.28,6.37,352940.69,8.45
1055658.94,25.28,6.38,352913.46,8.45
1055466.34,25.29,6.38,352956.6,8.46
1055273.75,25.29,6.38,352927.79,8.46
1055081.16,25.29,6.38,352902.09,8.46
1054888.57,25.29,6.38,353179.43,8.47
1054515.86,25.28,6.37,353017.02,8.46
1054332.69,25.29,6.38,352944.31,8.46
1054318.64,25.29,6.38,353126.91,8.47
1054159.09,25.29,6.38,353123.79,8.47
1053966.5,25.29,6.38,353095.76,8.47
1053773.91,25.3,6.39,353151.37,8.48
1053581.32,25.3,6.39,353107.76,8.48
1053416.1,25.3,6.39,353113.93,8.48
1053223.51,25.3,6.39,353086.93,8.48
1053463.63,25.31,6.4,353706.52,8.5
1053264.24,25.31,6.4,353501.62,8.49
1053522.25,25.32,6.41,353948.49,8.51
1052933.1,25.31,6.4,353354.55,8.49
1052734.83,25.31,6.4,353328.23,8.5
1052969.28,25.32,6.41,353312.38,8.5
1052685.19,25.32,6.41,353011.25,8.49
1052486.92,25.32,6.41,353174.83,8.5
1052288.65,25.32,6.41,353151.03,8.5
1052278.35,25.32,6.41,353033.26,8.5
1052089.5,25.32,6.42,353723.0,8.51
1052230.91,25.33,6.42,353879.82,8.52
1052231.4,25.33,6.42,353881.65,8.52
1052231.4,25.33,6.42,353881.65,8.52
1052071.85,25.33,6.42,353887.82,8.52
1052067.23,25.34,6.43,353867.91,8.52
1051812.83,25.33,6.43,353567.0,8.52
1051812.83,25.33,6.43,353586.13,8.52
1051620.24,25.34,6.43,353562.47,8.52
1051427.65,25.34,6.43,353642.22,8.52
1051235.06,25.34,6.43,353700.92,8.53
1051042.47,25.34,6.43,353632.06,8.53
1051042.47,25.34,6.43,353632.06,8.53
1051044.43,25.34,6.43,353745.5,8.53
1050890.82,25.34,6.43,354124.76,8.54
1050659.74,25.34,6.43,353842.93,8.54
1050659.74,25.34,6.43,353842.93,8.54
1050494.52,25.35,6.44,353839.1,8.54
1050728.96,25.35,6.45,353811.07,8.54
1050718.66,25.36,6.45,353864.41,8.54
1050708.35,25.36,6.45,353830.25,8.54
1050510.08,25.36,6.46,353800.75,8.54
1050499.77,25.37,6.46,354135.81,8.55
1050301.5,25.37,6.46,354258.62,8.56
1049931.72,25.36,6.46,353967.21,8.55
1049931.72,25.36,6.46,353579.97,8.54
1049733.45,25.37,6.46,354510.96,8.57
1049360.73,25.36,6.45,354115.93,8.56
1048943.97,25.35,6.44,353700.75,8.55
1048784.43,25.35,6.45,353693.41,8.55
1048591.84,25.36,6.45,353667.67,8.55
1048587.21,25.36,6.45,353703.75,8.55
1048587.21,25.36,6.45,353703.75,8.55
1048587.21,25.36,6.45,353703.75,8.55
1048827.33,25.37,6.46,353694.85,8.56
1048827.33,25.37,6.46,353694.85,8.56
1048454.62,25.36,6.46,353665.64,8.56
1048262.03,25.37,6.46,354003.51,8.57
1048257.4,25.37,6.46,353809.27,8.56
1048064.81,25.37,6.46,353701.77,8.56
1047872.22,25.37,6.46,354078.13,8.57
1047712.67,25.38,6.47,354104.39,8.58
1047520.08,25.38,6.47,354074.09,8.58
1047327.49,25.38,6.47,354048.68,8.58
1047018.77,25.37,6.46,353742.14,8.57
1046826.18,25.37,6.47,353764.43,8.58
1046633.59,25.38,6.47,353734.3,8.58
1046441.0,25.38,6.47,353721.03,8.58
1046248.4,25.38,6.47,353837.47,8.58
1046055.81,25.38,6.47,353712.76,8.58
1046328.98,25.39,6.48,353718.15,8.58
1046136.39,25.39,6.48,353680.91,8.58
1045943.8,25.39,6.48,353993.35,8.59
1045751.21,25.39,6.49,353733.34,8.59
1045751.21,25.39,6.49,353733.34,8.59
1045746.59,25.4,6.49,353675.08,8.59
1045746.59,25.4,6.49,353675.08,8.59
1045746.59,25.4,6.49,353675.08,8.59
1045554.0,25.4,6.49,353665.17,8.59
1045329.03,25.4,6.49,354284.46,8.61
1045173.1,25.39,6.49,354127.52,8.6
1045404.73,25.4,6.49,353705.79,8.6
1045527.19,25.41,6.5,354665.99,8.62
1045555.61,25.42,6.51,354676.63,8.62
1045363.02,25.42,6.51,354646.98,8.62
1045170.43,25.42,6.51,354628.6,8.62
1044977.84,25.42,6.51,354645.66,8.63
1044785.25,25.42,6.51,354620.34,8.63
1044780.62,25.43,6.52,354616.99,8.63
1044575.9,25.42,6.51,354316.08,8.62
1044575.9,25.42,6.51,354316.08,8.62
1044383.31,25.42,6.52,354789.26,8.64
1044224.85,25.42,6.51,354631.13,8.63
1044032.26,25.42,6.52,354485.25,8.63
1043872.72,25.43,6.52,354484.35,8.63
1043872.72,25.43,6.52,354484.35,8.63
1043680.13,25.43,6.52,354451.43,8.64
1042172.45,25.44,6.53,354392.61,8.65
1042167.82,25.45,6.54,354439.88,8.65
1041975.23,25.45,6.54,354405.67,8.66
1041782.64,25.45,6.54,354381.28,8.66
1042022.76,25.46,6.55,354378.85,8.66
1041830.17,25.46,6.55,354461.64,8.66
