ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_15ca-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_nodes,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_15ca-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_15ca-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_gpu_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_15ca-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-total_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_15ca-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-arrived_gpu_milli
1032,4764,4252930,6212,4488310
1032,4764,4252930,6212,4488310
1032,4764,4252930,6212,4489120
1032,4764,4253160,6212,4489350
1032,4764,4254160,6212,4490350
1032,4764,4254970,6212,4491160
1032,4764,4254970,6212,4491160
1032,4764,4254970,6212,4491160
1032,4764,4254970,6212,4492160
1032,4764,4255430,6212,4492620
1032,4764,4255750,6212,4492940
1032,4764,4256560,6212,4493750
1032,4764,4257560,6212,4494750
1032,4764,4258560,6212,4495750
1032,4764,4258560,6212,4495750
1032,4764,4259370,6212,4496560
1033,4772,4260370,6212,4497560
1033,4772,4261370,6212,4498560
1033,4772,4262180,6212,4499370
1033,4772,4263180,6212,4500370
1033,4772,4263180,6212,4500370
1033,4772,4264180,6212,4501370
1033,4772,4265180,6212,4502370
1033,4772,4265640,6212,4502830
1033,4772,4265640,6212,4502830
1033,4772,4266640,6212,4503830
1033,4772,4267450,6212,4504640
1034,4780,4268260,6212,4505450
1034,4780,4268730,6212,4505920
1034,4780,4269200,6212,4506390
1034,4780,4270010,6212,4507200
1034,4780,4271010,6212,4508200
1034,4780,4272010,6212,4509200
1035,4788,4280010,6212,4517200
1035,4788,4280010,6212,4517200
1036,4796,4281010,6212,4518200
1036,4796,4281480,6212,4518670
1036,4796,4282480,6212,4519670
1036,4796,4283480,6212,4520670
1036,4796,4284480,6212,4521670
1036,4796,4284480,6212,4522670
1036,4796,4285480,6212,4523670
1036,4796,4286480,6212,4524670
1036,4796,4287480,6212,4525670
1036,4796,4288290,6212,4526480
1037,4804,4289100,6212,4527290
1037,4804,4289100,6212,4527290
1037,4804,4290100,6212,4528290
1037,4804,4291100,6212,4529290
1037,4804,4292100,6212,4530290
1037,4804,4293100,6212,4531290
1037,4804,4294100,6212,4532290
1037,4804,4294570,6212,4532760
1037,4804,4295120,6212,4533310
1037,4804,4295670,6212,4533860
1038,4812,4296480,6212,4534670
1038,4812,4297480,6212,4535670
1038,4812,4298290,6212,4536480
1038,4812,4299290,6212,4537480
1038,4812,4300290,6212,4538480
1038,4812,4300290,6212,4538480
1038,4812,4300290,6212,4538480
1038,4812,4301290,6212,4539480
1038,4812,4302290,6212,4540480
1038,4812,4303100,6212,4541290
1038,4812,4303570,6212,4541760
1038,4812,4304040,6212,4542230
1038,4812,4304040,6212,4543040
1038,4812,4304040,6212,4543040
1038,4812,4304040,6212,4543040
1038,4812,4304410,6212,4543410
1039,4820,4305410,6212,4544410
1040,4828,4305780,6212,4544780
1040,4828,4305890,6212,4544890
1040,4828,4306540,6212,4545540
1040,4828,4307190,6212,4546190
1040,4828,4308190,6212,4547190
1040,4828,4309190,6212,4548190
1040,4828,4309410,6212,4548410
1040,4828,4310410,6212,4549410
1040,4828,4311220,6212,4550220
1040,4828,4312030,6212,4551030
1041,4836,4313030,6212,4552030
1041,4836,4313360,6212,4552360
1041,4836,4313910,6212,4552910
1041,4836,4314910,6212,4553910
1041,4836,4314910,6212,4553910
1041,4836,4315910,6212,4554910
1041,4836,4316910,6212,4555910
1041,4836,4317560,6212,4556560
1041,4836,4318560,6212,4557560
1042,4844,4319560,6212,4558560
1042,4844,4320110,6212,4559110
1042,4844,4320110,6212,4559920
1042,4844,4320580,6212,4560390
1042,4844,4320900,6212,4560710
1042,4844,4321900,6212,4561710
1042,4844,4322900,6212,4562710
1042,4844,4323370,6212,4563180
1042,4844,4323370,6212,4564180
1042,4844,4324370,6212,4565180
1042,4844,4324840,6212,4565650
1042,4844,4325490,6212,4566300
1042,4844,4325960,6212,4566770
1042,4844,4326770,6212,4567580
1042,4844,4327770,6212,4568580
1042,4844,4328770,6212,4569580
1042,4844,4329240,6212,4570050
1042,4844,4329560,6212,4570370
1042,4844,4330370,6212,4571180
1042,4844,4330370,6212,4571180
1042,4844,4330530,6212,4571340
1042,4844,4331530,6212,4572340
1042,4844,4331530,6212,4572340
1042,4844,4331530,6212,4572570
1042,4844,4332530,6212,4573570
1042,4844,4332990,6212,4574030
1043,4852,4333990,6212,4575030
1043,4852,4333990,6212,4575030
1043,4852,4334800,6212,4575840
1043,4852,4335610,6212,4576650
1043,4852,4335610,6212,4576650
1043,4852,4335930,6212,4576970
1043,4852,4336740,6212,4577780
1043,4852,4337740,6212,4578780
1043,4852,4338740,6212,4579780
1043,4852,4338970,6212,4580010
1043,4852,4339130,6212,4580170
1043,4852,4339130,6212,4580170
1043,4852,4340130,6212,4581170
1043,4852,4340130,6212,4581400
1043,4852,4340130,6212,4581400
1043,4852,4340130,6212,4581400
1044,4860,4341130,6212,4582400
1044,4860,4342130,6212,4583400
1044,4860,4343130,6212,4584400
1044,4860,4344130,6212,4585400
1044,4860,4345130,6212,4586400
1044,4860,4345450,6212,4586720
1044,4860,4345450,6212,4586720
1044,4860,4346450,6212,4587720
1045,4868,4346920,6212,4588190
1045,4868,4347150,6212,4588420
1045,4868,4348150,6212,4589420
1045,4868,4349150,6212,4590420
1045,4868,4350150,6212,4591420
1045,4868,4350800,6212,4592070
1045,4868,4351260,6212,4592530
1045,4868,4352260,6212,4593530
1045,4868,4352730,6212,4594000
1045,4868,4352960,6212,4594230
1046,4876,4353960,6212,4595230
1046,4876,4353960,6212,4595230
1046,4876,4353960,6212,4595230
1046,4876,4354960,6212,4596230
1046,4876,4355280,6212,4596550
1046,4876,4356280,6212,4597550
1046,4876,4357280,6212,4598550
1046,4876,4357280,6212,4598550
1046,4876,4358090,6212,4599360
1046,4876,4358320,6212,4599590
1046,4876,4359320,6212,4600590
1046,4876,4359320,6212,4600590
1046,4876,4360130,6212,4601400
1047,4884,4360940,6212,4602210
1047,4884,4361750,6212,4603020
1047,4884,4362560,6212,4603830
1047,4884,4363560,6212,4604830
1047,4884,4364560,6212,4605830
1047,4884,4364560,6212,4606300
1047,4884,4365560,6212,4607300
1047,4884,4366370,6212,4608110
1047,4884,4366840,6212,4608580
1048,4892,4367650,6212,4609390
1048,4892,4368120,6212,4609860
1048,4892,4368120,6212,4609860
1048,4892,4368440,6212,4610180
1049,4900,4369440,6212,4611180
1049,4900,4369910,6212,4611650
1049,4900,4370720,6212,4612460
1049,4900,4370950,6212,4612690
1049,4900,4370950,6212,4612690
1049,4900,4371950,6212,4613690
1049,4900,4371950,6212,4613690
1049,4900,4371950,6212,4613690
1049,4900,4371950,6212,4613690
1049,4900,4372950,6212,4614690
1049,4900,4373430,6212,4615170
1049,4900,4373750,6212,4615490
1049,4900,4374750,6212,4616490
1050,4908,4375750,6212,4617490
1050,4908,4375750,6212,4617490
1050,4908,4375980,6212,4617720
1050,4908,4376980,6212,4618720
1050,4908,4377980,6212,4619720
1050,4908,4377980,6212,4619720
1050,4908,4378980,6212,4620720
1050,4908,4379980,6212,4621720
1050,4908,4380450,6212,4622190
1050,4908,4380820,6212,4622560
1050,4908,4381820,6212,4623560
1050,4908,4382290,6212,4624030
1051,4916,4383290,6212,4625030
1051,4916,4383520,6212,4625260
1051,4916,4383520,6212,4625260
1051,4916,4384110,6212,4625850
1051,4916,4385110,6212,4626850
1051,4916,4386110,6212,4627850
1051,4916,4387110,6212,4628850
1051,4916,4388110,6212,4629850
1051,4916,4388920,6212,4630660
1051,4916,4389920,6212,4631660
1051,4916,4390920,6212,4632660
1051,4916,4390920,6212,4632660
1051,4916,4391920,6212,4633660
1052,4924,4392920,6212,4634660
1052,4924,4393730,6212,4635470
1052,4924,4393730,6212,4635470
1052,4924,4393730,6212,4635470
1052,4924,4394540,6212,4636280
1052,4924,4395540,6212,4637280
1052,4924,4395540,6212,4637280
1052,4924,4396540,6212,4638280
1052,4924,4396540,6212,4639280
1052,4924,4397350,6212,4640090
1052,4924,4398000,6212,4640740
1052,4924,4398810,6212,4641550
1053,4932,4399810,6212,4642550
1053,4932,4399810,6212,4642550
1053,4932,4400810,6212,4643550
1053,4932,4401180,6212,4643920
1053,4932,4401650,6212,4644390
1053,4932,4402460,6212,4645200
1053,4932,4403460,6212,4646200
1053,4932,4404460,6212,4647200
1053,4932,4405460,6212,4648200
1053,4932,4405460,6212,4648200
1053,4932,4405460,6212,4648200
1053,4932,4406460,6212,4649200
1054,4940,4407010,6212,4649750
1054,4940,4408010,6212,4650750
1054,4940,4409010,6212,4651750
1054,4940,4410010,6212,4652750
1054,4940,4411010,6212,4653750
1054,4940,4411010,6212,4653750
1055,4948,4412010,6212,4654750
1055,4948,4412010,6212,4654750
1055,4948,4412010,6212,4655750
1055,4948,4412820,6212,4656560
1055,4948,4413290,6212,4657030
1055,4948,4414290,6212,4658030
1055,4948,4415290,6212,4659030
1055,4948,4416290,6212,4660030
1055,4948,4417290,6212,4661030
1055,4948,4417290,6212,4661030
1055,4948,4417290,6212,4661030
1055,4948,4418290,6212,4662030
1056,4956,4419290,6212,4663030
1056,4956,4419940,6212,4663680
1056,4956,4420940,6212,4664680
1056,4956,4421100,6212,4664840
1056,4956,4422100,6212,4665840
1056,4956,4422100,6212,4666840
1056,4956,4423100,6212,4667840
1056,4956,4423100,6212,4667840
1056,4956,4424100,6212,4668840
1056,4956,4424100,6212,4668840
1056,4956,4425100,6212,4669840
1056,4956,4425100,6212,4670840
1056,4956,4425100,6212,4670840
1056,4956,4426100,6212,4671840
1056,4956,4427100,6212,4672840
1056,4956,4427570,6212,4673310
1056,4956,4428040,6212,4673780
1056,4956,4429040,6212,4674780
1056,4956,4429510,6212,4675250
1056,4956,4430510,6212,4676250
1056,4956,4430830,6212,4676570
1057,4964,4438830,6212,4684570
1057,4964,4439830,6212,4685570
1057,4964,4439830,6212,4686380
1057,4964,4440050,6212,4686600
1057,4964,4440210,6212,4686760
1057,4964,4440580,6212,4687130
1058,4972,4441580,6212,4688130
1058,4972,4442390,6212,4688940
1058,4972,4442610,6212,4689160
1058,4972,4442610,6212,4689160
1058,4972,4443420,6212,4689970
1058,4972,4444420,6212,4690970
1058,4972,4445420,6212,4691970
1058,4972,4445420,6212,4692440
1058,4972,4445650,6212,4692670
1058,4972,4446650,6212,4693670
1058,4972,4446650,6212,4694670
1058,4972,4447650,6212,4695670
1058,4972,4448460,6212,4696480
1059,4980,4449270,6212,4697290
1059,4980,4449270,6212,4697290
1059,4980,4449270,6212,4697290
1059,4980,4450270,6212,4698290
1059,4980,4450270,6212,4698290
1059,4980,4451270,6212,4699290
1059,4980,4451270,6212,4699290
1060,4988,4459270,6212,4707290
1060,4988,4459740,6212,4707760
1060,4988,4460210,6212,4708230
1060,4988,4461210,6212,4709230
1060,4988,4462210,6212,4710230
1060,4988,4463210,6212,4711230
1060,4988,4464020,6212,4712040
1061,4996,4465020,6212,4713040
1061,4996,4465830,6212,4713850
1061,4996,4466050,6212,4714070
1061,4996,4466520,6212,4714540
1061,4996,4467520,6212,4715540
1061,4996,4468520,6212,4716540
1061,4996,4469110,6212,4717130
1061,4996,4470110,6212,4718130
1061,4996,4471110,6212,4719130
1062,5004,4471920,6212,4719940
1062,5004,4472920,6212,4720940
1062,5004,4473240,6212,4721260
1062,5004,4473460,6212,4721480
1062,5004,4474110,6212,4722130
1062,5004,4474110,6212,4722130
1062,5004,4475110,6212,4723130
1062,5004,4476110,6212,4724130
1062,5004,4477110,6212,4725130
1062,5004,4478110,6212,4726130
1062,5004,4478110,6212,4726130
1062,5004,4478110,6212,4726940
1062,5004,4478340,6212,4727170
1063,5012,4486340,6212,4735170
1063,5012,4487340,6212,4736170
1064,5020,4488340,6212,4737170
1064,5020,4489150,6212,4737980
1064,5020,4489150,6212,4737980
1064,5020,4490150,6212,4738980
1064,5020,4491150,6212,4739980
1064,5020,4492150,6212,4740980
1064,5020,4492470,6212,4741300
1064,5020,4492700,6212,4741530
1064,5020,4492700,6212,4741530
1064,5020,4492700,6212,4741850
1065,5028,4493700,6212,4742850
1066,5036,4494700,6212,4743850
1066,5036,4495700,6212,4744850
1066,5036,4495700,6212,4745850
1066,5036,4496700,6212,4746850
1066,5036,4497700,6212,4747850
1066,5036,4498700,6212,4748850
1066,5036,4499170,6212,4749320
1066,5036,4499170,6212,4749320
1066,5036,4499490,6212,4749640
1066,5036,4500490,6212,4750640
1066,5036,4501300,6212,4751450
1066,5036,4501300,6212,4752260
1067,5044,4502110,6212,4753070
1067,5044,4503110,6212,4754070
1067,5044,4503480,6212,4754440
1067,5044,4504290,6212,4755250
1067,5044,4505290,6212,4756250
1067,5044,4505290,6212,4756900
1067,5044,4506100,6212,4757710
1067,5044,4506910,6212,4758520
1067,5044,4507910,6212,4759520
1067,5044,4508720,6212,4760330
1067,5044,4508720,6212,4761330
1067,5044,4508720,6212,4761330
1068,5052,4509310,6212,4761920
1068,5052,4510310,6212,4762920
1068,5052,4511120,6212,4763730
1068,5052,4511590,6212,4764200
1068,5052,4511590,6212,4764200
1068,5052,4512140,6212,4764750
1068,5052,4513140,6212,4765750
1068,5052,4514140,6212,4766750
1068,5052,4515140,6212,4767750
1068,5052,4515600,6212,4768210
1068,5052,4516600,6212,4769210
1068,5052,4517410,6212,4770020
1068,5052,4517730,6212,4770340
1068,5052,4517730,6212,4770990
1068,5052,4518730,6212,4771990
1069,5060,4519730,6212,4772990
1069,5060,4520050,6212,4773310
1069,5060,4521050,6212,4774310
1069,5060,4522050,6212,4775310
1069,5060,4522050,6212,4775780
1069,5060,4523050,6212,4776780
1069,5060,4524050,6212,4777780
1069,5060,4525050,6212,4778780
1069,5060,4525700,6212,4779430
1069,5060,4525700,6212,4780430
1069,5060,4526700,6212,4781430
1069,5060,4527700,6212,4782430
1069,5060,4528700,6212,4783430
1069,5060,4529700,6212,4784430
1069,5060,4530700,6212,4785430
1070,5068,4531510,6212,4786240
1070,5068,4531510,6212,4786240
1070,5068,4531510,6212,4786710
1070,5068,4532510,6212,4787710
1070,5068,4532510,6212,4788710
1070,5068,4532510,6212,4789710
1070,5068,4533510,6212,4790710
1070,5068,4533510,6212,4790710
1070,5068,4534510,6212,4791710
1070,5068,4534980,6212,4792180
1070,5068,4534980,6212,4792180
1070,5068,4535450,6212,4792650
1070,5068,4535910,6212,4793110
1070,5068,4536720,6212,4793920
1070,5068,4536950,6212,4794150
1070,5068,4537950,6212,4795150
1071,5076,4538950,6212,4796150
1071,5076,4539950,6212,4797150
1071,5076,4540950,6212,4798150
1071,5076,4541950,6212,4799150
1071,5076,4542760,6212,4799960
1071,5076,4543570,6212,4800770
1071,5076,4544570,6212,4801770
1071,5076,4544900,6212,4802100
1071,5076,4545060,6212,4802260
1071,5076,4546060,6212,4803260
1071,5076,4546060,6212,4803260
1072,5084,4546870,6212,4804070
1072,5084,4547870,6212,4805070
1072,5084,4548680,6212,4805880
1072,5084,4549680,6212,4806880
1072,5084,4550490,6212,4807690
1072,5084,4551490,6212,4808690
1072,5084,4552300,6212,4809500
1072,5084,4553300,6212,4810500
1072,5084,4553300,6212,4811310
1073,5092,4554110,6212,4812120
1073,5092,4555110,6212,4813120
1073,5092,4555920,6212,4813930
1073,5092,4556730,6212,4814740
1073,5092,4556730,6212,4814740
1074,5100,4560730,6212,4818740
1074,5100,4561730,6212,4819740
1074,5100,4561730,6212,4819740
1074,5100,4562380,6212,4820390
1074,5100,4563380,6212,4821390
1074,5100,4564380,6212,4822390
1074,5100,4565190,6212,4823200
1075,5108,4566190,6212,4824200
1075,5108,4567190,6212,4825200
1075,5108,4568190,6212,4826200
1075,5108,4569190,6212,4827200
1075,5108,4570190,6212,4828200
1075,5108,4571190,6212,4829200
1075,5108,4571660,6212,4829670
1075,5108,4571980,6212,4829990
1075,5108,4571980,6212,4830310
1075,5108,4572630,6212,4830960
1075,5108,4573630,6212,4831960
1076,5116,4574440,6212,4832770
1076,5116,4574910,6212,4833240
1076,5116,4575380,6212,4833710
1076,5116,4575380,6212,4834710
1076,5116,4576380,6212,4835710
1076,5116,4577380,6212,4836710
1076,5116,4578380,6212,4837710
1076,5116,4579380,6212,4838710
1076,5116,4580380,6212,4839710
1076,5116,4581380,6212,4840710
1077,5124,4582190,6212,4841520
1077,5124,4582410,6212,4841740
1077,5124,4582520,6212,4841850
1077,5124,4583520,6212,4842850
1077,5124,4584330,6212,4843660
1077,5124,4585330,6212,4844660
1077,5124,4586140,6212,4845470
1077,5124,4586790,6212,4846120
1077,5124,4587260,6212,4846590
1077,5124,4588260,6212,4847590
1077,5124,4589260,6212,4848590
1077,5124,4589260,6212,4849590
1078,5132,4590260,6212,4850590
1078,5132,4591070,6212,4851400
1078,5132,4591720,6212,4852050
1078,5132,4591720,6212,4852050
1078,5132,4592720,6212,4853050
1078,5132,4592720,6212,4853520
1078,5132,4593530,6212,4854330
1078,5132,4594000,6212,4854800
1078,5132,4595000,6212,4855800
1078,5132,4595650,6212,4856450
1079,5140,4596650,6212,4857450
1079,5140,4597300,6212,4858100
1079,5140,4598300,6212,4859100
1079,5140,4598770,6212,4859570
1079,5140,4598770,6212,4860570
1079,5140,4598770,6212,4861380
1079,5140,4598770,6212,4861380
1079,5140,4599320,6212,4861930
1079,5140,4600130,6212,4862740
1079,5140,4601130,6212,4863740
1079,5140,4602130,6212,4864740
1079,5140,4603130,6212,4865740
1080,5148,4604130,6212,4866740
1080,5148,4605130,6212,4867740
1080,5148,4605240,6212,4867850
1080,5148,4606240,6212,4868850
1080,5148,4607240,6212,4869850
1080,5148,4608050,6212,4870660
1080,5148,4609050,6212,4871660
1080,5148,4609520,6212,4872130
1080,5148,4610520,6212,4873130
1081,5156,4611520,6212,4874130
1081,5156,4611980,6212,4874590
1081,5156,4612980,6212,4875590
1081,5156,4612980,6212,4875590
1081,5156,4613300,6212,4875910
1081,5156,4613300,6212,4875910
1081,5156,4613300,6212,4875910
1081,5156,4613770,6212,4876380
1081,5156,4614770,6212,4877380
1081,5156,4615770,6212,4878380
1081,5156,4615770,6212,4878850
1081,5156,4616770,6212,4879850
1081,5156,4617580,6212,4880660
1081,5156,4618580,6212,4881660
1081,5156,4618580,6212,4882210
1082,5164,4619580,6212,4883210
1082,5164,4620050,6212,4883680
1082,5164,4621050,6212,4884680
1082,5164,4621050,6212,4885150
1082,5164,4622050,6212,4886150
1082,5164,4623050,6212,4887150
1082,5164,4623860,6212,4887960
1082,5164,4624670,6212,4888770
1082,5164,4625670,6212,4889770
1082,5164,4626670,6212,4890770
1083,5172,4627140,6212,4891240
1083,5172,4627950,6212,4892050
1083,5172,4628950,6212,4893050
1083,5172,4629950,6212,4894050
1083,5172,4630760,6212,4894860
1083,5172,4631760,6212,4895860
1083,5172,4632760,6212,4896860
1083,5172,4633760,6212,4897860
1083,5172,4634760,6212,4898860
1083,5172,4634760,6212,4898860
1084,5180,4635760,6212,4899860
1084,5180,4635760,6212,4899860
1084,5180,4636570,6212,4900670
1084,5180,4637380,6212,4901480
1084,5180,4638380,6212,4902480
1084,5180,4638850,6212,4902950
1084,5180,4639850,6212,4903950
1084,5180,4640660,6212,4904760
1084,5180,4640980,6212,4905080
1084,5180,4640980,6212,4905080
1084,5180,4641980,6212,4906080
1084,5180,4642980,6212,4907080
1085,5188,4643790,6212,4907890
1085,5188,4644600,6212,4908700
1085,5188,4644600,6212,4908700
1086,5196,4652600,6212,4916700
1086,5196,4653600,6212,4917700
1086,5196,4654250,6212,4918350
1086,5196,4655250,6212,4919350
1086,5196,4655250,6212,4919350
1086,5196,4656250,6212,4920350
1086,5196,4656410,6212,4920510
1086,5196,4656410,6212,4921320
1086,5196,4657410,6212,4922320
1086,5196,4657780,6212,4922690
1086,5196,4657780,6212,4922690
1086,5196,4658250,6212,4923160
1086,5196,4658250,6212,4923970
1087,5204,4659060,6212,4924780
1087,5204,4659060,6212,4924780
1087,5204,4659520,6212,4925240
1087,5204,4660520,6212,4926240
1087,5204,4660520,6212,4927240
1087,5204,4661330,6212,4928050
1087,5204,4662140,6212,4928860
1087,5204,4662950,6212,4929670
1087,5204,4662950,6212,4930670
1087,5204,4663760,6212,4931480
1087,5204,4664760,6212,4932480
1088,5212,4665760,6212,4933480
1088,5212,4666230,6212,4933950
1089,5220,4667230,6212,4934950
1089,5220,4668230,6212,4935950
1089,5220,4668230,6212,4936950
1089,5220,4668390,6212,4937110
1089,5220,4669390,6212,4938110
1089,5220,4669860,6212,4938580
1089,5220,4670860,6212,4939580
1089,5220,4671180,6212,4939900
1089,5220,4671410,6212,4940130
1089,5220,4672220,6212,4940940
1089,5220,4672220,6212,4940940
1089,5220,4673220,6212,4941940
1089,5220,4674220,6212,4942940
1090,5228,4674870,6212,4943590
1090,5228,4675870,6212,4944590
1090,5228,4675870,6212,4944910
1090,5228,4676870,6212,4945910
1090,5228,4677870,6212,4946910
1090,5228,4677870,6212,4946910
1090,5228,4678870,6212,4947910
1090,5228,4679340,6212,4948380
1090,5228,4679340,6212,4948380
1090,5228,4679340,6212,4948380
1090,5228,4679340,6212,4948380
1090,5228,4679340,6212,4949380
1090,5228,4680340,6212,4950380
1090,5228,4681340,6212,4951380
1090,5228,4682150,6212,4952190
1090,5228,4682150,6212,4952190
1090,5228,4682620,6212,4952660
1090,5228,4683090,6212,4953130
1090,5228,4683560,6212,4953600
1090,5228,4684560,6212,4954600
1090,5228,4684560,6212,4955410
1090,5228,4685030,6212,4955880
1090,5228,4685840,6212,4956690
1090,5228,4686840,6212,4957690
1090,5228,4687840,6212,4958690
1090,5228,4688840,6212,4959690
1090,5228,4689060,6212,4959910
1091,5236,4689710,6212,4960560
1091,5236,4690710,6212,4961560
1091,5236,4691710,6212,4962560
1091,5236,4691710,6212,4962790
1091,5236,4692180,6212,4963260
1091,5236,4692770,6212,4963850
1091,5236,4693580,6212,4964660
1091,5236,4694580,6212,4965660
1091,5236,4694580,6212,4965660
1091,5236,4695580,6212,4966660
1092,5244,4696390,6212,4967470
1092,5244,4697390,6212,4968470
1092,5244,4698390,6212,4969470
1092,5244,4699390,6212,4970470
1092,5244,4700200,6212,4971280
1092,5244,4701200,6212,4972280
1092,5244,4702200,6212,4973280
1092,5244,4703200,6212,4974280
1093,5252,4704200,6212,4975280
1093,5252,4704200,6212,4975280
1093,5252,4705200,6212,4976280
1093,5252,4706010,6212,4977090
1093,5252,4707010,6212,4978090
1093,5252,4708010,6212,4979090
1093,5252,4708360,6212,4979440
1093,5252,4709360,6212,4980440
1093,5252,4709360,6212,4980440
1093,5252,4709830,6212,4980910
1093,5252,4710830,6212,4981910
1094,5260,4711830,6212,4982910
1094,5260,4712830,6212,4983910
1094,5260,4712830,6212,4983910
1094,5260,4713300,6212,4984380
1094,5260,4714300,6212,4985380
1094,5260,4714300,6212,4985380
1094,5260,4714300,6212,4985840
1094,5260,4714530,6212,4986070
1094,5260,4715530,6212,4987070
1094,5260,4716530,6212,4988070
1094,5260,4716850,6212,4988390
1094,5260,4717850,6212,4989390
1094,5260,4718320,6212,4989860
1094,5260,4718320,6212,4989860
1094,5260,4718320,6212,4990330
1094,5260,4719130,6212,4991140
1095,5268,4719780,6212,4991790
1095,5268,4720780,6212,4992790
1095,5268,4721780,6212,4993790
1095,5268,4721780,6212,4994790
1095,5268,4722590,6212,4995600
1095,5268,4722590,6212,4995600
1095,5268,4722590,6212,4996600
1095,5268,4722590,6212,4996600
1095,5268,4722810,6212,4996820
1095,5268,4723810,6212,4997820
1095,5268,4724280,6212,4998290
1095,5268,4725280,6212,4999290
1095,5268,4725390,6212,4999400
1095,5268,4725980,6212,4999990
1095,5268,4725980,6212,4999990
1096,5276,4726980,6212,5000990
1096,5276,4727980,6212,5001990
1096,5276,4728980,6212,5002990
1096,5276,4728980,6212,5002990
1096,5276,4728980,6212,5002990
1096,5276,4728980,6212,5002990
1096,5276,4728980,6212,5003990
1096,5276,4729980,6212,5004990
1096,5276,4730450,6212,5005460
1096,5276,4730920,6212,5005930
1096,5276,4731730,6212,5006740
1096,5276,4732540,6212,5007550
1096,5276,4733540,6212,5008550
1097,5284,4734010,6212,5009020
1097,5284,4735010,6212,5010020
1097,5284,4735480,6212,5010490
1097,5284,4736480,6212,5011490
1097,5284,4736480,6212,5011490
1097,5284,4736960,6212,5011970
1097,5284,4737960,6212,5012970
1097,5284,4738960,6212,5013970
1097,5284,4739280,6212,5014290
1097,5284,4740280,6212,5015290
1098,5292,4741280,6212,5016290
1098,5292,4741740,6212,5016750
1098,5292,4742550,6212,5017560
1098,5292,4743550,6212,5018560
1098,5292,4743550,6212,5018560
1098,5292,4744550,6212,5019560
1098,5292,4745550,6212,5020560
1098,5292,4746550,6212,5021560
1098,5292,4747020,6212,5022030
1099,5300,4747670,6212,5022680
1099,5300,4748670,6212,5023680
1099,5300,4749670,6212,5024680
1099,5300,4750670,6212,5025680
1099,5300,4751320,6212,5026330
1099,5300,4752320,6212,5027330
1099,5300,4753320,6212,5028330
1100,5308,4754320,6212,5029330
1100,5308,4755320,6212,5030330
1100,5308,4756320,6212,5031330
1100,5308,4756320,6212,5031330
1100,5308,4756320,6212,5031330
1100,5308,4757320,6212,5032330
1100,5308,4758320,6212,5033330
1100,5308,4758780,6212,5033790
1100,5308,4759780,6212,5034790
1100,5308,4760250,6212,5035260
1100,5308,4760720,6212,5035730
1100,5308,4761040,6212,5036050
1100,5308,4762040,6212,5037050
1101,5316,4762850,6212,5037860
1101,5316,4763850,6212,5038860
1101,5316,4764660,6212,5039670
1101,5316,4765310,6212,5040320
1101,5316,4765780,6212,5040790
1101,5316,4766780,6212,5041790
1101,5316,4767000,6212,5042010
1101,5316,4768000,6212,5043010
1101,5316,4769000,6212,5044010
1102,5324,4770000,6212,5045010
1102,5324,4770810,6212,5045820
1102,5324,4771280,6212,5046290
1102,5324,4772280,6212,5047290
1102,5324,4773280,6212,5048290
1102,5324,4773740,6212,5048750
1102,5324,4774060,6212,5049070
1102,5324,4774060,6212,5049070
1102,5324,4775060,6212,5050070
1102,5324,4775380,6212,5050390
1102,5324,4776380,6212,5051390
1103,5332,4777380,6212,5052390
1103,5332,4777380,6212,5052390
1103,5332,4777380,6212,5053200
1103,5332,4777380,6212,5053200
1103,5332,4778380,6212,5054200
1103,5332,4779380,6212,5055200
1103,5332,4780190,6212,5056010
1103,5332,4781190,6212,5057010
1103,5332,4781190,6212,5057010
1103,5332,4782190,6212,5058010
1103,5332,4783190,6212,5059010
1103,5332,4783190,6212,5060010
1103,5332,4783190,6212,5060010
1103,5332,4784190,6212,5061010
1104,5340,4785190,6212,5062010
1104,5340,4786190,6212,5063010
1104,5340,4787190,6212,5064010
1104,5340,4787350,6212,5064170
1104,5340,4788350,6212,5065170
1104,5340,4788350,6212,5065980
1104,5340,4789350,6212,5066980
1104,5340,4790350,6212,5067980
1104,5340,4790350,6212,5067980
1104,5340,4791350,6212,5068980
1104,5340,4791350,6212,5069980
1105,5348,4792350,6212,5070980
1105,5348,4793350,6212,5071980
1105,5348,4794350,6212,5072980
1105,5348,4794350,6212,5073980
1105,5348,4794350,6212,5073980
1105,5348,4795350,6212,5074980
1105,5348,4796350,6212,5075980
1105,5348,4797350,6212,5076980
1105,5348,4797350,6212,5076980
1105,5348,4798160,6212,5077790
1105,5348,4798630,6212,5078260
1106,5356,4799630,6212,5079260
1106,5356,4800630,6212,5080260
