ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_15ca-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_nodes,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_15ca-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_15ca-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_gpu_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_15ca-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-total_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_15ca-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-arrived_gpu_milli
680,1948,1635710,6212,1667610
680,1948,1635710,6212,1667610
680,1948,1636710,6212,1668610
680,1948,1636710,6212,1668610
680,1948,1636710,6212,1669080
680,1948,1637520,6212,1669890
680,1948,1638330,6212,1670700
680,1948,1639330,6212,1671700
680,1948,1640330,6212,1672700
680,1948,1640980,6212,1673350
681,1956,1641790,6212,1674160
681,1956,1642140,6212,1674510
681,1956,1642510,6212,1674880
681,1956,1643510,6212,1675880
681,1956,1643510,6212,1675880
681,1956,1644510,6212,1676880
681,1956,1645510,6212,1677880
681,1956,1646510,6212,1678880
681,1956,1646510,6212,1679880
681,1956,1647510,6212,1680880
681,1956,1648510,6212,1681880
681,1956,1648510,6212,1681880
681,1956,1648510,6212,1682880
681,1956,1648740,6212,1683110
681,1956,1648740,6212,1684110
681,1956,1649740,6212,1685110
681,1956,1650740,6212,1686110
681,1956,1651550,6212,1686920
681,1956,1652550,6212,1687920
681,1956,1652870,6212,1688240
681,1956,1653870,6212,1689240
681,1956,1654870,6212,1690240
681,1956,1655870,6212,1691240
682,1964,1656870,6212,1692240
682,1964,1657190,6212,1692560
682,1964,1658190,6212,1693560
682,1964,1658190,6212,1693560
682,1964,1658190,6212,1694560
682,1964,1659190,6212,1695560
682,1964,1659510,6212,1695880
682,1964,1659510,6212,1695880
682,1964,1660510,6212,1696880
682,1964,1661510,6212,1697880
682,1964,1662510,6212,1698880
682,1964,1663160,6212,1699530
682,1964,1663160,6212,1700530
683,1972,1665160,6212,1702530
683,1972,1666160,6212,1703530
683,1972,1666970,6212,1704340
683,1972,1667080,6212,1704450
683,1972,1668080,6212,1705450
683,1972,1668890,6212,1706260
683,1972,1669890,6212,1707260
683,1972,1670260,6212,1707630
683,1972,1670730,6212,1708100
684,1980,1671540,6212,1708910
684,1980,1672540,6212,1709910
684,1980,1673010,6212,1710380
684,1980,1674010,6212,1711380
684,1980,1675010,6212,1712380
684,1980,1675480,6212,1712850
684,1980,1675800,6212,1713170
684,1980,1676270,6212,1713640
684,1980,1676270,6212,1713640
684,1980,1676730,6212,1714100
684,1980,1676730,6212,1715100
684,1980,1677540,6212,1715910
685,1988,1678540,6212,1716910
685,1988,1679010,6212,1717380
685,1988,1679820,6212,1718190
685,1988,1680290,6212,1718660
685,1988,1680450,6212,1718820
685,1988,1681450,6212,1719820
685,1988,1681920,6212,1720290
685,1988,1682920,6212,1721290
685,1988,1682920,6212,1721290
685,1988,1683730,6212,1722100
686,1996,1684730,6212,1723100
686,1996,1684730,6212,1723100
686,1996,1685730,6212,1724100
686,1996,1686730,6212,1725100
686,1996,1687200,6212,1725570
686,1996,1688200,6212,1726570
686,1996,1689200,6212,1727570
686,1996,1690010,6212,1728380
686,1996,1690010,6212,1728380
686,1996,1690010,6212,1728380
686,1996,1692010,6212,1730380
687,2004,1693010,6212,1731380
687,2004,1693480,6212,1731850
687,2004,1693480,6212,1732850
687,2004,1694480,6212,1733850
687,2004,1695480,6212,1734850
687,2004,1696480,6212,1735850
687,2004,1696480,6212,1735850
687,2004,1697480,6212,1736850
687,2004,1698290,6212,1737660
688,2012,1699290,6212,1738660
688,2012,1700290,6212,1739660
688,2012,1701290,6212,1740660
688,2012,1701290,6212,1740660
688,2012,1702290,6212,1741660
688,2012,1703290,6212,1742660
688,2012,1703290,6212,1742660
688,2012,1704290,6212,1743660
688,2012,1704610,6212,1743980
688,2012,1704610,6212,1743980
688,2012,1704840,6212,1744210
689,2020,1705840,6212,1745210
689,2020,1706840,6212,1746210
689,2020,1707650,6212,1747020
689,2020,1708120,6212,1747490
689,2020,1709120,6212,1748490
689,2020,1710120,6212,1749490
689,2020,1711120,6212,1750490
689,2020,1711280,6212,1750650
689,2020,1711750,6212,1751120
689,2020,1712070,6212,1751440
689,2020,1713070,6212,1752440
689,2020,1713880,6212,1753250
689,2020,1714100,6212,1753470
689,2020,1714570,6212,1753940
690,2028,1715570,6212,1754940
690,2028,1716570,6212,1755940
690,2028,1717570,6212,1756940
690,2028,1717570,6212,1757260
690,2028,1717570,6212,1757260
690,2028,1718570,6212,1758260
690,2028,1719570,6212,1759260
690,2028,1720570,6212,1760260
690,2028,1720570,6212,1760260
690,2028,1721380,6212,1761070
690,2028,1722190,6212,1761880
691,2036,1723190,6212,1762880
691,2036,1724190,6212,1763880
691,2036,1724190,6212,1764880
691,2036,1724190,6212,1765880
691,2036,1725190,6212,1766880
691,2036,1726190,6212,1767880
691,2036,1727190,6212,1768880
691,2036,1727660,6212,1769350
691,2036,1728660,6212,1770350
691,2036,1729660,6212,1771350
691,2036,1729660,6212,1771350
691,2036,1729890,6212,1771580
691,2036,1730890,6212,1772580
692,2044,1731890,6212,1773580
692,2044,1731890,6212,1773580
692,2044,1732890,6212,1774580
692,2044,1733360,6212,1775050
692,2044,1733360,6212,1775050
692,2044,1734360,6212,1776050
692,2044,1734830,6212,1776520
692,2044,1735830,6212,1777520
692,2044,1736640,6212,1778330
692,2044,1736640,6212,1778330
692,2044,1736640,6212,1778330
692,2044,1736640,6212,1778330
692,2044,1737450,6212,1779140
692,2044,1738260,6212,1779950
692,2044,1738260,6212,1779950
693,2052,1739260,6212,1780950
693,2052,1740260,6212,1781950
693,2052,1741260,6212,1782950
693,2052,1741490,6212,1783180
693,2052,1741490,6212,1783180
693,2052,1741490,6212,1783180
693,2052,1742300,6212,1783990
693,2052,1743300,6212,1784990
693,2052,1744300,6212,1785990
693,2052,1744300,6212,1785990
693,2052,1744770,6212,1786460
693,2052,1745770,6212,1787460
693,2052,1745770,6212,1787460
694,2060,1746770,6212,1788460
694,2060,1747240,6212,1788930
694,2060,1747240,6212,1788930
694,2060,1747720,6212,1789410
694,2060,1748720,6212,1790410
694,2060,1749040,6212,1790730
694,2060,1750040,6212,1791730
694,2060,1751040,6212,1792730
694,2060,1752040,6212,1793730
694,2060,1753040,6212,1794730
694,2060,1754040,6212,1795730
695,2068,1754270,6212,1795960
695,2068,1755270,6212,1796960
695,2068,1755270,6212,1796960
695,2068,1756080,6212,1797770
695,2068,1756630,6212,1798320
695,2068,1757630,6212,1799320
695,2068,1757630,6212,1800320
695,2068,1757630,6212,1800320
695,2068,1758630,6212,1801320
695,2068,1759280,6212,1801970
695,2068,1760280,6212,1802970
696,2076,1760750,6212,1803440
696,2076,1761750,6212,1804440
696,2076,1762750,6212,1805440
696,2076,1763750,6212,1806440
696,2076,1764400,6212,1807090
696,2076,1765210,6212,1807900
696,2076,1765210,6212,1808370
696,2076,1765440,6212,1808600
696,2076,1765440,6212,1808600
696,2076,1766440,6212,1809600
697,2084,1766910,6212,1810070
697,2084,1767910,6212,1811070
697,2084,1768910,6212,1812070
697,2084,1768910,6212,1812070
697,2084,1769910,6212,1813070
697,2084,1770910,6212,1814070
697,2084,1771910,6212,1815070
697,2084,1772910,6212,1816070
697,2084,1773910,6212,1817070
697,2084,1773910,6212,1817070
697,2084,1774910,6212,1818070
698,2092,1775910,6212,1819070
698,2092,1776910,6212,1820070
698,2092,1777910,6212,1821070
698,2092,1778910,6212,1822070
698,2092,1779230,6212,1822390
698,2092,1780230,6212,1823390
698,2092,1781040,6212,1824200
698,2092,1782040,6212,1825200
698,2092,1783040,6212,1826200
698,2092,1783200,6212,1826360
698,2092,1783520,6212,1826680
698,2092,1783520,6212,1826680
699,2100,1784520,6212,1827680
699,2100,1785520,6212,1828680
699,2100,1785520,6212,1828680
699,2100,1786110,6212,1829270
699,2100,1786660,6212,1829820
699,2100,1786660,6212,1830820
699,2100,1786660,6212,1830820
699,2100,1787660,6212,1831820
699,2100,1787980,6212,1832140
699,2100,1788980,6212,1833140
699,2100,1789530,6212,1833690
699,2100,1790530,6212,1834690
699,2100,1791530,6212,1835690
700,2108,1792530,6212,1836690
700,2108,1793530,6212,1837690
700,2108,1793760,6212,1837920
700,2108,1794570,6212,1838730
700,2108,1795570,6212,1839730
700,2108,1796570,6212,1840730
700,2108,1797570,6212,1841730
700,2108,1798570,6212,1842730
701,2116,1799570,6212,1843730
701,2116,1800570,6212,1844730
701,2116,1801380,6212,1845540
701,2116,1802380,6212,1846540
701,2116,1802380,6212,1846540
701,2116,1802380,6212,1847540
701,2116,1803380,6212,1848540
701,2116,1804380,6212,1849540
701,2116,1805380,6212,1850540
701,2116,1806380,6212,1851540
701,2116,1806380,6212,1851540
702,2124,1807380,6212,1852540
702,2124,1807850,6212,1853010
702,2124,1808320,6212,1853480
702,2124,1809320,6212,1854480
702,2124,1809320,6212,1854480
702,2124,1810130,6212,1855290
702,2124,1810600,6212,1855760
702,2124,1811600,6212,1856760
702,2124,1811600,6212,1857760
702,2124,1812600,6212,1858760
702,2124,1813070,6212,1859230
702,2124,1813620,6212,1859780
702,2124,1813620,6212,1859780
703,2132,1814620,6212,1860780
703,2132,1815620,6212,1861780
703,2132,1816620,6212,1862780
703,2132,1816620,6212,1862780
703,2132,1817620,6212,1863780
703,2132,1817620,6212,1864780
703,2132,1818620,6212,1865780
703,2132,1819430,6212,1866590
703,2132,1820430,6212,1867590
704,2140,1821430,6212,1868590
704,2140,1821900,6212,1869060
704,2140,1821900,6212,1869060
704,2140,1822370,6212,1869530
704,2140,1823370,6212,1870530
704,2140,1824370,6212,1871530
704,2140,1825370,6212,1872530
704,2140,1825370,6212,1872530
704,2140,1826370,6212,1873530
704,2140,1827370,6212,1874530
704,2140,1827370,6212,1874530
705,2148,1828370,6212,1875530
705,2148,1828370,6212,1876340
705,2148,1828530,6212,1876500
705,2148,1829000,6212,1876970
705,2148,1829000,6212,1876970
705,2148,1829000,6212,1877970
705,2148,1829470,6212,1878440
705,2148,1829470,6212,1878910
705,2148,1829470,6212,1878910
705,2148,1829630,6212,1879070
705,2148,1829950,6212,1879390
705,2148,1830950,6212,1880390
705,2148,1831950,6212,1881390
705,2148,1831950,6212,1881390
705,2148,1832950,6212,1882390
705,2148,1833950,6212,1883390
705,2148,1834950,6212,1884390
705,2148,1835950,6212,1885390
706,2156,1836950,6212,1886390
706,2156,1837950,6212,1887390
706,2156,1838760,6212,1888200
706,2156,1838760,6212,1888200
706,2156,1839230,6212,1888670
706,2156,1840230,6212,1889670
706,2156,1840780,6212,1890220
706,2156,1840780,6212,1890220
706,2156,1841590,6212,1891030
706,2156,1841590,6212,1891030
706,2156,1842590,6212,1892030
706,2156,1842590,6212,1892840
706,2156,1842820,6212,1893070
707,2164,1843630,6212,1893880
707,2164,1844630,6212,1894880
707,2164,1845630,6212,1895880
707,2164,1845630,6212,1895880
707,2164,1846630,6212,1896880
707,2164,1847630,6212,1897880
707,2164,1848630,6212,1898880
707,2164,1848630,6212,1898880
707,2164,1849440,6212,1899690
707,2164,1849760,6212,1900010
708,2172,1850760,6212,1901010
708,2172,1850760,6212,1901010
708,2172,1851760,6212,1902010
708,2172,1851760,6212,1902480
708,2172,1851760,6212,1902480
708,2172,1852760,6212,1903480
708,2172,1853760,6212,1904480
708,2172,1854080,6212,1904800
708,2172,1854540,6212,1905260
708,2172,1854540,6212,1905260
708,2172,1855540,6212,1906260
708,2172,1856540,6212,1907260
708,2172,1856540,6212,1908260
708,2172,1857540,6212,1909260
708,2172,1858010,6212,1909730
709,2180,1859010,6212,1910730
709,2180,1859820,6212,1911540
709,2180,1860820,6212,1912540
709,2180,1861820,6212,1913540
709,2180,1862820,6212,1914540
709,2180,1862820,6212,1915350
709,2180,1863820,6212,1916350
709,2180,1864820,6212,1917350
709,2180,1865820,6212,1918350
710,2188,1866820,6212,1919350
710,2188,1866820,6212,1920000
710,2188,1867630,6212,1920810
710,2188,1868100,6212,1921280
711,2196,1869100,6212,1922280
711,2196,1869260,6212,1922440
711,2196,1869260,6212,1922440
712,2204,1870260,6212,1923440
712,2204,1871260,6212,1924440
712,2204,1871730,6212,1924910
712,2204,1872080,6212,1925260
712,2204,1872550,6212,1925730
712,2204,1873550,6212,1926730
712,2204,1874360,6212,1927540
712,2204,1874830,6212,1928010
712,2204,1875830,6212,1929010
712,2204,1876380,6212,1929560
712,2204,1876380,6212,1930030
712,2204,1876380,6212,1931030
712,2204,1877380,6212,1932030
712,2204,1878380,6212,1933030
712,2204,1879380,6212,1934030
712,2204,1880380,6212,1935030
713,2212,1881190,6212,1935840
713,2212,1881520,6212,1936170
713,2212,1882170,6212,1936820
713,2212,1883170,6212,1937820
713,2212,1883980,6212,1938630
713,2212,1883980,6212,1938630
713,2212,1884980,6212,1939630
713,2212,1885980,6212,1940630
713,2212,1886140,6212,1940790
713,2212,1886600,6212,1941250
713,2212,1887600,6212,1942250
713,2212,1888600,6212,1943250
713,2212,1889600,6212,1944250
713,2212,1889920,6212,1944570
713,2212,1890240,6212,1944890
713,2212,1890890,6212,1945540
713,2212,1891120,6212,1945770
713,2212,1891770,6212,1946420
713,2212,1892770,6212,1947420
713,2212,1893770,6212,1948420
713,2212,1894580,6212,1949230
713,2212,1894580,6212,1950230
714,2220,1895580,6212,1951230
714,2220,1895580,6212,1951230
714,2220,1896580,6212,1952230
714,2220,1897580,6212,1953230
714,2220,1898050,6212,1953700
714,2220,1899050,6212,1954700
714,2220,1900050,6212,1955700
714,2220,1900860,6212,1956510
714,2220,1901330,6212,1956980
714,2220,1902330,6212,1957980
715,2228,1903330,6212,1958980
715,2228,1904330,6212,1959980
715,2228,1905330,6212,1960980
715,2228,1905330,6212,1960980
715,2228,1906140,6212,1961790
715,2228,1907140,6212,1962790
715,2228,1907610,6212,1963260
715,2228,1908420,6212,1964070
715,2228,1909420,6212,1965070
716,2236,1910420,6212,1966070
716,2236,1910740,6212,1966390
716,2236,1911550,6212,1967200
717,2244,1912550,6212,1968200
717,2244,1913020,6212,1968670
717,2244,1914020,6212,1969670
717,2244,1914020,6212,1970670
717,2244,1914830,6212,1971480
717,2244,1914830,6212,1971950
717,2244,1915830,6212,1972950
717,2244,1916830,6212,1973950
717,2244,1917830,6212,1974950
717,2244,1918830,6212,1975950
717,2244,1919300,6212,1976420
717,2244,1920300,6212,1977420
717,2244,1920670,6212,1977790
717,2244,1921480,6212,1978600
717,2244,1921480,6212,1978600
717,2244,1921480,6212,1978600
717,2244,1922480,6212,1979600
717,2244,1922950,6212,1980070
717,2244,1923110,6212,1980230
717,2244,1924110,6212,1981230
717,2244,1925110,6212,1982230
718,2252,1926110,6212,1983230
718,2252,1926920,6212,1984040
718,2252,1926920,6212,1985040
718,2252,1927920,6212,1986040
718,2252,1928920,6212,1987040
718,2252,1929150,6212,1987270
718,2252,1930150,6212,1988270
719,2260,1938150,6212,1996270
719,2260,1939150,6212,1997270
719,2260,1940150,6212,1998270
719,2260,1940150,6212,1998270
719,2260,1940150,6212,1998270
720,2268,1941150,6212,1999270
720,2268,1941620,6212,1999740
720,2268,1941620,6212,2000740
720,2268,1942620,6212,2001740
720,2268,1943620,6212,2002740
720,2268,1944430,6212,2003550
720,2268,1945240,6212,2004360
720,2268,1946240,6212,2005360
720,2268,1946240,6212,2005360
720,2268,1947240,6212,2006360
720,2268,1948240,6212,2007360
721,2276,1949050,6212,2008170
721,2276,1951050,6212,2010170
721,2276,1952050,6212,2011170
721,2276,1952280,6212,2011400
721,2276,1952280,6212,2011400
721,2276,1953280,6212,2012400
721,2276,1954280,6212,2013400
721,2276,1955280,6212,2014400
721,2276,1955280,6212,2014720
721,2276,1955870,6212,2015310
722,2284,1956870,6212,2016310
722,2284,1957340,6212,2016780
722,2284,1957340,6212,2016780
722,2284,1958340,6212,2017780
722,2284,1959340,6212,2018780
722,2284,1960340,6212,2019780
722,2284,1960660,6212,2020100
723,2292,1961660,6212,2021100
723,2292,1962660,6212,2022100
723,2292,1963660,6212,2023100
723,2292,1964130,6212,2023570
723,2292,1965130,6212,2024570
723,2292,1965130,6212,2024570
723,2292,1966130,6212,2025570
724,2300,1967130,6212,2026570
724,2300,1967940,6212,2027380
724,2300,1968940,6212,2028380
724,2300,1968940,6212,2028380
724,2300,1969940,6212,2029380
724,2300,1970940,6212,2030380
724,2300,1971590,6212,2031030
724,2300,1972590,6212,2032030
724,2300,1972590,6212,2033030
724,2300,1972590,6212,2033680
724,2300,1972910,6212,2034000
724,2300,1973720,6212,2034810
724,2300,1974530,6212,2035620
724,2300,1974530,6212,2036210
725,2308,1975340,6212,2037020
725,2308,1975890,6212,2037570
725,2308,1976890,6212,2038570
725,2308,1976890,6212,2039040
725,2308,1977360,6212,2039510
725,2308,1978360,6212,2040510
725,2308,1978830,6212,2040980
725,2308,1979480,6212,2041630
725,2308,1980290,6212,2042440
725,2308,1981100,6212,2043250
725,2308,1981420,6212,2043570
726,2316,1982420,6212,2044570
726,2316,1983420,6212,2045570
726,2316,1984420,6212,2046570
726,2316,1985010,6212,2047160
726,2316,1985010,6212,2047160
726,2316,1985010,6212,2047160
726,2316,1985010,6212,2047160
726,2316,1986010,6212,2048160
726,2316,1987010,6212,2049160
726,2316,1988010,6212,2050160
726,2316,1989010,6212,2051160
726,2316,1989240,6212,2051390
727,2324,1990240,6212,2052390
727,2324,1990790,6212,2052940
727,2324,1991790,6212,2053940
727,2324,1992790,6212,2054940
727,2324,1993600,6212,2055750
727,2324,1994600,6212,2056750
727,2324,1994600,6212,2056750
727,2324,1994760,6212,2056910
727,2324,1994920,6212,2057070
727,2324,1994920,6212,2057070
727,2324,1995730,6212,2057880
727,2324,1996730,6212,2058880
728,2332,1997540,6212,2059690
728,2332,1998090,6212,2060240
728,2332,1999090,6212,2061240
728,2332,2000090,6212,2062240
729,2340,2008090,6212,2070240
729,2340,2008200,6212,2070350
729,2340,2008670,6212,2070820
729,2340,2008670,6212,2070820
729,2340,2009670,6212,2071820
729,2340,2009670,6212,2071820
729,2340,2010670,6212,2072820
729,2340,2011670,6212,2073820
730,2348,2012670,6212,2074820
730,2348,2013480,6212,2075630
730,2348,2014480,6212,2076630
730,2348,2014480,6212,2076630
730,2348,2015480,6212,2077630
731,2356,2016480,6212,2078630
731,2356,2017480,6212,2079630
731,2356,2017480,6212,2079630
731,2356,2018480,6212,2080630
731,2356,2019480,6212,2081630
731,2356,2020480,6212,2082630
731,2356,2021480,6212,2083630
731,2356,2022480,6212,2084630
731,2356,2023480,6212,2085630
731,2356,2024480,6212,2086630
731,2356,2025290,6212,2087440
731,2356,2026290,6212,2088440
731,2356,2026290,6212,2088440
731,2356,2027290,6212,2089440
731,2356,2028290,6212,2090440
732,2364,2029290,6212,2091440
732,2364,2030290,6212,2092440
732,2364,2030290,6212,2092440
732,2364,2031100,6212,2093250
732,2364,2031910,6212,2094060
732,2364,2032720,6212,2094870
732,2364,2032720,6212,2094870
732,2364,2032720,6212,2094870
732,2364,2033190,6212,2095340
732,2364,2034000,6212,2096150
732,2364,2034460,6212,2096610
732,2364,2035460,6212,2097610
732,2364,2035460,6212,2097610
733,2372,2036460,6212,2098610
733,2372,2036930,6212,2099080
733,2372,2037930,6212,2100080
733,2372,2038930,6212,2101080
733,2372,2039930,6212,2102080
733,2372,2040930,6212,2103080
733,2372,2041400,6212,2103550
733,2372,2042400,6212,2104550
733,2372,2043210,6212,2105360
734,2380,2044210,6212,2106360
734,2380,2045210,6212,2107360
734,2380,2046210,6212,2108360
734,2380,2047210,6212,2109360
735,2388,2048210,6212,2110360
735,2388,2049210,6212,2111360
735,2388,2049680,6212,2111830
735,2388,2049910,6212,2112060
735,2388,2050910,6212,2113060
735,2388,2051910,6212,2114060
735,2388,2052910,6212,2115060
735,2388,2053380,6212,2115530
735,2388,2053700,6212,2115850
735,2388,2054700,6212,2116850
735,2388,2055700,6212,2117850
735,2388,2056510,6212,2118660
735,2388,2057510,6212,2119660
735,2388,2058160,6212,2120310
735,2388,2058160,6212,2120310
735,2388,2058160,6212,2121310
736,2396,2059160,6212,2122310
736,2396,2059970,6212,2123120
736,2396,2060290,6212,2123440
736,2396,2060290,6212,2123440
736,2396,2061290,6212,2124440
736,2396,2062290,6212,2125440
736,2396,2063290,6212,2126440
736,2396,2064290,6212,2127440
736,2396,2064290,6212,2127440
736,2396,2064290,6212,2127440
736,2396,2065290,6212,2128440
736,2396,2066290,6212,2129440
736,2396,2066290,6212,2129440
737,2404,2067290,6212,2130440
737,2404,2067760,6212,2130910
737,2404,2068570,6212,2131720
737,2404,2069380,6212,2132530
737,2404,2070380,6212,2133530
737,2404,2071190,6212,2134340
737,2404,2072190,6212,2135340
737,2404,2072660,6212,2135810
737,2404,2072660,6212,2135810
737,2404,2073660,6212,2136810
737,2404,2074130,6212,2137280
737,2404,2074590,6212,2137740
738,2412,2075590,6212,2138740
738,2412,2076590,6212,2139740
738,2412,2077400,6212,2140550
738,2412,2077400,6212,2140550
738,2412,2077400,6212,2141360
738,2412,2077870,6212,2141830
738,2412,2077870,6212,2142050
738,2412,2078340,6212,2142520
738,2412,2079340,6212,2143520
738,2412,2080150,6212,2144330
738,2412,2081150,6212,2145330
738,2412,2082150,6212,2146330
739,2420,2083150,6212,2147330
739,2420,2084150,6212,2148330
739,2420,2085150,6212,2149330
739,2420,2085470,6212,2149650
739,2420,2086470,6212,2150650
739,2420,2087470,6212,2151650
739,2420,2088470,6212,2152650
739,2420,2089470,6212,2153650
739,2420,2090470,6212,2154650
740,2428,2090940,6212,2155120
740,2428,2091940,6212,2156120
740,2428,2092940,6212,2157120
740,2428,2093940,6212,2158120
740,2428,2093940,6212,2159120
740,2428,2094750,6212,2159930
740,2428,2094750,6212,2159930
740,2428,2094750,6212,2159930
740,2428,2095750,6212,2160930
740,2428,2096070,6212,2161250
740,2428,2096230,6212,2161410
740,2428,2096780,6212,2161960
740,2428,2097430,6212,2162610
741,2436,2098240,6212,2163420
741,2436,2099240,6212,2164420
741,2436,2100240,6212,2165420
741,2436,2101240,6212,2166420
741,2436,2102240,6212,2167420
741,2436,2103050,6212,2168230
741,2436,2103280,6212,2168460
741,2436,2103280,6212,2168780
741,2436,2104280,6212,2169780
741,2436,2104440,6212,2169940
741,2436,2105440,6212,2170940
742,2444,2106440,6212,2171940
742,2444,2106440,6212,2172590
742,2444,2107440,6212,2173590
743,2452,2115440,6212,2181590
743,2452,2116250,6212,2182400
743,2452,2117250,6212,2183400
743,2452,2118250,6212,2184400
743,2452,2118720,6212,2184870
743,2452,2119720,6212,2185870
743,2452,2120530,6212,2186680
744,2460,2121530,6212,2187680
744,2460,2122530,6212,2188680
744,2460,2122850,6212,2189000
744,2460,2122850,6212,2189000
744,2460,2122850,6212,2189000
744,2460,2122850,6212,2189000
744,2460,2123320,6212,2189470
744,2460,2127320,6212,2193470
744,2460,2128130,6212,2194280
744,2460,2128940,6212,2195090
744,2460,2128940,6212,2195090
745,2468,2129940,6212,2196090
745,2468,2130940,6212,2197090
745,2468,2131260,6212,2197410
745,2468,2131260,6212,2197410
745,2468,2132260,6212,2198410
745,2468,2132910,6212,2199060
745,2468,2132910,6212,2199060
745,2468,2133910,6212,2200060
745,2468,2134720,6212,2200870
746,2476,2135720,6212,2201870
746,2476,2136310,6212,2202460
746,2476,2136310,6212,2202930
746,2476,2137310,6212,2203930
746,2476,2137780,6212,2204400
747,2484,2145780,6212,2212400
747,2484,2146780,6212,2213400
747,2484,2146940,6212,2213560
747,2484,2146940,6212,2213560
747,2484,2147410,6212,2214030
747,2484,2147410,6212,2214030
747,2484,2147410,6212,2214840
747,2484,2148220,6212,2215650
747,2484,2149220,6212,2216650
747,2484,2149450,6212,2216880
748,2492,2150450,6212,2217880
748,2492,2151450,6212,2218880
748,2492,2152450,6212,2219880
748,2492,2153450,6212,2220880
748,2492,2153920,6212,2221350
748,2492,2154920,6212,2222350
748,2492,2155240,6212,2222670
748,2492,2155240,6212,2223480
748,2492,2156240,6212,2224480
748,2492,2156240,6212,2225290
749,2500,2157240,6212,2226290
749,2500,2157240,6212,2226290
749,2500,2158240,6212,2227290
749,2500,2158240,6212,2227290
749,2500,2159050,6212,2228100
749,2500,2159050,6212,2228100
749,2500,2160050,6212,2229100
749,2500,2161050,6212,2230100
749,2500,2161520,6212,2230570
749,2500,2161520,6212,2230570
749,2500,2161840,6212,2230890
749,2500,2162840,6212,2231890
750,2508,2163310,6212,2232360
750,2508,2164310,6212,2233360
750,2508,2165310,6212,2234360
750,2508,2166310,6212,2235360
750,2508,2167310,6212,2236360
750,2508,2168310,6212,2237360
750,2508,2168310,6212,2238360
750,2508,2168310,6212,2238360
750,2508,2169120,6212,2239170
750,2508,2170120,6212,2240170
750,2508,2170710,6212,2240760
750,2508,2170710,6212,2241760
751,2516,2171520,6212,2242570
751,2516,2172520,6212,2243570
751,2516,2172520,6212,2243570
751,2516,2173520,6212,2244570
751,2516,2173990,6212,2245040
751,2516,2174460,6212,2245510
751,2516,2175270,6212,2246320
751,2516,2175270,6212,2247320
751,2516,2176080,6212,2248130
751,2516,2176080,6212,2249130
751,2516,2176730,6212,2249780
751,2516,2177540,6212,2250590
751,2516,2177860,6212,2250910
752,2524,2178450,6212,2251500
753,2532,2179450,6212,2252500
753,2532,2179450,6212,2252500
753,2532,2179770,6212,2252820
753,2532,2179990,6212,2253040
753,2532,2179990,6212,2253040
753,2532,2180310,6212,2253360
753,2532,2181310,6212,2254360
753,2532,2182310,6212,2255360
753,2532,2183310,6212,2256360
754,2540,2191310,6212,2264360
754,2540,2191310,6212,2264820
754,2540,2191630,6212,2265140
754,2540,2191860,6212,2265370
754,2540,2192330,6212,2265840
754,2540,2192330,6212,2265840
754,2540,2192800,6212,2266310
754,2540,2193030,6212,2266540
754,2540,2193030,6212,2267350
754,2540,2194030,6212,2268350
754,2540,2195030,6212,2269350
754,2540,2195580,6212,2269900
754,2540,2196580,6212,2270900
754,2540,2196580,6212,2271130
754,2540,2197390,6212,2271940
754,2540,2198390,6212,2272940
754,2540,2199390,6212,2273940
754,2540,2200390,6212,2274940
754,2540,2200980,6212,2275530
754,2540,2201980,6212,2276530
755,2548,2202980,6212,2277530
755,2548,2203980,6212,2278530
755,2548,2203980,6212,2278530
755,2548,2204790,6212,2279340
755,2548,2205790,6212,2280340
755,2548,2206790,6212,2281340
755,2548,2206790,6212,2281340
755,2548,2207790,6212,2282340
756,2556,2208790,6212,2283340
756,2556,2209790,6212,2284340
756,2556,2209790,6212,2284340
756,2556,2210600,6212,2285150
756,2556,2211600,6212,2286150
756,2556,2212600,6212,2287150
756,2556,2212600,6212,2287150
756,2556,2212820,6212,2287370
756,2556,2213820,6212,2288370
756,2556,2214820,6212,2289370
756,2556,2215820,6212,2290370
756,2556,2216820,6212,2291370
756,2556,2216820,6212,2292370
756,2556,2217470,6212,2293020
757,2564,2218470,6212,2294020
757,2564,2219280,6212,2294830
757,2564,2219750,6212,2295300
757,2564,2220560,6212,2296110
757,2564,2221370,6212,2296920
757,2564,2221840,6212,2297390
757,2564,2221840,6212,2297390
757,2564,2221840,6212,2297390
757,2564,2221840,6212,2297620
757,2564,2222840,6212,2298620
757,2564,2223840,6212,2299620
757,2564,2224650,6212,2300430
758,2572,2225650,6212,2301430
758,2572,2225970,6212,2301750
758,2572,2226970,6212,2302750
758,2572,2227970,6212,2303750
758,2572,2227970,6212,2303750
