ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2ccd-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2ccd-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_ratio,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2ccd-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_q124,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2ccd-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2ccd-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_ratio
776404.43,17.6,7.38,236113.7,5.35
776392.92,17.6,7.38,236148.61,5.35
775996.74,17.6,7.38,235492.38,5.34
776068.46,17.6,7.38,235679.44,5.35
776475.91,17.62,7.39,236881.41,5.37
776888.1,17.63,7.4,236933.91,5.38
777214.05,17.64,7.41,236933.91,5.38
776830.06,17.63,7.41,236320.33,5.36
776727.84,17.63,7.41,236320.33,5.36
776625.62,17.63,7.41,236320.33,5.37
775807.85,17.65,7.42,236320.33,5.38
775807.85,17.65,7.42,236312.93,5.38
775894.26,17.65,7.43,236362.71,5.38
775792.04,17.65,7.43,236362.71,5.38
775702.93,17.66,7.43,235766.39,5.37
775600.71,17.66,7.43,235766.39,5.37
775498.49,17.66,7.44,235761.16,5.37
775396.27,17.66,7.44,235760.57,5.37
775294.04,17.66,7.44,235772.56,5.37
774997.14,17.66,7.43,235498.12,5.37
774777.45,17.65,7.43,235384.54,5.36
774863.85,17.66,7.44,235417.68,5.36
774761.63,17.66,7.44,235417.68,5.37
775244.88,17.67,7.45,235690.49,5.37
775244.88,17.67,7.45,235725.15,5.37
775142.66,17.67,7.45,236270.38,5.39
775468.61,17.68,7.46,236270.38,5.39
775691.9,17.69,7.47,236270.38,5.39
775589.68,17.69,7.47,236270.38,5.39
775676.09,17.7,7.48,236270.38,5.39
775762.49,17.7,7.48,236270.38,5.39
775660.27,17.71,7.48,236270.38,5.39
775438.73,17.7,7.48,236012.5,5.39
775336.51,17.7,7.48,236012.5,5.39
775234.29,17.71,7.48,236105.88,5.39
775132.07,17.71,7.48,236105.88,5.39
775029.85,17.71,7.49,236105.88,5.39
774927.63,17.71,7.49,236275.33,5.4
774838.52,17.71,7.49,237004.41,5.42
775061.81,17.72,7.5,237245.89,5.42
775473.88,17.73,7.51,237524.04,5.43
775799.83,17.74,7.52,237782.72,5.44
775697.61,17.74,7.52,237782.72,5.44
775697.61,17.74,7.52,237813.57,5.44
775697.61,17.74,7.52,237796.28,5.44
775595.39,17.74,7.52,237792.75,5.44
776523.81,17.77,7.55,239258.14,5.47
776935.88,17.78,7.56,239259.22,5.47
777423.72,17.79,7.57,239259.22,5.48
777423.72,17.79,7.57,240678.03,5.51
777321.5,17.79,7.57,240678.03,5.51
777116.82,17.79,7.57,240375.14,5.5
777116.82,17.79,7.57,240291.97,5.5
777014.6,17.79,7.57,240277.92,5.5
777340.55,17.8,7.58,240580.45,5.51
777173.86,17.8,7.58,241384.58,5.53
777071.64,17.8,7.58,241382.76,5.53
776969.42,17.8,7.58,241433.6,5.53
778291.79,17.84,7.61,242892.88,5.57
778378.2,17.84,7.62,242892.88,5.57
778464.6,17.85,7.62,242892.88,5.57
778362.38,17.85,7.63,242855.01,5.57
778448.79,17.85,7.63,243158.54,5.58
778425.24,17.86,7.63,242605.15,5.57
778425.24,17.86,7.63,242605.15,5.57
778258.54,17.85,7.63,242502.99,5.56
778344.95,17.86,7.64,242676.12,5.57
778344.95,17.86,7.64,242474.18,5.56
778242.73,17.86,7.64,242739.8,5.57
778140.51,17.86,7.64,242703.47,5.57
778363.79,17.87,7.65,243422.58,5.59
778689.74,17.88,7.66,243858.69,5.6
778587.52,17.88,7.66,243844.78,5.6
778587.52,17.88,7.66,243844.78,5.6
778485.3,17.88,7.66,243844.78,5.6
778897.49,17.89,7.67,243844.78,5.6
778693.05,17.9,7.68,244361.21,5.62
778590.83,17.9,7.68,244361.21,5.62
778590.83,17.9,7.68,245088.76,5.63
778488.61,17.9,7.68,245088.76,5.64
778386.39,17.9,7.68,245095.82,5.64
777712.99,17.89,7.67,244353.62,5.62
778200.83,17.9,7.68,245170.04,5.64
778424.12,17.91,7.69,245493.19,5.65
778152.5,17.91,7.69,245792.82,5.66
777656.92,17.9,7.68,245236.95,5.64
777656.92,17.9,7.68,245222.3,5.64
777743.33,17.91,7.68,245222.3,5.65
778069.28,17.92,7.69,245231.65,5.65
777967.06,17.92,7.69,245244.64,5.65
777864.83,17.92,7.7,245244.64,5.65
777762.61,17.92,7.7,245244.64,5.65
777660.39,17.92,7.7,245244.64,5.65
777558.17,17.92,7.7,245244.64,5.65
777455.95,17.93,7.7,245244.64,5.65
777353.73,17.93,7.71,245244.64,5.66
777440.14,17.93,7.71,245431.25,5.66
777526.54,17.94,7.72,245430.96,5.66
777938.62,17.95,7.73,245430.96,5.66
778025.02,17.95,7.73,245430.78,5.66
778111.43,17.96,7.74,245617.53,5.67
778009.21,17.96,7.74,245613.57,5.67
778095.61,17.97,7.74,245613.57,5.67
777580.23,17.96,7.74,245071.57,5.66
777761.66,17.96,7.74,248343.65,5.74
777659.44,17.96,7.74,248343.65,5.74
777745.85,17.97,7.75,249281.67,5.76
777969.14,17.98,7.75,249581.59,5.77
778359.56,17.99,7.77,249435.74,5.77
778359.56,17.99,7.77,249453.03,5.77
778257.33,17.99,7.77,249479.9,5.77
778155.11,17.99,7.77,249479.9,5.77
778052.89,18.0,7.77,249492.69,5.77
777950.67,18.0,7.78,249409.15,5.77
778037.08,18.0,7.78,249522.99,5.77
777934.86,18.0,7.78,249522.99,5.77
777832.64,18.01,7.78,249851.58,5.78
777730.41,18.01,7.79,249851.58,5.79
777764.27,18.01,7.79,250013.52,5.79
777662.04,18.01,7.79,250013.52,5.79
778074.24,18.03,7.8,250013.52,5.79
778554.51,18.04,7.82,250013.52,5.79
778880.46,18.05,7.83,250013.52,5.79
778778.24,18.05,7.83,250013.52,5.79
778676.02,18.05,7.83,249484.14,5.78
778573.8,18.05,7.83,249480.52,5.78
778471.58,18.05,7.83,249480.52,5.79
778471.58,18.05,7.83,250123.18,5.8
778805.6,18.06,7.84,250123.16,5.8
779028.89,18.07,7.85,250131.73,5.8
778926.67,18.07,7.85,250131.73,5.8
778824.45,18.08,7.85,250138.51,5.81
779236.64,18.09,7.86,250138.51,5.81
779716.92,18.1,7.88,250139.19,5.81
779716.92,18.1,7.88,250143.15,5.81
780129.11,18.11,7.89,250143.15,5.81
780026.89,18.11,7.89,250212.9,5.81
780026.89,18.11,7.89,250212.9,5.81
779924.67,18.11,7.89,250246.8,5.81
780011.07,18.12,7.9,250238.34,5.81
779908.85,18.12,7.9,250238.34,5.81
779995.26,18.13,7.9,250203.22,5.81
779893.04,18.13,7.91,250297.01,5.82
779790.81,18.13,7.91,250297.01,5.82
780014.1,18.14,7.92,250297.01,5.82
780426.29,18.15,7.93,250368.27,5.82
780426.29,18.15,7.93,250368.27,5.82
780426.29,18.15,7.93,250368.27,5.82
780324.07,18.15,7.93,250368.27,5.82
780221.85,18.15,7.93,250368.11,5.82
780702.13,18.16,7.94,250577.84,5.83
780788.53,18.17,7.95,250577.84,5.83
781200.73,18.18,7.96,250589.69,5.83
781098.5,18.18,7.96,250616.98,5.83
781432.53,18.19,7.97,251000.77,5.84
781803.44,18.2,7.98,250923.26,5.84
781701.21,18.2,7.98,250928.22,5.84
781598.99,18.21,7.98,250935.0,5.85
781993.34,18.22,8.0,250936.97,5.85
781891.12,18.22,8.0,250941.18,5.85
781788.9,18.22,8.0,251396.67,5.86
781686.68,18.22,8.0,251373.14,5.86
781686.68,18.22,8.0,251373.14,5.86
781318.51,18.22,7.99,251059.15,5.85
781404.91,18.22,8.0,251059.15,5.85
781302.69,18.22,8.0,251059.15,5.86
781200.47,18.23,8.0,251059.15,5.86
781063.51,18.22,8.0,251059.15,5.86
780961.29,18.23,8.0,251100.49,5.86
780859.07,18.23,8.01,251329.52,5.87
780756.85,18.23,8.01,251323.54,5.87
780654.63,18.23,8.01,251762.7,5.88
780552.4,18.23,8.01,251758.14,5.88
781460.64,18.26,8.03,252138.61,5.89
781358.42,18.26,8.04,252252.49,5.89
781770.5,18.27,8.05,252253.62,5.89
782096.45,18.28,8.06,252529.14,5.9
782422.39,18.29,8.07,252542.7,5.9
782320.17,18.29,8.07,252542.7,5.9
782217.95,18.29,8.07,252523.67,5.9
782304.36,18.3,8.07,252518.84,5.91
782202.14,18.3,8.08,252518.84,5.91
781885.44,18.29,8.07,252100.42,5.9
781783.22,18.3,8.07,252100.42,5.9
781415.05,18.29,8.07,251725.3,5.89
781312.83,18.29,8.07,251642.14,5.89
781399.24,18.3,8.08,251679.18,5.89
781485.64,18.3,8.08,251679.18,5.89
781572.05,18.31,8.09,251834.23,5.9
781469.83,18.31,8.09,251846.34,5.9
781367.61,18.31,8.09,251846.34,5.9
781265.39,18.31,8.09,251755.69,5.9
781196.88,18.32,8.09,253561.12,5.95
781510.46,18.33,8.1,253561.57,5.95
781408.24,18.33,8.11,253478.41,5.95
781494.65,18.33,8.11,253496.04,5.95
781494.65,18.33,8.11,253440.94,5.95
781299.0,18.33,8.11,253441.97,5.95
781624.95,18.34,8.12,253499.72,5.95
781711.36,18.35,8.12,253613.57,5.95
781609.13,18.35,8.13,254152.18,5.97
781695.54,18.35,8.13,254338.88,5.97
781593.32,18.36,8.13,254528.4,5.98
781491.1,18.36,8.13,254528.4,5.98
781817.05,18.37,8.14,255609.68,6.0
781903.45,18.37,8.15,255609.68,6.01
781903.45,18.37,8.15,255611.11,6.01
781989.86,18.38,8.16,255611.11,6.01
781900.75,18.38,8.16,255014.78,5.99
781798.53,18.38,8.16,255014.78,6.0
781430.36,18.38,8.15,254700.79,5.99
781756.31,18.38,8.16,255336.15,6.0
782144.65,18.4,8.18,255607.02,6.01
782367.93,18.41,8.18,255577.55,6.01
782701.96,18.42,8.19,255622.18,6.01
782599.74,18.42,8.2,255700.49,6.02
782497.52,18.42,8.2,255639.36,6.02
782548.2,18.42,8.2,255852.04,6.02
783461.81,18.45,8.23,255950.42,6.03
783359.59,18.45,8.23,255950.42,6.03
783359.59,18.45,8.23,255931.93,6.03
784551.86,18.48,8.26,260315.31,6.13
784449.64,18.49,8.26,260281.51,6.13
784347.42,18.49,8.27,260328.8,6.14
783757.64,18.48,8.26,259619.62,6.12
783655.42,18.48,8.26,259619.62,6.12
783981.36,18.49,8.27,259651.59,6.12
783879.14,18.49,8.27,259651.59,6.13
783394.85,18.48,8.26,259253.16,6.12
783292.63,18.49,8.26,259253.16,6.12
783190.41,18.49,8.27,259169.99,6.12
783190.41,18.49,8.27,259183.47,6.12
783276.81,18.49,8.27,259140.3,6.12
783174.59,18.5,8.27,259165.37,6.12
783072.37,18.5,8.28,259157.48,6.12
783158.78,18.5,8.28,259271.32,6.13
783484.73,18.51,8.29,259271.32,6.13
783382.5,18.52,8.29,259271.32,6.13
783280.28,18.52,8.29,259210.19,6.13
783366.69,18.52,8.3,259210.19,6.13
783453.1,18.53,8.31,259910.48,6.15
783350.88,18.53,8.31,259910.48,6.15
783248.65,18.53,8.31,259793.52,6.15
783974.5,18.55,8.33,261123.73,6.18
783974.5,18.55,8.33,261285.46,6.18
784197.79,18.56,8.34,261285.46,6.18
784095.57,18.56,8.34,261266.04,6.19
784095.57,18.56,8.34,261251.06,6.19
784095.57,18.56,8.34,261279.78,6.19
783993.35,18.57,8.34,261279.93,6.19
783891.13,18.57,8.35,261274.81,6.19
783532.96,18.56,8.34,260909.76,6.18
783430.74,18.56,8.34,260861.41,6.18
783328.52,18.57,8.34,260923.06,6.18
783226.3,18.57,8.35,260952.26,6.19
783215.46,18.57,8.35,260941.51,6.19
783113.24,18.57,8.35,261336.98,6.2
783011.02,18.58,8.35,261510.22,6.2
782908.79,18.58,8.36,261511.63,6.21
783234.74,18.59,8.37,261947.05,6.22
783132.52,18.59,8.37,261960.0,6.22
782648.11,18.58,8.36,261606.74,6.21
782281.86,18.57,8.35,261231.43,6.2
782505.15,18.58,8.36,261131.12,6.2
782402.93,18.58,8.36,261122.6,6.2
782489.33,18.59,8.37,261210.33,6.21
782387.11,18.59,8.37,261206.76,6.21
782713.06,18.6,8.38,261206.76,6.21
782936.35,18.61,8.39,261248.61,6.21
783262.3,18.62,8.4,261297.59,6.21
783160.08,18.62,8.4,261297.59,6.21
783057.86,18.62,8.4,261327.3,6.22
782673.87,18.62,8.4,260713.73,6.2
782999.81,18.63,8.41,260751.29,6.2
785093.5,18.68,8.46,261316.11,6.22
785093.5,18.68,8.46,261251.85,6.22
784991.28,18.68,8.46,261251.85,6.22
785077.69,18.69,8.47,261209.51,6.22
785489.88,18.7,8.48,261654.41,6.23
785576.29,18.7,8.48,262087.88,6.24
785662.69,18.71,8.49,262087.88,6.24
785749.1,18.72,8.49,262274.38,6.25
785646.88,18.72,8.5,262277.6,6.25
785448.22,18.71,8.49,262053.21,6.24
785534.63,18.72,8.5,262307.12,6.25
785534.63,18.72,8.5,262332.8,6.25
785432.41,18.72,8.5,262257.04,6.25
785375.14,18.72,8.5,262348.36,6.25
785272.92,18.73,8.5,262499.72,6.26
785170.7,18.73,8.51,262575.99,6.26
785068.48,18.73,8.51,262577.49,6.26
784966.26,18.73,8.51,262499.65,6.26
784864.04,18.73,8.51,263109.0,6.28
784761.82,18.74,8.51,263109.0,6.28
784659.59,18.74,8.52,263109.0,6.28
784765.03,18.75,8.52,264773.31,6.32
784662.81,18.75,8.53,264654.95,6.32
784560.58,18.75,8.53,264654.95,6.32
784646.99,18.76,8.53,264625.4,6.33
784544.77,18.76,8.54,264625.4,6.33
784544.77,18.76,8.54,264542.24,6.32
784442.55,18.76,8.54,264542.24,6.33
784340.33,18.76,8.54,264525.65,6.33
784238.11,18.76,8.54,264507.96,6.33
784324.51,18.77,8.55,264508.59,6.33
784222.29,18.77,8.55,264508.52,6.33
784120.07,18.77,8.55,264513.88,6.33
784206.48,18.78,8.56,264513.88,6.33
784104.26,18.78,8.56,264513.88,6.34
784190.66,18.79,8.57,264513.88,6.34
784088.44,18.79,8.57,264513.88,6.34
783986.22,18.79,8.57,264513.88,6.34
783884.0,18.79,8.57,264513.88,6.34
783781.78,18.8,8.57,264505.1,6.34
783679.56,18.8,8.58,264510.55,6.34
783679.56,18.8,8.58,264942.37,6.35
783577.34,18.8,8.58,264950.44,6.36
783475.12,18.8,8.58,264950.44,6.36
783372.89,18.8,8.58,264950.44,6.36
783459.3,18.81,8.59,265383.91,6.37
783545.71,18.82,8.59,265992.04,6.39
783879.73,18.83,8.6,265992.04,6.39
784103.02,18.83,8.61,266017.94,6.39
784000.8,18.84,8.61,266017.94,6.39
783842.17,18.83,8.61,266017.94,6.39
783842.17,18.83,8.61,266000.65,6.39
783739.95,18.83,8.61,265994.75,6.39
783623.08,18.83,8.61,265813.28,6.39
783520.86,18.83,8.61,265813.28,6.39
783418.64,18.84,8.61,265797.14,6.39
783316.42,18.84,8.62,265766.58,6.39
783402.83,18.84,8.62,265766.58,6.39
783323.08,18.85,8.62,265206.29,6.38
783220.86,18.85,8.63,265207.21,6.38
783118.64,18.85,8.63,265178.49,6.38
783016.42,18.85,8.63,265178.49,6.38
783102.83,18.86,8.64,265257.37,6.39
783000.61,18.86,8.64,265174.2,6.39
783087.01,18.87,8.64,265162.39,6.39
782781.08,18.86,8.64,265162.39,6.39
782678.86,18.86,8.64,265165.22,6.39
782576.64,18.87,8.64,265165.22,6.39
782988.83,18.88,8.66,265165.22,6.39
783314.78,18.89,8.67,265165.22,6.39
783212.56,18.89,8.67,265165.22,6.4
783298.97,18.89,8.67,265165.22,6.4
783196.74,18.9,8.67,265165.22,6.4
783283.15,18.9,8.68,265002.59,6.4
783283.15,18.9,8.68,266057.69,6.42
783180.93,18.9,8.68,266057.69,6.42
783267.34,18.91,8.69,266050.3,6.42
783593.28,18.92,8.7,266769.85,6.44
783816.57,18.93,8.71,266769.85,6.44
784142.52,18.94,8.72,267192.66,6.45
784040.3,18.94,8.72,267192.2,6.45
783938.08,18.94,8.72,267192.2,6.46
783835.86,18.95,8.72,267161.84,6.46
784161.81,18.96,8.73,267282.92,6.46
784248.21,18.96,8.74,267396.77,6.47
784334.62,18.97,8.74,267396.77,6.47
784660.57,18.98,8.76,267396.77,6.47
784759.02,18.98,8.76,267378.04,6.47
784656.8,18.98,8.76,267279.57,6.47
784554.58,18.99,8.76,267279.57,6.47
785042.42,19.0,8.78,267295.74,6.47
784940.2,19.0,8.78,267295.74,6.47
785163.49,19.01,8.79,267543.33,6.48
785553.91,19.02,8.8,267397.47,6.48
785553.91,19.02,8.8,267403.07,6.48
785451.68,19.02,8.8,267429.13,6.48
785349.46,19.03,8.8,267452.24,6.48
785829.74,19.04,8.82,267452.24,6.48
785916.15,19.05,8.82,267452.24,6.48
786242.09,19.06,8.83,267452.24,6.48
786568.04,19.07,8.84,267463.2,6.48
786465.82,19.07,8.85,267453.14,6.48
786363.6,19.07,8.85,267453.14,6.49
786775.79,19.08,8.86,267447.61,6.49
786673.57,19.08,8.86,267411.28,6.49
786571.35,19.09,8.86,267439.78,6.49
786657.76,19.09,8.87,267439.78,6.49
786438.07,19.09,8.87,267439.78,6.49
786335.85,19.09,8.87,267443.29,6.49
786233.63,19.09,8.87,267406.96,6.49
786713.9,19.1,8.88,267406.96,6.49
787126.09,19.12,8.89,267701.14,6.5
787023.87,19.12,8.9,267699.36,6.5
787023.87,19.12,8.9,267682.06,6.5
786921.65,19.12,8.9,267682.06,6.5
786819.43,19.12,8.9,267701.26,6.51
787042.72,19.13,8.91,267701.26,6.51
787454.91,19.14,8.92,267689.31,6.51
787352.69,19.14,8.92,267689.31,6.51
787250.47,19.15,8.92,267689.32,6.51
787229.6,19.15,8.93,267551.36,6.51
787563.62,19.16,8.94,267599.16,6.51
787461.4,19.16,8.94,267599.16,6.51
787684.69,19.17,8.95,267599.92,6.51
787582.47,19.17,8.95,267599.92,6.51
787480.25,19.18,8.95,267605.94,6.52
787566.65,19.18,8.96,267605.94,6.52
786748.89,19.2,8.98,267605.94,6.53
786646.66,19.2,8.98,267605.94,6.53
786544.44,19.2,8.98,267605.94,6.53
786938.79,19.22,8.99,268493.0,6.56
786836.57,19.22,9.0,268493.0,6.56
787113.19,19.23,9.01,268512.18,6.56
787113.19,19.23,9.01,268512.18,6.56
787199.59,19.23,9.01,268511.06,6.56
787609.82,19.25,9.03,268351.33,6.56
787507.59,19.25,9.03,268429.2,6.56
787594.0,19.26,9.03,268430.01,6.56
787680.41,19.26,9.04,268428.93,6.56
787578.19,19.26,9.04,268423.93,6.57
787664.59,19.27,9.05,268425.69,6.57
787887.88,19.28,9.06,268492.65,6.57
787785.66,19.28,9.06,268551.19,6.57
787841.85,19.28,9.06,268774.64,6.58
787920.53,19.28,9.06,272862.1,6.68
789183.49,19.31,9.09,274956.21,6.73
789081.27,19.32,9.1,275005.6,6.73
788979.05,19.32,9.1,275005.6,6.73
788876.83,19.32,9.1,275086.44,6.74
788774.61,19.32,9.1,275086.44,6.74
788672.39,19.33,9.1,275086.44,6.74
788570.16,19.33,9.11,275205.93,6.75
788570.16,19.33,9.11,275205.93,6.75
788896.11,19.34,9.12,275219.51,6.75
789230.14,19.35,9.13,276279.88,6.77
789230.14,19.35,9.13,276279.88,6.77
789127.92,19.35,9.13,276632.7,6.78
788948.32,19.35,9.13,276515.74,6.78
789171.6,19.36,9.13,276782.32,6.79
789069.38,19.36,9.14,276782.32,6.79
789395.33,19.37,9.15,276782.32,6.79
789293.11,19.37,9.15,276782.32,6.79
789780.95,19.38,9.16,276782.71,6.79
790004.24,19.39,9.17,277072.44,6.8
790416.43,19.4,9.18,277079.06,6.8
790314.21,19.41,9.18,277076.66,6.8
790211.99,19.41,9.19,277086.0,6.81
790109.77,19.41,9.19,277086.0,6.81
790435.71,19.42,9.2,277086.0,6.81
790522.12,19.43,9.21,277653.55,6.82
790419.9,19.43,9.21,277653.55,6.83
790317.68,19.43,9.21,277653.55,6.83
790215.46,19.43,9.21,277657.97,6.83
790541.41,19.44,9.22,277657.97,6.83
790867.35,19.46,9.23,278678.51,6.86
790765.13,19.46,9.24,278678.51,6.86
790662.91,19.46,9.24,278678.51,6.86
790560.69,19.46,9.24,278677.47,6.86
790458.47,19.46,9.24,278601.71,6.86
790356.25,19.47,9.24,278772.18,6.87
789840.87,19.46,9.24,278230.19,6.85
789927.28,19.46,9.24,278230.19,6.86
790339.47,19.48,9.25,278229.18,6.86
790237.25,19.48,9.26,278308.23,6.86
790135.03,19.48,9.26,278295.68,6.86
789766.86,19.47,9.25,277920.71,6.85
789664.64,19.48,9.25,277616.07,6.85
789664.64,19.48,9.25,277627.65,6.85
790107.32,19.49,9.26,277636.79,6.85
790193.73,19.49,9.27,277636.91,6.85
790091.51,19.5,9.27,277636.91,6.85
790811.71,19.52,9.29,277072.22,6.84
790709.49,19.52,9.3,277203.17,6.84
789891.72,19.54,9.32,277203.17,6.86
789206.15,19.53,9.3,276457.3,6.84
789292.55,19.53,9.31,276457.3,6.84
789190.33,19.53,9.31,276457.3,6.84
789088.11,19.54,9.31,276521.79,6.85
789414.06,19.55,9.32,276797.31,6.85
789311.84,19.55,9.33,276760.98,6.85
789311.84,19.55,9.33,276750.34,6.85
789209.62,19.55,9.33,276750.34,6.86
789107.39,19.55,9.33,276663.72,6.86
789005.17,19.56,9.33,276673.59,6.86
788902.95,19.56,9.34,276673.59,6.86
788501.52,19.55,9.33,276676.23,6.86
788399.3,19.55,9.33,276911.82,6.87
788297.08,19.56,9.33,276911.82,6.87
788667.65,19.57,9.35,276059.85,6.85
788979.13,19.58,9.35,278294.84,6.9
789065.54,19.58,9.36,278294.84,6.91
788963.32,19.58,9.36,278286.31,6.91
789049.73,19.59,9.37,278286.31,6.91
789049.73,19.59,9.37,280076.53,6.95
789273.01,19.6,9.38,280076.53,6.95
789352.22,19.61,9.38,280415.24,6.96
789250.0,19.61,9.39,280433.87,6.97
789654.72,19.62,9.4,280730.34,6.98
789552.5,19.62,9.4,280627.7,6.97
789450.27,19.63,9.4,280591.37,6.98
789576.31,19.63,9.41,280597.99,6.98
789191.89,19.62,9.4,280344.04,6.97
789089.67,19.63,9.4,280344.51,6.97
788987.45,19.63,9.41,280613.36,6.98
788885.23,19.63,9.41,280614.12,6.98
788783.01,19.63,9.41,280614.12,6.98
789117.04,19.64,9.42,280614.12,6.99
789014.82,19.65,9.42,280605.17,6.99
789464.83,19.66,9.44,280927.97,7.0
789362.61,19.66,9.44,280932.14,7.0
789696.64,19.67,9.45,280987.43,7.0
789594.42,19.67,9.45,280951.1,7.0
789920.37,19.68,9.46,280917.5,7.0
789818.14,19.69,9.46,280917.5,7.0
790144.09,19.7,9.47,280919.95,7.0
790041.87,19.7,9.48,280919.95,7.0
790265.16,19.71,9.49,281242.84,7.01
790162.94,19.71,9.49,281240.8,7.02
790060.72,19.71,9.49,281291.06,7.02
789958.5,19.71,9.49,281291.06,7.02
789856.28,19.72,9.49,281293.33,7.02
789942.68,19.72,9.5,281005.45,7.02
790029.09,19.73,9.51,281043.71,7.02
789926.87,19.73,9.51,281427.69,7.03
789824.65,19.73,9.51,281427.69,7.03
789911.05,19.74,9.52,281427.69,7.03
789808.83,19.74,9.52,281426.62,7.03
789706.61,19.74,9.52,281331.18,7.03
789706.61,19.74,9.52,281331.18,7.03
790186.89,19.76,9.54,281331.18,7.03
790512.83,19.77,9.55,281337.95,7.04
790599.24,19.77,9.55,281337.95,7.04
790685.65,19.78,9.56,281312.05,7.04
790674.14,19.79,9.56,280750.35,7.03
790571.92,19.79,9.57,280745.38,7.03
790469.7,19.79,9.57,280711.84,7.03
790367.48,19.79,9.57,280636.89,7.03
790265.26,19.79,9.57,280561.95,7.03
790163.03,19.8,9.58,280561.95,7.03
790575.23,19.81,9.59,281099.56,7.04
790575.23,19.81,9.59,281099.56,7.04
790901.17,19.82,9.6,281099.56,7.04
790798.95,19.82,9.6,282094.1,7.07
790885.36,19.83,9.61,282143.81,7.07
790783.14,19.83,9.61,282146.71,7.08
790680.92,19.83,9.61,282146.71,7.08
790767.32,19.84,9.62,282146.71,7.08
790853.73,19.85,9.62,282865.09,7.1
790940.14,19.85,9.63,282857.45,7.1
791334.48,19.86,9.64,282857.45,7.1
791420.89,19.87,9.65,282857.45,7.1
791318.67,19.87,9.65,282826.89,7.1
791318.67,19.87,9.65,282930.47,7.11
791216.45,19.87,9.65,282930.47,7.11
791114.22,19.88,9.65,282982.79,7.11
791012.0,19.88,9.66,282987.11,7.11
790551.94,19.87,9.65,283219.5,7.12
790994.63,19.88,9.66,283256.23,7.12
790892.41,19.89,9.66,283258.47,7.12
791304.6,19.9,9.67,283258.47,7.12
791202.38,19.9,9.68,283159.99,7.12
791100.16,19.9,9.68,283202.02,7.12
791100.16,19.9,9.68,283202.02,7.12
790997.94,19.9,9.68,283202.02,7.13
790895.71,19.91,9.68,283204.69,7.13
791209.29,19.92,9.7,282884.71,7.12
791107.07,19.92,9.7,282884.71,7.12
791004.85,19.92,9.7,282884.71,7.12
790902.63,19.92,9.7,282884.71,7.13
790800.41,19.93,9.71,282954.51,7.13
790698.19,19.93,9.71,282965.14,7.13
790595.97,19.93,9.71,282980.13,7.13
790921.92,19.94,9.72,283092.98,7.14
791008.32,19.95,9.73,283092.98,7.14
790906.1,19.95,9.73,282933.5,7.14
790992.51,19.96,9.74,282933.5,7.14
791318.46,19.97,9.75,283231.42,7.15
791318.46,19.97,9.75,283025.88,7.14
791216.24,19.97,9.75,283025.88,7.14
790831.82,19.96,9.74,282582.03,7.13
791157.77,19.97,9.75,282582.03,7.13
791055.55,19.98,9.75,282579.11,7.14
791141.96,19.98,9.76,282579.11,7.14
791467.91,19.99,9.77,283298.66,7.16
791793.85,20.0,9.78,284184.24,7.18
791793.85,20.0,9.78,284987.82,7.2
791691.63,20.01,9.78,284953.67,7.2
792103.71,20.02,9.8,285165.41,7.21
792429.66,20.03,9.81,285165.18,7.21
793024.89,20.05,9.82,284834.38,7.2
793301.51,20.06,9.83,284834.38,7.2
793387.92,20.06,9.84,284830.37,7.2
793285.69,20.06,9.84,285246.76,7.21
793372.1,20.07,9.85,285246.76,7.22
793269.88,20.07,9.85,285266.16,7.22
793269.88,20.07,9.85,285266.16,7.22
793167.66,20.08,9.85,285266.16,7.22
793493.61,20.09,9.86,285701.12,7.23
793702.87,20.1,9.87,286233.36,7.25
793789.27,20.1,9.88,286237.89,7.25
793823.12,20.11,9.89,288719.55,7.31
793720.9,20.11,9.89,288713.28,7.32
793618.68,20.11,9.89,288713.28,7.32
792800.91,20.13,9.91,288713.28,7.33
792698.69,20.14,9.91,288712.18,7.33
793617.48,20.16,9.94,290881.79,7.39
793515.26,20.17,9.95,290747.24,7.39
793841.2,20.18,9.96,290747.24,7.39
793738.98,20.18,9.96,290836.97,7.39
794151.17,20.19,9.97,291555.35,7.41
794477.12,20.2,9.98,291557.16,7.41
794374.9,20.21,9.98,291557.12,7.42
794110.56,20.2,9.98,292281.22,7.44
794008.34,20.2,9.98,292406.34,7.44
794094.74,20.21,9.99,292406.34,7.44
793992.52,20.21,9.99,292406.34,7.44
793890.3,20.22,9.99,292419.53,7.45
793976.71,20.22,10.0,292414.09,7.45
793874.49,20.22,10.0,292413.63,7.45
794286.68,20.24,10.01,292413.63,7.45
794612.63,20.25,10.03,292413.62,7.45
794699.03,20.25,10.03,292386.09,7.45
794596.81,20.26,10.03,292386.09,7.45
