ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2ccd-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_nodes,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2ccd-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpus,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2ccd-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpu_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2ccd-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-total_gpus,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2ccd-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-arrived_gpu_milli
1034,5323,1436540,6212,1436540
1034,5323,1437540,6212,1437540
1034,5323,1437540,6212,1437540
1034,5323,1438350,6212,1438350
1034,5323,1439350,6212,1439350
1034,5323,1440350,6212,1440350
1035,5331,1440350,6212,1440350
1035,5331,1440350,6212,1440350
1035,5331,1441350,6212,1441350
1035,5331,1441350,6212,1441350
1035,5331,1441810,6212,1441810
1035,5331,1442810,6212,1442810
1035,5331,1443130,6212,1443130
1035,5331,1443600,6212,1443600
1035,5331,1444600,6212,1444600
1036,5339,1445600,6212,1445600
1037,5347,1446600,6212,1446600
1037,5347,1447600,6212,1447600
1037,5347,1448600,6212,1448600
1037,5347,1449070,6212,1449070
1037,5347,1449720,6212,1449720
1038,5349,1450310,6212,1450310
1038,5349,1451310,6212,1451310
1038,5349,1452120,6212,1452120
1039,5357,1453120,6212,1453120
1039,5357,1453590,6212,1453590
1039,5357,1453590,6212,1453590
1039,5357,1454590,6212,1454590
1039,5357,1455400,6212,1455400
1039,5357,1456400,6212,1456400
1039,5357,1457400,6212,1457400
1039,5357,1458400,6212,1458400
1039,5357,1459400,6212,1459400
1039,5357,1460210,6212,1460210
1039,5357,1461210,6212,1461210
1039,5357,1461210,6212,1461210
1040,5359,1462210,6212,1462210
1040,5359,1462800,6212,1462800
1040,5359,1463800,6212,1463800
1040,5359,1464270,6212,1464270
1040,5359,1464920,6212,1464920
1040,5359,1465920,6212,1465920
1040,5359,1466290,6212,1466290
1040,5359,1467290,6212,1467290
1040,5359,1467760,6212,1467760
1040,5359,1468760,6212,1468760
1041,5367,1468760,6212,1468760
1042,5375,1469760,6212,1469760
1042,5375,1470230,6212,1470230
1042,5375,1471230,6212,1471230
1042,5375,1471230,6212,1471230
1042,5375,1472230,6212,1472230
1043,5377,1473230,6212,1473230
1043,5377,1473450,6212,1473450
1043,5377,1474260,6212,1474260
1043,5377,1475260,6212,1475260
1044,5385,1475730,6212,1475730
1044,5385,1476320,6212,1476320
1044,5385,1477130,6212,1477130
1044,5385,1478130,6212,1478130
1044,5385,1479130,6212,1479130
1044,5385,1479600,6212,1479600
1044,5385,1480410,6212,1480410
1044,5385,1481410,6212,1481410
1044,5385,1481410,6212,1481410
1044,5385,1482410,6212,1482410
1044,5385,1483410,6212,1483410
1044,5385,1483960,6212,1483960
1044,5385,1484430,6212,1484430
1044,5385,1484900,6212,1484900
1044,5385,1485710,6212,1485710
1044,5385,1485710,6212,1485710
1044,5385,1486710,6212,1486710
1044,5385,1487710,6212,1487710
1045,5387,1488180,6212,1488180
1045,5387,1488650,6212,1488650
1045,5387,1489650,6212,1489650
1045,5387,1489970,6212,1489970
1045,5387,1490970,6212,1490970
1045,5387,1491340,6212,1491340
1045,5387,1492150,6212,1492150
1045,5387,1492380,6212,1492380
1045,5387,1492380,6212,1492380
1045,5387,1493380,6212,1493380
1046,5395,1494380,6212,1494380
1046,5395,1494930,6212,1494930
1046,5395,1494930,6212,1494930
1046,5395,1495930,6212,1495930
1046,5395,1496400,6212,1496400
1046,5395,1497400,6212,1497400
1046,5395,1498210,6212,1498210
1046,5395,1499020,6212,1499020
1046,5395,1500020,6212,1500020
1046,5395,1500670,6212,1500670
1046,5395,1501140,6212,1501140
1046,5395,1501790,6212,1501790
1046,5395,1501950,6212,1501950
1046,5395,1502950,6212,1502950
1046,5395,1503760,6212,1503760
1046,5395,1504760,6212,1504760
1046,5395,1505760,6212,1505760
1047,5403,1506570,6212,1506570
1047,5403,1507570,6212,1507570
1047,5403,1508570,6212,1508570
1047,5403,1509570,6212,1509570
1047,5403,1509570,6212,1509570
1047,5403,1510570,6212,1510570
1047,5403,1511570,6212,1511570
1047,5403,1512570,6212,1512570
1047,5403,1513570,6212,1513570
1047,5403,1514570,6212,1514570
1047,5403,1515570,6212,1515570
1047,5403,1515570,6212,1515570
1047,5403,1515570,6212,1515570
1048,5405,1516040,6212,1516040
1048,5405,1516850,6212,1516850
1048,5405,1516850,6212,1516850
1048,5405,1516850,6212,1516850
1048,5405,1517850,6212,1517850
1049,5409,1518170,6212,1518170
1049,5409,1519170,6212,1519170
1049,5409,1520170,6212,1520170
1049,5409,1521170,6212,1521170
1049,5409,1522170,6212,1522170
1049,5409,1522820,6212,1522820
1049,5409,1523290,6212,1523290
1049,5409,1523520,6212,1523520
1049,5409,1524330,6212,1524330
1049,5409,1525330,6212,1525330
1049,5409,1525560,6212,1525560
1049,5409,1525670,6212,1525670
1049,5409,1526480,6212,1526480
1049,5409,1527290,6212,1527290
1049,5409,1528290,6212,1528290
1049,5409,1529290,6212,1529290
1049,5409,1529520,6212,1529520
1049,5409,1529990,6212,1529990
1049,5409,1530990,6212,1530990
1049,5409,1531460,6212,1531460
1049,5409,1532460,6212,1532460
1049,5409,1532460,6212,1532460
1050,5417,1540460,6212,1540460
1050,5417,1541460,6212,1541460
1051,5425,1542460,6212,1542460
1051,5425,1542830,6212,1542830
1051,5425,1543830,6212,1543830
1051,5425,1544640,6212,1544640
1051,5425,1545640,6212,1545640
1051,5425,1546640,6212,1546640
1052,5427,1547640,6212,1547640
1052,5427,1548640,6212,1548640
1053,5429,1549640,6212,1549640
1053,5429,1550450,6212,1550450
1053,5429,1550920,6212,1550920
1054,5437,1551390,6212,1551390
1055,5445,1551710,6212,1551710
1055,5445,1552710,6212,1552710
1056,5447,1553710,6212,1553710
1056,5447,1553980,6212,1553980
1056,5447,1554450,6212,1554450
1057,5449,1555450,6212,1555450
1057,5449,1556450,6212,1556450
1057,5449,1556920,6212,1556920
1058,5451,1556920,6212,1556920
1058,5451,1557920,6212,1557920
1058,5451,1558390,6212,1558390
1059,5459,1558620,6212,1558620
1060,5461,1559620,6212,1559620
1060,5461,1559890,6212,1559890
1060,5461,1560210,6212,1560210
1061,5469,1561210,6212,1561210
1061,5469,1562210,6212,1562210
1061,5469,1562800,6212,1562800
1061,5469,1563800,6212,1563800
1062,5471,1564270,6212,1564270
1062,5471,1565080,6212,1565080
1063,5473,1566080,6212,1566080
1064,5475,1566080,6212,1566080
1064,5475,1566890,6212,1566890
1064,5475,1574890,6212,1574890
1064,5475,1575700,6212,1575700
1065,5477,1576700,6212,1576700
1065,5477,1577700,6212,1577700
1065,5477,1578700,6212,1578700
1065,5477,1579350,6212,1579350
1065,5477,1580350,6212,1580350
1065,5477,1581350,6212,1581350
1065,5477,1582000,6212,1582000
1065,5477,1583000,6212,1583000
1066,5479,1584000,6212,1584000
1066,5479,1585000,6212,1585000
1066,5479,1585810,6212,1585810
1066,5479,1586810,6212,1586810
1066,5479,1586810,6212,1586810
1066,5479,1587810,6212,1587810
1066,5479,1588810,6212,1588810
1066,5479,1589810,6212,1589810
1067,5481,1589810,6212,1589810
1067,5481,1590810,6212,1590810
1067,5481,1591620,6212,1591620
1067,5481,1592620,6212,1592620
1067,5481,1593620,6212,1593620
1067,5481,1594270,6212,1594270
1067,5481,1595080,6212,1595080
1067,5481,1596080,6212,1596080
1067,5481,1597080,6212,1597080
1067,5481,1597890,6212,1597890
1067,5481,1598890,6212,1598890
1067,5481,1599890,6212,1599890
1067,5481,1600890,6212,1600890
1068,5483,1601890,6212,1601890
1068,5483,1602890,6212,1602890
1068,5483,1603890,6212,1603890
1068,5483,1604890,6212,1604890
1068,5483,1605360,6212,1605360
1068,5483,1605910,6212,1605910
1068,5483,1606500,6212,1606500
1068,5483,1607150,6212,1607150
1068,5483,1608150,6212,1608150
1068,5483,1609150,6212,1609150
1068,5483,1610150,6212,1610150
1068,5483,1610960,6212,1610960
1069,5491,1611280,6212,1611280
1069,5491,1612280,6212,1612280
1069,5491,1613280,6212,1613280
1069,5491,1614280,6212,1614280
1069,5491,1615280,6212,1615280
1069,5491,1616280,6212,1616280
1069,5491,1616280,6212,1616280
1069,5491,1617280,6212,1617280
1069,5491,1618280,6212,1618280
1069,5491,1619280,6212,1619280
1069,5491,1619280,6212,1619280
1070,5493,1620280,6212,1620280
1070,5493,1621280,6212,1621280
1070,5493,1622280,6212,1622280
1071,5501,1623280,6212,1623280
1071,5501,1623930,6212,1623930
1072,5509,1623930,6212,1623930
1072,5509,1624740,6212,1624740
1073,5511,1625740,6212,1625740
1073,5511,1626740,6212,1626740
1074,5519,1627740,6212,1627740
1074,5519,1627740,6212,1627740
1074,5519,1628740,6212,1628740
1074,5519,1629740,6212,1629740
1075,5527,1637740,6212,1637740
1075,5527,1638740,6212,1638740
1075,5527,1639740,6212,1639740
1075,5527,1640550,6212,1640550
1075,5527,1641550,6212,1641550
1075,5527,1642360,6212,1642360
1075,5527,1643170,6212,1643170
1075,5527,1644170,6212,1644170
1075,5527,1644400,6212,1644400
1075,5527,1645400,6212,1645400
1075,5527,1646400,6212,1646400
1075,5527,1647400,6212,1647400
1076,5535,1648400,6212,1648400
1076,5535,1649400,6212,1649400
1077,5543,1650400,6212,1650400
1078,5551,1658400,6212,1658400
1078,5551,1659400,6212,1659400
1078,5551,1659870,6212,1659870
1078,5551,1660870,6212,1660870
1078,5551,1661870,6212,1661870
1078,5551,1662190,6212,1662190
1078,5551,1663190,6212,1663190
1078,5551,1664190,6212,1664190
1078,5551,1665000,6212,1665000
1078,5551,1666000,6212,1666000
1078,5551,1667000,6212,1667000
1078,5551,1668000,6212,1668000
1078,5551,1668650,6212,1668650
1078,5551,1669650,6212,1669650
1078,5551,1669650,6212,1669650
1078,5551,1670650,6212,1670650
1078,5551,1671650,6212,1671650
1079,5559,1672460,6212,1672460
1079,5559,1673460,6212,1673460
1079,5559,1674460,6212,1674460
1079,5559,1675110,6212,1675110
1079,5559,1676110,6212,1676110
1080,5561,1676570,6212,1676570
1080,5561,1677570,6212,1677570
1080,5561,1678570,6212,1678570
1080,5561,1678570,6212,1678570
1081,5569,1679380,6212,1679380
1081,5569,1679850,6212,1679850
1081,5569,1680500,6212,1680500
1082,5571,1681310,6212,1681310
1082,5571,1682310,6212,1682310
1082,5571,1683310,6212,1683310
1082,5571,1683680,6212,1683680
1082,5571,1684680,6212,1684680
1082,5571,1684680,6212,1684680
1082,5571,1686680,6212,1686680
1082,5571,1687680,6212,1687680
1082,5571,1688680,6212,1688680
1082,5571,1688680,6212,1688680
1082,5571,1689680,6212,1689680
1082,5571,1690330,6212,1690330
1082,5571,1691330,6212,1691330
1082,5571,1691330,6212,1691330
1082,5571,1692330,6212,1692330
1082,5571,1692800,6212,1692800
1082,5571,1693800,6212,1693800
1082,5571,1693800,6212,1693800
1082,5571,1694800,6212,1694800
1082,5571,1695610,6212,1695610
1082,5571,1696080,6212,1696080
1082,5571,1697080,6212,1697080
1082,5571,1698080,6212,1698080
1082,5571,1699080,6212,1699080
1082,5571,1699540,6212,1699540
1082,5571,1700540,6212,1700540
1082,5571,1700760,6212,1700760
1082,5571,1701760,6212,1701760
1082,5571,1701760,6212,1701760
1083,5573,1702760,6212,1702760
1083,5573,1703080,6212,1703080
1083,5573,1703400,6212,1703400
1083,5573,1704400,6212,1704400
1083,5573,1705400,6212,1705400
1083,5573,1706400,6212,1706400
1083,5573,1706400,6212,1706400
1083,5573,1707400,6212,1707400
1083,5573,1708400,6212,1708400
1083,5573,1708400,6212,1708400
1084,5581,1708870,6212,1708870
1084,5581,1709870,6212,1709870
1084,5581,1710870,6212,1710870
1084,5581,1711870,6212,1711870
1084,5581,1712340,6212,1712340
1084,5581,1712340,6212,1712340
1084,5581,1713340,6212,1713340
1084,5581,1714340,6212,1714340
1084,5581,1715340,6212,1715340
1084,5581,1716150,6212,1716150
1084,5581,1717150,6212,1717150
1084,5581,1717470,6212,1717470
1084,5581,1718280,6212,1718280
1084,5581,1719280,6212,1719280
1084,5581,1720280,6212,1720280
1084,5581,1720600,6212,1720600
1084,5581,1720600,6212,1720600
1084,5581,1721600,6212,1721600
1085,5589,1722600,6212,1722600
1085,5589,1726600,6212,1726600
1085,5589,1727070,6212,1727070
1085,5589,1727070,6212,1727070
1085,5589,1728070,6212,1728070
1085,5589,1728880,6212,1728880
1085,5589,1728880,6212,1728880
1086,5597,1729690,6212,1729690
1086,5597,1729690,6212,1729690
1086,5597,1730160,6212,1730160
1086,5597,1731160,6212,1731160
1086,5597,1732160,6212,1732160
1087,5605,1733160,6212,1733160
1087,5605,1734160,6212,1734160
1088,5613,1735160,6212,1735160
1088,5613,1736160,6212,1736160
1088,5613,1737160,6212,1737160
1088,5613,1738160,6212,1738160
1088,5613,1739160,6212,1739160
1088,5613,1740160,6212,1740160
1089,5621,1741160,6212,1741160
1090,5623,1742160,6212,1742160
1090,5623,1743160,6212,1743160
1090,5623,1743970,6212,1743970
1090,5623,1744970,6212,1744970
1090,5623,1745970,6212,1745970
1090,5623,1746780,6212,1746780
1091,5625,1747780,6212,1747780
1091,5625,1748780,6212,1748780
1091,5625,1749780,6212,1749780
1091,5625,1750780,6212,1750780
1091,5625,1751780,6212,1751780
1091,5625,1752250,6212,1752250
1091,5625,1756250,6212,1756250
1091,5625,1757250,6212,1757250
1091,5625,1758250,6212,1758250
1091,5625,1759060,6212,1759060
1091,5625,1760060,6212,1760060
1092,5627,1761060,6212,1761060
1092,5627,1762060,6212,1762060
1092,5627,1762870,6212,1762870
1092,5627,1763870,6212,1763870
1092,5627,1764870,6212,1764870
1092,5627,1764870,6212,1764870
1092,5627,1764870,6212,1764870
1092,5627,1765870,6212,1765870
1092,5627,1766680,6212,1766680
1092,5627,1767680,6212,1767680
1092,5627,1768490,6212,1768490
1092,5627,1768960,6212,1768960
1092,5627,1769960,6212,1769960
1092,5627,1770960,6212,1770960
1092,5627,1771770,6212,1771770
1092,5627,1772770,6212,1772770
1092,5627,1773770,6212,1773770
1093,5635,1774770,6212,1774770
1093,5635,1775240,6212,1775240
1093,5635,1776240,6212,1776240
1093,5635,1776710,6212,1776710
1094,5643,1777520,6212,1777520
1094,5643,1778520,6212,1778520
1094,5643,1779520,6212,1779520
1094,5643,1779520,6212,1779520
1094,5643,1780520,6212,1780520
1094,5643,1781520,6212,1781520
1094,5643,1781520,6212,1781520
1094,5643,1782520,6212,1782520
1094,5643,1783520,6212,1783520
1094,5643,1784330,6212,1784330
1094,5643,1785140,6212,1785140
1094,5643,1786140,6212,1786140
1094,5643,1786610,6212,1786610
1094,5643,1787080,6212,1787080
1094,5643,1787080,6212,1787080
1094,5643,1787080,6212,1787080
1094,5643,1787550,6212,1787550
1095,5651,1788360,6212,1788360
1095,5651,1789360,6212,1789360
1095,5651,1790170,6212,1790170
1095,5651,1790170,6212,1790170
1095,5651,1791170,6212,1791170
1095,5651,1791980,6212,1791980
1095,5651,1792790,6212,1792790
1095,5651,1793790,6212,1793790
1095,5651,1793790,6212,1793790
1096,5655,1794260,6212,1794260
1096,5655,1795070,6212,1795070
1097,5657,1796070,6212,1796070
1097,5657,1797070,6212,1797070
1097,5657,1798070,6212,1798070
1097,5657,1798540,6212,1798540
1097,5657,1799350,6212,1799350
1097,5657,1799820,6212,1799820
1098,5659,1800820,6212,1800820
1098,5659,1801820,6212,1801820
1098,5659,1802630,6212,1802630
1098,5659,1803630,6212,1803630
1098,5659,1804000,6212,1804000
1098,5659,1804320,6212,1804320
1098,5659,1804790,6212,1804790
1098,5659,1805600,6212,1805600
1099,5667,1806600,6212,1806600
1099,5667,1807600,6212,1807600
1100,5675,1815600,6212,1815600
1100,5675,1815600,6212,1815600
1100,5675,1816410,6212,1816410
1101,5683,1817410,6212,1817410
1102,5685,1818410,6212,1818410
1102,5685,1819410,6212,1819410
1102,5685,1820410,6212,1820410
1102,5685,1821410,6212,1821410
1102,5685,1822410,6212,1822410
1102,5685,1822780,6212,1822780
1102,5685,1823100,6212,1823100
1102,5685,1823910,6212,1823910
1102,5685,1824910,6212,1824910
1102,5685,1825380,6212,1825380
1102,5685,1825380,6212,1825380
1102,5685,1826380,6212,1826380
1103,5693,1826850,6212,1826850
1103,5693,1827500,6212,1827500
1103,5693,1828500,6212,1828500
1103,5693,1829310,6212,1829310
1103,5693,1830120,6212,1830120
1103,5693,1831120,6212,1831120
1103,5693,1831440,6212,1831440
1103,5693,1832440,6212,1832440
1103,5693,1833440,6212,1833440
1103,5693,1834440,6212,1834440
1103,5693,1835440,6212,1835440
1103,5693,1836440,6212,1836440
1103,5693,1837440,6212,1837440
1103,5693,1838090,6212,1838090
1103,5693,1838250,6212,1838250
1103,5693,1838720,6212,1838720
1103,5693,1839720,6212,1839720
1103,5693,1839720,6212,1839720
1103,5693,1839720,6212,1839720
1103,5693,1840720,6212,1840720
1103,5693,1841720,6212,1841720
1103,5693,1841880,6212,1841880
1103,5693,1842100,6212,1842100
1103,5693,1842100,6212,1842100
1103,5693,1843100,6212,1843100
1103,5693,1844100,6212,1844100
1103,5693,1844100,6212,1844100
1103,5693,1845100,6212,1845100
1103,5693,1845570,6212,1845570
1103,5693,1845890,6212,1845890
1103,5693,1846890,6212,1846890
1103,5693,1847890,6212,1847890
1103,5693,1848360,6212,1848360
1104,5701,1849170,6212,1849170
1104,5701,1849980,6212,1849980
1104,5701,1850980,6212,1850980
1104,5701,1851790,6212,1851790
1104,5701,1852790,6212,1852790
1104,5701,1852790,6212,1852790
1104,5701,1853110,6212,1853110
1104,5701,1853920,6212,1853920
1104,5701,1853920,6212,1853920
1104,5701,1854920,6212,1854920
1104,5701,1855920,6212,1855920
1104,5701,1856570,6212,1856570
1104,5701,1857040,6212,1857040
1104,5701,1858040,6212,1858040
1105,5709,1858040,6212,1858040
1105,5709,1859040,6212,1859040
1105,5709,1859360,6212,1859360
1105,5709,1861360,6212,1861360
1105,5709,1862360,6212,1862360
1105,5709,1862360,6212,1862360
1105,5709,1863360,6212,1863360
1105,5709,1864360,6212,1864360
1105,5709,1865360,6212,1865360
1105,5709,1865580,6212,1865580
1105,5709,1866230,6212,1866230
1105,5709,1866820,6212,1866820
1105,5709,1867630,6212,1867630
1105,5709,1867630,6212,1867630
1105,5709,1868440,6212,1868440
1105,5709,1868910,6212,1868910
1105,5709,1869910,6212,1869910
1105,5709,1870910,6212,1870910
1105,5709,1871910,6212,1871910
1105,5709,1872910,6212,1872910
1105,5709,1873910,6212,1873910
1105,5709,1874910,6212,1874910
1105,5709,1875910,6212,1875910
1105,5709,1876720,6212,1876720
1105,5709,1877530,6212,1877530
1105,5709,1877690,6212,1877690
1105,5709,1878500,6212,1878500
1105,5709,1879310,6212,1879310
1105,5709,1880310,6212,1880310
1105,5709,1881120,6212,1881120
1105,5709,1881930,6212,1881930
1105,5709,1881930,6212,1881930
1105,5709,1882930,6212,1882930
1105,5709,1883740,6212,1883740
1105,5709,1884390,6212,1884390
1106,5711,1885390,6212,1885390
1106,5711,1885390,6212,1885390
1106,5711,1886390,6212,1886390
1106,5711,1887390,6212,1887390
1106,5711,1888390,6212,1888390
1106,5711,1889390,6212,1889390
1107,5713,1890200,6212,1890200
1107,5713,1891200,6212,1891200
1107,5713,1892200,6212,1892200
1107,5713,1893200,6212,1893200
1107,5713,1894200,6212,1894200
1107,5713,1895200,6212,1895200
1107,5713,1895520,6212,1895520
1107,5713,1895750,6212,1895750
1107,5713,1896220,6212,1896220
1107,5713,1897220,6212,1897220
1107,5713,1898220,6212,1898220
1107,5713,1899220,6212,1899220
1107,5713,1900220,6212,1900220
1107,5713,1900220,6212,1900220
1107,5713,1900680,6212,1900680
1107,5713,1901330,6212,1901330
1107,5713,1902330,6212,1902330
1108,5715,1903330,6212,1903330
1109,5723,1903650,6212,1903650
1109,5723,1903880,6212,1903880
1109,5723,1903880,6212,1903880
1110,5731,1904200,6212,1904200
1110,5731,1905200,6212,1905200
1110,5731,1905200,6212,1905200
1110,5731,1906200,6212,1906200
1110,5731,1907010,6212,1907010
1110,5731,1908010,6212,1908010
1110,5731,1908820,6212,1908820
1110,5731,1909820,6212,1909820
1110,5731,1910820,6212,1910820
1110,5731,1911470,6212,1911470
1110,5731,1911790,6212,1911790
1110,5731,1911790,6212,1911790
1110,5731,1911790,6212,1911790
1110,5731,1912790,6212,1912790
1110,5731,1913790,6212,1913790
1110,5731,1914020,6212,1914020
1110,5731,1914830,6212,1914830
1110,5731,1915150,6212,1915150
1110,5731,1916150,6212,1916150
1110,5731,1916610,6212,1916610
1110,5731,1917080,6212,1917080
1110,5731,1918080,6212,1918080
1111,5733,1919080,6212,1919080
1111,5733,1919450,6212,1919450
1111,5733,1920450,6212,1920450
1111,5733,1921450,6212,1921450
1111,5733,1922450,6212,1922450
1111,5733,1922450,6212,1922450
1111,5733,1922920,6212,1922920
1111,5733,1923730,6212,1923730
1111,5733,1924730,6212,1924730
1111,5733,1925730,6212,1925730
1111,5733,1925960,6212,1925960
1111,5733,1926960,6212,1926960
1111,5733,1927960,6212,1927960
1111,5733,1928960,6212,1928960
1111,5733,1929960,6212,1929960
1111,5733,1930960,6212,1930960
1112,5735,1931430,6212,1931430
1112,5735,1932430,6212,1932430
1112,5735,1932590,6212,1932590
1112,5735,1933060,6212,1933060
1112,5735,1933530,6212,1933530
1112,5735,1934530,6212,1934530
1112,5735,1935530,6212,1935530
1112,5735,1936340,6212,1936340
1113,5743,1937340,6212,1937340
1113,5743,1938150,6212,1938150
1113,5743,1939150,6212,1939150
1113,5743,1939620,6212,1939620
1113,5743,1940620,6212,1940620
1113,5743,1941430,6212,1941430
1113,5743,1942240,6212,1942240
1113,5743,1943050,6212,1943050
1113,5743,1944050,6212,1944050
1113,5743,1945050,6212,1945050
1114,5745,1946050,6212,1946050
1114,5745,1947050,6212,1947050
1114,5745,1947600,6212,1947600
1114,5745,1948600,6212,1948600
1114,5745,1949410,6212,1949410
1114,5745,1949410,6212,1949410
1114,5745,1949730,6212,1949730
1114,5745,1950200,6212,1950200
1115,5747,1951010,6212,1951010
1115,5747,1952010,6212,1952010
1115,5747,1952820,6212,1952820
1115,5747,1953820,6212,1953820
1116,5755,1954820,6212,1954820
1116,5755,1955290,6212,1955290
1116,5755,1956100,6212,1956100
1116,5755,1956100,6212,1956100
1116,5755,1956910,6212,1956910
1117,5757,1957910,6212,1957910
1117,5757,1958910,6212,1958910
1117,5757,1959380,6212,1959380
1117,5757,1959850,6212,1959850
1117,5757,1960660,6212,1960660
1117,5757,1961310,6212,1961310
1117,5757,1961770,6212,1961770
1117,5757,1962770,6212,1962770
1117,5757,1963770,6212,1963770
1117,5757,1964580,6212,1964580
1117,5757,1965580,6212,1965580
1117,5757,1966580,6212,1966580
1117,5757,1966580,6212,1966580
1117,5757,1967580,6212,1967580
1117,5757,1968580,6212,1968580
1117,5757,1969580,6212,1969580
1118,5758,1970580,6212,1970580
1118,5758,1971580,6212,1971580
1118,5758,1972050,6212,1972050
1119,5766,1973050,6212,1973050
1119,5766,1973860,6212,1973860
1119,5766,1974860,6212,1974860
1119,5766,1975860,6212,1975860
1119,5766,1975860,6212,1975860
1119,5766,1976670,6212,1976670
1119,5766,1977670,6212,1977670
1119,5766,1978670,6212,1978670
1120,5768,1979480,6212,1979480
1120,5768,1979950,6212,1979950
1120,5768,1980950,6212,1980950
1120,5768,1981950,6212,1981950
1120,5768,1982760,6212,1982760
1120,5768,1983570,6212,1983570
1120,5768,1984570,6212,1984570
1120,5768,1985570,6212,1985570
1120,5768,1986570,6212,1986570
1120,5768,1986570,6212,1986570
1120,5768,1987220,6212,1987220
1120,5768,1988220,6212,1988220
1120,5768,1988220,6212,1988220
1120,5768,1988220,6212,1988220
1120,5768,1989220,6212,1989220
1120,5768,1990220,6212,1990220
1120,5768,1990680,6212,1990680
1120,5768,1991680,6212,1991680
1120,5768,1992680,6212,1992680
1120,5768,1993680,6212,1993680
1120,5768,1994680,6212,1994680
1120,5768,1995680,6212,1995680
1120,5768,1996680,6212,1996680
1120,5768,1997680,6212,1997680
1120,5768,1998150,6212,1998150
1120,5768,1999150,6212,1999150
1120,5768,1999800,6212,1999800
1120,5768,2000270,6212,2000270
1120,5768,2000920,6212,2000920
1121,5770,2001920,6212,2001920
1121,5770,2002730,6212,2002730
1121,5770,2003730,6212,2003730
1121,5770,2004200,6212,2004200
1121,5770,2004850,6212,2004850
1121,5770,2005320,6212,2005320
1121,5770,2006320,6212,2006320
1121,5770,2007320,6212,2007320
1121,5770,2008130,6212,2008130
1121,5770,2008600,6212,2008600
1121,5770,2009070,6212,2009070
1121,5770,2009070,6212,2009070
1121,5770,2010070,6212,2010070
1121,5770,2010880,6212,2010880
1121,5770,2011200,6212,2011200
1121,5770,2012010,6212,2012010
1121,5770,2012820,6212,2012820
1121,5770,2013630,6212,2013630
1121,5770,2014630,6212,2014630
1121,5770,2014860,6212,2014860
1121,5770,2015670,6212,2015670
1121,5770,2015670,6212,2015670
1121,5770,2016670,6212,2016670
1121,5770,2017670,6212,2017670
1121,5770,2018670,6212,2018670
1121,5770,2019670,6212,2019670
1121,5770,2020670,6212,2020670
1121,5770,2021670,6212,2021670
1121,5770,2022670,6212,2022670
1121,5770,2023670,6212,2023670
1121,5770,2024670,6212,2024670
1121,5770,2025670,6212,2025670
1121,5770,2026670,6212,2026670
1121,5770,2027670,6212,2027670
1121,5770,2028480,6212,2028480
1121,5770,2029480,6212,2029480
1121,5770,2029480,6212,2029480
1121,5770,2030480,6212,2030480
1121,5770,2031480,6212,2031480
1121,5770,2032480,6212,2032480
1121,5770,2033290,6212,2033290
1121,5770,2034290,6212,2034290
1121,5770,2035290,6212,2035290
1121,5770,2036100,6212,2036100
1121,5770,2037100,6212,2037100
1121,5770,2037910,6212,2037910
1122,5778,2038910,6212,2038910
1122,5778,2039910,6212,2039910
1122,5778,2040910,6212,2040910
1122,5778,2041910,6212,2041910
1122,5778,2042910,6212,2042910
1122,5778,2042910,6212,2042910
1122,5778,2043910,6212,2043910
1123,5786,2044910,6212,2044910
1123,5786,2045910,6212,2045910
1123,5786,2046720,6212,2046720
1123,5786,2047530,6212,2047530
1123,5786,2047990,6212,2047990
1123,5786,2048640,6212,2048640
1124,5794,2049640,6212,2049640
1124,5794,2049800,6212,2049800
1124,5794,2049800,6212,2049800
1124,5794,2050800,6212,2050800
1124,5794,2050960,6212,2050960
1124,5794,2051960,6212,2051960
1124,5794,2052960,6212,2052960
1125,5796,2053960,6212,2053960
1125,5796,2054770,6212,2054770
1125,5796,2055770,6212,2055770
1125,5796,2056770,6212,2056770
1125,5796,2057770,6212,2057770
1125,5796,2058770,6212,2058770
1125,5796,2059580,6212,2059580
1125,5796,2060580,6212,2060580
1125,5796,2061390,6212,2061390
1125,5796,2061860,6212,2061860
1125,5796,2062860,6212,2062860
1125,5796,2063860,6212,2063860
1125,5796,2064180,6212,2064180
1125,5796,2064650,6212,2064650
1125,5796,2065650,6212,2065650
1125,5796,2066460,6212,2066460
1125,5796,2067460,6212,2067460
1125,5796,2068270,6212,2068270
1125,5796,2068270,6212,2068270
1125,5796,2069270,6212,2069270
1125,5796,2070080,6212,2070080
1125,5796,2070550,6212,2070550
1125,5796,2071200,6212,2071200
1125,5796,2071670,6212,2071670
1125,5796,2072670,6212,2072670
1125,5796,2073670,6212,2073670
1125,5796,2074670,6212,2074670
1125,5796,2075140,6212,2075140
1126,5798,2075950,6212,2075950
