ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_19da-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-origin_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_19da-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-origin_ratio,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_19da-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-origin_q124,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_19da-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-bellman_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_19da-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-bellman_ratio
867778.34,20.79,1.98,161978.51,3.88
868040.33,20.8,1.99,162073.86,3.88
867671.31,20.8,1.98,161901.27,3.88
867478.72,20.8,1.98,161876.95,3.88
867718.85,20.8,1.99,161855.7,3.88
867850.73,20.81,2.0,162491.15,3.9
867846.1,20.81,2.0,162756.07,3.9
867841.48,20.82,2.0,163290.0,3.92
867547.0,20.81,2.0,162972.36,3.91
867379.97,20.81,2.0,163027.98,3.91
867212.94,20.81,2.0,162950.84,3.91
867045.91,20.82,2.0,162946.36,3.91
867240.52,20.82,2.01,162249.61,3.9
867240.52,20.82,2.01,162551.87,3.9
867240.52,20.82,2.01,162551.87,3.9
867240.52,20.82,2.01,162551.87,3.9
866989.14,20.82,2.01,162723.59,3.91
866822.11,20.82,2.01,162646.15,3.91
866639.33,20.82,2.01,162016.29,3.89
866355.35,20.82,2.0,161711.13,3.89
866150.63,20.82,2.0,161203.24,3.87
865983.6,20.82,2.0,161199.06,3.88
866238.85,20.83,2.01,161191.64,3.88
866046.26,20.83,2.01,161166.87,3.88
865853.67,20.83,2.01,161245.71,3.88
865849.04,20.83,2.01,161181.8,3.88
865656.45,20.83,2.02,161155.75,3.88
865656.45,20.83,2.02,161155.75,3.88
865498.49,20.83,2.01,161006.54,3.87
865340.52,20.83,2.01,160848.89,3.87
865340.52,20.83,2.01,160848.89,3.87
865335.9,20.83,2.01,161427.52,3.89
865143.31,20.83,2.01,161369.65,3.89
865138.68,20.84,2.02,161628.23,3.89
865393.93,20.84,2.03,161620.81,3.89
865201.34,20.84,2.03,161596.04,3.89
865008.75,20.84,2.03,161628.43,3.89
863420.52,20.85,2.03,161572.61,3.9
863310.81,20.84,2.03,161463.0,3.9
862938.1,20.84,2.02,161390.41,3.9
862938.1,20.84,2.02,161390.41,3.9
862736.08,20.84,2.02,161381.22,3.9
862736.08,20.84,2.02,161377.72,3.9
862543.49,20.84,2.02,161340.58,3.9
862379.17,20.84,2.02,162956.65,3.94
862212.14,20.84,2.02,162879.16,3.94
862198.09,20.84,2.03,162210.43,3.92
862031.06,20.85,2.03,162206.3,3.92
862031.06,20.85,2.03,162397.98,3.93
861864.02,20.85,2.03,162320.48,3.93
861864.02,20.85,2.03,162320.48,3.93
861691.57,20.85,2.03,161491.08,3.91
861691.57,20.85,2.03,161491.08,3.91
861497.23,20.85,2.03,161994.75,3.92
861330.2,20.85,2.03,161990.62,3.92
861147.42,20.85,2.03,161287.44,3.9
860863.44,20.85,2.03,161055.59,3.9
860680.66,20.85,2.03,160352.42,3.88
860396.68,20.85,2.03,160120.57,3.88
860229.65,20.85,2.03,160102.31,3.88
860258.07,20.85,2.03,160112.95,3.88
860065.47,20.85,2.03,160083.29,3.88
860065.47,20.85,2.03,160069.05,3.88
859872.88,20.85,2.03,160478.81,3.89
859680.29,20.85,2.03,160460.97,3.89
859515.97,20.85,2.04,160252.96,3.89
859348.94,20.86,2.04,160240.26,3.89
859348.94,20.86,2.04,160240.26,3.89
859334.89,20.86,2.04,160152.13,3.89
859350.4,20.86,2.04,160862.55,3.91
859306.79,20.87,2.05,160781.41,3.9
859306.79,20.87,2.05,160781.41,3.9
859306.79,20.87,2.05,160781.41,3.9
859579.96,20.88,2.06,160786.73,3.9
859575.33,20.88,2.06,160765.18,3.91
859212.62,20.87,2.05,160797.5,3.91
859020.03,20.87,2.05,160762.45,3.91
859020.03,20.87,2.05,160745.32,3.91
858827.44,20.87,2.05,160882.03,3.91
859067.56,20.88,2.06,160896.96,3.91
858874.97,20.88,2.06,160736.87,3.91
858691.8,20.88,2.06,161508.24,3.93
858489.79,20.88,2.06,161303.83,3.92
858322.76,20.88,2.06,161417.69,3.93
857950.53,20.88,2.06,161153.84,3.92
857790.99,20.88,2.06,161157.1,3.92
857786.36,20.88,2.06,161137.5,3.92
857593.77,20.88,2.06,161116.44,3.92
857401.18,20.88,2.06,161303.12,3.93
857208.59,20.88,2.06,161139.63,3.93
857016.0,20.88,2.06,161104.05,3.93
857589.25,20.9,2.08,162898.91,3.97
857396.66,20.9,2.08,163241.83,3.98
857636.79,20.91,2.09,163452.51,3.99
857440.53,20.91,2.09,163232.98,3.98
857273.5,20.91,2.09,163110.65,3.98
856778.47,20.9,2.08,162213.27,3.96
856611.44,20.9,2.08,162204.32,3.96
856239.21,20.9,2.08,161889.64,3.95
855954.15,20.89,2.07,161544.82,3.94
855787.11,20.89,2.07,161472.14,3.94
855620.08,20.89,2.07,161463.2,3.94
855110.81,20.89,2.06,160963.39,3.93
854943.78,20.89,2.06,160890.71,3.93
855100.64,20.89,2.07,160928.32,3.93
855100.64,20.89,2.07,160928.32,3.93
854933.6,20.89,2.07,161123.58,3.94
854766.57,20.9,2.07,161121.58,3.94
854794.99,20.9,2.08,161132.22,3.94
854507.75,20.89,2.07,160909.34,3.93
854507.75,20.89,2.07,160889.07,3.93
854315.16,20.9,2.07,160865.44,3.93
854122.57,20.9,2.07,160949.49,3.94
853929.98,20.9,2.07,161056.67,3.94
853737.39,20.9,2.07,160972.46,3.94
853737.39,20.9,2.07,160972.46,3.94
853737.39,20.9,2.07,160972.46,3.94
853570.35,20.9,2.07,160892.84,3.94
853403.32,20.9,2.07,160815.7,3.94
853403.32,20.9,2.07,160815.7,3.94
853236.29,20.9,2.07,160811.22,3.94
853509.46,20.91,2.08,160816.6,3.94
853504.83,20.91,2.09,160794.99,3.94
853500.21,20.92,2.09,160776.8,3.94
853326.46,20.92,2.09,161628.51,3.96
853321.84,20.92,2.1,161669.52,3.96
853129.24,20.92,2.1,161637.25,3.96
852756.53,20.92,2.09,161619.09,3.96
852756.53,20.92,2.09,162216.46,3.98
852582.78,20.92,2.09,162116.22,3.98
852863.44,20.93,2.1,161858.1,3.97
852844.47,20.93,2.1,162986.29,4.0
852677.44,20.93,2.1,162964.57,4.0
852087.83,20.92,2.09,162282.37,3.98
852123.74,20.92,2.1,161899.33,3.98
852123.74,20.92,2.1,161899.33,3.98
852128.92,20.93,2.1,161460.18,3.97
852376.39,20.94,2.11,161712.08,3.97
852750.38,20.95,2.12,162120.76,3.98
853023.55,20.96,2.13,162126.14,3.98
852830.96,20.96,2.13,162088.9,3.98
852826.34,20.96,2.13,162143.02,3.99
852633.75,20.96,2.13,162111.13,3.99
852441.16,20.96,2.14,162086.91,3.99
852248.57,20.96,2.14,162419.44,3.99
852055.98,20.96,2.14,162387.24,4.0
851863.38,20.96,2.14,162569.38,4.0
851578.01,20.96,2.13,162306.23,3.99
851395.23,20.96,2.13,161603.05,3.98
851111.25,20.96,2.13,161371.2,3.97
850944.22,20.96,2.13,161442.45,3.98
850761.44,20.96,2.13,160812.58,3.96
850594.41,20.96,2.13,160727.76,3.96
850221.69,20.95,2.12,160466.52,3.95
850054.66,20.95,2.13,160462.39,3.96
849887.63,20.95,2.13,160385.24,3.95
849603.65,20.95,2.12,160080.08,3.95
849436.61,20.95,2.12,160075.6,3.95
849465.03,20.96,2.13,160086.24,3.95
849465.03,20.96,2.13,160065.98,3.95
849465.03,20.96,2.13,160046.47,3.95
849272.44,20.96,2.13,161285.14,3.98
848978.55,20.95,2.12,161000.64,3.97
848821.57,20.95,2.12,160839.91,3.97
848387.71,20.94,2.11,160343.69,3.96
848519.59,20.95,2.12,160150.86,3.95
848552.66,20.95,2.12,159598.71,3.94
848350.64,20.95,2.12,161350.2,3.99
848183.61,20.96,2.12,161341.26,3.99
848016.58,20.96,2.13,161268.58,3.99
847849.55,20.96,2.13,161248.42,3.99
847877.96,20.96,2.13,161259.06,3.99
847655.89,20.96,2.13,161040.72,3.98
848007.26,20.97,2.14,161032.64,3.98
847814.67,20.97,2.14,160994.11,3.98
847657.76,20.97,2.13,160837.44,3.98
847465.17,20.97,2.13,160899.85,3.98
847272.58,20.97,2.13,160865.34,3.98
847863.98,20.98,2.15,160967.27,3.98
847671.39,20.99,2.15,160921.61,3.98
846163.71,20.99,2.16,160862.78,3.99
845645.55,20.98,2.15,160365.82,3.98
845452.96,20.98,2.15,160719.67,3.99
845260.37,20.98,2.15,160519.6,3.98
844949.71,20.98,2.14,160661.21,3.99
844757.12,20.98,2.14,160681.95,3.99
844785.54,20.98,2.15,160692.59,3.99
844592.95,20.98,2.15,160654.06,3.99
844400.36,20.98,2.15,160757.43,3.99
844325.46,20.98,2.15,160428.33,3.99
844325.46,20.98,2.15,160428.33,3.99
844325.46,20.98,2.15,160428.33,3.99
844325.46,20.98,2.15,160468.94,3.99
844565.58,20.99,2.16,160356.43,3.99
843828.26,20.99,2.16,160370.09,3.99
843823.64,21.0,2.17,160470.2,3.99
843819.01,21.0,2.17,161529.5,4.02
843819.01,21.0,2.17,161504.94,4.02
843626.42,21.0,2.17,161483.25,4.02
843459.39,21.0,2.17,161335.43,4.02
843253.27,21.0,2.17,160814.46,4.0
843253.27,21.0,2.17,160814.46,4.0
843079.52,21.0,2.17,161462.59,4.02
843236.38,21.01,2.17,161982.55,4.04
843236.38,21.01,2.17,161982.55,4.04
843069.35,21.01,2.18,161980.54,4.04
843055.3,21.01,2.18,161380.13,4.02
842888.26,21.01,2.18,161300.52,4.02
843064.18,21.02,2.19,162551.38,4.05
843326.17,21.03,2.2,162646.72,4.06
843159.14,21.03,2.2,162891.95,4.06
842790.11,21.02,2.19,162529.75,4.05
841282.43,21.03,2.19,162470.92,4.06
841115.4,21.03,2.19,162393.43,4.06
840957.65,21.03,2.19,162235.68,4.06
840957.65,21.03,2.19,162230.82,4.06
841230.82,21.04,2.2,162236.2,4.06
841230.82,21.04,2.2,162236.2,4.06
841251.75,21.04,2.2,162393.52,4.06
841247.13,21.05,2.21,162371.91,4.06
841054.54,21.05,2.21,162352.94,4.06
840850.4,21.04,2.2,162120.75,4.06
840657.81,21.04,2.21,162154.31,4.06
840465.22,21.04,2.21,162132.28,4.06
840272.63,21.04,2.21,162108.36,4.06
840105.6,21.04,2.21,162030.86,4.06
839732.88,21.04,2.2,162518.76,4.07
839565.85,21.04,2.2,162514.63,4.07
839277.92,21.03,2.19,162185.15,4.06
839298.85,21.04,2.2,162282.47,4.07
839131.82,21.04,2.2,162264.98,4.07
839152.75,21.04,2.2,162188.27,4.07
838985.72,21.04,2.2,162366.81,4.07
838985.72,21.04,2.2,162366.81,4.07
838818.69,21.05,2.2,162357.86,4.07
838818.69,21.05,2.2,162357.86,4.07
838814.06,21.05,2.21,162312.68,4.07
838814.06,21.05,2.21,162312.68,4.07
838621.47,21.05,2.21,162262.1,4.07
838454.44,21.05,2.21,162189.42,4.07
838727.61,21.06,2.22,162194.8,4.07
838727.61,21.06,2.22,162168.42,4.07
838502.64,21.06,2.21,162278.56,4.08
838310.05,21.06,2.22,162217.26,4.07
838550.18,21.07,2.22,162154.3,4.07
838383.14,21.07,2.22,162077.16,4.07
838210.69,21.07,2.23,161599.83,4.06
837979.12,21.07,2.22,161402.8,4.06
837786.53,21.07,2.23,163703.43,4.12
837619.49,21.07,2.23,163698.94,4.12
837452.46,21.07,2.23,163677.44,4.12
837452.46,21.07,2.23,163725.79,4.12
837476.1,21.07,2.23,162967.77,4.1
837309.07,21.08,2.23,162907.64,4.1
837503.69,21.08,2.24,162210.9,4.08
837336.66,21.09,2.24,162208.89,4.08
837240.64,21.09,2.24,162546.49,4.09
837057.86,21.09,2.24,161843.31,4.08
837057.86,21.09,2.24,161843.31,4.08
836773.88,21.09,2.24,161611.46,4.07
836651.33,21.09,2.24,161092.25,4.06
836924.5,21.09,2.25,161097.63,4.06
836919.87,21.1,2.25,161076.02,4.06
836752.84,21.1,2.25,160996.4,4.06
836748.21,21.1,2.26,160978.21,4.06
836581.18,21.11,2.26,160900.72,4.06
836713.06,21.11,2.27,160959.03,4.06
836708.44,21.12,2.27,160915.04,4.06
836413.96,21.11,2.26,160893.37,4.06
836599.3,21.12,2.27,161393.18,4.07
836406.71,21.12,2.27,161467.46,4.08
836406.71,21.12,2.27,161467.46,4.08
836118.78,21.11,2.27,161794.73,4.09
835902.81,21.11,2.26,161579.49,4.08
835902.81,21.11,2.26,161579.49,4.08
835615.9,21.1,2.26,161281.34,4.07
835423.31,21.1,2.26,161384.37,4.08
835256.28,21.1,2.26,161380.24,4.08
835089.25,21.11,2.26,161302.8,4.08
833581.57,21.11,2.26,161243.97,4.08
834172.05,21.13,2.28,161244.64,4.08
833947.09,21.12,2.28,161021.66,4.08
833885.55,21.12,2.28,161167.65,4.08
834158.72,21.13,2.29,161172.98,4.08
834158.72,21.13,2.29,161172.98,4.08
833786.0,21.13,2.28,161144.24,4.08
833866.04,21.13,2.28,161137.94,4.08
833886.97,21.13,2.29,161317.22,4.09
833694.38,21.13,2.29,161376.32,4.09
832698.64,21.11,2.27,160380.92,4.07
832920.85,21.12,2.28,160331.6,4.07
832728.25,21.12,2.28,160305.03,4.07
833148.24,21.14,2.29,160363.89,4.07
833143.61,21.14,2.29,160452.49,4.07
832951.02,21.14,2.29,160367.44,4.07
832758.43,21.14,2.29,160415.65,4.07
832565.84,21.14,2.29,161018.27,4.09
832156.9,21.13,2.29,161128.67,4.09
831989.86,21.14,2.29,161051.59,4.09
831822.83,21.14,2.29,161049.58,4.09
831655.8,21.14,2.29,160969.96,4.09
831655.8,21.14,2.29,161068.01,4.09
831684.22,21.14,2.29,161051.81,4.09
831491.63,21.14,2.29,161034.75,4.09
831299.04,21.14,2.29,161070.31,4.1
831299.04,21.14,2.29,161070.31,4.1
831106.45,21.14,2.29,161047.8,4.1
831725.39,21.17,2.31,161177.37,4.1
831483.37,21.16,2.31,161030.34,4.1
831483.37,21.16,2.31,161187.33,4.1
831507.01,21.17,2.32,162656.72,4.14
831347.46,21.17,2.32,162662.9,4.14
831592.59,21.18,2.33,162471.1,4.14
831592.59,21.18,2.33,162466.24,4.14
831380.4,21.18,2.33,162259.13,4.13
831187.81,21.18,2.33,162221.8,4.13
830995.22,21.18,2.33,162319.1,4.14
830802.63,21.18,2.33,162263.05,4.14
830610.03,21.18,2.33,162216.99,4.14
830610.03,21.18,2.33,162216.99,4.14
830741.92,21.19,2.34,162905.27,4.15
830582.37,21.19,2.34,162904.37,4.16
830060.48,21.18,2.33,162351.15,4.14
830300.61,21.19,2.34,162323.37,4.14
830295.98,21.19,2.34,162316.84,4.14
830291.36,21.2,2.35,162359.11,4.14
829918.64,21.19,2.34,162333.8,4.14
829918.64,21.19,2.34,162327.65,4.14
829918.64,21.19,2.34,162305.4,4.14
829918.64,21.19,2.34,162305.4,4.14
829726.05,21.19,2.34,162732.06,4.16
829533.46,21.19,2.34,162659.49,4.16
829538.26,21.2,2.34,162524.83,4.15
829342.2,21.2,2.35,162455.8,4.15
829057.13,21.19,2.34,162149.65,4.14
828897.59,21.19,2.34,162148.75,4.15
828705.0,21.19,2.34,162123.51,4.15
828705.0,21.19,2.34,162115.6,4.15
828512.4,21.19,2.34,162119.7,4.15
828507.78,21.2,2.35,162110.08,4.15
828507.78,21.2,2.35,162274.56,4.15
828348.23,21.2,2.35,162277.83,4.15
828155.64,21.2,2.35,162241.11,4.15
827963.05,21.2,2.35,162357.85,4.16
827770.46,21.2,2.35,162313.5,4.16
827770.46,21.2,2.35,162313.5,4.16
828530.15,21.22,2.37,162635.3,4.17
828931.63,21.23,2.38,163071.31,4.18
828931.63,21.23,2.38,163071.31,4.18
828425.18,21.22,2.37,162534.48,4.16
828130.34,21.22,2.37,162879.47,4.17
828125.72,21.22,2.37,163969.25,4.2
827951.97,21.22,2.37,163636.15,4.19
827956.77,21.23,2.38,163444.87,4.19
828132.68,21.24,2.39,164267.88,4.21
827973.14,21.24,2.39,164257.96,4.21
827780.55,21.24,2.39,164233.84,4.21
827965.89,21.25,2.4,164287.41,4.22
828206.01,21.26,2.41,164254.37,4.22
828206.01,21.26,2.41,164254.37,4.22
828201.39,21.26,2.41,164231.22,4.22
828043.42,21.26,2.41,164073.26,4.21
828038.79,21.26,2.41,164064.87,4.21
828038.79,21.26,2.41,164064.87,4.21
828170.68,21.27,2.42,165320.91,4.25
827978.09,21.27,2.42,165230.3,4.24
827818.54,21.27,2.42,165225.88,4.25
827644.8,21.27,2.42,164502.05,4.23
827644.8,21.27,2.42,164476.57,4.23
827452.21,21.27,2.42,164497.13,4.23
827259.62,21.27,2.42,166844.93,4.29
827100.07,21.27,2.42,166848.19,4.29
826907.48,21.27,2.42,166816.06,4.29
826534.76,21.27,2.42,166798.98,4.29
826534.76,21.27,2.42,166853.22,4.29
826326.37,21.26,2.41,166655.77,4.29
826133.78,21.26,2.41,168842.1,4.35
826406.95,21.27,2.42,168847.43,4.35
826214.36,21.27,2.42,168817.69,4.35
825841.64,21.27,2.42,168880.2,4.35
825649.05,21.27,2.42,168842.66,4.35
825920.7,21.28,2.43,169354.57,4.36
825938.23,21.28,2.43,169353.37,4.36
825745.64,21.28,2.43,169345.37,4.36
825745.64,21.28,2.43,169353.6,4.36
825985.77,21.29,2.44,169317.03,4.36
825985.77,21.29,2.44,169317.03,4.36
825812.02,21.29,2.44,170385.21,4.39
825189.79,21.28,2.43,169771.15,4.38
825030.25,21.28,2.43,169761.23,4.38
825270.37,21.29,2.44,169739.29,4.38
825256.32,21.29,2.44,169374.48,4.37
825063.73,21.29,2.44,169624.26,4.38
824886.35,21.29,2.44,169555.88,4.38
824693.76,21.3,2.44,169617.19,4.38
824689.13,21.3,2.45,169534.16,4.38
824684.5,21.3,2.45,169407.32,4.38
824684.5,21.3,2.45,169407.32,4.38
824684.5,21.3,2.45,169407.32,4.38
823947.19,21.31,2.46,169420.98,4.38
824088.49,21.31,2.46,170549.22,4.41
823895.9,21.31,2.46,170525.5,4.41
823718.52,21.32,2.47,170424.65,4.41
823718.52,21.32,2.47,170551.39,4.41
823544.77,21.32,2.47,170477.86,4.41
823544.77,21.32,2.47,170477.86,4.41
823385.23,21.32,2.47,170470.52,4.41
823047.3,21.31,2.46,170068.99,4.4
823047.3,21.31,2.46,170049.86,4.4
823047.3,21.31,2.46,170316.08,4.41
822854.71,21.31,2.46,170437.59,4.41
822850.08,21.32,2.47,170241.12,4.41
822981.97,21.32,2.47,172084.79,4.46
822997.48,21.33,2.48,171663.82,4.45
823264.21,21.34,2.49,172550.05,4.47
823264.21,21.34,2.49,172550.05,4.47
823429.14,21.35,2.49,172549.84,4.47
823236.55,21.35,2.5,172522.98,4.47
823236.55,21.35,2.5,172556.6,4.47
823043.96,21.35,2.5,172774.64,4.48
822868.45,21.34,2.49,172573.72,4.48
822675.86,21.34,2.49,172509.34,4.48
822675.86,21.34,2.49,172509.34,4.48
822675.86,21.34,2.49,172504.72,4.48
822516.31,21.35,2.49,172510.9,4.48
822738.52,21.35,2.5,172472.53,4.48
822545.93,21.35,2.5,172522.99,4.48
822160.62,21.35,2.5,172193.17,4.47
822160.62,21.35,2.5,172168.44,4.47
821968.03,21.35,2.5,172136.42,4.47
822208.16,21.36,2.51,173324.66,4.5
822048.61,21.36,2.51,173314.74,4.5
822048.61,21.36,2.51,173314.74,4.5
821856.02,21.36,2.51,173290.62,4.5
821600.25,21.35,2.5,173620.13,4.51
821427.8,21.36,2.5,173813.23,4.52
821384.19,21.36,2.51,173701.31,4.52
821191.6,21.36,2.51,173839.36,4.52
821033.63,21.36,2.51,173681.4,4.52
820841.04,21.36,2.51,173681.6,4.52
820841.04,21.36,2.51,173684.82,4.52
820681.5,21.36,2.51,173674.9,4.52
820681.5,21.36,2.51,173674.9,4.52
820517.18,21.36,2.51,174886.1,4.55
820324.59,21.36,2.51,174861.98,4.55
820509.92,21.37,2.52,174930.36,4.56
820142.18,21.36,2.51,174564.77,4.55
820374.14,21.37,2.52,174494.27,4.55
820181.55,21.37,2.52,174691.7,4.55
820181.55,21.37,2.52,174691.7,4.55
819806.99,21.36,2.51,174616.33,4.55
819614.4,21.36,2.51,174573.86,4.55
819454.86,21.37,2.51,174563.94,4.55
819262.27,21.37,2.51,174539.81,4.55
819502.39,21.37,2.52,174606.99,4.55
819502.39,21.37,2.52,174606.99,4.55
819407.26,21.38,2.53,173842.91,4.54
819214.67,21.38,2.53,173771.24,4.53
819022.08,21.38,2.53,174281.23,4.55
818829.49,21.38,2.53,174239.83,4.55
818862.55,21.38,2.53,173453.47,4.53
818703.01,21.39,2.54,173446.14,4.53
818418.26,21.38,2.53,173129.34,4.52
818225.67,21.38,2.53,173102.63,4.52
818061.35,21.38,2.53,172128.99,4.5
817859.33,21.38,2.53,170680.72,4.46
817654.61,21.38,2.53,170386.66,4.46
817654.61,21.38,2.53,170515.7,4.46
817452.6,21.38,2.53,169611.88,4.44
817729.15,21.39,2.54,171613.76,4.49
816221.47,21.39,2.54,171554.93,4.5
816216.2,21.4,2.55,171991.69,4.51
814708.52,21.4,2.55,171932.87,4.52
814438.61,21.4,2.55,171574.66,4.51
814317.89,21.4,2.55,171667.41,4.51
814029.96,21.4,2.55,171447.72,4.51
813848.95,21.39,2.54,172189.3,4.53
814120.61,21.4,2.55,171760.89,4.52
813928.02,21.4,2.55,171767.15,4.52
813735.43,21.4,2.55,171773.32,4.52
813565.22,21.41,2.55,172108.2,4.53
813565.22,21.41,2.55,172108.2,4.53
813838.39,21.42,2.56,172113.58,4.53
813645.8,21.42,2.57,172083.78,4.53
813420.83,21.41,2.56,172167.61,4.53
813416.2,21.42,2.57,172117.8,4.53
813223.61,21.42,2.57,172067.54,4.53
813031.02,21.42,2.57,172864.94,4.55
812866.7,21.42,2.57,174132.97,4.59
812866.7,21.42,2.57,174132.97,4.59
812866.7,21.42,2.57,174132.97,4.59
812866.7,21.42,2.57,174132.97,4.59
812862.08,21.42,2.57,173673.07,4.58
812728.86,21.42,2.57,173504.37,4.57
812569.32,21.43,2.58,173494.45,4.57
812376.73,21.43,2.58,173470.33,4.58
812131.08,21.43,2.58,173873.35,4.59
812131.08,21.43,2.58,174066.62,4.59
811938.49,21.43,2.58,174010.79,4.59
811938.49,21.43,2.58,175591.38,4.63
811778.94,21.43,2.58,175594.64,4.64
811778.94,21.43,2.58,175594.64,4.64
811778.94,21.43,2.58,175594.64,4.64
811586.35,21.43,2.58,175569.71,4.64
811393.76,21.43,2.58,174658.31,4.61
811633.89,21.44,2.59,174644.0,4.61
811819.22,21.45,2.6,174707.07,4.62
811819.22,21.45,2.6,174707.07,4.62
811654.9,21.45,2.6,174106.87,4.6
811462.31,21.45,2.6,174073.24,4.6
811269.72,21.45,2.6,174043.22,4.6
811269.72,21.45,2.6,175067.72,4.63
811110.18,21.45,2.6,175063.29,4.63
810917.58,21.45,2.6,175033.67,4.63
810724.99,21.45,2.6,175058.78,4.63
810724.99,21.45,2.6,175058.78,4.63
810970.12,21.46,2.61,174866.98,4.63
810970.12,21.46,2.61,174866.98,4.63
810865.18,21.47,2.62,176836.76,4.68
810672.59,21.47,2.62,176806.2,4.68
810150.7,21.46,2.61,176252.97,4.67
810146.07,21.46,2.61,176562.22,4.68
809972.33,21.46,2.61,176718.38,4.68
809812.78,21.47,2.61,176721.64,4.68
809620.19,21.47,2.62,176684.34,4.68
809427.6,21.47,2.62,176839.5,4.69
808696.22,21.47,2.62,176955.2,4.7
808464.65,21.47,2.62,176659.55,4.69
809628.29,21.51,2.66,176641.49,4.69
809468.75,21.51,2.66,176640.59,4.69
809464.12,21.51,2.66,176658.46,4.69
809464.12,21.51,2.66,176640.9,4.69
809464.12,21.51,2.66,176640.9,4.69
809271.53,21.51,2.66,176637.34,4.7
809266.9,21.52,2.67,176607.86,4.7
809083.74,21.52,2.67,176090.5,4.68
808906.35,21.52,2.67,176445.37,4.69
808622.81,21.51,2.66,176145.08,4.69
808862.93,21.52,2.67,176447.73,4.69
808490.22,21.51,2.66,176414.48,4.69
808490.22,21.51,2.66,176414.48,4.69
808330.67,21.52,2.67,176406.22,4.7
808156.93,21.52,2.67,176236.03,4.69
808156.93,21.52,2.67,176236.03,4.69
808156.93,21.52,2.67,176214.37,4.69
807964.34,21.52,2.67,178447.55,4.75
807964.34,21.52,2.67,178447.55,4.75
807959.71,21.52,2.67,177841.94,4.74
807992.78,21.53,2.68,176021.66,4.69
809438.37,21.57,2.72,177371.14,4.73
809438.37,21.57,2.72,177371.14,4.73
809603.3,21.58,2.73,177370.93,4.73
809411.11,21.58,2.73,177281.37,4.73
809116.64,21.57,2.72,177251.79,4.73
808826.26,21.57,2.72,177384.07,4.73
808396.8,21.56,2.71,176749.51,4.71
808224.34,21.57,2.72,176363.69,4.71
807992.77,21.56,2.72,176452.73,4.71
806485.09,21.57,2.72,176393.9,4.72
806292.5,21.57,2.72,176542.02,4.72
806099.91,21.57,2.72,176429.52,4.72
806095.28,21.58,2.73,176382.29,4.72
806095.28,21.58,2.73,176382.29,4.72
805902.69,21.58,2.73,177043.67,4.74
805730.24,21.58,2.73,177619.68,4.76
805498.67,21.58,2.73,177344.04,4.75
805494.04,21.58,2.73,176936.68,4.74
805435.7,21.58,2.73,178156.7,4.77
805435.7,21.58,2.73,178156.7,4.77
805282.09,21.58,2.73,178002.47,4.77
805238.48,21.59,2.74,178482.47,4.78
805238.48,21.59,2.74,178482.47,4.78
805055.7,21.59,2.74,177852.61,4.77
805055.7,21.59,2.74,177852.61,4.77
805055.7,21.59,2.74,177852.61,4.77
805055.7,21.59,2.74,177852.61,4.77
804959.68,21.59,2.74,177730.87,4.77
804836.1,21.59,2.74,176727.26,4.74
804836.1,21.59,2.74,176727.26,4.74
804836.1,21.59,2.74,176727.26,4.74
804676.55,21.59,2.74,176719.92,4.74
804483.96,21.59,2.74,176693.21,4.74
804291.37,21.59,2.74,176783.17,4.75
804098.78,21.59,2.74,176707.45,4.75
803906.19,21.59,2.74,176695.46,4.75
803732.44,21.59,2.74,177318.53,4.76
803572.9,21.6,2.75,177321.8,4.77
803400.44,21.6,2.75,176780.22,4.75
803770.66,21.61,2.76,177337.17,4.77
803578.07,21.61,2.76,177312.23,4.77
803286.28,21.6,2.75,176956.76,4.76
803093.69,21.6,2.75,176940.25,4.76
802901.1,21.6,2.76,176989.68,4.76
802901.1,21.6,2.76,176989.68,4.76
802901.1,21.6,2.76,176989.68,4.76
802708.51,21.61,2.76,176941.2,4.76
802515.92,21.61,2.76,177228.08,4.77
802764.21,21.62,2.77,177068.57,4.77
802432.31,21.61,2.76,177277.42,4.77
802859.71,21.62,2.77,177612.37,4.78
802892.78,21.63,2.78,176409.3,4.75
802733.23,21.63,2.78,176408.4,4.75
802733.23,21.63,2.78,176382.83,4.75
802540.64,21.63,2.78,176425.91,4.75
802348.05,21.63,2.78,178580.39,4.81
802621.22,21.64,2.79,178585.77,4.82
802428.63,21.64,2.79,178561.99,4.82
802236.04,21.64,2.79,178623.68,4.82
802430.66,21.65,2.8,177926.93,4.8
802334.64,21.65,2.8,178264.53,4.81
802142.05,21.65,2.8,178214.84,4.81
802142.05,21.65,2.8,178214.84,4.81
802142.05,21.65,2.8,178280.57,4.81
801805.14,21.65,2.8,177932.83,4.8
801580.18,21.64,2.79,178349.43,4.82
801580.18,21.64,2.79,178407.12,4.82
