ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d847-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_nodes,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d847-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d847-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-used_gpu_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d847-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-total_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d847-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-arrived_gpu_milli
1037,5318,1678220,6212,1678220
1037,5318,1679220,6212,1679220
1038,5326,1679440,6212,1679440
1038,5326,1680440,6212,1680440
1039,5334,1681440,6212,1681440
1039,5334,1682440,6212,1682440
1040,5342,1683440,6212,1683440
1040,5342,1684440,6212,1684440
1040,5342,1684900,6212,1684900
1040,5342,1685370,6212,1685370
1040,5342,1686180,6212,1686180
1040,5342,1687180,6212,1687180
1040,5342,1688180,6212,1688180
1040,5342,1688990,6212,1688990
1040,5342,1689460,6212,1689460
1041,5350,1690460,6212,1690460
1041,5350,1690930,6212,1690930
1041,5350,1691740,6212,1691740
1041,5350,1693740,6212,1693740
1041,5350,1694740,6212,1694740
1041,5350,1695060,6212,1695060
1041,5350,1695870,6212,1695870
1041,5350,1696680,6212,1696680
1041,5350,1696680,6212,1696680
1041,5350,1696680,6212,1696680
1041,5350,1697490,6212,1697490
1041,5350,1697490,6212,1697490
1041,5350,1697960,6212,1697960
1041,5350,1698960,6212,1698960
1041,5350,1698960,6212,1698960
1041,5350,1699430,6212,1699430
1042,5352,1699900,6212,1699900
1042,5352,1700900,6212,1700900
1042,5352,1701900,6212,1701900
1042,5352,1702900,6212,1702900
1042,5352,1702900,6212,1702900
1043,5354,1703710,6212,1703710
1043,5354,1704030,6212,1704030
1043,5354,1705030,6212,1705030
1043,5354,1706030,6212,1706030
1043,5354,1707030,6212,1707030
1043,5354,1707840,6212,1707840
1043,5354,1708840,6212,1708840
1044,5356,1709840,6212,1709840
1044,5356,1710320,6212,1710320
1044,5356,1711320,6212,1711320
1044,5356,1712130,6212,1712130
1044,5356,1712940,6212,1712940
1044,5356,1713750,6212,1713750
1044,5356,1714750,6212,1714750
1044,5356,1715400,6212,1715400
1044,5356,1715630,6212,1715630
1045,5358,1715950,6212,1715950
1045,5358,1716760,6212,1716760
1045,5358,1717760,6212,1717760
1045,5358,1718760,6212,1718760
1045,5358,1719130,6212,1719130
1045,5358,1720130,6212,1720130
1045,5358,1720130,6212,1720130
1046,5360,1721130,6212,1721130
1046,5360,1722130,6212,1722130
1046,5360,1722360,6212,1722360
1046,5360,1722680,6212,1722680
1046,5360,1723270,6212,1723270
1046,5360,1723590,6212,1723590
1046,5360,1724590,6212,1724590
1047,5362,1725590,6212,1725590
1047,5362,1726400,6212,1726400
1047,5362,1727210,6212,1727210
1048,5364,1727680,6212,1727680
1048,5364,1728680,6212,1728680
1048,5364,1728680,6212,1728680
1048,5364,1729490,6212,1729490
1049,5366,1730490,6212,1730490
1050,5368,1731300,6212,1731300
1050,5368,1732300,6212,1732300
1050,5368,1733300,6212,1733300
1050,5368,1734300,6212,1734300
1051,5376,1735300,6212,1735300
1052,5378,1736300,6212,1736300
1053,5380,1737110,6212,1737110
1053,5380,1737920,6212,1737920
1053,5380,1738380,6212,1738380
1053,5380,1739380,6212,1739380
1054,5388,1739610,6212,1739610
1055,5396,1740070,6212,1740070
1055,5396,1740540,6212,1740540
1055,5396,1741130,6212,1741130
1055,5396,1742130,6212,1742130
1055,5396,1742600,6212,1742600
1055,5396,1743600,6212,1743600
1055,5396,1744600,6212,1744600
1055,5396,1745600,6212,1745600
1056,5398,1746070,6212,1746070
1056,5398,1747070,6212,1747070
1056,5398,1748070,6212,1748070
1056,5398,1748390,6212,1748390
1056,5398,1749390,6212,1749390
1056,5398,1750390,6212,1750390
1056,5398,1751390,6212,1751390
1056,5398,1752390,6212,1752390
1056,5398,1753390,6212,1753390
1057,5406,1754390,6212,1754390
1057,5406,1754390,6212,1754390
1057,5406,1755040,6212,1755040
1057,5406,1755690,6212,1755690
1057,5406,1756690,6212,1756690
1057,5406,1757690,6212,1757690
1057,5406,1758690,6212,1758690
1058,5414,1759690,6212,1759690
1059,5416,1760340,6212,1760340
1059,5416,1761340,6212,1761340
1060,5418,1761660,6212,1761660
1060,5418,1762660,6212,1762660
1060,5418,1763660,6212,1763660
1060,5418,1764470,6212,1764470
1060,5418,1765470,6212,1765470
1060,5418,1765930,6212,1765930
1060,5418,1766250,6212,1766250
1060,5418,1767250,6212,1767250
1060,5418,1768250,6212,1768250
1060,5418,1769250,6212,1769250
1060,5418,1769900,6212,1769900
1060,5418,1770060,6212,1770060
1061,5426,1770520,6212,1770520
1061,5426,1770520,6212,1770520
1061,5426,1771520,6212,1771520
1061,5426,1772520,6212,1772520
1061,5426,1773520,6212,1773520
1062,5430,1774330,6212,1774330
1062,5430,1775140,6212,1775140
1062,5430,1776140,6212,1776140
1063,5438,1776610,6212,1776610
1063,5438,1777610,6212,1777610
1063,5438,1778610,6212,1778610
1064,5440,1779610,6212,1779610
1064,5440,1779610,6212,1779610
1064,5440,1780610,6212,1780610
1065,5442,1781610,6212,1781610
1065,5442,1782080,6212,1782080
1065,5442,1782400,6212,1782400
1065,5442,1783400,6212,1783400
1065,5442,1784400,6212,1784400
1065,5442,1785050,6212,1785050
1065,5442,1786050,6212,1786050
1065,5442,1787050,6212,1787050
1065,5442,1787860,6212,1787860
1065,5442,1788180,6212,1788180
1065,5442,1788650,6212,1788650
1065,5442,1789650,6212,1789650
1065,5442,1790650,6212,1790650
1066,5444,1791460,6212,1791460
1066,5444,1791570,6212,1791570
1066,5444,1792220,6212,1792220
1067,5446,1793220,6212,1793220
1067,5446,1794030,6212,1794030
1067,5446,1795030,6212,1795030
1067,5446,1795500,6212,1795500
1067,5446,1796500,6212,1796500
1067,5446,1796820,6212,1796820
1068,5454,1797820,6212,1797820
1068,5454,1798820,6212,1798820
1068,5454,1799820,6212,1799820
1068,5454,1800820,6212,1800820
1068,5454,1801820,6212,1801820
1069,5456,1802630,6212,1802630
1069,5456,1802630,6212,1802630
1069,5456,1803630,6212,1803630
1069,5456,1804630,6212,1804630
1070,5458,1805630,6212,1805630
1070,5458,1806630,6212,1806630
1070,5458,1807100,6212,1807100
1070,5458,1808100,6212,1808100
1070,5458,1809100,6212,1809100
1070,5458,1809100,6212,1809100
1071,5466,1810100,6212,1810100
1071,5466,1810910,6212,1810910
1071,5466,1811910,6212,1811910
1071,5466,1812560,6212,1812560
1072,5474,1812790,6212,1812790
1072,5474,1813600,6212,1813600
1072,5474,1814600,6212,1814600
1073,5482,1815600,6212,1815600
1073,5482,1816150,6212,1816150
1073,5482,1817150,6212,1817150
1073,5482,1817520,6212,1817520
1073,5482,1818330,6212,1818330
1074,5490,1819140,6212,1819140
1074,5490,1819300,6212,1819300
1075,5498,1820300,6212,1820300
1076,5506,1828300,6212,1828300
1077,5514,1829110,6212,1829110
1077,5514,1830110,6212,1830110
1077,5514,1831110,6212,1831110
1077,5514,1832110,6212,1832110
1077,5514,1833110,6212,1833110
1077,5514,1833580,6212,1833580
1078,5522,1834580,6212,1834580
1078,5522,1835580,6212,1835580
1078,5522,1836130,6212,1836130
1078,5522,1837130,6212,1837130
1078,5522,1837780,6212,1837780
1078,5522,1838100,6212,1838100
1078,5522,1839100,6212,1839100
1078,5522,1840100,6212,1840100
1078,5522,1841100,6212,1841100
1078,5522,1841570,6212,1841570
1078,5522,1842040,6212,1842040
1079,5530,1842850,6212,1842850
1079,5530,1843850,6212,1843850
1079,5530,1844850,6212,1844850
1079,5530,1845850,6212,1845850
1079,5530,1846850,6212,1846850
1079,5530,1847850,6212,1847850
1079,5530,1848660,6212,1848660
1079,5530,1849660,6212,1849660
1079,5530,1850130,6212,1850130
1079,5530,1850600,6212,1850600
1080,5538,1851600,6212,1851600
1080,5538,1852600,6212,1852600
1080,5538,1853600,6212,1853600
1081,5542,1854600,6212,1854600
1081,5542,1854820,6212,1854820
1081,5542,1854820,6212,1854820
1081,5542,1855820,6212,1855820
1081,5542,1856140,6212,1856140
1081,5542,1856140,6212,1856140
1082,5550,1856140,6212,1856140
1082,5550,1857140,6212,1857140
1082,5550,1858140,6212,1858140
1082,5550,1859140,6212,1859140
1082,5550,1860140,6212,1860140
1082,5550,1861140,6212,1861140
1082,5550,1862140,6212,1862140
1082,5550,1863140,6212,1863140
1082,5550,1864140,6212,1864140
1082,5550,1865140,6212,1865140
1083,5558,1865790,6212,1865790
1083,5558,1866790,6212,1866790
1083,5558,1867790,6212,1867790
1083,5558,1868600,6212,1868600
1083,5558,1869600,6212,1869600
1083,5558,1870600,6212,1870600
1083,5558,1871600,6212,1871600
1083,5558,1872600,6212,1872600
1083,5558,1872600,6212,1872600
1084,5566,1873600,6212,1873600
1084,5566,1874410,6212,1874410
1084,5566,1874410,6212,1874410
1084,5566,1875410,6212,1875410
1084,5566,1876410,6212,1876410
1084,5566,1876880,6212,1876880
1084,5566,1877880,6212,1877880
1084,5566,1878880,6212,1878880
1084,5566,1879880,6212,1879880
1084,5566,1880880,6212,1880880
1084,5566,1881880,6212,1881880
1084,5566,1882530,6212,1882530
1084,5566,1883000,6212,1883000
1084,5566,1883810,6212,1883810
1084,5566,1884620,6212,1884620
1084,5566,1884990,6212,1884990
1084,5566,1885990,6212,1885990
1085,5574,1886450,6212,1886450
1085,5574,1887100,6212,1887100
1086,5578,1888100,6212,1888100
1086,5578,1888910,6212,1888910
1086,5578,1889910,6212,1889910
1086,5578,1890910,6212,1890910
1086,5578,1891910,6212,1891910
1087,5586,1892910,6212,1892910
1087,5586,1893380,6212,1893380
1087,5586,1893380,6212,1893380
1087,5586,1894380,6212,1894380
1087,5586,1895190,6212,1895190
1087,5586,1896190,6212,1896190
1087,5586,1896190,6212,1896190
1088,5590,1897190,6212,1897190
1088,5590,1898000,6212,1898000
1088,5590,1898810,6212,1898810
1088,5590,1899810,6212,1899810
1088,5590,1900810,6212,1900810
1088,5590,1901130,6212,1901130
1088,5590,1902130,6212,1902130
1089,5592,1903130,6212,1903130
1089,5592,1903940,6212,1903940
1089,5592,1904940,6212,1904940
1089,5592,1905940,6212,1905940
1089,5592,1906940,6212,1906940
1090,5594,1907260,6212,1907260
1090,5594,1908070,6212,1908070
1090,5594,1909070,6212,1909070
1090,5594,1909390,6212,1909390
1090,5594,1910200,6212,1910200
1090,5594,1911010,6212,1911010
1090,5594,1912010,6212,1912010
1091,5595,1912240,6212,1912240
1092,5603,1914240,6212,1914240
1092,5603,1915240,6212,1915240
1092,5603,1916240,6212,1916240
1092,5603,1917240,6212,1917240
1092,5603,1917470,6212,1917470
1092,5603,1917630,6212,1917630
1092,5603,1918630,6212,1918630
1092,5603,1919630,6212,1919630
1092,5603,1920100,6212,1920100
1092,5603,1921100,6212,1921100
1092,5603,1922100,6212,1922100
1092,5603,1922320,6212,1922320
1092,5603,1923320,6212,1923320
1092,5603,1924320,6212,1924320
1092,5603,1925320,6212,1925320
1092,5603,1925790,6212,1925790
1092,5603,1926440,6212,1926440
1092,5603,1926660,6212,1926660
1092,5603,1927660,6212,1927660
1092,5603,1928130,6212,1928130
1092,5603,1929130,6212,1929130
1092,5603,1929780,6212,1929780
1092,5603,1930780,6212,1930780
1092,5603,1931780,6212,1931780
1092,5603,1932250,6212,1932250
1092,5603,1933060,6212,1933060
1092,5603,1934060,6212,1934060
1092,5603,1935060,6212,1935060
1092,5603,1935710,6212,1935710
1092,5603,1936520,6212,1936520
1092,5603,1937330,6212,1937330
1092,5603,1938330,6212,1938330
1092,5603,1939330,6212,1939330
1093,5611,1940330,6212,1940330
1093,5611,1940980,6212,1940980
1093,5611,1940980,6212,1940980
1093,5611,1941790,6212,1941790
1093,5611,1942790,6212,1942790
1093,5611,1943600,6212,1943600
1093,5611,1944410,6212,1944410
1093,5611,1944410,6212,1944410
1093,5611,1945220,6212,1945220
1093,5611,1946220,6212,1946220
1093,5611,1947220,6212,1947220
1093,5611,1948030,6212,1948030
1094,5619,1949030,6212,1949030
1094,5619,1949190,6212,1949190
1094,5619,1950190,6212,1950190
1094,5619,1951190,6212,1951190
1094,5619,1952190,6212,1952190
1094,5619,1953190,6212,1953190
1094,5619,1953510,6212,1953510
1095,5621,1954320,6212,1954320
1095,5621,1955320,6212,1955320
1095,5621,1956130,6212,1956130
1095,5621,1957130,6212,1957130
1095,5621,1957500,6212,1957500
1095,5621,1958500,6212,1958500
1095,5621,1959500,6212,1959500
1095,5621,1960090,6212,1960090
1095,5621,1961090,6212,1961090
1095,5621,1962090,6212,1962090
1096,5623,1962410,6212,1962410
1096,5623,1963410,6212,1963410
1096,5623,1964060,6212,1964060
1096,5623,1964530,6212,1964530
1096,5623,1964530,6212,1964530
1096,5623,1965340,6212,1965340
1096,5623,1966340,6212,1966340
1096,5623,1967340,6212,1967340
1097,5625,1968340,6212,1968340
1097,5625,1968800,6212,1968800
1097,5625,1969800,6212,1969800
1097,5625,1969800,6212,1969800
1097,5625,1970610,6212,1970610
1097,5625,1970610,6212,1970610
1097,5625,1971610,6212,1971610
1098,5627,1972420,6212,1972420
1098,5627,1972880,6212,1972880
1098,5627,1973530,6212,1973530
1098,5627,1974530,6212,1974530
1098,5627,1975530,6212,1975530
1098,5627,1975850,6212,1975850
1098,5627,1976660,6212,1976660
1098,5627,1977660,6212,1977660
1099,5629,1978660,6212,1978660
1099,5629,1979470,6212,1979470
1100,5631,1980470,6212,1980470
1100,5631,1981280,6212,1981280
1100,5631,1982280,6212,1982280
1100,5631,1983280,6212,1983280
1100,5631,1983750,6212,1983750
1100,5631,1983750,6212,1983750
1100,5631,1984070,6212,1984070
1100,5631,1985070,6212,1985070
1100,5631,1986070,6212,1986070
1100,5631,1986880,6212,1986880
1100,5631,1987880,6212,1987880
1100,5631,1988690,6212,1988690
1100,5631,1989500,6212,1989500
1100,5631,1989970,6212,1989970
1100,5631,1990970,6212,1990970
1100,5631,1991970,6212,1991970
1100,5631,1992620,6212,1992620
1100,5631,1993170,6212,1993170
1100,5631,1993980,6212,1993980
1100,5631,1994980,6212,1994980
1100,5631,1995980,6212,1995980
1101,5633,1996980,6212,1996980
1101,5633,1997450,6212,1997450
1102,5641,1997920,6212,1997920
1102,5641,1998920,6212,1998920
1102,5641,1999730,6212,1999730
1102,5641,2000200,6212,2000200
1102,5641,2001200,6212,2001200
1102,5641,2002200,6212,2002200
1103,5649,2002670,6212,2002670
1103,5649,2002990,6212,2002990
1103,5649,2003990,6212,2003990
1103,5649,2004460,6212,2004460
1103,5649,2004460,6212,2004460
1103,5649,2005460,6212,2005460
1103,5649,2005930,6212,2005930
1103,5649,2006160,6212,2006160
1103,5649,2006710,6212,2006710
1103,5649,2007710,6212,2007710
1103,5649,2008710,6212,2008710
1103,5649,2009180,6212,2009180
1103,5649,2009400,6212,2009400
1103,5649,2010400,6212,2010400
1103,5649,2011400,6212,2011400
1103,5649,2012400,6212,2012400
1103,5649,2012870,6212,2012870
1104,5657,2013190,6212,2013190
1104,5657,2014190,6212,2014190
1104,5657,2015190,6212,2015190
1104,5657,2015510,6212,2015510
1104,5657,2016510,6212,2016510
1104,5657,2017510,6212,2017510
1104,5657,2018510,6212,2018510
1104,5657,2019320,6212,2019320
1104,5657,2019320,6212,2019320
1104,5657,2019970,6212,2019970
1104,5657,2020780,6212,2020780
1104,5657,2021100,6212,2021100
1104,5657,2021420,6212,2021420
1104,5657,2022230,6212,2022230
1104,5657,2023040,6212,2023040
1105,5665,2024040,6212,2024040
1106,5667,2025040,6212,2025040
1106,5667,2025590,6212,2025590
1106,5667,2026590,6212,2026590
1106,5667,2027590,6212,2027590
1106,5667,2028590,6212,2028590
1106,5667,2029590,6212,2029590
1106,5667,2030240,6212,2030240
1106,5667,2031240,6212,2031240
1106,5667,2032240,6212,2032240
1106,5667,2033240,6212,2033240
1106,5667,2033470,6212,2033470
1106,5667,2033940,6212,2033940
1106,5667,2034940,6212,2034940
1106,5667,2035750,6212,2035750
1107,5669,2035980,6212,2035980
1107,5669,2036980,6212,2036980
1107,5669,2037790,6212,2037790
1107,5669,2038790,6212,2038790
1107,5669,2039790,6212,2039790
1107,5669,2040790,6212,2040790
1108,5677,2041790,6212,2041790
1109,5681,2042790,6212,2042790
1109,5681,2043790,6212,2043790
1109,5681,2044790,6212,2044790
1109,5681,2045790,6212,2045790
1109,5681,2046250,6212,2046250
1109,5681,2046900,6212,2046900
1109,5681,2047900,6212,2047900
1109,5681,2048370,6212,2048370
1109,5681,2048420,6212,2048420
1110,5689,2048890,6212,2048890
1110,5689,2049210,6212,2049210
1110,5689,2050210,6212,2050210
1110,5689,2051210,6212,2051210
1110,5689,2051860,6212,2051860
1110,5689,2052860,6212,2052860
1110,5689,2053180,6212,2053180
1110,5689,2054180,6212,2054180
1110,5689,2054990,6212,2054990
1110,5689,2055990,6212,2055990
1110,5689,2056640,6212,2056640
1110,5689,2057450,6212,2057450
1110,5689,2058100,6212,2058100
1110,5689,2059100,6212,2059100
1110,5689,2059690,6212,2059690
1110,5689,2060040,6212,2060040
1110,5689,2060850,6212,2060850
1110,5689,2061850,6212,2061850
1110,5689,2062080,6212,2062080
1111,5697,2062730,6212,2062730
1111,5697,2063540,6212,2063540
1111,5697,2064540,6212,2064540
1112,5705,2072540,6212,2072540
1112,5705,2072770,6212,2072770
1112,5705,2073000,6212,2073000
1112,5705,2073590,6212,2073590
1112,5705,2074590,6212,2074590
1113,5707,2075590,6212,2075590
1113,5707,2076400,6212,2076400
1113,5707,2077400,6212,2077400
1113,5707,2078210,6212,2078210
1113,5707,2079210,6212,2079210
1113,5707,2080210,6212,2080210
1113,5707,2081210,6212,2081210
1113,5707,2082210,6212,2082210
1114,5715,2083020,6212,2083020
1114,5715,2084020,6212,2084020
1114,5715,2085020,6212,2085020
1114,5715,2085480,6212,2085480
1114,5715,2086130,6212,2086130
1115,5723,2087130,6212,2087130
1115,5723,2087600,6212,2087600
1115,5723,2088600,6212,2088600
1115,5723,2089600,6212,2089600
1115,5723,2090600,6212,2090600
1115,5723,2091600,6212,2091600
1115,5723,2092190,6212,2092190
1115,5723,2093000,6212,2093000
1115,5723,2093000,6212,2093000
1115,5723,2094000,6212,2094000
1115,5723,2095000,6212,2095000
1115,5723,2096000,6212,2096000
1115,5723,2097000,6212,2097000
1116,5731,2098000,6212,2098000
1116,5731,2099000,6212,2099000
1116,5731,2099810,6212,2099810
1116,5731,2100810,6212,2100810
1116,5731,2101810,6212,2101810
1116,5731,2102810,6212,2102810
1116,5731,2103620,6212,2103620
1116,5731,2104620,6212,2104620
1116,5731,2105170,6212,2105170
1116,5731,2106170,6212,2106170
1116,5731,2106490,6212,2106490
1116,5731,2107490,6212,2107490
1116,5731,2108490,6212,2108490
1116,5731,2109490,6212,2109490
1116,5731,2110490,6212,2110490
1116,5731,2111490,6212,2111490
1116,5731,2112490,6212,2112490
1116,5731,2112950,6212,2112950
1117,5739,2113950,6212,2113950
1117,5739,2114950,6212,2114950
1117,5739,2115950,6212,2115950
1117,5739,2116950,6212,2116950
1118,5741,2117950,6212,2117950
1118,5741,2118420,6212,2118420
1118,5741,2119420,6212,2119420
1118,5741,2120420,6212,2120420
1118,5741,2121420,6212,2121420
1118,5741,2122230,6212,2122230
1118,5741,2123040,6212,2123040
1118,5741,2123040,6212,2123040
1118,5741,2124040,6212,2124040
1118,5741,2125040,6212,2125040
1118,5741,2126040,6212,2126040
1118,5741,2127040,6212,2127040
1119,5743,2127510,6212,2127510
1119,5743,2128320,6212,2128320
1119,5743,2129320,6212,2129320
1119,5743,2130320,6212,2130320
1119,5743,2131320,6212,2131320
1119,5743,2132320,6212,2132320
1119,5743,2132790,6212,2132790
1119,5743,2133250,6212,2133250
1120,5751,2134250,6212,2134250
1120,5751,2134800,6212,2134800
1120,5751,2135020,6212,2135020
1120,5751,2135670,6212,2135670
1121,5759,2136670,6212,2136670
1121,5759,2137670,6212,2137670
1122,5767,2138670,6212,2138670
1122,5767,2139480,6212,2139480
1122,5767,2139940,6212,2139940
1122,5767,2140940,6212,2140940
1122,5767,2141590,6212,2141590
1122,5767,2142590,6212,2142590
1122,5767,2143590,6212,2143590
1122,5767,2144060,6212,2144060
1122,5767,2144530,6212,2144530
1123,5769,2144900,6212,2144900
1123,5769,2145900,6212,2145900
1123,5769,2146900,6212,2146900
1123,5769,2147900,6212,2147900
1123,5769,2148710,6212,2148710
1123,5769,2149520,6212,2149520
1123,5769,2150520,6212,2150520
1123,5769,2150840,6212,2150840
1124,5777,2151840,6212,2151840
1124,5777,2152840,6212,2152840
1125,5779,2153840,6212,2153840
1125,5779,2154310,6212,2154310
1125,5779,2154310,6212,2154310
1126,5787,2162310,6212,2162310
1126,5787,2163310,6212,2163310
1127,5795,2163770,6212,2163770
1127,5795,2164420,6212,2164420
1127,5795,2165420,6212,2165420
1127,5795,2166420,6212,2166420
1127,5795,2167420,6212,2167420
1128,5797,2168420,6212,2168420
1128,5797,2168890,6212,2168890
1128,5797,2169440,6212,2169440
1128,5797,2170440,6212,2170440
1128,5797,2171440,6212,2171440
1128,5797,2171910,6212,2171910
1128,5797,2172910,6212,2172910
1128,5797,2173720,6212,2173720
1128,5797,2174720,6212,2174720
1128,5797,2175530,6212,2175530
1129,5805,2183530,6212,2183530
1130,5813,2184530,6212,2184530
1130,5813,2185180,6212,2185180
1130,5813,2186180,6212,2186180
1130,5813,2186500,6212,2186500
1130,5813,2187500,6212,2187500
1130,5813,2188500,6212,2188500
1130,5813,2189500,6212,2189500
1130,5813,2190500,6212,2190500
1130,5813,2191500,6212,2191500
1130,5813,2192500,6212,2192500
1130,5813,2193500,6212,2193500
1130,5813,2194500,6212,2194500
1130,5813,2194970,6212,2194970
1130,5813,2195970,6212,2195970
1130,5813,2195970,6212,2195970
1130,5813,2197970,6212,2197970
1130,5813,2198440,6212,2198440
1130,5813,2199440,6212,2199440
1130,5813,2200440,6212,2200440
1130,5813,2201440,6212,2201440
1130,5813,2202440,6212,2202440
1130,5813,2202440,6212,2202440
1130,5813,2203250,6212,2203250
1130,5813,2204250,6212,2204250
1131,5815,2205250,6212,2205250
1131,5815,2205250,6212,2205250
1131,5815,2206250,6212,2206250
1131,5815,2206900,6212,2206900
1132,5817,2207370,6212,2207370
1133,5825,2215370,6212,2215370
1133,5825,2215690,6212,2215690
1133,5825,2216690,6212,2216690
1133,5825,2217150,6212,2217150
1134,5827,2217610,6212,2217610
1134,5827,2217930,6212,2217930
1134,5827,2218930,6212,2218930
1134,5827,2219930,6212,2219930
1134,5827,2220740,6212,2220740
1134,5827,2221740,6212,2221740
1134,5827,2222740,6212,2222740
1134,5827,2223740,6212,2223740
1134,5827,2224740,6212,2224740
1134,5827,2225200,6212,2225200
1134,5827,2226200,6212,2226200
1134,5827,2227200,6212,2227200
1134,5827,2228200,6212,2228200
1134,5827,2229200,6212,2229200
1135,5829,2230200,6212,2230200
1135,5829,2231010,6212,2231010
1135,5829,2232010,6212,2232010
1135,5829,2233010,6212,2233010
1135,5829,2233820,6212,2233820
1135,5829,2234820,6212,2234820
1135,5829,2235820,6212,2235820
1135,5829,2236820,6212,2236820
1136,5831,2237820,6212,2237820
1136,5831,2241820,6212,2241820
1136,5831,2242820,6212,2242820
1136,5831,2243820,6212,2243820
1136,5831,2244820,6212,2244820
1136,5831,2245820,6212,2245820
1137,5839,2253820,6212,2253820
1137,5839,2254290,6212,2254290
1137,5839,2254760,6212,2254760
1137,5839,2255570,6212,2255570
1137,5839,2256570,6212,2256570
1137,5839,2257380,6212,2257380
1137,5839,2258190,6212,2258190
1137,5839,2258660,6212,2258660
1137,5839,2259660,6212,2259660
1138,5841,2260470,6212,2260470
1138,5841,2261470,6212,2261470
1138,5841,2262470,6212,2262470
1138,5841,2263470,6212,2263470
1138,5841,2263580,6212,2263580
1138,5841,2264580,6212,2264580
1138,5841,2265230,6212,2265230
1139,5842,2265390,6212,2265390
1139,5842,2265860,6212,2265860
1140,5844,2266860,6212,2266860
1141,5852,2274860,6212,2274860
1141,5852,2275860,6212,2275860
1141,5852,2276670,6212,2276670
1141,5852,2277670,6212,2277670
1141,5852,2278140,6212,2278140
1141,5852,2279140,6212,2279140
1141,5852,2280140,6212,2280140
1141,5852,2280950,6212,2280950
1142,5854,2281950,6212,2281950
1143,5862,2282950,6212,2282950
1144,5870,2283760,6212,2283760
1144,5870,2284760,6212,2284760
1144,5870,2285570,6212,2285570
1144,5870,2286030,6212,2286030
1145,5878,2286840,6212,2286840
1145,5878,2287650,6212,2287650
1145,5878,2288460,6212,2288460
1145,5878,2289460,6212,2289460
1145,5878,2290460,6212,2290460
1145,5878,2291270,6212,2291270
1145,5878,2292270,6212,2292270
1145,5878,2293270,6212,2293270
1145,5878,2294270,6212,2294270
1145,5878,2294270,6212,2294270
1145,5878,2295270,6212,2295270
1145,5878,2297270,6212,2297270
1145,5878,2298080,6212,2298080
1145,5878,2298550,6212,2298550
1145,5878,2299550,6212,2299550
1145,5878,2300550,6212,2300550
1145,5878,2301550,6212,2301550
1145,5878,2302100,6212,2302100
1145,5878,2302910,6212,2302910
1146,5880,2303720,6212,2303720
1146,5880,2304310,6212,2304310
1147,5888,2305310,6212,2305310
1147,5888,2305780,6212,2305780
1147,5888,2306250,6212,2306250
1147,5888,2307250,6212,2307250
1147,5888,2308060,6212,2308060
1147,5888,2309060,6212,2309060
1147,5888,2309530,6212,2309530
1147,5888,2310530,6212,2310530
1147,5888,2311530,6212,2311530
1147,5888,2312530,6212,2312530
1147,5888,2313000,6212,2313000
1147,5888,2314000,6212,2314000
1147,5888,2315000,6212,2315000
1147,5888,2315000,6212,2315000
1147,5888,2316000,6212,2316000
1147,5888,2317000,6212,2317000
1147,5888,2318000,6212,2318000
1147,5888,2318220,6212,2318220
1147,5888,2318540,6212,2318540
1147,5888,2318910,6212,2318910
1147,5888,2319720,6212,2319720
1147,5888,2320720,6212,2320720
1147,5888,2320720,6212,2320720
1147,5888,2321720,6212,2321720
1147,5888,2322720,6212,2322720
1147,5888,2323370,6212,2323370
1147,5888,2324370,6212,2324370
1147,5888,2325370,6212,2325370
1147,5888,2326180,6212,2326180
1147,5888,2327180,6212,2327180
1147,5888,2328180,6212,2328180
1147,5888,2328180,6212,2328180
1147,5888,2328340,6212,2328340
1147,5888,2329340,6212,2329340
1147,5888,2330340,6212,2330340
1147,5888,2331150,6212,2331150
1147,5888,2331960,6212,2331960
1147,5888,2332960,6212,2332960
1147,5888,2333960,6212,2333960
1147,5888,2334610,6212,2334610
1147,5888,2335420,6212,2335420
1147,5888,2336420,6212,2336420
1147,5888,2337420,6212,2337420
1147,5888,2337880,6212,2337880
1147,5888,2338200,6212,2338200
1148,5896,2338660,6212,2338660
1148,5896,2339660,6212,2339660
1148,5896,2340660,6212,2340660
1148,5896,2341660,6212,2341660
1148,5896,2342660,6212,2342660
1148,5896,2343130,6212,2343130
1148,5896,2343940,6212,2343940
1148,5896,2344940,6212,2344940
1148,5896,2345750,6212,2345750
1148,5896,2346750,6212,2346750
1148,5896,2347400,6212,2347400
1148,5896,2347720,6212,2347720
1148,5896,2348720,6212,2348720
1148,5896,2349530,6212,2349530
1148,5896,2350340,6212,2350340
1148,5896,2351340,6212,2351340
1148,5896,2352340,6212,2352340
1148,5896,2352660,6212,2352660
1148,5896,2353660,6212,2353660
1148,5896,2354660,6212,2354660
1148,5896,2355310,6212,2355310
1148,5896,2356310,6212,2356310
