ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d847-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d847-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d847-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d847-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d847-policy_Random1000desharemd3c66-de_share-gs_random-scmd_3c66-bellman_ratio
553205.17,12.25,7.08,216913.31,4.8
553342.0,12.25,7.08,216913.31,4.8
553342.0,12.25,7.08,217257.69,4.81
553342.0,12.25,7.08,217265.18,4.81
553478.82,12.26,7.09,217265.18,4.81
553478.82,12.26,7.09,217456.7,4.82
553224.49,12.26,7.08,217354.73,4.82
553172.77,12.26,7.08,217244.87,4.81
553172.77,12.26,7.08,217264.94,4.81
553543.49,12.27,7.09,217784.86,4.83
553914.2,12.28,7.1,217899.8,4.83
553862.48,12.28,7.11,217899.8,4.83
553810.76,12.28,7.11,217884.79,4.83
553759.03,12.28,7.11,217872.14,4.83
553759.03,12.28,7.11,217872.14,4.83
553895.86,12.29,7.11,217994.76,4.84
553907.97,12.29,7.11,217943.18,4.83
553856.24,12.29,7.12,217827.28,4.83
553804.52,12.29,7.12,217734.49,4.83
553752.79,12.29,7.12,217641.71,4.83
553889.62,12.3,7.12,217688.29,4.83
553728.23,12.3,7.12,217529.59,4.83
553676.51,12.3,7.13,217526.35,4.83
554039.25,12.31,7.13,217526.35,4.83
553987.53,12.31,7.14,217557.97,4.83
554124.35,12.31,7.14,217557.97,4.83
554261.18,12.32,7.15,217557.97,4.84
554398.01,12.32,7.15,217679.69,4.84
554346.28,12.33,7.15,217536.95,4.84
554618.69,12.33,7.16,217536.95,4.84
555138.91,12.35,7.17,217544.2,4.84
555606.14,12.36,7.19,217466.08,4.84
555742.96,12.36,7.19,217466.08,4.84
556070.55,12.37,7.2,220570.07,4.91
556018.83,12.37,7.2,220571.13,4.91
555980.94,12.37,7.2,220469.55,4.91
555929.21,12.38,7.2,220474.6,4.91
555929.21,12.38,7.2,220474.6,4.91
555877.49,12.38,7.21,220471.36,4.91
555837.63,12.38,7.21,220493.85,4.91
555633.5,12.38,7.2,220498.14,4.91
555419.46,12.37,7.2,220494.15,4.91
555300.33,12.37,7.2,220512.89,4.91
555753.71,12.38,7.21,220587.53,4.91
555701.99,12.38,7.21,220587.53,4.92
555650.26,12.39,7.21,220558.03,4.92
555787.09,12.39,7.22,220558.03,4.92
555923.91,12.4,7.22,220558.03,4.92
556294.63,12.41,7.23,220687.2,4.92
556242.91,12.41,7.23,220689.33,4.92
556242.91,12.41,7.23,220690.09,4.92
556379.73,12.41,7.24,220670.38,4.92
556328.01,12.41,7.24,220650.06,4.92
556464.83,12.42,7.25,220772.68,4.93
556413.11,12.42,7.25,220772.68,4.93
556361.39,12.42,7.25,220772.68,4.93
556309.66,12.42,7.25,220772.68,4.93
556257.94,12.43,7.25,220772.68,4.93
556206.21,12.43,7.25,220707.68,4.93
556356.89,12.43,7.26,220348.32,4.92
556493.72,12.44,7.27,220470.76,4.93
556872.4,12.45,7.28,220498.81,4.93
556820.68,12.45,7.28,220498.81,4.93
557340.91,12.46,7.29,220498.81,4.93
557719.59,12.47,7.3,220498.81,4.93
558090.31,12.48,7.31,220498.81,4.93
558415.68,12.49,7.32,220498.69,4.93
558363.95,12.49,7.32,220498.71,4.93
558734.67,12.5,7.33,220501.66,4.93
558682.95,12.5,7.33,220534.79,4.94
558631.22,12.5,7.33,220534.79,4.94
558579.5,12.51,7.33,220544.88,4.94
558950.22,12.52,7.34,220674.06,4.94
558898.49,12.52,7.35,220672.25,4.94
558846.77,12.52,7.35,220672.25,4.94
559300.14,12.53,7.36,221058.57,4.95
559248.42,12.53,7.36,221058.57,4.95
559196.69,12.53,7.36,221009.04,4.95
559630.41,12.55,7.37,221826.07,4.97
559578.69,12.55,7.38,221826.07,4.97
559486.19,12.55,7.38,222268.85,4.99
559434.47,12.55,7.38,222268.85,4.99
559434.47,12.55,7.38,222268.82,4.99
559706.88,12.56,7.39,222268.82,4.99
559979.28,12.57,7.39,222505.26,4.99
559927.56,12.57,7.4,222505.26,4.99
559875.84,12.57,7.4,222412.07,4.99
559824.11,12.57,7.4,222412.64,4.99
559772.39,12.57,7.4,222412.64,5.0
560044.79,12.58,7.41,222476.53,5.0
559993.07,12.58,7.41,222476.53,5.0
560446.44,12.59,7.42,222603.08,5.0
560394.72,12.6,7.42,222603.08,5.0
560343.0,12.6,7.42,222658.65,5.01
560479.82,12.6,7.43,222658.65,5.01
560428.1,12.6,7.43,222658.65,5.01
560806.79,12.61,7.44,223109.69,5.02
561260.16,12.62,7.45,223110.3,5.02
561232.18,12.63,7.45,223939.5,5.04
561180.46,12.63,7.46,223939.5,5.04
561128.73,12.63,7.46,223939.5,5.04
561401.14,12.64,7.47,223939.65,5.04
561319.0,12.64,7.46,223865.78,5.04
561697.68,12.65,7.47,223865.78,5.04
561697.68,12.65,7.47,223953.34,5.04
561645.96,12.65,7.48,224275.08,5.05
561594.24,12.65,7.48,224275.08,5.05
561542.51,12.65,7.48,224218.09,5.05
561679.34,12.66,7.48,224218.09,5.05
561816.16,12.66,7.49,224218.09,5.05
561764.44,12.66,7.49,224832.34,5.07
562135.16,12.67,7.5,224832.34,5.07
562083.43,12.68,7.5,224832.33,5.07
562031.71,12.68,7.5,224832.33,5.07
561979.98,12.68,7.51,224829.09,5.07
561979.98,12.68,7.51,224998.02,5.08
561928.26,12.68,7.51,224999.09,5.08
561876.54,12.68,7.51,224885.99,5.08
562247.25,12.69,7.52,224885.99,5.08
562700.63,12.7,7.53,224886.0,5.08
562648.9,12.7,7.53,225078.78,5.08
562597.18,12.71,7.53,225078.78,5.08
562869.59,12.71,7.54,225404.07,5.09
562817.86,12.72,7.54,225395.38,5.09
562766.14,12.72,7.55,225395.38,5.09
563221.88,12.73,7.56,225675.41,5.1
563675.25,12.74,7.57,225677.94,5.1
564045.97,12.75,7.58,225685.45,5.1
564988.6,12.78,7.6,225964.83,5.11
564936.87,12.78,7.61,225907.84,5.11
565073.7,12.78,7.61,226030.45,5.11
565547.47,12.79,7.62,226038.01,5.11
565819.88,12.8,7.63,226038.01,5.11
565768.15,12.8,7.63,226017.69,5.11
565904.98,12.81,7.64,226017.69,5.12
565853.25,12.81,7.64,226018.39,5.12
566223.97,12.82,7.65,226019.02,5.12
566172.25,12.82,7.65,226019.02,5.12
566625.62,12.83,7.66,226019.02,5.12
566573.9,12.84,7.66,226019.02,5.12
566522.17,12.84,7.66,227016.15,5.14
566470.45,12.84,7.67,227058.06,5.15
566418.73,12.84,7.67,227058.06,5.15
566367.0,12.84,7.67,227058.06,5.15
566503.83,12.85,7.68,227180.68,5.15
566503.83,12.85,7.68,227202.48,5.15
566452.1,12.85,7.68,227203.71,5.15
566400.38,12.85,7.68,227110.92,5.15
566348.66,12.85,7.68,227090.61,5.15
566296.93,12.85,7.68,227033.61,5.15
566667.65,12.86,7.69,227033.61,5.15
566615.93,12.87,7.69,227033.61,5.16
566564.2,12.87,7.7,226923.75,5.15
566564.2,12.87,7.7,226928.68,5.15
566512.48,12.87,7.7,226928.68,5.16
566649.3,12.88,7.7,226928.68,5.16
566597.58,12.88,7.7,226949.28,5.16
566869.99,12.89,7.71,226931.96,5.16
567390.21,12.9,7.73,226931.96,5.16
567527.04,12.9,7.73,226932.44,5.16
567475.31,12.9,7.73,226932.44,5.16
567423.59,12.91,7.73,226932.44,5.16
567888.34,12.92,7.75,226084.72,5.14
567836.62,12.92,7.75,226060.13,5.14
567496.32,12.91,7.74,225738.97,5.14
567633.15,12.92,7.75,225738.97,5.14
567769.97,12.92,7.75,225738.97,5.14
568214.22,12.94,7.76,225678.03,5.14
568162.5,12.94,7.76,225678.03,5.14
567748.71,12.95,7.78,225678.03,5.15
567885.53,12.96,7.78,225678.03,5.15
567833.81,12.96,7.79,225585.25,5.15
567782.08,12.96,7.79,225794.09,5.15
567742.23,12.96,7.79,227211.85,5.19
567690.51,12.96,7.79,227212.51,5.19
568061.22,12.97,7.8,227212.51,5.19
568009.5,12.98,7.8,227212.51,5.19
567957.78,12.98,7.81,227212.51,5.19
568319.93,12.99,7.82,227212.51,5.19
568268.21,12.99,7.82,227220.53,5.19
568540.61,13.0,7.83,227220.72,5.19
568993.99,13.01,7.84,227232.15,5.2
568942.26,13.01,7.84,227232.15,5.2
568890.54,13.01,7.84,227229.52,5.2
568838.81,13.01,7.84,227358.56,5.2
569209.53,13.02,7.85,227352.32,5.2
569580.25,13.03,7.86,227352.55,5.2
569717.08,13.04,7.87,227352.55,5.2
569665.35,13.04,7.87,227352.55,5.2
568997.46,13.03,7.86,226620.97,5.19
568957.61,13.03,7.86,226983.28,5.2
568905.88,13.03,7.86,226983.28,5.2
568854.16,13.03,7.86,227136.03,5.2
568990.99,13.04,7.87,227136.24,5.21
568939.26,13.04,7.87,227140.08,5.21
569309.98,13.05,7.88,227140.08,5.21
569680.7,13.06,7.89,227140.08,5.21
569628.97,13.06,7.89,227140.08,5.21
569577.25,13.07,7.89,227449.74,5.22
569561.14,13.07,7.9,227442.67,5.22
569509.41,13.07,7.9,227449.24,5.22
570037.07,13.08,7.91,227449.24,5.22
570037.07,13.08,7.91,227449.24,5.22
569985.34,13.08,7.91,227449.24,5.22
569827.27,13.08,7.91,227396.78,5.22
569827.27,13.08,7.91,230867.91,5.3
569827.27,13.08,7.91,230867.91,5.3
569775.55,13.08,7.91,230867.91,5.3
569723.82,13.09,7.91,230867.91,5.3
569672.1,13.09,7.91,230872.34,5.3
569620.37,13.09,7.92,230788.73,5.3
569568.65,13.09,7.92,230767.57,5.3
569516.93,13.09,7.92,230767.57,5.31
569465.2,13.09,7.92,230785.09,5.31
569413.48,13.1,7.92,230785.09,5.31
569361.75,13.1,7.93,230785.09,5.31
569634.16,13.11,7.93,230785.09,5.31
569582.44,13.11,7.94,230785.09,5.31
569530.71,13.11,7.94,230785.09,5.31
569667.54,13.12,7.94,230592.65,5.31
569615.81,13.12,7.95,230592.13,5.31
569587.83,13.12,7.95,231038.24,5.32
569536.11,13.12,7.95,231188.84,5.33
569484.38,13.12,7.95,231193.14,5.33
569484.38,13.12,7.95,231241.7,5.33
569432.66,13.13,7.95,231241.7,5.33
569569.49,13.13,7.96,231241.7,5.33
569569.49,13.13,7.96,231532.4,5.34
569517.76,13.13,7.96,231482.6,5.34
569466.04,13.13,7.96,231372.74,5.34
569836.76,13.14,7.97,231673.66,5.34
569785.03,13.15,7.97,231673.66,5.35
569733.31,13.15,7.98,231677.35,5.35
569681.58,13.15,7.98,231793.06,5.35
569629.86,13.15,7.98,232020.86,5.36
569578.13,13.15,7.98,232020.86,5.36
569850.54,13.16,7.99,232020.86,5.36
570221.26,13.17,8.0,231996.58,5.36
570358.09,13.18,8.01,231996.62,5.36
570519.08,13.18,8.01,231363.72,5.35
570254.61,13.18,8.01,231083.04,5.34
570202.88,13.18,8.01,231083.04,5.34
570581.57,13.19,8.02,231083.25,5.34
570853.98,13.2,8.03,231083.52,5.34
570802.25,13.2,8.03,231082.71,5.34
570939.08,13.21,8.03,231082.71,5.35
570887.35,13.21,8.04,231082.71,5.35
570835.63,13.21,8.04,231083.12,5.35
570783.91,13.21,8.04,231082.16,5.35
570732.18,13.21,8.04,231082.16,5.35
571102.9,13.22,8.05,231082.16,5.35
571102.9,13.22,8.05,231082.16,5.35
571051.18,13.23,8.05,231079.09,5.35
571188.0,13.23,8.06,231080.14,5.35
571136.28,13.23,8.06,231079.45,5.35
571136.28,13.23,8.06,231079.31,5.35
571084.55,13.24,8.06,230540.85,5.34
571221.38,13.24,8.07,230540.85,5.34
571358.21,13.25,8.07,230540.85,5.35
571306.48,13.25,8.08,230561.86,5.35
571254.76,13.25,8.08,230561.86,5.35
571266.87,13.25,8.08,230510.28,5.35
571250.75,13.25,8.08,230877.86,5.36
571199.03,13.26,8.08,230874.62,5.36
571335.86,13.26,8.09,230874.62,5.36
571284.13,13.26,8.09,230894.8,5.36
571232.41,13.27,8.09,230894.8,5.36
571180.68,13.27,8.1,230837.8,5.36
571634.06,13.28,8.11,230964.35,5.37
571770.88,13.28,8.11,231033.21,5.37
571719.16,13.29,8.11,231033.21,5.37
571505.12,13.28,8.11,230911.95,5.37
571641.94,13.29,8.12,230911.95,5.37
571778.77,13.29,8.12,230911.95,5.37
571727.04,13.3,8.12,230911.95,5.37
571873.1,13.3,8.13,230932.15,5.37
571769.65,13.3,8.13,230932.15,5.37
571717.93,13.31,8.13,230927.37,5.37
571666.2,13.31,8.14,230927.37,5.38
571614.48,13.31,8.14,230927.33,5.38
572134.71,13.32,8.15,230921.43,5.38
571976.16,13.32,8.15,230925.19,5.38
571924.43,13.32,8.15,230925.19,5.38
571872.71,13.32,8.15,230916.91,5.38
572243.43,13.33,8.16,230916.91,5.38
572191.7,13.34,8.16,230859.91,5.38
572139.98,13.34,8.16,230767.13,5.38
572667.63,13.35,8.18,230770.56,5.38
572615.91,13.35,8.18,230770.35,5.38
572564.18,13.35,8.18,230770.38,5.38
572512.46,13.36,8.18,230770.38,5.38
572883.18,13.37,8.19,230770.4,5.38
573155.58,13.37,8.2,230767.87,5.38
573683.24,13.39,8.21,230772.59,5.39
573696.75,13.39,8.22,230715.11,5.39
573334.31,13.38,8.21,230380.08,5.38
573270.71,13.39,8.21,230206.32,5.38
573543.12,13.39,8.22,230402.49,5.38
573491.39,13.4,8.22,230352.94,5.38
573439.67,13.4,8.23,230295.94,5.38
573810.39,13.41,8.24,230737.36,5.39
573947.21,13.41,8.24,230684.27,5.39
573895.49,13.42,8.24,230684.88,5.39
573939.58,13.42,8.25,231307.38,5.41
574211.99,13.43,8.26,231310.18,5.41
574348.81,13.43,8.26,231466.62,5.41
574485.64,13.44,8.27,231469.25,5.41
574433.92,13.44,8.27,231469.03,5.42
574382.19,13.44,8.27,231471.09,5.42
574330.47,13.45,8.27,231471.09,5.42
574602.87,13.45,8.28,231471.09,5.42
574602.87,13.45,8.28,231471.09,5.42
574739.7,13.46,8.29,231972.47,5.43
574687.98,13.46,8.29,231972.47,5.43
574715.14,13.46,8.29,231907.94,5.43
574851.96,13.47,8.3,231907.94,5.43
574851.96,13.47,8.3,231907.94,5.43
574988.79,13.48,8.3,231907.94,5.44
574937.06,13.48,8.31,232265.68,5.44
574885.34,13.48,8.31,232363.76,5.45
575022.17,13.49,8.31,232363.76,5.45
574970.44,13.49,8.32,232363.76,5.45
574834.86,13.48,8.31,232226.57,5.45
574783.14,13.49,8.31,232226.57,5.45
574731.41,13.49,8.32,232132.7,5.45
574679.69,13.49,8.32,232132.12,5.45
574627.96,13.49,8.32,232020.14,5.45
575081.34,13.5,8.33,232111.39,5.45
575218.16,13.51,8.34,232234.01,5.45
575166.44,13.51,8.34,232233.98,5.46
575303.27,13.52,8.35,232234.01,5.46
575251.54,13.52,8.35,232401.0,5.46
575688.88,13.53,8.36,232401.0,5.46
575637.15,13.53,8.36,232401.0,5.46
575585.43,13.54,8.36,232544.88,5.47
575910.79,13.54,8.37,232657.3,5.47
575847.2,13.55,8.37,232462.59,5.47
575795.47,13.55,8.38,232462.59,5.47
576248.85,13.56,8.39,232589.14,5.47
576197.13,13.56,8.39,232589.14,5.47
577397.17,13.59,8.42,233139.62,5.49
577767.89,13.6,8.43,233178.35,5.49
577767.89,13.6,8.43,233181.38,5.49
577904.72,13.61,8.44,233267.32,5.49
577852.99,13.61,8.44,233267.32,5.49
577801.27,13.61,8.44,233157.46,5.49
578269.9,13.63,8.45,233073.42,5.49
578648.59,13.64,8.46,233073.42,5.49
578596.86,13.64,8.47,233071.24,5.49
578596.86,13.64,8.47,233047.73,5.49
578733.69,13.64,8.47,233018.81,5.49
578925.32,13.65,8.48,234246.59,5.52
578873.6,13.65,8.48,234289.32,5.53
579010.42,13.66,8.48,234411.94,5.53
579389.11,13.67,8.5,234411.96,5.53
579661.52,13.68,8.5,234411.71,5.53
579609.79,13.68,8.51,234411.71,5.53
579558.07,13.68,8.51,234301.85,5.53
580011.44,13.69,8.52,234688.17,5.54
580148.27,13.7,8.53,234688.17,5.54
580096.55,13.7,8.53,234688.17,5.54
580044.82,13.7,8.53,234658.68,5.54
580181.65,13.71,8.54,234656.48,5.54
580129.92,13.71,8.54,234626.99,5.54
579789.92,13.7,8.53,234562.8,5.54
579738.2,13.71,8.53,234562.76,5.55
579686.47,13.71,8.54,234479.15,5.54
579389.77,13.7,8.53,234478.04,5.55
579389.77,13.7,8.53,234478.04,5.55
579843.15,13.71,8.54,234480.19,5.55
579791.42,13.72,8.54,234480.19,5.55
579739.7,13.72,8.55,234480.31,5.55
579876.52,13.72,8.55,234480.31,5.55
579824.8,13.73,8.55,234417.82,5.55
579961.63,13.73,8.56,234415.89,5.55
580098.45,13.74,8.57,234484.75,5.55
579736.01,13.73,8.56,234474.94,5.55
579684.28,13.73,8.56,234506.92,5.56
579632.56,13.74,8.56,234518.33,5.56
579904.97,13.74,8.57,234770.36,5.56
580267.12,13.75,8.58,234770.37,5.56
579789.23,13.75,8.57,234228.8,5.55
579737.51,13.75,8.58,234228.78,5.55
579685.78,13.75,8.58,234280.9,5.56
579647.91,13.75,8.58,233716.41,5.54
579285.46,13.74,8.57,233381.38,5.54
579656.18,13.76,8.58,233381.38,5.54
579604.46,13.76,8.58,233381.38,5.54
579741.28,13.76,8.59,233342.65,5.54
580112.0,13.77,8.6,233428.79,5.54
580060.28,13.78,8.6,233428.79,5.54
580008.55,13.78,8.61,233428.76,5.54
580379.27,13.79,8.62,233428.76,5.55
580190.62,13.78,8.61,233624.75,5.55
580138.89,13.79,8.61,233623.89,5.55
580509.61,13.8,8.62,233633.37,5.55
580509.61,13.8,8.62,233633.37,5.55
580457.89,13.8,8.63,233672.78,5.55
580828.61,13.81,8.64,233672.78,5.56
581348.83,13.82,8.65,233822.66,5.56
581710.99,13.83,8.66,233824.08,5.56
581659.26,13.83,8.66,234343.91,5.57
581607.54,13.84,8.66,234343.91,5.58
581245.09,13.83,8.66,234008.88,5.57
581336.29,13.83,8.66,234049.66,5.57
581284.56,13.83,8.66,234049.66,5.57
581232.84,13.84,8.66,235653.01,5.61
581181.12,13.84,8.67,235801.3,5.61
581551.83,13.85,8.68,236086.47,5.62
582005.21,13.86,8.69,236086.47,5.62
581953.48,13.86,8.69,236230.35,5.63
581901.76,13.87,8.69,236267.62,5.63
582441.06,13.88,8.71,236678.7,5.64
582389.33,13.88,8.71,237166.73,5.65
582337.61,13.88,8.71,237166.73,5.65
582285.89,13.89,8.71,237117.19,5.65
582422.71,13.89,8.72,237112.91,5.66
582422.71,13.89,8.72,237113.9,5.66
582695.12,13.9,8.73,237113.9,5.66
582831.94,13.91,8.73,237300.15,5.66
583285.32,13.92,8.75,237660.22,5.67
583738.69,13.93,8.76,237660.22,5.67
583875.52,13.94,8.76,237660.22,5.67
584012.35,13.94,8.77,237665.27,5.67
583960.62,13.94,8.77,237665.27,5.67
583908.9,13.95,8.77,237635.78,5.68
584271.05,13.96,8.78,237635.78,5.68
584219.33,13.96,8.79,237542.99,5.68
584167.6,13.96,8.79,237560.85,5.68
584115.88,13.96,8.79,237560.85,5.68
584064.15,13.96,8.79,237502.66,5.68
584336.56,13.97,8.8,237739.1,5.69
584284.84,13.98,8.8,237739.1,5.69
584233.11,13.98,8.81,237737.88,5.69
584181.39,13.98,8.81,237737.88,5.69
584701.62,13.99,8.82,237737.88,5.69
585072.33,14.0,8.83,237913.96,5.69
586588.16,14.04,8.87,238124.24,5.7
586110.27,14.03,8.86,237582.67,5.69
586630.5,14.05,8.88,237678.5,5.69
586578.77,14.05,8.88,237568.64,5.69
586715.6,14.06,8.88,237568.64,5.69
586663.87,14.06,8.89,237568.7,5.69
586612.15,14.06,8.89,237569.99,5.69
586560.43,14.06,8.89,237916.96,5.7
586508.7,14.06,8.89,237916.96,5.71
586492.59,14.07,8.89,237868.24,5.71
586440.87,14.07,8.9,238647.97,5.73
586389.14,14.07,8.9,238644.08,5.73
586337.42,14.07,8.9,238654.5,5.73
586716.11,14.08,8.91,238652.52,5.73
586988.51,14.09,8.92,238660.7,5.73
586936.79,14.1,8.92,238660.81,5.73
586640.09,14.09,8.92,238391.36,5.73
586600.23,14.09,8.92,238424.18,5.73
586970.95,14.1,8.93,238424.18,5.73
587424.33,14.11,8.94,238424.6,5.73
587420.09,14.11,8.94,238447.68,5.73
587368.36,14.12,8.94,238447.68,5.73
587640.77,14.13,8.95,238447.68,5.73
587589.05,14.13,8.96,238460.1,5.73
587375.0,14.12,8.95,239294.53,5.75
586719.97,14.11,8.94,238566.83,5.74
586856.8,14.12,8.94,238566.83,5.74
586696.86,14.12,8.94,238300.59,5.73
586969.27,14.13,8.95,238302.05,5.73
587106.09,14.13,8.96,238396.02,5.74
586630.99,14.12,8.95,237956.09,5.73
586579.27,14.12,8.95,237956.09,5.73
586904.63,14.13,8.96,238661.87,5.75
586660.82,14.13,8.96,238443.22,5.74
586797.64,14.14,8.96,238726.06,5.75
586745.92,14.14,8.97,238859.45,5.76
587266.15,14.15,8.98,238991.28,5.76
587538.55,14.16,8.99,238991.28,5.76
587663.51,14.17,8.99,238368.95,5.75
587611.78,14.17,9.0,238368.95,5.75
587197.99,14.19,9.01,238368.95,5.76
587066.26,14.18,9.01,238073.51,5.75
587586.49,14.2,9.02,238073.51,5.75
587911.85,14.21,9.03,238073.89,5.75
587860.13,14.21,9.04,238079.6,5.75
587808.41,14.21,9.04,237967.36,5.75
587945.23,14.22,9.04,237967.36,5.75
587893.51,14.22,9.05,237966.91,5.76
588030.33,14.22,9.05,238707.18,5.77
587978.61,14.23,9.05,238885.9,5.78
587926.89,14.23,9.06,238865.16,5.78
587875.16,14.23,9.06,239288.42,5.79
587823.44,14.23,9.06,239288.42,5.79
587960.26,14.24,9.07,239288.42,5.8
587908.54,14.24,9.07,239288.64,5.8
587856.81,14.24,9.07,239353.85,5.8
588259.25,14.26,9.08,239089.96,5.79
588531.65,14.26,9.09,239089.96,5.79
588479.93,14.27,9.09,239089.96,5.8
588850.65,14.28,9.1,239089.96,5.8
588798.92,14.28,9.11,239089.65,5.8
588747.2,14.28,9.11,239089.65,5.8
588719.22,14.28,9.11,238990.26,5.8
588667.49,14.29,9.11,238989.5,5.8
588992.86,14.3,9.12,239032.81,5.8
589020.02,14.3,9.13,238968.28,5.8
589020.02,14.3,9.13,238968.28,5.8
588968.29,14.3,9.13,238968.28,5.8
588916.57,14.3,9.13,238971.87,5.8
588864.84,14.31,9.13,238971.87,5.81
588848.73,14.31,9.14,239010.78,5.81
588797.01,14.31,9.14,239010.78,5.81
588745.28,14.31,9.14,239009.69,5.81
588882.11,14.32,9.15,239009.69,5.81
588830.39,14.32,9.15,239009.69,5.81
588778.66,14.32,9.15,239005.02,5.81
588726.94,14.33,9.15,239005.02,5.82
588863.76,14.33,9.16,239388.0,5.83
588812.04,14.34,9.16,239390.1,5.83
589174.19,14.35,9.17,239393.05,5.83
589122.47,14.35,9.18,239309.44,5.83
588964.4,14.35,9.17,239408.43,5.83
588912.67,14.35,9.18,239434.11,5.83
588860.95,14.35,9.18,239434.11,5.83
589791.98,14.38,9.2,239799.61,5.85
589630.59,14.38,9.2,239531.92,5.84
589578.87,14.38,9.21,239531.3,5.84
589527.14,14.38,9.21,239483.2,5.84
589905.83,14.39,9.22,239483.2,5.84
589854.11,14.39,9.22,239483.2,5.84
589802.38,14.4,9.22,239481.6,5.85
589750.66,14.4,9.23,239481.77,5.85
589698.94,14.4,9.23,239481.77,5.85
590167.56,14.42,9.24,239397.74,5.85
590538.28,14.43,9.25,239397.74,5.85
590486.56,14.43,9.26,239425.58,5.85
590434.83,14.43,9.26,239425.76,5.85
590383.11,14.43,9.26,239429.35,5.85
590519.93,14.44,9.27,239429.35,5.85
590656.76,14.45,9.27,239615.57,5.86
590656.76,14.45,9.27,239675.52,5.86
590605.04,14.45,9.28,239675.52,5.86
590553.31,14.45,9.28,239675.52,5.86
590501.59,14.45,9.28,239675.52,5.87
590449.86,14.45,9.28,239828.27,5.87
590820.58,14.46,9.29,239957.45,5.87
590957.41,14.47,9.3,239958.65,5.88
590905.68,14.47,9.3,240533.77,5.89
590853.96,14.48,9.3,240548.66,5.89
590802.23,14.48,9.31,240491.67,5.89
590750.51,14.48,9.31,240613.68,5.9
590388.07,14.47,9.3,240232.31,5.89
590766.76,14.48,9.31,240228.27,5.89
590715.03,14.49,9.31,240228.27,5.89
591077.19,14.5,9.32,240228.91,5.89
591604.84,14.51,9.34,240954.6,5.91
591877.25,14.52,9.35,240985.13,5.91
591825.52,14.52,9.35,240985.13,5.91
591773.8,14.52,9.35,240988.29,5.91
591722.07,14.53,9.35,240988.29,5.92
591858.9,14.53,9.36,240988.29,5.92
592237.59,14.54,9.37,241346.54,5.93
592185.86,14.55,9.37,241595.89,5.93
592458.27,14.56,9.38,241595.89,5.94
592406.55,14.56,9.39,241629.22,5.94
592354.82,14.56,9.39,241629.22,5.94
592725.54,14.57,9.4,241863.41,5.95
593096.26,14.58,9.41,241904.12,5.95
593533.6,14.59,9.42,241791.02,5.95
593481.87,14.6,9.42,241992.03,5.95
593430.15,14.6,9.43,241992.62,5.95
593378.42,14.6,9.43,242341.43,5.96
593515.25,14.61,9.43,242341.43,5.96
593652.07,14.61,9.44,242436.54,5.97
593600.35,14.62,9.44,242408.14,5.97
594053.73,14.63,9.46,243369.69,5.99
594002.0,14.63,9.46,243369.69,5.99
593950.28,14.63,9.46,243369.69,6.0
593898.55,14.63,9.46,243349.37,6.0
594269.27,14.65,9.47,243355.26,6.0
594269.27,14.65,9.47,243582.98,6.0
593855.48,14.66,9.49,243582.98,6.01
593803.75,14.67,9.49,243525.99,6.01
594182.44,14.68,9.51,243525.99,6.02
595382.49,14.71,9.54,244158.87,6.03
595330.77,14.71,9.54,244164.03,6.03
595279.04,14.71,9.54,244151.99,6.04
595227.32,14.72,9.54,244152.17,6.04
595175.59,14.72,9.55,244131.7,6.04
595546.31,14.73,9.56,244573.08,6.05
595171.21,14.72,9.55,244185.61,6.04
595119.49,14.72,9.55,244186.19,6.04
595067.77,14.73,9.55,244186.19,6.04
594788.79,14.72,9.55,244092.97,6.04
594737.07,14.72,9.55,244096.26,6.04
594873.89,14.73,9.56,244096.26,6.04
595109.62,14.74,9.57,245065.17,6.07
595246.45,14.75,9.57,245065.17,6.07
594832.65,14.77,9.59,245065.17,6.08
594780.93,14.77,9.6,245065.17,6.08
595053.34,14.78,9.6,245238.67,6.09
595001.61,14.78,9.61,245238.67,6.09
595454.99,14.79,9.62,246010.24,6.11
595403.26,14.79,9.62,246035.02,6.11
595351.54,14.8,9.62,246035.0,6.11
595299.81,14.8,9.63,246035.0,6.12
595248.09,14.8,9.63,246039.02,6.12
595196.37,14.8,9.63,246039.92,6.12
596132.77,14.83,9.66,247305.28,6.15
596081.05,14.83,9.66,247535.56,6.16
596029.32,14.84,9.66,247535.56,6.16
596400.04,14.85,9.67,247530.4,6.16
596348.32,14.85,9.68,247530.4,6.16
596348.32,14.85,9.68,247448.09,6.16
596244.87,14.85,9.68,247480.39,6.17
595948.17,14.85,9.68,247107.53,6.16
595896.44,14.85,9.68,247107.53,6.16
595844.72,14.85,9.68,247109.05,6.16
595792.99,14.86,9.68,247111.73,6.16
595741.27,14.86,9.69,247112.99,6.16
595856.11,14.86,9.69,247234.84,6.17
