ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_79bb-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_79bb-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_ratio,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_79bb-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_q124,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_79bb-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_79bb-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_ratio
1266698.36,24.15,3.65,232854.12,4.44
1266821.6,24.15,3.66,232747.99,4.44
1266821.6,24.15,3.66,232744.82,4.44
1266820.29,24.16,3.66,232636.85,4.44
1266820.29,24.16,3.66,232576.54,4.43
1266615.31,24.16,3.66,232506.35,4.43
1266849.74,24.16,3.67,233301.98,4.45
1266849.74,24.16,3.67,233301.98,4.45
1266644.77,24.16,3.67,233300.14,4.45
1266644.77,24.16,3.67,233300.14,4.45
1266439.79,24.17,3.67,233301.73,4.45
1266439.79,24.17,3.67,234024.41,4.47
1266234.81,24.17,3.67,233998.45,4.47
1266234.81,24.17,3.67,233998.45,4.47
1266412.12,24.17,3.67,233941.05,4.47
1266207.14,24.17,3.67,233941.05,4.47
1266207.14,24.17,3.67,233939.65,4.47
1266799.77,24.19,3.69,233874.55,4.47
1266594.79,24.19,3.69,233874.55,4.47
1266389.81,24.19,3.69,233871.31,4.47
1266184.84,24.19,3.69,233869.48,4.47
1266184.84,24.19,3.69,233893.13,4.47
1265979.86,24.19,3.69,233891.93,4.47
1265774.89,24.19,3.69,233867.79,4.47
1266065.31,24.2,3.7,234028.78,4.47
1265860.33,24.2,3.7,234002.47,4.47
1266093.64,24.21,3.71,233747.83,4.47
1265888.66,24.21,3.71,233713.07,4.47
1265683.69,24.21,3.71,233766.02,4.47
1266011.39,24.22,3.72,233762.79,4.47
1266409.6,24.22,3.73,233762.79,4.47
1266204.63,24.23,3.73,233778.08,4.47
1265999.65,24.23,3.73,233796.02,4.47
1266327.36,24.23,3.74,233748.84,4.47
1266311.17,24.24,3.74,233839.69,4.48
1266294.97,24.24,3.74,233816.26,4.48
1266294.97,24.24,3.74,233816.26,4.48
1266089.99,24.24,3.74,233813.03,4.48
1265885.02,24.24,3.74,233813.03,4.48
1266119.45,24.25,3.75,233811.65,4.48
1265914.47,24.25,3.75,233812.28,4.48
1265914.47,24.25,3.75,233812.28,4.48
1265709.5,24.25,3.75,233808.71,4.48
1265504.52,24.25,3.75,233806.88,4.48
1265504.52,24.25,3.75,233809.89,4.48
1265299.55,24.25,3.75,233806.66,4.48
1265283.35,24.26,3.76,233885.29,4.48
1265078.37,24.26,3.76,233959.78,4.49
1264555.04,24.25,3.75,233447.92,4.48
1264350.06,24.25,3.75,233446.07,4.48
1264583.37,24.26,3.76,233191.43,4.47
1264567.17,24.26,3.77,233191.43,4.47
1264567.17,24.26,3.77,233215.05,4.47
1264965.38,24.27,3.77,233213.48,4.47
1264760.41,24.27,3.77,233213.48,4.48
1264555.43,24.27,3.78,233210.24,4.48
1264789.86,24.28,3.78,233208.49,4.48
1264789.86,24.28,3.78,233252.44,4.48
1264584.89,24.28,3.78,233252.44,4.48
1264827.61,24.29,3.79,233252.44,4.48
1264827.61,24.29,3.79,233837.8,4.49
1264622.63,24.29,3.79,233836.42,4.49
1264417.66,24.29,3.79,233836.42,4.49
1264540.89,24.29,3.8,233837.92,4.49
1264335.92,24.3,3.8,233834.69,4.49
1264335.92,24.3,3.8,233831.46,4.49
1264319.72,24.3,3.8,234240.17,4.5
1264114.74,24.3,3.8,234182.77,4.5
1264114.74,24.3,3.8,234125.37,4.5
1264114.74,24.3,3.8,234125.37,4.5
1263909.77,24.3,3.8,234107.09,4.5
1263909.77,24.3,3.8,234103.86,4.5
1263704.79,24.3,3.8,234027.6,4.5
1263499.82,24.3,3.8,234026.03,4.5
1263499.82,24.3,3.8,234053.04,4.5
1263734.25,24.31,3.81,234049.81,4.5
1263718.05,24.31,3.81,234048.41,4.5
1263718.05,24.31,3.81,234092.36,4.5
1263701.85,24.32,3.82,234092.36,4.5
1263701.85,24.32,3.82,234136.3,4.51
1263496.88,24.32,3.82,234417.51,4.51
1263674.18,24.32,3.82,234416.49,4.51
1263469.21,24.32,3.83,234413.26,4.51
1263867.42,24.33,3.83,234471.39,4.51
1263662.44,24.33,3.83,235611.48,4.54
1263646.24,24.34,3.84,235516.18,4.54
1263630.05,24.34,3.84,235514.14,4.54
1263425.07,24.34,3.84,235512.94,4.54
1263659.5,24.35,3.85,235511.57,4.54
1263643.31,24.35,3.85,235510.19,4.54
1263643.31,24.35,3.85,235510.19,4.54
1263438.33,24.35,3.85,235508.13,4.54
1263233.35,24.35,3.85,235435.44,4.54
1263480.59,24.36,3.86,235141.08,4.53
1263275.61,24.36,3.86,235199.53,4.54
1263259.41,24.37,3.87,236324.75,4.56
1263259.41,24.37,3.87,236324.75,4.56
1263054.44,24.37,3.87,236324.55,4.56
1262849.46,24.37,3.87,236321.32,4.56
1262644.49,24.37,3.87,236263.92,4.56
1262887.21,24.37,3.88,236262.72,4.56
1262682.23,24.38,3.88,236387.46,4.56
1262477.26,24.38,3.88,236385.66,4.56
1262472.73,24.38,3.88,235902.07,4.56
1262472.73,24.38,3.88,235844.67,4.55
1262267.75,24.38,3.88,235883.03,4.56
1262062.77,24.38,3.88,235883.03,4.56
1261857.8,24.38,3.88,235948.41,4.56
1261974.31,24.39,3.89,236002.05,4.56
1260334.5,24.39,3.89,235998.82,4.57
1260361.16,24.4,3.9,236495.59,4.58
1260595.59,24.4,3.9,236525.97,4.58
1260595.59,24.4,3.9,238923.51,4.63
1260838.31,24.41,3.91,239358.1,4.63
1260822.11,24.41,3.92,239356.07,4.63
1261220.32,24.42,3.92,239354.69,4.63
1261220.32,24.42,3.92,239354.69,4.63
1261015.35,24.42,3.92,239295.71,4.63
1260784.59,24.42,3.92,239031.46,4.63
1260784.59,24.42,3.92,238974.06,4.63
1260579.62,24.42,3.92,238972.66,4.63
1260374.64,24.42,3.92,238913.67,4.63
1260358.45,24.42,3.93,239063.51,4.63
1260153.47,24.43,3.93,238950.57,4.63
1260137.27,24.43,3.93,239044.81,4.63
1259932.3,24.43,3.93,239042.98,4.63
1260330.51,24.44,3.94,239101.11,4.64
1260125.53,24.44,3.94,239104.78,4.64
1259920.56,24.44,3.94,239047.38,4.64
1259542.86,24.43,3.94,239153.68,4.64
1259337.88,24.44,3.94,239096.28,4.64
1259132.91,24.44,3.94,239038.88,4.64
1259116.71,24.44,3.94,239036.85,4.64
1259455.53,24.45,3.95,238753.2,4.64
1259250.56,24.45,3.95,238791.57,4.64
1259045.58,24.45,3.96,238851.15,4.64
1259373.29,24.46,3.96,238913.36,4.64
1259701.0,24.47,3.97,238913.36,4.64
1259701.0,24.47,3.97,238913.36,4.64
1259770.99,24.47,3.97,238001.53,4.62
1259566.02,24.47,3.97,237999.95,4.62
1260144.46,24.48,3.99,238031.16,4.63
1260144.46,24.48,3.99,238033.37,4.63
1259939.48,24.49,3.99,238224.86,4.63
1260182.2,24.49,4.0,238274.97,4.63
1259884.86,24.49,3.99,237915.09,4.62
1259868.66,24.5,4.0,237913.06,4.63
1259663.69,24.5,4.0,237911.2,4.63
1259458.71,24.5,4.0,237909.8,4.63
1259442.51,24.5,4.0,237960.55,4.63
1259442.51,24.5,4.0,237991.26,4.63
1259565.75,24.51,4.01,237868.01,4.63
1259590.5,24.51,4.01,237863.57,4.63
1259374.75,24.5,4.01,237863.57,4.63
1259374.75,24.5,4.01,237820.31,4.63
1259374.75,24.5,4.01,238594.69,4.64
1259169.78,24.51,4.01,238594.69,4.64
1258964.8,24.51,4.01,238535.71,4.64
1259088.04,24.51,4.01,238532.48,4.64
1259322.47,24.52,4.02,238530.73,4.64
1259556.9,24.53,4.03,238687.03,4.65
1259351.92,24.53,4.03,238689.44,4.65
1259146.95,24.53,4.03,238692.76,4.65
1259146.95,24.53,4.03,238692.76,4.65
1259146.95,24.53,4.03,238691.1,4.65
1258941.97,24.53,4.03,239062.63,4.66
1258737.0,24.53,4.03,239059.4,4.66
1258737.0,24.53,4.03,239058.0,4.66
1257999.11,24.52,4.02,238320.11,4.64
1258326.82,24.53,4.03,238416.39,4.65
1258326.82,24.53,4.03,238405.14,4.65
1258646.69,24.53,4.04,238883.56,4.66
1258630.49,24.54,4.04,238977.8,4.66
1258630.49,24.54,4.04,238977.8,4.66
1258864.92,24.55,4.05,239462.25,4.67
1258659.95,24.55,4.05,239707.45,4.67
1258643.75,24.55,4.05,239707.45,4.68
1258438.78,24.55,4.05,239839.02,4.68
1259948.12,24.58,4.08,240806.78,4.7
1260182.55,24.59,4.09,240855.36,4.7
1260359.85,24.59,4.1,240855.4,4.7
1260154.88,24.59,4.1,241038.18,4.7
1259834.74,24.59,4.09,240619.12,4.7
1259629.76,24.59,4.09,240619.54,4.7
1259613.57,24.6,4.1,240986.41,4.71
1259610.35,24.6,4.1,239500.47,4.68
1259405.38,24.6,4.1,239475.81,4.68
1259200.4,24.6,4.1,239365.54,4.68
1258995.42,24.6,4.11,239365.54,4.68
1258545.47,24.6,4.1,238952.97,4.67
1258340.49,24.6,4.1,238951.77,4.67
1258324.3,24.6,4.1,238951.77,4.67
1258119.32,24.6,4.11,238950.37,4.67
1257914.35,24.6,4.11,239624.28,4.69
1257195.25,24.59,4.1,238910.84,4.67
1256990.27,24.6,4.1,238910.21,4.67
1257224.7,24.6,4.1,238908.46,4.68
1257467.42,24.61,4.11,238925.87,4.68
1257262.45,24.61,4.11,238904.13,4.68
1257057.47,24.61,4.11,238846.73,4.68
1256852.5,24.61,4.11,238815.82,4.68
1257012.83,24.62,4.12,239612.33,4.69
1257247.26,24.63,4.13,239612.33,4.69
1257042.29,24.63,4.13,239611.13,4.69
1257390.65,24.63,4.14,239663.48,4.7
1257796.69,24.64,4.15,239660.25,4.7
1257780.5,24.65,4.15,239228.83,4.69
1257780.5,24.65,4.15,239243.84,4.69
1257575.52,24.65,4.15,239171.15,4.69
1257559.32,24.65,4.15,239171.15,4.69
1257354.35,24.65,4.16,239172.74,4.69
1257354.35,24.65,4.16,239169.51,4.69
1257354.35,24.65,4.16,239112.11,4.69
1257754.43,24.66,4.16,240019.81,4.71
1257738.23,24.67,4.17,240205.86,4.71
1257915.54,24.67,4.17,240629.19,4.72
1257899.34,24.68,4.18,240706.34,4.72
1257694.36,24.68,4.18,240704.96,4.72
1257694.36,24.68,4.18,241228.54,4.73
1257489.39,24.68,4.18,241228.48,4.73
1257284.41,24.68,4.18,241135.4,4.73
1257407.65,24.68,4.19,241112.6,4.73
1257202.67,24.68,4.19,241466.12,4.74
1256997.7,24.69,4.19,241464.29,4.74
1257325.4,24.69,4.2,241464.29,4.74
1257559.83,24.7,4.2,241283.17,4.74
1257683.07,24.71,4.21,241283.17,4.74
1257478.09,24.71,4.21,241261.17,4.74
1257478.09,24.71,4.21,241259.98,4.74
1257601.33,24.71,4.21,241259.98,4.74
1257724.56,24.72,4.22,241395.18,4.74
1257181.29,24.71,4.21,240968.05,4.74
1257165.09,24.72,4.22,241528.53,4.75
1256960.11,24.72,4.22,241563.4,4.75
1256943.92,24.72,4.22,241563.4,4.75
1256738.94,24.72,4.22,241563.4,4.75
1256533.97,24.72,4.22,241560.17,4.75
1256328.99,24.72,4.22,241667.24,4.76
1256032.87,24.72,4.22,241308.59,4.75
1255827.89,24.72,4.22,241308.59,4.75
1255827.89,24.72,4.22,241296.2,4.75
1255827.89,24.72,4.22,241144.56,4.75
1256062.32,24.73,4.23,241229.78,4.75
1256640.76,24.74,4.25,241260.99,4.75
1256342.55,24.74,4.24,240863.05,4.74
1256585.27,24.75,4.25,240862.43,4.74
1256380.3,24.75,4.25,240862.43,4.74
1256614.73,24.75,4.26,241120.51,4.75
1256614.73,24.75,4.26,241119.74,4.75
1256849.16,24.76,4.26,241199.35,4.75
1256644.18,24.76,4.26,241278.29,4.75
1256439.21,24.76,4.27,241276.43,4.76
1256234.23,24.76,4.27,241467.47,4.76
1256252.75,24.76,4.27,241503.1,4.76
1256047.78,24.77,4.27,241503.1,4.76
1256047.78,24.77,4.27,241503.1,4.76
1255842.8,24.77,4.27,241507.96,4.76
1255925.86,24.77,4.27,241657.0,4.77
1255720.88,24.77,4.27,241654.93,4.77
1255515.9,24.77,4.27,241634.25,4.77
1255575.33,24.77,4.28,241545.38,4.77
1255370.36,24.78,4.28,241415.17,4.76
1255604.79,24.78,4.28,241413.77,4.76
1255604.79,24.78,4.28,241356.37,4.76
1255399.81,24.78,4.29,243094.69,4.8
1255264.83,24.79,4.29,242900.73,4.8
1255264.83,24.79,4.29,243022.86,4.8
1255059.85,24.79,4.29,243022.86,4.8
1254854.88,24.79,4.29,243024.44,4.8
1255089.31,24.79,4.3,243024.45,4.8
1254884.33,24.79,4.3,243023.26,4.8
1254679.35,24.8,4.3,243023.06,4.8
1255007.06,24.8,4.31,243741.99,4.82
1255130.3,24.81,4.31,243730.11,4.82
1255125.77,24.81,4.32,243246.52,4.81
1254920.79,24.81,4.32,243245.04,4.81
1255154.67,24.82,4.32,243416.38,4.81
1255138.47,24.82,4.33,243410.2,4.81
1254933.49,24.83,4.33,243591.03,4.82
1255239.81,24.83,4.34,243729.82,4.82
1255034.83,24.83,4.34,243779.85,4.82
1255158.07,24.84,4.34,243732.68,4.82
1255556.28,24.85,4.35,243729.44,4.82
1255351.3,24.85,4.35,243677.12,4.82
1255351.3,24.85,4.35,243677.12,4.82
1255146.33,24.85,4.35,243604.43,4.82
1255146.33,24.85,4.35,243547.03,4.82
1255380.76,24.86,4.36,243637.63,4.82
1255150.0,24.85,4.36,243489.63,4.82
1255384.43,24.86,4.36,243486.45,4.82
1255179.46,24.86,4.36,243486.45,4.82
1255030.78,24.86,4.36,243294.14,4.82
1255358.49,24.87,4.37,243314.23,4.82
1255686.2,24.88,4.38,243321.07,4.82
1255481.22,24.88,4.38,243321.07,4.82
1255808.93,24.89,4.39,243417.35,4.82
1255603.96,24.89,4.39,243476.35,4.83
1255398.98,24.89,4.39,243476.35,4.83
1255194.01,24.89,4.39,244204.71,4.84
1255592.22,24.9,4.4,244756.51,4.85
1255576.02,24.9,4.4,244234.71,4.84
1255903.73,24.91,4.41,244234.75,4.84
1255887.53,24.91,4.41,244328.99,4.85
1256164.64,24.92,4.42,246898.75,4.9
1256164.64,24.92,4.42,246895.52,4.9
1255959.67,24.92,4.42,246822.84,4.9
1256104.29,24.92,4.42,248484.57,4.93
1255899.32,24.92,4.43,248483.38,4.93
1255694.34,24.92,4.43,248511.85,4.93
1255718.14,24.93,4.43,248258.92,4.93
1255513.16,24.93,4.43,248236.76,4.93
1255513.16,24.93,4.43,248236.76,4.93
1255308.19,24.93,4.43,248512.13,4.94
1255542.62,24.94,4.44,248510.75,4.94
1255526.42,24.94,4.44,248604.99,4.94
1256035.76,24.96,4.46,248572.75,4.94
1255830.79,24.96,4.46,248572.75,4.94
1256961.13,24.98,4.48,249365.76,4.96
1256944.93,24.98,4.48,249365.76,4.96
1256944.93,24.98,4.48,249370.01,4.96
1257068.17,24.99,4.49,249382.74,4.96
1257302.6,25.0,4.5,249380.98,4.96
1257302.6,25.0,4.5,249380.98,4.96
1257097.62,25.0,4.5,249380.98,4.96
1256892.65,25.0,4.5,249379.59,4.96
1257135.37,25.0,4.51,249375.91,4.96
1257135.37,25.0,4.51,249374.75,4.96
1256811.34,25.0,4.5,249350.3,4.96
1256606.36,25.0,4.5,249350.3,4.96
1256401.38,25.0,4.5,249380.16,4.96
1256196.41,25.0,4.51,249378.96,4.96
1255991.43,25.0,4.51,249430.06,4.97
1255975.24,25.01,4.51,249589.17,4.97
1256484.58,25.02,4.52,249556.93,4.97
1256484.58,25.02,4.52,249809.03,4.97
1256484.58,25.02,4.52,249809.03,4.97
1256719.01,25.03,4.53,249805.79,4.98
1256514.04,25.03,4.53,249758.62,4.98
1256748.47,25.04,4.54,250089.39,4.98
1256639.9,25.04,4.54,249900.14,4.98
1256763.13,25.04,4.55,249896.91,4.98
1256558.16,25.05,4.55,249849.73,4.98
1256353.18,25.05,4.55,250064.36,4.99
1256148.21,25.05,4.55,250063.19,4.99
1255943.23,25.05,4.55,250063.19,4.99
1255943.23,25.05,4.55,250005.8,4.99
1255738.26,25.05,4.55,250101.05,4.99
1255364.98,25.04,4.55,249727.78,4.98
1255348.79,25.05,4.55,249725.74,4.98
1255143.81,25.05,4.55,249722.51,4.98
1255143.81,25.05,4.55,249665.11,4.98
1253504.01,25.06,4.56,249661.88,4.99
1253504.01,25.06,4.56,249782.81,4.99
1253504.01,25.06,4.56,249762.23,4.99
1253487.81,25.06,4.56,249762.23,4.99
1253282.83,25.06,4.56,249762.23,4.99
1253282.83,25.06,4.56,249762.23,4.99
1253610.54,25.07,4.57,249801.4,5.0
1253844.97,25.08,4.58,250073.18,5.0
1253993.05,25.08,4.59,249642.3,4.99
1254116.28,25.09,4.59,249899.48,5.0
1253911.31,25.09,4.59,249891.06,5.0
1253911.31,25.09,4.59,249826.61,5.0
1254309.52,25.1,4.6,249826.55,5.0
1254104.54,25.1,4.6,249825.07,5.0
1254432.25,25.11,4.61,250121.56,5.01
1254227.28,25.11,4.61,250123.29,5.01
1254211.08,25.11,4.62,250304.16,5.01
1254211.08,25.11,4.62,250304.16,5.01
1254006.11,25.11,4.62,250304.75,5.01
1253801.13,25.12,4.62,250302.68,5.01
1253596.15,25.12,4.62,250679.33,5.02
1253391.18,25.12,4.62,250765.43,5.03
1253186.2,25.12,4.62,250763.37,5.03
1253186.2,25.12,4.62,250763.37,5.03
1252981.23,25.12,4.62,250760.96,5.03
1252776.25,25.12,4.62,250701.98,5.03
1252776.25,25.12,4.62,250576.92,5.02
1252776.25,25.12,4.62,250578.88,5.02
1252571.28,25.12,4.62,250706.06,5.03
1252366.3,25.12,4.62,250704.66,5.03
1252161.32,25.12,4.63,250691.5,5.03
1252489.03,25.13,4.63,251170.17,5.04
1252472.84,25.13,4.64,251170.17,5.04
1252650.14,25.14,4.64,251169.97,5.04
1252650.14,25.14,4.64,251014.54,5.04
1252445.16,25.14,4.64,251648.39,5.05
1252240.19,25.14,4.65,251651.61,5.05
1252035.21,25.14,4.65,251650.13,5.05
1251830.24,25.15,4.65,251889.25,5.06
1251625.26,25.15,4.65,251823.24,5.06
1251420.29,25.15,4.65,251776.39,5.06
1250865.94,25.14,4.64,251029.43,5.05
1250660.96,25.14,4.64,250454.02,5.03
1250660.96,25.14,4.64,250454.02,5.03
1250455.99,25.14,4.65,250452.54,5.04
1250439.79,25.15,4.65,250451.14,5.04
1250563.03,25.15,4.65,250518.64,5.04
1250797.46,25.16,4.66,250609.23,5.04
1250781.26,25.16,4.67,250669.3,5.04
1250551.02,25.16,4.66,250407.08,5.04
1250346.05,25.16,4.66,250561.81,5.04
1250346.05,25.16,4.66,250605.75,5.04
1250141.07,25.16,4.66,250820.57,5.05
1250141.07,25.16,4.66,250864.51,5.05
1250375.5,25.17,4.67,250866.57,5.05
1250723.86,25.18,4.68,250863.34,5.05
1250518.88,25.18,4.68,250624.82,5.05
1251649.23,25.2,4.7,251417.83,5.06
1251649.23,25.2,4.7,251417.76,5.06
1251633.03,25.2,4.71,251512.0,5.06
1251633.03,25.2,4.71,251524.2,5.06
1251633.03,25.2,4.71,253200.09,5.1
1251428.05,25.21,4.71,253201.67,5.1
1251223.08,25.21,4.71,253200.3,5.1
1251018.1,25.21,4.71,253197.07,5.1
1250813.13,25.21,4.71,253178.9,5.1
1250608.15,25.21,4.71,253177.53,5.1
1250403.18,25.21,4.71,253176.33,5.1
1250198.2,25.21,4.71,253175.17,5.11
1249993.22,25.21,4.71,253176.75,5.11
1249993.22,25.21,4.71,253176.75,5.11
1249788.25,25.21,4.72,253175.38,5.11
1250021.55,25.22,4.73,252909.55,5.1
1249816.58,25.22,4.73,252909.55,5.1
1249611.6,25.22,4.73,252986.62,5.11
1249406.63,25.23,4.73,252972.91,5.11
1249406.63,25.23,4.73,254244.48,5.13
1249201.65,25.23,4.73,253924.66,5.13
1249201.65,25.23,4.73,253923.47,5.13
1248996.68,25.23,4.73,254303.71,5.14
1248791.7,25.23,4.73,254614.47,5.14
1248586.73,25.23,4.73,254612.41,5.14
1248570.53,25.23,4.74,254610.93,5.15
1248554.33,25.24,4.74,254960.45,5.15
1248349.36,25.24,4.74,254964.04,5.15
1248349.36,25.24,4.74,254812.13,5.15
1248709.19,25.25,4.75,254503.67,5.15
1249057.54,25.26,4.76,254514.12,5.15
1249057.54,25.26,4.76,254537.74,5.15
1248852.57,25.26,4.76,254694.87,5.15
1248852.57,25.26,4.76,254693.49,5.15
1248647.59,25.26,4.76,254690.26,5.15
1248631.4,25.26,4.76,254840.09,5.16
1246991.59,25.27,4.77,254836.86,5.16
1246626.86,25.27,4.77,254159.27,5.15
1246626.86,25.27,4.77,254159.27,5.15
1246421.89,25.27,4.77,254102.92,5.15
1246216.91,25.27,4.77,254156.74,5.15
1246011.94,25.27,4.77,254230.47,5.16
1246011.94,25.27,4.77,254230.47,5.16
1245806.96,25.27,4.77,254868.78,5.17
1245806.96,25.27,4.77,254868.78,5.17
1245601.99,25.27,4.77,254863.4,5.17
1245725.22,25.28,4.78,254860.16,5.17
1245520.25,25.28,4.78,255138.98,5.18
1245504.05,25.28,4.78,255136.95,5.18
1245738.48,25.29,4.79,256938.06,5.22
1246066.19,25.3,4.8,256951.17,5.22
1246066.19,25.3,4.8,256912.93,5.22
1246066.19,25.3,4.8,256840.24,5.21
1246066.19,25.3,4.8,256840.24,5.21
1245953.58,25.3,4.8,257455.43,5.23
1245748.61,25.3,4.8,257491.1,5.23
1246076.32,25.31,4.81,257433.7,5.23
1246310.75,25.32,4.82,257436.59,5.23
1246310.75,25.32,4.82,260942.27,5.3
1246310.75,25.32,4.82,260901.58,5.3
1246545.18,25.32,4.83,260900.42,5.3
1246545.18,25.32,4.83,261092.16,5.3
1246851.49,25.33,4.83,261088.93,5.3
1246646.51,25.33,4.84,261195.38,5.31
1246630.32,25.34,4.84,261193.34,5.31
1246630.32,25.34,4.84,261193.35,5.31
1246250.91,25.33,4.83,260867.13,5.3
1246045.94,25.33,4.83,260865.29,5.3
1246045.94,25.33,4.83,260863.89,5.3
1246029.74,25.34,4.84,260862.7,5.3
1245824.76,25.34,4.84,260877.99,5.31
1246222.97,25.35,4.85,261281.6,5.31
1245926.85,25.35,4.85,260922.94,5.31
1245721.87,25.35,4.85,261166.31,5.31
1245139.0,25.34,4.84,260715.38,5.31
1244618.1,25.33,4.84,260194.48,5.3
1244618.1,25.33,4.84,260191.34,5.3
1244413.13,25.33,4.84,260372.13,5.3
1244208.15,25.34,4.84,260437.32,5.3
1244191.95,25.34,4.84,260435.75,5.3
1243986.98,25.34,4.84,260705.12,5.31
1244314.69,25.35,4.85,260701.89,5.31
1244109.71,25.35,4.85,260688.41,5.31
1243904.74,25.35,4.85,260667.71,5.31
1243699.76,25.35,4.85,260786.18,5.32
1243494.79,25.35,4.85,260774.33,5.32
1243494.79,25.35,4.85,260774.33,5.32
1243494.79,25.35,4.85,260886.28,5.32
1243494.79,25.35,4.85,260930.23,5.32
1243709.38,25.36,4.86,261523.21,5.33
1243504.41,25.36,4.86,261630.99,5.34
1243299.43,25.36,4.86,261606.46,5.34
1243115.82,25.36,4.86,261572.35,5.34
1242910.85,25.36,4.86,261401.75,5.33
1242705.87,25.36,4.86,261396.5,5.33
1242939.18,25.37,4.87,261130.67,5.33
1242734.2,25.37,4.87,261128.84,5.33
1242529.23,25.37,4.88,261021.06,5.33
1242324.25,25.37,4.88,260963.66,5.33
1242308.05,25.38,4.88,260963.66,5.33
1242291.86,25.38,4.88,260963.66,5.33
1242275.66,25.39,4.89,261259.54,5.34
1242259.46,25.39,4.89,261529.3,5.35
1242259.46,25.39,4.89,261529.3,5.35
1242054.49,25.39,4.89,261529.3,5.35
1242038.29,25.39,4.9,261709.84,5.35
1241833.31,25.4,4.9,261714.47,5.35
1241628.34,25.4,4.9,261822.16,5.36
1241862.77,25.4,4.91,261810.84,5.36
1241846.57,25.41,4.91,261810.84,5.36
1241641.6,25.41,4.91,261877.82,5.36
1242011.08,25.42,4.92,263055.48,5.38
1242338.78,25.42,4.93,263389.79,5.39
1242133.81,25.43,4.93,263938.22,5.4
1241928.83,25.43,4.93,264120.99,5.41
1241912.64,25.43,4.93,264119.51,5.41
1241707.66,25.43,4.93,264117.68,5.41
1241942.09,25.44,4.94,264415.39,5.42
1241737.12,25.44,4.94,264415.39,5.42
1241532.14,25.44,4.94,264412.16,5.42
1241327.16,25.44,4.94,264412.16,5.42
1241561.6,25.45,4.95,264453.77,5.42
1241151.64,25.45,4.95,264396.38,5.42
1241386.07,25.46,4.96,264421.78,5.42
1241181.1,25.46,4.96,264419.72,5.42
1241181.1,25.46,4.96,264606.57,5.43
1240916.24,25.46,4.96,263928.8,5.41
1240711.27,25.46,4.96,263925.57,5.42
1240506.29,25.46,4.96,263924.0,5.42
1240904.5,25.47,4.97,263930.92,5.42
1240699.53,25.47,4.97,263927.69,5.42
1240494.55,25.47,4.97,264010.98,5.42
1240289.57,25.47,4.98,264007.75,5.42
1240524.0,25.48,4.98,264279.3,5.43
1240319.03,25.48,4.98,264605.27,5.44
1240114.05,25.48,4.98,264605.27,5.44
1239909.08,25.48,4.99,264605.27,5.44
1239710.87,25.48,4.98,264604.16,5.44
1239505.89,25.48,4.98,264604.16,5.44
1239833.6,25.49,4.99,265129.45,5.45
1239628.62,25.49,4.99,265129.44,5.45
1239423.65,25.49,4.99,265128.24,5.45
1239218.67,25.49,5.0,265128.24,5.45
1239013.7,25.49,5.0,265126.21,5.46
1239009.17,25.5,5.0,264642.62,5.45
1238804.19,25.5,5.0,264747.56,5.45
1238599.21,25.5,5.0,264747.56,5.45
1238926.92,25.51,5.01,264744.33,5.45
1238910.73,25.51,5.01,264745.06,5.45
1238894.53,25.52,5.02,264555.96,5.45
1238894.53,25.52,5.02,264575.96,5.45
1238878.33,25.52,5.02,264573.93,5.45
1238878.33,25.52,5.02,264518.58,5.45
1238862.14,25.52,5.03,264518.58,5.45
1239096.57,25.53,5.03,264600.04,5.45
1239424.27,25.54,5.04,264598.87,5.45
1239658.7,25.55,5.05,264908.75,5.46
1239658.7,25.55,5.05,264952.7,5.46
1239781.94,25.55,5.06,264952.7,5.46
1239576.96,25.55,5.06,265480.47,5.47
1239580.77,25.56,5.06,266288.94,5.49
1239564.57,25.56,5.06,266012.75,5.49
1239359.59,25.56,5.07,266028.04,5.49
1239343.4,25.57,5.07,266187.14,5.49
1239138.42,25.57,5.07,266185.53,5.49
1239372.85,25.58,5.08,266682.1,5.5
1239142.09,25.57,5.08,266814.18,5.51
1239125.9,25.58,5.08,266781.86,5.51
1239125.9,25.58,5.08,266780.46,5.51
1238920.92,25.58,5.08,266780.37,5.51
1238715.95,25.58,5.08,266780.37,5.51
1238715.95,25.58,5.08,266644.68,5.51
1239923.67,25.6,5.11,267442.76,5.52
1239923.67,25.6,5.11,267767.58,5.53
1239718.69,25.6,5.11,267647.09,5.53
1239953.12,25.61,5.11,267646.9,5.53
1239748.14,25.61,5.12,267546.55,5.53
1239731.95,25.62,5.12,267426.76,5.53
1239526.97,25.62,5.12,267401.74,5.53
1239704.28,25.63,5.13,266492.47,5.51
1240102.49,25.63,5.14,266838.93,5.52
1240086.29,25.64,5.14,266876.17,5.52
1240320.72,25.65,5.15,266897.94,5.52
