ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_79bb-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_79bb-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_ratio,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_79bb-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_q124,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_79bb-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_79bb-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_ratio
1171385.29,52.06,31.56,928324.71,41.26
1171385.29,52.06,31.56,928324.71,41.26
1171385.29,52.06,31.56,928309.66,41.26
1171369.09,52.08,31.58,928276.74,41.27
1171832.22,52.12,31.62,927668.86,41.26
1171627.25,52.13,31.63,927616.64,41.27
1171543.33,52.15,31.65,927914.22,41.31
1171338.35,52.16,31.67,928557.7,41.35
1171338.35,52.16,31.67,928442.47,41.35
1171133.38,52.18,31.68,928490.75,41.37
1172365.15,52.26,31.76,928358.07,41.38
1172365.15,52.26,31.76,928358.07,41.38
1174555.31,52.35,31.86,928930.48,41.41
1174539.12,52.37,31.88,928897.99,41.42
1174542.92,52.39,31.89,928375.42,41.41
1175040.17,52.44,31.94,928935.54,41.45
1174556.98,52.43,31.93,928387.19,41.44
1176575.79,52.52,32.02,932522.09,41.63
1177684.98,52.59,32.1,933882.79,41.71
1179032.56,52.68,32.18,933883.1,41.72
1178837.58,52.69,32.2,933224.84,41.71
1178642.6,52.71,32.21,932665.6,41.71
1178437.63,52.72,32.22,932656.14,41.73
1178614.93,52.74,32.25,932478.84,41.73
1178409.96,52.76,32.26,932647.77,41.76
1178297.35,52.78,32.28,932221.96,41.75
1177937.94,52.77,32.27,933125.86,41.8
1177732.97,52.79,32.29,933914.01,41.86
1177527.99,52.8,32.3,933891.71,41.88
1177323.02,52.82,32.32,934484.01,41.92
1177118.04,52.83,32.33,934283.43,41.93
1176913.07,52.84,32.35,934843.01,41.98
1176718.09,52.86,32.36,934697.42,41.99
1176513.11,52.87,32.38,935845.82,42.06
1176755.83,52.9,32.4,936173.4,42.08
1176739.64,52.91,32.42,935933.57,42.09
1176804.5,52.94,32.44,938768.44,42.23
1176804.5,52.94,32.44,938835.64,42.23
1176599.53,52.95,32.45,939786.14,42.29
1176394.55,52.97,32.47,939724.41,42.31
1176189.58,52.98,32.48,939751.19,42.33
1175609.19,52.98,32.48,939460.3,42.34
1176045.59,53.01,32.51,941563.16,42.44
1176045.59,53.01,32.51,941563.16,42.44
1175840.62,53.02,32.53,941559.09,42.46
1176523.99,53.08,32.58,942230.81,42.51
1176638.5,53.11,32.61,942326.0,42.53
1176618.26,53.13,32.63,943413.06,42.6
1176618.26,53.13,32.63,943336.01,42.6
1176618.26,53.13,32.63,943336.01,42.6
1176602.07,53.15,32.65,943409.8,42.62
1176575.87,53.17,32.67,943168.44,42.62
1176370.9,53.18,32.68,943219.55,42.64
1176370.9,53.18,32.68,943158.77,42.64
1176370.9,53.18,32.68,943158.77,42.64
1178086.41,53.26,32.76,946422.42,42.79
1177881.43,53.27,32.78,947108.17,42.84
1177757.16,53.29,32.8,946956.15,42.85
1177552.18,53.31,32.81,947534.51,42.9
1177786.61,53.33,32.83,948802.57,42.96
1177799.91,53.35,32.86,948664.35,42.97
1177783.72,53.37,32.88,948198.0,42.97
1178294.28,53.42,32.92,948592.26,43.01
1178294.28,53.42,32.92,948592.26,43.01
1178099.31,53.44,32.94,948678.7,43.03
1177914.33,53.45,32.95,948692.01,43.05
1178670.86,53.5,33.0,948762.7,43.07
1178465.88,53.52,33.02,948715.87,43.08
1178260.91,53.53,33.03,948696.73,43.1
1178065.93,53.55,33.05,948717.05,43.12
1178755.73,53.6,33.11,950900.82,43.24
1178272.54,53.6,33.1,950410.03,43.23
1178272.54,53.6,33.1,952104.04,43.31
1180782.14,53.72,33.23,952699.75,43.35
1180765.94,53.74,33.24,952667.86,43.36
1180889.18,53.76,33.27,953563.43,43.41
1180684.2,53.78,33.28,953395.0,43.43
1180479.23,53.79,33.3,953970.65,43.47
1184454.35,53.97,33.48,958476.32,43.68
1185914.89,54.07,33.57,961375.73,43.83
1185709.91,54.08,33.58,961375.73,43.85
1185504.94,54.1,33.6,961367.43,43.87
1186294.0,54.16,33.66,961550.0,43.9
1186101.39,54.17,33.68,961431.08,43.91
1186386.04,54.2,33.71,961666.09,43.94
1186620.47,54.22,33.73,962648.63,43.99
1186604.27,54.24,33.75,962758.54,44.01
1186727.51,54.27,33.77,962696.51,44.02
1186207.83,54.26,33.76,962176.84,44.01
1186595.53,54.29,33.79,962217.16,44.02
1186473.06,54.3,33.8,961492.51,44.0
1186473.06,54.3,33.8,961492.51,44.0
1186268.08,54.31,33.82,961390.9,44.02
1186063.11,54.33,33.83,961390.9,44.04
1185898.48,54.35,33.85,961057.87,44.04
1185693.51,54.36,33.86,961056.26,44.06
1185403.93,54.36,33.86,960774.76,44.06
1185157.41,54.36,33.87,960849.98,44.08
1185557.75,54.4,33.9,964628.86,44.26
1185557.75,54.4,33.9,964610.74,44.26
1185362.78,54.42,33.92,966428.89,44.36
1185204.13,54.41,33.91,966278.7,44.36
1185438.56,54.43,33.94,966650.06,44.39
1185434.02,54.45,33.96,966160.39,44.38
1185434.02,54.45,33.96,966099.65,44.38
1185761.73,54.48,33.98,966795.59,44.42
1185556.76,54.49,34.0,966780.49,44.44
1185371.78,54.51,34.01,966825.21,44.46
1185166.8,54.53,34.03,967391.34,44.51
1185166.8,54.53,34.03,967364.58,44.5
1185166.8,54.53,34.03,967364.58,44.5
1185034.2,54.54,34.05,966688.49,44.49
1184829.23,54.56,34.06,967019.75,44.53
1184624.25,54.58,34.08,967018.56,44.55
1184419.27,54.59,34.09,967205.55,44.58
1184419.27,54.59,34.09,968713.99,44.65
1184419.27,54.59,34.09,968713.99,44.65
1184419.27,54.59,34.09,968713.99,44.65
1184214.3,54.61,34.11,968763.07,44.67
1184214.3,54.61,34.11,968804.6,44.67
1184824.16,54.66,34.16,968805.2,44.69
1184649.18,54.68,34.18,970392.52,44.79
1184434.2,54.69,34.2,967578.58,44.68
1184761.91,54.72,34.22,967900.62,44.7
1184678.28,54.73,34.24,967667.61,44.71
1184594.2,54.75,34.25,967941.11,44.74
1184389.22,54.77,34.27,967875.82,44.75
1184623.65,54.79,34.29,969294.41,44.83
1184623.65,54.79,34.29,969341.05,44.83
1184623.65,54.79,34.29,969341.05,44.83
1184623.65,54.79,34.29,969314.22,44.83
1184418.68,54.8,34.31,970879.64,44.92
1184402.48,54.82,34.33,970886.98,44.94
1184197.5,54.84,34.34,970886.98,44.96
1184181.31,54.86,34.36,971185.36,44.99
1185378.32,54.91,34.42,971582.22,45.01
1185208.45,54.93,34.43,970906.25,45.0
1185208.45,54.93,34.43,970906.25,45.0
1185003.48,54.94,34.45,971522.72,45.05
1185207.38,54.98,34.48,971435.58,45.06
1186700.58,55.06,34.56,972234.06,45.11
1186680.34,55.08,34.59,973743.92,45.2
1186475.37,55.1,34.6,973743.92,45.22
1186095.96,55.09,34.6,973401.05,45.21
1185890.99,55.11,34.61,973412.14,45.24
1185287.39,55.11,34.61,973147.88,45.25
1185082.41,55.12,34.63,973026.51,45.26
1184892.58,55.13,34.63,972785.99,45.26
1184687.6,55.14,34.65,972863.26,45.28
1184472.63,55.16,34.66,972851.67,45.3
1184456.43,55.18,34.68,972792.05,45.32
1184699.15,55.2,34.71,974430.63,45.4
1184504.18,55.22,34.72,974250.99,45.42
1184477.98,55.24,34.74,973856.11,45.42
1184801.28,55.26,34.76,973828.22,45.42
1184785.08,55.28,34.78,974962.9,45.49
1184785.08,55.28,34.78,974985.36,45.49
1184785.08,55.28,34.78,974985.36,45.49
1184785.08,55.28,34.78,974951.42,45.49
1184988.99,55.32,34.82,975470.7,45.54
1185387.2,55.34,34.84,975424.92,45.54
1185182.22,55.36,34.86,975393.09,45.56
1186174.63,55.4,34.91,976435.26,45.61
1186409.06,55.43,34.93,977600.85,45.67
1186677.12,55.46,34.97,977200.15,45.67
1186472.14,55.48,34.98,977113.7,45.69
1186472.14,55.48,34.98,977116.08,45.69
1186277.17,55.5,35.0,976548.73,45.69
1186092.19,55.51,35.02,976478.35,45.7
1185887.21,55.53,35.03,977139.02,45.76
1185887.21,55.53,35.03,977139.02,45.76
1185888.43,55.53,35.03,977145.23,45.76
1185683.46,55.55,35.05,977133.33,45.78
1185916.76,55.58,35.09,976878.69,45.79
1185445.48,55.58,35.08,976984.36,45.8
1184952.79,55.58,35.08,976687.33,45.81
1184747.81,55.59,35.09,977463.3,45.87
1184542.84,55.61,35.11,979597.12,45.99
1184337.86,55.63,35.13,979806.89,46.02
1184542.46,55.65,35.15,980653.13,46.07
1184244.25,55.64,35.15,980415.85,46.07
1184049.27,55.66,35.16,979815.06,46.06
1184049.27,55.66,35.16,979892.95,46.06
1183844.3,55.68,35.18,979928.85,46.09
1183844.3,55.68,35.18,979888.28,46.08
1184012.52,55.74,35.24,981086.35,46.18
1184246.95,55.76,35.26,981195.49,46.2
1184230.75,55.78,35.28,981191.83,46.22
1184025.77,55.8,35.3,981152.66,46.24
1183878.55,55.8,35.3,981046.52,46.24
1183423.2,55.8,35.3,980438.63,46.23
1183218.23,55.81,35.32,980872.89,46.27
1183849.06,55.87,35.37,982825.1,46.38
1183413.75,55.88,35.38,982094.09,46.37
1183034.35,55.87,35.37,981775.41,46.37
1182950.43,55.89,35.39,983679.39,46.48
1182745.45,55.91,35.41,984082.82,46.52
1182580.83,55.93,35.43,983897.83,46.53
1182580.83,55.93,35.43,983897.83,46.53
1183247.18,55.99,35.49,983982.16,46.56
1183247.18,55.99,35.49,983922.94,46.55
1183042.2,56.0,35.5,984646.41,46.61
1183369.91,56.03,35.53,984746.0,46.62
1183775.96,56.05,35.55,985576.05,46.67
1183775.96,56.05,35.55,985595.73,46.67
1183679.59,56.07,35.58,986670.36,46.74
1183944.01,56.1,35.6,988963.22,46.86
1183739.04,56.12,35.62,988951.33,46.88
1183534.06,56.13,35.63,988871.92,46.9
1183349.09,56.15,35.65,989763.32,46.96
1183583.52,56.17,35.68,990536.78,47.01
1183378.54,56.19,35.69,991326.22,47.07
1183378.54,56.19,35.69,991365.17,47.07
1183173.57,56.21,35.71,991103.15,47.08
1183501.27,56.23,35.73,992057.22,47.14
1183501.27,56.23,35.73,992071.5,47.14
1183296.3,56.25,35.75,992027.98,47.16
1183280.1,56.27,35.77,991991.39,47.17
1184155.04,56.32,35.83,991906.91,47.18
1183641.86,56.32,35.82,991293.18,47.17
1183210.86,56.32,35.82,990657.93,47.16
1183005.88,56.34,35.84,990719.3,47.18
1182800.91,56.36,35.86,991958.49,47.26
1182784.71,56.38,35.88,991966.35,47.28
1182784.71,56.38,35.88,992112.72,47.29
1182509.15,56.39,35.89,991718.3,47.29
1182513.31,56.41,35.92,991313.46,47.29
1182308.34,56.43,35.93,991154.89,47.31
1182184.07,56.45,35.95,991267.67,47.33
1182184.07,56.45,35.95,991267.67,47.33
1182184.07,56.45,35.95,991205.9,47.33
1181979.09,56.47,35.97,991203.48,47.35
1181979.09,56.47,35.97,991203.48,47.35
1181774.11,56.49,35.99,993418.89,47.48
1182005.4,56.52,36.03,993482.84,47.51
1181989.2,56.55,36.05,993453.12,47.53
1181726.85,56.54,36.04,993156.01,47.52
1182054.56,56.57,36.07,993476.62,47.54
1181839.59,56.58,36.08,993510.99,47.57
1181392.88,56.59,36.09,992713.11,47.55
1181077.66,56.59,36.09,992214.86,47.54
1180872.68,56.6,36.11,992124.27,47.56
1180546.8,56.61,36.12,992302.33,47.59
1180341.82,56.63,36.13,992302.71,47.61
1180257.9,56.65,36.16,992866.1,47.66
1180257.9,56.65,36.16,992921.04,47.66
1180052.93,56.67,36.17,992676.15,47.67
1180036.73,56.69,36.2,992676.15,47.69
1180146.26,56.71,36.22,992334.84,47.69
1179915.5,56.71,36.21,992202.33,47.69
1179899.31,56.73,36.23,994363.08,47.81
1180260.52,56.78,36.28,995813.46,47.9
1180171.98,56.8,36.3,995015.57,47.89
1180171.98,56.8,36.3,995015.57,47.89
1179957.0,56.82,36.32,995063.44,47.91
1179229.47,56.89,36.39,995255.25,48.02
1179203.28,56.91,36.42,994780.96,48.01
1178998.3,56.93,36.43,994760.8,48.03
1178998.3,56.93,36.43,994795.29,48.04
1180749.88,57.03,36.53,998447.85,48.22
1180749.88,57.03,36.53,998491.3,48.23
1180992.6,57.05,36.55,998974.51,48.26
1180976.41,57.07,36.58,998757.76,48.27
1181180.35,57.1,36.6,998609.41,48.28
1180949.59,57.1,36.6,999602.36,48.33
1180467.31,57.1,36.6,998725.14,48.31
1180262.34,57.12,36.62,998792.77,48.33
1180439.64,57.14,36.64,999085.17,48.36
1180439.64,57.14,36.64,999032.95,48.36
1181016.0,57.2,36.7,999088.87,48.39
1181016.0,57.2,36.7,999067.31,48.38
1181622.36,57.25,36.76,1000460.18,48.48
1181856.79,57.28,36.78,1001341.32,48.53
1183177.38,57.36,36.86,1001934.14,48.57
1183177.38,57.36,36.86,1001934.14,48.57
1183177.38,57.36,36.86,1001965.71,48.57
1182539.12,57.35,36.85,1000622.6,48.53
1182334.14,57.37,36.87,1000597.75,48.55
1182317.95,57.39,36.89,1000472.53,48.56
1182122.97,57.41,36.91,999848.1,48.56
1181998.7,57.43,36.93,1001000.14,48.64
1181450.81,57.43,36.93,1000452.25,48.63
1181209.31,57.44,36.94,1000210.75,48.64
1181193.12,57.46,36.96,1002664.05,48.78
1181176.92,57.48,36.98,1002433.9,48.78
1181176.92,57.48,36.98,1002501.09,48.79
1181411.35,57.51,37.01,1002353.12,48.79
1181206.37,57.52,37.03,1002395.9,48.82
1181383.68,57.55,37.05,1002314.27,48.83
1181178.7,57.57,37.07,1002136.39,48.84
1180973.73,57.59,37.09,1002081.36,48.86
1180768.75,57.6,37.11,1002187.67,48.89
1180768.75,57.6,37.11,1002362.83,48.9
1180680.58,57.62,37.12,1001710.96,48.88
1180680.58,57.62,37.12,1001710.96,48.88
1180680.58,57.62,37.12,1001710.96,48.88
1180556.31,57.64,37.14,1001493.21,48.9
1181314.64,57.67,37.18,1002262.06,48.93
1180990.61,57.67,37.17,1001881.16,48.93
1180785.63,57.69,37.19,1001802.82,48.95
1180932.94,57.72,37.22,1001117.14,48.93
1181056.18,57.74,37.25,1001117.14,48.95
1180851.2,57.76,37.27,1000928.84,48.96
1181085.64,57.79,37.29,1000918.61,48.97
1180666.78,57.79,37.29,1000463.74,48.97
1180666.78,57.79,37.29,1000436.98,48.97
1180451.8,57.81,37.31,1001182.29,49.03
1180675.71,57.85,37.35,1001423.58,49.06
1181784.64,57.91,37.42,1002322.59,49.12
1182228.9,57.94,37.45,1003558.88,49.19
1182212.7,57.96,37.47,1003559.51,49.21
1182007.73,57.98,37.49,1003494.04,49.23
1181802.75,58.0,37.5,1005131.55,49.33
1182110.81,58.02,37.52,1005769.45,49.36
1181668.12,58.01,37.51,1005312.52,49.35
1182007.5,58.04,37.54,1006463.25,49.42
1181991.3,58.06,37.56,1006256.33,49.43
1181991.3,58.06,37.56,1006209.14,49.43
1181867.03,58.08,37.58,1006199.08,49.45
1182122.71,58.12,37.63,1007391.65,49.53
1182501.7,58.16,37.66,1005247.19,49.44
1182296.72,58.18,37.68,1005709.31,49.49
1182645.08,58.2,37.7,1006296.5,49.52
1182724.33,58.23,37.73,1006369.24,49.55
1182519.36,58.25,37.75,1006377.46,49.57
1182314.38,58.27,37.77,1006251.89,49.59
1182109.41,58.29,37.79,1006193.85,49.61
1181904.43,58.31,37.81,1006144.33,49.63
1181673.68,58.3,37.81,1005884.62,49.63
1181677.83,58.33,37.83,1005367.54,49.62
1181881.74,58.37,37.87,1005574.01,49.66
1181696.76,58.39,37.89,1005506.76,49.68
1182063.79,58.42,37.92,1005501.19,49.69
1182063.79,58.42,37.92,1005554.51,49.69
1181752.79,58.41,37.92,1004930.77,49.67
1181756.94,58.44,37.94,1004394.03,49.67
1182768.97,58.52,38.02,1004561.78,49.7
1182045.01,58.51,38.01,1003795.36,49.69
1182045.01,58.51,38.01,1003795.36,49.69
1181994.77,58.54,38.04,1003643.38,49.7
1181789.8,58.56,38.06,1003083.84,49.7
1181815.87,58.59,38.09,1003236.31,49.73
1181336.27,58.59,38.09,1002943.08,49.74
1181320.07,58.61,38.11,1002162.32,49.72
1181303.88,58.63,38.13,1003268.34,49.8
1182569.12,58.72,38.23,1003323.94,49.82
1182364.14,58.74,38.24,1003328.2,49.85
1182179.16,58.76,38.26,1002824.31,49.85
1182066.05,58.76,38.27,1002824.49,49.85
1182066.05,58.76,38.27,1002824.49,49.85
1181861.08,58.78,38.29,1002817.56,49.88
1181656.1,58.8,38.3,1003233.94,49.92
1181461.12,58.82,38.32,1003939.17,49.98
1181410.18,58.85,38.35,1005217.38,50.07
1181410.18,58.85,38.35,1005308.26,50.08
1181205.2,58.87,38.37,1005247.32,50.1
1181000.23,58.89,38.39,1005246.5,50.12
1180917.3,58.9,38.4,1005421.34,50.15
1180722.32,58.92,38.42,1005646.87,50.18
1180533.63,58.92,38.42,1005363.81,50.18
1180416.1,58.92,38.42,1005214.26,50.18
1180291.83,58.95,38.45,1006497.51,50.27
1180144.61,58.94,38.45,1006695.12,50.28
1180088.06,58.97,38.47,1006577.9,50.3
1180088.06,58.97,38.47,1006549.08,50.29
1180088.06,58.97,38.47,1006583.28,50.3
1179883.08,58.98,38.49,1005851.27,50.28
1179883.08,58.98,38.49,1005790.32,50.28
1180754.84,59.03,38.53,1006445.53,50.31
1180549.86,59.05,38.55,1006429.2,50.34
1181153.13,59.08,38.58,1007312.11,50.38
1180948.15,59.1,38.6,1007312.08,50.41
1180948.15,59.1,38.6,1007312.08,50.41
1180743.17,59.12,38.62,1007382.03,50.44
1180782.34,59.15,38.65,1006692.29,50.43
1180782.34,59.15,38.65,1006692.29,50.43
1180766.14,59.17,38.67,1006497.3,50.44
1181540.38,59.24,38.74,1006390.81,50.46
1180720.48,59.32,38.82,1006702.11,50.58
1180720.48,59.32,38.82,1006702.11,50.58
1180515.5,59.34,38.84,1006775.83,50.6
1181757.56,59.4,38.9,1008177.91,50.67
1181757.56,59.4,38.9,1008220.52,50.68
1183066.69,59.5,39.0,1008813.19,50.73
1182742.66,59.49,39.0,1008504.14,50.73
1182537.68,59.51,39.01,1008946.87,50.78
1182537.68,59.51,39.01,1009304.07,50.79
1182772.11,59.54,39.04,1009241.61,50.8
1182567.13,59.56,39.06,1009229.76,50.83
1182372.16,59.58,39.08,1008971.77,50.84
1182345.96,59.6,39.1,1008224.06,50.82
1182642.28,59.63,39.13,1008347.44,50.84
1184050.89,59.71,39.21,1011627.24,51.02
1183845.91,59.73,39.23,1012713.36,51.1
1183785.19,59.76,39.26,1012941.42,51.13
1183785.19,59.76,39.26,1012941.42,51.13
1183502.87,59.77,39.27,1012264.49,51.12
1183297.9,59.79,39.29,1012932.19,51.18
1183112.92,59.81,39.31,1012980.64,51.21
1183690.78,59.85,39.36,1013420.05,51.24
1184374.15,59.92,39.42,1013282.63,51.26
1184169.18,59.94,39.44,1013200.68,51.28
1184169.18,59.94,39.44,1013200.68,51.28
1185118.68,60.02,39.52,1013186.96,51.31
1184943.93,60.03,39.54,1012368.67,51.29
1185441.06,60.09,39.59,1012267.87,51.31
1184999.1,60.09,39.59,1012055.93,51.32
1184956.73,60.12,39.62,1012177.13,51.35
1184956.73,60.12,39.62,1012183.42,51.35
1184940.53,60.14,39.65,1012011.21,51.37
1184735.56,60.16,39.67,1013471.98,51.47
1184909.46,60.2,39.7,1013155.49,51.48
1185143.89,60.23,39.73,1013128.49,51.49
1185143.89,60.23,39.73,1013160.48,51.49
1184948.92,60.25,39.75,1013161.8,51.51
1184743.94,60.27,39.77,1013541.43,51.56
1184538.97,60.29,39.79,1013539.18,51.59
1184374.34,60.31,39.81,1013468.92,51.61
1184374.34,60.31,39.81,1013468.92,51.61
1184169.37,60.33,39.83,1013850.45,51.65
1183939.13,60.33,39.83,1014331.19,51.69
1183801.68,60.35,39.86,1014194.17,51.71
1183592.31,60.35,39.86,1013936.03,51.7
1183387.33,60.37,39.88,1013680.73,51.72
1183053.37,60.37,39.87,1013301.54,51.71
1183053.37,60.37,39.87,1013253.09,51.71
1182564.12,60.38,39.88,1013063.51,51.72
1182359.14,60.4,39.9,1013103.08,51.75
1182154.17,60.42,39.92,1012833.21,51.76
1182721.15,60.47,39.97,1012339.72,51.76
1182431.57,60.47,39.97,1011999.1,51.75
1183029.74,60.5,40.0,1012578.18,51.78
1182610.93,60.51,40.01,1011577.22,51.76
1182425.95,60.53,40.03,1011449.97,51.78
1182409.75,60.55,40.06,1011744.48,51.81
1182737.46,60.58,40.08,1012242.74,51.85
1182313.34,60.58,40.09,1011782.15,51.85
1182184.29,60.61,40.11,1013012.5,51.93
1182417.6,60.65,40.15,1013005.98,51.96
1182782.19,60.68,40.18,1013067.55,51.97
1182765.99,60.7,40.2,1013191.64,52.0
1182765.99,60.7,40.2,1013232.28,52.0
1182561.02,60.72,40.22,1013177.81,52.02
1181927.16,60.72,40.22,1012553.86,52.02
1181616.16,60.72,40.22,1012196.52,52.01
1181425.58,60.73,40.24,1011508.2,52.0
1181220.6,60.75,40.26,1011426.91,52.02
1181015.63,60.78,40.28,1012239.57,52.09
1181108.0,60.78,40.28,1012377.99,52.1
1181091.8,60.8,40.31,1012659.05,52.13
1180712.39,60.8,40.3,1012297.94,52.13
1181821.36,60.86,40.36,1015243.25,52.28
1181821.36,60.86,40.36,1015243.25,52.28
1181616.38,60.88,40.38,1015272.22,52.31
1181324.1,60.87,40.38,1015272.11,52.32
1181742.98,60.89,40.4,1016121.47,52.36
1182138.82,60.93,40.43,1015879.4,52.36
1181933.84,60.95,40.45,1016303.4,52.41
1181933.84,60.95,40.45,1016278.53,52.41
1181738.87,60.97,40.47,1016720.03,52.46
1181738.87,60.97,40.47,1016720.03,52.46
1182330.71,61.03,40.54,1017973.4,52.55
1182584.85,61.07,40.58,1017540.73,52.55
1182452.25,61.1,40.6,1016974.68,52.55
1182339.65,61.12,40.63,1016655.69,52.56
1182076.26,61.12,40.62,1016339.89,52.55
1181871.28,61.14,40.64,1016177.19,52.57
1181091.73,61.23,40.73,1017286.77,52.74
1181075.54,61.25,40.75,1018750.01,52.83
1181059.34,61.28,40.78,1019152.01,52.88
1180679.93,61.27,40.77,1018875.9,52.88
1180381.72,61.27,40.77,1018650.07,52.87
1180381.72,61.27,40.77,1018418.48,52.86
1180176.75,61.29,40.79,1018420.07,52.89
1180068.18,61.31,40.81,1018718.34,52.93
1179863.2,61.33,40.83,1018910.85,52.96
1179847.01,61.35,40.86,1019071.83,52.99
1179553.06,61.36,40.86,1018683.95,52.99
1179553.06,61.36,40.86,1018711.85,52.99
1179892.43,61.39,40.89,1019586.26,53.05
1179351.69,61.39,40.89,1018789.85,53.03
1179158.09,61.41,40.91,1018655.09,53.05
1178500.26,61.41,40.91,1017392.92,53.01
1178295.29,61.43,40.93,1017391.72,53.04
1178155.84,61.46,40.96,1017610.14,53.08
1179241.55,61.54,41.05,1019711.47,53.22
1179036.57,61.57,41.07,1019699.92,53.25
1178831.6,61.59,41.09,1019626.45,53.27
1178676.7,61.59,41.09,1019785.51,53.28
1178471.72,61.61,41.11,1019791.44,53.31
1178234.92,61.61,41.11,1019298.13,53.3
1178029.95,61.63,41.13,1019299.48,53.33
1177865.32,61.66,41.16,1019721.01,53.38
1178099.75,61.68,41.18,1020340.47,53.42
1178099.75,61.68,41.18,1020452.8,53.43
1178083.56,61.71,41.21,1020164.55,53.44
1178483.64,61.74,41.24,1021029.59,53.49
1178278.66,61.76,41.26,1021054.45,53.52
1178073.69,61.78,41.28,1021061.54,53.55
1178401.39,61.81,41.31,1020760.74,53.54
1178196.42,61.83,41.33,1020990.61,53.58
1180098.52,61.96,41.47,1021065.74,53.61
1180496.73,61.99,41.49,1021146.56,53.62
1180291.76,62.01,41.52,1021146.56,53.65
1179902.35,62.01,41.51,1021108.08,53.66
1179902.35,62.01,41.51,1021155.21,53.67
1180131.19,62.05,41.56,1021160.79,53.7
1180131.19,62.05,41.56,1021161.66,53.7
1180131.19,62.05,41.56,1022065.0,53.74
1179926.22,62.08,41.58,1021843.58,53.76
1179638.01,62.07,41.57,1021130.48,53.73
1179258.6,62.07,41.57,1020757.96,53.72
1179053.62,62.09,41.59,1021513.53,53.79
1179078.1,62.09,41.59,1021491.97,53.79
1178873.13,62.11,41.61,1021491.38,53.82
1179751.36,62.16,41.66,1023289.15,53.91
1179985.79,62.19,41.69,1023876.98,53.96
1179985.79,62.19,41.69,1023903.66,53.96
1179800.81,62.21,41.71,1023551.05,53.97
1179784.61,62.23,41.74,1023470.91,53.99
1179579.64,62.26,41.76,1023423.19,54.01
1179508.42,62.26,41.76,1023804.29,54.04
1179313.44,62.28,41.78,1024853.78,54.12
1179313.44,62.28,41.78,1025247.87,54.14
1179297.25,62.31,41.81,1025804.73,54.2
1179281.05,62.33,41.83,1025968.43,54.23
1178895.32,62.33,41.83,1024745.24,54.18
1180627.86,62.42,41.92,1027648.35,54.33
1180882.36,62.47,41.97,1029623.4,54.47
1180697.38,62.49,41.99,1030548.96,54.54
1180492.4,62.51,42.02,1031155.11,54.61
1180327.42,62.54,42.04,1030021.71,54.57
1181586.2,62.64,42.14,1031429.99,54.68
1181586.2,62.64,42.14,1031399.28,54.68
1181381.23,62.66,42.16,1032080.96,54.74
1181381.23,62.66,42.16,1032411.82,54.76
1181291.59,62.69,42.19,1032330.41,54.78
1181261.24,62.72,42.22,1032471.35,54.82
1180867.47,62.73,42.23,1031760.96,54.81
1180662.49,62.75,42.25,1031830.14,54.84
1180701.41,62.78,42.29,1034321.91,55.0
1180537.03,62.81,42.31,1035164.22,55.07
1180537.03,62.81,42.31,1034974.93,55.06
1180133.65,62.82,42.32,1034075.81,55.05
1179928.67,62.84,42.35,1033881.55,55.06
1179958.67,62.84,42.35,1035426.98,55.15
1179958.67,62.84,42.35,1035536.13,55.15
1179579.26,62.84,42.34,1035241.71,55.15
1179255.23,62.84,42.34,1034886.34,55.15
1179497.95,62.87,42.37,1034881.3,55.16
1179777.68,62.92,42.42,1036253.23,55.26
1179573.37,62.94,42.44,1035943.19,55.27
1179557.17,62.96,42.47,1035669.67,55.28
1179352.2,62.99,42.49,1035665.49,55.31
1179974.98,63.05,42.56,1035807.72,55.35
1179958.78,63.08,42.58,1036818.0,55.43
1180030.92,63.12,42.62,1039933.19,55.62
1179845.94,63.14,42.64,1041238.19,55.72
1180100.53,63.17,42.68,1041219.62,55.74
1180100.53,63.17,42.68,1041174.46,55.74
1179802.32,63.17,42.67,1040987.82,55.74
1179802.32,63.17,42.67,1040987.82,55.74
1179925.56,63.2,42.7,1042109.46,55.82
1180781.72,63.28,42.78,1042652.87,55.88
1180547.36,63.3,42.8,1042947.54,55.92
1180177.95,63.29,42.8,1043872.59,55.98
1179972.98,63.32,42.82,1043925.69,56.02
1180227.41,63.35,42.85,1045148.99,56.1
1180022.43,63.37,42.87,1045144.74,56.13
1180022.43,63.37,42.87,1045685.89,56.16
1180022.43,63.37,42.87,1045653.66,56.15
1179998.76,63.4,42.9,1045039.08,56.15
1179783.79,63.42,42.92,1046715.0,56.27
1179578.81,63.44,42.94,1047215.16,56.32
1179813.24,63.47,42.97,1048406.4,56.4
1179813.24,63.47,42.97,1048367.33,56.4
1179608.27,63.49,43.0,1049261.74,56.48
