ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_a875-policy_GpuPacking1000desharemdaa65-de_share-gs_best-scmd_aa65-origin_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_a875-policy_GpuPacking1000desharemdaa65-de_share-gs_best-scmd_aa65-origin_ratio,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_a875-policy_GpuPacking1000desharemdaa65-de_share-gs_best-scmd_aa65-origin_q124,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_a875-policy_GpuPacking1000desharemdaa65-de_share-gs_best-scmd_aa65-bellman_milli,ow_default-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_a875-policy_GpuPacking1000desharemdaa65-de_share-gs_best-scmd_aa65-bellman_ratio
854292.01,14.73,1.13,188328.89,3.25
854156.03,14.73,1.13,188322.73,3.25
854020.06,14.73,1.13,188312.83,3.25
853884.08,14.73,1.13,188243.42,3.25
853662.54,14.73,1.13,188027.48,3.24
853662.54,14.73,1.13,188154.71,3.25
853526.56,14.73,1.13,188075.4,3.24
853390.58,14.73,1.13,188075.4,3.25
853254.61,14.73,1.13,187989.06,3.24
853558.78,14.73,1.14,188431.27,3.25
853422.8,14.73,1.14,188408.58,3.25
853475.5,14.74,1.14,188514.8,3.25
853339.53,14.74,1.14,188435.49,3.25
853133.77,14.73,1.14,188195.27,3.25
852910.87,14.73,1.13,187940.4,3.25
852774.9,14.73,1.13,187940.4,3.25
852638.92,14.73,1.13,187862.44,3.25
852934.94,14.74,1.14,188293.05,3.25
852798.96,14.74,1.14,188329.5,3.25
852662.98,14.74,1.14,188213.74,3.25
852985.67,14.75,1.15,187960.12,3.25
852303.73,14.74,1.14,187278.17,3.24
852167.75,14.74,1.14,187268.27,3.24
852220.45,14.74,1.14,187361.71,3.24
852220.45,14.74,1.14,186869.09,3.23
851848.45,14.73,1.14,186497.13,3.23
851528.45,14.73,1.13,186177.13,3.22
852211.14,14.74,1.14,186180.71,3.22
852211.14,14.74,1.14,186185.93,3.22
851855.04,14.74,1.14,185918.89,3.22
851719.06,14.74,1.14,185908.99,3.22
851583.09,14.74,1.14,185839.58,3.22
852287.51,14.75,1.15,186025.91,3.22
852433.83,14.76,1.16,186114.02,3.22
852297.85,14.76,1.16,186120.24,3.22
853097.23,14.77,1.17,192846.47,3.34
853393.25,14.78,1.18,193120.86,3.34
853257.28,14.78,1.18,193110.97,3.34
852885.28,14.77,1.17,192811.04,3.34
852749.3,14.77,1.17,192741.62,3.34
852613.32,14.77,1.17,192662.31,3.34
852613.32,14.77,1.17,192656.78,3.34
852803.77,14.78,1.18,192976.55,3.34
852803.77,14.78,1.18,194539.24,3.37
852667.8,14.78,1.18,194516.55,3.37
852531.82,14.78,1.18,194459.93,3.37
852869.96,14.79,1.19,194279.79,3.37
853726.38,14.8,1.2,194626.11,3.37
853218.98,14.79,1.2,194060.69,3.36
853083.0,14.79,1.2,194066.92,3.37
852947.03,14.79,1.2,193981.38,3.36
852451.35,14.79,1.19,193419.49,3.36
852747.37,14.79,1.2,193529.67,3.36
852611.39,14.79,1.2,193771.17,3.36
852475.41,14.8,1.2,193691.86,3.36
852339.44,14.8,1.2,193691.86,3.36
851967.44,14.79,1.19,193320.86,3.36
851831.46,14.79,1.19,193327.09,3.36
852127.48,14.8,1.2,193601.48,3.36
852450.17,14.8,1.21,193347.87,3.36
852291.49,14.8,1.2,193195.25,3.36
852155.52,14.8,1.2,193201.48,3.36
851473.57,14.79,1.2,192519.54,3.34
851526.27,14.8,1.2,192596.84,3.35
850982.36,14.8,1.2,192596.84,3.35
851263.47,14.8,1.21,192517.53,3.35
850856.38,14.8,1.2,192639.69,3.35
850856.38,14.8,1.2,193634.83,3.37
850909.08,14.8,1.2,193698.56,3.37
850612.66,14.8,1.2,193408.79,3.36
850476.68,14.8,1.2,193329.48,3.36
850340.7,14.8,1.2,193329.48,3.36
849968.7,14.79,1.19,193029.55,3.36
850609.44,14.81,1.21,193093.99,3.36
850662.15,14.81,1.21,193205.07,3.36
850526.17,14.81,1.21,193177.52,3.36
850417.49,14.81,1.21,193114.71,3.36
850281.51,14.81,1.21,193035.4,3.36
850145.53,14.81,1.21,193035.4,3.36
850483.67,14.82,1.22,192855.26,3.36
849976.28,14.81,1.21,192289.83,3.35
849852.92,14.81,1.21,191584.02,3.34
850652.3,14.82,1.23,192257.18,3.35
850766.4,14.83,1.23,192377.42,3.35
850630.42,14.83,1.23,192367.53,3.35
850444.58,14.82,1.23,192195.43,3.35
850308.6,14.82,1.23,192126.02,3.35
850172.62,14.82,1.23,192048.05,3.35
850036.64,14.83,1.23,192046.71,3.35
850332.67,14.83,1.23,192156.89,3.35
850196.69,14.83,1.23,192327.33,3.36
850249.39,14.83,1.24,192438.41,3.36
850113.41,14.83,1.24,192410.86,3.36
849741.41,14.83,1.23,192110.93,3.35
849605.44,14.83,1.23,192031.62,3.35
849555.44,14.83,1.23,191981.62,3.35
849419.46,14.83,1.23,191981.62,3.35
849472.16,14.83,1.23,191902.31,3.35
849776.33,14.84,1.24,192521.05,3.36
849640.36,14.84,1.24,192441.74,3.36
849693.06,14.84,1.24,192627.08,3.36
849693.06,14.84,1.24,192627.08,3.36
849557.08,14.84,1.24,192633.31,3.37
849421.1,14.84,1.24,192547.77,3.36
849285.12,14.84,1.24,192468.46,3.36
849149.15,14.84,1.25,192468.46,3.36
849201.85,14.85,1.25,192579.54,3.37
849201.85,14.85,1.25,192579.54,3.37
849065.87,14.85,1.25,192574.14,3.37
848929.89,14.85,1.25,192564.24,3.37
849120.35,14.85,1.25,192814.6,3.37
848849.01,14.85,1.25,192504.4,3.37
848901.72,14.85,1.25,192615.48,3.37
848765.74,14.85,1.25,192587.94,3.37
849131.34,14.86,1.26,192508.63,3.37
848834.92,14.85,1.26,192218.85,3.36
848676.24,14.85,1.25,192065.98,3.36
848545.4,14.85,1.25,192421.82,3.37
848409.42,14.85,1.25,192382.33,3.37
848462.12,14.85,1.26,192493.41,3.37
848462.12,14.85,1.26,192493.41,3.37
848260.2,14.85,1.25,192342.57,3.37
848124.22,14.85,1.25,192315.03,3.37
847988.24,14.85,1.25,192235.72,3.37
847852.26,14.85,1.25,192235.72,3.37
847716.29,14.85,1.25,192241.94,3.37
847580.31,14.85,1.25,192156.41,3.37
847580.31,14.85,1.25,192156.41,3.37
847580.31,14.85,1.25,192156.41,3.37
848221.05,14.87,1.27,192220.84,3.37
848907.92,14.88,1.28,192325.29,3.37
849203.94,14.89,1.29,192435.48,3.37
848697.81,14.88,1.28,191935.46,3.36
848561.84,14.88,1.28,192105.9,3.37
848425.86,14.88,1.28,192096.0,3.37
848478.56,14.88,1.28,192189.43,3.37
848531.26,14.88,1.29,192300.51,3.37
848395.28,14.89,1.29,192295.1,3.37
854508.08,14.99,1.39,197064.12,3.46
854560.79,15.0,1.4,197175.2,3.46
854424.81,15.0,1.4,197169.79,3.46
854052.81,14.99,1.39,196869.86,3.46
853916.83,14.99,1.39,196783.52,3.45
854370.4,15.0,1.4,197403.51,3.47
854072.4,15.0,1.4,197034.27,3.46
853936.42,15.0,1.4,197018.73,3.46
853800.44,15.0,1.4,196947.92,3.46
854185.1,15.0,1.41,197049.59,3.46
854049.12,15.0,1.41,197296.78,3.47
854406.32,15.01,1.41,197077.67,3.46
853879.87,15.01,1.41,196551.22,3.45
853567.77,15.0,1.4,196327.5,3.45
853431.79,15.0,1.4,196248.19,3.45
853484.49,15.0,1.41,196433.18,3.45
853348.51,15.0,1.41,196353.87,3.45
853212.54,15.0,1.41,196353.87,3.45
853076.56,15.01,1.41,196331.18,3.45
853076.56,15.01,1.41,196336.4,3.45
853129.26,15.01,1.41,196442.63,3.46
853425.28,15.01,1.42,196552.81,3.46
853053.28,15.01,1.41,196363.32,3.46
852917.31,15.01,1.41,196423.32,3.46
852982.63,15.01,1.42,196000.05,3.45
852935.41,15.01,1.42,195856.06,3.45
852799.43,15.01,1.42,195776.75,3.45
852663.45,15.01,1.42,195776.75,3.45
852716.15,15.02,1.42,195887.83,3.45
853100.81,15.03,1.43,196245.25,3.46
853100.81,15.03,1.43,196313.85,3.46
853153.52,15.03,1.43,196424.93,3.46
853017.54,15.03,1.43,196397.38,3.46
852526.9,15.02,1.42,196063.76,3.45
852390.92,15.02,1.42,196002.88,3.45
852390.92,15.02,1.42,196002.88,3.45
856235.37,15.09,1.49,196681.08,3.47
856099.39,15.09,1.49,196655.62,3.47
856152.1,15.09,1.5,196766.7,3.47
856016.12,15.09,1.5,196739.15,3.47
856312.14,15.1,1.5,196849.34,3.47
856176.16,15.1,1.5,197019.77,3.47
856040.19,15.1,1.5,196940.46,3.47
856284.22,15.11,1.51,197316.32,3.48
856148.24,15.11,1.51,197238.36,3.48
855776.25,15.1,1.5,196938.43,3.48
855640.27,15.1,1.5,196937.08,3.48
855504.29,15.1,1.5,196927.19,3.48
855694.74,15.11,1.51,197177.54,3.48
855558.77,15.11,1.51,197183.77,3.48
855611.47,15.11,1.51,197261.08,3.48
855664.17,15.11,1.52,197372.16,3.49
855528.19,15.11,1.52,197366.75,3.49
855392.21,15.11,1.52,197403.23,3.49
855256.24,15.11,1.52,197287.44,3.49
855120.26,15.11,1.52,197208.13,3.49
855786.75,15.13,1.53,203807.74,3.6
855650.78,15.13,1.53,203807.74,3.6
855514.8,15.13,1.53,203797.84,3.6
855567.5,15.13,1.53,203891.27,3.61
855757.95,15.13,1.54,203958.9,3.61
855810.65,15.14,1.54,204242.17,3.61
855863.36,15.14,1.54,204353.25,3.62
855727.38,15.14,1.54,204325.7,3.62
855591.4,15.14,1.54,204315.8,3.62
855455.42,15.14,1.54,204246.39,3.62
855508.13,15.15,1.55,204352.09,3.62
859209.39,15.21,1.61,205102.15,3.63
859073.41,15.21,1.61,205072.94,3.63
859411.55,15.22,1.62,204892.8,3.63
859411.55,15.22,1.62,204892.8,3.63
859275.57,15.22,1.62,204813.49,3.63
859275.57,15.22,1.62,204813.49,3.63
859571.59,15.23,1.63,205244.48,3.64
859894.28,15.23,1.64,204990.87,3.63
859894.28,15.23,1.64,204990.87,3.63
859894.28,15.23,1.64,204990.87,3.63
859894.28,15.23,1.64,204990.87,3.63
859758.31,15.24,1.64,204980.97,3.63
859622.33,15.24,1.64,204911.56,3.63
859812.78,15.24,1.64,204979.19,3.63
859812.78,15.24,1.64,204979.19,3.63
859305.38,15.23,1.64,204413.76,3.62
858813.43,15.23,1.63,203921.82,3.62
858677.46,15.23,1.63,204094.64,3.62
858541.48,15.23,1.63,204084.75,3.62
858245.05,15.22,1.63,203794.98,3.61
858109.07,15.22,1.63,203725.56,3.61
858109.07,15.22,1.63,203725.56,3.61
857887.53,15.22,1.62,203544.82,3.61
857751.56,15.22,1.62,203466.85,3.61
857615.58,15.22,1.62,203465.51,3.61
857479.6,15.22,1.62,203471.73,3.61
857107.6,15.22,1.62,203100.74,3.61
856971.63,15.22,1.62,203015.2,3.6
856835.65,15.22,1.62,202935.89,3.6
856629.22,15.21,1.62,202808.55,3.6
856493.24,15.21,1.62,202808.55,3.6
857180.11,15.23,1.63,202913.0,3.6
857044.14,15.23,1.63,202833.69,3.6
857044.14,15.23,1.63,202833.38,3.6
856538.01,15.22,1.62,202333.36,3.6
856402.03,15.22,1.62,202333.36,3.6
856266.05,15.22,1.62,202254.05,3.6
856130.07,15.22,1.62,202254.05,3.6
855994.1,15.22,1.62,202260.28,3.6
856046.8,15.23,1.63,202359.72,3.6
855910.82,15.23,1.63,202349.83,3.6
854823.0,15.23,1.63,202349.83,3.6
854687.02,15.23,1.63,202280.41,3.6
854551.05,15.23,1.63,202201.1,3.6
854415.07,15.23,1.63,202201.1,3.6
854415.07,15.23,1.63,202201.1,3.6
854279.09,15.23,1.63,202178.41,3.6
854143.11,15.23,1.63,202121.79,3.6
854019.76,15.23,1.63,201505.93,3.59
853783.86,15.23,1.63,201186.23,3.59
853836.56,15.23,1.63,201297.31,3.59
853700.58,15.23,1.63,201269.76,3.59
853564.6,15.23,1.63,201275.99,3.59
853564.6,15.23,1.63,201275.99,3.59
853428.63,15.23,1.63,201190.45,3.59
853292.65,15.23,1.64,201180.55,3.59
853345.35,15.24,1.64,201273.98,3.59
853649.52,15.24,1.64,201261.51,3.59
853513.54,15.24,1.65,201635.04,3.6
853377.57,15.24,1.65,201607.75,3.6
853377.57,15.24,1.65,203170.44,3.63
853007.42,15.24,1.64,202800.07,3.62
853060.12,15.24,1.64,202903.86,3.63
853112.82,15.24,1.65,203014.94,3.63
857480.58,15.32,1.72,209140.01,3.74
857776.6,15.33,1.73,209438.59,3.74
857841.92,15.33,1.73,209015.32,3.74
857841.92,15.33,1.73,209015.32,3.74
857957.34,15.34,1.74,209043.02,3.74
858010.04,15.34,1.74,209154.1,3.74
857803.61,15.34,1.74,208954.33,3.74
857803.61,15.34,1.74,208954.33,3.74
857602.35,15.33,1.74,208753.72,3.73
857466.37,15.33,1.74,208726.17,3.73
857466.37,15.33,1.74,208726.17,3.73
857330.39,15.33,1.74,208716.27,3.73
857330.39,15.33,1.74,208716.27,3.73
856958.4,15.33,1.73,208470.71,3.73
856822.42,15.33,1.73,208401.3,3.73
856686.44,15.33,1.73,208323.34,3.73
856990.61,15.34,1.74,208765.47,3.74
856854.64,15.34,1.74,208755.57,3.74
856718.66,15.34,1.74,208686.15,3.74
856771.36,15.34,1.74,208797.23,3.74
856635.38,15.34,1.74,208769.69,3.74
856635.38,15.34,1.74,208769.69,3.74
856635.38,15.34,1.74,208769.69,3.74
857322.25,15.35,1.76,208874.14,3.74
857186.28,15.35,1.76,208794.83,3.74
856969.03,15.35,1.75,208607.49,3.74
856462.89,15.34,1.75,208107.47,3.73
856462.89,15.34,1.75,208112.7,3.73
856326.92,15.34,1.75,208112.7,3.73
856665.06,15.35,1.76,207932.56,3.73
856506.31,15.35,1.75,207819.9,3.72
856506.31,15.35,1.75,207819.9,3.72
856506.31,15.35,1.75,207814.37,3.72
856370.33,15.35,1.75,207820.59,3.73
856000.18,15.35,1.75,207447.12,3.72
855864.21,15.35,1.75,207361.58,3.72
855728.23,15.35,1.75,207367.81,3.72
855030.83,15.34,1.74,206612.38,3.71
855326.85,15.34,1.75,206886.77,3.71
855190.87,15.34,1.75,206893.0,3.71
855054.9,15.34,1.75,206807.46,3.71
855497.87,15.35,1.76,206395.81,3.7
855361.89,15.35,1.76,206316.5,3.7
854976.75,15.35,1.75,206221.38,3.7
854976.75,15.35,1.75,208158.46,3.74
854840.77,15.35,1.75,208158.46,3.74
854704.79,15.35,1.75,208135.77,3.74
854332.79,15.34,1.75,207835.84,3.73
854196.82,15.35,1.75,207779.22,3.73
854554.01,15.35,1.76,207585.73,3.73
854418.04,15.35,1.76,207563.04,3.73
854418.04,15.35,1.76,207563.04,3.73
853891.58,15.35,1.75,207010.97,3.72
853755.6,15.35,1.75,206954.35,3.72
853755.6,15.35,1.75,206556.85,3.71
854422.1,15.36,1.76,206809.4,3.72
854286.12,15.36,1.76,206730.09,3.72
854590.29,15.37,1.77,207169.57,3.73
854230.14,15.36,1.76,206810.09,3.72
853142.33,15.36,1.77,206809.78,3.72
853388.27,15.37,1.77,206455.59,3.72
852971.75,15.37,1.77,206062.89,3.71
853024.45,15.37,1.77,206173.97,3.71
852888.47,15.37,1.77,206168.57,3.72
852688.64,15.37,1.77,205957.02,3.71
852552.66,15.37,1.77,205877.71,3.71
852416.68,15.37,1.77,205877.71,3.71
852607.13,15.37,1.77,205945.35,3.71
852471.16,15.37,1.78,206118.17,3.72
852335.18,15.37,1.78,206038.86,3.72
858580.86,15.49,1.89,212246.73,3.83
858444.89,15.49,1.89,212246.73,3.83
858308.91,15.49,1.89,212236.83,3.83
858308.91,15.49,1.89,212236.83,3.83
858361.61,15.49,1.89,212330.26,3.83
858225.63,15.49,1.89,212320.37,3.83
858416.09,15.5,1.9,212570.83,3.84
858712.11,15.5,1.9,212681.02,3.84
858553.43,15.5,1.9,212526.56,3.84
858417.45,15.5,1.9,212696.99,3.84
858698.56,15.51,1.91,212617.68,3.84
858402.13,15.5,1.9,212327.91,3.83
858266.15,15.5,1.9,212742.99,3.84
858266.15,15.5,1.9,212742.99,3.84
858130.18,15.5,1.9,212743.98,3.84
857758.18,15.5,1.9,212444.05,3.84
857622.2,15.5,1.9,212356.71,3.84
857674.9,15.5,1.9,212467.79,3.84
857538.92,15.5,1.9,212462.39,3.84
857877.07,15.51,1.91,212282.25,3.84
857741.09,15.51,1.91,212288.48,3.84
857931.54,15.52,1.92,212481.78,3.84
858269.68,15.52,1.93,212289.54,3.84
857762.28,15.52,1.92,211724.12,3.83
857064.88,15.51,1.91,210980.79,3.82
857747.57,15.52,1.92,210984.36,3.82
857202.79,15.51,1.92,210559.48,3.81
857066.81,15.51,1.92,210565.71,3.81
857066.81,15.51,1.92,210565.71,3.81
856930.84,15.52,1.92,210480.17,3.81
856930.84,15.52,1.92,210508.48,3.81
857268.98,15.52,1.93,210328.34,3.81
856761.58,15.52,1.92,209762.91,3.8
856625.6,15.52,1.92,209753.01,3.8
856625.6,15.52,1.92,209724.71,3.8
856921.62,15.52,1.93,210015.23,3.8
856785.65,15.52,1.93,209935.92,3.8
856241.74,15.53,1.93,209730.12,3.8
856105.76,15.53,1.93,209730.12,3.8
856105.76,15.53,1.93,209760.44,3.8
856158.46,15.53,1.93,209871.52,3.81
856158.46,15.53,1.93,209850.17,3.81
856158.46,15.53,1.93,209873.84,3.81
855862.03,15.53,1.93,209583.96,3.8
855862.03,15.53,1.93,209583.65,3.8
855726.05,15.53,1.93,209556.1,3.8
855354.05,15.52,1.92,209256.17,3.8
855692.2,15.53,1.93,209063.94,3.79
855556.22,15.53,1.93,208984.63,3.79
855420.24,15.53,1.93,208984.63,3.79
855421.7,15.53,1.93,208986.3,3.79
854914.3,15.52,1.93,208432.97,3.78
854967.0,15.53,1.93,208544.05,3.79
854831.03,15.53,1.93,208516.5,3.79
854831.03,15.53,1.93,208516.5,3.79
854722.35,15.52,1.93,208413.36,3.79
855045.04,15.53,1.94,208159.74,3.78
855045.04,15.53,1.94,210198.62,3.82
854827.78,15.53,1.93,209981.37,3.81
854691.81,15.53,1.93,209987.6,3.82
854199.86,15.52,1.93,209495.65,3.81
854063.88,15.52,1.93,209410.11,3.81
853940.52,15.52,1.93,208704.3,3.79
854203.84,15.53,1.93,208989.04,3.8
853866.76,15.53,1.93,208653.96,3.79
853730.78,15.53,1.93,208574.65,3.79
853783.48,15.53,1.93,208759.64,3.8
853647.5,15.53,1.93,208736.95,3.8
853511.53,15.53,1.93,208680.33,3.8
853375.55,15.53,1.93,208686.56,3.8
853239.57,15.53,1.93,208601.02,3.8
853103.6,15.53,1.93,208521.71,3.8
852967.62,15.53,1.93,208521.71,3.8
853305.76,15.54,1.94,208329.47,3.79
853169.78,15.54,1.94,208306.78,3.79
853033.8,15.54,1.94,208250.16,3.79
859945.99,15.67,2.07,214211.28,3.9
860802.4,15.68,2.09,214557.61,3.91
860666.43,15.68,2.09,214563.84,3.91
860394.47,15.69,2.09,214484.53,3.91
860258.49,15.69,2.09,214398.99,3.91
860122.52,15.69,2.09,214389.09,3.91
859986.54,15.69,2.09,214319.68,3.91
860176.99,15.69,2.09,214387.31,3.91
860473.01,15.7,2.1,214837.99,3.92
860337.04,15.7,2.1,214844.22,3.92
859829.64,15.69,2.09,214290.89,3.91
859693.66,15.69,2.09,214205.35,3.91
859321.66,15.69,2.09,213986.84,3.91
859512.11,15.69,2.09,214054.47,3.91
859376.14,15.69,2.09,214186.37,3.91
859240.16,15.69,2.1,214192.6,3.91
859104.18,15.69,2.1,214107.06,3.91
858418.5,15.68,2.09,213355.16,3.9
859105.38,15.7,2.1,213459.62,3.9
858969.4,15.7,2.1,213465.85,3.9
859265.42,15.71,2.11,213740.24,3.91
858759.29,15.7,2.1,213240.22,3.9
858623.31,15.7,2.1,213246.45,3.9
858623.31,15.7,2.1,213246.16,3.9
858487.33,15.7,2.1,213160.62,3.9
858487.33,15.7,2.1,213160.6,3.9
858351.36,15.7,2.1,213145.8,3.9
858215.38,15.7,2.1,213074.25,3.9
858564.59,15.71,2.11,219756.0,4.02
858147.43,15.7,2.1,219321.74,4.01
858011.45,15.7,2.1,219242.43,4.01
857875.47,15.7,2.1,219242.43,4.01
858213.61,15.71,2.11,219050.19,4.01
857516.21,15.7,2.1,218306.86,4.0
857706.67,15.71,2.11,218374.49,4.0
857570.69,15.71,2.11,218506.39,4.0
857434.71,15.71,2.11,218496.49,4.0
857298.73,15.71,2.11,218427.08,4.0
857162.76,15.71,2.11,218417.18,4.0
857162.76,15.71,2.11,218422.41,4.0
857215.46,15.71,2.11,218538.01,4.01
857086.27,15.71,2.11,218239.04,4.0
856605.05,15.7,2.11,217650.91,3.99
856469.08,15.7,2.11,217657.14,3.99
856521.78,15.71,2.11,217734.45,3.99
856385.8,15.71,2.11,217740.67,3.99
856576.25,15.71,2.11,217933.97,4.0
856440.28,15.71,2.11,217940.2,4.0
856721.39,15.72,2.12,218269.74,4.0
856911.84,15.72,2.13,218337.37,4.01
856775.86,15.73,2.13,218510.36,4.01
856966.31,15.73,2.13,218577.99,4.01
856830.33,15.73,2.13,218709.89,4.02
863393.3,15.85,2.25,220028.14,4.04
863257.32,15.85,2.25,220034.37,4.04
863257.32,15.85,2.25,220028.83,4.04
863121.35,15.85,2.25,219943.29,4.04
863121.35,15.85,2.25,222330.02,4.08
862914.92,15.85,2.25,222171.19,4.08
862967.62,15.85,2.25,222282.27,4.08
862831.64,15.85,2.26,222254.72,4.08
862695.66,15.85,2.26,222175.41,4.08
862323.67,15.85,2.25,221875.48,4.08
862187.69,15.85,2.25,221875.48,4.08
862064.33,15.85,2.25,221259.61,4.07
861928.35,15.85,2.25,221180.3,4.07
861928.35,15.85,2.25,221180.3,4.07
861769.67,15.85,2.25,221021.62,4.06
861533.77,15.85,2.25,220701.92,4.06
861397.8,15.85,2.25,220701.92,4.06
861450.5,15.85,2.25,220813.0,4.06
861537.03,15.85,2.25,222165.17,4.09
861589.73,15.85,2.26,222300.46,4.09
863496.5,15.89,2.29,223079.66,4.1
863549.21,15.89,2.29,223190.74,4.11
863413.23,15.89,2.3,223163.19,4.11
863277.25,15.89,2.3,223169.42,4.11
863277.25,15.89,2.3,223169.42,4.11
863141.27,15.89,2.3,223083.88,4.11
863005.3,15.89,2.3,223073.98,4.11
863005.3,15.89,2.3,223073.98,4.11
863058.0,15.9,2.3,223167.41,4.11
862922.02,15.9,2.3,223173.64,4.11
862786.04,15.9,2.3,223088.1,4.11
862650.07,15.9,2.3,223094.33,4.11
862353.64,15.89,2.3,222805.22,4.11
862217.66,15.89,2.3,222719.68,4.11
865496.57,15.96,2.36,226026.17,4.17
865360.59,15.96,2.36,225946.86,4.17
865224.61,15.96,2.36,225946.86,4.17
865088.64,15.96,2.36,225867.55,4.17
864792.21,15.95,2.35,225618.71,4.16
864656.23,15.95,2.35,225618.71,4.16
864846.68,15.96,2.36,225681.73,4.16
864899.38,15.96,2.36,225962.57,4.17
864763.4,15.96,2.36,225952.67,4.17
864627.43,15.96,2.36,225883.26,4.17
864491.45,15.96,2.36,225873.36,4.17
864355.47,15.96,2.37,225803.95,4.17
864355.47,15.96,2.37,225803.95,4.17
864219.5,15.96,2.37,225781.26,4.17
864083.52,15.96,2.37,225724.64,4.17
863947.54,15.96,2.37,225644.45,4.17
863811.56,15.96,2.37,225638.29,4.17
863675.59,15.97,2.37,225644.52,4.17
863675.59,15.97,2.37,225644.52,4.17
863675.59,15.97,2.37,225644.52,4.17
863971.61,15.97,2.37,225918.91,4.18
863835.63,15.97,2.37,225839.6,4.18
863699.65,15.97,2.38,225839.6,4.18
864056.85,15.98,2.38,225646.11,4.17
863920.87,15.98,2.39,225566.8,4.17
863784.9,15.98,2.39,225566.8,4.17
863784.9,15.98,2.39,225566.8,4.17
863648.92,15.98,2.39,225556.9,4.17
863352.49,15.98,2.38,225308.06,4.17
863352.49,15.98,2.38,225308.06,4.17
862826.03,15.97,2.37,224755.99,4.16
862690.06,15.97,2.37,224686.58,4.16
862554.08,15.97,2.37,224663.89,4.16
862606.78,15.98,2.38,224770.11,4.16
862606.78,15.98,2.38,224770.11,4.16
862470.8,15.98,2.38,224690.8,4.16
862274.37,15.97,2.38,224541.96,4.16
862138.4,15.97,2.38,224541.96,4.16
861841.97,15.97,2.37,224252.04,4.16
861545.54,15.96,2.37,224003.2,4.15
861409.56,15.97,2.37,223993.3,4.15
861273.58,15.97,2.37,223923.89,4.15
861273.58,15.97,2.37,223923.89,4.15
861150.22,15.97,2.37,223308.03,4.14
861294.34,15.97,2.37,223376.57,4.14
861158.36,15.97,2.37,223382.8,4.14
861158.36,15.97,2.37,223382.8,4.14
861022.38,15.97,2.37,223297.26,4.14
861303.49,15.98,2.38,223217.95,4.14
861167.51,15.98,2.38,223633.03,4.15
861031.54,15.98,2.38,223623.13,4.15
860735.11,15.97,2.38,223407.88,4.15
860787.81,15.98,2.38,223501.31,4.15
860840.51,15.98,2.38,223607.01,4.15
860704.53,15.98,2.38,223577.81,4.15
860568.56,15.98,2.38,223498.5,4.15
860432.58,15.98,2.39,223498.5,4.15
860145.49,15.98,2.38,223213.42,4.15
859873.54,15.98,2.38,223134.1,4.15
860230.74,15.99,2.39,222915.0,4.14
860553.42,16.0,2.4,222661.38,4.14
860417.45,16.0,2.4,222651.48,4.14
860417.45,16.0,2.4,222651.48,4.14
860185.5,16.0,2.4,222419.53,4.14
860375.95,16.0,2.4,222669.89,4.14
860375.95,16.0,2.4,222669.89,4.14
860375.95,16.0,2.4,222675.12,4.14
860714.09,16.01,2.41,222494.98,4.14
860342.09,16.0,2.41,222195.05,4.13
859815.64,16.0,2.4,221668.59,4.12
859679.66,16.0,2.4,221674.82,4.13
859543.68,16.0,2.4,221589.28,4.12
860400.1,16.02,2.42,221935.61,4.13
860264.12,16.02,2.42,221856.3,4.13
860128.15,16.02,2.42,221856.3,4.13
859620.75,16.01,2.41,221290.87,4.12
858935.07,16.0,2.4,220538.98,4.11
858799.09,16.0,2.4,220459.67,4.11
858663.12,16.0,2.4,220459.67,4.11
858853.57,16.01,2.41,220527.3,4.11
858906.27,16.01,2.41,220810.56,4.12
858906.27,16.01,2.41,220810.56,4.12
858906.27,16.01,2.41,220879.16,4.12
858906.27,16.01,2.41,220879.16,4.12
858770.29,16.01,2.41,220799.85,4.12
858822.99,16.01,2.42,220984.84,4.12
858687.02,16.01,2.42,220905.53,4.12
858551.04,16.01,2.42,220905.53,4.12
858603.74,16.02,2.42,221016.61,4.12
858690.27,16.02,2.42,226738.96,4.23
858554.29,16.02,2.42,226711.42,4.23
858418.32,16.02,2.42,226632.11,4.23
858699.43,16.03,2.43,227047.18,4.24
858403.0,16.02,2.42,226757.41,4.23
858267.02,16.02,2.43,226763.64,4.23
858319.72,16.03,2.43,226840.95,4.24
858183.74,16.03,2.43,226761.64,4.23
858047.77,16.03,2.43,226761.64,4.24
862328.99,16.11,2.51,228652.91,4.27
862193.02,16.11,2.51,228659.14,4.27
862143.02,16.11,2.51,228609.14,4.27
862007.04,16.11,2.51,228523.6,4.27
861871.06,16.11,2.51,228529.83,4.27
861735.08,16.11,2.51,228444.29,4.27
861599.11,16.11,2.51,228434.39,4.27
861463.13,16.11,2.51,228364.98,4.27
861801.27,16.12,2.52,228184.84,4.27
861504.84,16.11,2.52,227968.83,4.26
860807.44,16.1,2.51,227213.4,4.25
860671.46,16.1,2.51,227127.06,4.25
860967.49,16.11,2.51,227562.79,4.26
861213.43,16.12,2.52,227208.6,4.25
861403.88,16.12,2.53,227276.23,4.25
861267.9,16.13,2.53,227449.06,4.26
861131.93,16.13,2.53,227439.16,4.26
860976.72,16.12,2.53,227307.78,4.26
