ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ef25-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_nodes,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ef25-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ef25-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-used_gpu_milli,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ef25-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-total_gpus,ow_multigpu20-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_ef25-policy_FGD1000desharemdaf9c-de_share-gs_FGDScore-scmd_af9c-arrived_gpu_milli
721,2276,2129000,6212,2129000
721,2276,2129810,6212,2129810
721,2276,2130040,6212,2130040
722,2284,2131040,6212,2131040
722,2284,2131510,6212,2131510
722,2284,2131510,6212,2131510
722,2284,2132060,6212,2132060
722,2284,2132060,6212,2132060
722,2284,2133060,6212,2133060
722,2284,2133710,6212,2133710
722,2284,2134710,6212,2134710
722,2284,2135710,6212,2135710
723,2292,2136030,6212,2136030
723,2292,2136840,6212,2136840
723,2292,2137110,6212,2137110
723,2292,2138110,6212,2138110
723,2292,2138920,6212,2138920
723,2292,2139920,6212,2139920
723,2292,2139920,6212,2139920
723,2292,2140920,6212,2140920
723,2292,2141570,6212,2141570
723,2292,2141570,6212,2141570
723,2292,2142160,6212,2142160
723,2292,2142710,6212,2142710
724,2300,2143180,6212,2143180
724,2300,2143650,6212,2143650
724,2300,2144120,6212,2144120
724,2300,2144350,6212,2144350
724,2300,2144510,6212,2144510
724,2300,2145510,6212,2145510
724,2300,2146510,6212,2146510
724,2300,2146970,6212,2146970
724,2300,2146970,6212,2146970
724,2300,2147970,6212,2147970
724,2300,2148440,6212,2148440
724,2300,2149440,6212,2149440
725,2308,2157440,6212,2157440
725,2308,2157990,6212,2157990
725,2308,2158460,6212,2158460
726,2316,2159460,6212,2159460
726,2316,2159930,6212,2159930
726,2316,2160930,6212,2160930
726,2316,2161400,6212,2161400
726,2316,2161720,6212,2161720
726,2316,2162720,6212,2162720
726,2316,2163720,6212,2163720
726,2316,2163830,6212,2163830
726,2316,2164830,6212,2164830
726,2316,2164830,6212,2164830
726,2316,2165830,6212,2165830
726,2316,2166150,6212,2166150
727,2324,2167150,6212,2167150
727,2324,2168150,6212,2168150
727,2324,2168960,6212,2168960
727,2324,2169430,6212,2169430
727,2324,2169430,6212,2169430
727,2324,2170430,6212,2170430
727,2324,2171430,6212,2171430
727,2324,2172240,6212,2172240
727,2324,2172710,6212,2172710
727,2324,2172710,6212,2172710
727,2324,2173710,6212,2173710
728,2332,2174710,6212,2174710
728,2332,2175180,6212,2175180
728,2332,2175990,6212,2175990
728,2332,2176990,6212,2176990
728,2332,2177310,6212,2177310
728,2332,2177540,6212,2177540
728,2332,2177760,6212,2177760
728,2332,2177760,6212,2177760
728,2332,2178230,6212,2178230
728,2332,2179230,6212,2179230
728,2332,2180230,6212,2180230
728,2332,2181230,6212,2181230
729,2340,2182230,6212,2182230
729,2340,2182230,6212,2182230
729,2340,2183230,6212,2183230
729,2340,2183880,6212,2183880
729,2340,2184880,6212,2184880
729,2340,2185880,6212,2185880
729,2340,2186690,6212,2186690
729,2340,2187160,6212,2187160
729,2340,2188160,6212,2188160
729,2340,2188970,6212,2188970
730,2348,2189970,6212,2189970
730,2348,2190970,6212,2190970
730,2348,2191780,6212,2191780
730,2348,2191780,6212,2191780
730,2348,2192780,6212,2192780
730,2348,2193780,6212,2193780
730,2348,2194780,6212,2194780
731,2356,2195430,6212,2195430
731,2356,2196430,6212,2196430
731,2356,2197430,6212,2197430
731,2356,2198430,6212,2198430
731,2356,2199430,6212,2199430
732,2364,2200430,6212,2200430
732,2364,2201430,6212,2201430
732,2364,2202240,6212,2202240
732,2364,2202240,6212,2202240
732,2364,2203240,6212,2203240
732,2364,2204050,6212,2204050
733,2372,2212050,6212,2212050
733,2372,2213050,6212,2213050
733,2372,2213860,6212,2213860
733,2372,2214510,6212,2214510
733,2372,2215510,6212,2215510
733,2372,2216320,6212,2216320
733,2372,2217320,6212,2217320
733,2372,2217550,6212,2217550
733,2372,2218360,6212,2218360
733,2372,2219360,6212,2219360
733,2372,2219360,6212,2219360
734,2380,2221360,6212,2221360
734,2380,2221830,6212,2221830
734,2380,2221830,6212,2221830
734,2380,2222830,6212,2222830
734,2380,2223830,6212,2223830
734,2380,2224830,6212,2224830
734,2380,2225060,6212,2225060
734,2380,2226060,6212,2226060
734,2380,2227060,6212,2227060
735,2388,2235060,6212,2235060
735,2388,2235060,6212,2235060
735,2388,2236060,6212,2236060
735,2388,2237060,6212,2237060
736,2396,2237870,6212,2237870
736,2396,2237870,6212,2237870
736,2396,2238870,6212,2238870
736,2396,2239330,6212,2239330
736,2396,2239330,6212,2239330
736,2396,2240330,6212,2240330
736,2396,2241330,6212,2241330
736,2396,2242330,6212,2242330
736,2396,2243330,6212,2243330
736,2396,2244330,6212,2244330
737,2404,2245330,6212,2245330
737,2404,2246330,6212,2246330
738,2412,2254330,6212,2254330
738,2412,2254650,6212,2254650
738,2412,2255650,6212,2255650
738,2412,2256120,6212,2256120
738,2412,2256120,6212,2256120
738,2412,2256120,6212,2256120
738,2412,2257120,6212,2257120
738,2412,2257350,6212,2257350
738,2412,2257820,6212,2257820
739,2420,2258820,6212,2258820
739,2420,2258820,6212,2258820
739,2420,2259820,6212,2259820
739,2420,2260290,6212,2260290
739,2420,2260610,6212,2260610
739,2420,2261420,6212,2261420
739,2420,2261420,6212,2261420
739,2420,2261890,6212,2261890
739,2420,2262890,6212,2262890
739,2420,2262890,6212,2262890
739,2420,2263890,6212,2263890
739,2420,2264890,6212,2264890
739,2420,2264890,6212,2264890
739,2420,2265890,6212,2265890
739,2420,2266360,6212,2266360
739,2420,2266360,6212,2266360
740,2428,2267360,6212,2267360
740,2428,2268360,6212,2268360
740,2428,2269360,6212,2269360
740,2428,2269830,6212,2269830
740,2428,2270640,6212,2270640
740,2428,2271640,6212,2271640
740,2428,2272640,6212,2272640
740,2428,2273640,6212,2273640
740,2428,2274450,6212,2274450
740,2428,2274450,6212,2274450
740,2428,2274920,6212,2274920
740,2428,2275920,6212,2275920
741,2436,2276920,6212,2276920
741,2436,2276920,6212,2276920
741,2436,2276920,6212,2276920
741,2436,2277920,6212,2277920
741,2436,2278920,6212,2278920
741,2436,2279920,6212,2279920
741,2436,2280920,6212,2280920
741,2436,2281730,6212,2281730
741,2436,2281730,6212,2281730
741,2436,2282730,6212,2282730
741,2436,2283540,6212,2283540
742,2444,2284350,6212,2284350
743,2452,2292350,6212,2292350
744,2460,2300350,6212,2300350
744,2460,2300680,6212,2300680
744,2460,2301680,6212,2301680
744,2460,2302680,6212,2302680
744,2460,2303490,6212,2303490
744,2460,2303490,6212,2303490
744,2460,2304490,6212,2304490
744,2460,2305490,6212,2305490
744,2460,2305860,6212,2305860
744,2460,2306090,6212,2306090
744,2460,2306900,6212,2306900
745,2468,2307900,6212,2307900
745,2468,2307900,6212,2307900
745,2468,2308370,6212,2308370
745,2468,2309180,6212,2309180
745,2468,2309180,6212,2309180
745,2468,2310180,6212,2310180
745,2468,2310180,6212,2310180
745,2468,2310990,6212,2310990
745,2468,2311360,6212,2311360
745,2468,2312360,6212,2312360
745,2468,2312830,6212,2312830
745,2468,2313830,6212,2313830
745,2468,2314150,6212,2314150
746,2476,2315150,6212,2315150
746,2476,2315740,6212,2315740
746,2476,2316550,6212,2316550
746,2476,2317020,6212,2317020
746,2476,2318020,6212,2318020
746,2476,2319020,6212,2319020
746,2476,2319830,6212,2319830
746,2476,2320830,6212,2320830
747,2484,2321830,6212,2321830
747,2484,2321830,6212,2321830
747,2484,2322420,6212,2322420
747,2484,2323420,6212,2323420
747,2484,2324420,6212,2324420
747,2484,2324890,6212,2324890
747,2484,2325890,6212,2325890
747,2484,2326260,6212,2326260
747,2484,2326590,6212,2326590
748,2492,2330590,6212,2330590
748,2492,2330590,6212,2330590
748,2492,2331400,6212,2331400
748,2492,2332400,6212,2332400
748,2492,2333400,6212,2333400
748,2492,2334050,6212,2334050
748,2492,2334860,6212,2334860
748,2492,2334860,6212,2334860
748,2492,2335090,6212,2335090
748,2492,2335900,6212,2335900
748,2492,2335900,6212,2335900
748,2492,2336370,6212,2336370
748,2492,2336840,6212,2336840
749,2500,2337840,6212,2337840
749,2500,2338840,6212,2338840
749,2500,2339840,6212,2339840
749,2500,2340160,6212,2340160
749,2500,2341160,6212,2341160
749,2500,2341160,6212,2341160
749,2500,2342160,6212,2342160
750,2508,2343160,6212,2343160
750,2508,2344160,6212,2344160
750,2508,2344630,6212,2344630
750,2508,2345630,6212,2345630
750,2508,2346280,6212,2346280
750,2508,2347090,6212,2347090
750,2508,2347090,6212,2347090
750,2508,2348090,6212,2348090
750,2508,2348090,6212,2348090
750,2508,2349090,6212,2349090
750,2508,2350090,6212,2350090
751,2516,2351090,6212,2351090
751,2516,2351740,6212,2351740
751,2516,2352740,6212,2352740
751,2516,2352740,6212,2352740
751,2516,2353060,6212,2353060
751,2516,2353710,6212,2353710
751,2516,2354180,6212,2354180
751,2516,2355180,6212,2355180
751,2516,2356180,6212,2356180
751,2516,2356640,6212,2356640
751,2516,2357450,6212,2357450
751,2516,2357670,6212,2357670
752,2524,2358670,6212,2358670
752,2524,2359670,6212,2359670
752,2524,2360140,6212,2360140
752,2524,2361140,6212,2361140
752,2524,2362140,6212,2362140
752,2524,2362950,6212,2362950
752,2524,2363320,6212,2363320
752,2524,2364320,6212,2364320
752,2524,2365130,6212,2365130
753,2532,2366130,6212,2366130
753,2532,2366360,6212,2366360
753,2532,2367360,6212,2367360
753,2532,2368360,6212,2368360
753,2532,2372360,6212,2372360
753,2532,2373170,6212,2373170
754,2540,2373640,6212,2373640
754,2540,2373960,6212,2373960
754,2540,2374960,6212,2374960
754,2540,2375430,6212,2375430
754,2540,2375780,6212,2375780
754,2540,2375780,6212,2375780
754,2540,2376780,6212,2376780
754,2540,2377250,6212,2377250
754,2540,2378250,6212,2378250
755,2548,2379250,6212,2379250
755,2548,2380250,6212,2380250
755,2548,2380410,6212,2380410
755,2548,2380880,6212,2380880
755,2548,2381880,6212,2381880
756,2556,2389880,6212,2389880
756,2556,2390880,6212,2390880
756,2556,2390880,6212,2390880
756,2556,2391340,6212,2391340
756,2556,2391660,6212,2391660
757,2564,2392660,6212,2392660
757,2564,2393470,6212,2393470
757,2564,2393470,6212,2393470
757,2564,2394470,6212,2394470
757,2564,2395470,6212,2395470
757,2564,2395470,6212,2395470
757,2564,2395940,6212,2395940
757,2564,2396410,6212,2396410
757,2564,2397410,6212,2397410
757,2564,2397630,6212,2397630
757,2564,2398630,6212,2398630
757,2564,2399630,6212,2399630
757,2564,2400630,6212,2400630
758,2572,2401630,6212,2401630
758,2572,2401630,6212,2401630
758,2572,2402440,6212,2402440
758,2572,2402440,6212,2402440
758,2572,2403440,6212,2403440
758,2572,2404440,6212,2404440
758,2572,2404910,6212,2404910
758,2572,2404910,6212,2404910
758,2572,2405910,6212,2405910
758,2572,2406720,6212,2406720
758,2572,2407720,6212,2407720
758,2572,2408720,6212,2408720
759,2580,2408950,6212,2408950
759,2580,2409950,6212,2409950
759,2580,2410950,6212,2410950
759,2580,2411760,6212,2411760
759,2580,2412760,6212,2412760
759,2580,2412990,6212,2412990
759,2580,2413460,6212,2413460
759,2580,2414270,6212,2414270
759,2580,2415270,6212,2415270
759,2580,2416270,6212,2416270
759,2580,2417080,6212,2417080
759,2580,2418080,6212,2418080
759,2580,2418080,6212,2418080
760,2588,2418550,6212,2418550
760,2588,2419550,6212,2419550
760,2588,2420550,6212,2420550
760,2588,2421360,6212,2421360
760,2588,2422360,6212,2422360
760,2588,2423360,6212,2423360
760,2588,2424170,6212,2424170
760,2588,2424640,6212,2424640
760,2588,2425110,6212,2425110
761,2596,2426110,6212,2426110
761,2596,2426570,6212,2426570
761,2596,2427570,6212,2427570
761,2596,2428120,6212,2428120
761,2596,2429120,6212,2429120
761,2596,2430120,6212,2430120
761,2596,2430280,6212,2430280
761,2596,2431280,6212,2431280
761,2596,2431280,6212,2431280
761,2596,2431630,6212,2431630
761,2596,2431950,6212,2431950
761,2596,2432760,6212,2432760
761,2596,2433760,6212,2433760
762,2604,2434760,6212,2434760
762,2604,2434760,6212,2434760
762,2604,2434760,6212,2434760
762,2604,2435760,6212,2435760
762,2604,2435760,6212,2435760
762,2604,2436230,6212,2436230
762,2604,2437230,6212,2437230
762,2604,2438230,6212,2438230
762,2604,2439040,6212,2439040
762,2604,2440040,6212,2440040
762,2604,2441040,6212,2441040
763,2612,2441850,6212,2441850
763,2612,2442170,6212,2442170
763,2612,2443170,6212,2443170
763,2612,2444170,6212,2444170
763,2612,2445170,6212,2445170
763,2612,2446170,6212,2446170
763,2612,2447170,6212,2447170
764,2620,2455170,6212,2455170
764,2620,2456170,6212,2456170
765,2628,2460170,6212,2460170
765,2628,2460980,6212,2460980
765,2628,2461630,6212,2461630
765,2628,2461630,6212,2461630
765,2628,2462440,6212,2462440
765,2628,2463440,6212,2463440
765,2628,2464440,6212,2464440
765,2628,2465440,6212,2465440
765,2628,2465440,6212,2465440
765,2628,2466440,6212,2466440
766,2636,2467440,6212,2467440
766,2636,2467440,6212,2467440
766,2636,2467760,6212,2467760
766,2636,2467760,6212,2467760
766,2636,2468310,6212,2468310
766,2636,2469310,6212,2469310
766,2636,2470310,6212,2470310
766,2636,2470630,6212,2470630
766,2636,2471630,6212,2471630
766,2636,2472630,6212,2472630
766,2636,2473280,6212,2473280
766,2636,2474280,6212,2474280
767,2644,2474740,6212,2474740
767,2644,2475210,6212,2475210
767,2644,2476210,6212,2476210
767,2644,2476440,6212,2476440
767,2644,2477440,6212,2477440
767,2644,2477810,6212,2477810
767,2644,2478810,6212,2478810
767,2644,2479810,6212,2479810
767,2644,2480400,6212,2480400
768,2652,2481400,6212,2481400
768,2652,2482400,6212,2482400
768,2652,2482870,6212,2482870
768,2652,2483870,6212,2483870
768,2652,2484870,6212,2484870
768,2652,2485460,6212,2485460
769,2660,2486460,6212,2486460
770,2668,2494460,6212,2494460
770,2668,2495460,6212,2495460
770,2668,2496460,6212,2496460
770,2668,2496460,6212,2496460
770,2668,2497460,6212,2497460
770,2668,2497780,6212,2497780
770,2668,2498590,6212,2498590
770,2668,2499590,6212,2499590
770,2668,2500590,6212,2500590
770,2668,2500590,6212,2500590
770,2668,2500750,6212,2500750
770,2668,2501750,6212,2501750
770,2668,2501750,6212,2501750
770,2668,2502750,6212,2502750
771,2676,2510750,6212,2510750
771,2676,2511750,6212,2511750
771,2676,2511750,6212,2511750
772,2684,2512750,6212,2512750
772,2684,2513560,6212,2513560
772,2684,2514560,6212,2514560
772,2684,2514880,6212,2514880
772,2684,2515880,6212,2515880
772,2684,2516880,6212,2516880
772,2684,2516880,6212,2516880
772,2684,2517880,6212,2517880
772,2684,2518200,6212,2518200
772,2684,2518670,6212,2518670
773,2692,2526670,6212,2526670
773,2692,2527670,6212,2527670
773,2692,2528480,6212,2528480
773,2692,2529290,6212,2529290
774,2700,2530290,6212,2530290
774,2700,2531290,6212,2531290
774,2700,2531290,6212,2531290
774,2700,2531610,6212,2531610
774,2700,2531610,6212,2531610
774,2700,2532610,6212,2532610
774,2700,2533610,6212,2533610
774,2700,2534610,6212,2534610
774,2700,2535080,6212,2535080
774,2700,2535240,6212,2535240
774,2700,2536240,6212,2536240
774,2700,2537240,6212,2537240
774,2700,2538050,6212,2538050
775,2708,2539050,6212,2539050
775,2708,2539860,6212,2539860
775,2708,2540670,6212,2540670
775,2708,2541670,6212,2541670
775,2708,2541670,6212,2541670
775,2708,2542150,6212,2542150
775,2708,2543150,6212,2543150
775,2708,2543800,6212,2543800
775,2708,2544610,6212,2544610
775,2708,2545610,6212,2545610
775,2708,2545770,6212,2545770
776,2716,2546240,6212,2546240
776,2716,2546240,6212,2546240
777,2724,2554240,6212,2554240
777,2724,2554890,6212,2554890
777,2724,2554890,6212,2554890
777,2724,2555890,6212,2555890
777,2724,2556890,6212,2556890
777,2724,2556890,6212,2556890
777,2724,2557120,6212,2557120
777,2724,2557930,6212,2557930
777,2724,2558930,6212,2558930
777,2724,2559930,6212,2559930
777,2724,2560400,6212,2560400
777,2724,2561400,6212,2561400
778,2732,2561770,6212,2561770
778,2732,2562770,6212,2562770
778,2732,2562770,6212,2562770
778,2732,2563770,6212,2563770
778,2732,2564770,6212,2564770
778,2732,2565770,6212,2565770
778,2732,2565930,6212,2565930
778,2732,2566580,6212,2566580
778,2732,2567580,6212,2567580
778,2732,2567580,6212,2567580
778,2732,2568580,6212,2568580
779,2740,2569580,6212,2569580
779,2740,2570580,6212,2570580
779,2740,2571050,6212,2571050
779,2740,2571520,6212,2571520
779,2740,2572520,6212,2572520
779,2740,2572520,6212,2572520
779,2740,2573520,6212,2573520
779,2740,2574520,6212,2574520
779,2740,2575520,6212,2575520
779,2740,2575680,6212,2575680
779,2740,2575680,6212,2575680
779,2740,2576230,6212,2576230
780,2748,2577230,6212,2577230
780,2748,2577700,6212,2577700
780,2748,2577700,6212,2577700
780,2748,2578700,6212,2578700
780,2748,2579700,6212,2579700
780,2748,2579700,6212,2579700
780,2748,2580070,6212,2580070
780,2748,2581070,6212,2581070
780,2748,2582070,6212,2582070
780,2748,2582880,6212,2582880
780,2748,2583880,6212,2583880
780,2748,2584100,6212,2584100
780,2748,2584100,6212,2584100
780,2748,2585100,6212,2585100
781,2756,2593100,6212,2593100
782,2764,2594100,6212,2594100
782,2764,2595100,6212,2595100
782,2764,2595910,6212,2595910
782,2764,2596500,6212,2596500
782,2764,2596960,6212,2596960
782,2764,2597420,6212,2597420
782,2764,2598420,6212,2598420
782,2764,2599230,6212,2599230
782,2764,2600230,6212,2600230
783,2772,2601230,6212,2601230
783,2772,2602230,6212,2602230
783,2772,2602230,6212,2602230
783,2772,2602230,6212,2602230
783,2772,2603230,6212,2603230
783,2772,2604230,6212,2604230
783,2772,2605230,6212,2605230
783,2772,2605230,6212,2605230
783,2772,2606230,6212,2606230
783,2772,2607230,6212,2607230
783,2772,2608040,6212,2608040
784,2780,2609040,6212,2609040
784,2780,2609850,6212,2609850
784,2780,2609850,6212,2609850
784,2780,2610320,6212,2610320
784,2780,2610670,6212,2610670
784,2780,2611670,6212,2611670
784,2780,2611830,6212,2611830
784,2780,2612300,6212,2612300
784,2780,2613300,6212,2613300
784,2780,2613950,6212,2613950
784,2780,2613950,6212,2613950
784,2780,2614760,6212,2614760
784,2780,2615760,6212,2615760
785,2788,2616230,6212,2616230
785,2788,2616700,6212,2616700
785,2788,2616920,6212,2616920
785,2788,2617920,6212,2617920
785,2788,2617920,6212,2617920
785,2788,2618920,6212,2618920
785,2788,2619920,6212,2619920
785,2788,2620920,6212,2620920
785,2788,2621920,6212,2621920
785,2788,2622920,6212,2622920
785,2788,2623730,6212,2623730
786,2796,2624730,6212,2624730
786,2796,2625730,6212,2625730
786,2796,2626050,6212,2626050
786,2796,2627050,6212,2627050
786,2796,2627860,6212,2627860
786,2796,2628860,6212,2628860
786,2796,2629330,6212,2629330
786,2796,2629800,6212,2629800
787,2804,2630800,6212,2630800
787,2804,2631800,6212,2631800
787,2804,2632800,6212,2632800
787,2804,2632800,6212,2632800
787,2804,2633800,6212,2633800
787,2804,2634030,6212,2634030
787,2804,2635030,6212,2635030
787,2804,2636030,6212,2636030
787,2804,2637030,6212,2637030
787,2804,2637840,6212,2637840
787,2804,2637840,6212,2637840
788,2812,2645840,6212,2645840
788,2812,2646070,6212,2646070
789,2820,2647070,6212,2647070
789,2820,2648070,6212,2648070
789,2820,2649070,6212,2649070
789,2820,2650070,6212,2650070
789,2820,2650070,6212,2650070
789,2820,2651070,6212,2651070
789,2820,2652070,6212,2652070
789,2820,2652230,6212,2652230
789,2820,2652690,6212,2652690
789,2820,2652920,6212,2652920
790,2828,2653730,6212,2653730
790,2828,2654730,6212,2654730
790,2828,2654730,6212,2654730
790,2828,2655730,6212,2655730
790,2828,2656730,6212,2656730
790,2828,2656730,6212,2656730
790,2828,2657190,6212,2657190
790,2828,2657190,6212,2657190
790,2828,2658190,6212,2658190
790,2828,2658190,6212,2658190
790,2828,2658660,6212,2658660
790,2828,2659130,6212,2659130
790,2828,2659130,6212,2659130
790,2828,2659130,6212,2659130
790,2828,2660130,6212,2660130
790,2828,2660130,6212,2660130
791,2836,2661130,6212,2661130
791,2836,2662130,6212,2662130
791,2836,2662940,6212,2662940
791,2836,2663590,6212,2663590
791,2836,2664400,6212,2664400
791,2836,2665210,6212,2665210
791,2836,2665530,6212,2665530
791,2836,2666530,6212,2666530
791,2836,2667000,6212,2667000
792,2844,2668000,6212,2668000
792,2844,2669000,6212,2669000
792,2844,2670000,6212,2670000
792,2844,2671000,6212,2671000
792,2844,2672000,6212,2672000
792,2844,2672650,6212,2672650
792,2844,2673120,6212,2673120
792,2844,2673930,6212,2673930
792,2844,2673930,6212,2673930
792,2844,2674480,6212,2674480
792,2844,2674480,6212,2674480
793,2852,2675480,6212,2675480
794,2860,2683480,6212,2683480
794,2860,2684480,6212,2684480
794,2860,2684950,6212,2684950
794,2860,2685950,6212,2685950
794,2860,2686760,6212,2686760
794,2860,2687760,6212,2687760
794,2860,2688760,6212,2688760
794,2860,2689760,6212,2689760
795,2868,2690570,6212,2690570
795,2868,2691570,6212,2691570
795,2868,2692380,6212,2692380
795,2868,2692380,6212,2692380
795,2868,2693380,6212,2693380
795,2868,2694380,6212,2694380
795,2868,2694850,6212,2694850
795,2868,2695850,6212,2695850
795,2868,2696850,6212,2696850
795,2868,2697850,6212,2697850
795,2868,2698500,6212,2698500
795,2868,2698500,6212,2698500
795,2868,2698970,6212,2698970
795,2868,2698970,6212,2698970
796,2876,2699970,6212,2699970
797,2884,2707970,6212,2707970
797,2884,2708560,6212,2708560
797,2884,2708560,6212,2708560
797,2884,2709560,6212,2709560
797,2884,2710560,6212,2710560
797,2884,2711560,6212,2711560
797,2884,2712370,6212,2712370
797,2884,2713370,6212,2713370
797,2884,2713600,6212,2713600
797,2884,2714190,6212,2714190
798,2892,2715000,6212,2715000
798,2892,2715470,6212,2715470
798,2892,2716470,6212,2716470
798,2892,2716940,6212,2716940
798,2892,2717750,6212,2717750
798,2892,2717750,6212,2717750
798,2892,2718750,6212,2718750
798,2892,2719750,6212,2719750
798,2892,2720750,6212,2720750
798,2892,2720750,6212,2720750
799,2900,2724750,6212,2724750
799,2900,2725750,6212,2725750
799,2900,2725860,6212,2725860
799,2900,2726860,6212,2726860
799,2900,2727860,6212,2727860
799,2900,2728180,6212,2728180
799,2900,2729180,6212,2729180
799,2900,2730180,6212,2730180
799,2900,2731180,6212,2731180
800,2908,2732180,6212,2732180
800,2908,2732650,6212,2732650
800,2908,2733650,6212,2733650
800,2908,2733650,6212,2733650
800,2908,2734460,6212,2734460
800,2908,2734690,6212,2734690
800,2908,2735010,6212,2735010
800,2908,2735010,6212,2735010
800,2908,2736010,6212,2736010
800,2908,2737010,6212,2737010
800,2908,2737820,6212,2737820
800,2908,2738290,6212,2738290
800,2908,2739100,6212,2739100
801,2916,2739910,6212,2739910
801,2916,2740910,6212,2740910
801,2916,2741560,6212,2741560
801,2916,2742560,6212,2742560
801,2916,2743560,6212,2743560
801,2916,2744560,6212,2744560
801,2916,2745560,6212,2745560
801,2916,2745560,6212,2745560
801,2916,2746560,6212,2746560
802,2924,2747560,6212,2747560
802,2924,2748560,6212,2748560
802,2924,2749110,6212,2749110
802,2924,2750110,6212,2750110
802,2924,2751110,6212,2751110
802,2924,2752110,6212,2752110
802,2924,2752580,6212,2752580
802,2924,2753390,6212,2753390
803,2932,2754390,6212,2754390
804,2940,2762390,6212,2762390
804,2940,2762860,6212,2762860
804,2940,2763180,6212,2763180
804,2940,2763510,6212,2763510
804,2940,2763740,6212,2763740
804,2940,2764740,6212,2764740
804,2940,2765550,6212,2765550
804,2940,2766200,6212,2766200
805,2948,2774200,6212,2774200
805,2948,2775200,6212,2775200
805,2948,2775680,6212,2775680
805,2948,2776680,6212,2776680
805,2948,2777680,6212,2777680
806,2956,2778150,6212,2778150
806,2956,2778960,6212,2778960
806,2956,2779280,6212,2779280
806,2956,2780280,6212,2780280
806,2956,2781280,6212,2781280
806,2956,2782280,6212,2782280
806,2956,2783090,6212,2783090
806,2956,2784090,6212,2784090
806,2956,2784320,6212,2784320
806,2956,2785320,6212,2785320
806,2956,2785320,6212,2785320
807,2964,2786320,6212,2786320
807,2964,2786540,6212,2786540
807,2964,2787540,6212,2787540
807,2964,2788540,6212,2788540
807,2964,2789350,6212,2789350
807,2964,2790350,6212,2790350
807,2964,2790820,6212,2790820
808,2972,2791820,6212,2791820
808,2972,2792820,6212,2792820
808,2972,2793630,6212,2793630
808,2972,2794630,6212,2794630
808,2972,2795630,6212,2795630
808,2972,2796630,6212,2796630
808,2972,2797630,6212,2797630
808,2972,2798630,6212,2798630
808,2972,2799100,6212,2799100
808,2972,2799100,6212,2799100
808,2972,2800100,6212,2800100
808,2972,2800560,6212,2800560
809,2980,2801560,6212,2801560
809,2980,2802560,6212,2802560
809,2980,2803030,6212,2803030
809,2980,2804030,6212,2804030
809,2980,2805030,6212,2805030
809,2980,2805840,6212,2805840
809,2980,2805840,6212,2805840
810,2988,2806490,6212,2806490
810,2988,2807490,6212,2807490
810,2988,2807490,6212,2807490
810,2988,2807960,6212,2807960
810,2988,2808960,6212,2808960
810,2988,2809960,6212,2809960
810,2988,2810960,6212,2810960
810,2988,2811960,6212,2811960
810,2988,2812770,6212,2812770
810,2988,2813580,6212,2813580
810,2988,2813580,6212,2813580
810,2988,2814390,6212,2814390
811,2996,2815390,6212,2815390
811,2996,2816390,6212,2816390
811,2996,2817390,6212,2817390
811,2996,2818390,6212,2818390
811,2996,2819390,6212,2819390
812,3004,2820390,6212,2820390
812,3004,2821200,6212,2821200
812,3004,2822200,6212,2822200
812,3004,2822420,6212,2822420
812,3004,2824420,6212,2824420
812,3004,2825420,6212,2825420
812,3004,2826230,6212,2826230
812,3004,2826390,6212,2826390
812,3004,2826390,6212,2826390
812,3004,2827200,6212,2827200
812,3004,2827790,6212,2827790
813,3012,2828260,6212,2828260
813,3012,2828730,6212,2828730
813,3012,2829730,6212,2829730
813,3012,2829730,6212,2829730
813,3012,2830730,6212,2830730
813,3012,2830730,6212,2830730
813,3012,2831730,6212,2831730
813,3012,2832730,6212,2832730
813,3012,2833380,6212,2833380
814,3020,2837380,6212,2837380
814,3020,2837850,6212,2837850
814,3020,2837850,6212,2837850
814,3020,2838850,6212,2838850
814,3020,2839850,6212,2839850
815,3028,2840850,6212,2840850
815,3028,2841660,6212,2841660
815,3028,2842660,6212,2842660
815,3028,2842660,6212,2842660
815,3028,2842980,6212,2842980
815,3028,2843980,6212,2843980
815,3028,2843980,6212,2843980
815,3028,2843980,6212,2843980
815,3028,2844980,6212,2844980
815,3028,2845980,6212,2845980
815,3028,2845980,6212,2845980
815,3028,2846980,6212,2846980
815,3028,2847980,6212,2847980
815,3028,2848790,6212,2848790
815,3028,2849250,6212,2849250
815,3028,2849470,6212,2849470
815,3028,2850470,6212,2850470
816,3036,2851470,6212,2851470
816,3036,2851470,6212,2851470
816,3036,2852470,6212,2852470
816,3036,2853470,6212,2853470
816,3036,2853940,6212,2853940
816,3036,2854530,6212,2854530
817,3044,2858530,6212,2858530
817,3044,2858900,6212,2858900
817,3044,2859370,6212,2859370
817,3044,2859740,6212,2859740
817,3044,2860740,6212,2860740
817,3044,2860740,6212,2860740
