ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_0dea-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_0dea-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_0dea-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_0dea-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_0dea-policy_GpuPacking1000desharemd3402-de_share-gs_best-scmd_3402-bellman_ratio
1113721.91,30.29,16.73,703186.81,19.13
1113773.44,30.3,16.73,703186.59,19.13
1113684.64,30.3,16.73,703079.78,19.13
1113684.64,30.3,16.73,703183.51,19.13
1113684.64,30.3,16.73,703158.15,19.13
1113854.04,30.31,16.74,703157.78,19.13
1113678.98,30.31,16.74,703168.23,19.14
1113839.3,30.32,16.75,703175.91,19.14
1113693.33,30.31,16.75,703033.2,19.14
1113847.6,30.32,16.76,703035.34,19.14
1113899.13,30.33,16.76,703044.64,19.14
1113663.15,30.33,16.76,703015.07,19.14
1113817.41,30.34,16.77,704011.36,19.18
1113868.94,30.35,16.78,704259.43,19.19
1113868.94,30.35,16.78,704227.36,19.19
1113868.94,30.35,16.78,704254.24,19.19
1113920.47,30.35,16.79,704498.39,19.2
1113750.54,30.35,16.78,704046.42,19.19
1113750.54,30.35,16.78,704044.15,19.19
1113802.07,30.36,16.79,704043.92,19.19
1113694.88,30.36,16.79,703937.76,19.19
1113855.2,30.37,16.8,703937.39,19.19
1113866.43,30.37,16.8,703974.39,19.19
1113917.96,30.37,16.81,703974.39,19.2
1113681.98,30.37,16.8,703974.39,19.2
1113842.29,30.38,16.81,704236.69,19.21
1113582.37,30.38,16.81,704293.19,19.21
1113582.37,30.38,16.81,704201.67,19.21
1113493.28,30.38,16.81,704098.84,19.21
1113544.81,30.38,16.82,704110.59,19.21
1113596.34,30.39,16.83,704211.37,19.22
1113647.87,30.4,16.83,704474.64,19.23
1113699.4,30.41,16.84,705137.25,19.25
1113868.8,30.42,16.85,705136.65,19.25
1113770.64,30.42,16.85,705136.65,19.26
1113822.17,30.42,16.86,705136.65,19.26
1113822.17,30.42,16.86,705204.4,19.26
1114031.94,30.43,16.87,705235.15,19.26
1114083.47,30.44,16.87,705240.24,19.27
1114017.26,30.44,16.88,705229.04,19.27
1114207.28,30.45,16.88,705209.28,19.27
1114039.24,30.45,16.88,705774.69,19.29
1114090.77,30.46,16.89,705964.66,19.3
1114251.08,30.47,16.9,705963.13,19.3
1114162.0,30.47,16.9,705295.68,19.29
1114322.32,30.47,16.91,706957.84,19.33
1114476.58,30.48,16.92,706957.24,19.34
1114528.11,30.49,16.93,706957.24,19.34
1114268.18,30.49,16.92,706957.24,19.34
1114422.45,30.5,16.93,707014.36,19.35
1114186.47,30.5,16.93,706744.96,19.34
1114238.0,30.5,16.94,706736.21,19.35
1114289.53,30.51,16.95,706762.63,19.35
1114303.86,30.51,16.95,706867.87,19.36
1114043.93,30.51,16.94,706793.08,19.36
1114204.25,30.52,16.95,706793.08,19.36
1113968.27,30.51,16.95,707573.14,19.38
1114128.59,30.52,16.96,707510.2,19.38
1114073.88,30.52,16.96,707802.97,19.39
1113864.65,30.52,16.95,707580.02,19.39
1114137.68,30.53,16.96,708002.74,19.4
1114189.21,30.54,16.97,708002.51,19.41
1114240.74,30.55,16.98,708002.14,19.41
1114240.74,30.55,16.98,707991.46,19.41
1114395.01,30.56,16.99,707991.46,19.41
1113993.46,30.55,16.98,707488.86,19.4
1114044.99,30.56,16.99,707488.86,19.41
1114199.26,30.57,17.0,707804.49,19.42
1114199.26,30.57,17.0,707804.49,19.42
1114359.58,30.58,17.01,707757.32,19.42
1114359.58,30.58,17.01,707757.32,19.42
1114411.11,30.58,17.02,708077.29,19.43
1114315.14,30.58,17.02,707983.99,19.43
1114025.21,30.58,17.01,708395.43,19.44
1113765.29,30.57,17.01,707974.4,19.43
1113626.94,30.57,17.01,707395.55,19.42
1113796.33,30.58,17.01,708667.72,19.46
1113847.86,30.59,17.02,708667.5,19.46
1113841.02,30.59,17.02,708576.15,19.46
1113689.29,30.59,17.02,708418.51,19.46
1113849.61,30.6,17.03,708418.14,19.46
1113591.4,30.59,17.03,708115.27,19.45
1113642.93,30.6,17.03,708115.27,19.46
1113694.46,30.61,17.04,708115.27,19.46
1113745.99,30.62,17.05,708115.27,19.47
1113510.01,30.61,17.05,708421.15,19.48
1113510.01,30.61,17.05,708421.15,19.48
1113670.33,30.62,17.06,708365.73,19.48
1113721.86,30.63,17.06,708663.1,19.49
1113485.88,30.63,17.06,708441.6,19.49
1113675.9,30.64,17.07,709487.69,19.52
1113727.43,30.64,17.08,709487.47,19.52
1113778.96,30.65,17.09,709487.09,19.53
1113830.49,30.66,17.09,709487.09,19.53
1113662.44,30.66,17.09,709205.46,19.53
1113713.97,30.67,17.1,709205.46,19.53
1113765.5,30.68,17.11,709490.04,19.54
1113955.52,30.69,17.12,709274.91,19.54
1113955.52,30.69,17.12,709270.62,19.54
1113918.37,30.69,17.12,709201.16,19.54
1113969.9,30.69,17.13,710553.69,19.58
1113969.9,30.69,17.13,710553.69,19.58
1114130.22,30.7,17.14,710666.93,19.58
1114181.75,30.71,17.15,710666.71,19.59
1113945.77,30.71,17.14,710401.52,19.58
1114135.79,30.72,17.15,710401.15,19.59
1114187.32,30.73,17.16,710401.15,19.59
1114238.85,30.73,17.17,710401.15,19.6
1114070.8,30.73,17.17,710457.81,19.6
1114070.8,30.73,17.17,710457.81,19.6
1114225.07,30.74,17.18,710406.82,19.6
1114385.38,30.75,17.19,710401.15,19.6
1114149.4,30.75,17.18,710401.15,19.61
1114309.72,30.76,17.19,711503.35,19.64
1114309.72,30.76,17.19,711492.18,19.64
1114073.74,30.75,17.19,711210.62,19.63
1113865.21,30.75,17.18,711275.23,19.64
1113916.74,30.76,17.19,711486.2,19.65
1113706.81,30.76,17.19,711572.02,19.65
1113758.34,30.76,17.2,711571.8,19.66
1113758.34,30.76,17.2,711532.55,19.65
1113968.11,30.77,17.21,711532.18,19.66
1113911.21,30.77,17.21,711532.18,19.66
1113962.74,30.78,17.22,711566.51,19.66
1114123.06,30.79,17.22,711549.28,19.67
1113984.71,30.79,17.22,711532.18,19.67
1114154.11,30.8,17.23,711809.8,19.68
1113939.05,30.8,17.23,711537.65,19.67
1113990.58,30.81,17.24,711532.18,19.68
1113990.58,30.81,17.24,711573.65,19.68
1114159.97,30.81,17.25,711573.65,19.68
1114011.2,30.81,17.24,711416.01,19.68
1113913.04,30.81,17.24,712844.63,19.72
1113964.57,30.82,17.25,712900.94,19.72
1114016.1,30.83,17.26,712900.71,19.73
1114016.1,30.83,17.26,712895.05,19.73
1114067.63,30.84,17.27,712894.68,19.73
1114227.95,30.84,17.28,712894.68,19.73
1114239.18,30.84,17.28,712897.81,19.73
1114003.2,30.84,17.28,712897.81,19.74
1114157.46,30.85,17.29,712991.78,19.74
1114323.37,30.86,17.29,712933.73,19.74
1114374.9,30.87,17.3,712977.35,19.75
1114374.9,30.87,17.3,712947.21,19.75
1114143.33,30.87,17.3,712867.66,19.75
1114374.19,30.88,17.31,714053.06,19.79
1114425.72,30.89,17.32,714358.55,19.8
1114477.25,30.89,17.33,714358.32,19.8
1114477.25,30.89,17.33,714390.71,19.8
1114675.53,30.91,17.34,714390.34,19.81
1114835.85,30.91,17.35,714390.34,19.81
1114835.85,30.91,17.35,714367.26,19.81
1114990.11,30.92,17.36,714391.01,19.81
1114990.11,30.92,17.36,714416.95,19.81
1115041.64,30.93,17.37,714462.36,19.82
1114781.71,30.93,17.36,713901.48,19.81
1114781.71,30.93,17.36,714042.85,19.81
1114545.73,30.92,17.36,713981.06,19.81
1114597.26,30.93,17.37,713973.68,19.81
1114751.53,30.94,17.38,715547.14,19.86
1114917.43,30.95,17.39,715648.9,19.87
1114685.86,30.95,17.38,715346.42,19.86
1114851.77,30.96,17.39,715345.82,19.86
1114630.2,30.96,17.39,715345.82,19.87
1114790.52,30.96,17.4,715373.11,19.87
1114842.05,30.97,17.41,715370.2,19.87
1114606.07,30.97,17.4,715359.01,19.88
1114766.39,30.98,17.41,715346.6,19.88
1114766.39,30.98,17.41,715319.4,19.88
1114479.87,30.97,17.41,715379.58,19.88
1114531.4,30.98,17.42,715381.36,19.89
1114271.47,30.98,17.41,715403.48,19.89
1114062.93,30.97,17.41,715071.42,19.88
1114114.46,30.98,17.42,715072.78,19.89
1113957.27,30.98,17.41,714916.62,19.88
1114008.8,30.99,17.42,715960.31,19.92
1114008.8,30.99,17.42,716010.8,19.92
1113772.82,30.99,17.42,715899.22,19.92
1113938.72,30.99,17.43,715787.8,19.92
1113717.16,30.99,17.43,715898.17,19.92
1113768.69,31.0,17.43,715897.94,19.93
1113922.95,31.01,17.44,715897.57,19.93
1114088.85,31.02,17.45,715897.57,19.93
1114088.85,31.02,17.45,715855.64,19.93
1113828.93,31.01,17.45,715530.9,19.92
1113880.46,31.02,17.46,715530.9,19.93
1113638.89,31.02,17.45,715530.9,19.93
1113793.16,31.03,17.46,715530.9,19.93
1113795.96,31.03,17.46,715539.38,19.93
1114026.82,31.04,17.47,716460.48,19.96
1114187.14,31.05,17.48,716557.16,19.97
1113951.16,31.05,17.48,716414.96,19.97
1113669.51,31.04,17.48,716127.63,19.96
1113829.83,31.05,17.48,716254.95,19.97
1113881.36,31.06,17.49,716254.72,19.97
1113645.38,31.06,17.49,716891.03,19.99
1113645.38,31.06,17.49,716854.7,19.99
1113398.88,31.05,17.49,716548.81,19.98
1113450.41,31.06,17.49,716548.44,19.99
1113456.03,31.06,17.49,716568.1,19.99
1113507.56,31.07,17.5,716568.1,19.99
1113263.61,31.07,17.5,716335.43,19.99
1113065.59,31.06,17.5,716053.26,19.98
1112852.82,31.06,17.49,715901.53,19.98
1113013.14,31.07,17.5,715901.53,19.98
1112924.06,31.07,17.5,715901.53,19.98
1112924.06,31.07,17.5,715942.12,19.99
1112924.06,31.07,17.5,715916.77,19.98
1113154.92,31.08,17.51,716123.64,19.99
1113315.23,31.09,17.52,716129.62,20.0
1113366.76,31.1,17.53,716518.48,20.01
1113366.76,31.1,17.53,716547.18,20.01
1113565.04,31.11,17.54,716943.26,20.03
1113321.1,31.1,17.54,717590.9,20.05
1113167.34,31.1,17.53,717264.69,20.04
1113218.87,31.11,17.54,717264.47,20.04
1112982.89,31.11,17.54,717059.39,20.04
1113143.21,31.11,17.55,717059.02,20.04
1113194.74,31.12,17.56,717059.02,20.05
1113105.66,31.12,17.56,717059.02,20.05
1113105.66,31.12,17.56,717049.34,20.05
1113157.19,31.13,17.57,717097.29,20.06
1113157.19,31.13,17.57,717093.45,20.05
1113174.03,31.13,17.57,717111.63,20.06
1113343.42,31.14,17.57,717095.48,20.06
1113197.46,31.14,17.57,716953.35,20.05
1113099.3,31.14,17.57,716927.09,20.06
1113150.83,31.15,17.58,716921.55,20.06
1113311.15,31.16,17.59,718168.88,20.1
1113075.17,31.15,17.59,718091.71,20.1
1113241.07,31.16,17.6,717769.52,20.09
1113292.6,31.17,17.6,717769.52,20.1
1113344.13,31.18,17.61,717769.52,20.1
1113395.66,31.19,17.62,717769.52,20.11
1113306.86,31.19,17.62,718230.19,20.12
1113358.39,31.2,17.63,718230.19,20.12
1113409.92,31.2,17.64,718230.19,20.13
1113619.69,31.21,17.65,718669.21,20.14
1113451.6,31.21,17.65,718494.82,20.14
1113611.92,31.22,17.66,718526.71,20.14
1113375.94,31.22,17.65,718230.19,20.14
1113427.47,31.23,17.66,719591.74,20.18
1113596.86,31.23,17.67,719591.14,20.18
1113321.8,31.23,17.67,719591.14,20.19
1113491.2,31.24,17.67,719617.89,20.19
1113484.35,31.24,17.68,719596.2,20.19
1113644.67,31.25,17.69,719591.14,20.19
1113386.46,31.25,17.68,719591.14,20.2
1113540.72,31.26,17.69,720060.64,20.21
1113314.74,31.25,17.69,719873.4,20.21
1113366.27,31.26,17.7,719825.29,20.21
1113526.59,31.27,17.71,719710.73,20.21
1113921.97,31.29,17.72,721550.07,20.27
1113792.23,31.29,17.73,721196.28,20.26
1113946.5,31.3,17.74,721195.68,20.27
1114016.43,31.31,17.74,721110.55,20.26
1113846.5,31.3,17.74,721110.55,20.27
1114006.82,31.31,17.75,721110.55,20.27
1113770.84,31.31,17.74,721162.49,20.27
1113822.37,31.32,17.75,721135.66,20.28
1113982.68,31.33,17.76,721120.96,20.28
1114034.21,31.34,17.77,721116.22,20.28
1113945.13,31.34,17.77,721110.55,20.29
1113996.66,31.34,17.78,722025.13,20.32
1114156.98,31.35,17.79,722093.85,20.32
1114208.51,31.36,17.8,722397.94,20.33
1114260.04,31.37,17.8,722397.72,20.34
1114260.04,31.37,17.8,722397.72,20.34
1114170.96,31.37,17.8,722316.4,20.34
1114170.96,31.37,17.8,722321.98,20.34
1114184.99,31.37,17.8,722339.23,20.34
1114339.26,31.38,17.81,722338.85,20.34
1114390.79,31.39,17.82,722338.85,20.35
1114442.32,31.4,17.83,722338.85,20.35
1114602.63,31.41,17.84,722542.4,20.36
1114366.65,31.4,17.84,722500.15,20.36
1114418.18,31.41,17.85,722685.21,20.37
1114158.26,31.41,17.84,722338.85,20.36
1114209.79,31.42,17.85,722338.85,20.37
1113997.02,31.41,17.85,722152.33,20.36
1114166.41,31.42,17.85,723485.75,20.4
1114074.12,31.42,17.86,723391.0,20.4
1114125.65,31.43,17.86,723390.77,20.41
1114285.97,31.44,17.87,723390.4,20.41
1114049.99,31.44,17.87,723390.4,20.41
1114210.31,31.45,17.88,723390.4,20.42
1114364.57,31.46,17.89,723495.75,20.42
1114151.81,31.45,17.89,723492.25,20.42
1113891.88,31.45,17.88,723393.57,20.42
1113802.8,31.45,17.88,723718.11,20.43
1113854.33,31.46,17.89,723459.39,20.43
1113905.86,31.47,17.9,723440.52,20.44
1113957.39,31.47,17.91,723885.72,20.45
1114126.78,31.48,17.92,723996.25,20.46
1114119.94,31.48,17.92,724729.14,20.48
1114171.47,31.49,17.93,724728.92,20.48
1114171.47,31.49,17.93,724728.92,20.48
1113913.25,31.49,17.92,724452.51,20.48
1114111.53,31.5,17.93,724452.14,20.48
1114163.06,31.51,17.94,724452.14,20.49
1114214.59,31.52,17.95,724452.14,20.49
1114118.18,31.51,17.95,724358.69,20.49
1114169.71,31.52,17.96,724686.08,20.5
1114330.03,31.53,17.97,724712.6,20.51
1114381.56,31.54,17.97,725096.4,20.52
1114433.09,31.55,17.98,725711.59,20.54
1114197.11,31.55,17.98,725451.6,20.54
1114357.43,31.56,17.99,725451.4,20.54
1114588.29,31.57,18.0,725451.01,20.55
1114639.82,31.58,18.01,725451.01,20.55
1114794.08,31.59,18.02,725471.32,20.56
1114845.61,31.59,18.03,725509.57,20.56
1114897.14,31.6,18.04,725593.48,20.57
1115051.41,31.61,18.05,725765.5,20.58
1115102.94,31.62,18.06,726482.61,20.6
1114866.96,31.62,18.05,727275.41,20.63
1115027.28,31.63,18.06,727275.41,20.63
1114857.35,31.63,18.06,726920.96,20.62
1114687.42,31.62,18.06,726532.29,20.61
1114443.48,31.62,18.05,726711.7,20.62
1114495.01,31.63,18.06,726711.7,20.62
1114497.81,31.63,18.06,726724.04,20.62
1114271.83,31.63,18.06,726724.04,20.63
1114432.15,31.63,18.07,726728.34,20.63
1114196.17,31.63,18.07,726724.04,20.63
1114247.7,31.64,18.07,726724.04,20.64
1114299.23,31.65,18.08,726724.04,20.64
1114453.5,31.66,18.09,726724.04,20.65
1114613.81,31.67,18.1,727594.15,20.67
1114768.08,31.68,18.11,728036.77,20.69
1114922.34,31.69,18.12,728045.68,20.69
1114973.87,31.7,18.13,728051.65,20.7
1115025.4,31.71,18.14,728064.44,20.7
1115076.93,31.72,18.15,728100.5,20.71
1114840.95,31.71,18.15,727799.11,20.7
1115001.27,31.72,18.16,727938.34,20.71
1114741.34,31.72,18.15,727977.41,20.71
1114972.2,31.73,18.16,727916.34,20.71
1115126.47,31.74,18.17,728088.36,20.72
1115280.73,31.75,18.18,729939.87,20.78
1115044.75,31.75,18.18,729708.78,20.78
1115210.65,31.76,18.19,729708.31,20.78
1114979.09,31.75,18.19,729708.3,20.78
1115139.41,31.76,18.2,729708.18,20.78
1115190.94,31.77,18.2,729814.04,20.79
1115242.47,31.78,18.21,729788.52,20.8
1115396.73,31.79,18.22,729801.83,20.8
1115448.26,31.8,18.23,729823.63,20.81
1115499.79,31.81,18.24,729953.08,20.81
1115273.81,31.81,18.24,730827.33,20.84
1115013.88,31.8,18.23,730553.66,20.84
1115065.41,31.81,18.24,730771.23,20.85
1115116.94,31.82,18.25,730770.63,20.85
1115277.26,31.83,18.26,730770.63,20.85
1115041.28,31.82,18.26,730788.24,20.86
1115201.6,31.83,18.27,730791.63,20.86
1115253.13,31.84,18.28,730781.56,20.87
1115017.15,31.84,18.27,730770.63,20.87
1115068.68,31.85,18.28,730770.63,20.87
1114808.75,31.84,18.28,730172.96,20.86
1114518.82,31.84,18.27,730190.05,20.86
1114425.96,31.84,18.27,730132.08,20.86
1114477.49,31.85,18.28,730132.08,20.86
1114637.81,31.86,18.29,731187.76,20.9
1114401.83,31.85,18.29,730998.12,20.89
1114453.36,31.86,18.3,731185.27,20.9
1114504.89,31.87,18.3,731185.05,20.91
1114665.2,31.88,18.31,731184.67,20.91
1114439.22,31.88,18.31,731184.67,20.91
1114490.75,31.89,18.32,731184.67,20.92
1114383.56,31.88,18.32,731077.04,20.92
1114123.63,31.88,18.31,730734.91,20.91
1113953.71,31.88,18.31,730471.26,20.9
1114005.24,31.89,18.32,730566.52,20.91
1114056.77,31.89,18.33,730658.91,20.92
1114062.38,31.89,18.33,730661.32,20.92
1114222.7,31.9,18.34,730619.55,20.92
1114222.7,31.9,18.34,730619.55,20.92
1114222.7,31.9,18.34,730568.4,20.92
1113986.72,31.9,18.33,730422.52,20.92
1113986.72,31.9,18.33,730489.12,20.92
1114140.98,31.91,18.35,731718.8,20.96
1114295.25,31.92,18.36,731935.52,20.97
1114455.56,31.93,18.36,731935.31,20.97
1114609.83,31.94,18.37,731934.92,20.97
1114349.9,31.94,18.37,731516.25,20.96
1114063.38,31.93,18.37,731568.65,20.97
1113803.45,31.93,18.36,731488.57,20.97
1113854.98,31.94,18.37,731539.71,20.97
1113595.05,31.93,18.37,731510.96,20.98
1113749.32,31.94,18.38,731495.9,20.98
1113513.34,31.94,18.37,731521.4,20.98
1113513.34,31.94,18.37,731365.11,20.98
1113564.87,31.95,18.38,731435.37,20.98
1113616.4,31.96,18.39,731582.7,20.99
1113403.63,31.95,18.39,731511.7,20.99
1113190.87,31.95,18.38,731195.33,20.99
1112930.94,31.94,18.38,731563.21,21.0
1112930.94,31.94,18.38,731732.88,21.0
1112933.75,31.94,18.38,731741.36,21.0
1112985.28,31.95,18.39,731482.38,21.0
1113036.81,31.96,18.4,732071.96,21.02
1112883.05,31.96,18.39,731875.41,21.02
1112934.58,31.97,18.4,731875.18,21.02
1113100.48,31.98,18.41,731874.81,21.03
1113100.48,31.98,18.41,731874.81,21.03
1112868.92,31.98,18.41,731874.81,21.03
1113078.69,31.98,18.42,731894.39,21.03
1113099.78,31.99,18.42,731877.19,21.03
1112863.26,31.98,18.42,731874.81,21.03
1113023.57,31.99,18.43,731874.81,21.04
1113254.43,32.0,18.44,732120.91,21.05
1113018.45,32.0,18.44,732072.46,21.05
1113178.77,32.01,18.44,732041.19,21.05
1113230.3,32.02,18.45,732108.1,21.06
1113281.83,32.03,18.46,732640.06,21.08
1113436.09,32.04,18.47,732639.46,21.08
1113266.17,32.04,18.47,732639.46,21.08
1113123.6,32.03,18.47,732481.83,21.08
1112887.62,32.03,18.46,732970.68,21.1
1112939.15,32.04,18.47,732970.68,21.1
1113099.47,32.05,18.48,733029.28,21.11
1112812.95,32.04,18.48,732635.39,21.1
1112576.97,32.04,18.48,732656.57,21.1
1112731.23,32.05,18.49,732681.36,21.1
1112921.25,32.06,18.49,733327.91,21.13
1112972.78,32.07,18.5,733284.42,21.13
1113024.31,32.08,18.51,733019.17,21.13
1113024.31,32.08,18.51,732899.93,21.12
1112811.55,32.07,18.51,732771.91,21.12
1112643.5,32.07,18.51,732413.72,21.11
1112383.57,32.07,18.5,733684.6,21.15
1112784.27,32.09,18.52,733796.85,21.16
1112944.59,32.09,18.53,733796.64,21.16
1112996.12,32.1,18.54,733796.25,21.17
1112979.36,32.11,18.54,733796.59,21.17
1113210.22,32.12,18.55,733796.25,21.17
1113376.12,32.13,18.56,733870.59,21.18
1113166.89,32.12,18.56,733807.98,21.18
1112935.33,32.12,18.55,733796.25,21.18
1112935.33,32.12,18.55,733938.8,21.18
1112949.37,32.12,18.55,733942.13,21.18
1112712.84,32.12,18.55,734432.24,21.2
1112922.61,32.12,18.56,734185.0,21.19
1112922.61,32.12,18.56,734306.0,21.2
1112765.42,32.12,18.56,734146.27,21.19
1112699.22,32.12,18.56,734103.95,21.19
1112897.49,32.14,18.57,735168.72,21.23
1112949.02,32.14,18.58,735176.06,21.23
1112949.02,32.14,18.58,735150.71,21.23
1112949.02,32.14,18.58,735150.71,21.23
1112949.02,32.14,18.58,735177.59,21.23
1112739.8,32.14,18.57,734620.63,21.22
1112791.33,32.15,18.58,734850.17,21.23
1112791.33,32.15,18.58,734834.57,21.23
1112547.39,32.15,18.58,734886.79,21.23
1112598.92,32.15,18.59,734886.56,21.24
1112598.92,32.15,18.59,734867.88,21.24
1112650.45,32.16,18.6,734867.5,21.24
1112810.76,32.17,18.61,734867.5,21.25
1112862.29,32.18,18.62,734867.5,21.25
1112913.82,32.19,18.62,734867.5,21.26
1113068.09,32.2,18.63,735261.28,21.27
1112832.11,32.2,18.63,735213.86,21.27
1112832.11,32.2,18.63,735235.11,21.27
1112883.64,32.21,18.64,735588.31,21.29
1112935.17,32.22,18.65,736003.21,21.31
1112986.7,32.23,18.66,735964.71,21.31
1113147.02,32.23,18.67,735962.61,21.31
1112911.04,32.23,18.67,736008.7,21.32
1112962.57,32.24,18.67,735972.69,21.32
1113116.83,32.25,18.69,738539.97,21.4
1113116.83,32.25,18.69,738509.83,21.4
1113116.83,32.25,18.69,738510.23,21.4
1113116.83,32.25,18.69,738608.44,21.4
1113277.15,32.26,18.69,738847.53,21.41
1113751.07,32.28,18.72,738409.32,21.4
1113491.14,32.28,18.71,738511.83,21.41
1113580.2,32.29,18.72,737914.42,21.4
1113629.18,32.29,18.73,737670.61,21.39
1113860.04,32.3,18.74,737670.02,21.39
1113706.28,32.3,18.74,737675.44,21.4
1113714.7,32.3,18.74,737677.96,21.4
1113714.7,32.3,18.74,737710.35,21.4
1113868.97,32.31,18.75,737709.78,21.4
1114023.23,32.32,18.76,737713.15,21.4
1114183.55,32.33,18.77,737704.93,21.41
1113947.57,32.33,18.76,738606.15,21.44
1114107.89,32.34,18.77,738942.35,21.45
1113937.96,32.34,18.77,738178.39,21.43
1113688.72,32.33,18.77,738388.85,21.44
1113740.25,32.34,18.78,738097.28,21.43
1113791.78,32.35,18.79,738087.97,21.44
1113772.97,32.35,18.79,739748.76,21.49
1114164.7,32.37,18.8,739782.62,21.49
1114216.23,32.38,18.81,739782.39,21.5
1114385.63,32.39,18.82,739782.02,21.5
1114210.57,32.39,18.82,739792.46,21.5
1114364.84,32.4,18.83,739789.31,21.51
1114519.1,32.41,18.84,739782.02,21.51
1114673.83,32.42,18.85,740086.61,21.52
1114725.36,32.43,18.86,740235.49,21.53
1114776.89,32.44,18.87,740579.29,21.55
1114536.5,32.43,18.87,740422.78,21.55
1114696.82,32.44,18.88,740692.91,21.56
1114436.89,32.44,18.87,741116.8,21.57
1114436.89,32.44,18.87,741119.33,21.57
1114488.42,32.45,18.88,741119.11,21.58
1114252.44,32.45,18.88,740872.27,21.57
1114303.97,32.45,18.89,740871.9,21.58
1114464.29,32.46,18.9,740871.9,21.58
1114204.36,32.46,18.89,740555.49,21.57
1113968.38,32.46,18.89,740555.49,21.58
1114199.24,32.47,18.9,740589.07,21.58
1113962.71,32.46,18.9,740563.43,21.58
1114123.03,32.47,18.91,740555.49,21.59
1113887.05,32.47,18.9,741082.34,21.6
1114047.37,32.48,18.91,741082.13,21.61
1114245.65,32.49,18.93,740904.71,21.6
1114009.67,32.49,18.92,741892.89,21.64
1114229.83,32.5,18.93,742015.42,21.64
1114384.1,32.51,18.94,742014.83,21.65
1114538.36,32.52,18.96,742014.83,21.65
1114589.89,32.53,18.96,742014.83,21.66
1114744.16,32.54,18.97,742206.6,21.67
1114484.23,32.54,18.97,742055.95,21.66
1114535.76,32.55,18.98,742035.79,21.67
1114696.08,32.56,18.99,742048.42,21.67
1114474.38,32.55,18.99,741606.16,21.66
1114525.91,32.56,19.0,741572.57,21.67
1114525.91,32.56,19.0,741572.89,21.67
1114577.44,32.57,19.0,743227.57,21.72
1114484.28,32.57,19.0,743119.94,21.72
1114535.81,32.58,19.01,743119.71,21.72
1114275.88,32.57,19.01,742578.5,21.71
1114132.73,32.57,19.0,742437.56,21.7
1114286.99,32.58,19.02,742437.19,21.71
1114051.01,32.58,19.01,742313.38,21.71
1113881.08,32.58,19.01,742321.35,21.71
1113932.61,32.59,19.02,742321.35,21.71
1114092.93,32.59,19.03,742321.35,21.72
1114095.74,32.59,19.03,742323.72,21.72
1114147.27,32.6,19.04,742527.27,21.73
1113884.81,32.6,19.03,742399.59,21.73
1113648.83,32.6,19.03,742357.34,21.73
1113648.83,32.6,19.03,742273.48,21.73
1113478.9,32.59,19.03,742176.54,21.73
1113639.22,32.6,19.04,742112.19,21.73
1113639.22,32.6,19.04,742070.69,21.73
1113550.14,32.6,19.04,743050.42,21.76
1113550.14,32.6,19.04,743187.14,21.76
1113710.45,32.61,19.05,743190.71,21.76
1113761.98,32.62,19.06,742980.29,21.76
1113813.51,32.63,19.07,742980.06,21.77
1113724.43,32.63,19.07,743561.11,21.79
1113724.43,32.63,19.07,743755.66,21.79
1113575.66,32.63,19.06,743598.02,21.79
1113627.19,32.64,19.07,743597.65,21.79
1113470.0,32.64,19.07,743440.9,21.79
1113639.39,32.64,19.08,743440.9,21.79
1113632.54,32.65,19.08,743464.69,21.8
1113684.08,32.66,19.09,743489.23,21.8
1113735.61,32.67,19.1,743553.35,21.81
1113787.14,32.67,19.11,743718.19,21.82
1113947.45,32.68,19.12,743702.55,21.82
1113721.47,32.68,19.12,744633.44,21.85
1113773.0,32.69,19.12,744879.31,21.86
1113933.32,32.7,19.13,744879.1,21.87
1113707.34,32.7,19.13,744878.71,21.87
1113707.34,32.7,19.13,744865.96,21.87
1113449.13,32.69,19.13,744582.02,21.86
1113618.52,32.7,19.14,744582.02,21.86
1113520.36,32.7,19.14,744628.36,21.87
1113680.68,32.71,19.15,744605.15,21.87
1113444.7,32.71,19.14,744589.43,21.87
1113610.6,32.72,19.15,744582.02,21.88
1113379.04,32.72,19.15,745319.69,21.9
1113430.57,32.73,19.16,745169.36,21.9
1113450.51,32.73,19.16,745171.99,21.9
1113502.04,32.74,19.17,745160.07,21.91
1113667.94,32.75,19.18,744884.63,21.9
1113631.46,32.75,19.18,745917.08,21.93
1113933.24,32.76,19.19,746159.95,21.94
1114093.55,32.77,19.2,746159.74,21.95
1114145.08,32.78,19.21,746159.35,21.95
1114196.61,32.79,19.22,746159.35,21.96
1113960.63,32.79,19.22,746159.35,21.96
1113960.63,32.79,19.22,746050.62,21.96
1113960.63,32.79,19.22,746167.98,21.96
1114114.9,32.8,19.23,746261.95,21.97
