ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_107d-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_nodes,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_107d-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpus,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_107d-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpu_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_107d-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-total_gpus,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_107d-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-arrived_gpu_milli
1212,6210,3597530,6212,3621530
1212,6210,3598000,6212,3622000
1212,6210,3598470,6212,3622470
1212,6210,3599120,6212,3623120
1212,6210,3600120,6212,3624120
1212,6210,3601120,6212,3625120
1212,6210,3601930,6212,3625930
1212,6210,3602250,6212,3626250
1212,6210,3602710,6212,3626710
1212,6210,3603180,6212,3627180
1212,6210,3604180,6212,3628180
1212,6210,3604990,6212,3628990
1212,6210,3605990,6212,3629990
1212,6210,3606990,6212,3630990
1212,6210,3607800,6212,3631800
1212,6210,3608800,6212,3632800
1212,6210,3609610,6212,3633610
1212,6210,3609660,6212,3633660
1212,6210,3610130,6212,3634130
1212,6210,3610130,6212,3634130
1212,6210,3610940,6212,3634940
1212,6210,3611940,6212,3635940
1212,6210,3612410,6212,3636410
1212,6210,3613410,6212,3637410
1212,6210,3613880,6212,3637880
1212,6210,3614350,6212,3638350
1212,6210,3615000,6212,3639000
1212,6210,3616000,6212,3640000
1212,6210,3616650,6212,3640650
1212,6210,3617120,6212,3641120
1212,6210,3618120,6212,3642120
1212,6210,3618930,6212,3642930
1212,6210,3619740,6212,3643740
1212,6210,3619960,6212,3643960
1212,6210,3620190,6212,3644190
1212,6210,3621000,6212,3645000
1212,6210,3621810,6212,3645810
1212,6210,3622620,6212,3646620
1212,6210,3622940,6212,3646940
1212,6210,3623260,6212,3647260
1212,6210,3623260,6212,3647260
1212,6210,3624260,6212,3648260
1212,6210,3625070,6212,3649070
1212,6210,3625070,6212,3649070
1212,6210,3625880,6212,3649880
1212,6210,3626350,6212,3650350
1212,6210,3626810,6212,3650810
1212,6210,3627810,6212,3651810
1212,6210,3628130,6212,3652130
1212,6210,3629130,6212,3653130
1212,6210,3629940,6212,3653940
1212,6210,3630260,6212,3654260
1212,6210,3630480,6212,3654480
1212,6210,3631290,6212,3655290
1212,6210,3631430,6212,3655430
1212,6210,3631980,6212,3655980
1212,6210,3632790,6212,3656790
1212,6210,3633260,6212,3657260
1212,6210,3633260,6212,3657260
1212,6210,3634070,6212,3658070
1212,6210,3635070,6212,3659070
1212,6210,3635880,6212,3659880
1212,6210,3636880,6212,3660880
1212,6210,3637350,6212,3661350
1212,6210,3638350,6212,3662350
1212,6210,3638670,6212,3662670
1212,6210,3638670,6212,3662670
1212,6210,3639670,6212,3663670
1212,6210,3640140,6212,3664140
1212,6210,3640460,6212,3664460
1212,6210,3641270,6212,3665270
1212,6210,3641740,6212,3665740
1212,6210,3642210,6212,3666210
1212,6210,3642440,6212,3666440
1212,6210,3642990,6212,3666990
1212,6210,3643220,6212,3667220
1212,6210,3643220,6212,3667220
1212,6210,3644030,6212,3668030
1212,6210,3644030,6212,3668030
1212,6210,3644350,6212,3668350
1212,6210,3645160,6212,3669160
1212,6210,3646160,6212,3670160
1212,6210,3646630,6212,3670630
1212,6210,3647100,6212,3671100
1212,6210,3647910,6212,3671910
1212,6210,3648390,6212,3672390
1212,6210,3648860,6212,3672860
1212,6210,3649670,6212,3673670
1212,6210,3649990,6212,3673990
1212,6210,3650460,6212,3674460
1212,6210,3650690,6212,3674690
1212,6210,3651690,6212,3675690
1212,6210,3652690,6212,3676690
1212,6210,3653500,6212,3677500
1212,6210,3654310,6212,3678310
1212,6210,3654580,6212,3678580
1212,6210,3655050,6212,3679050
1212,6210,3655700,6212,3679700
1212,6210,3655700,6212,3679700
1212,6210,3656700,6212,3680700
1212,6210,3656930,6212,3680930
1212,6210,3657740,6212,3681740
1212,6210,3657960,6212,3681960
1212,6210,3658430,6212,3682430
1212,6210,3658750,6212,3682750
1212,6210,3659750,6212,3683750
1212,6210,3660220,6212,3684220
1212,6210,3660690,6212,3684690
1212,6210,3661690,6212,3685690
1212,6210,3662160,6212,3686160
1212,6210,3663160,6212,3687160
1212,6210,3663970,6212,3687970
1212,6210,3664780,6212,3688780
1212,6210,3665250,6212,3689250
1212,6210,3665250,6212,3689250
1212,6210,3665570,6212,3689570
1212,6210,3666040,6212,3690040
1212,6210,3666850,6212,3690850
1212,6210,3667660,6212,3691660
1212,6210,3668130,6212,3692130
1212,6210,3668130,6212,3692130
1212,6210,3668600,6212,3692600
1212,6210,3669600,6212,3693600
1212,6210,3670600,6212,3694600
1212,6210,3671070,6212,3695070
1212,6210,3672070,6212,3696070
1212,6210,3673070,6212,3697070
1212,6210,3673070,6212,3697070
1212,6210,3673540,6212,3697540
1212,6210,3674540,6212,3698540
1212,6210,3675540,6212,3699540
1212,6210,3676540,6212,3700540
1212,6210,3677010,6212,3701010
1212,6210,3677480,6212,3701480
1212,6210,3677950,6212,3701950
1212,6210,3678410,6212,3702410
1212,6210,3678880,6212,3702880
1212,6210,3679350,6212,3703350
1212,6210,3679350,6212,3703350
1212,6210,3679670,6212,3703670
1212,6210,3680140,6212,3704140
1212,6210,3680950,6212,3704950
1212,6210,3681410,6212,3705410
1212,6210,3681880,6212,3705880
1212,6210,3682110,6212,3706110
1212,6210,3682340,6212,3706340
1212,6210,3682570,6212,3706570
1212,6210,3683040,6212,3707040
1212,6210,3683850,6212,3707850
1212,6210,3684500,6212,3708500
1212,6210,3684500,6212,3708500
1212,6210,3684500,6212,3708500
1212,6210,3685310,6212,3709310
1212,6210,3685960,6212,3709960
1212,6210,3686190,6212,3710190
1212,6210,3687000,6212,3711000
1212,6210,3687460,6212,3711460
1212,6210,3687690,6212,3711690
1212,6210,3688010,6212,3712010
1212,6210,3688820,6212,3712820
1212,6210,3688820,6212,3712820
1212,6210,3689290,6212,3713290
1212,6210,3689760,6212,3713760
1212,6210,3690570,6212,3714570
1212,6210,3691030,6212,3715030
1212,6210,3691030,6212,3715030
1212,6210,3691840,6212,3715840
1212,6210,3692840,6212,3716840
1212,6210,3693650,6212,3717650
1212,6210,3694460,6212,3718460
1212,6210,3694920,6212,3718920
1212,6210,3695730,6212,3719730
1212,6210,3696540,6212,3720540
1212,6210,3697010,6212,3721010
1212,6210,3697480,6212,3721480
1212,6210,3697950,6212,3721950
1212,6210,3697950,6212,3721950
1212,6210,3697950,6212,3721950
1212,6210,3698950,6212,3722950
1212,6210,3699600,6212,3723600
1212,6210,3700600,6212,3724600
1212,6210,3700600,6212,3724600
1212,6210,3700600,6212,3724600
1212,6210,3700970,6212,3724970
1212,6210,3701290,6212,3725290
1212,6210,3702100,6212,3726100
1212,6210,3702570,6212,3726570
1212,6210,3703380,6212,3727380
1212,6210,3704030,6212,3728030
1212,6210,3704350,6212,3728350
1212,6210,3705350,6212,3729350
1212,6210,3706160,6212,3730160
1212,6210,3706630,6212,3730630
1212,6210,3706850,6212,3730850
1212,6210,3707500,6212,3731500
1212,6210,3708310,6212,3732310
1212,6210,3709120,6212,3733120
1212,6210,3709710,6212,3733710
1212,6210,3709940,6212,3733940
1212,6210,3710100,6212,3734100
1212,6210,3710750,6212,3734750
1212,6210,3711750,6212,3735750
1212,6210,3712750,6212,3736750
1212,6210,3713750,6212,3737750
1212,6210,3714560,6212,3738560
1212,6210,3715030,6212,3739030
1212,6210,3715840,6212,3739840
1212,6210,3715840,6212,3739840
1212,6210,3716310,6212,3740310
1212,6210,3717310,6212,3741310
1212,6210,3718120,6212,3742120
1212,6210,3718440,6212,3742440
1212,6210,3719250,6212,3743250
1212,6210,3720250,6212,3744250
1212,6210,3721250,6212,3745250
1212,6210,3722060,6212,3746060
1212,6210,3722870,6212,3746870
1212,6210,3723340,6212,3747340
1212,6210,3724340,6212,3748340
1212,6210,3725150,6212,3749150
1212,6210,3725960,6212,3749960
1212,6210,3726330,6212,3750330
1212,6210,3727140,6212,3751140
1212,6210,3727140,6212,3751140
1212,6210,3728140,6212,3752140
1212,6210,3728460,6212,3752460
1212,6210,3728930,6212,3752930
1212,6210,3729250,6212,3753250
1212,6210,3729720,6212,3753720
1212,6210,3730530,6212,3754530
1212,6210,3731530,6212,3755530
1212,6210,3732340,6212,3756340
1212,6210,3732990,6212,3756990
1212,6210,3733990,6212,3757990
1212,6210,3734040,6212,3758040
1212,6210,3735040,6212,3759040
1212,6210,3736040,6212,3760040
1212,6210,3737040,6212,3761040
1212,6210,3737510,6212,3761510
1212,6210,3738510,6212,3762510
1212,6210,3738830,6212,3762830
1212,6210,3739830,6212,3763830
1212,6210,3739830,6212,3763830
1212,6210,3740300,6212,3764300
1212,6210,3741110,6212,3765110
1212,6210,3741270,6212,3765270
1212,6210,3742270,6212,3766270
1212,6210,3742590,6212,3766590
1212,6210,3742910,6212,3766910
1212,6210,3743720,6212,3767720
1212,6210,3744530,6212,3768530
1212,6210,3745180,6212,3769180
1212,6210,3745990,6212,3769990
1212,6210,3746460,6212,3770460
1212,6210,3747270,6212,3771270
1212,6210,3747590,6212,3771590
1212,6210,3748060,6212,3772060
1212,6210,3748530,6212,3772530
1212,6210,3749530,6212,3773530
1212,6210,3749760,6212,3773760
1212,6210,3749760,6212,3773760
1212,6210,3750760,6212,3774760
1212,6210,3751570,6212,3775570
1212,6210,3752380,6212,3776380
1212,6210,3752700,6212,3776700
1212,6210,3752700,6212,3776700
1212,6210,3753700,6212,3777700
1212,6210,3754510,6212,3778510
1212,6210,3755510,6212,3779510
1212,6210,3756510,6212,3780510
1212,6210,3757320,6212,3781320
1212,6210,3757780,6212,3781780
1212,6210,3758100,6212,3782100
1212,6210,3758100,6212,3782100
1212,6210,3759100,6212,3783100
1212,6210,3759420,6212,3783420
1212,6210,3759890,6212,3783890
1212,6210,3760360,6212,3784360
1212,6210,3760520,6212,3784520
1212,6210,3761520,6212,3785520
1212,6210,3761990,6212,3785990
1212,6210,3762990,6212,3786990
1212,6210,3763460,6212,3787460
1212,6210,3764460,6212,3788460
1212,6210,3764780,6212,3788780
1212,6210,3764780,6212,3788780
1212,6210,3765780,6212,3789780
1212,6210,3766150,6212,3790150
1212,6210,3766470,6212,3790470
1212,6210,3766940,6212,3790940
1212,6210,3767940,6212,3791940
1212,6210,3768940,6212,3792940
1212,6210,3768940,6212,3792940
1212,6210,3769750,6212,3793750
1212,6210,3769750,6212,3793750
1212,6210,3770400,6212,3794400
1212,6210,3770870,6212,3794870
1212,6210,3771190,6212,3795190
1212,6210,3771660,6212,3795660
1212,6210,3772470,6212,3796470
1212,6210,3773470,6212,3797470
1212,6210,3773940,6212,3797940
1212,6210,3773940,6212,3797940
1212,6210,3774260,6212,3798260
1212,6210,3774730,6212,3798730
1212,6210,3775050,6212,3799050
1212,6210,3776050,6212,3800050
1212,6210,3776860,6212,3800860
1212,6210,3776970,6212,3800970
1212,6210,3777970,6212,3801970
1212,6210,3778440,6212,3802440
1212,6210,3779250,6212,3803250
1212,6210,3779900,6212,3803900
1212,6210,3780900,6212,3804900
1212,6210,3781710,6212,3805710
1212,6210,3781710,6212,3805710
1212,6210,3782520,6212,3806520
1212,6210,3783330,6212,3807330
1212,6210,3784330,6212,3808330
1212,6210,3784980,6212,3808980
1212,6210,3785790,6212,3809790
1212,6210,3786260,6212,3810260
1212,6210,3786730,6212,3810730
1212,6210,3786730,6212,3810730
1212,6210,3787050,6212,3811050
1212,6210,3787520,6212,3811520
1212,6210,3788520,6212,3812520
1212,6210,3789520,6212,3813520
1212,6210,3790330,6212,3814330
1212,6210,3790330,6212,3814330
1212,6210,3791330,6212,3815330
1212,6210,3792330,6212,3816330
1212,6210,3793140,6212,3817140
1212,6210,3793950,6212,3817950
1212,6210,3793950,6212,3817950
1212,6210,3794760,6212,3818760
1212,6210,3795760,6212,3819760
1212,6210,3796760,6212,3820760
1212,6210,3797570,6212,3821570
1212,6210,3797570,6212,3821570
1212,6210,3797570,6212,3821570
1212,6210,3798570,6212,3822570
1212,6210,3798570,6212,3822570
1212,6210,3798890,6212,3822890
1212,6210,3799890,6212,3823890
1212,6210,3799890,6212,3823890
1212,6210,3800890,6212,3824890
1212,6210,3801360,6212,3825360
1212,6210,3802170,6212,3826170
1212,6210,3802820,6212,3826820
1212,6210,3803820,6212,3827820
1212,6210,3804820,6212,3828820
1212,6210,3805630,6212,3829630
1212,6210,3805630,6212,3829630
1212,6210,3806100,6212,3830100
1212,6210,3806100,6212,3830100
1212,6210,3806910,6212,3830910
1212,6210,3807380,6212,3831380
1212,6210,3807380,6212,3831380
1212,6210,3808380,6212,3832380
1212,6210,3809380,6212,3833380
1212,6210,3810190,6212,3834190
1212,6210,3810660,6212,3834660
1212,6210,3810980,6212,3834980
1212,6210,3811210,6212,3835210
1212,6210,3812210,6212,3836210
1212,6210,3812680,6212,3836680
1212,6210,3813490,6212,3837490
1212,6210,3813490,6212,3837490
1212,6210,3813960,6212,3837960
1212,6210,3813960,6212,3837960
1212,6210,3814770,6212,3838770
1212,6210,3815090,6212,3839090
1212,6210,3816090,6212,3840090
1212,6210,3816740,6212,3840740
1212,6210,3817550,6212,3841550
1212,6210,3818360,6212,3842360
1212,6210,3818520,6212,3842520
1212,6210,3819110,6212,3843110
1212,6210,3819920,6212,3843920
1212,6210,3820730,6212,3844730
1212,6210,3821380,6212,3845380
1212,6210,3821380,6212,3845380
1212,6210,3821850,6212,3845850
1212,6210,3822850,6212,3846850
1212,6210,3823320,6212,3847320
1212,6210,3823640,6212,3847640
1212,6210,3824640,6212,3848640
1212,6210,3825190,6212,3849190
1212,6210,3826000,6212,3850000
1212,6210,3827000,6212,3851000
1212,6210,3827810,6212,3851810
1212,6210,3828280,6212,3852280
1212,6210,3829280,6212,3853280
1212,6210,3830280,6212,3854280
1212,6210,3830510,6212,3854510
1212,6210,3830510,6212,3854510
1212,6210,3831510,6212,3855510
1212,6210,3831980,6212,3855980
1212,6210,3831980,6212,3855980
1212,6210,3831980,6212,3855980
1212,6210,3832300,6212,3856300
1212,6210,3833110,6212,3857110
1212,6210,3833110,6212,3857110
1212,6210,3833920,6212,3857920
1212,6210,3833920,6212,3857920
1212,6210,3834390,6212,3858390
1212,6210,3834860,6212,3858860
1212,6210,3835670,6212,3859670
1212,6210,3836480,6212,3860480
1212,6210,3836480,6212,3860480
1212,6210,3837290,6212,3861290
1212,6210,3837290,6212,3861290
1212,6210,3838290,6212,3862290
1212,6210,3839290,6212,3863290
1212,6210,3840100,6212,3864100
1212,6210,3840570,6212,3864570
1212,6210,3840570,6212,3864570
1212,6210,3841040,6212,3865040
1212,6210,3841510,6212,3865510
1212,6210,3842160,6212,3866160
1212,6210,3842630,6212,3866630
1212,6210,3843440,6212,3867440
1212,6210,3844250,6212,3868250
1212,6210,3844900,6212,3868900
1212,6210,3845550,6212,3869550
1212,6210,3846020,6212,3870020
1212,6210,3846240,6212,3870240
1212,6210,3847050,6212,3871050
1212,6210,3847050,6212,3871050
1212,6210,3847860,6212,3871860
1212,6210,3847970,6212,3871970
1212,6210,3848780,6212,3872780
1212,6210,3849590,6212,3873590
1212,6210,3850240,6212,3874240
1212,6210,3850710,6212,3874710
1212,6210,3851030,6212,3875030
1212,6210,3851490,6212,3875490
1212,6210,3852300,6212,3876300
1212,6210,3852770,6212,3876770
1212,6210,3853580,6212,3877580
1212,6210,3854130,6212,3878130
1212,6210,3854130,6212,3878130
1212,6210,3854130,6212,3878130
1212,6210,3854290,6212,3878290
1212,6210,3855290,6212,3879290
1212,6210,3856290,6212,3880290
1212,6210,3856760,6212,3880760
1212,6210,3857570,6212,3881570
1212,6210,3858380,6212,3882380
1212,6210,3859380,6212,3883380
1212,6210,3859850,6212,3883850
1212,6210,3860850,6212,3884850
1212,6210,3860850,6212,3884850
1212,6210,3860850,6212,3884850
1212,6210,3861660,6212,3885660
1212,6210,3862310,6212,3886310
1212,6210,3862780,6212,3886780
1212,6210,3863590,6212,3887590
1212,6210,3863590,6212,3887590
1212,6210,3864400,6212,3888400
1212,6210,3865210,6212,3889210
1212,6210,3866210,6212,3890210
1212,6210,3866760,6212,3890760
1212,6210,3866760,6212,3890760
1212,6210,3867570,6212,3891570
1212,6210,3868380,6212,3892380
1212,6210,3869030,6212,3893030
1212,6210,3869500,6212,3893500
1212,6210,3870500,6212,3894500
1212,6210,3871500,6212,3895500
1212,6210,3871500,6212,3895500
1212,6210,3871820,6212,3895820
1212,6210,3872630,6212,3896630
1212,6210,3873440,6212,3897440
1212,6210,3874250,6212,3898250
1212,6210,3874250,6212,3898250
1212,6210,3874720,6212,3898720
1212,6210,3875530,6212,3899530
1212,6210,3876180,6212,3900180
1212,6210,3876990,6212,3900990
1212,6210,3877990,6212,3901990
1212,6210,3877990,6212,3901990
1212,6210,3877990,6212,3901990
1212,6210,3878800,6212,3902800
1212,6210,3879270,6212,3903270
1212,6210,3879500,6212,3903500
1212,6210,3880310,6212,3904310
1212,6210,3880310,6212,3904310
1212,6210,3881120,6212,3905120
1212,6210,3881340,6212,3905340
1212,6210,3881930,6212,3905930
1212,6210,3882930,6212,3906930
1212,6210,3882930,6212,3906930
1212,6210,3883930,6212,3907930
1212,6210,3884580,6212,3908580
1212,6210,3885580,6212,3909580
1212,6210,3886390,6212,3910390
1212,6210,3886710,6212,3910710
1212,6210,3887710,6212,3911710
1212,6210,3888710,6212,3912710
1212,6210,3888710,6212,3912710
1212,6210,3889080,6212,3913080
1212,6210,3889080,6212,3913080
1212,6210,3889550,6212,3913550
1212,6210,3890020,6212,3914020
1212,6210,3890490,6212,3914490
1212,6210,3891300,6212,3915300
1212,6210,3891620,6212,3915620
1213,6212,3892430,6212,3916430
1213,6212,3892900,6212,3916900
1213,6212,3893900,6212,3917900
1213,6212,3894710,6212,3918710
1213,6212,3895710,6212,3919710
1213,6212,3896260,6212,3920260
1213,6212,3896310,6212,3920310
1213,6212,3897310,6212,3921310
1213,6212,3898120,6212,3922120
1213,6212,3898440,6212,3922440
1213,6212,3898440,6212,3922440
1213,6212,3898910,6212,3922910
1213,6212,3899910,6212,3923910
1213,6212,3900720,6212,3924720
1213,6212,3901180,6212,3925180
1213,6212,3901500,6212,3925500
1213,6212,3901820,6212,3925820
1213,6212,3902630,6212,3926630
1213,6212,3903100,6212,3927100
1213,6212,3903910,6212,3927910
1213,6212,3904560,6212,3928560
1213,6212,3905560,6212,3929560
1213,6212,3905560,6212,3929560
1213,6212,3906150,6212,3930150
1213,6212,3907150,6212,3931150
1213,6212,3908150,6212,3932150
1213,6212,3908150,6212,3932150
1213,6212,3908470,6212,3932470
1213,6212,3909120,6212,3933120
1213,6212,3909120,6212,3933120
1213,6212,3910120,6212,3934120
1213,6212,3911120,6212,3935120
1213,6212,3911930,6212,3935930
1213,6212,3912400,6212,3936400
1213,6212,3913210,6212,3937210
1213,6212,3913210,6212,3937210
1213,6212,3914210,6212,3938210
1213,6212,3914860,6212,3938860
1213,6212,3915860,6212,3939860
1213,6212,3915860,6212,3939860
1213,6212,3916330,6212,3940330
1213,6212,3916790,6212,3940790
1213,6212,3917260,6212,3941260
1213,6212,3918070,6212,3942070
1213,6212,3918880,6212,3942880
1213,6212,3919690,6212,3943690
1213,6212,3920010,6212,3944010
1213,6212,3920120,6212,3944120
1213,6212,3920770,6212,3944770
1213,6212,3921580,6212,3945580
1213,6212,3922390,6212,3946390
1213,6212,3922860,6212,3946860
1213,6212,3923670,6212,3947670
1213,6212,3924150,6212,3948150
1213,6212,3925150,6212,3949150
1213,6212,3926150,6212,3950150
1213,6212,3926620,6212,3950620
1213,6212,3927090,6212,3951090
1213,6212,3927900,6212,3951900
1213,6212,3928710,6212,3952710
1213,6212,3929520,6212,3953520
1213,6212,3930520,6212,3954520
1213,6212,3930680,6212,3954680
1213,6212,3931490,6212,3955490
1213,6212,3931970,6212,3955970
1213,6212,3932970,6212,3956970
1213,6212,3932970,6212,3956970
1213,6212,3933620,6212,3957620
1213,6212,3934620,6212,3958620
1213,6212,3935430,6212,3959430
1213,6212,3935430,6212,3959430
1213,6212,3936430,6212,3960430
1213,6212,3936900,6212,3960900
1213,6212,3937900,6212,3961900
1213,6212,3938360,6212,3962360
1213,6212,3938680,6212,3962680
1213,6212,3939680,6212,3963680
1213,6212,3939680,6212,3963680
1213,6212,3940490,6212,3964490
1213,6212,3940960,6212,3964960
1213,6212,3940960,6212,3964960
1213,6212,3941430,6212,3965430
1213,6212,3941900,6212,3965900
1213,6212,3942370,6212,3966370
1213,6212,3943370,6212,3967370
1213,6212,3943370,6212,3967370
1213,6212,3944370,6212,3968370
1213,6212,3944600,6212,3968600
1213,6212,3945600,6212,3969600
1213,6212,3946600,6212,3970600
1213,6212,3947410,6212,3971410
1213,6212,3948220,6212,3972220
1213,6212,3949220,6212,3973220
1213,6212,3949540,6212,3973540
1213,6212,3950090,6212,3974090
1213,6212,3951090,6212,3975090
1213,6212,3951090,6212,3975090
1213,6212,3952090,6212,3976090
1213,6212,3953090,6212,3977090
1213,6212,3953550,6212,3977550
1213,6212,3954550,6212,3978550
1213,6212,3954780,6212,3978780
1213,6212,3955250,6212,3979250
1213,6212,3955720,6212,3979720
1213,6212,3956310,6212,3980310
1213,6212,3956680,6212,3980680
1213,6212,3957490,6212,3981490
1213,6212,3957950,6212,3981950
1213,6212,3958760,6212,3982760
1213,6212,3959570,6212,3983570
1213,6212,3960380,6212,3984380
1213,6212,3960970,6212,3984970
1213,6212,3961320,6212,3985320
1213,6212,3961480,6212,3985480
1213,6212,3962130,6212,3986130
1213,6212,3962500,6212,3986500
1213,6212,3963310,6212,3987310
1213,6212,3963310,6212,3987310
1213,6212,3964310,6212,3988310
1213,6212,3964780,6212,3988780
1213,6212,3964780,6212,3988780
1213,6212,3965590,6212,3989590
1213,6212,3965590,6212,3989590
1213,6212,3966590,6212,3990590
1213,6212,3967240,6212,3991240
1213,6212,3967710,6212,3991710
1213,6212,3968180,6212,3992180
1213,6212,3969180,6212,3993180
1213,6212,3969640,6212,3993640
1213,6212,3970640,6212,3994640
1213,6212,3971450,6212,3995450
1213,6212,3972260,6212,3996260
1213,6212,3972910,6212,3996910
1213,6212,3973460,6212,3997460
1213,6212,3974270,6212,3998270
1213,6212,3975270,6212,3999270
1213,6212,3975270,6212,3999270
1213,6212,3975270,6212,3999270
1213,6212,3975920,6212,3999920
1213,6212,3976730,6212,4000730
1213,6212,3976890,6212,4000890
1213,6212,3977360,6212,4001360
1213,6212,3978170,6212,4002170
1213,6212,3978980,6212,4002980
1213,6212,3979450,6212,4003450
1213,6212,3979920,6212,4003920
1213,6212,3980240,6212,4004240
1213,6212,3980710,6212,4004710
1213,6212,3981710,6212,4005710
1213,6212,3981940,6212,4005940
1213,6212,3982940,6212,4006940
1213,6212,3983750,6212,4007750
1213,6212,3984750,6212,4008750
1213,6212,3984910,6212,4008910
1213,6212,3985380,6212,4009380
1213,6212,3986380,6212,4010380
1213,6212,3986540,6212,4010540
1213,6212,3987540,6212,4011540
1213,6212,3988350,6212,4012350
1213,6212,3989160,6212,4013160
1213,6212,3989970,6212,4013970
1213,6212,3989970,6212,4013970
1213,6212,3989970,6212,4013970
1213,6212,3990080,6212,4014080
1213,6212,3992080,6212,4016080
1213,6212,3992080,6212,4016080
1213,6212,3992400,6212,4016400
1213,6212,3992620,6212,4016620
1213,6212,3993620,6212,4017620
1213,6212,3994430,6212,4018430
1213,6212,3995430,6212,4019430
1213,6212,3995750,6212,4019750
1213,6212,3996070,6212,4020070
1213,6212,3996880,6212,4020880
1213,6212,3997690,6212,4021690
1213,6212,3998240,6212,4022240
1213,6212,3999050,6212,4023050
1213,6212,3999520,6212,4023520
1213,6212,4000170,6212,4024170
1213,6212,4000170,6212,4024170
1213,6212,4000980,6212,4024980
1213,6212,4001450,6212,4025450
1213,6212,4002450,6212,4026450
1213,6212,4003260,6212,4027260
1213,6212,4003730,6212,4027730
1213,6212,4003730,6212,4027730
1213,6212,4003950,6212,4027950
1213,6212,4004420,6212,4028420
1213,6212,4005420,6212,4029420
1213,6212,4006010,6212,4030010
1213,6212,4006480,6212,4030480
1213,6212,4006850,6212,4030850
1213,6212,4007660,6212,4031660
1213,6212,4008660,6212,4032660
1213,6212,4008980,6212,4032980
1213,6212,4009450,6212,4033450
1213,6212,4009920,6212,4033920
1213,6212,4010920,6212,4034920
1213,6212,4011730,6212,4035730
1213,6212,4012100,6212,4036100
1213,6212,4012100,6212,4036100
1213,6212,4013100,6212,4037100
1213,6212,4013100,6212,4037100
1213,6212,4013650,6212,4037650
1213,6212,4014650,6212,4038650
1213,6212,4015650,6212,4039650
1213,6212,4016460,6212,4040460
1213,6212,4016920,6212,4040920
1213,6212,4017920,6212,4041920
1213,6212,4017920,6212,4041920
1213,6212,4018240,6212,4042240
1213,6212,4019240,6212,4043240
1213,6212,4019890,6212,4043890
1213,6212,4019890,6212,4043890
1213,6212,4020540,6212,4044540
1213,6212,4021350,6212,4045350
1213,6212,4021350,6212,4045350
1213,6212,4022350,6212,4046350
1213,6212,4022820,6212,4046820
1213,6212,4023820,6212,4047820
1213,6212,4023820,6212,4047820
1213,6212,4024050,6212,4048050
1213,6212,4024050,6212,4048050
1213,6212,4024860,6212,4048860
1213,6212,4025860,6212,4049860
1213,6212,4026860,6212,4050860
1213,6212,4027670,6212,4051670
1213,6212,4028140,6212,4052140
1213,6212,4028510,6212,4052510
1213,6212,4029510,6212,4053510
1213,6212,4029980,6212,4053980
1213,6212,4030450,6212,4054450
1213,6212,4031100,6212,4055100
1213,6212,4031650,6212,4055650
1213,6212,4032650,6212,4056650
1213,6212,4033120,6212,4057120
1213,6212,4033930,6212,4057930
1213,6212,4034930,6212,4058930
1213,6212,4035250,6212,4059250
1213,6212,4035720,6212,4059720
1213,6212,4035950,6212,4059950
1213,6212,4036420,6212,4060420
1213,6212,4036890,6212,4060890
1213,6212,4037890,6212,4061890
1213,6212,4038350,6212,4062350
1213,6212,4038940,6212,4062940
1213,6212,4039940,6212,4063940
1213,6212,4040750,6212,4064750
1213,6212,4041560,6212,4065560
1213,6212,4042020,6212,4066020
1213,6212,4043020,6212,4067020
1213,6212,4044020,6212,4068020
1213,6212,4045020,6212,4069020
1213,6212,4045020,6212,4069020
1213,6212,4046020,6212,4070020
1213,6212,4046490,6212,4070490
1213,6212,4046960,6212,4070960
1213,6212,4047960,6212,4071960
1213,6212,4048280,6212,4072280
1213,6212,4048440,6212,4072440
1213,6212,4048440,6212,4072440
1213,6212,4049440,6212,4073440
1213,6212,4050250,6212,4074250
1213,6212,4050250,6212,4074250
1213,6212,4050250,6212,4074250
1213,6212,4050720,6212,4074720
1213,6212,4051530,6212,4075530
1213,6212,4052340,6212,4076340
1213,6212,4053150,6212,4077150
1213,6212,4053620,6212,4077620
1213,6212,4054090,6212,4078090
1213,6212,4054090,6212,4078090
1213,6212,4055090,6212,4079090
1213,6212,4055090,6212,4079090
1213,6212,4055900,6212,4079900
1213,6212,4056900,6212,4080900
1213,6212,4056900,6212,4080900
1213,6212,4057370,6212,4081370
1213,6212,4057840,6212,4081840
1213,6212,4058840,6212,4082840
1213,6212,4059160,6212,4083160
1213,6212,4059970,6212,4083970
1213,6212,4060970,6212,4084970
1213,6212,4060970,6212,4084970
1213,6212,4061780,6212,4085780
1213,6212,4062780,6212,4086780
1213,6212,4063010,6212,4087010
1213,6212,4063480,6212,4087480
1213,6212,4063800,6212,4087800
1213,6212,4064610,6212,4088610
