ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_107d-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_nodes,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_107d-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpus,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_107d-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-used_gpu_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_107d-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-total_gpus,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_107d-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-arrived_gpu_milli
1125,5772,1731760,6212,1731760
1125,5772,1731760,6212,1731760
1125,5772,1732220,6212,1732220
1125,5772,1733220,6212,1733220
1126,5780,1734030,6212,1734030
1126,5780,1735030,6212,1735030
1126,5780,1735840,6212,1735840
1126,5780,1736070,6212,1736070
1126,5780,1736300,6212,1736300
1126,5780,1736300,6212,1736300
1126,5780,1737300,6212,1737300
1126,5780,1737770,6212,1737770
1126,5780,1738770,6212,1738770
1126,5780,1739240,6212,1739240
1126,5780,1739710,6212,1739710
1126,5780,1739870,6212,1739870
1126,5780,1740340,6212,1740340
1126,5780,1740990,6212,1740990
1126,5780,1741800,6212,1741800
1126,5780,1741800,6212,1741800
1126,5780,1742800,6212,1742800
1126,5780,1743260,6212,1743260
1126,5780,1744070,6212,1744070
1126,5780,1745070,6212,1745070
1127,5788,1745390,6212,1745390
1127,5788,1746390,6212,1746390
1127,5788,1746710,6212,1746710
1127,5788,1747300,6212,1747300
1127,5788,1747300,6212,1747300
1127,5788,1747770,6212,1747770
1127,5788,1748240,6212,1748240
1127,5788,1749240,6212,1749240
1127,5788,1750050,6212,1750050
1127,5788,1750520,6212,1750520
1127,5788,1750520,6212,1750520
1127,5788,1750520,6212,1750520
1127,5788,1751070,6212,1751070
1127,5788,1751540,6212,1751540
1127,5788,1752540,6212,1752540
1127,5788,1752540,6212,1752540
1127,5788,1753350,6212,1753350
1127,5788,1753350,6212,1753350
1127,5788,1753580,6212,1753580
1127,5788,1754580,6212,1754580
1127,5788,1754580,6212,1754580
1127,5788,1755390,6212,1755390
1127,5788,1756200,6212,1756200
1127,5788,1756200,6212,1756200
1127,5788,1757200,6212,1757200
1128,5796,1757850,6212,1757850
1128,5796,1758660,6212,1758660
1128,5796,1758660,6212,1758660
1128,5796,1759130,6212,1759130
1128,5796,1759940,6212,1759940
1128,5796,1759940,6212,1759940
1128,5796,1759940,6212,1759940
1128,5796,1760750,6212,1760750
1128,5796,1761220,6212,1761220
1128,5796,1761690,6212,1761690
1128,5796,1762160,6212,1762160
1128,5796,1762630,6212,1762630
1128,5796,1763440,6212,1763440
1128,5796,1763440,6212,1763440
1128,5796,1764090,6212,1764090
1128,5796,1765090,6212,1765090
1128,5796,1766090,6212,1766090
1128,5796,1767090,6212,1767090
1128,5796,1767560,6212,1767560
1128,5796,1768370,6212,1768370
1129,5804,1769370,6212,1769370
1129,5804,1770180,6212,1770180
1129,5804,1770500,6212,1770500
1129,5804,1770970,6212,1770970
1129,5804,1771440,6212,1771440
1129,5804,1772440,6212,1772440
1129,5804,1772440,6212,1772440
1129,5804,1773250,6212,1773250
1129,5804,1774250,6212,1774250
1129,5804,1775250,6212,1775250
1129,5804,1775570,6212,1775570
1129,5804,1776040,6212,1776040
1129,5804,1777040,6212,1777040
1129,5804,1778040,6212,1778040
1129,5804,1778850,6212,1778850
1129,5804,1779440,6212,1779440
1129,5804,1780250,6212,1780250
1129,5804,1781250,6212,1781250
1130,5806,1781570,6212,1781570
1131,5808,1782380,6212,1782380
1132,5816,1783190,6212,1783190
1133,5818,1783740,6212,1783740
1133,5818,1783960,6212,1783960
1133,5818,1784770,6212,1784770
1133,5818,1785580,6212,1785580
1133,5818,1785580,6212,1785580
1133,5818,1785810,6212,1785810
1133,5818,1786280,6212,1786280
1133,5818,1786280,6212,1786280
1133,5818,1787280,6212,1787280
1133,5818,1788280,6212,1788280
1133,5818,1789090,6212,1789090
1133,5818,1789410,6212,1789410
1133,5818,1790410,6212,1790410
1133,5818,1790410,6212,1790410
1133,5818,1791000,6212,1791000
1133,5818,1791000,6212,1791000
1133,5818,1791320,6212,1791320
1133,5818,1791790,6212,1791790
1133,5818,1791790,6212,1791790
1133,5818,1792160,6212,1792160
1133,5818,1792810,6212,1792810
1133,5818,1793620,6212,1793620
1133,5818,1794080,6212,1794080
1133,5818,1794730,6212,1794730
1133,5818,1795540,6212,1795540
1133,5818,1796350,6212,1796350
1133,5818,1796350,6212,1796350
1133,5818,1797160,6212,1797160
1133,5818,1797630,6212,1797630
1133,5818,1798180,6212,1798180
1134,5820,1798650,6212,1798650
1134,5820,1798650,6212,1798650
1134,5820,1799460,6212,1799460
1134,5820,1800270,6212,1800270
1134,5820,1800270,6212,1800270
1134,5820,1800590,6212,1800590
1134,5820,1800910,6212,1800910
1135,5821,1801720,6212,1801720
1135,5821,1801720,6212,1801720
1135,5821,1802190,6212,1802190
1135,5821,1803190,6212,1803190
1136,5823,1804190,6212,1804190
1136,5823,1805190,6212,1805190
1136,5823,1806190,6212,1806190
1136,5823,1806780,6212,1806780
1136,5823,1807000,6212,1807000
1136,5823,1808000,6212,1808000
1136,5823,1809000,6212,1809000
1136,5823,1809810,6212,1809810
1136,5823,1810280,6212,1810280
1136,5823,1810750,6212,1810750
1136,5823,1810860,6212,1810860
1136,5823,1811090,6212,1811090
1136,5823,1811900,6212,1811900
1136,5823,1812370,6212,1812370
1136,5823,1813020,6212,1813020
1137,5831,1814020,6212,1814020
1137,5831,1814020,6212,1814020
1137,5831,1814180,6212,1814180
1137,5831,1814180,6212,1814180
1137,5831,1814180,6212,1814180
1137,5831,1814180,6212,1814180
1137,5831,1814180,6212,1814180
1137,5831,1815180,6212,1815180
1137,5831,1816180,6212,1816180
1137,5831,1816650,6212,1816650
1137,5831,1817120,6212,1817120
1137,5831,1817440,6212,1817440
1137,5831,1817910,6212,1817910
1137,5831,1818910,6212,1818910
1137,5831,1819380,6212,1819380
1137,5831,1820190,6212,1820190
1137,5831,1820350,6212,1820350
1137,5831,1821350,6212,1821350
1137,5831,1821670,6212,1821670
1137,5831,1821670,6212,1821670
1138,5833,1821890,6212,1821890
1138,5833,1822360,6212,1822360
1138,5833,1823360,6212,1823360
1138,5833,1824360,6212,1824360
1138,5833,1825010,6212,1825010
1138,5833,1825820,6212,1825820
1138,5833,1826820,6212,1826820
1138,5833,1827050,6212,1827050
1139,5841,1828050,6212,1828050
1139,5841,1829050,6212,1829050
1139,5841,1830050,6212,1830050
1139,5841,1831050,6212,1831050
1139,5841,1831050,6212,1831050
1139,5841,1832050,6212,1832050
1139,5841,1832860,6212,1832860
1140,5849,1833860,6212,1833860
1140,5849,1834860,6212,1834860
1140,5849,1835670,6212,1835670
1140,5849,1835990,6212,1835990
1140,5849,1836450,6212,1836450
1140,5849,1836450,6212,1836450
1140,5849,1837040,6212,1837040
1140,5849,1837040,6212,1837040
1140,5849,1837360,6212,1837360
1140,5849,1838170,6212,1838170
1140,5849,1838720,6212,1838720
1140,5849,1839370,6212,1839370
1140,5849,1839840,6212,1839840
1140,5849,1840840,6212,1840840
1140,5849,1841650,6212,1841650
1140,5849,1841760,6212,1841760
1140,5849,1842760,6212,1842760
1140,5849,1843760,6212,1843760
1140,5849,1844760,6212,1844760
1140,5849,1845760,6212,1845760
1140,5849,1846570,6212,1846570
1140,5849,1847160,6212,1847160
1140,5849,1847970,6212,1847970
1140,5849,1848440,6212,1848440
1140,5849,1849250,6212,1849250
1141,5851,1850250,6212,1850250
1141,5851,1851060,6212,1851060
1142,5853,1851060,6212,1851060
1142,5853,1851870,6212,1851870
1142,5853,1852190,6212,1852190
1142,5853,1852660,6212,1852660
1142,5853,1853660,6212,1853660
1143,5861,1854660,6212,1854660
1143,5861,1855130,6212,1855130
1143,5861,1855940,6212,1855940
1143,5861,1856420,6212,1856420
1143,5861,1856890,6212,1856890
1144,5869,1857890,6212,1857890
1144,5869,1858890,6212,1858890
1144,5869,1859890,6212,1859890
1144,5869,1860890,6212,1860890
1144,5869,1861700,6212,1861700
1144,5869,1862700,6212,1862700
1144,5869,1863700,6212,1863700
1144,5869,1864020,6212,1864020
1145,5871,1864830,6212,1864830
1145,5871,1864830,6212,1864830
1146,5879,1865290,6212,1865290
1146,5879,1866100,6212,1866100
1146,5879,1866100,6212,1866100
1146,5879,1867100,6212,1867100
1146,5879,1868100,6212,1868100
1146,5879,1868100,6212,1868100
1146,5879,1868570,6212,1868570
1146,5879,1869380,6212,1869380
1146,5879,1870380,6212,1870380
1146,5879,1870600,6212,1870600
1146,5879,1870760,6212,1870760
1146,5879,1870760,6212,1870760
1147,5881,1871760,6212,1871760
1147,5881,1872240,6212,1872240
1147,5881,1872240,6212,1872240
1147,5881,1873240,6212,1873240
1147,5881,1873240,6212,1873240
1147,5881,1873710,6212,1873710
1147,5881,1874710,6212,1874710
1147,5881,1875710,6212,1875710
1147,5881,1876030,6212,1876030
1147,5881,1876400,6212,1876400
1147,5881,1877210,6212,1877210
1147,5881,1877370,6212,1877370
1147,5881,1878180,6212,1878180
1147,5881,1878990,6212,1878990
1147,5881,1879990,6212,1879990
1147,5881,1880800,6212,1880800
1147,5881,1880800,6212,1880800
1147,5881,1881030,6212,1881030
1147,5881,1882030,6212,1882030
1147,5881,1882030,6212,1882030
1147,5881,1882840,6212,1882840
1147,5881,1883310,6212,1883310
1147,5881,1884120,6212,1884120
1147,5881,1884590,6212,1884590
1147,5881,1885590,6212,1885590
1147,5881,1885590,6212,1885590
1148,5883,1886400,6212,1886400
1148,5883,1887050,6212,1887050
1148,5883,1887520,6212,1887520
1148,5883,1888170,6212,1888170
1149,5891,1888980,6212,1888980
1149,5891,1889210,6212,1889210
1149,5891,1889680,6212,1889680
1149,5891,1890330,6212,1890330
1149,5891,1891330,6212,1891330
1149,5891,1892330,6212,1892330
1149,5891,1893140,6212,1893140
1150,5899,1894140,6212,1894140
1150,5899,1894600,6212,1894600
1150,5899,1894970,6212,1894970
1150,5899,1895130,6212,1895130
1151,5901,1896130,6212,1896130
1151,5901,1896780,6212,1896780
1151,5901,1897250,6212,1897250
1151,5901,1897900,6212,1897900
1151,5901,1898370,6212,1898370
1151,5901,1899370,6212,1899370
1151,5901,1900370,6212,1900370
1151,5901,1901180,6212,1901180
1151,5901,1901990,6212,1901990
1151,5901,1902990,6212,1902990
1151,5901,1903800,6212,1903800
1151,5901,1904610,6212,1904610
1151,5901,1905420,6212,1905420
1151,5901,1905420,6212,1905420
1151,5901,1905880,6212,1905880
1151,5901,1906880,6212,1906880
1151,5901,1907350,6212,1907350
1151,5901,1907670,6212,1907670
1152,5909,1915670,6212,1915670
1152,5909,1915670,6212,1915670
1152,5909,1915670,6212,1915670
1153,5917,1916670,6212,1916670
1153,5917,1917320,6212,1917320
1153,5917,1918130,6212,1918130
1153,5917,1918600,6212,1918600
1153,5917,1919070,6212,1919070
1153,5917,1920070,6212,1920070
1153,5917,1920880,6212,1920880
1153,5917,1921200,6212,1921200
1153,5917,1922200,6212,1922200
1153,5917,1922430,6212,1922430
1153,5917,1922750,6212,1922750
1153,5917,1923210,6212,1923210
1153,5917,1924020,6212,1924020
1153,5917,1924830,6212,1924830
1153,5917,1925640,6212,1925640
1153,5917,1926450,6212,1926450
1153,5917,1927000,6212,1927000
1153,5917,1927810,6212,1927810
1153,5917,1928280,6212,1928280
1153,5917,1929090,6212,1929090
1154,5919,1929740,6212,1929740
1155,5921,1930210,6212,1930210
1155,5921,1930580,6212,1930580
1155,5921,1931580,6212,1931580
1155,5921,1932390,6212,1932390
1155,5921,1933390,6212,1933390
1155,5921,1934040,6212,1934040
1155,5921,1934510,6212,1934510
1155,5921,1934830,6212,1934830
1155,5921,1935640,6212,1935640
1155,5921,1935870,6212,1935870
1155,5921,1936870,6212,1936870
1155,5921,1937870,6212,1937870
1155,5921,1937870,6212,1937870
1155,5921,1938680,6212,1938680
1155,5921,1939490,6212,1939490
1155,5921,1940300,6212,1940300
1155,5921,1940760,6212,1940760
1155,5921,1941570,6212,1941570
1155,5921,1942380,6212,1942380
1155,5921,1942850,6212,1942850
1155,5921,1943660,6212,1943660
1155,5921,1944660,6212,1944660
1155,5921,1945470,6212,1945470
1155,5921,1946470,6212,1946470
1155,5921,1947470,6212,1947470
1155,5921,1948280,6212,1948280
1155,5921,1948600,6212,1948600
1155,5921,1948830,6212,1948830
1156,5929,1949150,6212,1949150
1156,5929,1949470,6212,1949470
1156,5929,1949840,6212,1949840
1156,5929,1950840,6212,1950840
1156,5929,1951650,6212,1951650
1156,5929,1952110,6212,1952110
1156,5929,1952110,6212,1952110
1156,5929,1952110,6212,1952110
1156,5929,1952340,6212,1952340
1157,5937,1952810,6212,1952810
1157,5937,1953130,6212,1953130
1157,5937,1953130,6212,1953130
1157,5937,1953940,6212,1953940
1157,5937,1954170,6212,1954170
1157,5937,1954490,6212,1954490
1157,5937,1954810,6212,1954810
1157,5937,1955130,6212,1955130
1157,5937,1956130,6212,1956130
1157,5937,1956130,6212,1956130
1157,5937,1956450,6212,1956450
1157,5937,1956910,6212,1956910
1157,5937,1957230,6212,1957230
1158,5945,1958230,6212,1958230
1158,5945,1958230,6212,1958230
1158,5945,1959230,6212,1959230
1158,5945,1960230,6212,1960230
1158,5945,1960880,6212,1960880
1158,5945,1961340,6212,1961340
1158,5945,1962150,6212,1962150
1158,5945,1963150,6212,1963150
1158,5945,1963800,6212,1963800
1158,5945,1964450,6212,1964450
1159,5953,1965450,6212,1965450
1159,5953,1965450,6212,1965450
1159,5953,1965450,6212,1965450
1160,5961,1965770,6212,1965770
1160,5961,1966580,6212,1966580
1160,5961,1967390,6212,1967390
1160,5961,1968040,6212,1968040
1160,5961,1968510,6212,1968510
1160,5961,1969320,6212,1969320
1160,5961,1969320,6212,1969320
1160,5961,1970130,6212,1970130
1160,5961,1970450,6212,1970450
1160,5961,1970680,6212,1970680
1161,5969,1971680,6212,1971680
1161,5969,1972490,6212,1972490
1161,5969,1973490,6212,1973490
1161,5969,1974300,6212,1974300
1162,5973,1974770,6212,1974770
1162,5973,1975770,6212,1975770
1162,5973,1975770,6212,1975770
1162,5973,1976580,6212,1976580
1162,5973,1976900,6212,1976900
1162,5973,1977370,6212,1977370
1162,5973,1978370,6212,1978370
1162,5973,1978370,6212,1978370
1162,5973,1979180,6212,1979180
1162,5973,1979990,6212,1979990
1162,5973,1980150,6212,1980150
1162,5973,1980960,6212,1980960
1162,5973,1980960,6212,1980960
1162,5973,1981610,6212,1981610
1162,5973,1982420,6212,1982420
1162,5973,1983420,6212,1983420
1162,5973,1983890,6212,1983890
1162,5973,1984890,6212,1984890
1162,5973,1985120,6212,1985120
1162,5973,1985930,6212,1985930
1162,5973,1986930,6212,1986930
1162,5973,1987740,6212,1987740
1162,5973,1988740,6212,1988740
1162,5973,1989210,6212,1989210
1162,5973,1990020,6212,1990020
1162,5973,1991020,6212,1991020
1162,5973,1991490,6212,1991490
1162,5973,1992300,6212,1992300
1162,5973,1992770,6212,1992770
1162,5973,1993770,6212,1993770
1162,5973,1994580,6212,1994580
1162,5973,1995390,6212,1995390
1162,5973,1996200,6212,1996200
1162,5973,1996640,6212,1996640
1162,5973,1996960,6212,1996960
1162,5973,1997960,6212,1997960
1162,5973,1998960,6212,1998960
1162,5973,1999960,6212,1999960
1162,5973,2000420,6212,2000420
1162,5973,2000890,6212,2000890
1162,5973,2001700,6212,2001700
1162,5973,2002160,6212,2002160
1162,5973,2003160,6212,2003160
1162,5973,2004160,6212,2004160
1162,5973,2004970,6212,2004970
1162,5973,2005970,6212,2005970
1162,5973,2006970,6212,2006970
1162,5973,2007970,6212,2007970
1162,5973,2007970,6212,2007970
1162,5973,2008290,6212,2008290
1162,5973,2008290,6212,2008290
1162,5973,2008660,6212,2008660
1162,5973,2009470,6212,2009470
1162,5973,2010470,6212,2010470
1162,5973,2010940,6212,2010940
1162,5973,2011590,6212,2011590
1162,5973,2012400,6212,2012400
1162,5973,2013210,6212,2013210
1162,5973,2014210,6212,2014210
1162,5973,2014580,6212,2014580
1162,5973,2015050,6212,2015050
1162,5973,2015210,6212,2015210
1162,5973,2015430,6212,2015430
1162,5973,2016430,6212,2016430
1162,5973,2017240,6212,2017240
1163,5974,2017710,6212,2017710
1163,5974,2018520,6212,2018520
1163,5974,2019170,6212,2019170
1163,5974,2019400,6212,2019400
1163,5974,2020400,6212,2020400
1164,5982,2021400,6212,2021400
1164,5982,2021720,6212,2021720
1164,5982,2022530,6212,2022530
1164,5982,2022850,6212,2022850
1164,5982,2023320,6212,2023320
1164,5982,2024130,6212,2024130
1164,5982,2024600,6212,2024600
1164,5982,2024600,6212,2024600
1164,5982,2025410,6212,2025410
1164,5982,2026410,6212,2026410
1164,5982,2026960,6212,2026960
1164,5982,2026960,6212,2026960
1164,5982,2027960,6212,2027960
1164,5982,2028770,6212,2028770
1164,5982,2029770,6212,2029770
1164,5982,2030770,6212,2030770
1164,5982,2031240,6212,2031240
1164,5982,2032240,6212,2032240
1164,5982,2033240,6212,2033240
1164,5982,2033700,6212,2033700
1164,5982,2034350,6212,2034350
1164,5982,2035160,6212,2035160
1164,5982,2035480,6212,2035480
1164,5982,2036480,6212,2036480
1164,5982,2036480,6212,2036480
1164,5982,2037290,6212,2037290
1164,5982,2037610,6212,2037610
1164,5982,2037830,6212,2037830
1164,5982,2038640,6212,2038640
1164,5982,2038640,6212,2038640
1164,5982,2039290,6212,2039290
1164,5982,2039510,6212,2039510
1164,5982,2039510,6212,2039510
1164,5982,2040320,6212,2040320
1164,5982,2041320,6212,2041320
1164,5982,2041790,6212,2041790
1164,5982,2042600,6212,2042600
1165,5984,2043190,6212,2043190
1165,5984,2044190,6212,2044190
1165,5984,2044660,6212,2044660
1165,5984,2045660,6212,2045660
1165,5984,2045980,6212,2045980
1165,5984,2046140,6212,2046140
1165,5984,2047140,6212,2047140
1165,5984,2047370,6212,2047370
1165,5984,2047840,6212,2047840
1165,5984,2048490,6212,2048490
1165,5984,2049490,6212,2049490
1165,5984,2049960,6212,2049960
1165,5984,2050770,6212,2050770
1165,5984,2051770,6212,2051770
1166,5992,2052770,6212,2052770
1166,5992,2053240,6212,2053240
1166,5992,2053890,6212,2053890
1166,5992,2054360,6212,2054360
1166,5992,2054830,6212,2054830
1166,5992,2055640,6212,2055640
1166,5992,2055960,6212,2055960
1166,5992,2056770,6212,2056770
1166,5992,2056770,6212,2056770
1166,5992,2057580,6212,2057580
1166,5992,2057580,6212,2057580
1166,5992,2058050,6212,2058050
1166,5992,2058860,6212,2058860
1166,5992,2059860,6212,2059860
1166,5992,2060330,6212,2060330
1166,5992,2060800,6212,2060800
1166,5992,2061800,6212,2061800
1166,5992,2062260,6212,2062260
1166,5992,2062910,6212,2062910
1166,5992,2063910,6212,2063910
1166,5992,2064380,6212,2064380
1167,6000,2064840,6212,2064840
1167,6000,2065650,6212,2065650
1167,6000,2066650,6212,2066650
1167,6000,2066790,6212,2066790
1167,6000,2067110,6212,2067110
1167,6000,2067760,6212,2067760
1167,6000,2068570,6212,2068570
1167,6000,2069570,6212,2069570
1167,6000,2070040,6212,2070040
1167,6000,2071040,6212,2071040
1167,6000,2071690,6212,2071690
1167,6000,2072160,6212,2072160
1167,6000,2072630,6212,2072630
1167,6000,2072850,6212,2072850
1167,6000,2072850,6212,2072850
1167,6000,2073850,6212,2073850
1167,6000,2074660,6212,2074660
1167,6000,2075310,6212,2075310
1167,6000,2075960,6212,2075960
1167,6000,2076430,6212,2076430
1167,6000,2077240,6212,2077240
1167,6000,2078240,6212,2078240
1167,6000,2078240,6212,2078240
1167,6000,2079240,6212,2079240
1167,6000,2079240,6212,2079240
1167,6000,2080050,6212,2080050
1167,6000,2080520,6212,2080520
1167,6000,2080990,6212,2080990
1167,6000,2080990,6212,2080990
1167,6000,2081460,6212,2081460
1167,6000,2082270,6212,2082270
1167,6000,2083080,6212,2083080
1167,6000,2083550,6212,2083550
1167,6000,2083780,6212,2083780
1167,6000,2084780,6212,2084780
1167,6000,2085430,6212,2085430
1167,6000,2086240,6212,2086240
1167,6000,2086700,6212,2086700
1167,6000,2087510,6212,2087510
1167,6000,2088510,6212,2088510
1167,6000,2088980,6212,2088980
1167,6000,2089980,6212,2089980
1168,6002,2090350,6212,2090350
1168,6002,2090350,6212,2090350
1168,6002,2091160,6212,2091160
1168,6002,2091970,6212,2091970
1168,6002,2092780,6212,2092780
1169,6006,2092830,6212,2092830
1169,6006,2093300,6212,2093300
1169,6006,2093770,6212,2093770
1169,6006,2094770,6212,2094770
1169,6006,2095240,6212,2095240
1170,6014,2095240,6212,2095240
1170,6014,2095240,6212,2095240
1170,6014,2095710,6212,2095710
1170,6014,2096180,6212,2096180
1170,6014,2096410,6212,2096410
1170,6014,2097410,6212,2097410
1170,6014,2098060,6212,2098060
1170,6014,2098060,6212,2098060
1170,6014,2098060,6212,2098060
1170,6014,2098610,6212,2098610
1170,6014,2098980,6212,2098980
1170,6014,2099790,6212,2099790
1170,6014,2100790,6212,2100790
1170,6014,2101600,6212,2101600
1170,6014,2102410,6212,2102410
1170,6014,2102880,6212,2102880
1170,6014,2103350,6212,2103350
1170,6014,2103810,6212,2103810
1170,6014,2103810,6212,2103810
1170,6014,2104280,6212,2104280
1170,6014,2104930,6212,2104930
1170,6014,2105400,6212,2105400
1170,6014,2105630,6212,2105630
1170,6014,2105630,6212,2105630
1170,6014,2105630,6212,2105630
1170,6014,2106630,6212,2106630
1170,6014,2106630,6212,2106630
1170,6014,2107440,6212,2107440
1170,6014,2107910,6212,2107910
1170,6014,2107910,6212,2107910
1170,6014,2108070,6212,2108070
1170,6014,2108070,6212,2108070
1170,6014,2108880,6212,2108880
1170,6014,2109880,6212,2109880
1170,6014,2110350,6212,2110350
1170,6014,2111350,6212,2111350
1170,6014,2111570,6212,2111570
1170,6014,2112570,6212,2112570
1170,6014,2112570,6212,2112570
1170,6014,2113040,6212,2113040
1171,6016,2114040,6212,2114040
1172,6024,2114590,6212,2114590
1172,6024,2114820,6212,2114820
1172,6024,2115630,6212,2115630
1172,6024,2116630,6212,2116630
1172,6024,2117630,6212,2117630
1172,6024,2118630,6212,2118630
1173,6026,2118630,6212,2118630
1173,6026,2119100,6212,2119100
1173,6026,2119570,6212,2119570
1173,6026,2120040,6212,2120040
1173,6026,2120040,6212,2120040
1173,6026,2121040,6212,2121040
1173,6026,2121850,6212,2121850
1173,6026,2122850,6212,2122850
1173,6026,2123660,6212,2123660
1173,6026,2124310,6212,2124310
1173,6026,2125120,6212,2125120
1174,6034,2126120,6212,2126120
1174,6034,2126120,6212,2126120
1174,6034,2126930,6212,2126930
1174,6034,2127930,6212,2127930
1174,6034,2128740,6212,2128740
1174,6034,2129550,6212,2129550
1174,6034,2130360,6212,2130360
1174,6034,2131170,6212,2131170
1174,6034,2131540,6212,2131540
1174,6034,2132130,6212,2132130
1175,6042,2132590,6212,2132590
1175,6042,2133060,6212,2133060
1175,6042,2133380,6212,2133380
1175,6042,2134190,6212,2134190
1175,6042,2134190,6212,2134190
1175,6042,2135190,6212,2135190
1175,6042,2136000,6212,2136000
1175,6042,2136220,6212,2136220
1175,6042,2136690,6212,2136690
1175,6042,2137500,6212,2137500
1175,6042,2137970,6212,2137970
1175,6042,2138440,6212,2138440
1175,6042,2139030,6212,2139030
1175,6042,2140030,6212,2140030
1175,6042,2140840,6212,2140840
1175,6042,2141650,6212,2141650
1176,6050,2141650,6212,2141650
1176,6050,2142460,6212,2142460
1176,6050,2142930,6212,2142930
1176,6050,2143520,6212,2143520
1176,6050,2143990,6212,2143990
1176,6050,2144150,6212,2144150
1176,6050,2145150,6212,2145150
1176,6050,2145960,6212,2145960
1176,6050,2145960,6212,2145960
1176,6050,2146960,6212,2146960
1176,6050,2147190,6212,2147190
1176,6050,2147660,6212,2147660
1176,6050,2147980,6212,2147980
1176,6050,2148440,6212,2148440
1176,6050,2149440,6212,2149440
1176,6050,2150090,6212,2150090
1176,6050,2150250,6212,2150250
1177,6052,2151250,6212,2151250
1177,6052,2152060,6212,2152060
1177,6052,2153060,6212,2153060
1177,6052,2153530,6212,2153530
1177,6052,2153530,6212,2153530
1177,6052,2153530,6212,2153530
1177,6052,2154530,6212,2154530
1177,6052,2155180,6212,2155180
1178,6060,2156180,6212,2156180
1178,6060,2156650,6212,2156650
1178,6060,2157110,6212,2157110
1178,6060,2157580,6212,2157580
1178,6060,2157810,6212,2157810
1178,6060,2158810,6212,2158810
1178,6060,2159810,6212,2159810
1178,6060,2160620,6212,2160620
1178,6060,2160780,6212,2160780
1178,6060,2161240,6212,2161240
1178,6060,2161710,6212,2161710
1178,6060,2161940,6212,2161940
1178,6060,2162260,6212,2162260
1178,6060,2162910,6212,2162910
1178,6060,2162910,6212,2162910
1178,6060,2163910,6212,2163910
1178,6060,2164230,6212,2164230
1178,6060,2164710,6212,2164710
1178,6060,2164870,6212,2164870
1178,6060,2165870,6212,2165870
1178,6060,2166680,6212,2166680
1178,6060,2166680,6212,2166680
1178,6060,2167680,6212,2167680
1178,6060,2168150,6212,2168150
1178,6060,2168620,6212,2168620
1178,6060,2169430,6212,2169430
1178,6060,2169900,6212,2169900
1178,6060,2170550,6212,2170550
1179,6068,2170770,6212,2170770
1179,6068,2171230,6212,2171230
1179,6068,2171230,6212,2171230
1179,6068,2171450,6212,2171450
1179,6068,2172260,6212,2172260
1179,6068,2172730,6212,2172730
1179,6068,2173540,6212,2173540
1179,6068,2173540,6212,2173540
1179,6068,2174350,6212,2174350
1179,6068,2175350,6212,2175350
1179,6068,2176160,6212,2176160
1179,6068,2177160,6212,2177160
1179,6068,2177970,6212,2177970
1179,6068,2178430,6212,2178430
1179,6068,2179080,6212,2179080
1179,6068,2179890,6212,2179890
1179,6068,2180050,6212,2180050
1179,6068,2180050,6212,2180050
1179,6068,2180600,6212,2180600
1179,6068,2181410,6212,2181410
1179,6068,2181870,6212,2181870
1179,6068,2182680,6212,2182680
1179,6068,2183680,6212,2183680
1179,6068,2184150,6212,2184150
1179,6068,2184620,6212,2184620
1180,6070,2184620,6212,2184620
1180,6070,2185090,6212,2185090
1180,6070,2186090,6212,2186090
1180,6070,2186560,6212,2186560
1181,6072,2187210,6212,2187210
1181,6072,2187530,6212,2187530
1181,6072,2188530,6212,2188530
1181,6072,2189080,6212,2189080
1181,6072,2189300,6212,2189300
1181,6072,2189890,6212,2189890
1181,6072,2190700,6212,2190700
1181,6072,2191510,6212,2191510
1181,6072,2192510,6212,2192510
1181,6072,2193510,6212,2193510
1181,6072,2194160,6212,2194160
1181,6072,2194630,6212,2194630
1181,6072,2195100,6212,2195100
1181,6072,2196100,6212,2196100
1181,6072,2196910,6212,2196910
1181,6072,2197230,6212,2197230
1181,6072,2198040,6212,2198040
1181,6072,2198510,6212,2198510
1181,6072,2199510,6212,2199510
1181,6072,2200320,6212,2200320
1181,6072,2201320,6212,2201320
1181,6072,2201430,6212,2201430
1181,6072,2202240,6212,2202240
1181,6072,2202470,6212,2202470
1181,6072,2202790,6212,2202790
1181,6072,2203340,6212,2203340
1181,6072,2203800,6212,2203800
1181,6072,2203800,6212,2203800
1181,6072,2204610,6212,2204610
1181,6072,2205610,6212,2205610
1181,6072,2207610,6212,2207610
1181,6072,2208080,6212,2208080
1181,6072,2208730,6212,2208730
1181,6072,2209540,6212,2209540
1181,6072,2210540,6212,2210540
1181,6072,2211540,6212,2211540
1181,6072,2212010,6212,2212010
1181,6072,2212480,6212,2212480
1181,6072,2212960,6212,2212960
