ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_107d-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_107d-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_ratio,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_107d-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-origin_q124,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_107d-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_milli,ow_gpushare60-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_107d-policy_Random1000desharemdf81a-de_share-gs_random-scmd_f81a-bellman_ratio
1107308.14,29.88,16.26,440121.07,11.88
1107171.94,29.88,16.26,440438.1,11.89
1107392.21,29.89,16.27,440150.93,11.88
1107094.69,29.89,16.27,440056.91,11.88
1106807.16,29.88,16.26,439922.11,11.88
1107075.29,29.89,16.27,440067.53,11.88
1107343.42,29.9,16.28,440102.47,11.89
1107207.21,29.91,16.29,440102.47,11.89
1107207.21,29.91,16.29,440128.12,11.89
1107207.21,29.91,16.29,440108.43,11.89
1107496.62,29.92,16.3,440180.53,11.89
1108718.98,29.96,16.34,440058.23,11.89
1108770.91,29.97,16.35,440095.92,11.9
1108770.91,29.97,16.35,440096.14,11.9
1108992.23,29.98,16.36,440096.14,11.9
1108992.23,29.98,16.36,440680.0,11.91
1108992.23,29.98,16.36,440878.91,11.92
1109044.16,29.99,16.37,440924.74,11.92
1108907.96,29.99,16.37,440943.09,11.93
1109128.23,30.0,16.38,440982.13,11.93
1109128.23,30.0,16.38,440982.13,11.93
1108992.03,30.01,16.39,440981.67,11.93
1108694.5,30.0,16.38,440772.91,11.93
1108694.5,30.0,16.38,440822.75,11.93
1108694.5,30.0,16.38,440937.94,11.93
1108746.43,30.01,16.39,440781.43,11.93
1108798.37,30.02,16.4,440781.43,11.93
1108994.68,30.03,16.41,440399.75,11.93
1108827.25,30.03,16.41,441052.11,11.94
1108879.18,30.04,16.42,441367.84,11.96
1109134.24,30.05,16.43,441387.68,11.96
1109134.24,30.05,16.43,442122.94,11.98
1109134.24,30.05,16.43,442098.51,11.98
1109355.56,30.06,16.44,442148.81,11.98
1109219.35,30.06,16.44,442102.92,11.98
1109487.48,30.07,16.45,442630.41,12.0
1109351.28,30.08,16.46,442630.14,12.0
1109523.09,30.09,16.47,442977.93,12.01
1109386.88,30.09,16.47,443007.93,12.02
1109198.87,30.09,16.47,443007.93,12.02
1108911.34,30.08,16.46,443651.8,12.04
1109132.66,30.09,16.47,443642.63,12.04
1109304.47,30.1,16.48,443634.27,12.04
1109247.2,30.11,16.49,445964.63,12.11
1109475.27,30.12,16.5,446114.63,12.11
1109278.88,30.12,16.5,445859.1,12.11
1109548.32,30.13,16.51,446109.01,12.11
1109776.38,30.14,16.52,446047.89,12.11
1110044.51,30.15,16.53,445898.96,12.11
1110265.83,30.16,16.54,445899.93,12.11
1110487.15,30.17,16.55,445901.77,12.11
1110539.09,30.18,16.56,445936.43,12.12
1110710.9,30.19,16.57,445988.69,12.12
1110574.69,30.19,16.57,446002.5,12.12
1110794.97,30.2,16.58,446201.72,12.13
1111016.29,30.21,16.59,446186.28,12.13
1111016.29,30.21,16.59,447068.21,12.16
1111237.61,30.22,16.6,447080.8,12.16
1111558.13,30.23,16.61,449369.78,12.22
1111779.45,30.24,16.62,449348.12,12.22
1111831.38,30.25,16.63,449471.09,12.23
1111831.38,30.25,16.63,449187.87,12.22
1111877.89,30.26,16.64,449898.9,12.24
1112199.53,30.27,16.65,449898.9,12.25
1112063.33,30.28,16.66,449925.08,12.25
1112284.65,30.29,16.67,449849.18,12.25
1112117.34,30.29,16.66,449803.98,12.25
1111981.14,30.29,16.67,449791.75,12.25
1112033.07,30.3,16.68,450097.49,12.26
1112254.39,30.31,16.69,450578.35,12.28
1112254.39,30.31,16.69,450537.04,12.28
1112306.32,30.32,16.7,450762.47,12.29
1112574.45,30.33,16.71,450763.69,12.29
1112438.25,30.33,16.71,450760.52,12.29
1112610.06,30.34,16.72,451179.94,12.3
1112610.06,30.34,16.72,451245.59,12.31
1112661.99,30.35,16.73,451237.78,12.31
1112721.19,30.35,16.73,450071.16,12.28
1112721.19,30.35,16.73,450071.16,12.28
1112989.32,30.36,16.74,450071.05,12.28
1112878.84,30.36,16.74,450084.53,12.28
1112878.84,30.36,16.74,450071.63,12.28
1112930.77,30.37,16.75,450059.58,12.28
1112982.71,30.38,16.76,449914.56,12.28
1113335.06,30.39,16.77,451183.06,12.31
1113386.99,30.4,16.78,451176.61,12.32
1113438.92,30.4,16.78,451171.42,12.32
1113660.25,30.41,16.79,451111.87,12.32
1113712.18,30.42,16.8,451113.35,12.32
1114033.82,30.43,16.81,451142.8,12.32
1114085.75,30.44,16.82,451132.65,12.33
1114036.22,30.45,16.83,450885.63,12.32
1114238.09,30.45,16.83,450887.67,12.32
1114459.41,30.46,16.84,450887.9,12.32
1114727.54,30.47,16.85,450065.0,12.3
1114591.33,30.48,16.86,450562.67,12.32
1114643.26,30.49,16.87,450618.02,12.32
1114964.91,30.5,16.88,450929.52,12.33
1115016.84,30.51,16.88,451000.64,12.34
1114880.63,30.51,16.89,451191.28,12.35
1114744.43,30.51,16.89,451114.03,12.35
1114965.75,30.52,16.9,451143.48,12.35
1115017.68,30.53,16.91,451129.33,12.35
1115239.0,30.54,16.92,451353.84,12.36
1115089.42,30.54,16.92,451036.28,12.35
1114953.21,30.55,16.93,451032.66,12.36
1115005.14,30.55,16.93,451420.29,12.37
1115226.46,30.56,16.94,453200.99,12.42
1115226.46,30.56,16.94,453200.02,12.42
1115090.26,30.57,16.95,453199.64,12.42
1115090.26,30.57,16.95,453199.64,12.42
1115142.19,30.58,16.96,453322.62,12.43
1115370.26,30.59,16.97,453323.54,12.43
1115370.26,30.59,16.97,453327.07,12.43
1115370.26,30.59,16.97,453210.79,12.43
1115212.12,30.58,16.96,453078.53,12.43
1115264.05,30.59,16.97,453045.11,12.43
1115127.85,30.6,16.98,453168.25,12.43
1115299.66,30.61,16.99,453609.64,12.45
1115471.47,30.62,17.0,453777.19,12.46
1115523.4,30.63,17.0,453812.2,12.46
1115744.72,30.64,17.01,453825.5,12.46
1115744.72,30.64,17.01,453825.5,12.46
1115796.65,30.64,17.02,453819.85,12.46
1115796.65,30.64,17.02,453756.14,12.46
1115724.77,30.64,17.02,454274.14,12.48
1115776.7,30.65,17.03,454271.05,12.48
1115640.5,30.66,17.04,454266.99,12.48
1115692.43,30.66,17.04,454262.79,12.49
1115864.24,30.68,17.05,455360.59,12.52
1115864.24,30.68,17.05,455566.49,12.52
1116132.37,30.69,17.06,455405.62,12.52
1116184.3,30.69,17.07,455410.59,12.52
1116184.3,30.69,17.07,455409.6,12.52
1116356.11,30.7,17.08,455430.06,12.53
1116219.91,30.71,17.09,455180.95,12.52
1116271.84,30.72,17.1,455180.95,12.53
1116122.26,30.72,17.09,455067.98,12.52
1115986.05,30.72,17.1,455117.38,12.53
1115849.85,30.72,17.1,454932.51,12.53
1116071.17,30.73,17.11,454904.44,12.53
1115934.96,30.74,17.12,454856.72,12.53
1115798.76,30.74,17.12,454844.54,12.53
1115850.69,30.75,17.13,454528.38,12.53
1115902.62,30.76,17.14,454528.38,12.53
1115766.41,30.77,17.14,454530.21,12.53
1116021.47,30.78,17.16,455659.49,12.57
1116021.47,30.78,17.16,455664.9,12.57
1115885.27,30.78,17.16,455664.64,12.57
1116153.39,30.79,17.17,455643.9,12.57
1116325.2,30.8,17.18,455967.63,12.58
1116546.53,30.81,17.19,456335.5,12.59
1116598.46,30.82,17.2,456355.06,12.6
1116462.25,30.83,17.2,456355.06,12.6
1116197.07,30.82,17.2,456091.26,12.59
1116368.89,30.83,17.21,456941.97,12.62
1116420.82,30.84,17.22,456941.96,12.62
1116284.61,30.84,17.22,457140.62,12.63
1116505.93,30.85,17.23,457153.88,12.63
1117013.96,30.88,17.25,458075.36,12.66
1117185.78,30.89,17.27,458099.87,12.66
1116998.96,30.88,17.26,457810.51,12.66
1116862.75,30.89,17.27,457722.11,12.66
1116726.55,30.89,17.27,457722.11,12.66
1117171.8,30.91,17.29,457842.55,12.67
1117099.91,30.91,17.29,457436.18,12.66
1117320.19,30.92,17.3,457966.51,12.68
1117523.33,30.94,17.32,457369.59,12.66
1117575.26,30.94,17.32,457778.06,12.68
1117806.38,30.96,17.33,459786.08,12.73
1117508.85,30.95,17.33,459697.42,12.73
1117560.79,30.96,17.34,459932.35,12.74
1117782.11,30.97,17.35,460857.74,12.77
1118003.43,30.98,17.36,460924.29,12.77
1118003.43,30.98,17.36,460962.81,12.77
1117729.09,30.98,17.36,460627.12,12.77
1117604.19,30.98,17.36,460318.78,12.76
1117467.99,30.99,17.36,460318.78,12.76
1117467.99,30.99,17.36,460509.97,12.77
1117519.92,30.99,17.37,460641.33,12.78
1117571.85,31.0,17.38,460565.8,12.78
1117274.32,31.0,17.38,460677.5,12.78
1117274.32,31.0,17.38,461504.48,12.8
1117326.26,31.01,17.39,461497.16,12.81
1117190.05,31.01,17.39,461497.16,12.81
1117190.05,31.01,17.39,461752.68,12.82
1117416.27,31.02,17.4,462863.81,12.85
1117280.07,31.03,17.41,462848.29,12.85
1117600.06,31.04,17.42,462331.82,12.84
1117651.99,31.05,17.43,462331.82,12.84
1117823.8,31.06,17.44,462444.67,12.85
1118051.87,31.07,17.45,463301.2,12.87
1118279.94,31.08,17.46,463304.18,12.88
1118331.87,31.09,17.47,463302.87,12.88
1118383.8,31.1,17.47,463572.09,12.89
1118147.08,31.1,17.48,463561.95,12.89
1118147.08,31.1,17.48,463561.95,12.89
1118027.2,31.09,17.47,463464.8,12.89
1118079.14,31.1,17.48,463484.86,12.89
1117929.55,31.1,17.48,463490.24,12.89
1117657.14,31.11,17.49,463490.24,12.9
1117984.73,31.12,17.5,463498.99,12.9
1117848.53,31.13,17.51,463404.44,12.9
1118069.85,31.14,17.52,464558.26,12.94
1118121.78,31.15,17.52,464978.36,12.95
1118121.78,31.15,17.52,464940.83,12.95
1117972.19,31.14,17.52,464928.86,12.95
1118240.32,31.15,17.53,464930.68,12.95
1118481.25,31.16,17.54,466813.08,13.01
1118481.25,31.16,17.54,466989.19,13.01
1118702.57,31.18,17.55,467150.19,13.02
1118566.36,31.18,17.56,468888.86,13.07
1118504.0,31.18,17.56,468896.94,13.07
1118367.8,31.19,17.56,468896.68,13.07
1118595.86,31.2,17.57,469187.4,13.08
1118487.73,31.19,17.57,469079.27,13.08
1118715.79,31.2,17.58,469162.68,13.09
1119037.44,31.21,17.59,469183.13,13.09
1118841.04,31.21,17.59,469185.66,13.09
1118841.04,31.21,17.59,469185.66,13.09
1119055.62,31.22,17.6,469187.63,13.09
1119112.45,31.23,17.61,469144.6,13.09
1118875.74,31.23,17.61,469223.58,13.1
1118927.67,31.24,17.62,469658.02,13.11
1119195.8,31.25,17.63,470308.95,13.13
1119423.86,31.26,17.64,470107.21,13.13
1119691.99,31.27,17.65,470953.0,13.15
1123468.59,31.38,17.76,471502.67,13.17
1123520.52,31.39,17.77,471521.25,13.17
1123384.32,31.4,17.77,471521.25,13.18
1123436.25,31.4,17.78,471521.25,13.18
1123488.18,31.41,17.79,471522.7,13.18
1123540.11,31.42,17.8,471535.0,13.19
1125548.08,31.48,17.86,475068.45,13.29
1125600.02,31.49,17.87,475067.15,13.29
1127194.75,31.53,17.91,475598.64,13.3
1127416.08,31.54,17.92,475670.06,13.31
1127416.08,31.54,17.92,475670.06,13.31
1127468.01,31.55,17.93,476256.55,13.33
1127519.94,31.56,17.94,476259.1,13.33
1127571.87,31.57,17.95,476195.25,13.33
1127571.87,31.57,17.95,476195.25,13.33
1127623.8,31.58,17.95,476219.6,13.33
1127474.22,31.57,17.95,476224.16,13.34
1127338.01,31.58,17.96,476215.05,13.34
1127338.01,31.58,17.96,476237.52,13.34
1127389.95,31.59,17.97,476237.52,13.34
1127253.74,31.59,17.97,476183.67,13.35
1127475.06,31.6,17.98,476222.06,13.35
1127696.38,31.61,17.99,476803.09,13.37
1127924.45,31.62,18.0,476803.12,13.37
1128192.58,31.63,18.01,476804.64,13.37
1128056.37,31.64,18.02,476724.86,13.37
1127920.17,31.64,18.02,476718.31,13.37
1127920.17,31.64,18.02,476709.15,13.37
1128188.29,31.65,18.03,476703.36,13.38
1128360.11,31.66,18.04,476738.0,13.38
1128360.11,31.66,18.04,477249.29,13.39
1128531.92,31.68,18.06,477258.91,13.4
1128588.75,31.68,18.06,477157.85,13.4
1128640.68,31.69,18.07,477157.96,13.4
1130150.52,31.74,18.11,483818.61,13.59
1130371.85,31.75,18.13,483822.4,13.59
1130593.17,31.76,18.14,484039.66,13.6
1130456.96,31.76,18.14,484020.02,13.6
1130685.03,31.77,18.15,484038.81,13.6
1130548.82,31.78,18.16,483710.44,13.6
1130816.95,31.79,18.17,483721.84,13.6
1130680.75,31.79,18.17,483721.84,13.6
1130736.55,31.8,18.18,483328.76,13.59
1130957.87,31.81,18.19,483608.38,13.6
1130821.66,31.82,18.2,483405.79,13.6
1133349.43,31.9,18.28,483995.89,13.62
1133349.43,31.9,18.28,483927.86,13.62
1133349.43,31.9,18.28,483927.86,13.62
1133401.37,31.91,18.29,483917.9,13.62
1133622.69,31.92,18.3,483907.3,13.62
1133486.48,31.92,18.3,483880.85,13.63
1133814.07,31.93,18.31,483896.39,13.63
1133866.0,31.94,18.32,483762.46,13.63
1133729.8,31.95,18.33,483947.15,13.64
1133957.86,31.96,18.34,484097.29,13.64
1133821.66,31.96,18.34,484100.81,13.65
1134149.25,31.97,18.35,484082.68,13.65
1134201.18,31.98,18.36,484082.68,13.65
1134422.5,31.99,18.37,484087.55,13.65
1134286.3,32.0,18.38,484057.69,13.66
1134150.09,32.0,18.38,484056.22,13.66
1134013.88,32.01,18.39,483937.36,13.66
1133877.68,32.01,18.39,483919.69,13.66
1133929.61,32.02,18.4,483919.69,13.67
1133632.09,32.02,18.4,483932.95,13.67
1133495.88,32.02,18.4,484000.57,13.67
1133717.2,32.03,18.41,484001.38,13.68
1133581.0,32.04,18.42,483995.45,13.68
1133632.93,32.05,18.43,484043.2,13.68
1133854.25,32.06,18.44,484094.38,13.69
1133906.18,32.07,18.45,484094.38,13.69
1133769.98,32.07,18.45,484029.07,13.69
1133633.77,32.08,18.46,484043.7,13.7
1133319.44,32.07,18.45,483917.89,13.7
1133183.23,32.08,18.46,484392.54,13.71
1133235.16,32.09,18.47,484392.54,13.72
1133456.48,32.1,18.48,484978.8,13.73
1133320.28,32.1,18.48,486610.49,13.78
1133548.35,32.11,18.49,487686.88,13.82
1133739.47,32.12,18.5,488070.76,13.83
1133960.79,32.13,18.51,488178.95,13.83
1133764.4,32.13,18.51,487918.66,13.83
1133992.46,32.14,18.52,487915.5,13.83
1133992.46,32.14,18.52,488238.81,13.84
1134260.59,32.15,18.53,487934.12,13.83
1134387.21,32.16,18.54,489270.63,13.87
1134251.0,32.17,18.55,491186.68,13.93
1133973.08,32.16,18.54,491983.0,13.96
1133836.87,32.17,18.55,492420.66,13.97
1133836.87,32.17,18.55,492420.29,13.97
1134058.2,32.18,18.56,492419.88,13.97
1134279.52,32.19,18.57,492416.69,13.98
1134331.45,32.2,18.58,492457.76,13.98
1134195.24,32.21,18.59,492437.12,13.98
1133897.72,32.2,18.58,492210.72,13.98
1133761.51,32.21,18.59,492146.0,13.98
1133641.83,32.21,18.59,491723.12,13.97
1133693.76,32.22,18.6,491590.29,13.97
1133865.58,32.23,18.61,491586.8,13.97
1134093.64,32.24,18.62,491621.4,13.98
1133944.06,32.24,18.62,491635.8,13.98
1133995.99,32.25,18.63,491634.53,13.98
1133995.99,32.25,18.63,492855.2,14.02
1134224.06,32.26,18.64,492854.94,14.02
1134275.99,32.27,18.65,492854.94,14.02
1134327.92,32.28,18.66,492847.24,14.02
1135766.37,32.32,18.7,493039.22,14.03
1135630.16,32.33,18.71,493059.8,14.03
1135493.96,32.33,18.71,493261.73,14.04
1135545.89,32.34,18.72,493388.19,14.05
1135545.89,32.34,18.72,493702.46,14.06
1135409.68,32.35,18.72,494118.83,14.08
1135142.16,32.34,18.72,493844.71,14.07
1134954.14,32.34,18.72,493520.53,14.06
1135006.07,32.35,18.73,493484.36,14.06
1135058.0,32.36,18.74,493484.36,14.07
1135279.33,32.37,18.75,494605.04,14.1
1135350.86,32.38,18.76,494065.74,14.09
1135214.66,32.38,18.76,494059.48,14.09
1135442.72,32.39,18.77,494634.69,14.11
1135664.04,32.4,18.78,494634.69,14.11
1135664.04,32.4,18.78,494634.69,14.11
1135715.98,32.41,18.79,494643.35,14.12
1134626.33,32.46,18.83,494643.09,14.15
1134328.81,32.45,18.83,494568.23,14.15
1134192.6,32.46,18.84,494571.55,14.15
1134056.4,32.46,18.84,494565.34,14.16
1133777.45,32.46,18.84,494295.99,14.15
1133998.77,32.47,18.85,494295.99,14.15
1134190.31,32.48,18.86,495383.12,14.19
1134242.24,32.49,18.87,495339.21,14.19
1134462.52,32.5,18.88,495697.69,14.2
1134514.45,32.51,18.89,495698.15,14.2
1134566.39,32.52,18.9,496361.03,14.23
1134618.32,32.53,18.91,496345.79,14.23
1134490.98,32.53,18.91,496051.66,14.22
1134428.62,32.53,18.91,496072.0,14.23
1134292.41,32.54,18.91,495918.04,14.22
1134156.21,32.54,18.92,495875.55,14.23
1134424.34,32.55,18.93,495568.18,14.22
1134424.34,32.55,18.93,495538.26,14.22
1135754.61,32.59,18.97,497537.69,14.28
1135806.54,32.6,18.98,497552.64,14.28
1135670.34,32.6,18.98,497696.22,14.29
1135296.01,32.6,18.98,497712.31,14.29
1135576.14,32.61,18.99,498632.64,14.32
1135628.07,32.62,19.0,498626.23,14.32
1135849.4,32.63,19.01,498663.3,14.33
1135699.81,32.63,19.01,498227.81,14.31
1135622.81,32.64,19.02,498637.28,14.33
1135622.81,32.64,19.02,498759.58,14.33
1135450.6,32.64,19.02,498536.75,14.33
1135530.01,32.65,19.03,499499.85,14.36
1135530.01,32.65,19.03,499399.92,14.36
1135581.94,32.66,19.04,499399.92,14.36
1135445.74,32.66,19.04,499399.92,14.37
1135079.03,32.66,19.04,498874.36,14.35
1134704.69,32.65,19.03,498870.47,14.36
1134568.49,32.66,19.04,498850.23,14.36
1134664.48,32.66,19.04,499191.27,14.37
1134836.29,32.68,19.05,499191.27,14.37
1134448.07,32.67,19.05,498701.63,14.36
1134311.86,32.68,19.06,498851.99,14.37
1134293.95,32.68,19.06,498899.39,14.37
1134345.89,32.69,19.07,499446.95,14.39
1134048.36,32.68,19.06,499489.5,14.4
1133976.48,32.68,19.06,499455.34,14.4
1133840.27,32.69,19.07,499440.69,14.4
1133892.21,32.7,19.08,499006.16,14.39
1134064.02,32.71,19.09,498989.46,14.39
1133927.81,32.72,19.09,500316.34,14.43
1133630.29,32.71,19.09,500479.66,14.44
1133851.61,32.72,19.1,500846.54,14.45
1133715.4,32.73,19.11,500833.05,14.46
1133936.72,32.74,19.12,500648.19,14.45
1134164.79,32.75,19.13,500641.69,14.46
1134216.72,32.76,19.14,500640.04,14.46
1134058.58,32.76,19.13,500592.66,14.46
1134110.51,32.76,19.14,500587.01,14.46
1134162.45,32.77,19.15,500587.01,14.47
1133868.17,32.77,19.15,500587.01,14.47
1134089.5,32.78,19.16,500842.04,14.48
1134089.5,32.78,19.16,500818.92,14.48
1134357.62,32.79,19.17,500831.17,14.48
1134628.2,32.81,19.19,502660.28,14.53
1134492.0,32.81,19.19,503399.11,14.56
1134543.93,32.82,19.2,503476.76,14.57
1134407.73,32.83,19.21,503530.93,14.57
1134073.93,32.82,19.2,503143.47,14.56
1134305.05,32.83,19.21,504078.86,14.59
1134573.18,32.85,19.22,504087.97,14.59
1134703.2,32.85,19.23,507801.22,14.7
1134755.13,32.86,19.24,508143.16,14.71
1134729.2,32.87,19.25,510624.2,14.79
1134781.14,32.88,19.26,510643.84,14.79
1135001.41,32.89,19.27,510763.89,14.8
1135222.73,32.9,19.28,510935.57,14.81
1135274.67,32.91,19.29,511126.26,14.82
1135326.6,32.92,19.3,511117.33,14.82
1135594.73,32.93,19.31,511750.69,14.84
1135594.73,32.93,19.31,511750.69,14.84
1135849.78,32.94,19.32,512839.74,14.87
1135713.58,32.95,19.33,512835.09,14.88
1135885.39,32.96,19.34,512837.09,14.88
1135693.04,32.96,19.34,512401.8,14.87
1135693.04,32.96,19.34,512465.72,14.87
1136193.57,32.98,19.36,511477.79,14.85
1136035.44,32.98,19.36,511293.49,14.84
1135746.06,32.98,19.36,511082.73,14.84
1135908.78,32.98,19.36,511143.56,14.84
1135960.72,32.99,19.37,511051.27,14.84
1135824.51,33.0,19.38,511073.59,14.85
1135688.31,33.0,19.38,510920.01,14.85
1135688.31,33.0,19.38,511025.59,14.85
1135552.1,33.01,19.39,510965.95,14.85
1135650.77,33.01,19.39,515145.75,14.97
1135650.77,33.01,19.39,515107.45,14.97
1135354.98,33.01,19.39,514578.18,14.96
1135218.77,33.02,19.4,514397.06,14.96
1135440.1,33.03,19.41,514388.9,14.96
1135440.1,33.03,19.41,514367.2,14.96
1135362.73,33.03,19.41,514631.08,14.97
1135414.66,33.04,19.42,514750.61,14.98
1136953.14,33.08,19.46,518251.03,15.08
1136816.93,33.09,19.47,518251.03,15.08
1136868.87,33.1,19.48,518251.03,15.09
1136732.66,33.1,19.48,518636.53,15.1
1136618.9,33.1,19.48,518616.6,15.1
1136482.69,33.11,19.49,518596.87,15.11
1136286.3,33.11,19.49,518344.34,15.1
1136286.3,33.11,19.49,518499.85,15.11
1136338.23,33.12,19.5,518502.1,15.11
1136202.03,33.12,19.5,518519.06,15.12
1136253.96,33.13,19.51,518773.58,15.13
1136117.75,33.14,19.52,519117.85,15.14
1135981.55,33.14,19.52,519272.31,15.15
1135845.34,33.15,19.53,519229.88,15.15
1135709.14,33.15,19.53,520607.57,15.2
1135572.93,33.16,19.54,520635.93,15.2
1135624.87,33.17,19.55,520630.05,15.21
1135624.87,33.17,19.55,520822.27,15.21
1135892.99,33.18,19.56,520822.27,15.21
1135756.79,33.19,19.57,520821.9,15.22
1137035.22,33.23,19.61,523188.41,15.29
1136899.02,33.23,19.61,523188.41,15.29
1136950.95,33.24,19.62,523212.25,15.3
1136950.95,33.24,19.62,523304.53,15.3
1137219.08,33.25,19.63,524777.83,15.35
1137271.01,33.26,19.64,524689.16,15.35
1137362.54,33.27,19.65,524290.78,15.34
1137284.83,33.27,19.65,523456.74,15.32
1137212.94,33.27,19.65,524545.18,15.35
1137221.54,33.28,19.66,524347.43,15.35
1137442.86,33.29,19.67,524355.76,15.35
1137442.86,33.29,19.67,524377.86,15.35
1137145.33,33.29,19.67,524018.22,15.34
1137009.13,33.3,19.67,524367.38,15.36
1137061.06,33.3,19.68,524367.38,15.36
1137061.06,33.3,19.68,525162.94,15.38
1137232.87,33.32,19.7,525497.2,15.39
1137284.8,33.33,19.71,526101.34,15.42
1137336.74,33.33,19.71,527020.57,15.45
1137200.53,33.34,19.72,526832.73,15.45
1137200.53,33.34,19.72,526772.26,15.44
1137064.32,33.35,19.73,526774.68,15.45
1137332.45,33.36,19.74,526838.82,15.45
1137196.25,33.36,19.74,528111.06,15.49
1136821.91,33.36,19.74,528111.06,15.5
1136515.1,33.35,19.73,527853.27,15.49
1136126.87,33.35,19.73,527386.57,15.48
1136348.19,33.36,19.74,527386.57,15.48
1136669.83,33.37,19.75,527877.27,15.5
1136924.89,33.39,19.76,527877.27,15.5
1136788.68,33.39,19.77,527877.27,15.51
1136840.62,33.4,19.78,527869.97,15.51
1137060.89,33.41,19.79,527944.53,15.51
1136939.39,33.42,19.8,527693.1,15.51
1136991.32,33.43,19.81,527704.31,15.52
1136718.91,33.44,19.82,527705.12,15.52
1136431.39,33.44,19.82,527407.25,15.52
1136431.39,33.44,19.82,527505.17,15.52
1136295.18,33.44,19.82,527505.17,15.52
1135997.66,33.44,19.82,527505.71,15.53
1135920.29,33.44,19.82,527983.29,15.54
1135920.29,33.44,19.82,528061.43,15.54
1135784.08,33.44,19.82,528824.71,15.57
1135647.88,33.45,19.83,529199.83,15.59
1135699.81,33.46,19.84,529170.95,15.59
1135751.74,33.47,19.85,528881.89,15.59
1135615.54,33.48,19.85,528881.89,15.59
1135667.47,33.49,19.86,528881.89,15.59
1135888.79,33.5,19.88,528907.9,15.6
1135940.72,33.51,19.89,529682.02,15.62
1135940.72,33.51,19.89,529682.02,15.62
1135992.66,33.52,19.89,529858.17,15.63
1135856.45,33.52,19.9,529701.0,15.63
1135720.25,33.53,19.91,529701.0,15.64
1135422.72,33.52,19.9,529391.51,15.63
1135474.65,33.53,19.91,529234.67,15.63
1135402.77,33.53,19.91,529233.7,15.63
1135266.56,33.54,19.92,529424.78,15.64
1135318.5,33.55,19.93,529497.03,15.65
1135318.5,33.55,19.93,529644.93,15.65
1135182.29,33.55,19.93,529644.53,15.66
1135055.89,33.56,19.94,529296.48,15.65
1135055.89,33.56,19.94,529792.57,15.66
1135218.61,33.57,19.95,529803.91,15.67
1135082.4,33.57,19.95,530192.73,15.68
1134910.2,33.57,19.95,530192.73,15.68
1135178.33,33.58,19.96,530227.59,15.69
1135126.47,33.59,19.97,530146.79,15.69
1134861.3,33.59,19.97,529938.82,15.68
1135081.57,33.6,19.98,530957.8,15.72
1135081.57,33.6,19.98,530956.73,15.72
1134970.79,33.6,19.98,530951.18,15.72
1134676.52,33.6,19.98,531179.19,15.73
1134540.31,33.6,19.98,531092.98,15.73
1134761.63,33.62,19.99,531131.93,15.73
1134761.63,33.62,19.99,531201.8,15.74
1134982.95,33.63,20.01,531192.18,15.74
1135034.88,33.64,20.02,531199.47,15.74
1135034.88,33.64,20.02,531157.17,15.74
1135086.82,33.65,20.03,531157.05,15.74
1135341.87,33.66,20.04,531228.55,15.75
1135341.87,33.66,20.04,531228.55,15.75
1135513.68,33.67,20.05,531228.55,15.75
1135365.44,33.67,20.05,531042.5,15.75
1135417.37,33.68,20.06,531137.86,15.75
1135638.69,33.69,20.07,531710.42,15.77
1135566.81,33.69,20.07,530977.64,15.75
1135618.74,33.7,20.08,531497.33,15.77
1135833.32,33.71,20.09,531539.78,15.78
1135885.25,33.72,20.1,531539.78,15.78
1135946.98,33.73,20.11,532709.34,15.82
1135710.27,33.73,20.11,532695.18,15.82
1135931.59,33.74,20.12,532704.41,15.82
1135988.42,33.75,20.13,532635.39,15.83
1136160.23,33.76,20.14,532709.62,15.83
1136066.66,33.76,20.14,532769.52,15.83
1135930.45,33.77,20.15,532755.17,15.84
1135632.92,33.77,20.15,532755.17,15.84
1135335.4,33.76,20.14,532323.47,15.83
1135199.19,33.77,20.15,532165.47,15.83
1135520.84,33.78,20.16,532704.68,15.85
1135520.84,33.78,20.16,532704.68,15.85
1135384.63,33.79,20.17,532514.2,15.85
1135436.56,33.8,20.17,532359.97,15.85
1135436.56,33.8,20.17,532363.0,15.85
1135488.49,33.81,20.18,532451.63,15.85
1136347.79,33.84,20.21,532588.63,15.86
1136399.73,33.85,20.22,532588.63,15.86
1136562.45,33.85,20.23,532614.15,15.86
1136783.77,33.86,20.24,533191.06,15.88
1136835.7,33.87,20.25,533191.06,15.89
1137163.29,33.88,20.26,533606.84,15.9
1137391.35,33.9,20.28,533606.84,15.9
1137255.15,33.9,20.28,533606.84,15.91
1137451.47,33.91,20.29,533290.6,15.9
1137503.4,33.92,20.3,533629.68,15.91
1137666.12,33.93,20.31,533629.48,15.92
1137718.05,33.94,20.32,533617.85,15.92
1137718.05,33.94,20.32,533552.13,15.92
1137889.86,33.95,20.33,533920.41,15.93
1137941.79,33.96,20.34,534043.39,15.94
